
[00:00:00.000 --> 00:00:04.000]  我們今天來到馬可福音的講道系列的第九講,
[00:03:43.000 --> 00:03:47.000]  你看馬可福音那裡有很多他自我隱藏的片段,
[00:03:47.000 --> 00:03:51.000]  不管是他的身份還是他講到的東西,他只跟門徒講。
[00:03:51.000 --> 00:03:55.000]  所以1901年德國學者Rader就說,
[00:03:55.000 --> 00:03:58.000]  這裡有一個彌賽亞秘密的主題,
[00:03:58.000 --> 00:04:03.000]  在馬可福音中他常常不要人家說他的事情,
[00:04:03.000 --> 00:04:06.000]  所以就看到今天這段經文了。
[00:04:06.000 --> 00:04:08.000]  我們先看今天這段經文,
[00:04:08.000 --> 00:04:13.000]  看看我們可以從當中學到什麼寶貴的屬靈功課。
[00:04:13.000 --> 00:04:17.000]  我請弟兄姐妹幫我讀出來這六節的經文。
[00:04:17.000 --> 00:04:19.000]  一二七。
[00:04:19.000 --> 00:04:48.000]  (聽不清)
[00:04:48.000 --> 00:05:09.000]  (聽不清)
[00:05:09.000 --> 00:05:11.000]  非常謝謝弟兄姐妹。
[00:05:11.000 --> 00:05:14.000]  看到了十二節,他就是再三的囑咐他們,
[00:05:14.000 --> 00:05:16.000]  不要把它顯露出來。
[00:05:16.000 --> 00:05:19.000]  前面那段經文,前面五節,
[00:05:19.000 --> 00:05:25.000]  我們就大概知道馬可在總結一些前面發生過的事情,
[00:05:25.000 --> 00:05:29.000]  還有那件事情,特別那天就是他在海邊的時候,
[00:05:29.000 --> 00:05:31.000]  很多人就從加利利跟隨他,
[00:05:31.000 --> 00:05:34.000]  我們都知道加利利在耶路撒冷的北邊,
[00:05:34.000 --> 00:05:37.000]  在北邊還有一些人也跟著過來,
[00:05:37.000 --> 00:05:46.000]  比如說推羅西頓,就是黎巴嫩,那些更北的地方過來。
[00:05:46.000 --> 00:05:49.000]  還有在約旦河外的也過來,
[00:05:49.000 --> 00:05:53.000]  因為他的名聲大了,他能夠抑制很多人,
[00:05:53.000 --> 00:05:56.000]  所以每個人都想來找他。
[00:05:56.000 --> 00:05:58.000]  他就在那個時候想要退縮一下,
[00:05:58.000 --> 00:06:02.000]  他就叫門徒讓他在一艘小船上,
[00:06:02.000 --> 00:06:04.000]  因為很多人都想來擠他。
[00:06:04.000 --> 00:06:07.000]  第十節你看我那邊打了一個星,他抑制了許多人,
[00:06:07.000 --> 00:06:12.000]  不是說當下這件事情的時候,他在那裡抑制人,
[00:06:12.000 --> 00:06:16.000]  這裡是如果你看英文,如果你看原文,
[00:06:16.000 --> 00:06:18.000]  他是講之前發生過的事情,
[00:06:18.000 --> 00:06:23.000]  他抑制了,中文他用了一個了,可能你會忽略,
[00:06:23.000 --> 00:06:25.000]  他就之前已經抑制了很多人,
[00:06:25.000 --> 00:06:29.000]  所以很多人就擠著他,想要你也來抑制我,
[00:06:29.000 --> 00:06:32.000]  我腳痛,我肩膀酸,
[00:06:32.000 --> 00:06:35.000]  基本上就來用幾擔,
[00:06:35.000 --> 00:06:38.000]  但是耶穌他就在那邊,
[00:06:38.000 --> 00:06:42.000]  烏鬼又出現了,就立刻看見他,
[00:06:42.000 --> 00:06:48.000]  伏伏在他面前,喊著說,是大聲的,不是小聲的,
[00:06:48.000 --> 00:06:53.000]  是喊著說,你是神的兒子,你是神的兒子。
[00:06:53.000 --> 00:06:58.000]  耶穌在這個時候竟然說,不要出聲,不要出聲。
[00:06:58.000 --> 00:07:01.000]  那麼在,剛才我講1901年,
[00:07:01.000 --> 00:07:04.000]  Redo學者看到這件事情,
[00:07:04.000 --> 00:07:08.000]  我們在看聖經也讓我們看見,
[00:07:08.000 --> 00:07:11.000]  即使我們只是單單看馬可福音,
[00:07:11.000 --> 00:07:13.000]  你也會看到在某段時期,
[00:07:13.000 --> 00:07:17.000]  耶穌他就不願暴露,
[00:07:17.000 --> 00:07:19.000]  寫錯了,不是暴露,
[00:07:19.000 --> 00:07:22.000]  他不願暴露自己的身份,
[00:07:22.000 --> 00:07:26.000]  比如說,有一次,他抑制了長大麻瘋的人,
[00:07:26.000 --> 00:07:29.000]  上次我們看過了,在第一章的時候,
[00:07:29.000 --> 00:07:31.000]  他抑制了長大麻瘋的人,
[00:07:31.000 --> 00:07:34.000]  然後他就只叫那個人怎樣呢?
[00:07:34.000 --> 00:07:36.000]  是不是去大肆宣揚呢?不是,
[00:07:36.000 --> 00:07:39.000]  他只叫那個人給祭司看,
[00:07:39.000 --> 00:07:43.000]  因為祭司就算現在我們衛生的官員,
[00:07:43.000 --> 00:07:47.000]  說你捷進了,你捷進了,他就捷進了,
[00:07:47.000 --> 00:07:50.000]  他就可以回到社會裡面去了。
[00:07:50.000 --> 00:07:53.000]  所以他只叫他給祭司看,
[00:07:53.000 --> 00:07:56.000]  但是他叫那個人不要告訴別人,
[00:07:56.000 --> 00:07:58.000]  這是在馬可福音一章的時候。
[00:07:58.000 --> 00:08:02.000]  第二點,那邊就是今天我們看的這段經文,
[00:08:02.000 --> 00:08:06.000]  就是不讓污鬼到處喊叫,
[00:08:06.000 --> 00:08:08.000]  說你是神的兒子。
[00:08:08.000 --> 00:08:10.000]  第三次,你看到在第八章,
[00:08:10.000 --> 00:08:12.000]  也是在馬可福音,
[00:08:12.000 --> 00:08:14.000]  那個時候他就問門徒,
[00:08:14.000 --> 00:08:16.000]  別人說我是誰,
[00:08:16.000 --> 00:08:18.000]  其他人就說你是先知,
[00:08:18.000 --> 00:08:21.000]  你可能是伊利亞,這麼有能力。
[00:08:21.000 --> 00:08:23.000]  耶穌就問門徒說,
[00:08:23.000 --> 00:08:26.000]  你們說我是誰?
[00:08:26.000 --> 00:08:27.000]  你們說我是誰?
[00:08:27.000 --> 00:08:30.000]  彼得就說,你是基督。
[00:08:30.000 --> 00:08:33.000]  這個很重要,基督就是主。
[00:08:33.000 --> 00:08:39.000]  就是猶太人一直等的彌賽亞來拯救他們的。
[00:08:39.000 --> 00:08:44.000]  可是耶穌就馬上叫所有的門徒說,
[00:08:44.000 --> 00:08:46.000]  不要告訴人他是基督。
[00:08:46.000 --> 00:08:47.000]  所以在聖經裡面,
[00:08:47.000 --> 00:08:49.000]  我們看到在某段時期,
[00:08:49.000 --> 00:08:54.000]  真的是耶穌不願意暴露自己的身份。
[00:08:54.000 --> 00:09:00.000]  我們一定會問的,為什麼?
[00:09:00.000 --> 00:09:02.000]  這裡有很多疑問。
[00:09:02.000 --> 00:09:07.000]  大家都清楚知道你是神的兒子不好嗎?
[00:09:07.000 --> 00:09:10.000]  大家都清楚知道耶穌是神的兒子,
[00:09:10.000 --> 00:09:13.000]  不是更容易相信他嗎?
[00:09:13.000 --> 00:09:14.000]  更好啊!
[00:09:14.000 --> 00:09:15.000]  為什麼呢?
[00:09:15.000 --> 00:09:16.000]  我們讀聖經,
[00:09:16.000 --> 00:09:18.000]  有時候你讀過這段經文,
[00:09:18.000 --> 00:09:20.000]  你會有同樣的疑問。
[00:09:20.000 --> 00:09:22.000]  為什麼耶穌叫人家不要講呢?
[00:09:22.000 --> 00:09:25.000]  不管是,你看到被醫治的人,
[00:09:25.000 --> 00:09:26.000]  污鬼,
[00:09:26.000 --> 00:09:28.000]  門徒,
[00:09:28.000 --> 00:09:30.000]  都曾經給耶穌說過,
[00:09:30.000 --> 00:09:35.000]  不要揭露我的身份。
[00:09:35.000 --> 00:09:36.000]  那麼我們看,
[00:09:36.000 --> 00:09:39.000]  基本上有兩大原因,
[00:09:39.000 --> 00:09:41.000]  我希望你能夠記住。
[00:09:41.000 --> 00:09:42.000]  第一就是,
[00:09:42.000 --> 00:09:45.000]  耶穌是神的兒子的身份,
[00:09:45.000 --> 00:09:53.000]  也必須和耶穌被釘在十字架這件事情一起來理解。
[00:09:53.000 --> 00:09:55.000]  祂是神的兒子,
[00:09:55.000 --> 00:10:00.000]  跟祂是被釘在十字架的神的兒子,
[00:10:00.000 --> 00:10:03.000]  需要放在十字架的事情來理解。
[00:10:03.000 --> 00:10:04.000]  第二就是,
[00:10:04.000 --> 00:10:07.000]  耶穌是神的兒子的身份,
[00:10:07.000 --> 00:10:12.000]  也必須由真正認識祂的人來宣告。
[00:10:12.000 --> 00:10:14.000]  所以以後你看馬可福音下一段,
[00:10:14.000 --> 00:10:19.000]  你就看到他呼召十二個人來做他的門徒了。
[00:10:19.000 --> 00:10:22.000]  他要讓他們真正地認識他,
[00:10:22.000 --> 00:10:24.000]  才來宣告。
[00:10:24.000 --> 00:10:25.000]  關鍵是什麼呢?
[00:10:25.000 --> 00:10:26.000]  關鍵是,
[00:10:26.000 --> 00:10:29.000]  污鬼是屬於誰的?
[00:10:29.000 --> 00:10:30.000]  魔鬼的。
[00:10:30.000 --> 00:10:37.000]  魔鬼,聖經說是什麼之父?
[00:10:37.000 --> 00:10:38.000]  非常好,
[00:10:38.000 --> 00:10:39.000]  說謊之父,
[00:10:39.000 --> 00:10:41.000]  說謊的人之父。
[00:10:41.000 --> 00:10:45.000]  魔鬼基本上就是謊言。
[00:10:45.000 --> 00:10:48.000]  魔鬼怎麼樣使你犯罪,
[00:10:48.000 --> 00:10:50.000]  都是透過謊言,
[00:10:50.000 --> 00:10:53.000]  讓你覺得那件事情你做了,
[00:10:53.000 --> 00:10:55.000]  你會很幸福。
[00:10:55.000 --> 00:10:56.000]  然後你去做,
[00:10:56.000 --> 00:10:59.000]  你就發現你不是很幸福,
[00:10:59.000 --> 00:11:01.000]  你是很痛苦。
[00:11:01.000 --> 00:11:08.000]  所以魔鬼是用謊言作為他最主要的攻擊基督徒的伎倆。
[00:11:08.000 --> 00:11:10.000]  對於那些還沒信主的,
[00:11:10.000 --> 00:11:12.000]  魔鬼也是用謊言,
[00:11:12.000 --> 00:11:14.000]  他告訴你,
[00:11:14.000 --> 00:11:17.000]  信耶穌很辛苦。
[00:11:17.000 --> 00:11:22.000]  所以就鼓勵你不要去教會,
[00:11:22.000 --> 00:11:24.000]  那些還沒信主的。
[00:11:24.000 --> 00:11:27.000]  所以魔鬼用的都是謊言,對嗎?
[00:11:27.000 --> 00:11:29.000]  所以基本上,
[00:11:29.000 --> 00:11:31.000]  魔鬼用謊言的話,
[00:11:31.000 --> 00:11:33.000]  如果污鬼在這個時候,
[00:11:33.000 --> 00:11:36.000]  他是願意一看到耶穌,
[00:11:36.000 --> 00:11:37.000]  你看剛才的經文,
[00:11:37.000 --> 00:11:40.000]  他說他們一看到耶穌就俯伏在地,
[00:11:40.000 --> 00:11:42.000]  喊叫說你是神的兒子。
[00:11:42.000 --> 00:11:44.000]  一看到耶穌就俯伏在地,
[00:11:44.000 --> 00:11:46.000]  喊叫說是神的兒子。
[00:11:46.000 --> 00:11:50.000]  魔鬼為什麼這麼積極地幫耶穌宣傳呢?
[00:11:50.000 --> 00:11:52.000]  你有沒有想過?
[00:11:52.000 --> 00:11:55.000]  魔鬼為什麼這麼積極地幫耶穌宣傳呢?
[00:11:55.000 --> 00:11:57.000]  基本上,
[00:11:57.000 --> 00:12:03.000]  魔鬼他們是想要讓耶穌還沒有完成他的使命,
[00:12:03.000 --> 00:12:07.000]  讓世人去誤會神的兒子這個觀念。
[00:12:07.000 --> 00:12:09.000]  比如說,
[00:12:09.000 --> 00:12:13.000]  一個人不是很清楚耶穌神的兒子,
[00:12:13.000 --> 00:12:15.000]  救世主是誰的?
[00:12:15.000 --> 00:12:17.000]  耶穌是誰的?
[00:12:17.000 --> 00:12:18.000]  你問他,
[00:12:18.000 --> 00:12:20.000]  他也跟你胡說一通。
[00:12:20.000 --> 00:12:22.000]  你說耶穌是誰啊?
[00:12:22.000 --> 00:12:23.000]  他說,
[00:12:23.000 --> 00:12:25.000]  哦,耶穌嘛,
[00:12:25.000 --> 00:12:29.000]  耶穌就像我隔壁的那間廟裡面拜的神一樣,
[00:12:29.000 --> 00:12:31.000]  有求必應的。
[00:12:31.000 --> 00:12:34.000]  所以你一定要去拜耶穌啊,
[00:12:34.000 --> 00:12:36.000]  拜耶穌好啊,
[00:12:36.000 --> 00:12:38.000]  有求必應啊。
[00:12:38.000 --> 00:12:41.000]  那事實是不是這樣子呢?
[00:12:41.000 --> 00:12:42.000]  不是啊。
[00:12:42.000 --> 00:12:47.000]  耶穌當時來到這個世界上不是有求必應的那個,
[00:12:47.000 --> 00:12:49.000]  他是要來拯救人的那一位。
[00:12:49.000 --> 00:12:51.000]  所以基本上,
[00:12:51.000 --> 00:12:55.000]  魔鬼在耶穌還沒有完成他的使命之前,
[00:12:55.000 --> 00:13:00.000]  想要這麼快地讓人家知道耶穌是神的兒子,
[00:13:00.000 --> 00:13:04.000]  就是要讓人家誤解整個神的兒子,
[00:13:04.000 --> 00:13:08.000]  原來是要來拯救我們的。
[00:13:08.000 --> 00:13:11.000]  而且你看到在第八章的時候,
[00:13:11.000 --> 00:13:13.000]  剛才連門徒,
[00:13:13.000 --> 00:13:16.000]  耶穌都叫他們不要去告訴別人,
[00:13:16.000 --> 00:13:20.000]  因為你看到第八章之後的門徒,
[00:13:20.000 --> 00:13:23.000]  還是會出賣他。
[00:13:23.000 --> 00:13:28.000]  如果在第八章的門徒已經很清楚知道耶穌是誰的話,
[00:13:28.000 --> 00:13:31.000]  怎麼會在後面還在出賣他呢?
[00:13:31.000 --> 00:13:35.000]  所以時機還沒有到。
[00:13:35.000 --> 00:13:37.000]  所以基本上,
[00:13:37.000 --> 00:13:39.000]  你掌握這點你就很清楚知道,
[00:13:39.000 --> 00:13:43.000]  在聖經裡面,耶穌為什麼要自我隱藏了。
[00:13:43.000 --> 00:13:49.000]  那麼,今天我們一起來聽到,
[00:13:49.000 --> 00:13:52.000]  我盼望上帝用他自己的方法,
[00:13:52.000 --> 00:13:57.000]  來使我們明白耶穌的自我隱藏跟我有什麼關係。
[00:13:57.000 --> 00:13:59.000]  到底跟我們有什麼關係,
[00:13:59.000 --> 00:14:03.000]  以至我們能夠從中得到上帝的祝福跟鼓勵。
[00:14:03.000 --> 00:14:05.000]  我們一起再禱告。
[00:14:05.000 --> 00:14:07.000]  神啊,我們感謝你。
[00:14:07.000 --> 00:14:10.000]  我們看到你的話語打開,
[00:14:10.000 --> 00:14:14.000]  主啊,我們看到主耶穌自己所做的事情。
[00:14:14.000 --> 00:14:17.000]  主啊,我們要問,我們要一起來問,
[00:14:17.000 --> 00:14:22.000]  主啊,你這樣的一個記載在聖經裡面這件事情,
[00:14:22.000 --> 00:14:26.000]  到底對我們有什麼幫助?
[00:14:26.000 --> 00:14:28.000]  主啊,求你打開我們的心田,
[00:14:28.000 --> 00:14:30.000]  讓我們有屬靈的眼光,
[00:14:30.000 --> 00:14:33.000]  來看我們人的理性,
[00:14:33.000 --> 00:14:36.000]  有時候沒有辦法去理解的奧秘。
[00:14:36.000 --> 00:14:39.000]  主啊,我們求你的聖靈在這個時候就來,
[00:14:39.000 --> 00:14:42.000]  來充滿我們,進入我們的內心,
[00:14:42.000 --> 00:14:46.000]  以至我們真的是謙卑地去理解你的道。
[00:14:46.000 --> 00:14:48.000]  我們感謝你,我們求你幫助。
[00:14:48.000 --> 00:14:51.000]  禱告奉主耶穌基督的聖名祈求。
[00:14:51.000 --> 00:14:52.000]  Amen。
[00:14:52.000 --> 00:14:55.000]  今天我要跟弟兄姐妹分享,
[00:14:55.000 --> 00:15:02.000]  耶穌的自我隱藏帶來的四個很重要的反思跟學習。
[00:15:02.000 --> 00:15:07.000]  第一個就是,我們從耶穌的身上看到,
[00:15:07.000 --> 00:15:11.000]  祂非常非常清楚自己的使命。
[00:15:11.000 --> 00:15:13.000]  我們看到路加福音記載,
[00:15:13.000 --> 00:15:15.000]  耶穌曾經說過,
[00:15:15.000 --> 00:15:21.000]  祂說過,人子必須被交在罪人手裡,
[00:15:21.000 --> 00:15:25.000]  釘在十字架,第三天復活。
[00:15:25.000 --> 00:15:27.000]  有很多時候我們還沒有信主之前,
[00:15:27.000 --> 00:15:30.000]  我們不知道耶穌原來自己說過這些話。
[00:15:30.000 --> 00:15:33.000]  祂自己曾經還沒上十字架之前,
[00:15:33.000 --> 00:15:36.000]  就已經幾次地告訴門徒了,
[00:15:36.000 --> 00:15:38.000]  這件事會發生,我會被釘死。
[00:15:38.000 --> 00:15:40.000]  門徒一直聽一直不信,
[00:15:40.000 --> 00:15:42.000]  一直聽一直信了又忘記,
[00:15:42.000 --> 00:15:44.000]  其實他們沒有完完全全地信,
[00:15:44.000 --> 00:15:46.000]  他會復活等等。
[00:15:46.000 --> 00:15:47.000]  但是耶穌說過了,
[00:15:47.000 --> 00:15:50.000]  所以我們知道耶穌上十字架,
[00:15:50.000 --> 00:15:52.000]  祂不是無奈地被抓了,
[00:15:52.000 --> 00:15:54.000]  祂是故意被抓,
[00:15:54.000 --> 00:15:57.000]  因為祂來就是為了死。
[00:15:57.000 --> 00:15:59.000]  所以祂很清楚自己的使命。
[00:15:59.000 --> 00:16:01.000]  那麼,祂還說過什麼呢?
[00:16:01.000 --> 00:16:05.000]  祂還說過,人子來是要為要尋找,
[00:16:05.000 --> 00:16:08.000]  去尋找拯救世上的人。
[00:16:08.000 --> 00:16:10.000]  這句話非常有意思啊,尋找,
[00:16:10.000 --> 00:16:11.000]  特別是尋找。
[00:16:11.000 --> 00:16:15.000]  如果你覺得不知道為什麼在你的人生中,
[00:16:15.000 --> 00:16:19.000]  總是會有基督徒找到我的,
[00:16:19.000 --> 00:16:23.000]  你就知道其實上帝就一直在尋找你嘛。
[00:16:23.000 --> 00:16:28.000]  祂要來救你啊,而且祂要來幫你啊。
[00:16:28.000 --> 00:16:32.000]  不管你現在遇到的問題是多難多大,
[00:16:32.000 --> 00:16:34.000]  上帝說祂要來幫你,
[00:16:34.000 --> 00:16:36.000]  但是上帝已經給了你自由意志,
[00:16:36.000 --> 00:16:39.000]  祂不會來取代你自己的決定。
[00:16:39.000 --> 00:16:44.000]  祂就是不斷地派基督徒在你生命中出現,
[00:16:44.000 --> 00:16:47.000]  也甚至讓你的家人突然間變成基督徒,
[00:16:47.000 --> 00:16:49.000]  在你生命中出現,
[00:16:49.000 --> 00:16:51.000]  有一天你回家發現,
[00:16:51.000 --> 00:16:57.000]  你老婆已經信主了,啊,發生什麼事?
[00:16:57.000 --> 00:17:03.000]  基本上呢,如果你發現周圍都是基督徒不斷地來找到你,
[00:17:03.000 --> 00:17:07.000]  還邀請你來教會,上什麼課程啊等等,
[00:17:07.000 --> 00:17:11.000]  上帝在尋找你,那麼祂要拯救世上的人。
[00:17:11.000 --> 00:17:13.000]  你說我哪裡像世上的人,
[00:17:13.000 --> 00:17:15.000]  我生活過得挺好的啊,
[00:17:15.000 --> 00:17:20.000]  但是基本上你還沒有看到事實的全面啊,
[00:17:20.000 --> 00:17:22.000]  上帝看到你的內心,
[00:17:22.000 --> 00:17:25.000]  其實還不知道你以後要去哪裡的,
[00:17:25.000 --> 00:17:27.000]  祂知道你的徬徨,
[00:17:27.000 --> 00:17:32.000]  祂知道你不知道這個生命來自世上乾嘛的,
[00:17:32.000 --> 00:17:34.000]  祂知道你很迷茫,
[00:17:34.000 --> 00:17:37.000]  祂就是要來告訴你答案。
[00:17:37.000 --> 00:17:41.000]  有些人可能沒有管那麼遠的事情啊,
[00:17:41.000 --> 00:17:43.000]  他只要管我這一生要做什麼,
[00:17:43.000 --> 00:17:45.000]  我要做什麼職業,
[00:17:45.000 --> 00:17:48.000]  我到底要怎麼樣發展,
[00:17:48.000 --> 00:17:51.000]  上帝就是要來告訴你的。
[00:17:51.000 --> 00:17:53.000]  因為祂造你的嘛,
[00:17:53.000 --> 00:17:57.000]  你以為為什麼你天生會這麼厲害彈鋼琴呢?
[00:17:57.000 --> 00:17:59.000]  你為什麼這麼別人不會,
[00:17:59.000 --> 00:18:01.000]  可是你一學就會呢?
[00:18:01.000 --> 00:18:04.000]  你有沒有想過為什麼你的語言能力那麼強呢?
[00:18:04.000 --> 00:18:06.000]  你有沒有想過你這麼會思考呢?
[00:18:06.000 --> 00:18:09.000]  有些人一看到化學就已經倒了,
[00:18:09.000 --> 00:18:11.000]  可是你變成一個化學專家,
[00:18:11.000 --> 00:18:14.000]  每天就背那些不同的符號。
[00:18:14.000 --> 00:18:17.000]  為什麼你的金融敏銳度那麼強呢?
[00:18:17.000 --> 00:18:21.000]  每次投資你就非常非常的準確。
[00:18:21.000 --> 00:18:25.000]  上帝造我們都不一樣,
[00:18:25.000 --> 00:18:28.000]  祂給你在這個世界上有些使命的,
[00:18:28.000 --> 00:18:30.000]  有些人還在迷茫,
[00:18:30.000 --> 00:18:34.000]  上帝尋找你就是要讓你知道答案,
[00:18:34.000 --> 00:18:36.000]  更重要的是祂要先救你,
[00:18:36.000 --> 00:18:38.000]  給你有永生。
[00:18:38.000 --> 00:18:43.000]  所以耶穌基督是很清楚祂自己的使命,
[00:18:43.000 --> 00:18:47.000]  祂來走走走走向十字架。
[00:18:47.000 --> 00:18:49.000]  如果你有機會研究馬可福音,
[00:18:49.000 --> 00:18:53.000]  你發現馬可福音分成三分之二三分之一,
[00:18:53.000 --> 00:18:56.000]  你會發現很大的篇幅,
[00:18:56.000 --> 00:19:02.000]  就是集中在最後的一個星期三分之一的篇幅。
[00:19:02.000 --> 00:19:04.000]  一大部分三十年的時間,
[00:19:04.000 --> 00:19:06.000]  祂只用了一點點經文寫,
[00:19:06.000 --> 00:19:09.000]  後面竟然大篇幅地講那一個星期,
[00:19:09.000 --> 00:19:12.000]  因為耶穌就是要朝向那個十字架。
[00:19:12.000 --> 00:19:14.000]  所以祂很清楚祂的使命,
[00:19:14.000 --> 00:19:17.000]  祂知道祂的時間還沒到。
[00:19:17.000 --> 00:19:20.000]  弟兄姐妹,你清楚你的使命嗎?
[00:19:20.000 --> 00:19:23.000]  這個是不要以為你信了耶穌很久,
[00:19:23.000 --> 00:19:25.000]  你就真的明白的。
[00:19:25.000 --> 00:19:30.000]  這個是要我們不斷地放下自己來到神面前,
[00:19:30.000 --> 00:19:32.000]  因為這個會改變的。
[00:19:32.000 --> 00:19:34.000]  在你的人生的不同階段,
[00:19:34.000 --> 00:19:37.000]  有不同的角色,也會改變的。
[00:19:37.000 --> 00:19:41.000]  你要問,下一段路要怎麼走?
[00:19:41.000 --> 00:19:44.000]  我明白了嗎?我的人生使命是什麼?
[00:19:44.000 --> 00:19:46.000]  比如我自己慢慢我就找到,
[00:19:46.000 --> 00:19:48.000]  我的使命就是要用著神的道,
[00:19:48.000 --> 00:19:52.000]  神的愛,去把人完完全全帶到神面前,
[00:19:52.000 --> 00:19:54.000]  在基督的保安人當中,神面前。
[00:19:54.000 --> 00:19:56.000]  所以我做的事情,我就要知道,
[00:19:56.000 --> 00:19:58.000]  是不是我在完成我的使命。
[00:19:58.000 --> 00:20:04.000]  用神的道,神的愛,來把人帶到神面前。
[00:20:04.000 --> 00:20:07.000]  弟兄姐妹,你的使命是什麼?
[00:20:07.000 --> 00:20:09.000]  你一定要去找,不要放棄。
[00:20:09.000 --> 00:20:12.000]  不要學這個世界上的人說的話,
[00:20:12.000 --> 00:20:15.000]  沒用啦,找不到啦。
[00:20:15.000 --> 00:20:17.000]  找到也做不到啦。
[00:20:17.000 --> 00:20:19.000]  不要學這個世界上的人說的話。
[00:20:19.000 --> 00:20:24.000]  上帝給你使命,一定有恩典幫助得到你。
[00:20:24.000 --> 00:20:30.000]  你的生命會信耶穌,跟隨耶穌,非常精彩。
[00:20:30.000 --> 00:20:32.000]  第二,的反思是什麼呢?
[00:20:32.000 --> 00:20:34.000]  要相信上帝的安排。
[00:20:34.000 --> 00:20:38.000]  耶穌曾經在馬可福音14章說過這樣的話,
[00:20:38.000 --> 00:20:41.000]  祂說,阿巴夫,祂做一個禱告,
[00:20:41.000 --> 00:20:46.000]  在你凡事都能,求你將這杯撤去,
[00:20:46.000 --> 00:20:50.000]  然而不要從我的意識,只要從你的意識。
