
[00:00:00.000 --> 00:00:03.400]  讓我們今天看回我們的題目
[00:04:02.600 --> 00:04:04.120]  是你說的
[00:04:04.120 --> 00:04:06.840]  這段經文一開始說
[00:04:06.840 --> 00:04:08.200]  一到早晨
[00:04:08.200 --> 00:04:10.600]  其實這是在說羅馬人
[00:04:10.600 --> 00:04:13.640]  他們對夜間的四分法
[00:04:13.640 --> 00:04:15.240]  到第四間的時候
[00:04:15.240 --> 00:04:18.280]  是在說凌晨三點到六點
[00:04:18.280 --> 00:04:20.040]  就是剛剛天安門
[00:04:20.040 --> 00:04:25.640]  要來到一個清晨的早上
[00:04:25.640 --> 00:04:27.000]  重新開始
[00:04:27.000 --> 00:04:30.440]  在當時這個時間
[00:04:30.440 --> 00:04:32.920]  為什麼要用這個時間呢
[00:04:32.920 --> 00:04:34.760]  原來羅馬的法庭
[00:04:34.760 --> 00:04:36.760]  他們一開始聆訊
[00:04:36.760 --> 00:04:39.960]  他們的法官很早
[00:04:39.960 --> 00:04:43.000]  六點多就開始接案
[00:04:43.000 --> 00:04:44.840]  一直看到十點
[00:04:44.840 --> 00:04:46.120]  或者天佑早上十一點
[00:04:46.120 --> 00:04:47.320]  已經看完了
[00:04:47.320 --> 00:04:49.320]  他們那天的工作已經完了
[00:04:49.320 --> 00:04:51.800]  下午可以吃午飯
[00:04:51.800 --> 00:04:53.240]  晚晚下午茶
[00:04:53.240 --> 00:04:55.320]  其實對於他們來說
[00:04:55.320 --> 00:04:58.680]  當時是他們的生活模式
[00:04:58.680 --> 00:05:01.720]  所以這班宗教領袖
[00:05:01.720 --> 00:05:04.280]  其實他們是合在一起
[00:05:04.280 --> 00:05:06.360]  他們找了很多假見證人
[00:05:06.360 --> 00:05:09.480]  他們要定耶穌要死罪的時候
[00:05:09.480 --> 00:05:11.960]  他們知道用宗教罪名
[00:05:11.960 --> 00:05:14.360]  去入罪於耶穌是不行的
[00:05:14.360 --> 00:05:17.160]  就算耶穌說他是神的兒子
[00:05:17.160 --> 00:05:19.400]  這些是你們猶太人的事
[00:05:19.400 --> 00:05:21.960]  但是如果耶穌承認
[00:05:21.960 --> 00:05:24.120]  他是猶太人的王
[00:05:24.120 --> 00:05:25.640]  那就不同了
[00:05:25.640 --> 00:05:28.280]  我們可以主耶穌一鑊
[00:05:28.280 --> 00:05:31.000]  把他交到比拉多
[00:05:31.000 --> 00:05:33.560]  在羅馬帝國怎麼能容許
[00:05:33.560 --> 00:05:36.360]  一個這麼強大的帝國裡面
[00:05:36.360 --> 00:05:37.640]  有兩個王
[00:05:37.640 --> 00:05:40.200]  你們猶太人難道想造反嗎
[00:05:40.200 --> 00:05:42.120]  所以大家要明白
[00:05:42.120 --> 00:05:49.000]  他們現在是在進行一個很細密的
[00:05:49.000 --> 00:05:51.080]  一個所謂的密謀
[00:05:51.080 --> 00:05:53.240]  是要把耶穌煮死
[00:05:53.240 --> 00:05:56.440]  你看他們押耶穌去的時候是怎樣
[00:05:56.440 --> 00:05:58.600]  綁住耶穌解開
[00:05:58.600 --> 00:06:00.120]  然後交給比拉多
[00:06:00.120 --> 00:06:02.440]  耶穌是重犯嗎
[00:06:02.440 --> 00:06:05.800]  耶穌在克西瑪利園被他們抓的時候
[00:06:05.800 --> 00:06:09.800]  他說天天在聖殿裡面
[00:06:09.800 --> 00:06:11.400]  你要講論的時候
[00:06:11.400 --> 00:06:13.240]  為什麼你們不來抓我呢
[00:06:13.240 --> 00:06:18.600]  現在在這個禹節的前夕的晚上
[00:06:18.600 --> 00:06:21.320]  你為什麼會在這個時候
[00:06:21.320 --> 00:06:23.480]  因為他們就想暗地裡
[00:06:23.480 --> 00:06:25.000]  不想人多
[00:06:25.000 --> 00:06:28.840]  他怕那些群眾會有人出來擋駕
[00:06:28.840 --> 00:06:32.680]  會為耶穌來保護耶穌
[00:06:32.680 --> 00:06:34.120]  大家都知道
[00:06:34.120 --> 00:06:35.080]  我不重複了
[00:06:35.080 --> 00:06:38.280]  當晚彼得很衝動
[00:06:38.280 --> 00:06:46.040]  用刀馬上削了大祭司的耳朵
[00:06:46.040 --> 00:06:47.720]  耶穌說你收回刀
[00:06:47.720 --> 00:06:49.400]  然後做了一個神蹟
[00:06:49.400 --> 00:06:51.480]  我們看到這件事
[00:06:51.480 --> 00:06:54.280]  你是猶太人的皇媽
[00:06:54.280 --> 00:06:56.840]  是比拉多問耶穌第一個問題
[00:06:56.840 --> 00:06:59.720]  而這個問題在我們這段經文
[00:06:59.720 --> 00:07:01.720]  是出現了一共三次
[00:07:01.720 --> 00:07:03.880]  其實這三次都是表明
[00:07:03.880 --> 00:07:06.440]  他們想入罪於耶穌
[00:07:06.440 --> 00:07:09.000]  一個政治的罪名
[00:07:09.000 --> 00:07:12.360]  我們看看比拉多的背景
[00:07:12.360 --> 00:07:13.880]  你們都會明白
[00:07:13.880 --> 00:07:16.520]  這一班的宗教領袖
[00:07:16.520 --> 00:07:19.160]  他們猶太人的傳議會
[00:07:19.160 --> 00:07:20.280]  這個公會
[00:07:20.280 --> 00:07:22.280]  是以大祭司為首的
[00:07:22.280 --> 00:07:24.360]  然後有70個長老組成
[00:07:24.360 --> 00:07:28.440]  他們有權審理民間和宗教的事務
[00:07:28.440 --> 00:07:30.760]  甚至一些司法的訴訟
[00:07:30.760 --> 00:07:33.400]  不過在他們的判刑裡面
[00:07:33.400 --> 00:07:34.920]  是不可以判死刑的
[00:07:34.920 --> 00:07:36.840]  如果是死刑的話
[00:07:36.840 --> 00:07:39.560]  一定要交回羅馬的法庭
[00:07:39.560 --> 00:07:41.080]  所以大家要明白
[00:07:41.080 --> 00:07:42.840]  現在一個猶太人
[00:07:42.840 --> 00:07:43.800]  就是耶穌
[00:07:43.800 --> 00:07:49.800]  是被帶進去一個外邦人的審判法庭裡面
[00:07:49.800 --> 00:07:52.840]  根據約瑟夫的記載
[00:07:52.840 --> 00:07:58.360]  其實比拉多和猶太人的宗教領袖
[00:07:58.360 --> 00:08:00.280]  關係不是那麼好
[00:08:01.000 --> 00:08:03.320]  比拉多是主後26年
[00:08:03.320 --> 00:08:05.080]  到36年的時候
[00:08:05.080 --> 00:08:07.800]  正正在耶穌釘十字架的那一年間
[00:08:07.800 --> 00:08:10.280]  他仍然是做巡撫
[00:08:10.280 --> 00:08:13.400]  他作為巡撫的權力很大
[00:08:13.400 --> 00:08:16.120]  他管轄不單止猶太地
[00:08:16.120 --> 00:08:19.960]  撒瑪利亞和北面的加利利
[00:08:19.960 --> 00:08:22.760]  所有的境域都是由他管的
[00:08:22.760 --> 00:08:25.080]  每一個人的案件
[00:08:25.080 --> 00:08:27.320]  如果帶到比拉多的面前
[00:08:27.320 --> 00:08:28.600]  一審之下
[00:08:28.600 --> 00:08:32.440]  如果他決定這個人觸犯了死罪
[00:08:32.440 --> 00:08:34.840]  他的生與死
[00:08:34.840 --> 00:08:38.520]  就是被比拉多一個人處決
[00:08:38.520 --> 00:08:39.480]  判斷
[00:08:39.480 --> 00:08:41.880]  所以他的權力很大
[00:08:41.880 --> 00:08:47.560]  當時比拉多被羅馬皇帝提比劉
[00:08:47.560 --> 00:08:53.160]  猜遣成為猶太地第五任巡撫
[00:08:53.160 --> 00:08:56.120]  當時他去到新官上任
[00:08:56.120 --> 00:09:01.080]  他以為可以帶著該撒的圖像
[00:09:01.080 --> 00:09:04.040]  一個羅馬軍旗插在耶路撒冷那裡
[00:09:04.040 --> 00:09:06.520]  但他想不到
[00:09:06.520 --> 00:09:09.800]  很多猶太人走到該撒利亞
[00:09:09.800 --> 00:09:13.320]  就是比拉多的官邸裏面
[00:09:13.320 --> 00:09:15.480]  在他的住處外圍
[00:09:15.480 --> 00:09:19.560]  長達五天不吃東西
[00:09:19.560 --> 00:09:24.920]  一直祈禱求他將軍旗拿走
[00:09:24.920 --> 00:09:28.680]  但比拉多叫士兵包圍這些人
[00:09:28.680 --> 00:09:30.200]  威脅他們再不走
[00:09:30.200 --> 00:09:32.360]  就將他們處決
[00:09:32.360 --> 00:09:35.160]  但竟然沒有一個人走
[00:09:35.160 --> 00:09:37.080]  他們寧死不屈
[00:09:37.080 --> 00:09:40.040]  這反而令比拉多大驚
[00:09:40.040 --> 00:09:42.360]  他慢慢變得溫和
[00:09:42.360 --> 00:09:44.120]  移除了軍旗
[00:09:44.120 --> 00:09:45.720]  但另一件事
[00:09:45.720 --> 00:09:51.800]  約瑟夫亦在猶太史記載過一件事
[00:09:51.800 --> 00:09:58.840]  比拉多獻字拿了聖殿庫房的錢
[00:09:58.840 --> 00:10:01.720]  為耶路撒冷建造一條渡水管
[00:10:01.720 --> 00:10:04.440]  這件事引來很多猶太人不滿
[00:10:04.440 --> 00:10:07.000]  這些錢奉獻給聖殿
[00:10:07.000 --> 00:10:08.600]  奉獻給上帝
[00:10:08.600 --> 00:10:13.800]  你怎可以獻字拿來興建設施呢
[00:10:13.800 --> 00:10:17.400]  結果他們又來抗議
[00:10:17.400 --> 00:10:21.160]  但這次比拉多下令士兵
[00:10:21.160 --> 00:10:24.600]  用木棍結了引子
[00:10:24.600 --> 00:10:26.280]  有很多人死亡
[00:10:26.280 --> 00:10:30.760]  這件事令猶太人平靜下來
[00:10:30.760 --> 00:10:33.080]  不過只是稍為平靜
[00:10:33.080 --> 00:10:35.640]  但路加方案13章記載
[00:10:35.640 --> 00:10:37.960]  比拉多屠殺加利利人
[00:10:37.960 --> 00:10:43.400]  叫他們的血和祭物參集在他們的惡行裏
[00:10:43.400 --> 00:10:47.800]  所以比拉多和宗教領袖原本關係不好
[00:10:47.800 --> 00:10:51.400]  所以他接這個案件的時候
[00:10:51.400 --> 00:10:55.480]  其實比拉多就是在審耶穌的過程
[00:10:55.480 --> 00:10:57.800]  我們看看他怎樣審
[00:10:57.800 --> 00:10:59.960]  還有他找到什麼證據
[00:10:59.960 --> 00:11:01.880]  是要置耶穌於死地呢
[00:11:01.880 --> 00:11:05.080]  還是他有另外一些想法呢
[00:11:05.080 --> 00:11:07.000]  我們看下去的時候
[00:11:07.000 --> 00:11:10.680]  祭司長告耶穌很多的事情
[00:11:10.680 --> 00:11:12.200]  比拉多又問他
[00:11:12.200 --> 00:11:14.840]  你看他們告你那麼多事情
[00:11:14.840 --> 00:11:17.000]  你為什麼什麼都不出聲呢
[00:11:17.000 --> 00:11:19.000]  耶穌仍不回答
[00:11:19.000 --> 00:11:21.800]  以至比拉多覺得驚訝
[00:11:21.800 --> 00:11:25.800]  耶穌的沉默對這個法官比拉多
[00:11:25.800 --> 00:11:28.520]  是很大惑不解的
[00:11:28.520 --> 00:11:30.600]  因為在羅馬的法庭
[00:11:30.600 --> 00:11:33.160]  愛邦人他們的司法制度
[00:11:33.160 --> 00:11:37.000]  每一個被控訴的人
[00:11:37.000 --> 00:11:39.560]  都是有權你可以申辯
[00:11:39.560 --> 00:11:42.200]  你可以請人為你申辯
[00:11:42.200 --> 00:11:45.160]  但如果你三次都不作答
[00:11:45.160 --> 00:11:47.720]  就表示你默認那些指控
[00:11:47.720 --> 00:11:50.280]  然後就可以定你罪
[00:11:50.280 --> 00:11:52.600]  為什麼耶穌那麼蠢呢
[00:11:52.600 --> 00:11:54.600]  為什麼他不反駁呢
[00:11:54.600 --> 00:11:58.200]  這件事我們要研究一下
[00:11:58.200 --> 00:12:01.000]  因為耶穌其實是深知道
[00:12:01.000 --> 00:12:02.760]  他的生與死
[00:12:02.760 --> 00:12:06.600]  在人看來就好像交給比拉多
[00:12:06.600 --> 00:12:09.640]  操著生死的權柄
[00:12:09.640 --> 00:12:14.600]  實質 事實的真相不是這樣的
[00:12:14.600 --> 00:12:16.840]  在耶穌從頭到尾
[00:12:16.840 --> 00:12:18.840]  耶穌知道他的生命
[00:12:18.840 --> 00:12:21.640]  主權在父神的權柄底下
[00:12:21.640 --> 00:12:23.880]  所以聖經約翰福音有說
[00:12:23.880 --> 00:12:28.280]  耶穌說我把我的命交出來
[00:12:28.280 --> 00:12:31.880]  但我也有權柄把我的命奪回
[00:12:31.880 --> 00:12:33.400]  是在說他復活
[00:12:33.400 --> 00:12:37.480]  對於人在外面的環境看來
[00:12:37.480 --> 00:12:40.520]  就好像耶穌被交給那些人
[00:12:40.520 --> 00:12:45.960]  被出賣 被帶到釘十字架
[00:12:45.960 --> 00:12:50.120]  實情是耶穌甘願為我們每一個人寫明
[00:12:50.120 --> 00:12:52.120]  救贖我們
[00:12:52.120 --> 00:12:54.120]  當我們明白這件事的時候
[00:12:54.120 --> 00:12:57.320]  請問今天你自己的命
[00:12:57.320 --> 00:13:01.000]  是在人的手中還是在神的手中
[00:13:01.000 --> 00:13:02.520]  我講這件事
[00:13:02.520 --> 00:13:04.920]  我想大家思想一件事
[00:13:04.920 --> 00:13:06.920]  如果今天我們去看醫生
[00:13:06.920 --> 00:13:09.400]  或者明天我們去看一個體檢
[00:13:09.400 --> 00:13:13.240]  我們最關心的是指數是否好
[00:13:13.240 --> 00:13:15.720]  如果指數不好的時候
[00:13:15.720 --> 00:13:18.120]  好像有點不妥
[00:13:18.120 --> 00:13:21.080]  你最好找個專科醫生看看
[00:13:21.080 --> 00:13:23.080]  找專科醫生
[00:13:23.080 --> 00:13:25.080]  其實看專科醫生
[00:13:25.080 --> 00:13:26.680]  我不是叫大家不看醫生
[00:13:26.680 --> 00:13:31.000]  不過原來不同的醫生有不同的詮釋
[00:13:31.000 --> 00:13:35.720]  有些醫生都是會說根據統計數字
[00:13:35.720 --> 00:13:38.760]  你現在這個數字真的不是很好
[00:13:38.760 --> 00:13:40.760]  不用怕 沒事的
[00:13:40.760 --> 00:13:42.760]  我們繼續做檢查
[00:13:42.760 --> 00:13:46.440]  他很正面的跟你說
[00:13:46.440 --> 00:13:48.920]  但你看到另外一些專科醫生
[00:13:48.920 --> 00:13:51.480]  一去到 根據統計數字
[00:13:51.480 --> 00:13:53.480]  你死定了
[00:13:53.480 --> 00:13:59.080]  根本做手術的生還率只有幾多
[00:13:59.080 --> 00:14:01.080]  風險很高
[00:14:01.080 --> 00:14:03.080]  你想過了
[00:14:03.080 --> 00:14:08.680]  講完病人根本醫都不敢醫
[00:14:08.680 --> 00:14:10.680]  回家等死
[00:14:10.680 --> 00:14:15.080]  我最近聽過一個太太這樣跟我說
[00:14:15.080 --> 00:14:17.080]  她說她心很傷
[00:14:17.080 --> 00:14:19.080]  她很傷心
[00:14:19.080 --> 00:14:21.080]  她有一個親戚就是這樣
[00:14:21.080 --> 00:14:23.080]  去見了專科醫生的時候
[00:14:23.080 --> 00:14:26.280]  她一個星期不跟人說話
[00:14:26.280 --> 00:14:28.600]  她直接在家裡
[00:14:28.600 --> 00:14:30.600]  她直接depress
[00:14:30.600 --> 00:14:33.880]  其實我們遲或早過都死
[00:14:33.880 --> 00:14:35.880]  為什麼我們要這樣
[00:14:35.880 --> 00:14:37.880]  所以有時醫生
[00:14:37.880 --> 00:14:39.880]  我很尊重醫生
[00:14:39.880 --> 00:14:41.880]  在座都有很多醫生
[00:14:41.880 --> 00:14:43.880]  不過有些醫生很會跟病人說
[00:14:43.880 --> 00:14:45.880]  是
[00:14:45.880 --> 00:14:47.880]  雖然有些難度
[00:14:47.880 --> 00:14:49.880]  不過不用怕
[00:14:49.880 --> 00:14:51.880]  如果是基督徒醫生更加好
[00:14:51.880 --> 00:14:53.880]  他跟你一起祈禱
[00:14:53.880 --> 00:14:55.880]  所以姐妹記住
[00:14:55.880 --> 00:14:57.880]  醫生很客觀跟我們講數據
[00:14:57.880 --> 00:14:59.880]  但你記住
[00:14:59.880 --> 00:15:01.880]  無論發生什麼事
[00:15:01.880 --> 00:15:03.880]  我們的命都在神的手裡
[00:15:03.880 --> 00:15:05.880]  交託給神
[00:15:05.880 --> 00:15:07.880]  所以我們看下去
[00:15:07.880 --> 00:15:09.880]  比拉多他怎樣呢
[00:15:09.880 --> 00:15:11.880]  他怎樣審耶穌呢
[00:15:11.880 --> 00:15:13.880]  比德三次不認主
[00:15:13.880 --> 00:15:15.880]  我們在這個過程看到
[00:15:15.880 --> 00:15:21.880]  比拉多三次有機會提問質疑
[00:15:21.880 --> 00:15:23.880]  他們的指控是否成立
[00:15:23.880 --> 00:15:25.880]  但他這三次的良心
[00:15:25.880 --> 00:15:27.880]  都是在提醒他
[00:15:27.880 --> 00:15:29.880]  不過都輕忽地
[00:15:29.880 --> 00:15:31.880]  他都在群眾的壓力下
[00:15:31.880 --> 00:15:33.880]  他就錯過了這個機會
[00:15:33.880 --> 00:15:35.880]  明知他眼前是義人
[00:15:35.880 --> 00:15:37.880]  他審不到任何罪證
[00:15:37.880 --> 00:15:39.880]  但竟然比拉多將他交給眾人
[00:15:39.880 --> 00:15:41.880]  釘死了耶穌
[00:15:41.880 --> 00:15:43.880]  看看這個過程是怎樣發生
[00:15:43.880 --> 00:15:45.880]  我們一起讀第六節
[00:15:45.880 --> 00:15:47.880]  每逢這節期
[00:15:47.880 --> 00:15:49.880]  比拉多照眾人所求的
[00:15:49.880 --> 00:15:51.880]  釋放一個囚犯給他們
[00:15:51.880 --> 00:15:53.880]  有一個人名叫巴拉巴
[00:15:53.880 --> 00:15:55.880]  和作亂的人監禁在一起
[00:15:55.880 --> 00:15:57.880]  他們作亂的時候
[00:15:57.880 --> 00:15:59.880]  曾殺過人
[00:15:59.880 --> 00:16:01.880]  被人殺死
[00:16:01.880 --> 00:16:03.880]  他們作亂的時候
[00:16:03.880 --> 00:16:05.880]  曾殺過人
[00:16:05.880 --> 00:16:07.880]  眾人上去求比拉多
[00:16:07.880 --> 00:16:09.880]  照常例給他們辦理
[00:16:09.880 --> 00:16:11.880]  嘩
[00:16:11.880 --> 00:16:13.880]  這件事是怎樣發生的呢
[00:16:13.880 --> 00:16:15.880]  明明兩個人
[00:16:15.880 --> 00:16:17.880]  有條例
[00:16:17.880 --> 00:16:19.880]  在這個節期
[00:16:19.880 --> 00:16:21.880]  可以釋放一個囚犯
[00:16:21.880 --> 00:16:23.880]  兩個人這麼明顯
[00:16:23.880 --> 00:16:25.880]  你怎樣選擇呢
[00:16:25.880 --> 00:16:27.880]  一個是真正的殺人犯
[00:16:27.880 --> 00:16:29.880]  是重犯
[00:16:29.880 --> 00:16:31.880]  一個人都沒有殺過
[00:16:31.880 --> 00:16:33.880]  耶穌反而叫我們哀愁的
[00:16:33.880 --> 00:16:35.880]  我們要去赦免
[00:16:35.880 --> 00:16:37.880]  人的過犯
[00:16:37.880 --> 00:16:39.880]  為什麼這麼容易選擇
[00:16:39.880 --> 00:16:41.880]  都會選錯的呢
[00:16:41.880 --> 00:16:43.880]  但更妙的一件事
[00:16:43.880 --> 00:16:45.880]  在這段經文
[00:16:45.880 --> 00:16:47.880]  如果我們細心思考
[00:16:47.880 --> 00:16:49.880]  很特別的
[00:16:49.880 --> 00:16:51.880]  馬可將這個重犯的名字
[00:16:51.880 --> 00:16:53.880]  說出來
[00:16:53.880 --> 00:16:55.880]  他就是巴拉巴
[00:16:55.880 --> 00:16:57.880]  我們中文是看不到有什麼意思
[00:16:57.880 --> 00:16:59.880]  但在原文
[00:16:59.880 --> 00:17:03.880]  其實這裡是說兩個字的拼合
[00:17:03.880 --> 00:17:05.880]  這個叫巴
[00:17:05.880 --> 00:17:07.880]  這個巴
[00:17:07.880 --> 00:17:09.880]  其實在希伯來文
[00:17:09.880 --> 00:17:11.880]  就是兒子
[00:17:11.880 --> 00:17:13.880]  阿爸
[00:17:13.880 --> 00:17:15.880]  阿爸是什麼意思
[00:17:15.880 --> 00:17:17.880]  阿爸就是阿爸
[00:17:17.880 --> 00:17:19.880]  就是這麼簡單
[00:17:19.880 --> 00:17:21.880]  我們全世界的小朋友
[00:17:21.880 --> 00:17:23.880]  一出生都不用人教
[00:17:23.880 --> 00:17:25.880]  爸爸媽媽
[00:17:25.880 --> 00:17:27.880]  婆婆媽媽就比較難
[00:17:27.880 --> 00:17:29.880]  媽媽 爸爸
[00:17:29.880 --> 00:17:31.880]  全世界的小孩子都會說
[00:17:31.880 --> 00:17:33.880]  原來這個發音是最容易說
[00:17:33.880 --> 00:17:37.880]  這是說一個爸爸的兒子
[00:17:37.880 --> 00:17:39.880]  就是這個巴阿爸
[00:17:39.880 --> 00:17:41.880]  巴拉巴
[00:17:41.880 --> 00:17:43.880]  這個兒子
[00:17:43.880 --> 00:17:45.880]  和耶穌是天父的獨生兒子
[00:17:45.880 --> 00:17:47.880]  兩個兒子擺在你面前
[00:17:47.880 --> 00:17:49.880]  你們抱誰呢
[00:17:49.880 --> 00:17:53.880]  竟然抱了那個殺人重犯
[00:17:53.880 --> 00:17:55.880]  竟然要釘死耶穌
[00:17:55.880 --> 00:17:57.880]  為什麼這樣都會選錯
[00:17:57.880 --> 00:17:59.880]  我們看看這個過程
[00:17:59.880 --> 00:18:01.880]  原來在讓方十八章
[00:18:01.880 --> 00:18:05.880]  被拉到巡撫比拉多的面前
[00:18:05.880 --> 00:18:09.880]  耶穌都是被比拉多這樣問
[00:18:09.880 --> 00:18:11.880]  你是猶太人的王嗎
[00:18:11.880 --> 00:18:13.880]  耶穌怎麼回答呢
[00:18:13.880 --> 00:18:15.880]  耶穌是有一些對白在那裡
[00:18:15.880 --> 00:18:17.880]  耶穌是說了一些東西
[00:18:17.880 --> 00:18:19.880]  耶穌說究竟是你
[00:18:19.880 --> 00:18:21.880]  說我是猶太人的王
[00:18:21.880 --> 00:18:23.880]  你聽人說的
