
[00:00:00.000 --> 00:00:02.000]  各位Xponents 早安
[00:03:10.000 --> 00:03:12.000]  我在加巴魯河邊
[00:03:12.000 --> 00:03:14.000]  秘魯的人當中
[00:03:14.000 --> 00:03:15.000]  一起讀
[00:03:15.000 --> 00:03:17.000]  那時天開了
[00:03:17.000 --> 00:03:19.000]  我看見神的異象
[00:03:19.000 --> 00:03:22.000]  正是約瓦根王秘魯的
[00:03:22.000 --> 00:03:24.000]  第五年四月初五
[00:03:24.000 --> 00:03:26.000]  在加勒底人之地
[00:03:26.000 --> 00:03:28.000]  加巴魯河邊
[00:03:28.000 --> 00:03:29.000]  耶和華的話
[00:03:29.000 --> 00:03:31.000]  特地臨到布西的兒子
[00:03:31.000 --> 00:03:33.000]  以西傑先知
[00:03:33.000 --> 00:03:34.000]  耶和華的手
[00:03:34.000 --> 00:03:36.000]  按在他身上
[00:03:36.000 --> 00:03:38.000]  這段經文說的是
[00:03:38.000 --> 00:03:41.000]  以西傑被呼召的背景
[00:03:41.000 --> 00:03:43.000]  以西傑書有一個很特別的地方
[00:03:43.000 --> 00:03:46.000]  就是他所寫的日期
[00:03:46.000 --> 00:03:48.000]  是很準確的
[00:03:48.000 --> 00:03:50.000]  例如什麼
[00:03:50.000 --> 00:03:52.000]  第一個是藍色字
[00:03:52.000 --> 00:03:55.000]  三十年的四月初五
[00:03:55.000 --> 00:03:57.000]  和約瓦根王秘魯的
[00:03:57.000 --> 00:03:59.000]  第五年四月初五
[00:03:59.000 --> 00:04:01.000]  是很準確的
[00:04:01.000 --> 00:04:03.000]  三十年的四月初五
[00:04:03.000 --> 00:04:04.000]  是什麼呢
[00:04:04.000 --> 00:04:06.000]  正正就是當時
[00:04:06.000 --> 00:04:09.000]  以西傑被呼召的日子
[00:04:09.000 --> 00:04:11.000]  有學者告訴我們
[00:04:11.000 --> 00:04:14.000]  這個是他當時的歲數
[00:04:14.000 --> 00:04:18.000]  當時他正正三十歲生日
[00:04:18.000 --> 00:04:21.000]  他比我們當中大部份的人
[00:04:21.000 --> 00:04:23.000]  都年紀大得多
[00:04:23.000 --> 00:04:26.000]  不過對於以西傑來說
[00:04:26.000 --> 00:04:29.000]  這個日子是很值得紀念的日子
[00:04:29.000 --> 00:04:32.000]  因為他出生在一個祭司
[00:04:32.000 --> 00:04:34.000]  一個Priest的家庭
[00:04:34.000 --> 00:04:36.000]  他本應在這一年
[00:04:36.000 --> 00:04:38.000]  在耶路撒冷當中
[00:04:38.000 --> 00:04:41.000]  被安納成為祭司
[00:04:41.000 --> 00:04:43.000]  在舊約裏面有說
[00:04:43.000 --> 00:04:45.000]  三十到五十歲
[00:04:45.000 --> 00:04:48.000]  他們要離行祭司的職責
[00:04:48.000 --> 00:04:51.000]  所以三十歲是一個很特別的日子
[00:04:51.000 --> 00:04:53.000]  不過在這一年
[00:04:53.000 --> 00:04:57.000]  當時以色列被打敗了
[00:04:57.000 --> 00:05:00.000]  被巴比倫攻陷了
[00:05:00.000 --> 00:05:04.000]  很多人成為俘虜
[00:05:04.000 --> 00:05:06.000]  被人擄去
[00:05:06.000 --> 00:05:09.000]  大家可以自己看聖經
[00:05:09.000 --> 00:05:12.000]  列王紀夏二十四章
[00:05:12.000 --> 00:05:15.000]  有一萬個以色列人
[00:05:15.000 --> 00:05:24.000]  包括百姓 首領 大人的勇士 木匠 鐵匠
[00:05:24.000 --> 00:05:27.000]  甚至皇帝約瓦根王
[00:05:27.000 --> 00:05:29.000]  以及以西傑他自己
[00:05:29.000 --> 00:05:31.000]  都被人擄去
[00:05:31.000 --> 00:05:33.000]  大家可以想像
[00:05:33.000 --> 00:05:36.000]  以西傑當時的心情是怎樣
[00:05:36.000 --> 00:05:39.000]  不單止他失去了家園
[00:05:39.000 --> 00:05:42.000]  甚至他失去了大好的前程
[00:05:42.000 --> 00:05:46.000]  剛才說他本應在這一年要做祭司
[00:05:46.000 --> 00:05:47.000]  他做不到
[00:05:47.000 --> 00:05:50.000]  他失去了聖殿
[00:05:50.000 --> 00:05:52.000]  失去了一個信仰的群體
[00:05:52.000 --> 00:05:56.000]  連一份工作 服侍都失去了
[00:05:56.000 --> 00:05:58.000]  一點都不容易
[00:05:58.000 --> 00:06:00.000]  但是我想問的是
[00:06:00.000 --> 00:06:02.000]  究竟秘魯或者亡國
[00:06:02.000 --> 00:06:06.000]  能不能阻擋上帝的工作和能力
[00:06:06.000 --> 00:06:08.000]  可不可以
[00:06:08.000 --> 00:06:10.000]  可不可以
[00:06:10.000 --> 00:06:11.000]  不可以
[00:06:11.000 --> 00:06:13.000]  我這樣問是否有人會搖頭
[00:06:13.000 --> 00:06:14.000]  當然不行
[00:06:14.000 --> 00:06:17.000]  所以一章二節這樣說
[00:06:17.000 --> 00:06:22.000]  在他們被擄後的第五年四月初五
[00:06:22.000 --> 00:06:23.000]  即是剛才那裏說的
[00:06:23.000 --> 00:06:25.000]  以西傑三十歲這一年
[00:06:25.000 --> 00:06:29.000]  在迦勒底人 即是巴比倫之地的加班魯河邊
[00:06:29.000 --> 00:06:31.000]  耶和華的說話
[00:06:31.000 --> 00:06:34.000]  特地臨到布西的兒子 以西傑
[00:06:34.000 --> 00:06:37.000]  耶和華的手按在他的身上
[00:06:37.000 --> 00:06:41.000]  儘管以西傑當時身處異地
[00:06:41.000 --> 00:06:45.000]  彷彿上帝已經遺忘了他們這班人
[00:06:45.000 --> 00:06:47.000]  但是上帝的說話
[00:06:47.000 --> 00:06:50.000]  依然能夠臨到他的身上
[00:06:50.000 --> 00:06:52.000]  臨到以西傑的身上
[00:06:52.000 --> 00:06:54.000]  各位explorer 記不記得
[00:06:54.000 --> 00:06:57.000]  在我們過去很多次的分享
[00:06:57.000 --> 00:07:00.000]  在我們差不多每一個的夢召故事裏面
[00:07:00.000 --> 00:07:05.000]  我們都會看見上帝能夠在一個很複雜
[00:07:05.000 --> 00:07:08.000]  甚至是看似很黑暗的時代
[00:07:08.000 --> 00:07:10.000]  呼召他的兒女起來
[00:07:10.000 --> 00:07:12.000]  呼召他的僕人
[00:07:12.000 --> 00:07:15.000]  包括摩西 包括約書亞
[00:07:15.000 --> 00:07:19.000]  包括我們上兩次看到的爾賽亞
[00:07:19.000 --> 00:07:22.000]  每一個都是這樣經歷回來的
[00:07:22.000 --> 00:07:24.000]  同樣在今天
[00:07:24.000 --> 00:07:27.000]  我們都見到以西傑都是這樣經歷
[00:07:27.000 --> 00:07:29.000]  就是說上帝的說話
[00:07:29.000 --> 00:07:32.000]  不會因為時間 不會因為空間
[00:07:32.000 --> 00:07:36.000]  亦都不會因為當時的環境而被禁止
[00:07:36.000 --> 00:07:37.000]  就在這個時候
[00:07:37.000 --> 00:07:41.000]  以西傑見到一個很特別的異象
[00:07:41.000 --> 00:07:44.000]  記載在4到28節
[00:07:44.000 --> 00:07:49.000]  堆得很密 亦都十分複雜
[00:07:49.000 --> 00:07:52.000]  4到28節 給大家5秒時間看看
[00:07:57.000 --> 00:08:02.000]  完了 整張經文超級複雜
[00:08:02.000 --> 00:08:05.000]  所以 這裡有一張椅子好像阻礙大家
[00:08:05.000 --> 00:08:09.000]  我決定給大家看一條片
[00:08:09.000 --> 00:08:11.000]  就是說4到28節的事情
[00:08:11.000 --> 00:08:13.000]  片段非常短
[00:08:13.000 --> 00:08:16.000]  說的就是這個異象
[00:08:16.000 --> 00:08:19.000]  我們一起來看看
[00:08:26.000 --> 00:08:29.000]  我會有聲音導航
[00:08:29.000 --> 00:08:31.000]  我跟大家說一下
[00:08:31.000 --> 00:08:33.000]  在這個異象裡面
[00:08:33.000 --> 00:08:37.000]  以西傑看到一陣狂風打過來
[00:08:37.000 --> 00:08:40.000]  他在雲當中
[00:08:40.000 --> 00:08:44.000]  他見到有4隻很奇怪的活物
[00:08:44.000 --> 00:08:47.000]  完了可以再播放一次
[00:08:47.000 --> 00:08:49.000]  我再繼續聲音導航
[00:08:49.000 --> 00:08:51.000]  他在狂風當中
[00:08:51.000 --> 00:08:55.000]  見到有4隻很奇怪的生物
[00:08:55.000 --> 00:08:59.000]  這4隻活物分別有4塊臉
[00:08:59.000 --> 00:09:01.000]  4塊臉
[00:09:01.000 --> 00:09:03.000]  當中包括一塊人的臉
[00:09:03.000 --> 00:09:05.000]  一塊獅子的臉
[00:09:05.000 --> 00:09:07.000]  一塊牛的臉
[00:09:07.000 --> 00:09:09.000]  亦有一塊鷹的臉
[00:09:09.000 --> 00:09:12.000]  在這4個活物當中
[00:09:12.000 --> 00:09:14.000]  他有一對翅膀會伸出來
[00:09:14.000 --> 00:09:17.000]  彼此會碰到大家
[00:09:17.000 --> 00:09:22.000]  而這4個生物在他這塊活物旁邊
[00:09:22.000 --> 00:09:24.000]  都有一個洞
[00:09:24.000 --> 00:09:27.000]  然後以西傑再去到看到的是
[00:09:27.000 --> 00:09:31.000]  在那些翅膀上原來支撐了一個寶座
[00:09:31.000 --> 00:09:33.000]  彷彿有一個人
[00:09:33.000 --> 00:09:35.000]  好像一個人的形象當中
[00:09:35.000 --> 00:09:37.000]  坐在那裡
[00:09:37.000 --> 00:09:42.000]  周圍更加佈滿著火和光輝
[00:09:42.000 --> 00:09:45.000]  這裡就是4到28節
[00:09:45.000 --> 00:09:48.000]  大家不相信的話可以自己去看清楚經文
[00:09:48.000 --> 00:09:51.000]  大概就好像這條片
[00:09:51.000 --> 00:09:53.000]  或者以下這幅圖
[00:09:53.000 --> 00:09:58.000]  當剛才PA team看到我有這片的時候
[00:09:58.000 --> 00:10:00.000]  他覺得有什麼感覺
[00:10:00.000 --> 00:10:02.000]  很恐怖吧
[00:10:02.000 --> 00:10:04.000]  很奇怪
[00:10:04.000 --> 00:10:06.000]  我第一個感覺都一樣
[00:10:06.000 --> 00:10:08.000]  說什麼這麼複雜
[00:10:08.000 --> 00:10:11.000]  這就是以西傑書的第一章經文
[00:10:11.000 --> 00:10:14.000]  就是1到28節所說的話
[00:10:14.000 --> 00:10:16.000]  大家要明白
[00:10:16.000 --> 00:10:19.000]  那些字眼什麼叫4個活物
[00:10:19.000 --> 00:10:21.000]  什麼Living Being
[00:10:21.000 --> 00:10:24.000]  其實是反映當時語言的限制
[00:10:24.000 --> 00:10:26.000]  大家知道
[00:10:26.000 --> 00:10:30.000]  比如說要教當時沒有飛機的年代
[00:10:30.000 --> 00:10:32.000]  要告訴他飛機是怎樣的
[00:10:32.000 --> 00:10:34.000]  你會怎樣說
[00:10:34.000 --> 00:10:38.000]  沒有飛機的年代
[00:10:38.000 --> 00:10:40.000]  Henry說
[00:10:40.000 --> 00:10:43.000]  我也是這樣想
[00:10:43.000 --> 00:10:45.000]  就是一隻會飛的小鳥
[00:10:45.000 --> 00:10:48.000]  你Limited的Language
[00:10:48.000 --> 00:10:49.000]  你只可以這樣解釋
[00:10:49.000 --> 00:10:51.000]  所以對這裡一樣
[00:10:51.000 --> 00:10:53.000]  當時的以西傑年代
[00:10:53.000 --> 00:10:55.000]  可能他看到的就是這樣
[00:10:55.000 --> 00:10:57.000]  他只能夠這樣去解釋
[00:10:57.000 --> 00:11:02.000]  所以上帝在這裡其實想表達什麼
[00:11:02.000 --> 00:11:05.000]  很快就給大家看這一節
[00:11:05.000 --> 00:11:06.000]  我們一起讀吧
[00:11:06.000 --> 00:11:09.000]  只是這一節28節下
[00:11:09.000 --> 00:11:11.000]  預備起
[00:11:11.000 --> 00:11:15.000]  這就是耶和華榮耀形象的樣式
[00:11:15.000 --> 00:11:18.000]  我一看見就臉伏於地
[00:11:18.000 --> 00:11:20.000]  原來在那一刻
[00:11:20.000 --> 00:11:22.000]  以西傑終於意識到
[00:11:22.000 --> 00:11:28.000]  他所見到的是耶和華的榮耀
[00:11:28.000 --> 00:11:32.000]  這裡我們很快地看一看
[00:11:32.000 --> 00:11:36.000]  原來這幾樣東西都有一個特別的意思
[00:11:36.000 --> 00:11:38.000]  例如大家如果有時間
[00:11:38.000 --> 00:11:40.000]  可以看以西傑書第十章
[00:11:40.000 --> 00:11:43.000]  就是說原來這4個的Living Being
[00:11:43.000 --> 00:11:46.000]  是在說天使
[00:11:46.000 --> 00:11:49.000]  另外有很多學者告訴我們
[00:11:49.000 --> 00:11:51.000]  那4塊臉
[00:11:51.000 --> 00:11:54.000]  那4塊臉有獅子又有人等等
[00:11:54.000 --> 00:11:57.000]  是在說神不同的能力
[00:11:57.000 --> 00:11:59.000]  例如他的力量
[00:11:59.000 --> 00:12:01.000]  獅子代表力量很強
[00:12:01.000 --> 00:12:03.000]  鷹可能代表速度等等
[00:12:03.000 --> 00:12:07.000]  連這些通通都代表上帝的強大
[00:12:07.000 --> 00:12:09.000]  他的超越性
[00:12:09.000 --> 00:12:11.000]  另一方面那個輪子
[00:12:11.000 --> 00:12:13.000]  不是有4個輪子在轉嗎
[00:12:13.000 --> 00:12:16.000]  其實是在說上帝無處不在
[00:12:16.000 --> 00:12:18.000]  那個輪子是會動的
[00:12:18.000 --> 00:12:22.000]  代表著上帝是超越地域的限制
[00:12:22.000 --> 00:12:24.000]  是超越所有的
[00:12:24.000 --> 00:12:26.000]  而最後在窮倉之上
[00:12:26.000 --> 00:12:28.000]  有一個寶座
[00:12:28.000 --> 00:12:32.000]  是在說上帝在很多的變幻當中
[00:12:32.000 --> 00:12:35.000]  他依然掌管著萬有
[00:12:35.000 --> 00:12:37.000]  掌管著一切
[00:12:37.000 --> 00:12:39.000]  因此聽到這裡大家就明白
[00:12:39.000 --> 00:12:44.000]  其實為何上帝要給以西傑看到一個這樣的意象
[00:12:44.000 --> 00:12:47.000]  是因為他要告訴他的子民
[00:12:47.000 --> 00:12:50.000]  上帝都依然掌權
[00:12:50.000 --> 00:12:53.000]  無論當時的環境是多麼惡劣
[00:12:53.000 --> 00:12:55.000]  上帝都依然在
[00:12:55.000 --> 00:12:58.000]  上帝都依然掌管著一切
[00:12:58.000 --> 00:13:01.000]  第一章很快就看完了
[00:13:01.000 --> 00:13:05.000]  究竟這個意象對於我們今天來說
[00:13:05.000 --> 00:13:08.000]  有什麼意義呢
[00:13:08.000 --> 00:13:13.000]  雖然今天我們看不見有這麼清晰的意象
[00:13:13.000 --> 00:13:17.000]  其實Karen 我的太太
[00:13:17.000 --> 00:13:18.000]  她是會看到的
[00:13:18.000 --> 00:13:21.000]  或者她曾經見過意象
[00:13:21.000 --> 00:13:22.000]  她也和我分享了
[00:13:22.000 --> 00:13:24.000]  我問她當時看到什麼
[00:13:24.000 --> 00:13:27.000]  原來她被呼召去做傳道人
[00:13:27.000 --> 00:13:30.000]  其實應該說呼召做宣教士
[00:13:30.000 --> 00:13:32.000]  她會看到一幅圖畫
[00:13:32.000 --> 00:13:34.000]  就是她走在一條路上
[00:13:34.000 --> 00:13:38.000]  然後她會不斷去殺一些種子
[00:13:38.000 --> 00:13:39.000]  去到旁邊
[00:13:39.000 --> 00:13:41.000]  很有趣
[00:13:41.000 --> 00:13:45.000]  當時她不是被背負
[00:13:45.000 --> 00:13:48.000]  而是她當時在靈修裏面
[00:13:48.000 --> 00:13:50.000]  在腦海裏面看到一幅圖畫
[00:13:50.000 --> 00:13:52.000]  不過我沒有見過
[00:13:52.000 --> 00:13:54.000]  我曾經只是發過一個夢
[00:13:54.000 --> 00:13:56.000]  我覺得是上帝和我說話
[00:13:56.000 --> 00:13:59.000]  不過經文提醒我們的是
[00:13:59.000 --> 00:14:01.000]  無論環境是怎樣
[00:14:01.000 --> 00:14:03.000]  上帝都依然在
[00:14:03.000 --> 00:14:06.000]  無論你正在經歷什麼
[00:14:06.000 --> 00:14:09.000]  甚至你覺得是一個最壞
[00:14:09.000 --> 00:14:12.000]  最不可能上帝會在的情況
[00:14:12.000 --> 00:14:14.000]  這個經文告訴我
[00:14:14.000 --> 00:14:16.000]  上帝都依然在
[00:14:16.000 --> 00:14:18.000]  上帝在你的身邊
[00:14:18.000 --> 00:14:21.000]  上帝在今天和我們在一起
[00:14:21.000 --> 00:14:24.000]  過去在我們的生活裏面
[00:14:24.000 --> 00:14:26.000]  我們面對著很多不同的挑戰
[00:14:26.000 --> 00:14:29.000]  就好像最近我們都面對考試
[00:14:29.000 --> 00:14:31.000]  預備交計劃
[00:14:31.000 --> 00:14:34.000]  應該都叫了救命
[00:14:34.000 --> 00:14:39.000]  又或者你面對著迷茫的前路
[00:14:39.000 --> 00:14:43.000]  不過我們依然要肯定一件事
[00:14:43.000 --> 00:14:46.000]  就是上帝都依然掌管著我們的生命
[00:14:46.000 --> 00:14:48.000]  掌管著這一切
[00:14:48.000 --> 00:14:49.000]  上帝沒有離場
[00:14:49.000 --> 00:14:51.000]  上帝沒有離開過
[00:14:51.000 --> 00:14:54.000]  這個是我們首先要肯定的
[00:14:54.000 --> 00:14:57.000]  因此我們各位explorer
[00:14:57.000 --> 00:14:59.000]  我們今天首先
[00:14:59.000 --> 00:15:02.000]  第一件事我們要肯定的就是
[00:15:02.000 --> 00:15:04.000]  我不知道你有沒有意識到
[00:15:04.000 --> 00:15:08.000]  上帝在你生活的四周圍
[00:15:08.000 --> 00:15:10.000]  今天祂在的
[00:15:10.000 --> 00:15:13.000]  如果你沒有這一種的awareness的時候
[00:15:13.000 --> 00:15:14.000]  我鼓勵你
[00:15:14.000 --> 00:15:16.000]  這個就是你今天的應用
[00:15:16.000 --> 00:15:20.000]  就是你先要意識到上帝在你的身邊
[00:15:20.000 --> 00:15:22.000]  上帝在你的工作裏面
[00:15:22.000 --> 00:15:25.000]  上帝在你的生活環境
[00:15:25.000 --> 00:15:27.000]  在你的讀書當中
[00:15:27.000 --> 00:15:29.000]  因此很鼓勵大家
[00:15:29.000 --> 00:15:35.000]  我們要先刻意將上帝帶到你的生活的每一部份
[00:15:35.000 --> 00:15:37.000]  即是怎樣呢
[00:15:37.000 --> 00:15:39.000]  我記得在神學院讀書的期間
[00:15:39.000 --> 00:15:42.000]  有神學院的老師教我們
[00:15:42.000 --> 00:15:45.000]  你要將耶穌帶下山
[00:15:45.000 --> 00:15:47.000]  為何這樣說呢
[00:15:47.000 --> 00:15:50.000]  因為見到神學院是在長洲的
[00:15:50.000 --> 00:15:52.000]  在長洲山頂上
[00:15:52.000 --> 00:15:56.000]  他說我們不要將耶穌留在山裏面
[00:15:56.000 --> 00:15:57.000]  即是山上
[00:15:57.000 --> 00:16:02.000]  你不要將耶穌覺得祂只是在這個地方
[00:16:02.000 --> 00:16:04.000]  你要將耶穌帶下山
[00:16:04.000 --> 00:16:08.000]  即是你不要覺得我們在這裏真好
[00:16:08.000 --> 00:16:09.000]  我就躲在那裏
[00:16:09.000 --> 00:16:12.000]  我們要將耶穌帶到山下
[00:16:12.000 --> 00:16:13.000]  帶到我們的教會
[00:16:13.000 --> 00:16:15.000]  帶到我們的四周圍
[00:16:15.000 --> 00:16:19.000]  同樣的今天我們都不要將耶穌留在這個hall
[00:16:19.000 --> 00:16:21.000]  好不好
[00:16:21.000 --> 00:16:23.000]  我們都不要將耶穌留在這個副堂
[00:16:23.000 --> 00:16:24.000]  留在這個教會
[00:16:24.000 --> 00:16:28.000]  將耶穌帶到你的生活的場景
[00:16:28.000 --> 00:16:30.000]  帶到你的職場
[00:16:30.000 --> 00:16:32.000]  帶到你家裏
[00:16:32.000 --> 00:16:37.000]  如果你最近生活的挑戰是來自你的學校
[00:16:37.000 --> 00:16:41.000]  可能你覺得這個老師這個同學真是好難頂
[00:16:41.000 --> 00:16:42.000]  坐在我旁邊
[00:16:42.000 --> 00:16:44.000]  我都不知天天都要對著他七個小時
[00:16:44.000 --> 00:16:46.000]  還要對多過我爸媽
[00:16:46.000 --> 00:16:48.000]  我鼓勵你去和上帝說
[00:16:48.000 --> 00:16:51.000]  哎呀上帝呀我這個同學真是好難頂
[00:16:51.000 --> 00:16:53.000]  你去教我
[00:16:53.000 --> 00:16:55.000]  教我怎樣和旁邊這個人去相處
[00:16:55.000 --> 00:17:00.000]  去相信他依然在我們生活裏面
[00:17:00.000 --> 00:17:04.000]  去相信他依然能夠在學校裏面去工作
[00:17:04.000 --> 00:17:07.000]  如果這個工作場景有人在工作
[00:17:07.000 --> 00:17:10.000]  是你的戰場
[00:17:10.000 --> 00:17:13.000]  你說你的老闆這個同事
[00:17:13.000 --> 00:17:15.000]  同樣都好難頂
[00:17:15.000 --> 00:17:18.000]  我都鼓勵你去祈禱去問神
[00:17:18.000 --> 00:17:20.000]  上帝呀你放我在這裏做什麼
[00:17:20.000 --> 00:17:22.000]  為什麼要對著他
[00:17:22.000 --> 00:17:24.000]  我知道有好多基督徒在工作裏面
[00:17:24.000 --> 00:17:28.000]  都會自發去開一些查經班
[00:17:28.000 --> 00:17:30.000]  或者自己會開一些祈禱會
[00:17:30.000 --> 00:17:34.000]  去一齊去面對生活在職場裏面的挑戰
[00:17:34.000 --> 00:17:36.000]  我都好鼓勵大家這樣做
[00:17:36.000 --> 00:17:40.000]  最後如果家裏是你的戰場
[00:17:40.000 --> 00:17:42.000]  我都好鼓勵你去祈禱
[00:17:42.000 --> 00:17:45.000]  你要求神去搞定你家裏
[00:17:45.000 --> 00:17:47.000]  我意思不是搞定他家裏人
[00:17:47.000 --> 00:17:51.000]  而是求神去幫助你怎樣去愛你的家裏人
[00:17:51.000 --> 00:17:54.000]  怎樣去成為一個好的見證
[00:17:54.000 --> 00:17:58.000]  特別可能中間你的家裏人是未信耶穌的
[00:17:58.000 --> 00:18:00.000]  或者大部份可能都信了
[00:18:00.000 --> 00:18:02.000]  都可能經歷一些挑戰
[00:18:02.000 --> 00:18:05.000]  你去求神怎樣去愛他們
[00:18:05.000 --> 00:18:07.000]  求神去改變你亦都改變他
[00:18:07.000 --> 00:18:11.000]  當我們回到這裏
[00:18:11.000 --> 00:18:14.000]  當我們看見第一張
[00:18:14.000 --> 00:18:17.000]  講的是以西傑看見的遺像
[00:18:17.000 --> 00:18:21.000]  究竟上帝呼召以西傑做甚麼
[00:18:21.000 --> 00:18:22.000]  或者去哪裏呢
[00:18:22.000 --> 00:18:24.000]  我們一齊看第二張
[00:18:24.000 --> 00:18:27.000]  我們只看第三到第七節
[00:18:27.000 --> 00:18:29.000]  不如分男女讀
[00:18:29.000 --> 00:18:31.000]  我們請男仔
[00:18:31.000 --> 00:18:35.000]  弟兄讀三五七
[00:18:35.000 --> 00:18:37.000]  讀單數節
[00:18:37.000 --> 00:18:39.000]  讀多一節
[00:18:39.000 --> 00:18:42.000]  女仔讀四和六
[00:18:42.000 --> 00:18:43.000]  讀不到
[00:18:43.000 --> 00:18:44.000]  四和六
[00:18:44.000 --> 00:18:46.000]  我們先請男仔讀三五七
[00:18:46.000 --> 00:18:47.000]  第三節
[00:18:47.000 --> 00:18:48.000]  順著下去
[00:18:48.000 --> 00:18:49.000]  預備起
[00:18:49.000 --> 00:18:51.000]  他對我說
[00:18:51.000 --> 00:18:52.000]  人子啊
[00:18:52.000 --> 00:18:55.000]  我猜你往背逆我的國家
[00:18:55.000 --> 00:18:57.000]  以色列人那裏去
[00:18:57.000 --> 00:19:00.000]  他們是背逆我的
[00:19:00.000 --> 00:19:02.000]  祖先違背我
[00:19:02.000 --> 00:19:03.000]  直到今日
