
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 各位家園 大家
[00:02:52.880 --> 00:02:55.880]  剛才主席沒為我們讀出來
[00:02:55.880 --> 00:02:58.880]  我就想把它分成兩段
[00:02:58.880 --> 00:03:01.880]  其中呢 經文我用不同的顏色呢 做了標記
[00:03:01.880 --> 00:03:04.880]  接下來我會把經文放出來
[00:03:04.880 --> 00:03:07.880]  邀請我們在座的弟兄姊妹
[00:03:07.880 --> 00:03:10.880]  和我一起呢 把這個經文呢 可以讀出來
[00:03:10.880 --> 00:03:13.880]  大家看這個字可以看得到嗎
[00:03:13.880 --> 00:03:16.880]  好 感謝主 我們一起開始讀
[00:03:16.880 --> 00:03:19.880]  正當那日 門徒中
[00:03:19.880 --> 00:03:22.880]  有兩個人 玩一個村子去
[00:03:22.880 --> 00:03:25.880]  這村子名叫 姨瑪五斯
[00:03:25.880 --> 00:03:28.880]  離耶路撒冷 約有
[00:03:28.880 --> 00:03:31.880]  25里 他們彼此
[00:03:31.880 --> 00:03:34.880]  談論所遇見的一切事
[00:03:34.880 --> 00:03:37.880]  正談論相問的時候
[00:03:37.880 --> 00:03:40.880]  耶穌親自就近他們
[00:03:40.880 --> 00:03:43.880]  和他們同行
[00:03:43.880 --> 00:03:46.880]  只是他們的眼睛迷糊了
[00:03:46.880 --> 00:03:49.880]  不認識他 耶穌對他們說
[00:03:49.880 --> 00:03:52.880]  你們走路彼此談論
[00:03:52.880 --> 00:03:55.880]  的是什麼事呢 他們就
[00:03:55.880 --> 00:03:58.880]  站住 臉上帶著愁容
[00:03:58.880 --> 00:04:01.880]  兩人中有一個名叫
[00:04:01.880 --> 00:04:04.880]  格留巴的回答說 你在
[00:04:04.880 --> 00:04:07.880]  耶路撒冷做客 還不知道
[00:04:07.880 --> 00:04:10.880]  這幾天在那裡所出的事嗎
[00:04:10.880 --> 00:04:13.880]  耶穌說 什麼事呢
[00:04:13.880 --> 00:04:16.880]  他們就說 就是那撒勒人
[00:04:16.880 --> 00:04:19.880]  耶穌的事 祂是個先知
[00:04:19.880 --> 00:04:22.880]  在神和眾百姓面前
[00:04:22.880 --> 00:04:25.880]  說話行事都有大能
[00:04:25.880 --> 00:04:28.880]  祭司長和我們的官府
[00:04:28.880 --> 00:04:31.880]  竟把祂戒去 定了死罪
[00:04:31.880 --> 00:04:34.880]  釘在十字架上 但我們
[00:04:34.880 --> 00:04:37.880]  素來所盼望 要贖
[00:04:37.880 --> 00:04:40.880]  以色列民的就是他 不但
[00:04:40.880 --> 00:04:43.880]  如此 而且這是成就
[00:04:43.880 --> 00:04:46.880]  現在已經三天了
[00:04:46.880 --> 00:04:49.880]  再者 我們中間有幾個
[00:04:49.880 --> 00:04:52.880]  婦女使我們驚喜 她們
[00:04:52.880 --> 00:04:55.880]  清早到了墳墓那裡 不見
[00:04:55.880 --> 00:04:58.880]  她的身體 就回來告訴我們
[00:04:58.880 --> 00:05:01.880]  說 看見了天使顯現
[00:05:01.880 --> 00:05:04.880]  說 她活了 又有我們的
[00:05:04.880 --> 00:05:07.880]  幾個人 往墳墓那裡去
[00:05:07.880 --> 00:05:10.880]  所意見的 正如婦女們所說的
[00:05:10.880 --> 00:05:13.880]  只是沒有看見她
[00:05:13.880 --> 00:05:16.880]  好的 前一段的經文 在我們的同心協力下
[00:05:16.880 --> 00:05:19.880]  讀了下來 經文一開始
[00:05:19.880 --> 00:05:22.880]  就把時間做了一個交代
[00:05:22.880 --> 00:05:25.880]  正當那日 哪日啊
[00:05:25.880 --> 00:05:28.880]  連繫上下文
[00:05:28.880 --> 00:05:31.880]  24章的第一節就告訴我們
[00:05:31.880 --> 00:05:34.880]  七日的第一日 代表是一個主日的時候
[00:05:34.880 --> 00:05:37.880]  如果再看到
[00:05:37.880 --> 00:05:40.880]  耶穌和婦女顯現的經文的話
[00:05:40.880 --> 00:05:43.880]  我們就明白 那日
[00:05:43.880 --> 00:05:46.880]  就是耶穌復活的那日
[00:05:46.880 --> 00:05:49.880]  婦女已經見到了
[00:05:49.880 --> 00:05:52.880]  耶穌 但是呢 還有兩個
[00:05:52.880 --> 00:05:55.880]  只記載了其中一個 格溜巴的一個門徒
[00:05:55.880 --> 00:05:58.880]  兩個不是太出名的門徒
[00:05:58.880 --> 00:06:01.880]  卻急急忙忙 往另外的一個
[00:06:01.880 --> 00:06:04.880]  方向去 他們去的方向的村子叫什麼名字啊
[00:06:04.880 --> 00:06:07.880]  四個字
[00:06:07.880 --> 00:06:10.880]  伊瑪武斯 對了
[00:06:10.880 --> 00:06:13.880]  這個地方去了 如果我們看地圖
[00:06:13.880 --> 00:06:16.880]  我們就可以更加的看到
[00:06:16.880 --> 00:06:19.880]  伊瑪武斯 這個村子
[00:06:19.880 --> 00:06:22.880]  叫做伊瑪武斯 距離耶路撒冷
[00:06:22.880 --> 00:06:25.880]  大約有25里
[00:06:25.880 --> 00:06:28.880]  這個25里推算到了現在的一個長度
[00:06:28.880 --> 00:06:31.880]  大約是有11點幾公里
[00:06:31.880 --> 00:06:34.880]  大家如果看地圖
[00:06:34.880 --> 00:06:37.880]  對照的話就可以看到
[00:06:37.880 --> 00:06:40.880]  這有幾個點 耶路撒冷在這裡
[00:06:40.880 --> 00:06:43.880]  伊瑪武斯在耶路撒冷偏西
[00:06:43.880 --> 00:06:46.880]  偏北的這樣一個地方
[00:06:46.880 --> 00:06:49.880]  門徒那個時候 沒有留在耶路撒冷
[00:06:49.880 --> 00:06:52.880]  卻急急忙忙的 往著另外一條路
[00:06:52.880 --> 00:06:55.880]  想要逃走
[00:06:55.880 --> 00:06:58.880]  在經文的記載當中
[00:06:58.880 --> 00:07:01.880]  大家有跟著讀 不知道大家有沒有覺得
[00:07:01.880 --> 00:07:04.880]  有一個特別的地方
[00:07:04.880 --> 00:07:07.880]  明明說到了有婦女見到了耶穌了
[00:07:07.880 --> 00:07:10.880]  從他們的談論當中我們可以得知
[00:07:10.880 --> 00:07:13.880]  又有門徒去 看不到耶穌在墳墓裡邊
[00:07:13.880 --> 00:07:16.880]  但是這個時候
[00:07:16.880 --> 00:07:19.880]  他們說到看不到的那個人 是誰啊
[00:07:19.880 --> 00:07:22.880]  耶穌就來
[00:07:22.880 --> 00:07:25.880]  救進他們 和他們一起走
[00:07:25.880 --> 00:07:28.880]  但是特別和奇怪的事情就發生了
[00:07:28.880 --> 00:07:31.880]  耶穌救進他們 親近他們
[00:07:31.880 --> 00:07:34.880]  他們卻怎麼樣啊
[00:07:34.880 --> 00:07:37.880]  對了 對了
[00:07:37.880 --> 00:07:40.880]  大家把這個迷惑了 認不出了
[00:07:40.880 --> 00:07:43.880]  耶穌這個表象
[00:07:43.880 --> 00:07:46.880]  講了出來
[00:07:46.880 --> 00:07:49.880]  為什麼那麼遲鈍
[00:07:49.880 --> 00:07:52.880]  明明他們的主 他們跟隨的這個人
[00:07:52.880 --> 00:07:55.880]  復活了以後 來和他們
[00:07:55.880 --> 00:07:58.880]  那麼近距離的一起走
[00:07:58.880 --> 00:08:01.880]  卻認不出來 那麼奇怪
[00:08:01.880 --> 00:08:04.880]  剛才有姊妹 我聽到聲音
[00:08:04.880 --> 00:08:07.880]  已經把這個原因 經文給我們的原因
[00:08:07.880 --> 00:08:10.880]  表述了出來
[00:08:10.880 --> 00:08:13.880]  為什麼認不出來啊
[00:08:13.880 --> 00:08:16.880]  眼睛 迷惑了
[00:08:16.880 --> 00:08:19.880]  經文上這樣說
[00:08:19.880 --> 00:08:22.880]  他們的眼睛迷惑了 不認識他
[00:08:22.880 --> 00:08:25.880]  如果這個迷惑呢 我們對照原文
[00:08:25.880 --> 00:08:28.880]  他還有一個 被動的語態
[00:08:28.880 --> 00:08:31.880]  在當中 被迷惑了
[00:08:31.880 --> 00:08:34.880]  被遮蔽 被擋住了
[00:08:34.880 --> 00:08:37.880]  我們有沒有在生命當中
[00:08:37.880 --> 00:08:40.880]  也有眼睛被遮蔽住
[00:08:40.880 --> 00:08:43.880]  明明 事情就在我們的眼前
[00:08:43.880 --> 00:08:46.880]  我們擋住 卻看不到的例子呢
[00:08:46.880 --> 00:08:49.880]  有 每個人的生命當中
[00:08:49.880 --> 00:08:52.880]  相信 或多或少
[00:08:52.880 --> 00:08:55.880]  都曾經遇到過 包括
[00:08:55.880 --> 00:08:58.880]  就像我們如果內地背景長大的弟兄姊妹
[00:08:58.880 --> 00:09:01.880]  以前一定會學到一個課文
[00:09:01.880 --> 00:09:04.880]  一講到我們開國元帥
[00:09:04.880 --> 00:09:07.880]  陳毅 我講他以前
[00:09:07.880 --> 00:09:10.880]  讀書非常的專注 以至於呢
[00:09:10.880 --> 00:09:13.880]  媽媽給他餅 給他醬 在他的桌子上
[00:09:13.880 --> 00:09:16.880]  他一邊吃餅 一邊沾醬
[00:09:16.880 --> 00:09:19.880]  沾著沾著呢 沒有沾到餅那裡
[00:09:19.880 --> 00:09:22.880]  沒有沾到醬那裡去了 看到了
[00:09:22.880 --> 00:09:25.880]  有相同背景的弟兄有回應了
[00:09:25.880 --> 00:09:28.880]  沾到了墨汁裡邊去了
[00:09:28.880 --> 00:09:31.880]  沾墨汁 還一邊吃 媽媽過來呢
[00:09:31.880 --> 00:09:34.880]  哎呀 你怎麼還吃了墨水啊
[00:09:34.880 --> 00:09:37.880]  這個陳毅元帥 他小的時候
[00:09:37.880 --> 00:09:40.880]  他就還很風趣 他說
[00:09:40.880 --> 00:09:43.880]  哎呀 我肚子裡面的墨水 還不夠多啊
[00:09:43.880 --> 00:09:46.880]  吃多一點墨水 就長知識
[00:09:46.880 --> 00:09:49.880]  當然 這樣一個例子呢
[00:09:49.880 --> 00:09:52.880]  後來被傳為一個佳話
[00:09:52.880 --> 00:09:55.880]  寓意呢 我們讀書的時候
[00:09:55.880 --> 00:09:58.880]  非常的專注 當然
[00:09:58.880 --> 00:10:01.880]  我們的生命當中 也有很多
[00:10:01.880 --> 00:10:04.880]  相反的例子 一些的反例
[00:10:04.880 --> 00:10:07.880]  有的時候 因著困難太大
[00:10:07.880 --> 00:10:10.880]  因著我們的一些的阻礙
[00:10:10.880 --> 00:10:13.880]  局勢太嚴峻
[00:10:13.880 --> 00:10:16.880]  哎呀 只是我們活在那個苦難當中
[00:10:16.880 --> 00:10:19.880]  看不到 主在和我們同行啊
[00:10:19.880 --> 00:10:22.880]  相信大家有一些這樣的體驗
[00:10:22.880 --> 00:10:25.880]  最耳熟能詳的例子
[00:10:25.880 --> 00:10:28.880]  就是沙灘上面腳印的那個例子
[00:10:28.880 --> 00:10:31.880]  對不對 開心的時候
[00:10:31.880 --> 00:10:34.880]  哎呀 主啊 感謝你啊 我實實數算主你的恩典
[00:10:34.880 --> 00:10:37.880]  困難的時候
[00:10:37.880 --> 00:10:40.880]  哎 主啊 你去了哪裡
[00:10:40.880 --> 00:10:43.880]  我看這些印記 只有我自己的印記了
[00:10:43.880 --> 00:10:46.880]  後來他才明白
[00:10:46.880 --> 00:10:49.880]  靠著自己根本不可能的
[00:10:49.880 --> 00:10:52.880]  主怎麼走過的 那條印記
[00:10:52.880 --> 00:10:55.880]  背著那個人 一直在走過
[00:10:55.880 --> 00:10:58.880]  所以說呢 困境
[00:10:58.880 --> 00:11:01.880]  也會變成我們眼目的一個遮蓋
[00:11:01.880 --> 00:11:04.880]  讓我們看不見前路
[00:11:04.880 --> 00:11:07.880]  看不見主 還有一個是令到
[00:11:07.880 --> 00:11:10.880]  我覺得我感受很深的 也是我們現在
[00:11:10.880 --> 00:11:13.880]  這個年代
[00:11:13.880 --> 00:11:16.880]  遇到的一個非常嚴厲的挑戰
[00:11:16.880 --> 00:11:19.880]  很多時候 我們的眼目
[00:11:19.880 --> 00:11:22.880]  都不是在我們的這個生活當中了
[00:11:22.880 --> 00:11:25.880]  我們的眼目呢
[00:11:25.880 --> 00:11:28.880]  在了手機上
[00:11:28.880 --> 00:11:31.880]  手機上 什麼樣都看著手機
[00:11:31.880 --> 00:11:34.880]  所以呢 有一段話
[00:11:34.880 --> 00:11:37.880]  有一次我看到的時候 深深的觸動了我
[00:11:37.880 --> 00:11:40.880]  他說啊 手機
[00:11:40.880 --> 00:11:43.880]  真的是這個世代上
[00:11:43.880 --> 00:11:46.880]  一個非常偉大的發明啊
[00:11:46.880 --> 00:11:49.880]  他一機多用 他幹掉了
[00:11:49.880 --> 00:11:52.880]  很多的東西 他首先
[00:11:52.880 --> 00:11:55.880]  他幹掉了 坐機 家裡面現在
[00:11:55.880 --> 00:11:58.880]  很少用這個坐機了 他幹掉了
[00:11:58.880 --> 00:12:01.880]  手電筒 幹掉了指南針
[00:12:01.880 --> 00:12:04.880]  幹掉了日曆 幹掉了計算器
[00:12:04.880 --> 00:12:07.880]  幹掉了報紙 幹掉了鏡子 幹掉了
[00:12:07.880 --> 00:12:10.880]  遊戲機 幹掉了錢包 多偉大的
[00:12:10.880 --> 00:12:13.880]  一個發明啊 接下來 畫風一轉
[00:12:13.880 --> 00:12:16.880]  他還要幹掉你的眼睛
[00:12:16.880 --> 00:12:19.880]  幹掉你的脊椎
[00:12:19.880 --> 00:12:22.880]  幹掉你和朋友 親人們 你的
[00:12:22.880 --> 00:12:25.880]  同事們 親密的關係
[00:12:25.880 --> 00:12:28.880]  幹掉你對於這個世界的感知
[00:12:28.880 --> 00:12:31.880]  如果你再集中在
[00:12:31.880 --> 00:12:34.880]  手機上的話 他還會幹掉
[00:12:34.880 --> 00:12:37.880]  你和主的同行
[00:12:37.880 --> 00:12:40.880]  我在想 如果這個世代
[00:12:40.880 --> 00:12:43.880]  依舊還有兩個門徒在逃避主的話
[00:12:43.880 --> 00:12:46.880]  主又來救進他們了
[00:12:46.880 --> 00:12:49.880]  不再談論了 都在看著電話
[00:12:49.880 --> 00:12:52.880]  哎呀 別吵 別吵 我回個短信
[00:12:52.880 --> 00:12:55.880]  別吵 別吵 你不知道嗎
[00:12:55.880 --> 00:12:58.880]  你也有手機啊 你上網去查一查
[00:12:58.880 --> 00:13:01.880]  耶路撒冷發生了什麼事吧
[00:13:01.880 --> 00:13:04.880]  幹掉了主對你的身影
[00:13:04.880 --> 00:13:07.880]  把你永生的生命
[00:13:07.880 --> 00:13:10.880]  也幹掉了
[00:13:10.880 --> 00:13:13.880]  外表再來看 我們在這個經文當中
[00:13:13.880 --> 00:13:16.880]  是他們的眼睛迷糊了
[00:13:16.880 --> 00:13:19.880]  其實如果我們再深挖掘
[00:13:19.880 --> 00:13:22.880]  我們可以看到 認不出耶穌基督的
[00:13:22.880 --> 00:13:25.880]  生存原因呢 是他們的心
[00:13:25.880 --> 00:13:28.880]  遲鈍了 耶穌基督
[00:13:28.880 --> 00:13:31.880]  在後面跟他們解經啊 把摩西啊
[00:13:31.880 --> 00:13:34.880]  什麼的經文啊 記載在聖經上面的道理啊
[00:13:34.880 --> 00:13:37.880]  都解給他們聽 就說
[00:13:37.880 --> 00:13:40.880]  你們的心 信得太
[00:13:40.880 --> 00:13:43.880]  遲鈍了
[00:13:43.880 --> 00:13:46.880]  當心受到了蒙蔽 你的眼目
[00:13:46.880 --> 00:13:49.880]  就不清晰
[00:13:49.880 --> 00:13:52.880]  當心受到了玷污 我們的心
[00:13:52.880 --> 00:13:55.880]  只看到了愁苦的部分
[00:13:55.880 --> 00:13:58.880]  當你的心態不好的時候啊 你有沒有發現
[00:13:58.880 --> 00:14:01.880]  你看到的外界都是苦的
[00:14:01.880 --> 00:14:04.880]  當你的心蒙蔽的時候 你覺得
[00:14:04.880 --> 00:14:07.880]  這個世界都是那麼灰暗的時候
[00:14:07.880 --> 00:14:10.880]  我曾經有一個例子啊
[00:14:10.880 --> 00:14:13.880]  當時呢 我們有一個同學
[00:14:13.880 --> 00:14:16.880]  他處在這個學業當中啊 家庭
[00:14:16.880 --> 00:14:19.880]  又遇到困境啊 遇到很
[00:14:19.880 --> 00:14:22.880]  愁苦的一個階段 我就想開導他
[00:14:22.880 --> 00:14:25.880]  我們說 我們出去走一走吧
[00:14:25.880 --> 00:14:28.880]  去到了維港
[00:14:28.880 --> 00:14:31.880]  維港的風景應該說是 非常的漂亮
[00:14:31.880 --> 00:14:34.880]  非常的開闊 非常的美麗
[00:14:34.880 --> 00:14:37.880]  他這個時候一邊難過 一邊流淚
[00:14:37.880 --> 00:14:40.880]  他說 這個世界為什麼那麼虛幻
[00:14:40.880 --> 00:14:43.880]  尼洪登為什麼那麼假
[00:14:43.880 --> 00:14:46.880]  從他的心裡面就可以看到
[00:14:46.880 --> 00:14:49.880]  由他的心發出來的 整個世界的
[00:14:49.880 --> 00:14:52.880]  一個反饋 都可以是一個心
[00:14:52.880 --> 00:14:55.880]  的一個直接的一個表述
[00:14:55.880 --> 00:14:58.880]  我們接下來有幾節經 我們可以看到
[00:14:58.880 --> 00:15:01.880]  這兩個門徒對耶穌的認知
[00:15:01.880 --> 00:15:04.880]  其實也出現了問題
[00:15:04.880 --> 00:15:07.880]  其實他們有對主好的見解
[00:15:07.880 --> 00:15:10.880]  他們看到的 聽到的 都沒有錯
[00:15:10.880 --> 00:15:13.880]  他們說 就是拿撒勒人
[00:15:13.880 --> 00:15:16.880]  耶穌的事 這個拿撒勒人
[00:15:16.880 --> 00:15:19.880]  耶穌呢 在神和眾百姓面前
[00:15:19.880 --> 00:15:22.880]  說話 行事 怎麼樣啊
[00:15:22.880 --> 00:15:25.880]  都有大能啊
[00:15:25.880 --> 00:15:28.880]  耶穌行了很多神蹟 教給他們看
[00:15:28.880 --> 00:15:31.880]  祂是主 祂是彌賽亞
[00:15:31.880 --> 00:15:34.880]  但是他們對主的認識還是停留在
[00:15:34.880 --> 00:15:37.880]  祂是個先知啊
[00:15:37.880 --> 00:15:40.880]  所以在這個認知上 已經出現了問題
[00:15:40.880 --> 00:15:43.880]  接下來我們再來看 這個認知還有不同的地方
[00:15:43.880 --> 00:15:46.880]  就在這裡 他們心裡面的想法
[00:15:46.880 --> 00:15:49.880]  祂是個先知 行大能的事
[00:15:49.880 --> 00:15:52.880]  但是 祭司長和我們的官府
[00:15:52.880 --> 00:15:55.880]  竟把祂解去
[00:15:55.880 --> 00:15:58.880]  定了死罪 釘在了十字架上
[00:15:58.880 --> 00:16:01.880]  他們心目當中的期望
[00:16:01.880 --> 00:16:04.880]  只是靠這個人呢 素來的盼望
[00:16:04.880 --> 00:16:07.880]  是什麼啊 要贖
[00:16:07.880 --> 00:16:10.880]  以色列民的 就是祂
[00:16:10.880 --> 00:16:13.880]  他們在這個過程當中
[00:16:13.880 --> 00:16:16.880]  只看到了 屬於政治
[00:16:16.880 --> 00:16:19.880]  屬於蜀勢 表面上面的
[00:16:19.880 --> 00:16:22.880]  那個層面 政治層面要復國
[00:16:22.880 --> 00:16:25.880]  要帶領我們揚眉吐氣
[00:16:25.880 --> 00:16:28.880]  真正君王在世上 君王的
[00:16:28.880 --> 00:16:31.880]  這個角色 但是呢
[00:16:31.880 --> 00:16:34.880]  他們沒有看到 一個根本上
[00:16:34.880 --> 00:16:37.880]  一個蜀靈 真正
[00:16:37.880 --> 00:16:40.880]  一個永恆的救贖
[00:16:40.880 --> 00:16:43.880]  他們在這個過程當中
[00:16:43.880 --> 00:16:46.880]  只顧著自己的想法
[00:16:46.880 --> 00:16:49.880]  在我們的意念當中
[00:16:49.880 --> 00:16:52.880]  我們的那個君王 不就是要做這個復國的工作嗎
[00:16:52.880 --> 00:16:55.880]  就和耶穌基督當年
[00:16:55.880 --> 00:16:58.880]  在中之主日的時候
[00:16:58.880 --> 00:17:01.880]  眾民是慶祝的
[00:17:01.880 --> 00:17:04.880]  祂要來了 祂要來慶祝了
[00:17:04.880 --> 00:17:07.880]  都是有這樣一個想法
[00:17:07.880 --> 00:17:10.880]  但是 只顧著自己的想法
[00:17:10.880 --> 00:17:13.880]  你就看不到神的意念 你就忘記了
[00:17:13.880 --> 00:17:16.880]  真正的主權 在神那裡
[00:17:16.880 --> 00:17:19.880]  真正的意願 其實我們要聽從
[00:17:19.880 --> 00:17:22.880]  神的意願
[00:17:22.880 --> 00:17:25.880]  所以我們可以看到
[00:17:25.880 --> 00:17:28.880]  這兩個門徒 他的迷失
[00:17:28.880 --> 00:17:31.880]  不是偶然的 他們往到
[00:17:31.880 --> 00:17:34.880]  伊瑪武斯這條路去 不是簡單的一個
[00:17:34.880 --> 00:17:37.880]  個案和一個逃避這樣子
[00:17:37.880 --> 00:17:40.880]  所以呢 它是一個綜合來看
[00:17:40.880 --> 00:17:43.880]  心出了問題 耶穌見到他們
[00:17:43.880 --> 00:17:46.880]  他們就面上怎麼樣啊
[00:17:46.880 --> 00:17:49.880]  面帶愁容 情緒也就不好了
[00:17:49.880 --> 00:17:52.880]  情緒也就不好了以後
[00:17:52.880 --> 00:17:55.880]  眼目就認不出來 和他們走的是耶穌了
[00:17:55.880 --> 00:17:58.880]  接下來呢 人生方向呢
[00:17:58.880 --> 00:18:01.880]  就整個的偏離了
[00:18:01.880 --> 00:18:04.880]  我們要走了 既然被抓了
[00:18:04.880 --> 00:18:07.880]  不要牽連到我們 走得越遠越好
[00:18:07.880 --> 00:18:10.880]  但是 主也有恩典
[00:18:10.880 --> 00:18:13.880]  我們在接下來的經文當中 又可以看到
[00:18:13.880 --> 00:18:16.880]  接下來28到35節的經文
[00:18:16.880 --> 00:18:19.880]  還是邀請弟兄姊妹 我們一起
[00:18:19.880 --> 00:18:22.880]  同心合力的把它讀出來 預備 開始
[00:18:22.880 --> 00:18:25.880]  將近他們所去的村子
[00:18:25.880 --> 00:18:28.880]  耶穌好像還要往前行
[00:18:28.880 --> 00:18:31.880]  他們卻強留他說
[00:18:31.880 --> 00:18:34.880]  時候晚了 日頭已經平息了
[00:18:34.880 --> 00:18:37.880]  請你同我們住下吧
[00:18:37.880 --> 00:18:40.880]  耶穌就進去
[00:18:40.880 --> 00:18:43.880]  要同他們住下 到了
[00:18:43.880 --> 00:18:46.880]  作息的時候 耶穌拿起餅來
[00:18:46.880 --> 00:18:49.880]  祝謝了 掰開 遞給他們
[00:18:49.880 --> 00:18:52.880]  他們的眼睛明亮了
[00:18:52.880 --> 00:18:55.880]  這才認出他來 忽然
[00:18:55.880 --> 00:18:58.880]  耶穌不見了 他們彼此
[00:18:58.880 --> 00:19:01.880]  說 在路上 他和我們
[00:19:01.880 --> 00:19:04.880]  說話 給我們解聖經
[00:19:04.880 --> 00:19:07.880]  的時候 我們的心豈不是
[00:19:07.880 --> 00:19:10.880]  火熱的嗎 他們就立實起身
[00:19:10.880 --> 00:19:13.880]  回耶路撒冷去
[00:19:13.880 --> 00:19:16.880]  正遇見11個使徒 和他們
[00:19:16.880 --> 00:19:19.880]  同居在一處
[00:19:19.880 --> 00:19:22.880]  說 主果然復活
[00:19:22.880 --> 00:19:25.880]  已經獻給西門看了
[00:19:25.880 --> 00:19:28.880]  兩個人就把路上所遇見
[00:19:28.880 --> 00:19:31.880]  和掰餅的時候 怎麼被
[00:19:31.880 --> 00:19:34.880]  他們認出來的事 都述說了
[00:19:34.880 --> 00:19:37.880]  一遍 感恩
[00:19:37.880 --> 00:19:40.880]  雖然這兩個是不太出名的
[00:19:40.880 --> 00:19:43.880]  門徒 不是使徒
[00:19:43.880 --> 00:19:46.880]  但是在耶穌的眼裡 同樣
[00:19:46.880 --> 00:19:49.880]  是那樣的寶貴 可能連他們
[00:19:49.880 --> 00:19:52.880]  自己都看清自己 哎呀 如果有承擔的
[00:19:52.880 --> 00:19:55.880]  交給那些使徒來做吧
[00:19:55.880 --> 00:19:58.880]  交給他們來負責吧
[00:19:58.880 --> 00:20:01.880]  可能我們的弟兄姊妹 有的時候會想
[00:20:01.880 --> 00:20:04.880]  哎呀 交給牧者去做吧
[00:20:04.880 --> 00:20:07.880]  交給區長 交給執事來做吧
[00:20:07.880 --> 00:20:10.880]  但是這個時候 在神的眼裡
