
[00:00:00.000 --> 00:00:06.000]   Hello everyone.
[00:15:09.480 --> 00:15:15.920]   The Jew is one inwardly, and circumcision is a matter of the heart, by the spirit, not
[00:15:15.920 --> 00:15:17.600]   by the letter."
[00:15:17.600 --> 00:15:26.280]   So as we see, we can see that in this church in Philadelphia, there were a group of Jews
[00:15:26.280 --> 00:15:30.920]   that were persecuting the Christians there.
[00:15:30.920 --> 00:15:34.120]   And what does the Lord say?
[00:15:34.120 --> 00:15:39.440]   The Lord says, "I will make them bow down before your feet."
[00:15:39.440 --> 00:15:43.960]   Now bowing down before your feet at that time wasn't like worshipping God.
[00:15:43.960 --> 00:15:47.840]   This is not the kind that Jesus is referring to.
[00:15:47.840 --> 00:15:52.360]   This kind of bowing down is when an enemy of yours has been defeated.
[00:15:52.360 --> 00:15:54.720]   They will bow down before you.
[00:15:54.720 --> 00:15:59.560]   Now interestingly enough, you know, Jesus could have just stopped there, you know, make
[00:15:59.560 --> 00:16:05.160]   them bow down, or even say, make them bow down before your feet because I love you.
[00:16:05.160 --> 00:16:06.760]   That would make sense.
[00:16:06.760 --> 00:16:12.120]   But here it says, "And they will learn that I have loved you."
[00:16:12.120 --> 00:16:17.520]   And so we're a little bit confused, you know, why is it that, why do you think Jesus put
[00:16:17.520 --> 00:16:21.480]   that in?
[00:16:21.480 --> 00:16:27.280]   Now it's most likely they're making a reference to Romans chapter 11, 13 to 14, where it's
[00:16:27.280 --> 00:16:37.200]   saying that they are, Jesus most likely wanted the Jews to be jealous, to be jealous at the
[00:16:37.200 --> 00:16:42.440]   love that the Lord has given mostly to Gentiles at that time, because not a lot of Jews have
[00:16:42.440 --> 00:16:45.520]   converted to Christians at that moment.
[00:16:45.520 --> 00:16:47.300]   And they wanted to make them jealous.
[00:16:47.300 --> 00:16:54.240]   And so this verse says, "Now I'm speaking to you Gentiles, inasmuch then as I am an
[00:16:54.240 --> 00:16:59.880]   apostle to the Gentiles," because Apostle Paul was mainly spreading the gospel to the
[00:16:59.880 --> 00:17:07.560]   Gentiles, "I magnify my ministry in order somehow to make my fellow Jews jealous and
[00:17:07.560 --> 00:17:10.640]   thus save some of them."
[00:17:10.640 --> 00:17:16.760]   And so here most likely Jesus is saying that, not only will I make them bow down to you,
[00:17:16.760 --> 00:17:23.520]   but then I'll make them know that I have loved you so that they will have a chance to turn
[00:17:23.520 --> 00:17:27.800]   back.
[00:17:27.800 --> 00:17:33.760]   And so we look at this and we see that in the next verse, Jesus says, "Because you
[00:17:33.760 --> 00:17:38.840]   have kept my word about patient endurance, I will keep you from the hour of trial that
[00:17:38.840 --> 00:17:45.160]   is coming on to the whole earth, to try those who dwell on the earth."
[00:17:45.160 --> 00:17:50.240]   And I will look at this and we know that Jesus is not only saying that, "I will deliver
[00:17:50.240 --> 00:17:56.080]   you from your enemies," not only that, but he says that in the hour of trial.
[00:17:56.080 --> 00:18:01.240]   And we don't know when that hour of trial is.
[00:18:01.240 --> 00:18:05.320]   But in that hour when the whole world has been trialed, and some people might think
[00:18:05.320 --> 00:18:11.700]   it's COVID and we're not drawing any conclusions, but isn't there a time when the whole world
[00:18:11.700 --> 00:18:15.480]   is undergoing a hard time?
[00:18:15.480 --> 00:18:19.600]   Says that they will be protected.
[00:18:19.600 --> 00:18:24.120]   Now in here, some people have different theories about how to look at this.
[00:18:24.120 --> 00:18:31.720]   It could be that when Jesus says that they will be kept, that I will keep you from the
[00:18:31.720 --> 00:18:39.200]   hour of trial, it's possible, some say that it is a rapture before the tribulation, before
[00:18:39.200 --> 00:18:40.800]   the great hardship.
[00:18:40.800 --> 00:18:46.040]   And there are other sayings that it is actually not taking them away from the world, but that
[00:18:46.040 --> 00:18:51.440]   even though they're going through it, that they will be protected by the Lord.
[00:18:51.440 --> 00:18:53.960]   So now what does this mean for us?
[00:18:53.960 --> 00:18:57.440]   Because it's like that in Philadelphia.
[00:18:57.440 --> 00:18:58.440]   But what about us?
[00:18:58.440 --> 00:19:04.080]   I mean, in everyday life, we're still going through some sort of trial.
[00:19:04.080 --> 00:19:09.680]   Rather people are persecuting us, well, we don't have to die for it, thank God, but persecuting
[00:19:09.680 --> 00:19:16.360]   us because of our faith, or even, and we might go through a hardship in our life, maybe with
[00:19:16.360 --> 00:19:24.960]   career, maybe with our health, with our relationship, and those are also hard for us to go through.
[00:19:24.960 --> 00:19:31.000]   Or maybe we might quarrel with someone and we don't know what to do with it.
[00:19:31.000 --> 00:19:39.880]   And here, the Lord is showing us that He is a Lord who vindicates and who protects us.
[00:19:39.880 --> 00:19:47.920]   And so as we are faithful to Him, as we continue to follow His words, and as we continue to
[00:19:47.920 --> 00:19:54.440]   not deny His name, He will be the one that vindicates for us and the one that protects
[00:19:54.440 --> 00:19:59.920]   us, even in the hour of trial.
[00:19:59.920 --> 00:20:05.280]   And so it should give us Christians great comfort when we're going through hardships
[00:20:05.280 --> 00:20:10.320]   that the Lord will vindicate and protect us.
[00:20:10.320 --> 00:20:14.520]   And so let us read on in verse 11 to 13.
[00:20:14.520 --> 00:20:16.640]   "I'm coming soon.
[00:20:16.640 --> 00:20:21.680]   Hold fast what you have so that no one may seize your crown.
[00:20:21.680 --> 00:20:28.200]   The one who conquers, I will make him a pillar in the temple of my God.
[00:20:28.200 --> 00:20:35.000]   Never shall he go out of it, and I will write on him the name of my Lord and the name of
[00:20:35.000 --> 00:20:43.520]   the city of my God, the new Jerusalem, which comes down from my God out of heaven and my
[00:20:43.520 --> 00:20:45.200]   own new name.
[00:20:45.200 --> 00:20:50.640]   He who has an ear, let him hear what the Spirit says to the churches."
[00:20:50.640 --> 00:20:56.160]   Now notice that the Lord says, "I'm coming," but actually in the few previous churches
[00:20:56.160 --> 00:21:00.160]   when He said that, you probably don't want it to happen.
[00:21:00.160 --> 00:21:05.680]   Because the previous churches, like to the church in Ephesus, He says, "I will come
[00:21:05.680 --> 00:21:07.600]   to you and remove your lampstand."
[00:21:07.600 --> 00:21:11.240]   It's like, I'm going to come to you and close down your church.
[00:21:11.240 --> 00:21:16.120]   And or to the church of Pergamum, it says, "I'm coming to make war with you with the
[00:21:16.120 --> 00:21:18.680]   sword of my mouth."
[00:21:18.680 --> 00:21:22.200]   And with the church of Sardis, it says, "You'll not know the hour that I come.
[00:21:22.200 --> 00:21:23.880]   I'll come like a thief."
[00:21:23.880 --> 00:21:28.880]   Now in all these cases, it's bringing on judgment into the church.
[00:21:28.880 --> 00:21:37.320]   And yet here, when He tells the church in Philadelphia, "I am coming," He's coming
[00:21:37.320 --> 00:21:38.320]   for them.
[00:21:38.320 --> 00:21:46.000]   He's coming and He's asking them to hold fast, just hold on tight a little bit longer
[00:21:46.000 --> 00:21:49.440]   so that no one will take their crown.
[00:21:49.440 --> 00:21:58.160]   And so this is a very image that when we are conquerors, we're going to get this crown.
[00:21:58.160 --> 00:22:02.520]   And this crown that has been talked about here has been talked about in John chapter
[00:22:02.520 --> 00:22:08.120]   two, verse eight as well, where He says, "Watch yourselves that you do not lose what we have
[00:22:08.120 --> 00:22:11.800]   accomplished, but that you may receive the full reward."
[00:22:11.800 --> 00:22:13.960]   So it's like going through our lives.
[00:22:13.960 --> 00:22:17.720]   As we're faithful, we will get that crown, that reward.
[00:22:17.720 --> 00:22:23.280]   And if we continue and persist, then the Lord has rewards for us.
[00:22:23.280 --> 00:22:24.960]   And what are those rewards?
[00:22:24.960 --> 00:22:31.000]   And we look at those, it's like, I know, it doesn't seem to make a lot of sense for
[00:22:31.000 --> 00:22:35.760]   us to want a pillar in the temple, but it'll make more sense in eternal sense.
[00:22:35.760 --> 00:22:37.400]   Let me tell you why.
[00:22:37.400 --> 00:22:43.360]   Because a pillar in the temple at that time meant that the honored people's names would
[00:22:43.360 --> 00:22:46.120]   be engraved in these pillars.
[00:22:46.120 --> 00:22:51.700]   And remember in Philadelphia, they were actually in a place where there were a lot of earthquakes.
[00:22:51.700 --> 00:22:56.600]   So what that meant was their home was always shaken.
[00:22:56.600 --> 00:23:00.560]   And today they might be well here, but the next day they might need to move out and come
[00:23:00.560 --> 00:23:02.400]   back and rebuild it.
[00:23:02.400 --> 00:23:09.240]   But to them, this will be an eternal home, immovable, unshakable.
[00:23:09.240 --> 00:23:13.800]   And so this is what the Lord is promising them as a reward.
[00:23:13.800 --> 00:23:15.840]   You, I will make Him.
[00:23:15.840 --> 00:23:19.840]   So they would be these pillars in the temple of my God.
[00:23:19.840 --> 00:23:21.240]   And never shall we go out.
[00:23:21.240 --> 00:23:25.000]   And I write on Him the name of my Lord.
[00:23:25.000 --> 00:23:32.480]   Now to be written, to belong to the Lord meant that, to have His name on them means that
[00:23:32.480 --> 00:23:34.800]   they would belong to the Lord.
[00:23:34.800 --> 00:23:44.960]   And at the very end, it also says that they will have the name of the city of my God,
[00:23:44.960 --> 00:23:48.120]   the new Jerusalem written there.
[00:23:48.120 --> 00:23:49.120]   What does that mean?
[00:23:49.120 --> 00:23:51.240]   It means that they're going to get a new citizenship.
[00:23:51.240 --> 00:23:54.440]   It's not a citizenship on earth.
[00:23:54.440 --> 00:23:58.760]   It's a citizenship in heaven, eternal, forever.
[00:23:58.760 --> 00:24:01.660]   And that's what the Lord is promising them.
[00:24:01.660 --> 00:24:05.720]   And finally it says that they will have my own name.
[00:24:05.720 --> 00:24:12.680]   So this really is a reward of how they are going to have a place, a citizenship, that
[00:24:12.680 --> 00:24:17.080]   they belong to the Lord in new Jerusalem.
[00:24:17.080 --> 00:24:23.600]   And of course, we end this passage with, "He who has an ear, let him hear what the Spirit
[00:24:23.600 --> 00:24:25.800]   says to the churches."
[00:24:25.800 --> 00:24:31.200]   And so what we see in the last three verses is that the Lord is a Lord who rewards His
[00:24:31.200 --> 00:24:32.200]   faithful ones.
[00:24:32.200 --> 00:24:38.200]   And we have seen that throughout the five churches so far, and this is our sixth church.
[00:24:38.200 --> 00:24:48.280]   And we know that the Lord asks of the Philadelphians to be faithful and continue on doing that.
[00:24:48.280 --> 00:24:52.040]   Now I know it's not easy because we don't even know.
[00:24:52.040 --> 00:24:54.000]   What does it mean to be faithful every day?
[00:24:54.000 --> 00:24:56.600]   I mean, are we faithful every day?
[00:24:56.600 --> 00:24:59.160]   How do we know we're faithful every day?
[00:24:59.160 --> 00:25:03.100]   What does it look like to be faithful every day?
[00:25:03.100 --> 00:25:04.920]   What does it look like?
[00:25:04.920 --> 00:25:07.560]   Have you thought about it?
[00:25:07.560 --> 00:25:13.080]   Are you faithful to the Lord?
[00:25:13.080 --> 00:25:16.240]   How do we know?
[00:25:16.240 --> 00:25:23.080]   And so I want to share a little bit about what faithfulness might look like in our everyday
[00:25:23.080 --> 00:25:25.000]   life.
[00:25:25.000 --> 00:25:32.660]   Faithfulness is not being this gigantic spiritual giant where you can memorize the Bible verse
[00:25:32.660 --> 00:25:34.120]   by verse.
[00:25:34.120 --> 00:25:37.400]   And it isn't meaning like you come to church every single week.
[00:25:37.400 --> 00:25:39.400]   That makes you faithful.
[00:25:39.400 --> 00:25:46.880]   But what is faithful is that we would be able to do with what we have and give it to the
[00:25:46.880 --> 00:25:47.880]   Lord.
[00:25:47.880 --> 00:25:50.960]   Let me tell you what it was like.
[00:25:50.960 --> 00:25:59.800]   There was a time in my life when I shared a little bit in another sermon where because
[00:25:59.800 --> 00:26:07.040]   of a failed relationship, I've also gone south with my career because I quit my job back
[00:26:07.040 --> 00:26:08.040]   then.
[00:26:08.040 --> 00:26:12.680]   I was in a really bad emotional state at that time.
[00:26:12.680 --> 00:26:18.280]   And it was so bad that I didn't even want to live, let alone be a Christian.
[00:26:18.280 --> 00:26:22.000]   And I thought to myself, what's the point?
[00:26:22.000 --> 00:26:23.560]   What's the point of being a Christian?
[00:26:23.560 --> 00:26:28.440]   I've been a Christian like 20 years of my life at that time.
[00:26:28.440 --> 00:26:31.080]   But things are just still not working out.
[00:26:31.080 --> 00:26:35.920]   I mean, I go to church, I do these, and I pray.
[00:26:35.920 --> 00:26:38.220]   What's the point?
[00:26:38.220 --> 00:26:47.040]   And I really thought about maybe this whole Christian thing, God.
[00:26:47.040 --> 00:26:48.880]   I can put it down.
[00:26:48.880 --> 00:26:49.880]   Maybe.
[00:26:49.880 --> 00:26:54.880]   And I just thought, you know, in those moments of hardship, it just doesn't seem to make
[00:26:54.880 --> 00:26:59.840]   sense to keep going.
[00:26:59.840 --> 00:27:11.120]   And yet, the little power, the very little power in my heart knew that.
