
[00:00:00.000 --> 00:00:05.760]   Hi, everybody.
[00:10:34.060 --> 00:10:39.240]   It's amazing that the Jews, they have the temple, right?
[00:10:39.240 --> 00:10:44.900]   If you've been to Jerusalem, if you've been to Israel with Pastor John, you would have
[00:10:44.900 --> 00:10:48.300]   been to this amazing temple, right?
[00:10:48.300 --> 00:10:50.940]   They think that this wall is part of the temple.
[00:10:50.940 --> 00:10:53.040]   The Jews have a temple.
[00:10:53.040 --> 00:10:56.500]   And Jesus says, "We also have a temple."
[00:10:56.500 --> 00:11:00.340]   And the temple is that we are the body of Christ.
[00:11:00.340 --> 00:11:04.820]   Our bodies is the temple of God.
[00:11:04.820 --> 00:11:10.980]   If you've been to Dubai or if you've been to a really tall building and you look up,
[00:11:10.980 --> 00:11:18.660]   right, as we see, you know, the purge caliph, right, in the next slide, we look up and we're
[00:11:18.660 --> 00:11:23.940]   just amazed how amazing this building is.
[00:11:23.940 --> 00:11:33.720]   Imagine that each glass, each metal part, each brick, each component of the purge caliph
[00:11:33.720 --> 00:11:34.940]   is like us.
[00:11:34.940 --> 00:11:43.380]   We are being built up into a spiritual house, a living spiritual house.
[00:11:43.380 --> 00:11:46.500]   Has anybody played Jenga before?
[00:11:46.500 --> 00:11:48.940]   Everybody loves playing Jenga, right?
[00:11:48.940 --> 00:11:50.820]   It's an amazing game, right?
[00:11:50.820 --> 00:11:56.740]   You're taking brick from brick, what you call it, those wooden logs or wooden bricks, right?
[00:11:56.740 --> 00:12:01.200]   And you're taking it up from the bottom and you're trying to put it onto the top.
[00:12:01.200 --> 00:12:07.740]   And this Jenga spiritual house is getting bigger and bigger as new people come to know
[00:12:07.740 --> 00:12:09.820]   Jesus.
[00:12:09.820 --> 00:12:13.980]   And we have to be very careful because it might tumble, right?
[00:12:13.980 --> 00:12:19.420]   That's not going to happen in our spiritual house because Jesus is building us up.
[00:12:19.420 --> 00:12:25.540]   Don't worry, this spiritual house will not collapse because Jesus is the foundation.
[00:12:25.540 --> 00:12:28.620]   His word is the foundation.
[00:12:28.620 --> 00:12:35.180]   And so the second thing that we see is God's grace is that we are part of this spiritual
[00:12:35.180 --> 00:12:37.900]   house that is being built up.
[00:12:37.900 --> 00:12:41.140]   And we also partake upon it.
[00:12:41.140 --> 00:12:49.100]   We need to submit to the body of Christ as we are part of his spiritual house.
[00:12:49.100 --> 00:12:55.620]   And so the next thing we see is that we are priests in the same temple.
[00:12:55.620 --> 00:12:58.200]   So firstly, we are of the same family.
[00:12:58.200 --> 00:13:01.220]   The second thing is we are stones of the same house.
[00:13:01.220 --> 00:13:05.840]   And thirdly, we are priests in the same temple.
[00:13:05.840 --> 00:13:08.100]   And so let's read the next passage together.
[00:13:08.100 --> 00:13:13.160]   And you yourselves, like living stones, are being built up as a spiritual house to be
[00:13:13.160 --> 00:13:20.180]   a holy priesthood, to offer spiritual sacrifices acceptable to God.
[00:13:20.180 --> 00:13:26.940]   But you are a chosen race, in verse 9, a royal priesthood, a holy nation, a people for his
[00:13:26.940 --> 00:13:34.180]   own possession that you may proclaim his excellencies of him who called you out of darkness into
[00:13:34.180 --> 00:13:36.480]   his marvelous light.
[00:13:36.480 --> 00:13:38.240]   So what is a priest?
[00:13:38.240 --> 00:13:42.880]   You guys can type into the chat, what is a priest?
[00:13:42.880 --> 00:13:45.720]   What is a royal priesthood?
[00:13:45.720 --> 00:13:47.700]   Any ideas?
[00:13:47.700 --> 00:13:53.600]   What is the role or the occupation or the job of a priest?
[00:13:53.600 --> 00:13:55.640]   What is a priest?
[00:13:55.640 --> 00:13:56.640]   Any ideas?
[00:13:56.640 --> 00:13:58.520]   Type in the chat for me.
[00:13:58.520 --> 00:14:02.000]   What is the role or a job of a priest?
[00:14:02.000 --> 00:14:04.240]   Okay, Julian, very good.
[00:14:04.240 --> 00:14:11.360]   He mediates between us and God, one who is set apart, very good, serving God.
[00:14:11.360 --> 00:14:14.080]   Yeah, these are excellent.
[00:14:14.080 --> 00:14:22.000]   That is exactly what a priest should do, perform sacrifices as offerings to preach.
[00:14:22.000 --> 00:14:23.200]   Absolutely.
[00:14:23.200 --> 00:14:26.240]   These are all what a priest should do.
[00:14:26.240 --> 00:14:34.480]   And so God's grace is that we have been called to be a holy and royal priesthood.
[00:14:34.480 --> 00:14:38.280]   Before it was just the line of the Levites, right?
[00:14:38.280 --> 00:14:44.320]   They, a specific tribe within Israel, they were called to be priests, to be mediators
[00:14:44.320 --> 00:14:48.800]   between them and the rest of the other tribes.
[00:14:48.800 --> 00:14:53.580]   Before, they were called to make sacrifices on behalf of the people.
[00:14:53.580 --> 00:15:00.520]   But now we are called to be a holy and royal priesthood.
[00:15:00.520 --> 00:15:06.360]   And what Jesus calls us to do, and what Peter specifically calls us to do now is that we
[00:15:06.360 --> 00:15:14.360]   must offer spiritual sacrifices acceptable to God through Jesus Christ.
[00:15:14.360 --> 00:15:15.360]   Let's add to that.
[00:15:15.360 --> 00:15:21.880]   What do you think are spiritual sacrifices acceptable to God through Jesus Christ that
[00:15:21.880 --> 00:15:24.760]   now we as Christians offer?
[00:15:24.760 --> 00:15:33.320]   Obviously, you know, we're not bringing our goats and our lambs to our online Zoom services
[00:15:33.320 --> 00:15:40.680]   and offering them as blood sacrifices and sin offerings to the Lord because now we have
[00:15:40.680 --> 00:15:42.400]   Jesus Christ.
[00:15:42.400 --> 00:15:49.280]   And so what are spiritual sacrifices that we need to offer?
[00:15:49.280 --> 00:15:50.280]   That's very good.
[00:15:50.280 --> 00:15:51.760]   Confession, absolutely.
[00:15:51.760 --> 00:15:54.320]   Confession, obedience.
[00:15:54.320 --> 00:15:55.320]   Very good.
[00:15:55.320 --> 00:15:56.560]   Wow, you guys should be preaching this.
[00:15:56.560 --> 00:15:57.560]   You know, not me.
[00:15:57.560 --> 00:15:58.560]   You guys are excellent.
[00:15:58.560 --> 00:15:59.720]   Yeah, come on.
[00:15:59.720 --> 00:16:00.720]   Keep adding to that.
[00:16:00.720 --> 00:16:02.080]   What else?
[00:16:02.080 --> 00:16:07.460]   What else are spiritual sacrifices that we can offer to the Lord that can be acceptable
[00:16:07.460 --> 00:16:08.460]   to Him?
[00:16:08.460 --> 00:16:11.440]   What do you guys think?
[00:16:11.440 --> 00:16:12.880]   Any others?
[00:16:12.880 --> 00:16:15.320]   Our own way of doing things.
[00:16:15.320 --> 00:16:16.320]   That's interesting.
[00:16:16.320 --> 00:16:18.200]   What do you mean by that, Michelle?
[00:16:18.200 --> 00:16:19.880]   What do you mean by that?
[00:16:19.880 --> 00:16:20.880]   Any others?
[00:16:20.880 --> 00:16:21.880]   Obedience.
[00:16:21.880 --> 00:16:22.880]   Okay.
[00:16:22.880 --> 00:16:25.240]   How we live our lives.
[00:16:25.240 --> 00:16:26.440]   Yes, absolutely.
[00:16:26.440 --> 00:16:32.000]   Jesus says, or Paul says in Romans 8 that we are living sacrifices.
[00:16:32.000 --> 00:16:33.000]   Right?
[00:16:33.000 --> 00:16:34.000]   Worship.
[00:16:34.000 --> 00:16:35.000]   Absolutely.
[00:16:35.000 --> 00:16:36.000]   Very good.
[00:16:36.000 --> 00:16:39.520]   Oh, Anthony, you've been learning a lot in your seminary classes.
[00:16:39.520 --> 00:16:44.960]   Let's look at the next slide and it'll give us some ways that we can offer sacrifices
[00:16:44.960 --> 00:16:45.960]   to the Lord.
[00:16:45.960 --> 00:16:46.960]   Prayer.
[00:16:46.960 --> 00:16:47.960]   As we pray.
[00:16:47.960 --> 00:16:48.960]   Right?
[00:16:48.960 --> 00:16:52.400]   Prayer is a pleasing aroma to the Lord.
[00:16:52.400 --> 00:16:56.280]   Prayer is our way of saying that we submit to you, Lord.
[00:16:56.280 --> 00:16:58.840]   That we ask your will to be done.
[00:16:58.840 --> 00:17:03.520]   As we praise the Lord, just like Paul and the team led us in praise.
[00:17:03.520 --> 00:17:07.040]   That is offering spiritual sacrifices to the Lord.
[00:17:07.040 --> 00:17:09.440]   Michelle, you know, she said, obedience.
[00:17:09.440 --> 00:17:14.240]   And that we need to offer ourselves as living sacrifices.
[00:17:14.240 --> 00:17:19.920]   We can offer ourselves through time as we serve the Lord.
[00:17:19.920 --> 00:17:20.920]   Right?
[00:17:20.920 --> 00:17:23.480]   As we spend time helping those around us.
[00:17:23.480 --> 00:17:25.480]   Loving our neighbors.
[00:17:25.480 --> 00:17:27.160]   Honoring our parents.
[00:17:27.160 --> 00:17:28.160]   We can tithe.
[00:17:28.160 --> 00:17:29.160]   Right?
[00:17:29.160 --> 00:17:31.580]   We can offer our offerings of tithe.
[00:17:31.580 --> 00:17:34.960]   Pastor John said we can offer, you know, through FPS.
[00:17:34.960 --> 00:17:35.960]   Right?
[00:17:35.960 --> 00:17:40.800]   That is one of the ways that we can offer spiritual sacrifices to the Lord.
[00:17:40.800 --> 00:17:42.420]   Our talents, obviously.
[00:17:42.420 --> 00:17:45.780]   Each of you have been blessed with many talents.
[00:17:45.780 --> 00:17:47.460]   It could be musical.
[00:17:47.460 --> 00:17:49.860]   It could be, you know, service.
[00:17:49.860 --> 00:17:50.860]   Right?
[00:17:50.860 --> 00:17:51.980]   It could be encouragement.
[00:17:51.980 --> 00:17:54.020]   It could be our heart.
[00:17:54.020 --> 00:17:55.020]   Absolutely.
[00:17:55.020 --> 00:17:58.580]   We can offer our hearts to the Lord as well.
[00:17:58.580 --> 00:18:03.900]   And we can also offer our testimony as spiritual sacrifice to the Lord.
[00:18:03.900 --> 00:18:05.180]   Pleasing to him.
[00:18:05.180 --> 00:18:10.660]   As we share with others what God has done in and through our lives.
[00:18:10.660 --> 00:18:12.620]   Just like Ken shared today.
[00:18:12.620 --> 00:18:15.440]   What God has done in and through his life.
[00:18:15.440 --> 00:18:17.060]   He was once lonely.
[00:18:17.060 --> 00:18:24.540]   And now he has found a relationship with God and a community with his church.
[00:18:24.540 --> 00:18:26.100]   Our church.
[00:18:26.100 --> 00:18:33.740]   And so, number three was that we are a spiritual priest.
[00:18:33.740 --> 00:18:37.420]   Holy and royal of the same temple.
[00:18:37.420 --> 00:18:42.140]   And finally, we are citizens of the same nation.
[00:18:42.140 --> 00:18:45.920]   Citizens of the same nation.
[00:18:45.920 --> 00:18:47.700]   It's amazing, right?
[00:18:47.700 --> 00:18:52.620]   That we can be part of the same nation.
[00:18:52.620 --> 00:18:55.500]   We have, we might all have different passports.
[00:18:55.500 --> 00:18:56.500]   Right?
[00:18:56.500 --> 00:18:58.380]   We might have British passports.
[00:18:58.380 --> 00:19:00.140]   We might have Hong Kong passports.
[00:19:00.140 --> 00:19:01.900]   I have a Canadian passport.
[00:19:01.900 --> 00:19:02.900]   Right?
[00:19:02.900 --> 00:19:04.380]   Some of you have other passports.
[00:19:04.380 --> 00:19:06.500]   Might be Australian.
[00:19:06.500 --> 00:19:11.100]   But we are all part of God's family.
[00:19:11.100 --> 00:19:12.500]   God's nation.
[00:19:12.500 --> 00:19:15.140]   We have a spiritual passport.
[00:19:15.140 --> 00:19:18.380]   And we're going to look at the last passage for us today.
[00:19:18.380 --> 00:19:21.180]   That you are a chosen people.
[00:19:21.180 --> 00:19:22.340]   A royal priesthood.
[00:19:22.340 --> 00:19:23.900]   A holy nation.
[00:19:23.900 --> 00:19:25.500]   God's special possession.
[00:19:25.500 --> 00:19:32.180]   That you may declare the praises of him who called you out of darkness into his wonderful
[00:19:32.180 --> 00:19:33.460]   light.
[00:19:33.460 --> 00:19:38.000]   Once you were not a people, but now you are a people of God.
[00:19:38.000 --> 00:19:44.380]   Once you had not received mercy, but now you have received mercy.
[00:19:44.380 --> 00:19:48.540]   And so we see here God's grace in the next slide.
[00:19:48.540 --> 00:19:52.540]   God's grace is that he has chosen us.
[00:19:52.540 --> 00:19:54.540]   He has chosen you.
[00:19:54.540 --> 00:19:55.660]   Me.
[00:19:55.660 --> 00:19:57.620]   All the people that you see on Zoom.
[00:19:57.620 --> 00:19:59.300]   And the people that you don't see on Zoom.
[00:19:59.300 --> 00:20:03.660]   Who only turn on, you know, who don't turn on their videos.
[00:20:03.660 --> 00:20:08.940]   Those people are also part of God's chosen nation.
[00:20:08.940 --> 00:20:10.380]   You're a royal priesthood.
[00:20:10.380 --> 00:20:12.740]   We are a holy nation.
[00:20:12.740 --> 00:20:18.860]   God has set us apart for his royal and holy purposes.
[00:20:18.860 --> 00:20:23.700]   Peter says that we are God's special possession.
[00:20:23.700 --> 00:20:29.900]   Once we were not a part of God's people, we were strangers.
[00:20:29.900 --> 00:20:31.620]   We were foreigners.
[00:20:31.620 --> 00:20:34.780]   But now God has accepted us.
[00:20:34.780 --> 00:20:40.820]   How amazing is that feeling when somebody new accepts us into his family.
[00:20:40.820 --> 00:20:44.340]   When we have a meal together.
[00:20:44.340 --> 00:20:51.060]   I remember when I first flew to New Zealand, I met some people on the plane to New Zealand.
[00:20:51.060 --> 00:20:54.220]   New Zealanders, Kiwis are the friendliest people.
[00:20:54.220 --> 00:20:58.020]   These people invited me over to their house to have a meal.
[00:20:58.020 --> 00:20:59.980]   We've just met on the plane.
[00:20:59.980 --> 00:21:01.460]   And they're like, come over.
[00:21:01.460 --> 00:21:06.700]   And you feel like you're a part of a family.
[00:21:06.700 --> 00:21:09.380]   You're a part of God's people.
[00:21:09.380 --> 00:21:15.860]   Jesus says we were once not a part of his people, but we've been received as his people.
[00:21:15.860 --> 00:21:18.860]   We have mercy now.
[00:21:18.860 --> 00:21:22.140]   And so that is God's grace.
[00:21:22.140 --> 00:21:27.420]   And what must we do now that we are part of his family?
[00:21:27.420 --> 00:21:34.980]   It says here we need to declare the praises of him who called you out of darkness into
[00:21:34.980 --> 00:21:38.220]   his wonderful light.
[00:21:38.220 --> 00:21:42.460]   That is what we need to do as God's chosen people.
[00:21:42.460 --> 00:21:46.740]   Royal priesthood, a holy nation.
[00:21:46.740 --> 00:21:51.900]   And so we've been sharing tips towards sharing the good news.
[00:21:51.900 --> 00:21:58.300]   And we said that we need to have spiritual eyes to see the people around us who don't
[00:21:58.300 --> 00:22:00.380]   have Jesus.
[00:22:00.380 --> 00:22:03.140]   We need to connect with them, right?
[00:22:03.140 --> 00:22:09.100]   Through tennis, through music, maybe through financial talk, right?
[00:22:09.100 --> 00:22:11.700]   Maybe through walking our dogs together.
[00:22:11.700 --> 00:22:13.860]   We can connect with people that way.
[00:22:13.860 --> 00:22:19.380]   And as we connect with people through different things, we build trust.
[00:22:19.380 --> 00:22:26.580]   And people come to know Jesus because firstly, a lot of them know a Christian.
[00:22:26.580 --> 00:22:33.540]   And a Christian invites them to know Jesus through church, through different events.
[00:22:33.540 --> 00:22:39.880]   You know, what's amazing about Ken as we see Ken on the next slide is that he didn't believe
[00:22:39.880 --> 00:22:45.980]   in Jesus yet when he came to our summer college program.
[00:22:45.980 --> 00:22:50.060]   And he invited his friend, which was Justin.
[00:22:50.060 --> 00:22:53.900]   And Justin, he saw that, oh, Justin had been dealing with certain issues.
[00:22:53.900 --> 00:22:57.160]   He was dealing with certain relationship issues.
