
[00:00:00.000 --> 00:00:06.000]  我們要講的題目是 崇拜如何祝福我們的人生
[00:06:50.000 --> 00:06:57.000]  以至你真的是知道你是多麼的尊貴
[00:06:57.000 --> 00:07:03.000]  你的一生可以活得更好 是因為他 是因為神
[00:07:03.000 --> 00:07:06.000]  但是你要懂得怎麼樣與他同行
[00:07:06.000 --> 00:07:09.000]  懂得怎麼樣 這是兩大原因
[00:07:09.000 --> 00:07:16.000]  今天的題目是講 崇拜如何祝福我們的人生
[00:07:16.000 --> 00:07:18.000]  所以這裡有兩個很重要的觀念
[00:07:18.000 --> 00:07:21.000]  想要今天跟大家談的
[00:07:21.000 --> 00:07:24.000]  大家仔細地研究一下這個題目
[00:07:24.000 --> 00:07:27.000]  崇拜如何祝福我們的人生
[00:07:27.000 --> 00:07:31.000]  這裡牽涉到兩個觀念
[00:07:31.000 --> 00:07:34.000]  崇拜跟人生
[00:07:34.000 --> 00:07:37.000]  崇拜如何祝福你人生 崇拜跟人生
[00:07:37.000 --> 00:07:40.000]  我們先看人生
[00:07:40.000 --> 00:07:44.000]  人生的問題是什麼呢
[00:07:44.000 --> 00:07:47.000]  我簡單地歸納總結
[00:07:47.000 --> 00:07:49.000]  人生的問題就是
[00:07:49.000 --> 00:07:52.000]  一 走錯了路
[00:07:52.000 --> 00:07:54.000]  不知道什麼原因
[00:07:54.000 --> 00:07:56.000]  中學的時候交了壞朋友
[00:07:56.000 --> 00:07:59.000]  然後就跟著群朋友一直走
[00:07:59.000 --> 00:08:02.000]  然後本來你的路不是這樣走的
[00:08:02.000 --> 00:08:05.000]  你跟著他走就走錯了路
[00:08:05.000 --> 00:08:09.000]  然後三十歲的時候你回頭看
[00:08:09.000 --> 00:08:14.000]  你就詫異 為什麼會落到今天這副田地
[00:08:14.000 --> 00:08:17.000]  走錯了路
[00:08:17.000 --> 00:08:21.000]  第二 就是以為走對了路
[00:08:21.000 --> 00:08:23.000]  就是一直在走的時候
[00:08:23.000 --> 00:08:25.000]  你還以為你走對了路
[00:08:25.000 --> 00:08:29.000]  你覺得人生就是應該這樣規劃的嗎
[00:08:29.000 --> 00:08:32.000]  讀書畢業 結婚 找工作
[00:08:32.000 --> 00:08:35.000]  然後盡量地提升自己的生活素質
[00:08:35.000 --> 00:08:37.000]  就是應該這樣做的
[00:08:37.000 --> 00:08:40.000]  然後做做兩三年就跳槽
[00:08:40.000 --> 00:08:46.000]  跳槽能夠再加薪 再跳槽
[00:08:46.000 --> 00:08:48.000]  就算要出差也在所不惜
[00:08:48.000 --> 00:08:51.000]  就算一年裡面百分之五十的時間
[00:08:51.000 --> 00:08:54.000]  不在自己的家人旁邊也沒關係
[00:08:54.000 --> 00:08:57.000]  反正人人都這麼做
[00:08:57.000 --> 00:09:01.000]  以為自己在走對了路
[00:09:01.000 --> 00:09:05.000]  就跟自己的配偶的關係越來越疏離
[00:09:05.000 --> 00:09:14.000]  結果回家的時候孩子都不認得你
[00:09:14.000 --> 00:09:19.000]  這已經不是最嚴重的情況
[00:09:19.000 --> 00:09:24.000]  以為走對了路是因為我們沒有上帝的真理
[00:09:24.000 --> 00:09:27.000]  在教導我們哪一條是正確的路
[00:09:27.000 --> 00:09:30.000]  所以這是人生的一個問題
[00:09:30.000 --> 00:09:33.000]  一個是走錯路 一個是以為自己走對路
[00:09:33.000 --> 00:09:35.000]  第三是什麼呢
[00:09:35.000 --> 00:09:39.000]  第三是知道了走錯路 但無可奈何
[00:09:39.000 --> 00:09:44.000]  知道 我知道我走錯路 但是我能怎樣呢
[00:09:44.000 --> 00:09:48.000]  我不能怎樣 我無奈
[00:09:48.000 --> 00:09:51.000]  我無法離開這個困局了
[00:09:51.000 --> 00:09:57.000]  我已經被困住了
[00:09:57.000 --> 00:10:04.000]  我走不出去 你要我怎樣 我還能怎樣
[00:10:04.000 --> 00:10:09.000]  知道走錯路 我寧可不知道
[00:10:09.000 --> 00:10:11.000]  享受美酒吧
[00:10:11.000 --> 00:10:15.000]  多喝了我就不用去想
[00:10:15.000 --> 00:10:23.000]  這個我無法改變的情況
[00:10:23.000 --> 00:10:25.000]  人生的無奈
[00:10:25.000 --> 00:10:28.000]  所以聖經說
[00:10:28.000 --> 00:10:30.000]  聖經說 這是耶穌說的
[00:10:30.000 --> 00:10:36.000]  盜賊來無非要偷竊 殺害 毀壞
[00:10:36.000 --> 00:10:39.000]  這是講人生
[00:10:39.000 --> 00:10:46.000]  人生本來是有一條挺美好的路可以走的
[00:10:46.000 --> 00:10:48.000]  但是耶穌告訴我們
[00:10:48.000 --> 00:10:56.000]  在人生裡面不只是有人跟神還有魔鬼
[00:10:56.000 --> 00:10:59.000]  魔鬼就是人生的盜賊
[00:10:59.000 --> 00:11:02.000]  他通過不同的途徑
[00:11:02.000 --> 00:11:04.000]  想要讓你走錯路
[00:11:04.000 --> 00:11:07.000]  想要讓你走進去一個困局
[00:11:07.000 --> 00:11:12.000]  他來是要偷竊 殺害 毀壞
[00:11:12.000 --> 00:11:15.000]  有沒有人知道這段經文
[00:11:15.000 --> 00:11:19.000]  它背後的一個故事 一個場景是什麼呢
[00:11:19.000 --> 00:11:22.000]  是耶穌在講什麼呢
[00:11:22.000 --> 00:11:24.000]  牧羊人 對嗎
[00:11:24.000 --> 00:11:26.000]  在養一群羊
[00:11:26.000 --> 00:11:31.000]  當時候在中東地區
[00:11:31.000 --> 00:11:34.000]  在那個時候他們養的羊是
[00:11:34.000 --> 00:11:39.000]  把不同牧羊人的羊都放在一個羊棚裡面
[00:11:39.000 --> 00:11:41.000]  在晚上的時候
[00:11:41.000 --> 00:11:42.000]  就把它關起來
[00:11:42.000 --> 00:11:46.000]  然後有一個人守門
[00:11:46.000 --> 00:11:50.000]  所以羊在裡面
[00:11:50.000 --> 00:11:54.000]  他們不同的牧羊人在別的地方
[00:11:54.000 --> 00:11:57.000]  牧羊人來的時候
[00:11:57.000 --> 00:11:59.000]  他如果要找自己的羊
[00:11:59.000 --> 00:12:03.000]  他就進來叫他們的名字
[00:12:03.000 --> 00:12:07.000]  他已經給自己的羊有名字了
[00:12:07.000 --> 00:12:09.000]  這裡沒有Peter
[00:12:09.000 --> 00:12:12.000]  Peter Mary
[00:12:12.000 --> 00:12:13.000]  如果我不小心叫了你名字
[00:12:13.000 --> 00:12:16.000]  你不要誤會
[00:12:16.000 --> 00:12:19.000]  那些羊認得自己牧羊人的聲音
[00:12:19.000 --> 00:12:21.000]  就會認他
[00:12:21.000 --> 00:12:23.000]  因為他認得他聲音
[00:12:23.000 --> 00:12:26.000]  有些要來偷羊的
[00:12:26.000 --> 00:12:29.000]  不從門進來
[00:12:29.000 --> 00:12:31.000]  就想辦法進來
[00:12:31.000 --> 00:12:36.000]  挖個洞 拆壞籬笆
[00:12:36.000 --> 00:12:38.000]  就進來
[00:12:38.000 --> 00:12:39.000]  聖經在第十章說
[00:12:39.000 --> 00:12:44.000]  羊看見是僧人就逃跑了
[00:12:44.000 --> 00:12:46.000]  這裡要告訴我們什麼呢
[00:12:46.000 --> 00:12:48.000]  耶穌最後說什麼呢
[00:12:48.000 --> 00:12:51.000]  我是那個門
[00:12:51.000 --> 00:12:54.000]  每個人都從我這裡經過來
[00:12:54.000 --> 00:12:55.000]  他在講什麼呢
[00:12:55.000 --> 00:12:58.000]  我才是永生
[00:12:58.000 --> 00:12:59.000]  沒關係
[00:12:59.000 --> 00:13:00.000]  最主要是什麼
[00:13:00.000 --> 00:13:06.000]  最主要是有盜賊想要來毀壞你的生命
[00:13:06.000 --> 00:13:08.000]  這個是聖經告訴我們的真理
[00:13:08.000 --> 00:13:10.000]  所以有些人會走錯路
[00:13:10.000 --> 00:13:13.000]  有些人會以為自己走對路
[00:13:13.000 --> 00:13:15.000]  有些人知道自己走錯路
[00:13:15.000 --> 00:13:18.000]  反而也更痛苦
[00:13:18.000 --> 00:13:20.000]  但是呢
[00:13:20.000 --> 00:13:22.000]  這句話還有下一句
[00:13:22.000 --> 00:13:23.000]  耶穌說的
[00:13:23.000 --> 00:13:25.000]  神應許的人生
[00:13:25.000 --> 00:13:27.000]  你們發現剛才我們讀的詩篇
[00:13:27.000 --> 00:13:30.000]  講到你們是我的羊
[00:13:30.000 --> 00:13:32.000]  那個是一千年前
[00:13:32.000 --> 00:13:34.000]  耶穌來之前的一千年
[00:13:34.000 --> 00:13:36.000]  也就是三千年了
[00:13:36.000 --> 00:13:40.000]  上帝感動大衛寫的詩篇
[00:13:40.000 --> 00:13:42.000]  然後在大衛寫的詩篇
[00:13:42.000 --> 00:13:43.000]  一千年後
[00:13:43.000 --> 00:13:45.000]  耶穌他講這句話
[00:13:45.000 --> 00:13:46.000]  他說
[00:13:46.000 --> 00:13:49.000]  我來了是要叫羊得生命
[00:13:49.000 --> 00:13:51.000]  並且得得更豐盛
[00:13:51.000 --> 00:13:53.000]  這句話大家都很熟
[00:13:53.000 --> 00:13:56.000]  但是上帝要應許的人生是豐盛的人生
[00:13:56.000 --> 00:13:57.000]  是精彩的人生
[00:13:57.000 --> 00:13:59.000]  是有意義的人生
[00:13:59.000 --> 00:14:01.000]  是不需要跟別人比較的人生
[00:14:01.000 --> 00:14:05.000]  記不記得財乾的比喻
[00:14:05.000 --> 00:14:07.000]  僕人的比喻
[00:14:07.000 --> 00:14:08.000]  有些人有一千兩
[00:14:08.000 --> 00:14:09.000]  有些人兩千兩
[00:14:09.000 --> 00:14:11.000]  有些人五千兩
[00:14:11.000 --> 00:14:12.000]  得到的贊賞
[00:14:12.000 --> 00:14:14.000]  如果他們忠心的話
[00:14:14.000 --> 00:14:15.000]  都是一樣的
[00:14:15.000 --> 00:14:18.000]  所以每個人都不用跟別人比較
[00:14:18.000 --> 00:14:20.000]  如果忠心的話
[00:14:20.000 --> 00:14:23.000]  就能夠進來享受主人的快樂
[00:14:23.000 --> 00:14:25.000]  都是豐盛的人生
[00:14:25.000 --> 00:14:28.000]  都是豐盛有意義跟精彩的人生
[00:14:28.000 --> 00:14:30.000]  所以我們一定要小心
[00:14:30.000 --> 00:14:33.000]  魔鬼怎麼樣奪取你的平安呢?
[00:14:33.000 --> 00:14:36.000]  魔鬼奪取你的平安的其中一個方法
[00:14:36.000 --> 00:14:39.000]  是你要跟別人比較
[00:14:39.000 --> 00:14:40.000]  比較的方法
[00:14:40.000 --> 00:14:41.000]  比較的心態
[00:14:41.000 --> 00:14:46.000]  也是魔鬼想要你失去平安的方法
[00:14:46.000 --> 00:14:49.000]  上帝要你知道你是屬於他的
[00:14:49.000 --> 00:14:51.000]  你生命中的福分
[00:14:51.000 --> 00:14:53.000]  他為你所定的
[00:14:53.000 --> 00:14:56.000]  那麼我們再看
[00:14:56.000 --> 00:14:58.000]  神應許的人生是豐盛人生
[00:14:58.000 --> 00:15:01.000]  有些人就說難道不會走錯路嗎?
[00:15:01.000 --> 00:15:02.000]  不是!
[00:15:02.000 --> 00:15:05.000]  上帝應許的人生是什麼呢?
[00:15:05.000 --> 00:15:07.000]  因為我們都不完美
[00:15:07.000 --> 00:15:09.000]  我們一定會有走錯路的機會
[00:15:09.000 --> 00:15:12.000]  跟走錯路的可能
[00:15:12.000 --> 00:15:14.000]  但是上帝所應許的人生
[00:15:14.000 --> 00:15:16.000]  豐盛的人生是什麼呢?
[00:15:16.000 --> 00:15:19.000]  即使你走錯了路
[00:15:19.000 --> 00:15:23.000]  還能活出豐盛有意義喜樂的人生
[00:15:23.000 --> 00:15:25.000]  這是上帝所應許的
[00:15:25.000 --> 00:15:28.000]  那崇拜怎麼樣祝福我們這方面呢?
[00:15:28.000 --> 00:15:30.000]  我們要看了
[00:15:30.000 --> 00:15:32.000]  崇拜的兩大原因剛才我們講了
[00:15:32.000 --> 00:15:37.000]  但是崇拜是如何祝福我們的人生呢?
[00:15:37.000 --> 00:15:39.000]  我們要瞭解這個答案
[00:15:39.000 --> 00:15:40.000]  我們就要瞭解
[00:15:40.000 --> 00:15:42.000]  什麼是一個崇拜
[00:15:42.000 --> 00:15:44.000]  完整的崇拜
[00:15:44.000 --> 00:15:48.000]  完整的崇拜有五大因素
[00:15:48.000 --> 00:15:50.000]  有認罪悔改
[00:15:50.000 --> 00:15:52.000]  有敬拜贊美
[00:15:52.000 --> 00:15:53.000]  有聆聽主言
[00:15:53.000 --> 00:15:55.000]  有奉獻勵志
[00:15:55.000 --> 00:15:57.000]  有祝福差遣
[00:15:57.000 --> 00:15:58.000]  我希望弟兄姐妹
[00:15:58.000 --> 00:15:59.000]  你從此之後
[00:15:59.000 --> 00:16:01.000]  你參加每一個崇拜
[00:16:01.000 --> 00:16:03.000]  你都明白這五個因素
[00:16:03.000 --> 00:16:05.000]  你好好地參加一個崇拜
[00:16:05.000 --> 00:16:09.000]  享受上帝為你預備的崇拜
[00:16:09.000 --> 00:16:11.000]  上帝不是為教會預備崇拜
[00:16:11.000 --> 00:16:15.000]  是為你預備這個崇拜
[00:16:15.000 --> 00:16:17.000]  第一我們看認罪悔改
[00:16:17.000 --> 00:16:20.000]  每次來到教會的時候
[00:16:20.000 --> 00:16:22.000]  我鼓勵你第一件事情
[00:16:22.000 --> 00:16:25.000]  先在上帝面前認罪
[00:16:25.000 --> 00:16:28.000]  我們是一個鼠鄰溫馨鼠鄰的大家庭
[00:16:28.000 --> 00:16:30.000]  來的時候當然打打招呼
[00:16:30.000 --> 00:16:31.000]  好久不見了
[00:16:31.000 --> 00:16:32.000]  一個星期不見
[00:16:32.000 --> 00:16:33.000]  兩個星期打招呼
[00:16:33.000 --> 00:16:34.000]  但是呢
[00:16:34.000 --> 00:16:35.000]  打完招呼之後呢
[00:16:35.000 --> 00:16:39.000]  快快去找一個地方安靜地坐下
[00:16:39.000 --> 00:16:40.000]  在那面前呢
[00:16:40.000 --> 00:16:46.000]  先在上帝面前認罪悔改
[00:16:46.000 --> 00:16:49.000]  上帝知道我們不完美
[00:16:49.000 --> 00:16:52.000]  上帝知道我們需要祂的救贖
[00:16:52.000 --> 00:16:56.000]  那些已經承認耶穌是自己的救主的人
[00:16:56.000 --> 00:16:58.000]  已經得救了
[00:16:58.000 --> 00:17:00.000]  感謝贊美神
[00:17:00.000 --> 00:17:02.000]  但是我們還不完美
[00:17:02.000 --> 00:17:03.000]  我們是蒙恩的罪人
[00:17:03.000 --> 00:17:06.000]  我們還會犯罪
[00:17:06.000 --> 00:17:09.000]  你知不知道在聖經裡面
[00:17:09.000 --> 00:17:12.000]  有一個教導以後我要講得更清楚的
[00:17:12.000 --> 00:17:15.000]  就是如果我們生命中還有罪呢
[00:17:15.000 --> 00:17:19.000]  我們很難禱告
[00:17:19.000 --> 00:17:21.000]  聖經說如果我們的心
[00:17:21.000 --> 00:17:25.000]  還是懷著想犯罪的意念
[00:17:25.000 --> 00:17:31.000]  上帝不垂聽我們的禱告
[00:17:31.000 --> 00:17:34.000]  很多人知道一件事情就是
[00:17:34.000 --> 00:17:37.000]  我要靠上帝來過我的人生
[00:17:37.000 --> 00:17:40.000]  我要靠上帝來幫助我
[00:17:40.000 --> 00:17:42.000]  所以我要禱告
[00:17:42.000 --> 00:17:43.000]  但是很少基督徒呢
[00:17:43.000 --> 00:17:46.000]  意識到聖經有說到這句話
[00:17:46.000 --> 00:17:47.000]  就是什麼呢
[00:17:47.000 --> 00:17:54.000]  就是如果我們心中還不願意放下犯罪的意念
[00:17:54.000 --> 00:17:58.000]  我們的禱告上帝不聽
[00:17:58.000 --> 00:18:01.000]  不是說我們不會再犯錯
[00:18:01.000 --> 00:18:04.000]  但是如果還懷著不肯悔改的意念
[00:18:04.000 --> 00:18:07.000]  那是兩回事
[00:18:07.000 --> 00:18:09.000]  怎麼可能這麼矛盾的一件事情呢
[00:18:09.000 --> 00:18:11.000]  你還想著犯罪
[00:18:11.000 --> 00:18:14.000]  然後你意另外一方面還跟上帝
[00:18:14.000 --> 00:18:16.000]  你幫我啦
[00:18:16.000 --> 00:18:20.000]  上帝要先處理你跟他的關係
[00:18:20.000 --> 00:18:25.000]  聖經在西伯來書教導我們弟兄姐妹
[00:18:25.000 --> 00:18:30.000]  我們既然看見這麼多美好的基督徒的生命見證
[00:18:30.000 --> 00:18:32.000]  他們像什麼呢
[00:18:32.000 --> 00:18:35.000]  他們像是雲彩般的見證
[00:18:35.000 --> 00:18:38.000]  這麼多的見證
[00:18:38.000 --> 00:18:40.000]  有些人生病了
[00:18:40.000 --> 00:18:44.000]  但是他還仍然依然堅持來崇拜
[00:18:44.000 --> 00:18:45.000]  你看見了嗎
[00:18:45.000 --> 00:18:48.000]  你看見了記在心裡
[00:18:48.000 --> 00:18:50.000]  這是見證
[00:18:50.000 --> 00:18:54.000]  有些人在經歷化療
[00:18:54.000 --> 00:18:56.000]  但是他精神還夠的話
[00:18:56.000 --> 00:19:00.000]  他還來參加崇拜團慶
[00:19:00.000 --> 00:19:01.000]  你看到嗎
[00:19:01.000 --> 00:19:03.000]  記在心裡
[00:19:03.000 --> 00:19:05.000]  有些人要照顧三個孩子
[00:19:05.000 --> 00:19:07.000]  白天還要打一份工作
[00:19:07.000 --> 00:19:12.000]  但是沒有阻止他偉生侍奉神
[00:19:12.000 --> 00:19:13.000]  愛上帝
[00:19:13.000 --> 00:19:16.000]  有機會就跟人家講耶穌
[00:19:16.000 --> 00:19:17.000]  你看到嗎
[00:19:17.000 --> 00:19:19.000]  記在心裡
[00:19:19.000 --> 00:19:23.000]  這些都是雲彩般的見證
[00:19:23.000 --> 00:19:25.000]  聖經說如果你看到這些雲白色的見證
[00:19:25.000 --> 00:19:27.000]  把它記在心裡
[00:19:27.000 --> 00:19:32.000]  脫去容易殘累我們的罪
[00:19:32.000 --> 00:19:36.000]  使到這些人的生命成為你生命中的鼓勵
[00:19:36.000 --> 00:19:38.000]  你想到你旁邊的弟兄姐妹
[00:19:38.000 --> 00:19:40.000]  這樣的愛主
[00:19:40.000 --> 00:19:42.000]  你就更有力量說
[00:19:42.000 --> 00:19:44.000]  我不要再犯罪
[00:19:44.000 --> 00:19:47.000]  來到上帝的家
[00:19:47.000 --> 00:19:48.000]  來到崇拜的時候
[00:19:48.000 --> 00:19:51.000]  先找一個地方安靜地禱告
[00:19:51.000 --> 00:19:55.000]  求聖靈提醒自己
[00:19:55.000 --> 00:19:57.000]  還有什麼隱而未現的罪
[00:19:57.000 --> 00:20:02.000]  沒有向上帝認罪的
[00:20:02.000 --> 00:20:04.000]  弟兄姐妹不要被惡者欺騙
[00:20:04.000 --> 00:20:06.000]  不要因為這件事情
[00:20:06.000 --> 00:20:09.000]  好像覺得上帝在責備你
[00:20:09.000 --> 00:20:11.000]  你們知不知道
[00:20:11.000 --> 00:20:15.000]  能夠認罪其實是一種恩典
[00:20:15.000 --> 00:20:18.000]  能夠有認罪重新再來的機會
[00:20:18.000 --> 00:20:20.000]  是上帝的恩典
[00:20:20.000 --> 00:20:22.000]  所以我們一定要抓住
[00:20:22.000 --> 00:20:26.000]  讓我們每次在崇拜前都認罪悔改
[00:20:26.000 --> 00:20:32.000]  以至我們能夠守潔心清地準備開始崇拜
[00:20:32.000 --> 00:20:35.000]  這是怎樣的呢?容易蠶雷人的
[00:20:35.000 --> 00:20:38.000]  你以為你玩玩火就可以了
[00:20:38.000 --> 00:20:41.000]  但是你很快就會發現
[00:20:41.000 --> 00:20:45.000]  火會反過來吞吃你
[00:20:45.000 --> 00:20:46.000]  蠶雷
[00:20:46.000 --> 00:20:49.000]  這蠶雷的罪
[00:20:49.000 --> 00:20:53.000]  會使你的心變成不愛神
[00:20:53.000 --> 00:20:55.000]  只愛世界
[00:20:55.000 --> 00:20:57.000]  只愛艷樂
[00:20:57.000 --> 00:20:59.000]  只愛舒適
[00:20:59.000 --> 00:21:02.000]  只愛上帝多走一里路
[00:21:02.000 --> 00:21:04.000]  所以第一個是認罪悔改
[00:21:04.000 --> 00:21:07.000]  借著認罪悔改我們會蒙到什麼祝福呢?
[00:21:07.000 --> 00:21:09.000]  我們的生命潔淨
[00:21:09.000 --> 00:21:10.000]  這是第一個祝福
[00:21:10.000 --> 00:21:12.000]  人生就可以重來
[00:21:12.000 --> 00:21:14.000]  不用帶著這麼多的垃圾
[00:21:14.000 --> 00:21:15.000]  再走人生路
[00:21:15.000 --> 00:21:16.000]  你想想看
