
[00:00:00.000 --> 00:00:02.000]  OK, 大家看到我的畫面了嗎?
[00:02:24.000 --> 00:02:32.000]  為什麼我們Community會有不同的Conflict
[00:02:32.000 --> 00:02:34.000]  What causes conflict?
[00:02:34.000 --> 00:02:38.000]  第一是可能不同的性格
[00:02:38.000 --> 00:02:40.000]  我們每個人都有不同的性格
[00:02:40.000 --> 00:02:44.000]  不同的性格就會有不同的Opinion
[00:02:44.000 --> 00:02:54.000]  我們看到有些人的性格可能很嚴
[00:02:54.000 --> 00:02:56.000]  有些人可能很輕鬆
[00:02:56.000 --> 00:03:02.000]  有些人可能覺得太輕鬆了,不行了
[00:03:02.000 --> 00:03:08.000]  你的Personality這麼輕鬆,不行了
[00:03:08.000 --> 00:03:14.000]  有時是不同的罪和驕傲
[00:03:14.000 --> 00:03:19.000]  驕傲是說我是對的,你是錯的
[00:03:19.000 --> 00:03:22.000]  那時就會有不同的Conflict
[00:03:22.000 --> 00:03:26.000]  我們很多不同的經驗或過去的傷痛
[00:03:26.000 --> 00:03:29.000]  都是會有一個Factor
[00:03:29.000 --> 00:03:33.000]  為什麼我們Community會有不同的Conflict
[00:03:33.000 --> 00:03:35.000]  Sharp disagreement
[00:03:35.000 --> 00:03:46.000]  有些人可能是屬靈和Emotionally沒有這麼Mature
[00:03:46.000 --> 00:03:51.000]  那時可能會有些Disagreement
[00:03:51.000 --> 00:03:53.000]  最後是Unforgiveness
[00:03:53.000 --> 00:03:56.000]  是一個原因我們有Conflict
[00:03:56.000 --> 00:04:03.000]  有些人是繼續沒有去饒恕第二個Party
[00:04:03.000 --> 00:04:07.000]  繼續會發生不同的Conflict
[00:04:07.000 --> 00:04:14.000]  這些是五個原因我們Community會有Conflict
[00:04:14.000 --> 00:04:20.000]  有Conflict時我們要學如何去Forgive
[00:04:20.000 --> 00:04:23.000]  我們先說Forgiveness
[00:04:23.000 --> 00:04:29.000]  Forgiveness根據一個Berkeley的教育定義
[00:04:29.000 --> 00:04:49.000]  Psychologist generally define forgiveness as a conscious, deliberate decision to release feelings of resentment and vengeance towards a person or a group who has harmed you, regardless of whether they actually deserve your forgiveness
[00:04:49.000 --> 00:04:54.000]  Psychologist說是一個deliberate decision
[00:04:54.000 --> 00:05:00.000]  放棄這些feelings of resentment
[00:05:00.000 --> 00:05:06.000]  對這個人去harm了你
[00:05:06.000 --> 00:05:13.000]  第二種定義是Releasing the burden or debt that is owed to you
[00:05:13.000 --> 00:05:19.000]  有人wrong了你,你覺得他是owe你一個apology
[00:05:19.000 --> 00:05:26.000]  可能他打爛了一個iPhone,或者對一個wrong act,他owe你something
[00:05:26.000 --> 00:05:32.000]  你Forgive他就是Releasing,放了這些Burden或Debt
[00:05:32.000 --> 00:05:36.000]  還有一個定義是很特別的
[00:05:36.000 --> 00:05:40.000]  Giving up my right to hurt you for hurting me
[00:05:40.000 --> 00:05:45.000]  我是Give up這個Right to hurt you
[00:05:45.000 --> 00:05:49.000]  My right to hurt you for hurting me
[00:05:49.000 --> 00:05:53.000]  這是不同的Definition of forgiveness
[00:05:53.000 --> 00:06:01.000]  我記得我之前未去香港,未移民去加拿大的時候
[00:06:01.000 --> 00:06:06.000]  左邊那個是我,你認不認得我?
[00:06:06.000 --> 00:06:13.000]  左邊是我,我右邊是我表哥
[00:06:13.000 --> 00:06:23.000]  我未移民去加拿大之前,我就在我表哥的家Stayover
[00:06:23.000 --> 00:06:30.000]  有一晚我整個家在那裏Stayover,去住在我表哥的家
[00:06:30.000 --> 00:06:36.000]  有一晚我去廁所,我表哥就睡在客廳裏
[00:06:36.000 --> 00:06:43.000]  我又要出去廁所,我一出去就看到他,他都起了床
[00:06:43.000 --> 00:06:47.000]  我出來的時候他就哭了
[00:06:47.000 --> 00:06:54.000]  我爸爸,我姑媽又出來
[00:06:54.000 --> 00:07:00.000]  他們就說Edward有什麼事?Johnny呀!
[00:07:00.000 --> 00:07:05.000]  他打開門,弄到我的手
[00:07:05.000 --> 00:07:12.000]  我就沒有理他,我還半睡,我回家睡覺
[00:07:12.000 --> 00:07:19.000]  我就有這個Oppression,impression of我的表哥
[00:07:19.000 --> 00:07:28.000]  我沒有打開門,去他的手,為什麼他會這樣說?
[00:07:28.000 --> 00:07:35.000]  15年後我就去了澳洲見他
[00:07:35.000 --> 00:07:39.000]  我之前沒有見過他15年
[00:07:39.000 --> 00:07:42.000]  我就有這個Oppression,impression of我的表哥
[00:07:42.000 --> 00:07:50.000]  我的表哥是不是這樣的人?是不是經常做壞事?
[00:07:50.000 --> 00:07:53.000]  Accusation of不同的事情
[00:07:53.000 --> 00:08:02.000]  我的決定不是去看我的表哥,而是去看這樣的人
[00:08:02.000 --> 00:08:05.000]  這樣做壞事的人
[00:08:05.000 --> 00:08:11.000]  我就放了他的Burden,去做這樣的人
[00:08:11.000 --> 00:08:19.000]  我就去到澳洲,我的心態是
[00:08:19.000 --> 00:08:23.000]  我好像第一次見他一樣
[00:08:23.000 --> 00:08:29.000]  我做朋友,認識一下他,看看他是誰,看看他是怎樣
[00:08:29.000 --> 00:08:32.000]  我就描述了他
[00:08:32.000 --> 00:08:38.000]  我們為什麼要Forgive呢?聖經有不同的原因
[00:08:38.000 --> 00:08:43.000]  第一,是因為神描述了我們
[00:08:43.000 --> 00:08:47.000]  我們在Ephesians 4:32說
[00:08:47.000 --> 00:08:54.000]  Be kind and compassionate to one another, forgiving each other, just as in Christ God forgave you
[00:08:54.000 --> 00:08:59.000]  保羅和耶福伯書說
[00:08:59.000 --> 00:09:04.000]  We need to forgive as Christ forgave us
[00:09:04.000 --> 00:09:07.000]  主耶穌描述了我們
[00:09:07.000 --> 00:09:11.000]  所以我們都要Forgive我們的朋友
[00:09:11.000 --> 00:09:14.000]  第二,我們看到
[00:09:14.000 --> 00:09:17.000]  If you forgive others, God will forgive you
[00:09:17.000 --> 00:09:22.000]  如果你描述人,神會描述你
[00:09:22.000 --> 00:09:27.000]  在14和15節,馬太福音說
[00:09:27.000 --> 00:09:35.000]  If you forgive other people when they sin against you, your heavenly father will also forgive you
[00:09:35.000 --> 00:09:42.000]  If you do not forgive others, their sins, your father will not forgive your sins
[00:09:42.000 --> 00:09:50.000]  這裡說,上帝不會Forgive你的罪惡
[00:09:50.000 --> 00:09:54.000]  如果你不Forgive,先Forgive others
[00:09:54.000 --> 00:10:00.000]  If you do not forgive others, your father will not forgive you
[00:10:00.000 --> 00:10:03.000]  上帝不會Forgive你的Sins
[00:10:03.000 --> 00:10:07.000]  所以我們要Forgive others
[00:10:07.000 --> 00:10:10.000]  第三,It is a command to forgive
[00:10:10.000 --> 00:10:15.000]  保羅說,Bear with one another
[00:10:15.000 --> 00:10:20.000]  If one of you has a complaint, forgive the other
[00:10:20.000 --> 00:10:24.000]  Just as God has forgiven you, you also must forgive
[00:10:24.000 --> 00:10:26.000]  這是一個Command
[00:10:26.000 --> 00:10:31.000]  神叫我們,保羅叫我們,Forgive one another
[00:10:31.000 --> 00:10:34.000]  We must forgive one another
[00:10:34.000 --> 00:10:39.000]  這是三個原因,為什麼我們要Forgive
[00:10:39.000 --> 00:10:43.000]  我們看看Different types of forgiveness
[00:10:43.000 --> 00:10:45.000]  有兩個Type of forgiveness
[00:10:45.000 --> 00:10:48.000]  第一,Full forgiveness
[00:10:48.000 --> 00:10:52.000]  Luke 17:3-4說
[00:10:52.000 --> 00:10:55.000]  If your brother sins, rebuke him
[00:10:55.000 --> 00:10:58.000]  If he repents, forgive him
[00:10:58.000 --> 00:11:07.000]  If he sins against you seven times a day, then turn to you seven times, saying, "I repent"
[00:11:07.000 --> 00:11:09.000]  You must forgive him
[00:11:09.000 --> 00:11:16.000]  這裡主耶穌說,如果你兄弟犯了罪
[00:11:16.000 --> 00:11:19.000]  然後向你Repent
[00:11:19.000 --> 00:11:22.000]  你就要去饒恕他
[00:11:22.000 --> 00:11:24.000]  You must forgive him
[00:11:24.000 --> 00:11:27.000]  這是一個Full forgiveness
[00:11:27.000 --> 00:11:33.000]  因為你的朋友求你去Repent
[00:11:33.000 --> 00:11:37.000]  你就一定要去饒恕他
[00:11:37.000 --> 00:11:39.000]  這是Full forgiveness
[00:11:39.000 --> 00:11:44.000]  When your friend or your brother,你的兄弟,是Repent
[00:11:44.000 --> 00:11:46.000]  這是Full forgiveness
[00:11:46.000 --> 00:11:50.000]  第二,我們看到是Unconditional forgiveness
[00:11:50.000 --> 00:11:53.000]  主耶穌和彼得說
[00:11:53.000 --> 00:12:00.000]  Lord, how often will my brother sin against me, and I forgive him?
[00:12:00.000 --> 00:12:02.000]  As many as seven times?
[00:12:02.000 --> 00:12:11.000]  Jesus said to him, I say to you, not seven times, but seventy times seven
[00:12:11.000 --> 00:12:14.000]  你們知不知道70x7是多少?
[00:12:14.000 --> 00:12:16.000]  有沒有Calculate過?
[00:12:16.000 --> 00:12:18.000]  419
[00:12:18.000 --> 00:12:22.000]  419, very good Gabriel
[00:12:22.000 --> 00:12:26.000]  這裡主耶穌和彼得說
[00:12:26.000 --> 00:12:29.000]  你不只是應該Forgive七次
[00:12:29.000 --> 00:12:31.000]  要Forgive多少次?
[00:12:31.000 --> 00:12:35.000]  Unlimited, unconditionally
[00:12:35.000 --> 00:12:39.000]  所以我們看到第二個Type of forgiveness
[00:12:39.000 --> 00:12:42.000]  是Unconditional forgiveness
[00:12:42.000 --> 00:12:45.000]  可能你的兄弟不Repent
[00:12:45.000 --> 00:12:48.000]  你還是要饒恕他
[00:12:48.000 --> 00:12:51.000]  你們都要Forgive他
[00:12:51.000 --> 00:12:56.000]  我們繼續看如何Forgive
[00:12:56.000 --> 00:12:58.000]  How do we forgive?
[00:12:58.000 --> 00:13:05.000]  第一,我們要求神給我們Strength for forgive
[00:13:05.000 --> 00:13:11.000]  我們要求神給我們Strength for forgive
[00:13:11.000 --> 00:13:15.000]  因為主耶穌是First forgive我們
[00:13:15.000 --> 00:13:18.000]  我們自己是有軟弱的
[00:13:18.000 --> 00:13:21.000]  我們自己沒有能力去Forgive
[00:13:21.000 --> 00:13:26.000]  我們要求神幫我們給能力去Forgive
[00:13:26.000 --> 00:13:30.000]  第二,我們要求神給我們智慧
[00:13:30.000 --> 00:13:34.000]  如何去Approach那個人去Wrong我們
[00:13:34.000 --> 00:13:38.000]  我們要求神給我們智慧
[00:13:38.000 --> 00:13:43.000]  第三,我們要Confront the one who has wronged us
[00:13:43.000 --> 00:13:47.000]  我們之前看了
[00:13:47.000 --> 00:13:53.000]  我們要Confront,去Rebuke
[00:13:53.000 --> 00:13:57.000]  主耶穌說我們要Rebuke那個人
[00:13:57.000 --> 00:13:59.000]  去Sin我們
[00:13:59.000 --> 00:14:01.000]  Who sinned against us
[00:14:01.000 --> 00:14:04.000]  So we must Confront that person
[00:14:04.000 --> 00:14:07.000]  第四,我們要Love
[00:14:07.000 --> 00:14:09.000]  要有愛心去Bless
[00:14:09.000 --> 00:14:13.000]  and do good to the one who has wronged you
[00:14:13.000 --> 00:14:16.000]  主耶穌說Love your enemies
[00:14:16.000 --> 00:14:19.000]  Do good to those who hate you
[00:14:19.000 --> 00:14:21.000]  Bless those who curse you
[00:14:21.000 --> 00:14:24.000]  and pray for those who mistreat you
[00:14:24.000 --> 00:14:27.000]  If someone slaps you on one cheek
[00:14:27.000 --> 00:14:31.000]  Turn them to the other also
[00:14:31.000 --> 00:14:35.000]  Do to others as you would have them do to you
[00:14:35.000 --> 00:14:40.000]  主耶穌說我們要愛我們的Enemy
[00:14:40.000 --> 00:14:42.000]  可能我們的Brother
[00:14:42.000 --> 00:14:47.000]  是做了不同的Sin against us
[00:14:47.000 --> 00:14:50.000]  但我們要Bless他們
[00:14:50.000 --> 00:14:52.000]  我們要Turn the other cheek
[00:14:52.000 --> 00:14:56.000]  So these are four ways that we can Forgive
[00:14:56.000 --> 00:15:01.000]  Four steps towards Forgiving our friend or our brother
[00:15:01.000 --> 00:15:04.000]  我記得我有一個朋友
[00:15:04.000 --> 00:15:08.000]  他經常Make fun of我
[00:15:08.000 --> 00:15:13.000]  他說Johnny你老了,你不行了
[00:15:13.000 --> 00:15:16.000]  你什麼什麼
[00:15:16.000 --> 00:15:20.000]  他差不多每天都Make fun of我
[00:15:20.000 --> 00:15:24.000]  我就跟他說
[00:15:24.000 --> 00:15:29.000]  你做我朋友,但你經常Make fun of我
[00:15:29.000 --> 00:15:31.000]  我覺得不是很好
[00:15:31.000 --> 00:15:34.000]  好像經常Put down我
[00:15:34.000 --> 00:15:36.000]  我就跟他說
[00:15:36.000 --> 00:15:40.000]  你可不可以不要經常Negative
[00:15:40.000 --> 00:15:42.000]  或者Put down我
[00:15:42.000 --> 00:15:46.000]  他慢慢就開始改變
[00:15:46.000 --> 00:15:49.000]  去Improve as a friend
[00:15:49.000 --> 00:15:54.000]  我們看到這個Quote
[00:15:54.000 --> 00:16:00.000]  When you release the wrongdoer from the wrong
[00:16:00.000 --> 00:16:06.000]  You cut a malignant tumor out of your inner life
[00:16:06.000 --> 00:16:10.000]  To forgive is to set a prisoner free
[00:16:10.000 --> 00:16:14.000]  And to discover that the prisoner was you
[00:16:14.000 --> 00:16:16.000]  我們Release the wrongdoer
[00:16:16.000 --> 00:16:19.000]  我們Release the wrongdoer的時候
[00:16:19.000 --> 00:16:25.000]  我們好像Cut了我們自己的Tumor
[00:16:25.000 --> 00:16:28.000]  To forgive is to set the prisoner free
[00:16:28.000 --> 00:16:30.000]  那個Prisoner是誰
[00:16:30.000 --> 00:16:33.000]  其實那個Prisoner是我們
[00:16:33.000 --> 00:16:35.000]  我們Forgive的時候
[00:16:35.000 --> 00:16:37.000]  我們是Release我們自己
[00:16:37.000 --> 00:16:39.000]  From this burden
[00:16:39.000 --> 00:16:42.000]  我們現在請Naomi
[00:16:42.000 --> 00:16:45.000]  去Share她自己的見證
[00:16:45.000 --> 00:16:47.000]  Of forgiveness
[00:16:47.000 --> 00:16:49.000]  Naomi,你在嗎?
[00:16:49.000 --> 00:16:51.000]  剛才就介紹到
[00:16:51.000 --> 00:16:53.000]  我叫Naomi
[00:16:53.000 --> 00:16:56.000]  我現在就在加拿大那邊
[00:16:56.000 --> 00:16:59.000]  讀Year 3的Nutritional Science
[00:16:59.000 --> 00:17:01.000]  因為疫情之下
[00:17:01.000 --> 00:17:06.000]  我都回到香港差不多有一年時間
[00:17:06.000 --> 00:17:08.000]  介紹一下
[00:17:08.000 --> 00:17:12.000]  我都是在基督教的家庭長大
[00:17:12.000 --> 00:17:16.000]  所以每個星期日都會去Fellowship
[00:17:16.000 --> 00:17:18.000]  去Worship
[00:17:18.000 --> 00:17:20.000]  很高興
[00:17:20.000 --> 00:17:22.000]  去年我有個朋友帶我來
[00:17:22.000 --> 00:17:25.000]  這個恩福堂的SCP
[00:17:25.000 --> 00:17:27.000]  很開心
[00:17:27.000 --> 00:17:30.000]  每次都參與聚會
[00:17:30.000 --> 00:17:33.000]  亦都有不同的得著
[00:17:33.000 --> 00:17:37.000]  今天會講到這個瑤書的Topic
[00:17:37.000 --> 00:17:39.000]  我也想分享一下
[00:17:39.000 --> 00:17:42.000]  我之前在中學的時候
[00:17:42.000 --> 00:17:45.000]  比較深刻的經歷
[00:17:45.000 --> 00:17:50.000]  那時候有個很好的朋友
[00:17:50.000 --> 00:17:52.000]  因為某些原因
[00:17:52.000 --> 00:17:56.000]  他對我產生了一個很大的誤會
[00:17:56.000 --> 00:18:00.000]  甚至因為這個誤會
[00:18:00.000 --> 00:18:03.000]  他對我說了一些很不聽話的說話
[00:18:03.000 --> 00:18:06.000]  當然那一刻我很生氣
[00:18:06.000 --> 00:18:08.000]  為何我們這麼友好
[00:18:08.000 --> 00:18:12.000]  你都可以說出這麼傷害我的說話呢
[00:18:12.000 --> 00:18:16.000]  當我每天回想這件事的時候
[00:18:16.000 --> 00:18:19.000]  我真的會越來越生氣
[00:18:19.000 --> 00:18:21.000]  甚至在那段期間
[00:18:21.000 --> 00:18:26.000]  我的心情變得非常暴躁
[00:18:26.000 --> 00:18:29.000]  我都會經常質疑
[00:18:29.000 --> 00:18:34.000]  為何這些事情會發生在我身上呢
[00:18:34.000 --> 00:18:37.000]  我又有沒有做錯了甚麼呢
[00:18:37.000 --> 00:18:41.000]  開始對神發揮了信心
[00:18:41.000 --> 00:18:43.000]  我自己也是一個
[00:18:43.000 --> 00:18:48.000]  不太喜歡分享自己的心事的人
[00:18:48.000 --> 00:18:50.000]  當時,不知為何
[00:18:50.000 --> 00:18:56.000]  一個星期就衝動地去找了我一個Fellowship的Mentor
[00:18:56.000 --> 00:19:00.000]  我跟他講了整件事的發生
[00:19:00.000 --> 00:19:03.000]  他就很好地想幫我
[00:19:03.000 --> 00:19:05.000]  彌補我對神的信心
[00:19:05.000 --> 00:19:07.000]  他就幫我祈禱
[00:19:07.000 --> 00:19:10.000]  希望我有一個平安
[00:19:10.000 --> 00:19:14.000]  不要積聚太多憤怒在身上
[00:19:14.000 --> 00:19:17.000]  雖然我一開始
[00:19:17.000 --> 00:19:18.000]  祈禱後我就說
[00:19:18.000 --> 00:19:21.000]  我已經完事了,我有一個朋友了
[00:19:21.000 --> 00:19:23.000]  但是,開始慢慢的幾天之後
[00:19:23.000 --> 00:19:27.000]  我覺得我的心情都平復了很多
[00:19:27.000 --> 00:19:30.000]  也沒有變得那麼暴躁
[00:19:30.000 --> 00:19:35.000]  甚至已經不太介意這件事發生了
[00:19:35.000 --> 00:19:38.000]  甚至有時候我回到學校
[00:19:38.000 --> 00:19:40.000]  看到我這個朋友
[00:19:40.000 --> 00:19:44.000]  我會很自然地跟他微笑
[00:19:44.000 --> 00:19:47.000]  我覺得大家不要這樣面對面
[00:19:47.000 --> 00:19:52.000]  我真的很想大家了解這件事發生了甚麼事
[00:19:52.000 --> 00:19:55.000]  可能這個小的舉動
[00:19:55.000 --> 00:19:58.000]  感動了我的朋友
[00:19:58.000 --> 00:20:01.000]  他有一天主動打電話來
[00:20:01.000 --> 00:20:03.000]  想跟我談談
[00:20:03.000 --> 00:20:06.000]  其實是不是中間誤會了他
[00:20:06.000 --> 00:20:07.000]  誤會了我甚麼呢
[00:20:07.000 --> 00:20:08.000]  他也很驚訝
[00:20:08.000 --> 00:20:09.000]  為甚麼我會
[00:20:09.000 --> 00:20:11.000]  他這麼差
[00:20:11.000 --> 00:20:15.000]  跟我說了這麼差的事
[00:20:15.000 --> 00:20:19.000]  我都可以一直抱著開心的態度
[00:20:19.000 --> 00:20:21.000]  跟他相處
[00:20:21.000 --> 00:20:24.000]  到最後我們都是和好了
[00:20:25.000 --> 00:20:27.000]  我都和他道歉了
[00:20:27.000 --> 00:20:29.000]  因為
[00:20:29.000 --> 00:20:34.000]  我相信大家每天都會遇到不如意的事
[00:20:34.000 --> 00:20:37.000]  或者比較生氣的事
[00:20:37.000 --> 00:20:39.000]  好像我每天在家
[00:20:39.000 --> 00:20:40.000]  因為多了時間在家
[00:20:40.000 --> 00:20:43.000]  就會跟爸爸媽媽多了吵架
[00:20:43.000 --> 00:20:47.000]  多了吵架
[00:20:47.000 --> 00:20:50.000]  我可能有時候會很生氣
[00:20:50.000 --> 00:20:53.000]  很衝動想反駁他們
[00:20:53.000 --> 00:20:54.000]  但是
[00:20:54.000 --> 00:20:56.000]  其實我自己想了一層
[00:20:56.000 --> 00:20:58.000]  我們犯了這麼多罪
[00:20:58.000 --> 00:21:01.000]  天父依然很疼愛我們
[00:21:01.000 --> 00:21:03.000]  無條件地愛我們
[00:21:03.000 --> 00:21:07.000]  也經常給我們機會改過
[00:21:07.000 --> 00:21:09.000]  我自己也反省了
[00:21:09.000 --> 00:21:12.000]  我也設了一個目標給自己
[00:21:12.000 --> 00:21:15.000]  其實我每天都很想學習
[00:21:15.000 --> 00:21:16.000]  如何去原諒他們
[00:21:16.000 --> 00:21:20.000]  還有去有一個理解的心
[00:21:20.000 --> 00:21:25.000]  我也知道靠自己的力量是做不到的
[00:21:25.000 --> 00:21:27.000]  所以我都會祈求神
[00:21:27.000 --> 00:21:31.000]  希望祂可以給我力量
[00:21:31.000 --> 00:21:37.000]  最後我想和大家分享一個經文
[00:21:37.000 --> 00:21:42.000]  就是《已忽所書》四章26節
[00:21:42.000 --> 00:21:43.000]  說到
[00:21:43.000 --> 00:21:45.000]  生氣卻不要犯罪
[00:21:45.000 --> 00:21:47.000]  不可含怒到日落
[00:21:47.000 --> 00:21:49.000]  並以恩慈相待
[00:21:49.000 --> 00:21:52.000]  全憐憫的心彼此饒恕
[00:21:52.000 --> 00:21:56.000]  正如神在基督裡饒恕你們一樣
[00:21:56.000 --> 00:22:00.000]  很感謝大家聽我今天的經文
[00:22:00.000 --> 00:22:02.000]  謝謝
[00:22:02.000 --> 00:22:03.000]  謝謝Naomi
[00:22:03.000 --> 00:22:04.000]  很好
[00:22:04.000 --> 00:22:08.000]  看到神如何帶領你去饒恕你的朋友
[00:22:08.000 --> 00:22:12.000]  今天我們的生命
[00:22:12.000 --> 00:22:14.000]  你們的生命
[00:22:14.000 --> 00:22:18.000]  有誰是要饒恕的呢?
[00:22:18.000 --> 00:22:21.000]  有沒有人得罪了你
[00:22:21.000 --> 00:22:23.000]  而你要饒恕呢?
[00:22:23.000 --> 00:22:26.000]  聖靈今天如何帶領你呢?
[00:22:26.000 --> 00:22:31.000]  我們看到在《以忽所書》四章10節
[00:22:31.000 --> 00:22:37.000]  Mark跟隨了保羅去不同的宣教
[00:22:37.000 --> 00:22:41.000]  他們之前有很大的不和
[00:22:41.000 --> 00:22:44.000]  但之後他們都有和平
[00:22:44.000 --> 00:22:47.000]  和重新聚在一起
[00:22:47.000 --> 00:22:50.000]  一起去服務主
[00:22:50.000 --> 00:22:53.000]  我們希望我們在《以忽所書》
[00:22:53.000 --> 00:22:56.000]  都有一個和平的心
[00:22:56.000 --> 00:22:59.000]  和平是很重要的
[00:22:59.000 --> 00:23:00.000]  對我們的社群
[00:23:00.000 --> 00:23:03.000]  讓我們可以學會愛對方
[00:23:03.000 --> 00:23:05.000]  有同心協力
[00:23:05.000 --> 00:23:07.000]  和祝福神
[00:23:07.000 --> 00:23:09.000]  我們一起祈禱
[00:23:09.000 --> 00:23:13.000]  神父我們感謝祢先饒了我們
[00:23:13.000 --> 00:23:15.000]  因為祢饒了我們
[00:23:15.000 --> 00:23:18.000]  我們可以饒了我們周圍的人
[00:23:18.000 --> 00:23:22.000]  我們感謝祢的和平是無條件的
[00:23:22.000 --> 00:23:27.000]  我們也要和平地和我們周圍的人
[00:23:27.000 --> 00:23:28.000]  給我們力量 主
[00:23:28.000 --> 00:23:30.000]  因為我們弱
[00:23:30.000 --> 00:23:31.000]  祝福我們
[00:23:31.000 --> 00:23:33.000]  在名神的名下我們祈禱
[00:23:33.000 --> 00:23:34.000]  Amen
[00:23:34.000 --> 00:23:34.640]  Amen
[00:23:34.640 --> 00:23:36.640]  (字幕製作:貝爾)

