
[00:00:00.000 --> 00:00:01.880]   Good, good.
[00:03:40.960 --> 00:03:42.720]   He wore camel's hair.
[00:03:42.720 --> 00:03:48.280]   He lived in the wilderness and he ate locust and honey for breakfast, lunch, and dinner.
[00:03:48.280 --> 00:03:49.520]   An incredibly strange man.
[00:03:49.520 --> 00:03:53.720]   But he is the one that was chosen to announce the arrival of the king.
[00:03:53.720 --> 00:03:57.440]   And I want to talk a little bit about John the Baptist because he's a very interesting
[00:03:57.440 --> 00:03:58.440]   man.
[00:03:58.440 --> 00:04:03.520]   He gave up his life to announce, to make the path straight.
[00:04:03.520 --> 00:04:05.080]   And he was ferocious.
[00:04:05.080 --> 00:04:07.880]   And you could see him talking to the Israelites.
[00:04:07.880 --> 00:04:09.200]   And this passage carries on.
[00:04:09.200 --> 00:04:10.900]   He's telling them to repent.
[00:04:10.900 --> 00:04:15.480]   You guys, you think that you're going to be saved because Abraham is your granddaddy,
[00:04:15.480 --> 00:04:16.960]   granddaddy, granddaddy.
[00:04:16.960 --> 00:04:17.960]   But you're not.
[00:04:17.960 --> 00:04:21.520]   And he's telling them, "Bear fruits in keeping with repentance."
[00:04:21.520 --> 00:04:25.040]   He's saying, "If you really are genuinely saved, I need to see some fruits.
[00:04:25.040 --> 00:04:27.200]   There has to be some difference in your life."
[00:04:27.200 --> 00:04:28.200]   And at the moment, there isn't.
[00:04:28.200 --> 00:04:31.320]   And if there isn't, one day, someone is going to come and they're going to throw you in
[00:04:31.320 --> 00:04:32.640]   the fire.
[00:04:32.640 --> 00:04:36.280]   So he's got this boldness and courage about him.
[00:04:36.280 --> 00:04:37.280]   He's fierce.
[00:04:37.280 --> 00:04:39.440]   And yet, there's another side.
[00:04:39.440 --> 00:04:42.780]   Whilst he's declaring all this, and this is where I really want you to imagine listening
[00:04:42.780 --> 00:04:43.780]   to this guy in the wilderness.
[00:04:43.780 --> 00:04:45.420]   And he's getting quite a crowd.
[00:04:45.420 --> 00:04:49.060]   Quite a lot of people are coming to hear this message and repenting and getting baptized
[00:04:49.060 --> 00:04:50.060]   by him.
[00:04:50.060 --> 00:04:54.980]   But whilst he has that strength and that popularity and he's drawing people in, there's another
[00:04:54.980 --> 00:04:55.980]   side to that.
[00:04:55.980 --> 00:04:59.900]   Whilst there is ferocity, there's also this sense of humility.
[00:04:59.900 --> 00:05:04.620]   Because he says this, "I baptize you with water for repentance."
[00:05:04.620 --> 00:05:08.780]   But there's going to be coming someone who's going to baptize you with the Holy Spirit.
[00:05:08.780 --> 00:05:13.020]   And this guy, this guy, I can't even fill his shoes.
[00:05:13.020 --> 00:05:14.020]   Forget it.
[00:05:14.020 --> 00:05:17.100]   I'm not even allowed to carry his shoes.
[00:05:17.100 --> 00:05:20.300]   I'm unworthy to carry his sandals.
[00:05:20.300 --> 00:05:21.780]   This guy is Jesus.
[00:05:21.780 --> 00:05:25.380]   And you better be ready because he is coming and he is here.
[00:05:25.380 --> 00:05:26.380]   Be ready.
[00:05:26.380 --> 00:05:28.340]   Repent for the kingdom of heaven is at hand.
[00:05:28.340 --> 00:05:29.640]   And so imagine this scene.
[00:05:29.640 --> 00:05:31.320]   He's by the water in the wilderness.
[00:05:31.320 --> 00:05:33.320]   He's giving this message, a powerful message.
[00:05:33.320 --> 00:05:34.360]   People are repenting.
[00:05:34.360 --> 00:05:39.120]   And then lo and behold, Jesus himself comes and joins the gathering.
[00:05:39.120 --> 00:05:41.980]   He comes and joins the gathering and then he walks through the crowds.
[00:05:41.980 --> 00:05:43.280]   He walks to the water.
[00:05:43.280 --> 00:05:47.440]   He goes up to John and asks John to baptize him.
[00:05:47.440 --> 00:05:52.720]   Can you imagine just a moment what John would be doing in his camel's hair with locusts
[00:05:52.720 --> 00:05:53.720]   still on his mouth?
[00:05:53.720 --> 00:05:57.600]   "What do you mean, me baptize you?
[00:05:57.600 --> 00:05:59.160]   You should be baptizing me.
[00:05:59.160 --> 00:06:00.160]   You're Jesus.
[00:06:00.160 --> 00:06:01.160]   You're our Messiah.
[00:06:01.160 --> 00:06:02.160]   You're the Savior."
[00:06:02.160 --> 00:06:04.720]   And then Jesus says this.
[00:06:04.720 --> 00:06:07.360]   He says, "Let it be so.
[00:06:07.360 --> 00:06:11.480]   Baptize me because it is time now to fulfill all righteousness."
[00:06:11.480 --> 00:06:16.320]   Have you ever wondered why Jesus needed to be baptized?
[00:06:16.320 --> 00:06:21.080]   The whole point of baptism is to declare that your old ways are gone and that your new life
[00:06:21.080 --> 00:06:22.920]   is beginning.
[00:06:22.920 --> 00:06:25.080]   But Jesus didn't need to repent from his old ways.
[00:06:25.080 --> 00:06:26.320]   Jesus was God.
[00:06:26.320 --> 00:06:27.320]   He was flawless.
[00:06:27.320 --> 00:06:28.840]   He was sinless.
[00:06:28.840 --> 00:06:30.680]   So why did he have to be baptized?
[00:06:30.680 --> 00:06:35.480]   Why did he come at this moment as a 30-year-old man to come into the wilderness to be baptized
[00:06:35.480 --> 00:06:37.640]   by this crazy man?
[00:06:37.640 --> 00:06:38.640]   What was Jesus actually doing?
[00:06:38.640 --> 00:06:41.480]   And I think the hint is in the Scriptures.
[00:06:41.480 --> 00:06:42.800]   Three verse 11 says this.
[00:06:42.800 --> 00:06:46.200]   When John was saying, "I baptize you with water for," what?
[00:06:46.200 --> 00:06:47.200]   "Repentance."
[00:06:47.200 --> 00:06:49.200]   So I think there's two points here.
[00:06:49.200 --> 00:06:53.340]   This word repentance isn't regret.
[00:06:53.340 --> 00:06:55.480]   When you do something wrong, you're like, "Oh my goodness.
[00:06:55.480 --> 00:06:56.840]   I really shouldn't have done that.
[00:06:56.840 --> 00:06:58.280]   I should have known better.
[00:06:58.280 --> 00:07:00.920]   I just feel so bad and guilty about this.
[00:07:00.920 --> 00:07:01.920]   I'm sorry.
[00:07:01.920 --> 00:07:03.920]   You apologize to whoever you wronged."
[00:07:03.920 --> 00:07:05.280]   That's not really repentance.
[00:07:05.280 --> 00:07:07.320]   That's just regret.
[00:07:07.320 --> 00:07:12.000]   Repentance is saying, "I was going this way and I now recognize that it's completely wrong
[00:07:12.000 --> 00:07:15.040]   and now I'm going to go this way."
[00:07:15.040 --> 00:07:18.640]   It's turning from your old ways and obeying God.
[00:07:18.640 --> 00:07:22.880]   And what Jesus is doing here in this act of baptism when he didn't really need to, he
[00:07:22.880 --> 00:07:26.960]   was modeling to us true obedience.
[00:07:26.960 --> 00:07:28.920]   He was modeling to us true obedience.
[00:07:28.920 --> 00:07:29.920]   Why?
[00:07:29.920 --> 00:07:31.200]   And the second word is this.
[00:07:31.200 --> 00:07:36.720]   And it says here, Jesus says, "To fulfill all righteousness."
[00:07:36.720 --> 00:07:38.520]   Righteousness.
[00:07:38.520 --> 00:07:43.760]   Jesus knows that one day all of us and all of those around the sea at that time, one
[00:07:43.760 --> 00:07:50.400]   day will be face to face with our Creator and righteousness will be demanded of us.
[00:07:50.400 --> 00:07:53.880]   But he knows that we all fall short of the glory of God.
[00:07:53.880 --> 00:08:01.920]   In this moment of being baptized, what he's doing is he's identifying with mankind, identifying
[00:08:01.920 --> 00:08:10.520]   with flawed humanity, identifying with Israel and saying, "I am here to fulfill all righteousness.
[00:08:10.520 --> 00:08:12.080]   My righteousness I give to you."
[00:08:12.080 --> 00:08:16.160]   That song that Florence sang at the end, "Dressed in righteousness alone."
[00:08:16.160 --> 00:08:20.120]   That is what we're going to be when we meet our Creator, dressed in his righteousness.
[00:08:20.120 --> 00:08:24.880]   2 Corinthians says this, "He made him who knew no sin to be sin."
[00:08:24.880 --> 00:08:25.880]   Why?
[00:08:25.880 --> 00:08:29.880]   So that we could be the righteousness of God.
[00:08:29.880 --> 00:08:33.800]   So what Jesus is doing as he gets baptized, he's showing us what total obedience looks
[00:08:33.800 --> 00:08:41.240]   like and he's also identifying with us, thereby qualifying as our Messiah.
[00:08:41.240 --> 00:08:44.000]   That he was coming to save us.
[00:08:44.000 --> 00:08:49.600]   And once we are baptized in him with the Holy Spirit, his righteousness now becomes ours.
[00:08:49.600 --> 00:08:50.600]   So there we have it.
[00:08:50.600 --> 00:08:53.080]   Jesus is announced by John the Baptist.
[00:08:53.080 --> 00:08:56.240]   The second point is this, is approved.
[00:08:56.240 --> 00:09:01.480]   From the moment he gets baptized and then he gets lifted out of the water, an incredible
[00:09:01.480 --> 00:09:03.720]   scene happens.
[00:09:03.720 --> 00:09:06.600]   Probably the defining moment of humanity.
[00:09:06.600 --> 00:09:07.760]   What happens?
[00:09:07.760 --> 00:09:13.880]   The verse goes, "The heavens open and then the Spirit of God descends upon him like a
[00:09:13.880 --> 00:09:21.240]   dove and a voice comes from heaven and says, 'Behold, this is my beloved Son with whom
[00:09:21.240 --> 00:09:22.240]   I am well pleased.'"
[00:09:22.240 --> 00:09:26.080]   Pause.
[00:09:26.080 --> 00:09:29.160]   The heavens opened.
[00:09:29.160 --> 00:09:31.520]   I've seen clouds open and a bit of sun come.
[00:09:31.520 --> 00:09:33.480]   The heavens opened.
[00:09:33.480 --> 00:09:35.560]   Can you imagine being there?
[00:09:35.560 --> 00:09:41.280]   The heavens opened up and then the Spirit of God comes down on Jesus like a dove.
[00:09:41.280 --> 00:09:45.000]   If you're a Jewish person, what does a dove mean to you?
[00:09:45.000 --> 00:09:46.680]   A dove means peace.
[00:09:46.680 --> 00:09:49.240]   A dove means Genesis chapter 8.
[00:09:49.240 --> 00:09:51.400]   It means Noah and the flood.
[00:09:51.400 --> 00:09:55.120]   It means the dove that symbolizes the new era.
[00:09:55.120 --> 00:10:02.520]   You can see this dove descending on this man and you can see a new era being ushered in.
[00:10:02.520 --> 00:10:08.360]   And then you hear a voice, maybe even Morgan Freeman style voice.
[00:10:08.360 --> 00:10:11.760]   "Behold, this is my Son."
[00:10:11.760 --> 00:10:14.440]   I do not have such a low voice to do Morgan Freeman.
[00:10:14.440 --> 00:10:19.600]   It's more like David Beckham for me and the accent is wrong.
[00:10:19.600 --> 00:10:26.800]   "Behold, this is my Son, my beloved Son with whom I am well pleased."
[00:10:26.800 --> 00:10:31.880]   Have you watched those movies where at the beginning of the movie is a narrator and it's
[00:10:31.880 --> 00:10:33.000]   kind of like this.
[00:10:33.000 --> 00:10:37.840]   Once there lived a boy named Charlie and he loved chocolate.
[00:10:37.840 --> 00:10:40.400]   And a lot of films start like this.
[00:10:40.400 --> 00:10:46.280]   And you have a narrator, again, just a very husky voice that starts this whole story off.
[00:10:46.280 --> 00:10:49.920]   And then once the narrating finishes, the story begins and then you follow the main
[00:10:49.920 --> 00:10:53.400]   character Charlie and then he goes through ups and downs in life.
[00:10:53.400 --> 00:10:58.040]   But then you know that the narrator at the beginning that set the scene, you know that
[00:10:58.040 --> 00:11:02.880]   Charlie is going to be fine because the narrator is telling the story and the narrator lived
[00:11:02.880 --> 00:11:03.960]   to tell the story.
[00:11:03.960 --> 00:11:08.920]   So you know at some point, even with all these ups and downs, Charlie is going to be fine.
[00:11:08.920 --> 00:11:11.800]   And I think this is a little bit similar because I'm trying to imagine if I was there and I
[00:11:11.800 --> 00:11:15.880]   heard this voice come from heaven and this voice was saying, "Behold, this is my beloved
[00:11:15.880 --> 00:11:17.960]   Son with whom I am well pleased."
[00:11:17.960 --> 00:11:21.280]   For me, this is the beginning of Jesus' story.
[00:11:21.280 --> 00:11:24.000]   But I think the beginning points to the end.
[00:11:24.000 --> 00:11:28.840]   It foretells the end because what I'm seeing, if I see the heavens open and this dove land
[00:11:28.840 --> 00:11:33.560]   on this man over there and a voice coming out to shout something, I'm thinking, "Whoever
[00:11:33.560 --> 00:11:37.040]   that guy is, he's got heaven on his side.
[00:11:37.040 --> 00:11:44.360]   So whatever he is here to do, whatever mission he's on, he's going to succeed."
[00:11:44.360 --> 00:11:46.400]   Can you see that?
[00:11:46.400 --> 00:11:50.600]   God revealed himself through his voice, through the heavens opening already.
[00:11:50.600 --> 00:11:53.400]   He already proclaimed his victory.
[00:11:53.400 --> 00:11:57.920]   He was already very well pleased with his Son who was obedient, who had followed him.
[00:11:57.920 --> 00:12:00.240]   That statement in itself is packed.
[00:12:00.960 --> 00:12:03.920]   This is my beloved Son with whom I am well pleased.
[00:12:03.920 --> 00:12:07.920]   Again, the Jews, if they knew their scripture, they would go straight back to Isaiah chapter
[00:12:07.920 --> 00:12:08.920]   42.
[00:12:08.920 --> 00:12:09.920]   I think we have this.
[00:12:09.920 --> 00:12:12.680]   Isaiah 42, "Behold my servant whom I behold."
[00:12:12.680 --> 00:12:14.400]   They would see the parallels.
[00:12:14.400 --> 00:12:17.880]   "Behold, this is my beloved Son."
[00:12:17.880 --> 00:12:22.160]   This is talking about the chosen servant of Israel.
[00:12:22.160 --> 00:12:28.240]   They would go to Psalm 2 and see, "Today," the next slide, "you are my Son.
[00:12:28.240 --> 00:12:30.680]   Today I have begotten you."
[00:12:30.680 --> 00:12:32.120]   They will see the parallels.
[00:12:32.120 --> 00:12:35.320]   This man is loved by God.
[00:12:35.320 --> 00:12:36.480]   And you go even further back.
[00:12:36.480 --> 00:12:38.160]   For me, this is probably the main one.
[00:12:38.160 --> 00:12:39.360]   You go to Genesis chapter 22.
[00:12:39.360 --> 00:12:41.360]   I don't know if you heard this story before.
[00:12:41.360 --> 00:12:45.720]   There was a guy called Abraham who couldn't have a baby for a very long time until one
[00:12:45.720 --> 00:12:49.000]   day God gifted him and his wife Sarah a baby, Isaac.
[00:12:49.000 --> 00:12:50.320]   And the boy grew up.
[00:12:50.320 --> 00:12:57.960]   And then one day, Abraham is asked by God, "Abraham, take your son Isaac whom you love."
[00:12:57.960 --> 00:13:01.160]   "And go up to the mountain to worship me."
[00:13:01.160 --> 00:13:02.160]   How?
[00:13:02.160 --> 00:13:03.160]   To sacrifice Isaac.
[00:13:03.160 --> 00:13:07.040]   "Sacrifice your only son whom you love."
[00:13:07.040 --> 00:13:12.320]   And Abraham obeys, takes Isaac up this mountain, puts him on the table, is just about ready
[00:13:12.320 --> 00:13:15.000]   to sacrifice him, and God stops him.
[00:13:15.000 --> 00:13:17.680]   He says, "Stop.
[00:13:17.680 --> 00:13:19.520]   Now I know what is in your heart.
[00:13:19.520 --> 00:13:20.800]   Now I know that you love me.
[00:13:20.800 --> 00:13:25.080]   And actually, you don't need to sacrifice the son whom you love.
[00:13:25.080 --> 00:13:26.960]   There's a lamb that's trapped in the bush over there.
[00:13:26.960 --> 00:13:29.000]   Take that as a substitute."
[00:13:29.000 --> 00:13:34.880]   Fast forward all these thousands of years now, God is saying, "Behold, this is my son
[00:13:34.880 --> 00:13:37.080]   whom I love.
[00:13:37.080 --> 00:13:38.080]   And I'm well pleased with him.
[00:13:38.080 --> 00:13:41.800]   And I'm going to sacrifice him for mankind."
[00:13:41.800 --> 00:13:43.800]   What God is saying here is three things.
[00:13:43.800 --> 00:13:49.120]   He's confirming Jesus' identity, his relationship, and his purpose.
[00:13:49.120 --> 00:13:51.080]   Identity, why?
[00:13:51.080 --> 00:13:54.960]   God's confirming this man is divine.
[00:13:54.960 --> 00:13:55.960]   This man is divine.
[00:13:55.960 --> 00:14:00.240]   Last time I checked, no human being had heaven open for them and have their voice come down.
[00:14:00.240 --> 00:14:02.040]   This man is divine.
[00:14:02.040 --> 00:14:03.720]   What kind of divinity?
[00:14:03.720 --> 00:14:08.280]   His son, his relationship is that he is God's own son.
[00:14:08.280 --> 00:14:12.360]   "For God so loved the world that he gave his one and only son."
[00:14:12.360 --> 00:14:13.880]   And finally, his mission.
[00:14:13.880 --> 00:14:15.040]   He was here.
[00:14:15.040 --> 00:14:17.280]   He came from heaven to earth.
[00:14:17.280 --> 00:14:21.840]   The kingdom of heaven is at hand because it has arrived now for a mission, and that pleased
[00:14:21.840 --> 00:14:22.840]   God.
[00:14:22.840 --> 00:14:25.920]   Identity, relationship, purpose.
[00:14:25.920 --> 00:14:29.840]   Jesus is first announced, and then he is approved.
[00:14:29.840 --> 00:14:34.440]   And as if the heaven's opening wasn't quite strange enough for you, the next stage is
[00:14:34.440 --> 00:14:37.240]   even more interesting, I find.
[00:14:37.240 --> 00:14:38.760]   Chapter four begins like this.
[00:14:38.760 --> 00:14:41.960]   The moment that is finished, "With whom I am well pleased," we jump into chapter four.
[00:14:41.960 --> 00:14:48.520]   And it says this, "Then Jesus was led up by the Spirit into the wilderness.
[00:14:48.520 --> 00:14:53.080]   From there he fasts for 40 days and 40 nights."
[00:14:53.080 --> 00:14:58.800]   And then the most biggest understatement of the year, "And he was hungry."
[00:14:58.800 --> 00:15:02.960]   He's not eating for 40 days and 40 nights, and he was hungry, I bet.
[00:15:02.960 --> 00:15:08.480]   And what I said earlier about Jesus kind of identifying with mankind being baptized, he's
[00:15:08.480 --> 00:15:09.480]   doing the same here.
[00:15:09.480 --> 00:15:14.080]   Where the Israelites were trapped in the wilderness for 40 years but failed, Jesus was now going
[00:15:14.080 --> 00:15:18.460]   to be in the wilderness for 40 days, but he was going to pass.
[00:15:18.460 --> 00:15:23.480]   And that model of sacrificial obedience that crazy man John the Baptist had, living in
[00:15:23.480 --> 00:15:27.200]   the wilderness eating locusts and honey, Jesus now looks at that and goes, "I'm going to
[00:15:27.200 --> 00:15:31.680]   go into the wilderness and I'm going to eat nothing but the Word of God."
[00:15:31.680 --> 00:15:37.320]   This is an even more intense version of obedience that Jesus is displaying here.
[00:15:37.320 --> 00:15:42.940]   And there, Jesus is assessed.
[00:15:42.940 --> 00:15:45.520]   We call this passage the temptation of Jesus.
[00:15:45.520 --> 00:15:49.640]   This is Jesus coming face to face with the tempter, the enemy, the devil, and he's being
[00:15:49.640 --> 00:15:50.640]   tested.
[00:15:50.640 --> 00:15:52.640]   And that's the verb there, really.
[00:15:52.640 --> 00:15:54.700]   It's tempted, but it's really tested here.
[00:15:54.700 --> 00:16:00.520]   And what this really tells me is when there is a mission, there is also, when there is
[00:16:00.520 --> 00:16:05.660]   a calling, there is also going to be a testing.
[00:16:05.660 --> 00:16:11.060]   Jesus is called to come and save mankind, but before he does that, he, even Jesus, has
[00:16:11.060 --> 00:16:12.380]   to be assessed.
[00:16:12.380 --> 00:16:13.380]   Why?
[00:16:13.380 --> 00:16:19.020]   Because true obedience can only exist when there is opportunity.
[00:16:19.020 --> 00:16:24.740]   If Jesus didn't get assessed, then he couldn't really prove that he was actually capable
[00:16:24.740 --> 00:16:26.940]   and qualified to redeem mankind.
[00:16:26.940 --> 00:16:29.580]   So he had to go through this process.
[00:16:29.580 --> 00:16:30.860]   He had to be tested.
[00:16:30.860 --> 00:16:35.380]   And this makes me think, actually, for us, if we are called, we must also be prepared
[00:16:35.380 --> 00:16:37.220]   to be tested.
[00:16:37.220 --> 00:16:38.460]   That there is testing in our lives.
[00:16:38.460 --> 00:16:41.460]   Of course, it's been pretty obvious this year, there is quite a lot of testing that's been
[00:16:41.460 --> 00:16:48.340]   going on, but we have to be prepared for that because it is good and it is right.
[00:16:48.340 --> 00:16:52.020]   Going back to the wilderness, if you go to Deuteronomy 8, I think I put this on the slide
[00:16:52.020 --> 00:16:53.020]   up there.
[00:16:53.020 --> 00:16:54.020]   I didn't have this on there.
[00:16:54.020 --> 00:16:57.780]   8, chapter 2, there it is.
[00:16:57.780 --> 00:16:59.940]   God is talking to the Israelites and they're in the wilderness.
[00:16:59.940 --> 00:17:03.240]   And the reason why is, verse 2, "And you shall remember the whole way that the Lord your
[00:17:03.240 --> 00:17:08.660]   God has led you these 40 years in the wilderness, that he might humble you, testing you to know
[00:17:08.660 --> 00:17:14.900]   what was in your heart, whether you would keep his commandments or not."
[00:17:14.900 --> 00:17:25.100]   God allows us to have tests, to humble us, to test us, to see what is in our hearts.
[00:17:25.100 --> 00:17:32.020]   Have you been going through a test these last few months, or this last year, or these last
[00:17:32.020 --> 00:17:33.420]   two years?
[00:17:33.420 --> 00:17:34.820]   What has it revealed in your heart?
[00:17:35.380 --> 00:17:40.900]   I often say this last year has caused a lot of problems to surface in Hong Kong, right?
[00:17:40.900 --> 00:17:44.660]   But my actual thought is these problems were always there, right?
[00:17:44.660 --> 00:17:48.740]   And these incidents, these events have merely just brought them up to the surface.
[00:17:48.740 --> 00:17:50.780]   God allows for testing to happen.
[00:17:50.780 --> 00:17:57.900]   God allows for trials to happen, sometimes to humble us and test us, to reveal to us
[00:17:57.900 --> 00:17:59.860]   what is in our hearts.
[00:17:59.860 --> 00:18:03.460]   And then we can then cry to him in Psalm 139, "Search me, O God.
[00:18:03.460 --> 00:18:04.980]   Test my thoughts, know my heart.
[00:18:04.980 --> 00:18:10.340]   See if there is any offensive way in me, and lead me on the path everlasting."
[00:18:10.340 --> 00:18:15.620]   The apostle James in James chapter 1 says this, "Count it all joy when you face trials."
[00:18:15.620 --> 00:18:17.140]   Because what do trials bring?
[00:18:17.140 --> 00:18:19.020]   It brings a level of steadfastness.
[00:18:19.020 --> 00:18:24.660]   And when steadfastness comes to its full effect, you will be perfect and lacking in nothing.
[00:18:24.660 --> 00:18:25.660]   Perfect and lacking in nothing.
[00:18:25.660 --> 00:18:31.020]   Brother, sister, if you are going through a test right now in your life, emotionally,
[00:18:31.020 --> 00:18:37.140]   professionally, what is it revealing in your heart?
[00:18:37.140 --> 00:18:41.020]   What is God trying to speak to you about?
[00:18:41.020 --> 00:18:43.140]   Count it all joy that this is happening.
[00:18:43.140 --> 00:18:46.340]   Even Jesus had to be assessed.
[00:18:46.340 --> 00:18:47.340]   And how did he fight this?
[00:18:47.340 --> 00:18:49.860]   Actually, what was the battleground that he was being tested on?
[00:18:49.860 --> 00:18:51.820]   This is even more interesting.
[00:18:51.820 --> 00:18:55.580]   End of chapter 3 is this, "Behold, this is my beloved Son, with whom I am well pleased."
[00:18:55.580 --> 00:18:59.580]   Interestingly, the battleground is this.
[00:18:59.580 --> 00:19:07.020]   When the enemy comes to Jesus, the first question is, "If you are the Son of God."
[00:19:07.020 --> 00:19:12.220]   Wait a minute, we just had heaven opened, a voice come down and declare that he is the
[00:19:12.220 --> 00:19:13.220]   Son of God.
[00:19:13.220 --> 00:19:15.860]   So you see, the enemy is very interesting here.
[00:19:15.860 --> 00:19:21.420]   Even in the face of truth, what he's trying to do is sow seeds of doubt in our minds.
[00:19:21.420 --> 00:19:28.380]   If you are really the Son of God, if you are really Daddy's boy, and you're hungry, you
[00:19:28.380 --> 00:19:35.380]   could satisfy this fleshly desire, you could turn these stones into tassel vows.
[00:19:35.380 --> 00:19:38.740]   Like seriously, right now, you could do that.
[00:19:38.740 --> 00:19:43.980]   Because you have that power, because you're Daddy's boy, right?
[00:19:43.980 --> 00:19:45.700]   And you see, this is where it's interesting.
