
[00:00:00.000 --> 00:00:08.000]  (主席) 大家午安,在新冠病毒肺炎肆虐人心惶惶的時候
[00:04:34.000 --> 00:04:38.000]  也告訴保羅,他會和保羅同在
[00:04:38.000 --> 00:04:43.000]  後來,保羅在耶福所放膽的說道
[00:04:43.000 --> 00:04:46.000]  在美尼都,他告訴同胞
[00:04:46.000 --> 00:04:49.000]  聖靈催迫他去耶路撒冷
[00:04:49.000 --> 00:04:51.000]  雖然知道那裡有危險
[00:04:51.000 --> 00:04:57.000]  也不會以性命為念去完成他所領受的職份
[00:04:57.000 --> 00:05:00.000]  之後,去到多利馬
[00:05:00.000 --> 00:05:03.000]  他告訴一群同胞
[00:05:03.000 --> 00:05:07.000]  為了主耶穌的名義,就是死在耶路撒冷,他也願意
[00:05:07.000 --> 00:05:13.000]  由此可見,保羅絕對不是一個膽量不夠的人
[00:05:13.000 --> 00:05:18.000]  但是為什麼主耶穌說要他撞起膽來呢?
[00:05:18.000 --> 00:05:22.000]  今天的正道就是懷疑著這個問題
[00:05:22.000 --> 00:05:28.000]  經文所記載的,是發生在耶路撒冷和凱撒尼亞
[00:05:28.000 --> 00:05:31.000]  我將今天的經文分為三段
[00:05:31.000 --> 00:05:35.000]  第一,為什麼說保羅膽怯?
[00:05:35.000 --> 00:05:39.000]  第二,耶穌如何提醒保羅?
[00:05:39.000 --> 00:05:42.000]  第三,聖靈如何幫助保羅?
[00:05:42.000 --> 00:05:44.000]  讓我們一起禱告
[00:05:44.000 --> 00:05:49.000]  「主愛的父神,感謝祢賜給我們祢寶貴的話語
[00:05:49.000 --> 00:05:54.000]  使我們能夠在這個動盪不安的世代裡
[00:05:54.000 --> 00:05:59.000]  以祢的話成為我們腳前的燈,路上的光
[00:05:59.000 --> 00:06:04.000]  在以下的訊息裡,求祢的聖靈幫助我們
[00:06:04.000 --> 00:06:09.000]  使說話、聽話的人都能夠更加明白祢的心意和動得
[00:06:09.000 --> 00:06:13.000]  如何以我們自己的生命去回應
[00:06:13.000 --> 00:06:17.000]  禱告是奉我們的主耶穌,寶貴的名字,阿們」
[00:06:19.000 --> 00:06:24.000]  讓我們先從今天訊息的第一部分去看看
[00:06:24.000 --> 00:06:29.000]  為什麼會說保羅膽怯
[00:06:29.000 --> 00:06:31.000]  讓我們一起讀
[00:06:31.000 --> 00:06:38.000]  「第二天,千夫長為要知道猶太人控告保羅的實情
[00:06:38.000 --> 00:06:44.000]  就解開他,下令祭司掌門和全議會的人都聚集
[00:06:44.000 --> 00:06:49.000]  然後將保羅帶下來,叫他站在他們面前」
[00:06:49.000 --> 00:06:55.000]  今天的經文主要記載保羅回到耶路撒冷後的受審
[00:06:55.000 --> 00:06:58.000]  為什麼保羅會受審呢?
[00:06:58.000 --> 00:07:01.000]  在這段經文之前提到
[00:07:01.000 --> 00:07:04.000]  保羅在以弗所回到耶路撒冷後
[00:07:04.000 --> 00:07:08.000]  在聖殿被猶太人抓住
[00:07:08.000 --> 00:07:12.000]  他們不停地打他,甚至想打死他
[00:07:12.000 --> 00:07:17.000]  那時候羅馬的千夫長救了他出來
[00:07:17.000 --> 00:07:21.000]  後來保羅得到千夫長的同意
[00:07:21.000 --> 00:07:29.000]  在羅馬兵的營樓告訴猶太人他信主的經過
[00:07:29.000 --> 00:07:33.000]  還有主耶穌差他去外邦人那裡
[00:07:33.000 --> 00:07:37.000]  那裡的猶太人不能夠接受外邦人去信主
[00:07:37.000 --> 00:07:41.000]  就高聲大喊要除滅保羅
[00:07:41.000 --> 00:07:45.000]  千夫長將保羅帶到軍營
[00:07:45.000 --> 00:07:49.000]  想用鞭打他,敲問保羅
[00:07:49.000 --> 00:07:52.000]  想知道猶太人為什麼有這麼大的反應
[00:07:52.000 --> 00:07:58.000]  保羅告訴千夫長他有羅馬人的身份
[00:07:58.000 --> 00:08:03.000]  按照羅馬人的法律不能鞭打一個未定罪的羅馬人
[00:08:03.000 --> 00:08:07.000]  千夫長知道之後就不敢打保羅,將他解開
[00:08:07.000 --> 00:08:12.000]  在第二天為了要知道猶太人控告保羅的原因
[00:08:12.000 --> 00:08:17.000]  就將他帶到祭司長和猶太工會的人面前
[00:08:17.000 --> 00:08:23.000]  讓我們看看保羅受審的過程
[00:08:23.000 --> 00:08:25.000]  請大家繼續讀
[00:08:25.000 --> 00:08:28.000]  保羅定徵看著議會的人說
[00:08:28.000 --> 00:08:33.000]  諸位弟兄,我在神面前行事為人
[00:08:33.000 --> 00:08:37.000]  都是憑著清白的良心,直到今天
[00:08:37.000 --> 00:08:42.000]  安大尼亞大祭司就吩咐旁邊站著的人打他的罪
[00:08:42.000 --> 00:08:44.000]  這是保羅對他說
[00:08:44.000 --> 00:08:47.000]  你這粉色的牆,神要打你
[00:08:47.000 --> 00:08:51.000]  你坐堂是要按律法審我
[00:08:51.000 --> 00:08:55.000]  你竟違背律法,命令人打我嗎?
[00:08:55.000 --> 00:08:58.000]  保羅首先對那些人說
[00:08:58.000 --> 00:09:02.000]  他行事為人,一直都有一個清白的良心
[00:09:02.000 --> 00:09:05.000]  他還未開始自己的申訴
[00:09:05.000 --> 00:09:08.000]  安大尼亞大祭司就吩咐人打他的罪
[00:09:08.000 --> 00:09:12.000]  保羅告訴大祭司
[00:09:12.000 --> 00:09:17.000]  他應該是按律法去審問
[00:09:17.000 --> 00:09:21.000]  但是自己卻違背了律法
[00:09:21.000 --> 00:09:23.000]  命令人打保羅
[00:09:23.000 --> 00:09:27.000]  說明大祭司在這件事上做得不對
[00:09:27.000 --> 00:09:31.000]  但是保羅卻在之前加了兩句話
[00:09:31.000 --> 00:09:36.000]  你這粉色的牆,神要打你
[00:09:36.000 --> 00:09:41.000]  很多解英家都認為保羅說這兩句話
[00:09:41.000 --> 00:09:45.000]  心中有很多怒氣在說出來
[00:09:45.000 --> 00:09:51.000]  粉色的牆,就是說外面好看,裡面很骯髒
[00:09:51.000 --> 00:09:54.000]  是一句論斷的說話
[00:09:54.000 --> 00:09:58.000]  神要打你,是一句咒詛的說話
[00:09:58.000 --> 00:10:00.000]  在約翰福音十八章
[00:10:00.000 --> 00:10:03.000]  主耶穌也遇到差不多的情況
[00:10:03.000 --> 00:10:05.000]  他被大祭司審問的時候
[00:10:05.000 --> 00:10:08.000]  有一個差役用手杖打他
[00:10:08.000 --> 00:10:10.000]  耶穌說什麼?
[00:10:10.000 --> 00:10:15.000]  我若說的不是,你可以指正那不是
[00:10:15.000 --> 00:10:19.000]  我若說的是,你為什麼打我呢?
[00:10:19.000 --> 00:10:24.000]  耶穌說了打他的人不對
[00:10:24.000 --> 00:10:29.000]  但是沒有動腦,論斷或是咒詛
[00:10:29.000 --> 00:10:34.000]  如果我們比較主耶穌和保羅的反應
[00:10:34.000 --> 00:10:40.000]  就會顯示保羅在那時候有不少情緒
[00:10:40.000 --> 00:10:41.000]  讓我們繼續讀
[00:10:41.000 --> 00:10:43.000]  站在旁邊的人說
[00:10:43.000 --> 00:10:47.000]  你竟敢辱罵神的大祭司嗎?
[00:10:47.000 --> 00:10:48.000]  保羅說
[00:10:48.000 --> 00:10:51.000]  弟兄們,我不知道他是大祭司
[00:10:51.000 --> 00:10:53.000]  因為經上記著
[00:10:53.000 --> 00:10:58.000]  不可誹謗你百姓的官長
[00:10:58.000 --> 00:11:03.000]  或者因為保羅離開耶路撒冷一段時間
[00:11:03.000 --> 00:11:06.000]  沒有見過那時候的大祭司亞利尼亞
[00:11:06.000 --> 00:11:08.000]  但是保羅很清楚
[00:11:08.000 --> 00:11:11.000]  亞利尼亞是那時候審問他的人
[00:11:11.000 --> 00:11:15.000]  可以吩咐人打他的嘴
[00:11:15.000 --> 00:11:17.000]  這個亞利尼亞在猶太人中
[00:11:17.000 --> 00:11:21.000]  一定是一個有權柄的人
[00:11:21.000 --> 00:11:26.000]  表面看來好像保羅在道歉
[00:11:26.000 --> 00:11:30.000]  但其實他是在諷刺亞利尼亞
[00:11:30.000 --> 00:11:32.000]  他雖然有大祭司的職份
[00:11:32.000 --> 00:11:35.000]  但在保羅的眼中
[00:11:35.000 --> 00:11:39.000]  亞利尼亞不配有這個位份
[00:11:39.000 --> 00:11:41.000]  保羅這個諷刺
[00:11:41.000 --> 00:11:45.000]  也是在發洩他的情緒
[00:11:45.000 --> 00:11:46.000]  繼續讀
[00:11:46.000 --> 00:11:50.000]  保羅看出他們一部分人是薩都該人
[00:11:50.000 --> 00:11:52.000]  一部分是法尼塞人
[00:11:52.000 --> 00:11:54.000]  就在議會中喊著
[00:11:54.000 --> 00:11:57.000]  諸位弟兄,我是法尼塞人
[00:11:57.000 --> 00:11:59.000]  也是法尼塞人的子孫
[00:11:59.000 --> 00:12:06.000]  我現在受審問是為有關死人復活的漢王
[00:12:06.000 --> 00:12:07.000]  說了這話
[00:12:07.000 --> 00:12:11.000]  法尼塞人和薩都該人爭論起來
[00:12:11.000 --> 00:12:13.000]  會眾分為兩派
[00:12:13.000 --> 00:12:16.000]  因為薩都該人一方面說沒有復活
[00:12:16.000 --> 00:12:20.000]  另一方面沒有天使和鬼魂
[00:12:20.000 --> 00:12:24.000]  法尼塞人卻承認兩方面都有
[00:12:24.000 --> 00:12:27.000]  接著保羅告訴那些人
[00:12:27.000 --> 00:12:28.000]  他是一個法尼塞人
[00:12:28.000 --> 00:12:34.000]  他被審是為了有關死人復活的漢王
[00:12:34.000 --> 00:12:36.000]  這兩句話都是事實
[00:12:36.000 --> 00:12:39.000]  但是不是全部事實呢
[00:12:39.000 --> 00:12:41.000]  當然不是
[00:12:41.000 --> 00:12:47.000]  保羅受審是因為他要為耶穌基督作見證
[00:12:47.000 --> 00:12:52.000]  信了主耶穌才有死人復活的漢王
[00:12:52.000 --> 00:13:00.000]  保羅的這番話不是為了自己的身數
[00:13:00.000 --> 00:13:05.000]  而是想挑起法尼塞人和薩都該人的爭論
[00:13:05.000 --> 00:13:08.000]  好讓自己有機會脫身
[00:13:08.000 --> 00:13:10.000]  繼續讀
[00:13:10.000 --> 00:13:14.000]  於是大大地爭吵起來
[00:13:14.000 --> 00:13:18.000]  有幾個法尼塞派的民事站起來爭辯說
[00:13:18.000 --> 00:13:22.000]  我們看不出這人有什麼錯處
[00:13:22.000 --> 00:13:26.000]  說不定有鬼魂或天使對他說過的話呢
[00:13:26.000 --> 00:13:29.000]  那時爭論越來越大
[00:13:29.000 --> 00:13:33.000]  千虎掌恐怕保羅被他們扯碎了
[00:13:33.000 --> 00:13:36.000]  就命令士兵下去
[00:13:36.000 --> 00:13:39.000]  把他從眾人當中搶出來
[00:13:39.000 --> 00:13:42.000]  帶進刑樓去
[00:13:42.000 --> 00:13:46.000]  那保羅說這話有沒有用呢
[00:13:46.000 --> 00:13:53.000]  法尼塞人和薩都該人因為保羅說的話就大大爭論
[00:13:53.000 --> 00:13:55.000]  對於離間這兩批人
[00:13:55.000 --> 00:13:59.000]  保羅所說的話是可能有效的
[00:13:59.000 --> 00:14:04.000]  但保羅在爭論中差不多被他們扯碎
[00:14:04.000 --> 00:14:08.000]  如果不是千虎掌派人去救他
[00:14:08.000 --> 00:14:12.000]  他可能有性命的危險
[00:14:12.000 --> 00:14:15.000]  所以保羅在被審判的時候
[00:14:15.000 --> 00:14:18.000]  用人的情緒來面對
[00:14:18.000 --> 00:14:21.000]  想以人的方法去解決
[00:14:21.000 --> 00:14:25.000]  這些都顯示保羅有一定程度的膽怯
[00:14:25.000 --> 00:14:29.000]  因為如果保羅是膽壯的話
[00:14:29.000 --> 00:14:33.000]  他就會以一個平靜的心去依靠神
[00:14:33.000 --> 00:14:37.000]  不會被情緒影響去動怒論斷
[00:14:37.000 --> 00:14:39.000]  就了諷刺
[00:14:39.000 --> 00:14:41.000]  也不會用人的方法
[00:14:41.000 --> 00:14:45.000]  用不完全的事實去挑撥離間
[00:14:45.000 --> 00:14:50.000]  或者保羅願意為主犧牲自己的性命
[00:14:50.000 --> 00:14:53.000]  但在這件事上可以看到
[00:14:53.000 --> 00:14:57.000]  他其實也有軟弱的地方
[00:14:57.000 --> 00:15:01.000]  其實在哥倫多前書也告訴他
[00:15:01.000 --> 00:15:04.000]  保羅也曾經是軟弱的
[00:15:04.000 --> 00:15:06.000]  也是膽怯的
[00:15:06.000 --> 00:15:09.000]  在哥倫多人中間的時候
[00:15:09.000 --> 00:15:13.000]  他說自己又軟弱又懼怕又戰戰兢兢
[00:15:13.000 --> 00:15:17.000]  所以雖然保羅是一個忠心愛主
[00:15:17.000 --> 00:15:19.000]  也很有才幹的人
[00:15:19.000 --> 00:15:23.000]  但他也是一個有血有肉
[00:15:23.000 --> 00:15:28.000]  遇到危難的時候也會膽怯和懼怕
[00:15:28.000 --> 00:15:33.000]  這個人可以壯起膽來嗎?
[00:15:33.000 --> 00:15:40.000]  其實膽壯、勇氣和恐懼是分不開的
[00:15:40.000 --> 00:15:45.000]  沒有恐懼就沒有勇氣就沒有壯膽
[00:15:45.000 --> 00:15:50.000]  因為勇氣是在有懼怕的時候
[00:15:50.000 --> 00:15:53.000]  仍然願意去行動
[00:15:53.000 --> 00:15:56.000]  如果一個人知道自己有足夠的勇氣
[00:15:56.000 --> 00:16:00.000]  足夠的能力去應付一件事
[00:16:00.000 --> 00:16:03.000]  就沒有一點懼怕
[00:16:03.000 --> 00:16:07.000]  根本就不需要勇氣去做
[00:16:07.000 --> 00:16:09.000]  舉個例子
[00:16:09.000 --> 00:16:13.000]  我想這裡很多弟兄姊妹都曾經學過踩單車
[00:16:13.000 --> 00:16:17.000]  最初也很怕跌
[00:16:17.000 --> 00:16:20.000]  需要勇氣去繼續學
[00:16:20.000 --> 00:16:24.000]  但當你學完之後會踩就不會怕
[00:16:24.000 --> 00:16:27.000]  以後踩單車就不需要勇氣
[00:16:27.000 --> 00:16:31.000]  所以一個軟弱知道自己能力不足的人
[00:16:31.000 --> 00:16:36.000]  會害怕的人才會需要勇氣去做事
[00:16:36.000 --> 00:16:42.000]  保羅在大摯斯審判的時候所說的話
[00:16:42.000 --> 00:16:48.000]  其實是反映出他那時候心中的孤獨和無助
[00:16:48.000 --> 00:16:53.000]  他很需要勇氣去支持他
[00:16:53.000 --> 00:16:55.000]  或者是這個原因
[00:16:55.000 --> 00:17:02.000]  主耶穌顯現給保羅提醒他幫助他
[00:17:02.000 --> 00:17:06.000]  使他能夠壯起膽來
[00:17:06.000 --> 00:17:08.000]  主耶穌如何提醒呢?
[00:17:08.000 --> 00:17:10.000]  我們一起讀這節經文
[00:17:10.000 --> 00:17:14.000]  當耶主站在保羅旁邊說
[00:17:14.000 --> 00:17:19.000]  壯起膽來,你怎樣在耶路撒冷為我作見證
[00:17:19.000 --> 00:17:24.000]  也必怎樣在羅馬為我作見證
[00:17:24.000 --> 00:17:28.000]  主耶穌只是跟保羅說了這句話
[00:17:28.000 --> 00:17:32.000]  這句話其實真是語重心長
[00:17:32.000 --> 00:17:34.000]  為什麼呢?
[00:17:34.000 --> 00:17:38.000]  第一,耶穌向保羅顯現
[00:17:38.000 --> 00:17:41.000]  讓保羅知道耶穌非常關心他
[00:17:41.000 --> 00:17:47.000]  雖然他在受審的時候曾經有不好的意念
[00:17:47.000 --> 00:17:51.000]  或者說了一些不對的說話
[00:17:51.000 --> 00:17:55.000]  但是耶穌沒有因此而離開他
[00:17:55.000 --> 00:18:01.000]  第二,耶穌要保羅膽壯
[00:18:01.000 --> 00:18:07.000]  讓他知道耶穌或者知道保羅有膽怯
[00:18:07.000 --> 00:18:12.000]  耶穌有信心保羅在這個巨派裡面
[00:18:12.000 --> 00:18:14.000]  可以膽壯起來
[00:18:14.000 --> 00:18:20.000]  第三,耶穌給保羅一個應許
[00:18:20.000 --> 00:18:25.000]  讓他知道他必定會在羅馬為主作見證
[00:18:25.000 --> 00:18:30.000]  這個除了是一個應許,也是保羅的使命
[00:18:30.000 --> 00:18:34.000]  如果你是保羅,你會不會受到激勵呢?
[00:18:34.000 --> 00:18:40.000]  我想那時候保羅會看到耶穌的寬恕
[00:18:40.000 --> 00:18:42.000]  聽到耶穌的鼓勵
[00:18:42.000 --> 00:18:47.000]  就更加有信心去完成主耶穌給他的使命
[00:18:47.000 --> 00:18:49.000]  為什麼呢?
[00:18:49.000 --> 00:18:54.000]  最重要的是知道主耶穌和他同在
[00:18:54.000 --> 00:18:59.000]  有了神的同在,他就可以壯起膽來
[00:18:59.000 --> 00:19:07.000]  神在聖經中曾經以他的存在使人壯膽起來
[00:19:07.000 --> 00:19:11.000]  包括神對約瑟亞說
[00:19:11.000 --> 00:19:15.000]  你當剛強膽壯,不要懼怕,也不要驚慌
[00:19:15.000 --> 00:19:21.000]  因為你無論往哪裡去,耶和華的神必與你同在
[00:19:21.000 --> 00:19:24.000]  在以賽亞書中說
[00:19:24.000 --> 00:19:28.000]  你不要害怕,因為我與你同在
[00:19:28.000 --> 00:19:32.000]  這是神對以賽亞說的
[00:19:32.000 --> 00:19:35.000]  大衛在詩篇23篇,大家都熟悉
[00:19:35.000 --> 00:19:41.000]  他不怕遭害,是因為神與大衛同在
[00:19:41.000 --> 00:19:47.000]  所以神的同在,就可以使人克服懼怕,壯起膽來
[00:19:47.000 --> 00:19:49.000]  為什麼呢?
[00:19:49.000 --> 00:19:53.000]  讓我再用一個學踩單車的例子
[00:19:53.000 --> 00:19:59.000]  還記得我大兒子第一次學踩單車的時候
[00:19:59.000 --> 00:20:03.000]  兩輪單車,那時候他大概四至五歲
[00:20:03.000 --> 00:20:08.000]  我帶他去公園,開始時他也害怕
[00:20:08.000 --> 00:20:14.000]  害怕跌倒,時時看著地面,不想跌倒
[00:20:14.000 --> 00:20:20.000]  我學了一會兒,發覺不能夠平衡
[00:20:20.000 --> 00:20:22.000]  開始有點灰心
[00:20:22.000 --> 00:20:25.000]  那時候我不停地鼓勵他
[00:20:25.000 --> 00:20:30.000]  不要想著會跌倒,要看前,看著我
[00:20:30.000 --> 00:20:33.000]  看著我踩單車
[00:20:33.000 --> 00:20:39.000]  真的,他一看著我,就可以踩單車
[00:20:39.000 --> 00:20:41.000]  兩輪,踩得很快地來我這裡
[00:20:41.000 --> 00:20:43.000]  非常開心,為什麼呢?
[00:20:43.000 --> 00:20:46.000]  因為他知道爸爸在周圍
[00:20:46.000 --> 00:20:51.000]  看著爸爸就有勇氣克服心裡的害怕
[00:20:51.000 --> 00:20:56.000]  同樣,當我們能夠眼睛定精在神那裡
[00:20:56.000 --> 00:20:58.000]  知道神其實在我們周圍
[00:20:58.000 --> 00:21:00.000]  接納我們,鼓勵我們
[00:21:00.000 --> 00:21:02.000]  雖然我們還有點怕
[00:21:02.000 --> 00:21:04.000]  雖然我們知道自己能力不夠
[00:21:04.000 --> 00:21:09.000]  因為知道神在我們旁邊
[00:21:09.000 --> 00:21:12.000]  就可以在害怕裡面去壯膽
[00:21:12.000 --> 00:21:16.000]  去做祂要我們做的事
[00:21:16.000 --> 00:21:19.000]  今天信息的最後一部分
[00:21:19.000 --> 00:21:23.000]  就是我們看看在經文中神的作為
[00:21:23.000 --> 00:21:26.000]  聖靈是怎樣去幫助保羅
[00:21:26.000 --> 00:21:29.000]  使他看到神與他同在
[00:21:29.000 --> 00:21:32.000]  我們繼續讀
[00:21:33.000 --> 00:21:37.000]  「到了天亮,猶太人同謀起誓,說:
[00:21:37.000 --> 00:21:40.000]  若不先殺保羅,就不吃不喝。
[00:21:40.000 --> 00:21:43.000]  參與者陰謀的有四十多人,
[00:21:43.000 --> 00:21:47.000]  他們來見祭司長和長老,說:
[00:21:47.000 --> 00:21:50.000]  我們已經發了重誓,
[00:21:50.000 --> 00:21:54.000]  若不先殺保羅,就什麼也不吃。
[00:21:54.000 --> 00:21:59.000]  現在你們和議會要通知千夫長,
[00:21:59.000 --> 00:22:03.000]  叫他把保羅帶到你們這裡來,
[00:22:03.000 --> 00:22:06.000]  假裝要詳細調查他的事。
[00:22:06.000 --> 00:22:08.000]  我們已經預備好
[00:22:08.000 --> 00:22:12.000]  在他來到這裡以前就殺掉他。
[00:22:12.000 --> 00:22:15.000]  在耶穌顯現給保羅的第一
[00:22:15.000 --> 00:22:17.000]  有四十多人立下重誓
[00:22:17.000 --> 00:22:20.000]  要先殺了保羅,不然什麼也不吃。
[00:22:20.000 --> 00:22:22.000]  他們要騙千夫長
[00:22:22.000 --> 00:22:25.000]  將保羅帶到祭司那裡
[00:22:25.000 --> 00:22:28.000]  他們預備在途中將保羅殺了
[00:22:28.000 --> 00:22:31.000]  這個計謀可以成功嗎?
[00:22:31.000 --> 00:22:33.000]  讓我們繼續讀
[00:22:33.000 --> 00:22:37.000]  保羅的外甥聽見他們設下埋伏,
[00:22:37.000 --> 00:22:40.000]  就來到刑樓裡告訴保羅,
[00:22:40.000 --> 00:22:43.000]  保羅請百夫長來說:
[00:22:43.000 --> 00:22:46.000]  你領這青年去見千夫長,
[00:22:46.000 --> 00:22:48.000]  他有事告訴他。
[00:22:48.000 --> 00:22:53.000]  於是百夫長把他領去見千夫長說:
[00:22:53.000 --> 00:22:57.000]  被囚的保羅請我到他那裡,
[00:22:57.000 --> 00:23:00.000]  求我領這青年來見你,
[00:23:00.000 --> 00:23:02.000]  他有事告訴你。
[00:23:02.000 --> 00:23:05.000]  千夫長就拉著他的手走到一旁,
[00:23:05.000 --> 00:23:09.000]  私下問他:你有什麼事告訴我?
[00:23:09.000 --> 00:23:13.000]  他說:猶太人已經約定
[00:23:13.000 --> 00:23:17.000]  要求你明天把保羅帶到議會去,
[00:23:17.000 --> 00:23:20.000]  假裝要詳細查問他的事,
[00:23:20.000 --> 00:23:23.000]  你切不要隨從他們,
[00:23:23.000 --> 00:23:26.000]  因為他們有四十多人埋伏,
[00:23:26.000 --> 00:23:29.000]  已經起勢,若不先殺掉保羅,
[00:23:29.000 --> 00:23:31.000]  就不吃不喝,
[00:23:31.000 --> 00:23:33.000]  現在都預備好了,
[00:23:33.000 --> 00:23:35.000]  只等你的運盡。
[00:23:35.000 --> 00:23:38.000]  於是千夫長打發那青年走,
[00:23:38.000 --> 00:23:41.000]  囑咐他不要告訴人,
[00:23:41.000 --> 00:23:45.000]  你已將這些事報告我了。
[00:23:45.000 --> 00:23:51.000]  所以猶太人所定的陰謀被洩露了,
[00:23:51.000 --> 00:23:53.000]  千夫長如何做呢?
[00:23:53.000 --> 00:23:59.000]  於是千夫長叫兩個百夫長來,
[00:23:59.000 --> 00:24:03.000]  說預備步兵二百,騎兵七十,
[00:24:03.000 --> 00:24:05.000]  長槍手二百,
[00:24:05.000 --> 00:24:11.000]  今夜九點往凱撒尼亞去,
[00:24:11.000 --> 00:24:15.000]  也要預備牲口讓保羅騎上,
[00:24:15.000 --> 00:24:19.000]  護送到菲利斯總督那裡。
[00:24:19.000 --> 00:24:23.000]  千夫長又寫了公文大略說,
[00:24:23.000 --> 00:24:30.000]  「克勞蒂,呂西亞向菲利斯總督大人請安,
[00:24:30.000 --> 00:24:34.000]  這個人被猶太人拿住,快被殺害時,
[00:24:34.000 --> 00:24:36.000]  我得知他是羅馬人,
[00:24:36.000 --> 00:24:40.000]  就帶士兵下去把他救出來。」
[00:24:40.000 --> 00:24:45.000]  因為我知道他們告他的罪狀,
[00:24:45.000 --> 00:24:48.000]  就帶他們下到他們的議會去,
