
[00:00:00.000 --> 00:00:12.000]  今天我引用的經文是我在中國三十年,我所用的,在我心中,就是愛是恆久的忍耐。
[00:11:31.000 --> 00:11:34.000]  為什麼他們去了心?
[00:11:34.000 --> 00:11:35.000]  現在我明白,
[00:11:35.000 --> 00:11:37.000]  我都去了心。
[00:11:37.000 --> 00:11:39.000]  我也發神經了。
[00:11:39.000 --> 00:11:41.000]  我體會上帝說我真發神經,
[00:11:41.000 --> 00:11:42.000]  發神經到今天了。
[00:11:42.000 --> 00:11:44.000]  你以為長大有錢嗎?
[00:11:44.000 --> 00:11:45.000]  沒什麼錢的了,
[00:11:45.000 --> 00:11:47.000]  當個坐車的了。
[00:11:47.000 --> 00:11:49.000]  你要發達就不要當權盜人,
[00:11:49.000 --> 00:11:52.000]  不要強迫孕。
[00:11:52.000 --> 00:11:56.000]  但是我體會到那種美好,
[00:11:56.000 --> 00:11:58.000]  如果人能夠有這種美好,
[00:11:58.000 --> 00:12:00.000]  有那種上天來的愛,
[00:12:00.000 --> 00:12:02.000]  能夠去安慰其他人,
[00:12:02.000 --> 00:12:04.000]  能夠寬恕他人,
[00:12:04.000 --> 00:12:06.000]  世界多麼美好。
[00:12:06.000 --> 00:12:08.000]  所以發神經到今天了。
[00:12:08.000 --> 00:12:10.000]  我要學校基督,
[00:12:10.000 --> 00:12:13.000]  擁抱艱苦中的孩子。
[00:12:13.000 --> 00:12:17.000]  最近我在網上看到一些圖畫,
[00:12:17.000 --> 00:12:19.000]  就是當巴勒斯坦的炸彈
[00:12:19.000 --> 00:12:22.000]  殺了很多孩子的時候,
[00:12:22.000 --> 00:12:25.000]  我心中很不安。
[00:12:25.000 --> 00:12:28.000]  還有烏克蘭的戰爭也是。
[00:12:28.000 --> 00:12:30.000]  耶穌,
[00:12:30.000 --> 00:12:34.000]  祂在擁抱那些苦難中的孩子。
[00:12:34.000 --> 00:12:38.000]  中國在清代已經畫了,
[00:12:38.000 --> 00:12:41.000]  用國畫畫了耶穌,
[00:12:41.000 --> 00:12:45.000]  來跟中國的孩子在一起。
[00:12:45.000 --> 00:12:49.000]  當我接受主的時候,
[00:12:49.000 --> 00:12:54.000]  我能夠為他做什麼呢?
[00:12:54.000 --> 00:12:59.000]  所以我的機構叫文化更新,
[00:12:59.000 --> 00:13:02.000]  我們團隊在中國奔波已經30年,
[00:13:02.000 --> 00:13:06.000]  我們在農村作學25年,
[00:13:06.000 --> 00:13:10.000]  要堅持30年是很難的。
[00:13:10.000 --> 00:13:14.000]  堅持30年很不容易,
[00:13:14.000 --> 00:13:18.000]  一個人愛太太大概只有幾年就開始有問題。
[00:13:18.000 --> 00:13:22.000]  我愛太太40多年了。
[00:13:22.000 --> 00:13:26.000]  所以堅持就是從上帝那裡來的。
[00:13:26.000 --> 00:13:29.000]  為什麼?因為那是上帝的呼叫,
[00:13:29.000 --> 00:13:31.000]  作為一個中國人,
[00:13:31.000 --> 00:13:35.000]  痛心中華民族文化百年衰落,
[00:13:35.000 --> 00:13:37.000]  給人欺凌。
[00:13:37.000 --> 00:13:40.000]  在現在新的時代,
[00:13:40.000 --> 00:13:42.000]  中國改革了,我們要回去。
[00:13:42.000 --> 00:13:44.000]  所以當我40歲的時候,
[00:13:44.000 --> 00:13:47.000]  我今天出生21歲,
[00:13:47.000 --> 00:13:50.000]  當我到30多歲拿博士學位,
[00:13:50.000 --> 00:13:52.000]  成為一個教授,
[00:13:52.000 --> 00:13:55.000]  也到處演講,很有名氣等等,
[00:13:55.000 --> 00:13:58.000]  很多風頭,40歲我聽從上帝,
[00:13:58.000 --> 00:14:00.000]  我說上帝我要跟從你,
[00:14:00.000 --> 00:14:03.000]  上帝說你到中國吧。
[00:14:03.000 --> 00:14:05.000]  我知道中國人的苦難,
[00:14:05.000 --> 00:14:07.000]  我一直從歷史都知道,
[00:14:07.000 --> 00:14:09.000]  但是不要找我吧,
[00:14:09.000 --> 00:14:12.000]  找溫回又不是好一點嗎?
[00:14:12.000 --> 00:14:16.000]  找那個蔡元雲醫生,
[00:14:16.000 --> 00:14:18.000]  起碼臨城性不是嗎?
[00:14:18.000 --> 00:14:20.000]  怎麼找我呢?
[00:14:20.000 --> 00:14:21.000]  我不懂啊,上帝,
[00:14:21.000 --> 00:14:24.000]  我不懂辦事,我不懂籌款,
[00:14:24.000 --> 00:14:26.000]  我不懂搞人的關係,
[00:14:26.000 --> 00:14:29.000]  我只懂搞學問,我懂演講。
[00:14:29.000 --> 00:14:30.000]  你給我口才,
[00:14:30.000 --> 00:14:33.000]  你給我讀書的能力兩個N次,
[00:14:33.000 --> 00:14:36.000]  應付中國那麼複雜,我不懂。
[00:14:36.000 --> 00:14:41.000]  中國共產黨我怎麼去回應他呢?
[00:14:41.000 --> 00:14:45.000]  說實話,還有點怕吧,香港人。
[00:14:45.000 --> 00:14:49.000]  上帝說,你從耶穌那裡學,
[00:14:49.000 --> 00:14:54.000]  先愛他。
[00:14:54.000 --> 00:14:56.000]  愛是可以突破一切啊,
[00:14:56.000 --> 00:14:58.000]  你要成為他的僕人啊,
[00:14:58.000 --> 00:15:01.000]  你不是高高在上在海外有的很厲害,
[00:15:01.000 --> 00:15:03.000]  很有學問,很有外國的東西,
[00:15:03.000 --> 00:15:06.000]  回去,你去當他的僕人。
[00:15:06.000 --> 00:15:09.000]  實在,我就學了,
[00:15:09.000 --> 00:15:13.000]  要無條件的奉獻給中華民族的重建。
[00:15:13.000 --> 00:15:15.000]  這時候八個人,
[00:15:15.000 --> 00:15:17.000]  文君打進北京以後,
[00:15:17.000 --> 00:15:19.000]  整個北京破壞了,
[00:15:19.000 --> 00:15:23.000]  李鴻章重新找到這80多歲了,
[00:15:23.000 --> 00:15:25.000]  要收拾殘局,
[00:15:25.000 --> 00:15:27.000]  他看到北京的破壞,
[00:15:27.000 --> 00:15:29.000]  他號頭大哭,
[00:15:29.000 --> 00:15:31.000]  國家給屈辱,
[00:15:31.000 --> 00:15:33.000]  無盡的悲涼,
[00:15:33.000 --> 00:15:35.000]  無可奈何啊,
[00:15:35.000 --> 00:15:38.000]  中國搞成這樣子,
[00:15:38.000 --> 00:15:41.000]  給外國欺負到這樣子啊,
[00:15:41.000 --> 00:15:43.000]  你讀到歷史才明白啊,
[00:15:43.000 --> 00:15:45.000]  香港很多不讀歷史的,
[00:15:45.000 --> 00:15:48.000]  不知道我們受的屈辱多麼大。
[00:15:48.000 --> 00:15:51.000]  最後,他要應付八個國的,
[00:15:51.000 --> 00:15:53.000]  很凶的外國人,
[00:15:53.000 --> 00:15:55.000]  要求這個要求那個,
[00:15:55.000 --> 00:15:57.000]  要維持一點點中國的東西真的很困難,
[00:15:57.000 --> 00:15:59.000]  都打敗了。
[00:15:59.000 --> 00:16:03.000]  據說他死之前寫了一首詩,
[00:16:03.000 --> 00:16:06.000]  "老老駒馬為李安,
[00:16:06.000 --> 00:16:09.000]  臨時翻至伊斯蘭"。
[00:16:09.000 --> 00:16:11.000]  他一生,
[00:16:11.000 --> 00:16:17.000]  都是要騎馬或者坐車去跟外國談判,
[00:16:17.000 --> 00:16:19.000]  我們都是輸的,
[00:16:19.000 --> 00:16:21.000]  都是給人欺負的。
[00:16:21.000 --> 00:16:25.000]  一直到遇到有困難了,
[00:16:25.000 --> 00:16:27.000]  八個人打進來了,
[00:16:27.000 --> 00:16:29.000]  他也不支持了,
[00:16:29.000 --> 00:16:33.000]  其實太后搞這個跟全世界來宣戰,
[00:16:33.000 --> 00:16:35.000]  但是,
[00:16:35.000 --> 00:16:38.000]  他現在又打敗了,
[00:16:38.000 --> 00:16:40.000]  又要我出來應付啊,
[00:16:40.000 --> 00:16:42.000]  所以我想死都沒辦法,
[00:16:42.000 --> 00:16:44.000]  我八十多歲等死了,
[00:16:44.000 --> 00:16:46.000]  你還叫我去?
[00:16:46.000 --> 00:16:48.000]  到他死之前就寫,
[00:16:48.000 --> 00:16:51.000]  到遇到國家困難死都很難。
[00:16:51.000 --> 00:16:53.000]  三百年來,
[00:16:53.000 --> 00:16:57.000]  三國八千裡外掉冥產,
[00:16:57.000 --> 00:16:59.000]  三百年我們國家,
[00:16:59.000 --> 00:17:03.000]  清朝以來都是很受傷的啦,
[00:17:03.000 --> 00:17:06.000]  他才能到外國八千裡外,
[00:17:06.000 --> 00:17:10.000]  還叫平掉我們國家人民的衰產,
[00:17:10.000 --> 00:17:13.000]  這個大清整個中國衰產了。
[00:17:13.000 --> 00:17:15.000]  好了,
[00:17:15.000 --> 00:17:18.000]  到現在也過了一個世紀,
[00:17:18.000 --> 00:17:21.000]  這個李鴻章的年代跟我的年代,
[00:17:21.000 --> 00:17:23.000]  過了一個世紀,
[00:17:23.000 --> 00:17:26.000]  我在昆國華,我在加拿大,
[00:17:26.000 --> 00:17:29.000]  剛好是八千公里,
[00:17:29.000 --> 00:17:31.000]  而且三十年前,
[00:17:31.000 --> 00:17:36.000]  剛剛我們的機構成立三十年,
[00:17:36.000 --> 00:17:40.000]  那時候中國改革都進來回來,
[00:17:40.000 --> 00:17:42.000]  旅遊就很簡單,
[00:17:42.000 --> 00:17:44.000]  你看看中國那時候,
[00:17:44.000 --> 00:17:47.000]  這樣貧困落後腐敗怎麼處理呢?
[00:17:47.000 --> 00:17:50.000]  所以當時上帝叫我去,
[00:17:50.000 --> 00:17:52.000]  我第一個做的工作就是,
[00:17:52.000 --> 00:17:54.000]  我籌到三十萬,
[00:17:54.000 --> 00:17:56.000]  是姓洪基給我,
[00:17:56.000 --> 00:17:58.000]  他是姓基督,
[00:17:58.000 --> 00:18:00.000]  他問你有什麼我可以幫助你,
[00:18:00.000 --> 00:18:02.000]  我說一筆錢來幫助中國反腐敗,
[00:18:02.000 --> 00:18:03.000]  他說好,
[00:18:03.000 --> 00:18:05.000]  就給我三十萬,
[00:18:05.000 --> 00:18:06.000]  真好,
[00:18:06.000 --> 00:18:07.000]  感謝主,
[00:18:07.000 --> 00:18:09.000]  那時候五短短來了,
[00:18:09.000 --> 00:18:11.000]  那個時候三十萬很多錢,
[00:18:11.000 --> 00:18:14.000]  所以我就在復旦大學合作,
[00:18:14.000 --> 00:18:16.000]  就辦一個反腐敗的研究,
[00:18:16.000 --> 00:18:17.000]  就這樣開始,
[00:18:17.000 --> 00:18:20.000]  那是黃富齡的團隊,
[00:18:20.000 --> 00:18:25.000]  然後就帶他們到外國去理解,
[00:18:25.000 --> 00:18:26.000]  反貪局,
[00:18:26.000 --> 00:18:27.000]  中紀委,
[00:18:27.000 --> 00:18:29.000]  還有政治代表,
[00:18:29.000 --> 00:18:31.000]  大學校長,
[00:18:31.000 --> 00:18:34.000]  到外國看一看,
[00:18:34.000 --> 00:18:38.000]  是人家通過一個審計系統對付腐敗,
[00:18:38.000 --> 00:18:43.000]  一個很嚴苛的繪制系統對付腐敗,
[00:18:43.000 --> 00:18:45.000]  結果,
[00:18:45.000 --> 00:18:50.000]  中國後來就用了這個審計系統來對付腐敗,
[00:18:50.000 --> 00:18:52.000]  所以我回國,
[00:18:52.000 --> 00:18:56.000]  第一個要做的就是反腐敗,
[00:18:56.000 --> 00:18:59.000]  那時候才90年代,
[00:18:59.000 --> 00:19:01.000]  非常腐敗的年代,
[00:19:01.000 --> 00:19:04.000]  所以很多人回中國都是搞腐敗,
[00:19:04.000 --> 00:19:05.000]  你來幹什麼,
[00:19:05.000 --> 00:19:07.000]  我來反腐敗,
[00:19:07.000 --> 00:19:08.000]  怎麼可能啊,
[00:19:08.000 --> 00:19:10.000]  誰都說怎麼可能,
[00:19:10.000 --> 00:19:11.000]  但是在那個時候,
[00:19:11.000 --> 00:19:17.000]  我就是為了李鴻章這個散伐,
[00:19:17.000 --> 00:19:19.000]  這300年來,
[00:19:19.000 --> 00:19:23.000]  三國部8000裡外調民產,
[00:19:23.000 --> 00:19:26.000]  國家遇到很多傷害,
[00:19:26.000 --> 00:19:28.000]  人民是衰殘,
[00:19:28.000 --> 00:19:30.000]  從清朝到現在,
[00:19:30.000 --> 00:19:32.000]  中國重新要起來了,
[00:19:32.000 --> 00:19:35.000]  但是那麼艱難,
[00:19:35.000 --> 00:19:37.000]  我能夠幹什麼,
[00:19:37.000 --> 00:19:39.000]  抽了30萬,
[00:19:39.000 --> 00:19:42.000]  就在復旦大學開始辦起來,
[00:19:42.000 --> 00:19:44.000]  要反腐領導團隊,
[00:19:44.000 --> 00:19:46.000]  這對張主席有影響,
[00:19:46.000 --> 00:19:47.000]  張志明啊,
[00:19:47.000 --> 00:19:49.000]  所以我們就這樣開始,
[00:19:49.000 --> 00:19:50.000]  那時候開會,
[00:19:50.000 --> 00:19:51.000]  我到了中國,
[00:19:51.000 --> 00:19:53.000]  在上海晚上,
[00:19:53.000 --> 00:19:57.000]  那時候中國還是比較落後的年代,
[00:19:57.000 --> 00:20:00.000]  酒店也沒什麼的了,
[00:20:00.000 --> 00:20:01.000]  那個時候,
[00:20:01.000 --> 00:20:03.000]  但是我晚上,
[00:20:03.000 --> 00:20:04.000]  我午夜起來,
[00:20:04.000 --> 00:20:05.000]  我早上回去,
[00:20:05.000 --> 00:20:06.000]  午夜都會起來,
[00:20:06.000 --> 00:20:08.000]  看著滿滿的夜空,
[00:20:08.000 --> 00:20:11.000]  看到中國大地,
[00:20:11.000 --> 00:20:15.000]  我忽然之間就像李鴻章一樣哭,
[00:20:15.000 --> 00:20:17.000]  嚎吐大哭,
[00:20:17.000 --> 00:20:19.000]  北京給破壞了,
[00:20:19.000 --> 00:20:20.000]  李鴻章看到大哭,
[00:20:20.000 --> 00:20:22.000]  中國經過多年,
[00:20:22.000 --> 00:20:24.000]  外國侵略,
[00:20:24.000 --> 00:20:25.000]  經過屈辱,
[00:20:25.000 --> 00:20:26.000]  然後有內戰,
[00:20:26.000 --> 00:20:30.000]  也經過文革這樣的年代,
[00:20:30.000 --> 00:20:32.000]  我們回來了,
[00:20:32.000 --> 00:20:34.000]  能做什麼呢?
[00:20:34.000 --> 00:20:35.000]  我大哭,
[00:20:35.000 --> 00:20:37.000]  我心裡沒辦法,
[00:20:37.000 --> 00:20:39.000]  中國那麼大,
[00:20:39.000 --> 00:20:40.000]  那麼小的錢,
[00:20:40.000 --> 00:20:41.000]  那麼小的能力,
[00:20:41.000 --> 00:20:44.000]  幹什麼?
[00:20:44.000 --> 00:20:45.000]  過了三十年,
[00:20:45.000 --> 00:20:47.000]  從那時候到現在三十年,
[00:20:47.000 --> 00:20:51.000]  我開始學李鴻章寫的第二段,
[00:20:51.000 --> 00:20:54.000]  中國三十年就起來了,
[00:20:54.000 --> 00:20:56.000]  說三十年來,
[00:20:56.000 --> 00:20:58.000]  陳國運八千裡外,
[00:20:58.000 --> 00:21:00.000]  祝生新苗,
[00:21:00.000 --> 00:21:01.000]  所以那個時候,
[00:21:01.000 --> 00:21:02.000]  國家的命運很艱難,
[00:21:02.000 --> 00:21:03.000]  我確定可以了,
[00:21:03.000 --> 00:21:04.000]  神救我的,
[00:21:04.000 --> 00:21:05.000]  上帝救我的,
[00:21:05.000 --> 00:21:07.000]  我就回來了,
[00:21:07.000 --> 00:21:09.000]  然後我還要放棄那時候,
[00:21:09.000 --> 00:21:10.000]  海外有個工作,
[00:21:10.000 --> 00:21:11.000]  在電台,
[00:21:11.000 --> 00:21:12.000]  評我當時事評論,
[00:21:12.000 --> 00:21:14.000]  所以香港商業電台,
[00:21:14.000 --> 00:21:16.000]  給我是一百二十萬年薪,
[00:21:16.000 --> 00:21:19.000]  那時候那麼多錢,
[00:21:19.000 --> 00:21:21.000]  你要錢還是為國家,
[00:21:21.000 --> 00:21:22.000]  還是很難的,
[00:21:22.000 --> 00:21:24.000]  但是不能為國家,
[00:21:24.000 --> 00:21:25.000]  是為上帝,
[00:21:25.000 --> 00:21:28.000]  上帝愛要領導中國,
[00:21:28.000 --> 00:21:30.000]  我從上帝普論到中國,
[00:21:30.000 --> 00:21:33.000]  愛中國不只是去你這個部隊,
[00:21:33.000 --> 00:21:34.000]  那個部隊,
[00:21:34.000 --> 00:21:35.000]  而是回來愛你,
[00:21:35.000 --> 00:21:38.000]  然後讓中國改得更好,
[00:21:38.000 --> 00:21:40.000]  所以這樣我就,
[00:21:40.000 --> 00:21:42.000]  嚎啕大哭之後,
[00:21:42.000 --> 00:21:43.000]  我明白了,
