
[00:00:00.000 --> 00:00:03.000]  謝謝Charles弟兄的介紹
[00:03:20.000 --> 00:03:23.000]  如果買光了可以有一些
[00:03:23.000 --> 00:03:25.000]  你看那個名片上面
[00:03:25.000 --> 00:03:27.000]  可以有個網站可以去訂購
[00:03:27.000 --> 00:03:30.000]  很多人說上完門訓以後怎麼做呢
[00:03:30.000 --> 00:03:32.000]  很多時候我們就用三條路
[00:03:32.000 --> 00:03:33.000]  老中青
[00:03:33.000 --> 00:03:34.000]  就是說你帶完門訓
[00:03:34.000 --> 00:03:38.000]  你被帶以後你就再重組另外一個組
[00:03:38.000 --> 00:03:39.000]  再帶門訓
[00:03:39.000 --> 00:03:42.000]  因為你學的最多門訓是帶人的時候
[00:03:42.000 --> 00:03:44.000]  第二個是四傳
[00:03:44.000 --> 00:03:46.000]  就是說培養他繼續往前走
[00:03:46.000 --> 00:03:50.000]  比如說如何用神的話語去帶茶經
[00:03:50.000 --> 00:03:52.000]  然後如何去傳福音
[00:03:52.000 --> 00:03:56.000]  傳福音做門訓是意識兩面來的
[00:03:56.000 --> 00:03:59.000]  然後成為教會的同工領袖
[00:03:59.000 --> 00:04:01.000]  怎麼一個譜的性格怎麼配的
[00:04:01.000 --> 00:04:04.000]  其實書寫的方法是用小組方法
[00:04:04.000 --> 00:04:08.000]  因為很注重是說我們小組大家互動的
[00:04:08.000 --> 00:04:10.000]  這本書有四本書
[00:04:10.000 --> 00:04:12.000]  我就寫了這個放在裡面
[00:04:12.000 --> 00:04:14.000]  每個階段有一本書
[00:04:14.000 --> 00:04:15.000]  另外有一本書
[00:04:15.000 --> 00:04:16.000]  大家有沒有聽過
[00:04:16.000 --> 00:04:19.000]  大多數聽過天路歷程這本書
[00:04:19.000 --> 00:04:20.000]  看過的
[00:04:20.000 --> 00:04:21.000]  有一部分
[00:04:21.000 --> 00:04:23.000]  天路歷程是我們基督教裡面
[00:04:23.000 --> 00:04:24.000]  很重要的小說
[00:04:24.000 --> 00:04:26.000]  我就用這本書來記載
[00:04:26.000 --> 00:04:28.000]  寫了天路課之歌
[00:04:28.000 --> 00:04:31.000]  進一步跟你分享人生會經過的事情
[00:04:31.000 --> 00:04:32.000]  也是在門訓
[00:04:32.000 --> 00:04:34.000]  這個天路課
[00:04:34.000 --> 00:04:37.000]  下來就是靈命成長秘訣
[00:04:37.000 --> 00:04:40.000]  就講更深一點門訓
[00:04:40.000 --> 00:04:41.000]  所以我寫一三本書
[00:04:41.000 --> 00:04:43.000]  以生命想生命
[00:04:43.000 --> 00:04:44.000]  天路課之歌
[00:04:44.000 --> 00:04:46.000]  靈命成長秘訣
[00:04:46.000 --> 00:04:47.000]  那我希望的話
[00:04:47.000 --> 00:04:50.000]  我們做門徒不單是在家裡
[00:04:50.000 --> 00:04:51.000]  不單是在教會做門徒
[00:04:51.000 --> 00:04:52.000]  我們在家裡
[00:04:52.000 --> 00:04:54.000]  我們在我們的工作崗位做門徒
[00:04:54.000 --> 00:04:56.000]  我們做個全方位的門徒
[00:04:56.000 --> 00:04:58.000]  所以我出的這本書是
[00:04:58.000 --> 00:04:59.000]  家庭
[00:04:59.000 --> 00:05:00.000]  謀福家庭
[00:05:00.000 --> 00:05:01.000]  謀福人生
[00:05:01.000 --> 00:05:03.000]  這個不是講的戶籍關係
[00:05:03.000 --> 00:05:05.000]  而是講到人生整個過程裡面
[00:05:05.000 --> 00:05:07.000]  從約會到結婚
[00:05:07.000 --> 00:05:10.000]  到跟老婆老公吵架
[00:05:10.000 --> 00:05:11.000]  吵架的因素
[00:05:11.000 --> 00:05:13.000]  然後跟小孩子帶領他們
[00:05:13.000 --> 00:05:15.000]  然後孩子走了以後
[00:05:15.000 --> 00:05:16.000]  終臨為妻
[00:05:16.000 --> 00:05:19.000]  以後陪伴你最後的爸爸媽老人怎麼過
[00:05:19.000 --> 00:05:20.000]  這本書就是
[00:05:20.000 --> 00:05:22.000]  希望大家可以用
[00:05:22.000 --> 00:05:23.000]  在不同的背景裡面
[00:05:23.000 --> 00:05:24.000]  互相分享
[00:05:24.000 --> 00:05:26.000]  互相激勵人生的過程
[00:05:26.000 --> 00:05:27.000]  在家庭做門徒
[00:05:27.000 --> 00:05:29.000]  這個是職場做門徒
[00:05:29.000 --> 00:05:31.000]  我們很多時候在上班的時候
[00:05:31.000 --> 00:05:33.000]  花很多時間上班
[00:05:33.000 --> 00:05:34.000]  我們在上班
[00:05:34.000 --> 00:05:36.000]  怎麼去跟同事相處
[00:05:36.000 --> 00:05:38.000]  你做主管怎麼做
[00:05:38.000 --> 00:05:40.000]  你賺的錢怎麼投資
[00:05:40.000 --> 00:05:41.000]  不單是地上投資
[00:05:41.000 --> 00:05:42.000]  天上投資
[00:05:42.000 --> 00:05:43.000]  這本書就講到
[00:05:43.000 --> 00:05:44.000]  用小組方法
[00:05:44.000 --> 00:05:46.000]  最後一本書是CEO
[00:05:46.000 --> 00:05:48.000]  怎麼做個CEO
[00:05:48.000 --> 00:05:50.000]  我跟一個楊國安教授
[00:05:50.000 --> 00:05:51.000]  我們都是教商學的
[00:05:51.000 --> 00:05:52.000]  我們說其實呢
[00:05:52.000 --> 00:05:54.000]  我們帶很多商學的領袖
[00:05:54.000 --> 00:05:55.000]  還是CEO
[00:05:55.000 --> 00:05:57.000]  我們說其實你所學的
[00:05:57.000 --> 00:05:59.000]  聖經是有的
[00:05:59.000 --> 00:06:01.000]  我跟你說很多商學的領袖
[00:06:01.000 --> 00:06:02.000]  聖經是有的
[00:06:02.000 --> 00:06:03.000]  從耶穌學習
[00:06:03.000 --> 00:06:05.000]  在福音書裡面有的
[00:06:05.000 --> 00:06:07.000]  你看到這個事實就這樣
[00:06:07.000 --> 00:06:08.000]  希望他們看到以後
[00:06:08.000 --> 00:06:09.000]  有吸引的話
[00:06:09.000 --> 00:06:11.000]  他們可以回到聖經看
[00:06:11.000 --> 00:06:13.000]  看以後他們被感動
[00:06:13.000 --> 00:06:15.000]  感動和吸引住
[00:06:15.000 --> 00:06:16.000]  吸引住以後變成一個好的
[00:06:16.000 --> 00:06:17.000]  就如企業家
[00:06:17.000 --> 00:06:20.000]  用個比較健康穩步的方法
[00:06:20.000 --> 00:06:22.000]  發展社會
[00:06:22.000 --> 00:06:23.000]  發展經濟
[00:06:23.000 --> 00:06:24.000]  讓我們國家的經濟
[00:06:24.000 --> 00:06:28.000]  可以健康穩步的前進
[00:06:28.000 --> 00:06:29.000]  這個是我的
[00:06:29.000 --> 00:06:31.000]  所以這邊三本書
[00:06:31.000 --> 00:06:32.000]  家庭做門徒
[00:06:32.000 --> 00:06:33.000]  職場做門徒
[00:06:33.000 --> 00:06:35.000]  公司裡面做CEO
[00:06:35.000 --> 00:06:37.000]  所以我出了九本書
[00:06:37.000 --> 00:06:40.000]  就希望是幫助我們全部的話
[00:06:40.000 --> 00:06:42.000]  弟兄姐妹有個感覺
[00:06:42.000 --> 00:06:43.000]  這個主要是寫的書
[00:06:43.000 --> 00:06:45.000]  就是簡簡單單
[00:06:45.000 --> 00:06:46.000]  不是郭老師教你的
[00:06:46.000 --> 00:06:48.000]  是說這個框架裡面
[00:06:48.000 --> 00:06:50.000]  我們希望你做小組
[00:06:50.000 --> 00:06:51.000]  互相勉勵
[00:06:51.000 --> 00:06:52.000]  講出你的經驗
[00:06:52.000 --> 00:06:54.000]  然後一起禱告
[00:06:54.000 --> 00:06:56.000]  今天我的書裡面
[00:06:56.000 --> 00:06:57.000]  都是有繁體版
[00:06:57.000 --> 00:06:58.000]  有簡體版
[00:06:58.000 --> 00:06:59.000]  有英文版的
[00:06:59.000 --> 00:07:00.000]  有紙張版
[00:07:00.000 --> 00:07:01.000]  有電子版
[00:07:01.000 --> 00:07:03.000]  然後其實書以外
[00:07:03.000 --> 00:07:04.000]  有錄像
[00:07:04.000 --> 00:07:05.000]  錄像是免費下載的
[00:07:05.000 --> 00:07:07.000]  你可以看我怎麼帶
[00:07:07.000 --> 00:07:08.000]  然後你去帶人
[00:07:08.000 --> 00:07:10.000]  然後我有用的PPT PDF
[00:07:10.000 --> 00:07:11.000]  都完全給你
[00:07:11.000 --> 00:07:14.000]  也是方便你可以下載去帶你
[00:07:14.000 --> 00:07:16.000]  我希望你更多時間去畫去禱告
[00:07:16.000 --> 00:07:18.000]  去幫助人
[00:07:18.000 --> 00:07:20.000]  不用花很多時間去準備
[00:07:20.000 --> 00:07:22.000]  然後這邊紙版
[00:07:22.000 --> 00:07:23.000]  電子版都有
[00:07:23.000 --> 00:07:25.000]  然後這個是訂書版的
[00:07:25.000 --> 00:07:26.000]  電子版的
[00:07:26.000 --> 00:07:28.000]  以後在網上面有一個
[00:07:28.000 --> 00:07:29.000]  我所有PPT的
[00:07:29.000 --> 00:07:31.000]  這些免費下載
[00:07:31.000 --> 00:07:33.000]  有上面就訓練
[00:07:33.000 --> 00:07:34.000]  天路各自歌
[00:07:34.000 --> 00:07:36.000]  每課裡面的錄像
[00:07:36.000 --> 00:07:38.000]  PPT都給你
[00:07:38.000 --> 00:07:40.000]  這個是PPT所拍的
[00:07:40.000 --> 00:07:43.000]  我的PPT這邊也給你的
[00:07:43.000 --> 00:07:45.000]  然後你可以個人去學
[00:07:45.000 --> 00:07:47.000]  教會團體小組去學
[00:07:47.000 --> 00:07:48.000]  或是教會主學去學
[00:07:48.000 --> 00:07:50.000]  主要是互相接連
[00:07:50.000 --> 00:07:51.000]  每次上課的時候
[00:07:51.000 --> 00:07:53.000]  大概一個半小時
[00:07:53.000 --> 00:07:54.000]  就是大家看完書以後
[00:07:54.000 --> 00:07:56.000]  回來分享
[00:07:56.000 --> 00:07:58.000]  用我的PPT做簡單介紹
[00:07:58.000 --> 00:08:00.000]  更重要是分享
[00:08:00.000 --> 00:08:01.000]  一心禱告
[00:08:01.000 --> 00:08:03.000]  這個是我就介紹
[00:08:03.000 --> 00:08:06.000]  那下來我就講今天的主題
[00:08:06.000 --> 00:08:09.000]  侍從佛寺的態度
[00:08:09.000 --> 00:08:10.000]  就是我說這邊
[00:08:10.000 --> 00:08:12.000]  如果我帶到門徒以後
[00:08:12.000 --> 00:08:13.000]  下一步怎麼帶佛寺
[00:08:13.000 --> 00:08:14.000]  這個非常重要
[00:08:14.000 --> 00:08:16.000]  如果他傳佛寺到
[00:08:16.000 --> 00:08:17.000]  他佛是不懂的
[00:08:17.000 --> 00:08:19.000]  他佛是什麼東西
[00:08:19.000 --> 00:08:20.000]  結果很多時候
[00:08:20.000 --> 00:08:22.000]  剛開始很好
[00:08:22.000 --> 00:08:25.000]  後來就走岔路的了
[00:08:25.000 --> 00:08:29.000]  他可能本來增長得非常快
[00:08:29.000 --> 00:08:32.000]  但是跌下來也很快
[00:08:32.000 --> 00:08:33.000]  所以這部分
[00:08:33.000 --> 00:08:36.000]  我們要幫助他學習到
[00:08:36.000 --> 00:08:38.000]  所謂同工佛是什麼意思
[00:08:38.000 --> 00:08:41.000]  所以這次我就帶來這個題目
[00:08:41.000 --> 00:08:42.000]  剛才Charles弟兄弟
[00:08:42.000 --> 00:08:43.000]  我們讀了經文
[00:08:43.000 --> 00:08:44.000]  理由是說
[00:08:44.000 --> 00:08:46.000]  郭老師有沒有選錯
[00:08:46.000 --> 00:08:48.000]  這個經文有什麼意思
[00:08:48.000 --> 00:08:49.000]  不知道Charles弟兄
[00:08:49.000 --> 00:08:50.000]  有沒有這種感覺
[00:08:50.000 --> 00:08:51.000]  為什麼讀經文
[00:08:51.000 --> 00:08:53.000]  是沙漠而界上面的
[00:08:53.000 --> 00:08:56.000]  這是一個父子的對話
[00:08:56.000 --> 00:08:58.000]  我就問大家
[00:08:58.000 --> 00:09:01.000]  掃羅跟他兒子約達丹
[00:09:01.000 --> 00:09:05.000]  有沒有什麼相同之處
[00:09:05.000 --> 00:09:06.000]  相同很簡單
[00:09:06.000 --> 00:09:07.000]  血緣關係
[00:09:07.000 --> 00:09:08.000]  父子
[00:09:08.000 --> 00:09:10.000]  而且兩個都很英勇的
[00:09:10.000 --> 00:09:12.000]  打那些猶太人
[00:09:12.000 --> 00:09:13.000]  打那很多非歷史的人
[00:09:13.000 --> 00:09:15.000]  很英勇的
[00:09:15.000 --> 00:09:17.000]  大家知道這個背景是什麼
[00:09:17.000 --> 00:09:19.000]  當時候掃羅
[00:09:19.000 --> 00:09:20.000]  露視大衛
[00:09:20.000 --> 00:09:21.000]  想殺大衛的時候
[00:09:21.000 --> 00:09:23.000]  如果對聖經熟的話
[00:09:23.000 --> 00:09:24.000]  大衛就跑了
[00:09:24.000 --> 00:09:26.000]  跑了又碰到約達丹
[00:09:26.000 --> 00:09:27.000]  約達丹說你去哪裡
[00:09:27.000 --> 00:09:29.000]  跑了你爸爸要殺我
[00:09:29.000 --> 00:09:30.000]  怎麼可能他怎麼殺你
[00:09:30.000 --> 00:09:32.000]  他連女兒要嫁給你
[00:09:32.000 --> 00:09:33.000]  他很疼你
[00:09:33.000 --> 00:09:34.000]  為什麼殺你呢
[00:09:34.000 --> 00:09:35.000]  我不相信
[00:09:35.000 --> 00:09:36.000]  他回去看了
[00:09:36.000 --> 00:09:37.000]  看了以後第一天
[00:09:37.000 --> 00:09:39.000]  沒有什麼事情
[00:09:39.000 --> 00:09:40.000]  掃羅以為大衛不解
[00:09:40.000 --> 00:09:41.000]  就沒有出現
[00:09:41.000 --> 00:09:42.000]  出去吃飯
[00:09:42.000 --> 00:09:43.000]  但是過一幾天的話
[00:09:43.000 --> 00:09:44.000]  發覺到大衛不在的話
[00:09:44.000 --> 00:09:46.000]  就問大衛去哪裡
[00:09:46.000 --> 00:09:49.000]  約達丹說他走了
[00:09:49.000 --> 00:09:50.000]  他說馬上拉他兒子
[00:09:50.000 --> 00:09:51.000]  你知道嗎
[00:09:51.000 --> 00:09:54.000]  也是兒子落在世間活著
[00:09:54.000 --> 00:09:55.000]  你和你的國位
[00:09:55.000 --> 00:09:58.000]  必佔你不住
[00:09:58.000 --> 00:10:01.000]  他們不同在哪兩個
[00:10:01.000 --> 00:10:03.000]  兩個都很好服侍
[00:10:03.000 --> 00:10:04.000]  但是呢
[00:10:04.000 --> 00:10:07.000]  約達丹是服侍神
[00:10:07.000 --> 00:10:09.000]  見了神的國度
[00:10:09.000 --> 00:10:11.000]  掃羅呢
[00:10:11.000 --> 00:10:14.000]  他是見你自己的國度
[00:10:14.000 --> 00:10:18.000]  掃羅是見你自己的國度
[00:10:18.000 --> 00:10:19.000]  所以很多時候
[00:10:19.000 --> 00:10:20.000]  我們要勸勉弟兄姐
[00:10:20.000 --> 00:10:21.000]  每當服侍的話
[00:10:21.000 --> 00:10:22.000]  一定要非常小心
[00:10:22.000 --> 00:10:25.000]  因為掃羅也是很有恩賜的人
[00:10:25.000 --> 00:10:28.000]  但是後來死得非常慘
[00:10:28.000 --> 00:10:29.000]  不但是他是差
[00:10:29.000 --> 00:10:31.000]  而且連你的兒子
[00:10:31.000 --> 00:10:35.000]  又是暫時在沙場上面
[00:10:35.000 --> 00:10:37.000]  因此我帶門徒說非常注重
[00:10:37.000 --> 00:10:39.000]  給他們講到
[00:10:39.000 --> 00:10:41.000]  服侍的真諦在哪裡
[00:10:41.000 --> 00:10:42.000]  所以我講到
[00:10:42.000 --> 00:10:44.000]  崇是一層層
[00:10:44.000 --> 00:10:48.000]  一個是賢有服侍
[00:10:48.000 --> 00:10:49.000]  賢有服侍的話
[00:10:49.000 --> 00:10:50.000]  意思就是說
[00:10:50.000 --> 00:10:52.000]  就是很少服侍的
[00:10:52.000 --> 00:10:54.000]  賢呢 古語就是少嘛
[00:10:54.000 --> 00:10:55.000]  賢有服侍
[00:10:55.000 --> 00:10:57.000]  如果你在教會裡面
[00:10:57.000 --> 00:10:58.000]  只是來崇拜
[00:10:58.000 --> 00:10:59.000]  很少服侍的話
[00:10:59.000 --> 00:11:00.000]  你要注意到
[00:11:00.000 --> 00:11:03.000]  你可能患了鼠鄰三高
[00:11:03.000 --> 00:11:04.000]  什麼三高啊
[00:11:04.000 --> 00:11:08.000]  血質高 血壓高
[00:11:08.000 --> 00:11:09.000]  那麼鼠鄰三高
[00:11:09.000 --> 00:11:10.000]  就做了發掘到
[00:11:10.000 --> 00:11:11.000]  你信主以後的發掘到
[00:11:11.000 --> 00:11:13.000]  剛開始還是很開心
[00:11:13.000 --> 00:11:14.000]  然後慢慢的話
[00:11:14.000 --> 00:11:17.000]  發覺心裡好像堵了什麼東西
[00:11:17.000 --> 00:11:19.000]  不順的
[00:11:19.000 --> 00:11:22.000]  大家知道一個活水的概念嗎
[00:11:22.000 --> 00:11:24.000]  約翰福音的第四章十四節
[00:11:24.000 --> 00:11:26.000]  一起念一下 來
[00:11:26.000 --> 00:11:29.000]  人若喝我所吃的水
[00:11:29.000 --> 00:11:31.000]  就永遠不渴
[00:11:31.000 --> 00:11:32.000]  我所吃的水
[00:11:32.000 --> 00:11:34.000]  那在他們裡面
[00:11:34.000 --> 00:11:35.000]  成為了泉源
[00:11:35.000 --> 00:11:37.000]  是有道啊 神
[00:11:37.000 --> 00:11:38.000]  大家都有背景嘛
[00:11:38.000 --> 00:11:40.000]  當時耶穌在撒瑪利亞
[00:11:40.000 --> 00:11:41.000]  跟女人傳道
[00:11:41.000 --> 00:11:42.000]  祂說
[00:11:42.000 --> 00:11:44.000]  你知道我的水永遠不渴
[00:11:44.000 --> 00:11:45.000]  好像你在身上
[00:11:45.000 --> 00:11:47.000]  流 泉源流出來
[00:11:47.000 --> 00:11:48.000]  這個是活水
[00:11:48.000 --> 00:11:51.000]  這個活水代表什麼
[00:11:51.000 --> 00:11:52.000]  聖靈
[00:11:52.000 --> 00:11:54.000]  當你接受神以後呢
[00:11:54.000 --> 00:11:56.000]  聖靈是從身上流出來的
[00:11:56.000 --> 00:11:57.000]  你給它流出來
[00:11:57.000 --> 00:11:58.000]  就是輻射了
[00:11:58.000 --> 00:12:00.000]  給它一個活水流出來的機會
[00:12:00.000 --> 00:12:01.000]  如果流得好的話
[00:12:01.000 --> 00:12:03.000]  小溪水裡面河流
[00:12:03.000 --> 00:12:04.000]  或者大河流
[00:12:04.000 --> 00:12:06.000]  大江河嘛
[00:12:06.000 --> 00:12:08.000]  但如果你堵在那邊
[00:12:08.000 --> 00:12:10.000]  有什麼結果
[00:12:10.000 --> 00:12:11.000]  活水堵在那邊
[00:12:11.000 --> 00:12:13.000]  有什麼結果
[00:12:13.000 --> 00:12:14.000]  就不是死水
[00:12:14.000 --> 00:12:15.000]  死水怎麼樣
[00:12:15.000 --> 00:12:17.000]  臭臭的
[00:12:17.000 --> 00:12:18.000]  所以現在有些基督徒
[00:12:18.000 --> 00:12:21.000]  臭臭的
[00:12:21.000 --> 00:12:23.000]  他裡面堵在那邊
[00:12:23.000 --> 00:12:25.000]  走不出來嘛
[00:12:25.000 --> 00:12:26.000]  所以弟兄姐妹
[00:12:26.000 --> 00:12:28.000]  如果你是屬於這類的話
[00:12:28.000 --> 00:12:31.000]  今天你可以跟唐傳道
[00:12:31.000 --> 00:12:32.000]  來報名一下
[00:12:32.000 --> 00:12:33.000]  或者我們直播報名
[00:12:33.000 --> 00:12:35.000]  我要服事
[00:12:35.000 --> 00:12:36.000]  一點點都可以
[00:12:36.000 --> 00:12:40.000]  只要讓我的水有機會流出來
[00:12:40.000 --> 00:12:42.000]  正常基督徒一定要服事的
[00:12:42.000 --> 00:12:44.000]  不是說崇拜的
[00:12:44.000 --> 00:12:47.000]  因為這是為了屬靈健康的
[00:12:47.000 --> 00:12:49.000]  但是我相信
[00:12:49.000 --> 00:12:51.000]  很多弟兄姐妹在座都有服事
[00:12:51.000 --> 00:12:53.000]  我現在是講第二個
[00:12:53.000 --> 00:12:56.000]  以自我為中心的服事
[00:12:56.000 --> 00:12:57.000]  自我中心
[00:12:57.000 --> 00:12:59.000]  很少人說我是為自己的
[00:12:59.000 --> 00:13:01.000]  但是說是簡單
[00:13:01.000 --> 00:13:03.000]  但是看看表彰者
[00:13:03.000 --> 00:13:04.000]  我們就看看
[00:13:04.000 --> 00:13:08.000]  自我中心有什麼特點
[00:13:08.000 --> 00:13:10.000]  自我中心的得福事
[00:13:10.000 --> 00:13:13.000]  是說很喜歡挑福事的
[00:13:13.000 --> 00:13:14.000]  什麼挑福事
[00:13:14.000 --> 00:13:16.000]  就是說喜歡的就做
[00:13:16.000 --> 00:13:18.000]  不喜歡不做
[00:13:18.000 --> 00:13:19.000]  我們教會的
[00:13:19.000 --> 00:13:21.000]  我們教會的草坪
[00:13:21.000 --> 00:13:22.000]  以前有個草坪的話
[00:13:22.000 --> 00:13:23.000]  禮拜六
[00:13:23.000 --> 00:13:25.000]  喜歡一些弟兄去割草
[00:13:25.000 --> 00:13:29.000]  結果很少弟兄去報名割草
[00:13:29.000 --> 00:13:31.000]  唱歌詩歌班很多人的
[00:13:31.000 --> 00:13:34.000]  茶經很多人
[00:13:34.000 --> 00:13:35.000]  倒垃圾
[00:13:35.000 --> 00:13:37.000]  我沒有倒垃圾的恩賜
[00:13:37.000 --> 00:13:38.000]  不要找我
[00:13:38.000 --> 00:13:41.000]  我有唱歌的恩賜
[00:13:41.000 --> 00:13:45.000]  如果你服事是要挑福事
[00:13:45.000 --> 00:13:47.000]  你不是服事神
[00:13:47.000 --> 00:13:50.000]  你是服事你自己
[00:13:50.000 --> 00:13:52.000]  你是借教會的場地
[00:13:52.000 --> 00:13:56.000]  展示你的才能
[00:13:56.000 --> 00:13:57.000]  那按聖經說
[00:13:57.000 --> 00:13:59.000]  說你要按照你的才能
[00:13:59.000 --> 00:14:01.000]  你的恩賜服事是對的
[00:14:01.000 --> 00:14:03.000]  但是教會有些需要
[00:14:03.000 --> 00:14:04.000]  沒人去擔的話
[00:14:04.000 --> 00:14:05.000]  你臨時上陣
[00:14:05.000 --> 00:14:07.000]  先衝一下吧
[00:14:07.000 --> 00:14:11.000]  因為教會是我們的家
[00:14:11.000 --> 00:14:12.000]  哪裡家裡有垃圾
[00:14:12.000 --> 00:14:13.000]  你倒在那邊不倒的話
[00:14:13.000 --> 00:14:15.000]  臭的
[00:14:15.000 --> 00:14:17.000]  所以我們教會的一個家的話
[00:14:17.000 --> 00:14:20.000]  都應該一起頂上的
[00:14:20.000 --> 00:14:21.000]  到有時候有其他人的話
[00:14:21.000 --> 00:14:23.000]  你就分出去嘛
[00:14:23.000 --> 00:14:25.000]  就不要挑福事
[00:14:25.000 --> 00:14:30.000]  如果是挑自己喜歡的福事的話
[00:14:30.000 --> 00:14:32.000]  你不服事神
[00:14:32.000 --> 00:14:35.000]  你是服事你自己
[00:14:35.000 --> 00:14:36.000]  以自我中心服事
[00:14:36.000 --> 00:14:38.000]  有另外特點怎麼樣
[00:14:38.000 --> 00:14:40.000]  就是完美主義
[00:14:40.000 --> 00:14:43.000]  很多時候只顧自己所做的
[00:14:43.000 --> 00:14:46.000]  不理其他部分的
[00:14:46.000 --> 00:14:48.000]  不理不問的
[00:14:48.000 --> 00:14:50.000]  其一方面就是完美主義
[00:14:50.000 --> 00:14:51.000]  自己部分做得好
