
[00:00:00.000 --> 00:00:09.000]  在新的一年,一定要問大家一個這樣的問題。
[00:06:06.000 --> 00:06:10.000]  再說一遍,在祂沒有難成的事。
[00:06:10.000 --> 00:06:15.000]  所以我們的上帝是能夠帶給我們盼望的。
[00:06:15.000 --> 00:06:24.000]  那麼我們要繼續問,那上帝是怎樣帶給我們盼望呢?
[00:06:24.000 --> 00:06:33.000]  有很多答案,但是我今天在新一年的第一個崇拜,我只想你記住一個答案。
[00:06:33.000 --> 00:06:41.000]  我只想你在今年抓住這個答案,就是在基督裡。
[00:06:41.000 --> 00:06:46.000]  上帝帶給我們盼望的方法就是在基督裡。
[00:06:46.000 --> 00:06:52.000]  所以你在聖經裡面你會常常讀到這四個字,在基督裡。
[00:06:52.000 --> 00:07:00.000]  我希望我們今天聽完了這篇信息之後,你真的是深深地體會在基督裡的可貴。
[00:07:00.000 --> 00:07:10.000]  在年終的倒數的聚會,我跟大家分享,In Christ Alone,在基督裡。
[00:07:10.000 --> 00:07:13.000]  沒有基督,我們今天不會坐在這裡。
[00:07:13.000 --> 00:07:16.000]  沒有基督就沒有了教會。
[00:07:16.000 --> 00:07:23.000]  沒有基督,我們沒有一個改變的生命,以致我們繼續地去尋求更有意義的人生。
[00:07:23.000 --> 00:07:28.000]  沒有基督,我們沒有彼此相愛的團體跟朋友。
[00:07:28.000 --> 00:07:35.000]  因為有基督,我們才有可信任的人,真的是能夠讓我們說出心裡的話,
[00:07:35.000 --> 00:07:40.000]  不會論斷我們,而是鼓勵我們去面對跟解決問題。
[00:07:40.000 --> 00:07:44.000]  只有基督,我們才看到人生的意義是什麼。
[00:07:44.000 --> 00:07:48.000]  因為基督告訴我們人生要怎樣地活。
[00:07:48.000 --> 00:07:53.000]  所以,沒有了基督,我們就真的是沒有了一切。
[00:07:53.000 --> 00:07:57.000]  唯有在基督裡,我們才能夠有真正的盼望。
[00:07:57.000 --> 00:08:04.000]  那麼,今天我要告訴大家,使徒保羅他很清楚知道這個奧秘。
[00:08:04.000 --> 00:08:09.000]  使徒保羅是整個教會裡面,新約時期,
[00:08:09.000 --> 00:08:15.000]  甚至是整個教會裡面最偉大的一個基督門徒。
[00:08:15.000 --> 00:08:22.000]  因為他把福音在那種環境帶到好多好多的一個地方,
[00:08:22.000 --> 00:08:25.000]  最後他是被殺頭而死的。
[00:08:25.000 --> 00:08:30.000]  他知道面對的危險是什麼,但是他為了基督是願意做一些。
[00:08:30.000 --> 00:08:35.000]  他不只是行動上有了好多的成就,他還是什麼呢?
[00:08:35.000 --> 00:08:42.000]  在書寫方面,在寫下很多的我們現在能夠理解的信仰的神學,
[00:08:42.000 --> 00:08:44.000]  都在新約聖經裡面。
[00:08:44.000 --> 00:08:48.000]  使徒保羅他知道這個奧秘。
[00:08:48.000 --> 00:08:49.000]  他說什麼呢?
[00:08:49.000 --> 00:08:54.000]  他說,他以認識我主基督耶穌為至寶。
[00:08:54.000 --> 00:08:58.000]  他是在一個怎樣的情況下講這句話的呢?
[00:08:58.000 --> 00:09:01.000]  大家看這段經文,看他說什麼。
[00:09:01.000 --> 00:09:04.000]  他說,我第八天受割離。
[00:09:04.000 --> 00:09:06.000]  他這裡是在講什麼呢?
[00:09:06.000 --> 00:09:13.000]  他要跟猶太人說,我的很優秀的本質,
[00:09:13.000 --> 00:09:17.000]  我很優秀的特質,條件,
[00:09:17.000 --> 00:09:23.000]  對猶太人來說,這些都是非常非常了不起的。
[00:09:23.000 --> 00:09:26.000]  他是一個真猶太人,真希伯來人。
[00:09:26.000 --> 00:09:28.000]  我第八天受割離。
[00:09:28.000 --> 00:09:31.000]  我是以色列族變亞敏茲派的人,
[00:09:31.000 --> 00:09:36.000]  是希伯來人所生的希伯來人,是純希伯來人。
[00:09:36.000 --> 00:09:41.000]  不是已經跟人家通婚之後的後代的希伯來人,
[00:09:41.000 --> 00:09:44.000]  他是純希伯來人。
[00:09:44.000 --> 00:09:47.000]  那麼就律法說,我是法利塞人。
[00:09:47.000 --> 00:09:50.000]  他有一個身份,他已經達到了他的律法的知識,
[00:09:50.000 --> 00:09:54.000]  達到了一個標準,可以叫做法利塞人。
[00:09:54.000 --> 00:09:57.000]  就是在社會裡面,他是德高望重的。
[00:09:57.000 --> 00:10:01.000]  他是那種法利塞人說的話,你最好是聽,
[00:10:01.000 --> 00:10:03.000]  他是法利塞人。
[00:10:03.000 --> 00:10:07.000]  就熱心來說,我是逼迫教會的。
[00:10:07.000 --> 00:10:10.000]  這個是什麼呢?對猶太人來說,
[00:10:10.000 --> 00:10:16.000]  能夠去為了耶和華逼迫教會,是了不起的。
[00:10:16.000 --> 00:10:20.000]  因為他們當時不明白耶穌就是神的兒子,
[00:10:20.000 --> 00:10:24.000]  所以他們以為基督教是異端。
[00:10:24.000 --> 00:10:28.000]  所以對猶太人來說,能去逼迫教會的是領袖,
[00:10:28.000 --> 00:10:30.000]  是有行動的。
[00:10:30.000 --> 00:10:33.000]  不只是在知識上是法利塞人,
[00:10:33.000 --> 00:10:37.000]  在熱心上他是有行動到他去逼迫教會。
[00:10:37.000 --> 00:10:42.000]  在律法上的意義來說,講律法上的意義,
[00:10:42.000 --> 00:10:45.000]  法利塞人大家都知道很多都是什麼呢?
[00:10:45.000 --> 00:10:49.000]  很多都是假冒為善,耶穌說的。
[00:10:49.000 --> 00:10:53.000]  叫人家做很多事情,但是自己做不到。
[00:10:53.000 --> 00:10:55.000]  很多的法利塞人都是這樣。
[00:10:55.000 --> 00:10:57.000]  但是保羅說什麼呢?
[00:10:57.000 --> 00:11:00.000]  保羅說他在上帝面前,他在寫這封書信的時候,
[00:11:00.000 --> 00:11:02.000]  他說什麼呢?
[00:11:02.000 --> 00:11:06.000]  在律法上的意義來說,我是無可指摘的。
[00:11:06.000 --> 00:11:09.000]  他作為一個猶太人,作為一個法利塞人,
[00:11:09.000 --> 00:11:13.000]  他按著摩西的律法,他去活出來,
[00:11:13.000 --> 00:11:17.000]  他不是那些只是口裡講而做不到的法利塞人,
[00:11:17.000 --> 00:11:19.000]  其他的同伴。
[00:11:19.000 --> 00:11:26.000]  他是少有的,可能是僅有的,無可指摘的。
[00:11:26.000 --> 00:11:28.000]  但是第七節他說什麼呢?
[00:11:28.000 --> 00:11:31.000]  只是我先前以為與我有益的,
[00:11:31.000 --> 00:11:35.000]  我現在因基督都當作有損的。
[00:11:35.000 --> 00:11:38.000]  這些在他還沒認識耶穌之前,
[00:11:38.000 --> 00:11:41.000]  他以為這些是他的條件。
[00:11:41.000 --> 00:11:46.000]  但是他認識基督之後,他發現這一切
[00:11:46.000 --> 00:11:49.000]  原來都是有損的,
[00:11:49.000 --> 00:11:52.000]  都是讓我不能夠認識真神的,
[00:11:52.000 --> 00:11:56.000]  所以是有損的,使我不能夠認識真神。
[00:11:56.000 --> 00:11:58.000]  不但如此,他說第八節,
[00:11:58.000 --> 00:12:01.000]  我也將萬事當作有損的。
[00:12:01.000 --> 00:12:05.000]  其他事情為什麼會當作有損的呢?
[00:12:05.000 --> 00:12:09.000]  只要那些事情是使我依靠他的,
[00:12:09.000 --> 00:12:15.000]  使我少一點依靠耶穌,那就對我有損了。
[00:12:15.000 --> 00:12:17.000]  有些人是愛主的,
[00:12:17.000 --> 00:12:21.000]  但是有些人也很有其他的才幹。
[00:12:21.000 --> 00:12:25.000]  但是其他的才幹,如果你是獻給主,
[00:12:25.000 --> 00:12:29.000]  為主而用,靠主來做,那沒問題。
[00:12:29.000 --> 00:12:34.000]  但是有些人有些時候是用自己的才幹來做事情,
[00:12:34.000 --> 00:12:37.000]  搞不定了才求主幫忙。
[00:12:37.000 --> 00:12:41.000]  保羅就說,其他的這些我也當作有損。
[00:12:41.000 --> 00:12:45.000]  當他們我的恩賜,我的才幹,我的才華,
[00:12:45.000 --> 00:12:48.000]  我的人際關係,我的資源,什麼都好,
[00:12:48.000 --> 00:12:54.000]  只要是使到我沒有100%全然的依靠上帝,
[00:12:54.000 --> 00:12:56.000]  依靠耶穌,我都當作有損的。
[00:12:56.000 --> 00:13:00.000]  所以他是以認識我主基督耶穌為至寶。
[00:13:00.000 --> 00:13:03.000]  這樣的一個人竟然會講出這樣的話,
[00:13:03.000 --> 00:13:06.000]  就是說,等於什麼呢?
[00:13:06.000 --> 00:13:08.000]  等於在我們的現代社會,
[00:13:08.000 --> 00:13:11.000]  你要找一個很優秀的人才,
[00:13:11.000 --> 00:13:16.000]  非常優秀的,頂尖的,萬人之上的,
[00:13:16.000 --> 00:13:18.000]  他很有才幹,很有才能的,
[00:13:18.000 --> 00:13:22.000]  每個人都崇洋崇洋他的。
[00:13:22.000 --> 00:13:28.000]  他竟然說,我以認識耶穌基督為至寶。
[00:13:28.000 --> 00:13:31.000]  為什麼?你要問為什麼?
[00:13:31.000 --> 00:13:37.000]  為什麼你不是以現代科技,人工智能,
[00:13:37.000 --> 00:13:42.000]  各種各種的才幹為優秀,
[00:13:42.000 --> 00:13:46.000]  你是以基督為至寶,你一定要問為什麼?
[00:13:46.000 --> 00:13:48.000]  當我們問保羅的時候,我們就發現,
[00:13:48.000 --> 00:13:50.000]  他是這樣的一個人才,
[00:13:50.000 --> 00:13:54.000]  他體會過基督是人生的至寶。
[00:13:54.000 --> 00:13:57.000]  因為基督使到他人整個生命翻轉,
[00:13:57.000 --> 00:13:59.000]  使到看到基督的大能。
[00:13:59.000 --> 00:14:02.000]  所以我們看到保羅知道這個奧秘。
[00:14:02.000 --> 00:14:04.000]  我們看看今天的講道經文。
[00:14:04.000 --> 00:14:07.000]  我請弟兄姊妹幫我把整段讀出來。
[00:14:07.000 --> 00:14:09.000]  今天我雖然選了一節,
[00:14:09.000 --> 00:14:12.000]  但是其實有兩段的講道經文。
[00:14:12.000 --> 00:14:15.000]  我請弟兄姊妹幫我念出來。
[00:14:15.000 --> 00:14:16.000]  一二七。
[00:14:16.000 --> 00:14:21.000]  (念)
[00:14:21.000 --> 00:14:23.000]  謝謝弟兄姊妹。
[00:14:23.000 --> 00:14:25.000]  這裡我們看到他說,
[00:14:25.000 --> 00:14:29.000]  耶穌為眾人死,是叫那些活著的人不再為自己活,
[00:14:29.000 --> 00:14:33.000]  乃為替他們死而復活的主活。
[00:14:33.000 --> 00:14:35.000]  這是一個新生命。
[00:14:35.000 --> 00:14:37.000]  剛才為我們領事的書神姊妹,
[00:14:37.000 --> 00:14:40.000]  也這樣的一個禱告,也這樣的帶領。
[00:14:40.000 --> 00:14:42.000]  真的,你如果知道這個奧秘,
[00:14:42.000 --> 00:14:44.000]  你就知道你可以活得多自由。
[00:14:44.000 --> 00:14:46.000]  當你為基督而活的時候,
[00:14:46.000 --> 00:14:48.000]  是可以活得很自由。
[00:14:48.000 --> 00:14:49.000]  有些人不明白,
[00:14:49.000 --> 00:14:53.000]  他以為我為基督而活,那我是不是失去了自己呢?
[00:14:53.000 --> 00:14:55.000]  不是的,千萬不要誤會。
[00:14:55.000 --> 00:14:57.000]  當你真正的明白為基督而活,
[00:14:57.000 --> 00:14:58.000]  你會問多一些問題是,
[00:14:58.000 --> 00:15:00.000]  神為什麼造我是這樣的?
[00:15:00.000 --> 00:15:03.000]  神為什麼給我的才幹跟給別人的才幹不一樣的?
[00:15:03.000 --> 00:15:05.000]  我要找到我的身份,
[00:15:05.000 --> 00:15:07.000]  才能夠用上帝給我的才幹,
[00:15:07.000 --> 00:15:09.000]  好好的發揮。
[00:15:09.000 --> 00:15:12.000]  那個就是當你找到自己,
[00:15:12.000 --> 00:15:16.000]  當你因基督,你願意努力的去找祂給你的身份,
[00:15:16.000 --> 00:15:17.000]  你就為祂而活。
[00:15:17.000 --> 00:15:19.000]  那個時候是最自由的。
[00:15:19.000 --> 00:15:23.000]  因為你不再是被社會的壓力,
[00:15:23.000 --> 00:15:27.000]  逼你去做一個本來就不是你想做的那個人。
[00:15:27.000 --> 00:15:30.000]  你是因著主造你的時候,
[00:15:30.000 --> 00:15:32.000]  給你的性情,你的才華,
[00:15:32.000 --> 00:15:34.000]  你去了解你自己,
[00:15:34.000 --> 00:15:38.000]  然後你就求主給你機會去發揮,
[00:15:38.000 --> 00:15:40.000]  那個是最自由的。
[00:15:40.000 --> 00:15:42.000]  在這裡,他說,
[00:15:42.000 --> 00:15:45.000]  基督為眾人死,
[00:15:45.000 --> 00:15:48.000]  使到我們可以為這位死而復活的主活。
[00:15:48.000 --> 00:15:51.000]  所以我們從今以後,不憑著外貌認人。
[00:15:51.000 --> 00:15:54.000]  這裡為什麼講不憑著外貌認人呢?
[00:15:54.000 --> 00:15:57.000]  他看到什麼呢?
[00:15:57.000 --> 00:16:02.000]  雖然憑著外貌認過基督,
[00:16:02.000 --> 00:16:06.000]  如今卻不再是這樣認祂。
[00:16:06.000 --> 00:16:10.000]  他們在以前看基督是一個其貌不揚的,
[00:16:10.000 --> 00:16:14.000]  不像我們想像出來的那個畫像,
[00:16:14.000 --> 00:16:17.000]  好像耶穌特別的英俊瀟灑。
[00:16:17.000 --> 00:16:21.000]  他們聖經裡面講以撒亞書形容耶穌的時候,
[00:16:21.000 --> 00:16:23.000]  是其貌不揚,
[00:16:23.000 --> 00:16:25.000]  不是什麼吸引人。
[00:16:25.000 --> 00:16:27.000]  然後還怎麼樣呢?
[00:16:27.000 --> 00:16:29.000]  還被打到遍體鱗傷,
[00:16:29.000 --> 00:16:32.000]  還被打到慘不忍睹,
[00:16:32.000 --> 00:16:35.000]  還被掛在石架而死。
[00:16:35.000 --> 00:16:37.000]  這裡講的是什麼?
[00:16:37.000 --> 00:16:40.000]  這裡講,憑著外貌認過基督,
[00:16:40.000 --> 00:16:42.000]  如今卻不再這樣認祂了。
[00:16:42.000 --> 00:16:45.000]  當你知道祂是神的兒子,
[00:16:45.000 --> 00:16:47.000]  當你知道祂是有多麼的榮耀的時候,
[00:16:47.000 --> 00:16:49.000]  祂變了一個新的形象的時候,
[00:16:49.000 --> 00:16:52.000]  你不再是這樣認祂了。
[00:16:52.000 --> 00:16:57.000]  所以,既然我們不是憑外貌在認耶穌,
[00:16:57.000 --> 00:16:59.000]  聖經鼓勵我們什麼呢?
[00:16:59.000 --> 00:17:02.000]  你也不要再看你自己了。
[00:17:02.000 --> 00:17:05.000]  你也不要再看你以前的自己了。
[00:17:05.000 --> 00:17:09.000]  若有人在基督裡,
[00:17:09.000 --> 00:17:12.000]  基督也不再是用一樣的容貌來認祂,
[00:17:12.000 --> 00:17:16.000]  也是用一個神的兒子的榮耀的身份,
[00:17:16.000 --> 00:17:18.000]  尊貴的身份來認識祂。
[00:17:18.000 --> 00:17:20.000]  若有人在基督,你如果是信耶穌的,
[00:17:20.000 --> 00:17:23.000]  你如果在基督裡,你就是新造的人,
[00:17:23.000 --> 00:17:26.000]  舊事已過,都變成新的了。
[00:17:26.000 --> 00:17:28.000]  這是我們今天要看的一段經文。
[00:17:28.000 --> 00:17:32.000]  第二段,我們一起再來念這段好不好?
[00:17:32.000 --> 00:17:34.000]  弟兄姊妹,一二,起!
[00:17:34.000 --> 00:17:37.000]  我們今天有意為一去,
[00:17:37.000 --> 00:17:40.000]  我們會做隨時的幫助。
[00:17:40.000 --> 00:17:41.000]  好,謝謝!
[00:17:41.000 --> 00:17:42.000]  這裡講什麼呢?
[00:17:42.000 --> 00:17:48.000]  我邀請大家把十四節記在你的心裡,
[00:17:48.000 --> 00:17:51.000]  作為新年的一個提醒。
[00:17:51.000 --> 00:17:58.000]  要持定所承認的道,持定,不要隨意妥協。
[00:17:58.000 --> 00:18:00.000]  很多事情會叫你妥協的,
[00:18:00.000 --> 00:18:04.000]  經濟的壓力,一些的誘惑,
[00:18:04.000 --> 00:18:08.000]  會讓你放棄你該做的事情,去做你不該做的事情。
[00:18:08.000 --> 00:18:11.000]  但是聖經說,要持定所承認的道。
[00:18:11.000 --> 00:18:12.000]  為什麼呢?
[00:18:12.000 --> 00:18:17.000]  因為它前面寫,你所信的主是誰?
[00:18:17.000 --> 00:18:20.000]  你要想起你,你要記得你所信的主是誰。
[00:18:20.000 --> 00:18:26.000]  你所信的主是深入高天尊榮的大祭司。
[00:18:26.000 --> 00:18:29.000]  他是神的兒子。
[00:18:29.000 --> 00:18:36.000]  既然你信的是他,就不要隨隨便便在道上妥協。
[00:18:36.000 --> 00:18:39.000]  然後,下面也很重要,
[00:18:39.000 --> 00:18:44.000]  因為我們的大祭司是深入高天尊榮的大祭司。
[00:18:44.000 --> 00:18:47.000]  這位大祭司他並非不能體恤我們的軟弱,
[00:18:47.000 --> 00:18:51.000]  他了解你,他知道你很想做一個好的基督徒,
[00:18:51.000 --> 00:18:54.000]  但是有些時候你軟弱,
[00:18:54.000 --> 00:18:57.000]  你說我軟弱主你明白嗎?
[00:18:57.000 --> 00:18:59.000]  明白,他明白,
[00:18:59.000 --> 00:19:03.000]  我們的大祭司並非不能體恤我們的軟弱,
[00:19:03.000 --> 00:19:06.000]  他也曾凡事受過試探,
[00:19:06.000 --> 00:19:10.000]  與我們一樣,只是他沒有犯罪。
[00:19:10.000 --> 00:19:14.000]  他在十字架上,魔鬼還沒有放棄他,
[00:19:14.000 --> 00:19:17.000]  想要讓他在十字架上都犯罪。
[00:19:17.000 --> 00:19:24.000]  在十字架上,當他最痛苦的時候,最軟弱的時候,
[00:19:24.000 --> 00:19:29.000]  魔鬼還慫恿那些羅馬兵丁,嘲笑他,
[00:19:29.000 --> 00:19:33.000]  你如果是神的兒子,就下來啊!
[00:19:33.000 --> 00:19:36.000]  你如果是神的兒子,就救救自己啊!
[00:19:36.000 --> 00:19:42.000]  你知不知道,只要主耶穌他的意念,
[00:19:42.000 --> 00:19:49.000]  有一點點的仇恨,
[00:19:49.000 --> 00:19:52.000]  他就受試探就犯罪了。
[00:19:52.000 --> 00:19:56.000]  但是主耶穌竟然在那個情況下說什麼呢?
[00:19:56.000 --> 00:20:03.000]  父啊,赦免他們,因為他們所做的,他們不曉得。
[00:20:03.000 --> 00:20:08.000]  這是我們的主。我們的主是明白我們的,
[00:20:08.000 --> 00:20:13.000]  因為他凡事受過試探,與我們一樣,只是他沒有犯罪。
[00:20:13.000 --> 00:20:17.000]  所以,十六節我要鼓勵你,
[00:20:17.000 --> 00:20:20.000]  我們只管坦然無懼地來到施恩的寶座,
[00:20:20.000 --> 00:20:25.000]  這寶座是施恩的,你去到那邊,是他要給你恩典的,
[00:20:25.000 --> 00:20:30.000]  為了要得廉恤,蒙恩惠,做隨時的幫助。
[00:20:30.000 --> 00:20:33.000]  這是我們今天的兩篇主要的經文。
[00:20:33.000 --> 00:20:36.000]  我要告訴大家,主耶穌怎麼樣給我們盼望。
[00:20:36.000 --> 00:20:41.000]  第一,主耶穌帶給我們真正的生命。
[00:20:41.000 --> 00:20:46.000]  聖經告訴我們,若有人在基督裡,他就是新造的人,
[00:20:46.000 --> 00:20:50.000]  舊事已過,都變成新的了。
[00:20:50.000 --> 00:20:53.000]  如果你有機會參加我們的年終感恩聚餐,
[00:20:53.000 --> 00:20:56.000]  你會聽到兩個美好的見證。
[00:20:56.000 --> 00:20:59.000]  其中一個姐妹說什麼呢?
[00:20:59.000 --> 00:21:04.000]  其中一個姐妹見證,整個不只是她的生命,
[00:21:04.000 --> 00:21:10.000]  變成一個新的生命,她的家庭都變成一個新的家庭。
[00:21:10.000 --> 00:21:13.000]  她說什麼呢?
[00:21:13.000 --> 00:21:21.000]  來到香港,還沒信主之前,自己跟丈夫的關係,
[00:21:21.000 --> 00:21:27.000]  有時候會有很多的衝突,自己很多的憤怒,
[00:21:27.000 --> 00:21:33.000]  跟兒女的關係,也是拼個你死我活。
[00:21:33.000 --> 00:21:37.000]  那種的痛苦,有經歷過的人就知道,
[00:21:37.000 --> 00:21:40.000]  是苦不堪言,也不知道向誰傾訴的。
[00:21:40.000 --> 00:21:45.000]  傾訴完了之後,情況還是一樣,沒有改變。
[00:21:45.000 --> 00:21:48.000]  你改變不了你自己,你改變不了別人,
[00:21:48.000 --> 00:21:53.000]  你也改變不了你兒女,不能帶來任何改變。
[00:21:53.000 --> 00:21:57.000]  但是信了主,信了主來的教會,
[00:21:57.000 --> 00:22:00.000]  把孩子帶來教會,丈夫也信了主,
[00:22:00.000 --> 00:22:06.000]  慢慢地,自己也學會依靠主,
[00:22:06.000 --> 00:22:12.000]  凡事不是爭吵,想要得到自己所要的,
[00:22:12.000 --> 00:22:16.000]  而是禱告,慢慢地,
[00:22:16.000 --> 00:22:21.000]  連丈夫也凡事禱告,連丈夫也帶著他禱告,
[00:22:21.000 --> 00:22:27.000]  連丈夫也帶著孩子禱告,整個家庭都被改變了。
[00:22:27.000 --> 00:22:33.000]  若有人在基督裡,他就是新造的人,
[00:22:33.000 --> 00:22:39.000]  舊事已過,都變成新的了。
[00:22:39.000 --> 00:22:44.000]  有些時候,你會可能覺得很無力改變自己,
[00:22:44.000 --> 00:22:51.000]  但是可能你還不懂得怎麼樣靠基督改變自己。
[00:22:51.000 --> 00:22:54.000]  基督來就是要讓你得豐盛的生命,
[00:22:54.000 --> 00:23:01.000]  所以基督一定能而且願意改變你。
[00:23:01.000 --> 00:23:09.000]  有些時候,有些人說,只要我知道神要我做什麼,
[00:23:09.000 --> 00:23:12.000]  我就肯定會跟著做。
[00:23:12.000 --> 00:23:14.000]  你們聽過這樣的說話嗎?
[00:23:14.000 --> 00:23:17.000]  我有時候不知道神的旨意,
[00:23:17.000 --> 00:23:20.000]  只要我知道是神的旨意,我肯定會跟著做。
[00:23:20.000 --> 00:23:25.000]  只要祂清楚地告訴我,我肯定跟著做。
[00:23:25.000 --> 00:23:30.000]  但是很多時候不是這樣的。
[00:23:30.000 --> 00:23:32.000]  是真的嗎?你真的會跟著做嗎?
[00:23:32.000 --> 00:23:35.000]  如果你知道神的旨意。
[00:23:35.000 --> 00:23:37.000]  神的旨意很清楚了,其實。
[00:23:37.000 --> 00:23:45.000]  有很多神的旨意沒有那麼的撲朔迷離,難以捉摸。
[00:23:45.000 --> 00:23:53.000]  神叫你要愛你的家人,神叫你要謙卑。
[00:23:53.000 --> 00:23:55.000]  這是神的旨意。
[00:23:55.000 --> 00:23:58.000]  你知道了,你跟著做嗎?
[00:23:58.000 --> 00:24:05.000]  神叫你在吃虧的時候,不要失去見證,
[00:24:05.000 --> 00:24:13.000]  生氣卻不要犯罪,不要為自己伸冤。
