
[00:00:00.000 --> 00:00:06.000]  頂姐妹早晨 新年快樂
[00:10:27.000 --> 00:10:28.000]  第二個命令就是
[00:10:28.000 --> 00:10:30.000]  你也要叫別人得福
[00:10:30.000 --> 00:10:32.000]  這個第二次的應許
[00:10:32.000 --> 00:10:36.000]  就是強調了為你祝福的
[00:10:36.000 --> 00:10:37.000]  我必賜福於他
[00:10:37.000 --> 00:10:39.000]  這個B和Bπ
[00:10:39.000 --> 00:10:41.000]  地上的萬族都要因你得福
[00:10:41.000 --> 00:10:44.000]  但是A裏面就變成
[00:10:44.000 --> 00:10:46.000]  那咒助你的
[00:10:46.000 --> 00:10:48.000]  我必咒助他
[00:10:48.000 --> 00:10:49.000]  這個咒助
[00:10:49.000 --> 00:10:51.000]  有些解經的學者
[00:10:51.000 --> 00:10:53.000]  看為是小看你的
[00:10:53.000 --> 00:10:56.000]  是對比前面說的大國大名
[00:10:56.000 --> 00:10:58.000]  是一個對比
[00:10:58.000 --> 00:11:00.000]  兩者都要凸顯
[00:11:00.000 --> 00:11:02.000]  神揀選阿伯拉罕
[00:11:02.000 --> 00:11:04.000]  是要賜福他的
[00:11:04.000 --> 00:11:07.000]  但賜福他不是那個終點
[00:11:07.000 --> 00:11:10.000]  賜福他為要他成為別人的祝福
[00:11:10.000 --> 00:11:12.000]  這個才是目的
[00:11:12.000 --> 00:11:14.000]  所以我們今天要問我們自己
[00:11:14.000 --> 00:11:16.000]  作為神的兒女
[00:11:16.000 --> 00:11:19.000]  我們有沒有徒受神的恩典
[00:11:19.000 --> 00:11:21.000]  有沒有只是單單只是
[00:11:21.000 --> 00:11:23.000]  在這裏以為我們是
[00:11:23.000 --> 00:11:25.000]  很想領受神的祝福
[00:11:25.000 --> 00:11:27.000]  但我們沒有將這個祝福
[00:11:27.000 --> 00:11:29.000]  真正傳遞給其他人
[00:11:29.000 --> 00:11:32.000]  神的命令在第一節裏面
[00:11:32.000 --> 00:11:34.000]  在這裏說得很清楚
[00:11:34.000 --> 00:11:38.000]  你要離開本族 父家
[00:11:38.000 --> 00:11:42.000]  往神所要指示的地方去
[00:11:42.000 --> 00:11:45.000]  我們看一看歷史的時候
[00:11:45.000 --> 00:11:46.000]  無論創世記
[00:11:46.000 --> 00:11:48.000]  甚至到史圖行傳
[00:11:48.000 --> 00:11:52.000]  我們看到當時的阿伯蘭
[00:11:52.000 --> 00:11:54.000]  其實他信心都有軟弱
[00:11:54.000 --> 00:11:55.000]  他離開的時候
[00:11:55.000 --> 00:11:58.000]  他帶著他父親他拉一起去
[00:11:58.000 --> 00:12:00.000]  一路他們去去去
[00:12:00.000 --> 00:12:02.000]  而且住在哈蘭
[00:12:02.000 --> 00:12:04.000]  去到中途站
[00:12:04.000 --> 00:12:06.000]  沒有去到神所要指示的地方
[00:12:06.000 --> 00:12:09.000]  那個迦南地落腳
[00:12:09.000 --> 00:12:10.000]  但神沒有因為這樣
[00:12:10.000 --> 00:12:12.000]  而原故他的指引
[00:12:12.000 --> 00:12:13.000]  他的計劃就失敗
[00:12:13.000 --> 00:12:16.000]  神仍然要等他拉死了
[00:12:16.000 --> 00:12:17.000]  在哈蘭之後
[00:12:17.000 --> 00:12:20.000]  神繼續要呼召
[00:12:20.000 --> 00:12:23.000]  阿伯蘭繼續起程
[00:12:23.000 --> 00:12:25.000]  繼續前行
[00:12:25.000 --> 00:12:28.000]  今日我覺得最難的一件事
[00:12:28.000 --> 00:12:30.000]  可能你說要離開是甚麼呢
[00:12:30.000 --> 00:12:33.000]  就是離開你的親人
[00:12:33.000 --> 00:12:35.000]  你最親的你的家人
[00:12:35.000 --> 00:12:37.000]  往往那些做宣教士
[00:12:37.000 --> 00:12:39.000]  如果神要揀選他
[00:12:39.000 --> 00:12:40.000]  差遣他去
[00:12:40.000 --> 00:12:43.000]  他還要突破有兩種的困難
[00:12:43.000 --> 00:12:45.000]  除了離鄉別井之外
[00:12:45.000 --> 00:12:47.000]  有些時候去到一個
[00:12:47.000 --> 00:12:49.000]  跨越文化的地方
[00:12:49.000 --> 00:12:52.000]  你說如果你去到另外一個地方
[00:12:52.000 --> 00:12:54.000]  是和中國人去服侍
[00:12:54.000 --> 00:12:56.000]  可能容易些
[00:12:56.000 --> 00:12:57.000]  但如果要呼召你
[00:12:57.000 --> 00:12:59.000]  可能去到小亞細亞
[00:12:59.000 --> 00:13:01.000]  中亞地區
[00:13:01.000 --> 00:13:02.000]  或者中東的地方
[00:13:02.000 --> 00:13:04.000]  去和一些會教徒
[00:13:04.000 --> 00:13:07.000]  一些完全和我們文化不同
[00:13:07.000 --> 00:13:09.000]  語言不同的
[00:13:09.000 --> 00:13:11.000]  容易嗎
[00:13:11.000 --> 00:13:13.000]  絕對不容易
[00:13:13.000 --> 00:13:15.000]  所以今日你回到家
[00:13:15.000 --> 00:13:17.000]  你應該好好欣賞一下
[00:13:17.000 --> 00:13:20.000]  你家裏如果有工人
[00:13:20.000 --> 00:13:21.000]  印尼姐姐
[00:13:21.000 --> 00:13:23.000]  菲律賓的工人
[00:13:23.000 --> 00:13:25.000]  你跟他們說謝謝
[00:13:25.000 --> 00:13:26.000]  多謝他們
[00:13:26.000 --> 00:13:28.000]  真是他們離鄉別井
[00:13:28.000 --> 00:13:30.000]  來到我們家裏服侍
[00:13:30.000 --> 00:13:33.000]  我們需要有這份感恩的心
[00:13:33.000 --> 00:13:37.000]  我們在這裏看一看一個見證
[00:13:37.000 --> 00:13:40.000]  這個也是一個很著名的
[00:13:40.000 --> 00:13:42.000]  美國的一個女攝影師
[00:13:42.000 --> 00:13:45.000]  她叫Dana Deckman
[00:13:45.000 --> 00:13:49.000]  她有一個攝影的專輯
[00:13:49.000 --> 00:13:52.000]  叫做離別和揮手
[00:13:52.000 --> 00:13:54.000]  大家要留意一下
[00:13:54.000 --> 00:13:56.000]  她這些照片
[00:13:56.000 --> 00:13:58.000]  全部都是留下
[00:13:58.000 --> 00:14:01.000]  她和她爸爸媽媽揮手道別
[00:14:01.000 --> 00:14:04.000]  因為她要到處拍攝這些影片
[00:14:04.000 --> 00:14:07.000]  她很多時候都沒有辦法陪伴
[00:14:07.000 --> 00:14:09.000]  和她父母一起住
[00:14:09.000 --> 00:14:12.000]  所以每次回來探望她爸爸媽媽的時候
[00:14:12.000 --> 00:14:13.000]  在離別的時候
[00:14:13.000 --> 00:14:17.000]  她就會拿著攝影機和他們拍照
[00:14:17.000 --> 00:14:22.000]  這個舉動是由1991年開始
[00:14:22.000 --> 00:14:24.000]  一直到2017年
[00:14:24.000 --> 00:14:28.000]  長達27年的一個揮手道別的
[00:14:28.000 --> 00:14:32.000]  一個這樣的專輯出現
[00:14:32.000 --> 00:14:36.000]  我想大家留意這幾張照片
[00:14:36.000 --> 00:14:40.000]  大家有沒有留意她在右上角那張照片
[00:14:40.000 --> 00:14:43.000]  明明每張照片都有爸爸媽媽
[00:14:43.000 --> 00:14:45.000]  去到右上角那張照片
[00:14:45.000 --> 00:14:47.000]  剩下她媽媽一個人
[00:14:47.000 --> 00:14:49.000]  大家看到嗎?一個人
[00:14:49.000 --> 00:14:52.000]  這個是2009年的時候
[00:14:52.000 --> 00:14:54.000]  因為她爸爸已經去世了
[00:14:54.000 --> 00:14:58.000]  下面那張沒有人了
[00:14:58.000 --> 00:15:00.000]  是2017年的時候
[00:15:00.000 --> 00:15:03.000]  原來她媽媽都離世了
[00:15:03.000 --> 00:15:06.000]  這個給我一個很大的感觸
[00:15:06.000 --> 00:15:09.000]  其實我回想18年前
[00:15:09.000 --> 00:15:12.000]  當我要離開加拿大
[00:15:12.000 --> 00:15:14.000]  我要和我媽媽道別
[00:15:14.000 --> 00:15:16.000]  因為我爸爸很早
[00:15:16.000 --> 00:15:17.000]  在我九歲的時候
[00:15:17.000 --> 00:15:19.000]  都是因為中風
[00:15:19.000 --> 00:15:23.000]  忽然之間天父接了他回天家
[00:15:23.000 --> 00:15:25.000]  當時我和我媽媽道別
[00:15:25.000 --> 00:15:29.000]  我帶上師母和她擁抱
[00:15:29.000 --> 00:15:32.000]  她其實給我們一個很大的支持
[00:15:32.000 --> 00:15:33.000]  當時在機場
[00:15:33.000 --> 00:15:35.000]  雖然大家都會有眼淚
[00:15:35.000 --> 00:15:38.000]  但她給了一張祈禱卡給我們
[00:15:38.000 --> 00:15:41.000]  原來這個祈禱卡裡面就是說
[00:15:41.000 --> 00:15:44.000]  她每天都會為我和師母
[00:15:44.000 --> 00:15:46.000]  在香港的侍奉來禱告
[00:15:46.000 --> 00:15:48.000]  叫我們不用擔心她
[00:15:48.000 --> 00:15:49.000]  她說你們去吧
[00:15:49.000 --> 00:15:51.000]  你們去到香港
[00:15:51.000 --> 00:15:53.000]  照著神給你的旨意
[00:15:53.000 --> 00:15:56.000]  神帶領你們使用你
[00:15:56.000 --> 00:15:59.000]  她這份禱告和背後的支持
[00:15:59.000 --> 00:16:01.000]  我想成為我和師母
[00:16:01.000 --> 00:16:04.000]  最大的一個鼓勵
[00:16:04.000 --> 00:16:07.000]  當我在七年前
[00:16:07.000 --> 00:16:09.000]  我和師母因為
[00:16:09.000 --> 00:16:12.000]  我媽媽在加拿大那邊
[00:16:12.000 --> 00:16:14.000]  連續幾次跌倒
[00:16:14.000 --> 00:16:16.000]  最後我和師母說
[00:16:16.000 --> 00:16:19.000]  這次過農曆年一定要過去探望她
[00:16:19.000 --> 00:16:21.000]  探望她的時候
[00:16:21.000 --> 00:16:23.000]  她又好像康復得很好
[00:16:23.000 --> 00:16:24.000]  我們很開心
[00:16:24.000 --> 00:16:27.000]  我陪了她兩個星期之後
[00:16:27.000 --> 00:16:29.000]  道別了 走了
[00:16:29.000 --> 00:16:31.000]  在那一刻道別的時候
[00:16:31.000 --> 00:16:33.000]  我從來未試過
[00:16:33.000 --> 00:16:34.000]  未經歷過
[00:16:34.000 --> 00:16:37.000]  每次和她道別擁抱
[00:16:37.000 --> 00:16:39.000]  她都會來到
[00:16:39.000 --> 00:16:42.000]  可能哭兩聲
[00:16:42.000 --> 00:16:44.000]  但這次她是抱緊我
[00:16:44.000 --> 00:16:48.000]  就是一路浩途痛哭一樣
[00:16:48.000 --> 00:16:50.000]  變成好像一個嬰兒一樣
[00:16:50.000 --> 00:16:52.000]  當時我和媽媽說
[00:16:52.000 --> 00:16:54.000]  媽媽不用擔心我們
[00:16:54.000 --> 00:16:58.000]  我們遲些很快又再回來
[00:16:58.000 --> 00:17:01.000]  她沒有說什麼
[00:17:01.000 --> 00:17:03.000]  她總之就是在哭
[00:17:03.000 --> 00:17:06.000]  但到現在我都不能忘記
[00:17:06.000 --> 00:17:09.000]  原來那是一個生離死別
[00:17:09.000 --> 00:17:10.000]  一個的決裂
[00:17:10.000 --> 00:17:13.000]  我們回到香港不到三個星期
[00:17:13.000 --> 00:17:15.000]  她最後一次跌倒
[00:17:15.000 --> 00:17:16.000]  撞到後腦
[00:17:16.000 --> 00:17:18.000]  這次救不了
[00:17:18.000 --> 00:17:21.000]  結果媽媽的安息
[00:17:21.000 --> 00:17:23.000]  在主的懷抱
[00:17:23.000 --> 00:17:25.000]  我永遠都不會忘記
[00:17:25.000 --> 00:17:27.000]  原來這一份親情
[00:17:27.000 --> 00:17:31.000]  帶著上帝一個的召命
[00:17:31.000 --> 00:17:34.000]  驅使我和師母
[00:17:34.000 --> 00:17:36.000]  我們仍然要勇往直前
[00:17:36.000 --> 00:17:40.000]  不要忘記神給我們的愛
[00:17:40.000 --> 00:17:43.000]  有愛我們的不單是家人
[00:17:43.000 --> 00:17:45.000]  有愛我們的眾弟兄姊妹
[00:17:45.000 --> 00:17:48.000]  有愛我們的教會長子
[00:17:48.000 --> 00:17:50.000]  這些所有的東西
[00:17:50.000 --> 00:17:52.000]  是一種關係
[00:17:52.000 --> 00:17:54.000]  這個關係就是我們回到上帝
[00:17:54.000 --> 00:17:58.000]  他怎樣揀選和呼召亞伯蘭的時候
[00:17:58.000 --> 00:18:01.000]  同樣我們和神之間的關係
[00:18:01.000 --> 00:18:04.000]  我們要來去信服
[00:18:04.000 --> 00:18:05.000]  信靠
[00:18:05.000 --> 00:18:08.000]  以至到一個很徹底的地步
[00:18:08.000 --> 00:18:10.000]  就是唯獨上帝
[00:18:10.000 --> 00:18:13.000]  祢的心意我們就進行
[00:18:13.000 --> 00:18:15.000]  在神的英許裏面
[00:18:15.000 --> 00:18:18.000]  在第二到第三節有七句說話
[00:18:18.000 --> 00:18:20.000]  這七句的英許裏面
[00:18:20.000 --> 00:18:22.000]  是包含了五次的祝福
[00:18:22.000 --> 00:18:24.000]  首先說你要成為大國
[00:18:24.000 --> 00:18:27.000]  就是對比《創世記》十節裏面
[00:18:27.000 --> 00:18:30.000]  十章裏面所說的一堆國家
[00:18:30.000 --> 00:18:33.000]  那些都是鄰近的
[00:18:33.000 --> 00:18:36.000]  在巴勒斯坦地
[00:18:36.000 --> 00:18:40.000]  鄰近的不同的宗族
[00:18:40.000 --> 00:18:44.000]  他們擁有土地 謊言的國家
[00:18:44.000 --> 00:18:46.000]  神要賜福給亞伯蘭
[00:18:46.000 --> 00:18:49.000]  給他們很多子孫和豐富的物質
[00:18:49.000 --> 00:18:52.000]  而且要叫他們的名為大
[00:18:52.000 --> 00:18:54.000]  這個對比巴別塔
