
[00:00:00.000 --> 00:00:03.040]  各位主內的家人們 大家平安
[00:02:23.240 --> 00:02:26.080]  神可以給到的祝福呢 變成了
[00:02:26.080 --> 00:02:29.900]  很多的咒詛和重擔 還有牢籠啊
[00:02:29.900 --> 00:02:34.100]  所以今天呢 我們要一起來看
[00:02:34.100 --> 00:02:37.420]  何為得勝呢 我們藉著以賽亞先知書
[00:02:37.420 --> 00:02:41.340]  來看的時候呢 就要調整我們的視角啊
[00:02:41.340 --> 00:02:45.020]  我要用兩個大點來調整我們的視角
[00:02:45.020 --> 00:02:47.800]  首先不能看世上的定義
[00:02:47.800 --> 00:02:51.280]  把我們的視角呢 首先看向於
[00:02:51.280 --> 00:02:54.300]  那位大師拯救
[00:02:54.300 --> 00:02:57.300]  有慈愛的父神 神啊
[00:02:57.300 --> 00:02:59.380]  然後再看回我們自己
[00:02:59.380 --> 00:03:03.280]  以至於我們才能夠思想的清清楚楚
[00:03:03.280 --> 00:03:06.240]  什麼叫做得勝的人生
[00:03:06.240 --> 00:03:08.900]  好 我們一起來禱告
[00:03:08.900 --> 00:03:12.880]  天父上帝 我們的主
[00:03:12.880 --> 00:03:16.040]  感謝祢的恩典 領導我們
[00:03:16.040 --> 00:03:19.400]  感謝祢 讓我們可以有一個敏銳的眼目
[00:03:19.400 --> 00:03:22.400]  還有敏銳的心 能夠
[00:03:22.400 --> 00:03:25.100]  察覺到世上各樣的挑戰
[00:03:25.100 --> 00:03:28.700]  當個人都在發出一個疑問
[00:03:28.700 --> 00:03:31.040]  何為得勝的時候
[00:03:31.040 --> 00:03:33.900]  我們要來到父前來尋求
[00:03:33.900 --> 00:03:36.600]  求主 祢就對我們說話
[00:03:36.600 --> 00:03:40.460]  把祢真理的道栽種在我們的心裡
[00:03:40.460 --> 00:03:43.540]  以至於我們在世當中
[00:03:43.540 --> 00:03:46.100]  真的活出有意義
[00:03:46.100 --> 00:03:48.340]  真正得勝的人生
[00:03:48.340 --> 00:03:51.540]  主啊 我們將以下聆聽主祢
[00:03:51.540 --> 00:03:55.000]  的話語的時間 都恭敬的再次交託
[00:03:55.000 --> 00:03:57.880]  求主 祢親自的賜福和引領
[00:03:57.880 --> 00:04:00.300]  感謝主 祢垂聽了我們的禱告
[00:04:00.300 --> 00:04:03.300]  奉主耶穌基督得勝的名而求
[00:04:03.300 --> 00:04:04.300]  Amen
[00:04:04.300 --> 00:04:08.120]  好 我們首先要看向神的目光啊
[00:04:08.120 --> 00:04:09.680]  我們就要看到
[00:04:09.680 --> 00:04:12.560]  神的拯救和帶領
[00:04:12.560 --> 00:04:16.080]  神在祂的百姓 祂的民眾
[00:04:16.080 --> 00:04:17.880]  不同的歷史階段
[00:04:17.880 --> 00:04:20.160]  都施行了各樣的拯救
[00:04:20.360 --> 00:04:22.720]  以前有 過去有
[00:04:22.720 --> 00:04:26.940]  現在同樣也有 將來也繼續會有
[00:04:26.940 --> 00:04:29.680]  那麼在過程當中呢
[00:04:29.680 --> 00:04:31.580]  首先我們的經文裡面
[00:04:31.580 --> 00:04:34.780]  就有神對祂子民的呼喚
[00:04:34.780 --> 00:04:36.280]  對象究竟是什麼
[00:04:36.280 --> 00:04:38.840]  我們首先看第一節就可以看到了
[00:04:38.840 --> 00:04:40.340]  首先說到了
[00:04:40.340 --> 00:04:42.840]  雅各啊 以色列啊
[00:04:42.840 --> 00:04:45.640]  造成你的那位啊 等等啊
[00:04:45.640 --> 00:04:46.940]  有一個呼求
[00:04:46.940 --> 00:04:48.480]  神的救恩呢
[00:04:48.480 --> 00:04:50.280]  透過以色列民
[00:04:50.280 --> 00:04:52.880]  展開到了整個世界
[00:04:52.880 --> 00:04:55.680]  首先呢 是以色列民
[00:04:55.680 --> 00:04:58.480]  我們在第七節就可以明顯地看到
[00:04:58.480 --> 00:05:02.480]  這個救恩是一個普世的救恩還有信仰
[00:05:02.480 --> 00:05:06.080]  凡是稱為我名下的人
[00:05:06.080 --> 00:05:08.080]  所有屬主的人
[00:05:08.080 --> 00:05:11.280]  都是主要說話的對象
[00:05:11.280 --> 00:05:15.480]  都是主所要救贖的目標
[00:05:15.480 --> 00:05:17.080]  愛的孩子
[00:05:17.080 --> 00:05:18.680]  所以在這裡呢
[00:05:18.680 --> 00:05:20.480]  他又講到了
[00:05:20.480 --> 00:05:23.480]  不要害怕 不要害怕
[00:05:23.480 --> 00:05:26.480]  那為什麼會有害怕的這樣一個心思呢
[00:05:26.480 --> 00:05:28.880]  因為當時的以色列民啊
[00:05:28.880 --> 00:05:33.280]  面對很多自己犯罪的一些的後果的時候
[00:05:33.280 --> 00:05:35.480]  他們要承受苦果的時候
[00:05:35.480 --> 00:05:37.480]  很擔心 很懼怕
[00:05:37.480 --> 00:05:41.480]  還有面對周遭各樣的環境壓力的時候
[00:05:41.480 --> 00:05:44.480]  受到脅迫啊 甚至被擄啊
[00:05:44.480 --> 00:05:45.880]  他們很擔心
[00:05:45.880 --> 00:05:47.680]  但是神就跟他們說了
[00:05:47.680 --> 00:05:49.680]  你不要害怕
[00:05:49.680 --> 00:05:53.680]  這裡呢 講到了一個不要害怕的原因啊
[00:05:53.680 --> 00:05:55.680]  你不害怕的原因
[00:05:55.680 --> 00:05:57.680]  就是講到了
[00:05:57.680 --> 00:06:00.680]  我是耶和華上帝
[00:06:00.680 --> 00:06:02.680]  這樣一位至高的主
[00:06:02.680 --> 00:06:04.680]  是和你有關係的
[00:06:04.680 --> 00:06:06.680]  是你的聖者
[00:06:06.680 --> 00:06:08.680]  是你的救主
[00:06:08.680 --> 00:06:11.680]  把你從各樣的困苦的境地當中
[00:06:11.680 --> 00:06:15.680]  苦海裡面帶領和拯救出來
[00:06:15.680 --> 00:06:17.680]  有我在
[00:06:17.680 --> 00:06:19.680]  你不要害怕
[00:06:19.680 --> 00:06:22.680]  在經文的第二節裡面呢
[00:06:22.680 --> 00:06:25.680]  講到了很多這個
[00:06:25.680 --> 00:06:29.680]  很觸人思考的一個場景啊
[00:06:29.680 --> 00:06:31.680]  用我們現在的話來說呢
[00:06:31.680 --> 00:06:34.680]  叫做水深火熱
[00:06:34.680 --> 00:06:37.680]  你從水中經過
[00:06:37.680 --> 00:06:39.680]  我必與你同在
[00:06:39.680 --> 00:06:42.680]  你癱過河都沒有什麼問題的
[00:06:42.680 --> 00:06:45.680]  你從火中行過
[00:06:45.680 --> 00:06:48.680]  我也必不被燒
[00:06:48.680 --> 00:06:51.680]  火也不必著在你的身上
[00:06:51.680 --> 00:06:53.680]  水深火熱之中
[00:06:53.680 --> 00:06:57.680]  都必見證神的大能力
[00:06:57.680 --> 00:07:00.680]  在細數以色列民過往的經歷裡面
[00:07:00.680 --> 00:07:05.680]  當然有很直接的水火之間的對比啊
[00:07:05.680 --> 00:07:06.680]  比如說
[00:07:06.680 --> 00:07:08.680]  但以禮的三個朋友
[00:07:08.680 --> 00:07:11.680]  被投入了火窯之中的時候
[00:07:11.680 --> 00:07:14.680]  依然有得到了神的看顧
[00:07:14.680 --> 00:07:16.680]  免受了傷害
[00:07:16.680 --> 00:07:20.680]  甚至以色列民要過紅海的時候
[00:07:20.680 --> 00:07:22.680]  水也不會慢過他們啊
[00:07:22.680 --> 00:07:24.680]  水就分開了
[00:07:24.680 --> 00:07:27.680]  那麼在他們的各樣的處境當中啊
[00:07:27.680 --> 00:07:30.680]  經歷了各樣的苦況
[00:07:30.680 --> 00:07:31.680]  水深火熱呢
[00:07:31.680 --> 00:07:34.680]  可以是直接的一個的場景啊
[00:07:34.680 --> 00:07:39.680]  也可以變成一種生活處境的一種的形容
[00:07:39.680 --> 00:07:42.680]  面對了各樣的壓迫
[00:07:42.680 --> 00:07:43.680]  委屈
[00:07:43.680 --> 00:07:44.680]  被擄
[00:07:44.680 --> 00:07:45.680]  等等啊
[00:07:45.680 --> 00:07:47.680]  都不要害怕
[00:07:47.680 --> 00:07:49.680]  同樣這樣一個說話
[00:07:49.680 --> 00:07:53.680]  也是在我們身上也在告訴我們
[00:07:53.680 --> 00:07:55.680]  不要害怕
[00:07:55.680 --> 00:07:57.680]  各位親愛的弟兄姊妹
[00:07:57.680 --> 00:07:59.680]  有沒有想過自己經歷了
[00:07:59.680 --> 00:08:02.680]  何等水深火熱的境況呢
[00:08:02.680 --> 00:08:03.680]  那遠的不說啊
[00:08:03.680 --> 00:08:05.680]  很明顯啊
[00:08:05.680 --> 00:08:09.680]  比如說影響我們整個世界的疫情
[00:08:09.680 --> 00:08:10.680]  還記得嗎
[00:08:10.680 --> 00:08:12.680]  在疫情時
[00:08:12.680 --> 00:08:16.680]  我們曾有過的手足無措
[00:08:16.680 --> 00:08:18.680]  曾經面對封關時候
[00:08:18.680 --> 00:08:22.680]  對各樣親人的牽掛
[00:08:22.680 --> 00:08:24.680]  還有思念
[00:08:24.680 --> 00:08:29.680]  我們甚至在事業學業家庭裡邊
[00:08:29.680 --> 00:08:32.680]  面對各樣的挑戰和挫敗時候
[00:08:32.680 --> 00:08:35.680]  面對的各樣水深火熱
[00:08:35.680 --> 00:08:37.680]  很感恩
[00:08:37.680 --> 00:08:39.680]  神都和我們同在
[00:08:39.680 --> 00:08:41.680]  真的哪怕就像我們
[00:08:41.680 --> 00:08:44.680]  昨天的侍奉生命的一個退休日裡邊
[00:08:44.680 --> 00:08:47.680]  我聽到了很多的見證啊
[00:08:47.680 --> 00:08:50.680]  經歷了很多很多的水深火熱
[00:08:50.680 --> 00:08:53.680]  但就在水深火熱當中
[00:08:53.680 --> 00:08:57.680]  彰顯了主的同在和祂的大能
[00:08:57.680 --> 00:08:59.680]  我們就承謝我們的神
[00:08:59.680 --> 00:09:02.680]  各樣共同經歷的
[00:09:02.680 --> 00:09:04.680]  自己經歷的
[00:09:04.680 --> 00:09:05.680]  共同面對的
[00:09:05.680 --> 00:09:06.680]  自己面對的
[00:09:06.680 --> 00:09:09.680]  很多很難的事情
[00:09:09.680 --> 00:09:11.680]  神都和我們同在
[00:09:11.680 --> 00:09:13.680]  不要害怕
[00:09:13.680 --> 00:09:16.680]  在經文的五至六節啊
[00:09:16.680 --> 00:09:18.680]  神也告訴我們
[00:09:18.680 --> 00:09:21.680]  祂是一個超越空間
[00:09:21.680 --> 00:09:24.680]  超越空間的神
[00:09:24.680 --> 00:09:25.680]  這裡祂也告訴我們
[00:09:25.680 --> 00:09:28.680]  不用害怕有一個原因啊
[00:09:28.680 --> 00:09:31.680]  因為神和我們同在
[00:09:31.680 --> 00:09:33.680]  我們不要害怕
[00:09:33.680 --> 00:09:37.680]  不要以為我們在困境當中的呼求
[00:09:37.680 --> 00:09:39.680]  神沒有即刻的回應到我們
[00:09:39.680 --> 00:09:41.680]  祂就遠離了我們
[00:09:41.680 --> 00:09:42.680]  不是的
[00:09:42.680 --> 00:09:43.680]  不是的
[00:09:43.680 --> 00:09:45.680]  神和我們同在
[00:09:45.680 --> 00:09:48.680]  我們接下來在五至六節可以看到啊
[00:09:48.680 --> 00:09:50.680]  神祂闡述給我們看
[00:09:50.680 --> 00:09:53.680]  祂是一個超越空間的神
[00:09:53.680 --> 00:09:56.680]  祂有超越空間的帶領啊
[00:09:56.680 --> 00:09:59.680]  必須帶你的後裔從東方來
[00:09:59.680 --> 00:10:02.680]  又從西方招聚你
[00:10:02.680 --> 00:10:05.680]  對著北方說交出來
[00:10:05.680 --> 00:10:08.680]  又對南方說不要拘留
[00:10:08.680 --> 00:10:11.680]  而且從地極裡面啊
[00:10:11.680 --> 00:10:14.680]  將你帶回啊領回啊
[00:10:14.680 --> 00:10:16.680]  在東南西北的這樣一個
[00:10:16.680 --> 00:10:18.680]  甚至到了地極啊
[00:10:18.680 --> 00:10:21.680]  這樣一個方位的表述裡邊呢
[00:10:21.680 --> 00:10:22.680]  讓我們看到
[00:10:22.680 --> 00:10:27.680]  神的能力超過了空間的限制
[00:10:27.680 --> 00:10:29.680]  那麼直接的一個應驗呢
[00:10:29.680 --> 00:10:31.680]  這裡講到的應驗啊
[00:10:31.680 --> 00:10:35.680]  其實在主前的539年呢
[00:10:35.680 --> 00:10:38.680]  藉著波斯就打敗了巴比倫
[00:10:38.680 --> 00:10:41.680]  就示範了各樣被擄的群體
[00:10:41.680 --> 00:10:44.680]  其中呢就包括了以色列民
[00:10:44.680 --> 00:10:46.680]  神的作為很奇妙的
[00:10:46.680 --> 00:10:48.680]  就帶領他們歸回
[00:10:48.680 --> 00:10:50.680]  那神的大能
[00:10:50.680 --> 00:10:52.680]  不受這個事件的局限
[00:10:52.680 --> 00:10:54.680]  同樣現在的大能
[00:10:54.680 --> 00:10:56.680]  還在彰顯還在告訴我們
[00:10:56.680 --> 00:11:00.680]  祂是一個超越空間限制的神
[00:11:00.680 --> 00:11:02.680]  包括我們也會啊
[00:11:02.680 --> 00:11:06.680]  在疫情受到阻隔的時候
[00:11:06.680 --> 00:11:10.680]  為到遠在他方的親人
[00:11:10.680 --> 00:11:13.680]  默默的懇切的獻上禱告
[00:11:13.680 --> 00:11:15.680]  神的作為就彰顯
[00:11:15.680 --> 00:11:18.680]  我們為到很多的親朋
[00:11:18.680 --> 00:11:21.680]  在交託給神的時候
[00:11:21.680 --> 00:11:23.680]  神就帶領他們
[00:11:23.680 --> 00:11:25.680]  行到一些奇妙的事情
[00:11:25.680 --> 00:11:27.680]  都是有各樣的見證啊
[00:11:27.680 --> 00:11:29.680]  超越了空間以後呢
[00:11:29.680 --> 00:11:31.680]  我們可以看到啊
[00:11:31.680 --> 00:11:34.680]  神也是超越時間的神啊
[00:11:34.680 --> 00:11:36.680]  這裡神就說了
[00:11:36.680 --> 00:11:39.680]  便可以知道而且信服我
[00:11:39.680 --> 00:11:42.680]  明白我就是耶和華
[00:11:42.680 --> 00:11:44.680]  在我以前沒有真神
[00:11:44.680 --> 00:11:47.680]  在我以後也沒有
[00:11:47.680 --> 00:11:49.680]  神唯獨有一位
[00:11:49.680 --> 00:11:52.680]  他超越了時間的限制
[00:11:52.680 --> 00:11:54.680]  他掌管時間
[00:11:54.680 --> 00:11:56.680]  他掌管明天啊
[00:11:56.680 --> 00:11:58.680]  所以我們不要懼怕
[00:11:58.680 --> 00:12:02.680]  這位我們不要懼怕各樣的困境
[00:12:02.680 --> 00:12:04.680]  因為已經有這位
[00:12:04.680 --> 00:12:07.680]  超越時空的神在帶領我們
[00:12:07.680 --> 00:12:09.680]  剛才說到這樣一個
[00:12:09.680 --> 00:12:11.680]  因我和你同在
[00:12:11.680 --> 00:12:13.680]  你不用害怕的一個原因啊
[00:12:13.680 --> 00:12:15.680]  對於我來說呢
[00:12:15.680 --> 00:12:19.680]  也有一個很實際的一個體會
[00:12:19.680 --> 00:12:21.680]  對於陪伴女兒同行呢
[00:12:21.680 --> 00:12:25.680]  我應運用了自己的一點點恩賜啊
[00:12:25.680 --> 00:12:27.680]  在家庭裡面呢
[00:12:27.680 --> 00:12:29.680]  就認領了輔導她
[00:12:29.680 --> 00:12:32.680]  數學功課的一個責任啊
[00:12:32.680 --> 00:12:34.680]  輔導她數學功課的責任
[00:12:34.680 --> 00:12:37.680]  很多時候大家如果有經驗的時候
[00:12:37.680 --> 00:12:39.680]  小朋友做功課的時候
[00:12:39.680 --> 00:12:42.680]  如果你不在他身邊啊
[00:12:42.680 --> 00:12:44.680]  呼喚你的機會會很多的
[00:12:44.680 --> 00:12:46.680]  爸爸媽媽
[00:12:46.680 --> 00:12:48.680]  我不會啦
[00:12:48.680 --> 00:12:50.680]  我不知道怎麼做啦
[00:12:50.680 --> 00:12:52.680]  怎麼辦啊
[00:12:52.680 --> 00:12:54.680]  就此幾次呢
[00:12:54.680 --> 00:12:56.680]  我發現了一個技巧啊
[00:12:56.680 --> 00:12:58.680]  發現了一個技巧
[00:12:58.680 --> 00:13:00.680]  我來到女兒身邊呢
[00:13:00.680 --> 00:13:02.680]  就來到她的身邊跟她說
[00:13:02.680 --> 00:13:04.680]  不用擔心啊
[00:13:04.680 --> 00:13:07.680]  你再仔仔細細的讀一次這個問題
[00:13:07.680 --> 00:13:10.680]  你認真的讀一次提天
[00:13:10.680 --> 00:13:12.680]  我在她身邊就陪伴著她
[00:13:12.680 --> 00:13:14.680]  她就認真的讀提啊
[00:13:14.680 --> 00:13:16.680]  讀完提以後呢
[00:13:16.680 --> 00:13:18.680]  哦 我會了
[00:13:18.680 --> 00:13:21.680]  我並沒有直接的給出一個答案給她
[00:13:21.680 --> 00:13:23.680]  但就因著她知道
[00:13:23.680 --> 00:13:25.680]  啊 爸爸在她旁邊
[00:13:25.680 --> 00:13:27.680]  沒關係
[00:13:27.680 --> 00:13:29.680]  她讓我讀一讀提
[00:13:29.680 --> 00:13:31.680]  證明我可以掌握可以做的
[00:13:31.680 --> 00:13:34.680]  就把這道問題解答了出來
[00:13:34.680 --> 00:13:36.680]  甚至有一些時候啊
[00:13:36.680 --> 00:13:38.680]  我發現有一些問題
[00:13:38.680 --> 00:13:40.680]  真的是比較刁鑽的問題的時候
[00:13:40.680 --> 00:13:42.680]  我會和女兒說
[00:13:42.680 --> 00:13:45.680]  哦 這一題有點挑戰到你啊
[00:13:45.680 --> 00:13:47.680]  有點考驗你了
[00:13:47.680 --> 00:13:49.680]  你要好好地想一想
[00:13:49.680 --> 00:13:51.680]  不要落入其中的一些的陷阱裡邊去啊
[00:13:51.680 --> 00:13:53.680]  你好好的想一想
[00:13:53.680 --> 00:13:55.680]  她就真的好好的想了
[00:13:55.680 --> 00:13:57.680]  很乖的女兒啊
[00:13:57.680 --> 00:13:59.680]  想了以後呢 就做出來
[00:13:59.680 --> 00:14:03.680]  你可以想像作為一個身旁的爸爸
[00:14:03.680 --> 00:14:06.680]  一個臨時客串的數學老師
[00:14:06.680 --> 00:14:08.680]  有多麼的開心嗎
[00:14:08.680 --> 00:14:10.680]  啊 女兒你真棒
[00:14:10.680 --> 00:14:12.680]  你真的不錯啊
[00:14:12.680 --> 00:14:14.680]  你就真的做了出來啊
[00:14:14.680 --> 00:14:17.680]  我感謝神可以給我和女兒
[00:14:17.680 --> 00:14:19.680]  有這樣一個互動的機會的時候呢
[00:14:19.680 --> 00:14:22.680]  想到了我和父神的關係
[00:14:22.680 --> 00:14:24.680]  很多時候
[00:14:24.680 --> 00:14:26.680]  我也面對一些很難
[00:14:26.680 --> 00:14:28.680]  很困境的
[00:14:28.680 --> 00:14:30.680]  一些的處境和問題的時候
[00:14:30.680 --> 00:14:33.680]  在呼求神的禱告裡邊
[00:14:33.680 --> 00:14:35.680]  我又想到了有的時候
[00:14:35.680 --> 00:14:40.680]  我像那位呼求不會做功課的孩子一樣
[00:14:40.680 --> 00:14:43.680]  父神啊 我該怎麼辦
[00:14:43.680 --> 00:14:46.680]  啊 我感謝父神給我這樣一個提醒啊
[00:14:46.680 --> 00:14:49.680]  你認真的讀一讀題先
[00:14:49.680 --> 00:14:54.680]  認真地審視一下你面對的困境先
[00:14:54.680 --> 00:14:58.680]  啊 我真的是認真的面對
[00:14:58.680 --> 00:15:00.680]  有的時候真的大的挑戰
[00:15:00.680 --> 00:15:03.680]  我向神求一些的智慧
[00:15:03.680 --> 00:15:07.680]  神就像那個慈愛的爸爸給我一些的提點啊
[00:15:07.680 --> 00:15:09.680]  我做出來的答卷
[00:15:09.680 --> 00:15:11.680]  我真的是交上去的時候
[00:15:11.680 --> 00:15:13.680]  我多麼渴望我們的父神
[00:15:13.680 --> 00:15:16.680]  就像我對孩子的那個稱讚一樣
[00:15:16.680 --> 00:15:18.680]  哎 孩子 你真棒
[00:15:18.680 --> 00:15:20.680]  你解出了這個問題
[00:15:20.680 --> 00:15:22.680]  你真不錯
[00:15:22.680 --> 00:15:24.680]  啊 我就真的是感恩啊
[00:15:24.680 --> 00:15:28.680]  因為我蒙了主的喜悅
[00:15:28.680 --> 00:15:30.680]  在這裡呢 我們還可以看到啊
[00:15:30.680 --> 00:15:32.680]  特別在十一節裡邊
[00:15:32.680 --> 00:15:34.680]  讓我們看到
[00:15:34.680 --> 00:15:36.680]  我們的這位神呢
[00:15:36.680 --> 00:15:39.680]  是一位唯一的真神
[00:15:39.680 --> 00:15:41.680]  唯有我是耶和華
[00:15:41.680 --> 00:15:45.680]  除我以外沒有救主啊
[00:15:45.680 --> 00:15:49.680]  這裡呢 對於當時的以色列民來說呢
[00:15:49.680 --> 00:15:52.680]  是一個很深刻的提醒
[00:15:52.680 --> 00:15:54.680]  因為他們當時呢
[00:15:54.680 --> 00:15:59.680]  很容易陷入到拜偶像和拜外邦人的神的一種
[00:15:59.680 --> 00:16:03.680]  生命的一種的軟弱裡邊去啊
[00:16:03.680 --> 00:16:05.680]  跌倒裡邊去啊
[00:16:05.680 --> 00:16:07.680]  巴黎啊 阿瑟拉啊 等等啊
[00:16:07.680 --> 00:16:09.680]  跌倒了很多次
[00:16:09.680 --> 00:16:15.680]  同樣 現在對於我們處境當中的現代人來說呢
[00:16:15.680 --> 00:16:20.680]  也會有各樣的陷阱和偶像來纏繞著我們
[00:16:20.680 --> 00:16:22.680]  當然其他的神也會有啊
[00:16:22.680 --> 00:16:26.680]  不是真理的纏繞的聲音也會有啊
[00:16:26.680 --> 00:16:29.680]  還有很嚴重的對現代人的一種的
[00:16:29.680 --> 00:16:31.680]  隱憂呢
[00:16:31.680 --> 00:16:34.680]  可能會是名譽
[00:16:34.680 --> 00:16:38.680]  也可能是地位 享受 金錢
[00:16:38.680 --> 00:16:42.680]  甚至是兒女啊 甚至是兒女
[00:16:42.680 --> 00:16:44.680]  那麼 有一句話呢
[00:16:44.680 --> 00:16:48.680]  我們可以提醒每一位弟兄姐妹也提醒自己啊
[00:16:48.680 --> 00:16:52.680]  但凡任何一件或者是幾件
[00:16:52.680 --> 00:16:55.680]  事物 或者是人
[00:16:55.680 --> 00:17:00.680]  它在你心裡面的位分如果超過神了以後呢
[00:17:00.680 --> 00:17:04.680]  那這個東西的事物或人呢
[00:17:04.680 --> 00:17:08.680]  就是你生命當中的偶像了
[00:17:08.680 --> 00:17:13.680]  它就變成了你生命當中另外追求的主體
[00:17:13.680 --> 00:17:18.680]  你不再尋求著那樣一位獨一的上帝
[00:17:18.680 --> 00:17:22.680]  你可能已經出現了偏差一種的本末倒置
[00:17:22.680 --> 00:17:26.680]  忘記了我應該先尋求神
[00:17:26.680 --> 00:17:30.680]  然後才可以更好地來掌控
[00:17:30.680 --> 00:17:35.680]  神所帶領給我 施給我的各樣的福分
[00:17:35.680 --> 00:17:39.680]  真正把祝福活成祝福啊
[00:17:39.680 --> 00:17:43.680]  所以我們在看成敗的時候呢
[00:17:43.680 --> 00:17:46.680]  我們要把眼光啊 眼目啊
[00:17:46.680 --> 00:17:48.680]  擺得長遠一點
[00:17:48.680 --> 00:17:52.680]  因為人生最終的成敗呢
[00:17:52.680 --> 00:17:57.680]  在乎永恆的標準 在乎永恆的標準
[00:17:57.680 --> 00:18:00.680]  世界上一句話不知道大家有沒有聽過啊
[00:18:00.680 --> 00:18:04.680]  很有趣啊 叫做 看誰笑到最後
[00:18:04.680 --> 00:18:08.680]  誰才笑得最好啊
[00:18:08.680 --> 00:18:12.680]  所以很多時候在比拼了這個事業家庭以後呢
[00:18:12.680 --> 00:18:15.680]  還要比拼養生啊
[00:18:15.680 --> 00:18:18.680]  眼目還是太短淺了
[00:18:18.680 --> 00:18:20.680]  眼目還是太短淺
[00:18:20.680 --> 00:18:23.680]  不是養生不重要啊
[00:18:23.680 --> 00:18:27.680]  而是我們屬神的群體的眼目
[00:18:27.680 --> 00:18:31.680]  除了我們肉身短暫的生命以外呢
[00:18:31.680 --> 00:18:35.680]  我們還看到了真正的永恆
[00:18:35.680 --> 00:18:39.680]  我們更願在短暫的生命裡面呢
[00:18:39.680 --> 00:18:43.680]  附上了我們和神的跟隨
[00:18:43.680 --> 00:18:47.680]  與神有生命的連接和互動以後呢
[00:18:47.680 --> 00:18:51.680]  真正的抓住永恆的闕句啊
[00:18:51.680 --> 00:18:55.680]  當然 在乎永恆的標準
[00:18:55.680 --> 00:18:58.680]  在乎這個跨越時空的上帝的時候呢
[00:18:58.680 --> 00:19:02.680]  各樣的標準在神的啊 大家要注意
[00:19:02.680 --> 00:19:05.680]  很多時候不是為了取得
[00:19:05.680 --> 00:19:09.680]  有的時候不是為了取得短期的利益
[00:19:09.680 --> 00:19:11.680]  那個叫做得勝
[00:19:11.680 --> 00:19:14.680]  有的人呢 為了短期的利益
[00:19:14.680 --> 00:19:17.680]  出賣了自己的信譽
[00:19:17.680 --> 00:19:21.680]  有的時候呢 人為了成口舌之快
