
[00:00:00.000 --> 00:00:02.920]  請姊妹早晨 主內平安
[00:02:32.720 --> 00:02:36.960]  你見到這個皇帝 中間他兩隻手拿著東西的
[00:02:36.960 --> 00:02:39.920]  不知道大家看不看得到 是不是拿著東西
[00:02:39.920 --> 00:02:45.920]  其中一隻手拿著一個像像像的東西
[00:02:45.920 --> 00:02:50.160]  一支杖 一個權柄
[00:02:50.160 --> 00:02:55.440]  另一隻手就拿著一個其實我都看不清的
[00:02:55.440 --> 00:02:57.840]  我放到幅圖很大都看不清
[00:02:57.840 --> 00:03:00.880]  買了本書去看又沒有很仔細地說
[00:03:00.880 --> 00:03:05.520]  但是我會覺得那把要不就是一把短劍
[00:03:05.520 --> 00:03:12.160]  要不就是一個好像中國人我們說的
[00:03:12.160 --> 00:03:15.440]  逢天成雲 接著呢
[00:03:15.440 --> 00:03:20.640]  皇帝詔曰 就是一個皇帝的御令
[00:03:20.640 --> 00:03:27.280]  似乎就比喻著這個埃及王是擁有著權柄
[00:03:27.280 --> 00:03:29.440]  當然拿著一支杖
[00:03:29.440 --> 00:03:33.680]  那個權杖是一種軍事的能力
[00:03:33.680 --> 00:03:37.520]  接著呢 如果無論他是另一隻手拿著一把刀
[00:03:37.520 --> 00:03:38.800]  或者一個御令的時候
[00:03:38.800 --> 00:03:41.360]  代表著他有那個皇權
[00:03:41.360 --> 00:03:44.960]  有管治的權 也都有軍事的權
[00:03:44.960 --> 00:03:49.040]  再要大家打醒十二分精神
[00:03:49.040 --> 00:03:52.880]  你見不見到他頂帽中間有一塊東西
[00:03:52.880 --> 00:03:54.160]  難看一點
[00:03:54.160 --> 00:03:56.720]  那裡是有一隻小鳥
[00:03:56.720 --> 00:04:01.600]  他的頭頂那個棺上有一隻小鳥
[00:04:01.600 --> 00:04:03.760]  我翻查一些資料
[00:04:03.760 --> 00:04:06.720]  原來在埃及人的裏面
[00:04:06.720 --> 00:04:13.760]  那些小鳥是有一個神臨在的一個意義
[00:04:13.760 --> 00:04:18.800]  原來埃及王整個的打扮
[00:04:18.800 --> 00:04:22.080]  我們說整個outfit 整個外形
[00:04:22.080 --> 00:04:25.920]  是表達著不單止有一個軍事的權力
[00:04:25.920 --> 00:04:27.280]  管治的權力
[00:04:27.280 --> 00:04:28.800]  他還有神權
[00:04:28.800 --> 00:04:30.720]  是被上帝加持
[00:04:30.720 --> 00:04:32.480]  當我看到這裡的時候
[00:04:32.480 --> 00:04:34.000]  我在想像
[00:04:34.000 --> 00:04:36.720]  當以色列人埋怨在曠野
[00:04:36.720 --> 00:04:37.840]  沒有肉吃
[00:04:37.840 --> 00:04:40.640]  那些麻辣很淡而無味
[00:04:40.640 --> 00:04:42.560]  上帝給了什麼他們吃
[00:04:42.560 --> 00:04:45.120]  給了鵪鶉
[00:04:45.120 --> 00:04:46.880]  大家有沒有這樣的記憶
[00:04:46.880 --> 00:04:49.280]  刮一個大風
[00:04:49.280 --> 00:04:50.720]  數之不盡的鵪鶉
[00:04:50.720 --> 00:04:56.000]  一些小鳥給一些以色列人作為食糧
[00:04:56.000 --> 00:04:58.080]  這個聖經沒有記載
[00:04:58.080 --> 00:05:01.040]  是本人自己的估計和聯想
[00:05:01.040 --> 00:05:03.120]  盼望我將來回到天家
[00:05:03.120 --> 00:05:06.240]  可以和神有些對話問問他是不是這樣
[00:05:06.240 --> 00:05:09.040]  我會覺得這個埃及王
[00:05:09.040 --> 00:05:11.360]  他頭冠上面有一隻鳥
[00:05:11.360 --> 00:05:13.600]  表明上帝的臨在
[00:05:13.600 --> 00:05:16.160]  但是上帝似乎刮了他一巴
[00:05:16.160 --> 00:05:18.160]  上帝的臨在要靠一隻鳥
[00:05:18.160 --> 00:05:21.120]  上帝呼一呼風喚雨
[00:05:21.120 --> 00:05:24.560]  全部的鵪鶉是用來給人吃的
[00:05:24.560 --> 00:05:26.880]  不是一個王權的象徵
[00:05:26.880 --> 00:05:29.920]  接著繼續在旁邊
[00:05:29.920 --> 00:05:31.440]  看不看得到有一個象
[00:05:31.440 --> 00:05:34.640]  有一個人跪在那裡
[00:05:34.640 --> 00:05:35.920]  看不看得到
[00:05:35.920 --> 00:05:37.680]  他的髮型是怎樣的
[00:05:37.680 --> 00:05:38.960]  光頭的
[00:05:38.960 --> 00:05:40.640]  大家很醒目
[00:05:40.640 --> 00:05:42.800]  這樣說吧
[00:05:42.800 --> 00:05:44.800]  沒有被我滑倒
[00:05:44.800 --> 00:05:46.240]  他是沒有髮型的
[00:05:46.240 --> 00:05:47.920]  因為他是光頭的
[00:05:47.920 --> 00:05:50.160]  還有些紋身的
[00:05:50.160 --> 00:05:52.400]  他跪在那裡做什麼呢
[00:05:52.400 --> 00:05:56.880]  旁邊有兩個人形的物體
[00:05:56.880 --> 00:05:58.320]  你留心看
[00:05:58.320 --> 00:06:00.080]  他的頭不是人形
[00:06:00.080 --> 00:06:02.560]  都是鳥來的
[00:06:02.560 --> 00:06:05.520]  都是一些動物的頭
[00:06:05.520 --> 00:06:08.320]  這個就是埃及人
[00:06:08.320 --> 00:06:10.800]  他們敬拜凡神
[00:06:10.800 --> 00:06:12.560]  什麼都敬拜一頓
[00:06:12.560 --> 00:06:14.000]  跪在那裡
[00:06:14.000 --> 00:06:15.360]  光頭那個是什麼
[00:06:15.360 --> 00:06:16.400]  是誰來的
[00:06:16.400 --> 00:06:18.400]  是一個祭司
[00:06:18.400 --> 00:06:21.840]  是要被那些偶像
[00:06:21.840 --> 00:06:25.120]  來去加持這個祭司
[00:06:25.120 --> 00:06:28.000]  接著再往下
[00:06:28.000 --> 00:06:29.360]  大家看到什麼
[00:06:29.360 --> 00:06:31.120]  看到一隻獸
[00:06:31.120 --> 00:06:35.600]  似乎是一隻類似羊的東西
[00:06:35.600 --> 00:06:36.640]  最低那裡
[00:06:36.640 --> 00:06:40.480]  是不是有一隻又像羊又像牛的東西
[00:06:40.480 --> 00:06:45.520]  當我看到這個文物的時候
[00:06:45.520 --> 00:06:48.240]  我第一樣想到的是
[00:06:48.240 --> 00:06:51.280]  以色列人出了埃及在曠野
[00:06:51.280 --> 00:06:53.040]  當在曠野的途中
[00:06:53.040 --> 00:06:56.720]  摩西上了這個西奈山去領受法辦
[00:06:56.720 --> 00:06:58.960]  他們又見不到摩西
[00:06:58.960 --> 00:07:03.280]  那些民眾就將一些金鏈、金戒指
[00:07:03.280 --> 00:07:04.240]  扔了出來
[00:07:04.240 --> 00:07:05.760]  叫阿倫做了什麼
[00:07:05.760 --> 00:07:08.000]  金牛毒
[00:07:08.000 --> 00:07:10.320]  叫阿倫做了金牛毒
[00:07:10.320 --> 00:07:14.160]  當我看到這些圖像的時候
[00:07:14.160 --> 00:07:16.160]  我就會想到
[00:07:16.160 --> 00:07:19.280]  為什麼那些人會做了金牛毒
[00:07:19.280 --> 00:07:23.120]  是因為他的環境就是這樣
[00:07:23.120 --> 00:07:26.720]  為什麼經常要提著不要拜偶像
[00:07:26.720 --> 00:07:29.200]  因為他們就是這樣拜偶像
[00:07:29.200 --> 00:07:33.760]  看完文物展就更加挑動到我的興趣
[00:07:33.760 --> 00:07:37.520]  就去看看究竟在摩西的年代
[00:07:37.520 --> 00:07:42.000]  埃及的社會是一個怎樣的社會
[00:07:42.000 --> 00:07:45.120]  我就上網找了一些圖片
[00:07:45.120 --> 00:07:47.680]  用第一幅為計
[00:07:47.680 --> 00:07:50.560]  第一幅大家見不見到有幾個光頭佬
[00:07:50.560 --> 00:07:52.560]  圍著一個人睡了在那裏
[00:07:52.560 --> 00:07:53.760]  見不見到
[00:07:53.760 --> 00:07:55.360]  第一幅的圖片
[00:07:55.360 --> 00:07:58.960]  大家估計一下睡在那裏的是什麼
[00:07:58.960 --> 00:08:00.480]  是死人
[00:08:00.480 --> 00:08:03.440]  那些弟兄姊妹很聰明
[00:08:03.440 --> 00:08:06.800]  如果有個人死了在那裏
[00:08:06.800 --> 00:08:08.080]  那些祭司又圍著他
[00:08:08.080 --> 00:08:10.080]  你猜他們在搞什麼
[00:08:11.280 --> 00:08:13.280]  埃及很出名的
[00:08:13.280 --> 00:08:14.480]  木乃伊
[00:08:14.480 --> 00:08:17.680]  連一隻貓他們都捲成這樣
[00:08:17.680 --> 00:08:20.480]  人做木乃伊
[00:08:20.480 --> 00:08:23.280]  因為他們相信死後
[00:08:23.280 --> 00:08:26.000]  有死後他們管治的世界
[00:08:26.000 --> 00:08:29.200]  死後有死後的享樂
[00:08:29.200 --> 00:08:32.880]  那些祭司在處理一個屍體
[00:08:32.880 --> 00:08:34.480]  在做木乃伊
[00:08:34.480 --> 00:08:37.360]  然後旁邊那幅比較複雜
[00:08:37.360 --> 00:08:39.600]  旁邊那幅上面那幅圖
[00:08:39.600 --> 00:08:42.160]  這一幅比較複雜
[00:08:42.160 --> 00:08:44.480]  大家見不見到有些人跪在那裏
[00:08:44.480 --> 00:08:46.000]  在最盡頭那裏
[00:08:46.000 --> 00:08:47.600]  有人跪在那裏
[00:08:47.600 --> 00:08:50.080]  然後中間有幾個站在那裏
[00:08:50.080 --> 00:08:53.040]  然後再後面有兩個坐在那裏
[00:08:53.040 --> 00:08:55.040]  見不見到
[00:08:55.040 --> 00:08:57.040]  仔細看
[00:08:57.040 --> 00:08:59.680]  如果讓你去估計
[00:08:59.680 --> 00:09:02.640]  坐在那裏那兩個人
[00:09:02.640 --> 00:09:05.680]  是唯一穿了衣服的
[00:09:05.680 --> 00:09:07.680]  整套衣服
[00:09:07.680 --> 00:09:09.680]  見不見到 白色衣服
[00:09:09.680 --> 00:09:11.200]  整套穿了衣服
[00:09:11.200 --> 00:09:13.200]  其餘那些只是
[00:09:13.200 --> 00:09:15.520]  如果跪在那裏那些屎女
[00:09:15.520 --> 00:09:17.520]  就少少搭著上身
[00:09:17.520 --> 00:09:19.520]  有條圍巾在下面
[00:09:19.520 --> 00:09:23.040]  另外中間那三隻東西
[00:09:23.040 --> 00:09:25.040]  因為不是人
[00:09:25.040 --> 00:09:27.040]  因為頭不是人
[00:09:27.040 --> 00:09:29.040]  如果我用中國人的說話
[00:09:29.040 --> 00:09:31.040]  應該是幾隻牛鬼蛇神
[00:09:31.040 --> 00:09:35.520]  作為法老的保護者
[00:09:35.520 --> 00:09:39.120]  因為坐在那裏那兩個有衣服穿
[00:09:39.120 --> 00:09:41.920]  為什麼我估計他是法老呢
[00:09:41.920 --> 00:09:45.520]  大家再仔細看
[00:09:45.520 --> 00:09:48.560]  其實那兩個人前面是有一隻貓在裏面
[00:09:48.560 --> 00:09:52.160]  是有一隻貓在裏面
[00:09:52.160 --> 00:09:55.040]  因為是法老的貓
[00:09:55.040 --> 00:09:57.040]  守護著法老
[00:09:57.040 --> 00:09:59.040]  代表著什麼呢
[00:09:59.040 --> 00:10:01.040]  法老是至高無上
[00:10:01.040 --> 00:10:03.040]  坐在寶座上面
[00:10:03.040 --> 00:10:05.040]  其餘的只不過是奴隸
[00:10:05.040 --> 00:10:07.040]  甚至乎牛鬼蛇神
[00:10:07.040 --> 00:10:09.040]  都是為他服務
[00:10:09.040 --> 00:10:13.040]  這幅圖下面有些魚
[00:10:13.040 --> 00:10:15.040]  有些禽鳥
[00:10:15.040 --> 00:10:17.040]  上面有些軍人
[00:10:17.040 --> 00:10:19.040]  有些野獸
[00:10:19.040 --> 00:10:21.040]  代表著法老唯一坐在那裏
[00:10:21.040 --> 00:10:25.040]  控制著整個天上地下
[00:10:25.040 --> 00:10:27.040]  擁有王權
[00:10:27.040 --> 00:10:29.040]  這就是法老王
[00:10:29.040 --> 00:10:31.040]  怎樣定位他自己
[00:10:31.040 --> 00:10:33.040]  下面那幅圖
[00:10:33.040 --> 00:10:39.040]  我盼望大家看得出是一個什麼的場景
[00:10:39.040 --> 00:10:41.040]  下面那幅圖
[00:10:41.040 --> 00:10:43.040]  見不見到有些人
[00:10:43.040 --> 00:10:45.040]  只是穿著下面一條圍巾
[00:10:45.040 --> 00:10:47.040]  上面沒有穿衣服
[00:10:47.040 --> 00:10:49.040]  見不見到
[00:10:49.040 --> 00:10:51.040]  有人拿著叉
[00:10:51.040 --> 00:10:57.040]  似乎在打一個趴在地上的人
[00:10:57.040 --> 00:10:59.040]  然後遠遠那裏
[00:10:59.040 --> 00:11:01.040]  又有兩個人在搬東西
[00:11:01.040 --> 00:11:05.040]  你猜這是什麼場景
[00:11:05.040 --> 00:11:09.040]  和聖經有些關係
[00:11:09.040 --> 00:11:13.040]  以色列人在埃及做什麼
[00:11:13.040 --> 00:11:15.040]  奴隸
[00:11:15.040 --> 00:11:17.040]  出埃及記載
[00:11:17.040 --> 00:11:19.040]  摩西見到
[00:11:19.040 --> 00:11:21.040]  見到埃及人在打什麼
[00:11:21.040 --> 00:11:23.040]  打著以色列人
[00:11:23.040 --> 00:11:25.040]  這個就是我在網上找到
[00:11:25.040 --> 00:11:27.040]  當時在摩西年代
[00:11:27.040 --> 00:11:31.040]  那個社會的狀況
[00:11:31.040 --> 00:11:35.040]  人是膜拜著法老
[00:11:35.040 --> 00:11:37.040]  因為法老自詡為
[00:11:37.040 --> 00:11:39.040]  神權與王權
[00:11:39.040 --> 00:11:41.040]  共襲一身
[00:11:41.040 --> 00:11:43.040]  而當時的祭司
[00:11:43.040 --> 00:11:45.040]  是負責處理遺體
[00:11:45.040 --> 00:11:49.040]  而且也需要一些偶像的加持
[00:11:49.040 --> 00:11:51.040]  還是光頭的
[00:11:51.040 --> 00:11:54.040]  然後一些的以色列人
[00:11:54.040 --> 00:11:56.040]  就是作為奴隸
[00:11:56.040 --> 00:11:58.040]  一些被虐待的人
[00:11:58.040 --> 00:12:00.040]  好了
[00:12:00.040 --> 00:12:04.040]  以色列人在埃及430年
[00:12:04.040 --> 00:12:08.040]  如果按約瑟他做完首相之後
[00:12:08.040 --> 00:12:10.040]  他們沒多久就要做奴隸的話
[00:12:10.040 --> 00:12:13.040]  他們可能做了奴隸都三百多年了
[00:12:13.040 --> 00:12:16.040]  整個的宗族整個的歷史
[00:12:16.040 --> 00:12:18.040]  而出埃及的人
[00:12:18.040 --> 00:12:20.040]  成年的男子有六十多萬
[00:12:20.040 --> 00:12:22.040]  如果包括婦女兒童
[00:12:22.040 --> 00:12:24.040]  可能二三百萬
[00:12:24.040 --> 00:12:26.040]  這些的人由他出世
[00:12:26.040 --> 00:12:28.040]  到離開埃及
[00:12:28.040 --> 00:12:30.040]  整整幾十年的人生
[00:12:30.040 --> 00:12:33.040]  就是圍繞著被那些光頭祭司
[00:12:33.040 --> 00:12:36.040]  在那裡搖搖擺擺
[00:12:36.040 --> 00:12:39.040]  然後就膜拜著法老
[00:12:39.040 --> 00:12:42.040]  因為是王權與神權的集中
[00:12:42.040 --> 00:12:45.040]  然後周圍就有那些偶像
[00:12:45.040 --> 00:12:47.040]  然後自己呢
[00:12:47.040 --> 00:12:50.040]  自己只不過是一個奴隸
[00:12:50.040 --> 00:12:53.040]  文素記就在這個背景底下寫成
[00:12:53.040 --> 00:12:57.040]  而文素記一至十章大概
[00:12:57.040 --> 00:13:01.040]  文素記一至十章是在
[00:13:01.040 --> 00:13:05.040]  他們出埃及第二年的二月初一日
[00:13:05.040 --> 00:13:08.040]  就在文素記一章那裡說明的
[00:13:08.040 --> 00:13:11.040]  就開始寫文素記一至十章
[00:13:11.040 --> 00:13:13.040]  所記載的事情
[00:13:13.040 --> 00:13:16.040]  就是在出埃及第二年的二月初一日
[00:13:16.040 --> 00:13:18.040]  那他們什麼時候出埃及呢
[00:13:18.040 --> 00:13:21.040]  就是對上一年的正月十四日
[00:13:21.040 --> 00:13:23.040]  換句話說
[00:13:23.040 --> 00:13:28.040]  他們只不過是離開了埃及一年零半個月
[00:13:28.040 --> 00:13:31.040]  離開了一年零半個月
[00:13:31.040 --> 00:13:35.040]  有一個猶太裔的牧師就說
[00:13:35.040 --> 00:13:38.040]  以色列人他們是離開了埃及
[00:13:38.040 --> 00:13:40.040]  人離開了埃及
[00:13:40.040 --> 00:13:44.040]  不過埃及並沒有離開他們
[00:13:44.040 --> 00:13:47.040]  聽不聽得明白這句話
[00:13:47.040 --> 00:13:49.040]  他們人是離開了埃及
[00:13:49.040 --> 00:13:54.040]  不過埃及並沒有離開他們
[00:13:54.040 --> 00:13:57.040]  他們人就已經在曠野
[00:13:57.040 --> 00:13:59.040]  不過他們的記憶
[00:13:59.040 --> 00:14:02.040]  他們的感受在哪裡
[00:14:02.040 --> 00:14:03.040]  在埃及
[00:14:03.040 --> 00:14:07.040]  我想這些就是很多移民的弟兄姊妹
[00:14:07.040 --> 00:14:09.040]  都會明白這種體會
[00:14:09.040 --> 00:14:12.040]  你就算移民一年兩年
[00:14:12.040 --> 00:14:14.040]  移民去一個新的環境
[00:14:14.040 --> 00:14:16.040]  有新的朋友新的社區
[00:14:16.040 --> 00:14:18.040]  不過可能你做夢
[00:14:18.040 --> 00:14:20.040]  記住你在香港的家
[00:14:20.040 --> 00:14:22.040]  在樓下的菠蘿包
[00:14:22.040 --> 00:14:24.040]  和朋友去吃雲吞麵
[00:14:24.040 --> 00:14:26.040]  你的記憶還在那裡
[00:14:26.040 --> 00:14:31.040]  我們就帶著這一份思緒
[00:14:31.040 --> 00:14:38.040]  來看今天我們要看的第六章
[00:14:38.040 --> 00:14:42.040]  第一二章說到上帝數點人數
[00:14:42.040 --> 00:14:45.040]  不是要數下究竟有多少人出埃及
[00:14:45.040 --> 00:14:47.040]  上帝有多麼本事
[00:14:47.040 --> 00:14:51.040]  而是數點人數將他們成為軍隊
[00:14:51.040 --> 00:14:53.040]  是用來打仗
[00:14:53.040 --> 00:14:55.040]  去打割迦南地
[00:14:55.040 --> 00:14:57.040]  去得英他們
[00:14:57.040 --> 00:14:59.040]  接著三四章就說到
[00:14:59.040 --> 00:15:01.040]  去揀選祭司
[00:15:01.040 --> 00:15:03.040]  或者叫命定祭司
[00:15:03.040 --> 00:15:05.040]  和利未人這個支派
[00:15:05.040 --> 00:15:07.040]  他們不同的宗族
[00:15:07.040 --> 00:15:10.040]  負責有不同的敬拜事宜
[00:15:10.040 --> 00:15:13.040]  有些負責搬藥櫃
[00:15:13.040 --> 00:15:14.040]  抬藥櫃
[00:15:14.040 --> 00:15:17.040]  有些負責聖幕
[00:15:17.040 --> 00:15:19.040]  有些負責硬件
[00:15:19.040 --> 00:15:21.040]  一些建築的硬件
[00:15:21.040 --> 00:15:24.040]  然後到第五章
[00:15:24.040 --> 00:15:25.040]  就是上個星期
[00:15:25.040 --> 00:15:28.040]  分別是智輝傳道和何牧師
[00:15:28.040 --> 00:15:32.040]  剛剛兩位都在的時候
[00:15:32.040 --> 00:15:37.040]  他們就說到一些聖潔的相處
[00:15:37.040 --> 00:15:39.040]  和一些聖潔
[00:15:39.040 --> 00:15:41.040]  在關係裡面怎樣保持聖潔
[00:15:41.040 --> 00:15:43.040]  為什麼要這樣做
[00:15:43.040 --> 00:15:46.040]  因為上帝就住在他們當中
[00:15:46.040 --> 00:15:48.040]  然後今天來到第六章
[00:15:48.040 --> 00:15:51.040]  我們會說一種人
[00:15:51.040 --> 00:15:53.040]  叫做拿西爾人
[00:15:53.040 --> 00:15:55.040]  稍後我會長加解釋
[00:15:55.040 --> 00:15:57.040]  然後到七到十章
[00:15:57.040 --> 00:16:00.040]  說到其他一些聖潔的條例
[00:16:00.040 --> 00:16:02.040]  就關於一些物件
[00:16:02.040 --> 00:16:04.040]  長話短說
[00:16:04.040 --> 00:16:07.040]  我們來看拿西爾人
[00:16:07.040 --> 00:16:09.040]  拿西爾是一個譯音
[00:16:09.040 --> 00:16:11.040]  不是一個族群
[00:16:11.040 --> 00:16:12.040]  是一個譯音
[00:16:12.040 --> 00:16:14.040]  是一些願意自己
[00:16:14.040 --> 00:16:17.040]  分別為聖歸向上帝的人
[00:16:17.040 --> 00:16:19.040]  願意將自己
[00:16:19.040 --> 00:16:23.040]  分別為聖歸向上帝的人
[00:16:23.040 --> 00:16:24.040]  無論男女
[00:16:24.040 --> 00:16:26.040]  無論他們的年紀
[00:16:26.040 --> 00:16:27.040]  不分支派
[00:16:27.040 --> 00:16:29.040]  不分宗族
[00:16:29.040 --> 00:16:31.040]  只要他有這樣的心願
[00:16:31.040 --> 00:16:34.040]  他就可以成為拿西爾人
[00:16:34.040 --> 00:16:35.040]  而拿西爾人
[00:16:35.040 --> 00:16:38.040]  第一個規矩就是這樣
[00:16:38.040 --> 00:16:40.040]  要逃避清酒濃酒
[00:16:40.040 --> 00:16:44.040]  葡萄和所有葡萄相關的製品
[00:16:44.040 --> 00:16:46.040]  你都不可以吃
[00:16:46.040 --> 00:16:49.040]  當我看到這裡的時候
[00:16:49.040 --> 00:16:52.040]  我其實是有一點點想法
[00:16:52.040 --> 00:16:54.040]  因為一向我們
[00:16:54.040 --> 00:16:56.040]  很多時候聽文素記
[00:16:56.040 --> 00:16:58.040]  都會聽到
[00:16:58.040 --> 00:17:00.040]  因為葡萄隨手可得
[00:17:00.040 --> 00:17:04.040]  所以在日常生活裡面
[00:17:04.040 --> 00:17:05.040]  我就禁戒這些
[00:17:05.040 --> 00:17:07.040]  很容易就得到的東西
[00:17:07.040 --> 00:17:10.040]  但當我去想
[00:17:10.040 --> 00:17:13.040]  他們當時在哪個環境
[00:17:13.040 --> 00:17:15.040]  在曠野
[00:17:15.040 --> 00:17:17.040]  曠野是不是葡萄
[00:17:17.040 --> 00:17:19.040]  可以隨手可得的東西
[00:17:19.040 --> 00:17:21.040]  是不是
[00:17:21.040 --> 00:17:23.040]  不是
[00:17:23.040 --> 00:17:26.040]  而且他們剛剛出了埃及一年
[00:17:26.040 --> 00:17:28.040]  他們之前幾十年
[00:17:28.040 --> 00:17:30.040]  在埃及做什麼
[00:17:30.040 --> 00:17:32.040]  做奴隸
[00:17:32.040 --> 00:17:35.040]  葡萄清酒濃酒
[00:17:35.040 --> 00:17:37.040]  是一些什麼
[00:17:37.040 --> 00:17:39.040]  是享受
[00:17:39.040 --> 00:17:43.040]  你覺得奴隸會不會有這些享受呢
[00:17:43.040 --> 00:17:45.040]  當然今天
[00:17:45.040 --> 00:17:48.040]  葡萄是到處都有
[00:17:48.040 --> 00:17:51.040]  如果我說日本的香印提子
[00:17:51.040 --> 00:17:53.040]  你家裡的菲傭
[00:17:53.040 --> 00:17:55.040]  或者印傭是不是隨手可得
[00:17:55.040 --> 00:17:57.040]  拿起來就吃
[00:17:57.040 --> 00:17:59.040]  你那些辣妹
[00:17:59.040 --> 00:18:01.040]  是不是喜歡喝就喝
[00:18:01.040 --> 00:18:03.040]  我想我們自己都不是
[00:18:03.040 --> 00:18:05.040]  所以為什麼會在曠野
[00:18:05.040 --> 00:18:07.040]  跟他們說
[00:18:07.040 --> 00:18:09.040]  清酒濃酒不好喝
[00:18:09.040 --> 00:18:11.040]  還要酒造的醋都不好吃
[00:18:11.040 --> 00:18:13.040]  對我們來說
[00:18:13.040 --> 00:18:15.040]  吃醋很簡單
[00:18:15.040 --> 00:18:17.040]  點麵包又會
[00:18:17.040 --> 00:18:19.040]  吃沙律又會
[00:18:19.040 --> 00:18:21.040]  但當我去想
[00:18:21.040 --> 00:18:23.040]  為什麼他們連吃醋都要說呢
[00:18:23.040 --> 00:18:25.040]  第一當然是酒造的
[00:18:25.040 --> 00:18:27.040]  而另外一件事
[00:18:27.040 --> 00:18:29.040]  就是
[00:18:29.040 --> 00:18:31.040]  如果我們回想舊約聖經
[00:18:31.040 --> 00:18:33.040]  在路德記裡面
[00:18:33.040 --> 00:18:35.040]  路德作為一個愛邦人
[00:18:35.040 --> 00:18:37.040]  去撿墨水
[00:18:37.040 --> 00:18:39.040]  他撿了之後
[00:18:39.040 --> 00:18:41.040]  那個大才主波亞斯
[00:18:41.040 --> 00:18:43.040]  叫他過來一起點餅吃
[00:18:43.040 --> 00:18:45.040]  你招醋來吃
[00:18:45.040 --> 00:18:47.040]  即是說
[00:18:47.040 --> 00:18:49.040]  當時醋
[00:18:49.040 --> 00:18:51.040]  不是一些僕人婢女
[00:18:51.040 --> 00:18:53.040]  可以吃到的東西
[00:18:53.040 --> 00:18:55.040]  不是作為奴隸的
[00:18:55.040 --> 00:18:57.040]  以色列人
[00:18:57.040 --> 00:18:59.040]  可以享受到的東西
[00:18:59.040 --> 00:19:01.040]  清酒濃酒
[00:19:01.040 --> 00:19:03.040]  高級的
[00:19:03.040 --> 00:19:05.040]  調味料
[00:19:05.040 --> 00:19:07.040]  葡萄的製品
[00:19:07.040 --> 00:19:09.040]  這些甜美可口的東西
[00:19:09.040 --> 00:19:11.040]  不是他們可以吃到的東西
[00:19:11.040 --> 00:19:13.040]  為什麼上帝
[00:19:13.040 --> 00:19:15.040]  這麼多餘
[00:19:15.040 --> 00:19:17.040]  叫他們不要這樣做
[00:19:17.040 --> 00:19:19.040]  不要這樣吃
[00:19:19.040 --> 00:19:21.040]  我覺得如果你說
[00:19:21.040 --> 00:19:23.040]  Richard Chow不要每晚喝Lafite
[00:19:23.040 --> 00:19:25.040]  不要每天吃鮑魚拌飯
