
[00:00:00.000 --> 00:00:04.000]  信心的信念,信心的信念。
[00:02:17.000 --> 00:02:18.000]  8?
[00:02:18.000 --> 00:02:19.000]  8,喔,Clement?
[00:02:19.000 --> 00:02:22.000]  Oh yeah, very good,OK,good。
[00:02:22.000 --> 00:02:23.000]  9?
[00:02:23.000 --> 00:02:25.000]  9,喔,very nice。
[00:02:25.000 --> 00:02:27.000]  OK,10,有沒有人10覺得很有信心的?
[00:02:27.000 --> 00:02:32.000]  神會來的,有天堂的,我信神的,有沒有?
[00:02:32.000 --> 00:02:33.000]  10的,有沒有?
[00:02:33.000 --> 00:02:37.000]  Scale of 1 to 10,喔,有1個,還是缽頭的?
[00:02:37.000 --> 00:02:50.000]  OK,那Hebrews就是講信心,然後呢,the next slide我們看,就是the hall of fame, the hall of faith,
[00:02:50.000 --> 00:02:56.000]  Hi, hi, in the back, hi, hall of faith, hall of faith。
[00:02:56.000 --> 00:03:02.000]  那麼他就list很多不同的Old Testament的人呢,是很有信心的。
[00:03:02.000 --> 00:03:07.000]  記不記得有什麼人是很有信心的,他mentioned過,記不記得?
[00:03:07.000 --> 00:03:13.000]  Shout it out,有哪些人物,他說過,在Hebrews 11,很有信心的。
[00:03:13.000 --> 00:03:16.000]  Abraham,還有呢?
[00:03:16.000 --> 00:03:21.000]  Noah, Daniel,還有呢?
[00:03:21.000 --> 00:03:25.000]  Paul,對啦,Paul,OK,sure。
[00:03:25.000 --> 00:03:36.000]  OK,那麼今天呢,我們就會講The Story of Noah,我們一起讀第7節,讀中文,1,2,3,讀中文。
[00:03:36.000 --> 00:03:58.000]  (中文)
[00:03:58.000 --> 00:04:07.000]  OK,那麼我們看到,Noah,在Hebrews 11,verse 7,就講Noah,是很有信心的。
[00:04:07.000 --> 00:04:17.000]  那麼我們會講他的故事,我們會看,1,2,3,4,5,6,7,7個step,我們看7個step,the next slide。
[00:04:17.000 --> 00:04:29.000]  第1是problem,第2是person,第3是plan,go back to the slide where it shows everything。
[00:04:29.000 --> 00:04:36.000]  然後會講信心,the flood, and then the promise.
[00:04:36.000 --> 00:04:44.000]  OK,那麼第1呢,我們講the problem,問題是什麼呢?我們看Genesis,chapter 6, verse 5 to 7。
[00:04:44.000 --> 00:04:51.000]  神就看到,他創造了人,創造了人,人就有罪了。
[00:04:51.000 --> 00:05:04.000]  Wickedness, evil,這裡Genesis講,every inclination of the thoughts of the human heart were wicked, were evil。
[00:05:04.000 --> 00:05:09.000]  神看到人的心是有罪,是有evil。
[00:05:09.000 --> 00:05:29.000]  那麼這個就是一個problem,神在第6節講,he regretted that he had made human beings,神有罪,不是,人有罪,神沒有罪,我test你而已。
[00:05:29.000 --> 00:05:42.000]  我test你而已,來,起來。OK,人有罪,那麼神就regret making human beings,這個就是一個problem。
[00:05:42.000 --> 00:05:49.000]  那麼我們看第2個person,但是有一個人,那個person是誰呢?是Noah。
[00:05:49.000 --> 00:05:58.000]  那麼Noah是怎樣的呢?Noah found favor in the eyes of the Lord,this was the account of Noah and his family.
[00:05:58.000 --> 00:06:06.000]  Noah was a righteous man, blameless among the people of his time, and he walked faithfully with God.
[00:06:06.000 --> 00:06:11.000]  Noah had three sons, Shem, Ham, and Japheth.
[00:06:11.000 --> 00:06:17.000]  OK,那麼我們看到Noah,Noah是怎樣的呢?
[00:06:17.000 --> 00:06:32.000]  他和神同行,他feared God,he feared God,he had favor with God,he was righteous, he was blameless。
[00:06:32.000 --> 00:06:44.000]  在這個世界,神看到那麼多人有那麼多罪,但是他看到一個人,一個人是跟隨他的,這個就是Noah。
[00:06:44.000 --> 00:06:51.000]  那麼神就跟他說,the plan,here is the plan,我們一起讀中文吧。
[00:06:51.000 --> 00:07:00.000]  The plan, next, the plan,the plan,yes,OK,1,2,3。
[00:07:00.000 --> 00:07:16.000]  神說,諸多話說,凡有血氣的人,他的盡頭已經來到我面前,人都在地上,無聊他會的強暴,我已經把他換我地一清為安。
[00:07:16.000 --> 00:07:38.000]  繼續,next slide。
[00:07:38.000 --> 00:07:50.000]  OK,好,那麼問題是什麼呢?罪是問題,那個人是誰呢?Noah, the chosen person,他是跟隨神的。
[00:07:50.000 --> 00:07:56.000]  然後神就跟他說,the plan,what is the plan?
[00:07:56.000 --> 00:08:08.000]  那麼那個plan,我們就看到,是神跟他說,你要做一個什麼?一個船,一個Ark,OK,the Ark。
[00:08:08.000 --> 00:08:32.000]  300 cubits long,你覺得Noah's Ark是大過Boeing 747的?舉手,誰覺得?我們飛機747是大過Noah's Ark的?誰覺得是的?舉手,沒有。
[00:08:32.000 --> 00:08:38.000]  誰覺得Noah's Ark是大過Boeing 747的?OK,好,我們看next slide。
[00:08:38.000 --> 00:08:51.000]  對,你們這麼厲害,你們measure過的?誰覺得Titanic大過Noah's Ark的?舉手,誰覺得Titanic大過Noah's Ark的?
[00:08:51.000 --> 00:08:58.000]  誰覺得Noah's Ark是大過Titanic的?OK,我們看next slide。
[00:08:58.000 --> 00:09:10.000]  Titanic是大過Noah's Ark的,Titanic是882ft wide,long,OK,你不知道,現在知道了。
[00:09:10.000 --> 00:09:20.000]  那麼那個plan是什麼呢?神就給了一個plan,I'm gonna take out the earth,因為有罪,the problem is sin。
[00:09:20.000 --> 00:09:42.000]  那麼他就給了specifications of the Ark,他就跟Noah說,我就會用水去毀滅,take out the living things of the earth,然後我和你的家庭會establish一個covenant,一個covenant。
[00:09:42.000 --> 00:10:03.000]  然後他就跟Noah說,你要帶animals onto the Ark,two of all living creatures,male and female,into the Ark,然後最後就是要帶食物了。
[00:10:03.000 --> 00:10:22.000]  你猜是不是Noah每天出去抓動物,然後回去Ark,是不是?是不是每天抓動物,抓dinosaur,抓monkey,上Ark,是不是?
[00:10:22.000 --> 00:10:32.000]  We don't know,但是好像it might be a miracle,神是command這些animals to go into the Ark。
[00:10:32.000 --> 00:10:45.000]  那麼如果你是Noah,imagine,你在你的學校,每個人在學校都犯罪的,每個人都很憎神的,但是只有你一個去跟隨神,
[00:10:45.000 --> 00:10:54.000]  那麼神就在學校跟你說,你要build一個很大的Ark,一個big boat,你會不會做?你會不會做?
[00:10:54.000 --> 00:11:10.000]  Jetta會不會做?不會,為什麼不會?你覺得,ok,沒有人幫你,所以不會做,不會做這個Ark,誰會做?誰會做?
[00:11:10.000 --> 00:11:17.000]  Kurt會做,好,excellent,Kurt會做。你覺得Noah的response是什麼?
[00:11:17.000 --> 00:11:33.000]  神跟他說,you need to build this Ark, huge Ark,the next we see is the faith,Noah did everything just as the Lord commanded,
[00:11:33.000 --> 00:11:43.000]  the Lord said to Noah, go into the Ark, you and your whole family, because I have found you righteous in this generation,
[00:11:43.000 --> 00:11:59.000]  Noah很有信心,對神很有信心,神說什麼呢?他就做了,he did everything just as the Lord commanded,
[00:11:59.000 --> 00:12:10.000]  他知不知道很多flood會來,他看到可能,哇,這個天氣很好,會下雨嗎?會下雨嗎?
[00:12:10.000 --> 00:12:21.000]  可能他的朋友跟他說,哇,你做什麼?你做什麼?這麼大的船,會下雨嗎?好像天氣很好。
[00:12:21.000 --> 00:12:30.000]  And then the floods came, I am going to bring flood waters on the earth to destroy all life under the heavens,
[00:12:30.000 --> 00:12:37.000]  every creature that has breath in it, everything on earth will perish,
[00:12:37.000 --> 00:12:53.000]  然後我們看到,the next slide,是the flood,好像看天氣一樣,第一天,the forecast,是很好的天氣,sunny day,好像今天,sunny day,
[00:12:53.000 --> 00:13:10.000]  然後第二天,the rain started to come,第三天,不是第三天,第三個situation,it rained,
[00:13:10.000 --> 00:13:24.000]  你知不知道下雨下了多少天?40 days,40 days and 40 nights,下了雨40天,
[00:13:24.000 --> 00:13:33.000]  然後第四,the waters exceeded the mountains,
[00:13:33.000 --> 00:13:43.000]  誰去過看Everest?Anybody seen Everest?Everest有多高?考考你們,
[00:13:43.000 --> 00:13:54.000]  8000,哇,8840 meters,他可能是做trivia,
[00:13:54.000 --> 00:14:05.000]  8000 meters high,你想想,如果下雨40天,然後the waters are higher than Mount Everest,
[00:14:05.000 --> 00:14:16.000]  Is that crazy?Is that crazy?So much water,the waters remained for 150 days,
[00:14:16.000 --> 00:14:27.000]  150天,浸了150天,the earth,next,day 5,不是day 5,section 5是什麼?
[00:14:27.000 --> 00:14:34.000]  The waters subsided until the tops of the mountains became visible,第五個section,
[00:14:34.000 --> 00:14:46.000]  ok,現在看到山了,開始看到山了,看到山,然後又說,他send什麼出去?是不是大笨象出去?不是,
[00:14:46.000 --> 00:14:58.000]  第一,是send the raven,raven飛了出去,然後怎樣?回來,為什麼回來?
[00:14:58.000 --> 00:15:08.000]  是不是很喜歡住Ark?不是,因為沒有地方去生存,然後第七個section,
[00:15:08.000 --> 00:15:18.000]  Noah再send,是不是send長頸鹿出去?不是,是send什麼?
[00:15:18.000 --> 00:15:31.000]  Dove,然後dove飛了出去,然後怎樣?是不是走了?還沒走,他回來,為什麼回來?
[00:15:31.000 --> 00:15:43.000]  他回來,但是拿了樹葉回來,it says that it came back with something,
[00:15:43.000 --> 00:15:51.000]  with a leaf or something, with olive branch or something,第八,他又send dove出去,然後這次怎樣?
[00:15:51.000 --> 00:16:01.000]  然後就沒有回來,actually,又有回來,sorry,number 8是回來,with olive branch,第九,
[00:16:01.000 --> 00:16:12.000]  就是他沒有回來,send了三次出去,然後第十,number ten,the waters fully subsided from the earth,
[00:16:12.000 --> 00:16:21.000]  你知不知道多少天?the waters take to subside from the earth,沒有水,知道嗎?沒有flood waters,
[00:16:21.000 --> 00:16:36.000]  another 150 days,加起來多少天?Noah in the Ark,加起來多少天?考考你們,三百天,
[00:16:36.000 --> 00:16:44.000]  三百天,誰想住在這個zoo for 300 days? Who wants to live in a zoo for 300 days?
[00:16:44.000 --> 00:16:54.000]  有沒有人試過?香港有沒有zoo?考考你們,有沒有?Ocean Park是不是zoo?
[00:16:54.000 --> 00:17:04.000]  香港現在要quarantine多少天?知不知道?210天?你什麼quarantine來的?
[00:17:04.000 --> 00:17:16.000]  你什麼quarantine?Jasper,你做了什麼?21,如果你在一些dangerous,considered dangerous的country,
[00:17:16.000 --> 00:17:24.000]  14天,如果你是normal的country,quarantine,但你想一下,Noah在Ark那裡,
[00:17:24.000 --> 00:17:36.000]  多少天?300 plus days,300 plus days,imagine你好像在一個zoo那裡,
[00:17:36.000 --> 00:17:44.000]  stay 300 days,Winnie可能很開心,這麼多animal可以一起和牠玩,Winnie開心嗎?
[00:17:44.000 --> 00:17:54.000]  可能有一點臭,不知道,那些poopoo放在哪裡?是不是就這樣丟進海裡?不知道,
[00:17:54.000 --> 00:18:09.000]  flood之後,我們就看到,lastly, the promise,我們一起讀中文,ready,1,2,3,
[00:18:09.000 --> 00:18:25.000]  (國語)
[00:18:25.000 --> 00:18:45.000]  繼續,(國語)
[00:18:45.000 --> 00:18:55.000]  ok,very good,神的promise是什麼?他們出來的時候,what is God's promise?
[00:18:55.000 --> 00:19:04.000]  God's promise is that he will never destroy the earth with flood again,
[00:19:04.000 --> 00:19:10.000]  那有什麼是一個sign of the promise?What is the sign of the promise?
[00:19:10.000 --> 00:19:17.000]  The rainbow,we can see the next slide,the rainbow,是誰在香港看過rainbow?
[00:19:17.000 --> 00:19:26.000]  我有一次在通涌那裡行山,我們下來看到一個amazing rainbow,
[00:19:26.000 --> 00:19:35.000]  因為是Lantau,ok,amazing rainbow,我們看到那個rainbow,it is a symbol of God's promise,
[00:19:35.000 --> 00:19:45.000]  that he won't destroy the earth by flood again,he won't destroy the earth by flood again,
[00:19:45.000 --> 00:19:55.000]  那我們看一下Noah的story,他有沒有信心?多不多信心?他什麼時候要有信心呢?
[00:19:55.000 --> 00:20:02.000]  第一,before the flood,是不是?神跟他說,有很大的flood會來,
[00:20:02.000 --> 00:20:11.000]  I am gonna destroy the earth,他有沒有信心去聽?他有,我們怎樣看到他的信心?
[00:20:11.000 --> 00:20:17.000]  他是跟隨神去build the ark,he build the ark,
[00:20:17.000 --> 00:20:26.000]  是不是很多人一起跟他一起build the ark?不是,是好像只有他跟他的家庭,
[00:20:26.000 --> 00:20:38.000]  no one else believed,faith when no one else believed,in the midst of the storm,he also had faith,
[00:20:38.000 --> 00:20:45.000]  多少天?150 days when the waters increased,
[00:20:45.000 --> 00:20:57.000]  然後繼續150 days for the waters to subside,300多天,在那ark,
[00:20:57.000 --> 00:21:06.000]  要不要信心?你need faith,take care,那麼多animal,
[00:21:06.000 --> 00:21:16.000]  how many animals are there on earth?你知不知道?你work on your trivia,
[00:21:16.000 --> 00:21:25.000]  那麼多animal,是不是神給他們,你自己take care你自己,it might be a miracle,
[00:21:25.000 --> 00:21:40.000]  in the midst of the storm,he had faith,他繼續有信心,神會帶領他的家庭,帶領他的ark,to safety,
[00:21:40.000 --> 00:21:50.000]  最後,the waters subsided,但他也繼續有信心,faith in God's promise,
[00:21:50.000 --> 00:21:57.000]  因為神跟他說,I'm gonna make a new covenant with you and your family,
[00:21:57.000 --> 00:22:03.000]  他繼續都會有信心,
[00:22:03.000 --> 00:22:16.000]  很多時候,either we are before a trial,we're in a trial,or we have just finished a trial,
[00:22:16.000 --> 00:22:23.000]  誰覺得他們自己現在是in the midst of a trial?有沒有一個trial?
[00:22:23.000 --> 00:22:33.000]  難處,我們要有信心去信神,有幾個,couple of trials,
[00:22:33.000 --> 00:22:39.000]  誰覺得他們是before the trial?trial未來,但好像快要來,有幾個,
[00:22:39.000 --> 00:22:45.000]  Kurt,Preor,Clement,you creating your own trial?
[00:22:45.000 --> 00:22:52.000]  誰覺得他們是after the trial?剛剛過了一個trial?有沒有?Timon有沒有?
[00:22:52.000 --> 00:22:57.000]  Aaron,Aaron,after the trial,剛剛過了一個trial,
[00:22:57.000 --> 00:23:05.000]  whether we are before a trial,in a trial,or after a trial,
[00:23:05.000 --> 00:23:12.000]  we need to trust God,we need to trust God,and that is what Noah did,
[00:23:12.000 --> 00:23:20.000]  水離之前,he believed in God,he trusted in God,
[00:23:20.000 --> 00:23:25.000]  when he was on the ark,in the midst of the trial,他有信心,
[00:23:25.000 --> 00:23:30.000]  神是會繼續帶他的family,他們不會死,
[00:23:30.000 --> 00:23:36.000]  神會保護他們的ark,after the trial,
[00:23:36.000 --> 00:23:40.000]  他有信心,神會和他們同在,
[00:23:40.000 --> 00:23:46.000]  God is with them,我們現在請Lucas上來,
[00:23:46.000 --> 00:23:50.000]  he is gonna share his faith testimony,我們給他掌聲,
[00:23:50.000 --> 00:24:00.000]  Hi,I am Lucas,I go to ICS,I am in grade 11,
[00:24:00.000 --> 00:24:08.000]  I have started to come to this church since this year,
[00:24:08.000 --> 00:24:14.000]  so when it comes to faith,when I had faith,even though I didn't know what is coming,
[00:24:14.000 --> 00:24:20.000]  first thing that comes to mind would be exam season in May,
[00:24:20.000 --> 00:24:25.000]  so I had this exam,and I worked really hard for it,
[00:24:25.000 --> 00:24:30.000]  I did all the past papers,I did everything I could for this upcoming exam,
[00:24:30.000 --> 00:24:36.000]  but then,the week before exam,I remember that I couldn't sleep,
[00:24:36.000 --> 00:24:41.000]  so then every night,I turned on the worship music,and then I prayed to God every night,
[00:24:41.000 --> 00:24:45.000]  I remember saying,God,I did everything I could,
[00:24:45.000 --> 00:24:50.000]  so I pray that you help me to do my best on this exam,
[00:24:50.000 --> 00:24:55.000]  and hopefully get a 5,which is the best possible result,
[00:24:55.000 --> 00:25:04.000]  and I want,if I do get a 5,I pray that it is because of you and only you,
[00:25:04.000 --> 00:25:08.000]  and so exam day came,after I prayed a lot,
[00:25:08.000 --> 00:25:15.000]  and it wasn't that great,because when the result came out,
[00:25:15.000 --> 00:25:17.000]  I didn't really get the result that I wanted,
[00:25:17.000 --> 00:25:23.000]  and you may think,well,was I disappointed in God?
[00:25:23.000 --> 00:25:29.000]  Well,I don't really think so,because I feel that through this experience,
[00:25:29.000 --> 00:25:33.000]  I actually learned a lot more than if I had succeeded,
[00:25:33.000 --> 00:25:40.000]  and through this,I found out that God can choose to not give stuff to you,
[00:25:40.000 --> 00:25:42.000]  even though you ask for it,
[00:25:42.000 --> 00:25:49.000]  and through this experience,I also learned to believe in God's plan,
[00:25:49.000 --> 00:25:54.000]  that His plan is so much greater than whatever you may think is everything,
[00:25:54.000 --> 00:26:00.000]  so even though I didn't get the result I wanted,
[00:26:00.000 --> 00:26:03.000]  I still choose to believe in God and His greater plan for us.
[00:26:03.000 --> 00:26:05.000]  Thank you.
[00:26:05.000 --> 00:26:07.000]  (Applause)
[00:26:07.000 --> 00:26:08.000]  Thank you,Lucas.
[00:26:08.000 --> 00:26:13.000]  很好,他見證,他有exam,
[00:26:13.000 --> 00:26:16.000]  信靠神,在exam,
[00:26:16.000 --> 00:26:19.000]  神,你給我最好的分數,
[00:26:19.000 --> 00:26:24.000]  但神沒有聽到,但他繼續有信心,
[00:26:24.000 --> 00:26:27.000]  神是會帶領他的,
[00:26:27.000 --> 00:26:32.000]  在我們試驗中,在我們經歷的事情中,
[00:26:32.000 --> 00:26:34.000]  我們信任神嗎?
[00:26:34.000 --> 00:26:36.000]  我們信任神嗎?
[00:26:36.000 --> 00:26:40.000]  我們信任神給我們最好的計劃嗎?
[00:26:40.000 --> 00:26:42.000]  不是我們的計劃,
[00:26:42.000 --> 00:26:46.000]  而是神給我們最好的計劃,
[00:26:46.000 --> 00:26:50.000]  最後,應用,我們請教會團隊上來,
[00:26:50.000 --> 00:26:54.000]  最後,我想問我們三個問題,
[00:26:54.000 --> 00:26:58.000]  第一個問題是,我們對神,
[00:26:58.000 --> 00:27:02.000]  在一些不明的情況下,有沒有信心呢?
[00:27:02.000 --> 00:27:04.000]  我們對神有信心嗎?
[00:27:04.000 --> 00:27:07.000]  在不明的情況下,
[00:27:07.000 --> 00:27:10.000]  在不明的情況下,
[00:27:10.000 --> 00:27:13.000]  我講過很多次,
[00:27:13.000 --> 00:27:19.000]  2016,我爸爸媽媽認識林牧師,
[00:27:19.000 --> 00:27:21.000]  林牧師邀請我回來,
[00:27:21.000 --> 00:27:23.000]  Johnny,你回來吧,
[00:27:23.000 --> 00:27:25.000]  我們開一個英文試工,
[00:27:25.000 --> 00:27:27.000]  你可能可以幫幫忙,
[00:27:27.000 --> 00:27:30.000]  你知道我的回應是什麼嗎?
[00:27:30.000 --> 00:27:33.000]  我說,我不想回來,我想去旅行,
[00:27:33.000 --> 00:27:36.000]  我有一個計劃,我的計劃是什麼呢?
[00:27:36.000 --> 00:27:40.000]  我想去歐洲,去度假,
[00:27:40.000 --> 00:27:43.000]  我不想回來,夏天,這麼熱,
[00:27:43.000 --> 00:27:45.000]  我不想回來侍奉,
[00:27:45.000 --> 00:27:48.000]  做實習生,看看適不適合,
[00:27:48.000 --> 00:27:51.000]  但是我同意了,
[00:27:51.000 --> 00:27:53.000]  我回來,
[00:27:53.000 --> 00:27:55.000]  我過得很好,
[00:27:55.000 --> 00:27:59.000]  我相信神,
[00:27:59.000 --> 00:28:02.000]  在不明的情況下,
[00:28:02.000 --> 00:28:06.000]  第二,我們對神有信心嗎?
[00:28:06.000 --> 00:28:08.000]  在試驗中,
[00:28:08.000 --> 00:28:11.000]  你們現在可能有不同的試驗,
[00:28:11.000 --> 00:28:13.000]  可能是讀書,
[00:28:13.000 --> 00:28:17.000]  可能是跟朋友的關係,
[00:28:17.000 --> 00:28:18.000]  跟家人的關係,
[00:28:18.000 --> 00:28:19.000]  有些試驗,
[00:28:19.000 --> 00:28:23.000]  但是你們相信神在試驗中,
[00:28:23.000 --> 00:28:26.000]  祂會帶領你們,
[00:28:26.000 --> 00:28:28.000]  如果你像Noah一樣,
[00:28:28.000 --> 00:28:31.000]  遵循神的指導,
[00:28:31.000 --> 00:28:33.000]  祂會帶領你們,
[00:28:33.000 --> 00:28:36.000]  神會帶領你們,
[00:28:36.000 --> 00:28:38.000]  你們相信,
[00:28:38.000 --> 00:28:43.000]  即使沒有別人相信,
[00:28:43.000 --> 00:28:45.000]  讓我們站起來,
[00:28:45.000 --> 00:28:48.000]  我們會在歌中回應,
[00:28:48.000 --> 00:28:50.000]  父親,
[00:28:50.000 --> 00:28:54.000]  我們感謝你對Noah的故事,
[00:28:54.000 --> 00:28:57.000]  它教我們信仰,
[00:28:57.000 --> 00:28:59.000]  即使他沒有看到大雨,
[00:28:59.000 --> 00:29:03.000]  他也會全心全意跟隨你,
[00:29:03.000 --> 00:29:05.000]  即使沒有別人相信,
[00:29:05.000 --> 00:29:07.000]  他也是和神一起走的,
[00:29:07.000 --> 00:29:11.000]  他仍然有信仰,
[00:29:11.000 --> 00:29:14.000]  在大雨中,
[00:29:14.000 --> 00:29:16.000]  在大雨中,
[00:29:16.000 --> 00:29:19.000]  在山上的水面上,
[00:29:19.000 --> 00:29:21.000]  他仍然有信仰,
[00:29:21.000 --> 00:29:27.000]  你會帶領他的家人安全,
[00:29:27.000 --> 00:29:28.000]  幫助我們,
[00:29:28.000 --> 00:29:29.000]  主,
[00:29:29.000 --> 00:29:31.000]  要有信仰像Noah一樣,
[00:29:31.000 --> 00:29:33.000]  要相信你,
[00:29:33.000 --> 00:29:35.000]  在大雨中,
[00:29:35.000 --> 00:29:39.000]  在試驗中,
[00:29:40.000 --> 00:29:45.000]  你會帶領我們安全,
[00:29:45.000 --> 00:29:48.000]  為自己榮耀,
[00:29:48.000 --> 00:29:51.000]  也許在這個地球上,
[00:29:51.000 --> 00:29:53.000]  但在天堂中,
[00:29:53.000 --> 00:29:56.000]  你將會被榮耀,
[00:29:56.000 --> 00:29:58.000]  我們在名字的名字祈禱,
[00:29:58.000 --> 00:29:59.000]  阿們。
[00:29:59.000 --> 00:30:01.000]  MING PAO CANADA | MING PAO TORONTO

