
[00:00:00.000 --> 00:00:02.000]   Okay, good evening everybody.
[00:07:47.540 --> 00:07:51.640]   born under the law to redeem those under the law,
[00:07:51.640 --> 00:07:56.200]   that we might receive adoption to sonship.
[00:07:56.200 --> 00:07:58.660]   God initiated it, right?
[00:07:58.660 --> 00:08:01.180]   He sent his son.
[00:08:01.180 --> 00:08:03.740]   He sent his son to do what?
[00:08:03.740 --> 00:08:08.260]   To redeem us, to redeem those under the law.
[00:08:08.260 --> 00:08:10.620]   Under the law, we deserve punishment.
[00:08:10.620 --> 00:08:13.940]   But through Jesus Christ,
[00:08:13.940 --> 00:08:17.280]   we have received adoption to sonship.
[00:08:17.280 --> 00:08:20.220]   And so we have a new family.
[00:08:20.220 --> 00:08:24.020]   This new family was initiated through the father.
[00:08:24.020 --> 00:08:28.700]   It comes through Jesus Christ.
[00:08:28.700 --> 00:08:33.520]   And now we have new brothers and sisters in Christ as well.
[00:08:33.520 --> 00:08:35.020]   We have a new family.
[00:08:35.020 --> 00:08:39.620]   In adoption, we also have a new identity.
[00:08:39.620 --> 00:08:42.840]   Before, we were rejected, right?
[00:08:42.840 --> 00:08:44.180]   We were sinners.
[00:08:44.180 --> 00:08:49.500]   We were split apart from the Lord.
[00:08:49.500 --> 00:08:51.980]   But now we are reborn.
[00:08:51.980 --> 00:08:56.980]   We are redeemed, and we are remade children in Christ.
[00:08:56.980 --> 00:09:01.280]   Before, in Romans, it talks about we were slaves to sin.
[00:09:02.340 --> 00:09:07.340]   But now we are free to be servants of righteousness.
[00:09:07.340 --> 00:09:10.480]   And in John 1, it says this,
[00:09:10.480 --> 00:09:13.320]   yet to all who receive him,
[00:09:13.320 --> 00:09:15.240]   to those who believed in his name,
[00:09:15.240 --> 00:09:19.420]   he gave the right to become children of God,
[00:09:19.420 --> 00:09:22.000]   children not born of natural descent,
[00:09:22.000 --> 00:09:24.960]   nor of human decision or husband's will,
[00:09:24.960 --> 00:09:27.120]   but born of God.
[00:09:28.500 --> 00:09:32.380]   If you have confessed Jesus to be the Lord and Savior
[00:09:32.380 --> 00:09:33.900]   and believed in his name,
[00:09:33.900 --> 00:09:38.900]   he has made you a child of God,
[00:09:38.900 --> 00:09:41.600]   a child of God.
[00:09:41.600 --> 00:09:44.480]   So we have a new family.
[00:09:44.480 --> 00:09:47.060]   We have a new identity.
[00:09:47.060 --> 00:09:52.060]   We're no longer just ourselves, our old selves,
[00:09:52.060 --> 00:09:56.720]   but we are our new selves, which is in Christ.
[00:09:56.720 --> 00:09:58.860]   We are Christians, followers of Christ,
[00:09:58.860 --> 00:10:00.260]   children of Christ.
[00:10:00.260 --> 00:10:02.220]   We have a new identity.
[00:10:02.220 --> 00:10:05.620]   And lastly, we have a new inheritance.
[00:10:05.620 --> 00:10:07.860]   And it says this in Romans chapter eight.
[00:10:07.860 --> 00:10:10.300]   For those who are led by the Spirit of God
[00:10:10.300 --> 00:10:12.180]   are the children of God.
[00:10:12.180 --> 00:10:15.740]   The Spirit you received does not make you slaves
[00:10:15.740 --> 00:10:17.700]   so that you live in fear again.
[00:10:17.700 --> 00:10:21.740]   Rather, the Spirit received brought about your adoption
[00:10:21.740 --> 00:10:25.900]   to sonship, and by him we cry, "Ava, Father."
[00:10:26.900 --> 00:10:31.020]   The Spirit himself testifies with our spirit
[00:10:31.020 --> 00:10:33.000]   that we are God's children.
[00:10:33.000 --> 00:10:36.060]   Now, if we are children, then we are heirs,
[00:10:36.060 --> 00:10:38.740]   heirs of God and co-heirs with Christ.
[00:10:38.740 --> 00:10:40.940]   If indeed we share in his suffering,
[00:10:40.940 --> 00:10:44.560]   in order that we may also share in his glory.
[00:10:44.560 --> 00:10:51.100]   If we are children, it says here, we are also heirs,
[00:10:51.100 --> 00:10:55.260]   heirs with God and co-heirs with Christ.
[00:10:56.100 --> 00:11:00.540]   Isn't it amazing that we share in the inheritance
[00:11:00.540 --> 00:11:01.760]   with Christ?
[00:11:01.760 --> 00:11:08.040]   One day we'll share in this resurrected form,
[00:11:08.040 --> 00:11:11.740]   resurrected body, the new heaven and the new earth,
[00:11:11.740 --> 00:11:15.540]   all that time that we'll spend in heaven.
[00:11:15.540 --> 00:11:19.780]   Those are the things that we'll inherit with Christ,
[00:11:19.780 --> 00:11:21.740]   this new heaven and new earth.
[00:11:23.540 --> 00:11:28.140]   And so the thing is, if we are children of God,
[00:11:28.140 --> 00:11:31.260]   if we are adopted into his family,
[00:11:31.260 --> 00:11:32.980]   and we have a new identity,
[00:11:32.980 --> 00:11:40.180]   we have a new family, a new identity,
[00:11:40.180 --> 00:11:42.600]   and we have a new inheritance,
[00:11:42.600 --> 00:11:47.020]   the question is, are we acting like sons
[00:11:47.020 --> 00:11:48.080]   and daughters of God?
[00:11:48.080 --> 00:11:53.080]   Are we acting like sons and daughters?
[00:11:53.600 --> 00:11:58.600]   Being adopted children of God means transformation
[00:11:58.600 --> 00:12:02.680]   in our behavior, obeying our father,
[00:12:02.680 --> 00:12:05.160]   and living a life imitating Jesus.
[00:12:05.160 --> 00:12:11.160]   And that is why Paul in chapter five of Ephesians says,
[00:12:11.160 --> 00:12:16.160]   therefore, be imitators of God as beloved children.
[00:12:16.160 --> 00:12:19.720]   He tells us, be imitators, right?
[00:12:19.720 --> 00:12:24.720]   You're loved, you're children of God, so imitate God.
[00:12:24.720 --> 00:12:32.060]   Walk in his love, right, as Christ loved us
[00:12:32.060 --> 00:12:34.540]   and gave himself up for us.
[00:12:34.540 --> 00:12:39.200]   He also instructs us how to become sons and daughters
[00:12:39.200 --> 00:12:41.640]   in verse 15 to 17.
[00:12:41.640 --> 00:12:45.080]   Look carefully how you walk, not as unwise,
[00:12:45.080 --> 00:12:48.360]   but as wise, making the best use of time.
[00:12:49.680 --> 00:12:53.000]   As sons and daughters, we're to imitate God.
[00:12:53.000 --> 00:12:57.160]   We're to walk in his love.
[00:12:57.160 --> 00:13:02.180]   We're to make the best use of our time, to be wise.
[00:13:02.180 --> 00:13:05.320]   He tells us also in verse 18,
[00:13:05.320 --> 00:13:09.080]   and do not get drunk with wine, which leads to debauchery.
[00:13:09.080 --> 00:13:11.140]   Be filled with the Spirit.
[00:13:11.140 --> 00:13:16.720]   Adopted sons and daughters are filled with the Spirit.
[00:13:18.960 --> 00:13:21.240]   Continuously filled with the Spirit.
[00:13:21.240 --> 00:13:28.920]   Sons and daughters of God are imitators of God
[00:13:28.920 --> 00:13:30.800]   who walk in his love.
[00:13:30.800 --> 00:13:34.860]   Now, the last couple weeks,
[00:13:34.860 --> 00:13:37.920]   we've been talking about Asian culture, right?
[00:13:37.920 --> 00:13:40.420]   And Pastor James did a really great talk
[00:13:40.420 --> 00:13:43.060]   on Chinese New Year about the differences
[00:13:43.060 --> 00:13:46.020]   between the Western and the Eastern societies.
[00:13:47.600 --> 00:13:50.720]   You know, in Western society, they tell you,
[00:13:50.720 --> 00:13:51.900]   "Oh, I love you," right?
[00:13:51.900 --> 00:13:53.600]   "As a child, I love you."
[00:13:53.600 --> 00:13:56.560]   And in Eastern society, right,
[00:13:56.560 --> 00:14:00.840]   they give you an education, they give you food on the table,
[00:14:00.840 --> 00:14:04.380]   they give you those kind of things.
[00:14:04.380 --> 00:14:07.840]   And the problem with that is sometimes
[00:14:07.840 --> 00:14:14.400]   we get into this habit of trying to gain,
[00:14:16.600 --> 00:14:20.160]   trying to gain respect,
[00:14:20.160 --> 00:14:26.020]   trying to continuously gain that favor, right?
[00:14:26.020 --> 00:14:31.880]   And I myself am like that.
[00:14:31.880 --> 00:14:35.360]   I'm a doer.
[00:14:35.360 --> 00:14:37.640]   And sometimes I get caught up in this thinking
[00:14:37.640 --> 00:14:40.600]   that the more I do, the more God will be pleased with me,
[00:14:40.600 --> 00:14:44.140]   the more my dad will be pleased with me,
[00:14:45.820 --> 00:14:49.720]   the more things I do, the more good I am, right?
[00:14:49.720 --> 00:14:52.220]   And John sort of talked about that last week, right?
[00:14:52.220 --> 00:14:55.040]   That our fallen nature, we're trying to be good,
[00:14:55.040 --> 00:14:57.600]   we're trying to live up to the social standards,
[00:14:57.600 --> 00:14:59.180]   we're trying to do this and that
[00:14:59.180 --> 00:15:00.920]   to make ourselves look good.
[00:15:00.920 --> 00:15:08.160]   And the thing is, if we're adopted children,
[00:15:08.160 --> 00:15:11.720]   and we know that we are adopted children,
[00:15:11.720 --> 00:15:15.800]   we should be secure in our identity in Christ.
[00:15:15.800 --> 00:15:17.960]   That we are adopted.
[00:15:17.960 --> 00:15:19.960]   We are children of God.
[00:15:19.960 --> 00:15:24.540]   We don't need to go out there to gain our salvation,
[00:15:24.540 --> 00:15:28.420]   to gain God's favor.
[00:15:28.420 --> 00:15:31.060]   God already loves us.
[00:15:31.060 --> 00:15:33.320]   No matter how much more we do,
[00:15:33.320 --> 00:15:36.700]   God, it will not change how God loves us
[00:15:36.700 --> 00:15:38.320]   or what he thinks about us.
[00:15:38.320 --> 00:15:43.940]   And that's the thing, it's faith versus works.
[00:15:45.080 --> 00:15:46.660]   Faith versus works.
[00:15:46.660 --> 00:15:52.820]   We need to believe that we are children of God.
[00:15:52.820 --> 00:15:55.360]   Adopted children of God.
[00:15:55.360 --> 00:16:00.660]   So, so that we're not just going out there
[00:16:00.660 --> 00:16:02.300]   trying to gain our salvation.
[00:16:02.300 --> 00:16:04.900]   We're not serving in church just to be good enough
[00:16:04.900 --> 00:16:06.260]   so that God will help us.
[00:16:06.260 --> 00:16:10.540]   No, that's what's different about Christianity.
[00:16:10.540 --> 00:16:12.940]   In all religions of the world,
[00:16:12.940 --> 00:16:15.960]   we have to depend on ourselves to do something
[00:16:15.960 --> 00:16:18.840]   so that the supreme being will be pleased
[00:16:18.840 --> 00:16:21.840]   so that we can gain ourselves into heaven.
[00:16:21.840 --> 00:16:26.840]   Only in Christianity has Christ already paid for everything.
[00:16:26.840 --> 00:16:31.160]   And that now we have a new identity.
[00:16:31.160 --> 00:16:36.080]   And so we're not trying to do things
[00:16:36.080 --> 00:16:39.080]   to become sons and daughters of God.
[00:16:39.080 --> 00:16:43.020]   We already are sons and daughters of God.
[00:16:43.020 --> 00:16:46.860]   And so we don't come to worship here
[00:16:46.860 --> 00:16:52.740]   because, oh, I need to have good favor with God
[00:16:52.740 --> 00:16:56.600]   so that he'll love me and hopefully send me to heaven.
[00:16:56.600 --> 00:17:01.540]   No, we are children of God.
[00:17:01.540 --> 00:17:02.980]   We are worshipers.
[00:17:02.980 --> 00:17:04.780]   That's what we do.
[00:17:04.780 --> 00:17:06.480]   There's a change of mindset.
[00:17:07.540 --> 00:17:10.480]   And so instead of going out there and helping people
[00:17:10.480 --> 00:17:14.720]   because, oh, I need to gain favor and gain favor with God
[00:17:14.720 --> 00:17:15.680]   and hopefully he'll love me.
[00:17:15.680 --> 00:17:17.000]   No, we go out there
[00:17:17.000 --> 00:17:19.200]   because we're adopted sons and daughters.
[00:17:19.200 --> 00:17:20.520]   That's what we do.
[00:17:20.520 --> 00:17:21.840]   We imitate God.
[00:17:21.840 --> 00:17:24.040]   God goes out to help.
[00:17:24.040 --> 00:17:26.580]   And so that's what we do.
[00:17:26.580 --> 00:17:30.960]   We're sons and daughters.
[00:17:30.960 --> 00:17:35.000]   We are worshipers.
[00:17:35.000 --> 00:17:36.900]   We are servants.
[00:17:37.800 --> 00:17:38.640]   Right?
[00:17:38.640 --> 00:17:40.500]   We're not going out there
[00:17:40.500 --> 00:17:44.500]   just to gain favor of God and men.
[00:17:44.500 --> 00:17:46.980]   But we go out there
[00:17:46.980 --> 00:17:53.520]   because we're servants and worshipers and imitators of God.
[00:17:53.520 --> 00:17:59.780]   One of the best examples I've seen of this is Jeremy Lynn.
[00:17:59.780 --> 00:18:03.020]   Now he won his first championship with the Toronto Raptors,
[00:18:03.020 --> 00:18:04.460]   and I'm very proud to say.
[00:18:05.620 --> 00:18:08.340]   And do you know how much time he spent playing
[00:18:08.340 --> 00:18:12.360]   during the NBA finals?
[00:18:12.360 --> 00:18:15.060]   Not more than a minute, right?
[00:18:15.060 --> 00:18:15.980]   Something like that.
[00:18:15.980 --> 00:18:17.660]   Around, he played a minute,
[00:18:17.660 --> 00:18:20.900]   and yet he was considered a championship.
[00:18:20.900 --> 00:18:22.740]   And he was questioning himself.
[00:18:22.740 --> 00:18:25.580]   He was like, "Am I really a champion?"
[00:18:25.580 --> 00:18:26.420]   Right?
[00:18:26.420 --> 00:18:29.100]   Like, I've only played like a minute or whatever
[00:18:29.100 --> 00:18:33.620]   of garbage time in the NBA finals.
[00:18:34.660 --> 00:18:38.260]   And the NBA is such a place
[00:18:38.260 --> 00:18:42.680]   that looks at your stats, your performance.
[00:18:42.680 --> 00:18:46.100]   'Cause your performance is everything.
[00:18:46.100 --> 00:18:46.940]   Right?
[00:18:46.940 --> 00:18:48.420]   If you're performing, then you get playing time,
[00:18:48.420 --> 00:18:51.460]   and you get playing time, then you get that contract,
[00:18:51.460 --> 00:18:53.320]   and then you get the recognition.
[00:18:53.320 --> 00:18:56.700]   But Jeremy Lynn says this,
[00:18:56.700 --> 00:19:00.700]   "Even though I only played a million and a half
[00:19:00.700 --> 00:19:02.040]   "or whatever he played,
[00:19:03.120 --> 00:19:04.520]   "I'm still a champion.
[00:19:04.520 --> 00:19:08.580]   "'Cause I practiced with the team.
[00:19:08.580 --> 00:19:10.040]   "I worked hard with the team.
[00:19:10.040 --> 00:19:12.780]   "I was there all the time with the team.
[00:19:12.780 --> 00:19:14.680]   "I was a part of the team."
[00:19:14.680 --> 00:19:20.980]   And it's such a great picture of God's grace, I think.
[00:19:20.980 --> 00:19:24.580]   That, you know, we...
[00:19:24.580 --> 00:19:32.240]   God's grace is that we actually didn't really do much,
[00:19:32.560 --> 00:19:35.360]   but yet God did everything to save us
[00:19:35.360 --> 00:19:39.000]   and adopt us into his family,
[00:19:39.000 --> 00:19:43.000]   and that we are champions because of what he has done.
[00:19:43.000 --> 00:19:46.080]   What he has done.
[00:19:46.080 --> 00:19:49.640]   And Jeremy Lynn does a really good job
[00:19:49.640 --> 00:19:54.760]   of going into his profession,
[00:19:54.760 --> 00:19:59.500]   believing that he is first a son and a daughter.
[00:19:59.500 --> 00:20:02.040]   A son, not a daughter.
[00:20:02.480 --> 00:20:03.600]   (laughs)
[00:20:03.600 --> 00:20:04.440]   Only a son.
[00:20:04.440 --> 00:20:08.320]   He does a great job of that,
[00:20:08.320 --> 00:20:10.600]   'cause it's so easy to just get caught up
[00:20:10.600 --> 00:20:12.760]   in your performance, look at your own stats,
[00:20:12.760 --> 00:20:14.720]   look how much playing time you have,
[00:20:14.720 --> 00:20:16.540]   and be so discouraged.
[00:20:16.540 --> 00:20:22.460]   And that off-season after he won the NBA championship,
[00:20:22.460 --> 00:20:26.640]   he said it's like the NBA has given up on him,
[00:20:26.640 --> 00:20:29.380]   and he had to go over to China to play.
[00:20:30.020 --> 00:20:35.020]   And so, are we acting as sons and daughters?
[00:20:35.020 --> 00:20:41.700]   Do you believe that you are a son and a daughter of God?
[00:20:41.700 --> 00:20:48.100]   'Cause if you do, you're gonna be different.
[00:20:48.100 --> 00:20:49.820]   You're gonna act differently.
[00:20:49.820 --> 00:20:53.900]   You're no longer slaves to sin,
[00:20:53.900 --> 00:20:56.220]   but you're now free to follow Jesus,
[00:20:56.220 --> 00:20:58.880]   imitate Jesus, to walk in his love.
[00:20:59.720 --> 00:21:01.720]   To live as wise.
[00:21:01.720 --> 00:21:08.440]   Are you acting like adopted sons and daughters?
[00:21:08.440 --> 00:21:15.120]   The second thing we're gonna look at is I am loved.
[00:21:15.120 --> 00:21:16.340]   I am loved.
[00:21:16.340 --> 00:21:21.440]   Now, everybody wants to be loved, right?
[00:21:21.440 --> 00:21:23.280]   Who doesn't wanna be loved?
[00:21:23.280 --> 00:21:25.640]   Everybody wants to be loved.
[00:21:25.640 --> 00:21:28.000]   And there's this great picture here
[00:21:28.000 --> 00:21:33.000]   of this girl, and she's trying to catch love, right?
[00:21:33.000 --> 00:21:35.220]   Trying to catch love.
[00:21:35.220 --> 00:21:40.640]   And there's all these sorts of people in our society, right?
[00:21:40.640 --> 00:21:42.160]   You know them.
[00:21:42.160 --> 00:21:43.560]   Sometimes we are them.
[00:21:43.560 --> 00:21:47.920]   We're just trying to get love, right?
[00:21:47.920 --> 00:21:51.040]   And sometimes we go from relationship to relationship,
[00:21:51.040 --> 00:21:52.760]   or friendship to friendship.
[00:21:52.760 --> 00:21:55.320]   We're just trying to feel loved.
[00:21:56.880 --> 00:21:58.300]   Get that intimacy.
[00:21:58.300 --> 00:22:03.400]   Or people just like let people run over them, right?
[00:22:03.400 --> 00:22:06.240]   Because they wanna be loved by people,
[00:22:06.240 --> 00:22:08.680]   and so they just do whatever people tell them to do
[00:22:08.680 --> 00:22:12.080]   so that they feel loved.
[00:22:12.080 --> 00:22:17.920]   And the problem with that is we're trying to fill our heart
[00:22:17.920 --> 00:22:20.840]   with love, with things that will never
[00:22:20.840 --> 00:22:22.620]   really truly satisfy.
[00:22:24.840 --> 00:22:29.160]   And Pascal says this, "There is a God-shaped vacuum
[00:22:29.160 --> 00:22:30.000]   "in every heart."
[00:22:30.000 --> 00:22:33.500]   There's a God-shaped vacuum in every heart.
[00:22:33.500 --> 00:22:39.100]   Agape love, many people say, is God's love.
[00:22:39.100 --> 00:22:42.640]   It's divine, active, unconditional,
[00:22:42.640 --> 00:22:46.260]   self-sacrificing, thoughtful love.
[00:22:46.260 --> 00:22:48.920]   That is agape love.
[00:22:50.280 --> 00:22:54.880]   And we're gonna learn about Christ's love for the church
[00:22:54.880 --> 00:22:57.800]   in the rest of chapter five here.
[00:22:57.800 --> 00:23:02.800]   So read with me chapter five, verse 22.
[00:23:02.800 --> 00:23:05.900]   "Wives, submit to your own husbands as to the Lord,
[00:23:05.900 --> 00:23:08.760]   "for the husband is the head of the wife,
[00:23:08.760 --> 00:23:12.000]   "even as Christ is the head of the church,
[00:23:12.000 --> 00:23:16.360]   "his body of the church, his body,
[00:23:16.360 --> 00:23:19.420]   "and is himself its savior.
[00:23:19.420 --> 00:23:21.580]   "Now as the church submits to Christ,
