
[00:00:00.000 --> 00:00:03.000]  好 各位explorer 早晨
[00:02:05.000 --> 00:02:07.000]  你馬上有個感覺
[00:02:07.000 --> 00:02:08.000]  都不是復活節
[00:02:08.000 --> 00:02:10.000]  又講復活
[00:02:10.000 --> 00:02:13.000]  我就要問一下大家
[00:02:13.000 --> 00:02:16.000]  通常都要讓大家有互動
[00:02:16.000 --> 00:02:18.000]  你就去想一想
[00:02:18.000 --> 00:02:20.000]  也和旁邊的位置說一說
[00:02:20.000 --> 00:02:22.000]  究竟對一個基督徒
[00:02:22.000 --> 00:02:24.000]  對你來說
[00:02:24.000 --> 00:02:26.000]  正常你是一個基督徒
[00:02:26.000 --> 00:02:29.000]  你覺得復活的意義在哪裡?
[00:02:29.000 --> 00:02:31.000]  為什麼耶穌復活對一個基督徒
[00:02:31.000 --> 00:02:33.000]  或者對你和我來說是這麼重要?
[00:02:33.000 --> 00:02:35.000]  我給你30秒和旁邊的人說
[00:02:35.000 --> 00:02:38.000]  為什麼復活是重要呢?
[00:02:38.000 --> 00:02:40.000]  我的assumption就是重要
[00:02:40.000 --> 00:02:42.000]  所以你不用說不重要
[00:02:42.000 --> 00:02:44.000]  但為什麼呢?
[00:02:44.000 --> 00:02:45.000]  和你旁邊的人說
[00:02:45.000 --> 00:02:47.000]  30秒 預備 GO
[00:02:47.000 --> 00:02:50.000]  真的問他
[00:02:50.000 --> 00:02:52.000]  (30秒後)
[00:02:52.000 --> 00:03:18.000]  還有10秒
[00:03:19.000 --> 00:03:21.000]  (10秒後)
[00:03:21.000 --> 00:03:31.000]  是時候了
[00:03:31.000 --> 00:03:34.000]  是時候說一下你的朋友說了什麼
[00:03:34.000 --> 00:03:36.000]  說一下你旁邊的人說了什麼
[00:03:36.000 --> 00:03:37.000]  有沒有人舉手?
[00:03:37.000 --> 00:03:38.000]  沒什麼壓力
[00:03:38.000 --> 00:03:40.000]  你旁邊的人說了什麼
[00:03:40.000 --> 00:03:41.000]  舉手吧
[00:03:41.000 --> 00:03:43.000]  兩邊都找一兩個
[00:03:43.000 --> 00:03:44.000]  好不好?
[00:03:44.000 --> 00:03:46.000]  已經有了
[00:03:46.000 --> 00:03:48.000]  要不要大聲點叫出來?
[00:03:48.000 --> 00:03:51.000]  復活重要
[00:03:51.000 --> 00:03:53.000]  因為讀聖經不是浪費時間
[00:03:53.000 --> 00:03:55.000]  是 讀聖經
[00:03:55.000 --> 00:03:57.000]  讀聖經有沒有人有類似的答案?
[00:03:57.000 --> 00:03:59.000]  讀聖經就會浪費時間
[00:03:59.000 --> 00:04:01.000]  好像沒有用
[00:04:01.000 --> 00:04:02.000]  你沒有復活
[00:04:02.000 --> 00:04:04.000]  還有沒有其他答案?
[00:04:04.000 --> 00:04:07.000]  問這邊 好嗎?
[00:04:07.000 --> 00:04:08.000]  準備好了嗎?
[00:04:08.000 --> 00:04:10.000]  你覺得復活對一個基督徒來說
[00:04:10.000 --> 00:04:12.000]  為什麼這麼重要呢?
[00:04:12.000 --> 00:04:14.000]  有誰迴避我的眼神?
[00:04:14.000 --> 00:04:16.000]  迴避我的眼神
[00:04:16.000 --> 00:04:20.000]  好像很乖
[00:04:20.000 --> 00:04:21.000]  有份試問
[00:04:21.000 --> 00:04:22.000]  Sara 來吧
[00:04:22.000 --> 00:04:24.000]  你朋友說了什麼?
[00:04:24.000 --> 00:04:29.000]  如果沒有復活
[00:04:29.000 --> 00:04:31.000]  基本上就不會有這個信仰
[00:04:31.000 --> 00:04:33.000]  基督教都沒有了
[00:04:33.000 --> 00:04:35.000]  不單是聖經不可行
[00:04:35.000 --> 00:04:37.000]  基督教都沒有用
[00:04:37.000 --> 00:04:38.000]  沒有復活了
[00:04:38.000 --> 00:04:39.000]  好有趣
[00:04:39.000 --> 00:04:42.000]  男生來吧
[00:04:42.000 --> 00:04:43.000]  我們先說一個
[00:04:43.000 --> 00:04:45.000]  復活為什麼這麼重要?
[00:04:45.000 --> 00:04:48.000]  有沒有人有答案?
[00:04:48.000 --> 00:04:50.000]  你覺得復活為什麼這麼重要?
[00:04:50.000 --> 00:04:53.000]  還有沒有其他答案?
[00:05:12.000 --> 00:05:13.000]  給點掌聲
[00:05:13.000 --> 00:05:14.000]  給點掌聲
[00:05:14.000 --> 00:05:16.000]  都有點突然
[00:05:16.000 --> 00:05:17.000]  無端端遞了咪高峰前面
[00:05:17.000 --> 00:05:18.000]  都幾緊張
[00:05:18.000 --> 00:05:19.000]  都不知道答得對不對
[00:05:19.000 --> 00:05:20.000]  但很好
[00:05:20.000 --> 00:05:21.000]  亦都剛剛好
[00:05:21.000 --> 00:05:24.000]  類似我預備了三個答案
[00:05:24.000 --> 00:05:25.000]  我們一齊看看
[00:05:25.000 --> 00:05:29.000]  這個就是我一月的時候的slide
[00:05:29.000 --> 00:05:31.000]  證明當時真的是我說的
[00:05:31.000 --> 00:05:33.000]  第一個就是
[00:05:33.000 --> 00:05:35.000]  如果沒有復活
[00:05:35.000 --> 00:05:36.000]  我們沒有希望
[00:05:36.000 --> 00:05:37.000]  沒有盼望
[00:05:37.000 --> 00:05:41.000]  我很快讀給大家聽
[00:05:41.000 --> 00:05:43.000]  基督若沒有復活
[00:05:43.000 --> 00:05:44.000]  你們的信心
[00:05:44.000 --> 00:05:46.000]  你們的信就是徒然
[00:05:46.000 --> 00:05:48.000]  你們仍在罪裡
[00:05:48.000 --> 00:05:49.000]  OK
[00:05:49.000 --> 00:05:50.000]  徒然worthless
[00:05:50.000 --> 00:05:52.000]  你們還在罪裡
[00:05:52.000 --> 00:05:53.000]  所以你沒有盼望
[00:05:53.000 --> 00:05:55.000]  因為他沒有拯救你
[00:05:55.000 --> 00:05:57.000]  因為沒有復活的時候
[00:05:57.000 --> 00:06:00.000]  你只不過都會死
[00:06:00.000 --> 00:06:02.000]  你不會好像剛才Gabriel說的
[00:06:02.000 --> 00:06:04.000]  我們都沒有盼望
[00:06:04.000 --> 00:06:06.000]  這個是其一
[00:06:06.000 --> 00:06:08.000]  因為我們永遠都是受罪的捆綁
[00:06:08.000 --> 00:06:10.000]  我們不會得釋放
[00:06:10.000 --> 00:06:11.000]  我們都不會有喜樂
[00:06:11.000 --> 00:06:13.000]  第二個剛才都提過
[00:06:13.000 --> 00:06:14.000]  非常好
[00:06:14.000 --> 00:06:15.000]  如果沒有復活
[00:06:15.000 --> 00:06:19.000]  我們甚至比不信主的人
[00:06:19.000 --> 00:06:20.000]  non-christians
[00:06:20.000 --> 00:06:21.000]  更加慘
[00:06:21.000 --> 00:06:25.000]  這裏就是保羅在哥倫多前書說
[00:06:25.000 --> 00:06:27.000]  我邀請大家讀第十九節
[00:06:27.000 --> 00:06:29.000]  紅色字十九節
[00:06:29.000 --> 00:06:31.000]  十九節預備起
[00:06:31.000 --> 00:06:33.000]  我們若靠
[00:06:33.000 --> 00:06:36.000]  只有在今生有指望
[00:06:36.000 --> 00:06:39.000]  就算比眾人更可憐
[00:06:39.000 --> 00:06:42.000]  就算比眾人更可憐
[00:06:42.000 --> 00:06:43.000]  即是為甚麼
[00:06:43.000 --> 00:06:46.000]  他就說當一個基督徒
[00:06:46.000 --> 00:06:49.000]  願意放棄有些東西
[00:06:49.000 --> 00:06:51.000]  放棄未必所有東西
[00:06:51.000 --> 00:06:54.000]  但放棄一些東西去跟隨主耶穌
[00:06:54.000 --> 00:06:58.000]  你想想有很多事情不能做
[00:06:58.000 --> 00:06:59.000]  你都知道
[00:06:59.000 --> 00:07:01.000]  星期六日又要上教會
[00:07:01.000 --> 00:07:02.000]  有很多事情不能做
[00:07:02.000 --> 00:07:04.000]  星期日都沒有了
[00:07:04.000 --> 00:07:05.000]  放棄一些東西
[00:07:05.000 --> 00:07:07.000]  甚至有些人被取笑
[00:07:07.000 --> 00:07:08.000]  嘲笑
[00:07:08.000 --> 00:07:10.000]  然而換回來的
[00:07:10.000 --> 00:07:14.000]  只剩下今生的盼望
[00:07:14.000 --> 00:07:16.000]  他的意思就是這樣
[00:07:16.000 --> 00:07:19.000]  你花這麼多心力去跟隨神
[00:07:19.000 --> 00:07:20.000]  但這個神又是假的
[00:07:20.000 --> 00:07:22.000]  然後他又是甚麼的
[00:07:22.000 --> 00:07:26.000]  比不信主的人更加可憐
[00:07:26.000 --> 00:07:28.000]  如果是這樣的話
[00:07:28.000 --> 00:07:30.000]  這個明白吧
[00:07:30.000 --> 00:07:31.000]  第三
[00:07:31.000 --> 00:07:32.000]  如果
[00:07:32.000 --> 00:07:34.000]  這是一個quote
[00:07:34.000 --> 00:07:40.000]  證明對我們將來的生命的重要性
[00:07:40.000 --> 00:07:42.000]  我們skip一下
[00:07:42.000 --> 00:07:43.000]  如果耶穌沒有復活
[00:07:43.000 --> 00:07:44.000]  第三個原因就是
[00:07:44.000 --> 00:07:47.000]  基督教信仰就是假的
[00:07:47.000 --> 00:07:48.000]  留了個樣子
[00:07:48.000 --> 00:07:50.000]  基督教信仰就是假的
[00:07:50.000 --> 00:07:52.000]  我們就不用信了
[00:07:52.000 --> 00:07:54.000]  同樣耶穌說的東西是假的
[00:07:54.000 --> 00:07:55.000]  耶穌做的東西是假的
[00:07:55.000 --> 00:07:57.000]  聖經說的東西又是假的
[00:07:57.000 --> 00:07:58.000]  全部都是假的
[00:07:58.000 --> 00:08:00.000]  那就慘了
[00:08:00.000 --> 00:08:04.000]  所以我們用這個角度去看的時候
[00:08:04.000 --> 00:08:07.000]  是不是很重要我們要聽復活的訊息
[00:08:07.000 --> 00:08:10.000]  而不是只有復活節才要聽
[00:08:10.000 --> 00:08:14.000]  所以這個就是我們今天想一起探討的東西
[00:08:14.000 --> 00:08:17.000]  當然也給大家看看
[00:08:17.000 --> 00:08:20.000]  如果反過來看
[00:08:20.000 --> 00:08:22.000]  如果復活是真的話
[00:08:22.000 --> 00:08:25.000]  那又會怎樣
[00:08:25.000 --> 00:08:27.000]  即是聖經又是真的
[00:08:27.000 --> 00:08:31.000]  那會影響我們今天看聖經的心態嗎
[00:08:31.000 --> 00:08:33.000]  如果它是真的話
[00:08:33.000 --> 00:08:35.000]  這個邏輯是否相反
[00:08:35.000 --> 00:08:37.000]  它就是真的
[00:08:37.000 --> 00:08:39.000]  那這裡這樣說
[00:08:39.000 --> 00:08:41.000]  我請大家讀出來好嗎
[00:08:41.000 --> 00:08:43.000]  預備起
[00:08:43.000 --> 00:08:55.000]  即是外在的證據
[00:08:55.000 --> 00:08:59.000]  證明我們這個信仰是真實的
[00:08:59.000 --> 00:09:03.000]  包括上帝所寫的所謂的啟示
[00:09:03.000 --> 00:09:04.000]  即是聖經
[00:09:04.000 --> 00:09:06.000]  證明聖經是真實的
[00:09:06.000 --> 00:09:08.000]  還有什麼原因
[00:09:08.000 --> 00:09:11.000]  如果這個信仰是真實的
[00:09:11.000 --> 00:09:14.000]  即是它不是騙人的話
[00:09:14.000 --> 00:09:16.000]  它也不是傻的話
[00:09:16.000 --> 00:09:18.000]  那它是什麼
[00:09:18.000 --> 00:09:19.000]  它就是神的兒子
[00:09:19.000 --> 00:09:22.000]  我相信大家也聽過剛才CS Lewis的一句話
[00:09:22.000 --> 00:09:25.000]  如果復活是真實的話
[00:09:25.000 --> 00:09:28.000]  那這個上帝這個耶穌
[00:09:28.000 --> 00:09:30.000]  就是上帝的兒子
[00:09:30.000 --> 00:09:32.000]  最後最後
[00:09:32.000 --> 00:09:33.000]  第三
[00:09:33.000 --> 00:09:35.000]  如果耶穌的復活是真的話
[00:09:35.000 --> 00:09:39.000]  那基督徒也會有永恆的盼望
[00:09:39.000 --> 00:09:42.000]  所以我們今天也謹記這件事
[00:09:42.000 --> 00:09:44.000]  是關於復活的重要性
[00:09:44.000 --> 00:09:48.000]  那就是為什麼我們今天要去看這些經文
[00:09:48.000 --> 00:09:50.000]  當然你明白這件事之後
[00:09:50.000 --> 00:09:52.000]  也是很好的
[00:09:52.000 --> 00:09:54.000]  那究竟下一步就是
[00:09:54.000 --> 00:09:58.000]  我們怎樣能夠活出這樣的信仰呢
[00:09:58.000 --> 00:10:00.000]  或者信仰如果是真實的話
[00:10:00.000 --> 00:10:01.000]  我們怎樣能夠體會
[00:10:01.000 --> 00:10:03.000]  能夠經歷呢
[00:10:03.000 --> 00:10:04.000]  好了
[00:10:04.000 --> 00:10:06.000]  那我們就一起去看
[00:10:06.000 --> 00:10:10.000]  我們今天就一起走回2000多年前
[00:10:10.000 --> 00:10:14.000]  過一個顛覆全世界的早晨
[00:10:14.000 --> 00:10:18.000]  他們去看一下這段耶穌有關復活的見證
[00:10:18.000 --> 00:10:22.000]  那我們一起去讀出16章1至8節
[00:10:22.000 --> 00:10:26.000]  那我就邀請女生讀單數
[00:10:26.000 --> 00:10:28.000]  然後男生就讀雙數
[00:10:28.000 --> 00:10:30.000]  我們中文吧
[00:10:30.000 --> 00:10:31.000]  女生讀單數
[00:10:31.000 --> 00:10:32.000]  那就隔著隔著
[00:10:32.000 --> 00:10:33.000]  預備
[00:10:33.000 --> 00:10:34.000]  過了
[00:10:34.000 --> 00:10:35.000]  預備起
[00:10:35.000 --> 00:10:37.000]  過了安息日
[00:10:47.000 --> 00:10:49.000]  男生弟兄預備起
[00:10:49.000 --> 00:11:15.000]  加油
[00:11:15.000 --> 00:11:16.000]  女生可以大聲一點
[00:11:16.000 --> 00:11:18.000]  那年輕人坐在右邊
[00:11:18.000 --> 00:11:21.000]  穿著白黃袖行經歷
[00:11:21.000 --> 00:11:25.000]  OK
[00:11:25.000 --> 00:11:26.000]  還有下一章
[00:11:26.000 --> 00:11:27.000]  預備
[00:11:27.000 --> 00:11:30.000]  那年輕人對他們說
[00:11:30.000 --> 00:11:32.000]  不要驚慌
[00:11:32.000 --> 00:11:37.000]  你們尋找那釘十字架的拿撒勒人耶穌
[00:11:37.000 --> 00:11:39.000]  他已經復活了
[00:11:39.000 --> 00:11:40.000]  不在這裏
[00:11:40.000 --> 00:11:43.000]  來看安放他的地方
[00:11:43.000 --> 00:11:44.000]  好了最後兩節
[00:11:44.000 --> 00:11:45.000]  好女生
[00:11:45.000 --> 00:11:52.000]  他們出來從墳墓那裏逃走
[00:11:52.000 --> 00:11:54.000]  又發抖又驚訝
[00:11:54.000 --> 00:11:57.000]  什麼也沒有告訴人
[00:11:57.000 --> 00:12:00.000]  因為他們害怕
[00:12:00.000 --> 00:12:02.000]  好了辛苦了
[00:12:02.000 --> 00:12:03.000]  從那裏逃走
[00:12:03.000 --> 00:12:05.000]  又發抖又驚訝
[00:12:05.000 --> 00:12:07.000]  什麼也沒有告訴人
[00:12:07.000 --> 00:12:09.000]  因為他們害怕
[00:12:09.000 --> 00:12:11.000]  好了辛苦了
[00:12:11.000 --> 00:12:12.000]  從那裏逃走
[00:12:12.000 --> 00:12:13.000]  又發抖又驚訝
[00:12:13.000 --> 00:12:15.000]  好了辛苦了
[00:12:15.000 --> 00:12:18.000]  從這段經文裏面我們看到什麼
[00:12:18.000 --> 00:12:24.000]  上帝選了一位莫大拉的瑪利亞和兩位婦女
[00:12:24.000 --> 00:12:28.000]  成為耶穌復活的頭幾位見證人
[00:12:28.000 --> 00:12:29.000]  是不是很明顯
[00:12:29.000 --> 00:12:31.000]  這裏不斷出現這個角色
[00:12:31.000 --> 00:12:34.000]  甚至耶穌都好像沒有出現
[00:12:34.000 --> 00:12:36.000]  就說他復活了不見了
[00:12:36.000 --> 00:12:39.000]  就正如阿彌陀佛上星期也提過
[00:12:39.000 --> 00:12:42.000]  原來伴隨著耶穌釘上十字架的
[00:12:42.000 --> 00:12:48.000]  竟然不是那班跟隨了耶穌的門徒
[00:12:48.000 --> 00:12:51.000]  而是這幾位婦女或一班婦女
[00:12:51.000 --> 00:12:54.000]  同樣今日走過來高沒耶穌身體的
[00:12:54.000 --> 00:12:57.000]  再一次是這班婦女
[00:12:57.000 --> 00:12:59.000]  很特別
[00:12:59.000 --> 00:13:02.000]  而其中這個莫大拉的瑪利亞就像上星期所說
[00:13:02.000 --> 00:13:06.000]  她是更加經歷過耶穌的醫治
[00:13:06.000 --> 00:13:08.000]  她曾經被鬼附身
[00:13:08.000 --> 00:13:11.000]  然後耶穌就在她身上趕走七隻鬼
[00:13:11.000 --> 00:13:12.000]  這個路加夫音八章
[00:13:12.000 --> 00:13:14.000]  你可以在聖經的APP
[00:13:14.000 --> 00:13:16.000]  後來她就一直跟隨耶穌
[00:13:16.000 --> 00:13:18.000]  所以經文就說
[00:13:18.000 --> 00:13:22.000]  他們三個就買了一些香料
[00:13:22.000 --> 00:13:25.000]  去到高沒耶穌的身體
[00:13:25.000 --> 00:13:27.000]  或者已經是屍體
[00:13:27.000 --> 00:13:28.000]  她想著是屍體
[00:13:28.000 --> 00:13:31.000]  想著將耶穌正式埋葬
[00:13:31.000 --> 00:13:34.000]  所以以前的人因為沒有火葬
[00:13:34.000 --> 00:13:36.000]  不會做這些儀式
[00:13:36.000 --> 00:13:38.000]  就會將一些膏油
[00:13:38.000 --> 00:13:40.000]  抹在屍體的外面
[00:13:40.000 --> 00:13:41.000]  作為一個尊重
[00:13:41.000 --> 00:13:44.000]  代表將耶穌正式埋葬等等
[00:13:44.000 --> 00:13:46.000]  所以他們很忠心
[00:13:46.000 --> 00:13:49.000]  怎不知當他們去到墳墓那裏
[00:13:49.000 --> 00:13:53.000]  本來希望看到耶穌
[00:13:53.000 --> 00:13:55.000]  想著看到耶穌的時候
[00:13:55.000 --> 00:13:56.000]  第四節就告訴我們
[00:13:56.000 --> 00:13:58.000]  他只看到兩樣東西
[00:13:58.000 --> 00:14:01.000]  第一就是滾開了的石頭
[00:14:01.000 --> 00:14:03.000]  第二是什麼
[00:14:03.000 --> 00:14:05.000]  就是一個年輕人
[00:14:05.000 --> 00:14:08.000]  一個穿著白色衣服的年輕人
[00:14:08.000 --> 00:14:11.000]  如果你是那個婦女
[00:14:11.000 --> 00:14:13.000]  有什麼感覺
[00:14:13.000 --> 00:14:15.000]  有什麼感覺
[00:14:15.000 --> 00:14:17.000]  如果你是那班婦女
[00:14:17.000 --> 00:14:19.000]  走進去
[00:14:19.000 --> 00:14:21.000]  想見的見不到
[00:14:21.000 --> 00:14:24.000]  沒有想過見到的見到
[00:14:24.000 --> 00:14:26.000]  為什麼耶穌年輕了這麼多
[00:14:26.000 --> 00:14:28.000]  長得很歐歐
[00:14:28.000 --> 00:14:29.000]  是什麼感覺呢
[00:14:29.000 --> 00:14:31.000]  我們試試代入去
[00:14:31.000 --> 00:14:34.000]  經文說他們很驚奇
[00:14:34.000 --> 00:14:37.000]  更正確來說應該是很驚恐
[00:14:37.000 --> 00:14:39.000]  他本來的意思是這樣
[00:14:39.000 --> 00:14:40.000]  當然害怕
[00:14:40.000 --> 00:14:43.000]  我都沒有想過見不到耶穌
[00:14:43.000 --> 00:14:46.000]  沒有想過耶穌不見了
[00:14:46.000 --> 00:14:48.000]  也沒有想過有一個
[00:14:48.000 --> 00:14:50.000]  彷彿好像一個
[00:14:50.000 --> 00:14:52.000]  不知道什麼的人在那裏
[00:14:52.000 --> 00:14:53.000]  可能對他來說
[00:14:53.000 --> 00:14:55.000]  不知道他認不認識這句說話
[00:14:55.000 --> 00:14:57.000]  可能他聽到不要害怕
[00:14:57.000 --> 00:15:00.000]  這句說話可能會聽得出是天使
[00:15:00.000 --> 00:15:02.000]  究竟是怎樣呢
[00:15:02.000 --> 00:15:04.000]  我們繼續看的時候
[00:15:04.000 --> 00:15:06.000]  我們會發現
[00:15:06.000 --> 00:15:08.000]  第六節這樣說
[00:15:08.000 --> 00:15:10.000]  天使怎樣回答他們
[00:15:10.000 --> 00:15:12.000]  他說不要害怕
[00:15:12.000 --> 00:15:13.000]  耶穌已經復活了
[00:15:13.000 --> 00:15:14.000]  不在了
[00:15:14.000 --> 00:15:17.000]  你們來看看他埋葬的地方
[00:15:17.000 --> 00:15:20.000]  然後天使給了一個任務他們
[00:15:20.000 --> 00:15:23.000]  叫他們回去和那班門徒
[00:15:23.000 --> 00:15:25.000]  也包括彼得去說
[00:15:25.000 --> 00:15:27.000]  叫他們回去加利利那裏
[00:15:27.000 --> 00:15:29.000]  因為耶穌會在那裏等他們
[00:15:29.000 --> 00:15:31.000]  這裏又說什麼呢
[00:15:31.000 --> 00:15:34.000]  天使吩咐他們做這件事
[00:15:34.000 --> 00:15:36.000]  我忘記了按
[00:15:36.000 --> 00:15:40.000]  天使吩咐他們做任務
[00:15:40.000 --> 00:15:42.000]  說什麼呢
[00:15:42.000 --> 00:15:46.000]  天使作為神的使者
[00:15:46.000 --> 00:15:50.000]  他代表著神的命令和心意
[00:15:50.000 --> 00:15:52.000]  代表神去吩咐他們
[00:15:52.000 --> 00:15:54.000]  不過很有趣
[00:15:54.000 --> 00:15:56.000]  我們仍然會問這個問題
[00:15:56.000 --> 00:15:59.000]  為什麼神會揀選一班婦女
[00:15:59.000 --> 00:16:01.000]  去做這個偉大的任務
[00:16:01.000 --> 00:16:04.000]  就是將耶穌從死裏復活
[00:16:04.000 --> 00:16:06.000]  去告訴全世界的人
[00:16:06.000 --> 00:16:08.000]  或者先由門徒開始
[00:16:08.000 --> 00:16:10.000]  要告訴全世界的人
[00:16:10.000 --> 00:16:12.000]  我不是對婦女有貶義
[00:16:12.000 --> 00:16:15.000]  女生可能會專心聽
[00:16:15.000 --> 00:16:17.000]  為什麼會選婦女呢
[00:16:17.000 --> 00:16:19.000]  為什麼會選婦女呢
[00:16:19.000 --> 00:16:21.000]  大家知道當時的社會
[00:16:21.000 --> 00:16:23.000]  是比較不平等
[00:16:23.000 --> 00:16:25.000]  不過很多時候
[00:16:25.000 --> 00:16:27.000]  當我們去看聖經的時候
[00:16:27.000 --> 00:16:29.000]  婦女好像都是一個配角
[00:16:29.000 --> 00:16:31.000]  女生很sad
[00:16:31.000 --> 00:16:33.000]  如果你在那個年代
[00:16:33.000 --> 00:16:35.000]  就是一個配角
[00:16:35.000 --> 00:16:37.000]  通常你在聖經會見到誰呢
[00:16:37.000 --> 00:16:39.000]  門徒
[00:16:39.000 --> 00:16:41.000]  見到跟隨耶穌的眾人
[00:16:41.000 --> 00:16:43.000]  祭司
[00:16:43.000 --> 00:16:45.000]  很多這些人
[00:16:45.000 --> 00:16:46.000]  但在今天的經文裏面
[00:16:46.000 --> 00:16:48.000]  這班婦女竟然成為主角
[00:16:48.000 --> 00:16:50.000]  而這個天使
[00:16:50.000 --> 00:16:52.000]  會使用他們去傳話
[00:16:52.000 --> 00:16:54.000]  給門徒知道
[00:16:54.000 --> 00:16:56.000]  一個這麼重要的消息
[00:16:56.000 --> 00:16:58.000]  我要問一句問題
[00:16:58.000 --> 00:17:00.000]  我都會問自己
[00:17:00.000 --> 00:17:02.000]  為什麼會選他們呢
[00:17:02.000 --> 00:17:04.000]  為什麼會選他們呢
[00:17:04.000 --> 00:17:06.000]  你們覺得為什麼呢
[00:17:06.000 --> 00:17:08.000]  為什麼會選這三個婦女
[00:17:08.000 --> 00:17:10.000]  或者其他
[00:17:10.000 --> 00:17:12.000]  福音書有說
[00:17:12.000 --> 00:17:14.000]  有其他人
[00:17:14.000 --> 00:17:16.000]  你們覺得為什麼會選他們呢
[00:17:16.000 --> 00:17:18.000]  猜不猜得到
[00:17:20.000 --> 00:17:22.000]  會不會他們
[00:17:22.000 --> 00:17:24.000]  剛好經過那個地方
[00:17:24.000 --> 00:17:26.000]  你們覺得
[00:17:26.000 --> 00:17:28.000]  或者可能早過那班門徒
[00:17:28.000 --> 00:17:30.000]  去那個墳墓那裏
[00:17:30.000 --> 00:17:32.000]  就遇到這個天使
[00:17:32.000 --> 00:17:34.000]  喂
[00:17:34.000 --> 00:17:36.000]  為什麼會這樣呢
[00:17:36.000 --> 00:17:38.000]  應該就不是這樣
[00:17:38.000 --> 00:17:40.000]  還是神
[00:17:40.000 --> 00:17:42.000]  專門去選這班婦女
[00:17:42.000 --> 00:17:44.000]  是因為他們對耶穌
[00:17:44.000 --> 00:17:46.000]  真的很忠心
[00:17:46.000 --> 00:17:48.000]  會不會有些原因呢
[00:17:48.000 --> 00:17:50.000]  我都會問自己
[00:17:50.000 --> 00:17:52.000]  為什麼會這樣
[00:17:52.000 --> 00:17:54.000]  當初他們跟隨
[00:17:54.000 --> 00:17:56.000]  耶穌上十字架
[00:17:56.000 --> 00:17:58.000]  送了耶穌最後一程
[00:17:58.000 --> 00:18:00.000]  是這班婦女
[00:18:00.000 --> 00:18:02.000]  而第二節說到
[00:18:02.000 --> 00:18:04.000]  埋葬的那一天
[00:18:04.000 --> 00:18:06.000]  同樣是那班婦女
