
[00:00:00.000 --> 00:00:02.680]  今天講的題目來到第二章了
[00:01:18.800 --> 00:01:22.000]  都有很多的狀況或者需要的話
[00:01:22.000 --> 00:01:25.000]  可能這個感覺更加強烈
[00:01:25.800 --> 00:01:27.200]  大家覺得想到父母
[00:01:27.200 --> 00:01:31.200]  Parents這個字是想到什麼
[00:01:31.200 --> 00:01:32.800]  什麼
[00:01:32.800 --> 00:01:33.800]  Love
[00:01:33.800 --> 00:01:34.600]  OK
[00:01:34.600 --> 00:01:35.400]  Love
[00:01:35.400 --> 00:01:39.000]  有沒有中
[00:01:39.000 --> 00:01:40.200]  隨便叫出來就行了
[00:01:40.200 --> 00:01:41.200]  沒有對錯
[00:01:41.200 --> 00:01:44.800]  你想到Parents是想到什麼
[00:01:44.800 --> 00:01:45.600]  (管著)
[00:01:45.600 --> 00:01:46.400]  管著
[00:01:46.400 --> 00:01:47.600]  好 我欣賞Simi
[00:01:47.600 --> 00:01:48.200]  好 謝謝Simi
[00:01:48.200 --> 00:01:49.800]  但我是管著
[00:01:49.800 --> 00:01:51.400]  很煩
[00:01:51.400 --> 00:01:53.800]  還有沒有
[00:01:53.800 --> 00:01:55.200]  OK 什麼 sorry
[00:01:55.200 --> 00:01:56.600]  Protection OK
[00:01:56.600 --> 00:01:58.200]  剛才是不是有人說的
[00:01:58.200 --> 00:01:59.800]  是
[00:01:59.800 --> 00:02:01.400]  關愛OK
[00:02:01.400 --> 00:02:02.400]  還有沒有
[00:02:02.400 --> 00:02:06.000]  再來兩個
[00:02:06.000 --> 00:02:08.200]  想不到
[00:02:08.200 --> 00:02:10.400]  愛
[00:02:10.400 --> 00:02:11.600]  傾訴對象
[00:02:11.600 --> 00:02:13.600]  有沒有人以你父母做傾訴對象的
[00:02:13.600 --> 00:02:15.200]  現在
[00:02:15.200 --> 00:02:16.400]  這個少很多
[00:02:16.400 --> 00:02:18.000]  剛才說學校對象很多
[00:02:18.000 --> 00:02:19.600]  一說傾訴對象就收手了
[00:02:19.600 --> 00:02:23.200]  OK 謝謝Gabriel
[00:02:23.200 --> 00:02:25.400]  我覺得有兩個層面
[00:02:25.400 --> 00:02:27.000]  在我們這個年紀
[00:02:27.000 --> 00:02:28.000]  你甚至問我
[00:02:28.000 --> 00:02:32.400]  我又不大又不小的年紀
[00:02:32.400 --> 00:02:36.200]  大概我們對父母都是有一種比較複雜的感覺
[00:02:36.200 --> 00:02:38.400]  我們知道父母會保護我們
[00:02:38.400 --> 00:02:40.000]  父母會指導我們
[00:02:40.000 --> 00:02:42.600]  但有時候我們特別是今天我們的文化
[00:02:42.600 --> 00:02:44.600]  我們覺得我們應該是explorer
[00:02:44.600 --> 00:02:46.800]  explorer我們說我們探索
[00:02:46.800 --> 00:02:48.200]  我們應該是自由
[00:02:48.200 --> 00:02:49.400]  我應該是想做什麼
[00:02:49.400 --> 00:02:51.400]  我就可以去做什麼
[00:02:51.400 --> 00:02:53.600]  但我想在香港這個社會有點不同
[00:02:53.600 --> 00:02:56.200]  雖然我們是一個很西洋的社會
[00:02:56.200 --> 00:02:58.600]  但其實如果我們留意到我們的家也好
[00:02:58.600 --> 00:03:00.200]  或者我們的文化也好
[00:03:00.200 --> 00:03:03.800]  都有很多很傳統的價值觀
[00:03:03.800 --> 00:03:05.600]  傳統不是錯
[00:03:05.600 --> 00:03:07.600]  只是傳統只是一個的fact
[00:03:07.600 --> 00:03:10.400]  就是它是一個存在很久的價值觀
[00:03:10.400 --> 00:03:13.200]  當然我們家的父母有不同的管教方式
[00:03:13.200 --> 00:03:16.000]  但大概我想作為華人的父母
[00:03:16.000 --> 00:03:17.400]  作為中國人的父母
[00:03:17.400 --> 00:03:22.200]  不少都習慣威權式的相處
[00:03:22.200 --> 00:03:24.600]  我記得我爸爸說過一個例子
[00:03:24.600 --> 00:03:26.600]  我爺爺其實我沒見過
[00:03:26.600 --> 00:03:28.600]  因為我出生之前他已經去世了
[00:03:28.600 --> 00:03:32.200]  我爺爺通常是喝酒
[00:03:32.200 --> 00:03:36.200]  他喝醉酒通常有兩種
[00:03:36.200 --> 00:03:38.400]  如果男士女士都會
[00:03:38.400 --> 00:03:39.400]  但男士都多一點
[00:03:39.400 --> 00:03:40.800]  喝醉酒通常有兩個option
[00:03:40.800 --> 00:03:43.000]  一個就是睡覺
[00:03:43.000 --> 00:03:45.400]  另一個是什麼
[00:03:45.400 --> 00:03:46.400]  罵打
[00:03:46.400 --> 00:03:47.400]  打又沒那麼打
[00:03:47.400 --> 00:03:48.400]  那麼瘋狂就罵
[00:03:48.400 --> 00:03:52.800]  其實當年他喝醉酒就這樣做
[00:03:52.800 --> 00:03:54.400]  但其實他平時都是這樣
[00:03:54.400 --> 00:03:55.400]  平時都會罵
[00:03:55.400 --> 00:03:57.400]  用什麼方式去叫他聽
[00:03:57.400 --> 00:04:00.400]  所以我們大概對父母這個感覺
[00:04:00.400 --> 00:04:04.000]  今天特別聖經說很多字眼是做父母
[00:04:04.000 --> 00:04:06.400]  或者去保羅說自己是父母
[00:04:06.400 --> 00:04:08.400]  等下我們看了很多這些的時候
[00:04:08.400 --> 00:04:11.400]  我估計可能對我們有些人來說
[00:04:11.400 --> 00:04:13.400]  是會有些抗拒
[00:04:13.400 --> 00:04:14.400]  如果你問我
[00:04:14.400 --> 00:04:16.400]  我以前都看下去有些抗拒
[00:04:16.400 --> 00:04:17.400]  到底什麼意思呢
[00:04:17.400 --> 00:04:18.400]  做父母
[00:04:18.400 --> 00:04:20.400]  是不是他講我一定要聽呢
[00:04:20.400 --> 00:04:22.400]  我記得Bible's Camp
[00:04:22.400 --> 00:04:25.400]  我們中間有一班explorer有參加
[00:04:25.400 --> 00:04:28.400]  我們在查彼得前書去到最後一章
[00:04:28.400 --> 00:04:31.400]  講很多信服這個字
[00:04:31.400 --> 00:04:33.400]  我記得當時我直接問
[00:04:33.400 --> 00:04:34.400]  有多少人覺得這個value
[00:04:34.400 --> 00:04:38.400]  今天是有用的
[00:04:38.400 --> 00:04:40.400]  我記得在場是
[00:04:40.400 --> 00:04:43.400]  我沒記錯我是沒有人舉手
[00:04:43.400 --> 00:04:46.400]  我不是要去譴責什麼
[00:04:46.400 --> 00:04:48.400]  因為你問我自己
[00:04:48.400 --> 00:04:50.400]  我對這個concept都struggle很久
[00:04:50.400 --> 00:04:52.400]  到底什麼時候叫順從呢
[00:04:52.400 --> 00:04:54.400]  有些時候我覺得不是這樣
[00:04:54.400 --> 00:04:56.400]  我是不是就不理呢
[00:04:56.400 --> 00:04:58.400]  但聖經裡面卻是有很多這些
[00:04:58.400 --> 00:05:00.400]  講到順從
[00:05:00.400 --> 00:05:02.400]  聽父母的話
[00:05:02.400 --> 00:05:04.400]  甚至parents的段落
[00:05:04.400 --> 00:05:07.400]  今天我們看的第二章都是這樣的段落
[00:05:07.400 --> 00:05:09.400]  保羅去提醒這一班
[00:05:09.400 --> 00:05:11.400]  剛剛去信耶穌的人
[00:05:11.400 --> 00:05:13.400]  或者這一班剛剛認識耶穌的人
[00:05:13.400 --> 00:05:16.400]  他們的屬靈生命是要去引導
[00:05:16.400 --> 00:05:18.400]  是要去服從
[00:05:18.400 --> 00:05:19.400]  是需要父母
[00:05:19.400 --> 00:05:22.400]  今天我們怎樣理解parents這件事呢
[00:05:22.400 --> 00:05:24.400]  特別在教會的場景下
[00:05:24.400 --> 00:05:26.400]  當然我們的父母只有一個
[00:05:26.400 --> 00:05:28.400]  即父親母親只有一個
[00:05:28.400 --> 00:05:30.400]  但我們為什麼說在教會裡面
[00:05:30.400 --> 00:05:32.400]  我們需要或者我們自己
[00:05:32.400 --> 00:05:36.400]  為什麼我們的生命需要spiritual parents呢
[00:05:36.400 --> 00:05:39.400]  大概第一個最直接的答案就是
[00:05:39.400 --> 00:05:42.400]  我們的生命是需要父母
[00:05:42.400 --> 00:05:44.400]  剛剛有人說protection
[00:05:44.400 --> 00:05:46.400]  love 傾訴對象
[00:05:46.400 --> 00:05:48.400]  西方有句俗語
[00:05:48.400 --> 00:05:51.400]  這個俗語是這麼說的
[00:05:51.400 --> 00:05:54.400]  children see and children do
[00:05:54.400 --> 00:05:55.400]  你覺得是什麼意思
[00:05:55.400 --> 00:05:59.400]  children see and children do
[00:05:59.400 --> 00:06:01.400]  see誰 是see parents
[00:06:01.400 --> 00:06:05.400]  什麼意思
[00:06:05.400 --> 00:06:07.400]  是的 模仿對象
[00:06:07.400 --> 00:06:09.400]  你都是看著
[00:06:09.400 --> 00:06:12.400]  你看著父母就會做
[00:06:12.400 --> 00:06:14.400]  可能你覺得今天我長大了
[00:06:14.400 --> 00:06:15.400]  我不用學了
[00:06:15.400 --> 00:06:19.400]  但是如果你仔細去想
[00:06:19.400 --> 00:06:21.400]  我們長大的過程
[00:06:21.400 --> 00:06:23.400]  今天我的說話方式
[00:06:23.400 --> 00:06:25.400]  我的表達
[00:06:25.400 --> 00:06:26.400]  我的情緒
[00:06:26.400 --> 00:06:27.400]  我的情感表達
[00:06:27.400 --> 00:06:30.400]  其實我們是有意無意都吸收了
[00:06:30.400 --> 00:06:32.400]  你不喜歡也好 也吸收了
[00:06:32.400 --> 00:06:35.400]  也會吸收了父母給你的訊息
[00:06:35.400 --> 00:06:37.400]  在信仰上有一樣東西很相似
[00:06:37.400 --> 00:06:39.400]  就是信耶穌的人
[00:06:39.400 --> 00:06:42.400]  我知道在在不少是從小回教會
[00:06:42.400 --> 00:06:45.400]  但是我當你從小回教會也好
[00:06:45.400 --> 00:06:46.400]  除了父母之外
[00:06:46.400 --> 00:06:49.400]  你也會學其他人怎樣去做事
[00:06:49.400 --> 00:06:50.400]  例如對我
[00:06:50.400 --> 00:06:53.400]  我大學剛剛開始重新回教會
[00:06:53.400 --> 00:06:55.400]  我是不懂得祈禱的
[00:06:55.400 --> 00:06:56.400]  所以我學祈禱的方法是怎樣呢
[00:06:56.400 --> 00:06:59.400]  就是看著台上的牧師怎樣祈禱
[00:06:59.400 --> 00:07:01.400]  這樣就叫做祈禱
[00:07:01.400 --> 00:07:02.400]  當年我只會去到日後
[00:07:02.400 --> 00:07:04.400]  就是去到現在我才知道
[00:07:04.400 --> 00:07:06.400]  原來祈禱不是只有一種方法
[00:07:06.400 --> 00:07:09.400]  或者祈禱不是只有一種語言
[00:07:09.400 --> 00:07:11.400]  但是我們要這樣學的
[00:07:11.400 --> 00:07:14.400]  所以我們很多時候透過不同的人
[00:07:14.400 --> 00:07:15.400]  我們去認識信仰
[00:07:15.400 --> 00:07:19.400]  我們好像需要這樣的對象去學
[00:07:19.400 --> 00:07:21.400]  當然父母有時候是有意無意
[00:07:21.400 --> 00:07:23.400]  去給了我們不同的價值
[00:07:23.400 --> 00:07:26.400]  有時候好或不好我們都已經收了
[00:07:26.400 --> 00:07:28.400]  我們到了長大才會慢慢發現
[00:07:28.400 --> 00:07:30.400]  什麼是好或不好
[00:07:30.400 --> 00:07:32.400]  但是靈性父母有一樣東西不同
[00:07:32.400 --> 00:07:35.400]  在保羅的講解裏面
[00:07:35.400 --> 00:07:37.400]  或者保羅的想法裏面
[00:07:37.400 --> 00:07:39.400]  靈性父母是很有意識
[00:07:39.400 --> 00:07:42.400]  告訴我們我們要做些什麼
[00:07:42.400 --> 00:07:46.400]  當年我們人是有自己的問題
[00:07:46.400 --> 00:07:48.400]  我們每個人有自己的限制
[00:07:48.400 --> 00:07:51.400]  所以我展示出來的形象
[00:07:51.400 --> 00:07:55.400]  不會完全是等於耶穌或上帝的形象
[00:07:55.400 --> 00:07:58.400]  但是在保羅的解釋裏面
[00:07:58.400 --> 00:08:00.400]  其實我們做靈性父母
[00:08:00.400 --> 00:08:02.400]  或者我們需要這樣的父母
[00:08:02.400 --> 00:08:04.400]  因為這些父母是會告訴我們
[00:08:04.400 --> 00:08:06.400]  信仰是怎麼去做
[00:08:06.400 --> 00:08:09.400]  告訴我們信仰是怎麼去實踐
[00:08:09.400 --> 00:08:11.400]  我們有時候很喜歡討論
[00:08:11.400 --> 00:08:13.400]  很喜歡想問題
[00:08:13.400 --> 00:08:15.400]  這是好的
[00:08:15.400 --> 00:08:18.400]  我們對信仰要理解要去想
[00:08:18.400 --> 00:08:21.400]  但是如果我們想完之後坐在那裏的話
[00:08:21.400 --> 00:08:26.400]  我們的想只是一個哲學和文字遊戲
[00:08:26.400 --> 00:08:28.400]  所以為什麼我們需要一個父母
[00:08:28.400 --> 00:08:31.400]  去告訴我們實際可以怎樣去做
[00:08:31.400 --> 00:08:34.400]  回到聖經的部分
[00:08:34.400 --> 00:08:37.400]  聖經的部分在《貼薩萊尼加前書》二章的部分
[00:08:37.400 --> 00:08:39.400]  在二章裏面
[00:08:39.400 --> 00:08:43.400]  其實最主要是保羅解釋自己作為靈性父母
[00:08:43.400 --> 00:08:46.400]  所以如果你有興趣看那段經文
[00:08:46.400 --> 00:08:52.400]  你會發現很多像父親的模型
[00:08:52.400 --> 00:08:54.400]  例如在1-11節
[00:08:54.400 --> 00:08:56.400]  他說我是一個父親
[00:08:56.400 --> 00:08:59.400]  但是這個父親是有目標的
[00:08:59.400 --> 00:09:00.400]  他說什麼呢?
[00:09:00.400 --> 00:09:02.400]  他在第十二節說
[00:09:02.400 --> 00:09:04.400]  要讓你們的生命
[00:09:04.400 --> 00:09:07.400]  To live life worthy of God
[00:09:07.400 --> 00:09:13.400]  Who calls you into His kingdom and glory
[00:09:13.400 --> 00:09:17.400]  即是靈性父母是有這個目標
[00:09:17.400 --> 00:09:19.400]  剛才不是說父母有時候是
[00:09:19.400 --> 00:09:22.400]  我們有意無意會接收這些訊息
[00:09:22.400 --> 00:09:24.400]  但是對一個靈性父母
[00:09:24.400 --> 00:09:26.400]  如果你有的話
[00:09:26.400 --> 00:09:28.400]  如果你有的話
[00:09:28.400 --> 00:09:31.400]  他是會幫你去到
[00:09:31.400 --> 00:09:34.400]  To live life worthy of God
[00:09:34.400 --> 00:09:37.400]  什麼意思呢?
[00:09:37.400 --> 00:09:40.400]  我們人有時候是懶的
[00:09:40.400 --> 00:09:44.400]  上次分享了一些減肥的例子
[00:09:44.400 --> 00:09:47.400]  你會懶的
[00:09:47.400 --> 00:09:49.400]  人是會想不做的
[00:09:49.400 --> 00:09:51.400]  人是有惰性的
[00:09:51.400 --> 00:09:53.400]  所以我們需要一些人去督促我們
[00:09:53.400 --> 00:09:55.400]  就算我多失敗的人也好
[00:09:55.400 --> 00:09:58.400]  我們人總會有自己想做的事情
[00:09:58.400 --> 00:10:01.400]  所以做父母其實是不舒服的
[00:10:01.400 --> 00:10:05.400]  剛才我說我年紀不大又不小
[00:10:05.400 --> 00:10:07.400]  我還沒有做父母
[00:10:07.400 --> 00:10:09.400]  不知道會不會做父母
[00:10:09.400 --> 00:10:12.400]  但是我開始明白原來
[00:10:12.400 --> 00:10:15.400]  父母當時說這件事是有那個原因的
[00:10:15.400 --> 00:10:17.400]  當然現在可能還沒想到
[00:10:17.400 --> 00:10:18.400]  為什麼他不准我做這件事
[00:10:18.400 --> 00:10:20.400]  不准我做那件事
[00:10:20.400 --> 00:10:23.400]  有時候是要隔一段時間才明白
[00:10:23.400 --> 00:10:26.400]  在信仰的角度來說
[00:10:26.400 --> 00:10:30.400]  我們信仰和世俗的價值觀不同
[00:10:30.400 --> 00:10:33.400]  所以有時候父母
[00:10:33.400 --> 00:10:35.400]  父母說你真的很煩
[00:10:35.400 --> 00:10:36.400]  管著你
[00:10:36.400 --> 00:10:37.400]  為什麼要這樣呢?
[00:10:37.400 --> 00:10:39.400]  有時候是會有這樣的說話
[00:10:39.400 --> 00:10:42.400]  其實本來我自己也是這樣說的
[00:10:42.400 --> 00:10:46.400]  好,我想大家一起去讀一下經文
[00:10:46.400 --> 00:10:51.400]  接受我們現在前書一章二章三到五節
[00:10:51.400 --> 00:10:54.400]  我們讀中文還是英文?
[00:10:54.400 --> 00:11:00.400]  好,這次我們試試讀中文
[00:11:00.400 --> 00:11:02.400]  上次我們大部分是讀英文
[00:11:02.400 --> 00:11:04.400]  你真的讀不到中文就讀英文
[00:11:04.400 --> 00:11:06.400]  但是我也想大家試一試讀中文才讀
[00:11:06.400 --> 00:11:07.400]  好,1,2,3
[00:11:07.400 --> 00:11:10.400]  因為我們對你們的勸勉
[00:11:10.400 --> 00:11:12.400]  不是出於錯謀
[00:11:12.400 --> 00:11:14.400]  不是出於污穢
[00:11:14.400 --> 00:11:17.400]  也沒有欺詐成份
[00:11:17.400 --> 00:11:19.400]  我們就如實傳講
[00:11:19.400 --> 00:11:22.400]  不是要討人歡喜
[00:11:22.400 --> 00:11:27.400]  而是要討那位察驗我們心思的神喜歡
[00:11:27.400 --> 00:11:31.400]  因為我們從來不說防成的話
[00:11:31.400 --> 00:11:33.400]  正如你們所知道的
[00:11:33.400 --> 00:11:36.400]  也從來不原創貪戀
[00:11:36.400 --> 00:11:39.400]  這是神可以作證的
[00:11:39.400 --> 00:11:41.400]  好,謝謝大家
[00:11:41.400 --> 00:11:43.400]  我知道有些人很用力地讀
[00:11:43.400 --> 00:11:45.400]  我知道放得太大力
[00:11:45.400 --> 00:11:47.400]  我知道有些人讀不太到字
[00:11:47.400 --> 00:11:49.400]  但也想大家嘗試去讀
[00:11:49.400 --> 00:11:55.400]  這段保羅有時說的話
[00:11:55.400 --> 00:11:59.400]  We are not trying to please people
[00:11:59.400 --> 00:12:03.400]  You know we never use flattery
[00:12:03.400 --> 00:12:07.400]  有時人是很喜歡聽自己舒服的話
[00:12:07.400 --> 00:12:09.400]  正如我現在有時在下體育課時
[00:12:09.400 --> 00:12:11.400]  他們常說我快要跑馬拉松了
[00:12:11.400 --> 00:12:13.400]  快點減肥吧,少吃炸物吧
[00:12:13.400 --> 00:12:16.400]  我第一句就說我喜歡吃
[00:12:16.400 --> 00:12:19.400]  當然我自己也有刻意要知道
[00:12:19.400 --> 00:12:21.400]  但我真的喜歡吃炸物
[00:12:21.400 --> 00:12:26.400]  有時你會很想別人說話令你舒服
[00:12:26.400 --> 00:12:28.400]  是正常的
[00:12:28.400 --> 00:12:29.400]  我也會
[00:12:29.400 --> 00:12:31.400]  但保羅在這裡提醒我們
[00:12:31.400 --> 00:12:34.400]  如果我真的願意有一個人幫我成長
[00:12:34.400 --> 00:12:37.400]  我就要接受他說的話令我不舒服
[00:12:37.400 --> 00:12:39.400]  他未必想要求我
[00:12:39.400 --> 00:12:43.400]  他未必會跟我說一些flattery的說話
[00:12:43.400 --> 00:12:49.400]  但我所知道的是他不是有error or impure motives
[00:12:49.400 --> 00:12:51.400]  反過來說
[00:12:51.400 --> 00:12:54.400]  如果我是說一些令你舒服的話
[00:12:54.400 --> 00:12:55.400]  到底是不是真的愛你呢?
[00:12:55.400 --> 00:12:57.400]  如果用保羅的想法
[00:12:57.400 --> 00:12:59.400]  可能他只是在欺騙你
[00:12:59.400 --> 00:13:01.400]  可能他只是在騙你的信任
[00:13:01.400 --> 00:13:04.400]  我們先說一些比較中性的東西
[00:13:04.400 --> 00:13:07.400]  這是一個到今天為止我一直在討論的問題
[00:13:07.400 --> 00:13:10.400]  如果一個小朋友在哭
[00:13:10.400 --> 00:13:13.400]  我應該給他一個ipad嗎?
[00:13:13.400 --> 00:13:16.400]  應該舉手嗎?
[00:13:16.400 --> 00:13:18.400]  你覺得應該嗎?
[00:13:18.400 --> 00:13:20.400]  你覺得不應該嗎?
[00:13:20.400 --> 00:13:22.400]  我都挺多手的
[00:13:22.400 --> 00:13:24.400]  我記得我上網搜尋
[00:13:24.400 --> 00:13:26.400]  兩邊的說法都有
[00:13:26.400 --> 00:13:29.400]  但大概我們知道有一個
[00:13:29.400 --> 00:13:31.400]  可能不是那麼encourage的原因
[00:13:31.400 --> 00:13:34.400]  就是我知道可能給他一些東西
[00:13:34.400 --> 00:13:36.400]  有時候他滿足了一時的需要
[00:13:36.400 --> 00:13:39.400]  但如果我不properly去用他
[00:13:39.400 --> 00:13:41.400]  不properly去用的話
[00:13:41.400 --> 00:13:44.400]  我相信特別是做父母的人都會知道
[00:13:44.400 --> 00:13:46.400]  或者我們自己
[00:13:46.400 --> 00:13:49.400]  很難得我見到我們前面有很多人不是在玩手機
[00:13:49.400 --> 00:13:50.400]  而是在玩
[00:13:50.400 --> 00:13:51.400]  我已經覺得很感恩的事情
[00:13:51.400 --> 00:13:52.400]  我們自己都知道
[00:13:52.400 --> 00:13:55.400]  我自己都未必控制到的時候
[00:13:55.400 --> 00:13:57.400]  我怎樣expect我的小朋友控制到呢?
[00:13:57.400 --> 00:13:59.400]  這個我當中性一點
[00:13:59.400 --> 00:14:01.400]  我問一些比較極端的問題
[00:14:01.400 --> 00:14:03.400]  有一個小朋友想插
[00:14:03.400 --> 00:14:05.400]  小朋友很喜歡到處摸
[00:14:05.400 --> 00:14:07.400]  你自己做小朋友都不太知道自己做了什麼
[00:14:07.400 --> 00:14:11.400]  但如果你有幫手照顧小朋友
[00:14:11.400 --> 00:14:13.400]  你知道小朋友很喜歡到處摸
[00:14:13.400 --> 00:14:15.400]  你覺得如果他想把手指
[00:14:15.400 --> 00:14:17.400]  插了一個洞
[00:14:17.400 --> 00:14:18.400]  很可愛的想插一下
[00:14:18.400 --> 00:14:20.400]  小朋友的手指都想到處摸
[00:14:20.400 --> 00:14:22.400]  你覺得看到小朋友的手指插了
[00:14:22.400 --> 00:14:24.400]  你會說什麼?
[00:14:24.400 --> 00:14:26.400]  罵他
[00:14:26.400 --> 00:14:27.400]  還有呢?
[00:14:27.400 --> 00:14:29.400]  不要罵
[00:14:29.400 --> 00:14:31.400]  你會不會跟他說
[00:14:31.400 --> 00:14:33.400]  試試吧,不要緊的,試試吧
[00:14:33.400 --> 00:14:35.400]  看看有沒有東西
[00:14:35.400 --> 00:14:37.400]  你不會這樣說的
[00:14:37.400 --> 00:14:39.400]  你阻礙他肯定覺得不開心
[00:14:39.400 --> 00:14:40.400]  但你會不會說
[00:14:40.400 --> 00:14:41.400]  不要了,你不要不開心
[00:14:41.400 --> 00:14:43.400]  你不如插一下,沒所謂的,不會死的
[00:14:43.400 --> 00:14:47.400]  你不會這樣說的,是不是?
[00:14:47.400 --> 00:14:49.400]  舉個例子
[00:14:49.400 --> 00:14:52.400]  其實小朋友很多時候對火都很好奇
[00:14:52.400 --> 00:14:54.400]  以下說的話我沒有玩過
[00:14:54.400 --> 00:14:56.400]  但十多年前的香港
[00:14:56.400 --> 00:14:58.400]  特別是中秋節,即是兩星期後的中秋節
[00:14:58.400 --> 00:15:01.400]  玩火會玩什麼?
[00:15:01.400 --> 00:15:03.400]  (玩菠蘿)
[00:15:03.400 --> 00:15:05.400]  菠蘿,我聽到有人說過
[00:15:05.400 --> 00:15:08.400]  我沒有玩過,我真的沒有玩過
[00:15:08.400 --> 00:15:10.400]  我都不問你有沒有玩過
[00:15:10.400 --> 00:15:11.400]  因為是不應該玩菠蘿的
[00:15:11.400 --> 00:15:13.400]  我不問你有沒有玩過
[00:15:13.400 --> 00:15:16.400]  我會不會跟他說
[00:15:16.400 --> 00:15:18.400]  玩玩吧,沒事的
[00:15:18.400 --> 00:15:20.400]  不是每個人都會燒傷的
[00:15:20.400 --> 00:15:22.400]  可能你沒事吧
[00:15:22.400 --> 00:15:25.400]  就算你覺得沒事也不要這樣說
[00:15:25.400 --> 00:15:27.400]  因為他有事的話
[00:15:27.400 --> 00:15:29.400]  我們都會揹不起的
[00:15:29.400 --> 00:15:33.400]  信仰不只是do's and don'ts
[00:15:33.400 --> 00:15:37.400]  信仰從來都不只是do's and don'ts
[00:15:37.400 --> 00:15:39.400]  信仰有很多可以探索的部份
[00:15:39.400 --> 00:15:41.400]  所以我們叫explorer
[00:15:41.400 --> 00:15:43.400]  我們不只是叫follower
[00:15:43.400 --> 00:15:44.400]  即是follower就是跟
[00:15:44.400 --> 00:15:45.400]  我說什麼你跟
[00:15:45.400 --> 00:15:47.400]  但我們叫explorer
[00:15:47.400 --> 00:15:51.400]  所以為什麼spiritual parents是這麼重要
[00:15:51.400 --> 00:15:54.400]  因為有時候可能我走到懸崖
[00:15:54.400 --> 00:15:56.400]  就直接跌下去,我不知道的
[00:15:56.400 --> 00:15:58.400]  是我身邊的人看到我
[00:15:58.400 --> 00:16:01.400]  去到阻止我去做那件事
[00:16:01.400 --> 00:16:03.400]  這些就是比較極端的例子
[00:16:03.400 --> 00:16:05.400]  但是正如上次所說
[00:16:05.400 --> 00:16:08.400]  其實今天我們的環境
[00:16:08.400 --> 00:16:11.400]  我們的環境都是很困難的
[00:16:11.400 --> 00:16:13.400]  保羅那段時間也是這樣
[00:16:13.400 --> 00:16:14.400]  保羅他自己也說
[00:16:14.400 --> 00:16:19.400]  We have previously suffered and have been treated outrageously in Philadelphia
[00:16:19.400 --> 00:16:24.400]  這裡說的是在《仕途行傳》十六章裏面
[00:16:24.400 --> 00:16:26.400]  他在菲拉比傳福音
[00:16:26.400 --> 00:16:27.400]  他們兩個做什麼呢
[00:16:27.400 --> 00:16:28.400]  即是保羅和他的同工
[00:16:28.400 --> 00:16:30.400]  在那裏被人打
[00:16:30.400 --> 00:16:32.400]  然後被抓去坐牢
[00:16:32.400 --> 00:16:36.400]  所以保羅說他們傳福音
[00:16:36.400 --> 00:16:38.400]  或者我們去信耶穌
[00:16:38.400 --> 00:16:40.400]  本來就在這樣的opposition底下
[00:16:40.400 --> 00:16:42.400]  這樣的對抗底下
[00:16:42.400 --> 00:16:46.400]  所以為什麼要強調有parent
[00:16:46.400 --> 00:16:47.400]  為什麼要有spiritual parent
