
[00:00:00.000 --> 00:00:01.640]  好 早晨 各位
[00:01:40.560 --> 00:01:42.560]  他來到的時候
[00:01:42.560 --> 00:01:44.560]  我上他那輛車他已經喘氣了
[00:01:44.560 --> 00:01:46.560]  他已經 唉 唉
[00:01:46.560 --> 00:01:48.560]  我想他是不是很趕
[00:01:48.560 --> 00:01:50.560]  晚上出來吃完飯
[00:01:50.560 --> 00:01:52.560]  我就不理了
[00:01:52.560 --> 00:01:54.560]  你知道駕車師傅多麼的瘋狂
[00:01:54.560 --> 00:01:58.560]  有小事的時候就會罵你幾句
[00:01:58.560 --> 00:02:00.560]  我就說開車去吧
[00:02:00.560 --> 00:02:02.560]  我就去吧 我不想那麼多了
[00:02:02.560 --> 00:02:04.560]  我就想著可能在過程裡
[00:02:04.560 --> 00:02:06.560]  他會好一點 氣會順暢一點
[00:02:06.560 --> 00:02:08.560]  又不是 他又反反覆覆
[00:02:08.560 --> 00:02:10.560]  又在那裡 唉 唉
[00:02:10.560 --> 00:02:12.560]  他的樣子還要不是
[00:02:12.560 --> 00:02:14.560]  平時你跑完步很急的那種喘氣
[00:02:14.560 --> 00:02:16.560]  他是掩著胸口
[00:02:16.560 --> 00:02:18.560]  唉 唉
[00:02:18.560 --> 00:02:20.560]  我又想著
[00:02:20.560 --> 00:02:22.560]  我又想著問他幾句
[00:02:22.560 --> 00:02:24.560]  前面是左轉還是右轉
[00:02:24.560 --> 00:02:26.560]  是不是直去 他又很正常的對答
[00:02:26.560 --> 00:02:28.560]  嗯 我想應該沒什麼事的
[00:02:28.560 --> 00:02:30.560]  但我心裡又很擔心
[00:02:30.560 --> 00:02:32.560]  他是不是有心臟病
[00:02:32.560 --> 00:02:34.560]  通常都是那些先兆
[00:02:34.560 --> 00:02:36.560]  又掩著自己的胸口
[00:02:36.560 --> 00:02:38.560]  又在喘氣
[00:02:38.560 --> 00:02:40.560]  但是很感恩的是
[00:02:40.560 --> 00:02:42.560]  他整個車都沒事
[00:02:42.560 --> 00:02:44.560]  我有想過
[00:02:44.560 --> 00:02:46.560]  如果他發生事我是不是要送他去醫院
[00:02:46.560 --> 00:02:48.560]  還是我要怎麼拖呢 我不知道
[00:02:48.560 --> 00:02:50.560]  但是我擔心的事都沒有發生
[00:02:50.560 --> 00:02:52.560]  下車走的時候
[00:02:52.560 --> 00:02:54.560]  他又沒什麼事 我就正正上了泊車
[00:02:54.560 --> 00:02:56.560]  但是過了幾天
[00:02:56.560 --> 00:02:58.560]  原來他真的進了床
[00:02:58.560 --> 00:03:00.560]  我就沒有問過是什麼事
[00:03:00.560 --> 00:03:02.560]  但是我推斷可能都有點嚴重
[00:03:02.560 --> 00:03:04.560]  因為是他的兒子
[00:03:04.560 --> 00:03:06.560]  代替他去聯絡我
[00:03:06.560 --> 00:03:08.560]  於是我就有第二個師傅幫我
[00:03:08.560 --> 00:03:10.560]  B師傅
[00:03:10.560 --> 00:03:12.560]  你知道上課最重要的是什麼呢
[00:03:12.560 --> 00:03:14.560]  當然是講錢
[00:03:14.560 --> 00:03:16.560]  因為我要學車
[00:03:16.560 --> 00:03:18.560]  要交錢給誰我們當然是交接
[00:03:18.560 --> 00:03:20.560]  講到這個師傅
[00:03:20.560 --> 00:03:22.560]  收我的錢是便宜一點
[00:03:22.560 --> 00:03:24.560]  是收得比較順一點
[00:03:24.560 --> 00:03:26.560]  於是這個B師傅
[00:03:26.560 --> 00:03:28.560]  開始講一些行情
[00:03:28.560 --> 00:03:30.560]  你知道嗎 這個師傅很好
[00:03:30.560 --> 00:03:32.560]  他又講養車又貴
[00:03:32.560 --> 00:03:34.560]  撞了又沒理由你們學生付
[00:03:34.560 --> 00:03:36.560]  有費又沒理由你們付
[00:03:36.560 --> 00:03:38.560]  你都知道為什麼要這麼多錢
[00:03:38.560 --> 00:03:40.560]  學車
[00:03:40.560 --> 00:03:42.560]  一分錢一分貨 我們出牌給你
[00:03:42.560 --> 00:03:44.560]  他講到這裡
[00:03:44.560 --> 00:03:46.560]  開始香港人的因子出現
[00:03:46.560 --> 00:03:48.560]  我就想
[00:03:48.560 --> 00:03:50.560]  你是不是真的一分錢一分貨
[00:03:50.560 --> 00:03:52.560]  你有什麼這麼厲害
[00:03:52.560 --> 00:03:54.560]  到上課的時候這個師傅真的有一點料
[00:03:54.560 --> 00:03:56.560]  他就一點即通
[00:03:56.560 --> 00:03:58.560]  他這些細節位置好到
[00:03:58.560 --> 00:04:00.560]  他告訴我前面要轉燈
[00:04:00.560 --> 00:04:02.560]  對面的綠公仔站
[00:04:02.560 --> 00:04:04.560]  這裡要停
[00:04:04.560 --> 00:04:06.560]  因為五秒之後他就會轉紅燈
[00:04:06.560 --> 00:04:08.560]  真的轉了紅燈
[00:04:08.560 --> 00:04:10.560]  他還會告訴我這些技巧要怎麼做
[00:04:10.560 --> 00:04:12.560]  簡單來說
[00:04:12.560 --> 00:04:14.560]  很好的教學
[00:04:14.560 --> 00:04:16.560]  之前的師傅不是這樣
[00:04:16.560 --> 00:04:18.560]  他就令我想
[00:04:18.560 --> 00:04:20.560]  有些錢是不是真的不能省
[00:04:20.560 --> 00:04:22.560]  你知道香港人很喜歡計算
[00:04:22.560 --> 00:04:24.560]  我們會想
[00:04:24.560 --> 00:04:26.560]  我們很想用最少的付出
[00:04:26.560 --> 00:04:28.560]  拿最大的利益
[00:04:28.560 --> 00:04:30.560]  香港人就是這麼市儈
[00:04:30.560 --> 00:04:32.560]  我又在想
[00:04:32.560 --> 00:04:34.560]  當我預備這個講章的時候
[00:04:34.560 --> 00:04:36.560]  會不會我們對神
[00:04:36.560 --> 00:04:38.560]  和信仰的想法
[00:04:38.560 --> 00:04:40.560]  我們很想做最少的事
[00:04:40.560 --> 00:04:42.560]  但希望在神那裡得到
[00:04:42.560 --> 00:04:44.560]  最多的祝福
[00:04:44.560 --> 00:04:46.560]  甚至我們會不會將這個想法都套入了上帝那裡
[00:04:46.560 --> 00:04:48.560]  不知道大家有沒有經歷過
[00:04:48.560 --> 00:04:50.560]  一些不好的事之後
[00:04:50.560 --> 00:04:52.560]  發生一些壞事
[00:04:52.560 --> 00:04:54.560]  你會不會想會不會是我今天讀經不夠
[00:04:54.560 --> 00:04:56.560]  今天是不是我放棄得太少
[00:04:56.560 --> 00:04:58.560]  今天是不是我沒有做到什麼
[00:04:58.560 --> 00:05:00.560]  是不是因為我們沒有做什麼
[00:05:00.560 --> 00:05:02.560]  所以神沒有給我們
[00:05:02.560 --> 00:05:04.560]  祝福我們
[00:05:04.560 --> 00:05:06.560]  令到我們好像很不夠
[00:05:06.560 --> 00:05:08.560]  我們不如就
[00:05:08.560 --> 00:05:10.560]  一起去看看今天的經文
[00:05:10.560 --> 00:05:12.560]  進入真言那裡看看
[00:05:12.560 --> 00:05:14.560]  怎樣講奉獻和神的祝福這回事
[00:05:14.560 --> 00:05:18.560]  我想
[00:05:18.560 --> 00:05:20.560]  我想邀請大家一起讀
[00:05:20.560 --> 00:05:22.560]  預備
[00:05:22.560 --> 00:05:24.560]  321
[00:05:36.560 --> 00:05:38.560]  我們讀到這段經文的時候
[00:05:38.560 --> 00:05:40.560]  你就會想
[00:05:40.560 --> 00:05:42.560]  這就是一分錢一分貨的概念
[00:05:42.560 --> 00:05:44.560]  所以這個經文不是這樣講嗎
[00:05:44.560 --> 00:05:46.560]  我們奉獻給神
[00:05:46.560 --> 00:05:48.560]  給他東西
[00:05:48.560 --> 00:05:50.560]  神就會給我們祝福
[00:05:50.560 --> 00:05:52.560]  但我們可能沒有留意這個經文的重點
[00:05:52.560 --> 00:05:54.560]  其實這個經文的重點
[00:05:54.560 --> 00:05:56.560]  是講我們要怎樣去尊崇耶和華
[00:05:56.560 --> 00:06:00.560]  因為如果我們只是用上面的概念去思考上帝
[00:06:00.560 --> 00:06:02.560]  是很矛盾的
[00:06:02.560 --> 00:06:04.560]  因為上帝
[00:06:04.560 --> 00:06:06.560]  我們做了一些事
[00:06:06.560 --> 00:06:08.560]  神會給我們一些東西
[00:06:08.560 --> 00:06:10.560]  這些不叫恩典,這些叫交易
[00:06:10.560 --> 00:06:12.560]  但我們認識的上帝不是一個這樣的屬性的神
[00:06:12.560 --> 00:06:14.560]  神是讓我們知道
[00:06:14.560 --> 00:06:16.560]  祂是有憐憫,有慈愛
[00:06:16.560 --> 00:06:18.560]  是公義,也是我們公認者的神
[00:06:18.560 --> 00:06:20.560]  所以今天這個經文
[00:06:20.560 --> 00:06:22.560]  想表達的是什麼呢
[00:06:22.560 --> 00:06:24.560]  究竟怎樣我們可以將最好的
[00:06:24.560 --> 00:06:26.560]  去給我們的上帝
[00:06:26.560 --> 00:06:28.560]  去感謝和多謝上帝呢
[00:06:28.560 --> 00:06:30.560]  我想問問在座
[00:06:30.560 --> 00:06:32.560]  有沒有這麼多位有零用錢的
[00:06:32.560 --> 00:06:34.560]  只有一個人有零用錢
[00:06:34.560 --> 00:06:36.560]  那你平時上學怎麼吃飯呢
[00:06:36.560 --> 00:06:38.560]  得道未必花鬚
[00:06:38.560 --> 00:06:40.560]  OK
[00:06:40.560 --> 00:06:42.560]  不要緊
[00:06:42.560 --> 00:06:44.560]  那誰有零用錢的覺得自己是夠的
[00:06:44.560 --> 00:06:46.560]  你覺得零用錢夠不夠用
[00:06:46.560 --> 00:06:48.560]  哇
[00:06:48.560 --> 00:06:50.560]  可以給點掌聲嗎
[00:06:50.560 --> 00:06:52.560]  給點掌聲
[00:06:52.560 --> 00:06:54.560]  其實大多數的人
[00:06:54.560 --> 00:06:56.560]  就算你有沒有零用錢也好
[00:06:56.560 --> 00:06:58.560]  或者你自己
[00:06:58.560 --> 00:07:00.560]  有時候你生日
[00:07:00.560 --> 00:07:02.560]  零用錢是最多的
[00:07:02.560 --> 00:07:04.560]  有時候我們這些零用錢
[00:07:04.560 --> 00:07:06.560]  剛好我們很夠用
[00:07:06.560 --> 00:07:08.560]  為什麼呢
[00:07:08.560 --> 00:07:10.560]  因為其實真的只是我們日常用
[00:07:10.560 --> 00:07:12.560]  什麼意思呢
[00:07:12.560 --> 00:07:14.560]  零用錢應該是這樣給你用
[00:07:14.560 --> 00:07:16.560]  所以臨近月尾的時候
[00:07:16.560 --> 00:07:18.560]  上學的也吃得特別頹
[00:07:18.560 --> 00:07:20.560]  雖然是少
[00:07:20.560 --> 00:07:22.560]  但我們可以很明顯感受到
[00:07:22.560 --> 00:07:24.560]  父母給我們也想用到錢
[00:07:24.560 --> 00:07:26.560]  因為我們也要生活
[00:07:26.560 --> 00:07:28.560]  爸爸媽媽也知道你要和朋友玩
[00:07:28.560 --> 00:07:30.560]  也希望你得到最好的東西
[00:07:30.560 --> 00:07:32.560]  也希望
[00:07:32.560 --> 00:07:34.560]  給你這些東西去開心
[00:07:34.560 --> 00:07:36.560]  給你這些東西去滿足
[00:07:36.560 --> 00:07:38.560]  而我們有沒有衷心
[00:07:38.560 --> 00:07:40.560]  去多謝這份付出呢
[00:07:40.560 --> 00:07:42.560]  上帝也很希望我們
[00:07:42.560 --> 00:07:44.560]  是這樣的
[00:07:44.560 --> 00:07:46.560]  為什麼呢 因為以前的人
[00:07:46.560 --> 00:07:48.560]  交易也只是用他們的農作物
[00:07:48.560 --> 00:07:50.560]  他們的新畜作為資產
[00:07:50.560 --> 00:07:52.560]  而培育這些資源的
[00:07:52.560 --> 00:07:54.560]  就是這個大自然
[00:07:54.560 --> 00:07:56.560]  所以以前的人好好去敬錢主
[00:07:56.560 --> 00:07:58.560]  好好去敬錢上帝
[00:07:58.560 --> 00:08:00.560]  就是希望將我們
[00:08:00.560 --> 00:08:02.560]  剛剛出產的東西
[00:08:02.560 --> 00:08:04.560]  或者將最好的東西
[00:08:04.560 --> 00:08:06.560]  去給上帝
[00:08:06.560 --> 00:08:08.560]  而這個奉獻的概念正正就是以色列人
[00:08:08.560 --> 00:08:10.560]  這樣去多謝上帝
[00:08:10.560 --> 00:08:12.560]  我們繼續去想
[00:08:12.560 --> 00:08:14.560]  有些問題想你們去思考
[00:08:14.560 --> 00:08:16.560]  就是有兩個問題
[00:08:16.560 --> 00:08:18.560]  第一 大家可以
[00:08:18.560 --> 00:08:20.560]  簡單的兩分鐘去討論一下
[00:08:20.560 --> 00:08:22.560]  你覺得教會為什麼需要
[00:08:22.560 --> 00:08:24.560]  我們的奉獻呢
[00:08:24.560 --> 00:08:26.560]  第二 就是現在對你們來說
[00:08:26.560 --> 00:08:28.560]  除了錢之外
[00:08:28.560 --> 00:08:30.560]  記得除了錢之外
[00:08:30.560 --> 00:08:32.560]  錢很重要 我知道
[00:08:32.560 --> 00:08:34.560]  還有什麼是很寶貴的呢
[00:08:34.560 --> 00:08:36.560]  我給大家一點時間去討論一下
[00:08:36.560 --> 00:08:38.560]  好
[00:08:38.560 --> 00:08:40.560]  大家討論得非常熱烈
[00:08:40.560 --> 00:08:42.560]  好 多謝你們
[00:08:42.560 --> 00:08:44.560]  我們先回來
[00:08:44.560 --> 00:08:46.560]  我想問幾個人
[00:08:46.560 --> 00:08:48.560]  你選哪一題 你告訴我你選哪一題
[00:08:48.560 --> 00:08:50.560]  你答什麼 我選的是第二題
[00:08:50.560 --> 00:08:52.560]  我覺得是上帝
[00:08:52.560 --> 00:08:54.560]  這個非常好的模特兒答案
[00:08:54.560 --> 00:08:56.560]  這個非常好的模特兒答案
[00:08:56.560 --> 00:08:58.560]  我問這個問題
[00:08:58.560 --> 00:09:00.560]  就是想讓我們去思考
[00:09:00.560 --> 00:09:02.560]  其實奉獻對於教會來說
[00:09:02.560 --> 00:09:04.560]  不是真的想要那筆錢
[00:09:04.560 --> 00:09:06.560]  而是很想讓我們去思考一下
[00:09:06.560 --> 00:09:08.560]  我們有沒有記得
[00:09:08.560 --> 00:09:10.560]  我們平時日常的
[00:09:10.560 --> 00:09:12.560]  記得到的資源
[00:09:12.560 --> 00:09:14.560]  或者幫助的時候
[00:09:14.560 --> 00:09:16.560]  我們有沒有去感恩的心
[00:09:16.560 --> 00:09:18.560]  可能你會說
[00:09:18.560 --> 00:09:20.560]  我是學生來的 我們又不是有很多錢
[00:09:20.560 --> 00:09:22.560]  那我想問
[00:09:22.560 --> 00:09:24.560]  剛剛你答除了錢之外
[00:09:24.560 --> 00:09:26.560]  有人答除了錢之外
[00:09:26.560 --> 00:09:28.560]  最寶貴的是上帝
[00:09:28.560 --> 00:09:30.560]  有沒有其他
[00:09:30.560 --> 00:09:32.560]  有沒有人覺得是你的
[00:09:32.560 --> 00:09:34.560]  你的遊戲
[00:09:34.560 --> 00:09:36.560]  Crash Royale 有沒有
[00:09:36.560 --> 00:09:38.560]  有沒有人覺得是你的追星的idol
[00:09:38.560 --> 00:09:40.560]  有沒有人覺得
[00:09:40.560 --> 00:09:42.560]  DSE 在現在這個階段來說
[00:09:42.560 --> 00:09:44.560]  就是你們的
[00:09:44.560 --> 00:09:46.560]  要花很多的什麼呢
[00:09:46.560 --> 00:09:48.560]  就是花你們的時間
[00:09:48.560 --> 00:09:50.560]  有個長輩
[00:09:50.560 --> 00:09:52.560]  經常都會跟我們說
[00:09:52.560 --> 00:09:54.560]  老了我們有錢
[00:09:54.560 --> 00:09:56.560]  沒有地方花
[00:09:56.560 --> 00:09:58.560]  為什麼呢
[00:09:58.560 --> 00:10:00.560]  可能長輩或者一些成人
[00:10:00.560 --> 00:10:02.560]  他們有錢了 但他們仍然勞碌地工作
[00:10:02.560 --> 00:10:04.560]  而作為學生階段的你們
[00:10:04.560 --> 00:10:06.560]  你們沒有錢
[00:10:06.560 --> 00:10:08.560]  但你們最有什麼呢
[00:10:08.560 --> 00:10:10.560]  就是最有時間
[00:10:10.560 --> 00:10:12.560]  所以這麼多的兄姐妹
[00:10:12.560 --> 00:10:14.560]  你們有沒有認真去思考過
[00:10:14.560 --> 00:10:16.560]  你們最寶貴的東西
[00:10:16.560 --> 00:10:18.560]  不是金錢 而是你們的時間
[00:10:18.560 --> 00:10:20.560]  而我們怎樣
[00:10:20.560 --> 00:10:22.560]  可以將這份最好的東西
[00:10:22.560 --> 00:10:24.560]  去給我們的神呢
[00:10:24.560 --> 00:10:26.560]  我希望讓我們知道
[00:10:26.560 --> 00:10:28.560]  我們有這個感恩的心的時候
[00:10:28.560 --> 00:10:30.560]  我們將這份最好的獻給上帝
[00:10:30.560 --> 00:10:32.560]  而將這個時間
[00:10:32.560 --> 00:10:34.560]  給主的時候
[00:10:34.560 --> 00:10:36.560]  我們要怎樣去spend time with god
[00:10:36.560 --> 00:10:38.560]  我們怎樣去做呢
[00:10:38.560 --> 00:10:40.560]  就是我們要緊貼著
[00:10:40.560 --> 00:10:42.560]  剛剛那四個statement
[00:10:42.560 --> 00:10:44.560]  好 那四個statement是什麼
[00:10:44.560 --> 00:10:46.560]  大家shout out
[00:10:46.560 --> 00:10:48.560]  share the
[00:10:48.560 --> 00:10:52.560]  跟著呢
[00:10:52.560 --> 00:10:54.560]  share the truth
[00:10:54.560 --> 00:10:56.560]  study the word
[00:10:56.560 --> 00:10:58.560]  shape the disciple
[00:10:58.560 --> 00:11:00.560]  serve the lord
[00:11:00.560 --> 00:11:02.560]  其實這件事
[00:11:02.560 --> 00:11:04.560]  看似我們每個禮拜
[00:11:04.560 --> 00:11:06.560]  好像很簡單的事
[00:11:06.560 --> 00:11:08.560]  但原來都很考我們
[00:11:08.560 --> 00:11:10.560]  怎樣去花時間
[00:11:10.560 --> 00:11:12.560]  在我們和上帝的關係裏面
[00:11:12.560 --> 00:11:14.560]  如果我們今天只是坐在這裏
[00:11:14.560 --> 00:11:16.560]  我們什麼都不做
[00:11:16.560 --> 00:11:18.560]  或者我們只是覺得
[00:11:18.560 --> 00:11:20.560]  神是保守我的
[00:11:20.560 --> 00:11:22.560]  但可能我們read bible的時候
[00:11:22.560 --> 00:11:24.560]  我們沒有去想怎樣去實踐
[00:11:24.560 --> 00:11:26.560]  我們沒有去讓神
[00:11:26.560 --> 00:11:28.560]  進入我們的生命裏面
[00:11:28.560 --> 00:11:30.560]  這個是幫不到我們的
[00:11:30.560 --> 00:11:32.560]  這個不是我們將這份的生命
[00:11:32.560 --> 00:11:34.560]  去活出來的那一份
[00:11:34.560 --> 00:11:36.560]  所以第二個點就是我們怎樣去投入
[00:11:36.560 --> 00:11:38.560]  在日常生活
[00:11:38.560 --> 00:11:40.560]  可能你今天上教會
[00:11:40.560 --> 00:11:42.560]  你已經很盡力
[00:11:42.560 --> 00:11:44.560]  我今天出現了
[00:11:44.560 --> 00:11:46.560]  但如果你的心不在這裏
[00:11:46.560 --> 00:11:48.560]  仍然在你手上的那樣東西
[00:11:48.560 --> 00:11:50.560]  或者在你在爬杯的階段
[00:11:50.560 --> 00:11:52.560]  那你要認真好好思考
[00:11:52.560 --> 00:11:54.560]  究竟今天
[00:11:54.560 --> 00:11:56.560]  在你生命裏面
[00:11:56.560 --> 00:11:58.560]  你怎樣運用這份上帝給我們最好的恩典
[00:11:58.560 --> 00:12:00.560]  其實看似
[00:12:00.560 --> 00:12:02.560]  大家讀書的階段
[00:12:02.560 --> 00:12:04.560]  好像很長好像很遠
[00:12:04.560 --> 00:12:06.560]  好像每天困獸鬥在這個地方
[00:12:06.560 --> 00:12:08.560]  但其實時間過得很快
[00:12:08.560 --> 00:12:10.560]  當六年過去
[00:12:10.560 --> 00:12:12.560]  你進入新的階段的時候
[00:12:12.560 --> 00:12:14.560]  你很快就會進入一個高級版大人
[00:12:14.560 --> 00:12:16.560]  那你們又怎樣去
[00:12:16.560 --> 00:12:18.560]  給自己的靈命成長呢
[00:12:18.560 --> 00:12:20.560]  我們不要小看
[00:12:20.560 --> 00:12:22.560]  自己的存在
[00:12:22.560 --> 00:12:24.560]  本來經常都說
[00:12:24.560 --> 00:12:26.560]  叫我們不要小看自己的年輕
[00:12:26.560 --> 00:12:28.560]  我們在愛心
[00:12:28.560 --> 00:12:30.560]  信心行為上都要信徒的榜樣的時候
[00:12:30.560 --> 00:12:32.560]  神會見到
[00:12:32.560 --> 00:12:34.560]  所以我們今天去看
[00:12:34.560 --> 00:12:36.560]  今天這段
[00:12:36.560 --> 00:12:38.560]  我們分享的這段經文的時候
[00:12:38.560 --> 00:12:40.560]  神會保守
[00:12:40.560 --> 00:12:42.560]  我們做在祂身上的工作
[00:12:42.560 --> 00:12:44.560]  當我們每天
[00:12:44.560 --> 00:12:46.560]  願意將這個時間分別為勝
[00:12:46.560 --> 00:12:48.560]  為什麼我們崇拜
[00:12:48.560 --> 00:12:50.560]  為什麼我們修行是要特意出現在這裏呢
[00:12:50.560 --> 00:12:52.560]  就是我們分別為勝
[00:12:52.560 --> 00:12:54.560]  時間給上帝
[00:12:54.560 --> 00:12:56.560]  所以我很感謝你們每一個
[00:12:56.560 --> 00:12:58.560]  現在你仍然眼睛看著我
[00:12:58.560 --> 00:13:00.560]  你願意將你的手機放在你的袋裏
[00:13:00.560 --> 00:13:02.560]  因為這個正正就是你怎樣投入
[00:13:02.560 --> 00:13:04.560]  在上帝的生活裏面
[00:13:04.560 --> 00:13:06.560]  投入在上帝的話語裏面的第一步
[00:13:06.560 --> 00:13:08.560]  而這個祝福
[00:13:08.560 --> 00:13:10.560]  就好像這本經文
[00:13:10.560 --> 00:13:12.560]  在我們努力去追隨的時候
[00:13:12.560 --> 00:13:14.560]  聖靈就會帶領著我們
[00:13:14.560 --> 00:13:16.560]  神會堅定
[00:13:16.560 --> 00:13:18.560]  和見到我們的付出
[00:13:18.560 --> 00:13:20.560]  第二
[00:13:20.560 --> 00:13:22.560]  我就是想講慷慨是品德的操練
[00:13:22.560 --> 00:13:24.560]  我們一起去讀這個經文
[00:13:24.560 --> 00:13:26.560]  預備
[00:13:26.560 --> 00:13:28.560]  321
[00:13:28.560 --> 00:13:30.560]  有施捨的錢財增添
[00:13:30.560 --> 00:13:32.560]  論識過度
[00:13:32.560 --> 00:13:34.560]  反自窮乏
[00:13:34.560 --> 00:13:36.560]  慷慨待人
[00:13:36.560 --> 00:13:38.560]  必然歡愉
[00:13:38.560 --> 00:13:40.560]  滋潤人的連自己也歡
[00:13:40.560 --> 00:13:42.560]  是自己也得得滋潤
[00:13:42.560 --> 00:13:44.560]  為什麼呢
[00:13:44.560 --> 00:13:46.560]  這段經文又講得好像
[00:13:46.560 --> 00:13:48.560]  為什麼我們施捨
[00:13:48.560 --> 00:13:50.560]  我們明明付出了一些東西
[00:13:50.560 --> 00:13:52.560]  但聖經說反而我們會增添一些東西
[00:13:52.560 --> 00:13:54.560]  現在好像很不合理
[00:13:54.560 --> 00:13:56.560]  我們不如看看英文的譯本
[00:13:56.560 --> 00:13:58.560]  當我們
[00:13:58.560 --> 00:14:00.560]  yet gains even more
[00:14:00.560 --> 00:14:02.560]  當我們願意去
[00:14:02.560 --> 00:14:04.560]  付出的時候
[00:14:04.560 --> 00:14:06.560]  不單止是金錢上
[00:14:06.560 --> 00:14:08.560]  可能在中文的譯本上
[00:14:08.560 --> 00:14:10.560]  他有強調金錢
[00:14:10.560 --> 00:14:12.560]  但事實上
[00:14:12.560 --> 00:14:14.560]  我們每天獻上的東西
[00:14:14.560 --> 00:14:16.560]  算給上帝的東西
[00:14:16.560 --> 00:14:18.560]  不單止是金錢
[00:14:18.560 --> 00:14:20.560]  我們還有沒有東西可以施捨給其他人
[00:14:20.560 --> 00:14:22.560]  願意將它給其他人
[00:14:22.560 --> 00:14:24.560]  其實可能我們
[00:14:24.560 --> 00:14:26.560]  真的有很多機會去留意
[00:14:26.560 --> 00:14:28.560]  我們身邊的人
[00:14:28.560 --> 00:14:30.560]  我們的父母
[00:14:30.560 --> 00:14:32.560]  我們的同學
[00:14:32.560 --> 00:14:34.560]  讓我們知道去慷慨去幫助別人
[00:14:34.560 --> 00:14:36.560]  不是那麼容易
[00:14:36.560 --> 00:14:38.560]  因為有時候我們也會計較很多東西
[00:14:38.560 --> 00:14:40.560]  好像剛剛一開始我去講我學車的例子的時候
[00:14:40.560 --> 00:14:42.560]  我們會想
[00:14:42.560 --> 00:14:44.560]  幫了他我有什麼好處
[00:14:44.560 --> 00:14:46.560]  為什麼他反而不用付出
[00:14:46.560 --> 00:14:48.560]  他又得到回報
[00:14:48.560 --> 00:14:50.560]  我反而要幫他
[00:14:50.560 --> 00:14:52.560]  對我來說沒有什麼幫助
[00:14:52.560 --> 00:14:54.560]  但這件事會不會
[00:14:54.560 --> 00:14:56.560]  正正是卡住我們去幫別人之前
[00:14:56.560 --> 00:14:58.560]  我們或者他
[00:14:58.560 --> 00:15:00.560]  真的很想憑良心去幫助別人
[00:15:00.560 --> 00:15:02.560]  卡住我們的一件事
[00:15:02.560 --> 00:15:04.560]  有兩個問題
[00:15:04.560 --> 00:15:06.560]  讓你們去想想
[00:15:06.560 --> 00:15:08.560]  我想問你們
[00:15:08.560 --> 00:15:10.560]  你們覺得人生最無助的時候
[00:15:10.560 --> 00:15:12.560]  是什麼時刻
[00:15:12.560 --> 00:15:14.560]  第二個問題
[00:15:14.560 --> 00:15:16.560]  有什麼時刻讓你覺得
[00:15:16.560 --> 00:15:18.560]  真的受到別人的施捨
[00:15:18.560 --> 00:15:20.560]  和恩惠
[00:15:20.560 --> 00:15:22.560]  給兩分鐘時間大家去討論一下
