
[00:00:00.000 --> 00:00:08.440]  來到九月,我們開始一個新的主題
[00:06:12.880 --> 00:06:18.880]  願因為平安從父神和我們的救主耶穌基督歸於你。」
[00:06:18.880 --> 00:06:22.880]  在這裡有一個很重要的
[00:06:22.880 --> 00:06:27.880]  我highlight了一個
[00:06:27.880 --> 00:06:30.880]  有一段是
[00:06:30.880 --> 00:06:32.880]  他說第四節那裡這樣說
[00:06:32.880 --> 00:06:34.880]  「現在寫信給提多,
[00:06:34.880 --> 00:06:38.880]  作照著我們共信之道作我真義之的。」
[00:06:38.880 --> 00:06:42.880]  這裡有一個很重要的訊息告訴我們
[00:06:42.880 --> 00:06:48.880]  首先要清楚知道提多自己真正的身份
[00:06:48.880 --> 00:06:53.880]  這個真正的身份是保羅授權給他
[00:06:53.880 --> 00:06:58.880]  保羅授權給他,要他去管理這個地方
[00:06:58.880 --> 00:07:01.880]  而不是一個人隨便告訴你,
[00:07:01.880 --> 00:07:05.880]  叫你去做那件事,你就去做
[00:07:05.880 --> 00:07:08.880]  而是一個真真正正
[00:07:08.880 --> 00:07:11.880]  要能夠有這個authority的人
[00:07:11.880 --> 00:07:13.880]  才可以叫你做
[00:07:13.880 --> 00:07:16.880]  如果我舉例來說
[00:07:16.880 --> 00:07:21.880]  Auntie Winnie有沒有權叫你們去做一些事?
[00:07:21.880 --> 00:07:24.880]  你覺得她有沒有權?
[00:07:24.880 --> 00:07:28.880]  她有沒有權柄去叫Gabriel
[00:07:28.880 --> 00:07:32.880]  你要去做worship team的leader
[00:07:32.880 --> 00:07:38.880]  你覺得她有沒有這樣的權柄呢?
[00:07:38.880 --> 00:07:40.880]  有沒有?
[00:07:40.880 --> 00:07:44.880]  她現在很害怕
[00:07:44.880 --> 00:07:46.880]  很害怕
[00:07:46.880 --> 00:07:50.880]  我想說Auntie Winnie是沒有這個權柄的
[00:07:50.880 --> 00:07:54.880]  因為這個權柄是來自哪裡呢?
[00:07:54.880 --> 00:07:58.880]  這個權柄是來自神所選召的
[00:07:58.880 --> 00:08:03.880]  選召保羅的是誰呢?
[00:08:03.880 --> 00:08:05.880]  是神選召保羅的
[00:08:05.880 --> 00:08:10.880]  記不記得保羅之前有另一個名字
[00:08:10.880 --> 00:08:11.880]  素羅
[00:08:11.880 --> 00:08:15.880]  記不記得發生了什麼事在他身上?
[00:08:15.880 --> 00:08:22.880]  瞎了,然後將他重新改變一次
[00:08:22.880 --> 00:08:26.880]  所以在這個權柄裡面
[00:08:26.880 --> 00:08:31.880]  我們說真正的權柄是神所選召而立的
[00:08:31.880 --> 00:08:37.880]  他才有這個權柄去叫我們做什麼
[00:08:37.880 --> 00:08:40.880]  我再問一個,不是Auntie Winnie
[00:08:40.880 --> 00:08:45.880]  Pastor Gavin有沒有這個權柄去叫你做worship team的leader?
[00:08:45.880 --> 00:08:47.880]  Gabriel
[00:08:47.880 --> 00:08:50.880]  都沒有?
[00:08:50.880 --> 00:08:52.880]  那我又告訴你
[00:08:52.880 --> 00:08:58.880]  Pastor Gavin他有這樣的權柄去叫你做worship team的leader
[00:08:58.880 --> 00:09:00.880]  知不知道為什麼?
[00:09:00.880 --> 00:09:04.880]  是的,因為他是神所選召的
[00:09:04.880 --> 00:09:07.880]  譬如Pastor Gavin, Pastor Johnny, Timothy
[00:09:07.880 --> 00:09:11.880]  我都有權柄去叫你們做什麼
[00:09:11.880 --> 00:09:14.880]  除了我們四個之外
[00:09:14.880 --> 00:09:18.880]  都沒有人有這個權柄
[00:09:18.880 --> 00:09:22.880]  我們有權柄去告訴Auntie Winnie
[00:09:22.880 --> 00:09:24.880]  和我們一起商量
[00:09:24.880 --> 00:09:26.880]  誰做什麼
[00:09:26.880 --> 00:09:28.880]  這個很重要
[00:09:28.880 --> 00:09:31.880]  就是保羅說過
[00:09:31.880 --> 00:09:34.880]  為什麼我要派我的真兒子
[00:09:34.880 --> 00:09:36.880]  這裡很強調
[00:09:36.880 --> 00:09:39.880]  是真兒子去做他的事
[00:09:39.880 --> 00:09:44.880]  所以到授權給他的時候
[00:09:44.880 --> 00:09:49.880]  就要告訴這班在克里特的人知道
[00:09:49.880 --> 00:09:52.880]  提多是有真的權柄
[00:09:52.880 --> 00:09:55.880]  要去立一間教會
[00:09:55.880 --> 00:09:59.880]  這間教會怎樣去立呢?
[00:09:59.880 --> 00:10:04.880]  設下了權柄給提多要他建立教會
[00:10:04.880 --> 00:10:06.880]  這個建立教會當中
[00:10:06.880 --> 00:10:09.880]  他說我從前留你在克里特
[00:10:09.880 --> 00:10:15.880]  是要你將那些沒有辦完的事都辦齊整了
[00:10:15.880 --> 00:10:17.880]  又照我所吩咐你的
[00:10:17.880 --> 00:10:19.880]  在各城設立長老
[00:10:19.880 --> 00:10:22.880]  若有無可指責的人
[00:10:22.880 --> 00:10:24.880]  只作一個婦人的丈夫
[00:10:24.880 --> 00:10:26.880]  兒女也是信主的
[00:10:26.880 --> 00:10:30.880]  沒有人告訴他們是放蕩不服約束的
[00:10:30.880 --> 00:10:34.880]  就可以設立監督
[00:10:34.880 --> 00:10:36.880]  既是神的管家
[00:10:36.880 --> 00:10:38.880]  必須無可指責
[00:10:38.880 --> 00:10:44.880]  不任性、不暴躁、不因走私、不打人、不貪慕
[00:10:44.880 --> 00:10:46.880]  而知財
[00:10:46.880 --> 00:10:47.880]  樂以接待軟人
[00:10:47.880 --> 00:10:51.880]  好賢、莊重、公平、聖潔、自恃
[00:10:51.880 --> 00:10:54.880]  堅守所教真理的道理
[00:10:54.880 --> 00:10:57.880]  就能將純正的教訓勸化人
[00:10:57.880 --> 00:11:01.880]  又能把爭辯的人駁倒了
[00:11:01.880 --> 00:11:03.880]  這裡兩次提到
[00:11:03.880 --> 00:11:09.880]  第六節提到設立長老
[00:11:09.880 --> 00:11:12.880]  需要無可指責
[00:11:12.880 --> 00:11:15.880]  接著下面監督
[00:11:15.880 --> 00:11:17.880]  第七節看看下面
[00:11:17.880 --> 00:11:21.880]  都是需要無可指責
[00:11:21.880 --> 00:11:31.880]  我想問無可指責和無罪是否一樣?
[00:11:31.880 --> 00:11:37.880]  無可指責和無罪是否相等?
[00:11:37.880 --> 00:11:40.880]  又或者有些不一樣?
[00:11:40.880 --> 00:11:47.880]  無罪等同無可指責嗎?
[00:11:47.880 --> 00:11:54.880]  無可指責比無罪更高一個層次
[00:11:54.880 --> 00:12:00.880]  無罪只是你自己覺得自己沒有犯罪
[00:12:00.880 --> 00:12:02.880]  我是可以的
[00:12:02.880 --> 00:12:06.880]  無可指責是從另一個角度看
[00:12:06.880 --> 00:12:10.880]  這個無可指責是神說你無可指責的
[00:12:10.880 --> 00:12:12.880]  可以嗎?
[00:12:12.880 --> 00:12:17.880]  所以對於一個真實的管理教會的人
[00:12:17.880 --> 00:12:19.880]  這裡很重要
[00:12:19.880 --> 00:12:22.880]  他說是必須無可指責
[00:12:22.880 --> 00:12:24.880]  在神的眼中
[00:12:24.880 --> 00:12:28.880]  領袖需要的屬靈品格
[00:12:28.880 --> 00:12:31.880]  不單止是無可指責
[00:12:31.880 --> 00:12:36.880]  還要是他生命裡有經歷和經驗
[00:12:36.880 --> 00:12:39.880]  和一般人不一樣
[00:12:39.880 --> 00:12:47.880]  這裡說要做一些很簡單的一至三
[00:12:47.880 --> 00:12:51.880]  指責一個婦人的丈夫
[00:12:51.880 --> 00:12:56.880]  指你將來對你的婚姻要忠誠
[00:12:56.880 --> 00:13:00.880]  然後你的兒女要信主
[00:13:00.880 --> 00:13:06.880]  可能在座的都是我們叫信義代的子弟
[00:13:06.880 --> 00:13:11.880]  如果你們在座是信義代的話
[00:13:11.880 --> 00:13:13.880]  我提醒你
[00:13:13.880 --> 00:13:18.880]  你父母的信不等同你就是
[00:13:18.880 --> 00:13:20.880]  不等同你現在坐下來
[00:13:20.880 --> 00:13:22.880]  我父母是基督徒
[00:13:22.880 --> 00:13:25.880]  我自然也是基督徒
[00:13:25.880 --> 00:13:26.880]  不是的
[00:13:26.880 --> 00:13:30.880]  也要你自己承認才行
[00:13:30.880 --> 00:13:35.880]  也要你自己承認這個信仰才是你的
[00:13:35.880 --> 00:13:37.880]  而不是其他人的
[00:13:37.880 --> 00:13:39.880]  第三是信服
[00:13:39.880 --> 00:13:41.880]  即是領袖管教
[00:13:41.880 --> 00:13:46.880]  在聖經裡教我們怎樣去做才可以
[00:13:46.880 --> 00:13:51.880]  甚至我們說要聽命勝於獻祭
[00:13:51.880 --> 00:13:53.880]  聽命的意思就是
[00:13:53.880 --> 00:13:55.880]  要聽誰的命
[00:13:55.880 --> 00:13:57.880]  聽神的命令
[00:13:57.880 --> 00:14:01.880]  聽神所選照有權柄的人的教導
[00:14:01.880 --> 00:14:03.880]  這個就是信服
[00:14:03.880 --> 00:14:05.880]  第四是不任性
[00:14:05.880 --> 00:14:07.880]  肯聽教導
[00:14:07.880 --> 00:14:08.880]  不暴躁
[00:14:08.880 --> 00:14:10.880]  要有忍耐的心
[00:14:10.880 --> 00:14:12.880]  不因酒滋事
[00:14:12.880 --> 00:14:14.880]  即是不要喝醉酒
[00:14:14.880 --> 00:14:17.880]  有節制的能力
[00:14:17.880 --> 00:14:20.880]  接著是不打人
[00:14:20.880 --> 00:14:26.880]  不是用欺凌的手段去做自己的目的
[00:14:26.880 --> 00:14:28.880]  不貪慕而知財
[00:14:28.880 --> 00:14:30.880]  樂意接待遠人
[00:14:30.880 --> 00:14:36.880]  即是你甘心樂意去提供一些住宿給遠道而來的朋友
[00:14:36.880 --> 00:14:37.880]  好善
[00:14:37.880 --> 00:14:41.880]  是從一切良善的事物
[00:14:41.880 --> 00:14:42.880]  莊重
[00:14:42.880 --> 00:14:44.880]  當你處理一些事情的時候
[00:14:44.880 --> 00:14:47.880]  你必須要冷靜沉實
[00:14:47.880 --> 00:14:49.880]  不要衝動
[00:14:49.880 --> 00:14:50.880]  公平
[00:14:50.880 --> 00:14:53.880]  只對人的態度不偏矣
[00:14:53.880 --> 00:14:56.880]  公平我經常教導
[00:14:56.880 --> 00:14:58.880]  公平是否等於
[00:14:58.880 --> 00:15:02.880]  每樣東西都是平等分配
[00:15:02.880 --> 00:15:04.880]  這就是公平
[00:15:04.880 --> 00:15:05.880]  公平
[00:15:05.880 --> 00:15:06.880]  我問你
[00:15:06.880 --> 00:15:08.880]  我有十個菠蘿包
[00:15:08.880 --> 00:15:10.880]  現在有兩個人坐在這裡
[00:15:10.880 --> 00:15:14.880]  是不是每人五個就是公平
[00:15:14.880 --> 00:15:19.880]  你覺得是不是每人分五個是很公平的
[00:15:19.880 --> 00:15:20.880]  是呀
[00:15:20.880 --> 00:15:22.880]  看來好像很公平
[00:15:22.880 --> 00:15:25.880]  如果我說這兩個人當中
[00:15:25.880 --> 00:15:28.880]  一個吃了一餐很飽的自助餐
[00:15:28.880 --> 00:15:32.880]  另外一個人已經兩天沒有吃東西
[00:15:32.880 --> 00:15:37.880]  是不是兩個人每人平均分五個菠蘿包是公平
[00:15:37.880 --> 00:15:38.880]  你覺得
[00:15:38.880 --> 00:15:41.880]  又好像不是
[00:15:41.880 --> 00:15:44.880]  到底什麼才是公平呢
[00:15:44.880 --> 00:15:47.880]  真公平和假公平
[00:15:47.880 --> 00:15:52.880]  這個我們稍後會開始接觸這些話題
[00:15:52.880 --> 00:15:54.880]  接下來
[00:15:54.880 --> 00:15:56.880]  聖潔
[00:15:56.880 --> 00:16:01.880]  我們要怎樣學會在神面前分別為聖
[00:16:01.880 --> 00:16:05.880]  自此時刻提醒自己要克制
[00:16:05.880 --> 00:16:07.880]  堅守真理
[00:16:07.880 --> 00:16:09.880]  對於聖經神的教導
[00:16:09.880 --> 00:16:12.880]  不要亂說
[00:16:12.880 --> 00:16:14.880]  有純正的勉勵
[00:16:14.880 --> 00:16:16.880]  教導神的真理
[00:16:16.880 --> 00:16:17.880]  護教
[00:16:17.880 --> 00:16:21.880]  當一些人去攻擊你的宗教的時候
[00:16:21.880 --> 00:16:24.880]  你能夠懂得去辯解
[00:16:24.880 --> 00:16:25.880]  誠信
[00:16:25.880 --> 00:16:27.880]  沒有誠信的時候
[00:16:27.880 --> 00:16:31.880]  就得不到這個權柄的信任
[00:16:31.880 --> 00:16:34.880]  權柄就很難將任務交給你
[00:16:34.880 --> 00:16:35.880]  就是說
[00:16:35.880 --> 00:16:37.880]  如果你沒有誠信的話
[00:16:37.880 --> 00:16:39.880]  有這個權柄的人
[00:16:39.880 --> 00:16:41.880]  是不會信任你
[00:16:41.880 --> 00:16:45.880]  也都很難將事務交給你
[00:16:46.880 --> 00:16:47.880]  聽到嗎?
[00:16:47.880 --> 00:16:54.880]  當一個真正能夠在教會成為屬靈領袖的人
[00:16:54.880 --> 00:16:58.880]  他要有齊這十八樣東西的時候
[00:16:58.880 --> 00:17:00.880]  難不難呢?
[00:17:00.880 --> 00:17:02.880]  你有多少樣?
[00:17:02.880 --> 00:17:03.880]  你能數到嗎?
[00:17:03.880 --> 00:17:08.880]  你一會兒回去和你的導師分組的時候
[00:17:08.880 --> 00:17:09.880]  你們討論一下
[00:17:09.880 --> 00:17:11.880]  你能夠在這十八樣東西裡面
[00:17:11.880 --> 00:17:13.880]  你有多少樣東西?
[00:17:13.880 --> 00:17:17.880]  如果你能夠有一半以上
[00:17:17.880 --> 00:17:19.880]  那我恭喜你了
[00:17:19.880 --> 00:17:23.880]  你有機會成為教會的領袖
[00:17:23.880 --> 00:17:25.880]  當我們說
[00:17:25.880 --> 00:17:27.880]  我們知道一個屬靈領袖的時候
[00:17:27.880 --> 00:17:29.880]  有什麼品格
[00:17:29.880 --> 00:17:35.880]  我們怎樣運用這個權柄去教導真理呢?
[00:17:35.880 --> 00:17:38.880]  在第十節那裡這麼說
[00:17:38.880 --> 00:17:41.880]  因為有很多人不服約束
[00:17:41.880 --> 00:17:42.880]  說虛空話
[00:17:42.880 --> 00:17:44.880]  欺控人
[00:17:44.880 --> 00:17:47.880]  那奉割禮的更是這樣
[00:17:47.880 --> 00:17:50.880]  這些人的口總是堵住
[00:17:50.880 --> 00:17:52.880]  他們因貪不義之財
[00:17:52.880 --> 00:17:55.880]  將不該教導的人教導人
[00:17:55.880 --> 00:17:58.880]  敗壞人的全家
[00:17:58.880 --> 00:18:03.880]  有克里特人中的一個本地仙子說
[00:18:03.880 --> 00:18:05.880]  克里特人常說謊話
[00:18:05.880 --> 00:18:07.880]  乃是惡獸
[00:18:07.880 --> 00:18:09.880]  又慘又懶
[00:18:09.880 --> 00:18:12.880]  這見證是真的
[00:18:12.880 --> 00:18:15.880]  所以你要嚴嚴地責備他們
[00:18:15.880 --> 00:18:17.880]  使他們在真道上
[00:18:17.880 --> 00:18:19.880]  純全無恥
[00:18:19.880 --> 00:18:23.880]  保羅叫提多在這個地方
[00:18:23.880 --> 00:18:25.880]  克里特這個地方
[00:18:25.880 --> 00:18:27.880]  好好地教導他們
[00:18:27.880 --> 00:18:29.880]  因為在當時這個地方
[00:18:29.880 --> 00:18:32.880]  有很多的假仙子
[00:18:32.880 --> 00:18:35.880]  假仙子即是有很多異教、異端
[00:18:35.880 --> 00:18:38.880]  去侵蝕這個地方
[00:18:38.880 --> 00:18:41.880]  所以保羅很希望提多
[00:18:41.880 --> 00:18:44.880]  運用他給他的權柄
[00:18:44.880 --> 00:18:49.880]  將這間教會好好地管理
[00:18:49.880 --> 00:18:52.880]  成為真正的教會
[00:18:52.880 --> 00:18:54.880]  一個真正的教會
[00:18:54.880 --> 00:18:57.880]  透過提多、透過保羅
[00:18:57.880 --> 00:19:00.880]  看完這段聖經
[00:19:00.880 --> 00:19:03.880]  要我們做些什麼呢?
[00:19:03.880 --> 00:19:07.880]  今天剛才Puzzle Team說
[00:19:07.880 --> 00:19:09.880]  在Explorer裏面
[00:19:09.880 --> 00:19:13.880]  我們有很多不同的服侍
[00:19:13.880 --> 00:19:15.880]  在不同的服侍裏面
[00:19:15.880 --> 00:19:18.880]  要做些什麼呢?
[00:19:18.880 --> 00:19:21.880]  今天告訴我們
[00:19:21.880 --> 00:19:23.880]  我們要是些什麼樣的人
[00:19:23.880 --> 00:19:26.880]  才可以領受
[00:19:26.880 --> 00:19:29.880]  今天告訴我們
[00:19:29.880 --> 00:19:34.880]  我們先要有身份的確立
[00:19:34.880 --> 00:19:38.880]  好像每一個團隊裏面
[00:19:38.880 --> 00:19:41.880]  會有一個協調員
[00:19:41.880 --> 00:19:45.880]  那個協調員是誰確立的呢?
[00:19:45.880 --> 00:19:48.880]  誰才有這樣的權柄
[00:19:48.880 --> 00:19:50.880]  去告訴你
[00:19:50.880 --> 00:19:56.880]  你就是每一個服務團隊的協調員呢?
[00:19:56.880 --> 00:19:59.880]  要有好的品格
[00:19:59.880 --> 00:20:01.880]  剛才說到
[00:20:01.880 --> 00:20:04.880]  要有18個好的品格
[00:20:04.880 --> 00:20:07.880]  你有沒有其中一半的以上呢?
[00:20:07.880 --> 00:20:10.880]  又或者你深思熟慮完之後
[00:20:10.880 --> 00:20:12.880]  你會不會覺得
[00:20:12.880 --> 00:20:14.880]  你往後的人生裏面
[00:20:14.880 --> 00:20:17.880]  就朝著這些品格
[00:20:17.880 --> 00:20:19.880]  好好地前行呢?
[00:20:19.880 --> 00:20:21.880]  我鼓勵你們
[00:20:21.880 --> 00:20:23.880]  我鼓勵大家
[00:20:23.880 --> 00:20:25.880]  在你的人生路上
[00:20:25.880 --> 00:20:28.880]  可以一步一步地前行
[00:20:28.880 --> 00:20:30.880]  亦都可以
[00:20:30.880 --> 00:20:32.880]  像剛才所說
[00:20:32.880 --> 00:20:35.880]  成為一個無可指責的人
[00:20:35.880 --> 00:20:38.880]  當你能夠成為無可指責的人的時候
[00:20:38.880 --> 00:20:41.880]  就是能夠做好
[00:20:41.880 --> 00:20:44.880]  神託付給你的工作
[00:20:44.880 --> 00:20:47.880]  第三,勇於教導真理
[00:20:47.880 --> 00:20:49.880]  當在你身邊
[00:20:49.880 --> 00:20:52.880]  如果你有同學
[00:20:52.880 --> 00:20:54.880]  未信主的時候
[00:20:54.880 --> 00:20:57.880]  而你又去跟他傳福音
[00:20:57.880 --> 00:20:59.880]  可能你會覺得
[00:20:59.880 --> 00:21:02.880]  他會跟你辯駁
[00:21:02.880 --> 00:21:04.880]  你有沒有這個勇氣
[00:21:04.880 --> 00:21:07.880]  去跟他辯駁?
[00:21:07.880 --> 00:21:09.880]  有沒有這個勇氣跟他辯駁?
[00:21:09.880 --> 00:21:11.880]  這裡告訴我
[00:21:11.880 --> 00:21:14.880]  就是你要有勇氣
[00:21:14.880 --> 00:21:17.880]  去辯駁
[00:21:17.880 --> 00:21:19.880]  我們剛才說到
[00:21:19.880 --> 00:21:21.880]  我們要有那份勇氣
[00:21:21.880 --> 00:21:23.880]  去告訴我們
[00:21:23.880 --> 00:21:25.880]  什麼是真理
[00:21:25.880 --> 00:21:28.880]  什麼是真教導
[00:21:28.880 --> 00:21:30.880]  明白到
[00:21:30.880 --> 00:21:32.880]  回教會可能坐在這裡
[00:21:32.880 --> 00:21:36.880]  你覺得回教會最重要的目的
[00:21:36.880 --> 00:21:41.880]  是不是尋開心呢?
[00:21:41.880 --> 00:21:44.880]  覺得是尋開心的舉手
[00:21:44.880 --> 00:21:50.880]  覺得回教會是認識朋友的舉手
[00:21:50.880 --> 00:21:59.880]  有人覺得回教會是認識女朋友的舉手
[00:21:59.880 --> 00:22:03.880]  這裡有些稀罕
[00:22:03.880 --> 00:22:05.880]  有沒有人覺得回教會
[00:22:05.880 --> 00:22:07.880]  問完男生
[00:22:07.880 --> 00:22:10.880]  有沒有人覺得回教會是認識男朋友的舉手
[00:22:10.880 --> 00:22:12.880]  有啊
[00:22:12.880 --> 00:22:15.880]  只是中一
[00:22:15.880 --> 00:22:17.880]  我為你祈禱
[00:22:17.880 --> 00:22:20.880]  希望你快點找到你的女朋友
[00:22:20.880 --> 00:22:24.880]  我都說
[00:22:24.880 --> 00:22:27.880]  這些題目很敏感
[00:22:27.880 --> 00:22:30.880]  今晚開始
[00:22:30.880 --> 00:22:32.880]  Irene先生
[00:22:32.880 --> 00:22:34.880]  還有你自己
