
[00:00:00.000 --> 00:00:07.000]  我今天跟大家講的題目就是
[00:03:18.000 --> 00:03:23.000]  他的出現將會讓我們看到
[00:03:23.000 --> 00:03:28.000]  這個世代已經來到一個極度邪惡的境地
[00:03:28.000 --> 00:03:30.000]  兇殘
[00:03:30.000 --> 00:03:33.000]  他稱叫做enter Christ
[00:03:33.000 --> 00:03:39.000]  Decadent 敵對耶穌基督
[00:03:39.000 --> 00:03:43.000]  但entire 也有另一個意思 就是代替
[00:03:43.000 --> 00:03:46.000]  代替耶穌基督 我才是救世主
[00:03:46.000 --> 00:03:48.000]  不是耶穌
[00:03:48.000 --> 00:03:51.000]  有人說decadent 是一個組織
[00:03:51.000 --> 00:03:55.000]  有可能的 是一個意識形態
[00:03:55.000 --> 00:03:58.000]  但是你要知道這種所謂的意識形態
[00:03:58.000 --> 00:04:00.000]  就是魔鬼一直以來
[00:04:00.000 --> 00:04:04.000]  亞當犯了罪之後一直是來影響人
[00:04:04.000 --> 00:04:07.000]  來污染人
[00:04:07.000 --> 00:04:12.000]  讓人是一個敵神的一種系統
[00:04:12.000 --> 00:04:14.000]  一種方向
[00:04:14.000 --> 00:04:20.000]  所以歷代有很多這種敵基督的楷模
[00:04:20.000 --> 00:04:24.000]  好像你看希特拉 史太林
[00:04:24.000 --> 00:04:28.000]  殺人是完全不見血的
[00:04:28.000 --> 00:04:31.000]  有些遇象
[00:04:31.000 --> 00:04:37.000]  所以其實約翰在提到敵基督的時候
[00:04:37.000 --> 00:04:39.000]  有人一書都提到
[00:04:39.000 --> 00:04:41.000]  在二章十八節我們一起讀
[00:04:41.000 --> 00:04:43.000]  小子們 如今是末時
[00:04:43.000 --> 00:04:47.000]  你們曾聽見說那敵基督的要來
[00:04:47.000 --> 00:04:50.000]  現在已經有好些敵基督出來了
[00:04:50.000 --> 00:04:54.000]  從此我們就知道如今是末時了
[00:04:54.000 --> 00:04:57.000]  誰是說謊話的呢?
[00:04:57.000 --> 00:05:01.000]  不是那不認耶穌為基督的嗎?
[00:05:01.000 --> 00:05:06.000]  不認父與子的 這就是敵基督
[00:05:06.000 --> 00:05:11.000]  所以今天我要和大家真的要看看這個敵基督
[00:05:11.000 --> 00:05:17.000]  其實我的領袖已經在這裡
[00:05:17.000 --> 00:05:20.000]  不過他還沒有出現
[00:05:20.000 --> 00:05:22.000]  待會我會解釋
[00:05:22.000 --> 00:05:24.000]  我們今天看這個獸
[00:05:24.000 --> 00:05:27.000]  我要揭開他的面紗
[00:05:27.000 --> 00:05:29.000]  有三個很重要的重點
[00:05:29.000 --> 00:05:31.000]  第一個就是
[00:05:31.000 --> 00:05:34.000]  這十節聖經我會說
[00:05:34.000 --> 00:05:38.000]  他的面紗的六方面
[00:05:38.000 --> 00:05:40.000]  然後我就highlight
[00:05:40.000 --> 00:05:43.000]  其實他的敵基督的行徑
[00:05:43.000 --> 00:05:45.000]  也都有六方面
[00:05:45.000 --> 00:05:47.000]  都是六
[00:05:47.000 --> 00:05:50.000]  最後就是現在敵基督要控制全人類
[00:05:50.000 --> 00:05:52.000]  他最厲害的武器
[00:05:52.000 --> 00:05:53.000]  你逃不掉的
[00:05:53.000 --> 00:05:55.000]  你違反他你不拜他
[00:05:55.000 --> 00:05:59.000]  你不去馴服他
[00:05:59.000 --> 00:06:01.000]  他會追殺你
[00:06:01.000 --> 00:06:06.000]  這個666就是他最厲害的武器
[00:06:06.000 --> 00:06:08.000]  今天我們先看
[00:06:08.000 --> 00:06:10.000]  他的面紗第一方面
[00:06:10.000 --> 00:06:12.000]  他的出處在哪裡呢?
[00:06:12.000 --> 00:06:15.000]  聖經裡面在第一節裡面是這麼說
[00:06:15.000 --> 00:06:16.000]  我在齊道
[00:06:16.000 --> 00:06:19.000]  我又看見一個獸從海上上來
[00:06:19.000 --> 00:06:21.000]  有十角七頭
[00:06:21.000 --> 00:06:24.000]  在十角上戴著十個冠冕
[00:06:24.000 --> 00:06:27.000]  七頭上有七個褻瀆的名號
[00:06:27.000 --> 00:06:29.000]  從海上上來
[00:06:29.000 --> 00:06:32.000]  這個海上上來是什麼意思呢?
[00:06:32.000 --> 00:06:34.000]  地中海
[00:06:34.000 --> 00:06:37.000]  其實原來他是有這樣的背景
[00:06:37.000 --> 00:06:40.000]  這個地獸和海獸
[00:06:40.000 --> 00:06:45.000]  有解經家說他是地中海
[00:06:45.000 --> 00:06:50.000]  所以敵基督不是猶太人
[00:06:50.000 --> 00:06:52.000]  這個地是指以色列地
[00:06:52.000 --> 00:06:55.000]  這個地獸可能是以色列人
[00:06:55.000 --> 00:06:57.000]  猶太人也不一定
[00:06:57.000 --> 00:06:58.000]  不過不知道
[00:06:58.000 --> 00:07:02.000]  事件發展你才知道100%清晰
[00:07:02.000 --> 00:07:08.000]  聖經也提到他是從無底坑上來
[00:07:08.000 --> 00:07:10.000]  這個十七章第一節說的
[00:07:10.000 --> 00:07:13.000]  我看見一獸先前有如今沒有
[00:07:13.000 --> 00:07:16.000]  將要從無底坑上來
[00:07:16.000 --> 00:07:20.000]  為什麼獸應該是從海上無底坑上來呢?
[00:07:20.000 --> 00:07:26.000]  可能敵基督的人是屬於這個範圍出來
[00:07:26.000 --> 00:07:28.000]  但是從無底坑上來
[00:07:28.000 --> 00:07:31.000]  是這個敵基督的靈
[00:07:31.000 --> 00:07:34.000]  邪靈進入人的身上
[00:07:34.000 --> 00:07:36.000]  然後產生這種power
[00:07:36.000 --> 00:07:40.000]  這種power ranger
[00:07:40.000 --> 00:07:43.000]  完全歸為一體
[00:07:43.000 --> 00:07:45.000]  所以他很有能力
[00:07:45.000 --> 00:07:47.000]  以致令到很多人被迷惑
[00:07:47.000 --> 00:07:50.000]  連選民也被迷惑
[00:07:50.000 --> 00:07:53.000]  這個就是他的出處
[00:07:53.000 --> 00:07:58.000]  這個出處在十七章第八節有提到
[00:07:58.000 --> 00:08:00.000]  坐在水上
[00:08:00.000 --> 00:08:02.000]  坐在重水上
[00:08:02.000 --> 00:08:03.000]  有提到重水
[00:08:03.000 --> 00:08:05.000]  他要歸於沉淪
[00:08:05.000 --> 00:08:08.000]  第二方面我們看他的特徵
[00:08:08.000 --> 00:08:09.000]  有什麼特徵呢?
[00:08:09.000 --> 00:08:11.000]  第一個是
[00:08:11.000 --> 00:08:14.000]  十角七頭
[00:08:14.000 --> 00:08:19.000]  裡面提到海中上來的獸有十角七頭
[00:08:19.000 --> 00:08:24.000]  似乎和龍的特徵有點相似
[00:08:24.000 --> 00:08:27.000]  不過形容有點不同
[00:08:27.000 --> 00:08:31.000]  龍是七頭十角
[00:08:31.000 --> 00:08:34.000]  而他就是十角七頭
[00:08:34.000 --> 00:08:38.000]  我覺得這種形容
[00:08:38.000 --> 00:08:39.000]  聖經這樣形容
[00:08:39.000 --> 00:08:43.000]  約翰斯和約翰斯這樣形容是有意思的
[00:08:43.000 --> 00:08:45.000]  原本這個七頭
[00:08:45.000 --> 00:08:47.000]  是這個惡者
[00:08:47.000 --> 00:08:50.000]  這個魔鬼頭他要做的
[00:08:50.000 --> 00:08:54.000]  上星期你聽林牧師的分享第十二章
[00:08:54.000 --> 00:08:56.000]  這個婦人
[00:08:56.000 --> 00:09:00.000]  這個婦人就是以色列人
[00:09:00.000 --> 00:09:02.000]  她一直以來
[00:09:02.000 --> 00:09:07.000]  魔鬼要來吞噬
[00:09:07.000 --> 00:09:10.000]  以色列不存在
[00:09:10.000 --> 00:09:12.000]  她就對了
[00:09:12.000 --> 00:09:14.000]  但以色列是神的選民
[00:09:14.000 --> 00:09:17.000]  神已經定了
[00:09:17.000 --> 00:09:21.000]  這個基督
[00:09:21.000 --> 00:09:24.000]  這個救世主是從他而出的
[00:09:24.000 --> 00:09:29.000]  當然後來基督真的從以色列而出
[00:09:29.000 --> 00:09:31.000]  但一出了之後
[00:09:31.000 --> 00:09:34.000]  撒旦也不會放過他
[00:09:34.000 --> 00:09:35.000]  一直追殺他
[00:09:35.000 --> 00:09:37.000]  一會兒我會再解釋這件事
[00:09:37.000 --> 00:09:42.000]  所以是他的計劃
[00:09:42.000 --> 00:09:44.000]  是他先去計劃的
[00:09:44.000 --> 00:09:47.000]  然後有十角
[00:09:47.000 --> 00:09:49.000]  十角就是支持
[00:09:49.000 --> 00:09:54.000]  繼續將這個七頭
[00:09:54.000 --> 00:10:01.000]  這個七頭其實是七個不同的政治的體系
[00:10:01.000 --> 00:10:07.000]  而十角就是由迪基督去實現
[00:10:07.000 --> 00:10:12.000]  去執行這個魔鬼頭的計劃
[00:10:12.000 --> 00:10:14.000]  他是一個零
[00:10:14.000 --> 00:10:18.000]  他不能進入世界來污染人
[00:10:18.000 --> 00:10:21.000]  實際找一個來的話
[00:10:21.000 --> 00:10:25.000]  他就找一個人
[00:10:25.000 --> 00:10:29.000]  然後用他的零來充滿他
[00:10:29.000 --> 00:10:33.000]  使他成為一個政治的強人去統治這個世界
[00:10:33.000 --> 00:10:35.000]  所以聖經說形容這個獸
[00:10:35.000 --> 00:10:37.000]  第一個特徵
[00:10:37.000 --> 00:10:38.000]  第二個特徵
[00:10:38.000 --> 00:10:41.000]  十角就是十角冠冕
[00:10:41.000 --> 00:10:44.000]  十角其實是十個國家
[00:10:44.000 --> 00:10:47.000]  這個七頭是沒有冠冕的
[00:10:47.000 --> 00:10:49.000]  這個迪基督
[00:10:49.000 --> 00:10:52.000]  但是這個零的七頭有冠冕
[00:10:52.000 --> 00:10:57.000]  當然是由他開始
[00:10:57.000 --> 00:10:59.000]  十角就是十個冠冕
[00:10:59.000 --> 00:11:02.000]  是要來操控十個國家
[00:11:02.000 --> 00:11:05.000]  這個迪基督將來就要操控這十個國家
[00:11:05.000 --> 00:11:08.000]  七頭就是七個的政權
[00:11:08.000 --> 00:11:13.000]  一直以來魔鬼就是要迫害神的選民
[00:11:13.000 --> 00:11:15.000]  這個親政治的體系
[00:11:15.000 --> 00:11:18.000]  我們可以看到的
[00:11:18.000 --> 00:11:20.000]  埃及
[00:11:20.000 --> 00:11:25.000]  所有兩歲以下的男嬰全部要殺掉
[00:11:25.000 --> 00:11:27.000]  要滅族
[00:11:27.000 --> 00:11:28.000]  亞述很殘忍
[00:11:28.000 --> 00:11:29.000]  巴比倫
[00:11:29.000 --> 00:11:31.000]  馬代波斯
[00:11:31.000 --> 00:11:33.000]  希臘羅馬
[00:11:33.000 --> 00:11:35.000]  末後的歐盟
[00:11:35.000 --> 00:11:37.000]  以前我讀神學的時候
[00:11:37.000 --> 00:11:38.000]  七幾年
[00:11:38.000 --> 00:11:41.000]  一個末世論的專家
[00:11:41.000 --> 00:11:42.000]  陳文博牧師
[00:11:42.000 --> 00:11:44.000]  就說這個十隻腳趾頭
[00:11:44.000 --> 00:11:46.000]  大意利那個人像
[00:11:46.000 --> 00:11:48.000]  那個十隻腳趾頭就是歐盟
[00:11:48.000 --> 00:11:50.000]  十個國家
[00:11:50.000 --> 00:11:54.000]  但是現在我們看似乎不是很像
[00:11:54.000 --> 00:11:59.000]  因為看歐盟對以色列不是很敵視
[00:11:59.000 --> 00:12:02.000]  所以這個歐盟
[00:12:02.000 --> 00:12:04.000]  應該不入選
[00:12:04.000 --> 00:12:06.000]  成為這個十隻腳趾頭
[00:12:06.000 --> 00:12:09.000]  應該是伊斯蘭的國家
[00:12:09.000 --> 00:12:10.000]  我一會兒會解釋
[00:12:10.000 --> 00:12:13.000]  用詩篇來跟大家分享
[00:12:13.000 --> 00:12:15.000]  第三個特徵是什麼呢
[00:12:15.000 --> 00:12:17.000]  是獸的混合體
[00:12:17.000 --> 00:12:19.000]  我們讀一下第二節
[00:12:19.000 --> 00:12:20.000]  一起讀
[00:12:20.000 --> 00:12:23.000]  我所看見的獸形狀像豹
[00:12:23.000 --> 00:12:25.000]  角像紅的腳
[00:12:25.000 --> 00:12:27.000]  口像獅子的口
[00:12:27.000 --> 00:12:29.000]  農村自己的能力
[00:12:29.000 --> 00:12:32.000]  座位和大權並都給了他
[00:12:32.000 --> 00:12:36.000]  這個迪基督
[00:12:36.000 --> 00:12:37.000]  這隻獸
[00:12:37.000 --> 00:12:42.000]  是具有前面三個獸的特徵
[00:12:42.000 --> 00:12:44.000]  是更加恐怖
[00:12:44.000 --> 00:12:46.000]  豹是快
[00:12:46.000 --> 00:12:50.000]  其實是指馬代波斯和希臘
[00:12:50.000 --> 00:12:52.000]  亞歷山大
[00:12:52.000 --> 00:12:55.000]  很快就征服很多地方
[00:12:55.000 --> 00:12:58.000]  而紅的腳就是指東西羅馬
[00:12:58.000 --> 00:13:00.000]  口像獅子的口
[00:13:00.000 --> 00:13:03.000]  就是說尼泊爾薩曼
[00:13:03.000 --> 00:13:06.000]  好像那種狂言
[00:13:06.000 --> 00:13:08.000]  目中無神
[00:13:08.000 --> 00:13:10.000]  神就刑罰他
[00:13:10.000 --> 00:13:12.000]  使他吃草如牛
[00:13:12.000 --> 00:13:14.000]  如果神不是憐憫他
[00:13:14.000 --> 00:13:17.000]  他真的會被神擊殺
[00:13:17.000 --> 00:13:23.000]  這個和大易里書裡的息息相遙遙相對
[00:13:23.000 --> 00:13:26.000]  大易里說我夜裡見到的異象
[00:13:26.000 --> 00:13:28.000]  看見天四風抖起
[00:13:28.000 --> 00:13:30.000]  刮在大海之上
[00:13:30.000 --> 00:13:33.000]  有四個大獸從海中上來
[00:13:33.000 --> 00:13:35.000]  形狀各有不同
[00:13:35.000 --> 00:13:37.000]  第一個就像獅子
[00:13:37.000 --> 00:13:40.000]  這個獅子有鷹的翅膀
[00:13:40.000 --> 00:13:42.000]  真的是怪獸
[00:13:42.000 --> 00:13:44.000]  第二個就是熊
[00:13:44.000 --> 00:13:46.000]  這個第二隻獸
[00:13:46.000 --> 00:13:48.000]  旁跨而坐
[00:13:48.000 --> 00:13:52.000]  口齒擔著三斤肋骨
[00:13:52.000 --> 00:13:54.000]  第三個獸
[00:13:54.000 --> 00:13:58.000]  有一個獸如豹背上鳥的四個翅膀
[00:13:58.000 --> 00:14:00.000]  此獸有四個頭
[00:14:00.000 --> 00:14:02.000]  得了權柄
[00:14:02.000 --> 00:14:05.000]  然後第四個獸就是什麼呢?
[00:14:05.000 --> 00:14:08.000]  是很可怕極其強壯
[00:14:08.000 --> 00:14:11.000]  此獸的力量有大天涯
[00:14:11.000 --> 00:14:13.000]  吞吃著睡
[00:14:13.000 --> 00:14:15.000]  所靜下上腳踐踏
[00:14:15.000 --> 00:14:17.000]  此獸與前三獸不同
[00:14:17.000 --> 00:14:18.000]  不相同
[00:14:18.000 --> 00:14:20.000]  因為頭有十角
[00:14:20.000 --> 00:14:21.000]  這個呢?
[00:14:21.000 --> 00:14:22.000]  是不是迪基督?
[00:14:22.000 --> 00:14:23.000]  不是
[00:14:23.000 --> 00:14:26.000]  迪基督是控制這十個國家
[00:14:26.000 --> 00:14:29.000]  然後他說這個十個國家裡
[00:14:29.000 --> 00:14:32.000]  其中有一個掌了小角
[00:14:32.000 --> 00:14:34.000]  這個小角才是迪基督
[00:14:34.000 --> 00:14:38.000]  他才會將三個角整下來
[00:14:38.000 --> 00:14:41.000]  連根臂拔出來
[00:14:41.000 --> 00:14:45.000]  這個角就好像有眼像人的眼
[00:14:45.000 --> 00:14:48.000]  有口說誇大的話
[00:14:48.000 --> 00:14:50.000]  這個就是小角
[00:14:50.000 --> 00:14:51.000]  這個小角出來
[00:14:51.000 --> 00:14:53.000]  會說話的
[00:14:53.000 --> 00:14:56.000]  所以我們看到這個
[00:14:56.000 --> 00:14:59.000]  這個獸呢
[00:14:59.000 --> 00:15:01.000]  這個迪基督
[00:15:01.000 --> 00:15:03.000]  他是非常殘酷
[00:15:03.000 --> 00:15:06.000]  海獸的七頭十角
[00:15:06.000 --> 00:15:08.000]  其實我們總結
[00:15:08.000 --> 00:15:10.000]  他已經得到
[00:15:10.000 --> 00:15:14.000]  從龍的手裡得到全部的能力
[00:15:14.000 --> 00:15:17.000]  所以大日曆第七章三到七節
[00:15:17.000 --> 00:15:20.000]  就是集歷代
[00:15:20.000 --> 00:15:24.000]  這些凶殘的帝國那種情況
[00:15:24.000 --> 00:15:26.000]  凶前絕後
[00:15:26.000 --> 00:15:29.000]  龐大的一個迪基督的帝國
[00:15:29.000 --> 00:15:31.000]  將來就要追殺
[00:15:31.000 --> 00:15:35.000]  殲滅這個婦人
[00:15:35.000 --> 00:15:37.000]  這個以色列
[00:15:37.000 --> 00:15:39.000]  他的權柄怎麼來呢
[00:15:39.000 --> 00:15:40.000]  我們來看看
[00:15:40.000 --> 00:15:41.000]  原來這個權柄
[00:15:41.000 --> 00:15:43.000]  迪基督的權柄怎麼來呢
[00:15:43.000 --> 00:15:45.000]  他的權柄就是
[00:15:45.000 --> 00:15:47.000]  這個龍
[00:15:47.000 --> 00:15:50.000]  是獅子的口
[00:15:50.000 --> 00:15:53.000]  龍就將他自己的能力
[00:15:53.000 --> 00:15:56.000]  作為大權柄來賜給他
[00:15:56.000 --> 00:15:58.000]  是這個龍
[00:15:58.000 --> 00:16:00.000]  這個魔鬼頭給過他
[00:16:00.000 --> 00:16:02.000]  他將自己的能力
[00:16:02.000 --> 00:16:04.000]  作為權柄給過他
[00:16:04.000 --> 00:16:06.000]  因為他要仿效什麼呢
[00:16:06.000 --> 00:16:08.000]  他很喜歡複製東西
[00:16:08.000 --> 00:16:12.000]  魔鬼他有仿效的能力
[00:16:12.000 --> 00:16:15.000]  但是沒有創造力
[00:16:15.000 --> 00:16:19.000]  他仿效我們的上帝是三一真神
[00:16:19.000 --> 00:16:25.000]  他也模仿假三位
[00:16:25.000 --> 00:16:28.000]  這個龍就是假聖父
[00:16:28.000 --> 00:16:31.000]  這個假基督
[00:16:31.000 --> 00:16:34.000]  這個迪基督就是假聖子
[00:16:34.000 --> 00:16:38.000]  然後下個星期講的獸
[00:16:38.000 --> 00:16:41.000]  就是假先知
[00:16:41.000 --> 00:16:44.000]  來比對這個聖靈
[00:16:44.000 --> 00:16:46.000]  所以龍的能力
[00:16:46.000 --> 00:16:48.000]  能夠叫這個假基督
[00:16:48.000 --> 00:16:51.000]  這個迪基督行神跡其事
[00:16:51.000 --> 00:16:53.000]  來實踐他統治這個世界
[00:16:53.000 --> 00:16:57.000]  來污染迷惑整個全人類
[00:16:57.000 --> 00:16:59.000]  來達到他的野心
[00:16:59.000 --> 00:17:01.000]  這個權柄是這樣
[00:17:01.000 --> 00:17:03.000]  第四個就是
[00:17:03.000 --> 00:17:05.000]  第三節是講他的仿效
[00:17:05.000 --> 00:17:07.000]  我們看看第三節
[00:17:07.000 --> 00:17:09.000]  我看見獸的七頭中
[00:17:09.000 --> 00:17:12.000]  有一個似乎受了死傷
[00:17:12.000 --> 00:17:14.000]  那死傷卻醫好了
[00:17:14.000 --> 00:17:18.000]  全地的人都稀奇跟從那獸
[00:17:18.000 --> 00:17:22.000]  他有一個獨特
[00:17:22.000 --> 00:17:25.000]  他是有死傷
[00:17:25.000 --> 00:17:27.000]  而這個死傷
[00:17:27.000 --> 00:17:29.000]  怎麼會令到全人類都驚奇呢
[00:17:29.000 --> 00:17:31.000]  所以有人說
[00:17:31.000 --> 00:17:35.000]  會不會特朗普是迪基督呢
[00:17:35.000 --> 00:17:38.000]  他差不多受了死傷
[00:17:38.000 --> 00:17:40.000]  不過死不去
[00:17:40.000 --> 00:17:42.000]  老實講他這些死傷
[00:17:42.000 --> 00:17:44.000]  是擦過都沒有死
[00:17:44.000 --> 00:17:46.000]  而提到那個小角
[00:17:46.000 --> 00:17:48.000]  是不顯眼的
[00:17:48.000 --> 00:17:51.000]  你說特朗普顯不顯眼
[00:17:51.000 --> 00:17:53.000]  全世界都認識他
[00:17:53.000 --> 00:17:55.000]  我們就一直詛咒他
[00:17:55.000 --> 00:17:58.000]  關稅香港可不可以在美國訂來
[00:17:58.000 --> 00:18:00.000]  你用不著給關稅
[00:18:00.000 --> 00:18:01.000]  用不著
[00:18:01.000 --> 00:18:02.000]  自由講
[00:18:02.000 --> 00:18:03.000]  要得樣要
[00:18:03.000 --> 00:18:04.000]  多得他不少
[00:18:04.000 --> 00:18:07.000]  一百元給三十多元加幣
[00:18:07.000 --> 00:18:09.000]  我一次在美國訂東西
[00:18:09.000 --> 00:18:11.000]  個個都認識他
[00:18:11.000 --> 00:18:13.000]  所以他不會是那個迪基督
[00:18:13.000 --> 00:18:16.000]  我自己的領袖是這樣
[00:18:16.000 --> 00:18:19.000]  因為他其實是模仿
[00:18:19.000 --> 00:18:21.000]  基督真的死了
[00:18:21.000 --> 00:18:23.000]  他真的死了
[00:18:23.000 --> 00:18:25.000]  所以他受了死傷
[00:18:25.000 --> 00:18:26.000]  不是小傷
[00:18:26.000 --> 00:18:27.000]  是致命傷
[00:18:27.000 --> 00:18:28.000]  是極嚴重的
[00:18:28.000 --> 00:18:29.000]  不知道他怎麼死
[00:18:29.000 --> 00:18:30.000]  我不知道
[00:18:30.000 --> 00:18:32.000]  不過肯定是
[00:18:32.000 --> 00:18:34.000]  是一個很嚴重的傷
[00:18:34.000 --> 00:18:35.000]  後來醫好了
[00:18:35.000 --> 00:18:38.000]  這個才叫全地人佩服他
[00:18:38.000 --> 00:18:40.000]  所以迪基督的樣式
[00:18:40.000 --> 00:18:42.000]  就是甚至模仿
[00:18:42.000 --> 00:18:44.000]  耶穌基督從死裡復活
[00:18:44.000 --> 00:18:46.000]  世人信以為真
[00:18:46.000 --> 00:18:49.000]  這個事令到他名聲大噪
[00:18:49.000 --> 00:18:52.000]  權勢分天
[00:18:52.000 --> 00:18:54.000]  所以這三年半
[00:18:54.000 --> 00:18:57.000]  迪基督受了死傷
[00:18:57.000 --> 00:19:01.000]  他才能夠讓人認識他
[00:19:01.000 --> 00:19:03.000]  他是神
[00:19:03.000 --> 00:19:06.000]  迪基督的靈就從無底坑裡
[00:19:06.000 --> 00:19:08.000]  附在他身上
[00:19:08.000 --> 00:19:14.000]  所以他有一種獲得超自然的意志
[00:19:14.000 --> 00:19:17.000]  當然是魔鬼頭給他
[00:19:17.000 --> 00:19:18.000]  龍給他
[00:19:18.000 --> 00:19:20.000]  他有超自然的能力
[00:19:20.000 --> 00:19:22.000]  所以你發覺這個人
[00:19:22.000 --> 00:19:27.000]  可能就是被邪靈充滿
[00:19:27.000 --> 00:19:31.000]  而迪基督的靈從無底坑上來充滿他
[00:19:31.000 --> 00:19:32.000]  有power
[00:19:32.000 --> 00:19:37.000]  所以耶穌在馬太方24章都說
[00:19:37.000 --> 00:19:41.000]  他說將來末世有大神跡大騎士
[00:19:41.000 --> 00:19:43.000]  這個假基督
[00:19:43.000 --> 00:19:45.000]  他能顯神跡
[00:19:45.000 --> 00:19:47.000]  若是能行
[00:19:47.000 --> 00:19:50.000]  連選民都迷惑他
[00:19:50.000 --> 00:19:52.000]  選民都被迷惑
[00:19:52.000 --> 00:19:55.000]  選民在這個時候
[00:19:55.000 --> 00:19:58.000]  可能他很想和平
[00:19:58.000 --> 00:20:02.000]  因為你看現在以色列都很慘
[00:20:02.000 --> 00:20:05.000]  可能一直他先發制人
[00:20:05.000 --> 00:20:08.000]  我們不明白政治
[00:20:08.000 --> 00:20:10.000]  有時候說為什麼這麼殘忍
[00:20:10.000 --> 00:20:12.000]  打他們醫院
[00:20:12.000 --> 00:20:14.000]  其實你不了解
[00:20:14.000 --> 00:20:18.000]  你知道以色列要全民皆兵
[00:20:18.000 --> 00:20:21.000]  他若不全民皆兵
[00:20:21.000 --> 00:20:22.000]  他沒有了
[00:20:22.000 --> 00:20:25.000]  由六日戰爭
[00:20:25.000 --> 00:20:27.000]  復國之後
[00:20:27.000 --> 00:20:30.000]  所有阿拉伯國家已經誓言
[00:20:30.000 --> 00:20:32.000]  要推他去地中海
[00:20:32.000 --> 00:20:36.000]  其實有這麼多人打以色列
[00:20:36.000 --> 00:20:38.000]  是伊朗操控
[00:20:38.000 --> 00:20:40.000]  伊朗給他東西
[00:20:40.000 --> 00:20:42.000]  有其他國家我不說了
[00:20:42.000 --> 00:20:46.000]  他把他的基地
[00:20:46.000 --> 00:20:49.000]  把重要的東西放在醫院下面
[00:20:49.000 --> 00:20:54.000]  將醫院變成人肉擋戰牌
[00:20:54.000 --> 00:20:56.000]  以色列知道
[00:20:56.000 --> 00:21:00.000]  如果伊朗發明了核彈
[00:21:00.000 --> 00:21:02.000]  可能現在將來不是核彈
[00:21:02.000 --> 00:21:06.000]  因為核彈很快將全人類摧毀
[00:21:06.000 --> 00:21:09.000]  你想想甚至任何一個國家
[00:21:09.000 --> 00:21:13.000]  美國打去大陸或大陸打去美國
[00:21:13.000 --> 00:21:17.000]  我相信連貫很多國家都會遭災
[00:21:17.000 --> 00:21:20.000]  有人說可能住在澳洲會好些
[00:21:20.000 --> 00:21:22.000]  我妹妹姐姐住在澳洲
