
[00:00:00.000 --> 00:00:05.500]  在上一次我一月頭的sermon裡面說的部分,我提過新和舊
[00:13:15.000 --> 00:13:17.000]  我想重複那個感覺
[00:13:17.000 --> 00:13:19.000]  不知道你有沒有感覺
[00:13:19.000 --> 00:13:21.000]  例如有些人去派對
[00:13:21.000 --> 00:13:23.000]  你去派對會很開心
[00:13:23.000 --> 00:13:25.000]  如果搞派對
[00:13:25.000 --> 00:13:27.000]  我假設那些人是喜歡見的
[00:13:27.000 --> 00:13:29.000]  但通常派對完會有人有很空虛的感覺
[00:13:29.000 --> 00:13:33.000]  沒有嗎?
[00:13:33.000 --> 00:13:35.000]  如果有的人
[00:13:35.000 --> 00:13:37.000]  你覺得你會怎樣去
[00:13:37.000 --> 00:13:39.000]  有那種感覺
[00:13:39.000 --> 00:13:41.000]  再去多一次
[00:13:41.000 --> 00:13:43.000]  所以為什麼有些人那麼喜歡去酒吧
[00:13:43.000 --> 00:13:45.000]  為什麼我那麼喜歡搞派對
[00:13:45.000 --> 00:13:47.000]  那麼喜歡玩,因為我想重複那個感覺
[00:13:47.000 --> 00:13:51.000]  所以有時候危機都是這樣的
[00:13:51.000 --> 00:13:53.000]  我們很想重複一些有效的東西
[00:13:53.000 --> 00:13:55.000]  這樣是有效的
[00:13:55.000 --> 00:13:57.000]  但是剛才那段經文就提到一件事
[00:13:57.000 --> 00:13:59.000]  有時候我們很
[00:13:59.000 --> 00:14:01.000]  靠近這些事情
[00:14:01.000 --> 00:14:03.000]  我們很黏著要重複的時候
[00:14:03.000 --> 00:14:05.000]  其實有時候就會變得像緊身衣
[00:14:05.000 --> 00:14:07.000]  我變成
[00:14:07.000 --> 00:14:09.000]  上帝只可以這樣去做事
[00:14:09.000 --> 00:14:11.000]  上帝只可以按著我想的方法去做
[00:14:11.000 --> 00:14:15.000]  剛才說以色列人
[00:14:15.000 --> 00:14:17.000]  他們覺得上帝要救我
[00:14:17.000 --> 00:14:19.000]  就像窮海一樣將敵人打死
[00:14:19.000 --> 00:14:21.000]  當然如果你回去看聖經
[00:14:21.000 --> 00:14:23.000]  上帝是沒有用這個方法的
[00:14:23.000 --> 00:14:25.000]  所以為什麼
[00:14:25.000 --> 00:14:27.000]  以塞亞先知要說兩件事
[00:14:27.000 --> 00:14:29.000]  就是他們要知道
[00:14:29.000 --> 00:14:31.000]  上帝會做新的事情
[00:14:31.000 --> 00:14:35.000]  有時候人確實比較難去看到
[00:14:35.000 --> 00:14:37.000]  因為我們人
[00:14:37.000 --> 00:14:39.000]  有太多的
[00:14:39.000 --> 00:14:41.000]  背景的限制
[00:14:41.000 --> 00:14:45.000]  所以我用一個
[00:14:45.000 --> 00:14:47.000]  類比去形容
[00:14:47.000 --> 00:14:49.000]  有時候我們人看東西是會
[00:14:49.000 --> 00:14:51.000]  tunnel vision的
[00:14:51.000 --> 00:14:53.000]  我問一下有沒有人現在你physical你的眼睛真的
[00:14:53.000 --> 00:14:55.000]  tunnel vision你就看到這樣前面的
[00:14:55.000 --> 00:14:57.000]  如果有的話我建議你馬上
[00:14:57.000 --> 00:14:59.000]  麻煩你去完服務去看醫生
[00:14:59.000 --> 00:15:01.000]  不應該的你這樣眼睛有事
[00:15:01.000 --> 00:15:03.000]  白內障或者那些會有這樣的狀況
[00:15:03.000 --> 00:15:05.000]  但是
[00:15:05.000 --> 00:15:07.000]  如果你沒有
[00:15:07.000 --> 00:15:09.000]  有時候我們的spiritual
[00:15:09.000 --> 00:15:11.000]  是會有
[00:15:11.000 --> 00:15:13.000]  什麼意思呢
[00:15:13.000 --> 00:15:15.000]  tunnel vision其實
[00:15:15.000 --> 00:15:17.000]  當然如果你直譯中文
[00:15:17.000 --> 00:15:19.000]  就是叫隧道視
[00:15:19.000 --> 00:15:21.000]  你不知道說什麼
[00:15:21.000 --> 00:15:23.000]  你坐車進那條隧道
[00:15:23.000 --> 00:15:25.000]  你就會看到隧道出口
[00:15:25.000 --> 00:15:27.000]  你不會看到旁邊
[00:15:27.000 --> 00:15:29.000]  除非那條隧道有問題
[00:15:29.000 --> 00:15:31.000]  所以
[00:15:31.000 --> 00:15:33.000]  用中文的說法
[00:15:33.000 --> 00:15:35.000]  有沒有聽過井底之蛙
[00:15:35.000 --> 00:15:39.000]  我是沒有
[00:15:39.000 --> 00:15:41.000]  是有的
[00:15:41.000 --> 00:15:43.000]  我知道大家很喜歡說英文
[00:15:43.000 --> 00:15:45.000]  但也要學一下中文字
[00:15:45.000 --> 00:15:47.000]  井底之蛙就是青蛙在井底
[00:15:47.000 --> 00:15:49.000]  看上去
[00:15:49.000 --> 00:15:51.000]  他理解的世界就是那個圓形的世界
[00:15:51.000 --> 00:15:55.000]  以色列人
[00:15:55.000 --> 00:15:57.000]  也是類似這樣
[00:15:57.000 --> 00:15:59.000]  去到那個地方我只是理解到上帝的作為
[00:15:59.000 --> 00:16:01.000]  就是紅海
[00:16:01.000 --> 00:16:03.000]  或者我們剛才說
[00:16:03.000 --> 00:16:05.000]  我們的信仰
[00:16:05.000 --> 00:16:07.000]  我理解的就是
[00:16:07.000 --> 00:16:09.000]  我很興奮
[00:16:09.000 --> 00:16:11.000]  我感到很開心
[00:16:11.000 --> 00:16:13.000]  那些不是錯
[00:16:13.000 --> 00:16:15.000]  但可能那不是
[00:16:15.000 --> 00:16:17.000]  信仰的全部
[00:16:17.000 --> 00:16:19.000]  所以為什麼會用tunnel vision
[00:16:19.000 --> 00:16:21.000]  去形容呢
[00:16:21.000 --> 00:16:23.000]  因為有時候我們的視野
[00:16:23.000 --> 00:16:25.000]  就是這樣被限制了
[00:16:25.000 --> 00:16:27.000]  看看你們有沒有
[00:16:27.000 --> 00:16:29.000]  試過以下的東西
[00:16:29.000 --> 00:16:31.000]  就是在吃東西的時候
[00:16:31.000 --> 00:16:33.000]  在看手機
[00:16:33.000 --> 00:16:35.000]  吃到一塊骨頭
[00:16:35.000 --> 00:16:37.000]  顧著看手機
[00:16:37.000 --> 00:16:39.000]  吃東西
[00:16:39.000 --> 00:16:41.000]  有些人有
[00:16:41.000 --> 00:16:43.000]  有沒有人試過在走路看手機
[00:16:43.000 --> 00:16:45.000]  看見撞到某些人
[00:16:45.000 --> 00:16:47.000]  撞到某些柱子
[00:16:47.000 --> 00:16:49.000]  有的
[00:16:49.000 --> 00:16:51.000]  這個就是tunnel vision
[00:16:51.000 --> 00:16:53.000]  其中一個最直接的理解
[00:16:53.000 --> 00:16:55.000]  我很專心去看那東西
[00:16:55.000 --> 00:16:57.000]  以致我完全看不到
[00:16:57.000 --> 00:16:59.000]  那東西
[00:16:59.000 --> 00:17:01.000]  當然我們說
[00:17:01.000 --> 00:17:03.000]  很多時候是因為我們資源上的缺乏
[00:17:03.000 --> 00:17:05.000]  或者我們環境的限制
[00:17:05.000 --> 00:17:07.000]  所以剛才不是說
[00:17:07.000 --> 00:17:09.000]  以色列人和難民
[00:17:09.000 --> 00:17:11.000]  大家對他們來說如果用難民的心態
[00:17:11.000 --> 00:17:13.000]  我們會明白為什麼聖經裡面
[00:17:13.000 --> 00:17:15.000]  為什麼上帝經常叫人看新的事情
[00:17:15.000 --> 00:17:17.000]  因為在一個crisis裡面
[00:17:17.000 --> 00:17:19.000]  我的眼睛真的只能夠看著
[00:17:19.000 --> 00:17:21.000]  我眼前的困難
[00:17:21.000 --> 00:17:23.000]  所以上帝
[00:17:23.000 --> 00:17:25.000]  所以二賽亞書說的經文就是說
[00:17:25.000 --> 00:17:27.000]  他要看一件新的事情是什麼
[00:17:27.000 --> 00:17:29.000]  他說就是
[00:17:29.000 --> 00:17:31.000]  礦業裡面開道路
[00:17:31.000 --> 00:17:33.000]  沙漠裡面開江河
[00:17:33.000 --> 00:17:37.000]  如果我們去看
[00:17:37.000 --> 00:17:39.000]  經文裡面說發現這個字
[00:17:39.000 --> 00:17:41.000]  你看到英文是spring up 即是生長
[00:17:41.000 --> 00:17:43.000]  其實整個十九節
[00:17:43.000 --> 00:17:45.000]  是一個整個的
[00:17:45.000 --> 00:17:47.000]  imagery
[00:17:47.000 --> 00:17:49.000]  一個現象是什麼呢
[00:17:49.000 --> 00:17:51.000]  正常的沙漠是不會生東西的
