
[00:00:00.000 --> 00:00:02.400]  各位主愛裏面的弟兄姊妹
[00:02:36.800 --> 00:02:39.000]  他們由聽上帝的吩咐
[00:02:39.000 --> 00:02:41.200]  變為聽自己的需要
[00:02:41.200 --> 00:02:44.400]  只是看到眼前對自己沒有利益的東西
[00:02:44.400 --> 00:02:47.400]  就開始埋怨、不滿、不服
[00:02:47.400 --> 00:02:50.600]  計較、比較甚至投訴
[00:02:50.600 --> 00:02:52.000]  面對這班人
[00:02:52.000 --> 00:02:54.800]  慈愛公義的上帝有耐性
[00:02:54.800 --> 00:02:57.600]  對他們有提醒、有懲罰
[00:02:57.600 --> 00:02:59.400]  也都透過律例
[00:02:59.400 --> 00:03:02.400]  讓他們知道自己是犯罪
[00:03:02.400 --> 00:03:05.000]  沒有放棄過他們
[00:03:05.000 --> 00:03:07.400]  上帝已經跟他們納了藥
[00:03:07.400 --> 00:03:09.400]  給了認許他們
[00:03:09.400 --> 00:03:12.800]  問題是他們在生活目標的優先次序
[00:03:12.800 --> 00:03:14.200]  究竟擺什麼
[00:03:14.200 --> 00:03:20.000]  如何選擇回應上帝帶領一起進入認許地
[00:03:20.000 --> 00:03:23.600]  舊約以色列人的延伸就是新約的教會
[00:03:23.600 --> 00:03:27.200]  即是你和我一班相信耶穌的人
[00:03:27.200 --> 00:03:28.600]  我們信了主
[00:03:28.600 --> 00:03:30.400]  走出了黑暗之後
[00:03:30.400 --> 00:03:31.400]  現在是努力
[00:03:31.400 --> 00:03:33.800]  走在這條光明救恩
[00:03:33.800 --> 00:03:35.800]  好像曠野的旅程
[00:03:35.800 --> 00:03:38.200]  向著新天新地進發
[00:03:38.200 --> 00:03:41.800]  等耶穌再來跟祂同享大賢直
[00:03:41.800 --> 00:03:45.400]  我們要從文素機去學習以此為鑑
[00:03:45.400 --> 00:03:47.400]  不要步他們的後塵
[00:03:47.400 --> 00:03:49.600]  要持續敬畏上帝
[00:03:49.600 --> 00:03:51.800]  單單聽上帝的話
[00:03:51.800 --> 00:03:53.400]  做好準備
[00:03:53.400 --> 00:03:57.200]  知道自己基督徒的職責和界限
[00:03:57.200 --> 00:03:59.400]  努力向前行
[00:03:59.400 --> 00:04:03.200]  即是有沒有在做今天第八章的提醒
[00:04:03.200 --> 00:04:05.000]  分別為聖
[00:04:05.000 --> 00:04:07.200]  轉眼為異
[00:04:07.200 --> 00:04:09.000]  現實告訴我們知道
[00:04:09.000 --> 00:04:11.800]  我們關心是先看後聽
[00:04:11.800 --> 00:04:14.200]  不是先聽後看
[00:04:14.200 --> 00:04:16.400]  例如聽崇拜講道
[00:04:16.400 --> 00:04:19.400]  很容易先用自己的認知框架
[00:04:19.400 --> 00:04:21.000]  去看誰在講
[00:04:21.000 --> 00:04:22.400]  判斷一下聽不聽
[00:04:22.400 --> 00:04:23.600]  用不用時間去聽
[00:04:23.600 --> 00:04:25.600]  因為時間很寶貴
[00:04:25.600 --> 00:04:28.400]  即是選擇講完去聽崇拜
[00:04:28.400 --> 00:04:30.200]  團契主日學
[00:04:30.200 --> 00:04:32.200]  不是為了聽上帝的道
[00:04:32.200 --> 00:04:35.000]  去回去去學
[00:04:35.000 --> 00:04:36.200]  沒有領受
[00:04:36.200 --> 00:04:37.800]  就會質疑那個講完
[00:04:37.800 --> 00:04:42.000]  而不是質疑自己見上帝心態
[00:04:42.000 --> 00:04:43.800]  我以前也是這樣
[00:04:43.800 --> 00:04:45.200]  不出奇
[00:04:45.200 --> 00:04:47.200]  因為我們人是有限
[00:04:47.200 --> 00:04:49.800]  成長學的就是批判思維
[00:04:49.800 --> 00:04:52.000]  習慣理性分析
[00:04:52.000 --> 00:04:54.600]  多過用心去聽無限的上帝
[00:04:54.600 --> 00:04:56.600]  對我們每一個人說話
[00:04:56.600 --> 00:04:59.200]  真是無可厚非
[00:04:59.200 --> 00:05:01.000]  但是想深一層
[00:05:01.000 --> 00:05:02.200]  創造世界
[00:05:02.200 --> 00:05:04.000]  掌管萬有的上帝
[00:05:04.000 --> 00:05:06.400]  先是講給人聽和看著人
[00:05:06.400 --> 00:05:08.400]  我們是受造物
[00:05:08.400 --> 00:05:12.400]  是應該謙卑敬畏地聽上帝講
[00:05:12.400 --> 00:05:13.400]  感恩
[00:05:13.400 --> 00:05:16.400]  祂讓我們自由去選擇
[00:05:16.400 --> 00:05:18.600]  去回應做不做
[00:05:18.600 --> 00:05:21.200]  但是當然自己要負責
[00:05:21.200 --> 00:05:22.600]  先後次序
[00:05:22.600 --> 00:05:25.000]  是上帝先講給人聽
[00:05:25.000 --> 00:05:27.800]  人聽了之後去回應上帝
[00:05:27.800 --> 00:05:30.400]  和上帝互動
[00:05:30.400 --> 00:05:31.800]  其實舊約摩西五經
[00:05:31.800 --> 00:05:34.400]  就是上帝和人講的啟示
[00:05:34.400 --> 00:05:38.000]  吩咐、命令、引導、責備
[00:05:38.000 --> 00:05:39.600]  人是要聽
[00:05:39.600 --> 00:05:41.400]  文素記也不例外
[00:05:41.400 --> 00:05:43.200]  它希伯來文第一個字就是
[00:05:43.200 --> 00:05:45.200]  「耶和華說」
[00:05:45.200 --> 00:05:47.800]  即是聖潔的上帝和我們說話
[00:05:47.800 --> 00:05:50.200]  我們基本的責任是自潔
[00:05:50.200 --> 00:05:52.800]  才可以站在聖潔的上帝面前
[00:05:52.800 --> 00:05:54.600]  聽吩咐
[00:05:54.600 --> 00:05:57.600]  人非聖潔不能見主面
[00:05:57.600 --> 00:05:59.600]  耶穌親自提醒
[00:05:59.600 --> 00:06:02.800]  有耳可聽的就應當聽
[00:06:02.800 --> 00:06:07.400]  聽上帝之道而遵守的人有福
[00:06:07.400 --> 00:06:10.400]  第八章二十六節的經文
[00:06:10.400 --> 00:06:12.600]  正正就是上帝和以色列人
[00:06:12.600 --> 00:06:14.400]  講的三個吩咐
[00:06:14.400 --> 00:06:18.200]  摩西祭司利美人全會眾都要聽
[00:06:18.200 --> 00:06:22.400]  一至四節吩咐祭司點燈照光回望
[00:06:22.400 --> 00:06:24.600]  五至二十二節吩咐利美人
[00:06:24.600 --> 00:06:27.000]  要潔淨進入回望
[00:06:27.000 --> 00:06:28.200]  二十三到二十六節
[00:06:28.200 --> 00:06:31.800]  吩咐回望侍奉要有界限
[00:06:31.800 --> 00:06:34.400]  即是侍奉的人無論是誰
[00:06:34.400 --> 00:06:37.400]  都要敬畏上帝謙卑自己
[00:06:37.400 --> 00:06:39.400]  先聽上帝的吩咐
[00:06:39.400 --> 00:06:40.600]  潔淨自己
[00:06:40.600 --> 00:06:44.000]  進入上帝同在的回望去侍奉
[00:06:44.000 --> 00:06:47.600]  祭司要跟從上帝要求的方法點燈
[00:06:47.600 --> 00:06:49.800]  照光回望內部
[00:06:49.800 --> 00:06:51.800]  利美人要潔淨自己
[00:06:51.800 --> 00:06:53.200]  分別為聖
[00:06:53.200 --> 00:06:54.400]  設界限
[00:06:54.400 --> 00:06:57.000]  走進回望去侍奉
[00:06:57.000 --> 00:06:59.000]  上一章已經交代了
[00:06:59.000 --> 00:07:00.400]  摩西清楚知道
[00:07:00.400 --> 00:07:03.000]  上帝在回望和她一起
[00:07:03.000 --> 00:07:05.600]  各個族長奉獻所有祭物之後
[00:07:05.600 --> 00:07:07.800]  摩西主動走進回望
[00:07:07.800 --> 00:07:11.000]  她在聖所至聖所萬紫前面
[00:07:11.000 --> 00:07:15.200]  打算開口跟上帝說話的時候
[00:07:15.200 --> 00:07:20.000]  她聽到法櫃的私人座上有聲音
[00:07:20.000 --> 00:07:24.000]  就是上帝跟摩西說話
[00:07:24.000 --> 00:07:27.000]  摩西只有一件事可以做
[00:07:27.000 --> 00:07:28.600]  是什麼?
[00:07:28.600 --> 00:07:31.000]  就是聽
[00:07:31.000 --> 00:07:33.800]  我們一起謙卑自己
[00:07:33.800 --> 00:07:36.800]  敬畏地聽上帝的說話
[00:07:36.800 --> 00:07:38.800]  耶和華曉遇摩西說
[00:07:38.800 --> 00:07:40.600]  你告訴阿倫說
[00:07:40.600 --> 00:07:41.600]  點燈的時候
[00:07:41.600 --> 00:07:45.400]  七盞燈都要向燈台前面發光
[00:07:45.400 --> 00:07:47.600]  阿倫便這樣行
[00:07:47.600 --> 00:07:49.400]  他點燈台上的燈
[00:07:49.400 --> 00:07:51.200]  使燈向前發光
[00:07:51.200 --> 00:07:54.400]  是照耶和華所吩咐摩西的
[00:07:54.400 --> 00:07:58.200]  這燈台的做法是用金紙除出來的
[00:07:58.200 --> 00:08:01.800]  連座大花都是除出來的
[00:08:01.800 --> 00:08:04.400]  這裡聽到上帝吩咐的第一點
[00:08:04.400 --> 00:08:08.200]  祭司要照耶和華所指示點燈的方法
[00:08:08.200 --> 00:08:10.400]  令燈台發光
[00:08:10.400 --> 00:08:11.800]  上帝清楚吩咐
[00:08:11.800 --> 00:08:15.400]  可以進入聖所的祭司點燈的方法
[00:08:15.400 --> 00:08:17.600]  要向前發光
[00:08:17.600 --> 00:08:19.000]  摩西的回應
[00:08:19.000 --> 00:08:21.000]  就是聽耶和華的命令
[00:08:21.000 --> 00:08:23.600]  告訴阿倫怎樣點燈
[00:08:23.600 --> 00:08:25.800]  沒有加自己的意思
[00:08:25.800 --> 00:08:30.000]  其實上帝早已吩咐摩西怎樣製造燈台
[00:08:30.000 --> 00:08:33.400]  摩西聽上帝指示的樣式
[00:08:33.400 --> 00:08:37.400]  用金除出連座大花的燈台
[00:08:37.400 --> 00:08:39.200]  摩西要很用心
[00:08:39.200 --> 00:08:42.800]  聽清楚上帝指示的圖樣
[00:08:42.800 --> 00:08:45.000]  用除在金上面
[00:08:45.000 --> 00:08:47.400]  做出很細緻的燈台
[00:08:47.400 --> 00:08:48.800]  而阿倫的回應
[00:08:48.800 --> 00:08:51.400]  就是用心聽摩西的命令
[00:08:51.400 --> 00:08:53.200]  照耶和華的吩咐
[00:08:53.200 --> 00:08:55.600]  點著聖所金台上
[00:08:55.600 --> 00:08:57.200]  的七盞燈
[00:08:57.200 --> 00:08:58.600]  清楚目的
[00:08:58.600 --> 00:09:01.600]  是要向前發光
[00:09:01.600 --> 00:09:04.200]  照光回望內部
[00:09:04.200 --> 00:09:06.400]  阿倫的回應是什麼?
[00:09:06.400 --> 00:09:07.800]  第三節
[00:09:07.800 --> 00:09:10.400]  辯者讓行
[00:09:10.400 --> 00:09:12.400]  強調跟隨上帝的帶領
[00:09:12.400 --> 00:09:14.600]  就是用心聽清楚
[00:09:14.600 --> 00:09:16.800]  上帝指示的樣式
[00:09:16.800 --> 00:09:18.200]  照做
[00:09:18.200 --> 00:09:20.200]  不是用自己有限的習慣
[00:09:20.200 --> 00:09:22.000]  或者想法去做
[00:09:22.000 --> 00:09:22.800]  大家記不記得
[00:09:22.800 --> 00:09:24.800]  上年啟示錄第一章
[00:09:24.800 --> 00:09:26.400]  說過七個燈台
[00:09:26.400 --> 00:09:28.200]  就是七個教會
[00:09:28.200 --> 00:09:30.200]  教會是要按上帝指示
[00:09:30.200 --> 00:09:31.800]  祭司點燈的方法
[00:09:31.800 --> 00:09:33.400]  向前發光
[00:09:33.400 --> 00:09:35.200]  這是分別為勝
[00:09:35.200 --> 00:09:37.200]  很重要的起點
[00:09:37.200 --> 00:09:39.800]  舊約上帝揀選祭司
[00:09:39.800 --> 00:09:42.400]  新約揀選我們
[00:09:42.400 --> 00:09:44.800]  不是祭司習慣怎樣做
[00:09:44.800 --> 00:09:46.800]  是做什麼
[00:09:46.800 --> 00:09:50.200]  是祭司有沒有用上帝吩咐的方法
[00:09:50.200 --> 00:09:53.200]  照光回望內部
[00:09:53.200 --> 00:09:54.400]  一節細節
[00:09:54.400 --> 00:09:56.400]  其實是一個很好的提醒
[00:09:56.400 --> 00:09:59.200]  上帝不是問我們為祂做了多少
[00:09:59.200 --> 00:10:02.000]  做到多少
[00:10:02.000 --> 00:10:03.400]  而是問我們
[00:10:03.400 --> 00:10:05.800]  肯不肯用上帝吩咐的方法
[00:10:05.800 --> 00:10:07.600]  給上帝的話
[00:10:07.600 --> 00:10:09.200]  照光聖殿
[00:10:09.200 --> 00:10:11.800]  照一下我們現在的生命情況
[00:10:11.800 --> 00:10:13.800]  教會的真實情況
[00:10:13.800 --> 00:10:15.400]  因為我們每一個人的身體
[00:10:15.400 --> 00:10:18.800]  就是上帝的電
[00:10:18.800 --> 00:10:20.000]  好像手機鏡頭
[00:10:20.000 --> 00:10:23.000]  要抹乾淨給光線照進去
[00:10:23.000 --> 00:10:25.200]  我們每一個人都用手機拍照
[00:10:25.200 --> 00:10:28.600]  但是鏡頭經常被手指印弄髒
[00:10:28.600 --> 00:10:30.600]  拍出來不夠清
[00:10:30.600 --> 00:10:31.800]  問題是什麼
[00:10:31.800 --> 00:10:33.200]  是手機不夠好
[00:10:33.200 --> 00:10:35.400]  還是鏡頭太髒
[00:10:35.400 --> 00:10:38.000]  有時候我們覺得人生真的很模糊
[00:10:38.000 --> 00:10:39.600]  方向很亂
[00:10:39.600 --> 00:10:42.200]  很多時候不是上帝的光不夠
[00:10:42.200 --> 00:10:45.000]  而是我們的鏡頭太多髒東西
[00:10:45.000 --> 00:10:47.000]  例如犯錯不應
[00:10:47.000 --> 00:10:48.200]  自以為意
[00:10:48.200 --> 00:10:49.200]  貪心
[00:10:49.200 --> 00:10:50.000]  懶惰
[00:10:50.000 --> 00:10:50.800]  說謊
[00:10:50.800 --> 00:10:51.400]  驕傲
[00:10:51.400 --> 00:10:52.800]  拖延
[00:10:52.800 --> 00:10:56.400]  我們肯不肯讓上帝抹一抹我們的眼睛
[00:10:56.400 --> 00:10:59.200]  讓自己反映出上帝的樣式
[00:10:59.200 --> 00:11:03.600]  讓上帝的光照清楚自己內心的灰暗
[00:11:03.600 --> 00:11:06.200]  謙卑地認罪悔改
[00:11:06.200 --> 00:11:08.200]  承認自己真的有罪
[00:11:08.200 --> 00:11:11.400]  很需要上帝
[00:11:11.400 --> 00:11:12.800]  弟兄姊妹
[00:11:12.800 --> 00:11:14.800]  你們生命的鏡頭
[00:11:14.800 --> 00:11:16.000]  就是眼睛
[00:11:16.000 --> 00:11:18.000]  肉眼和心眼
[00:11:18.000 --> 00:11:20.800]  有沒有一些東西你知道上帝不喜悅
[00:11:20.800 --> 00:11:23.600]  但一直不肯讓上帝抹走
[00:11:23.600 --> 00:11:25.600]  好像不肯說對不起
[00:11:25.600 --> 00:11:27.600]  不肯寬恕人
[00:11:27.600 --> 00:11:30.800]  錯通常是別人對方有責任
[00:11:30.800 --> 00:11:34.000]  自己就沒有責任去反省
[00:11:34.000 --> 00:11:36.600]  你的眼睛就是身體的燈
[00:11:36.600 --> 00:11:38.200]  當你的眼睛明亮
[00:11:38.200 --> 00:11:39.800]  全身就光明
[00:11:39.800 --> 00:11:41.000]  當眼睛昏花
[00:11:41.000 --> 00:11:42.600]  全身就黑暗
[00:11:42.600 --> 00:11:44.400]  所以你要注意
[00:11:44.400 --> 00:11:48.600]  免得你裡面的光暗了
[00:11:48.600 --> 00:11:50.200]  第一個小潔
[00:11:50.200 --> 00:11:52.800]  我們基督徒的生活態度
[00:11:52.800 --> 00:11:56.200]  是要全敬畏上帝謙卑的心
[00:11:56.200 --> 00:11:59.200]  去聽清楚上帝吩咐的樣式
[00:11:59.200 --> 00:12:01.000]  向前發光
[00:12:01.000 --> 00:12:05.000]  不是聽自己的方式
[00:12:05.000 --> 00:12:06.600]  去到第5至22節
[00:12:06.600 --> 00:12:08.400]  我邀請大家
[00:12:08.400 --> 00:12:10.600]  看到金色的字就我讀
[00:12:10.600 --> 00:12:12.400]  藍色的字就一起讀
[00:12:12.400 --> 00:12:14.800]  因為都很長
[00:12:14.800 --> 00:12:16.800]  耶和華曉遇摩西說
[00:12:16.800 --> 00:12:20.800]  從以色列人中選出利美人來潔淨他們
[00:12:20.800 --> 00:12:23.000]  潔淨他們當這樣行
[00:12:23.000 --> 00:12:25.800]  用除罪水彈在他們身上
[00:12:25.800 --> 00:12:28.800]  又叫他們用剃頭刀刮全身
[00:12:28.800 --> 00:12:31.200]  洗衣服潔淨自己
[00:12:31.200 --> 00:12:33.400]  然後叫他們取一隻公牛毒
[00:12:33.400 --> 00:12:35.200]  並銅獻的掃祭
[00:12:35.200 --> 00:12:37.800]  就是調油的細面
[00:12:37.800 --> 00:12:39.800]  你要另取一隻公牛毒
[00:12:39.800 --> 00:12:42.200]  作贖罪祭
[00:12:42.200 --> 00:12:45.000]  將利美人奉到會幕前
[00:12:45.000 --> 00:12:47.400]  焦聚以色列傳媒中
[00:12:47.400 --> 00:12:50.400]  將利美人奉到耶和華面前
[00:12:50.400 --> 00:12:54.000]  以色列人要按守在他們頭上
[00:12:54.000 --> 00:12:57.400]  阿倫也將他們奉到耶和華面前
[00:12:57.400 --> 00:13:00.200]  為以色列人當作遙祭
[00:13:00.200 --> 00:13:03.800]  使他們好辦耶和華的事
[00:13:03.800 --> 00:13:08.000]  利美人要按守在那兩隻牛的頭上
[00:13:08.000 --> 00:13:10.800]  你要將一隻作贖罪祭
[00:13:10.800 --> 00:13:12.600]  一隻作反祭
[00:13:12.600 --> 00:13:16.400]  獻給耶和華為利美人贖罪
[00:13:16.400 --> 00:13:18.000]  你也要使利美人
[00:13:18.000 --> 00:13:21.200]  站在阿倫和他兒子面前
[00:13:21.200 --> 00:13:25.600]  將他們當作遙祭奉給耶和華
[00:13:25.600 --> 00:13:27.600]  這樣你從以色列人中
[00:13:27.600 --> 00:13:30.000]  將利美人分別出來
[00:13:30.000 --> 00:13:32.400]  利美人便要歸我
[00:13:32.400 --> 00:13:35.800]  此後利美人要進去辦會幕的事
[00:13:35.800 --> 00:13:37.600]  你要潔淨他們
[00:13:37.600 --> 00:13:40.200]  將他們當作遙祭奉上
[00:13:40.200 --> 00:13:44.200]  因為他們是從以色列人中傳言給我的
[00:13:44.200 --> 00:13:46.200]  我揀選他們歸我
[00:13:46.200 --> 00:13:50.400]  是代替以色列人中一切投生的
[00:13:50.400 --> 00:13:53.000]  以色列人中一切投生的
[00:13:53.000 --> 00:13:56.000]  連人大生畜都是我的
[00:13:56.000 --> 00:14:00.000]  我在埃及地擊殺一切投生的那天
[00:14:00.000 --> 00:14:02.800]  將他們分別為聖歸我
[00:14:02.800 --> 00:14:04.400]  我揀選利美人
[00:14:04.400 --> 00:14:08.000]  代替以色列人中一切投生的
[00:14:08.000 --> 00:14:10.600]  我從以色列人中將利美人
[00:14:10.600 --> 00:14:14.400]  當作賞賜給阿倫和他兒子
[00:14:14.400 --> 00:14:17.800]  在活埋中辦以色列人的事
[00:14:17.800 --> 00:14:20.400]  又以以色列人贖罪
[00:14:20.400 --> 00:14:23.000]  免得他們挨近聖所
[00:14:23.000 --> 00:14:27.200]  有災殃臨到他們中間
[00:14:27.200 --> 00:14:30.600]  摩西阿倫並以色列傳會中
[00:14:30.600 --> 00:14:33.000]  便向利美人如此行
[00:14:33.000 --> 00:14:37.600]  凡耶和華指著利美人所吩咐摩西的
[00:14:37.600 --> 00:14:40.600]  以色列人便向他們這樣行
[00:14:40.600 --> 00:14:42.800]  於是利美人潔淨自己
[00:14:42.800 --> 00:14:45.000]  除了罪洗了衣服
[00:14:45.000 --> 00:14:49.000]  阿倫將他們當作饒祭奉到耶和華面前
[00:14:49.000 --> 00:14:53.200]  又為他們贖罪潔淨他們
[00:14:53.200 --> 00:14:55.600]  然後利美人進去
[00:14:55.600 --> 00:14:58.400]  在阿倫和他兒子面前
[00:14:58.400 --> 00:15:00.800]  在會幕中辦事
[00:15:00.800 --> 00:15:04.800]  耶和華指著利美人怎樣吩咐摩西
[00:15:04.800 --> 00:15:09.000]  以色列人就這樣向他們行了
[00:15:09.000 --> 00:15:12.200]  哇 5至22節
[00:15:12.200 --> 00:15:15.400]  我們聽到上帝吩咐第二點
[00:15:15.400 --> 00:15:18.800]  被揀選的利美人要潔淨
[00:15:18.800 --> 00:15:22.400]  上帝清楚吩咐摩西揀選利美人
[00:15:22.400 --> 00:15:26.000]  他們是要先經過一個完整的潔淨禮
[00:15:26.000 --> 00:15:31.400]  第一 先由摩西用除罪水潔淨利美人
[00:15:31.400 --> 00:15:34.000]  潔淨他們禮儀上的不潔
[00:15:34.000 --> 00:15:39.000]  第二 利美人自己要全身剃毛洗衣服
[00:15:39.000 --> 00:15:40.600]  潔淨自己
[00:15:40.600 --> 00:15:43.400]  栽獻贖罪祭和犯祭
[00:15:43.400 --> 00:15:46.400]  潔淨生活上嚴重的不潔
[00:15:46.400 --> 00:15:50.600]  第三 以色列人按手在利美人頭上
[00:15:50.600 --> 00:15:54.200]  將利美人奉獻給耶和華作饒祭
[00:15:54.200 --> 00:15:56.600]  作活祭物
[00:15:56.600 --> 00:16:00.000]  剃全以色列人中一切頭身
[00:16:00.000 --> 00:16:03.400]  專心獻給上帝服侍
[00:16:03.400 --> 00:16:04.400]  時間關係
[00:16:04.400 --> 00:16:08.600]  有關各種祭禮地可以自由重溫利美記
[00:16:08.600 --> 00:16:11.200]  潔淨利美人被分別出來
[00:16:11.200 --> 00:16:14.000]  不是升他們做特別階級
[00:16:14.000 --> 00:16:19.200]  而是全個群體同心的獻給聖潔的上帝
[00:16:19.200 --> 00:16:23.600]  利美人不再聽自己和世界的聲音去計劃人生
[00:16:23.600 --> 00:16:26.800]  而是聽從上帝的聲音帶領
[00:16:26.800 --> 00:16:28.400]  被分別出來
[00:16:28.400 --> 00:16:33.600]  自願地走入光裡面去服侍上帝 服侍百姓
[00:16:33.600 --> 00:16:36.200]  這裡是一個很重要的提醒
[00:16:36.200 --> 00:16:39.800]  是整體分別為性的潔淨
[00:16:39.800 --> 00:16:42.200]  包括個人和群體
[00:16:42.200 --> 00:16:44.000]  我們要合一同心
[00:16:44.000 --> 00:16:48.000]  不單單只是自己和上帝有一個很親密的關係
[00:16:48.000 --> 00:16:51.600]  同時我們也需要群體合一地去分辨
[00:16:51.600 --> 00:16:54.800]  這就是上帝帶領我們的聲音
[00:16:54.800 --> 00:16:58.000]  避免自以為是 自以為異
[00:16:58.000 --> 00:17:00.600]  引發衝突和不和
[00:17:00.600 --> 00:17:03.800]  今天 你和我都是新約的祭司
[00:17:03.800 --> 00:17:06.800]  上帝不是只選牧者傳道人
[00:17:06.800 --> 00:17:10.600]  是選擇所有屬於祂的人分別為性
[00:17:10.600 --> 00:17:12.600]  人受了聖靈感動
[00:17:12.600 --> 00:17:14.400]  在內心信耶穌
[00:17:14.400 --> 00:17:17.000]  在群體中公開受洗
[00:17:17.000 --> 00:17:20.400]  同主同死同埋葬同復活
[00:17:20.400 --> 00:17:22.600]  成為新造的人
[00:17:22.600 --> 00:17:27.200]  重新每一天過基督教道的樣式生活
[00:17:27.200 --> 00:17:31.000]  好像穿上手術袍的醫生和醫護團隊
[00:17:31.000 --> 00:17:33.200]  進入手術室前
[00:17:33.200 --> 00:17:36.000]  他們一定是洗手消毒
[00:17:36.000 --> 00:17:39.600]  穿上手術袍、戴口罩、手套
[00:17:39.600 --> 00:17:41.800]  一旦他們進入手術室
[00:17:41.800 --> 00:17:45.200]  他們不會再做無關的事
[00:17:45.200 --> 00:17:49.200]  因為他們意識他們在一個神聖特別的環境
[00:17:49.200 --> 00:17:53.200]  手術袍代表那一刻他們分別出離
[00:17:53.200 --> 00:17:54.800]  只有一個目的
[00:17:54.800 --> 00:17:57.600]  就是救人
[00:17:57.600 --> 00:17:58.600]  同樣
[00:17:58.600 --> 00:18:01.400]  上帝將舊約的利未人
[00:18:01.400 --> 00:18:05.400]  延伸到新約的基督徒分別出離
[00:18:05.400 --> 00:18:08.600]  讓我們穿上一個新的身份
[00:18:08.600 --> 00:18:11.000]  就是神兒女的身份
[00:18:11.000 --> 00:18:13.800]  不再只是為自己打算
[00:18:13.800 --> 00:18:18.000]  而是為上帝的家、為人的靈魂去付出
[00:18:18.000 --> 00:18:19.800]  弟兄姊妹
[00:18:19.800 --> 00:18:23.200]  你們何時會穿起這件袍?
[00:18:23.200 --> 00:18:25.600]  不要只是回教會才穿
[00:18:25.600 --> 00:18:27.000]  其實無時無刻
[00:18:27.000 --> 00:18:30.800]  我們都穿著這件分別為聖的身袍
[00:18:30.800 --> 00:18:34.800]  言行合一地做基督的跟隨者
[00:18:34.800 --> 00:18:40.200]  小心脫下變回一個不信過沒有上帝的生活
