
[00:00:00.000 --> 00:00:03.160]   (electronic clicking)
[00:05:56.640 --> 00:05:59.880]   a lot quicker and automatically better than in the Synology,
[00:05:59.880 --> 00:06:02.820]   where I had to create directories first.
[00:06:02.820 --> 00:06:04.840]   As a media server, they're pretty much even,
[00:06:04.840 --> 00:06:06.720]   and as a mail server, even still,
[00:06:06.720 --> 00:06:09.920]   but as a download server, the Synology was a little better.
[00:06:09.920 --> 00:06:13.680]   I think it just gave more license to do more things
[00:06:13.680 --> 00:06:15.020]   as a download station.
[00:06:15.020 --> 00:06:17.600]   But the WD did hold its own very, very well.
[00:06:17.600 --> 00:06:20.280]   As an image backup for you Apple Time Machine users
[00:06:20.280 --> 00:06:23.300]   out there, both of these units are completely compatible
[00:06:23.300 --> 00:06:24.660]   with Apple Time Machine.
[00:06:24.660 --> 00:06:29.080]   However, the WD lets you create those images
[00:06:29.080 --> 00:06:32.440]   with the Apple software, whereas with the Synology,
[00:06:32.440 --> 00:06:35.000]   they're phasing out the Apple Time Machine app
[00:06:35.000 --> 00:06:37.620]   in their app store, and slowly but surely,
[00:06:37.620 --> 00:06:39.960]   as many of you may have known about the DS216J
[00:06:39.960 --> 00:06:43.600]   in previous reviews, that the image software
[00:06:43.600 --> 00:06:45.220]   that the Synology comes with is becoming
[00:06:45.220 --> 00:06:47.580]   just more compatible with Apple Time Machine.
[00:06:47.580 --> 00:06:49.960]   The Apple Time Machine app is slowly disappearing
[00:06:49.960 --> 00:06:52.460]   from the app store, but apart from that,
[00:06:52.460 --> 00:06:54.420]   the units are very, very similar indeed.
[00:06:54.420 --> 00:06:57.380]   Last quick mention, the WD My Cloud arrives
[00:06:57.380 --> 00:07:00.620]   with a Plex Media app available to be installed.
[00:07:00.620 --> 00:07:03.700]   Now, they both have that, but you have to kind of install
[00:07:03.700 --> 00:07:08.340]   it externally with the DS216J via the DSM PC
[00:07:08.340 --> 00:07:11.660]   and get the installation file and install it.
[00:07:11.660 --> 00:07:13.700]   Now, neither of these units can transcode,
[00:07:13.700 --> 00:07:15.820]   as I've mentioned earlier in the video,
[00:07:15.820 --> 00:07:18.240]   but just because that Plex Media app
[00:07:18.240 --> 00:07:19.740]   and the way it was running things,
[00:07:19.740 --> 00:07:21.700]   and of course that hardware behind it,
[00:07:21.700 --> 00:07:24.920]   software-wise, if you're going for just traditional means
[00:07:24.920 --> 00:07:27.740]   for your NAS use, go for the WD.
[00:07:27.740 --> 00:07:30.900]   Those small jobs, you know, you want them done well.
[00:07:30.900 --> 00:07:32.040]   You don't need them quickly.
[00:07:32.040 --> 00:07:32.980]   If you were looking at quickly,
[00:07:32.980 --> 00:07:35.720]   you wouldn't have been looking at budget NASes like these,
[00:07:35.720 --> 00:07:38.620]   these cost-effective NASes, but between the two of them,
[00:07:38.620 --> 00:07:41.220]   for those core NAS needs, I've got to give this
[00:07:41.220 --> 00:07:45.540]   to the WD, with the caveat that the Synology
[00:07:45.540 --> 00:07:48.500]   has a huge app store by comparison.
[00:07:48.500 --> 00:07:50.740]   You can do far more diverse things with it.
[00:07:50.740 --> 00:07:55.660]   There's Torrent, other FTP, other mouse server options.
[00:07:55.660 --> 00:07:58.700]   There's music sharing apps that you wouldn't get on the WD,
[00:07:58.700 --> 00:08:00.340]   and of course, educational apps as well,
[00:08:00.340 --> 00:08:01.800]   but they can be a little temperamental
[00:08:01.800 --> 00:08:03.660]   and they are mixed among beaters.
[00:08:03.660 --> 00:08:07.140]   With that phasing out of Apple Time Machine,
[00:08:07.140 --> 00:08:08.820]   it has put a lot of people off, but it has to be said,
[00:08:08.820 --> 00:08:10.440]   it does hold its own, and if you're looking
[00:08:10.440 --> 00:08:13.300]   for things outside of the traditional means
[00:08:13.300 --> 00:08:16.700]   of using a NAS, slightly more experimental by comparison,
[00:08:16.700 --> 00:08:18.260]   then definitely go for the Synology.
[00:08:18.260 --> 00:08:21.420]   So in many respects, for me, the WD did win
[00:08:21.420 --> 00:08:23.380]   in terms of use in the traditional sense,
[00:08:23.380 --> 00:08:25.840]   but overall, it's got to be a draw.
[00:08:25.840 --> 00:08:28.140]   Now, wrapping this comparison up,
[00:08:28.140 --> 00:08:29.540]   we can say they've both got two years
[00:08:29.540 --> 00:08:31.420]   of manufacturer's warranty, so if there's any hardware
[00:08:31.420 --> 00:08:34.900]   problems whatsoever, both respective manufacturers
[00:08:34.900 --> 00:08:36.880]   will cover you for that two-year period.
[00:08:36.880 --> 00:08:40.260]   Now, for power consumption, the WD utilised 14.1 watts
[00:08:40.260 --> 00:08:43.100]   whilst in access, and 4.22 watts whilst
[00:08:43.100 --> 00:08:45.020]   in hard drive hibernation, that is low power
[00:08:45.020 --> 00:08:48.020]   not being used idle, whereas the Synology utilised
[00:08:48.020 --> 00:08:52.180]   14.85 watts whilst in access, and 6.95 watts
[00:08:52.180 --> 00:08:54.020]   whilst in that hibernation standby,
[00:08:54.020 --> 00:08:55.480]   whatever you want to call it.
[00:08:55.480 --> 00:08:59.340]   So, less power was utilised by the WD,
[00:08:59.340 --> 00:09:01.860]   which I found a little bit surprising to be honest,
[00:09:01.860 --> 00:09:04.420]   'cause I thought Synology had really trimmed things down
[00:09:04.420 --> 00:09:05.820]   with the 216J.
[00:09:05.820 --> 00:09:08.620]   Nevertheless, I've got to give that round to the WD as well,
[00:09:08.620 --> 00:09:12.140]   and again, I'm as surprised as you are by this comparison.
[00:09:12.140 --> 00:09:15.180]   Finally, let's talk about read and write speed,
[00:09:15.180 --> 00:09:18.020]   with such similar chips, and not much of a difference
[00:09:18.020 --> 00:09:20.820]   between them, apart from the frequency and the double RAM,
[00:09:20.820 --> 00:09:23.660]   you'd think the results would be very similar indeed,
[00:09:23.660 --> 00:09:25.840]   and do you know what, they're not that far off.
[00:09:25.840 --> 00:09:30.380]   The read on a WD MyClad EX2 was 116 megabytes per second,
[00:09:30.380 --> 00:09:32.860]   and the write was 118 megabytes per second,
[00:09:32.860 --> 00:09:36.400]   where on the Synology, the DS216J,
[00:09:36.400 --> 00:09:38.700]   it was 112 megabytes per second read,
[00:09:38.700 --> 00:09:41.220]   and 97.6 megabytes per second write,
[00:09:41.220 --> 00:09:43.420]   and a lot of that is to do with that CPU
[00:09:43.420 --> 00:09:46.020]   and that RAM being lesser than its contemporary.
[00:09:46.020 --> 00:09:48.980]   So, straight away we can see the read and write,
[00:09:48.980 --> 00:09:51.220]   or upload and download, however you want to call it,
[00:09:51.220 --> 00:09:53.620]   was superior on the WD.
[00:09:53.620 --> 00:09:55.740]   So, here we are at the end of the comparison,
[00:09:55.740 --> 00:09:58.500]   it might not come as a huge surprise to tell you
[00:09:58.500 --> 00:10:01.220]   that I'm gonna put my weight, surprisingly,
[00:10:01.220 --> 00:10:03.060]   behind the WD MyClad.
[00:10:03.060 --> 00:10:06.160]   I've always put the WDs and the Seagates
[00:10:06.160 --> 00:10:08.160]   behind the Synologies and the QNAPs.
[00:10:08.160 --> 00:10:11.000]   Their software never seemed quite as user-friendly,
[00:10:11.000 --> 00:10:13.160]   and if you're completely new to NAS,
[00:10:13.160 --> 00:10:15.920]   I've always thought you would find a very smooth transition
[00:10:15.920 --> 00:10:17.540]   with the Synology, but that said,
[00:10:17.540 --> 00:10:19.400]   I'm doing a video very, very soon
[00:10:19.400 --> 00:10:21.720]   that really goes through the WD MyClad software,
[00:10:21.720 --> 00:10:24.640]   and you will see they have made drastic improvements
[00:10:24.640 --> 00:10:28.980]   to that OS, and the UI is considerably better.
[00:10:28.980 --> 00:10:30.640]   And not just that, but given the hardware
[00:10:30.640 --> 00:10:32.080]   and what you're spending and what you get,
[00:10:32.080 --> 00:10:34.100]   and not forgetting earlier in the video,
[00:10:34.100 --> 00:10:36.680]   the fact that if you buy the units pre-populated,
[00:10:36.680 --> 00:10:38.280]   they do work out cheaper overall,
[00:10:38.280 --> 00:10:39.280]   and to you people that have come
[00:10:39.280 --> 00:10:42.200]   to a cost-effective NAS video, that must be important.
[00:10:42.200 --> 00:10:44.480]   That's why the WD MyClad, for me,
[00:10:44.480 --> 00:10:46.700]   is the better NAS of these two.
[00:10:46.700 --> 00:10:50.360]   That said, if the needs you have for NAS are ever-growing,
[00:10:50.360 --> 00:10:52.440]   and you're looking for a NAS to really push the boundaries
[00:10:52.440 --> 00:10:54.820]   of network-attached storage on a server,
[00:10:54.820 --> 00:10:57.340]   then do give the DS216J a look.
[00:10:57.340 --> 00:11:00.120]   Those extra apps, the software being more fluid,
[00:11:00.120 --> 00:11:02.440]   and the fact that of the two, I would say
[00:11:02.440 --> 00:11:04.960]   that the Synology will sync much better
[00:11:04.960 --> 00:11:06.960]   with you Mac users than the WD.
[00:11:06.960 --> 00:11:08.680]   That isn't to say that it won't work with Mac,
[00:11:08.680 --> 00:11:11.000]   but you'll just feel it vibe better in the way it works,
[00:11:11.000 --> 00:11:14.960]   and the way the OS feels is far more Mac-appropriate,
[00:11:14.960 --> 00:11:16.640]   then definitely give it a look.
[00:11:16.640 --> 00:11:18.360]   So, I hope you enjoyed this comparison.
[00:11:18.360 --> 00:11:19.560]   If you're interested in purchasing
[00:11:19.560 --> 00:11:24.300]   the WD MyClad EX2 Ultra, or the Synology DS216J,
[00:11:24.300 --> 00:11:27.240]   do visit span.com now to purchase or ask questions.
[00:11:27.240 --> 00:11:29.640]   If you want to keep your thumb on the NAS Pulse Air,
[00:11:29.640 --> 00:11:32.000]   or I'm smashing that mug, the NAS Pulse,
[00:11:32.000 --> 00:11:35.400]   then do check out nascompares.com.
[00:11:35.400 --> 00:11:37.320]   And lastly, if you enjoyed this video,
[00:11:37.320 --> 00:11:39.460]   don't forget to click like and subscribe.

