
[00:00:00.000 --> 00:00:04.040]  教會給我的經文是在啟示錄
[00:02:42.560 --> 00:02:44.960]  這個來自哪裡呢?
[00:02:44.960 --> 00:02:47.160]  其實我是借用一個
[00:02:47.160 --> 00:02:49.280]  一個著名的基督徒
[00:02:49.280 --> 00:02:51.880]  一個中國基督徒叫做王明道
[00:02:51.880 --> 00:02:54.880]  他1951年的一篇文章
[00:02:54.880 --> 00:02:56.760]  後來也印成書
[00:02:56.760 --> 00:02:59.880]  他裡面說基督徒最大的問題
[00:02:59.880 --> 00:03:01.200]  即是我們最大的難處
[00:03:01.200 --> 00:03:03.480]  不是我們沒有力量去做事
[00:03:03.480 --> 00:03:05.560]  我們知道基督徒很有力量
[00:03:05.560 --> 00:03:07.760]  我們有很多時間精力去做事
[00:03:07.760 --> 00:03:09.560]  但我們很多時候分不清
[00:03:09.560 --> 00:03:11.160]  什麼是神的旨意
[00:03:11.160 --> 00:03:13.960]  以至於我們不知道要做什麼
[00:03:13.960 --> 00:03:16.360]  很多時候我們不是說沒有動力
[00:03:16.360 --> 00:03:17.520]  好像一艘船一樣
[00:03:17.520 --> 00:03:18.560]  一架飛機一樣
[00:03:18.560 --> 00:03:20.120]  有動力發展
[00:03:20.120 --> 00:03:21.760]  但如果走錯方向
[00:03:21.760 --> 00:03:23.000]  可能倒轉
[00:03:23.000 --> 00:03:24.920]  不是走在神的心意當中
[00:03:24.920 --> 00:03:26.280]  很多時候我們要搞清楚
[00:03:26.280 --> 00:03:27.920]  哪些是神的心意
[00:03:27.920 --> 00:03:28.840]  知道了之後
[00:03:28.840 --> 00:03:30.560]  我們要努力地去
[00:03:30.560 --> 00:03:31.400]  「門訓」
[00:03:31.400 --> 00:03:33.360]  今天我們說門訓
[00:03:33.360 --> 00:03:35.840]  見證是神要我們做的事
[00:03:35.840 --> 00:03:37.920]  記不記得在聖經
[00:03:37.920 --> 00:03:40.120]  特別是《馬太福音》最後的時間
[00:03:40.120 --> 00:03:41.480]  耶穌基督說什麼
[00:03:41.480 --> 00:03:44.160]  叫我們好好地去做見證
[00:03:44.160 --> 00:03:47.840]  這是我們所得到的命令或者教導
[00:03:47.840 --> 00:03:52.200]  這段經文看起來像災難片
[00:03:52.200 --> 00:03:54.080]  裡面有神秘的見證人
[00:03:54.080 --> 00:03:55.360]  名字沒有提到
[00:03:55.360 --> 00:03:56.320]  他們有超能力
[00:03:56.320 --> 00:03:57.920]  他們可以死而復活
[00:03:57.920 --> 00:03:59.440]  還有大地震
[00:03:59.440 --> 00:04:01.720]  但這不是一個科幻小說
[00:04:01.720 --> 00:04:04.640]  這是真正的聖經
[00:04:04.640 --> 00:04:07.520]  是神透過約翰要給我們啟示的
[00:04:07.520 --> 00:04:09.040]  一些屬靈真理
[00:04:09.040 --> 00:04:10.440]  透過這段經文
[00:04:10.440 --> 00:04:12.640]  很想跟大家分享幾個重點
[00:04:12.640 --> 00:04:13.440]  第一個
[00:04:13.440 --> 00:04:15.320]  見證的來源
[00:04:15.320 --> 00:04:17.680]  第二個是見證的內容
[00:04:17.680 --> 00:04:19.320]  第三個是見證的目的
[00:04:19.320 --> 00:04:20.280]  但這些之外
[00:04:20.280 --> 00:04:21.840]  我們更重要的是知道
[00:04:21.840 --> 00:04:24.960]  怎樣將我們聽見證變為
[00:04:24.960 --> 00:04:26.800]  我們活出見證
[00:04:26.800 --> 00:04:28.360]  活出見證
[00:04:28.360 --> 00:04:31.520]  即是怎樣將我們感動化為行動
[00:04:31.520 --> 00:04:34.240]  最終的目的是要榮耀神
[00:04:34.240 --> 00:04:37.240]  經文一開始就說到
[00:04:37.240 --> 00:04:41.000]  約翰得到一根位子
[00:04:41.000 --> 00:04:43.000]  即是神給他一個證物
[00:04:43.000 --> 00:04:44.440]  這是要做什麼呢
[00:04:44.440 --> 00:04:47.240]  是要成為一個量度的工具
[00:04:47.240 --> 00:04:48.400]  成為一個象
[00:04:48.400 --> 00:04:50.320]  它不是普通的測量工具
[00:04:50.320 --> 00:04:53.360]  意思是神給他一個權柄
[00:04:53.360 --> 00:04:54.360]  給他一個權柄做什麼
[00:04:54.360 --> 00:04:55.160]  神說
[00:04:55.160 --> 00:04:58.640]  我要使我的兩個見證人
[00:04:58.640 --> 00:05:00.040]  穿著毛衣
[00:05:00.040 --> 00:05:04.280]  全度一千二百六十日
[00:05:04.280 --> 00:05:05.120]  聽到是嗎
[00:05:05.120 --> 00:05:06.280]  我要使
[00:05:06.280 --> 00:05:08.200]  神是要使
[00:05:08.200 --> 00:05:10.080]  即不是這兩個見證人
[00:05:10.080 --> 00:05:11.720]  自己決定要去做
[00:05:11.720 --> 00:05:13.320]  而是神覺得
[00:05:13.320 --> 00:05:15.320]  他們應該要這樣做
[00:05:15.320 --> 00:05:17.680]  所以是神吩咐他們這樣做
[00:05:17.680 --> 00:05:19.000]  所以我們說
[00:05:19.000 --> 00:05:21.600]  真正的見證源頭
[00:05:21.600 --> 00:05:24.080]  源頭不是來自我們自己
[00:05:24.080 --> 00:05:27.360]  而是神的呼召和神的裝備
[00:05:27.360 --> 00:05:28.640]  用一個很簡單
[00:05:28.640 --> 00:05:30.360]  我們本地的例子來說
[00:05:30.360 --> 00:05:33.320]  有時搭一些交通工具
[00:05:33.320 --> 00:05:34.760]  特別是港鐵
[00:05:34.760 --> 00:05:36.160]  港鐵的時間
[00:05:36.160 --> 00:05:40.520]  有時是用一些播出的說法
[00:05:40.520 --> 00:05:42.840]  但有沒有聽過是車長自己說話的
[00:05:42.840 --> 00:05:44.600]  有時聽到車長說話的
[00:05:44.600 --> 00:05:46.360]  有時聽到車長說這些話
[00:05:46.360 --> 00:05:49.800]  但車長是憑著什麼權柄來說這些話
[00:05:49.800 --> 00:05:51.520]  是不是因為他的白色好聽
[00:05:51.520 --> 00:05:52.520]  他的白色好聽
[00:05:52.520 --> 00:05:54.680]  還是因為他特別聰明
[00:05:54.680 --> 00:05:58.600]  因為他是港鐵僱傭的車長
[00:05:58.600 --> 00:06:00.000]  他有制服
[00:06:00.000 --> 00:06:01.800]  他受過訓練
[00:06:01.800 --> 00:06:03.440]  他有責任這樣說
[00:06:03.440 --> 00:06:05.560]  同樣的我們作為基督徒
[00:06:05.560 --> 00:06:07.440]  我們說我們作為門徒的話
[00:06:07.440 --> 00:06:10.600]  我們見證不是來自我們有多少學歷
[00:06:10.600 --> 00:06:12.440]  不是來自我們口才好不好
[00:06:12.440 --> 00:06:14.520]  不是來自我們有多大的成就
[00:06:14.520 --> 00:06:16.760]  而是來自神的呼召
[00:06:16.760 --> 00:06:18.840]  和神給我們的裝備
[00:06:18.840 --> 00:06:21.200]  經文說這兩個見證人
[00:06:21.200 --> 00:06:23.920]  經文形容他們就是兩個橄欖樹
[00:06:23.920 --> 00:06:25.080]  兩個燈台
[00:06:25.080 --> 00:06:27.560]  是立在世界之主
[00:06:27.560 --> 00:06:29.880]  即是我們的主的面前
[00:06:29.880 --> 00:06:31.080]  這棵樹
[00:06:31.080 --> 00:06:34.080]  橄欖樹代表有神的能力在當中
[00:06:34.080 --> 00:06:36.240]  燈台是代表神的光
[00:06:36.240 --> 00:06:37.960]  神的油
[00:06:37.960 --> 00:06:40.280]  在颱風的季節
[00:06:40.280 --> 00:06:42.760]  不知道你是怎樣去面對
[00:06:42.760 --> 00:06:44.880]  很多時候颱風要來
[00:06:44.880 --> 00:06:47.680]  我們住的地方
[00:06:47.680 --> 00:06:49.640]  不知道你住的屋苑或大廈
[00:06:49.640 --> 00:06:54.960]  有沒有貼一些膠紙
[00:06:54.960 --> 00:06:57.440]  貼到現在很有創意的
[00:06:57.440 --> 00:06:58.840]  貼一些字出來
[00:06:58.840 --> 00:06:59.840]  貼著的
[00:06:59.840 --> 00:07:01.760]  貼著是做什麼
[00:07:01.760 --> 00:07:04.960]  貼著是否說這樣颱風就不會來
[00:07:04.960 --> 00:07:06.560]  颱風照樣來
[00:07:06.560 --> 00:07:07.840]  但貼著代表什麼
[00:07:07.840 --> 00:07:09.600]  一種保護
[00:07:09.600 --> 00:07:11.600]  保護在當中
[00:07:11.600 --> 00:07:12.760]  同樣的
[00:07:12.760 --> 00:07:17.240]  今天這兩位見證人
[00:07:17.240 --> 00:07:19.080]  神保護他們
[00:07:19.080 --> 00:07:21.880]  神透過他們來保護其他人
[00:07:21.880 --> 00:07:23.760]  叫他們拿著這個像去量
[00:07:23.760 --> 00:07:25.000]  量度什麼
[00:07:25.000 --> 00:07:28.200]  量度哪些是屬於神的
[00:07:28.200 --> 00:07:30.480]  特別是我們是否分別為聖
[00:07:30.480 --> 00:07:31.920]  屬於神的
[00:07:31.920 --> 00:07:33.360]  很多時候
[00:07:33.360 --> 00:07:34.480]  颱風來的時間
[00:07:34.480 --> 00:07:37.720]  大廈貼著膠叉形狀的膠紙
[00:07:37.720 --> 00:07:39.160]  又好像
[00:07:39.160 --> 00:07:41.680]  其實是建築大廈
[00:07:41.680 --> 00:07:43.600]  外面有些保護
[00:07:43.600 --> 00:07:44.880]  有網保護
[00:07:44.880 --> 00:07:47.520]  不是為了阻止颱風
[00:07:47.520 --> 00:07:48.440]  阻止不了的
[00:07:48.440 --> 00:07:49.680]  風繼續吹
[00:07:49.680 --> 00:07:51.400]  雨照樣下
[00:07:51.400 --> 00:07:52.520]  但最重要的是
[00:07:52.520 --> 00:07:55.640]  要防止玻璃界傷人
[00:07:55.640 --> 00:07:57.680]  防止物件跌落
[00:07:57.680 --> 00:07:59.360]  神量度就是
[00:07:59.360 --> 00:08:03.040]  外面就算是風高浪急
[00:08:03.040 --> 00:08:04.520]  這裡提到千多天
[00:08:04.520 --> 00:08:07.120]  即是四十二個月的壓力挑戰
[00:08:07.120 --> 00:08:09.120]  甚至迫不及待會來到
[00:08:09.120 --> 00:08:11.800]  但神已經幫我們圈起來
[00:08:11.800 --> 00:08:13.280]  神要保護我們
[00:08:13.280 --> 00:08:14.400]  神量過他們
[00:08:14.400 --> 00:08:15.920]  祂記得我們
[00:08:15.920 --> 00:08:17.200]  很多時候
[00:08:17.200 --> 00:08:18.760]  神要量度的
[00:08:18.760 --> 00:08:20.760]  這裡聖經解經裡面也是這樣
[00:08:20.760 --> 00:08:22.480]  量度的不是只是那個電
[00:08:22.480 --> 00:08:24.280]  而是電裡面的人
[00:08:24.280 --> 00:08:26.720]  即是我們這群敬拜主的人
[00:08:26.720 --> 00:08:29.600]  神知道我們誰在敬拜祂
[00:08:29.600 --> 00:08:30.880]  祂要保護我們
[00:08:30.880 --> 00:08:33.520]  儘管在聖經裡面提到
[00:08:33.520 --> 00:08:34.480]  愛丸
[00:08:34.480 --> 00:08:35.480]  這個愛丸
[00:08:35.480 --> 00:08:36.320]  聖殿的愛丸
[00:08:36.320 --> 00:08:40.280]  是被其他的敵基督勢力在踐踏的
[00:08:40.280 --> 00:08:41.320]  在那段時間
[00:08:41.320 --> 00:08:42.720]  但是在內戀
[00:08:42.720 --> 00:08:45.040]  即是內戀裡面
[00:08:45.040 --> 00:08:47.680]  神是終極地保護著他們
[00:08:47.680 --> 00:08:49.120]  經文提醒我們
[00:08:49.120 --> 00:08:51.760]  神的眼神在看著我們
[00:08:51.760 --> 00:08:53.400]  極其寶貴
[00:08:53.400 --> 00:08:55.360]  我們是被祂所保護的
[00:08:55.360 --> 00:08:56.200]  第二個就是
[00:08:56.200 --> 00:08:57.600]  我們不是靠自己
[00:08:57.600 --> 00:08:59.600]  我們的能力是靠著哪裡
[00:08:59.600 --> 00:09:01.440]  靠著由神而來
[00:09:01.440 --> 00:09:03.280]  我們要按著神的真理
[00:09:03.280 --> 00:09:04.840]  帶著屬天的權柄
[00:09:04.840 --> 00:09:06.400]  我們去做見證
[00:09:06.400 --> 00:09:08.000]  問題來了
[00:09:08.000 --> 00:09:09.520]  我們有多少時候
[00:09:09.520 --> 00:09:12.920]  有沒有去給神量我們的生命
[00:09:12.920 --> 00:09:13.680]  還是很多時候
[00:09:13.680 --> 00:09:15.280]  我們的生命是被哪些在量呢?
[00:09:15.280 --> 00:09:18.520]  我們是被社交媒體在量度我們
[00:09:18.520 --> 00:09:22.440]  還是說是被一些工作
[00:09:22.440 --> 00:09:25.640]  被事業的成就來量度我們
[00:09:25.640 --> 00:09:29.480]  還是說我們真的被神的話語來量度我們
[00:09:29.480 --> 00:09:32.880]  很多時候我們要證明自己很屬靈
[00:09:32.880 --> 00:09:35.480]  而不是證明自己原來是屬於神
[00:09:35.480 --> 00:09:36.880]  很多時候我們的禱告
[00:09:36.880 --> 00:09:37.680]  我們的祈禱
[00:09:37.680 --> 00:09:38.640]  我們的傳福音
[00:09:38.640 --> 00:09:40.240]  都可能成為外院
[00:09:40.240 --> 00:09:41.680]  就好像聖殿的外院
[00:09:41.680 --> 00:09:42.560]  外院是什麼呢?
[00:09:42.560 --> 00:09:44.280]  看起來好像很神聖
[00:09:44.280 --> 00:09:46.280]  但裡面原來是沒有內院裡面
[00:09:46.280 --> 00:09:48.280]  聖靈的火在當中
[00:09:48.280 --> 00:09:50.840]  我們看到經文裡面提到
[00:09:50.840 --> 00:09:52.440]  兩個見證人
[00:09:52.440 --> 00:09:54.520]  他們穿得很簡樸
[00:09:54.520 --> 00:09:57.080]  穿著毛衣
[00:09:57.080 --> 00:09:58.160]  意思是什麼呢?
[00:09:58.160 --> 00:10:02.160]  意思就是他們好像以前的先知一樣
[00:10:02.160 --> 00:10:05.640]  他們1260裡面
[00:10:05.640 --> 00:10:09.560]  當外邦人在展合外院的時間
[00:10:09.560 --> 00:10:10.960]  他們卻是怎樣呢?
[00:10:10.960 --> 00:10:14.520]  他們在努力地要出去講福音
[00:10:14.520 --> 00:10:15.600]  做見證
[00:10:15.600 --> 00:10:17.160]  他們的權柄是很嚇人的
[00:10:17.160 --> 00:10:19.160]  他們可以口裡噴出火
[00:10:19.160 --> 00:10:20.480]  消滅仇敵
[00:10:20.480 --> 00:10:23.880]  他們可以叫天閉塞不下雨
[00:10:23.880 --> 00:10:25.280]  這些是在說什麼呢?
[00:10:25.280 --> 00:10:28.160]  就是說他們好像以利亞這麼厲害
[00:10:28.160 --> 00:10:30.360]  他們可以好像摩西這麼厲害
[00:10:30.360 --> 00:10:32.360]  但是無論如何
[00:10:32.360 --> 00:10:34.160]  他們最重要的做法是
[00:10:34.160 --> 00:10:37.160]  他們其實是跟神有連結在當中
[00:10:37.160 --> 00:10:39.160]  他們跟神有連結
[00:10:39.160 --> 00:10:43.360]  這才是他們為什麼可以做到這麼大的事情
[00:10:43.360 --> 00:10:46.360]  我們看到第一個部分
[00:10:46.360 --> 00:10:47.960]  見證來源
[00:10:47.960 --> 00:10:48.880]  我們要問一下
[00:10:48.880 --> 00:10:53.960]  究竟你的見證來源是靠自己還是靠神呢?
[00:10:53.960 --> 00:10:55.760]  經文一開始告訴我們
[00:10:55.760 --> 00:10:58.880]  約翰得到一根位子
[00:10:58.880 --> 00:11:00.680]  他在當中說的
[00:11:00.680 --> 00:11:01.960]  其實他是靠著神
[00:11:01.960 --> 00:11:04.160]  是神要使他去做事
[00:11:04.160 --> 00:11:05.760]  另外經文說到
[00:11:05.760 --> 00:11:08.160]  兩個見證人有超自然的能力
[00:11:08.160 --> 00:11:09.960]  如果有人想害他們
[00:11:09.960 --> 00:11:12.760]  他們可以噴火
[00:11:12.760 --> 00:11:14.760]  他們可以傳達的時間
[00:11:14.760 --> 00:11:16.360]  叫水變為血
[00:11:16.360 --> 00:11:18.360]  很大的權柄
[00:11:18.360 --> 00:11:22.160]  聽起來就好像我們看荷里活的超級電影
[00:11:22.160 --> 00:11:26.160]  裡面強調的不是這些神蹟奇事
[00:11:26.160 --> 00:11:28.760]  他強調的反而是能力的來源
[00:11:28.760 --> 00:11:31.360]  這些能力不是修煉得來的
[00:11:31.360 --> 00:11:33.360]  不是他們天生擁有
[00:11:33.360 --> 00:11:35.160]  而是神給他們的
[00:11:35.160 --> 00:11:37.560]  我們說在香港這個社會
[00:11:37.560 --> 00:11:39.960]  我們很多時候是講求實力的
[00:11:39.960 --> 00:11:41.560]  講求成就
[00:11:41.560 --> 00:11:43.560]  追求這些的社會
[00:11:43.560 --> 00:11:46.560]  我們很多時候會陷入一些迷思
[00:11:46.560 --> 00:11:48.760]  就是覺得自己要夠好
[00:11:48.760 --> 00:11:49.760]  夠完美
[00:11:49.760 --> 00:11:52.560]  我才有資格為神做見證
[00:11:52.560 --> 00:11:54.160]  我記得很多年前
[00:11:54.160 --> 00:11:56.360]  有一個年輕的姐妹跟我說
[00:11:56.360 --> 00:11:58.360]  她開始做事了
[00:11:58.360 --> 00:11:59.560]  她很想講見證
[00:11:59.560 --> 00:12:00.960]  但慢慢在公司裡面
[00:12:00.960 --> 00:12:04.560]  她不敢跟同事跟老闆表明自己是基督徒
[00:12:04.560 --> 00:12:06.960]  她覺得因為自己做得不夠好
[00:12:06.960 --> 00:12:08.760]  她怕失禮神
[00:12:08.760 --> 00:12:12.160]  但是其實這些就是一些謊言
[00:12:12.160 --> 00:12:12.960]  什麼謊言?
[00:12:12.960 --> 00:12:14.960]  是魔鬼在騙我們的謊言
[00:12:14.960 --> 00:12:19.160]  神不是要我們變得很完美的時候才使用我們
[00:12:19.160 --> 00:12:19.960]  聖經說
[00:12:19.960 --> 00:12:22.360]  神是在我們軟弱當中
[00:12:22.360 --> 00:12:24.960]  祂就要顯出我們的剛強
[00:12:24.960 --> 00:12:26.760]  就是靠著祂而得到剛強
[00:12:26.760 --> 00:12:27.760]  保羅說
[00:12:27.760 --> 00:12:29.560]  神對他說
[00:12:29.560 --> 00:12:31.360]  我的恩典是夠你用的
[00:12:31.360 --> 00:12:35.560]  因為我的能力是在人的軟弱上顯得完全
[00:12:35.560 --> 00:12:36.960]  記不記得舊約
[00:12:36.960 --> 00:12:38.760]  列王記第五章裡面
[00:12:38.760 --> 00:12:40.160]  講到一個小女子
[00:12:40.160 --> 00:12:43.960]  一個乃萬將軍
[00:12:43.960 --> 00:12:46.760]  就是一個狄國阿蘭的將軍
[00:12:46.760 --> 00:12:48.960]  患了麻風病
[00:12:48.960 --> 00:12:50.360]  但誰幫助到她
[00:12:50.360 --> 00:12:53.360]  原來是他太太的一個小婢女
[00:12:53.360 --> 00:12:55.760]  這個小婢女不因為身份
[00:12:55.760 --> 00:12:56.760]  自己覺得身份
[00:12:56.760 --> 00:12:57.760]  一個婢女
[00:12:57.760 --> 00:12:58.960]  一個被俘虜的
[00:12:58.960 --> 00:13:00.360]  和大將軍的身份
[00:13:00.360 --> 00:13:02.160]  但她努力做見證
[00:13:02.160 --> 00:13:05.760]  她介紹有一位先知住在撒瑪利亞
[00:13:05.760 --> 00:13:07.360]  那個叫以利沙
[00:13:07.360 --> 00:13:08.160]  可以救你
[00:13:08.160 --> 00:13:10.960]  最後這個將軍就得到醫治
[00:13:10.960 --> 00:13:12.960]  以至於更大的見證
[00:13:12.960 --> 00:13:13.960]  見到
[00:13:13.960 --> 00:13:16.760]  這兩個見證人最重要的特質
[00:13:16.760 --> 00:13:19.360]  是他們和神保持著一種關係
[00:13:19.360 --> 00:13:21.360]  一種親密的關係
[00:13:21.360 --> 00:13:22.360]  我很想說
[00:13:22.360 --> 00:13:24.560]  我們今天是門訓的崇拜
[00:13:24.560 --> 00:13:26.360]  我們很想為神做一些事
[00:13:26.360 --> 00:13:29.760]  但我們和神的關係去到多少呢
[00:13:29.760 --> 00:13:31.960]  經文說這兩個見證人
[00:13:31.960 --> 00:13:35.360]  他們立在世界之王的面前
[00:13:35.360 --> 00:13:37.160]  立的意思是示立
[00:13:37.160 --> 00:13:38.960]  在服侍神
[00:13:38.960 --> 00:13:41.160]  就好像古代的君王身邊
[00:13:41.160 --> 00:13:42.960]  有一些人在服侍他們
[00:13:42.960 --> 00:13:44.160]  可能有酒精
[00:13:44.160 --> 00:13:46.360]  有很多不同的人在服侍他們
[00:13:46.360 --> 00:13:47.360]  這些人做什麼
[00:13:47.360 --> 00:13:49.360]  隨時聽吩咐
[00:13:49.360 --> 00:13:50.760]  當主叫他做事
[00:13:50.760 --> 00:13:51.760]  他就做
[00:13:51.760 --> 00:13:52.760]  主叫他拿這件事
[00:13:52.760 --> 00:13:53.360]  他就拿這件事
[00:13:53.360 --> 00:13:54.360]  叫他走去哪裏
[00:13:54.360 --> 00:13:55.360]  走去哪裏
[00:13:55.360 --> 00:13:56.360]  我們想想
[00:13:56.360 --> 00:14:00.760]  如果你是一個巨夫
[00:14:00.760 --> 00:14:02.160]  或者一個重要的人
[00:14:02.160 --> 00:14:03.360]  一個私人助理
[00:14:03.360 --> 00:14:06.360]  你每天最重要的工作會是什麼呢
[00:14:06.360 --> 00:14:08.160]  我想不是來賣弄
[00:14:08.160 --> 00:14:10.360]  或者展示自己多麼聰明
[00:14:10.360 --> 00:14:12.160]  不是證明自己多能幹
[00:14:12.160 --> 00:14:13.160]  而是要做什麼
[00:14:13.160 --> 00:14:15.360]  是要專心的聆聽
[00:14:15.360 --> 00:14:17.160]  老闆的指示
[00:14:17.160 --> 00:14:18.960]  每一句話都記下
[00:14:18.960 --> 00:14:20.360]  每一句話都聽到
[00:14:20.360 --> 00:14:21.360]  然後要怎樣
[00:14:21.360 --> 00:14:23.360]  忠實地去執行
[00:14:23.360 --> 00:14:24.960]  我們的見證都是這樣
[00:14:24.960 --> 00:14:27.760]  最重要的不是我們說得多動聽
[00:14:27.760 --> 00:14:29.160]  不是我們的故事
[00:14:29.160 --> 00:14:30.760]  我們經歷過有多精彩
[00:14:30.760 --> 00:14:32.960]  而是我們和神有沒有保持一個
[00:14:32.960 --> 00:14:35.160]  非常親密的關係
[00:14:35.160 --> 00:14:37.160]  是不是真的聽到神的聲音
[00:14:37.160 --> 00:14:39.160]  神說你信服我
[00:14:39.160 --> 00:14:39.760]  主帶領了
[00:14:39.760 --> 00:14:42.560]  你現在去和誰誰來分享
[00:14:42.560 --> 00:14:46.360]  曾經我有一個在法律界工作的弟兄和我說
[00:14:46.360 --> 00:14:48.560]  他說他每天上班的時間
[00:14:48.560 --> 00:14:51.760]  他都會用上班的期間來祈禱
[00:14:51.760 --> 00:14:53.760]  他說牧師
[00:14:53.760 --> 00:14:57.560]  其實我發覺原來和神有一個親密的關係
[00:14:57.560 --> 00:14:58.760]  有這個連結之後
[00:14:58.760 --> 00:15:00.760]  整天的工作就不同了
[00:15:00.760 --> 00:15:03.960]  因為我知道我不是靠自己的能力去面對
[00:15:03.960 --> 00:15:06.560]  當面對一些又難又艱辛的事
[00:15:06.560 --> 00:15:09.360]  通常找到他們都不是一些簡單的事
[00:15:09.360 --> 00:15:10.760]  都是解決不了
[00:15:10.760 --> 00:15:13.160]  但是神就透過他來工作
[00:15:13.160 --> 00:15:14.760]  甚至他有機會的話
[00:15:14.760 --> 00:15:18.560]  他將一些福音有機會的來講給對方聽
[00:15:18.560 --> 00:15:20.160]  這個就是見證的來源
[00:15:20.160 --> 00:15:21.560]  不是靠我們自己
[00:15:21.560 --> 00:15:22.560]  而是靠著神
[00:15:22.560 --> 00:15:25.360]  當如果你能夠明白這個真理的時間
[00:15:25.360 --> 00:15:27.760]  我想你就會大膽的做見證了
[00:15:27.760 --> 00:15:29.160]  不會因為自己不完美
