
[00:00:00.000 --> 00:00:02.920]  Good morning 早晨 大家好
[00:03:28.440 --> 00:03:32.360]  (神說要有光,就要有火)
[00:03:32.360 --> 00:03:36.800]  (人馬上有了早晨,這是靠的一天)
[00:03:36.800 --> 00:03:38.800]  我們今天會Compare
[00:03:38.800 --> 00:03:42.200]  Genesis Chapter 1 with John Chapter 1
[00:03:42.200 --> 00:03:43.640]  我們讀英文吧
[00:03:43.640 --> 00:03:44.560]  John Chapter 1
[00:03:44.560 --> 00:03:46.760]  In the beginning was the Word
[00:03:46.760 --> 00:03:48.840]  And the Word was with God
[00:03:48.840 --> 00:03:50.760]  And the Word was God
[00:03:50.760 --> 00:03:53.480]  He was with God in the beginning
[00:03:53.480 --> 00:03:55.720]  Through Him all things were made
[00:03:55.720 --> 00:03:57.800]  Without Him nothing was made
[00:03:57.800 --> 00:03:59.280]  That has been made
[00:03:59.280 --> 00:04:00.840]  In Him was life
[00:04:00.840 --> 00:04:04.360]  And that life was the light of all mankind
[00:04:04.360 --> 00:04:06.640]  The light shines in the darkness
[00:04:06.640 --> 00:04:09.640]  And the darkness has not overcome it
[00:04:09.640 --> 00:04:12.320]  好,我們現在會分組五分鐘
[00:04:12.320 --> 00:04:14.560]  我們Compare一下這兩個Scripture
[00:04:14.560 --> 00:04:17.600]  Genesis 1 and John 1有什麼Similarity
[00:04:17.600 --> 00:04:19.600]  一個很Simple的Exercise
[00:04:19.600 --> 00:04:21.240]  接著第二個問題是
[00:04:21.240 --> 00:04:24.840]  你怎麼看到Trinity in Creation
[00:04:24.840 --> 00:04:29.080]  OK,怎麼看到三維一體創造這個世界
[00:04:29.080 --> 00:04:30.200]  Five minutes, let's go
[00:04:30.200 --> 00:04:33.120]  OK,我考一下這組
[00:04:33.120 --> 00:04:36.080]  他們兩個都是在說Creation
[00:04:36.080 --> 00:04:38.760]  OK,兩個都是在說Creation
[00:04:38.760 --> 00:04:43.240]  他們有說光
[00:04:43.240 --> 00:04:45.240]  你講一下哪裡有說光
[00:04:45.240 --> 00:04:46.720]  第三節
[00:04:46.720 --> 00:04:49.400]  神說要有光就要有光
[00:04:49.400 --> 00:04:53.760]  然後John那裡就是第五節
[00:04:53.760 --> 00:04:56.360]  光照著黑,我不管了
[00:04:56.360 --> 00:05:01.080]  OK, what is the similarity between Genesis 1 and John 1
[00:05:01.080 --> 00:05:02.760]  The first similarity
[00:05:02.760 --> 00:05:04.720]  God created the world
[00:05:04.720 --> 00:05:07.600]  In the beginning God created the heavens and the earth
[00:05:07.600 --> 00:05:09.960]  這組有說是用道去
[00:05:09.960 --> 00:05:10.760]  用說話
[00:05:10.760 --> 00:05:12.680]  The word by the word
[00:05:12.680 --> 00:05:15.280]  對了,那我們怎麼看到那個word
[00:05:15.280 --> 00:05:18.000]  約翰一書就是說
[00:05:18.000 --> 00:05:20.480]  The word was God and the word was God
[00:05:20.480 --> 00:05:23.360]  在Genesis就直接是神說
[00:05:23.360 --> 00:05:24.520]  Let there be light
[00:05:24.520 --> 00:05:25.360]  Very good,OK
[00:05:25.360 --> 00:05:27.280]  好,誰看到那個Trinity
[00:05:27.280 --> 00:05:28.760]  Who wants to explain the Trinity
[00:05:28.760 --> 00:05:32.360]  In Genesis, like obviously we have God
[00:05:32.360 --> 00:05:36.080]  And then there's also spirit hovering over the waters
[00:05:36.080 --> 00:05:38.720]  And then light is Jesus
[00:05:38.720 --> 00:05:40.320]  Like let there be light
[00:05:40.320 --> 00:05:42.560]  And then in John, it also says that
[00:05:42.560 --> 00:05:44.120]  Because there's also God
[00:05:44.120 --> 00:05:47.240]  And the word is the word spirit
[00:05:47.240 --> 00:05:48.720]  The word is like the spirit
[00:05:48.720 --> 00:05:52.000]  And then light shines in the darkness
[00:05:52.000 --> 00:05:53.200]  OK, very good
[00:05:53.200 --> 00:05:54.280]  有幾個similarity
[00:05:54.280 --> 00:05:56.160]  你們已經看到了
[00:05:56.160 --> 00:05:56.840]  In the beginning
[00:05:56.840 --> 00:06:00.200]  兩個都是In the beginning
[00:06:00.200 --> 00:06:03.120]  第一個是
[00:06:03.120 --> 00:06:04.400]  About creation of the world
[00:06:04.400 --> 00:06:07.000]  The second part is about
[00:06:07.000 --> 00:06:10.760]  Jesus being a part of it
[00:06:10.760 --> 00:06:12.880]  兩個都是用logos
[00:06:12.880 --> 00:06:14.640]  Which means word,是吧
[00:06:14.640 --> 00:06:16.160]  在創世紀
[00:06:16.160 --> 00:06:17.120]  神是怎樣
[00:06:17.120 --> 00:06:19.320]  神是He spoke
[00:06:19.320 --> 00:06:20.880]  And then it was
[00:06:20.880 --> 00:06:22.120]  你看看神多厲害
[00:06:22.120 --> 00:06:23.680]  祂一說
[00:06:23.680 --> 00:06:25.360]  祂就是了,是吧
[00:06:25.360 --> 00:06:26.920]  一說就是了
[00:06:26.920 --> 00:06:29.480]  有什麼人的說話你是很害怕的
[00:06:29.480 --> 00:06:32.200]  一說就是了
[00:06:32.200 --> 00:06:32.960]  一說就是了
[00:06:32.960 --> 00:06:34.400]  以前的皇帝
[00:06:34.400 --> 00:06:36.760]  一說就怎樣
[00:06:36.760 --> 00:06:38.760]  你就
[00:06:38.760 --> 00:06:39.440]  是吧
[00:06:39.440 --> 00:06:41.960]  祂是absolute authority
[00:06:41.960 --> 00:06:43.200]  以前的皇帝
[00:06:43.200 --> 00:06:43.720]  是吧
[00:06:43.720 --> 00:06:46.200]  所以人們以前很害怕皇帝
[00:06:46.200 --> 00:06:46.760]  是吧
[00:06:46.760 --> 00:06:48.680]  你不要說不好的話
[00:06:48.680 --> 00:06:50.880]  或者煮的東西祂不喜歡吃
[00:06:50.880 --> 00:06:53.040]  一不喜歡吃就
[00:06:53.040 --> 00:06:54.000]  是吧
[00:06:54.000 --> 00:06:55.120]  OK
[00:06:55.120 --> 00:06:57.040]  第三個similarity
[00:06:57.040 --> 00:06:58.520]  是神在那裡
[00:06:58.520 --> 00:07:01.120]  In the Hebrew
[00:07:01.120 --> 00:07:03.720]  創世紀是Hebrew寫的
[00:07:03.720 --> 00:07:05.040]  Hebrew
[00:07:05.040 --> 00:07:09.040]  The word for God is in plural form
[00:07:09.040 --> 00:07:10.200]  Plural form
[00:07:10.200 --> 00:07:10.880]  OK
[00:07:10.880 --> 00:07:11.840]  Plural form
[00:07:11.840 --> 00:07:12.840]  即是怎樣
[00:07:12.840 --> 00:07:13.600]  即是不是
[00:07:13.600 --> 00:07:14.520]  祂是singular
[00:07:14.520 --> 00:07:18.000]  He is multiple persons
[00:07:18.000 --> 00:07:18.560]  OK
[00:07:18.560 --> 00:07:19.840]  我們知道
[00:07:19.840 --> 00:07:21.000]  三為一體
[00:07:21.000 --> 00:07:21.640]  是有什麼
[00:07:21.640 --> 00:07:22.600]  聖父
[00:07:22.600 --> 00:07:23.560]  聖子
[00:07:23.560 --> 00:07:24.800]  和聖靈
[00:07:24.800 --> 00:07:25.440]  是吧
[00:07:25.440 --> 00:07:26.440]  我們回去
[00:07:26.440 --> 00:07:27.880]  Let's go back to John 1
[00:07:27.880 --> 00:07:29.280]  這個word
[00:07:29.280 --> 00:07:30.880]  是誰
[00:07:30.880 --> 00:07:32.280]  It is Jesus
[00:07:32.280 --> 00:07:33.160]  Jesus is the word
[00:07:33.160 --> 00:07:34.480]  為什麼我們看到
[00:07:34.480 --> 00:07:35.760]  Jesus is the word
[00:07:35.760 --> 00:07:36.840]  因為我們看到
[00:07:36.840 --> 00:07:37.640]  In verse 2
[00:07:37.640 --> 00:07:39.320]  It says He
[00:07:39.320 --> 00:07:41.320]  was with God
[00:07:41.320 --> 00:07:41.960]  接著
[00:07:41.960 --> 00:07:42.680]  我們看到
[00:07:42.680 --> 00:07:43.880]  Verse 3是什麼
[00:07:43.880 --> 00:07:44.960]  Through
[00:07:44.960 --> 00:07:45.880]  Through Him
[00:07:45.880 --> 00:07:47.160]  我們看到這個人
[00:07:47.160 --> 00:07:48.880]  是masculine
[00:07:48.880 --> 00:07:49.480]  OK
[00:07:49.480 --> 00:07:51.080]  我們also看到
[00:07:51.080 --> 00:07:53.880]  If you look at John 1 chapter 14
[00:07:53.880 --> 00:07:55.720]  The word became
[00:07:55.720 --> 00:07:56.720]  flesh
[00:07:56.720 --> 00:07:59.280]  and made His dwelling among us
[00:07:59.280 --> 00:08:00.680]  誰是
[00:08:00.680 --> 00:08:02.880]  turned into flesh
[00:08:02.880 --> 00:08:04.560]  and lived among us
[00:08:04.560 --> 00:08:05.360]  誰
[00:08:05.360 --> 00:08:06.080]  是
[00:08:06.080 --> 00:08:07.080]  Jesus
[00:08:07.080 --> 00:08:08.440]  不是ET
[00:08:08.440 --> 00:08:09.600]  是Jesus
[00:08:09.600 --> 00:08:10.160]  OK
[00:08:10.160 --> 00:08:11.280]  It is Jesus
[00:08:11.280 --> 00:08:12.240]  So we know
[00:08:12.240 --> 00:08:13.280]  that Jesus is the word
[00:08:13.280 --> 00:08:15.040]  我們一起讀
[00:08:15.040 --> 00:08:16.720]  John 1 with Jesus
[00:08:16.720 --> 00:08:17.400]  as the word
[00:08:17.400 --> 00:08:17.800]  OK
[00:08:17.800 --> 00:08:18.640]  我們一起讀
[00:08:18.640 --> 00:08:19.000]  Ready
[00:08:19.000 --> 00:08:19.960]  1 2 3
[00:08:19.960 --> 00:08:21.760]  In the beginning was
[00:08:21.760 --> 00:08:23.280]  Jesus
[00:08:23.280 --> 00:08:25.840]  and Jesus was with God
[00:08:25.840 --> 00:08:28.120]  and Jesus was God
[00:08:28.120 --> 00:08:30.920]  He was with God in the beginning
[00:08:30.920 --> 00:08:32.240]  明白嗎
[00:08:32.240 --> 00:08:37.720]  It says that Jesus was present in creation
[00:08:37.720 --> 00:08:42.400]  不是只是天父創造世界
[00:08:42.400 --> 00:08:43.200]  是不是
[00:08:43.200 --> 00:08:44.320]  耶穌在哪裡
[00:08:44.320 --> 00:08:45.600]  創造世界的時候
[00:08:45.600 --> 00:08:47.000]  He was present
[00:08:47.000 --> 00:08:48.520]  He was active
[00:08:48.520 --> 00:08:49.560]  三為一體
[00:08:49.560 --> 00:08:53.400]  是一起去創造世界的
[00:08:53.400 --> 00:08:54.320]  那我們看到
[00:08:54.320 --> 00:08:54.800]  聖靈
[00:08:54.800 --> 00:08:55.640]  聖子
[00:08:55.640 --> 00:08:57.280]  我們再看聖靈
[00:08:57.280 --> 00:09:00.040]  聖靈在哪裡
[00:09:00.040 --> 00:09:02.480]  Where is the Holy Spirit
[00:09:02.480 --> 00:09:03.640]  Where is the Holy Spirit
[00:09:03.640 --> 00:09:04.360]  我們看到
[00:09:04.360 --> 00:09:05.640]  Verse 2
[00:09:05.640 --> 00:09:09.480]  The Spirit of God was hovering over the waters
[00:09:09.480 --> 00:09:11.960]  聖靈是hovering over the waters
[00:09:11.960 --> 00:09:15.920]  祂是在指導這個創造過程
[00:09:15.920 --> 00:09:17.680]  所以我們看到
[00:09:17.680 --> 00:09:18.840]  我們的神
[00:09:18.840 --> 00:09:20.880]  Is working in unity
[00:09:20.880 --> 00:09:21.960]  Working in unity
[00:09:21.960 --> 00:09:23.160]  Let's look at the next slide
[00:09:23.160 --> 00:09:25.920]  聖父、聖子、聖靈
[00:09:25.920 --> 00:09:28.880]  They were working together in creation
[00:09:28.880 --> 00:09:30.400]  他們有teamwork
[00:09:30.400 --> 00:09:32.200]  他們有unity
[00:09:32.200 --> 00:09:34.600]  他們有一個purpose
[00:09:34.600 --> 00:09:36.040]  Unified purpose
[00:09:36.040 --> 00:09:37.480]  Unified plan
[00:09:37.480 --> 00:09:39.480]  and teamwork
[00:09:39.480 --> 00:09:41.840]  那我們這個比較
[00:09:41.840 --> 00:09:45.120]  創世紀和約翰福音
[00:09:45.120 --> 00:09:47.120]  有什麼lesson看到呢
[00:09:47.120 --> 00:09:48.400]  我們看到四個lesson
[00:09:48.400 --> 00:09:49.120]  第一
[00:09:49.120 --> 00:09:52.400]  耶穌是part of creation
[00:09:52.400 --> 00:09:54.600]  He was part of the creation
[00:09:54.600 --> 00:09:56.520]  我們剛才已經說了
[00:09:56.520 --> 00:09:57.720]  這個creation
[00:09:57.720 --> 00:09:59.680]  是有一個relational partnership
[00:09:59.680 --> 00:10:03.720]  The Father, the Son, and the Holy Spirit
[00:10:03.720 --> 00:10:04.720]  創世紀
[00:10:04.720 --> 00:10:06.720]  神是講
[00:10:06.720 --> 00:10:07.760]  就是了
[00:10:07.760 --> 00:10:08.160]  是不是
[00:10:08.160 --> 00:10:09.200]  講就是
[00:10:09.200 --> 00:10:10.120]  有光
[00:10:10.120 --> 00:10:11.560]  就有光
[00:10:11.560 --> 00:10:13.080]  Jesus is the word
[00:10:13.080 --> 00:10:14.560]  What does that mean
[00:10:14.560 --> 00:10:16.360]  Jesus is the one
[00:10:16.360 --> 00:10:19.760]  that fulfills the plan of God
[00:10:19.760 --> 00:10:21.600]  祂是the word
[00:10:21.600 --> 00:10:23.000]  神講
[00:10:23.000 --> 00:10:24.880]  耶穌出來
[00:10:24.880 --> 00:10:25.360]  是不是
[00:10:25.360 --> 00:10:27.800]  He fulfills the plan
[00:10:27.800 --> 00:10:30.160]  耶穌fulfill什麼plan呢
[00:10:30.160 --> 00:10:34.280]  耶穌fulfill the redemption plan
[00:10:34.280 --> 00:10:35.640]  OK
[00:10:35.640 --> 00:10:36.920]  神創造世界
[00:10:36.920 --> 00:10:38.720]  這個世界好無價
[00:10:38.720 --> 00:10:40.160]  好無價
[00:10:40.160 --> 00:10:41.400]  你做的東西
[00:10:41.400 --> 00:10:42.040]  homework
[00:10:42.040 --> 00:10:44.720]  有沒有
[00:10:44.720 --> 00:10:45.880]  老師讚你
[00:10:45.880 --> 00:10:46.680]  做得好好
[00:10:46.680 --> 00:10:47.840]  It was good
[00:10:47.840 --> 00:10:48.880]  是不是
[00:10:48.880 --> 00:10:50.080]  It was good
[00:10:50.080 --> 00:10:51.400]  但是呢
[00:10:51.400 --> 00:10:53.600]  有時我們做的東西
[00:10:53.600 --> 00:10:54.800]  It was not very good
[00:10:54.800 --> 00:10:55.200]  是不是
[00:10:55.200 --> 00:10:57.000]  可能不是合格的
[00:10:57.000 --> 00:10:58.880]  是不是
[00:10:58.880 --> 00:10:59.640]  但是呢
[00:10:59.640 --> 00:11:00.280]  這裡呢
[00:11:00.280 --> 00:11:02.840]  神創造世界
[00:11:02.840 --> 00:11:05.040]  He said it was good
[00:11:05.040 --> 00:11:05.720]  是不是
[00:11:05.720 --> 00:11:08.480]  祂創造了land和sea
[00:11:08.480 --> 00:11:09.920]  He said it was
[00:11:09.920 --> 00:11:11.280]  It was good
[00:11:11.280 --> 00:11:12.800]  祂創造了animal
[00:11:12.800 --> 00:11:13.520]  祂就說
[00:11:13.520 --> 00:11:14.520]  It was
[00:11:14.520 --> 00:11:15.640]  It was good
[00:11:15.640 --> 00:11:16.240]  是不是
[00:11:16.240 --> 00:11:17.520]  It was good
[00:11:17.520 --> 00:11:18.680]  但是呢
[00:11:18.680 --> 00:11:21.520]  我們之後會看到
[00:11:21.520 --> 00:11:22.440]  這個世界
[00:11:22.440 --> 00:11:23.160]  It was good
[00:11:23.160 --> 00:11:24.080]  但是呢
[00:11:24.080 --> 00:11:25.520]  我們有罪
[00:11:25.520 --> 00:11:27.240]  就污染了這個世界
[00:11:27.240 --> 00:11:28.680]  We pollute this world
[00:11:28.680 --> 00:11:30.280]  所以誰要來
[00:11:30.280 --> 00:11:32.520]  The second word needs to come
[00:11:32.520 --> 00:11:33.400]  這個word呢
[00:11:33.400 --> 00:11:34.720]  是耶穌
[00:11:34.720 --> 00:11:36.320]  祂就redeem我們
[00:11:36.320 --> 00:11:38.760]  這個叫做recreation
[00:11:38.760 --> 00:11:39.240]  好
[00:11:39.240 --> 00:11:40.880]  我們看到第一樣東西
[00:11:40.880 --> 00:11:41.760]  在創世紀
[00:11:41.760 --> 00:11:44.080]  第一是trinity
[00:11:44.080 --> 00:11:45.240]  第一是trinity
[00:11:45.240 --> 00:11:46.080]  第二呢
[00:11:46.080 --> 00:11:48.680]  是cosmology
[00:11:48.680 --> 00:11:50.920]  我們ready個video
[00:11:50.920 --> 00:11:52.320]  Cosmology是為什麼
[00:11:52.320 --> 00:11:54.440]  What is the meaning of cosmology
[00:11:54.440 --> 00:11:55.760]  Cosmos
[00:11:55.760 --> 00:11:57.320]  Cosmos是什麼
[00:11:57.320 --> 00:11:58.080]  宇宙
[00:11:58.080 --> 00:11:58.640]  是啦
[00:11:58.640 --> 00:11:59.760]  Cosmology而已
[00:11:59.760 --> 00:12:00.680]  為什麼
[00:12:00.680 --> 00:12:02.640]  What is it mean
[00:12:02.640 --> 00:12:03.160]  OK
[00:12:03.160 --> 00:12:04.760]  我們看個video
[00:12:04.760 --> 00:12:08.320]  In the beginning, God created the heavens and the earth.
[00:12:08.320 --> 00:12:12.200]  The earth was empty, formless, and dark.
[00:12:12.200 --> 00:12:14.560]  But the Spirit of God was there.
[00:12:14.560 --> 00:12:15.840]  On the first day,
[00:12:15.840 --> 00:12:19.000]  God said, "Let there be light."
[00:12:19.000 --> 00:12:22.640]  And God saw that the light was good.
[00:12:22.640 --> 00:12:25.800]  Then He separated the light from the darkness.
[00:12:25.800 --> 00:12:27.640]  God called the light "day"
[00:12:27.640 --> 00:12:32.280]  and the darkness "night."
[00:12:32.280 --> 00:12:33.680]  On the second day,
[00:12:33.680 --> 00:12:36.360]  God said, "Let there be a space
[00:12:36.360 --> 00:12:39.000]  to separate the waters of the heavens
[00:12:39.000 --> 00:12:41.200]  from the waters of the earth."
[00:12:41.200 --> 00:12:45.720]  God called the space "sky."
[00:12:45.720 --> 00:12:47.160]  On the third day,
[00:12:47.160 --> 00:12:50.600]  God said, "Let the waters beneath the sky
[00:12:50.600 --> 00:12:53.280]  flow together into one place
[00:12:53.280 --> 00:12:55.800]  so dry ground may appear."
[00:12:55.800 --> 00:12:58.760]  God called the dry ground "land"
[00:12:58.760 --> 00:13:01.040]  and the waters "seas."
[00:13:01.040 --> 00:13:03.680]  And God saw that it was good.
[00:13:03.680 --> 00:13:06.640]  Then God said, "Let the land sprout
[00:13:06.640 --> 00:13:10.280]  with every sort of plant and tree."
[00:13:10.280 --> 00:13:13.720]  And God saw that it was good.
[00:13:13.720 --> 00:13:15.080]  On the fourth day,
[00:13:15.080 --> 00:13:18.080]  God said, "Let lights appear in the sky
[00:13:18.080 --> 00:13:21.440]  to separate the day from the night."
[00:13:21.440 --> 00:13:23.600]  God made two great lights,
[00:13:23.600 --> 00:13:25.120]  the sun for the day
[00:13:25.120 --> 00:13:27.320]  and the moon for the night.
[00:13:27.320 --> 00:13:29.480]  He also made the stars.
[00:13:29.480 --> 00:13:31.800]  God set these lights in the sky
[00:13:31.800 --> 00:13:33.280]  to light the earth.
[00:13:33.280 --> 00:13:36.440]  And God saw that it was good.
[00:13:36.440 --> 00:13:37.680]  On the fifth day,
[00:13:37.680 --> 00:13:40.160]  God said, "Let the waters swarm
[00:13:40.160 --> 00:13:45.040]  with fish and other life."
[00:13:45.040 --> 00:13:46.520]  Let the skies be filled
[00:13:46.520 --> 00:13:48.400]  with birds of every kind.
[00:13:48.400 --> 00:13:53.560]  And God saw that it was good.
[00:13:53.560 --> 00:13:55.040]  On the sixth day,
[00:13:55.040 --> 00:13:57.040]  God said, "Let the earth
[00:13:57.040 --> 00:13:59.040]  make every sort of animal."
[00:13:59.040 --> 00:14:01.680]  God made all sorts of wild animals,
[00:14:01.680 --> 00:14:03.960]  livestock and small animals,
[00:14:03.960 --> 00:14:05.800]  each able to have babies
[00:14:05.800 --> 00:14:07.920]  of the same kind.
[00:14:07.920 --> 00:14:11.120]  And God saw that it was good.
[00:14:11.120 --> 00:14:12.600]  Then God said,
[00:14:12.600 --> 00:14:15.200]  "Let us make man in our image
[00:14:15.200 --> 00:14:16.880]  to be like us."
[00:14:16.880 --> 00:14:19.840]  So God created man in his own image.
[00:14:19.840 --> 00:14:20.920]  He formed man
[00:14:20.920 --> 00:14:22.640]  from the dust of the ground.
[00:14:22.640 --> 00:14:25.520]  He breathed the breath of life into man.
[00:14:25.520 --> 00:14:28.920]  And a man became alive.
[00:14:28.920 --> 00:14:30.520]  Then he saw that the man
[00:14:30.520 --> 00:14:31.880]  needed a helper.
[00:14:31.880 --> 00:14:34.800]  So God put man into a deep sleep.
[00:14:34.800 --> 00:14:36.160]  And while he slept,
[00:14:36.160 --> 00:14:38.600]  God took one of the man's ribs.
[00:14:38.600 --> 00:14:40.120]  Then God made a woman
[00:14:40.120 --> 00:14:40.960]  from the rib
[00:14:40.960 --> 00:14:45.280]  and brought her to the man.
[00:14:45.280 --> 00:14:47.720]  Then God blessed them and said,
[00:14:47.720 --> 00:14:50.040]  "Be fruitful and multiply.
[00:14:50.040 --> 00:14:52.240]  Fill the earth and rule over it.
[00:14:52.240 --> 00:14:55.600]  Rule over the fish in the sea,
[00:14:55.600 --> 00:14:58.160]  the birds in the sky
[00:14:58.160 --> 00:14:59.360]  and all the animals
[00:14:59.360 --> 00:15:02.720]  that scurry along the ground."
[00:15:02.720 --> 00:15:04.160]  Then God said,
[00:15:04.160 --> 00:15:05.880]  "Look, I have given you
[00:15:05.880 --> 00:15:07.880]  every plant throughout the earth
[00:15:07.880 --> 00:15:09.400]  and all the fruit trees
[00:15:09.400 --> 00:15:10.440]  for your food.
[00:15:10.440 --> 00:15:11.440]  And I have given you
[00:15:11.440 --> 00:15:13.560]  every green plant as food
[00:15:13.560 --> 00:15:16.280]  for all the animals."
[00:15:16.280 --> 00:15:18.880]  Then God looked over all he had made
[00:15:18.880 --> 00:15:21.360]  and he saw that it was very good.
[00:15:21.360 --> 00:15:23.040]  So the creation of the heavens
[00:15:23.040 --> 00:15:23.760]  and the earth
[00:15:23.760 --> 00:15:27.880]  and everything in them was done.
[00:15:27.880 --> 00:15:29.680]  So on the seventh day,
[00:15:29.680 --> 00:15:32.160]  God rested from all his work.
[00:15:32.160 --> 00:15:34.440]  And God blessed the seventh day
[00:15:34.440 --> 00:15:36.040]  and said it was holy.
[00:15:41.000 --> 00:15:44.640]  第一天,神創造了什麼?
[00:15:44.640 --> 00:15:46.920]  Let there be light.
[00:15:46.920 --> 00:15:49.280]  是的,神創造了光。
[00:15:49.280 --> 00:15:51.840]  第二天,神創造了什麼?
[00:15:51.840 --> 00:15:53.280]  有沒有人知道?
[00:15:53.280 --> 00:15:54.800]  水,是吧?
[00:15:54.800 --> 00:15:56.000]  Water and sky.
[00:15:56.000 --> 00:15:58.720]  分開了水和天空。
[00:15:58.720 --> 00:16:00.840]  第三天,有沒有人知道?
[00:16:00.840 --> 00:16:03.080]  神創造了什麼?
[00:16:03.080 --> 00:16:03.920]  是的。
[00:16:03.920 --> 00:16:08.400]  神創造了土地。
[00:16:08.400 --> 00:16:09.160]  神創造了土地?
[00:16:09.160 --> 00:16:10.880]  神創造了植物?
[00:16:10.880 --> 00:16:12.080]  是的,非常好。
[00:16:12.080 --> 00:16:15.520]  第四天,神創造了什麼?
[00:16:15.520 --> 00:16:19.320]  是的,神創造了星星和月亮。
[00:16:19.320 --> 00:16:24.040]  神創造了日月和月亮。
