
[00:00:00.000 --> 00:00:15.000]  我們很感謝安修恩說我們剛才的敬拜,也幫助我們把焦點轉向耶穌那裡。
[00:05:03.000 --> 00:05:12.000]  基本上一個比較容易理解的解釋,原來是在舊約裡面一卷先知書,叫撒加里亞書。
[00:05:12.000 --> 00:05:19.000]  當時那裡有寫到將來有一個拯救者,神去派拯救者的時候會怎樣呢?
[00:05:19.000 --> 00:05:24.000]  就是一個會騎著驢進入耶路撒冷城的人。
[00:05:24.000 --> 00:05:37.000]  所以耶穌去找一匹驢,這個形象很明顯是想呼應當時猶太人對一個尼塞亞,對一個救主的印象。
[00:05:37.000 --> 00:05:47.000]  所以這裡就是路加福音,以至其他福音書都會強調,就是耶穌說要找一匹驢,祂會騎著驢進入耶路撒冷。
[00:05:47.000 --> 00:05:57.000]  但是其實路加的筆下,雖然這個預言是有提到,但是路加有自己的重點。
[00:05:57.000 --> 00:06:07.000]  如果我們有看其他福音書,或者你聽過的福音書,例如馬太福音裡面,是有明確寫出這一句舊約聖經的說話。
[00:06:07.000 --> 00:06:14.000]  但是路加的焦點就放了一個很有趣的段落,就是放在借那匹驢的時候。
[00:06:14.000 --> 00:06:23.000]  其實耶穌叫那些門徒去借驢,就是去找一個人,去跟他說主要用這匹驢就可以用。
[00:06:23.000 --> 00:06:29.000]  路加就將他的重點放在這個位置。為什麼這樣說呢?
[00:06:29.000 --> 00:06:41.000]  原來當那班門徒去到村裡面,他們想去借那匹驢騎的時候,路加就寫那班主人去問他們。
[00:06:41.000 --> 00:06:46.000]  可能是那些驢民,問他們為什麼要拿走那匹驢。
[00:06:46.000 --> 00:06:51.000]  然後門徒就說主要用他,然後他們就被他拿走了。
[00:06:51.000 --> 00:06:58.000]  在幾本福音書裡面,路加比較特別的是在這裡玩了一個我們叫做work play。
[00:06:58.000 --> 00:07:02.000]  如果你看英文,你不是很清楚work play是做什麼的。
[00:07:02.000 --> 00:07:11.000]  這次反而是中文,你會比較容易留意到,其實他說的主人和門徒口中的主是用同一個字。
[00:07:11.000 --> 00:07:14.000]  這個同一個字有什麼意義呢?
[00:07:14.000 --> 00:07:24.000]  原來就算在借這匹驢的過程裡面,路加也想去強調,其實誰才是真正的主人,真正的主。
[00:07:24.000 --> 00:07:34.000]  可能對我們不信的人來說,或者不認識耶穌的人來說,這匹驢是他們的財產,是他們的農民的財產。
[00:07:34.000 --> 00:07:43.000]  但在路加的筆下,他透過這個很微細的段落,他突顯了一件事,就是唯獨主耶穌才有那個決定。
[00:07:43.000 --> 00:07:51.000]  主耶穌才有那個權力去到真正成為這匹驢的主人。
[00:07:51.000 --> 00:08:02.000]  當耶穌進入耶路撒冷之前,其實耶穌已經有著他君王的權柄,他不需要透過做什麼去突顯,這是他自然應該有的。
[00:08:02.000 --> 00:08:13.000]  所以路加在這個對比,這個work play的底下,其實他突顯的重點,就算是一匹驢,就算是最小的事物上,耶穌也有他全部的權柄。
[00:08:13.000 --> 00:08:27.000]  就算普通人不知道耶穌是誰,或者當時他們不知道耶穌所做的事情,也不影響耶穌的身份,他仍然有那個權柄,他要按照時間去做自己的事情。
[00:08:27.000 --> 00:08:31.000]  這個重點其實延續到後面進入耶路撒冷的段落。
[00:08:31.000 --> 00:08:40.000]  為了讓大家容易一點去想,就是耶穌怎樣進入,因為就這樣用口說,其實很難完全去描述這個景象。
[00:08:40.000 --> 00:08:49.000]  所以我們在看之後路加福音,之後幾節的經文之前,我們先看一段短片,其實是耶穌怎樣進入聖城。
[00:08:49.000 --> 00:09:05.000]  其實教會傳統稱這個日子為宗旅主日,為什麼呢?因為說到門徒會用宗旅業,就是人們用樹葉宗旅業去歡迎耶穌進城。
[00:09:05.000 --> 00:09:15.000]  其實在歷史歷代有很多不同的電影都會拍到耶穌怎樣進入,我們就只看了一段。
[00:09:15.000 --> 00:09:16.000]  我們看一段片。
[00:09:16.000 --> 00:09:26.000]  (片段)
[00:09:26.000 --> 00:09:36.000]  (片段)
[00:09:36.000 --> 00:09:46.000]  (片段)
[00:09:46.000 --> 00:09:56.000]  (片段)
[00:09:56.000 --> 00:10:06.000]  (片段)
[00:10:06.000 --> 00:10:16.000]  (片段)
[00:10:16.000 --> 00:10:26.000]  (片段)
[00:10:26.000 --> 00:10:36.000]  (片段)
[00:10:36.000 --> 00:10:46.000]  (片段)
[00:10:46.000 --> 00:10:56.000]  (片段)
[00:10:56.000 --> 00:11:06.000]  (片段)
[00:11:06.000 --> 00:11:26.000]  (片段)
[00:11:26.000 --> 00:11:28.000]  (片段)
[00:11:28.000 --> 00:11:44.000]  剛才我們看到關於耶穌進城的那一幕,這一幕其實在其他科幻書也有記載關於這一幕的內容。
[00:11:44.000 --> 00:11:49.000]  但是在路加福音裡面,其實記載是有一點不同的。
[00:11:49.000 --> 00:11:59.000]  剛才我們看到有很多人拿著一些很長的樹葉,那些就叫宗旅業,當時是用來迎接君王的東西。
[00:11:59.000 --> 00:12:03.000]  但是在路加福音的筆下,他沒有刻意寫上段落。
[00:12:03.000 --> 00:12:16.000]  但是如果大家剛才細心去看,你會看到有一個人脫了一件衣服,去到鋪在地上,叫了一些話。
[00:12:16.000 --> 00:12:24.000]  我不知道大家有沒有印象,幾秒的時間裡面,應該是一位叔叔脫了一件衣服,鋪在地上,歡迎耶穌。
[00:12:24.000 --> 00:12:29.000]  這個就是路加去選取,去描述那群人怎樣歡迎耶穌。
[00:12:29.000 --> 00:12:37.000]  在路加福音19章35至36節是這樣說的。
[00:12:37.000 --> 00:12:48.000]  就是說,那些門徒就把一隻爐牽到耶穌那裡,把自己的衣服放在爐裡,讓他坐上去。
[00:12:48.000 --> 00:12:53.000]  而當耶穌入城的時候,那些人就把衣服鋪在地上。
[00:12:53.000 --> 00:13:00.000]  剛才在影片裡面的那一幕就是這樣的意思。
[00:13:00.000 --> 00:13:14.000]  其實在舊約,以至當時的傳統裡面,這種把衣服鋪在地上的意思,就代表你去到信服於他,去到歡迎他的習俗。
[00:13:14.000 --> 00:13:21.000]  甚至基本上當一個人是王,有權力的王,你去到歡迎他入城。
[00:13:21.000 --> 00:13:34.000]  經文更加說到,當門徒歡迎的時候,剛才你見到那些人很大聲的叫,如果你聽到,他們可能在叫很多句子,很吵。
[00:13:34.000 --> 00:13:41.000]  但當時是說門徒和當時的人在一邊歡迎耶穌。
[00:13:41.000 --> 00:13:48.000]  所以他們在路加福音19章第38節就這樣說,
[00:13:48.000 --> 00:13:57.000]  「奉主名來的王,應當稱重,因為在天上有和平,在至高之處有榮光。」
[00:13:57.000 --> 00:14:05.000]  如果我們照字面看,奉主名來的王很容易理解就是耶穌。
[00:14:05.000 --> 00:14:14.000]  耶穌有尊貴的身份,這是路加福音在入城前半段的段落裡面,其實是很強調的。
[00:14:14.000 --> 00:14:24.000]  從祂本身是一切事物的主人也好,以至祂是奉主名來的王也好,以至祂遭受的待遇,
[00:14:24.000 --> 00:14:35.000]  在這一刻,在入城的這一刻,路加的筆下是很強調耶穌是值得這些稱讚,值得這些尊崇。
[00:14:35.000 --> 00:14:46.000]  在當時的人來說,對王這個字有很多想像,當時當然有羅馬皇帝,當然有很多不同的很小的國家的國王,
[00:14:46.000 --> 00:14:51.000]  當時的人對王是有很多的想像,我們之後就會提到。
[00:14:51.000 --> 00:14:59.000]  但是,路加在這裡很強調耶穌的權柄是在天上和在至高之處。
[00:14:59.000 --> 00:15:06.000]  在讚美裡面,路加的描述下,他很刻意提醒看的人,
[00:15:06.000 --> 00:15:12.000]  要記得耶穌的尊貴身份不是我們以為的政治、軍事的權勢,
[00:15:12.000 --> 00:15:18.000]  他的權力不是靠暴力或者武力去達成,
[00:15:18.000 --> 00:15:26.000]  他是透過天上,全世界裡面,透過和平,透過我們之後會說到的,
[00:15:26.000 --> 00:15:30.000]  耶穌的一個很獨特的方法去得到他的權力。
[00:15:30.000 --> 00:15:41.000]  在這裡,我們可以暫時想一下第一個事件,可以去到想的重點,就是耶穌的皇權,耶穌的權柄。
[00:15:41.000 --> 00:15:49.000]  耶穌是王這個概念,可能對我們今天來說,有時是有些陌生的。
[00:15:49.000 --> 00:15:52.000]  因為我們很多時候從小到大會說什麼呢?
[00:15:52.000 --> 00:15:56.000]  耶穌是我們的朋友,耶穌會聽我們的祈禱,
[00:15:56.000 --> 00:16:01.000]  耶穌會和我們去同行,耶穌和我們有親密的關係,
[00:16:01.000 --> 00:16:06.000]  這些說法全部都是對的,這些是對的事情。
[00:16:06.000 --> 00:16:12.000]  不過耶穌是我們的朋友,這個朋友和我們普通的,
[00:16:12.000 --> 00:16:20.000]  例如我們在教會的朋友,我們小組的朋友,學校的朋友,概念又不是一樣。
[00:16:20.000 --> 00:16:25.000]  雖然耶穌的確很願意去看顧和我們同行,
[00:16:25.000 --> 00:16:31.000]  但是在聖經裡面,很多的記載裡面,耶穌是拯救我們的神,
[00:16:31.000 --> 00:16:35.000]  耶穌是有權力、權柄去吩咐我們跟從他。
[00:16:35.000 --> 00:16:43.000]  這也是路加在這個位置不斷強調耶穌是一個主人,耶穌是一個王。
[00:16:43.000 --> 00:16:45.000]  其實這個在當年四卷方書也有提到,
[00:16:45.000 --> 00:16:51.000]  但是路加在這裡,他透過很多微細的寫法去突顯了耶穌是王這個說法。
[00:16:51.000 --> 00:16:55.000]  耶穌是王就不只是唱歌唱出來的,
[00:16:55.000 --> 00:17:01.000]  我想我們唱詩歌,唱Jesus is King,應該唱到大家陌生了。
[00:17:01.000 --> 00:17:06.000]  但是我們對這個概念是否真的有這麼認識,
[00:17:06.000 --> 00:17:09.000]  在生活裡面是否真的這麼明白呢?
[00:17:09.000 --> 00:17:13.000]  如果我們真的認真看待Jesus is King這句話的話,
[00:17:13.000 --> 00:17:16.000]  我們就知道我們不只是稱讚祂,
[00:17:16.000 --> 00:17:20.000]  我們所做的不僅僅只是在星期日,
[00:17:20.000 --> 00:17:25.000]  或者平時有些時候回到教會裡面去參加崇拜,
[00:17:25.000 --> 00:17:27.000]  或者聽講道或參加小組。
[00:17:27.000 --> 00:17:33.000]  耶穌是王這件事是要求我們將所有的事情放在祂面前,
[00:17:33.000 --> 00:17:34.000]  去奉獻給祂。
[00:17:34.000 --> 00:17:39.000]  正如這裡,你看到門徒會將自己的衣服放在祂面前,
[00:17:39.000 --> 00:17:45.000]  門徒會按照耶穌的吩咐去做耶穌所需要的事情。
[00:17:45.000 --> 00:17:52.000]  所以在這裡我們看到門徒的行為至少表現出他們真的當耶穌是一個王,
[00:17:52.000 --> 00:17:55.000]  他們認真地盡自己的能力去做。
[00:17:55.000 --> 00:17:59.000]  可能今天我們付出的東西當然不一樣,
[00:17:59.000 --> 00:18:05.000]  至少在耶穌再來之前我們不會脫光衣服去歡迎祂,
[00:18:05.000 --> 00:18:09.000]  但是我們也可以為耶穌付出自己的東西。
[00:18:09.000 --> 00:18:18.000]  這是我們每個人在講大齋祈的時候幫助我們去想的一個功課,
[00:18:18.000 --> 00:18:22.000]  就是我們要在開始的時候去記得為什麼我們要思想耶穌,
[00:18:22.000 --> 00:18:24.000]  為什麼我們要跟從耶穌,
[00:18:24.000 --> 00:18:30.000]  不是僅僅因為耶穌幫我們考試,幫我們家,幫我們這些事情,
[00:18:30.000 --> 00:18:37.000]  更加重要的是因為耶穌是值得我們的尊崇,值得我們的崇拜,
[00:18:37.000 --> 00:18:39.000]  耶穌是唯一的王。
[00:18:39.000 --> 00:18:47.000]  這可能是我們今天講求自由,講求我們個人表現的社會裡面,
[00:18:47.000 --> 00:18:50.000]  我們未必那麼容易接受有一個權威在這裡,
[00:18:50.000 --> 00:18:52.000]  但是這就是聖經裡面所教導的,
[00:18:52.000 --> 00:18:57.000]  就是耶穌所做的一切是值得我們付上去給祂,
[00:18:57.000 --> 00:19:03.000]  這是第一個我們可以從入城的經歷裡面去思考的事情。
[00:19:03.000 --> 00:19:10.000]  但是當我們將焦點放在王的心的時候,
[00:19:10.000 --> 00:19:14.000]  我們又要想,當然耶穌有王自己的權柄,
[00:19:14.000 --> 00:19:18.000]  但是其實路加這裡寫耶穌入城,
[00:19:18.000 --> 00:19:23.000]  是在回應當時很多人對王這個概念的想像。
[00:19:23.000 --> 00:19:28.000]  當我們花一點時間去了解當時的歷史背景,
[00:19:28.000 --> 00:19:32.000]  可能我們會理解到幾本福音書,特別是路加福音,
[00:19:32.000 --> 00:19:34.000]  會有很多篇幅,可能用了幾場篇幅,
[00:19:34.000 --> 00:19:38.000]  很仔細寫耶穌入城的方法。
[00:19:38.000 --> 00:19:42.000]  當時有一個猶太歷史學家,
[00:19:42.000 --> 00:19:45.000]  那個人叫做約瑟夫,
[00:19:45.000 --> 00:19:50.000]  約瑟夫這個人是和耶穌生活的時間相近的人,
[00:19:50.000 --> 00:19:53.000]  當然他比耶穌遲死,
[00:19:53.000 --> 00:19:54.000]  耶穌當然死而復活,
[00:19:54.000 --> 00:19:58.000]  這位歷史學家比耶穌遲了很多時間才死。
[00:19:58.000 --> 00:20:02.000]  他曾經寫過一些關於耶穌的記載,
[00:20:02.000 --> 00:20:09.000]  但是其實他有很多歷史的記載是寫猶太人在公元前四世紀之後發生的事情。
[00:20:09.000 --> 00:20:17.000]  我們可以去看一段關於亞歷山大大帝和耶路撒冷的傳說。
[00:20:17.000 --> 00:20:21.000]  我知道有些探索者可能比較熟悉歷史,
[00:20:21.000 --> 00:20:26.000]  可能他們聽到亞歷山大大帝就會知道他是什麼人。
[00:20:26.000 --> 00:20:28.000]  如果你不知道他是什麼人,
[00:20:28.000 --> 00:20:32.000]  你也可以知道他是希臘文化中一個很出色的君王。
[00:20:32.000 --> 00:20:40.000]  根據歷史記載,他征服了一個帝國的版圖,
[00:20:40.000 --> 00:20:43.000]  遍佈歐洲、非洲和亞洲。
[00:20:43.000 --> 00:20:48.000]  但你會問,這個希臘人和耶路撒冷有什麼關係呢?
[00:20:48.000 --> 00:20:54.000]  原來當時約瑟夫的猶太歷史學家有這樣寫,
[00:20:54.000 --> 00:20:56.000]  他寫了一個傳說,
[00:20:56.000 --> 00:21:04.000]  當時亞歷山大大帝在軍隊告到富蘭石區入贅耶路撒冷,
[00:21:04.000 --> 00:21:06.000]  這是一個傳說。
[00:21:06.000 --> 00:21:10.000]  他說當時有一群猶太人的群眾和祭司
[00:21:10.000 --> 00:21:15.000]  歡迎亞歷山大大帝入城,
[00:21:15.000 --> 00:21:18.000]  入城之後,在聖殿裡,
[00:21:18.000 --> 00:21:22.000]  在猶太人的指示下,在聖殿上獻祭。
[00:21:22.000 --> 00:21:24.000]  當然這只是一個傳說,
[00:21:24.000 --> 00:21:30.000]  你也會想,為什麼一個希臘的君王會跟著猶太人的方法獻祭呢?
[00:21:30.000 --> 00:21:34.000]  這些是不是後來的人所作出來的呢?
[00:21:34.000 --> 00:21:37.000]  這個歷史是很難完全的考究,
[00:21:37.000 --> 00:21:40.000]  但如果我們肯定到的就是,
[00:21:40.000 --> 00:21:44.000]  當時的文化裡面對一個勝利的君王,
[00:21:44.000 --> 00:21:47.000]  或者一個很有權力的王,是這樣的想像。
[00:21:47.000 --> 00:21:52.000]  亞歷山大大帝所做的,應該是當時有權力的王會做的事情。
[00:21:52.000 --> 00:21:56.000]  所以,這個猶太歷史學家約瑟夫寫的時候,
[00:21:56.000 --> 00:22:00.000]  很可能也反映當時猶太人怎麼想王這件事情。
[00:22:00.000 --> 00:22:05.000]  猶太人要好像這樣的景象,
[00:22:05.000 --> 00:22:09.000]  他們希望看到這樣的拯救者出現。
[00:22:09.000 --> 00:22:12.000]  如果我們看回耶穌進城的段落,
[00:22:12.000 --> 00:22:15.000]  你會發現一些情節是似曾相識的。
[00:22:15.000 --> 00:22:20.000]  例如很多人歡呼,很多人會歡迎他。
[00:22:20.000 --> 00:22:23.000]  你會看到一些門徒,
[00:22:23.000 --> 00:22:27.000]  像剛才的景象也看到,像一個王一樣進城。
[00:22:27.000 --> 00:22:30.000]  如果我們看這些情節,
[00:22:30.000 --> 00:22:34.000]  當然跟這個傳說或者當時流行文化的觀念是很相似的。
[00:22:34.000 --> 00:22:40.000]  但是,路加北赫的耶穌是一個很重要的不同。
[00:22:40.000 --> 00:22:46.000]  最簡單的例子是,路加北赫的耶穌一進耶路撒冷,
[00:22:46.000 --> 00:22:49.000]  其實他不是馬上去盛宴獻祭的,
[00:22:49.000 --> 00:22:56.000]  不是很受歡迎,就贏了,不是。
[00:22:56.000 --> 00:23:01.000]  路加北赫很快就指出有些法利賽人出來搞事,
[00:23:01.000 --> 00:23:05.000]  叫耶穌不要這樣張揚,
[00:23:05.000 --> 00:23:09.000]  叫耶穌的門徒都不對,怎麼可以叫你做王呢?
[00:23:09.000 --> 00:23:12.000]  如果我們對方書有認識,
[00:23:12.000 --> 00:23:14.000]  或者我們聽兒童主義學,
[00:23:14.000 --> 00:23:18.000]  我們聽法利賽人很多時候都是去抵擋耶穌,
[00:23:18.000 --> 00:23:24.000]  去憎恨耶穌,甚至最後把耶穌陷害,釘上十字架。
[00:23:24.000 --> 00:23:29.000]  我想當時的門徒是不知道這些人會成功的。
[00:23:29.000 --> 00:23:32.000]  在當時的處境裡面,
[00:23:32.000 --> 00:23:36.000]  他們沒想到耶穌在一個星期前,
[00:23:36.000 --> 00:23:38.000]  可能是這一天,
[00:23:38.000 --> 00:23:40.000]  他是用君王的身份進去,
[00:23:40.000 --> 00:23:45.000]  但原來一個星期之後,他就被群眾唾棄,
[00:23:45.000 --> 00:23:48.000]  拋棄他,釘他在十字架上。
[00:23:48.000 --> 00:23:51.000]  這個我想是他們沒想過的事情,
[00:23:51.000 --> 00:23:53.000]  沒想過這些法利賽人會成功。
[00:23:53.000 --> 00:23:58.000]  但這一點正正是耶穌作為王,
[00:23:58.000 --> 00:24:01.000]  和剛才我們說的亞歷山大大帝,
[00:24:01.000 --> 00:24:04.000]  或者當時的君王那種王最大的分別。
[00:24:04.000 --> 00:24:06.000]  剛才我們提到,
[00:24:06.000 --> 00:24:11.000]  亞歷山大大帝按著猶太人的方式去獻祭給耶穌。
[00:24:11.000 --> 00:24:14.000]  這個當然是一個傳說,
[00:24:14.000 --> 00:24:18.000]  你信不信都好,這樣寫。
[00:24:18.000 --> 00:24:20.000]  耶穌在這裡,
[00:24:20.000 --> 00:24:22.000]  耶穌去到聖殿,
[00:24:22.000 --> 00:24:25.000]  如果你記得,他幾乎去到拆了人家的聖殿,
[00:24:25.000 --> 00:24:27.000]  說了很多話。
[00:24:27.000 --> 00:24:30.000]  但是耶穌其實也有做同樣的獻祭,
[00:24:30.000 --> 00:24:34.000]  耶穌是用他自己作為祭物。
[00:24:34.000 --> 00:24:37.000]  這就是耶穌作為王,
[00:24:37.000 --> 00:24:40.000]  和其他普通的王最大的分別。
[00:24:40.000 --> 00:24:44.000]  或者我們不明白為什麼法利賽人,
[00:24:44.000 --> 00:24:46.000]  他們想釘死耶穌這件事會成功,
[00:24:46.000 --> 00:24:48.000]  但我們只可以看到的是,
[00:24:48.000 --> 00:24:50.000]  上帝透過這件事情,
[00:24:50.000 --> 00:24:52.000]  去承受他最偉大的工作,
[00:24:52.000 --> 00:24:55.000]  就是讓耶穌用自己的身體,
[00:24:55.000 --> 00:24:57.000]  用他的保權,
[00:24:57.000 --> 00:25:00.000]  用他的犧牲和復活去彰顯他的權力。
[00:25:00.000 --> 00:25:05.000]  所以這個君王不是一個追求勝利,
[00:25:05.000 --> 00:25:07.000]  不只是追求君士神打贏,
[00:25:07.000 --> 00:25:10.000]  或者要像別人覺得他很厲害的那種君王。
[00:25:10.000 --> 00:25:12.000]  耶穌入耶路撒冷的目的,
[00:25:12.000 --> 00:25:15.000]  不是去表現自己的厲害,
[00:25:15.000 --> 00:25:18.000]  而是去用當時人想像不到的方式,
[00:25:18.000 --> 00:25:22.000]  透過十字架去到真正將整個世界,
[00:25:22.000 --> 00:25:26.000]  包括今天我們每一個都救贖回來的方式。
[00:25:28.000 --> 00:25:30.000]  當時的門徒明不明白呢?
[00:25:30.000 --> 00:25:33.000]  其實可能不是很明白,
[00:25:33.000 --> 00:25:34.000]  如果我們看福音書的內容,
[00:25:34.000 --> 00:25:37.000]  這班門徒其實不明白耶穌要做些什麼。
[00:25:37.000 --> 00:25:39.000]  他們可能叫耶穌做王,
[00:25:39.000 --> 00:25:41.000]  他們知道耶穌是一個王,
[00:25:41.000 --> 00:25:45.000]  他們用耶穌當得的待遇去對待他,
[00:25:45.000 --> 00:25:46.000]  但可能他們都不知道,
[00:25:46.000 --> 00:25:49.000]  原來耶穌的工作是這樣。
[00:25:49.000 --> 00:25:52.000]  所以耶穌做王這件事,
[00:25:52.000 --> 00:25:54.000]  耶穌是王,Jesus is King這件事,
[00:25:54.000 --> 00:25:56.000]  背後其實隱含著,
[00:25:56.000 --> 00:25:58.000]  他是一個suffering的king,
[00:25:58.000 --> 00:26:01.000]  他是一個會犧牲,會受苦,
[00:26:01.000 --> 00:26:04.000]  而透過受苦去得著榮耀的王。
[00:26:04.000 --> 00:26:08.000]  我想今天我們的思維大多數都是想,
[00:26:08.000 --> 00:26:10.000]  不要受苦,不要那麼辛苦,
[00:26:10.000 --> 00:26:12.000]  不要受傷害。
[00:26:12.000 --> 00:26:15.000]  基督徒不是一個被虐狂,
[00:26:15.000 --> 00:26:18.000]  基督徒不是說我要找苦來吃,
[00:26:18.000 --> 00:26:20.000]  先吃多點苦,就像耶穌那樣,
[00:26:20.000 --> 00:26:21.000]  我不是這個意思。
[00:26:21.000 --> 00:26:23.000]  只不過我們要反思,
[00:26:23.000 --> 00:26:25.000]  當我們的文化很多時候是說,
[00:26:25.000 --> 00:26:28.000]  我們要舒服,我們要開心,
[00:26:28.000 --> 00:26:30.000]  我們要服侍自己的時候,
[00:26:30.000 --> 00:26:35.000]  耶穌為王這個背後的概念,
[00:26:35.000 --> 00:26:37.000]  其實是很需要我們去深思,
[00:26:37.000 --> 00:26:38.000]  因為背後代表,
[00:26:38.000 --> 00:26:40.000]  如果我們承認這個事實的話,
[00:26:40.000 --> 00:26:41.000]  其實我們要合法,
[00:26:41.000 --> 00:26:43.000]  耶穌就要有地方,
[00:26:43.000 --> 00:26:45.000]  會有犧牲,會有受苦,
[00:26:45.000 --> 00:26:47.000]  會有我們不願意的事情,
[00:26:47.000 --> 00:26:49.000]  有機會去到發生。
[00:26:50.000 --> 00:26:52.000]  我知道在疫情之下,
[00:26:52.000 --> 00:26:56.000]  去說這個話題其實是有些沉重的,
[00:26:56.000 --> 00:26:58.000]  因為正正是這個時刻,
[00:26:58.000 --> 00:27:00.000]  我們當中有很多人,
[00:27:00.000 --> 00:27:03.000]  可能當中有一些是受到感染,
[00:27:03.000 --> 00:27:06.000]  或者是你的家人受到感染,
[00:27:06.000 --> 00:27:10.000]  就算是我們的家人沒有事也好,
[00:27:10.000 --> 00:27:12.000]  就算暫時沒有事也好,
[00:27:12.000 --> 00:27:14.000]  我想我們都會知道,
[00:27:14.000 --> 00:27:16.000]  現在的社會有很多限制,
[00:27:16.000 --> 00:27:18.000]  特別我們一班explorer,
[00:27:18.000 --> 00:27:20.000]  如果當中我們有很多讀local school的,
[00:27:20.000 --> 00:27:25.000]  可能你突然之間說要放一個summer break,
[00:27:25.000 --> 00:27:27.000]  但這個和平時的summer break不同,
[00:27:27.000 --> 00:27:28.000]  基本上你都知道,
[00:27:28.000 --> 00:27:30.000]  沒有辦法外出的summer break,
[00:27:30.000 --> 00:27:32.000]  沒有辦法去見朋友的summer break,
[00:27:32.000 --> 00:27:36.000]  而就算你是international school的explorer,
[00:27:36.000 --> 00:27:37.000]  可能你都要繼續上課,
[00:27:37.000 --> 00:27:40.000]  你都要繼續無聊期地zoom,
[00:27:40.000 --> 00:27:43.000]  我想無論是我們自身的經歷也好,
[00:27:43.000 --> 00:27:44.000]  或者是我們的新聞,
