
[00:00:00.000 --> 00:00:08.000]  (MC) 定子會平安,多謝施班為我們獻唱一首詩歌,萬物都有定時。
[00:02:08.000 --> 00:02:16.000]  123,大權柄的天使,大聲喊著說,巴比倫大城,傾倒了,傾倒了,
[00:02:16.000 --> 00:02:23.000]  這裡聖經當時有幾個大字,刻意地要強調這個大字,
[00:02:23.000 --> 00:02:30.000]  大權柄的天使,帶著榮耀的光,來到世上的時候,大聲地說一個很重要的消息,
[00:02:30.000 --> 00:02:35.000]  一個你想都想不到的消息,一個立刻會發生的事情,
[00:02:35.000 --> 00:02:43.000]  就是這個大城會傾倒了,傾倒了,連續兩次的傾倒,
[00:02:43.000 --> 00:02:49.000]  當然你可能會問一個問題,其實這個巴比倫是指什麼呢?
[00:02:49.000 --> 00:02:54.000]  或者巴比倫是什麼意思呢?我們嘗試從整本的聖經,
[00:02:54.000 --> 00:03:00.000]  來到詳細了解一下,到底啟示錄所說的巴比倫是什麼意思,
[00:03:00.000 --> 00:03:05.000]  當然巴比倫這個字意上可以解為是神的門,
[00:03:05.000 --> 00:03:10.000]  不過在聖經裡面,我們第一次聽到這個巴比倫的字眼,
[00:03:10.000 --> 00:03:16.000]  應該就是在創世紀巴別的地方,
[00:03:16.000 --> 00:03:24.000]  如果大家還記得巴別的故事,是說一班日人要挑戰上帝的權威,
[00:03:24.000 --> 00:03:29.000]  並且在當中神要讓這班人最後不能上去的情況下,
[00:03:29.000 --> 00:03:36.000]  就令到他們的語言去混亂,所以有混亂的意思,
[00:03:36.000 --> 00:03:41.000]  以色列就會將這個地方視為人類的驕傲,
[00:03:41.000 --> 00:03:46.000]  和人神之間的關係混亂的縮影,
[00:03:46.000 --> 00:03:52.000]  這個從巴別的情況開始,來延伸到巴比倫的意義,
[00:03:52.000 --> 00:03:57.000]  當然在以賽亞書裡面,也曾經有很多經文,
[00:03:57.000 --> 00:04:01.000]  也預告巴比倫的邪惡,那種驕傲,
[00:04:01.000 --> 00:04:06.000]  並且提到他們的結局,會像索多瑪和摩拉一樣,
[00:04:06.000 --> 00:04:11.000]  會得到徹底的毀滅,而來到新約的處境裡面,
[00:04:11.000 --> 00:04:16.000]  也有幾處,特別是啟示錄裡面,也提到巴比倫這個地方,
[00:04:16.000 --> 00:04:22.000]  極有可能是指他們第一世紀信徒所面向的城市,
[00:04:22.000 --> 00:04:28.000]  一個很大的城市,就是我們可能也很認識的古羅馬的城市,
[00:04:28.000 --> 00:04:32.000]  所以從這個不同的角度,無論從舊約到新約的角度,
[00:04:32.000 --> 00:04:37.000]  來看巴比倫的字眼,其實我們很簡單的理解,
[00:04:37.000 --> 00:04:42.000]  就是一切的驕傲,或者混亂,或者邪惡,
[00:04:42.000 --> 00:04:47.000]  和挑戰敵黨神強大的制度,
[00:04:47.000 --> 00:04:51.000]  這個就是聖經要講的巴比倫,
[00:04:51.000 --> 00:04:55.000]  這個巴比倫,聖經說他要傾倒了,
[00:04:55.000 --> 00:04:58.000]  但是傾倒的程度是怎麼樣的呢?
[00:04:58.000 --> 00:05:02.000]  我們一起來看下一段的經文,啟示錄18章2節,
[00:05:02.000 --> 00:05:04.000]  我們一起來讀好不好?1,2,3
[00:05:04.000 --> 00:05:09.000]  他大聲喊著說,巴比倫大城傾倒了,傾倒了,
[00:05:09.000 --> 00:05:14.000]  成了鬼魔的住處,和各樣污穢之靈,
[00:05:14.000 --> 00:05:19.000]  並各樣污穢可憎之灼尿的巢穴。
[00:05:19.000 --> 00:05:23.000]  這裡給我們看到有三個不同的組合,
[00:05:23.000 --> 00:05:30.000]  來形成了巴比倫大城傾倒了之後的結局,
[00:05:30.000 --> 00:05:31.000]  這個結局是怎麼樣呢?
[00:05:31.000 --> 00:05:35.000]  你想一下,一個地方,如果他有鬼靈,他有污靈,
[00:05:35.000 --> 00:05:36.000]  他又有一些可憎的灼尿,
[00:05:36.000 --> 00:05:40.000]  這三個其實是聖經裡面常常用的一個組合,
[00:05:40.000 --> 00:05:42.000]  這個組合要表達一個很重要的意思,
[00:05:42.000 --> 00:05:45.000]  就是連人都沒有,一個很荒謬的地方,
[00:05:45.000 --> 00:05:48.000]  他會成為一個很黑暗的地方,
[00:05:48.000 --> 00:05:54.000]  而且是一個有邪惡橫行的勢力的地方,
[00:05:54.000 --> 00:05:57.000]  甚至不只是說他的荒謬這麼簡單,
[00:05:57.000 --> 00:06:04.000]  而是說背後的一種邪惡的本質,
[00:06:04.000 --> 00:06:08.000]  他不只是說他的結局,
[00:06:08.000 --> 00:06:13.000]  而是說結局背後的巴比倫本來就是邪惡的,
[00:06:13.000 --> 00:06:16.000]  他本來就是黑暗,
[00:06:16.000 --> 00:06:19.000]  當然邪惡的本質背後,
[00:06:19.000 --> 00:06:25.000]  其實不是說羅馬那種金錢這麼簡單,
[00:06:25.000 --> 00:06:26.000]  我們知道羅馬很有錢,
[00:06:26.000 --> 00:06:28.000]  很多商業的情況,
[00:06:28.000 --> 00:06:29.000]  他不是說金錢,
[00:06:29.000 --> 00:06:31.000]  因為金錢是相對忠誠的,
[00:06:31.000 --> 00:06:34.000]  而是我們後來的經文會更加發現,
[00:06:34.000 --> 00:06:40.000]  他的重心是要說一班為了要自己有利益的情況下,
[00:06:40.000 --> 00:06:44.000]  用不擇手段而得到一些金錢,
[00:06:44.000 --> 00:06:45.000]  一些經濟利益,
[00:06:45.000 --> 00:06:48.000]  或者個人利益的一個制度,
[00:06:48.000 --> 00:06:50.000]  一個勢力,
[00:06:50.000 --> 00:06:52.000]  或者可以很窄的說,
[00:06:52.000 --> 00:06:54.000]  一個國家,
[00:06:54.000 --> 00:06:58.000]  當然接下來我們會看到這個邪惡的勢力,
[00:06:58.000 --> 00:07:02.000]  吸引了有幾個既得的利益者,
[00:07:02.000 --> 00:07:04.000]  這些人可能是和他同流合污,
[00:07:04.000 --> 00:07:09.000]  或者是這些人和他一起去享受,
[00:07:09.000 --> 00:07:12.000]  那種因為邪惡而得到的利益,
[00:07:12.000 --> 00:07:14.000]  到底是哪些人呢?
[00:07:14.000 --> 00:07:17.000]  或者這些人又和我們有什麼關係呢?
[00:07:17.000 --> 00:07:19.000]  我們又繼續看一看,
[00:07:19.000 --> 00:07:22.000]  啟示錄十八章的第三節,
[00:07:22.000 --> 00:07:23.000]  我們一起讀好不好?
[00:07:23.000 --> 00:07:24.000]  一二三,
[00:07:24.000 --> 00:07:29.000]  因為列國都被邪人大路的走傾倒了,
[00:07:29.000 --> 00:07:32.000]  地上的君王與他行淫,
[00:07:32.000 --> 00:07:36.000]  地上的客商因他太華而太過,
[00:07:36.000 --> 00:07:41.000]  這裏給我們看到有三個不同的勢力,
[00:07:41.000 --> 00:07:45.000]  或者三個不同的被邪惡勢力所吸引的,
[00:07:45.000 --> 00:07:47.000]  分別是什麼呢?
[00:07:47.000 --> 00:07:49.000]  有萬國或者是列邦,
[00:07:49.000 --> 00:07:51.000]  有地上的君王,
[00:07:51.000 --> 00:07:54.000]  有地上的客商,
[00:07:54.000 --> 00:07:57.000]  當然這三個可能我們會思考一個問題,
[00:07:57.000 --> 00:08:00.000]  就是到底在當中邪惡的勢力,
[00:08:00.000 --> 00:08:01.000]  吸引他們,
[00:08:01.000 --> 00:08:04.000]  到底這個邪惡的勢力是什麼呢?
[00:08:04.000 --> 00:08:08.000]  是怎樣來吸引這班同流合污的人,
[00:08:08.000 --> 00:08:11.000]  而他們又做了什麼呢?
[00:08:11.000 --> 00:08:13.000]  經文繼續給我們看到,
[00:08:13.000 --> 00:08:15.000]  或者精華給我們看到,
[00:08:15.000 --> 00:08:20.000]  他是因為有一個邪淫大路的走來影響他,
[00:08:20.000 --> 00:08:22.000]  列國因為這個走來影響他,
[00:08:22.000 --> 00:08:26.000]  形容他好像喝了這個酒一樣醉了,
[00:08:26.000 --> 00:08:31.000]  當然聖經裏面常常提到這個邪淫大路的走,
[00:08:31.000 --> 00:08:34.000]  是和神的怒氣有關,
[00:08:34.000 --> 00:08:38.000]  聖經常常說神的憤怒是和杯有關,
[00:08:38.000 --> 00:08:41.000]  而這個邪惡的勢力又因為好像喝了酒一樣,
[00:08:41.000 --> 00:08:43.000]  得罪了上帝,
[00:08:43.000 --> 00:08:46.000]  當然可以在哪方面來得罪了上帝呢?
[00:08:46.000 --> 00:08:48.000]  我想這三方面,
[00:08:48.000 --> 00:08:50.000]  如果我們根據羅馬的處境來看的時候,
[00:08:50.000 --> 00:08:53.000]  很明顯這三方面,
[00:08:53.000 --> 00:08:58.000]  就有可能解釋了這個邪淫大路的走,
[00:08:58.000 --> 00:09:01.000]  第一方面就是他的博弈,
[00:09:01.000 --> 00:09:03.000]  違背上帝,
[00:09:03.000 --> 00:09:05.000]  因為我們知道早期的羅馬,
[00:09:05.000 --> 00:09:09.000]  他們不單止有拜很多很多的神之餘,
[00:09:09.000 --> 00:09:13.000]  當時候的羅馬的領導人,
[00:09:13.000 --> 00:09:16.000]  我們叫做屋大衛的領導人,
[00:09:16.000 --> 00:09:20.000]  就是凱撒大帝的兒子,
[00:09:20.000 --> 00:09:26.000]  他就將自己的爸爸提升為一個神的角色,
[00:09:26.000 --> 00:09:31.000]  而他自己就提升為神的兒子的角色,
[00:09:31.000 --> 00:09:34.000]  所以當你看到當時候的第一世紀的人,
[00:09:34.000 --> 00:09:39.000]  當他面向著這個他的像的時候,
[00:09:39.000 --> 00:09:41.000]  他們在他面前就要去到跪拜,
[00:09:41.000 --> 00:09:45.000]  甚至乎有些所謂皇帝敬拜的一些做法,
[00:09:45.000 --> 00:09:47.000]  所以你看到當時候的羅馬,
[00:09:47.000 --> 00:09:50.000]  他將自己等同了上帝,
[00:09:50.000 --> 00:09:56.000]  是一種違背上帝,背逆上帝的一種情況,
[00:09:56.000 --> 00:10:00.000]  第二個當然拜偶像的惡行是非常明顯,
[00:10:00.000 --> 00:10:03.000]  我們知道在羅馬裏面有很多很多不同的偶像,
[00:10:03.000 --> 00:10:05.000]  他們拜大自然裏面,
[00:10:05.000 --> 00:10:08.000]  無論是有太陽神,阿波羅太陽神,
[00:10:08.000 --> 00:10:10.000]  有智慧的女神,
[00:10:10.000 --> 00:10:12.000]  Diana智慧女神,
[00:10:12.000 --> 00:10:15.000]  有Mars,就是戰爭之神,
[00:10:15.000 --> 00:10:18.000]  甚至乎我們今天很多的不同的月份裏面,
[00:10:18.000 --> 00:10:22.000]  有很多的名字都是和羅馬或者希臘,
[00:10:22.000 --> 00:10:25.000]  當時候所拜的一些神有關,
[00:10:25.000 --> 00:10:29.000]  所以他們拜很多很多的這些偶像,
[00:10:29.000 --> 00:10:33.000]  而且最致命或者我們今天經文裏面常常會見到的,
[00:10:33.000 --> 00:10:36.000]  就是羅馬人為了自己過一個奢華的生活,
[00:10:36.000 --> 00:10:41.000]  用不同的手段來踐踏人性,
[00:10:41.000 --> 00:10:43.000]  我們見到他有很多的奴隸,
[00:10:43.000 --> 00:10:46.000]  這些奴隸可能是被人服務,
[00:10:46.000 --> 00:10:49.000]  可能是來到他自己享樂等等,
[00:10:49.000 --> 00:10:53.000]  你發現這個就是當時候聖經所說的那種邪淫,
[00:10:53.000 --> 00:10:57.000]  那種用了這種為了自己利益的情況,
[00:10:57.000 --> 00:11:01.000]  去到用惡勢力來得到這些益處,
[00:11:01.000 --> 00:11:03.000]  都是在這樣的情況下,
[00:11:03.000 --> 00:11:08.000]  我們又見到他會為了自己的利益的同時,
[00:11:08.000 --> 00:11:10.000]  他會拉攏不同的盟友,
[00:11:10.000 --> 00:11:13.000]  而其中一個地上的君王,
[00:11:13.000 --> 00:11:17.000]  聖經形容他是類似和他來到行淫,
[00:11:17.000 --> 00:11:20.000]  為什麼和巴比倫行淫有這樣的角色呢?
[00:11:20.000 --> 00:11:22.000]  其中一個重點就是因為,
[00:11:22.000 --> 00:11:26.000]  這些君王他為了自己的利益,
[00:11:26.000 --> 00:11:29.000]  他為了自己的勢力能夠更加鞏固,
[00:11:29.000 --> 00:11:33.000]  他就會和這個惡勢力來到一起的結盟,
[00:11:33.000 --> 00:11:37.000]  這個結盟就是聖經所說的那種行淫的本質,
[00:11:37.000 --> 00:11:41.000]  而另外一班人就是地上的這個黑商,
[00:11:41.000 --> 00:11:45.000]  我們見到這班人可能接觸這個惡勢力的同時,
[00:11:45.000 --> 00:11:48.000]  他會帶來一個特別的經營權,
[00:11:48.000 --> 00:11:49.000]  或者應該這樣說,
[00:11:49.000 --> 00:11:52.000]  他做生意的時候會特別方便,
[00:11:52.000 --> 00:11:56.000]  因為這個惡勢力他有很多的商業版圖,
[00:11:56.000 --> 00:11:57.000]  而在過程裏面,
[00:11:57.000 --> 00:11:59.000]  他越接近這個惡勢力的時候,
[00:11:59.000 --> 00:12:04.000]  他就越能夠得到很多很多的利益,
[00:12:04.000 --> 00:12:06.000]  所以簡單這樣看,
[00:12:06.000 --> 00:12:09.000]  你會發現我可以用三點來概括,
[00:12:09.000 --> 00:12:14.000]  整個神為什麼要審判巴比倫的原因,
[00:12:14.000 --> 00:12:17.000]  第一個就是他的貪婪,
[00:12:17.000 --> 00:12:20.000]  當然貪婪不只是物質上的東西,
[00:12:20.000 --> 00:12:24.000]  可能是一種內心很想依附的東西,
[00:12:24.000 --> 00:12:28.000]  你看到巴比倫他羅馬的貪婪很多很多的東西,
[00:12:28.000 --> 00:12:32.000]  無論是物質,女人,勢力等等,
[00:12:32.000 --> 00:12:36.000]  他是一個很貪婪的國家,
[00:12:36.000 --> 00:12:38.000]  另外就是他為了利益,
[00:12:38.000 --> 00:12:42.000]  就會和那些既得利益者來結盟,
[00:12:42.000 --> 00:12:47.000]  甚至乎壟斷去剝削那些無權無勢的人,
[00:12:47.000 --> 00:12:49.000]  當然為了利益行先,
[00:12:49.000 --> 00:12:51.000]  他更加不會說什麼叫做公義,
[00:12:51.000 --> 00:12:53.000]  對他來說他就是公義,
[00:12:53.000 --> 00:12:55.000]  他就是上帝,
[00:12:55.000 --> 00:12:58.000]  或者是上帝的兒子,
[00:12:58.000 --> 00:13:01.000]  你看到這種醜惡,
[00:13:01.000 --> 00:13:03.000]  或者這種惡勢力,
[00:13:03.000 --> 00:13:08.000]  其實很多時候他不只是用一種很惡的方式來呈現出來,
[00:13:08.000 --> 00:13:10.000]  在第一世紀裡面,
[00:13:10.000 --> 00:13:11.000]  我們看到羅馬,
[00:13:11.000 --> 00:13:17.000]  他就用了一個很漂亮的名字來粉飾那種邪惡,
[00:13:17.000 --> 00:13:20.000]  他用了一個我們叫做Pax Romana,
[00:13:20.000 --> 00:13:22.000]  或者是羅馬盛世,
[00:13:22.000 --> 00:13:25.000]  或者形容是羅馬和平的形式,
[00:13:25.000 --> 00:13:29.000]  來維持羅馬官方和平,
[00:13:29.000 --> 00:13:31.000]  官方的秩序,
[00:13:31.000 --> 00:13:33.000]  官方的富強,
[00:13:33.000 --> 00:13:36.000]  在這個秩序,
[00:13:36.000 --> 00:13:38.000]  在這個富強和平底下,
[00:13:38.000 --> 00:13:41.000]  其實他建立在很多不義,
[00:13:41.000 --> 00:13:43.000]  建立在很多違背上帝,
[00:13:43.000 --> 00:13:45.000]  邪惡的制度,
[00:13:45.000 --> 00:13:47.000]  根據歷史裡面,
[00:13:47.000 --> 00:13:49.000]  我們看到他用很多武力來征服,
[00:13:49.000 --> 00:13:53.000]  並且欺壓很多弱小的群體,
[00:13:53.000 --> 00:13:57.000]  或者剝削很多很多的民眾,
[00:13:57.000 --> 00:14:01.000]  當我們這樣去看這個巴比倫的時候,
[00:14:01.000 --> 00:14:03.000]  不知道你有沒有在心裡面去思考一下,
[00:14:03.000 --> 00:14:06.000]  如果今天我們要辨別這個巴比倫,
[00:14:06.000 --> 00:14:08.000]  或者我們在今生裡面,
[00:14:08.000 --> 00:14:10.000]  在我們現在裡面,
[00:14:10.000 --> 00:14:15.000]  我們身邊有沒有這些所謂的巴比倫,
[00:14:15.000 --> 00:14:17.000]  你發現可能有很多很多,
[00:14:17.000 --> 00:14:20.000]  是和巴比倫很接近,
[00:14:20.000 --> 00:14:24.000]  第一個我們看到有很多國家的不公義,
[00:14:24.000 --> 00:14:27.000]  誰惡,誰大,誰正確,
[00:14:27.000 --> 00:14:29.000]  很多國家之間,
[00:14:29.000 --> 00:14:31.000]  用一些武器,
[00:14:31.000 --> 00:14:34.000]  誰夠強,誰就說了算,
[00:14:34.000 --> 00:14:38.000]  誰就有所謂的絕對的權力,
[00:14:38.000 --> 00:14:41.000]  第二個我們看到很多制度的不公平,
[00:14:41.000 --> 00:14:43.000]  有不同的制度,
[00:14:43.000 --> 00:14:46.000]  可以將人當成一個物件來販賣,
[00:14:46.000 --> 00:14:53.000]  當人是一個可以做商業方式的國家,
[00:14:53.000 --> 00:14:55.000]  或者一種情況,
[00:14:55.000 --> 00:15:00.000]  第三個,當然我們又會看到有很多商業的不公義,
[00:15:00.000 --> 00:15:02.000]  在我們的周邊裡面,
[00:15:02.000 --> 00:15:08.000]  很多的職場裡面的商業的世界裡面,
[00:15:08.000 --> 00:15:10.000]  很多時候會用不同的方式,
[00:15:10.000 --> 00:15:15.000]  去做一些很不公義的商業的手段,
[00:15:15.000 --> 00:15:17.000]  或者一些壟斷的方式,
[00:15:17.000 --> 00:15:20.000]  其中一個我比較熟悉的是,
[00:15:20.000 --> 00:15:22.000]  咖啡的領域裡面,
[00:15:22.000 --> 00:15:27.000]  我和一班在雲南種咖啡的弟兄姊妹聊天的時候,
[00:15:27.000 --> 00:15:29.000]  他們說如果他們的豆,
[00:15:29.000 --> 00:15:31.000]  就這樣買給商家的時候,
[00:15:31.000 --> 00:15:33.000]  一公斤是兩毫子,
[00:15:33.000 --> 00:15:36.000]  一公斤兩毫子的豆,
[00:15:36.000 --> 00:15:38.000]  去到rosting,去到烘焙的時候,
[00:15:38.000 --> 00:15:40.000]  就會變成一公斤,
[00:15:40.000 --> 00:15:44.000]  可能大概是35到55元左右,
[00:15:44.000 --> 00:15:46.000]  去到我們的手中,
[00:15:46.000 --> 00:15:48.000]  可能15克,
[00:15:48.000 --> 00:15:52.000]  就已經是30到45元左右一杯的咖啡,
[00:15:52.000 --> 00:15:54.000]  所以你會發現在當中裡面,
[00:15:54.000 --> 00:15:56.000]  其實有很多的壟斷,
[00:15:56.000 --> 00:15:59.000]  很多的不公義的壓迫的一些手法,
[00:15:59.000 --> 00:16:01.000]  當然還有很多其他,
[00:16:01.000 --> 00:16:03.000]  包括可能有職場的不公義,
[00:16:03.000 --> 00:16:05.000]  在職場裡面有不同的文化,
[00:16:05.000 --> 00:16:09.000]  這些職場的文化可能是打壓一些人,
[00:16:09.000 --> 00:16:11.000]  或者打壓一些弱勢的群體,
[00:16:11.000 --> 00:16:16.000]  或者打壓一些跟他們不同流合污的群體,
[00:16:16.000 --> 00:16:17.000]  其實還有很多,
[00:16:17.000 --> 00:16:18.000]  包括教會,
[00:16:18.000 --> 00:16:21.000]  或者是我們自己的家庭,
[00:16:21.000 --> 00:16:27.000]  面對這些所謂的巴比倫的時候,
[00:16:27.000 --> 00:16:29.000]  可能就在我們的身邊,
[00:16:29.000 --> 00:16:33.000]  可能就在你自己很深入的接觸當中,
[00:16:33.000 --> 00:16:36.000]  你會怎樣去選擇呢?
[00:16:36.000 --> 00:16:39.000]  你會跟從他呢?
[00:16:39.000 --> 00:16:43.000]  還是你會被他所同化呢?
[00:16:43.000 --> 00:16:45.000]  在啟示錄裡面,
[00:16:45.000 --> 00:16:46.000]  特別是下一節,
[00:16:46.000 --> 00:16:49.000]  是其中一段是直接教導的經文,
[00:16:49.000 --> 00:16:50.000]  而是一節節,
[00:16:50.000 --> 00:16:51.000]  我覺得在今天講道裡面,
[00:16:51.000 --> 00:16:54.000]  最重要最重要的一段經文,
[00:16:54.000 --> 00:16:55.000]  就是第四節,
[00:16:55.000 --> 00:16:57.000]  有另一個的聲音,
[00:16:57.000 --> 00:16:58.000]  我們一起讀這段經文好不好?
[00:16:58.000 --> 00:16:59.000]  1,2,3
[00:16:59.000 --> 00:17:03.000]  (教會的家,念念念將大誓出內,
[00:17:03.000 --> 00:17:05.000]  念念念大義,同有罪,
[00:17:05.000 --> 00:17:08.000]  受家所賜,比國罪更好)
[00:17:08.000 --> 00:17:10.000]  當然這裡跟我們說,
[00:17:10.000 --> 00:17:13.000]  要從巴比倫的地方出去,
[00:17:13.000 --> 00:17:14.000]  有兩個原因,
[00:17:14.000 --> 00:17:15.000]  一個就是說,
[00:17:15.000 --> 00:17:18.000]  你不要跟他一起有罪,
[00:17:18.000 --> 00:17:19.000]  一個就是說,
[00:17:19.000 --> 00:17:23.000]  你要避開一些災害,
[00:17:23.000 --> 00:17:25.000]  當然怎樣說有罪呢?
[00:17:25.000 --> 00:17:28.000]  不如我們看看四到五節那裡說,
[00:17:28.000 --> 00:17:30.000]  為什麼這個罪是指什麼呢?
[00:17:30.000 --> 00:17:31.000]  我們一起讀好不好?
[00:17:31.000 --> 00:17:32.000]  1,2,3
[00:17:32.000 --> 00:17:34.000]  (免得與他一同有罪,
[00:17:34.000 --> 00:17:36.000]  受他所受的災殃,
[00:17:36.000 --> 00:17:39.000]  因他的罪惡滔天,
[00:17:39.000 --> 00:17:42.000]  他的不義,上帝已經賞喜了)
[00:17:42.000 --> 00:17:43.000]  這裡說什麼?
[00:17:43.000 --> 00:17:45.000]  他有很大的罪,
[00:17:45.000 --> 00:17:47.000]  這個罪差不多達到天那裡,
[00:17:47.000 --> 00:17:50.000]  已經是很重很重的罪,
[00:17:50.000 --> 00:17:51.000]  如果你跟他一起的時候,
[00:17:51.000 --> 00:17:53.000]  你就會被他同化,
[00:17:53.000 --> 00:17:55.000]  你就會被他污染,
[00:17:55.000 --> 00:17:57.000]  你就會成為一班有罪的人,
[00:17:57.000 --> 00:17:58.000]  神很愛我們,
[00:17:58.000 --> 00:18:02.000]  他不想我們成為這班有罪的人,
[00:18:02.000 --> 00:18:04.000]  而另一個就是我們看,
[00:18:04.000 --> 00:18:07.000]  接續下來的第六到第八節那裡,
[00:18:07.000 --> 00:18:10.000]  其實都不停的提出有幾個不同的原因,
[00:18:10.000 --> 00:18:12.000]  在第六節那裡說,
[00:18:12.000 --> 00:18:15.000]  這個巴比倫會被加倍的審判,
[00:18:15.000 --> 00:18:16.000]  第七節那裡說,
[00:18:16.000 --> 00:18:17.000]  他會沒落,
[00:18:17.000 --> 00:18:18.000]  他會來到悲哀,
[00:18:18.000 --> 00:18:19.000]  第八節那裡說,
[00:18:19.000 --> 00:18:22.000]  他的終極的結局就是死亡,
[00:18:22.000 --> 00:18:23.000]  會悲哀,
[00:18:23.000 --> 00:18:24.000]  會有饑荒,
[00:18:24.000 --> 00:18:25.000]  甚至乎最後,
[00:18:25.000 --> 00:18:29.000]  他會被火燒盡,
[00:18:29.000 --> 00:18:30.000]  神愛我們,
[00:18:30.000 --> 00:18:33.000]  他不單止讓我們跟罪有關,
[00:18:33.000 --> 00:18:38.000]  他要我們避開災害,
[00:18:38.000 --> 00:18:42.000]  他要我們避開傷害,
[00:18:42.000 --> 00:18:44.000]  但是從那成出去,
[00:18:44.000 --> 00:18:46.000]  是不是一件很容易的事呢?
[00:18:46.000 --> 00:18:47.000]  從那成出去,
[00:18:47.000 --> 00:18:51.000]  對我們有什麼提醒呢?
[00:18:51.000 --> 00:18:54.000]  其實對當時第一世紀的門徒來說,
[00:18:54.000 --> 00:18:59.000]  其實從那成出去是一個很大的挑戰,
[00:18:59.000 --> 00:19:02.000]  因為城市對人來說,
[00:19:02.000 --> 00:19:05.000]  是界定一個身份的指標,
[00:19:05.000 --> 00:19:09.000]  你在哪個城市就代表你有什麼身份,
[00:19:09.000 --> 00:19:12.000]  離開城市你就什麼身份都沒有,
[00:19:12.000 --> 00:19:13.000]  就好像我們今天,
[00:19:13.000 --> 00:19:15.000]  如果當中我們經歷過,
[00:19:15.000 --> 00:19:19.000]  或者曾經參加過一個活動,
[00:19:19.000 --> 00:19:21.000]  叫做無國籍的一種遊戲的時候,
[00:19:21.000 --> 00:19:23.000]  你就發現當你無國籍的時候,
[00:19:23.000 --> 00:19:25.000]  那一種的憂慮,
[00:19:25.000 --> 00:19:26.000]  那一種的恐懼,
[00:19:26.000 --> 00:19:28.000]  那一種的擔心,
[00:19:28.000 --> 00:19:30.000]  從這城出去,
[00:19:30.000 --> 00:19:33.000]  其中一個如果謙適當時來說,
[00:19:33.000 --> 00:19:36.000]  就是他們要失去了可能他們得以庇護的地方,
[00:19:36.000 --> 00:19:40.000]  他們可能會失去了他們可以謀生的那個地方,
[00:19:40.000 --> 00:19:43.000]  他們可以安頓的地方,
[00:19:43.000 --> 00:19:45.000]  所以對他們來說,
[00:19:45.000 --> 00:19:46.000]  從這城出去,
[00:19:46.000 --> 00:19:48.000]  從那成出去,
[00:19:48.000 --> 00:19:52.000]  並不是這麼簡單的一件事情,
[00:19:52.000 --> 00:19:54.000]  並且對當時來說,
[00:19:54.000 --> 00:19:56.000]  他們有一種榮辱的文化,
[00:19:56.000 --> 00:20:00.000]  是和我們今天香港的社會是很不同的,
[00:20:00.000 --> 00:20:02.000]  對當時來說,
[00:20:02.000 --> 00:20:04.000]  他們是一種恩主的角色,
[00:20:04.000 --> 00:20:06.000]  什麼叫做恩主的角色呢?
[00:20:06.000 --> 00:20:08.000]  就是如果,
[00:20:08.000 --> 00:20:09.000]  舉個例子,
[00:20:09.000 --> 00:20:10.000]  我們今天的說法就是,
[00:20:10.000 --> 00:20:11.000]  你的上司,
[00:20:11.000 --> 00:20:12.000]  你的父母,
[00:20:12.000 --> 00:20:14.000]  或者一些幫過你的人,
[00:20:14.000 --> 00:20:16.000]  他們就是恩主,
[00:20:16.000 --> 00:20:19.000]  對第一世紀的人來說,
