
[00:00:00.000 --> 00:00:07.600]  上星期我們一起看了真正的Blessing的意思
[00:09:35.800 --> 00:09:38.800]  我覺得休息是重要的
[00:09:38.800 --> 00:09:41.800]  但我覺得休息是有罪的
[00:09:41.800 --> 00:09:43.800]  因為我覺得我沒有什麼Productive
[00:09:43.800 --> 00:09:46.800]  有很多功課未做
[00:09:46.800 --> 00:09:49.800]  誰覺得休息是有罪的?
[00:09:49.800 --> 00:09:54.800]  DSE的同學很能感受到這種感覺
[00:09:54.800 --> 00:09:56.800]  明白你
[00:09:56.800 --> 00:09:59.800]  問多一個,問前面
[00:09:59.800 --> 00:10:03.800]  真正的休息對於你是什麼?
[00:10:03.800 --> 00:10:09.800]  真正的休息是睡覺
[00:10:09.800 --> 00:10:11.800]  睡覺
[00:10:11.800 --> 00:10:14.800]  睡覺是十分重要的產物
[00:10:14.800 --> 00:10:16.800]  我們每一個人
[00:10:16.800 --> 00:10:21.800]  我聽到很多大家對休息的了解
[00:10:21.800 --> 00:10:24.800]  休息可能讓你覺得重要
[00:10:24.800 --> 00:10:26.800]  因為是回復精神
[00:10:26.800 --> 00:10:28.800]  但亦有人覺得是內疚
[00:10:28.800 --> 00:10:31.800]  因為時間不是用在溫書上
[00:10:31.800 --> 00:10:33.800]  我們去下一課
[00:10:33.800 --> 00:10:39.800]  我們今天看到耶穌和他的門徒
[00:10:39.800 --> 00:10:42.800]  在安息日做不同的事
[00:10:42.800 --> 00:10:46.800]  我們一起讀經文
[00:10:46.800 --> 00:10:49.800]  1,2,3
[00:10:49.800 --> 00:10:51.800]  我們看到在安息日
[00:10:51.800 --> 00:10:55.800]  耶穌和他的門徒在麥田走過
[00:10:55.800 --> 00:11:00.800]  我們估計門徒有什麼感覺
[00:11:00.800 --> 00:11:02.800]  他們在麥田
[00:11:02.800 --> 00:11:06.800]  以他們的行動來說
[00:11:06.800 --> 00:11:08.800]  你覺得他們有什麼感受?
[00:11:08.800 --> 00:11:13.800]  處身於一個餓的狀態
[00:11:13.800 --> 00:11:14.800]  未去到餓
[00:11:14.800 --> 00:11:17.800]  但應該是一個肚餓的狀態
[00:11:17.800 --> 00:11:21.800]  因為在麥田已經不等回家
[00:11:21.800 --> 00:11:25.800]  要去拿麥水來吃
[00:11:25.800 --> 00:11:29.800]  他們吃麥水的方法大概是這樣的
[00:11:29.800 --> 00:11:34.800]  他們要搓走麥水的殼再吃
[00:11:34.800 --> 00:11:37.800]  按理來說沒什麼
[00:11:37.800 --> 00:11:40.800]  安息日吃麥水很正常
[00:11:40.800 --> 00:11:43.800]  星期日上課我都會買麥當勞
[00:11:43.800 --> 00:11:45.800]  吃薯餅和茄汁
[00:11:45.800 --> 00:11:47.800]  很正常
[00:11:47.800 --> 00:11:50.800]  但在這裡其實又不是
[00:11:50.800 --> 00:11:52.800]  因為在第二節我們看到
[00:11:52.800 --> 00:11:54.800]  法理上的人說
[00:11:54.800 --> 00:11:56.800]  你為什麼做不合法的事
[00:11:56.800 --> 00:11:59.800]  星期日買麥當勞回來
[00:11:59.800 --> 00:12:01.800]  你開著麥當勞
[00:12:01.800 --> 00:12:03.800]  是違法的
[00:12:03.800 --> 00:12:05.800]  很害怕
[00:12:05.800 --> 00:12:07.800]  吃麥當勞也不行
[00:12:07.800 --> 00:12:08.800]  吃早餐也不行
[00:12:08.800 --> 00:12:10.800]  我們看到法理上的人
[00:12:10.800 --> 00:12:12.800]  他們代表一些
[00:12:12.800 --> 00:12:15.800]  很遵守聖經的條例的人
[00:12:15.800 --> 00:12:20.800]  他們真的很緊緊地去跟隨
[00:12:20.800 --> 00:12:22.800]  但為什麼不合法呢
[00:12:22.800 --> 00:12:25.800]  我們回看下一版
[00:12:25.800 --> 00:12:30.800]  摘麥水和搓麥去吃
[00:12:30.800 --> 00:12:34.800]  其實是一個收割和工作
[00:12:34.800 --> 00:12:36.800]  對於那時候
[00:12:36.800 --> 00:12:38.800]  其實是違反了安息日
[00:12:38.800 --> 00:12:41.800]  一摘已經違法了
[00:12:41.800 --> 00:12:43.800]  做了某些事
[00:12:43.800 --> 00:12:48.800]  那時候原來是捍衛不合法的事
[00:12:48.800 --> 00:12:51.800]  所以我們剛才也有定義
[00:12:51.800 --> 00:12:54.800]  安息日是什麼都不能做
[00:12:54.800 --> 00:12:58.800]  如果是那時候的條例
[00:12:58.800 --> 00:13:01.800]  巴塞卡文也不能站在這裡
[00:13:01.800 --> 00:13:03.800]  講道
[00:13:03.800 --> 00:13:04.800]  什麼都不能做
[00:13:04.800 --> 00:13:06.800]  不可以出門
[00:13:06.800 --> 00:13:08.800]  也不可以煮東西
[00:13:08.800 --> 00:13:10.800]  是不是這麼嚴厲呢
[00:13:10.800 --> 00:13:13.800]  並且這些法理人
[00:13:13.800 --> 00:13:15.800]  他們就是注重那些
[00:13:15.800 --> 00:13:18.800]  不可以拿、不可以吃、不可以摸
[00:13:18.800 --> 00:13:20.800]  不准做這個、不准做那個
[00:13:20.800 --> 00:13:22.800]  不准出門
[00:13:22.800 --> 00:13:24.800]  在安息日不准醫治
[00:13:24.800 --> 00:13:26.800]  不准做那些
[00:13:26.800 --> 00:13:28.800]  但他們往往忽略了
[00:13:28.800 --> 00:13:32.800]  禮儀背後真正的意思
[00:13:32.800 --> 00:13:35.800]  我們聰明的explorer
[00:13:35.800 --> 00:13:37.800]  應該也大概知道
[00:13:37.800 --> 00:13:39.800]  這些條例背後
[00:13:39.800 --> 00:13:41.800]  這些no no no的背後
[00:13:41.800 --> 00:13:44.800]  是什麼意思
[00:13:44.800 --> 00:13:46.800]  因為有時候我們不明白
[00:13:46.800 --> 00:13:48.800]  為什麼我們星期天要回來教會
[00:13:48.800 --> 00:13:51.800]  為什麼我們要有團體生活
[00:13:51.800 --> 00:13:53.800]  為什麼我們要做這些
[00:13:53.800 --> 00:13:55.800]  要守聖餐
[00:13:55.800 --> 00:13:56.800]  其實如果我們不明白
[00:13:56.800 --> 00:13:58.800]  我們往往會跟得很乏味
[00:13:58.800 --> 00:14:03.800]  我們會不知道為什麼要這樣做
[00:14:03.800 --> 00:14:05.800]  但是我們回看安息日
[00:14:05.800 --> 00:14:08.800]  它的律法背後的精神
[00:14:08.800 --> 00:14:11.800]  其實就是想我們去用那些
[00:14:11.800 --> 00:14:12.800]  多了
[00:14:12.800 --> 00:14:13.800]  不是多了
[00:14:13.800 --> 00:14:15.800]  就是那一天我們不工作
[00:14:15.800 --> 00:14:17.800]  我們不在田裡摘墨水
[00:14:17.800 --> 00:14:19.800]  我們不去煮東西
[00:14:19.800 --> 00:14:22.800]  我們把時間分別給神
[00:14:22.800 --> 00:14:24.800]  我們去跟神一起
[00:14:24.800 --> 00:14:28.800]  去靈修 去禱告 去敬拜
[00:14:28.800 --> 00:14:30.800]  可能我們在一個星期
[00:14:30.800 --> 00:14:32.800]  很繁繁複複的生活裡
[00:14:32.800 --> 00:14:35.800]  我們也有面對一些挑戰
[00:14:35.800 --> 00:14:40.800]  這個時間就是讓你跟上帝傾談
[00:14:40.800 --> 00:14:43.800]  有時候我們很難每天這樣
[00:14:43.800 --> 00:14:45.800]  當然每天是最好的
[00:14:45.800 --> 00:14:46.800]  可以做到每天
[00:14:46.800 --> 00:14:48.800]  有時間跟神一起
[00:14:48.800 --> 00:14:52.800]  但是安息日是上帝賜給我們
[00:14:52.800 --> 00:14:54.800]  讓我們真的可以有一個時間
[00:14:54.800 --> 00:14:56.800]  在主裡面去休息
[00:14:56.800 --> 00:14:59.800]  可能你跟同學吵架
[00:14:59.800 --> 00:15:00.800]  那星期很不開心
[00:15:00.800 --> 00:15:03.800]  這一天就可以跟神傾談
[00:15:03.800 --> 00:15:05.800]  去在主裡面的話語
[00:15:05.800 --> 00:15:08.800]  去看神怎麼看我們
[00:15:08.800 --> 00:15:11.800]  而不要被這個世界的價值觀侵蝕我們
[00:15:11.800 --> 00:15:15.800]  是讓神的話語去充滿我們的生命
[00:15:15.800 --> 00:15:18.800]  我們繼續看第三節的時候
[00:15:18.800 --> 00:15:20.800]  我們看到耶穌怎麼回答
[00:15:20.800 --> 00:15:24.800]  耶穌有沒有說你們不准摘
[00:15:24.800 --> 00:15:25.800]  耶穌是不是這樣
[00:15:25.800 --> 00:15:33.800]  耶穌說大胃和根從他人肚子餓的時候所做的事
[00:15:33.800 --> 00:15:35.800]  可能那一刻你會想
[00:15:35.800 --> 00:15:38.800]  為什麼耶穌不是說你吃吧
[00:15:38.800 --> 00:15:44.800]  為什麼要在這裡引用大胃他肚子餓的時候做的事
[00:15:44.800 --> 00:15:49.800]  大胃在聖經裡面跟耶穌有什麼關係
[00:15:49.800 --> 00:15:52.800]  有什麼意義
[00:15:52.800 --> 00:15:55.800]  其實大胃他就是
[00:15:55.800 --> 00:16:00.800]  很多時候耶穌被描述成大胃的子孫
[00:16:00.800 --> 00:16:04.800]  在他的傳承裡面就是大胃的子孫
[00:16:04.800 --> 00:16:07.800]  大胃肚子餓的時候
[00:16:07.800 --> 00:16:12.800]  那一次是在描述大胃被訴羅追殺的時候
[00:16:12.800 --> 00:16:14.800]  他肚子餓的時候
[00:16:14.800 --> 00:16:16.800]  他去到神的居所裡面
[00:16:16.800 --> 00:16:19.800]  去拿貢餅去吃
[00:16:19.800 --> 00:16:23.800]  並且祭司容許他們去吃
[00:16:23.800 --> 00:16:27.800]  所以他描述這裡是說
[00:16:27.800 --> 00:16:32.800]  大胃他也有去吃這個餅
[00:16:32.800 --> 00:16:38.800]  並且耶穌也是人子
[00:16:38.800 --> 00:16:42.800]  他是安息日的主
[00:16:42.800 --> 00:16:44.800]  這個也是很重要
[00:16:44.800 --> 00:16:46.800]  為什麼這麼重要
[00:16:46.800 --> 00:16:51.800]  因為耶穌能夠定義安息日應該怎樣去過
[00:16:51.800 --> 00:16:53.800]  因為耶穌是神
[00:16:53.800 --> 00:17:00.800]  祂有權力去定義安息日要怎樣去過
[00:17:00.800 --> 00:17:04.800]  所以這裡是說這樣的東西
[00:17:04.800 --> 00:17:09.800]  之後耶穌在麥田經過之後
[00:17:09.800 --> 00:17:13.800]  去醫好一個萎縮的手
[00:17:13.800 --> 00:17:14.800]  我們一起讀一下經文
[00:17:14.800 --> 00:17:16.800]  1、2、3
[00:17:16.800 --> 00:17:18.800]  又一個安息日
[00:17:18.800 --> 00:17:20.800]  這裡發生了什麼事
[00:17:20.800 --> 00:17:22.800]  又有一個安息日
[00:17:22.800 --> 00:17:24.800]  另外一個安息日
[00:17:24.800 --> 00:17:26.800]  耶穌去到會堂教導人
[00:17:26.800 --> 00:17:28.800]  那裡有一個人他的手怎樣
[00:17:29.800 --> 00:17:33.800]  縮位縮了
[00:17:33.800 --> 00:17:38.800]  你想像到一個位縮了的手是怎樣
[00:17:38.800 --> 00:17:43.800]  即是枯乾了
[00:17:43.800 --> 00:17:46.800]  你覺得他能做到什麼
[00:17:46.800 --> 00:17:48.800]  誰是右腰的
[00:17:48.800 --> 00:17:50.800]  這裡看一下
[00:17:50.800 --> 00:17:52.800]  不是那麼多右腰
[00:17:52.800 --> 00:17:54.800]  其他全部都是左
[00:17:54.800 --> 00:17:56.800]  很多都是右腰
[00:17:56.800 --> 00:17:59.800]  你想像一下右手枯乾了
[00:17:59.800 --> 00:18:02.800]  安息日是否做事
[00:18:02.800 --> 00:18:08.800]  其實做事對這位枯萎了手的人來說不是一個選擇
[00:18:08.800 --> 00:18:13.800]  所以在他生活裡應該造成很多不方便
[00:18:13.800 --> 00:18:15.800]  但是重點就來了
[00:18:15.800 --> 00:18:19.800]  在第七節說到有些文士和法理賽人
[00:18:19.800 --> 00:18:21.800]  又是這一班法理賽人
[00:18:21.800 --> 00:18:29.800]  他們去窺探耶穌會不會在安息日治病
[00:18:29.800 --> 00:18:33.800]  為什麼他們要窺探他
[00:18:33.800 --> 00:18:36.800]  以律法的定義
[00:18:36.800 --> 00:18:38.800]  安息日能不能治病
[00:18:38.800 --> 00:18:39.800]  不行了
[00:18:39.800 --> 00:18:41.800]  Stanley已經轉過頭了
[00:18:41.800 --> 00:18:42.800]  不可以的
[00:18:42.800 --> 00:18:44.800]  不可以治病
[00:18:44.800 --> 00:18:49.800]  所以他們就要找個把柄去告他
[00:18:49.800 --> 00:18:51.800]  但是問一下explorer
[00:18:51.800 --> 00:18:54.800]  你覺得安息日能不能治病
[00:18:54.800 --> 00:18:56.800]  治病是好事
[00:18:56.800 --> 00:19:00.800]  是可以的
[00:19:00.800 --> 00:19:04.800]  在下一版的時候
[00:19:04.800 --> 00:19:06.800]  我們在第八節
[00:19:06.800 --> 00:19:08.800]  耶穌是怎麼回答
[00:19:08.800 --> 00:19:12.800]  耶穌就用一個很有智慧的說話去回答
[00:19:12.800 --> 00:19:19.800]  我問你們在安息日行善行惡救命害命哪一樣是合法的
[00:19:19.800 --> 00:19:25.800]  行善行惡救命害命哪一樣是合法的
[00:19:25.800 --> 00:19:32.800]  我們看到法理賽人太專注在那些黑字白字寫了
[00:19:32.800 --> 00:19:36.800]  你不准治療人
[00:19:36.800 --> 00:19:38.800]  寫了的
[00:19:38.800 --> 00:19:41.800]  你看到有人病死都不准治療
[00:19:41.800 --> 00:19:48.800]  但是耶穌有沒有治療到右手枯萎的人
[00:19:48.800 --> 00:19:49.800]  是有的
[00:19:49.800 --> 00:19:51.800]  他說叫他伸出手來
[00:19:51.800 --> 00:19:53.800]  他照樣做他的手就復原了
[00:19:53.800 --> 00:19:56.800]  那些法理賽人的反應是什麼
[00:19:56.800 --> 00:19:58.800]  生氣到瘋了
[00:19:58.800 --> 00:20:00.800]  生氣到爆了
[00:20:00.800 --> 00:20:04.800]  因為看到他的怒氣是滿滿的
[00:20:04.800 --> 00:20:08.800]  他們正在想辦法去對付耶穌
[00:20:08.800 --> 00:20:10.800]  其實有點諷刺
[00:20:10.800 --> 00:20:15.800]  安息日的精髓就是你要去靠近神
[00:20:15.800 --> 00:20:21.800]  為什麼這些法理賽人的想法好像很遠離神
