
[00:00:00.000 --> 00:00:03.640]  早安,我們現在是聖誕的時間
[00:01:41.000 --> 00:01:42.800]  為什麼沒有子女?
[00:01:42.800 --> 00:01:44.560]  Something must be wrong with you
[00:01:44.560 --> 00:01:46.200]  你得罪神了,有什麼?
[00:01:46.200 --> 00:01:47.040]  是不是?
[00:01:47.040 --> 00:01:50.120]  那她就可能有很ashamed
[00:01:50.120 --> 00:01:50.960]  Right?
[00:01:50.960 --> 00:01:52.440]  Very ashamed
[00:01:52.920 --> 00:01:55.000]  但是Gabriel
[00:01:55.000 --> 00:01:57.120]  不是這個Gabriel
[00:01:57.120 --> 00:01:58.960]  是Angel Gabriel
[00:01:58.960 --> 00:02:00.360]  就跟他說
[00:02:00.360 --> 00:02:00.760]  是不是?
[00:02:00.760 --> 00:02:02.360]  Zechariah說
[00:02:02.360 --> 00:02:04.960]  God will bless you with a son
[00:02:04.960 --> 00:02:06.280]  And his name will be
[00:02:06.280 --> 00:02:09.240]  他的兒子會叫什麼名字?
[00:02:09.240 --> 00:02:10.120]  John
[00:02:10.120 --> 00:02:10.520]  是不是?
[00:02:10.520 --> 00:02:14.080]  是不是Gospel of John的John?
[00:02:14.080 --> 00:02:15.560]  不是,不是Disciple John
[00:02:15.560 --> 00:02:17.480]  We'll see later which John
[00:02:17.480 --> 00:02:19.960]  但是Zechariah信不信?
[00:02:19.960 --> 00:02:22.680]  信不信Gabriel?
[00:02:22.680 --> 00:02:24.520]  不信,是不是?
[00:02:24.520 --> 00:02:26.080]  那他就怎樣?
[00:02:26.080 --> 00:02:27.960]  神就
[00:02:27.960 --> 00:02:29.840]  mute了他的mouth
[00:02:29.840 --> 00:02:32.680]  他啞了,是不是?
[00:02:32.680 --> 00:02:34.120]  It also said
[00:02:34.120 --> 00:02:36.720]  that the Holy Spirit will be filling
[00:02:36.720 --> 00:02:39.240]  this child before he is born
[00:02:39.240 --> 00:02:42.800]  聖靈會充滿
[00:02:42.800 --> 00:02:44.160]  John the Baptist
[00:02:44.160 --> 00:02:45.720]  before he is born
[00:02:45.720 --> 00:02:47.160]  OK,瑪利亞呢?
[00:02:47.160 --> 00:02:48.200]  瑪利亞
[00:02:48.240 --> 00:02:50.480]  So the opposite
[00:02:50.480 --> 00:02:51.320]  OK
[00:02:51.320 --> 00:02:53.120]  Elizabeth很老
[00:02:53.120 --> 00:02:55.120]  沒有子女
[00:02:55.120 --> 00:02:55.960]  Mary呢?
[00:02:55.960 --> 00:02:57.400]  是什麼來的?
[00:02:57.400 --> 00:02:59.040]  Mary is a virgin
[00:02:59.040 --> 00:03:00.000]  Mary is a virgin
[00:03:00.000 --> 00:03:01.080]  還沒結婚
[00:03:01.080 --> 00:03:03.520]  She is engaged to 誰?
[00:03:03.520 --> 00:03:05.600]  engaged to 誰?
[00:03:05.600 --> 00:03:06.400]  Joseph
[00:03:06.400 --> 00:03:08.200]  對,engaged to Joseph
[00:03:08.200 --> 00:03:10.960]  Gabriel also appeared to her
[00:03:10.960 --> 00:03:12.040]  and said
[00:03:12.040 --> 00:03:13.400]  耶穌
[00:03:13.400 --> 00:03:14.880]  will become
[00:03:14.880 --> 00:03:16.960]  the child
[00:03:16.960 --> 00:03:18.360]  that will save the world
[00:03:18.360 --> 00:03:21.200]  瑪利亞就信神
[00:03:21.200 --> 00:03:22.800]  信Gabriel說
[00:03:22.800 --> 00:03:24.600]  然後我們看到
[00:03:24.600 --> 00:03:27.640]  聖靈是充滿
[00:03:27.640 --> 00:03:28.600]  他的womb
[00:03:28.600 --> 00:03:31.960]  to conceive of Jesus Christ
[00:03:31.960 --> 00:03:34.480]  OK, that was last week's lesson
[00:03:34.480 --> 00:03:37.200]  這個星期我們會看
[00:03:37.200 --> 00:03:38.840]  這三個父母
[00:03:38.840 --> 00:03:40.800]  他們的response是什麼?
[00:03:40.800 --> 00:03:42.400]  這三個父母
[00:03:42.400 --> 00:03:44.000]  是Elizabeth
[00:03:44.000 --> 00:03:45.000]  Mary
[00:03:45.000 --> 00:03:46.480]  和Zechariah
[00:03:46.480 --> 00:03:47.560]  Mary
[00:03:47.560 --> 00:03:48.200]  Elizabeth
[00:03:48.200 --> 00:03:49.080]  and Zechariah
[00:03:49.080 --> 00:03:50.680]  OK, 我們一起讀
[00:03:50.680 --> 00:03:53.040]  Luke Chapter 1
[00:03:53.040 --> 00:03:54.160]  OK
[00:03:54.160 --> 00:03:56.080]  瑪利亞一聽到
[00:03:56.080 --> 00:03:57.800]  天使Gabriel說
[00:03:57.800 --> 00:04:01.240]  她就去了哪裡?
[00:04:01.240 --> 00:04:03.320]  她就去了她的
[00:04:03.320 --> 00:04:05.680]  是不是cousin?
[00:04:05.680 --> 00:04:07.560]  sister? cousin?
[00:04:07.560 --> 00:04:09.200]  What is it?
[00:04:09.200 --> 00:04:10.320]  她的cousin
[00:04:10.320 --> 00:04:11.000]  OK
[00:04:11.000 --> 00:04:11.880]  cousin
[00:04:11.880 --> 00:04:12.800]  yeah, cousin
[00:04:12.800 --> 00:04:14.160]  OK
[00:04:14.160 --> 00:04:17.000]  然後她一看到
[00:04:17.000 --> 00:04:18.360]  Elizabeth的時候
[00:04:18.360 --> 00:04:21.160]  Mary一看到Elizabeth的時候
[00:04:21.160 --> 00:04:24.120]  那又怎樣?
[00:04:24.120 --> 00:04:25.760]  她的肚子
[00:04:25.760 --> 00:04:26.680]  leapt for joy
[00:04:26.680 --> 00:04:28.000]  the baby in her womb
[00:04:28.000 --> 00:04:29.600]  leapt for joy
[00:04:29.600 --> 00:04:31.960]  今天問問媽媽
[00:04:31.960 --> 00:04:33.960]  有媽媽的舉手
[00:04:33.960 --> 00:04:35.040]  Mothers, raise your hand
[00:04:35.040 --> 00:04:35.960]  OK
[00:04:35.960 --> 00:04:41.240]  你為什麼舉Uncle Stanley的手?
[00:04:41.240 --> 00:04:41.880]  OK
[00:04:41.880 --> 00:04:44.000]  媽媽舉手
[00:04:44.000 --> 00:04:46.400]  你們懷孕的時候
[00:04:46.400 --> 00:04:47.520]  有沒有感覺到
[00:04:47.520 --> 00:04:50.560]  Baby會有震動?
[00:04:50.560 --> 00:04:52.800]  有什麼時候會很興奮?
[00:04:52.800 --> 00:04:57.000]  有沒有什麼情況會很興奮?
[00:04:57.000 --> 00:04:57.800]  有沒有?
[00:04:57.800 --> 00:04:59.200]  那些媽媽
[00:04:59.200 --> 00:04:59.560]  有沒有?
[00:04:59.560 --> 00:05:00.600]  沒有?
[00:05:00.600 --> 00:05:01.840]  是很隨機的?
[00:05:01.840 --> 00:05:02.640]  是不是很隨機?
[00:05:02.640 --> 00:05:03.440]  很隨機的
[00:05:03.440 --> 00:05:03.760]  OK
[00:05:03.760 --> 00:05:04.880]  你可以睡覺
[00:05:04.880 --> 00:05:06.560]  然後Baby很興奮
[00:05:06.560 --> 00:05:07.160]  可以的?
[00:05:07.160 --> 00:05:08.520]  Wow, OK
[00:05:08.520 --> 00:05:10.160]  這個是很特別的
[00:05:10.160 --> 00:05:11.560]  因為
[00:05:11.600 --> 00:05:12.720]  Spirit
[00:05:12.720 --> 00:05:14.000]  The Holy Spirit
[00:05:14.000 --> 00:05:17.280]  filled Elizabeth
[00:05:17.280 --> 00:05:18.640]  and this baby
[00:05:18.640 --> 00:05:19.040]  是不是
[00:05:19.040 --> 00:05:20.560]  It's a supernatural thing
[00:05:20.560 --> 00:05:22.000]  因為是Miracle來的
[00:05:22.000 --> 00:05:22.520]  是不是
[00:05:22.520 --> 00:05:23.640]  這個
[00:05:23.640 --> 00:05:24.960]  你的Baby
[00:05:24.960 --> 00:05:26.760]  怎麼會認識到
[00:05:26.760 --> 00:05:28.040]  第二個Baby的?
[00:05:28.040 --> 00:05:29.800]  It's a miracle
[00:05:29.800 --> 00:05:30.440]  OK
[00:05:30.440 --> 00:05:33.600]  是因為聖靈去充滿
[00:05:33.600 --> 00:05:34.880]  John the Baptist
[00:05:34.880 --> 00:05:36.520]  And John the Baptist
[00:05:36.520 --> 00:05:39.400]  was so excited to see Jesus
[00:05:39.400 --> 00:05:41.200]  你有沒有一些好朋友
[00:05:41.200 --> 00:05:43.160]  你很久沒見過
[00:05:43.160 --> 00:05:44.560]  然後你一見到他
[00:05:44.560 --> 00:05:46.560]  You're so excited
[00:05:46.560 --> 00:05:47.880]  So excited
[00:05:47.880 --> 00:05:48.280]  是不是
[00:05:48.280 --> 00:05:52.760]  這個是Baby John的反應
[00:05:52.760 --> 00:05:54.160]  他見到耶穌
[00:05:54.160 --> 00:05:56.160]  哇,好久沒見了
[00:05:56.160 --> 00:05:57.720]  Actually, they've never met
[00:05:57.720 --> 00:05:58.200]  Right?
[00:05:58.200 --> 00:05:59.720]  Technically, they've never met
[00:05:59.720 --> 00:06:02.840]  Because John the Baptist never existed
[00:06:02.840 --> 00:06:05.160]  這個第一次見面
[00:06:05.160 --> 00:06:07.760]  The Savior of the world
[00:06:09.080 --> 00:06:12.800]  可能John的眼睛、耳朵、嘴巴、鼻子
[00:06:12.800 --> 00:06:15.160]  可能都還沒完全發展
[00:06:15.160 --> 00:06:19.920]  但是聖靈充滿了他
[00:06:19.920 --> 00:06:20.560]  OK
[00:06:20.560 --> 00:06:21.800]  Mary
[00:06:21.800 --> 00:06:22.680]  記不記得
[00:06:22.680 --> 00:06:23.640]  我們剛才說
[00:06:23.640 --> 00:06:25.920]  她大概幾歲?
[00:06:25.920 --> 00:06:27.520]  13到17歲
[00:06:27.520 --> 00:06:28.320]  是不是
[00:06:28.320 --> 00:06:31.720]  In her teen years
[00:06:31.720 --> 00:06:34.560]  她那時候還沒結婚
[00:06:34.560 --> 00:06:35.000]  是不是
[00:06:35.000 --> 00:06:36.480]  她還沒結婚
[00:06:36.480 --> 00:06:39.080]  所以她懷孕了
[00:06:39.080 --> 00:06:39.920]  還沒結婚
[00:06:39.920 --> 00:06:41.960]  那些人會覺得她怎樣
[00:06:41.960 --> 00:06:44.120]  會覺得她怎樣
[00:06:44.120 --> 00:06:45.600]  Adultery
[00:06:45.600 --> 00:06:46.560]  Right?
[00:06:46.560 --> 00:06:48.640]  Having sex before marriage
[00:06:48.640 --> 00:06:49.160]  是不是
[00:06:49.160 --> 00:06:51.000]  會很羞恥的
[00:06:51.000 --> 00:06:51.760]  那時候
[00:06:51.760 --> 00:06:52.120]  是不是
[00:06:52.120 --> 00:06:52.880]  很羞恥
[00:06:52.880 --> 00:06:53.840]  還有
[00:06:53.840 --> 00:06:54.960]  如果你是
[00:06:54.960 --> 00:06:56.280]  engaged to 這個女生
[00:06:56.280 --> 00:06:57.680]  你會覺得怎樣
[00:06:57.680 --> 00:06:58.040]  Gabriel
[00:06:58.040 --> 00:07:00.680]  你engaged to 這個女生
[00:07:00.680 --> 00:07:02.560]  已經懷孕了
[00:07:02.560 --> 00:07:06.320]  你會覺得怎樣
[00:07:06.320 --> 00:07:06.720]  Yeah
[00:07:06.720 --> 00:07:08.040]  Very disrespectful
[00:07:08.040 --> 00:07:10.240]  你跟了哪個男人一起
[00:07:10.240 --> 00:07:11.480]  是不是
[00:07:11.480 --> 00:07:13.960]  You'll be so ashamed
[00:07:13.960 --> 00:07:15.480]  但是
[00:07:15.480 --> 00:07:17.040]  但是Mary
[00:07:17.040 --> 00:07:18.800]  went to Elizabeth
[00:07:18.800 --> 00:07:20.720]  因為她知道Elizabeth
[00:07:20.720 --> 00:07:23.040]  would understand her situation
[00:07:23.040 --> 00:07:25.440]  Elizabeth would understand her situation
[00:07:25.440 --> 00:07:25.880]  OK
[00:07:25.880 --> 00:07:26.880]  我們看到
[00:07:26.880 --> 00:07:29.400]  Elizabeth was filled with the Holy Spirit
[00:07:29.400 --> 00:07:31.280]  聖靈充滿她的心
[00:07:31.280 --> 00:07:32.000]  是不是
[00:07:32.000 --> 00:07:34.160]  然後她說什麼
[00:07:34.200 --> 00:07:37.520]  Blessed are you among women
[00:07:37.520 --> 00:07:40.080]  她Blessed瑪利亞
[00:07:40.080 --> 00:07:40.560]  是不是
[00:07:40.560 --> 00:07:41.720]  她不是說
[00:07:41.720 --> 00:07:43.560]  你跟哪個男人一起
[00:07:43.560 --> 00:07:44.720]  你都沒結婚
[00:07:44.720 --> 00:07:45.400]  搞錯啊
[00:07:45.400 --> 00:07:47.160]  你做什麼
[00:07:47.160 --> 00:07:48.040]  How will Joseph
[00:07:48.040 --> 00:07:49.720]  How will Gabriel feel
[00:07:49.720 --> 00:07:50.120]  是不是
[00:07:50.120 --> 00:07:51.240]  How will Joseph feel
[00:07:51.240 --> 00:07:52.080]  她不是這樣說
[00:07:52.080 --> 00:07:53.240]  不是
[00:07:53.240 --> 00:07:56.200]  因為聖靈充滿她
[00:07:56.200 --> 00:07:57.960]  她給她有understanding
[00:07:57.960 --> 00:07:59.160]  of the situation
[00:07:59.160 --> 00:08:00.000]  她要給她有
[00:08:00.000 --> 00:08:02.560]  supernatural revelation
[00:08:02.560 --> 00:08:05.000]  of the situation
[00:08:05.000 --> 00:08:06.560]  她是知道
[00:08:06.560 --> 00:08:08.600]  不是一個curse
[00:08:08.600 --> 00:08:10.840]  這個是一個blessing
[00:08:10.840 --> 00:08:12.720]  這個是一個blessing來的
[00:08:12.720 --> 00:08:15.680]  瑪利亞是被聖靈充滿
[00:08:15.680 --> 00:08:18.880]  and she conceives of the Spirit
[00:08:18.880 --> 00:08:20.520]  of the Holy
[00:08:20.520 --> 00:08:22.400]  Holy Savior of God
[00:08:22.400 --> 00:08:24.960]  去充滿
[00:08:24.960 --> 00:08:26.800]  with full of the Holy Spirit
[00:08:26.800 --> 00:08:27.080]  Right
[00:08:27.080 --> 00:08:28.920]  conceive Jesus Christ
[00:08:28.920 --> 00:08:29.920]  還有
[00:08:29.920 --> 00:08:30.600]  她什麼
[00:08:30.600 --> 00:08:32.880]  不是單是bless她
[00:08:32.880 --> 00:08:35.360]  她是elevate她
[00:08:35.360 --> 00:08:38.280]  人們會look down on Mary
[00:08:38.280 --> 00:08:38.720]  是不是
[00:08:38.720 --> 00:08:41.360]  但她elevate her
[00:08:41.360 --> 00:08:44.520]  Blessed are you among women
[00:08:44.520 --> 00:08:46.600]  全世界的女人
[00:08:46.600 --> 00:08:48.240]  Blessed are you
[00:08:48.240 --> 00:08:51.400]  差不多最Blessed
[00:08:51.400 --> 00:08:52.040]  Why
[00:08:52.040 --> 00:08:54.120]  Because she has the privilege
[00:08:54.120 --> 00:08:57.880]  of carrying the Savior of the world
[00:08:57.880 --> 00:08:59.840]  She blesses Mary
[00:08:59.840 --> 00:09:01.560]  and on top of that
[00:09:01.560 --> 00:09:02.840]  what does she say
[00:09:02.840 --> 00:09:04.360]  Blessed is she
[00:09:04.360 --> 00:09:05.880]  who believe that the Lord
[00:09:05.880 --> 00:09:09.200]  would fulfill His promise
[00:09:09.200 --> 00:09:10.920]  The mother of the Lord
[00:09:10.920 --> 00:09:12.760]  should come to me
[00:09:12.760 --> 00:09:13.400]  是不是
[00:09:13.400 --> 00:09:15.720]  她認識
[00:09:15.720 --> 00:09:16.520]  這個BB
[00:09:16.520 --> 00:09:17.840]  瑪利亞的BB
[00:09:17.840 --> 00:09:18.960]  是誰
[00:09:18.960 --> 00:09:20.240]  是主耶穌
[00:09:20.240 --> 00:09:22.760]  是我們的救主
[00:09:22.760 --> 00:09:25.440]  Elizabeth recognizes
[00:09:25.440 --> 00:09:29.560]  the Lord that Mary carries
[00:09:29.560 --> 00:09:31.120]  我們看到
[00:09:31.120 --> 00:09:32.640]  有三樣東西
[00:09:32.640 --> 00:09:35.600]  聖靈是帶什麼
[00:09:35.600 --> 00:09:36.680]  帶喜樂
[00:09:36.680 --> 00:09:38.360]  在這個situation
[00:09:38.360 --> 00:09:41.560]  這個situation是可以很shameful的
[00:09:41.560 --> 00:09:43.960]  瑪利亞可以go into hiding
[00:09:43.960 --> 00:09:44.280]  是不是
[00:09:44.280 --> 00:09:45.960]  她懷孕未結婚
[00:09:45.960 --> 00:09:47.400]  She could go into hiding
[00:09:47.400 --> 00:09:48.640]  But she does not
[00:09:48.640 --> 00:09:49.800]  她去找誰
[00:09:49.800 --> 00:09:52.040]  她去找Elizabeth
[00:09:52.040 --> 00:09:53.640]  因為她知道
[00:09:53.640 --> 00:09:57.160]  Elizabeth都被聖靈充滿
[00:09:57.160 --> 00:09:57.840]  And so
[00:09:57.840 --> 00:10:00.200]  the Holy Spirit brings joy
[00:10:00.200 --> 00:10:02.720]  Revelation
[00:10:02.720 --> 00:10:04.760]  聖靈幫他們認識
[00:10:04.760 --> 00:10:06.120]  這個是救主
[00:10:06.120 --> 00:10:07.760]  主耶穌是救主
[00:10:07.760 --> 00:10:09.120]  祂是神
[00:10:09.120 --> 00:10:09.760]  是不是
[00:10:09.760 --> 00:10:11.640]  還有recognition
[00:10:11.640 --> 00:10:15.080]  recognition that Mary is blessed
[00:10:15.080 --> 00:10:16.280]  And lastly
[00:10:16.280 --> 00:10:20.280]  She reinforces and encourages Mary
[00:10:20.280 --> 00:10:23.720]  She reinforces and encourages Mary
[00:10:23.720 --> 00:10:26.840]  The Holy Spirit brings joy
[00:10:26.840 --> 00:10:30.720]  我們真的跟隨聖靈
[00:10:30.720 --> 00:10:33.720]  那時祂會帶喜樂
[00:10:33.720 --> 00:10:35.880]  在我們的團契那裡
[00:10:35.880 --> 00:10:37.360]  那麼
[00:10:37.360 --> 00:10:38.800]  我們這個explorer
[00:10:38.800 --> 00:10:42.200]  我們有沒有被聖靈充滿
[00:10:42.200 --> 00:10:44.920]  Have we been filled with the Holy Spirit here
[00:10:44.920 --> 00:10:46.280]  in explorer
[00:10:46.280 --> 00:10:48.240]  如果我們有呢
[00:10:48.240 --> 00:10:49.520]  我們這個團契
[00:10:49.520 --> 00:10:51.400]  我們這個congregation
[00:10:51.400 --> 00:10:53.360]  有沒有喜樂
[00:10:53.360 --> 00:10:54.200]  有沒有joy
[00:10:54.200 --> 00:10:55.360]  Do we have joy
[00:10:55.360 --> 00:10:56.560]  Because
[00:10:56.560 --> 00:10:58.360]  Holy Spirit brought joy
[00:10:58.360 --> 00:10:59.640]  to Mary and Elizabeth
[00:10:59.640 --> 00:11:01.200]  And they had fellowship together
[00:11:01.200 --> 00:11:02.360]  Two households
[00:11:02.360 --> 00:11:03.400]  coming together
[00:11:03.400 --> 00:11:05.840]  They had joy
[00:11:05.840 --> 00:11:09.440]  If we follow the Holy Spirit here in explorer
[00:11:09.440 --> 00:11:12.680]  We will have the joy of Christ also
[00:11:12.680 --> 00:11:15.440]  我們去年去了camp
[00:11:15.440 --> 00:11:16.640]  好玩嗎
[00:11:16.640 --> 00:11:19.360]  我們有不同的比賽
[00:11:19.360 --> 00:11:20.720]  有debate
[00:11:20.720 --> 00:11:22.000]  又有那個
[00:11:22.000 --> 00:11:23.400]  什麼scavenger hunt
[00:11:23.400 --> 00:11:25.520]  很有喜樂
[00:11:25.520 --> 00:11:28.760]  We need to bring that joy
[00:11:28.760 --> 00:11:30.560]  to this congregation
[00:11:30.560 --> 00:11:34.240]  as we follow the Holy Spirit
[00:11:34.240 --> 00:11:34.760]  OK
[00:11:34.760 --> 00:11:36.120]  Let's continue to read
[00:11:36.120 --> 00:11:38.480]  我們看了Elizabeth的反應
[00:11:38.480 --> 00:11:41.200]  我們現在看瑪利亞的反應
[00:11:41.200 --> 00:11:41.480]  OK
[00:11:41.480 --> 00:11:42.920]  Let's read English together
[00:11:42.920 --> 00:11:43.880]  OK
[00:11:43.880 --> 00:11:45.960]  這個
[00:11:45.960 --> 00:11:47.040]  這個
[00:11:47.040 --> 00:11:48.480]  這個song
[00:11:48.480 --> 00:11:51.560]  是叫Mary's Magnificent
[00:11:51.560 --> 00:11:53.800]  因為第三個字
[00:11:53.800 --> 00:11:57.000]  是My soul magnifies the Lord
[00:11:57.000 --> 00:11:59.400]  My soul magnifies the Lord
[00:11:59.400 --> 00:12:00.440]  我們看到
[00:12:00.440 --> 00:12:02.400]  瑪利亞的反應是什麼
[00:12:02.400 --> 00:12:03.240]  第一
[00:12:03.240 --> 00:12:04.960]  她是敬拜神
[00:12:04.960 --> 00:12:06.280]  她是敬拜神
[00:12:06.280 --> 00:12:06.880]  她說什麼
[00:12:06.880 --> 00:12:09.680]  My soul magnifies the Lord
[00:12:09.680 --> 00:12:10.560]  magnify
[00:12:10.560 --> 00:12:11.800]  是什麼
[00:12:11.800 --> 00:12:12.480]  中文是什麼
[00:12:12.480 --> 00:12:15.720]  這個magnify
[00:12:15.720 --> 00:12:16.840]  OK
[00:12:16.840 --> 00:12:17.640]  她是
[00:12:17.640 --> 00:12:21.080]  see the Lord as the most important thing
[00:12:21.080 --> 00:12:21.480]  是嗎
[00:12:21.480 --> 00:12:23.240]  有沒有人在科學課
[00:12:23.240 --> 00:12:25.800]  用一個magnifying glass
[00:12:25.800 --> 00:12:26.280]  有沒有
[00:12:26.280 --> 00:12:26.960]  有沒有人
[00:12:26.960 --> 00:12:28.400]  記不記得
[00:12:28.400 --> 00:12:29.640]  你用magnifying glass
[00:12:29.640 --> 00:12:31.920]  是看什麼的
[00:12:31.920 --> 00:12:33.400]  去zoom in
[00:12:33.400 --> 00:12:33.880]  是不是
[00:12:33.880 --> 00:12:35.960]  不是我們的
[00:12:35.960 --> 00:12:38.960]  online zoom in
[00:12:38.960 --> 00:12:40.640]  這個magnifying glass
[00:12:40.640 --> 00:12:42.240]  你是想zoom in
[00:12:42.240 --> 00:12:43.720]  在一些東西很小的
[00:12:43.720 --> 00:12:44.760]  It could be a bug
[00:12:44.760 --> 00:12:47.520]  It could be a splinter in your nail
[00:12:47.520 --> 00:12:48.760]  你有刺的時候
[00:12:48.760 --> 00:12:50.280]  你用一個magnifying glass
[00:12:50.280 --> 00:12:51.600]  去看到刺在哪裡
[00:12:51.600 --> 00:12:53.720]  然後才可以拿出來
[00:12:53.720 --> 00:12:55.520]  Mary現在是怎樣
[00:12:55.520 --> 00:12:57.560]  她是magnify the Lord
[00:12:57.560 --> 00:13:01.240]  神在她的生命中是最大的
[00:13:01.240 --> 00:13:05.440]  God is the biggest in her life
[00:13:05.440 --> 00:13:07.520]  她是magnify the Lord
[00:13:07.520 --> 00:13:09.280]  她是敬拜神
[00:13:09.280 --> 00:13:09.720]  是嗎
[00:13:09.720 --> 00:13:10.160]  她說
[00:13:10.160 --> 00:13:11.680]  magnify the Lord
[00:13:11.680 --> 00:13:14.480]  她的spirit rejoices
[00:13:14.480 --> 00:13:16.160]  還有她是怎樣
[00:13:16.160 --> 00:13:17.880]  她是謙卑她自己
[00:13:17.880 --> 00:13:23.640]  I am the servant of the Lord
[00:13:23.640 --> 00:13:24.240]  第一
[00:13:24.240 --> 00:13:25.760]  她是敬拜神
[00:13:25.760 --> 00:13:26.800]  第二
[00:13:26.800 --> 00:13:27.960]  她說的那些
[00:13:27.960 --> 00:13:29.320]  她唱的那些
[00:13:29.320 --> 00:13:30.560]  是充滿什麼
[00:13:30.560 --> 00:13:31.640]  Scripture
[00:13:31.640 --> 00:13:33.280]  The word
[00:13:33.280 --> 00:13:34.520]  第二個w
[00:13:34.520 --> 00:13:35.560]  是word
[00:13:35.560 --> 00:13:37.640]  她是怎樣說的
[00:13:37.640 --> 00:13:40.120]  She sings of God's character
[00:13:40.120 --> 00:13:41.440]  His mercy
[00:13:41.440 --> 00:13:42.640]  His strength
[00:13:42.640 --> 00:13:44.120]  His holiness
[00:13:44.120 --> 00:13:46.280]  His faithfulness
[00:13:46.280 --> 00:13:46.800]  是不是
[00:13:46.800 --> 00:13:47.800]  全部
[00:13:47.800 --> 00:13:50.560]  是神的characteristic來的
[00:13:50.560 --> 00:13:54.600]  She understands who God is
[00:13:54.600 --> 00:13:57.280]  你看看這個年輕人
[00:13:57.280 --> 00:13:59.160]  13到17歲
[00:13:59.160 --> 00:14:01.800]  他是認識神的說話
[00:14:01.800 --> 00:14:03.880]  She sings about God's word
[00:14:03.880 --> 00:14:05.520]  他是敬拜神
[00:14:05.520 --> 00:14:07.840]  他謙卑他自己
[00:14:07.840 --> 00:14:11.840]  我們這裡有沒有好像瑪利亞一樣
[00:14:11.840 --> 00:14:13.120]  Teenager
[00:14:13.120 --> 00:14:14.200]  但是呢
[00:14:14.200 --> 00:14:16.520]  願意去謙卑他自己
[00:14:16.520 --> 00:14:18.000]  去敬拜神
[00:14:18.000 --> 00:14:20.000]  去magnify the Lord
[00:14:20.000 --> 00:14:23.960]  Mary is an amazing example
[00:14:23.960 --> 00:14:24.960]  她不是說
[00:14:24.960 --> 00:14:25.720]  哎呀神啊
[00:14:25.720 --> 00:14:26.520]  你為什麼
[00:14:26.520 --> 00:14:27.640]  你為什麼
[00:14:27.640 --> 00:14:28.520]  差遣我
[00:14:28.520 --> 00:14:29.200]  不用了
[00:14:29.200 --> 00:14:29.920]  我很害怕
[00:14:29.920 --> 00:14:31.040]  我要讀書
[00:14:31.040 --> 00:14:31.720]  我很忙
[00:14:31.720 --> 00:14:32.720]  我要打球
[00:14:32.720 --> 00:14:33.640]  我要打遊戲
[00:14:33.640 --> 00:14:34.200]  不是
[00:14:34.200 --> 00:14:34.840]  她是怎樣
