
[00:00:00.000 --> 00:00:07.000]  今天我跟大家分享的題目是心火三轉的門徒訓練
[00:02:19.000 --> 00:02:23.000]  前面我稍微介紹一些主耶穌怎麼做的
[00:02:23.000 --> 00:02:25.000]  我們那邊有個很好的神學院
[00:02:25.000 --> 00:02:28.000]  叫做Columbia International University
[00:02:28.000 --> 00:02:30.000]  有個標中教授
[00:02:30.000 --> 00:02:32.000]  有一次到我們教會里面就分享了
[00:02:32.000 --> 00:02:35.000]  他說主耶穌在三年多的佛事生涯裏面
[00:02:35.000 --> 00:02:37.000]  可以分四個階段
[00:02:37.000 --> 00:02:40.000]  第一階段是發生在公元27年初的
[00:02:40.000 --> 00:02:44.000]  就將一般人從悟道變成相信
[00:02:44.000 --> 00:02:48.000]  然後28年初就去呼叫他們幾位
[00:02:48.000 --> 00:02:50.000]  跟他做門徒了
[00:02:50.000 --> 00:02:52.000]  下來怎麼樣呢
[00:02:52.000 --> 00:02:55.000]  28年末就拆牌做成同工
[00:02:55.000 --> 00:03:01.000]  最後就拆牌做成同工再拆牌了
[00:03:01.000 --> 00:03:03.000]  主耶穌帶門訓
[00:03:03.000 --> 00:03:06.000]  主耶穌他是有過佈道會
[00:03:06.000 --> 00:03:09.000]  爲保護四五千人
[00:03:09.000 --> 00:03:11.000]  主耶穌有講道
[00:03:11.000 --> 00:03:13.000]  是在登山寶序講道
[00:03:13.000 --> 00:03:16.000]  主耶穌在世上裏面除了禱告以後
[00:03:16.000 --> 00:03:18.000]  花最多時間做什麼呢
[00:03:18.000 --> 00:03:20.000]  就是門訓
[00:03:20.000 --> 00:03:21.000]  而且是怎麼樣
[00:03:21.000 --> 00:03:22.000]  不多的
[00:03:22.000 --> 00:03:24.000]  就是跟他們朝夕相對
[00:03:24.000 --> 00:03:27.000]  因爲門訓般不是一個講道
[00:03:27.000 --> 00:03:29.000]  也不是一個主律學
[00:03:29.000 --> 00:03:32.000]  門訓當然是生命的陪伴
[00:03:32.000 --> 00:03:36.000]  是以生命影響生命
[00:03:36.000 --> 00:03:38.000]  從主耶穌的榜樣裏面
[00:03:38.000 --> 00:03:41.000]  我們就得出一個非常簡單的模型
[00:03:41.000 --> 00:03:43.000]  幫助弟兄姐妹可以瞭解
[00:03:43.000 --> 00:03:46.000]  究竟我的屬靈發展是怎麼發展呢
[00:03:46.000 --> 00:03:48.000]  如果你沒有信主
[00:03:48.000 --> 00:03:50.000]  現在主要是要傳福音給他
[00:03:50.000 --> 00:03:53.000]  你變成家裏的人就是相信
[00:03:53.000 --> 00:03:56.000]  相信以後我要帶你做門訓
[00:03:56.000 --> 00:03:58.000]  門訓重要是要兩點
[00:03:58.000 --> 00:04:03.000]  一個是給你一個屬靈很清楚的框架
[00:04:03.000 --> 00:04:05.000]  就是基督是怎麼活的
[00:04:05.000 --> 00:04:06.000]  怎麼讀經禱告啊
[00:04:06.000 --> 00:04:08.000]  怎麼奉獻等等
[00:04:08.000 --> 00:04:11.000]  而且要陪你領修
[00:04:11.000 --> 00:04:13.000]  學習到與神親近
[00:04:13.000 --> 00:04:14.000]  從神等力
[00:04:14.000 --> 00:04:18.000]  每天早上你就有力量了
[00:04:18.000 --> 00:04:20.000]  慢慢做門徒以後怎麼樣
[00:04:20.000 --> 00:04:21.000]  好了以後打好乾淨
[00:04:21.000 --> 00:04:23.000]  我就帶你做童工了
[00:04:23.000 --> 00:04:24.000]  童工是什麼
[00:04:24.000 --> 00:04:27.000]  因爲現在你知道怎麼去餵養自己了
[00:04:27.000 --> 00:04:28.000]  你怎麼樣
[00:04:28.000 --> 00:04:30.000]  就給你機會去喂人家
[00:04:30.000 --> 00:04:33.000]  從裏面的活水流出來
[00:04:33.000 --> 00:04:36.000]  越流的話就越滾動越大的
[00:04:36.000 --> 00:04:37.000]  成長越快的
[00:04:37.000 --> 00:04:39.000]  所以要帶我們的基督徒
[00:04:39.000 --> 00:04:42.000]  做門訓以後帶他們去童工
[00:04:42.000 --> 00:04:44.000]  給他們闖一下
[00:04:44.000 --> 00:04:46.000]  慢慢的話他成爲教會的
[00:04:46.000 --> 00:04:48.000]  好像小組組長啊
[00:04:48.000 --> 00:04:49.000]  或是說執事啊
[00:04:49.000 --> 00:04:51.000]  或是神
[00:04:51.000 --> 00:04:54.000]  剛安立的話就說牧師啊
[00:04:54.000 --> 00:04:55.000]  然後宣教士等等
[00:04:55.000 --> 00:04:57.000]  或是長老
[00:04:57.000 --> 00:05:01.000]  就這方面將他們完全帶到神面前來
[00:05:01.000 --> 00:05:03.000]  我深信一句話
[00:05:03.000 --> 00:05:06.000]  越像神的人會越蒙福的
[00:05:06.000 --> 00:05:08.000]  你同意嗎
[00:05:08.000 --> 00:05:11.000]  蒙福不是錢多多啊
[00:05:11.000 --> 00:05:13.000]  蒙福就是說很健康
[00:05:13.000 --> 00:05:14.000]  很有魄力的
[00:05:14.000 --> 00:05:16.000]  而且做事的很開心
[00:05:16.000 --> 00:05:18.000]  生活沒有很多經濟的壓力
[00:05:18.000 --> 00:05:19.000]  而且怎麼樣
[00:05:19.000 --> 00:05:21.000]  孩子比較乖
[00:05:21.000 --> 00:05:22.000]  那個很活潑
[00:05:22.000 --> 00:05:24.000]  有使命的人生
[00:05:24.000 --> 00:05:28.000]  我感覺這個就是非常蒙福的
[00:05:28.000 --> 00:05:30.000]  要有你的朋友
[00:05:30.000 --> 00:05:31.000]  你的孩子們
[00:05:31.000 --> 00:05:33.000]  或是你的家人蒙福的
[00:05:33.000 --> 00:05:34.000]  你要怎麼樣
[00:05:34.000 --> 00:05:37.000]  要走到這邊來
[00:05:37.000 --> 00:05:39.000]  要完全帶到神面前來
[00:05:39.000 --> 00:05:43.000]  成爲一個有國度觀的這個徒
[00:05:43.000 --> 00:05:44.000]  因爲我們的神啊
[00:05:44.000 --> 00:05:46.000]  不是一個抓的神
[00:05:46.000 --> 00:05:48.000]  我們的神是給的神
[00:05:48.000 --> 00:05:50.000]  越能夠給出去的人
[00:05:50.000 --> 00:05:53.000]  這個人就越蒙福
[00:05:53.000 --> 00:05:55.000]  這個非常奇妙的聖經的道理啊
[00:05:55.000 --> 00:05:58.000]  越給出去的人越蒙福
[00:05:58.000 --> 00:06:01.000]  越是抓得多的人啊
[00:06:01.000 --> 00:06:02.000]  總是爲自己求什麼啊
[00:06:02.000 --> 00:06:04.000]  求什麼不會很蒙福的
[00:06:04.000 --> 00:06:06.000]  因爲他不像神
[00:06:06.000 --> 00:06:07.000]  所以弟兄姐妹
[00:06:07.000 --> 00:06:08.000]  如果你要蒙福啊
[00:06:08.000 --> 00:06:13.000]  我們要完全再到神面前來
[00:06:13.000 --> 00:06:15.000]  那今天剛纔是說
[00:06:15.000 --> 00:06:16.000]  簡單說的
[00:06:16.000 --> 00:06:18.000]  就是講到主耶穌
[00:06:18.000 --> 00:06:21.000]  三年去帶門訓
[00:06:21.000 --> 00:06:26.000]  現在我們講到天下第二劍
[00:06:26.000 --> 00:06:28.000]  我很喜歡看武俠小說的
[00:06:28.000 --> 00:06:29.000]  有天下第一劍
[00:06:29.000 --> 00:06:31.000]  是第二劍
[00:06:31.000 --> 00:06:33.000]  第二劍我感覺是保羅
[00:06:33.000 --> 00:06:34.000]  可能有其他人
[00:06:34.000 --> 00:06:36.000]  但是聖經所記載的
[00:06:36.000 --> 00:06:37.000]  可能看不到
[00:06:37.000 --> 00:06:39.000]  我感覺保羅很厲害的
[00:06:39.000 --> 00:06:40.000]  那我會去問大家
[00:06:40.000 --> 00:06:43.000]  天下第一劍是誰啊
[00:06:43.000 --> 00:06:44.000]  耶穌基督嘛
[00:06:44.000 --> 00:06:46.000]  不用說了
[00:06:46.000 --> 00:06:48.000]  我們現在是從保羅身上
[00:06:48.000 --> 00:06:52.000]  就看看他怎麼帶的
[00:06:52.000 --> 00:06:53.000]  剛纔謝謝弟兄
[00:06:53.000 --> 00:06:55.000]  已經我們用奇音分法
[00:06:55.000 --> 00:07:01.000]  去將格林多前書十八章
[00:07:01.000 --> 00:07:04.000]  基本上讀過了
[00:07:04.000 --> 00:07:05.000]  說真的話
[00:07:05.000 --> 00:07:06.000]  我坦白說
[00:07:06.000 --> 00:07:07.000]  我第一次看這個經文以後
[00:07:07.000 --> 00:07:09.000]  我很快就翻過去了
[00:07:09.000 --> 00:07:11.000]  因爲很瑣碎啊
[00:07:11.000 --> 00:07:13.000]  就需要一個人去哪裏
[00:07:13.000 --> 00:07:14.000]  保羅去哪裏啊
[00:07:14.000 --> 00:07:15.000]  去哪裏面
[00:07:15.000 --> 00:07:16.000]  就好像沒有什麼
[00:07:16.000 --> 00:07:17.000]  屬靈教訓一樣
[00:07:17.000 --> 00:07:19.000]  好像是流水賬
[00:07:19.000 --> 00:07:22.000]  但後來我細心去看的話
[00:07:22.000 --> 00:07:24.000]  原來這段經文很寶貴
[00:07:24.000 --> 00:07:25.000]  是個門詢
[00:07:25.000 --> 00:07:28.000]  一個非常重要的經文
[00:07:28.000 --> 00:07:29.000]  怎麼看呢
[00:07:29.000 --> 00:07:32.000]  我下回就帶您帶查經了
[00:07:32.000 --> 00:07:34.000]  郭老師很喜歡帶查經的
[00:07:34.000 --> 00:07:35.000]  我們帶查經的話
[00:07:35.000 --> 00:07:36.000]  學習神的話嘛
[00:07:36.000 --> 00:07:38.000]  通常我們用帶查經
[00:07:38.000 --> 00:07:40.000]  就講到幾個W
[00:07:40.000 --> 00:07:42.000]  貴拉法查經我們就幾個W
[00:07:42.000 --> 00:07:44.000]  還記得什麼幾個W啊
[00:07:44.000 --> 00:07:46.000]  好啊 做什麼 還有呢
[00:07:46.000 --> 00:07:49.000]  乎啊 誰啊 什麼時間啊
[00:07:49.000 --> 00:07:51.000]  when啊 where啊
[00:07:51.000 --> 00:07:54.000]  然後最後就問一個why
[00:07:54.000 --> 00:07:55.000]  解釋性的
[00:07:55.000 --> 00:07:56.000]  最後怎麼樣
[00:07:56.000 --> 00:07:58.000]  就是apply應用在身上
[00:07:58.000 --> 00:08:00.000]  那我們就查經這方面
[00:08:00.000 --> 00:08:01.000]  所以容許郭老師
[00:08:01.000 --> 00:08:03.000]  今天帶了一個查經
[00:08:03.000 --> 00:08:04.000]  從那邊的話
[00:08:04.000 --> 00:08:05.000]  去看一個經文裏面
[00:08:05.000 --> 00:08:09.000]  究竟可以學到什麼的功課
[00:08:09.000 --> 00:08:11.000]  剛纔迪遜已經
[00:08:11.000 --> 00:08:13.000]  替我們讀了十一到五節
[00:08:13.000 --> 00:08:15.000]  十八到二十三節
[00:08:15.000 --> 00:08:18.000]  那我們看下來就算談
[00:08:18.000 --> 00:08:19.000]  這個圖呢就講到
[00:08:19.000 --> 00:08:21.000]  其實這一次發生的事情
[00:08:21.000 --> 00:08:24.000]  是保羅第二次去宣教的時候
[00:08:24.000 --> 00:08:26.000]  他從雅典去了格陵多
[00:08:26.000 --> 00:08:28.000]  格陵多以後去伏索
[00:08:28.000 --> 00:08:29.000]  然後二一次的
[00:08:29.000 --> 00:08:31.000]  去了其他的地方去
[00:08:31.000 --> 00:08:33.000]  去見故聖徒
[00:08:33.000 --> 00:08:35.000]  這個是保羅第二次
[00:08:35.000 --> 00:08:37.000]  去宣教的旅途
[00:08:37.000 --> 00:08:39.000]  發生的事情
[00:08:39.000 --> 00:08:41.000]  好 我們現在請姐妹
[00:08:41.000 --> 00:08:42.000]  先替我們讀一下
[00:08:42.000 --> 00:08:43.000]  再讀一下
[00:08:43.000 --> 00:08:44.000]  第一到第三節
[00:08:44.000 --> 00:08:45.000]  姐妹來
[00:08:45.000 --> 00:08:49.000]  這是以後 保羅離了雅典
[00:08:49.000 --> 00:08:51.000]  來到格陵多
[00:08:51.000 --> 00:08:53.000]  遇見一個猶太人
[00:08:53.000 --> 00:08:55.000]  名叫亞居拉
[00:08:55.000 --> 00:08:57.000]  他身在墳土
[00:08:57.000 --> 00:08:59.000]  因爲格老丟猶太人
[00:08:59.000 --> 00:09:01.000]  都離開了羅馬
[00:09:01.000 --> 00:09:04.000]  新進代的希伯來西拉
[00:09:04.000 --> 00:09:06.000]  從一大一來
[00:09:06.000 --> 00:09:09.000]  保羅就投奔了他們
[00:09:09.000 --> 00:09:11.000]  他們仍是知道
[00:09:11.000 --> 00:09:13.000]  他們的厭惡
[00:09:13.000 --> 00:09:15.000]  他們的厭惡
[00:09:15.000 --> 00:09:17.000]  仇恨他們
[00:09:17.000 --> 00:09:19.000]  仇恨他們
[00:09:19.000 --> 00:09:21.000]  Where 什麼地方
[00:09:21.000 --> 00:09:23.000]  在格陵多
[00:09:23.000 --> 00:09:24.000]  Who 有誰啊
[00:09:24.000 --> 00:09:25.000]  這裏所說的
[00:09:25.000 --> 00:09:27.000]  當然有保羅了
[00:09:27.000 --> 00:09:29.000]  白希拉 亞居拉
[00:09:29.000 --> 00:09:30.000]  白希拉 亞居拉
[00:09:30.000 --> 00:09:32.000]  他的背景What
[00:09:32.000 --> 00:09:33.000]  有什麼背景啊
[00:09:33.000 --> 00:09:35.000]  他們是執政統的
[00:09:35.000 --> 00:09:37.000]  他們從哪裏過來的
[00:09:37.000 --> 00:09:38.000]  意大利過來
[00:09:38.000 --> 00:09:40.000]  他們是被逼害的
[00:09:40.000 --> 00:09:42.000]  逼到這邊格陵多了
[00:09:42.000 --> 00:09:44.000]  這邊是執政統
[00:09:44.000 --> 00:09:45.000]  保羅
[00:09:45.000 --> 00:09:47.000]  保羅做什麼
[00:09:47.000 --> 00:09:49.000]  跟他們執政統同行
[00:09:49.000 --> 00:09:50.000]  在這邊
[00:09:50.000 --> 00:09:51.000]  從這邊的話
[00:09:51.000 --> 00:09:52.000]  首先我們聊
[00:09:52.000 --> 00:09:54.000]  這對夫婦很有趣的
[00:09:54.000 --> 00:09:57.000]  我感覺他們是恩愛夫妻的
[00:09:57.000 --> 00:09:58.000]  你怎麼知道
[00:09:58.000 --> 00:10:00.000]  因爲他是拉來拉去的
[00:10:00.000 --> 00:10:02.000]  白希拉 亞居拉
[00:10:02.000 --> 00:10:05.000]  很多手拖手的
[00:10:05.000 --> 00:10:06.000]  說笑了
[00:10:06.000 --> 00:10:07.000]  就是這些夫妻
[00:10:07.000 --> 00:10:09.000]  被逼害到這邊來
[00:10:09.000 --> 00:10:11.000]  他這邊保羅就跟他同業
[00:10:11.000 --> 00:10:13.000]  現在說Why
[00:10:13.000 --> 00:10:16.000]  他保羅爲什麼跟他同業呢
[00:10:16.000 --> 00:10:18.000]  第一個是有照顧嘛
[00:10:18.000 --> 00:10:20.000]  大家說一起來執政統的話
[00:10:20.000 --> 00:10:22.000]  生意好啊
[00:10:22.000 --> 00:10:24.000]  然後有時候執政統可以聊天
[00:10:24.000 --> 00:10:25.000]  是一點啊
[00:10:25.000 --> 00:10:27.000]  但是我感覺
[00:10:27.000 --> 00:10:28.000]  保羅在這個時候
[00:10:28.000 --> 00:10:29.000]  他是做什麼
[00:10:29.000 --> 00:10:34.000]  是做門訊
[00:10:34.000 --> 00:10:36.000]  他是在生活中間
[00:10:36.000 --> 00:10:37.000]  跟着白希拉 亞居拉
[00:10:37.000 --> 00:10:39.000]  因爲執政統時間很多啊
[00:10:39.000 --> 00:10:41.000]  他們會聊
[00:10:41.000 --> 00:10:43.000]  他過去怎麼迫害教會
[00:10:43.000 --> 00:10:45.000]  後來神怎麼護照他
[00:10:45.000 --> 00:10:47.000]  受到很多的苦
[00:10:47.000 --> 00:10:48.000]  很多經驗
[00:10:48.000 --> 00:10:50.000]  就他的生命去建立他們
[00:10:50.000 --> 00:10:52.000]  鼓勵他們
[00:10:52.000 --> 00:10:55.000]  以他的生命去影響這對夫婦
[00:10:55.000 --> 00:10:57.000]  我不知道當時他們信主沒有
[00:10:57.000 --> 00:10:58.000]  或者信了主了
[00:10:58.000 --> 00:11:00.000]  可能不是很清楚
[00:11:00.000 --> 00:11:01.000]  或者怎麼樣
[00:11:01.000 --> 00:11:02.000]  保羅就借這方面的話
[00:11:02.000 --> 00:11:05.000]  在生活裏面跟他們同住
[00:11:05.000 --> 00:11:07.000]  一起住
[00:11:07.000 --> 00:11:10.000]  在這邊培養他們
[00:11:10.000 --> 00:11:11.000]  弟兄姐妹
[00:11:11.000 --> 00:11:13.000]  門訊一個非常重要的原則
[00:11:13.000 --> 00:11:16.000]  就是屬靈的陪伴
[00:11:16.000 --> 00:11:18.000]  如果能夠打進那個人的生活裏面
[00:11:18.000 --> 00:11:21.000]  最有果效
[00:11:21.000 --> 00:11:22.000]  因爲朝夕相對的時候
[00:11:22.000 --> 00:11:24.000]  你發覺到生活裏面
[00:11:24.000 --> 00:11:26.000]  你所學習的怎麼應用出來
[00:11:26.000 --> 00:11:27.000]  有什麼困難的話
[00:11:27.000 --> 00:11:30.000]  互相交映
[00:11:30.000 --> 00:11:32.000]  最能夠打進他的心
[00:11:32.000 --> 00:11:36.000]  當時候白希拉 亞居拉就是這樣
[00:11:36.000 --> 00:11:38.000]  首先他們會孤單
[00:11:38.000 --> 00:11:40.000]  他們就找個屬靈夥伴
[00:11:40.000 --> 00:11:42.000]  同行一起來照顧
[00:11:42.000 --> 00:11:43.000]  一方面更重要是說
[00:11:43.000 --> 00:11:45.000]  在植帳篷的時候
[00:11:45.000 --> 00:11:46.000]  跟他們談論
[00:11:46.000 --> 00:11:47.000]  耶穌的教導
[00:11:47.000 --> 00:11:49.000]  而且他們跟着身體的經驗
[00:11:49.000 --> 00:11:55.000]  在生命裏面給他個榜樣
[00:11:55.000 --> 00:11:59.000]  這位弟兄是我的學生
[00:11:59.000 --> 00:12:01.000]  是我帶他信主的
[00:12:01.000 --> 00:12:02.000]  信主以後
[00:12:02.000 --> 00:12:04.000]  他在工作的時候
[00:12:04.000 --> 00:12:06.000]  沒有什麼鬥志
[00:12:06.000 --> 00:12:07.000]  我就說 好不好
[00:12:07.000 --> 00:12:09.000]  你考到我們南卡大學
[00:12:09.000 --> 00:12:11.000]  我們南卡大學雖然學校不大
[00:12:11.000 --> 00:12:15.000]  但是國際商務是全美排第二的
[00:12:15.000 --> 00:12:17.000]  那我是教國際金融的
[00:12:17.000 --> 00:12:20.000]  要不要投報我們博士班
[00:12:20.000 --> 00:12:21.000]  一邊學習
[00:12:21.000 --> 00:12:24.000]  所以他就去了美國留學
[00:12:24.000 --> 00:12:26.000]  看到我們的學校裏面
[00:12:26.000 --> 00:12:28.000]  念博士學位
[00:12:28.000 --> 00:12:30.000]  那我不是偏心給他的
[00:12:30.000 --> 00:12:32.000]  他是成績的確很好的
[00:12:32.000 --> 00:12:34.000]  他是名校畢業的
[00:12:34.000 --> 00:12:35.000]  成績很好
[00:12:35.000 --> 00:12:36.000]  才招他的
[00:12:36.000 --> 00:12:38.000]  而且招他不單是我一個人
[00:12:38.000 --> 00:12:41.000]  我們同事中間一起來評估的
[00:12:41.000 --> 00:12:42.000]  去到那邊的時候
[00:12:42.000 --> 00:12:43.000]  南卡的話
[00:12:43.000 --> 00:12:44.000]  他就說
[00:12:44.000 --> 00:12:46.000]  郭老師我想跟你學
[00:12:46.000 --> 00:12:49.000]  學我就搞一些文化跟金融的關係的
[00:12:49.000 --> 00:12:51.000]  所以他做了我的助教
[00:12:51.000 --> 00:12:53.000]  跟我學習了
[00:12:53.000 --> 00:12:55.000]  有一天
[00:12:55.000 --> 00:12:57.000]  我去敲他辦公室的門
[00:12:57.000 --> 00:12:58.000]  我打開門的時候
[00:12:58.000 --> 00:13:01.000]  他嚇了一跳
[00:13:01.000 --> 00:13:02.000]  爲什麼嚇一跳
[00:13:02.000 --> 00:13:07.000]  因爲他在這看NBA
[00:13:07.000 --> 00:13:10.000]  他上班是看NBA
[00:13:10.000 --> 00:13:13.000]  我說上班應該做上班事情
[00:13:13.000 --> 00:13:16.000]  不要做這些事情
[00:13:16.000 --> 00:13:18.000]  他說以後不敢了
[00:13:18.000 --> 00:13:20.000]  不敢了
[00:13:20.000 --> 00:13:21.000]  好了
[00:13:21.000 --> 00:13:22.000]  過了幾個禮拜
[00:13:22.000 --> 00:13:24.000]  我又去敲他的門
[00:13:24.000 --> 00:13:25.000]  打開門
[00:13:25.000 --> 00:13:26.000]  他又嚇一跳
[00:13:26.000 --> 00:13:27.000]  幹什麼
[00:13:27.000 --> 00:13:31.000]  還是跟NBA
[00:13:31.000 --> 00:13:35.000]  所以我就找他到我辦公室來談
[00:13:35.000 --> 00:13:39.000]  我通常不會發脾氣的
[00:13:39.000 --> 00:13:42.000]  但是我是愛心說誠實話
[00:13:42.000 --> 00:13:44.000]  我說你知道嗎
[00:13:44.000 --> 00:13:45.000]  你考了博士學位
[00:13:45.000 --> 00:13:47.000]  你知道我們是陪伴的
[00:13:47.000 --> 00:13:49.000]  不但是你不用花教學費
[00:13:49.000 --> 00:13:51.000]  我們給你生活費的
[00:13:51.000 --> 00:13:52.000]  我們是要栽培你以後
[00:13:52.000 --> 00:13:54.000]  去做老師做研究的
[00:13:54.000 --> 00:13:55.000]  是陪管的
[00:13:55.000 --> 00:13:57.000]  是爲了整個的發展
[00:13:57.000 --> 00:13:58.000]  學習方面
[00:13:58.000 --> 00:13:59.000]  我們要投資在你身上
[00:13:59.000 --> 00:14:01.000]  而且我們收不多的
[00:14:01.000 --> 00:14:03.000]  因爲我要跟你一起寫論文的
[00:14:03.000 --> 00:14:04.000]  我花很多
[00:14:04.000 --> 00:14:08.000]  重點培養的
[00:14:08.000 --> 00:14:12.000]  我每年就招三個
[00:14:12.000 --> 00:14:13.000]  你知道嗎
[00:14:13.000 --> 00:14:14.000]  你來以後
[00:14:14.000 --> 00:14:15.000]  有一個本來我也招的話
[00:14:15.000 --> 00:14:17.000]  就不來了
[00:14:17.000 --> 00:14:18.000]  現在你來了
[00:14:18.000 --> 00:14:19.000]  你不好好讀書
[00:14:19.000 --> 00:14:20.000]  有沒有
[00:14:20.000 --> 00:14:23.000]  看NBA
[00:14:23.000 --> 00:14:26.000]  你不是白佔土地嗎
[00:14:26.000 --> 00:14:30.000]  你對得起那個人嗎
[00:14:30.000 --> 00:14:33.000]  你對得起我嗎
[00:14:33.000 --> 00:14:37.000]  你對得起你自己嗎
[00:14:37.000 --> 00:14:40.000]  他就哭了
[00:14:40.000 --> 00:14:41.000]  他說郭老師
[00:14:41.000 --> 00:14:43.000]  我沒有鬥志了
[00:14:43.000 --> 00:14:46.000]  我只想沒有鬥志了
[00:14:46.000 --> 00:14:47.000]  我說不行
[00:14:47.000 --> 00:14:49.000]  你要來參加我們學生團級
[00:14:49.000 --> 00:14:51.000]  學生團級我帶你們去
[00:14:51.000 --> 00:14:53.000]  跟你一起來扎經
[00:14:53.000 --> 00:14:54.000]  一起來看聖經
[00:14:54.000 --> 00:14:55.000]  領修
[00:14:55.000 --> 00:14:56.000]  而且給了個框架
[00:14:56.000 --> 00:14:57.000]  好好去做
[00:14:57.000 --> 00:14:58.000]  他說好啊
[00:14:58.000 --> 00:15:01.000]  就在上一次我們學校團級
[00:15:01.000 --> 00:15:02.000]  學生團級裏面
[00:15:02.000 --> 00:15:03.000]  他很聰明
[00:15:03.000 --> 00:15:04.000]  學得很快
[00:15:04.000 --> 00:15:06.000]  所以門序很快學完了
[00:15:06.000 --> 00:15:07.000]  學完以後
[00:15:07.000 --> 00:15:09.000]  我就教他怎麼帶扎經
[00:15:09.000 --> 00:15:10.000]  因爲知道嗎
[00:15:10.000 --> 00:15:12.000]  就說傳福音
[00:15:12.000 --> 00:15:14.000]  傳生命
[00:15:14.000 --> 00:15:15.000]  給他打好根基以後怎麼樣
[00:15:15.000 --> 00:15:17.000]  就傳出去了
[00:15:17.000 --> 00:15:19.000]  所以說變成童功了
[00:15:19.000 --> 00:15:20.000]  傳福祀了
[00:15:20.000 --> 00:15:22.000]  我給他們帶扎經是
[00:15:22.000 --> 00:15:24.000]  給他學習怎麼用神的話語去
[00:15:24.000 --> 00:15:26.000]  幫助他人
[00:15:26.000 --> 00:15:27.000]  他帶得很好
[00:15:27.000 --> 00:15:29.000]  後來我給他帶御察
[00:15:29.000 --> 00:15:32.000]  甚至帶小組方面
[00:15:32.000 --> 00:15:36.000]  後來成爲我們團級的主席
[00:15:36.000 --> 00:15:39.000]  而且我不但是在團級裏面影響他
[00:15:39.000 --> 00:15:41.000]  因爲他是我的學生
[00:15:41.000 --> 00:15:43.000]  我陪他寫論文的
[00:15:43.000 --> 00:15:44.000]  所以我就告訴說
[00:15:44.000 --> 00:15:45.000]  我們做老師
[00:15:45.000 --> 00:15:46.000]  做記錄老師
[00:15:46.000 --> 00:15:48.000]  要做見證
[00:15:48.000 --> 00:15:51.000]  因爲整個校園有很多學生
[00:15:51.000 --> 00:15:52.000]  只要有好榜樣的話
[00:15:52.000 --> 00:15:55.000]  他們會幸福的
