
[00:00:00.000 --> 00:00:02.000]  新節目平安
[00:01:43.000 --> 00:01:45.000]  正經地用了大字 榮光
[00:01:45.000 --> 00:01:48.000]  然後很大聲地說
[00:01:48.000 --> 00:01:51.000]  這個大城會怎樣 傾倒了 傾倒了
[00:01:51.000 --> 00:01:53.000]  而且是突然間的傾倒
[00:01:53.000 --> 00:01:56.000]  就好像海洋酒店的酒店一樣
[00:01:56.000 --> 00:01:59.000]  海洋公園
[00:01:59.000 --> 00:02:01.000]  酒店的酒店
[00:02:01.000 --> 00:02:04.000]  突然間一次過就來
[00:02:04.000 --> 00:02:06.000]  當然這裡說的巴比倫
[00:02:06.000 --> 00:02:08.000]  其實什麼是巴比倫呢
[00:02:08.000 --> 00:02:12.000]  或者我們怎樣了解 理解巴比倫
[00:02:12.000 --> 00:02:14.000]  巴比倫這個字
[00:02:14.000 --> 00:02:16.000]  本來在原來的文字的意思
[00:02:16.000 --> 00:02:18.000]  是神的門的意思
[00:02:18.000 --> 00:02:20.000]  不過在舊約的經文
[00:02:20.000 --> 00:02:23.000]  我們比較熟悉的
[00:02:23.000 --> 00:02:25.000]  就是巴別塔的故事
[00:02:25.000 --> 00:02:27.000]  因為巴別這個字和巴比倫
[00:02:27.000 --> 00:02:29.000]  其實是很接近
[00:02:29.000 --> 00:02:31.000]  或者是相近的一個字眼
[00:02:31.000 --> 00:02:34.000]  如果大家知道巴別塔的故事
[00:02:34.000 --> 00:02:36.000]  是說一班人
[00:02:36.000 --> 00:02:39.000]  他要挑戰上帝的權威
[00:02:39.000 --> 00:02:42.000]  並且因為神要在過程裡面
[00:02:42.000 --> 00:02:45.000]  後來就變亂了他們的語言
[00:02:45.000 --> 00:02:49.000]  所以就帶有混亂的意思
[00:02:49.000 --> 00:02:53.000]  以色列人可能將巴別這個字眼
[00:02:53.000 --> 00:02:55.000]  視為人類的驕傲
[00:02:55.000 --> 00:03:02.000]  和神和人之間的關係混亂的縮影
[00:03:02.000 --> 00:03:04.000]  但是其實巴別倫這個字眼
[00:03:04.000 --> 00:03:06.000]  在舊約聖經裡面
[00:03:06.000 --> 00:03:08.000]  我們常常會看到
[00:03:08.000 --> 00:03:10.000]  以賽雅她都曾經預言
[00:03:10.000 --> 00:03:13.000]  或者控告巴別倫的城市
[00:03:13.000 --> 00:03:17.000]  帶有邪惡 驕傲
[00:03:17.000 --> 00:03:19.000]  甚至提到她的結局
[00:03:19.000 --> 00:03:22.000]  會和索多瑪和摩拉一樣
[00:03:22.000 --> 00:03:25.000]  我們知道巴別倫曾經攻擊過
[00:03:25.000 --> 00:03:28.000]  以色列這個地方
[00:03:28.000 --> 00:03:30.000]  至於到了新約的時候
[00:03:30.000 --> 00:03:32.000]  其實都有很多處的經文
[00:03:32.000 --> 00:03:34.000]  特別集中在啟示錄
[00:03:34.000 --> 00:03:36.000]  有七至八處的經文
[00:03:36.000 --> 00:03:40.000]  提到巴別倫這個地方
[00:03:40.000 --> 00:03:41.000]  在新約裡面
[00:03:41.000 --> 00:03:44.000]  更多應該是暗指羅馬這個地方
[00:03:44.000 --> 00:03:47.000]  無論在啟示錄的十四章八節
[00:03:47.000 --> 00:03:48.000]  十六章九節
[00:03:48.000 --> 00:03:49.000]  十七章的五節
[00:03:49.000 --> 00:03:50.000]  或者十八章裡面
[00:03:50.000 --> 00:03:54.000]  有好幾節都提到巴別倫這個地方
[00:03:54.000 --> 00:03:58.000]  以他們當時候的背景來說
[00:03:58.000 --> 00:04:01.000]  應該是指羅馬的地方
[00:04:01.000 --> 00:04:03.000]  不過如果我們從整體
[00:04:03.000 --> 00:04:04.000]  無論是巴別的理解
[00:04:04.000 --> 00:04:06.000]  巴別倫舊約的理解
[00:04:06.000 --> 00:04:08.000]  和新約羅馬的理解
[00:04:08.000 --> 00:04:10.000]  其實我們可以這樣去思考
[00:04:10.000 --> 00:04:13.000]  巴別倫可能是更準確地指向
[00:04:13.000 --> 00:04:15.000]  一切驕傲的
[00:04:15.000 --> 00:04:16.000]  混亂的
[00:04:16.000 --> 00:04:18.000]  邪惡的
[00:04:18.000 --> 00:04:22.000]  並且是挑戰和抵擋神的一個強大的制度
[00:04:22.000 --> 00:04:24.000]  這個是暗指著啟示錄
[00:04:24.000 --> 00:04:28.000]  所要表達的巴別倫
[00:04:28.000 --> 00:04:30.000]  這個巴別倫聖經形容
[00:04:30.000 --> 00:04:32.000]  他要傾倒了
[00:04:32.000 --> 00:04:35.000]  但是他要傾倒到什麼程度呢
[00:04:35.000 --> 00:04:38.000]  我們又看一看十八章的第二節
[00:04:38.000 --> 00:04:39.000]  我們一起讀多一次
[00:04:39.000 --> 00:04:40.000]  他大聲
[00:04:40.000 --> 00:04:41.000]  一二三
[00:04:41.000 --> 00:04:43.000]  他大聲喊著說
[00:04:43.000 --> 00:04:45.000]  巴別倫大成傾倒了
[00:04:45.000 --> 00:04:46.000]  傾倒了
[00:04:46.000 --> 00:04:48.000]  成了鬼魔的住處
[00:04:48.000 --> 00:04:51.000]  和各樣污穢之靈的巢穴
[00:04:51.000 --> 00:04:55.000]  和各樣污穢之靈的巢穴
[00:04:55.000 --> 00:04:57.000]  這裡你看到聖經形容
[00:04:57.000 --> 00:05:00.000]  他有三個的組合
[00:05:00.000 --> 00:05:03.000]  這個組合其實在
[00:05:03.000 --> 00:05:05.000]  如果我們用一個常識
[00:05:05.000 --> 00:05:07.000]  邏輯去了解的時候
[00:05:07.000 --> 00:05:08.000]  你想想第一個地方
[00:05:08.000 --> 00:05:09.000]  只有鬼
[00:05:09.000 --> 00:05:10.000]  只有污靈
[00:05:10.000 --> 00:05:13.000]  只有可憎的野雀
[00:05:13.000 --> 00:05:16.000]  或者一些野獸等等的地方
[00:05:16.000 --> 00:05:17.000]  就是說什麼呢
[00:05:17.000 --> 00:05:21.000]  這個已經是一個很荒蕪的地方
[00:05:21.000 --> 00:05:24.000]  可能連人都沒有了
[00:05:24.000 --> 00:05:27.000]  整個城市應該是死了
[00:05:27.000 --> 00:05:29.000]  什麼都沒有的一個情況
[00:05:29.000 --> 00:05:30.000]  不過其實這個字眼
[00:05:30.000 --> 00:05:35.000]  或許我們可以從整個的組合裡面去思考
[00:05:35.000 --> 00:05:37.000]  更重心的
[00:05:37.000 --> 00:05:39.000]  我想不只是說他荒蕪這麼簡單
[00:05:39.000 --> 00:05:43.000]  而是說他背後那個邪惡的本質
[00:05:43.000 --> 00:05:49.000]  那種黑暗的形容
[00:05:49.000 --> 00:05:51.000]  其實邪惡的背後
[00:05:51.000 --> 00:05:53.000]  如果我們從羅馬的角度去看
[00:05:53.000 --> 00:05:57.000]  應該不只是指金錢或者是商業
[00:05:57.000 --> 00:06:00.000]  因為金錢或者商業很多時候是忠誠
[00:06:00.000 --> 00:06:02.000]  如果你看回後來的經文裡面
[00:06:02.000 --> 00:06:07.000]  更多是指向著帶來利益的一個勢力
[00:06:07.000 --> 00:06:10.000]  或者是一個制度
[00:06:10.000 --> 00:06:16.000]  而這個制度可能可以暗指著羅馬的那種邪惡的方式
[00:06:16.000 --> 00:06:19.000]  而這個邪惡的勢力
[00:06:19.000 --> 00:06:21.000]  經文我們會看到
[00:06:21.000 --> 00:06:23.000]  會吸引幾個既得的利益者
[00:06:23.000 --> 00:06:28.000]  他們會和這個邪惡的勢力同流合污
[00:06:28.000 --> 00:06:30.000]  當然你可能會問
[00:06:30.000 --> 00:06:32.000]  誰會和他們同流合污呢
[00:06:32.000 --> 00:06:36.000]  誰會和這個邪惡勢力連結呢
[00:06:36.000 --> 00:06:38.000]  我們看18章的三節
[00:06:38.000 --> 00:06:40.000]  就是經文裡面我們一起讀
[00:06:40.000 --> 00:06:41.000]  1 2 3
[00:06:41.000 --> 00:06:46.000]  因為列國都被他邪淫大佬的酒傾倒了
[00:06:46.000 --> 00:06:49.000]  地上的君王與他行淫
[00:06:49.000 --> 00:06:54.000]  地上的黑商因他奢華太過就發了財
[00:06:54.000 --> 00:06:55.000]  很明顯
[00:06:55.000 --> 00:06:59.000]  這裡說邪惡的勢力吸引了三方面的勢力
[00:06:59.000 --> 00:07:01.000]  一個就是列國
[00:07:01.000 --> 00:07:03.000]  可以說是不同的國家
[00:07:03.000 --> 00:07:05.000]  一個是說地上的君王
[00:07:05.000 --> 00:07:09.000]  一個是說地上的黑商
[00:07:09.000 --> 00:07:12.000]  可能會進一步我們去思考
[00:07:12.000 --> 00:07:15.000]  這個邪惡的勢力是什麼呢
[00:07:15.000 --> 00:07:20.000]  他怎樣來吸引這班同流合污的群體呢
[00:07:20.000 --> 00:07:24.000]  和他們之間做了什麼呢
[00:07:24.000 --> 00:07:29.000]  經文說列國喝了這個邪淫的酒
[00:07:29.000 --> 00:07:31.000]  大家如果有知道
[00:07:31.000 --> 00:07:34.000]  喝醉了酒很多時候就是被他所控制
[00:07:34.000 --> 00:07:37.000]  而這個邪淫大佬的酒
[00:07:37.000 --> 00:07:40.000]  很多時候在聖經裡面會形容神的憤怒
[00:07:40.000 --> 00:07:43.000]  就好像那個杯一樣淋到一個人的身上
[00:07:43.000 --> 00:07:47.000]  所以這裡所說的列國喝了這個邪惡大佬的酒
[00:07:47.000 --> 00:07:52.000]  是說這個勢力是違背了上帝的心意
[00:07:52.000 --> 00:07:56.000]  是惹怒了上帝的憤怒
[00:07:56.000 --> 00:08:00.000]  當然我們可以從羅馬的背景裡面去思考
[00:08:00.000 --> 00:08:02.000]  他們怎樣惹怒了上帝呢
[00:08:02.000 --> 00:08:06.000]  他們怎樣喝了上帝憎惡的酒呢
[00:08:06.000 --> 00:08:11.000]  可以從這三方面去思考
[00:08:11.000 --> 00:08:13.000]  第一個我相信是搏逆
[00:08:13.000 --> 00:08:17.000]  就是違背了上帝的主權
[00:08:17.000 --> 00:08:21.000]  甚至是侵蝕了上帝的地位
[00:08:21.000 --> 00:08:24.000]  你知道當時羅馬的王
[00:08:24.000 --> 00:08:26.000]  其中一個叫做屋大衛
[00:08:26.000 --> 00:08:28.000]  屋大衛很容易記的
[00:08:28.000 --> 00:08:30.000]  8月份的Octavius
[00:08:30.000 --> 00:08:32.000]  其實就是他的名字
[00:08:32.000 --> 00:08:34.000]  這個屋大衛就將自己的爸爸
[00:08:34.000 --> 00:08:37.000]  他爸爸就是7月July Caesar
[00:08:37.000 --> 00:08:42.000]  將爸爸升為了上帝的位分
[00:08:42.000 --> 00:08:46.000]  而他自己就是上帝的兒子
[00:08:46.000 --> 00:08:49.000]  當然你在背景裡面再看其他新約裡面
[00:08:49.000 --> 00:08:51.000]  說神的兒子的時候
[00:08:51.000 --> 00:08:54.000]  你就會有那種張力的感受
[00:08:54.000 --> 00:08:56.000]  無論如何你看到在羅馬裡面
[00:08:56.000 --> 00:08:58.000]  一個人本身的身份
[00:08:58.000 --> 00:09:02.000]  將自己提升為上帝的地位
[00:09:02.000 --> 00:09:05.000]  是何等的搏逆
[00:09:05.000 --> 00:09:07.000]  第二個當然很明顯
[00:09:07.000 --> 00:09:09.000]  就是他們有拜各種的偶像
[00:09:09.000 --> 00:09:11.000]  聖經經常形容的淫蕩
[00:09:11.000 --> 00:09:14.000]  不是說男女關係的淫蕩
[00:09:14.000 --> 00:09:18.000]  而是說拜偶像的惡行
[00:09:18.000 --> 00:09:21.000]  羅馬拜的神和希臘拜的神
[00:09:21.000 --> 00:09:23.000]  都是多到不得了
[00:09:23.000 --> 00:09:28.000]  無論是流星的明字
[00:09:28.000 --> 00:09:30.000]  或者是很多月份
[00:09:30.000 --> 00:09:35.000]  其實都是和羅馬拜的神有關
[00:09:35.000 --> 00:09:36.000]  包括什麼呢
[00:09:36.000 --> 00:09:39.000]  包括很多人都認識的阿波羅太陽神
[00:09:39.000 --> 00:09:41.000]  Diana智慧之神
[00:09:41.000 --> 00:09:45.000]  Mars就是三月的戰鬥之神
[00:09:45.000 --> 00:09:46.000]  還有很多很多的
[00:09:46.000 --> 00:09:47.000]  包括不同的工會
[00:09:47.000 --> 00:09:50.000]  又有不同的木的神
[00:09:50.000 --> 00:09:51.000]  或者是水的神
[00:09:51.000 --> 00:09:52.000]  河的神等等等等
[00:09:52.000 --> 00:09:57.000]  不同的神都充滿著整個羅馬的地方
[00:09:57.000 --> 00:09:59.000]  而更可惡的
[00:09:59.000 --> 00:10:00.000]  就是如果你在後面
[00:10:00.000 --> 00:10:04.000]  你會看到羅馬為了自己奢華的生活
[00:10:04.000 --> 00:10:05.000]  很誇張
[00:10:05.000 --> 00:10:06.000]  他們奢華的生活
[00:10:06.000 --> 00:10:10.000]  可以將水在山下
[00:10:10.000 --> 00:10:12.000]  引那個泉水
[00:10:12.000 --> 00:10:14.000]  或者冷泉熱泉
[00:10:14.000 --> 00:10:19.000]  引上山上來享受SPA等等
[00:10:19.000 --> 00:10:20.000]  這些不同的方式
[00:10:20.000 --> 00:10:23.000]  來滿足自己的慾望
[00:10:23.000 --> 00:10:25.000]  但當他滿足自己的慾望的時候
[00:10:25.000 --> 00:10:27.000]  他就用了很多的奴隸
[00:10:27.000 --> 00:10:29.000]  這些奴隸在當時來說
[00:10:29.000 --> 00:10:31.000]  是非人的身份
[00:10:31.000 --> 00:10:34.000]  為了供他們服務
[00:10:34.000 --> 00:10:35.000]  更加有很多女性
[00:10:35.000 --> 00:10:38.000]  被貶低他們的身份
[00:10:38.000 --> 00:10:41.000]  來提供性的服務
[00:10:41.000 --> 00:10:43.000]  你看到這個就是列國
[00:10:43.000 --> 00:10:47.000]  當時連結巴比倫的這種罪行
[00:10:47.000 --> 00:10:50.000]  或者他們被牽連在當中
[00:10:50.000 --> 00:10:52.000]  而第二個當然我們看到的
[00:10:52.000 --> 00:10:54.000]  就是地上的君王
[00:10:54.000 --> 00:10:56.000]  為什麼地上的君王
[00:10:56.000 --> 00:10:59.000]  要和惡勢力來連結呢
[00:10:59.000 --> 00:11:01.000]  因為這個地上的君王
[00:11:01.000 --> 00:11:04.000]  他要為了連結惡勢力的時候
[00:11:04.000 --> 00:11:07.000]  他會帶給他很多的特權
[00:11:07.000 --> 00:11:09.000]  還有他們可能為了
[00:11:09.000 --> 00:11:10.000]  要共同的利益底下
[00:11:10.000 --> 00:11:13.000]  要鞏固自己的勢力
[00:11:13.000 --> 00:11:14.000]  所以這個君王
[00:11:14.000 --> 00:11:17.000]  會和邪淫的力量
[00:11:17.000 --> 00:11:20.000]  邪惡的力量來結盟
[00:11:20.000 --> 00:11:23.000]  聖經形容他們好像行淫一樣
[00:11:23.000 --> 00:11:25.000]  行淫不是說男女的關係
[00:11:25.000 --> 00:11:29.000]  而是說他和惡勢力來結盟起來
[00:11:29.000 --> 00:11:30.000]  一起同化
[00:11:30.000 --> 00:11:34.000]  或者同樣的成為惡勢力
[00:11:34.000 --> 00:11:37.000]  而最後一個就是地上的黑商
[00:11:37.000 --> 00:11:39.000]  聖經形容因為
[00:11:39.000 --> 00:11:41.000]  他能夠透過這個惡勢力
[00:11:41.000 --> 00:11:43.000]  帶來一個特別的經營權
[00:11:43.000 --> 00:11:46.000]  可以特別的方便
[00:11:46.000 --> 00:11:47.000]  你想像一下
[00:11:47.000 --> 00:11:49.000]  如果他在後來的經文
[00:11:49.000 --> 00:11:51.000]  你會看到羅馬當時
[00:11:51.000 --> 00:11:53.000]  從世界各地買不同的東西
[00:11:53.000 --> 00:11:55.000]  從中國買絲綢
[00:11:55.000 --> 00:11:57.000]  從南洋買珍珠
[00:11:57.000 --> 00:12:01.000]  從西班牙這些地方買不同的東西
[00:12:01.000 --> 00:12:03.000]  所以是全世界不同的物資
[00:12:03.000 --> 00:12:07.000]  都集中在羅馬這個地方
[00:12:07.000 --> 00:12:09.000]  有一個歷史學家甚至會形容
[00:12:09.000 --> 00:12:12.000]  在羅馬沒有任何東西是買不到的
[00:12:12.000 --> 00:12:13.000]  所以你會知道
[00:12:13.000 --> 00:12:15.000]  在一個這麼強勢的商業版圖裏面
[00:12:15.000 --> 00:12:18.000]  如果能夠連結這個勢力的時候
[00:12:18.000 --> 00:12:22.000]  他就能夠得到很多很多的利益
[00:12:22.000 --> 00:12:25.000]  所以這三個的勢力
[00:12:25.000 --> 00:12:27.000]  他們是連結起來
[00:12:27.000 --> 00:12:31.000]  和被巴比倫所影響
[00:12:31.000 --> 00:12:34.000]  當然神審判巴比倫的原因
[00:12:34.000 --> 00:12:36.000]  如果我們簡單的去總結一下
[00:12:36.000 --> 00:12:37.000]  他們幾方面
[00:12:37.000 --> 00:12:39.000]  你會發現可能是這三個層面
[00:12:39.000 --> 00:12:42.000]  第一個就是因為他們的貪婪
[00:12:42.000 --> 00:12:44.000]  貪婪不一定是物質上
[00:12:44.000 --> 00:12:47.000]  可能是因為內心很想依附的東西
[00:12:47.000 --> 00:12:49.000]  所以就從不同的方式
[00:12:49.000 --> 00:12:51.000]  來得到他慾望裏面
[00:12:51.000 --> 00:12:53.000]  期望所得到的東西
[00:12:53.000 --> 00:12:54.000]  無論是物質的
[00:12:54.000 --> 00:12:55.000]  心靈的
[00:12:55.000 --> 00:12:56.000]  或者是權力等等
[00:12:56.000 --> 00:13:00.000]  都是在巴比倫和這三個結連的勢力裏面
[00:13:00.000 --> 00:13:03.000]  他們一起去得到這方面的東西
[00:13:03.000 --> 00:13:05.000]  而第二個就是可能為了利益
[00:13:05.000 --> 00:13:08.000]  特別是一些既得利益者的情況下
[00:13:08.000 --> 00:13:11.000]  他們去到彼此的結盟
[00:13:11.000 --> 00:13:13.000]  然後可以去壟斷
[00:13:13.000 --> 00:13:17.000]  或者剝削一些無權無勢的人
[00:13:17.000 --> 00:13:19.000]  甚至乎為了自己的利益
[00:13:19.000 --> 00:13:21.000]  我就是公義的情況下
[00:13:21.000 --> 00:13:28.000]  去到做一些違背上帝心意的情況
[00:13:28.000 --> 00:13:31.000]  這種情況很多時候
[00:13:31.000 --> 00:13:35.000]  他的出現不一定是用一個邪惡的印象
[00:13:35.000 --> 00:13:37.000]  可能是一種很太平的方式
[00:13:37.000 --> 00:13:39.000]  正如在第一世紀裏面
[00:13:39.000 --> 00:13:41.000]  羅馬皇帝很喜歡用一個名字
[00:13:41.000 --> 00:13:44.000]  叫做羅馬成世
[00:13:44.000 --> 00:13:45.000]  Pax Romana
[00:13:45.000 --> 00:13:49.000]  或者是有些人形容他是羅馬和平
[00:13:49.000 --> 00:13:53.000]  他用這個字眼來去粉飾他的罪惡
[00:13:53.000 --> 00:13:54.000]  很漂亮的名字
[00:13:54.000 --> 00:13:56.000]  和平成世
[00:13:56.000 --> 00:14:01.000]  他就要求來維持羅馬的官方和平
[00:14:01.000 --> 00:14:03.000]  羅馬官方的次序
[00:14:03.000 --> 00:14:05.000]  羅馬官方的富強
[00:14:05.000 --> 00:14:09.000]  但其實他是整個和平建立在什麼呢?
[00:14:09.000 --> 00:14:11.000]  建立在很多不義的裏面
[00:14:11.000 --> 00:14:13.000]  建立在很多違背上帝
[00:14:13.000 --> 00:14:17.000]  或者是邪惡的制度裏面
[00:14:17.000 --> 00:14:20.000]  用了很多可能是武力的征服
[00:14:20.000 --> 00:14:22.000]  很多欺壓弱小
[00:14:22.000 --> 00:14:26.000]  或者是剝削民眾的情況
[00:14:26.000 --> 00:14:31.000]  這個就是當時候的巴比倫的影響
[00:14:31.000 --> 00:14:34.000]  其實當我們這樣聽的時候
[00:14:34.000 --> 00:14:35.000]  有沒有想起
[00:14:35.000 --> 00:14:37.000]  其實我們身邊
[00:14:37.000 --> 00:14:41.000]  可能都有某個程度的巴比倫
[00:14:41.000 --> 00:14:44.000]  我們有沒有可能去到有智慧
[00:14:44.000 --> 00:14:48.000]  去到辯別這些的巴比倫
[00:14:48.000 --> 00:14:51.000]  可能是一些國家的不公義
[00:14:51.000 --> 00:14:54.000]  現在的國家很多是誰惡誰大誰正確
[00:14:54.000 --> 00:14:56.000]  你有武器你就大
[00:14:56.000 --> 00:14:59.000]  你有武器你就有這些所謂的絕對權
[00:14:59.000 --> 00:15:02.000]  就可以否決某一些的議案
[00:15:02.000 --> 00:15:06.000]  又或者有些可能是一些制度的不公義
[00:15:06.000 --> 00:15:08.000]  可能是一些利益的緣故
[00:15:08.000 --> 00:15:10.000]  可以來販賣人口
[00:15:10.000 --> 00:15:14.000]  來達成他要求的那些利益
[00:15:14.000 --> 00:15:17.000]  或者是有些商業的不公義
[00:15:17.000 --> 00:15:20.000]  可能有些人為了個人的利益
[00:15:20.000 --> 00:15:22.000]  有些人經常這樣說
[00:15:22.000 --> 00:15:25.000]  當然這裏不是否定很多的商人
[00:15:25.000 --> 00:15:28.000]  不過有些就會用最大的利益
[00:15:28.000 --> 00:15:30.000]  來得著他想要得的方式
[00:15:30.000 --> 00:15:33.000]  就會用盡一切的方式
[00:15:33.000 --> 00:15:35.000]  有些人會結連起來
[00:15:35.000 --> 00:15:37.000]  然後將某一些的弱者
[00:15:37.000 --> 00:15:40.000]  或者是某一些的農業的人
[00:15:40.000 --> 00:15:42.000]  來去壓他們的價
[00:15:42.000 --> 00:15:44.000]  以致他們長期是一個貧窮
[00:15:44.000 --> 00:15:48.000]  或者不公義的情況當中
[00:15:48.000 --> 00:15:52.000]  當然可能有很多職場的不公義
[00:15:52.000 --> 00:15:58.000]  當你不和他一起去到
[00:15:58.000 --> 00:16:01.000]  做他要你做的事的時候
[00:16:01.000 --> 00:16:03.000]  你就會被他排斥
[00:16:03.000 --> 00:16:07.000]  或者被他打壓等等
[00:16:07.000 --> 00:16:11.000]  記得曾經有一個官職人員
[00:16:11.000 --> 00:16:15.000]  他提出說有些時候他們要OT
[00:16:15.000 --> 00:16:17.000]  但這個OT不是主動的
[00:16:17.000 --> 00:16:21.000]  而是其實他們都是去陪上司
[00:16:21.000 --> 00:16:22.000]  打麻將
[00:16:22.000 --> 00:16:24.000]  然後就Claim那個時間
[00:16:24.000 --> 00:16:26.000]  是叫做OT時間
[00:16:26.000 --> 00:16:28.000]  如果你不這樣做的時候
[00:16:28.000 --> 00:16:29.000]  你就不排隊
[00:16:29.000 --> 00:16:35.000]  就很容易被不公義的對待
[00:16:35.000 --> 00:16:37.000]  身邊可能還有很多
[00:16:37.000 --> 00:16:39.000]  無論是教會、家庭
[00:16:39.000 --> 00:16:41.000]  甚至是自己
[00:16:41.000 --> 00:16:46.000]  今天你面對這些所謂的巴比倫的時候
[00:16:46.000 --> 00:16:50.000]  你和我會怎樣去選擇呢
[00:16:50.000 --> 00:16:52.000]  我們是跟從
[00:16:52.000 --> 00:16:57.000]  還是我們是不經意地被同化呢
[00:16:57.000 --> 00:17:00.000]  聖經又給我們什麼指引呢
[00:17:00.000 --> 00:17:02.000]  第四節
[00:17:02.000 --> 00:17:03.000]  也是在啟示錄裡
[00:17:03.000 --> 00:17:06.000]  我覺得是最有指導性的一段經文
[00:17:06.000 --> 00:17:08.000]  我們一起讀第四節
[00:17:08.000 --> 00:17:09.000]  1、2、3
[00:17:09.000 --> 00:17:12.000]  我的問,你們要從哪城出來
[00:17:12.000 --> 00:17:15.000]  免得與他一同受罪
[00:17:15.000 --> 00:17:18.000]  受他所受的災害
[00:17:18.000 --> 00:17:20.000]  首先當然你會問一個問題
[00:17:20.000 --> 00:17:25.000]  為什麼要從哪城出來呢
[00:17:25.000 --> 00:17:28.000]  當然在經文裡提醒我們
[00:17:28.000 --> 00:17:31.000]  從哪城出來是因為神很愛我們
[00:17:31.000 --> 00:17:32.000]  為什麼呢
[00:17:32.000 --> 00:17:35.000]  我們就看一看從哪城出來的原因
[00:17:35.000 --> 00:17:38.000]  第四到第五節我們一起讀
[00:17:38.000 --> 00:17:39.000]  1、2、3
[00:17:39.000 --> 00:17:42.000]  免得他一同有罪
[00:17:42.000 --> 00:17:44.000]  受他所受的災
[00:17:44.000 --> 00:17:46.000]  因他的罪惡滔天
[00:17:46.000 --> 00:17:50.000]  下的不義,上帝已經賞起來
[00:17:50.000 --> 00:17:52.000]  原來這裡跟我們說什麼呢
[00:17:52.000 --> 00:17:54.000]  跟我們說神很愛我們
[00:17:54.000 --> 00:17:57.000]  他怕我們跟他一起有罪
[00:17:57.000 --> 00:18:00.000]  並且被同化,被戰嚴
[00:18:00.000 --> 00:18:01.000]  這個罪不是一個小罪
[00:18:01.000 --> 00:18:03.000]  這個罪累積到一個地步
[00:18:03.000 --> 00:18:05.000]  他說什麼,已經滔天
[00:18:05.000 --> 00:18:07.000]  已經達到巴別都去不到天
[00:18:07.000 --> 00:18:10.000]  這個罪累積已經上到天
[00:18:10.000 --> 00:18:14.000]  並且令到上帝想起這個罪
[00:18:14.000 --> 00:18:16.000]  很多很多的罪
[00:18:16.000 --> 00:18:19.000]  很容易被這個罪所沾染
[00:18:19.000 --> 00:18:22.000]  所影響甚至所傷害
[00:18:22.000 --> 00:18:25.000]  第二個其實在下半節
[00:18:25.000 --> 00:18:26.000]  經文比較長
[00:18:26.000 --> 00:18:28.000]  不過我們總結來說
[00:18:28.000 --> 00:18:32.000]  你發現其實當這個巴比倫
[00:18:32.000 --> 00:18:34.000]  他的影響是什麼呢
[00:18:34.000 --> 00:18:36.000]  就是他會有加倍的審判
[00:18:36.000 --> 00:18:39.000]  他會沒落,會悲哀,會死亡
[00:18:39.000 --> 00:18:41.000]  會饑荒
[00:18:41.000 --> 00:18:46.000]  甚至第八節說他會被火燒盡
[00:18:46.000 --> 00:18:50.000]  如果我們仍然在那城的時候
[00:18:50.000 --> 00:18:53.000]  就會受到這些災害
[00:18:53.000 --> 00:18:54.000]  神很愛我們
