
[00:00:00.000 --> 00:00:10.000]  Hello,早晨,explorer!希望你現在在家安全。
[00:09:01.000 --> 00:09:19.000]  我記得我去印度的時候,我跟印度的朋友,跟他們基督徒去聊天,發覺他們很多都不是Hindu,在印度的主要宗教是Hinduism。
[00:09:19.000 --> 00:09:27.000]  如果你是基督徒,可能有些人不請你做工,就很難找工作。
[00:09:27.000 --> 00:09:34.000]  有些人在印度就很窮,找不到工作,就很慘。
[00:09:34.000 --> 00:09:43.000]  可能被一些家庭是Hindu,變成基督教,就會被人kick out了,在他們的家庭。
[00:09:43.000 --> 00:10:01.000]  這些印度的朋友,基督徒的朋友,好像以前的Smyrna,The Church of Smyrna,不被社會接受的,但他們要有信心去依賴神,去幫他們。
[00:10:01.000 --> 00:10:11.000]  第三個Church是叫做Pergamum,Pergamum都是很多不同的教堂。
[00:10:11.000 --> 00:10:22.000]  Pergamum是有最大的Library,以前有200個Volume,你知道我們現在世界最大的Library在哪嗎?
[00:10:22.000 --> 00:10:34.000]  最大的Library在Washington DC,叫做The Library of Congress。
[00:10:34.000 --> 00:10:43.000]  差不多有170Million Volumes,很多書。
[00:10:43.000 --> 00:10:56.000]  主耶穌就稱讚他們,I know where you live,他們是faithful witnesses,他們是faithful to God。
[00:10:56.000 --> 00:11:02.000]  但主耶穌就警告他們,我們看下一個,主耶穌怎麼警告他們?
[00:11:02.000 --> 00:11:16.000]  Nevertheless, I have few things against you. There are among you those who hold on to the teachings of Balaam, who taught Balak to entice the Israelites to sin.
[00:11:16.000 --> 00:11:23.000]  他們的問題是什麼?他們接受了foreign false teaching。
[00:11:23.000 --> 00:11:34.000]  他們接受了不同的教導,去佔入他們的教會,就令他們有不同的犯罪。
[00:11:34.000 --> 00:11:42.000]  他們吃了犧牲的食物,食物是先被偶像拜了,然後他們就吃了。
[00:11:42.000 --> 00:11:50.000]  還有不同的性的不道德,因為他們接受了這些false teaching。
[00:11:50.000 --> 00:11:56.000]  主耶穌就叫他們要repent,悔改。
[00:11:56.000 --> 00:12:05.000]  我們現在請Gabriel,他會有自己的見證。
[00:12:05.000 --> 00:12:08.000]  Gabriel,你在嗎?
[00:12:08.000 --> 00:12:13.000]  Hi, my name is Gabriel, I am from Fort Boys.
[00:12:13.000 --> 00:12:16.000]  So here is my testimony about the Bible.
[00:12:16.000 --> 00:12:20.000]  So at first, when I was little, I read the children versions of the Bible.
[00:12:20.000 --> 00:12:26.000]  But when I came to read Satan Tempting Jesus, the pictures looked kind of scary.
[00:12:26.000 --> 00:12:32.000]  So from that point on, I thought that the Bible was a scary book with evil people.
[00:12:32.000 --> 00:12:41.000]  Even though there were a lot of other parts, such as Samuel being called by God and the birth of Christ, those were not scary.
[00:12:41.000 --> 00:12:44.000]  But just that part made me scared of the entire Bible.
[00:12:44.000 --> 00:12:51.000]  So now I think I was deceived then, by maybe evil lying into my mind.
[00:12:51.000 --> 00:13:04.000]  Later on, since I listened to more sermons using the Bible in church for so many years, and seeing people quoting from the Bible everywhere, it inspired me to read it myself as well.
[00:13:04.000 --> 00:13:08.000]  And then I found that it isn't that scary.
[00:13:08.000 --> 00:13:13.000]  It is a good, lovely book that is the Word of God.
[00:13:13.000 --> 00:13:17.000]  And every scripture is God breathed.
[00:13:17.000 --> 00:13:24.000]  So I slowly started to read the Bible, starting from Matthew.
[00:13:24.000 --> 00:13:30.000]  And this was just only around a few months ago or half a year ago.
[00:13:30.000 --> 00:13:35.000]  I learned a lot of morals and how Jesus lived.
[00:13:35.000 --> 00:13:38.000]  And then I wasn't scared of the Bible anymore.
[00:13:38.000 --> 00:13:41.000]  And I really liked it and learned that it was the Word of God.
[00:13:41.000 --> 00:13:44.000]  And it is and will be the Word of God.
[00:13:44.000 --> 00:13:51.000]  This changed my life and my personality, knowledge, and my spiritual level increased.
[00:13:51.000 --> 00:14:04.000]  The Bible helped me to know more about God, grow closer to God, and the things God wants us to do.
[00:14:04.000 --> 00:14:10.000]  So some examples are Matthew 6, verse 33.
[00:14:10.000 --> 00:14:17.000]  "Seek his kingdom and his righteousness first, and all of these things will be given to you as well."
[00:14:17.000 --> 00:14:26.000]  And then Mark 10, verse 46-52.
[00:14:26.000 --> 00:14:31.000]  It's about blind Bartimaeus receives his sight.
[00:14:31.000 --> 00:14:36.000]  And that lesson taught me about the importance of faith.
[00:14:36.000 --> 00:14:45.000]  And Galatians chapter 3, about faith or works of the law, and the law and the promise.
[00:14:45.000 --> 00:14:56.000]  So the lesson here is to be careful of misconceptions, of false teachings.
[00:14:56.000 --> 00:15:02.000]  Be careful of them and keep on seeking the truth, which can be done through reading the Bible,
[00:15:02.000 --> 00:15:05.000]  believing the Word of God, and putting it to practice.
[00:15:05.000 --> 00:15:13.000]  好,我們多謝Gabriel這麼好的分享,一個很好的鼓勵給我們。
[00:15:13.000 --> 00:15:23.000]  因為看到他之前覺得,哇,聖經,這些圖畫這麼恐怖,又有Satan,又有Tempting Eve,他覺得很恐怖。
[00:15:23.000 --> 00:15:33.000]  但是之後他讀聖經的時候,神就跟他說了進他的心。
[00:15:33.000 --> 00:15:45.000]  他自己有不同的Misconception of the Bible,但是神就幫他認識真理,真理是Found in Jesus Christ.
[00:15:45.000 --> 00:15:55.000]  我們看第四個教會,第四個教會叫做Tireterra,這個城市都是很富有的,
[00:15:55.000 --> 00:16:04.000]  之前他們做了很多不同的紫色的衣服,紫色的衣服以前是給誰穿的呢?
[00:16:04.000 --> 00:16:10.000]  是給一些很有錢的人和皇帝穿的,Royal Purple,
[00:16:10.000 --> 00:16:16.000]  這個Tireterra的城市就像Modern Day Fashion Capital,
[00:16:16.000 --> 00:16:25.000]  知道我們Modern Day Fashion Capital在哪裡嗎?知道嗎?就是可能在米蘭,意大利,很多不同的Fashion,
[00:16:25.000 --> 00:16:31.000]  Fashion Walk在米蘭,那主耶穌就跟這個教會說,
[00:16:31.000 --> 00:16:37.000]  I know your deeds, your love and your faith, your service and your perseverance,
[00:16:37.000 --> 00:16:47.000]  但是他就警告這個教會,I have this against you, you tolerate the woman Jezebel,
[00:16:47.000 --> 00:16:54.000]  who calls herself a prophet, and her teaching misleads my servants into sexual immorality,
[00:16:54.000 --> 00:17:01.000]  and the eating of food sacrificed to idols,主耶穌就警告這個教會,
[00:17:01.000 --> 00:17:13.000]  你接受這個女人,Jezebel,他們接受了這個世界的不同的教導,
[00:17:13.000 --> 00:17:18.000]  這個世界不同的教導就變壞了這個教會,
[00:17:18.000 --> 00:17:21.000]  這個教會就開始有不同的性的不公平,
[00:17:21.000 --> 00:17:27.000]  吃的東西又是好像被一些idols sacrifice了,然後才吃的,
[00:17:27.000 --> 00:17:32.000]  這個教會就很worldly,become了很worldly,
[00:17:32.000 --> 00:17:38.000]  有這個quote from Russell Moore,
[00:17:38.000 --> 00:17:47.000]  A worldly church is of no good to the world.
[00:17:47.000 --> 00:17:55.000]  這個教會就become very worldly,被世界影響了,
[00:17:55.000 --> 00:18:02.000]  我們第五個教會叫Sardis,
[00:18:02.000 --> 00:18:07.000]  這個教會是the first city to mint gold and silver,
[00:18:07.000 --> 00:18:14.000]  這個城市是有很多金和銀,
[00:18:14.000 --> 00:18:26.000]  它有很大的fortified fortress去保護這個城市,不讓人去偷它的金和銀,
[00:18:26.000 --> 00:18:32.000]  這個城市就好像現在的Wall Street,
[00:18:32.000 --> 00:18:36.000]  New York的Wall Street,很多錢的,
[00:18:36.000 --> 00:18:40.000]  主耶穌就跟他說,I know your deeds,
[00:18:40.000 --> 00:18:46.000]  you have the reputation of being alive, yet you are dead.
[00:18:46.000 --> 00:18:50.000]  主耶穌就說,你做的事都好,
[00:18:50.000 --> 00:18:57.000]  但你可能是alive,表面好像alive,
[00:18:57.000 --> 00:19:00.000]  但其實你是死的,
[00:19:00.000 --> 00:19:05.000]  你的表面是alive,但you are dead.
[00:19:05.000 --> 00:19:14.000]  這個church in Sardis叫起身,wake up, strengthen what remains, and is about to die.
[00:19:14.000 --> 00:19:22.000]  主耶穌就warn他們去悔改,起身,strengthen what remains.
[00:19:22.000 --> 00:19:25.000]  你們有沒有去過行山,
[00:19:25.000 --> 00:19:30.000]  有時你行山,上山時,
[00:19:30.000 --> 00:19:36.000]  你可能拔著樹,我們看下幾個slide,
[00:19:36.000 --> 00:19:42.000]  你行山時,你可能看到樹,你拔著它,想行高一點,
[00:19:42.000 --> 00:19:47.000]  但你一拔它,樹就爛了,
[00:19:47.000 --> 00:19:51.000]  有沒有試過?樹爛了,
[00:19:51.000 --> 00:20:00.000]  Appearance是樹可以拔起你,但你一拔它,它就爛了,
[00:20:00.000 --> 00:20:07.000]  我有一次行山,我想行上去,拔著這棵樹幫我,
[00:20:07.000 --> 00:20:13.000]  但這棵樹爛了,it's a dead branch,
[00:20:13.000 --> 00:20:22.000]  我差不多跌了,因為我想拿起自己,hold myself up from this branch,
[00:20:22.000 --> 00:20:24.000]  但這棵樹是dead的,
[00:20:24.000 --> 00:20:27.000]  主耶穌就warn這個教會,在Sardis,
[00:20:27.000 --> 00:20:32.000]  你是look alive,但你是actually dead,
[00:20:32.000 --> 00:20:34.000]  you are actually dead,
[00:20:34.000 --> 00:20:38.000]  他就叫這個教會,wake up,
[00:20:38.000 --> 00:20:43.000]  The next church叫Philadelphia,
[00:20:43.000 --> 00:20:48.000]  這個城市有很多不同的葡萄樹,
[00:20:48.000 --> 00:20:51.000]  it was known for its wine,
[00:20:51.000 --> 00:20:55.000]  很多不同的,是製造酒的,
[00:20:55.000 --> 00:20:58.000]  好像我們modern day Bordeaux,
[00:20:58.000 --> 00:21:03.000]  在法國,Bordeaux是the wine capital of the world,
[00:21:03.000 --> 00:21:05.000]  主耶穌就跟他說,
[00:21:05.000 --> 00:21:12.000]  I know your deeds, see, I have placed before you the open door that no one can shut,
[00:21:12.000 --> 00:21:19.000]  I know you have little strength, yet you have kept my word, and have not denied my name,
[00:21:19.000 --> 00:21:24.000]  主耶穌就讚這個教會,在Philadelphia,
[00:21:24.000 --> 00:21:27.000]  它是keep神的command,
[00:21:27.000 --> 00:21:30.000]  它的deeds都是好的,
[00:21:30.000 --> 00:21:36.000]  主耶穌就challenge他,hold fast to what you have,
[00:21:36.000 --> 00:21:43.000]  因為persecution is coming,
[00:21:43.000 --> 00:21:49.000]  最後一個教會就叫Leodacia,
[00:21:49.000 --> 00:21:53.000]  這個教會是the banking center of the world,
[00:21:53.000 --> 00:21:57.000]  我們看下幾個slide,Leodacia,
[00:21:57.000 --> 00:22:01.000]  這個就是the banking center of the world,
[00:22:01.000 --> 00:22:04.000]  我們現在的banking center of the world是甚麼呢?
[00:22:04.000 --> 00:22:09.000]  可能是香港,香港是一個financial center,
[00:22:09.000 --> 00:22:13.000]  這個城市是known for beautiful textiles,
[00:22:13.000 --> 00:22:18.000]  你看到它的地下有很多不同的textiles,
[00:22:18.000 --> 00:22:24.000]  還有這個城市有一個eye medicine,
[00:22:24.000 --> 00:22:30.000]  很多不同的人會來這個城市醫治自己的眼睛,
[00:22:30.000 --> 00:22:34.000]  但有一個問題,這個城市有甚麼問題呢?
[00:22:34.000 --> 00:22:37.000]  它沒有水,
[00:22:37.000 --> 00:22:40.000]  它要在哪裏找水呢?
[00:22:40.000 --> 00:22:45.000]  它要在附近的城市運送水來,
[00:22:45.000 --> 00:22:47.000]  好像用pipes,
[00:22:47.000 --> 00:22:55.000]  我們看下一個slide,有不同的water pipes運送水來這個城市,
[00:22:55.000 --> 00:22:58.000]  問題是甚麼呢?
[00:22:58.000 --> 00:23:05.000]  它運送水來的時候,水變得很暖,
[00:23:05.000 --> 00:23:10.000]  水變暖了,不是熱,不是冷,是暖了,
[00:23:10.000 --> 00:23:14.000]  因為太陽曬落這些pipes的時候,
[00:23:14.000 --> 00:23:16.000]  這些pipes就很熱,
[00:23:16.000 --> 00:23:19.000]  還有水的quality是怎樣呢?
[00:23:19.000 --> 00:23:21.000]  很多不同的minerals,
[00:23:21.000 --> 00:23:26.000]  所以很多minerals又很臭,
[00:23:26.000 --> 00:23:29.000]  有些飲的時候又很暖,
[00:23:29.000 --> 00:23:33.000]  你去starbucks會不會order一個暖的coffee?
[00:23:33.000 --> 00:23:34.000]  你不會的,
[00:23:34.000 --> 00:23:37.000]  你一是order一個cold drink,
[00:23:37.000 --> 00:23:40.000]  一是一個熱的咖啡,
[00:23:40.000 --> 00:23:43.000]  主耶穌就跟他們說,
[00:23:43.000 --> 00:23:48.000]  I know your deeds, that you are neither cold or hot,
[00:23:48.000 --> 00:23:51.000]  I wish you were neither,
[00:23:51.000 --> 00:23:54.000]  or either one or the other,
[00:23:54.000 --> 00:23:56.000]  because you are lukewarm,
[00:23:56.000 --> 00:23:59.000]  I am about to spit you out,
[00:23:59.000 --> 00:24:01.000]  因為你們lukewarm,
[00:24:01.000 --> 00:24:04.000]  主耶穌就說,我想倒你出來,
[00:24:04.000 --> 00:24:07.000]  You are lukewarm,
[00:24:07.000 --> 00:24:10.000]  這個教會的問題,
[00:24:10.000 --> 00:24:13.000]  是他們很complacent,
[00:24:13.000 --> 00:24:15.000]  他們不理,
[00:24:15.000 --> 00:24:17.000]  侍奉就侍奉,
[00:24:17.000 --> 00:24:19.000]  不侍奉就不侍奉,
[00:24:19.000 --> 00:24:22.000]  不要緊,做就不做,
[00:24:22.000 --> 00:24:24.000]  他們不是很理,
[00:24:24.000 --> 00:24:26.000]  他們很complacent,
[00:24:26.000 --> 00:24:28.000]  neither hot or cold,
[00:24:28.000 --> 00:24:30.000]  他們不是熱情,
[00:24:30.000 --> 00:24:32.000]  他們不是冷,
[00:24:32.000 --> 00:24:34.000]  他們的心不是cold,
[00:24:34.000 --> 00:24:39.000]  主耶穌說,I want to spit you out,
[00:24:39.000 --> 00:24:42.000]  這個教會是很有錢,
[00:24:42.000 --> 00:24:44.000]  有錢到這個地步,
[00:24:44.000 --> 00:24:46.000]  他們不是很care,
[00:24:46.000 --> 00:24:50.000]  侍奉或者傳福音,
[00:24:50.000 --> 00:24:54.000]  好像我們現在的城市都是這樣,
[00:24:54.000 --> 00:24:56.000]  很complacent,
[00:24:56.000 --> 00:24:58.000]  我們看下一個slide,
[00:24:58.000 --> 00:25:04.000]  我們很多education,
[00:25:04.000 --> 00:25:06.000]  我們自己有knowledge,
[00:25:06.000 --> 00:25:08.000]  我們有internet,
[00:25:08.000 --> 00:25:10.000]  我們有自己的degree,
[00:25:10.000 --> 00:25:12.000]  我們不用神,
[00:25:12.000 --> 00:25:14.000]  我們有netflix,
[00:25:14.000 --> 00:25:17.000]  去fulfill我們的entertainment,
[00:25:17.000 --> 00:25:18.000]  我們不用神,
[00:25:18.000 --> 00:25:19.000]  我們這麼happy,
[00:25:19.000 --> 00:25:20.000]  又entertain,
[00:25:20.000 --> 00:25:22.000]  我們有這麼多錢,
[00:25:22.000 --> 00:25:24.000]  我們可以買什麼都可以,
[00:25:24.000 --> 00:25:25.000]  不用神,
[00:25:25.000 --> 00:25:27.000]  我們有hospital,
[00:25:27.000 --> 00:25:30.000]  我們有不同的medical insurance,
[00:25:30.000 --> 00:25:31.000]  不用神,
[00:25:31.000 --> 00:25:32.000]  我們有這麼多buffet,
[00:25:32.000 --> 00:25:34.000]  我們這麼satisfied,
[00:25:34.000 --> 00:25:36.000]  每天都可以吃不同的東西,
[00:25:36.000 --> 00:25:37.000]  就不用神,
[00:25:37.000 --> 00:25:40.000]  這個church in Laodicea,
[00:25:40.000 --> 00:25:42.000]  都是差不多一樣,
[00:25:42.000 --> 00:25:45.000]  他們很有錢,
[00:25:45.000 --> 00:25:48.000]  覺得他們什麼都有需要,
[00:25:48.000 --> 00:25:50.000]  他們什麼都有需要,
[00:25:50.000 --> 00:25:52.000]  那就不用神,
[00:25:52.000 --> 00:25:55.000]  they don't need Jesus,
[00:25:55.000 --> 00:25:57.000]  他們not hot,
[00:25:57.000 --> 00:25:58.000]  not cold,
[00:25:58.000 --> 00:25:59.000]  不是熱心,
[00:25:59.000 --> 00:26:00.000]  不是冷,
[00:26:00.000 --> 00:26:02.000]  not hot or cold,
[00:26:02.000 --> 00:26:04.000]  神就warn他們,
[00:26:04.000 --> 00:26:07.000]  I want to spit you out,
[00:26:07.000 --> 00:26:10.000]  I want to spit you out,
[00:26:10.000 --> 00:26:13.000]  我們看下一個slide,
[00:26:13.000 --> 00:26:16.000]  我們看一個summary of the challenges,
[00:26:16.000 --> 00:26:17.000]  第一個church,
[00:26:17.000 --> 00:26:18.000]  ephesus,
[00:26:18.000 --> 00:26:20.000]  他們的challenge,
[00:26:20.000 --> 00:26:22.000]  他們的criticism是什麼,
[00:26:22.000 --> 00:26:24.000]  他們沒有了他們的第一個愛,
[00:26:24.000 --> 00:26:27.000]  they lost their first love,
[00:26:27.000 --> 00:26:30.000]  主耶穌就叫他們悔改,
[00:26:30.000 --> 00:26:33.000]  return to the first things,
[00:26:33.000 --> 00:26:35.000]  church in Smyrna,
[00:26:35.000 --> 00:26:37.000]  有什麼challenge,
[00:26:37.000 --> 00:26:39.000]  他們facing persecution,
[00:26:39.000 --> 00:26:40.000]  Romans,
[00:26:40.000 --> 00:26:41.000]  他們自己的人,
[00:26:41.000 --> 00:26:42.000]  猶太人,
[00:26:42.000 --> 00:26:43.000]  都是persecute他們,
[00:26:43.000 --> 00:26:45.000]  不accept他們,
[00:26:45.000 --> 00:26:47.000]  主耶穌就叫他們,
[00:26:47.000 --> 00:26:50.000]  stay faithful,
[00:26:50.000 --> 00:26:52.000]  Pergamum,
[00:26:52.000 --> 00:26:55.000]  教會face什麼challenge,
[00:26:55.000 --> 00:26:58.000]  他們有不同的false teaching,
[00:26:58.000 --> 00:27:00.000]  false teaching,
[00:27:00.000 --> 00:27:03.000]  主耶穌就叫他們悔改,
[00:27:03.000 --> 00:27:04.000]  teratira,
[00:27:04.000 --> 00:27:06.000]  那些false teaching,
[00:27:06.000 --> 00:27:09.000]  是滲透到他們的教會,
[00:27:09.000 --> 00:27:13.000]  教會就become very worldly,
[00:27:13.000 --> 00:27:16.000]  主耶穌就叫他們悔改,
[00:27:16.000 --> 00:27:19.000]  sardis,
[00:27:19.000 --> 00:27:22.000]  表面就好像很美,
[00:27:22.000 --> 00:27:23.000]  很alive,
[00:27:23.000 --> 00:27:25.000]  但deep down,
[00:27:25.000 --> 00:27:26.000]  他們是dead,
[00:27:26.000 --> 00:27:28.000]  他們死了,
[00:27:28.000 --> 00:27:29.000]  主耶穌就叫他們,
[00:27:29.000 --> 00:27:31.000]  起身,
[00:27:31.000 --> 00:27:34.000]  strengthen what remains,
[00:27:34.000 --> 00:27:36.000]  Philadelphia,
[00:27:36.000 --> 00:27:40.000]  主耶穌就叫他們hold fast,
[00:27:40.000 --> 00:27:42.000]  因為不同的persecution,
[00:27:42.000 --> 00:27:45.000]  很多不同的challenges are coming,
[00:27:45.000 --> 00:27:46.000]  最後的教會,
[00:27:46.000 --> 00:27:48.000]  叫做leodacia,
[00:27:48.000 --> 00:27:50.000]  lukewarm,
[00:27:50.000 --> 00:27:52.000]  不是熱心,
[00:27:52.000 --> 00:27:53.000]  不是冷,
[00:27:53.000 --> 00:27:54.000]  not hot,
[00:27:54.000 --> 00:27:55.000]  not cold,
[00:27:55.000 --> 00:27:58.000]  但主耶穌說他們真正是怎樣,
[00:27:58.000 --> 00:27:59.000]  不是rich,
[00:27:59.000 --> 00:28:00.000]  but they are poor,
[00:28:00.000 --> 00:28:01.000]  窮的,
[00:28:01.000 --> 00:28:02.000]  盲的,
[00:28:02.000 --> 00:28:04.000]  naked,
[00:28:04.000 --> 00:28:08.000]  主耶穌就叫他們repent,
[00:28:08.000 --> 00:28:09.000]  be earnest,
[00:28:09.000 --> 00:28:11.000]  and repent,
[00:28:11.000 --> 00:28:14.000]  我們在末世,
[00:28:14.000 --> 00:28:17.000]  我們教會有什麼challenge呢?
[00:28:17.000 --> 00:28:20.000]  我們看下一個slide,
[00:28:20.000 --> 00:28:23.000]  challenge在這個末世呢?
[00:28:23.000 --> 00:28:25.000]  next slide,
[00:28:25.000 --> 00:28:31.000]  我們的教會是不是好像ethesis那樣呢?
[00:28:31.000 --> 00:28:33.000]  我們沒有了我們第一個愛,
[00:28:33.000 --> 00:28:36.000]  第一個愛應該是主耶穌,
[00:28:36.000 --> 00:28:39.000]  are we a loveless church?
[00:28:39.000 --> 00:28:42.000]  我們是不是好像Smyrna那樣,
[00:28:42.000 --> 00:28:46.000]  facing很多不同的persecution,
[00:28:46.000 --> 00:28:47.000]  suffering,
[00:28:47.000 --> 00:28:51.000]  主耶穌就叫我們要be faithful,
[00:28:51.000 --> 00:28:55.000]  我們的教會在這個末世的時代,
[00:28:55.000 --> 00:28:57.000]  是不是好像Pergamum,
[00:28:57.000 --> 00:29:00.000]  become so worldly,
[00:29:00.000 --> 00:29:05.000]  我們被世界的不同influence了我們,
[00:29:05.000 --> 00:29:10.000]  我們的教會和世界有沒有分別呢?
[00:29:10.000 --> 00:29:14.000]  還是我們的教會become the world?
[00:29:14.000 --> 00:29:15.000]  Tirthira,
[00:29:15.000 --> 00:29:17.000]  他們accept了wrong doctrine,
[00:29:17.000 --> 00:29:19.000]  很多不同的false teaching,
[00:29:19.000 --> 00:29:22.000]  主耶穌就叫他們要悔改,
[00:29:22.000 --> 00:29:26.000]  我們的教會是不是based on真理?
[00:29:26.000 --> 00:29:29.000]  or is our church based on the truth?
[00:29:29.000 --> 00:29:30.000]  Sardis,
[00:29:30.000 --> 00:29:33.000]  教會是spiritually dead,
[00:29:33.000 --> 00:29:34.000]  死了的,
[00:29:34.000 --> 00:29:36.000]  on the outside appearance,
[00:29:36.000 --> 00:29:38.000]  他們好像很alive,
[00:29:38.000 --> 00:29:39.000]  很醒的,
[00:29:39.000 --> 00:29:41.000]  但deep down他們是dead,
[00:29:41.000 --> 00:29:42.000]  是不是?
[00:29:42.000 --> 00:29:45.000]  他們的appearance可能去崇拜,
[00:29:45.000 --> 00:29:47.000]  可能侍奉,
[00:29:47.000 --> 00:29:49.000]  但他們的心,
[00:29:49.000 --> 00:29:51.000]  他們的motivation,
[00:29:51.000 --> 00:29:53.000]  其實不是給神的,
[00:29:53.000 --> 00:29:55.000]  可能是selfish的,
[00:29:55.000 --> 00:29:56.000]  是不是?
[00:29:56.000 --> 00:29:59.000]  他們是spiritually dead,
[00:29:59.000 --> 00:30:01.000]  最後那兩個教會,
