
[00:00:00.000 --> 00:00:09.680]  今天很盼望帶著一個曾經走過成長階段的迷茫
[00:07:02.000 --> 00:07:04.720]  他們想像也想不到
[00:07:04.720 --> 00:07:06.520]  沒有想過是如此滿足的
[00:07:06.520 --> 00:07:09.520]  在他們的國度裏的那種豐富
[00:07:09.520 --> 00:07:14.880]  原來神的兒女真的可以完善
[00:07:14.880 --> 00:07:18.600]  彼得提醒我們兩件事
[00:07:18.600 --> 00:07:21.160]  彼得說有兩件很重大的事
[00:07:21.160 --> 00:07:23.080]  你知道神是最關心
[00:07:23.080 --> 00:07:25.440]  你要將你的焦點放在這裏
[00:07:25.440 --> 00:07:27.040]  這是第一件事
[00:07:27.040 --> 00:07:28.440]  焦點放在這兩方面
[00:07:28.440 --> 00:07:33.480]  第一就是生命和虔敬的事
[00:07:33.480 --> 00:07:37.120]  神關注的是一切生命和虔敬的事
[00:07:37.120 --> 00:07:40.400]  並且為了這兩件重要的事
[00:07:40.400 --> 00:07:43.880]  神已經預備了你最需要的支援
[00:07:43.880 --> 00:07:46.720]  你最需要的支持力量給你
[00:07:46.720 --> 00:07:49.320]  這裏我們也值得先了解一下
[00:07:49.320 --> 00:07:52.080]  什麼是虔敬 什麼是生命
[00:07:52.080 --> 00:07:55.240]  虔敬可以說是對上帝一種
[00:07:55.240 --> 00:07:57.600]  知道神這麼堅韌 神偉大
[00:07:57.600 --> 00:07:58.920]  神是獨一的主宰
[00:07:58.920 --> 00:08:04.000]  而按神應得的來崇敬他
[00:08:04.000 --> 00:08:07.720]  還有對他有那種尊一和偉身
[00:08:07.720 --> 00:08:10.400]  因為知道他就是獨一的真神
[00:08:10.400 --> 00:08:11.760]  可能你會覺得
[00:08:11.760 --> 00:08:15.560]  這不就是叫我返崇拜
[00:08:15.560 --> 00:08:17.400]  其實焦點不是這樣
[00:08:17.400 --> 00:08:19.800]  焦點是能夠知道
[00:08:19.800 --> 00:08:22.560]  能夠重視這是很重大的事
[00:08:22.560 --> 00:08:24.160]  對神有這種虔敬
[00:08:24.160 --> 00:08:29.200]  確保我們活在神的同在和恩典當中
[00:08:29.200 --> 00:08:34.720]  因為你永遠是按神的方式去回應神
[00:08:34.720 --> 00:08:38.760]  能夠虔敬就好像大家看到
[00:08:38.760 --> 00:08:40.240]  半圓球體
[00:08:40.240 --> 00:08:42.480]  其實我本來有一個特別效果
[00:08:42.480 --> 00:08:44.920]  就是魔鬼會出現
[00:08:44.920 --> 00:08:47.360]  很想讓大家了解
[00:08:47.360 --> 00:08:50.920]  其實我們那種虔敬是一種認定
[00:08:50.920 --> 00:08:53.000]  有神在 有神在
[00:08:53.000 --> 00:08:56.640]  以至我活在對神的崇敬和尊一
[00:08:56.640 --> 00:09:00.920]  其實我活在上帝同在恩典的保護
[00:09:00.920 --> 00:09:04.400]  當你活在恩典神的同在
[00:09:04.400 --> 00:09:09.560]  撒旦哪怕他想給你更大的鐵鎚攻擊你
[00:09:09.560 --> 00:09:13.800]  去到拗頭 怎麼打 沒得打
[00:09:13.800 --> 00:09:15.600]  還有你要知道
[00:09:15.600 --> 00:09:18.080]  哪怕我對神的信心
[00:09:18.080 --> 00:09:20.120]  我認識的神 哎呀 少少
[00:09:20.120 --> 00:09:23.160]  但也不夠虔敬
[00:09:23.160 --> 00:09:25.160]  但哪怕有些
[00:09:25.160 --> 00:09:27.160]  原來哪怕那麼小
[00:09:27.160 --> 00:09:29.320]  也令魔鬼卻步
[00:09:29.320 --> 00:09:33.760]  如果我們對神的認識不是偏差
[00:09:33.760 --> 00:09:36.320]  而是我的耶穌是很偉大
[00:09:36.320 --> 00:09:38.520]  我的神最偉大
[00:09:38.520 --> 00:09:42.560]  而是大到我會站直去擁抱祂
[00:09:42.560 --> 00:09:45.040]  你就會知道半圓球體更大
[00:09:45.040 --> 00:09:46.320]  你明白我的意思吧
[00:09:46.320 --> 00:09:50.760]  這樣你就更能成為你一生的保障
[00:09:50.760 --> 00:09:54.120]  在撒旦很多邪惡的攻擊下
[00:09:54.120 --> 00:09:58.160]  你會知道神的同在和恩典
[00:09:58.160 --> 00:10:00.840]  能夠成為你很大的保護
[00:10:00.840 --> 00:10:03.160]  讓你關心這件事
[00:10:03.160 --> 00:10:06.720]  讓你關心有沒有這種保護
[00:10:06.720 --> 00:10:08.520]  有沒有在祂的同在
[00:10:08.520 --> 00:10:09.600]  另外生命
[00:10:09.600 --> 00:10:12.920]  我猜大家可能會和我一起聯想
[00:10:12.920 --> 00:10:14.320]  一說到生命
[00:10:14.320 --> 00:10:17.760]  你就會想起耶穌在約翰福音的宣告
[00:10:17.760 --> 00:10:20.160]  我們要叫人得生命
[00:10:20.160 --> 00:10:22.680]  並且得的是近風聖
[00:10:22.680 --> 00:10:27.120]  神關心我們要得到風聖的生命
[00:10:27.120 --> 00:10:29.080]  什麼是風聖生命呢
[00:10:29.080 --> 00:10:31.920]  我嘗試尋求AI的幫助
[00:10:31.920 --> 00:10:36.320]  因為有時人可能沒想得那麼全面
[00:10:36.320 --> 00:10:40.000]  AI提供了九個要素
[00:10:40.000 --> 00:10:44.440]  有這九個關鍵要素
[00:10:44.440 --> 00:10:45.840]  第一是心理健康
[00:10:45.840 --> 00:10:48.640]  心理不健康也很難風聖
[00:10:48.640 --> 00:10:49.880]  人際關係
[00:10:49.880 --> 00:10:53.920]  你有很有意義的人際關係
[00:10:53.920 --> 00:10:55.360]  你職業滿足
[00:10:55.360 --> 00:10:57.000]  不是高薪厚職
[00:10:57.000 --> 00:10:58.280]  是職業滿足
[00:10:58.280 --> 00:11:01.040]  是你覺得自己能發揮到
[00:11:01.040 --> 00:11:02.680]  覺得有價值
[00:11:02.680 --> 00:11:04.560]  做得有滿足感
[00:11:04.560 --> 00:11:07.640]  然後持續自我成長
[00:11:07.640 --> 00:11:10.560]  得以不斷的豐富
[00:11:10.560 --> 00:11:12.440]  你的生命持續豐富
[00:11:12.440 --> 00:11:14.400]  然後財務穩定
[00:11:14.400 --> 00:11:16.240]  未至於又柴又米
[00:11:16.240 --> 00:11:17.720]  沒有瓦遮頭
[00:11:17.720 --> 00:11:19.240]  也很難風聖
[00:11:19.240 --> 00:11:22.160]  還有身體健康
[00:11:22.160 --> 00:11:23.680]  這個也很基本
[00:11:23.680 --> 00:11:24.920]  生活平衡
[00:11:24.920 --> 00:11:26.080]  不會壓力過度
[00:11:26.080 --> 00:11:27.320]  貢獻社會
[00:11:27.320 --> 00:11:31.160]  原來能夠對他人作出貢獻
[00:11:31.160 --> 00:11:33.640]  也是令一個人風聖
[00:11:33.640 --> 00:11:35.600]  然後能夠享受當下
[00:11:35.600 --> 00:11:37.680]  我想大家留心
[00:11:37.680 --> 00:11:40.800]  他說珍惜生活中的小確幸
[00:11:40.800 --> 00:11:45.040]  不一定要很奢華才享受
[00:11:45.040 --> 00:11:47.120]  其實哪怕是小確幸
[00:11:47.120 --> 00:11:48.960]  你活在享受當下
[00:11:48.960 --> 00:11:52.960]  這個也是令你得到風聖人生
[00:11:52.960 --> 00:11:55.640]  我喜歡他最後的結論
[00:11:55.640 --> 00:11:57.840]  他說這些要素結合起來
[00:11:57.840 --> 00:12:02.880]  就可以幫你建立一個風聖有意義的人生
[00:12:02.880 --> 00:12:04.640]  當然要補充一句
[00:12:04.640 --> 00:12:07.880]  大家都有不同的定義
[00:12:07.880 --> 00:12:14.080]  我認為AI這次幫到忙很有意思
[00:12:14.080 --> 00:12:18.200]  這個特別效果
[00:12:18.200 --> 00:12:18.920]  我們不能播出
[00:12:18.920 --> 00:12:19.720]  不要緊的
[00:12:19.720 --> 00:12:22.640]  我們知道有這九項
[00:12:22.640 --> 00:12:29.720]  我在廣福堂有機會服侍一些癌症的病友
[00:12:29.720 --> 00:12:31.320]  有些是信主
[00:12:31.320 --> 00:12:35.520]  有些是知道我們教會有癌症關懷聚會
[00:12:35.520 --> 00:12:36.320]  他就來
[00:12:36.320 --> 00:12:39.120]  他也樂意認識一下信仰
[00:12:39.120 --> 00:12:41.600]  我發現這些癌症病友
[00:12:41.600 --> 00:12:44.880]  你會知道他九項一定沒有齊全
[00:12:44.880 --> 00:12:47.120]  但是我發現
[00:12:47.120 --> 00:12:48.320]  我跟他們聊天
[00:12:48.320 --> 00:12:52.000]  他們有不少心理健康
[00:12:52.000 --> 00:12:56.160]  依然人際關係很好
[00:12:56.160 --> 00:12:57.960]  生活平衡
[00:12:57.960 --> 00:12:59.320]  因為沒有壓力
[00:12:59.320 --> 00:13:00.920]  確保自己沒有壓力
[00:13:00.920 --> 00:13:02.640]  繼續貢獻社會
[00:13:02.640 --> 00:13:06.320]  跟其他病友分享治療心得
[00:13:06.320 --> 00:13:07.360]  彼此鼓勵
[00:13:07.360 --> 00:13:08.880]  貢獻別人
[00:13:08.880 --> 00:13:11.360]  並且享受當下
[00:13:11.360 --> 00:13:13.280]  你想一想
[00:13:13.280 --> 00:13:14.840]  九項穿了五項
[00:13:14.840 --> 00:13:16.080]  不差
[00:13:16.080 --> 00:13:19.680]  並且有些繼續自我成長
[00:13:19.680 --> 00:13:21.320]  培育新興趣
[00:13:21.320 --> 00:13:24.600]  調整生活
[00:13:24.600 --> 00:13:25.680]  學會
[00:13:25.680 --> 00:13:29.320]  其實我的財務不用這麼奢華
[00:13:29.320 --> 00:13:30.960]  我知足常樂
[00:13:30.960 --> 00:13:33.160]  少吃菠蘿油
[00:13:33.160 --> 00:13:35.000]  但我吃過熱辣的饅頭
[00:13:35.000 --> 00:13:36.920]  都OK 好味
[00:13:36.920 --> 00:13:39.600]  再多兩項
[00:13:39.600 --> 00:13:40.520]  我們發現
[00:13:40.520 --> 00:13:43.240]  原來這個豐盛的人生
[00:13:43.240 --> 00:13:45.880]  原來跟社會鼓吹我們
[00:13:45.880 --> 00:13:48.200]  要很有壓力去追求的
[00:13:48.200 --> 00:13:49.400]  無論財產
[00:13:49.400 --> 00:13:51.800]  各樣很高的職位
[00:13:51.800 --> 00:13:55.240]  原來不掛鉤的
[00:13:55.240 --> 00:13:58.920]  原來我們的人生有剛才這些
[00:13:58.920 --> 00:14:00.320]  即使面對
[00:14:00.320 --> 00:14:03.240]  甚至像癌症這麼大的衝擊
[00:14:03.240 --> 00:14:08.160]  都不會奪走你生命的豐盛
[00:14:08.160 --> 00:14:10.320]  如果我們有聖經的智慧
[00:14:10.320 --> 00:14:12.560]  我們就更加寶貴
[00:14:12.560 --> 00:14:14.240]  因為聖經提到
[00:14:14.240 --> 00:14:19.040]  神關心一切關乎生命和敬虔的事
[00:14:19.040 --> 00:14:25.280]  並且按祂神聖偉大至高的能力
[00:14:25.280 --> 00:14:30.800]  已經將又寶貴又極大的英許賜給我們
[00:14:30.800 --> 00:14:33.120]  這些英許就是關乎
[00:14:33.120 --> 00:14:35.160]  讓我們去得著生命
[00:14:35.160 --> 00:14:36.720]  去得著敬虔
[00:14:36.720 --> 00:14:38.320]  我們剛才的定義
[00:14:38.320 --> 00:14:41.880]  並且是讓我們站立得穩的
[00:14:41.880 --> 00:14:43.600]  很可能你會問
[00:14:43.600 --> 00:14:45.880]  這個最重要的英許是什麼呢
[00:14:45.880 --> 00:14:47.680]  又寶貴又極大
[00:14:47.680 --> 00:14:48.960]  經文提到
[00:14:48.960 --> 00:14:51.160]  這個英許是使我們脫離
[00:14:51.160 --> 00:14:53.760]  世上從情慾來的敗壞
[00:14:53.760 --> 00:14:56.480]  並且得享神的聖情
[00:14:56.480 --> 00:14:57.880]  細心想我們就知道
[00:14:57.880 --> 00:15:04.800]  這個英許不是給我們很大的勇氣和決心就行
[00:15:04.800 --> 00:15:07.920]  或者給我們很豐富的聖經知識就行
[00:15:07.920 --> 00:15:12.160]  因為哪怕我們有很大勇氣和決心
[00:15:12.160 --> 00:15:13.600]  甚至很大信心
[00:15:13.600 --> 00:15:16.440]  都未必能夠脫離情慾的敗壞
[00:15:16.440 --> 00:15:17.680]  熟悉本聖經都不行
[00:15:17.680 --> 00:15:20.880]  唯有是神賜給我們
[00:15:20.880 --> 00:15:24.520]  在我們真心投靠主的救恩那一刻
[00:15:24.520 --> 00:15:29.600]  原來聖靈就住在我們每一個人的生命裏面
[00:15:29.600 --> 00:15:32.480]  聖靈不但幫我們認識真理
[00:15:32.480 --> 00:15:39.360]  他更加幫我們能夠得著實踐真理的好處
[00:15:39.360 --> 00:15:41.480]  幫我們去實踐真理
[00:15:41.480 --> 00:15:43.000]  給我們所需要的智慧
[00:15:43.000 --> 00:15:44.800]  給我們所需要的心靈力量
[00:15:44.800 --> 00:15:47.440]  給我們所需要的勇氣
[00:15:47.440 --> 00:15:49.560]  來活出真理
[00:15:49.560 --> 00:15:51.240]  進入真理裏面
[00:15:51.240 --> 00:15:52.680]  那種很寶貴
[00:15:52.680 --> 00:15:55.320]  英許我們的那種豐盛
[00:15:55.320 --> 00:15:57.480]  所以我想跟大家分享
[00:15:57.480 --> 00:16:00.800]  第一個建立不倒的秘訣
[00:16:00.800 --> 00:16:04.440]  其實就是讓聖靈管理你的生命
[00:16:04.440 --> 00:16:07.320]  我們劇透了不要緊
[00:16:07.320 --> 00:16:09.800]  重要的東西看久一點都是好的
[00:16:09.800 --> 00:16:11.520]  讓聖靈管理你的生命
[00:16:11.520 --> 00:16:13.120]  去馴服聖靈
[00:16:13.120 --> 00:16:16.320]  其實我很想跟大家分享
[00:16:16.320 --> 00:16:19.800]  那種馴服聖靈是一種什麼樣的心境
[00:16:19.800 --> 00:16:21.480]  信靠它
[00:16:21.480 --> 00:16:24.120]  然後馴服它
[00:16:24.120 --> 00:16:26.400]  我有位認識的姐妹
[00:16:26.400 --> 00:16:29.640]  她現在已經財務自由了
[00:16:29.640 --> 00:16:31.800]  我有時候都挺羨慕的
[00:16:31.800 --> 00:16:33.040]  她常常去旅行
[00:16:33.040 --> 00:16:34.440]  日本旅行的時間多
[00:16:34.440 --> 00:16:36.120]  基本上她就自己去
[00:16:36.120 --> 00:16:37.320]  不跟團的
[00:16:37.320 --> 00:16:39.320]  自己買張數據卡
[00:16:39.320 --> 00:16:40.480]  我猜很多人都是這樣
[00:16:40.480 --> 00:16:43.720]  拿著Google地圖上網
[00:16:43.720 --> 00:16:45.040]  自己找路
[00:16:45.040 --> 00:16:47.160]  但最近她有一次不知道去哪裏
[00:16:47.160 --> 00:16:48.600]  是她第一次去的
[00:16:48.600 --> 00:16:50.560]  居然她一下飛機
[00:16:50.560 --> 00:16:52.880]  數據卡不成功
[00:16:52.880 --> 00:16:54.040]  沒有網絡
[00:16:54.040 --> 00:16:55.920]  然後她就站在那裏
[00:16:55.920 --> 00:16:58.000]  想著怎麼去我的酒店
[00:16:58.000 --> 00:17:00.640]  又沒有地圖
[00:17:00.640 --> 00:17:02.600]  所以就踢腳
[00:17:02.600 --> 00:17:04.880]  拿著街道圖不幫忙
[00:17:04.880 --> 00:17:06.080]  她就很徬徨
[00:17:06.080 --> 00:17:08.200]  過往何其自信
[00:17:08.200 --> 00:17:09.480]  中環藤那樣
[00:17:09.480 --> 00:17:11.000]  日本到處都自己去
[00:17:11.000 --> 00:17:12.800]  去了幾十個地方
[00:17:12.800 --> 00:17:13.680]  沒問題
[00:17:13.680 --> 00:17:16.480]  那次她超級無敵徬徨
[00:17:16.480 --> 00:17:18.440]  幸好突然被她看到
[00:17:18.440 --> 00:17:20.640]  遙遠有一個類似女警的身影
[00:17:20.640 --> 00:17:23.120]  於是立即飛奔過去
[00:17:23.120 --> 00:17:25.960]  女警知道她需要幫忙
[00:17:25.960 --> 00:17:29.120]  於是女警就用日文說
[00:17:29.120 --> 00:17:30.080]  她就不懂得聽
[00:17:30.080 --> 00:17:33.080]  她就說「是…」
[00:17:33.080 --> 00:17:35.120]  於是又溝通不來
[00:17:35.120 --> 00:17:37.680]  她就唯有相信那女警
[00:17:37.680 --> 00:17:39.360]  那女警是這裏的女警
[00:17:39.360 --> 00:17:41.280]  她會帶我去目的地
[00:17:41.280 --> 00:17:43.560]  放下自把自為
[00:17:43.560 --> 00:17:47.160]  無論女警帶她走什麼不對路的路
[00:17:47.160 --> 00:17:48.120]  她都相信
[00:17:48.120 --> 00:17:49.160]  她都跟隨
[00:17:49.160 --> 00:17:51.080]  完全順服跟隨
[00:17:51.080 --> 00:17:53.120]  因為她知道
[00:17:53.120 --> 00:17:54.520]  唯有這樣
[00:17:54.520 --> 00:17:57.000]  她才能夠完成
[00:17:57.000 --> 00:18:00.960]  她回酒店的這種重要需要
[00:18:00.960 --> 00:18:03.960]  其實我猜我們順服
[00:18:03.960 --> 00:18:05.360]  倚靠聖靈
[00:18:05.360 --> 00:18:08.160]  就好像我這位姐妹
[00:18:08.160 --> 00:18:09.760]  那種處境
[00:18:09.760 --> 00:18:12.040]  你願意相信她
[00:18:12.040 --> 00:18:13.120]  你會知道
[00:18:13.120 --> 00:18:15.720]  你有一些模糊的印象
[00:18:15.720 --> 00:18:17.720]  我覺得這樣做好
[00:18:17.720 --> 00:18:20.000]  但我不肯定
[00:18:20.000 --> 00:18:22.440]  我也不知道自己是否可以
[00:18:22.440 --> 00:18:23.800]  甚至路程怎樣去
[00:18:23.800 --> 00:18:25.320]  我都不肯定
[00:18:25.320 --> 00:18:27.120]  聖靈我願意
[00:18:27.120 --> 00:18:28.560]  你提醒我
[00:18:28.560 --> 00:18:31.160]  我願意你去引導我
[00:18:31.160 --> 00:18:36.080]  因為我知道你會帶我去我需要的目的地
[00:18:36.080 --> 00:18:37.880]  如果這裏
[00:18:37.880 --> 00:18:39.280]  最左邊的圖畫
[00:18:39.280 --> 00:18:42.360]  是代表未信主的人生
[00:18:42.360 --> 00:18:44.080]  旁邊那幅圖畫
[00:18:44.080 --> 00:18:45.880]  很多人誤解
[00:18:45.880 --> 00:18:48.080]  信耶穌就是這樣
[00:18:48.080 --> 00:18:50.560]  OK 耶穌我開門讓你進來
[00:18:50.560 --> 00:18:54.480]  不過那邊有間廁所
[00:18:54.480 --> 00:18:56.320]  你坐在那邊就行
[00:18:56.320 --> 00:18:59.000]  幫我掙扎就可以了
[00:18:59.000 --> 00:19:00.880]  其他房間你不用去
[00:19:00.880 --> 00:19:03.000]  有人誤會是這樣
[00:19:03.000 --> 00:19:04.160]  但大家看一看
[00:19:04.160 --> 00:19:05.480]  如果那些黑色點點
[00:19:05.480 --> 00:19:07.200]  是代表我們生命裏面
[00:19:07.200 --> 00:19:09.600]  不同的很重要的範圍
[00:19:09.600 --> 00:19:10.560]  你的人際關係
[00:19:10.560 --> 00:19:11.280]  你的婚姻
[00:19:11.280 --> 00:19:11.960]  你的友誼
[00:19:11.960 --> 00:19:12.760]  你的事業
[00:19:12.760 --> 00:19:13.760]  你的時間管理
[00:19:13.760 --> 00:19:15.240]  你的財務管理
[00:19:15.240 --> 00:19:17.040]  你的滿足感等等
[00:19:17.040 --> 00:19:20.280]  依然都是亂七八糟
[00:19:20.280 --> 00:19:21.440]  但是
[00:19:21.440 --> 00:19:24.320]  原來真正信耶穌
[00:19:24.320 --> 00:19:27.520]  剛才說的第二首歌
[00:19:27.520 --> 00:19:29.880]  我心堅定相信
[00:19:29.880 --> 00:19:32.480]  你已經掌握萬事終局
[00:19:32.480 --> 00:19:35.720]  其實就是你信得過耶穌
[00:19:35.720 --> 00:19:38.040]  去帶領你的人生
[00:19:38.040 --> 00:19:39.800]  我自己會覺得
