
[00:00:00.000 --> 00:00:09.800]  今天我講的題目也很特別
[00:13:27.200 --> 00:13:30.200]  但是有一樣很重要的事情
[00:13:30.200 --> 00:13:32.200]  告訴我們
[00:13:32.200 --> 00:13:34.200]  他是神的兒子
[00:13:34.200 --> 00:13:38.200]  所以在日常的關係裡
[00:13:38.200 --> 00:13:40.200]  我們怎樣才可以
[00:13:40.200 --> 00:13:44.200]  更加認識到耶穌的神聖呢?
[00:13:44.200 --> 00:13:46.200]  在你們的生活裡
[00:13:46.200 --> 00:13:48.200]  這個關係
[00:13:48.200 --> 00:13:50.200]  這個和神的關係
[00:13:50.200 --> 00:13:53.200]  或者我不要說和神的關係
[00:13:53.200 --> 00:13:55.200]  你和朋友要建立關係
[00:13:55.200 --> 00:13:57.200]  需要什麼呢?
[00:13:57.200 --> 00:13:59.200]  時間
[00:13:59.200 --> 00:14:02.200]  正如你們和神建立的關係
[00:14:02.200 --> 00:14:04.200]  也需要時間
[00:14:04.200 --> 00:14:06.200]  需要時間怎樣去建立呢?
[00:14:06.200 --> 00:14:10.200]  從你平時回來教會
[00:14:10.200 --> 00:14:14.200]  和你們的團契
[00:14:14.200 --> 00:14:16.200]  和你們的導師
[00:14:16.200 --> 00:14:20.200]  一步一步用時間去認識
[00:14:20.200 --> 00:14:22.200]  這位真神
[00:14:22.200 --> 00:14:25.200]  然後加深和祂的關係
[00:14:25.200 --> 00:14:27.200]  你又說
[00:14:27.200 --> 00:14:31.200]  當我們去到某一個時段
[00:14:31.200 --> 00:14:33.200]  你會覺得
[00:14:33.200 --> 00:14:35.200]  其實我也很不認識神
[00:14:35.200 --> 00:14:38.200]  是否我要全本聖經
[00:14:38.200 --> 00:14:40.200]  由頭到尾讀一次
[00:14:40.200 --> 00:14:43.200]  然後我才叫做認識神呢?
[00:14:43.200 --> 00:14:47.200]  我才可以踏入下一步
[00:14:47.200 --> 00:14:52.200]  上101、102受浸呢?
[00:14:52.200 --> 00:14:56.200]  你覺得是否要和祂的關係
[00:14:56.200 --> 00:15:01.200]  僅次於要看完整本聖經呢?
[00:15:01.200 --> 00:15:02.200]  不是吧?
[00:15:02.200 --> 00:15:04.200]  有人轉過頭來
[00:15:04.200 --> 00:15:06.200]  其實有很多時候
[00:15:06.200 --> 00:15:09.200]  每一年五、六月開始
[00:15:09.200 --> 00:15:12.200]  我們就會上101、102
[00:15:12.200 --> 00:15:15.200]  八月就會學清柚一個浸禮
[00:15:15.200 --> 00:15:19.200]  當中有不少同學
[00:15:19.200 --> 00:15:21.200]  會說到
[00:15:21.200 --> 00:15:24.200]  其實我還未認識神
[00:15:24.200 --> 00:15:26.200]  所以我先不考慮
[00:15:26.200 --> 00:15:29.200]  我想提醒大家
[00:15:29.200 --> 00:15:32.200]  認識神是必然的
[00:15:32.200 --> 00:15:36.200]  但更重要的是
[00:15:36.200 --> 00:15:39.200]  你要躺開自己的心
[00:15:39.200 --> 00:15:42.200]  讓神認識你
[00:15:42.200 --> 00:15:45.200]  走入你的心裏
[00:15:45.200 --> 00:15:50.200]  一步一步地帶你去更加認識祂
[00:15:50.200 --> 00:15:55.200]  當你說自己要去認識祂的時候
[00:15:55.200 --> 00:15:59.200]  你已經沒有放下自己
[00:15:59.200 --> 00:16:03.200]  當你說自己要認識那一樣東西的時候
[00:16:03.200 --> 00:16:07.200]  是否用了自己的想法
[00:16:07.200 --> 00:16:10.200]  用了自己的智慧去認識
[00:16:10.200 --> 00:16:14.200]  但當我們真的躺開自己
[00:16:14.200 --> 00:16:17.200]  讓神進入我們的生命裏
[00:16:17.200 --> 00:16:21.200]  有很多事情都會改變
[00:16:21.200 --> 00:16:26.200]  第二,學習聆聽神的聲音
[00:16:26.200 --> 00:16:28.200]  在這段經文裏
[00:16:28.200 --> 00:16:31.200]  在《從魂中》裏有一句說話
[00:16:31.200 --> 00:16:36.200]  「這是我的愛子,是我所愛的,你們要聽他」
[00:16:36.200 --> 00:16:39.200]  提醒我們一件很重要的事
[00:16:39.200 --> 00:16:44.200]  我們會否懂得分辨神的聲音呢?
[00:16:44.200 --> 00:16:46.200]  有沒有人試過
[00:16:46.200 --> 00:16:49.200]  例如在日常生活裏
[00:16:49.200 --> 00:16:56.200]  突然之間有人提醒你一些你忘記的事
[00:16:56.200 --> 00:16:58.200]  有沒有人試過?
[00:16:58.200 --> 00:17:00.200]  例如我外出時忘記
[00:17:00.200 --> 00:17:02.200]  突然之間有人提醒我
[00:17:02.200 --> 00:17:04.200]  有人試過
[00:17:04.200 --> 00:17:08.200]  你試過甚麼?
[00:17:08.200 --> 00:17:09.200]  甚麼?
[00:17:09.200 --> 00:17:10.200]  帶功課
[00:17:10.200 --> 00:17:13.200]  忘記帶功課後被人提醒
[00:17:13.200 --> 00:17:17.200]  腦裏突然之間記得
[00:17:17.200 --> 00:17:20.200]  有沒有人試過突然之間有些事
[00:17:20.200 --> 00:17:24.200]  會提醒你不要做那件事?
[00:17:24.200 --> 00:17:26.200]  也有吧?
[00:17:26.200 --> 00:17:31.200]  這就是我們懂得開始聽到神的聲音
[00:17:31.200 --> 00:17:33.200]  聲靈的提醒
[00:17:33.200 --> 00:17:38.200]  有時我們經常說祈禱
[00:17:38.200 --> 00:17:40.200]  祈禱聽神的聲音
[00:17:40.200 --> 00:17:44.200]  但為何神沒有跟我們說話呢?
[00:17:44.200 --> 00:17:47.200]  是否真的像這片段
[00:17:47.200 --> 00:17:49.200]  突然有聲音說
[00:17:49.200 --> 00:17:55.200]  喂,你今天忘記了做甚麼
[00:17:55.200 --> 00:17:58.200]  你選課最好選甚麼?
[00:17:58.200 --> 00:18:02.200]  你們是否期待這樣的聲音出現呢?
[00:18:02.200 --> 00:18:04.200]  如果真的聽到這樣的聲音
[00:18:04.200 --> 00:18:06.200]  我猜你應該會很害怕
[00:18:06.200 --> 00:18:10.200]  你最好告訴我
[00:18:10.200 --> 00:18:13.200]  我可能會叫你去家裏看醫生
[00:18:13.200 --> 00:18:15.200]  患病可能會出現
[00:18:15.200 --> 00:18:20.200]  但這個聲音是透過不同的人
[00:18:20.200 --> 00:18:24.200]  或不同的歌
[00:18:24.200 --> 00:18:26.200]  對我們說話
[00:18:26.200 --> 00:18:28.200]  是透過
[00:18:28.200 --> 00:18:30.200]  例如剛才Passogioni的歌
[00:18:30.200 --> 00:18:35.200]  歌詞裏可能是神對我們的說話
[00:18:35.200 --> 00:18:39.200]  亦可能是Maurice叔叔的祈禱
[00:18:39.200 --> 00:18:44.200]  其中一句說話是神對你的說話
[00:18:44.200 --> 00:18:48.200]  這也是我們要懂得在日常生活裏
[00:18:48.200 --> 00:18:51.200]  分辨神的聲音
[00:18:51.200 --> 00:18:55.200]  這個神的聲音需要花時間
[00:18:55.200 --> 00:18:57.200]  跟剛才一樣
[00:18:57.200 --> 00:18:59.200]  建立關係
[00:18:59.200 --> 00:19:03.200]  正如我們常說我們是羊
[00:19:03.200 --> 00:19:06.200]  Jesus是牧羊人
[00:19:06.200 --> 00:19:11.200]  羊是懂得分辨牧羊人的聲音
[00:19:11.200 --> 00:19:13.200]  知道嗎?
[00:19:13.200 --> 00:19:17.200]  但在羊和牧羊人之間的關係
[00:19:17.200 --> 00:19:18.200]  我們必須要
[00:19:18.200 --> 00:19:19.200]  羊是甚麼?
[00:19:19.200 --> 00:19:21.200]  牧羊人經常跟著
[00:19:21.200 --> 00:19:24.200]  牧羊人亦認得出羊的聲音
[00:19:24.200 --> 00:19:26.200]  因為牧羊人不是一日兩日
[00:19:26.200 --> 00:19:28.200]  是一段長時間的關係
[00:19:28.200 --> 00:19:33.200]  所以才能達到分辨的聲音
[00:19:33.200 --> 00:19:38.200]  接著我們要學習摩西和以利亞
[00:19:38.200 --> 00:19:40.200]  向摩西和以利亞學習
[00:19:40.200 --> 00:19:43.200]  剛才說了摩西代表律法
[00:19:43.200 --> 00:19:45.200]  以利亞代表先知
[00:19:45.200 --> 00:19:50.200]  要我們學習如何跟從前人的智慧
[00:19:50.200 --> 00:19:52.200]  不用說前人
[00:19:52.200 --> 00:19:54.200]  為何我們要在每一級裏面
[00:19:54.200 --> 00:19:56.200]  有mentor帶領著你們
[00:19:56.200 --> 00:19:59.200]  因為他們就是你的前人
[00:19:59.200 --> 00:20:02.200]  他們的經驗和學習
[00:20:02.200 --> 00:20:07.200]  是否對你們某程度上有幫助
[00:20:07.200 --> 00:20:12.200]  例如Ivan和Crystal
[00:20:12.200 --> 00:20:14.200]  笑我一說前人
[00:20:14.200 --> 00:20:17.200]  我覺得我應該不是前人
[00:20:17.200 --> 00:20:21.200]  前人要像Uncle Paul
[00:20:21.200 --> 00:20:23.200]  Auntie Winnie才算前人
[00:20:23.200 --> 00:20:25.200]  不是這樣的
[00:20:25.200 --> 00:20:28.200]  是不同年齡的關係
[00:20:28.200 --> 00:20:33.200]  在屬靈生命上有一定的長進
[00:20:33.200 --> 00:20:37.200]  我們都會好好學習
[00:20:37.200 --> 00:20:40.200]  通過我們的主一學老師
[00:20:40.200 --> 00:20:45.200]  不同的傳道和牧師
[00:20:45.200 --> 00:20:49.200]  一起透過經文
[00:20:49.200 --> 00:20:53.200]  讓我們更認識三一的真神
[00:20:53.200 --> 00:20:56.200]  三一的真神在我們生命裏
[00:20:56.200 --> 00:20:59.200]  到底發揮了甚麼作用呢?
[00:20:59.200 --> 00:21:01.200]  我不知道在你的生命裏
[00:21:01.200 --> 00:21:04.200]  有甚麼獨特的經歷
[00:21:04.200 --> 00:21:06.200]  有甚麼獨特的經驗
[00:21:06.200 --> 00:21:11.200]  但因為我是做陽光家族
[00:21:11.200 --> 00:21:15.200]  在裏面有很多家庭
[00:21:15.200 --> 00:21:18.200]  都有些很特別的小朋友
[00:21:18.200 --> 00:21:21.200]  有一天有個爸爸跟我分享
[00:21:21.200 --> 00:21:27.200]  他的見證和人生
[00:21:27.200 --> 00:21:29.200]  當我聽到的時候
[00:21:29.200 --> 00:21:32.200]  我覺得為甚麼會這樣呢?
[00:21:32.200 --> 00:21:34.200]  他的故事是這樣的
[00:21:34.200 --> 00:21:36.200]  他說我們那天分享
[00:21:36.200 --> 00:21:41.200]  每人有甚麼的疤痕、落印
[00:21:41.200 --> 00:21:45.200]  身體上有甚麼落印
[00:21:45.200 --> 00:21:49.200]  讓你有很深的記憶呢?
[00:21:49.200 --> 00:21:51.200]  他就分享了
[00:21:51.200 --> 00:21:56.200]  他身上背後有四個洞
[00:21:56.200 --> 00:21:59.200]  那四個洞是做甚麼的呢?
[00:21:59.200 --> 00:22:01.200]  他說這四個洞
[00:22:01.200 --> 00:22:03.200]  在他四歲的時候
[00:22:03.200 --> 00:22:05.200]  就一直跟到他今天
[00:22:05.200 --> 00:22:08.200]  這四個洞是當年
[00:22:08.200 --> 00:22:13.200]  因著他十歲的哥哥患有血癌
[00:22:13.200 --> 00:22:17.200]  他要用他的骨髓去救他的哥哥
[00:22:17.200 --> 00:22:19.200]  他只有四歲
[00:22:19.200 --> 00:22:21.200]  把後面有四個洞
[00:22:21.200 --> 00:22:26.200]  就是抽他的骨髓去救他的哥哥
[00:22:26.200 --> 00:22:31.200]  但是卻救不到他的哥哥
[00:22:31.200 --> 00:22:33.200]  於是他的媽媽
[00:22:33.200 --> 00:22:39.200]  每一次看到幫這四歲的小朋友洗澡的時候
[00:22:39.200 --> 00:22:41.200]  都哭了
[00:22:41.200 --> 00:22:45.200]  好像是提醒著媽媽
[00:22:45.200 --> 00:22:48.200]  他救不到哥哥一樣
[00:22:48.200 --> 00:22:50.200]  所以這個爸爸
[00:22:50.200 --> 00:22:54.200]  在他年輕的時候
[00:22:54.200 --> 00:22:58.200]  他覺得他一生很快就過去了
[00:22:58.200 --> 00:23:01.200]  他有四兄弟
[00:23:01.200 --> 00:23:05.200]  他有兩個哥哥、一個妹妹
[00:23:05.200 --> 00:23:09.200]  在他十多歲的時候
[00:23:09.200 --> 00:23:12.200]  再一件不幸的事
[00:23:12.200 --> 00:23:15.200]  就害淋到他身上
[00:23:15.200 --> 00:23:19.200]  他另一個哥哥因為抑鬱症
[00:23:19.200 --> 00:23:22.200]  跳樓死了
[00:23:22.200 --> 00:23:24.200]  於是他就覺得
