
[00:00:00.000 --> 00:00:07.800]  好, 各位好, 我是Pat, 今天很開心可以跟大家分享
[00:04:19.160 --> 00:04:20.600]  有一個同事跟我說
[00:04:20.600 --> 00:04:24.520]  他覺得我好像是一隻小白兔
[00:04:24.520 --> 00:04:26.400]  被獅子圍著一樣
[00:04:26.400 --> 00:04:29.200]  其實我覺得他的語言藝術比較高
[00:04:29.200 --> 00:04:30.280]  我想他的意思是
[00:04:30.280 --> 00:04:32.680]  我的人可能不夠進取
[00:04:32.680 --> 00:04:34.080]  又不夠aggressive
[00:04:34.080 --> 00:04:37.000]  所以隨時可能會被人咬掉頭
[00:04:37.000 --> 00:04:38.800]  還有踩死也不知道發生什麼事
[00:04:38.800 --> 00:04:42.680]  所以究竟我為什麼會無端端去讀工程
[00:04:42.680 --> 00:04:45.480]  然後又無端端去投資銀行工作呢?
[00:04:45.480 --> 00:04:48.040]  還有究竟我能不能生存呢?
[00:04:48.040 --> 00:04:49.640]  今天就多說一點
[00:04:49.640 --> 00:04:51.840]  首先說說我
[00:04:51.840 --> 00:04:57.280]  這個就是我那時候在投資銀行
[00:04:57.280 --> 00:04:59.680]  我那時候在銀行工作的時候
[00:04:59.680 --> 00:05:01.840]  我是做Derivative Sales的
[00:05:01.840 --> 00:05:03.960]  就是做一些結構性產品
[00:05:03.960 --> 00:05:05.240]  坐在一個trading floor
[00:05:05.240 --> 00:05:07.040]  這個就是那時候的景況
[00:05:07.040 --> 00:05:09.640]  我先說說我小時候是怎樣的
[00:05:09.640 --> 00:05:11.640]  我小時候其實是在香港出生
[00:05:11.640 --> 00:05:13.120]  我爸爸是工程師
[00:05:13.120 --> 00:05:14.600]  所以我就想做工程師
[00:05:14.600 --> 00:05:16.160]  我媽媽是教書的
[00:05:16.160 --> 00:05:19.000]  我小時候在St. Paul's Convent讀書
[00:05:19.000 --> 00:05:21.560]  我小時候很喜歡吃雪糕
[00:05:21.560 --> 00:05:24.160]  所以小時候是一個小肥妹
[00:05:24.160 --> 00:05:26.480]  還有我小學的時候其實也挺開心的
[00:05:26.480 --> 00:05:29.400]  也是無憂無慮開心
[00:05:29.400 --> 00:05:32.240]  所以一個開心無憂無慮的小肥妹
[00:05:32.240 --> 00:05:34.600]  我沒有被肥影響到我的開心
[00:05:34.600 --> 00:05:37.920]  但是我進入了中學的時候
[00:05:37.920 --> 00:05:39.920]  突然間世界改變了
[00:05:39.920 --> 00:05:40.880]  知不知道為什麼
[00:05:40.880 --> 00:05:43.280]  因為有一樣東西是以前沒有的
[00:05:43.280 --> 00:05:45.600]  突然間在我的世界裡面出現了
[00:05:45.600 --> 00:05:47.840]  這件事就叫做名次
[00:05:47.840 --> 00:05:49.480]  因為我小學的時候是沒有名次的
[00:05:49.480 --> 00:05:51.000]  突然間去到中學
[00:05:51.000 --> 00:05:53.240]  有一樣叫考試名次的東西
[00:05:53.240 --> 00:05:55.640]  那時候我中學最好的同學
[00:05:55.640 --> 00:05:56.760]  就坐在我旁邊
[00:05:56.760 --> 00:05:59.560]  我們第一學期的時候都很開心
[00:05:59.560 --> 00:06:01.480]  我覺得我們真的很像
[00:06:01.480 --> 00:06:03.240]  很多東西都很合適
[00:06:03.240 --> 00:06:06.840]  誰知道第一個學期的考試成績出了
[00:06:06.840 --> 00:06:09.680]  我的發現就是原來他是考全班第一
[00:06:09.680 --> 00:06:11.360]  然後我是很差的
[00:06:11.360 --> 00:06:12.520]  所以我突然間就說
[00:06:12.520 --> 00:06:14.600]  不是吧 既然我最好的朋友
[00:06:14.600 --> 00:06:16.880]  原來跟我差這麼遠
[00:06:16.880 --> 00:06:18.520]  那時候我還很記得
[00:06:18.520 --> 00:06:19.440]  下學期的時候
[00:06:19.440 --> 00:06:21.080]  我就開始嘗試努力
[00:06:21.080 --> 00:06:22.960]  有一份試題
[00:06:22.960 --> 00:06:25.560]  我的成績竟然比他高
[00:06:25.560 --> 00:06:27.440]  他覺得有沒有搞錯
[00:06:27.440 --> 00:06:29.320]  他覺得我一定是比他差
[00:06:29.320 --> 00:06:32.080]  於是他就立刻搶了一份試題卷來看
[00:06:32.080 --> 00:06:33.600]  立刻對答案
[00:06:33.600 --> 00:06:35.600]  然後發現有一條題目
[00:06:35.600 --> 00:06:37.280]  竟然我們的答案差不多
[00:06:37.280 --> 00:06:38.680]  但是我比他高分
[00:06:38.680 --> 00:06:40.120]  然後他拿著試題卷
[00:06:40.120 --> 00:06:41.760]  立刻衝出來跟老師說
[00:06:41.760 --> 00:06:42.720]  為什麼是這樣
[00:06:42.720 --> 00:06:43.920]  我好記得這一刻
[00:06:43.920 --> 00:06:45.040]  然後我心裡面想
[00:06:45.040 --> 00:06:46.440]  是不是要這樣
[00:06:46.440 --> 00:06:48.440]  但是那時候我就跟自己說
[00:06:48.440 --> 00:06:50.760]  我都要考試考得好一點
[00:06:50.760 --> 00:06:52.400]  我都要好一點
[00:06:52.400 --> 00:06:54.560]  我都要像他那麼厲害
[00:06:54.560 --> 00:06:56.120]  於是我就開始
[00:06:56.120 --> 00:06:59.840]  由一個本來是一個無憂無慮的小肥妹
[00:06:59.840 --> 00:07:01.600]  突然間就變成一個
[00:07:01.600 --> 00:07:04.800]  我覺得是很需要勤力的書蟲
[00:07:04.800 --> 00:07:06.800]  後來我讀完中二的時候
[00:07:06.800 --> 00:07:09.640]  我媽媽就送我去英國讀寄宿學校
[00:07:09.640 --> 00:07:10.640]  為什麼呢
[00:07:10.640 --> 00:07:14.440]  那時候我就不太想去
[00:07:14.440 --> 00:07:16.920]  因為我覺得我從小學到中學
[00:07:16.920 --> 00:07:18.400]  都是那些同學都很開心
[00:07:18.400 --> 00:07:19.880]  為什麼要去英國讀書
[00:07:19.880 --> 00:07:21.880]  但是我媽媽那時候就很聰明
[00:07:21.880 --> 00:07:22.920]  她就跟我說
[00:07:22.920 --> 00:07:25.200]  其實你可以選擇回來香港
[00:07:25.200 --> 00:07:26.360]  先去看一看
[00:07:26.360 --> 00:07:28.960]  再加上那時候我從來沒有去過歐洲
[00:07:28.960 --> 00:07:30.000]  她就跟我說
[00:07:30.000 --> 00:07:32.600]  會帶我去法國的迪士尼玩
[00:07:32.600 --> 00:07:34.320]  然後就看一看那學校
[00:07:34.320 --> 00:07:35.480]  如果我不喜歡
[00:07:35.480 --> 00:07:37.200]  就可以回香港
[00:07:37.200 --> 00:07:38.440]  但是去到的時候
[00:07:38.440 --> 00:07:39.840]  你當然不會回去
[00:07:39.840 --> 00:07:41.040]  但是無論如何
[00:07:41.040 --> 00:07:42.200]  在那個小鎮裡面
[00:07:42.200 --> 00:07:43.560]  在我讀書的小鎮裡面
[00:07:43.560 --> 00:07:44.840]  是沒有事情可以做的
[00:07:44.840 --> 00:07:48.920]  唯一可以做的就是讀書
[00:07:48.920 --> 00:07:51.640]  所以那時候我就很勤力地讀書
[00:07:51.640 --> 00:07:53.640]  還有我發覺
[00:07:53.640 --> 00:07:55.960]  當我讀書的成績開始好一點的時候
[00:07:55.960 --> 00:07:57.880]  有些人開始讚我
[00:07:57.880 --> 00:07:59.560]  我覺得好像挺好
[00:07:59.560 --> 00:08:00.680]  感覺很爽
[00:08:00.680 --> 00:08:03.480]  我覺得我要再努力一點
[00:08:03.480 --> 00:08:05.680]  還有那時候我很喜歡看的
[00:08:05.680 --> 00:08:08.680]  就是一些自我增值的書籍
[00:08:08.680 --> 00:08:13.080]  我小時候覺得正面的能量是很重要的
[00:08:13.080 --> 00:08:15.640]  所以我會寫一些小的字條
[00:08:15.640 --> 00:08:17.160]  寫著I can do it
[00:08:17.160 --> 00:08:19.120]  在房間裡貼著
[00:08:19.120 --> 00:08:22.000]  讓自己覺得好像發奮一點
[00:08:22.000 --> 00:08:23.840]  我記得那時候有幾個同學
[00:08:23.840 --> 00:08:25.880]  都好像我一樣很喜歡讀書
[00:08:25.880 --> 00:08:27.280]  我們考試的時候
[00:08:27.280 --> 00:08:31.600]  就會帶著這個東西
[00:08:31.600 --> 00:08:34.440]  可能大家不是那個年代不知道
[00:08:34.440 --> 00:08:36.760]  其實這個就是一個必勝的頭帶
[00:08:36.760 --> 00:08:39.440]  有時候有些人考試的時候就帶著
[00:08:39.440 --> 00:08:41.640]  讓自己覺得我們必勝
[00:08:41.640 --> 00:08:42.840]  一定要考得很好
[00:08:42.840 --> 00:08:45.400]  考試就帶著這個一起溫習
[00:08:45.400 --> 00:08:50.080]  所以小時候我覺得讀書是非常重要的
[00:08:50.080 --> 00:08:51.840]  我記得有一個聖誕節
[00:08:51.840 --> 00:08:54.360]  那時候我舅父送了一份禮物給我
[00:08:54.360 --> 00:08:58.960]  是一個聖誕老人的小石像
[00:08:58.960 --> 00:08:59.800]  很小的
[00:08:59.800 --> 00:09:02.000]  上面寫著Have a rest
[00:09:02.000 --> 00:09:03.600]  那時候我覺得沒什麼
[00:09:03.600 --> 00:09:05.760]  但其實我長大後回想
[00:09:05.760 --> 00:09:08.520]  我想他一定覺得我小時候
[00:09:08.520 --> 00:09:10.040]  有些太瘋狂
[00:09:10.040 --> 00:09:12.160]  經常都好像要讀書一樣太瘋狂
[00:09:12.160 --> 00:09:13.640]  所以跟我說
[00:09:13.640 --> 00:09:14.480]  Have a rest
[00:09:14.480 --> 00:09:16.200]  就是不如你休息一下
[00:09:16.200 --> 00:09:17.800]  但其實當時
[00:09:17.800 --> 00:09:19.920]  我完全不覺得自己有任何問題
[00:09:19.920 --> 00:09:21.960]  我覺得自己是很正常的
[00:09:21.960 --> 00:09:26.040]  後來我讀中學
[00:09:26.040 --> 00:09:30.040]  我小時候就很想去劍橋讀書
[00:09:30.040 --> 00:09:32.760]  後來就進了劍橋讀土木工程
[00:09:32.760 --> 00:09:36.760]  小時候我最記得
[00:09:36.760 --> 00:09:40.920]  我讀書一定只為成績
[00:09:40.920 --> 00:09:42.640]  不為知識
[00:09:42.640 --> 00:09:43.480]  一定是
[00:09:43.480 --> 00:09:47.040]  所以學到什麼對我來說是完全不重要的
[00:09:47.040 --> 00:09:48.840]  最重要是考試考得好
[00:09:48.840 --> 00:09:51.200]  所以我已經知道
[00:09:51.200 --> 00:09:53.280]  如何玩考試的遊戲
[00:09:53.280 --> 00:09:55.400]  知道要讀什麼
[00:09:55.400 --> 00:09:56.920]  知道要考試要怎麼做
[00:09:56.920 --> 00:10:00.480]  所以我覺得整件事是很好的
[00:10:00.480 --> 00:10:02.480]  畢業之後
[00:10:02.480 --> 00:10:04.760]  其實我就開始
[00:10:04.760 --> 00:10:07.600]  為什麼我覺得成績那麼重要
[00:10:07.600 --> 00:10:10.000]  就是因為成績好的時候有人稱讚我
[00:10:10.000 --> 00:10:11.440]  我覺得這件事很好
[00:10:11.440 --> 00:10:12.440]  很重要
[00:10:12.440 --> 00:10:14.240]  還有另一樣東西
[00:10:14.240 --> 00:10:14.880]  我覺得很重要
[00:10:14.880 --> 00:10:16.160]  我不想只是成績好
[00:10:16.160 --> 00:10:19.960]  我也想別人覺得喜歡我
[00:10:19.960 --> 00:10:20.920]  那時候我就覺得
[00:10:20.920 --> 00:10:22.240]  如果你笑多一點
[00:10:22.240 --> 00:10:23.720]  別人就會喜歡你
[00:10:23.720 --> 00:10:25.680]  我看那些自我增值的書
[00:10:25.680 --> 00:10:26.280]  告訴我
[00:10:26.280 --> 00:10:27.520]  我笑多一點就可以
[00:10:27.520 --> 00:10:29.520]  於是我就經常都笑
[00:10:29.520 --> 00:10:31.160]  還有我有一個想法
[00:10:31.160 --> 00:10:33.160]  就是覺得負面情緒
[00:10:33.160 --> 00:10:35.000]  是很不方便的
[00:10:35.000 --> 00:10:37.240]  因為有時候我看到別人很煩
[00:10:37.240 --> 00:10:38.400]  很憂慮
[00:10:38.400 --> 00:10:39.400]  又很害怕
[00:10:39.400 --> 00:10:40.240]  我覺得
[00:10:40.240 --> 00:10:41.440]  又很生氣
[00:10:41.440 --> 00:10:43.720]  我覺得那些事情好像很不方便
[00:10:43.720 --> 00:10:44.920]  所以我就跟自己說
[00:10:44.920 --> 00:10:46.680]  其實我只是開心
[00:10:46.680 --> 00:10:49.000]  嘗試抑壓其他情緒
[00:10:49.000 --> 00:10:49.800]  但是
[00:10:49.800 --> 00:10:52.880]  其實我完全不知道我有這樣的習慣
[00:10:52.880 --> 00:10:53.880]  我完全不知道
[00:10:53.880 --> 00:10:56.000]  之後我大學畢業
[00:10:56.000 --> 00:10:58.400]  當時我就認為
[00:10:58.400 --> 00:11:01.200]  我有很多不同的工作選擇
[00:11:01.200 --> 00:11:04.080]  我就覺得自己想做什麼工作都可以
[00:11:04.080 --> 00:11:06.640]  於是我就選擇了投資銀行
[00:11:06.640 --> 00:11:08.400]  但是回頭看
[00:11:08.400 --> 00:11:10.080]  其實絕對不是因為
[00:11:10.080 --> 00:11:12.000]  我覺得金融這件事
[00:11:12.000 --> 00:11:13.680]  我真的很熱情
[00:11:13.680 --> 00:11:15.840]  或者我覺得我真的很想投資銀行
[00:11:15.840 --> 00:11:18.320]  因為可以有很多我喜歡的東西
[00:11:18.320 --> 00:11:19.960]  其實絕對不是的
[00:11:19.960 --> 00:11:21.320]  我選擇了投資銀行
[00:11:21.320 --> 00:11:22.120]  只不過是
[00:11:22.120 --> 00:11:24.400]  因為那時候每個人都想投資銀行
[00:11:24.400 --> 00:11:26.400]  他收過錢就投資
[00:11:26.400 --> 00:11:28.240]  其實就是這麼簡單
[00:11:28.240 --> 00:11:30.760]  所以其實我回想起小時候
[00:11:30.760 --> 00:11:31.880]  在這一刻回想起
[00:11:31.880 --> 00:11:33.280]  我發覺小時候
[00:11:33.280 --> 00:11:35.440]  小學的時候
[00:11:35.440 --> 00:11:37.720]  我不覺得自己有什麼特別
[00:11:37.720 --> 00:11:39.240]  我不覺得自己特別厲害
[00:11:39.240 --> 00:11:40.360]  我覺得自己很平庸
[00:11:40.360 --> 00:11:42.600]  不覺得自己特別受歡迎
[00:11:42.600 --> 00:11:44.600]  又覺得自己是小肥妹
[00:11:44.600 --> 00:11:46.000]  但是
[00:11:46.000 --> 00:11:50.120]  這件事是我成績開始好的時候
[00:11:50.120 --> 00:11:52.120]  我就開始不同了
[00:11:52.120 --> 00:11:53.320]  整個人就開始不同了
[00:11:53.320 --> 00:11:54.880]  開始有多一點信心
[00:11:54.880 --> 00:11:56.400]  因為小時候我就是覺得
[00:11:56.400 --> 00:11:58.960]  我簡直是沒有人會留意到我的
[00:11:58.960 --> 00:12:01.320]  我好像是融入了背景
[00:12:01.320 --> 00:12:04.000]  但是當我成績開始好一點的時候
[00:12:04.000 --> 00:12:04.920]  我就發覺
[00:12:04.920 --> 00:12:07.320]  好像有些人開始留意我
[00:12:07.320 --> 00:12:09.240]  好像有些人讚我
[00:12:09.240 --> 00:12:11.640]  我就發覺我的自信心
[00:12:11.640 --> 00:12:13.800]  就是別人砌出來給我的
[00:12:13.800 --> 00:12:14.640]  所以我就發覺
[00:12:14.640 --> 00:12:16.520]  其實這件事很重要
[00:12:16.520 --> 00:12:17.720]  所以突然間
[00:12:17.720 --> 00:12:18.880]  我就發覺我的生命
[00:12:18.880 --> 00:12:20.640]  好像一塊計分板
[00:12:20.640 --> 00:12:22.360]  我的自我價值
[00:12:22.360 --> 00:12:24.120]  就是別人給我多少分
[00:12:24.120 --> 00:12:26.000]  我就覺得那是自我價值
[00:12:26.000 --> 00:12:27.800]  但是其實當時的我
[00:12:27.800 --> 00:12:30.560]  是完全不知道自己是怎樣的
[00:12:30.560 --> 00:12:33.800]  雖然當時我讀書
[00:12:33.800 --> 00:12:36.440]  我覺得自己很好
[00:12:36.440 --> 00:12:37.520]  但是
[00:12:37.520 --> 00:12:40.200]  如果是我自我認知的那一部分
[00:12:40.200 --> 00:12:41.560]  我真的不合格
[00:12:41.560 --> 00:12:44.600]  因為我完全不知道自己是怎樣的
[00:12:44.600 --> 00:12:45.720]  好了
[00:12:45.720 --> 00:12:50.120]  我人生的轉捩點是什麼時候呢
[00:12:50.120 --> 00:12:52.440]  當時就是15年前
[00:12:52.440 --> 00:12:54.640]  當時就是我認識神
[00:12:54.640 --> 00:12:57.240]  但是我發覺其實認識神
[00:12:57.240 --> 00:12:58.960]  不單是重要的
[00:12:58.960 --> 00:13:03.200]  也是令我認識自己一個很重要的時刻
[00:13:03.200 --> 00:13:04.640]  當時發生什麼事呢
[00:13:04.640 --> 00:13:08.840]  有一個朋友邀請我去參加Alpha
[00:13:08.840 --> 00:13:09.960]  他跟我說
[00:13:09.960 --> 00:13:10.560]  免費的
[00:13:10.560 --> 00:13:11.360]  有東西吃的
[00:13:11.360 --> 00:13:12.000]  聊聊天
[00:13:12.000 --> 00:13:12.960]  很輕鬆的
[00:13:12.960 --> 00:13:14.040]  我OK
[00:13:14.040 --> 00:13:15.600]  我試試去
[00:13:15.600 --> 00:13:17.800]  我就去了Alpha
[00:13:17.800 --> 00:13:19.320]  其實一開始進去的時候
[00:13:19.320 --> 00:13:20.320]  有一點害怕
[00:13:20.320 --> 00:13:22.800]  教會那裡好像不太適應
[00:13:22.800 --> 00:13:24.480]  但是那些人很熱情
[00:13:24.480 --> 00:13:26.200]  馬上招待我
[00:13:26.200 --> 00:13:27.880]  然後對我很好
[00:13:27.880 --> 00:13:31.560]  然後馬上帶我去那個位置
[00:13:31.560 --> 00:13:33.160]  然後有很豐富的食物
[00:13:33.160 --> 00:13:33.920]  馬上給我吃
[00:13:33.920 --> 00:13:35.160]  又沖飲料給我喝
[00:13:35.160 --> 00:13:38.280]  然後有一些自己親手做的餅乾
[00:13:38.280 --> 00:13:39.400]  大糕給我吃
[00:13:39.400 --> 00:13:41.200]  我覺得好像很溫暖
[00:13:41.200 --> 00:13:43.080]  之後大家聊聊天
[00:13:43.080 --> 00:13:44.000]  很輕鬆
[00:13:44.000 --> 00:13:47.600]  我覺得當中其實我可以做回自己
[00:13:47.600 --> 00:13:48.800]  很真誠的
[00:13:48.800 --> 00:13:51.160]  可以暢所欲言的
[00:13:51.160 --> 00:13:52.840]  我發覺這個地方也挺好
[00:13:52.840 --> 00:13:54.360]  挺開心的
[00:13:54.360 --> 00:13:56.200]  於是一次又一次
[00:13:56.200 --> 00:13:57.480]  我就回去
[00:13:57.480 --> 00:13:58.880]  到最後一次
[00:13:58.880 --> 00:14:01.520]  我的祖宗寫了一張小的心意卡給我
[00:14:01.520 --> 00:14:03.000]  又送了一些禮物給我
[00:14:03.000 --> 00:14:04.480]  其實我經常在想
[00:14:04.480 --> 00:14:07.160]  為什麼他們會對我這麼好呢?
[00:14:07.160 --> 00:14:08.320]  我現在回想
[00:14:08.320 --> 00:14:09.520]  其實有些人說
[00:14:09.520 --> 00:14:12.040]  你信主可能是很大挫折
[00:14:12.040 --> 00:14:14.960]  或者是你信主遇到很大的困難
[00:14:14.960 --> 00:14:17.840]  但其實我當時信主也不是這樣的
[00:14:17.840 --> 00:14:18.640]  也不是說
[00:14:18.640 --> 00:14:19.800]  因為有人答應我
[00:14:19.800 --> 00:14:23.240]  我腦裡全部對神的疑問
[00:14:23.240 --> 00:14:24.640]  全部解答了需要信主
[00:14:24.640 --> 00:14:25.520]  其實也不是這樣
[00:14:25.520 --> 00:14:28.240]  也不是說我突然有一個什麼大突破
[00:14:28.240 --> 00:14:30.480]  其實只不過是當時我覺得
[00:14:30.480 --> 00:14:32.480]  那些人好像對我很好
[00:14:32.480 --> 00:14:36.880]  我很想認識他們敬拜那位的主
[00:14:36.880 --> 00:14:38.120]  我很想認識
[00:14:38.120 --> 00:14:42.040]  所以我就不斷繼續去尋找
[00:14:42.040 --> 00:14:43.960]  以及去探索
[00:14:43.960 --> 00:14:49.000]  其實以前我覺得我一定要明白全部的東西
[00:14:49.000 --> 00:14:50.760]  我才可以相信
[00:14:50.760 --> 00:14:55.200]  但其實我信主那一刻是一個感動
[00:14:55.200 --> 00:14:56.960]  而且我發現
[00:14:56.960 --> 00:14:58.600]  在Alpha那裡有一句話
[00:14:58.600 --> 00:14:59.080]  他就說
[00:14:59.080 --> 00:15:01.560]  "For I do not cease to understand that I may believe,
[00:15:01.560 --> 00:15:04.200]  but I believe in order to understand."
[00:15:04.200 --> 00:15:04.720]  所以他就說
[00:15:04.720 --> 00:15:07.520]  我不是要尋求理解才相信
[00:15:07.520 --> 00:15:10.000]  而是我相信才理解
[00:15:10.000 --> 00:15:11.440]  我看到這句話的時候
[00:15:11.440 --> 00:15:13.240]  我覺得很吊詭
[00:15:13.240 --> 00:15:13.960]  為什麼?
[00:15:13.960 --> 00:15:15.400]  為什麼你會相信了
[00:15:15.400 --> 00:15:16.760]  你才會明白呢?
[00:15:16.760 --> 00:15:18.480]  當然你明白才相信
[00:15:18.480 --> 00:15:21.080]  但我發覺在我自己的體驗裡面
[00:15:21.080 --> 00:15:23.280]  我願意去踏前一步
[00:15:23.280 --> 00:15:24.480]  我願意說
[00:15:24.480 --> 00:15:26.680]  是的,神,我真的願意相信祢
[00:15:26.680 --> 00:15:29.760]  好像突然間我的屬靈的眼睛開了
