
[00:00:00.000 --> 00:00:02.000]  各位頂尖的朋友 早安
[00:02:37.300 --> 00:02:40.300]  因為其實是接續了上幾節的經文
[00:02:40.300 --> 00:02:42.300]  十六章的二十一二十二節
[00:02:42.300 --> 00:02:44.300]  但屬於另一個部分
[00:02:44.300 --> 00:02:45.300]  下一章
[00:02:45.300 --> 00:02:49.300]  提及到有關敬拜方面的幾個禁令
[00:02:49.300 --> 00:02:51.300]  就是在那裡提及了
[00:02:51.300 --> 00:02:55.300]  十七章第一節是這樣說的
[00:02:55.300 --> 00:02:57.300]  我們一起讀吧
[00:02:57.300 --> 00:02:59.300]  預備下一章
[00:02:59.300 --> 00:03:01.300]  第一節
[00:03:01.300 --> 00:03:03.300]  凡有殘疾
[00:03:03.300 --> 00:03:06.300]  有任何惡疾的牛羊
[00:03:06.300 --> 00:03:09.300]  你都不可獻給耶和華你的神
[00:03:09.300 --> 00:03:14.300]  因為這是耶和華你神所珍護的
[00:03:14.300 --> 00:03:16.300]  我們可能會問
[00:03:16.300 --> 00:03:20.300]  為什麼聖經才剛剛在上面十六章十八至二十節
[00:03:20.300 --> 00:03:23.300]  提及公義審判的主題
[00:03:23.300 --> 00:03:27.300]  好像神叫摩西設立一個審判官
[00:03:27.300 --> 00:03:30.300]  或者是官長那些主要官員
[00:03:30.300 --> 00:03:32.300]  但忽然又轉個話題
[00:03:32.300 --> 00:03:38.300]  插入一段關於敬拜神的討論
[00:03:38.300 --> 00:03:41.300]  會不會太自由了
[00:03:41.300 --> 00:03:44.300]  很多時候某些經文對我們來說
[00:03:44.300 --> 00:03:46.300]  可能都難以理解
[00:03:46.300 --> 00:03:49.300]  不過正正因為聖經是這樣說
[00:03:49.300 --> 00:03:51.300]  我們反而能夠看見
[00:03:51.300 --> 00:03:54.300]  原來百姓當時所有生活的每一個範疇
[00:03:54.300 --> 00:03:58.300]  都是和敬拜息息相關
[00:03:58.300 --> 00:03:59.300]  無論是工作
[00:03:59.300 --> 00:04:00.300]  無論是民生
[00:04:00.300 --> 00:04:04.300]  無論是社會甚至政治等等
[00:04:04.300 --> 00:04:06.300]  同樣今天我們的生活
[00:04:06.300 --> 00:04:12.300]  其實都是和敬拜息息相關
[00:04:12.300 --> 00:04:13.300]  如果是這樣的話
[00:04:13.300 --> 00:04:15.300]  我們反而要問的是
[00:04:15.300 --> 00:04:19.300]  人敬拜神為什麼會獻上殘疾呢
[00:04:19.300 --> 00:04:21.300]  甚至是惡疾呢
[00:04:21.300 --> 00:04:24.300]  究竟這是經濟效益的問題
[00:04:24.300 --> 00:04:26.300]  畢竟是小肥羊不要浪費
[00:04:26.300 --> 00:04:27.300]  就獻了他吧
[00:04:27.300 --> 00:04:33.300]  還是他已經忘記了上帝是建造了什麼祭物
[00:04:33.300 --> 00:04:36.300]  事實上在利美記第21,22章
[00:04:36.300 --> 00:04:40.300]  上帝早已和以色列人列明了敬拜的要求
[00:04:40.300 --> 00:04:42.300]  無論是敬拜的侍奉人員
[00:04:42.300 --> 00:04:43.300]  即是祭司
[00:04:43.300 --> 00:04:45.300]  還是敬拜的祭物
[00:04:45.300 --> 00:04:49.300]  全部都是完整毫無瑕疵
[00:04:49.300 --> 00:04:52.300]  為什麼人仍然在敬拜的事上
[00:04:52.300 --> 00:04:55.300]  不是獻上最好的呢
[00:04:55.300 --> 00:04:57.300]  雖然我們不知道為什麼
[00:04:57.300 --> 00:04:58.300]  不過我相信
[00:04:58.300 --> 00:05:02.300]  今天這件事同樣是對我們提醒
[00:05:02.300 --> 00:05:04.300]  在開始的時候
[00:05:04.300 --> 00:05:06.300]  讓我們先去審查
[00:05:06.300 --> 00:05:09.300]  我們自己敬拜上帝的心態
[00:05:09.300 --> 00:05:10.300]  在敬拜的事上
[00:05:10.300 --> 00:05:13.300]  我們是不是有尊榮上帝
[00:05:13.300 --> 00:05:16.300]  而在我們所獻上的奉獻上
[00:05:16.300 --> 00:05:19.300]  又是不是甘心樂意呢
[00:05:19.300 --> 00:05:22.300]  甚或乎我們聽上帝的道
[00:05:22.300 --> 00:05:25.300]  又是不是全情投入呢
[00:05:25.300 --> 00:05:28.300]  第一節是這樣說的
[00:05:28.300 --> 00:05:30.300]  凡有殘疾
[00:05:30.300 --> 00:05:32.300]  有任何惡疾的牛羊
[00:05:32.300 --> 00:05:35.300]  你都不可獻給耶和華你的神
[00:05:35.300 --> 00:05:39.300]  因為這是耶和華你神所珍護的
[00:05:39.300 --> 00:05:45.300]  接下來我們一起去看看
[00:05:45.300 --> 00:05:48.300]  第17章2到13節的經文
[00:05:48.300 --> 00:05:51.300]  其實他同樣是在說敬拜
[00:05:51.300 --> 00:05:53.300]  剛才已經說過了
[00:05:53.300 --> 00:05:56.300]  第2到第13節講述兩種不同的案件
[00:05:56.300 --> 00:05:57.300]  第一個案件是這樣的
[00:05:57.300 --> 00:06:00.300]  我們一起去讀第2和第3節
[00:06:00.300 --> 00:06:02.300]  是第17章2和第3節
[00:06:02.300 --> 00:06:03.300]  預備起
[00:06:03.300 --> 00:06:05.300]  在你中間
[00:06:05.300 --> 00:06:09.300]  在耶和華你神所賜你覺醒中
[00:06:09.300 --> 00:06:11.300]  任何一座城裡
[00:06:11.300 --> 00:06:13.300]  若有男人或女人
[00:06:13.300 --> 00:06:17.300]  做了耶和華你神眼中看為惡的事
[00:06:17.300 --> 00:06:19.300]  違背了他的約
[00:06:19.300 --> 00:06:21.300]  去奉別神
[00:06:21.300 --> 00:06:22.300]  敬拜他們
[00:06:22.300 --> 00:06:24.300]  或拜太陽
[00:06:24.300 --> 00:06:25.300]  或拜月亮
[00:06:25.300 --> 00:06:27.300]  或拜天上的萬象
[00:06:27.300 --> 00:06:30.300]  是我不曾吩咐的
[00:06:30.300 --> 00:06:32.300]  我們先在這裡停一停
[00:06:32.300 --> 00:06:35.300]  這裡所提及的第一個案情就是
[00:06:35.300 --> 00:06:38.300]  若果有任何人或男或女
[00:06:38.300 --> 00:06:41.300]  這裡當然不是說有人可以不男不女
[00:06:41.300 --> 00:06:44.300]  而是在說城裡的其中一個人
[00:06:44.300 --> 00:06:46.300]  當他被人發現
[00:06:46.300 --> 00:06:49.300]  做了耶和華眼中看為惡的事的時候
[00:06:49.300 --> 00:06:53.300]  就是那些敬拜其他神明
[00:06:53.300 --> 00:06:58.300]  敬拜太陽、月亮、星星等星象的事
[00:06:58.300 --> 00:06:59.300]  沒錯
[00:06:59.300 --> 00:07:02.300]  我們知道當時古代近東文化
[00:07:02.300 --> 00:07:06.300]  迦南人的風俗一向都會拜日月星神
[00:07:06.300 --> 00:07:09.300]  甚至會拜樹木
[00:07:09.300 --> 00:07:11.300]  事實上在第16章21至20節
[00:07:11.300 --> 00:07:16.300]  在我們剛才的白色的highlighter
[00:07:16.300 --> 00:07:18.300]  那個powerpoint大家看到了
[00:07:18.300 --> 00:07:20.300]  這裡提及過兩個神明
[00:07:20.300 --> 00:07:24.300]  經文當中提及的亞瑟拉和處象
[00:07:24.300 --> 00:07:29.300]  其實正是代表當時迦南人所拜的女神亞瑟拉
[00:07:29.300 --> 00:07:32.300]  以及男神巴力
[00:07:32.300 --> 00:07:36.300]  而這兩個都是代表繁殖的神明
[00:07:36.300 --> 00:07:39.300]  相信大家都聽過和熟悉
[00:07:39.300 --> 00:07:42.300]  上帝很怕這些以色列人
[00:07:42.300 --> 00:07:44.300]  去到將來的迦南地
[00:07:44.300 --> 00:07:46.300]  會跟著那些外邦人的習俗
[00:07:46.300 --> 00:07:47.300]  去拜這些神
[00:07:47.300 --> 00:07:50.300]  所以在這裡講得清清楚楚
[00:07:50.300 --> 00:07:52.300]  一旦有人發現
[00:07:52.300 --> 00:07:53.300]  就要怎樣?
[00:07:53.300 --> 00:07:55.300]  舉報他
[00:07:55.300 --> 00:07:57.300]  大家可能一聽到舉報
[00:07:57.300 --> 00:07:59.300]  就會害怕
[00:07:59.300 --> 00:08:01.300]  用今天的例子
[00:08:01.300 --> 00:08:05.300]  如果我們聽到有弟兄或姐妹
[00:08:05.300 --> 00:08:07.300]  如果在敬拜其他神
[00:08:07.300 --> 00:08:09.300]  去拜星象的時候
[00:08:09.300 --> 00:08:12.300]  我們就要舉報他
[00:08:12.300 --> 00:08:14.300]  舉報他
[00:08:14.300 --> 00:08:18.300]  我不知道星期三晚上有沒有人
[00:08:18.300 --> 00:08:20.300]  有沒有人出去看月全食
[00:08:20.300 --> 00:08:23.300]  不過大家不用怕
[00:08:23.300 --> 00:08:24.300]  沒問題的
[00:08:24.300 --> 00:08:28.300]  因為我們不是在拜月亮
[00:08:28.300 --> 00:08:30.300]  不過我們回到經文這裡
[00:08:30.300 --> 00:08:34.300]  一旦有人發現有人敬拜別神
[00:08:34.300 --> 00:08:35.300]  就要怎樣?
[00:08:35.300 --> 00:08:37.300]  讓我們讀第四至第七節
[00:08:37.300 --> 00:08:39.300]  第四至第七節
[00:08:39.300 --> 00:08:40.300]  預備起
[00:08:40.300 --> 00:08:42.300]  有人告訴你
[00:08:42.300 --> 00:08:43.300]  你也聽見了
[00:08:43.300 --> 00:08:46.300]  就要細心探聽
[00:08:46.300 --> 00:08:48.300]  看那是真的
[00:08:48.300 --> 00:08:50.300]  確實有這可真的事
[00:08:50.300 --> 00:08:52.300]  在以色列中發生
[00:08:52.300 --> 00:08:56.300]  你就要將行者惡事的男人或女人
[00:08:56.300 --> 00:08:57.300]  拉到城門外
[00:08:57.300 --> 00:09:01.300]  用石頭把這男人或女人處死
[00:09:01.300 --> 00:09:05.300]  要憑兩個證人或三個證人的口
[00:09:05.300 --> 00:09:07.300]  才可以把他處死
[00:09:07.300 --> 00:09:11.300]  不可只憑一個證人的口處死他
[00:09:11.300 --> 00:09:12.300]  證人要先動手
[00:09:12.300 --> 00:09:16.300]  然後眾百姓動手把他處死
[00:09:16.300 --> 00:09:21.300]  這樣你就把惡從你中間除掉
[00:09:21.300 --> 00:09:24.300]  所以被告發的人應該怎樣處置
[00:09:24.300 --> 00:09:28.300]  第四節說要先細心探聽
[00:09:28.300 --> 00:09:32.300]  細心探聽即是正文的investigate
[00:09:32.300 --> 00:09:35.300]  仔細探查然後排除所有疑點
[00:09:35.300 --> 00:09:37.300]  才可以定罪
[00:09:37.300 --> 00:09:39.300]  其實這個處置的方法
[00:09:39.300 --> 00:09:44.300]  和第十三章經文非常類近
[00:09:44.300 --> 00:09:46.300]  當以色列人被誘惑
[00:09:46.300 --> 00:09:48.300]  去侍奉別的神的時候
[00:09:48.300 --> 00:09:50.300]  就要展開調查
[00:09:50.300 --> 00:09:53.300]  細心地詢問
[00:09:53.300 --> 00:09:55.300]  無論如何我們在這裡看見
[00:09:55.300 --> 00:09:58.300]  上帝對罪是毫不含糊的
[00:09:58.300 --> 00:10:00.300]  是很嚴重的
[00:10:00.300 --> 00:10:03.300]  當人要選擇去敬拜別的神的時候
[00:10:03.300 --> 00:10:06.300]  人要將他用石頭扔死
[00:10:06.300 --> 00:10:09.300]  其實為什麼呢
[00:10:09.300 --> 00:10:12.300]  為什麼好像這麼殘忍呢
[00:10:12.300 --> 00:10:15.300]  其實原因說了在第二節
[00:10:15.300 --> 00:10:19.300]  因為這樣做是違背了上帝的約
[00:10:19.300 --> 00:10:21.300]  違背了他的約
[00:10:21.300 --> 00:10:23.300]  當以色列人這樣做的時候
[00:10:23.300 --> 00:10:26.300]  其實就是違背了上帝和他們納的約
[00:10:26.300 --> 00:10:28.300]  上帝何等的看重
[00:10:28.300 --> 00:10:29.300]  他所納的約
[00:10:29.300 --> 00:10:31.300]  這個文約的關係
[00:10:31.300 --> 00:10:33.300]  無論在以色列
[00:10:33.300 --> 00:10:34.300]  還是上帝
[00:10:34.300 --> 00:10:36.300]  其實在這個文約裡面
[00:10:36.300 --> 00:10:39.300]  都有他的責任和角色
[00:10:39.300 --> 00:10:43.300]  而這個約章更早就在十誡裡面寫下了
[00:10:43.300 --> 00:10:46.300]  十誡裡面第一誡是什麼
[00:10:46.300 --> 00:10:50.300]  不可拜別的神
[00:10:50.300 --> 00:10:52.300]  相信在過去一段日子
[00:10:52.300 --> 00:10:55.300]  我們已經聽了很多這些律法
[00:10:55.300 --> 00:10:57.300]  我們不要拜偶像
[00:10:57.300 --> 00:10:59.300]  要遵守他的道
[00:10:59.300 --> 00:11:02.300]  而今天上帝再次跟我們說
[00:11:02.300 --> 00:11:05.300]  不要在敬拜的事上得罪上帝
[00:11:05.300 --> 00:11:07.300]  不要在敬拜的事上得罪上帝
[00:11:07.300 --> 00:11:09.300]  就像第七節那樣說
[00:11:09.300 --> 00:11:13.300]  要將惡從我們中間除掉
[00:11:13.300 --> 00:11:15.300]  其實惡是什麼呢
[00:11:15.300 --> 00:11:18.300]  其實就是任何違反上帝心意的行為
[00:11:18.300 --> 00:11:23.300]  那些不好啊 無益啊 不對的事
[00:11:23.300 --> 00:11:26.300]  所以我們在這裡可能會心想
[00:11:26.300 --> 00:11:29.300]  其實我們都真的沒有拜偶像
[00:11:29.300 --> 00:11:32.300]  每個星期六或日我們都回來崇拜
[00:11:32.300 --> 00:11:34.300]  甚至都很準時
[00:11:34.300 --> 00:11:36.300]  沒錯 我是真心很欣賞大家
[00:11:36.300 --> 00:11:39.300]  這麼早就回到教會當中聽到
[00:11:39.300 --> 00:11:42.300]  現在的門票畢竟都很難不爭的
[00:11:42.300 --> 00:11:44.300]  要訂門票的
[00:11:44.300 --> 00:11:45.300]  不過我想說的是
[00:11:45.300 --> 00:11:48.300]  我們會不會又為了敬拜
[00:11:48.300 --> 00:11:53.300]  加添了一些所謂附屬的意義呢
[00:11:53.300 --> 00:11:56.300]  加上了一些附加的功能呢
[00:11:56.300 --> 00:11:59.300]  很簡單的 我先說一個例子大家就明白了
[00:11:59.300 --> 00:12:02.300]  大家知道我在學清區服侍
[00:12:02.300 --> 00:12:05.300]  大家猜一猜當一班青少年人回來教會
[00:12:05.300 --> 00:12:07.300]  其實是為了什麼呢
[00:12:07.300 --> 00:12:13.300]  聽到的吧
[00:12:13.300 --> 00:12:16.300]  認識朋友啊 一起有個小組啊
[00:12:16.300 --> 00:12:18.300]  為了一些mentor啊
[00:12:18.300 --> 00:12:20.300]  可能一起打機啊
[00:12:20.300 --> 00:12:22.300]  聽不到
[00:12:22.300 --> 00:12:25.300]  去麥當勞吃早餐啊
[00:12:25.300 --> 00:12:27.300]  或者可能認識男生認識女生
[00:12:27.300 --> 00:12:28.300]  我不知道
[00:12:28.300 --> 00:12:30.300]  沒有的 我們教會不會的
[00:12:30.300 --> 00:12:32.300]  我們的教會青少年
[00:12:32.300 --> 00:12:35.300]  不過我們不知道
[00:12:35.300 --> 00:12:37.300]  其實他們的真正的想法
[00:12:37.300 --> 00:12:39.300]  是不是真的想來敬拜
[00:12:39.300 --> 00:12:41.300]  我們都真的不知道
[00:12:41.300 --> 00:12:44.300]  其實我自己成長在教會都是一樣
[00:12:44.300 --> 00:12:46.300]  我是所謂信二代
[00:12:46.300 --> 00:12:47.300]  我都是在教會成長
[00:12:47.300 --> 00:12:50.300]  但當時我在每個星期日回來教會
[00:12:50.300 --> 00:12:52.300]  我都不是為了崇拜
[00:12:52.300 --> 00:12:55.300]  我是為了起碼認識這位上帝
[00:12:55.300 --> 00:12:56.300]  可能我是為了
[00:12:56.300 --> 00:12:59.300]  小時候我就是為了星期日
[00:12:59.300 --> 00:13:01.300]  聽完主一學
[00:13:01.300 --> 00:13:02.300]  就是青少年的主一學
[00:13:02.300 --> 00:13:04.300]  然後我就可能想
[00:13:04.300 --> 00:13:05.300]  吃麥當勞
[00:13:05.300 --> 00:13:07.300]  好像剛才前度這樣說
[00:13:07.300 --> 00:13:09.300]  吃麥當勞然後就打乒乓球
[00:13:09.300 --> 00:13:12.300]  為了的是我那班朋友
[00:13:12.300 --> 00:13:15.300]  卻不是單純為了敬拜神
[00:13:15.300 --> 00:13:19.300]  原來這些所謂的宗教的消費主義
[00:13:19.300 --> 00:13:21.300]  或者這些我們叫做混合主義
[00:13:21.300 --> 00:13:25.300]  卻能夠成為我們和上帝的一些難阻
[00:13:25.300 --> 00:13:28.300]  上帝之間的一些隔膜
[00:13:28.300 --> 00:13:32.300]  讓敬拜變得不再那麼純粹
[00:13:32.300 --> 00:13:34.300]  不再那麼單純
[00:13:34.300 --> 00:13:36.300]  所以都讓我們想一下
[00:13:36.300 --> 00:13:40.300]  究竟我們回來教會的真正動機是什麼
[00:13:40.300 --> 00:13:41.300]  我們回來教會
[00:13:41.300 --> 00:13:43.300]  是不是就是為了有子女
[00:13:43.300 --> 00:13:44.300]  給子女有好的成長
[00:13:44.300 --> 00:13:46.300]  那個好的主一學
[00:13:46.300 --> 00:13:47.300]  好像VBS那樣
[00:13:47.300 --> 00:13:50.300]  多過單單來敬拜上帝呢
[00:13:50.300 --> 00:13:51.300]  不過不要誤會
[00:13:51.300 --> 00:13:53.300]  這一切其實都是好的
[00:13:53.300 --> 00:13:55.300]  那些東西其實真的很好
[00:13:55.300 --> 00:13:57.300]  不過值得我們思考的是
[00:13:57.300 --> 00:14:00.300]  例如我們去獻奉獻
[00:14:00.300 --> 00:14:03.300]  發現沒有收據的時候
[00:14:03.300 --> 00:14:05.300]  不能填上報稅表
[00:14:05.300 --> 00:14:07.300]  我們心裡面可能會這樣想
[00:14:07.300 --> 00:14:10.300]  會不會有一絲的猶豫呢
[00:14:10.300 --> 00:14:13.300]  求主去幫助我們
[00:14:13.300 --> 00:14:14.300]  讓我們的敬拜
[00:14:14.300 --> 00:14:16.300]  讓我們和神的關係
[00:14:16.300 --> 00:14:18.300]  能夠更加的單純
[00:14:18.300 --> 00:14:21.300]  能夠全心全意的去敬拜神
[00:14:21.300 --> 00:14:26.300]  當我們回到生命記第17章6-7節
[00:14:26.300 --> 00:14:29.300]  我們都發現一個很有趣的地方
[00:14:29.300 --> 00:14:31.300]  這裡說每一個案件
[00:14:31.300 --> 00:14:35.300]  要憑兩三個見證人才能定案
[00:14:35.300 --> 00:14:38.300]  免得有人惡意的誣告對方
[00:14:38.300 --> 00:14:40.300]  而且不單止是這樣
[00:14:40.300 --> 00:14:42.300]  當證據確鑿的時候
[00:14:42.300 --> 00:14:44.300]  誰會先動手處置他
[00:14:45.300 --> 00:14:48.300]  同樣都是那幾位的見證人
[00:14:48.300 --> 00:14:50.300]  他們先會扔石頭
[00:14:50.300 --> 00:14:53.300]  然後才輪到其他民眾
[00:14:53.300 --> 00:14:56.300]  其實這個次序又是代表什麼呢
[00:14:56.300 --> 00:15:02.300]  這個次序是代表他們的見證是真實的
[00:15:02.300 --> 00:15:06.300]  因為萬一他們的見證是假的話
[00:15:06.300 --> 00:15:09.300]  這個殺人的罪就歸到他們身上
[00:15:09.300 --> 00:15:13.300]  上帝會親自去追討他們的罪
[00:15:13.300 --> 00:15:16.300]  所以這裡告訴你
[00:15:16.300 --> 00:15:19.300]  見證人要負起他們的責任
[00:15:19.300 --> 00:15:20.300]  也因為這樣
[00:15:20.300 --> 00:15:23.300]  耶穌在新約裡面做了一件很顛覆性的事
[00:15:23.300 --> 00:15:24.300]  記得嗎
[00:15:24.300 --> 00:15:28.300]  他怎樣去審理犯奸淫的婦人呢
[00:15:28.300 --> 00:15:32.300]  他說如果有人覺得自己沒有罪
[00:15:32.300 --> 00:15:34.300]  就率先去扔石頭
[00:15:34.300 --> 00:15:39.300]  結果一個又一個離開現場
[00:15:39.300 --> 00:15:41.300]  所以這裡告訴我們
[00:15:41.300 --> 00:15:45.300]  我們不單要在敬拜的事上除掉惡行
[00:15:45.300 --> 00:15:47.300]  同樣我們的見證
[00:15:47.300 --> 00:15:51.300]  我們要在見證上保持正直
[00:15:51.300 --> 00:15:53.300]  保持公正
[00:15:53.300 --> 00:15:59.300]  我們再看之後的第二類案件
[00:15:59.300 --> 00:16:02.300]  我們邀請丁姊妹跟我一起讀第八第九節
[00:16:02.300 --> 00:16:04.300]  第八到第九節
[00:16:04.300 --> 00:16:05.300]  預備起
[00:16:05.300 --> 00:16:09.300]  你承中若有難以審判斷的案件
[00:16:09.300 --> 00:16:14.300]  涉及流血訴訟或毆打審訊的事
[00:16:14.300 --> 00:16:16.300]  你就要起來
[00:16:16.300 --> 00:16:17.300]  上到那裡
[00:16:17.300 --> 00:16:20.300]  又或你神所選擇的地方
[00:16:20.300 --> 00:16:24.300]  去見你未加的祭司和當時的審判官
[00:16:24.300 --> 00:16:25.300]  求問他們
[00:16:25.300 --> 00:16:29.300]  他們必將審決指示你
[00:16:29.300 --> 00:16:30.300]  這個第二類案件
[00:16:30.300 --> 00:16:33.300]  就是屬於一些難以判斷的案件
[00:16:33.300 --> 00:16:38.300]  當中包括一些流血訴訟和毆打的事件
[00:16:38.300 --> 00:16:42.300]  如果剛才的案件是和敬拜有關
[00:16:42.300 --> 00:16:44.300]  說的是我們和上帝的關係
[00:16:44.300 --> 00:16:48.300]  這裡說的是人與人之間所產生的問題
[00:16:48.300 --> 00:16:52.300]  其實上帝早就知道
[00:16:52.300 --> 00:16:55.300]  當這群以色列人進到迦南地的時候
[00:16:55.300 --> 00:16:57.300]  他們在人與人之間
[00:16:57.300 --> 00:16:59.300]  民族與民族之間
[00:16:59.300 --> 00:17:02.300]  將會產生很大的問題和嚴規
[00:17:02.300 --> 00:17:04.300]  而這裡說
[00:17:04.300 --> 00:17:06.300]  當問題一來到的時候
[00:17:06.300 --> 00:17:08.300]  上帝的子民就要起來
[00:17:08.300 --> 00:17:11.300]  並且上到上帝所指定的地方
[00:17:11.300 --> 00:17:13.300]  即是當時的聖殿
[00:17:13.300 --> 00:17:17.300]  然後要求問當時的祭司和審判官
[00:17:17.300 --> 00:17:21.300]  在這裡我們見到一個很清晰的分工
[00:17:21.300 --> 00:17:25.300]  就好像今天的地方法庭和高等法院的分別
[00:17:25.300 --> 00:17:29.300]  事實上經文在十六章第十八節已經說到
[00:17:29.300 --> 00:17:33.300]  上帝吩咐以色列人在各城中成立地方的法庭
[00:17:33.300 --> 00:17:35.300]  處理一般的民事案件
[00:17:35.300 --> 00:17:38.300]  不過如果遇到太複雜的案件的時候
[00:17:38.300 --> 00:17:41.300]  包括剛才所說的命案訴訟
[00:17:41.300 --> 00:17:43.300]  蓄意傷害等等
[00:17:43.300 --> 00:17:48.300]  就要交給中央法庭的法官和祭司去審理
[00:17:48.300 --> 00:17:50.300]  其實對於今天的我們
[00:17:50.300 --> 00:17:53.300]  這些事聽起來都真的平平無奇
[00:17:53.300 --> 00:17:58.300]  不過對於那群活在幾千年前的以色列人來說
[00:17:58.300 --> 00:18:00.300]  就完全不同了
[00:18:00.300 --> 00:18:04.300]  昔日他們遇上這些複雜的案件
[00:18:04.300 --> 00:18:06.300]  要怎麼處理
[00:18:06.300 --> 00:18:09.300]  他們將他們呈到摩西面前
[00:18:09.300 --> 00:18:11.300]  聽他的判決
[00:18:11.300 --> 00:18:15.300]  不過摩西總有一天會離開
[00:18:15.300 --> 00:18:18.300]  而將來當他們踏入曠野
[00:18:18.300 --> 00:18:21.300]  離開曠野去到這個迦南地的時候
[00:18:21.300 --> 00:18:27.300]  原來上帝早要為他們預備法律的保護和指引
[00:18:27.300 --> 00:18:30.300]  我們一起讀十七章十至十三節
[00:18:30.300 --> 00:18:32.300]  十七章十至十三節
[00:18:32.300 --> 00:18:34.300]  預備起
[00:18:34.300 --> 00:18:36.300]  (朗讀)
[00:18:36.300 --> 00:18:38.300]  (朗讀)
[00:18:38.300 --> 00:18:40.300]  (朗讀)
[00:18:40.300 --> 00:18:42.300]  (朗讀)
[00:18:43.300 --> 00:18:45.300]  (朗讀)
[00:18:45.300 --> 00:18:47.300]  (朗讀)
[00:18:47.300 --> 00:18:49.900]  所告訴你的典章去執行
[00:18:49.900 --> 00:18:52.300]  他們只是你的判決
[00:18:52.300 --> 00:18:54.700]  你不可偏離左右
[00:18:54.700 --> 00:18:57.140]  若有人擅自行事
[00:18:57.140 --> 00:19:00.100]  不聽從那士立在耶和華
[00:19:00.100 --> 00:19:02.740]  你神那裡侍奉的祭司
[00:19:02.740 --> 00:19:04.980]  或不聽從審判官
[00:19:04.980 --> 00:19:07.100]  那人就要處死
[00:19:07.100 --> 00:19:11.340]  這樣你就把惡從以色列中除掉
[00:19:11.340 --> 00:19:14.580]  眾百姓聽見了都不要害怕
[00:19:14.580 --> 00:19:17.660]  不再擅自行事了
[00:19:17.660 --> 00:19:21.460]  這幾句經文告訴我們兩件事
[00:19:21.460 --> 00:19:24.260]  第一 祭司和審判官
[00:19:24.260 --> 00:19:26.460]  要在神所選擇的地方
[00:19:26.460 --> 00:19:28.660]  即是聖殿作出判決
[00:19:28.660 --> 00:19:31.300]  因為他們所帶著的是上帝的權柄
[00:19:31.300 --> 00:19:33.860]  他們所說的是代表著上帝
