
[00:00:00.000 --> 00:00:01.240]  大家新春快樂
[00:08:03.560 --> 00:08:05.680]  要轉向我
[00:08:05.680 --> 00:08:09.360]  這裡彷彿的強調這是耶和華說的
[00:08:09.360 --> 00:08:12.400]  告訴他神從來沒有離開你們
[00:08:12.400 --> 00:08:16.480]  神願意來帶領你們迴轉到正路當中
[00:08:16.480 --> 00:08:20.680]  於是又這樣說了 你們迴轉向我的時候呢
[00:08:20.680 --> 00:08:22.720]  就怎麼樣啊
[00:08:22.720 --> 00:08:26.040]  我就轉向你們
[00:08:26.040 --> 00:08:29.080]  神的愛從來都沒有離開
[00:08:29.080 --> 00:08:31.440]  是你們自己要逃避
[00:08:32.120 --> 00:08:35.120]  現在神的一個應許讓你們
[00:08:35.120 --> 00:08:36.560]  被擄回歸以後
[00:08:36.560 --> 00:08:39.240]  希望你們可以迴轉
[00:08:39.240 --> 00:08:42.680]  你們轉向回來以後 神也就轉向
[00:08:42.680 --> 00:08:46.560]  回以色列民 這是神的心意
[00:08:46.560 --> 00:08:51.400]  那麼 神講到了這些過去的一個事件
[00:08:51.400 --> 00:08:55.600]  做了一個回顧 又講了神的心意以後呢
[00:08:55.600 --> 00:08:59.800]  就透過了八個啟示的內容嘛
[00:09:00.120 --> 00:09:03.160]  其實也就是要告訴我們以色列民
[00:09:03.160 --> 00:09:05.960]  現在應當如何來面對
[00:09:05.960 --> 00:09:09.320]  他們其實是舉足無措的
[00:09:09.320 --> 00:09:11.960]  回到他們熟悉的故土啦
[00:09:11.960 --> 00:09:15.400]  面對一些的廢墟 面對一些的根基
[00:09:15.400 --> 00:09:19.000]  船員斷壁的時候 我不知道應該怎麼樣做啦
[00:09:19.000 --> 00:09:23.120]  意象就來到了 現在應該怎麼做
[00:09:23.120 --> 00:09:26.000]  未來應該如何來面對
[00:09:26.000 --> 00:09:28.960]  神就告訴他們了 於是呢
[00:09:28.960 --> 00:09:32.960]  就再過了一個 又再過了第二年
[00:09:32.960 --> 00:09:36.480]  大流逝的第二年的11月了
[00:09:36.480 --> 00:09:38.400]  這個大概就是在
[00:09:38.400 --> 00:09:42.640]  主前519年的時候
[00:09:42.640 --> 00:09:46.640]  那麼如果我們看到這樣一個紀年的律法呢
[00:09:46.640 --> 00:09:48.960]  我們就會明白
[00:09:48.960 --> 00:09:52.960]  當時以色列民甚至被奴役的期間呢
[00:09:52.960 --> 00:09:56.960]  他們已經不記得他們自己的律法了
[00:09:56.960 --> 00:10:00.960]  按照了一個巴比倫的舊例
[00:10:00.960 --> 00:10:04.960]  波斯王當時統治的時候
[00:10:04.960 --> 00:10:08.960]  沿用的舊例 來數算了他們的年月
[00:10:08.960 --> 00:10:10.960]  這個話就臨到了他
[00:10:10.960 --> 00:10:12.960]  那究竟要做什麼事情呢
[00:10:12.960 --> 00:10:14.960]  所以開始呢 我們就要看了
[00:10:14.960 --> 00:10:18.960]  神讓以色列民要開始回應了 行動了
[00:10:18.960 --> 00:10:20.960]  所以第一個舉動
[00:10:20.960 --> 00:10:22.960]  第一個舉動嘛
[00:10:22.960 --> 00:10:24.960]  就是要調整視角
[00:10:24.960 --> 00:10:26.960]  看見神的心意
[00:10:26.960 --> 00:10:29.960]  的確在各樣的危難當中嘛
[00:10:29.960 --> 00:10:32.960]  我們人也很容易迷失
[00:10:32.960 --> 00:10:34.960]  看著周遭的恐懼
[00:10:34.960 --> 00:10:37.960]  看著外族的強盛
[00:10:37.960 --> 00:10:40.960]  也看到自己很多的不堪
[00:10:40.960 --> 00:10:44.960]  甚至著重的都是內心裡面的苦毒
[00:10:44.960 --> 00:10:46.960]  我不知道應該怎麼樣面對
[00:10:46.960 --> 00:10:49.960]  神就讓你調整視角
[00:10:49.960 --> 00:10:53.960]  看著神 看著神的心意
[00:10:53.960 --> 00:10:56.960]  所以這個時候呢 就看到了一隊的馬隊啊
[00:10:56.960 --> 00:10:58.960]  有人騎著一匹紅馬
[00:10:58.960 --> 00:11:00.960]  接著呢 這個馬隊裡面呢
[00:11:00.960 --> 00:11:02.960]  還有很多複數的馬啊
[00:11:02.960 --> 00:11:04.960]  有紅色的 褐色的 白色的馬
[00:11:04.960 --> 00:11:07.960]  這要告訴我們當時的以色列民
[00:11:07.960 --> 00:11:09.960]  你不是你被擄回歸
[00:11:09.960 --> 00:11:12.960]  那麼弱小的一個族群
[00:11:12.960 --> 00:11:17.960]  還有神 神的軍隊與你同在
[00:11:17.960 --> 00:11:20.960]  他當時不明白這個意思啊 大家記得
[00:11:20.960 --> 00:11:25.960]  神的一個意象呢 是讓人明白神的心意的
[00:11:25.960 --> 00:11:28.960]  所以他就問使者了 是什麼意思呢
[00:11:28.960 --> 00:11:31.960]  當時呢 這個人就回答他說了
[00:11:31.960 --> 00:11:36.960]  這是奉耶和華差遣 在遍地巡邏的
[00:11:36.960 --> 00:11:40.960]  有軍隊在巡邏 你應當安穩
[00:11:40.960 --> 00:11:42.960]  你覺得沒有安全感
[00:11:42.960 --> 00:11:46.960]  懲治你的七十年已經到了一個界限了
[00:11:46.960 --> 00:11:50.960]  這個時候呢 全地呢 都要安息平靜
[00:11:50.960 --> 00:11:55.960]  你要回到神的裡邊 重新再站立起來
[00:11:55.960 --> 00:11:58.960]  所以在這個時候呢 我們也可以看到啊
[00:11:58.960 --> 00:12:01.960]  馬的一個意象 馬的一個意象
[00:12:01.960 --> 00:12:06.960]  這裡呢 有翻十六樹 有低窪的土地
[00:12:06.960 --> 00:12:10.960]  其實如果我們是當時以色列民的群體啊
[00:12:10.960 --> 00:12:14.960]  你看到這樣一個景象就很容易的就明白過來
[00:12:14.960 --> 00:12:17.960]  啊 這樣一個果實的樹
[00:12:17.960 --> 00:12:21.960]  不就正正是象徵了我們自己嗎
[00:12:21.960 --> 00:12:24.960]  他為什麼在一個低窪的土地呢
[00:12:24.960 --> 00:12:28.960]  原來我們就是在一個被人所看不起
[00:12:28.960 --> 00:12:32.960]  被人所踐踏 被擄了以後我們身不由己
[00:12:32.960 --> 00:12:36.960]  又放回了自己的國土的一群的民眾
[00:12:36.960 --> 00:12:39.960]  這個時候軍隊就在我們的當中了
[00:12:39.960 --> 00:12:45.960]  所以要看到 神的力量就在以色列民的當中嘛
[00:12:45.960 --> 00:12:51.960]  所以在這裡呢 也是要首先看到一個視角的轉變
[00:12:51.960 --> 00:12:54.960]  我們很多時候在困境裡邊的時候呢
[00:12:54.960 --> 00:12:57.960]  都會容易迷失啊
[00:12:57.960 --> 00:13:03.960]  人所看到的都是辛苦 都是困難
[00:13:03.960 --> 00:13:05.960]  意象的一個原因呢
[00:13:05.960 --> 00:13:08.960]  也是讓當時的撒加利亞先知啊
[00:13:08.960 --> 00:13:13.960]  看到神讓他的族群要看到的景象
[00:13:13.960 --> 00:13:16.960]  神的轉圈 神的同在
[00:13:16.960 --> 00:13:19.960]  在去年呢 有一部電影啊
[00:13:19.960 --> 00:13:22.960]  我不知道各位弟兄姊妹有沒有看過啊
[00:13:22.960 --> 00:13:25.960]  這部電影叫做南京照相館啊
[00:13:25.960 --> 00:13:28.960]  有沒有弟兄姊妹看過 也有啊
[00:13:28.960 --> 00:13:30.960]  看過的不多啊
[00:13:30.960 --> 00:13:35.960]  這部電影呢 是以一個照相館的一個視角
[00:13:35.960 --> 00:13:40.960]  來看待當時日軍侵華
[00:13:40.960 --> 00:13:44.960]  攻佔南京城 要開展
[00:13:44.960 --> 00:13:48.960]  要開始這個南京大屠殺這樣一個罪行的一個
[00:13:48.960 --> 00:13:50.960]  歷史故事
[00:13:50.960 --> 00:13:53.960]  有很多小人物身不由己的
[00:13:53.960 --> 00:13:58.960]  大家的一些的掙扎 還有大家的一些的痛苦
[00:13:58.960 --> 00:14:01.960]  都在這個電影當中展現
[00:14:01.960 --> 00:14:04.960]  我記得其中一個角色啊
[00:14:04.960 --> 00:14:07.960]  他會一點日語
[00:14:07.960 --> 00:14:10.960]  就被抓去了 被日本人服務了
[00:14:10.960 --> 00:14:13.960]  那按照中國人的話呢 他就做了
[00:14:13.960 --> 00:14:15.960]  漢奸啊
[00:14:15.960 --> 00:14:17.960]  他其中有一個
[00:14:17.960 --> 00:14:20.960]  他自己很無奈的一句話的對白
[00:14:20.960 --> 00:14:22.960]  他是這樣說的
[00:14:22.960 --> 00:14:25.960]  日本軍隊這麼強大
[00:14:25.960 --> 00:14:28.960]  怎麼可能贏得過他
[00:14:28.960 --> 00:14:33.960]  他那個時候看到的是外在勢力的強大和恐懼
[00:14:33.960 --> 00:14:35.960]  任由他們施下暴行
[00:14:35.960 --> 00:14:38.960]  要殺就殺 要剮就剮
[00:14:38.960 --> 00:14:41.960]  生命都不掌握在自己的手中
[00:14:41.960 --> 00:14:44.960]  他也看到的是同胞的軟弱
[00:14:44.960 --> 00:14:48.960]  不團結 手無寸鐵
[00:14:48.960 --> 00:14:51.960]  各自都是流離失所
[00:14:51.960 --> 00:14:55.960]  但他在那個時候他看不到其實在日本的國內
[00:14:55.960 --> 00:14:58.960]  財政啊 各樣已經出現了危機的
[00:14:58.960 --> 00:15:02.960]  他也看不到其實有正義的力量的
[00:15:02.960 --> 00:15:05.960]  他更加看不到其實整個抗戰的力量
[00:15:05.960 --> 00:15:10.960]  已經在全中國的當中開始醞釀 開始集結
[00:15:10.960 --> 00:15:13.960]  所以呢 也是我們當時啊
[00:15:13.960 --> 00:15:16.960]  如果在困境當中
[00:15:16.960 --> 00:15:19.960]  身處於一個災難底下
[00:15:19.960 --> 00:15:22.960]  一個小角色的一個寫照
[00:15:22.960 --> 00:15:25.960]  他那個時候他也沒辦法來描述他
[00:15:25.960 --> 00:15:28.960]  有什麼信仰的 沒有辦法描述
[00:15:28.960 --> 00:15:32.960]  那對於屬神的兒女來說
[00:15:32.960 --> 00:15:35.960]  我們在如此的困境當中
[00:15:35.960 --> 00:15:40.960]  是否看到神和我們同在呢
[00:15:40.960 --> 00:15:43.960]  是否被提醒到
[00:15:43.960 --> 00:15:46.960]  原來是我們一些的過犯
[00:15:46.960 --> 00:15:49.960]  以至於甚至是祖先的過犯
[00:15:49.960 --> 00:15:52.960]  受到了神的管教了呢
[00:15:52.960 --> 00:15:56.960]  有沒有覺察到上帝的這份愛的心意
[00:15:56.960 --> 00:16:00.960]  原來是要我們回轉了呢
[00:16:00.960 --> 00:16:04.960]  所以那個時候當時的先知和他的民眾
[00:16:04.960 --> 00:16:07.960]  也處於人生的低谷裡面
[00:16:07.960 --> 00:16:09.960]  神的力量就介入了
[00:16:09.960 --> 00:16:12.960]  讓他們看到了其間的異象
[00:16:12.960 --> 00:16:14.960]  異象中有一些的紙袋啊
[00:16:14.960 --> 00:16:16.960]  其中很明顯的
[00:16:16.960 --> 00:16:19.960]  一看他們的民眾就會明白的
[00:16:19.960 --> 00:16:22.960]  翻十六述就象徵了神的百姓
[00:16:22.960 --> 00:16:24.960]  就是講的他們自己
[00:16:24.960 --> 00:16:28.960]  挖地呢 講到的不單是他們一個
[00:16:28.960 --> 00:16:31.960]  地位處境的卑微啊
[00:16:31.960 --> 00:16:33.960]  更加講到的他們是一個
[00:16:33.960 --> 00:16:37.960]  屬靈觀景的低落
[00:16:37.960 --> 00:16:40.960]  沒辦法了 被列祖統治
[00:16:40.960 --> 00:16:44.960]  甚至屬靈觀景還出現了懷疑
[00:16:44.960 --> 00:16:47.960]  我們的神啊 你去了哪裡
[00:16:47.960 --> 00:16:49.960]  列祖做了這樣的暴行
[00:16:49.960 --> 00:16:52.960]  你竟然不管不顧了嗎
[00:16:52.960 --> 00:16:54.960]  於是神就用這樣一個意象
[00:16:54.960 --> 00:16:56.960]  來回答他們的民眾嘛
[00:16:56.960 --> 00:17:00.960]  其間呢 還有講到神的掌權
[00:17:00.960 --> 00:17:04.960]  其中就是遍地巡邏啊
[00:17:04.960 --> 00:17:07.960]  看哪 全地都要安息平靜
[00:17:07.960 --> 00:17:09.960]  神和你們同在
[00:17:09.960 --> 00:17:13.960]  不要懼怕 不要憂傷
[00:17:13.960 --> 00:17:15.960]  但是很多時候呢
[00:17:15.960 --> 00:17:17.960]  我們現在在一個高的視角
[00:17:17.960 --> 00:17:19.960]  我們就可以看到
[00:17:19.960 --> 00:17:21.960]  神有祂的工作
[00:17:21.960 --> 00:17:25.960]  但是身處於一個困境裡面的
[00:17:25.960 --> 00:17:29.960]  人的一個小角色來說呢
[00:17:29.960 --> 00:17:31.960]  會很難 很難啊
[00:17:31.960 --> 00:17:34.960]  很難看到一個大的局限
[00:17:34.960 --> 00:17:36.960]  甚至很多時候呢
[00:17:36.960 --> 00:17:39.960]  也會成為你和我
[00:17:39.960 --> 00:17:43.960]  我們基督徒啊 神兒女的挑戰
[00:17:43.960 --> 00:17:44.960]  是不是很多時候
[00:17:44.960 --> 00:17:46.960]  我們都記不得神的時間了
[00:17:46.960 --> 00:17:48.960]  神的安排了
[00:17:48.960 --> 00:17:50.960]  我們的心目中都只有
[00:17:50.960 --> 00:17:52.960]  公司的時間
[00:17:52.960 --> 00:17:54.960]  什麼時候要報稅期啊
[00:17:54.960 --> 00:17:57.960]  什麼時候要開股東大會啊
[00:17:57.960 --> 00:17:59.960]  什麼時候要開我們的
[00:17:59.960 --> 00:18:02.960]  各樣的一些的產品發布會啊
[00:18:02.960 --> 00:18:05.960]  就像我們當時的一些的
[00:18:05.960 --> 00:18:06.960]  列明的群眾
[00:18:06.960 --> 00:18:08.960]  紀念的方法都不是按照
[00:18:08.960 --> 00:18:12.960]  自己的紀念方法來安排來紀念了
[00:18:12.960 --> 00:18:13.960]  是不是我們已經被
[00:18:13.960 --> 00:18:15.960]  其他各樣的安排
[00:18:15.960 --> 00:18:16.960]  來引領著我們的
[00:18:16.960 --> 00:18:19.960]  各項的時間表了
[00:18:19.960 --> 00:18:24.960]  孩子各樣的學習 考試
[00:18:24.960 --> 00:18:26.960]  興趣班
[00:18:26.960 --> 00:18:28.960]  而忘了在背後啊
[00:18:28.960 --> 00:18:31.960]  神的展拳和神的愛
[00:18:31.960 --> 00:18:32.960]  神要對我們每個人
[00:18:32.960 --> 00:18:33.960]  每個家庭
[00:18:33.960 --> 00:18:36.960]  每個孩子的托舉
[00:18:36.960 --> 00:18:40.960]  忘記了跟隨神的一個帶領
[00:18:40.960 --> 00:18:41.960]  甚至有些時候啊
[00:18:41.960 --> 00:18:43.960]  我們的眼目被遮蔽
[00:18:43.960 --> 00:18:46.960]  只看見了眼前的困難
[00:18:46.960 --> 00:18:48.960]  見面都是說啊
[00:18:48.960 --> 00:18:51.960]  哎呀 最近這個大環境不太好啊
[00:18:51.960 --> 00:18:54.960]  或者身邊又在說了啊
[00:18:54.960 --> 00:18:58.960]  最近某某貴金屬的價格
[00:18:58.960 --> 00:19:00.960]  漲了啊 又跌了啊
[00:19:00.960 --> 00:19:03.960]  心情也好像隨著
[00:19:03.960 --> 00:19:06.960]  世界的各樣的一些的舉動
[00:19:06.960 --> 00:19:08.960]  來影響了我們的心情
[00:19:08.960 --> 00:19:11.960]  所以在這樣一些的局勢
[00:19:11.960 --> 00:19:12.960]  變換當中呢
[00:19:12.960 --> 00:19:15.960]  神就讓我們調整視角
[00:19:15.960 --> 00:19:18.960]  看著神 看著神的心意
[00:19:18.960 --> 00:19:19.960]  還有第二個呢
[00:19:19.960 --> 00:19:22.960]  叫心裡火熱啊
[00:19:22.960 --> 00:19:23.960]  心裡火熱
[00:19:23.960 --> 00:19:25.960]  看到了還不足夠
[00:19:25.960 --> 00:19:27.960]  你心裡沒有改變
[00:19:27.960 --> 00:19:29.960]  還是沒有辦法啊
[00:19:29.960 --> 00:19:31.960]  心裡火熱呢
[00:19:31.960 --> 00:19:34.960]  要進入上帝的宮門
[00:19:34.960 --> 00:19:36.960]  進入上帝的寺宮
[00:19:36.960 --> 00:19:37.960]  這個時候呢
[00:19:37.960 --> 00:19:39.960]  我們看第十二節啊
[00:19:39.960 --> 00:19:41.960]  看第十二節
[00:19:41.960 --> 00:19:42.960]  我們也看到
[00:19:42.960 --> 00:19:43.960]  當時的以色列民
[00:19:43.960 --> 00:19:45.960]  出現的一些的埋怨
[00:19:45.960 --> 00:19:47.960]  你不失憐憫
[00:19:47.960 --> 00:19:50.960]  要到幾時呢
[00:19:50.960 --> 00:19:53.960]  神就用了美善安慰的話
[00:19:53.960 --> 00:19:55.960]  回答他了
[00:19:55.960 --> 00:19:56.960]  極其的安慰
[00:19:56.960 --> 00:19:58.960]  充滿了愛啊
[00:19:58.960 --> 00:20:00.960]  回答了天使啊
[00:20:00.960 --> 00:20:02.960]  這裡呢 有一個詞啊
