
[00:00:00.000 --> 00:00:02.800]  好 弟兄姐妹們 主內平安
[00:03:46.820 --> 00:03:48.820]  願我口中的話語
[00:03:48.820 --> 00:03:50.820]  眾弟兄姊妹的心懷意念
[00:03:50.820 --> 00:03:52.820]  都得蒙天父上帝
[00:03:52.820 --> 00:03:54.820]  你的願啊
[00:03:54.820 --> 00:03:56.820]  同心禱告
[00:03:56.820 --> 00:03:58.820]  那麼
[00:03:58.820 --> 00:04:00.820]  分成三個層次來看
[00:04:00.820 --> 00:04:02.820]  我們怎麼樣在生命當中
[00:04:02.820 --> 00:04:04.820]  來數算神的恩典呢
[00:04:04.820 --> 00:04:06.820]  首先呢
[00:04:06.820 --> 00:04:08.820]  就是第一項啊
[00:04:08.820 --> 00:04:10.820]  最重要的一項
[00:04:10.820 --> 00:04:12.820]  數算上帝的賜予
[00:04:12.820 --> 00:04:14.820]  在經文當中呢很明顯
[00:04:14.820 --> 00:04:16.820]  上帝就是神所賜予的
[00:04:16.820 --> 00:04:18.820]  終於
[00:04:18.820 --> 00:04:20.820]  透過不同的征戰
[00:04:20.820 --> 00:04:22.820]  取得拿到了
[00:04:22.820 --> 00:04:24.820]  在十二章的時候呢
[00:04:24.820 --> 00:04:26.820]  分別來回顧的時候
[00:04:26.820 --> 00:04:28.820]  看到了其中的艱辛
[00:04:28.820 --> 00:04:30.820]  不容易更加看到
[00:04:30.820 --> 00:04:32.820]  上帝厚賜的
[00:04:32.820 --> 00:04:34.820]  恩典首先我們
[00:04:34.820 --> 00:04:36.820]  來看經文啊在第一節
[00:04:36.820 --> 00:04:38.820]  就講了
[00:04:38.820 --> 00:04:40.820]  他以約旦河做了一個分界啊
[00:04:40.820 --> 00:04:42.820]  約旦河外
[00:04:42.820 --> 00:04:44.820]  向日出之地
[00:04:44.820 --> 00:04:46.820]  約旦河以哪個方向啊
[00:04:46.820 --> 00:04:48.820]  日出之外是
[00:04:48.820 --> 00:04:50.820]  以東啊
[00:04:50.820 --> 00:04:52.820]  日出之地就是我的這個
[00:04:52.820 --> 00:04:54.820]  左手邊的這個地方啊
[00:04:54.820 --> 00:04:56.820]  講到的是
[00:04:56.820 --> 00:04:58.820]  這個亞嫩古直到
[00:04:58.820 --> 00:05:00.820]  黑門山啊
[00:05:00.820 --> 00:05:02.820]  由南向北的這樣一個地界
[00:05:02.820 --> 00:05:04.820]  其實還沒有真正的
[00:05:04.820 --> 00:05:06.820]  進入陰曦之地啊
[00:05:06.820 --> 00:05:08.820]  陰曦之地那個時候是
[00:05:08.820 --> 00:05:10.820]  摩西還在帶領啊
[00:05:10.820 --> 00:05:12.820]  摩西還在帶領
[00:05:12.820 --> 00:05:14.820]  經歷呢主要是對兩個王的戰役
[00:05:14.820 --> 00:05:16.820]  那個時候呢
[00:05:16.820 --> 00:05:18.820]  是兩場被動式的
[00:05:18.820 --> 00:05:20.820]  征戰
[00:05:20.820 --> 00:05:22.820]  以至於呢可以
[00:05:22.820 --> 00:05:24.820]  得到這個地界
[00:05:24.820 --> 00:05:26.820]  得到了這個地界
[00:05:26.820 --> 00:05:28.820]  由南往北的這個地界
[00:05:28.820 --> 00:05:30.820]  以至於呢在這個時候
[00:05:30.820 --> 00:05:32.820]  就有一個人物
[00:05:32.820 --> 00:05:34.820]  先進入了
[00:05:34.820 --> 00:05:36.820]  瞻節當中啊
[00:05:36.820 --> 00:05:38.820]  這個人呢就是
[00:05:38.820 --> 00:05:40.820]  誰啊
[00:05:40.820 --> 00:05:42.820]  摩西
[00:05:42.820 --> 00:05:44.820]  摩西當時呢他已經經過了
[00:05:44.820 --> 00:05:46.820]  這兩場重要的一個
[00:05:46.820 --> 00:05:48.820]  兩個王的一個戰役以後呢
[00:05:48.820 --> 00:05:50.820]  他完成了自己的使命
[00:05:50.820 --> 00:05:52.820]  他沒有能夠進入到
[00:05:52.820 --> 00:05:54.820]  神所
[00:05:54.820 --> 00:05:56.820]  吩咐的陰曦之地啊
[00:05:56.820 --> 00:05:58.820]  但是呢神還是給了他恩典啊
[00:05:58.820 --> 00:06:00.820]  可以在一個山上面
[00:06:00.820 --> 00:06:02.820]  窺探這地
[00:06:02.820 --> 00:06:04.820]  看一看這地
[00:06:04.820 --> 00:06:06.820]  表明神交給他的任務
[00:06:06.820 --> 00:06:08.820]  已經完成了
[00:06:08.820 --> 00:06:10.820]  摩西啊摩西
[00:06:10.820 --> 00:06:12.820]  接下來再看呢
[00:06:12.820 --> 00:06:14.820]  就是約旦河西啊
[00:06:14.820 --> 00:06:16.820]  就是我的右手邊啊
[00:06:16.820 --> 00:06:18.820]  約旦河在中間啊
[00:06:18.820 --> 00:06:20.820]  約旦河西
[00:06:20.820 --> 00:06:22.820]  講的這個地方呢是叫做
[00:06:22.820 --> 00:06:24.820]  尼巴嫩的平
[00:06:24.820 --> 00:06:26.820]  尼巴嫩的平原
[00:06:26.820 --> 00:06:28.820]  巴利加德的這個地方啊
[00:06:28.820 --> 00:06:30.820]  直到上西亞的哈拉山
[00:06:30.820 --> 00:06:32.820]  這個時候呢
[00:06:32.820 --> 00:06:34.820]  又從北
[00:06:34.820 --> 00:06:36.820]  向南來數算了啊
[00:06:36.820 --> 00:06:38.820]  這個地界
[00:06:38.820 --> 00:06:40.820]  都已經得到了
[00:06:40.820 --> 00:06:42.820]  都已經得到了
[00:06:42.820 --> 00:06:44.820]  不斷的在看這些地界的時候呢
[00:06:44.820 --> 00:06:46.820]  就感恩於神
[00:06:46.820 --> 00:06:48.820]  是神所賜予
[00:06:48.820 --> 00:06:50.820]  以色列民的
[00:06:50.820 --> 00:06:52.820]  這個時候呢又出現了一個人物啊
[00:06:52.820 --> 00:06:54.820]  這個人物呢是摩西的
[00:06:54.820 --> 00:06:56.820]  一個接班人
[00:06:56.820 --> 00:06:58.820]  這個人是誰啊
[00:06:58.820 --> 00:07:00.820]  約書亞對哈約書亞
[00:07:00.820 --> 00:07:02.820]  到了第七節的時候就說了
[00:07:02.820 --> 00:07:04.820]  約書亞和以色列人
[00:07:04.820 --> 00:07:06.820]  等等在約旦河西
[00:07:06.820 --> 00:07:08.820]  等等的地界
[00:07:08.820 --> 00:07:10.820]  在這張經文裡邊呢
[00:07:10.820 --> 00:07:12.820]  我們看到了
[00:07:12.820 --> 00:07:14.820]  是神的帶領啊
[00:07:14.820 --> 00:07:16.820]  首先神的僕人摩西啊
[00:07:16.820 --> 00:07:18.820]  然後又看到了傳承
[00:07:18.820 --> 00:07:20.820]  摩西到誰啊
[00:07:20.820 --> 00:07:22.820]  約書亞傳承
[00:07:22.820 --> 00:07:24.820]  然後在領袖
[00:07:24.820 --> 00:07:26.820]  帶領之下
[00:07:26.820 --> 00:07:28.820]  這個時候是約書亞啦
[00:07:28.820 --> 00:07:30.820]  很重要領袖
[00:07:30.820 --> 00:07:32.820]  這個一個人能不能夠得勝啊
[00:07:32.820 --> 00:07:34.820]  不行啊
[00:07:34.820 --> 00:07:36.820]  還有看到一個群體啊
[00:07:36.820 --> 00:07:38.820]  約書亞和
[00:07:38.820 --> 00:07:40.820]  以色列人一起
[00:07:40.820 --> 00:07:42.820]  把這個地方的
[00:07:42.820 --> 00:07:44.820]  諸王把他擊殺了
[00:07:44.820 --> 00:07:46.820]  於是取得了
[00:07:46.820 --> 00:07:48.820]  這些的地界
[00:07:48.820 --> 00:07:50.820]  於是乎呢在祭祝這些地民的時候啊
[00:07:50.820 --> 00:07:52.820]  就不停的在
[00:07:52.820 --> 00:07:54.820]  數算恩典了
[00:07:54.820 --> 00:07:56.820]  這些地民呢對於以色列民
[00:07:56.820 --> 00:07:58.820]  何等的重要
[00:07:58.820 --> 00:08:00.820]  因為在他們
[00:08:00.820 --> 00:08:02.820]  出了埃及過紅海
[00:08:02.820 --> 00:08:04.820]  在曠野四十年的時候
[00:08:04.820 --> 00:08:06.820]  不停的這塊地
[00:08:06.820 --> 00:08:08.820]  就在他們的群體當中
[00:08:08.820 --> 00:08:10.820]  在呼應
[00:08:10.820 --> 00:08:12.820]  他們在兜兜轉轉的一個方向裡邊
[00:08:12.820 --> 00:08:14.820]  為的就是要尋找到
[00:08:14.820 --> 00:08:16.820]  這塊地
[00:08:16.820 --> 00:08:18.820]  以至於呢現在在
[00:08:18.820 --> 00:08:20.820]  數算到這段地的時候
[00:08:20.820 --> 00:08:22.820]  就從當時摩西帶領
[00:08:22.820 --> 00:08:24.820]  過紅海啊
[00:08:24.820 --> 00:08:26.820]  現在又過了這個約旦河了
[00:08:26.820 --> 00:08:28.820]  進入這地奪取了以後
[00:08:28.820 --> 00:08:30.820]  在數算恩典的時候
[00:08:30.820 --> 00:08:32.820]  就很清楚的
[00:08:32.820 --> 00:08:34.820]  明白神的作為
[00:08:34.820 --> 00:08:36.820]  因為他們是親歷
[00:08:36.820 --> 00:08:38.820]  知道的
[00:08:38.820 --> 00:08:40.820]  如果我們只是不明白當時的一些
[00:08:40.820 --> 00:08:42.820]  的地界啊
[00:08:42.820 --> 00:08:44.820]  當時以色列民他們的處境征戰的話呢
[00:08:44.820 --> 00:08:46.820]  就會很容易
[00:08:46.820 --> 00:08:48.820]  不知道在講個
[00:08:48.820 --> 00:08:50.820]  什麼東西啊然後以至於
[00:08:50.820 --> 00:08:52.820]  很容易放困的原因就會在這
[00:08:52.820 --> 00:08:54.820]  如果有經文的
[00:08:54.820 --> 00:08:56.820]  聯繫在有我們
[00:08:56.820 --> 00:08:58.820]  生命和神的呼應的話
[00:08:58.820 --> 00:09:00.820]  你會感受到神
[00:09:00.820 --> 00:09:02.820]  不停的恩典在我們當中嗎
[00:09:02.820 --> 00:09:04.820]  那麼同樣
[00:09:04.820 --> 00:09:06.820]  我們在獻上感恩的時候呢
[00:09:06.820 --> 00:09:08.820]  我們也在感謝
[00:09:08.820 --> 00:09:10.820]  上帝所在我們生命
[00:09:10.820 --> 00:09:12.820]  當中各樣的
[00:09:12.820 --> 00:09:14.820]  賞賜
[00:09:14.820 --> 00:09:16.820]  上帝有什麼賞賜在我們的生命中呢
[00:09:16.820 --> 00:09:18.820]  比如讓我們有
[00:09:18.820 --> 00:09:20.820]  生命的氣息
[00:09:20.820 --> 00:09:22.820]  讓我們有工作
[00:09:22.820 --> 00:09:24.820]  讓我們有家人
[00:09:24.820 --> 00:09:26.820]  甚至有的還會有產業
[00:09:26.820 --> 00:09:28.820]  孩子讓我們活出了
[00:09:28.820 --> 00:09:30.820]  這份愛在我們的生命當中
[00:09:30.820 --> 00:09:32.820]  都是神所賜予的
[00:09:32.820 --> 00:09:34.820]  當我們歸於神之下
[00:09:34.820 --> 00:09:36.820]  的時候呢神還讓我們
[00:09:36.820 --> 00:09:38.820]  因著神的靈啊
[00:09:38.820 --> 00:09:40.820]  活出屬神的聖靈
[00:09:40.820 --> 00:09:42.820]  九國啊聖靈九國
[00:09:42.820 --> 00:09:44.820]  屬聖靈的東西
[00:09:44.820 --> 00:09:46.820]  可以活出來啊
[00:09:46.820 --> 00:09:48.820]  以至於我們的生命不再
[00:09:48.820 --> 00:09:50.820]  一樣啊那麼大家
[00:09:50.820 --> 00:09:52.820]  不要只是想到賜予的時候呢
[00:09:52.820 --> 00:09:54.820]  就會滿心的覺得
[00:09:54.820 --> 00:09:56.820]  哎呀好像一份禮物
[00:09:56.820 --> 00:09:58.820]  歡歡喜喜的得到
[00:09:58.820 --> 00:10:00.820]  滿有開心啊
[00:10:00.820 --> 00:10:02.820]  有的時候這份禮物
[00:10:02.820 --> 00:10:04.820]  卻不是那麼
[00:10:04.820 --> 00:10:06.820]  容易可以承接的啊
[00:10:06.820 --> 00:10:08.820]  例如馬上要過聖誕節了啊
[00:10:08.820 --> 00:10:10.820]  大家身邊有
[00:10:10.820 --> 00:10:12.820]  小朋友的可以想像
[00:10:12.820 --> 00:10:14.820]  一下想像一下
[00:10:14.820 --> 00:10:16.820]  嘗試一下
[00:10:16.820 --> 00:10:18.820]  你用一份包裝精美的禮物
[00:10:18.820 --> 00:10:20.820]  給到孩子
[00:10:20.820 --> 00:10:22.820]  孩子滿心的快樂
[00:10:22.820 --> 00:10:24.820]  開心啊
[00:10:24.820 --> 00:10:26.820]  哎呀好開心啊收到禮物
[00:10:26.820 --> 00:10:28.820]  滿懷期待的打開盒子以後
[00:10:28.820 --> 00:10:30.820]  發現是一份功課啊
[00:10:30.820 --> 00:10:32.820]  對他生命有利的
[00:10:32.820 --> 00:10:34.820]  啊這是一份功課
[00:10:34.820 --> 00:10:36.820]  習題啊
[00:10:36.820 --> 00:10:38.820]  還不少啊你想一想孩子的
[00:10:38.820 --> 00:10:40.820]  反應是什麼啊
[00:10:40.820 --> 00:10:42.820]  啊怎麼是這樣啊
[00:10:42.820 --> 00:10:44.820]  就像神給我們的生命當中
[00:10:44.820 --> 00:10:46.820]  有很多的賞賜
[00:10:46.820 --> 00:10:48.820]  是我們會很開心的
[00:10:48.820 --> 00:10:50.820]  但是很多的一些
[00:10:50.820 --> 00:10:52.820]  的賞賜呢
[00:10:52.820 --> 00:10:54.820]  卻讓我們要用神的
[00:10:54.820 --> 00:10:56.820]  方法用神的
[00:10:56.820 --> 00:10:58.820]  態度方式神的
[00:10:58.820 --> 00:11:00.820]  教養來到承接
[00:11:00.820 --> 00:11:02.820]  的這些賞賜不容易
[00:11:02.820 --> 00:11:04.820]  但是讓我們
[00:11:04.820 --> 00:11:06.820]  付上代價以後
[00:11:06.820 --> 00:11:08.820]  讓恩典可以真正的成為
[00:11:08.820 --> 00:11:10.820]  恩典啊不容易
[00:11:10.820 --> 00:11:12.820]  但是讓我們可以很好的
[00:11:12.820 --> 00:11:14.820]  承接所以
[00:11:14.820 --> 00:11:16.820]  第一個功課呢就是要
[00:11:16.820 --> 00:11:18.820]  數算上帝的賜予啊
[00:11:18.820 --> 00:11:20.820]  第二個呢講到那些
[00:11:20.820 --> 00:11:22.820]  王的時候呢就要
[00:11:22.820 --> 00:11:24.820]  感恩上帝的除去
[00:11:24.820 --> 00:11:26.820]  拿走也是一份
[00:11:26.820 --> 00:11:28.820]  很大的賜福啊
[00:11:28.820 --> 00:11:30.820]  在這裡呢羅列了
[00:11:30.820 --> 00:11:32.820]  很多以前
[00:11:32.820 --> 00:11:34.820]  霸佔了神要
[00:11:34.820 --> 00:11:36.820]  這個土地的王
[00:11:36.820 --> 00:11:38.820]  在第二節開始呢就開始
[00:11:38.820 --> 00:11:40.820]  講到了啊有西石本
[00:11:40.820 --> 00:11:42.820]  雅摩地人的王
[00:11:42.820 --> 00:11:44.820]  西弘有一個王
[00:11:44.820 --> 00:11:46.820]  然後還有呢
[00:11:46.820 --> 00:11:48.820]  巴山的王叫
[00:11:48.820 --> 00:11:50.820]  一個字
[00:11:50.820 --> 00:11:52.820]  那麼分別我們如果來看
[00:11:52.820 --> 00:11:54.820]  這個生命記的時候呢就可以看到
[00:11:54.820 --> 00:11:56.820]  其實當時的征戰呢
[00:11:56.820 --> 00:11:58.820]  也不容易啊
[00:11:58.820 --> 00:12:00.820]  但是在征戰的背後呢
[00:12:00.820 --> 00:12:02.820]  神其實不斷地在教導
[00:12:02.820 --> 00:12:04.820]  摩西在教導
[00:12:04.820 --> 00:12:06.820]  特別的生命功課
[00:12:06.820 --> 00:12:08.820]  例如
[00:12:08.820 --> 00:12:10.820]  在打西弘打了以後呢
[00:12:10.820 --> 00:12:12.820]  讓摩西學到了一個功課
[00:12:12.820 --> 00:12:14.820]  就是
[00:12:14.820 --> 00:12:16.820]  沒有攻不下的城池
[00:12:16.820 --> 00:12:18.820]  這座城池很高啊
[00:12:18.820 --> 00:12:20.820]  很難攻取的
[00:12:20.820 --> 00:12:22.820]  但是就算這麼難
[00:12:22.820 --> 00:12:24.820]  攻取的一座城池
[00:12:24.820 --> 00:12:26.820]  最後因著神已經把他交在了
[00:12:26.820 --> 00:12:28.820]  以色列民的手裡的時候
[00:12:28.820 --> 00:12:30.820]  他們可以攻取下來了
[00:12:30.820 --> 00:12:32.820]  讓他學到了第一個功課
[00:12:32.820 --> 00:12:34.820]  沒有攻不下的城池
[00:12:34.820 --> 00:12:36.820]  接下來在生命記的
[00:12:36.820 --> 00:12:38.820]  第三章打到了這個
[00:12:38.820 --> 00:12:40.820]  巴山王鱷的時候呢
[00:12:40.820 --> 00:12:42.820]  有一個形容這個鱷的一些
[00:12:42.820 --> 00:12:44.820]  附加的材料
[00:12:44.820 --> 00:12:46.820]  讓我們可以明白
[00:12:46.820 --> 00:12:48.820]  這個鱷的一個特別的特徵
[00:12:48.820 --> 00:12:50.820]  他形容他的船
[00:12:50.820 --> 00:12:52.820]  是鐵做的
[00:12:52.820 --> 00:12:54.820]  非常的長也非常的寬
[00:12:54.820 --> 00:12:56.820]  這個呢
[00:12:56.820 --> 00:12:58.820]  就是要形容這個巴山王
[00:12:58.820 --> 00:13:00.820]  這個鱷啊
[00:13:00.820 --> 00:13:02.820]  他是一個
[00:13:02.820 --> 00:13:04.820]  孔武有力的巨人
[00:13:04.820 --> 00:13:06.820]  孔武有力的巨人
[00:13:06.820 --> 00:13:08.820]  但是呢
[00:13:08.820 --> 00:13:10.820]  因著神已經把他交在了
[00:13:10.820 --> 00:13:12.820]  以色列民的手中
[00:13:12.820 --> 00:13:14.820]  就讓摩西和以色列民又學到了
[00:13:14.820 --> 00:13:16.820]  一個功課
[00:13:16.820 --> 00:13:18.820]  就是沒有打不倒的巨人
[00:13:18.820 --> 00:13:20.820]  沒有打不倒的巨人
[00:13:20.820 --> 00:13:22.820]  雖然很困難
[00:13:22.820 --> 00:13:24.820]  城牆啊
[00:13:24.820 --> 00:13:26.820]  高很困難
[00:13:26.820 --> 00:13:28.820]  巨人很高大很困難
[00:13:28.820 --> 00:13:30.820]  但是因著神的這樣一條的路徑
[00:13:30.820 --> 00:13:32.820]  讓以色列民可以得勝
[00:13:32.820 --> 00:13:34.820]  那麼在這裡呢
[00:13:34.820 --> 00:13:36.820]  我們也可以看到啊
[00:13:36.820 --> 00:13:38.820]  除去了霸佔土地的王
[00:13:38.820 --> 00:13:40.820]  到了約書亞這裡呢
[00:13:40.820 --> 00:13:42.820]  也有記載啊
[00:13:42.820 --> 00:13:44.820]  到了第七節這裡呢
[00:13:44.820 --> 00:13:46.820]  約書亞和以色列人
[00:13:46.820 --> 00:13:48.820]  在約旦河西
[00:13:48.820 --> 00:13:50.820]  擊敗了諸王
[00:13:50.820 --> 00:13:52.820]  諸王的意思呢
[00:13:52.820 --> 00:13:54.820]  就有很多很多個王啊
[00:13:54.820 --> 00:13:56.820]  那麼按照當時的一些
[00:13:56.820 --> 00:13:58.820]  地理處真的一個表徵啊
[00:13:58.820 --> 00:14:00.820]  還有那些諸王的一些的
[00:14:00.820 --> 00:14:02.820]  生活的一種的
[00:14:02.820 --> 00:14:04.820]  敗壞
[00:14:04.820 --> 00:14:06.820]  其實這些王啊
[00:14:06.820 --> 00:14:08.820]  還有本地的居民
[00:14:08.820 --> 00:14:10.820]  代表了世界的墮落
[00:14:10.820 --> 00:14:12.820]  敗壞和邪惡
[00:14:12.820 --> 00:14:14.820]  除去呢
[00:14:14.820 --> 00:14:16.820]  就是把這些邪惡呢
[00:14:16.820 --> 00:14:18.820]  把它們拿走
[00:14:18.820 --> 00:14:20.820]  這不是神的應許之地應該有的東西
[00:14:20.820 --> 00:14:22.820]  把它除去
[00:14:22.820 --> 00:14:24.820]  這諸王呢到底有幾個王啊
[00:14:24.820 --> 00:14:26.820]  大家如果看第九節
[00:14:26.820 --> 00:14:28.820]  到第二十四節呢
[00:14:28.820 --> 00:14:30.820]  就可以看得到
[00:14:30.820 --> 00:14:32.820]  究竟有哪些王啊
[00:14:32.820 --> 00:14:34.820]  今天沒有放在經文單中
[00:14:34.820 --> 00:14:36.820]  和大家來一起讀啊
[00:14:36.820 --> 00:14:38.820]  大家會感謝我啊
[00:14:38.820 --> 00:14:40.820]  為什麼啊
[00:14:40.820 --> 00:14:42.820]  因為一看第九節到第二十四節的時候
[00:14:42.820 --> 00:14:44.820]  哇塞
[00:14:44.820 --> 00:14:46.820]  不停地羅列
[00:14:46.820 --> 00:14:48.820]  總共這些王有多少個啊
[00:14:48.820 --> 00:14:50.820]  誒對了啊
[00:14:50.820 --> 00:14:52.820]  我們看第二十四節
[00:14:52.820 --> 00:14:54.820]  他們不但把他們哪個城池的
[00:14:54.820 --> 00:14:56.820]  是什麼王把它羅列下來以後
[00:14:56.820 --> 00:14:58.820]  還到了二十四節
[00:14:58.820 --> 00:15:00.820]  總結啊
[00:15:00.820 --> 00:15:02.820]  共三十一個王
[00:15:02.820 --> 00:15:04.820]  多不多啊
[00:15:04.820 --> 00:15:06.820]  多啊
[00:15:06.820 --> 00:15:08.820]  所以面臨這個應許之地的時候
[00:15:08.820 --> 00:15:10.820]  大家還記得嗎
[00:15:10.820 --> 00:15:12.820]  三條戰線啊
[00:15:12.820 --> 00:15:14.820]  中路戰線打過來
[00:15:14.820 --> 00:15:16.820]  然後保護激變的時候
[00:15:16.820 --> 00:15:18.820]  有南部戰線
[00:15:18.820 --> 00:15:20.820]  之後呢要面對著多如海邊的沙的
[00:15:20.820 --> 00:15:22.820]  北方聯軍啊
[00:15:22.820 --> 00:15:24.820]  以至於除滅了
[00:15:24.820 --> 00:15:26.820]  三十一個王
[00:15:26.820 --> 00:15:28.820]  所以在這裡我們可以看到
[00:15:28.820 --> 00:15:30.820]  在約旦河東有幾個王啊
[00:15:30.820 --> 00:15:32.820]  兩個
