
[00:00:00.000 --> 00:00:02.640]  我們開始一個新的系列
[00:02:32.920 --> 00:02:35.080]  我們先看看天氣好不好
[00:02:35.080 --> 00:02:35.360]  是不是?
[00:02:35.360 --> 00:02:37.680]  Is it nice beach weather?
[00:02:37.680 --> 00:02:40.000]  那邊是不是好的海灘天氣,是不是?
[00:02:40.000 --> 00:02:43.120]  沒有,他們沒有質疑耶穌
[00:02:43.120 --> 00:02:44.200]  他就這樣怎麼樣?
[00:02:44.200 --> 00:02:45.480]  They went straight away
[00:02:45.480 --> 00:02:51.720]  They took steps to follow Jesus
[00:02:51.720 --> 00:02:54.040]  那他們跟隨耶穌的時候
[00:02:54.040 --> 00:02:56.360]  Let's go over to the other side of the lake
[00:02:56.360 --> 00:02:57.240]  那他們怎麼樣?
[00:02:57.240 --> 00:02:59.360]  They got on a boat and they set out
[00:02:59.360 --> 00:03:00.160]  是不是?
[00:03:00.160 --> 00:03:03.440]  他們沒有看天氣報告
[00:03:03.440 --> 00:03:04.640]  那他們出發的時候
[00:03:04.640 --> 00:03:05.600]  那又怎麼樣?
[00:03:05.600 --> 00:03:08.400]  A squall came over the lake
[00:03:08.400 --> 00:03:09.120]  OK
[00:03:09.120 --> 00:03:11.880]  So that the boat was being swamped
[00:03:11.880 --> 00:03:13.080]  他們在哪裡?
[00:03:13.080 --> 00:03:14.600]  現在他們在哪裡?
[00:03:14.600 --> 00:03:15.240]  叫做什麼?
[00:03:15.240 --> 00:03:16.240]  什麼湖?
[00:03:16.240 --> 00:03:18.200]  叫做什麼湖?
[00:03:18.200 --> 00:03:21.240]  Let's look at the next slide
[00:03:21.240 --> 00:03:23.640]  他們現在在哪裡?
[00:03:23.640 --> 00:03:25.200]  Lake of Galilee
[00:03:25.200 --> 00:03:27.080]  Sea of Galilee
[00:03:27.080 --> 00:03:27.640]  是不是?
[00:03:27.640 --> 00:03:28.920]  在上面那裡的
[00:03:28.920 --> 00:03:30.040]  Do you remember?
[00:03:30.040 --> 00:03:30.560]  OK
[00:03:30.560 --> 00:03:31.840]  It's in Galilee
[00:03:31.840 --> 00:03:34.280]  那Sea of Galilee是怎麼樣的?
[00:03:34.280 --> 00:03:37.720]  我們看個地圖
[00:03:37.720 --> 00:03:40.280]  那個湖是低的
[00:03:40.280 --> 00:03:41.240]  OK
[00:03:41.240 --> 00:03:42.640]  The lake is low
[00:03:42.640 --> 00:03:44.240]  And usually
[00:03:44.240 --> 00:03:44.920]  那個天氣
[00:03:44.920 --> 00:03:46.960]  那個溫度會怎麼樣?
[00:03:46.960 --> 00:03:49.440]  那個湖的溫度會怎麼樣?
[00:03:49.440 --> 00:03:51.360]  是會熱一點的
[00:03:51.360 --> 00:03:51.960]  OK
[00:03:51.960 --> 00:03:52.920]  It's a bit warmer
[00:03:52.920 --> 00:03:53.560]  OK
[00:03:53.560 --> 00:03:55.120]  但是這裡上面
[00:03:55.120 --> 00:03:55.760]  是有什麼?
[00:03:55.760 --> 00:03:57.200]  這裡上面有什麼?
[00:03:57.200 --> 00:03:58.240]  我們看個圖
[00:03:58.240 --> 00:03:59.160]  有山的
[00:03:59.160 --> 00:03:59.760]  OK
[00:03:59.760 --> 00:04:01.600]  那山的天氣是怎麼樣的?
[00:04:01.600 --> 00:04:02.640]  平時
[00:04:02.640 --> 00:04:04.280]  山的天氣是怎麼樣的?
[00:04:04.280 --> 00:04:05.440]  是冷的
[00:04:05.440 --> 00:04:07.560]  The temperature is cold
[00:04:07.560 --> 00:04:08.400]  那
[00:04:08.400 --> 00:04:09.920]  The mountain temperature
[00:04:09.920 --> 00:04:12.360]  和那個sea的temperature是熱的
[00:04:12.360 --> 00:04:13.160]  Mixed together
[00:04:13.160 --> 00:04:14.000]  那時候
[00:04:14.000 --> 00:04:15.080]  那會怎麼樣?
[00:04:15.080 --> 00:04:16.040]  What happens?
[00:04:16.040 --> 00:04:18.040]  There will be storms
[00:04:18.040 --> 00:04:19.400]  There will be storms
[00:04:19.400 --> 00:04:19.960]  OK
[00:04:19.960 --> 00:04:21.640]  And that is why
[00:04:21.640 --> 00:04:24.040]  是頗為常見的
[00:04:24.040 --> 00:04:25.280]  會有storm
[00:04:25.280 --> 00:04:27.800]  in the Sea of Galilee
[00:04:27.800 --> 00:04:28.880]  So we look
[00:04:28.880 --> 00:04:30.320]  at the first two S's
[00:04:30.320 --> 00:04:32.840]  We take steps to follow Jesus
[00:04:32.840 --> 00:04:35.560]  And then we encounter a storm
[00:04:35.560 --> 00:04:36.920]  We encounter a storm
[00:04:36.920 --> 00:04:39.800]  有時我們是不是跟隨耶穌的時候呢?
[00:04:39.800 --> 00:04:40.920]  我們都會
[00:04:40.920 --> 00:04:43.520]  hit the storms of life
[00:04:43.520 --> 00:04:45.320]  有時神叫我們去這裡
[00:04:45.320 --> 00:04:46.400]  或者那裡
[00:04:46.400 --> 00:04:48.520]  去這間學校
[00:04:48.520 --> 00:04:51.600]  但是我們都會有face storms
[00:04:51.600 --> 00:04:53.640]  或者我們去大學
[00:04:53.640 --> 00:04:55.440]  都會face storms
[00:04:55.440 --> 00:04:57.880]  我們有不同的career choice
[00:04:57.880 --> 00:04:59.720]  我們真的跟隨神的
[00:04:59.720 --> 00:05:03.880]  但是我們都會face the storms of life
[00:05:03.880 --> 00:05:06.320]  好像2019的時候
[00:05:06.320 --> 00:05:07.400]  Next slide
[00:05:07.400 --> 00:05:10.400]  我們是去了台灣mission trip的
[00:05:10.400 --> 00:05:11.480]  台灣mission trip
[00:05:11.480 --> 00:05:14.200]  我們去台灣mission trip是九個人的
[00:05:14.200 --> 00:05:14.840]  OK
[00:05:14.840 --> 00:05:17.400]  那你知道有時去mission trip
[00:05:17.400 --> 00:05:21.600]  有些人是很空閒的
[00:05:21.600 --> 00:05:23.480]  誰是很空閒的?
[00:05:23.480 --> 00:05:24.640]  是不是Maurice?
[00:05:24.640 --> 00:05:25.920]  是不是Maurice很空閒?
[00:05:25.920 --> 00:05:28.640]  Not you, Uncle Vincent
[00:05:28.640 --> 00:05:31.600]  你好像剛剛進來而已
[00:05:31.600 --> 00:05:34.200]  有些人經常遲到的
[00:05:34.200 --> 00:05:34.960]  OK
[00:05:34.960 --> 00:05:36.800]  我們有九個人
[00:05:36.800 --> 00:05:39.200]  三個人是很enthusiastic的
[00:05:39.200 --> 00:05:41.960]  是我和兩個
[00:05:41.960 --> 00:05:43.040]  一個student
[00:05:43.040 --> 00:05:43.880]  有一個auntie
[00:05:43.880 --> 00:05:45.960]  是很enthusiastic的
[00:05:45.960 --> 00:05:47.960]  Let's go
[00:05:47.960 --> 00:05:49.520]  去傳福音
[00:05:49.520 --> 00:05:52.040]  有三個是很normal的
[00:05:52.040 --> 00:05:52.520]  OK
[00:05:52.520 --> 00:05:54.640]  Who thinks that they are the normal people?
[00:05:54.640 --> 00:05:57.880]  就是會投入
[00:05:57.880 --> 00:05:58.880]  跟隊
[00:05:58.880 --> 00:06:00.600]  是不是?
[00:06:00.600 --> 00:06:02.280]  Whatever the group is doing
[00:06:02.280 --> 00:06:03.960]  We go and serve together
[00:06:03.960 --> 00:06:04.680]  OK
[00:06:04.680 --> 00:06:08.360]  但是有三個是很difficult的
[00:06:08.360 --> 00:06:11.320]  They were the storms in our mission trip
[00:06:11.320 --> 00:06:13.480]  哈哈哈哈
[00:06:13.480 --> 00:06:18.120]  有一個是不睡覺的
[00:06:18.120 --> 00:06:21.200]  應該是睡覺的時候
[00:06:21.200 --> 00:06:23.760]  他不知道要做功課
[00:06:23.760 --> 00:06:27.600]  然後又要做一些coding
[00:06:27.600 --> 00:06:31.800]  他可能三四點才睡覺
[00:06:31.800 --> 00:06:35.240]  然後他第二天又不起來
[00:06:35.240 --> 00:06:40.880]  是要幾個女生去叫他起來才起來
[00:06:40.880 --> 00:06:44.760]  有一個女生是很有態度的
[00:06:44.760 --> 00:06:46.640]  Why do we have to do this?
[00:06:46.640 --> 00:06:48.400]  為什麼要做這個?
[00:06:48.400 --> 00:06:50.560]  I don't do this kind of thing
[00:06:50.560 --> 00:06:53.840]  好像有些你認識的朋友是這樣的
[00:06:53.840 --> 00:06:55.360]  很有態度的
[00:06:55.360 --> 00:06:56.080]  OK
[00:06:56.080 --> 00:06:57.400]  還有一個
[00:06:57.400 --> 00:07:01.880]  其實是我的同事
[00:07:01.880 --> 00:07:03.840]  哈哈哈哈
[00:07:03.840 --> 00:07:09.440]  他經常又肚子痛
[00:07:09.440 --> 00:07:10.960]  又頭痛
[00:07:10.960 --> 00:07:12.280]  又心痛
[00:07:12.280 --> 00:07:13.400]  哈哈哈哈
[00:07:13.400 --> 00:07:14.520]  什麼都痛的
[00:07:14.520 --> 00:07:15.200]  OK
[00:07:15.200 --> 00:07:16.400]  在這個旅程
[00:07:16.400 --> 00:07:20.160]  什麼storm都是upon her life
[00:07:20.160 --> 00:07:20.680]  OK
[00:07:20.680 --> 00:07:23.920]  所以要send
[00:07:23.920 --> 00:07:28.320]  有人有什麼心痛、頭痛
[00:07:28.320 --> 00:07:31.000]  要send有一個人要幫他
[00:07:31.000 --> 00:07:31.640]  是不是?
[00:07:31.640 --> 00:07:34.160]  所以我們就
[00:07:34.160 --> 00:07:36.240]  我做的leader就是
[00:07:36.240 --> 00:07:40.960]  哎呀神啊你差遠我們去台灣這個mission trip
[00:07:40.960 --> 00:07:44.360]  我們很想去教英文去幫這些學生
[00:07:44.360 --> 00:07:46.880]  但是為什麼有這麼多storms of life
[00:07:46.880 --> 00:07:48.880]  哈哈哈哈
[00:07:48.880 --> 00:07:50.840]  這麼多storms of life
[00:07:50.840 --> 00:07:52.600]  所以
[00:07:52.600 --> 00:07:53.840]  You never know
[00:07:53.840 --> 00:07:54.560]  OK
[00:07:54.560 --> 00:07:56.080]  你去mission trip
[00:07:56.080 --> 00:07:59.400]  Who are the storms of the life?
[00:07:59.400 --> 00:08:01.920]  哈哈哈哈
[00:08:01.920 --> 00:08:04.240]  所以這個是一個promotion
[00:08:04.240 --> 00:08:06.400]  for our Taiwan mission trip
[00:08:06.400 --> 00:08:09.120]  我們這個summer是會有Taiwan mission trip
[00:08:09.120 --> 00:08:12.040]  If you are the storm of our life
[00:08:12.040 --> 00:08:15.800]  We will pray to the lord over the storm
[00:08:15.800 --> 00:08:17.280]  哈哈哈哈
[00:08:17.280 --> 00:08:18.720]  To calm the sea
[00:08:18.720 --> 00:08:19.360]  OK
[00:08:19.360 --> 00:08:20.320]  To calm the sea
[00:08:20.320 --> 00:08:22.480]  好我們現在有discussion time
[00:08:22.480 --> 00:08:24.360]  第一個問題是
[00:08:24.360 --> 00:08:29.800]  Have we taken steps to follow the lord and hit a storm?
[00:08:29.800 --> 00:08:31.640]  我們是不是跟隨神
[00:08:31.640 --> 00:08:33.680]  但是我們跟隨神的時候
[00:08:33.680 --> 00:08:35.560]  都是有storm的
[00:08:35.560 --> 00:08:37.240]  Have we hit a storm in our life?
[00:08:37.240 --> 00:08:39.560]  然後你怎麼回應?
[00:08:39.560 --> 00:08:40.680]  第二個問題
[00:08:40.680 --> 00:08:43.440]  When you cried out to the lord in panic
[00:08:43.440 --> 00:08:45.200]  可能你有個storm的時候
[00:08:45.200 --> 00:08:46.960]  可能你肥了個test
[00:08:46.960 --> 00:08:48.480]  可能你入了個大學
[00:08:48.480 --> 00:08:49.360]  很難
[00:08:49.360 --> 00:08:51.520]  可能你入了這個company
[00:08:51.520 --> 00:08:53.960]  哇那些人很難相處
[00:08:53.960 --> 00:08:55.080]  What did you do?
[00:08:55.080 --> 00:08:56.680]  How did you cry out to the lord?
[00:08:56.680 --> 00:08:58.720]  然後是不是有一個時間
[00:08:58.720 --> 00:09:01.360]  You felt like god did not answer
[00:09:01.360 --> 00:09:03.280]  好像耶穌在睡覺的時候
[00:09:03.280 --> 00:09:04.480]  沒有answer來的
[00:09:04.480 --> 00:09:05.800]  OK let's go into our groups
[00:09:05.800 --> 00:09:07.520]  Mentors go find students
[00:09:07.520 --> 00:09:10.800]  We will talk and have four minutes of discussion
[00:09:10.800 --> 00:09:11.920]  OK
[00:09:11.920 --> 00:09:15.160]  有沒有人想分享她的storm
[00:09:15.160 --> 00:09:16.680]  誰想分享她的storm
[00:09:16.680 --> 00:09:17.360]  Who wants to share
[00:09:17.360 --> 00:09:20.040]  Ladies who wants to share their storm
[00:09:20.040 --> 00:09:25.320]  Um like if I didn't practice enough for an instrument
[00:09:25.320 --> 00:09:27.920]  好還有誰想share their storm
[00:09:27.920 --> 00:09:30.720]  Who wants to share their storm
[00:09:30.720 --> 00:09:35.600]  我覺得就是要做一個好的基督徒
[00:09:35.600 --> 00:09:40.640]  就是因為你這個世界有很多temptations那些東西
[00:09:40.640 --> 00:09:45.160]  然後如果你要做到像聖經那樣說
[00:09:45.160 --> 00:09:46.640]  是很難的
[00:09:46.640 --> 00:09:49.040]  So we are in our storm right now
[00:09:49.040 --> 00:09:51.840]  And so we can't really share about it
[00:09:51.840 --> 00:09:53.720]  Yeah
[00:09:53.720 --> 00:09:55.400]  OK, in the middle of the storm
[00:09:55.400 --> 00:09:56.920]  Yeah, in the middle of the storm
[00:09:56.920 --> 00:09:59.320]  OK
[00:09:59.320 --> 00:10:01.800]  我剛才share了一個就是
[00:10:01.800 --> 00:10:04.040]  Like because I'm doing part-time ministry
[00:10:04.040 --> 00:10:06.640]  And like a lot of people actually like judge
[00:10:06.640 --> 00:10:07.560]  Like what you're doing
[00:10:07.560 --> 00:10:09.200]  And would actually call you names
[00:10:09.200 --> 00:10:11.480]  Even including like cuss words to describe
[00:10:11.480 --> 00:10:13.960]  Like you guys as like us as Christians
[00:10:13.960 --> 00:10:15.160]  And I'm like
[00:10:15.160 --> 00:10:17.200]  So sometimes in that sense
[00:10:17.200 --> 00:10:18.720]  You should feel like quite offended right
[00:10:18.720 --> 00:10:22.640]  But I feel like because I know what I'm doing
[00:10:22.640 --> 00:10:25.600]  And because I have like god being there
[00:10:25.600 --> 00:10:27.320]  So I'm actually at peace
[00:10:27.320 --> 00:10:29.800]  And I wouldn't be really offended by these things
[00:10:29.800 --> 00:10:31.560]  And actually I would spend time
[00:10:31.560 --> 00:10:35.640]  To understand why they would have such assumptions
[00:10:35.640 --> 00:10:37.480]  OK, good sharing
[00:10:37.480 --> 00:10:42.880]  OK, let's give a hand to everybody who shared
[00:10:42.880 --> 00:10:43.880]  OK, 對了
[00:10:43.880 --> 00:10:46.240]  我們有時跟隨耶穌的時候
[00:10:46.240 --> 00:10:48.560]  We will face the storms of life
[00:10:48.560 --> 00:10:50.600]  We will face the storms of life
[00:10:50.600 --> 00:10:52.000]  之前我可能share過
[00:10:52.000 --> 00:10:53.000]  Next slide
[00:10:53.000 --> 00:10:55.120]  有一日我是
[00:10:55.120 --> 00:10:56.720]  我是在kayaking
[00:10:56.720 --> 00:10:59.560]  OK, 誰去過香港kayaking
[00:10:59.560 --> 00:11:01.000]  Who's been kayaking before
[00:11:01.000 --> 00:11:03.360]  OK, 有兩隻kayak
[00:11:03.360 --> 00:11:06.240]  有一個是sit on的kayak
[00:11:06.240 --> 00:11:08.080]  有一個是sit in的
[00:11:08.080 --> 00:11:10.360]  sit in那些是有個洞的
[00:11:10.360 --> 00:11:11.800]  然後你坐進去
[00:11:11.800 --> 00:11:14.360]  應該你穿了一個叫什麼
[00:11:14.360 --> 00:11:15.200]  Skirt, right
[00:11:15.200 --> 00:11:17.680]  Skirt, prevent water to go in
[00:11:17.680 --> 00:11:19.160]  OK, 那有一天
[00:11:19.160 --> 00:11:23.280]  我跟我的朋友就去了西貢那裡
[00:11:23.280 --> 00:11:27.360]  我們租了一個sit in的kayak
[00:11:27.360 --> 00:11:28.960]  因為我們覺得快一點
[00:11:28.960 --> 00:11:30.960]  這個sit in的, OK
[00:11:30.960 --> 00:11:32.360]  然後我們
[00:11:32.360 --> 00:11:33.600]  It's a sunny day
[00:11:33.600 --> 00:11:35.080]  It's a beautiful day
[00:11:35.080 --> 00:11:37.000]  然後開始下雨了
[00:11:37.000 --> 00:11:38.200]  下雨之後
[00:11:38.200 --> 00:11:40.920]  那些雨會全部下到哪裡
[00:11:40.920 --> 00:11:43.920]  那個sit in的boat那裡
[00:11:43.920 --> 00:11:44.760]  是不是
[00:11:44.760 --> 00:11:45.880]  那我們沒有一個skirt
[00:11:45.880 --> 00:11:47.840]  To prevent water to come in, right
[00:11:47.840 --> 00:11:49.320]  So that's the problem
[00:11:49.320 --> 00:11:50.520]  That's the problem
[00:11:50.520 --> 00:11:53.160]  然後那些浪又那麼大
[00:11:53.160 --> 00:11:53.880]  轉了
[00:11:53.880 --> 00:11:56.160]  我們之後found out
[00:11:56.160 --> 00:11:57.880]  It turned into T1
[00:11:57.880 --> 00:11:59.360]  Ha ha ha ha
[00:11:59.360 --> 00:12:02.080]  Ha ha ha ha
[00:12:02.080 --> 00:12:04.000]  Turned into T1
[00:12:04.000 --> 00:12:05.880]  那我們
[00:12:05.880 --> 00:12:08.320]  我們餐廳那時候
[00:12:08.320 --> 00:12:09.200]  Not the slide yet
[00:12:09.200 --> 00:12:10.440]  我們餐廳那時候
[00:12:10.440 --> 00:12:13.720]  我的朋友就從筆水出去
[00:12:13.720 --> 00:12:15.440]  And then what happened
[00:12:15.440 --> 00:12:16.760]  We sank
[00:12:16.760 --> 00:12:18.360]  Sank
[00:12:18.360 --> 00:12:21.120]  你知不知道那個kayak有多重
[00:12:21.120 --> 00:12:23.160]  Fill 完水的時候
[00:12:23.160 --> 00:12:24.000]  How heavy is it
[00:12:24.000 --> 00:12:25.320]  It's super heavy
[00:12:25.320 --> 00:12:28.080]  It's like six gallons of water
[00:12:28.080 --> 00:12:28.720]  OK
[00:12:28.720 --> 00:12:30.920]  那些浪又大
[00:12:30.920 --> 00:12:31.760]  OK
[00:12:31.760 --> 00:12:35.680]  那我們一去到一個island那裡
[00:12:35.680 --> 00:12:38.160]  就有人call我們
[00:12:38.160 --> 00:12:39.960]  Ha ha ha ha
[00:12:39.960 --> 00:12:41.640]  不是,我們call on the lord
[00:12:41.640 --> 00:12:42.600]  然後
[00:12:42.600 --> 00:12:43.880]  There's two people there
[00:12:43.880 --> 00:12:44.720]  For some reason
[00:12:44.720 --> 00:12:47.040]  有兩個外國人
[00:12:47.040 --> 00:12:47.320]  They're like
[00:12:47.320 --> 00:12:50.040]  Oh, we were just about to go fishing here
[00:12:50.040 --> 00:12:51.520]  Ha ha ha ha
[00:12:51.520 --> 00:12:53.320]  I don't know why
[00:12:53.320 --> 00:12:57.360]  他們就幫我們lift the boat out of the water
[00:12:57.360 --> 00:13:00.480]  And then we emptied the kayak
[00:13:00.480 --> 00:13:04.400]  And then we tried to go back to the main area
[00:13:04.400 --> 00:13:08.120]  那我們kayak去the main area那裡
[00:13:08.120 --> 00:13:09.840]  然後又很大雨
[00:13:09.840 --> 00:13:12.720]  然後又drown了
[00:13:12.720 --> 00:13:14.800]  We drowned a second time
[00:13:14.800 --> 00:13:20.840]  我們那裡有些yacht
[00:13:20.840 --> 00:13:26.240]  那些yacht的人過來幫我們倒水出去
[00:13:26.240 --> 00:13:27.160]  那個kayak
[00:13:27.160 --> 00:13:28.720]  And then we swam back
[00:13:28.720 --> 00:13:30.520]  And then we kayaked back to shore
[00:13:30.520 --> 00:13:33.040]  So that was the storm of life
[00:13:33.040 --> 00:13:34.960]  其實
[00:13:34.960 --> 00:13:39.520]  The first time we flipped the boat
[00:13:39.520 --> 00:13:40.920]  The boat sank 那個時候
[00:13:40.920 --> 00:13:42.320]  Kayak sank 那個時候
[00:13:42.320 --> 00:13:43.880]  I prayed the prayer
[00:13:43.880 --> 00:13:46.000]  I'm like, God, you can calm the storm
[00:13:46.000 --> 00:13:48.120]  Can you calm the storm now
[00:13:48.120 --> 00:13:50.360]  但是神沒有聽我的
[00:13:50.360 --> 00:13:51.720]  我可能不夠信心
[00:13:51.720 --> 00:13:54.520]  I did not have enough faith
[00:13:54.520 --> 00:13:56.640]  那天
[00:13:56.640 --> 00:13:59.840]  耶穌那天
[00:13:59.840 --> 00:14:01.080]  What happened?
[00:14:01.080 --> 00:14:03.000]  The storm hit
[00:14:03.000 --> 00:14:05.280]  是很大雨
[00:14:05.280 --> 00:14:07.680]  The boat was about to sink
[00:14:07.680 --> 00:14:10.080]  那耶穌是怎樣?
[00:14:10.080 --> 00:14:11.360]  耶穌是在睡覺
[00:14:11.360 --> 00:14:13.240]  Let's see the next slide
[00:14:13.240 --> 00:14:15.240]  為什麼耶穌在睡覺?
[00:14:15.240 --> 00:14:16.960]  這個這麼大的storm
[00:14:16.960 --> 00:14:23.160]  Why is there still Jesus sleeping?
[00:14:23.160 --> 00:14:26.280]  為什麼耶穌在睡覺?
[00:14:26.280 --> 00:14:27.080]  有沒有人知道
[00:14:27.080 --> 00:14:29.040]  為什麼耶穌在睡覺?
[00:14:29.040 --> 00:14:32.160]  是不是好像被嬰兒吵醒的時候
[00:14:32.160 --> 00:14:33.440]  睡得很熟?
[00:14:33.440 --> 00:14:35.480]  是不是?
[00:14:35.480 --> 00:14:39.440]  好像坐巴士
[00:14:39.440 --> 00:14:41.680]  有些人喜歡坐巴士睡覺
[00:14:41.680 --> 00:14:43.600]  有一天有個service
[00:14:43.600 --> 00:14:45.840]  有些tour bus
[00:14:45.840 --> 00:14:48.240]  你可以take a nap
[00:14:48.240 --> 00:14:49.200]  是不是?
[00:14:49.200 --> 00:14:50.880]  No, it's because why?
[00:14:50.880 --> 00:14:54.480]  Because God, Jesus
[00:14:54.480 --> 00:14:56.520]  is not affected by the storm
[00:14:56.520 --> 00:14:57.880]  為什麼?
[00:14:57.880 --> 00:15:00.000]  Because He
[00:15:00.000 --> 00:15:03.800]  It shows that He has true trust in the Father
[00:15:03.800 --> 00:15:06.040]  The storm does not affect Him
[00:15:06.040 --> 00:15:08.480]  He is in control of the storm
[00:15:08.480 --> 00:15:10.280]  明白嗎?
[00:15:10.280 --> 00:15:13.720]  He is in control of the storm
[00:15:13.720 --> 00:15:15.280]  There is stillness
[00:15:15.280 --> 00:15:18.720]  Because Jesus is secure
[00:15:18.720 --> 00:15:21.960]  in the presence of the Father
[00:15:21.960 --> 00:15:24.640]  He is in control
[00:15:24.640 --> 00:15:25.960]  God is in control
[00:15:25.960 --> 00:15:28.480]  And Jesus is in submission to that
[00:15:28.480 --> 00:15:31.040]  好,第一我們是看the storm
[00:15:31.040 --> 00:15:32.120]  第二是什麼?
[00:15:32.120 --> 00:15:35.400]  The scream
[00:15:35.400 --> 00:15:38.760]  我們有沒有一個situation
[00:15:38.760 --> 00:15:40.240]  是panic的
[00:15:40.240 --> 00:15:42.120]  So let's go to the next slide
[00:15:42.120 --> 00:15:43.320]  Hi, next slide
[00:15:43.320 --> 00:15:45.160]  Yes, panic
[00:15:45.160 --> 00:15:46.320]  他們panic
[00:15:46.320 --> 00:15:48.640]  The disciples went and woke him
