
[00:00:00.000 --> 00:00:03.600]  好 接著下來是正道的時候
[00:02:55.300 --> 00:03:02.300]  去描寫這個主角的心理狀況
[00:03:02.300 --> 00:03:06.300]  甚至有些人評擊這個主角
[00:03:06.300 --> 00:03:08.300]  說他這個人很有趣
[00:03:08.300 --> 00:03:10.300]  他的性情很孤僻
[00:03:10.300 --> 00:03:12.300]  他甚至在他媽媽的喪禮裏
[00:03:12.300 --> 00:03:14.300]  一滴眼淚都沒有流過
[00:03:14.300 --> 00:03:17.300]  他們覺得這個人很奇特
[00:03:17.300 --> 00:03:20.300]  作者其實是想描述
[00:03:20.300 --> 00:03:25.300]  他的內心和現實有很多的衝突
[00:03:25.300 --> 00:03:27.300]  甚至在社會上
[00:03:27.300 --> 00:03:30.300]  他被人邊緣化了
[00:03:30.300 --> 00:03:33.300]  社會上人與人的關係
[00:03:33.300 --> 00:03:38.300]  作者想描述是一種虛偽
[00:03:38.300 --> 00:03:43.300]  很多行為都不是自主而是荒謬
[00:03:43.300 --> 00:03:45.300]  主角因為無法擺脫
[00:03:45.300 --> 00:03:48.300]  自己獨立個人的困境
[00:03:48.300 --> 00:03:52.300]  他就注定了要和這個社會疏離
[00:03:52.300 --> 00:03:54.300]  甚至被社會一般人
[00:03:54.300 --> 00:03:57.300]  看他為局外人
[00:03:57.300 --> 00:04:02.300]  你可以說這個人好像買不到堆
[00:04:02.300 --> 00:04:04.300]  很奇特
[00:04:04.300 --> 00:04:08.300]  我們中國唐朝有一個
[00:04:08.300 --> 00:04:12.300]  很著名的詞學家叫做偉莊
[00:04:12.300 --> 00:04:14.300]  他寫了荷葉杯
[00:04:14.300 --> 00:04:18.300]  其實有上下兩首詞
[00:04:18.300 --> 00:04:22.300]  我現在引述這個就是下部份的詞
[00:04:22.300 --> 00:04:25.300]  其實是講述他怎樣懷念
[00:04:25.300 --> 00:04:30.300]  他起初邂逅的那位情人
[00:04:30.300 --> 00:04:32.300]  可以說是傾國傾城
[00:04:32.300 --> 00:04:34.300]  但是因為某些原因
[00:04:34.300 --> 00:04:36.300]  他們後來就要分離
[00:04:36.300 --> 00:04:38.300]  所以在離別的時候
[00:04:38.300 --> 00:04:40.300]  他就寫了這句說話
[00:04:40.300 --> 00:04:43.300]  「相別從此隔陰塵
[00:04:43.300 --> 00:04:47.300]  如此驅使異鄉人相見更無恩」
[00:04:47.300 --> 00:04:54.300]  更無恩的意思是更沒有機會
[00:04:54.300 --> 00:04:57.300]  其實他是一種懷念
[00:04:57.300 --> 00:05:02.300]  無論是法國小說家所說的
[00:05:02.300 --> 00:05:04.300]  這種奇特的
[00:05:04.300 --> 00:05:07.300]  在社會比較疏離的邊緣人
[00:05:07.300 --> 00:05:12.300]  或者唐朝這位詩人所描述的
[00:05:12.300 --> 00:05:19.300]  與他傾慕的一個邂逅的情人的分離
[00:05:19.300 --> 00:05:22.300]  其實我們看聖經所說的
[00:05:22.300 --> 00:05:25.300]  異鄉人就是要講述
[00:05:25.300 --> 00:05:29.300]  我們今天其實在基督徒
[00:05:29.300 --> 00:05:31.300]  在現世我們的身份
[00:05:31.300 --> 00:05:33.300]  我們只不過是過客
[00:05:33.300 --> 00:05:35.300]  我們真正的家鄉
[00:05:35.300 --> 00:05:38.300]  就是這個永存在天上的
[00:05:38.300 --> 00:05:40.300]  這個永恆的家鄉
[00:05:40.300 --> 00:05:42.300]  基督徒的身份
[00:05:42.300 --> 00:05:44.300]  是面向一個永恆的家鄉
[00:05:44.300 --> 00:05:47.300]  但是在地上我們是追求一個聖潔
[00:05:47.300 --> 00:05:50.300]  和充滿愛的生活
[00:05:50.300 --> 00:05:52.300]  因為我們要仍然履行
[00:05:52.300 --> 00:05:53.300]  我們在地上
[00:05:53.300 --> 00:05:57.300]  作為一個地上公民的責任
[00:05:57.300 --> 00:05:59.300]  我們要信服上帝
[00:05:59.300 --> 00:06:02.300]  預備面對在世間各樣的試煉
[00:06:02.300 --> 00:06:04.300]  和苦難
[00:06:04.300 --> 00:06:06.300]  這個正正就是第一世紀
[00:06:06.300 --> 00:06:09.300]  彼得所寫的彼得前書的時候
[00:06:09.300 --> 00:06:12.300]  他當時的社會環境
[00:06:12.300 --> 00:06:15.300]  他是要面對一個很嚴峻的考驗
[00:06:15.300 --> 00:06:19.300]  當時的皇帝就是羅馬極其殘暴
[00:06:19.300 --> 00:06:22.300]  也可以說是最極權的尼祿王
[00:06:22.300 --> 00:06:26.300]  他甚至是假借罪名
[00:06:26.300 --> 00:06:28.300]  說他燒耶路撒冷
[00:06:28.300 --> 00:06:31.300]  其實有很多人都懷疑是他自己燒的
[00:06:31.300 --> 00:06:33.300]  但是他嫁禍給了基督徒
[00:06:33.300 --> 00:06:36.300]  所以很多基督徒甚至被人抓去
[00:06:36.300 --> 00:06:38.300]  綁在石柱上
[00:06:38.300 --> 00:06:39.300]  活生生地燒死
[00:06:39.300 --> 00:06:41.300]  很多人殉道
[00:06:41.300 --> 00:06:44.300]  奧古斯丁他曾經在他的著作裏面
[00:06:44.300 --> 00:06:46.300]  一個可以說是最著名的
[00:06:46.300 --> 00:06:48.300]  就是這個上帝之城
[00:06:48.300 --> 00:06:49.300]  City of God
[00:06:49.300 --> 00:06:52.300]  他裏面描述人類的歷史
[00:06:52.300 --> 00:06:54.300]  是神的城和人的城
[00:06:54.300 --> 00:06:55.300]  City of Man
[00:06:55.300 --> 00:06:57.300]  那個爭戰
[00:06:57.300 --> 00:07:00.300]  人類歷史在上帝那個奇妙的干預下
[00:07:00.300 --> 00:07:02.300]  善與惡
[00:07:02.300 --> 00:07:03.300]  光明與黑暗
[00:07:03.300 --> 00:07:05.300]  是不斷有爭戰的
[00:07:05.300 --> 00:07:07.300]  我們從聖經的角度
[00:07:07.300 --> 00:07:10.300]  我們相信是有屬靈的爭戰
[00:07:10.300 --> 00:07:12.300]  但是信徒一方面
[00:07:12.300 --> 00:07:15.300]  我們是天上的國民
[00:07:15.300 --> 00:07:17.300]  但是我們正正在地上
[00:07:17.300 --> 00:07:19.300]  是地上的公民
[00:07:19.300 --> 00:07:22.300]  所以信徒有責任在人的城內
[00:07:22.300 --> 00:07:26.300]  去建立神的城那種美善的價值
[00:07:26.300 --> 00:07:29.300]  今天我們信徒在各行各業裏面
[00:07:29.300 --> 00:07:32.300]  在社會當中不是分離
[00:07:32.300 --> 00:07:35.300]  不是好像二鄉人Albert Camus所說的
[00:07:35.300 --> 00:07:37.300]  那一類的和社會脫節
[00:07:37.300 --> 00:07:38.300]  不是
[00:07:38.300 --> 00:07:40.300]  我們是入世但不屬世
[00:07:40.300 --> 00:07:42.300]  但是這種理想
[00:07:42.300 --> 00:07:47.300]  如果我們看馬丁路德去改革教會的時候
[00:07:47.300 --> 00:07:50.300]  他其實起初是效法奧古斯丁
[00:07:50.300 --> 00:07:54.300]  他很盼望神的國能夠建立在地上
[00:07:54.300 --> 00:07:55.300]  但是很可惜
[00:07:55.300 --> 00:07:58.300]  他看見中世紀後期
[00:07:58.300 --> 00:08:02.300]  這種羅馬天主教教會的極其腐敗
[00:08:02.300 --> 00:08:05.300]  教皇那種的極權
[00:08:05.300 --> 00:08:10.300]  也都帶來很多對當時的教會
[00:08:10.300 --> 00:08:15.300]  在治理上也有很多的敗得的事
[00:08:15.300 --> 00:08:19.300]  所以他反而對教會那種的治理失去信心
[00:08:19.300 --> 00:08:22.300]  反而他對世俗的政府的政治管理
[00:08:22.300 --> 00:08:24.300]  反而存有盼望
[00:08:24.300 --> 00:08:26.300]  因此馬丁路德提出
[00:08:26.300 --> 00:08:30.300]  我們要拆毀這種性俗義分的方式
[00:08:30.300 --> 00:08:33.300]  甚麼是性俗義分呢?
[00:08:33.300 --> 00:08:35.300]  有很多人以為
[00:08:35.300 --> 00:08:39.300]  你在修道院在教會裡面做的工作是神聖的
[00:08:39.300 --> 00:08:42.300]  你在神學院教書是神聖的
[00:08:42.300 --> 00:08:44.300]  你在外面教書是世俗的
[00:08:44.300 --> 00:08:46.300]  其實馬丁路德說不是
[00:08:46.300 --> 00:08:50.300]  每一種的工作都是神聖的
[00:08:50.300 --> 00:08:55.300]  只要你要明白工作在上帝所創造的世界和秩序裡
[00:08:55.300 --> 00:08:57.300]  是無分貴賤的
[00:08:57.300 --> 00:08:59.300]  在修道院裡面的工作
[00:08:59.300 --> 00:09:03.300]  也都不比世界上的工作顯得更加的尊貴
[00:09:03.300 --> 00:09:05.300]  工作的意義是在乎
[00:09:05.300 --> 00:09:10.300]  你有沒有忠心去完成神託付給你的責任
[00:09:10.300 --> 00:09:15.300]  所以馬丁路德也都同樣提出
[00:09:15.300 --> 00:09:17.300]  信徒皆濟私
[00:09:17.300 --> 00:09:19.300]  他這樣說不是說
[00:09:19.300 --> 00:09:22.300]  教會就不需要有神職人員
[00:09:22.300 --> 00:09:24.300]  他只不過是說
[00:09:24.300 --> 00:09:28.300]  上帝的心意是要神的兒女們
[00:09:28.300 --> 00:09:32.300]  你不要以為建立基督的身體這件事
[00:09:32.300 --> 00:09:34.300]  就只是神職人員去做
[00:09:34.300 --> 00:09:38.300]  你看看保羅喜爾忽所書第四章所說
[00:09:38.300 --> 00:09:42.300]  神的心意就是要透過使徒
[00:09:42.300 --> 00:09:46.300]  先知有傳福音的有教師
[00:09:46.300 --> 00:09:48.300]  這些來做甚麼?
[00:09:48.300 --> 00:09:51.300]  是建立信徒
[00:09:51.300 --> 00:09:54.300]  裝備信徒建立基督的身體
[00:09:54.300 --> 00:09:57.300]  上帝的心意是要我們一起去服事
[00:09:57.300 --> 00:10:03.300]  建立一個全面健康和各盡其職的教會
[00:10:03.300 --> 00:10:05.300]  讓教會的神的子民
[00:10:05.300 --> 00:10:11.300]  他們明白他們所領受的身份和使命的時候
[00:10:11.300 --> 00:10:14.300]  他們週一到週六在這個社會這個世界
[00:10:14.300 --> 00:10:16.300]  他們有不同的工作
[00:10:16.300 --> 00:10:18.300]  他們仍然要榮神益人
[00:10:18.300 --> 00:10:22.300]  不只是週六週日回來教會崇拜
[00:10:22.300 --> 00:10:23.300]  你才是聖徒
[00:10:23.300 --> 00:10:25.300]  我們是七天的聖徒去教會
[00:10:25.300 --> 00:10:32.300]  就是要去履行聖經裏面那種上帝的心意
[00:10:32.300 --> 00:10:38.300]  所以我們今天要看這段經文其實很有意思
[00:10:38.300 --> 00:10:42.300]  怎樣為之客侶和寄居
[00:10:42.300 --> 00:10:45.300]  我們來到學習去跟隨主的腳踪行
[00:10:45.300 --> 00:10:47.300]  我們先讀十一、十二節
[00:10:47.300 --> 00:10:48.300]  我們一起讀
[00:10:48.300 --> 00:10:52.300]  「親愛的,你們是客侶,是寄居的
[00:10:52.300 --> 00:10:55.300]  我勸你們要禁戒肉體的情慾
[00:10:55.300 --> 00:10:58.300]  這情慾是與靈魂爭戰的
[00:10:58.300 --> 00:11:02.300]  你們做的愛邦人中要品行端正
[00:11:02.300 --> 00:11:06.300]  好讓那些人雖然毀謗你們是作惡的
[00:11:06.300 --> 00:11:09.300]  會因看見你們的好行為
[00:11:09.300 --> 00:11:14.300]  而再鑑察的日子歸榮耀給神」
[00:11:14.300 --> 00:11:17.300]  彼得一開始在這段落
[00:11:17.300 --> 00:11:19.300]  他說我勸你們
[00:11:19.300 --> 00:11:21.300]  彼得是語重心長
[00:11:21.300 --> 00:11:22.300]  他作這件事
[00:11:22.300 --> 00:11:25.300]  勸弟兄姊妹做甚麼呢
[00:11:25.300 --> 00:11:27.300]  他說你是我所親愛的
[00:11:27.300 --> 00:11:30.300]  如果你記得在提比利亞海邊
[00:11:30.300 --> 00:11:31.300]  耶穌復活之後
[00:11:31.300 --> 00:11:34.300]  他要呼召彼得你要跟隨他
[00:11:34.300 --> 00:11:38.300]  他說彼得你愛我比這聲更深
[00:11:38.300 --> 00:11:40.300]  彼得說主啊你知道我愛你
[00:11:40.300 --> 00:11:42.300]  但耶穌問了他三次
[00:11:42.300 --> 00:11:47.300]  他才說你要來牧養我的羊
[00:11:47.300 --> 00:11:49.300]  原來牧養神的教會
[00:11:49.300 --> 00:11:53.300]  每一隻羊是不容易的
[00:11:53.300 --> 00:11:55.300]  最重要的首要條件
[00:11:55.300 --> 00:11:58.300]  牧羊人是必須愛神
[00:11:58.300 --> 00:12:01.300]  但亦愛神的子民
[00:12:01.300 --> 00:12:04.300]  如果一個牧羊人沒有愛神的心
[00:12:04.300 --> 00:12:08.300]  亦對牧羊群沒有愛心
[00:12:08.300 --> 00:12:10.300]  你只是做份工作
[00:12:10.300 --> 00:12:12.300]  好像打工打卡
[00:12:12.300 --> 00:12:19.300]  這不是真正是上帝呼召的牧羊人
[00:12:19.300 --> 00:12:20.300]  作為牧者
[00:12:20.300 --> 00:12:23.300]  就是跟隨大牧者的腳踵
[00:12:23.300 --> 00:12:26.300]  我們必須要好好建立
[00:12:26.300 --> 00:12:28.300]  神家裏頭神的子民
[00:12:28.300 --> 00:12:30.300]  因為他們是蒙簡選
[00:12:30.300 --> 00:12:32.300]  亦是蒙神所愛的
[00:12:32.300 --> 00:12:34.300]  彼得前書一章一節
[00:12:34.300 --> 00:12:36.300]  彼得前書第二章九至十節
[00:12:36.300 --> 00:12:38.300]  上次李文耀博士所說
[00:12:38.300 --> 00:12:41.300]  我們有尊貴的身份
[00:12:41.300 --> 00:12:44.300]  我們是被神簡選的族類
[00:12:44.300 --> 00:12:46.300]  有君尊的祭司
[00:12:46.300 --> 00:12:48.300]  是聖潔的國度
[00:12:48.300 --> 00:12:50.300]  是屬神的子民
[00:12:50.300 --> 00:12:52.300]  這幾方面的描述
[00:12:52.300 --> 00:12:55.300]  都將我們很清楚
[00:12:55.300 --> 00:12:57.300]  我們的B型是甚麼
[00:12:57.300 --> 00:12:58.300]  既然是這樣的時候
[00:12:58.300 --> 00:13:01.300]  他說我們既然是客裡寄居
[00:13:01.300 --> 00:13:02.300]  只是過客
[00:13:02.300 --> 00:13:04.300]  你在這個地上
[00:13:04.300 --> 00:13:06.300]  你應該怎樣行事為人呢
[00:13:06.300 --> 00:13:08.300]  在十一、十二節
[00:13:08.300 --> 00:13:11.300]  他用了消極和積極兩方面
[00:13:11.300 --> 00:13:12.300]  要描述
[00:13:12.300 --> 00:13:14.300]  十一節他用了消極那方面
[00:13:14.300 --> 00:13:18.300]  就是你要禁戒你的肉體的情慾
[00:13:18.300 --> 00:13:19.300]  這些情慾
[00:13:19.300 --> 00:13:22.300]  在彼得前書四章三節都有提到
[00:13:22.300 --> 00:13:26.300]  包括邪淫、私慾、醉酒、謊言、狂飲
[00:13:26.300 --> 00:13:29.300]  以及律法所禁止拜偶像的事
[00:13:29.300 --> 00:13:31.300]  這一切都是神所憎惡的
[00:13:31.300 --> 00:13:35.300]  我們要逃避遠離這些罪之餘
[00:13:35.300 --> 00:13:40.300]  還要積極地在一個不信上帝的
[00:13:40.300 --> 00:13:46.300]  甚至是對基督教初初冒起的第一個世紀
[00:13:46.300 --> 00:13:48.300]  這一班初期教會的信徒
[00:13:48.300 --> 00:13:52.300]  是有很多人看著他們的
[00:13:52.300 --> 00:13:55.300]  甚至有很多人要毀謗他們
[00:13:55.300 --> 00:13:56.300]  甚至有些人說
[00:13:56.300 --> 00:14:00.300]  為甚麼他們會吃肉去喝血
[00:14:00.300 --> 00:14:02.300]  其實他們在守聖餐
[00:14:02.300 --> 00:14:04.300]  他們是誤解的
[00:14:04.300 --> 00:14:06.300]  很多這些問題的時候
[00:14:06.300 --> 00:14:07.300]  十二節就說
[00:14:07.300 --> 00:14:12.300]  你們不單止是消極去逃避禁戒肉體的情慾
[00:14:12.300 --> 00:14:13.300]  反而要積極
[00:14:13.300 --> 00:14:17.300]  你要有一個品行端正的生命
[00:14:17.300 --> 00:14:20.300]  而且你們要讓那些毀謗你的人
[00:14:20.300 --> 00:14:21.300]  說作惡的
[00:14:21.300 --> 00:14:25.300]  你們看到你們的好行為
[00:14:25.300 --> 00:14:28.300]  這個品行端正和好行為
[00:14:28.300 --> 00:14:31.300]  其實都可以說是同樣的意思
[00:14:31.300 --> 00:14:33.300]  是一個點的兩方面
[00:14:33.300 --> 00:14:37.300]  是一個人的生命那種品格
[00:14:37.300 --> 00:14:41.300]  和他們內在走出來的行為
[00:14:41.300 --> 00:14:43.300]  是別人可以看到的
[00:14:43.300 --> 00:14:46.300]  以至毀謗他們的人
[00:14:46.300 --> 00:14:48.300]  在神審判的日子
[00:14:48.300 --> 00:14:49.300]  是歸榮要給神
[00:14:49.300 --> 00:14:53.300]  這個正正也是耶穌在登山部分
[00:14:53.300 --> 00:14:55.300]  《馬達福音》第五章所說
[00:14:55.300 --> 00:14:56.300]  你們是世上的光
[00:14:56.300 --> 00:14:59.300]  承造在山上是不能隱藏的
[00:14:59.300 --> 00:15:02.300]  你們的光也當這樣照在人的面前
[00:15:02.300 --> 00:15:05.300]  叫他們看見你們的好行為
[00:15:05.300 --> 00:15:09.300]  就將榮耀歸給你們天上的父
[00:15:09.300 --> 00:15:13.300]  歸給你們在天上的父
[00:15:13.300 --> 00:15:15.300]  是不信的人
[00:15:15.300 --> 00:15:17.300]  他看到信神的人
[00:15:17.300 --> 00:15:19.300]  他們的好行為
[00:15:19.300 --> 00:15:20.300]  那些見證那些光
[00:15:20.300 --> 00:15:21.300]  不過很可惜
[00:15:21.300 --> 00:15:24.300]  在歷代教會的歷史裏面
[00:15:24.300 --> 00:15:28.300]  我們都看見教會或者個別的信徒
[00:15:28.300 --> 00:15:31.300]  都有一些敗德的行為
[00:15:31.300 --> 00:15:33.300]  甚至失敗的見證
[00:15:33.300 --> 00:15:36.300]  這個就給一個很著名的靈修學家
[00:15:36.300 --> 00:15:37.300]  Richard Foster
[00:15:37.300 --> 00:15:40.300]  他寫了一個很經典的一本書
[00:15:40.300 --> 00:15:41.300]  就是叫做
[00:15:41.300 --> 00:15:44.300]  金錢、性和權力
[00:15:44.300 --> 00:15:46.300]  Money, Sex and Power
[00:15:46.300 --> 00:15:49.300]  這三方面其實都是人類歷史裏面
[00:15:49.300 --> 00:15:51.300]  我們很多的例證可以看見
[00:15:51.300 --> 00:15:53.300]  就是因為人軟弱
[00:15:53.300 --> 00:15:55.300]  由亞當夏娃到如今
[00:15:55.300 --> 00:15:59.300]  其實都有這些問題和論盡的東西
[00:15:59.300 --> 00:16:02.300]  但是上帝仍然有恩典有憐憫
[00:16:02.300 --> 00:16:04.300]  他是要挽回我們
[00:16:04.300 --> 00:16:07.300]  不要再在這些失敗的地方
[00:16:07.300 --> 00:16:09.300]  再軟弱下去
[00:16:09.300 --> 00:16:12.300]  所以最近香港有一個很出名的新聞
[00:16:12.300 --> 00:16:15.300]  有一間基督教的名義
[00:16:15.300 --> 00:16:20.300]  是幫助一些社會邊緣化的青少年吸毒者
[00:16:20.300 --> 00:16:21.300]  來去戒毒
[00:16:21.300 --> 00:16:24.300]  然後幫助他們重新做人
[00:16:24.300 --> 00:16:27.300]  原本這個很有意義的事工
[00:16:27.300 --> 00:16:33.300]  何景在最近原來被發現
[00:16:33.300 --> 00:16:38.300]  那個創辦人、校長都離開了香港
[00:16:38.300 --> 00:16:42.300]  而且將大量的資金轉移到外國
[00:16:42.300 --> 00:16:45.300]  當政府來緝捕他們
[00:16:45.300 --> 00:16:46.300]  要他們回來
[00:16:46.300 --> 00:16:49.300]  甚至要回應這些帳目上的問題的時候
[00:16:49.300 --> 00:16:52.300]  竟然遲遲都不肯回來
[00:16:52.300 --> 00:16:55.300]  而且不去公開去解說
[00:16:55.300 --> 00:16:57.300]  到現在我們都很失望
[00:16:57.300 --> 00:16:59.300]  我們很不明白為何
[00:16:59.300 --> 00:17:02.300]  如果你們行得正、站得正
[00:17:02.300 --> 00:17:04.300]  任何一個基督教的群體
[00:17:04.300 --> 00:17:06.300]  包括教會或者機構
[00:17:06.300 --> 00:17:10.300]  我們的帳目一定要經得起考驗
[00:17:10.300 --> 00:17:13.300]  每年教會都一定有專業的核數師
[00:17:13.300 --> 00:17:16.300]  每一條帳目都要清清楚楚
[00:17:16.300 --> 00:17:18.300]  不能夠被人斂財
[00:17:18.300 --> 00:17:21.300]  這個就是我們要做一個負責任
[00:17:21.300 --> 00:17:24.300]  上帝所交付給我們
[00:17:24.300 --> 00:17:26.300]  要履行祂使命的群體
[00:17:26.300 --> 00:17:31.300]  必須要守住的一個很重要的基礎
[00:17:31.300 --> 00:17:34.300]  有時說到這些事情的時候
[00:17:34.300 --> 00:17:37.300]  我們心裏頭會很心痛
[00:17:37.300 --> 00:17:39.300]  我們看下去的時候
[00:17:39.300 --> 00:17:42.300]  你看到作客旅寄居的信徒
[00:17:42.300 --> 00:17:46.300]  我們和各方面的那種相處的關係
[00:17:46.300 --> 00:17:49.300]  彼得在這裡就說了五方面
[00:17:49.300 --> 00:17:52.300]  其實這五方面都是一個
[00:17:52.300 --> 00:17:56.300]  古代他們寫書信
[00:17:56.300 --> 00:17:59.300]  有一種格式叫做Family Code
[00:17:59.300 --> 00:18:01.300]  是所謂家規
[00:18:01.300 --> 00:18:03.300]  家庭裏面的規矩
[00:18:03.300 --> 00:18:06.300]  這裏包括和政府的關係
[00:18:06.300 --> 00:18:08.300]  和主人的關係
[00:18:08.300 --> 00:18:10.300]  和不信的丈夫的關係
[00:18:10.300 --> 00:18:12.300]  和妻子的關係
[00:18:12.300 --> 00:18:17.300]  和屬神的信徒群體的交往的關係
[00:18:17.300 --> 00:18:19.300]  你發覺這五方面
[00:18:19.300 --> 00:18:23.300]  為甚麼其他那些可能你都會明白
[00:18:23.300 --> 00:18:25.300]  丈夫、妻子
[00:18:25.300 --> 00:18:28.300]  甚至和屬神的信徒群體都明白
[00:18:28.300 --> 00:18:30.300]  但為甚麼會把政府放在一起呢
[00:18:30.300 --> 00:18:33.300]  原因就是在希臘羅馬
[00:18:33.300 --> 00:18:35.300]  當時的社會環境
[00:18:35.300 --> 00:18:39.300]  家庭其實就是社會、政治、宗教
[00:18:39.300 --> 00:18:41.300]  一個基本的單位
[00:18:41.300 --> 00:18:43.300]  一個單元
[00:18:43.300 --> 00:18:47.300]  其實到今天都沒有分別
[00:18:47.300 --> 00:18:51.300]  你不可以說你是一個註冊在地上的教會
[00:18:51.300 --> 00:18:53.300]  你就說我們我行我素
[00:18:53.300 --> 00:18:56.300]  我們所做的事只是向神負責
[00:18:56.300 --> 00:19:00.300]  你不需要向地上的政府負責嗎
[00:19:00.300 --> 00:19:05.300]  我們每年都要向政府的稅務局要交帳
[00:19:05.300 --> 00:19:08.300]  你不能夠逃避這種責任
[00:19:08.300 --> 00:19:10.300]  而我們和主人之間
[00:19:10.300 --> 00:19:14.300]  當時的奴隸和自己的主人
[00:19:14.300 --> 00:19:17.300]  其實是說家庭的奴僕
[00:19:17.300 --> 00:19:19.300]  那些家僕
[00:19:19.300 --> 00:19:23.300]  我們今天都等於說那些菲傭、印傭
[00:19:23.300 --> 00:19:25.300]  雖然他們不是奴隸
[00:19:25.300 --> 00:19:27.300]  但他們是這種僕人
[00:19:27.300 --> 00:19:30.300]  我們要明白當時的社會環境
[00:19:30.300 --> 00:19:34.300]  他們是看這些都是我們屬於一個家庭裏面
[00:19:34.300 --> 00:19:36.300]  我們每一個成員
[00:19:36.300 --> 00:19:39.300]  是必須要接觸的
[00:19:39.300 --> 00:19:41.300]  不同的對象
[00:19:41.300 --> 00:19:43.300]  這五方面的關係
[00:19:43.300 --> 00:19:45.300]  我們現在又來看
[00:19:45.300 --> 00:19:47.300]  在我們今天講道的內容
[00:19:47.300 --> 00:19:50.300]  是針對第一和第二方面
[00:19:50.300 --> 00:19:53.300]  是和政府和主人的這種關係
[00:19:53.300 --> 00:19:56.300]  我們怎樣跟隨主的腳踵行
[00:19:56.300 --> 00:19:58.300]  我們要信服神
[00:19:58.300 --> 00:20:01.300]  要明白神的旨意是什麼
[00:20:01.300 --> 00:20:03.300]  這個是基礎
[00:20:03.300 --> 00:20:07.300]  以至你才懂得怎樣去信服君王和官員
[00:20:07.300 --> 00:20:09.300]  我們一起讀13到15節
[00:20:09.300 --> 00:20:12.300]  「你們為主的緣故
[00:20:12.300 --> 00:20:15.300]  要信服人的一切制度
[00:20:15.300 --> 00:20:17.300]  或是在上的君王
[00:20:17.300 --> 00:20:19.300]  或是君王所派
[00:20:19.300 --> 00:20:21.300]  情惡上善的官員
