
[00:00:00.000 --> 00:00:05.120]  我們繼續說Luke的聖經
[00:06:42.680 --> 00:06:44.680]  他之前是做什麼的
[00:06:44.680 --> 00:06:48.680]  他是一隻牧羊人
[00:06:48.680 --> 00:06:50.680]  他要保護羊
[00:06:50.680 --> 00:06:52.680]  羊是給什麼
[00:06:52.680 --> 00:06:54.680]  吃的
[00:06:54.680 --> 00:06:56.680]  獅子和熊
[00:06:56.680 --> 00:06:58.680]  那時候
[00:06:58.680 --> 00:07:00.680]  Israel有熊和熊
[00:07:00.680 --> 00:07:02.680]  所以那是測驗
[00:07:02.680 --> 00:07:04.680]  測驗他
[00:07:04.680 --> 00:07:06.680]  準備Goliath
[00:07:06.680 --> 00:07:08.680]  之前
[00:07:08.680 --> 00:07:10.680]  Saw想給他那些Armor
[00:07:10.680 --> 00:07:12.680]  最漂亮的Armor
[00:07:12.680 --> 00:07:14.680]  最漂亮的球鞋
[00:07:14.680 --> 00:07:16.680]  最漂亮的球衣
[00:07:16.680 --> 00:07:18.680]  他就說不要
[00:07:18.680 --> 00:07:20.680]  因為我之前
[00:07:20.680 --> 00:07:22.680]  I faced the lion and the bear
[00:07:22.680 --> 00:07:24.680]  我是用什麼
[00:07:24.680 --> 00:07:26.680]  I used my sling and the stone
[00:07:26.680 --> 00:07:28.680]  所以他就
[00:07:28.680 --> 00:07:30.680]  是舒服用這個
[00:07:30.680 --> 00:07:32.680]  OK
[00:07:32.680 --> 00:07:34.680]  The next slide is
[00:07:34.680 --> 00:07:36.680]  Jesus being led to the desert
[00:07:36.680 --> 00:07:38.680]  for 40 days
[00:07:38.680 --> 00:07:40.680]  這個是在以色列的Desert
[00:07:40.680 --> 00:07:42.680]  This is the desert in Israel
[00:07:42.680 --> 00:07:44.680]  So we are going to read
[00:07:44.680 --> 00:07:46.680]  Luke chapter 3
[00:07:46.680 --> 00:07:48.680]  讀中文
[00:07:48.680 --> 00:07:50.680]  Ready 123
[00:07:50.680 --> 00:07:52.680]  (中文翻譯)
[00:07:52.680 --> 00:07:54.680]  (中文翻譯)
[00:07:54.680 --> 00:07:56.680]  (中文翻譯)
[00:07:56.680 --> 00:08:24.560]  - 天道訪問,請深深接受魔鬼的示範,哪些人只沒有吃甚麼,一人只滿了,他就無了。魔鬼對他說,你若是神的兒子,可以奔赴這塊石頭變成食物,耶穌回答說,你天上的基督說,人會像特畜,是靠食物,乃是靠神考慮所出的一切劃。-
[00:08:24.560 --> 00:08:37.960]  - 第一樣我們看到的是聖靈帶領耶穌到沙漠,為甚麼?
[00:08:37.960 --> 00:08:44.560]  - 為了準備祂的聖餐。
[00:08:44.560 --> 00:08:57.960]  - 大家知道,如何使得耶穌被誘惑嗎?
[00:08:57.960 --> 00:09:03.360]  - 餓,肚子餓,是吧?
[00:09:03.360 --> 00:09:20.160]  - 試過禁食一天嗎?
[00:09:20.160 --> 00:09:33.560]  - 試過12小時禁食嗎?
[00:09:33.560 --> 00:09:36.560]  - 肚子很餓!
[00:09:36.560 --> 00:09:44.560]  - 試過12小時禁食嗎?
[00:09:44.560 --> 00:09:52.560]  - 睡覺就沒事了?
[00:09:52.560 --> 00:10:03.560]  - 試過18小時禁食嗎?
[00:10:03.560 --> 00:10:07.560]  - Sam,你的學生名字是甚麼?
[00:10:07.560 --> 00:10:12.560]  - 試過18小時禁食嗎?
[00:10:12.560 --> 00:10:17.560]  - 試過24小時禁食嗎?
[00:10:17.560 --> 00:10:24.560]  - 試過24小時禁食嗎?
[00:10:24.560 --> 00:10:28.560]  - 試過24小時禁食嗎?
[00:10:28.560 --> 00:10:33.560]  - 試過24小時禁食嗎?
[00:10:33.560 --> 00:10:41.560]  - 試過24小時禁食嗎?
[00:10:41.560 --> 00:10:46.560]  - 試過24小時禁食嗎?
[00:10:46.560 --> 00:10:51.560]  - 試過24小時禁食嗎?
[00:10:51.560 --> 00:10:56.560]  - 試過24小時禁食嗎?
[00:10:56.560 --> 00:11:01.560]  - 試過24小時禁食嗎?
[00:11:01.560 --> 00:11:06.560]  - 試過24小時禁食嗎?
[00:11:06.560 --> 00:11:11.560]  - 試過24小時禁食嗎?
[00:11:11.560 --> 00:11:16.560]  - 試過24小時禁食嗎?
[00:11:16.560 --> 00:11:21.560]  - 試過24小時禁食嗎?
[00:11:21.560 --> 00:11:26.560]  - 試過24小時禁食嗎?
[00:11:26.560 --> 00:11:31.560]  - 試過24小時禁食嗎?
[00:11:31.560 --> 00:11:36.560]  - 試過24小時禁食嗎?
[00:11:36.560 --> 00:11:41.560]  - 試過24小時禁食嗎?
[00:11:41.560 --> 00:11:46.560]  - 試過24小時禁食嗎?
[00:11:46.560 --> 00:11:51.560]  - 試過24小時禁食嗎?
[00:11:51.560 --> 00:11:56.560]  - 試過24小時禁食嗎?
[00:11:56.560 --> 00:12:01.560]  - 試過24小時禁食嗎?
[00:12:01.560 --> 00:12:06.560]  - 試過24小時禁食嗎?
[00:12:06.560 --> 00:12:11.560]  - 試過24小時禁食嗎?
[00:12:11.560 --> 00:12:16.560]  - 試過24小時禁食嗎?
[00:12:16.560 --> 00:12:21.560]  - 試過24小時禁食嗎?
[00:12:21.560 --> 00:12:26.560]  - 試過24小時禁食嗎?
[00:12:26.560 --> 00:12:31.560]  - 試過24小時禁食嗎?
[00:12:31.560 --> 00:12:36.560]  - 試過24小時禁食嗎?
[00:12:36.560 --> 00:12:41.560]  - 試過24小時禁食嗎?
[00:12:41.560 --> 00:12:46.560]  - 試過24小時禁食嗎?
[00:12:46.560 --> 00:12:51.560]  - 試過24小時禁食嗎?
[00:12:51.560 --> 00:12:56.560]  - 試過24小時禁食嗎?
[00:12:56.560 --> 00:13:01.560]  - 試過24小時禁食嗎?
[00:13:01.560 --> 00:13:06.560]  - 試過24小時禁食嗎?
[00:13:06.560 --> 00:13:11.560]  - 試過24小時禁食嗎?
[00:13:11.560 --> 00:13:16.560]  - 試過24小時禁食嗎?
[00:13:16.560 --> 00:13:21.560]  - 試過24小時禁食嗎?
[00:13:21.560 --> 00:13:26.560]  - 試過24小時禁食嗎?
[00:13:26.560 --> 00:13:31.560]  - 試過24小時禁食嗎?
[00:13:31.560 --> 00:13:36.560]  - 試過24小時禁食嗎?
[00:13:36.560 --> 00:13:41.560]  - 試過24小時禁食嗎?
[00:13:41.560 --> 00:13:46.560]  - 試過24小時禁食嗎?
[00:13:46.560 --> 00:13:51.560]  - 試過24小時禁食嗎?
[00:13:51.560 --> 00:13:56.560]  - 試過24小時禁食嗎?
[00:13:56.560 --> 00:14:01.560]  - 試過24小時禁食嗎?
[00:14:01.560 --> 00:14:06.560]  - 試過24小時禁食嗎?
[00:14:06.560 --> 00:14:11.560]  - 試過24小時禁食嗎?
[00:14:11.560 --> 00:14:16.560]  - 試過24小時禁食嗎?
[00:14:16.560 --> 00:14:21.560]  - 試過24小時禁食嗎?
[00:14:21.560 --> 00:14:26.560]  - 試過24小時禁食嗎?
[00:14:26.560 --> 00:14:31.560]  - 試過24小時禁食嗎?
[00:14:31.560 --> 00:14:36.560]  - 試過24小時禁食嗎?
[00:14:36.560 --> 00:14:41.560]  - 試過24小時禁食嗎?
[00:14:41.560 --> 00:14:46.560]  - 試過24小時禁食嗎?
[00:14:46.560 --> 00:14:51.560]  - 試過24小時禁食嗎?
[00:14:51.560 --> 00:14:56.560]  - 試過24小時禁食嗎?
[00:14:56.560 --> 00:15:01.560]  - 試過24小時禁食嗎?
[00:15:01.560 --> 00:15:06.560]  - 試過24小時禁食嗎?
[00:15:06.560 --> 00:15:11.560]  - 試過24小時禁食嗎?
[00:15:11.560 --> 00:15:16.560]  - 試過24小時禁食嗎?
[00:15:16.560 --> 00:15:21.560]  - 試過24小時禁食嗎?
[00:15:21.560 --> 00:15:26.560]  - 試過24小時禁食嗎?
[00:15:26.560 --> 00:15:31.560]  - 試過24小時禁食嗎?
[00:15:31.560 --> 00:15:36.560]  - 試過24小時禁食嗎?
[00:15:36.560 --> 00:15:41.560]  - 試過24小時禁食嗎?
[00:15:41.560 --> 00:15:46.560]  - 試過24小時禁食嗎?
[00:15:46.560 --> 00:15:51.560]  - 試過24小時禁食嗎?
[00:15:51.560 --> 00:15:56.560]  - 試過24小時禁食嗎?
[00:15:56.560 --> 00:16:01.560]  - 試過24小時禁食嗎?
[00:16:01.560 --> 00:16:06.560]  - 試過24小時禁食嗎?
[00:16:06.560 --> 00:16:11.560]  - 試過24小時禁食嗎?
[00:16:11.560 --> 00:16:16.560]  - 試過24小時禁食嗎?
[00:16:16.560 --> 00:16:21.560]  - 試過24小時禁食嗎?
[00:16:21.560 --> 00:16:26.560]  - 試過24小時禁食嗎?
[00:16:26.560 --> 00:16:31.560]  - 試過24小時禁食嗎?
[00:16:31.560 --> 00:16:36.560]  - 試過24小時禁食嗎?
[00:16:36.560 --> 00:16:41.560]  - 試過24小時禁食嗎?
[00:16:41.560 --> 00:16:46.560]  - 試過24小時禁食嗎?
[00:16:46.560 --> 00:16:51.560]  - 試過24小時禁食嗎?
[00:16:51.560 --> 00:16:56.560]  - 試過24小時禁食嗎?
[00:16:56.560 --> 00:17:01.560]  - 試過24小時禁食嗎?
[00:17:01.560 --> 00:17:06.560]  - 試過24小時禁食嗎?
[00:17:06.560 --> 00:17:11.560]  - 試過24小時禁食嗎?
[00:17:11.560 --> 00:17:16.560]  - 試過24小時禁食嗎?
[00:17:16.560 --> 00:17:21.560]  - 試過24小時禁食嗎?
[00:17:21.560 --> 00:17:26.560]  - 試過24小時禁食嗎?
[00:17:26.560 --> 00:17:31.560]  - 試過24小時禁食嗎?
[00:17:31.560 --> 00:17:36.560]  - 試過24小時禁食嗎?
[00:17:36.560 --> 00:17:41.560]  - 試過24小時禁食嗎?
[00:17:41.560 --> 00:17:46.560]  - 試過24小時禁食嗎?
[00:17:46.560 --> 00:17:51.560]  - 試過24小時禁食嗎?
[00:17:51.560 --> 00:17:56.560]  - 試過24小時禁食嗎?
[00:17:56.560 --> 00:18:01.560]  - 試過24小時禁食嗎?
[00:18:01.560 --> 00:18:06.560]  - 試過24小時禁食嗎?
[00:18:06.560 --> 00:18:11.560]  - 試過24小時禁食嗎?
[00:18:11.560 --> 00:18:16.560]  - 試過24小時禁食嗎?
[00:18:16.560 --> 00:18:21.560]  - 試過24小時禁食嗎?
[00:18:21.560 --> 00:18:26.560]  - 試過24小時禁食嗎?
[00:18:26.560 --> 00:18:31.560]  - 試過24小時禁食嗎?
[00:18:31.560 --> 00:18:36.560]  - 試過24小時禁食嗎?
[00:18:36.560 --> 00:18:41.560]  - 試過24小時禁食嗎?
[00:18:41.560 --> 00:18:46.560]  - 試過24小時禁食嗎?
[00:18:46.560 --> 00:18:51.560]  - 試過24小時禁食嗎?
[00:18:51.560 --> 00:18:56.560]  - 試過24小時禁食嗎?
[00:18:56.560 --> 00:19:01.560]  - 試過24小時禁食嗎?
[00:19:01.560 --> 00:19:06.560]  - 試過24小時禁食嗎?
[00:19:06.560 --> 00:19:11.560]  - 試過24小時禁食嗎?
[00:19:11.560 --> 00:19:16.560]  - 試過24小時禁食嗎?
[00:19:16.560 --> 00:19:21.560]  - 試過24小時禁食嗎?
[00:19:21.560 --> 00:19:26.560]  - 試過24小時禁食嗎?
[00:19:26.560 --> 00:19:31.560]  - 試過24小時禁食嗎?
[00:19:31.560 --> 00:19:36.560]  - 試過24小時禁食嗎?
[00:19:36.560 --> 00:19:41.560]  - 試過24小時禁食嗎?
[00:19:41.560 --> 00:19:46.560]  - 試過24小時禁食嗎?
[00:19:46.560 --> 00:19:51.560]  - 試過24小時禁食嗎?
[00:19:51.560 --> 00:19:56.560]  - 試過24小時禁食嗎?
[00:19:56.560 --> 00:20:01.560]  - 試過24小時禁食嗎?
[00:20:01.560 --> 00:20:06.560]  - 試過24小時禁食嗎?
[00:20:06.560 --> 00:20:11.560]  - 試過24小時禁食嗎?
[00:20:11.560 --> 00:20:16.560]  - 試過24小時禁食嗎?
[00:20:16.560 --> 00:20:21.560]  - 試過24小時禁食嗎?
[00:20:21.560 --> 00:20:26.560]  - 試過24小時禁食嗎?
[00:20:26.560 --> 00:20:31.560]  - 試過24小時禁食嗎?
[00:20:31.560 --> 00:20:36.560]  - 試過24小時禁食嗎?
[00:20:36.560 --> 00:20:41.560]  - 試過24小時禁食嗎?
[00:20:41.560 --> 00:20:46.560]  - 試過24小時禁食嗎?
[00:20:46.560 --> 00:20:51.560]  - 試過24小時禁食嗎?
[00:20:51.560 --> 00:20:56.560]  - 試過24小時禁食嗎?
[00:20:56.560 --> 00:21:01.560]  - 試過24小時禁食嗎?
[00:21:01.560 --> 00:21:06.560]  - 試過24小時禁食嗎?
[00:21:06.560 --> 00:21:11.560]  - 試過24小時禁食嗎?
[00:21:11.560 --> 00:21:16.560]  - 試過24小時禁食嗎?
[00:21:16.560 --> 00:21:21.560]  - 試過24小時禁食嗎?
[00:21:21.560 --> 00:21:26.560]  - 試過24小時禁食嗎?
[00:21:26.560 --> 00:21:31.560]  - 試過24小時禁食嗎?
[00:21:31.560 --> 00:21:36.560]  - 試過24小時禁食嗎?
[00:21:36.560 --> 00:21:41.560]  - 試過24小時禁食嗎?
[00:21:41.560 --> 00:21:46.560]  - 試過24小時禁食嗎?
[00:21:46.560 --> 00:21:51.560]  - 試過24小時禁食嗎?
[00:21:51.560 --> 00:21:56.560]  - 試過24小時禁食嗎?
[00:21:56.560 --> 00:22:01.560]  - 試過24小時禁食嗎?
[00:22:01.560 --> 00:22:06.560]  - 試過24小時禁食嗎?
[00:22:06.560 --> 00:22:11.560]  - 試過24小時禁食嗎?
[00:22:11.560 --> 00:22:16.560]  - 試過24小時禁食嗎?
[00:22:16.560 --> 00:22:21.560]  - 試過24小時禁食嗎?
[00:22:21.560 --> 00:22:26.560]  - 試過24小時禁食嗎?
[00:22:26.560 --> 00:22:31.560]  - 試過24小時禁食嗎?
[00:22:31.560 --> 00:22:36.560]  - 試過24小時禁食嗎?
[00:22:36.560 --> 00:22:41.560]  - 試過24小時禁食嗎?
[00:22:41.560 --> 00:22:46.560]  - 試過24小時禁食嗎?
[00:22:46.560 --> 00:22:51.560]  - 試過24小時禁食嗎?
[00:22:51.560 --> 00:22:56.560]  - 試過24小時禁食嗎?
[00:22:56.560 --> 00:23:01.560]  - 試過24小時禁食嗎?
[00:23:01.560 --> 00:23:06.560]  - 試過24小時禁食嗎?
[00:23:06.560 --> 00:23:11.560]  - 試過24小時禁食嗎?
[00:23:11.560 --> 00:23:16.560]  - 試過24小時禁食嗎?
[00:23:16.560 --> 00:23:21.560]  - 試過24小時禁食嗎?
[00:23:21.560 --> 00:23:26.560]  - 試過24小時禁食嗎?
[00:23:26.560 --> 00:23:31.560]  - 試過24小時禁食嗎?
[00:23:31.560 --> 00:23:36.560]  - 試過24小時禁食嗎?
[00:23:36.560 --> 00:23:41.560]  - 試過24小時禁食嗎?
[00:23:41.560 --> 00:23:46.560]  - 試過24小時禁食嗎?
[00:23:46.560 --> 00:23:51.560]  - 試過24小時禁食嗎?
[00:23:51.560 --> 00:23:56.560]  - 試過24小時禁食嗎?
[00:23:56.560 --> 00:24:01.560]  - 試過24小時禁食嗎?
[00:24:01.560 --> 00:24:06.560]  - 試過24小時禁食嗎?
[00:24:06.560 --> 00:24:11.560]  - 試過24小時禁食嗎?
[00:24:11.560 --> 00:24:16.560]  - 試過24小時禁食嗎?
[00:24:16.560 --> 00:24:21.560]  - 試過24小時禁食嗎?
[00:24:21.560 --> 00:24:26.560]  - 試過24小時禁食嗎?
[00:24:26.560 --> 00:24:31.560]  - 試過24小時禁食嗎?
[00:24:31.560 --> 00:24:36.560]  - 試過24小時禁食嗎?
[00:24:36.560 --> 00:24:41.560]  - 試過24小時禁食嗎?
[00:24:41.560 --> 00:24:46.560]  - 試過24小時禁食嗎?
[00:24:46.560 --> 00:24:51.560]  - 試過24小時禁食嗎?
[00:24:51.560 --> 00:24:56.560]  - 試過24小時禁食嗎?
[00:24:56.560 --> 00:25:01.560]  - 試過24小時禁食嗎?
[00:25:01.560 --> 00:25:06.560]  - 試過24小時禁食嗎?
[00:25:06.560 --> 00:25:11.560]  - 試過24小時禁食嗎?
[00:25:11.560 --> 00:25:16.560]  - 試過24小時禁食嗎?
[00:25:16.560 --> 00:25:21.560]  - 試過24小時禁食嗎?
[00:25:21.560 --> 00:25:26.560]  - 試過24小時禁食嗎?
[00:25:26.560 --> 00:25:31.560]  - 試過24小時禁食嗎?
[00:25:31.560 --> 00:25:36.560]  - 試過24小時禁食嗎?
[00:25:36.560 --> 00:25:41.560]  - 試過24小時禁食嗎?
[00:25:41.560 --> 00:25:46.560]  - 試過24小時禁食嗎?
[00:25:46.560 --> 00:25:51.560]  - 試過24小時禁食嗎?
[00:25:51.560 --> 00:25:56.560]  - 試過24小時禁食嗎?
[00:25:56.560 --> 00:26:01.560]  - 試過24小時禁食嗎?
[00:26:01.560 --> 00:26:06.560]  - 試過24小時禁食嗎?
[00:26:06.560 --> 00:26:11.560]  - 試過24小時禁食嗎?
[00:26:11.560 --> 00:26:16.560]  - 試過24小時禁食嗎?
[00:26:16.560 --> 00:26:21.560]  - 試過24小時禁食嗎?
[00:26:21.560 --> 00:26:26.560]  - 試過24小時禁食嗎?
[00:26:26.560 --> 00:26:31.560]  - 試過24小時禁食嗎?
[00:26:31.560 --> 00:26:36.560]  - 試過24小時禁食嗎?
[00:26:36.560 --> 00:26:41.560]  - 試過24小時禁食嗎?
[00:26:41.560 --> 00:26:46.560]  - 試過24小時禁食嗎?
[00:26:46.560 --> 00:26:51.560]  - 試過24小時禁食嗎?
[00:26:51.560 --> 00:26:56.560]  - 試過24小時禁食嗎?
[00:26:56.560 --> 00:27:01.560]  - 試過24小時禁食嗎?
[00:27:01.560 --> 00:27:06.560]  - 試過24小時禁食嗎?
[00:27:06.560 --> 00:27:11.560]  - 試過24小時禁食嗎?
[00:27:11.560 --> 00:27:16.560]  - 試過24小時禁食嗎?
[00:27:16.560 --> 00:27:21.560]  - 試過24小時禁食嗎?
[00:27:21.560 --> 00:27:26.560]  - 試過24小時禁食嗎?
[00:27:26.560 --> 00:27:31.560]  - 試過24小時禁食嗎?
[00:27:31.560 --> 00:27:36.560]  - 試過24小時禁食嗎?
[00:27:36.560 --> 00:27:41.560]  - 試過24小時禁食嗎?
[00:27:41.560 --> 00:27:46.560]  - 試過24小時禁食嗎?
[00:27:46.560 --> 00:27:51.560]  - 試過24小時禁食嗎?
[00:27:51.560 --> 00:27:56.560]  - 試過24小時禁食嗎?
[00:27:56.560 --> 00:28:01.560]  - 試過24小時禁食嗎?
[00:28:01.560 --> 00:28:06.560]  - 試過24小時禁食嗎?
[00:28:06.560 --> 00:28:11.560]  - 試過24小時禁食嗎?
[00:28:11.560 --> 00:28:16.560]  - 試過24小時禁食嗎?
[00:28:16.560 --> 00:28:21.560]  - 試過24小時禁食嗎?
[00:28:21.560 --> 00:28:26.560]  - 試過24小時禁食嗎?
[00:28:26.560 --> 00:28:31.560]  - 試過24小時禁食嗎?
