
[00:00:00.000 --> 00:00:04.600]  很感謝剛才指令師頒唱的詩歌
[00:02:04.600 --> 00:02:06.600]  我們很願意
[00:02:06.600 --> 00:02:08.600]  今天祢在我們中間
[00:02:08.600 --> 00:02:11.600]  將我們心裡各樣的思慮煩惱拿開
[00:02:11.600 --> 00:02:15.600]  以致我們能夠看得明彼得的教導
[00:02:15.600 --> 00:02:17.600]  又叫我們知道
[00:02:17.600 --> 00:02:20.600]  如何用在生活當中
[00:02:20.600 --> 00:02:23.600]  願祢得著當得的榮耀
[00:02:23.600 --> 00:02:25.600]  我們同心祈禱
[00:02:25.600 --> 00:02:26.600]  奉主名求
[00:02:26.600 --> 00:02:27.600]  阿們
[00:02:27.600 --> 00:02:33.600]  彼得前書五章一到七節
[00:02:33.600 --> 00:02:35.600]  我將題目定為牧養與謙卑
[00:02:35.600 --> 00:02:42.600]  因為裡面有兩個很明顯的主題
[00:02:42.600 --> 00:02:47.600]  其實如果你一直有門訓崇拜
[00:02:47.600 --> 00:02:50.600]  你會知道在五章前面
[00:02:50.600 --> 00:02:52.600]  即四章的時候
[00:02:52.600 --> 00:02:58.600]  彼得提到信徒會為主受苦的普遍原則
[00:02:58.600 --> 00:03:03.600]  然後他提到原來審判會由神家開始
[00:03:03.600 --> 00:03:07.600]  所以接下來的五章
[00:03:07.600 --> 00:03:09.600]  彼得提到兩個課題
[00:03:09.600 --> 00:03:12.600]  關乎牧養與謙卑
[00:03:12.600 --> 00:03:17.600]  起五章二到四節是關於牧養
[00:03:17.600 --> 00:03:20.600]  對象是教會的長老
[00:03:20.600 --> 00:03:22.600]  而到謙卑的那一部分
[00:03:22.600 --> 00:03:24.600]  就是起五章五到七節
[00:03:24.600 --> 00:03:28.600]  對象是所有的信徒和會眾
[00:03:28.600 --> 00:03:30.600]  我們會進入經文
[00:03:30.600 --> 00:03:33.600]  看看究竟這個段落
[00:03:33.600 --> 00:03:38.600]  這位彼得耶穌的大弟子
[00:03:38.600 --> 00:03:41.600]  究竟他會給我們什麼教導
[00:03:41.600 --> 00:03:43.600]  我們最深刻的記憶
[00:03:43.600 --> 00:03:47.600]  就是彼得曾經三次不認主
[00:03:47.600 --> 00:03:50.600]  不過在提比利亞海的旁邊
[00:03:50.600 --> 00:03:53.600]  耶穌三次提問
[00:03:53.600 --> 00:03:55.600]  然後彼得的認順
[00:03:55.600 --> 00:04:01.600]  他接受餵養耶穌的小羊
[00:04:01.600 --> 00:04:05.600]  所以由他來跟我們講牧養
[00:04:05.600 --> 00:04:06.600]  講謙卑
[00:04:06.600 --> 00:04:08.600]  非常貼切
[00:04:08.600 --> 00:04:11.600]  彼得前書五章一節
[00:04:11.600 --> 00:04:16.600]  是彼得對當時信徒的自稱
[00:04:16.600 --> 00:04:19.600]  所以我這作同作長老
[00:04:19.600 --> 00:04:21.600]  作基督受苦的證人
[00:04:21.600 --> 00:04:25.600]  和分享將來所要顯現的榮耀的人
[00:04:25.600 --> 00:04:29.600]  勉勵在你們中間的長老們
[00:04:29.600 --> 00:04:32.600]  長老其實是什麼呢?
[00:04:32.600 --> 00:04:34.600]  我們教會沒有長老
[00:04:34.600 --> 00:04:36.600]  原來初期教會
[00:04:36.600 --> 00:04:39.600]  是有長老和監督的設立
[00:04:39.600 --> 00:04:43.600]  通常他們是地方的領袖
[00:04:43.600 --> 00:04:46.600]  當試圖在一個地方傳完福音
[00:04:46.600 --> 00:04:48.600]  凝聚到一群信耶穌的人
[00:04:48.600 --> 00:04:50.600]  建立教會之後
[00:04:50.600 --> 00:04:54.600]  就會在這個群體裏委派一位
[00:04:54.600 --> 00:04:57.600]  或者多位有恩賜
[00:04:57.600 --> 00:05:00.600]  品行又名聲好的人
[00:05:00.600 --> 00:05:01.600]  作為長老
[00:05:01.600 --> 00:05:05.600]  他們的職責很多時候是教導
[00:05:05.600 --> 00:05:08.600]  和帶領繼續發展教會
[00:05:08.600 --> 00:05:13.600]  保羅在這裏說
[00:05:13.600 --> 00:05:18.600]  他和這些長老是同作長老
[00:05:18.600 --> 00:05:20.600]  如果你留意
[00:05:20.600 --> 00:05:24.600]  彼得其實是一個地方教會的長老嗎?
[00:05:24.600 --> 00:05:25.600]  這麼簡單
[00:05:25.600 --> 00:05:28.600]  他是真正耶穌的使徒
[00:05:28.600 --> 00:05:34.600]  他要和這些長老分享的時候
[00:05:34.600 --> 00:05:38.600]  他首先認同他們身份相同
[00:05:38.600 --> 00:05:40.600]  大家都是做教導
[00:05:40.600 --> 00:05:42.600]  在教會裏面做領導
[00:05:42.600 --> 00:05:47.600]  並且他形容自己是作基督受苦的證人
[00:05:47.600 --> 00:05:49.600]  彼得在他的人生裏
[00:05:49.600 --> 00:05:52.600]  他親眼見過耶穌
[00:05:52.600 --> 00:05:56.600]  如何在比拉多的手下遇害
[00:05:56.600 --> 00:05:58.600]  如何被誣告被冤枉
[00:05:58.600 --> 00:06:02.600]  並且被鞭打受害被釘
[00:06:02.600 --> 00:06:05.600]  見證著耶穌的受苦
[00:06:05.600 --> 00:06:08.600]  他亦聽過耶穌的教導
[00:06:08.600 --> 00:06:10.600]  學生不會高過先生
[00:06:10.600 --> 00:06:13.600]  所以信主跟隨主的人
[00:06:13.600 --> 00:06:15.600]  會像耶穌一樣
[00:06:15.600 --> 00:06:18.600]  喝他所喝過的杯
[00:06:18.600 --> 00:06:22.600]  並且彼得應該會知道
[00:06:22.600 --> 00:06:26.600]  他跟隨耶穌的下場會是怎樣
[00:06:26.600 --> 00:06:29.600]  然後他又說到
[00:06:29.600 --> 00:06:31.600]  他是一個能夠分享將來
[00:06:31.600 --> 00:06:34.600]  所要顯現榮耀的人
[00:06:34.600 --> 00:06:41.600]  彼得對耶穌苦難的見證和參與
[00:06:41.600 --> 00:06:47.600]  其實就等同與基督一同受苦
[00:06:47.600 --> 00:06:49.600]  所以他很知道將來
[00:06:49.600 --> 00:06:51.600]  當上主得榮耀的時候
[00:06:51.600 --> 00:06:56.600]  他都能夠分享上主的榮耀和快樂
[00:06:56.600 --> 00:06:58.600]  所以他就是這樣
[00:06:58.600 --> 00:07:01.600]  用這三個身份
[00:07:01.600 --> 00:07:06.600]  與當時教會的長老勸勉
[00:07:06.600 --> 00:07:09.600]  其實今天我們讀這段經文的時候
[00:07:09.600 --> 00:07:12.600]  我們就知道這些長老
[00:07:12.600 --> 00:07:14.600]  不單止是全職在教會
[00:07:14.600 --> 00:07:19.600]  服侍受薪或義工
[00:07:19.600 --> 00:07:23.600]  來服侍、教導、帶領
[00:07:23.600 --> 00:07:27.600]  其實都是適合聽這個目樣的課題
[00:07:27.600 --> 00:07:29.600]  五章二到四節
[00:07:29.600 --> 00:07:31.600]  彼得這樣說
[00:07:31.600 --> 00:07:35.600]  對這些在教會服侍的人提醒
[00:07:35.600 --> 00:07:39.600]  務要務樣在你們當中神的群羊
[00:07:39.600 --> 00:07:42.600]  按著神的旨意照顧他們
[00:07:42.600 --> 00:07:46.600]  不是出於勉強而是出於甘心
[00:07:46.600 --> 00:07:50.600]  也不是因為貪財而是出於樂意
[00:07:50.600 --> 00:07:53.600]  每個字都很明顯
[00:07:53.600 --> 00:07:55.600]  很容易理解
[00:07:55.600 --> 00:08:00.600]  作為教會服侍的人
[00:08:00.600 --> 00:08:04.600]  其實就是受耶穌基督所託
[00:08:04.600 --> 00:08:06.600]  要做目樣的功夫
[00:08:06.600 --> 00:08:11.600]  目樣的對象是信耶穌的人
[00:08:11.600 --> 00:08:13.600]  他們是神的羊
[00:08:13.600 --> 00:08:16.600]  而且我們是怎樣去目樣他們呢?
[00:08:16.600 --> 00:08:20.600]  是按神的旨意來看顧他們
[00:08:20.600 --> 00:08:23.600]  不是出於勉強被人迫
[00:08:23.600 --> 00:08:26.600]  而是自願的、甘心的
[00:08:26.600 --> 00:08:28.600]  不是因為貪財
[00:08:28.600 --> 00:08:31.600]  因為服侍過程中有更多的人
[00:08:31.600 --> 00:08:34.600]  他們是出心出力
[00:08:34.600 --> 00:08:37.600]  並且沒有任何得益
[00:08:37.600 --> 00:08:39.600]  是出於樂意
[00:08:39.600 --> 00:08:45.600]  其實這裡提醒服侍的人
[00:08:45.600 --> 00:08:48.600]  有幾個需要留意的地方
[00:08:48.600 --> 00:08:52.600]  就是原來服侍上帝的羊
[00:08:52.600 --> 00:08:55.600]  其實要我們專心服侍
[00:08:55.600 --> 00:08:58.600]  而且要做得甘心樂意
[00:08:58.600 --> 00:09:02.600]  因為我們只是受託
[00:09:02.600 --> 00:09:06.600]  去完成目樣的職責
[00:09:06.600 --> 00:09:10.600]  真正的教練其實是上帝自己
[00:09:10.600 --> 00:09:14.600]  祂對每一隻小羊有祂的安排
[00:09:14.600 --> 00:09:19.600]  我們只是在這裡栽培
[00:09:19.600 --> 00:09:22.600]  並且提供一個最合適的環境
[00:09:22.600 --> 00:09:27.600]  將應該要的教導傳授給他們
[00:09:27.600 --> 00:09:30.600]  所以要甘心樂意
[00:09:30.600 --> 00:09:33.600]  才能夠把這個職責做好
[00:09:33.600 --> 00:09:36.600]  不過在過程當中
[00:09:36.600 --> 00:09:39.600]  在當代也有很多的目樣人
[00:09:39.600 --> 00:09:43.600]  他們只不過是因著故宮
[00:09:43.600 --> 00:09:46.600]  而在有危難的時候
[00:09:46.600 --> 00:09:49.600]  他們會丟下羊群不顧
[00:09:49.600 --> 00:09:57.600]  彼得在這裡提醒我們
[00:09:57.600 --> 00:10:00.600]  原來每一個目樣和服侍
[00:10:00.600 --> 00:10:03.600]  其實是回應主的吩咐
[00:10:03.600 --> 00:10:07.600]  記不記得主耶穌在升天之前
[00:10:07.600 --> 00:10:10.600]  祂留下了一個大使命給我們
[00:10:10.600 --> 00:10:13.600]  其實每一個屬神的人
[00:10:13.600 --> 00:10:15.600]  都應該謹記遵行
[00:10:15.600 --> 00:10:18.600]  我們讀一下這個大使命
[00:10:18.600 --> 00:10:19.600]  1、2、3
[00:10:19.600 --> 00:10:24.600]  所以你們要去使萬民作我的門徒
[00:10:24.600 --> 00:10:26.600]  奉父子聖靈的名
[00:10:26.600 --> 00:10:28.600]  給他們施洗
[00:10:28.600 --> 00:10:30.600]  凡我所吩咐你們的
[00:10:30.600 --> 00:10:33.600]  都教導他們遵守
[00:10:33.600 --> 00:10:38.600]  然後之後會有一個應許
[00:10:38.600 --> 00:10:40.600]  會賞與我們同在
[00:10:40.600 --> 00:10:43.600]  原來在整個的目樣過程
[00:10:43.600 --> 00:10:45.600]  我們要參與
[00:10:45.600 --> 00:10:51.600]  並且帶領願意跟隨耶穌的人
[00:10:51.600 --> 00:10:53.600]  能夠成為主的門徒
[00:10:53.600 --> 00:10:56.600]  那裡包括各族各民
[00:10:56.600 --> 00:10:59.600]  跨宗跨地域跨各界
[00:10:59.600 --> 00:11:03.600]  那些都是我們服侍的對象
[00:11:03.600 --> 00:11:05.600]  並且我們為他們施洗
[00:11:05.600 --> 00:11:08.600]  將我們從神領受的
[00:11:08.600 --> 00:11:10.600]  清楚教導他們遵守
[00:11:10.600 --> 00:11:12.600]  原來初信主的人
[00:11:12.600 --> 00:11:15.600]  連怎樣祈禱怎樣看聖經都不知道
[00:11:15.600 --> 00:11:17.600]  如果沒有人告訴他們
[00:11:17.600 --> 00:11:19.600]  我們不知道
[00:11:19.600 --> 00:11:22.600]  上教會信耶穌是一回事
[00:11:22.600 --> 00:11:26.600]  很多時候在浸禮聽見證
[00:11:26.600 --> 00:11:28.600]  發現原來有很多人
[00:11:28.600 --> 00:11:31.600]  信過耶穌然後又流失
[00:11:31.600 --> 00:11:32.600]  為什麼?
[00:11:32.600 --> 00:11:33.600]  因為他們不知道
[00:11:33.600 --> 00:11:35.600]  信耶穌其實是一回事
[00:11:35.600 --> 00:11:38.600]  以為好像社會聚會
[00:11:38.600 --> 00:11:40.600]  大家開開心心聚會
[00:11:40.600 --> 00:11:42.600]  吃喝玩樂
[00:11:42.600 --> 00:11:44.600]  結果有很多人流失
[00:11:44.600 --> 00:11:47.600]  在經歷過人生不同的高低起跌之後
[00:11:47.600 --> 00:11:50.600]  上帝再將他們引導回來
[00:11:50.600 --> 00:11:53.600]  所以當我們接觸初信的人
[00:11:53.600 --> 00:11:55.600]  其實我們就有責任
[00:11:55.600 --> 00:11:57.600]  要幫助他們
[00:11:57.600 --> 00:11:59.600]  能夠打好信仰的根基
[00:11:59.600 --> 00:12:04.600]  以致他們不會在信仰裡流失
[00:12:04.600 --> 00:12:07.600]  和不知所謂
[00:12:08.600 --> 00:12:12.600]  所以在服侍的過程
[00:12:12.600 --> 00:12:14.600]  我們要甘心樂意
[00:12:14.600 --> 00:12:16.600]  不是出於勉強
[00:12:16.600 --> 00:12:18.600]  不是因為貪財
[00:12:18.600 --> 00:12:22.600]  然後服侍才能有果效
[00:12:22.600 --> 00:12:27.600]  彼得在接著三到四節
[00:12:27.600 --> 00:12:30.600]  更提醒服侍牧羊的人
[00:12:30.600 --> 00:12:34.600]  不要核際所託付你們的群羊
[00:12:34.600 --> 00:12:37.600]  而是要作他們的榜樣
[00:12:37.600 --> 00:12:40.600]  到了大牧人顯現的時候
[00:12:40.600 --> 00:12:45.600]  你們必得到那永不需撐榮耀的冠冕
[00:12:45.600 --> 00:12:50.600]  其實要做牧羊一點都不容易
[00:12:50.600 --> 00:12:57.600]  彼得在這裡用了牧羊人帶領羊群的一個比喻
[00:12:57.600 --> 00:13:00.600]  來將牧羊講解
[00:13:00.600 --> 00:13:03.600]  他說我們做帶領的
[00:13:03.600 --> 00:13:06.600]  其實不可以核際我們的羊
[00:13:06.600 --> 00:13:10.600]  很記得這個不核際我們的羊
[00:13:10.600 --> 00:13:14.600]  就好像我們養育兒女
[00:13:14.600 --> 00:13:16.600]  我們都不核際兒女一樣
[00:13:16.600 --> 00:13:20.600]  我曾經聽過一個姐妹
[00:13:20.600 --> 00:13:23.600]  她的女兒剛剛結婚
[00:13:23.600 --> 00:13:31.600]  她很樂意女兒每晚回來
[00:13:31.600 --> 00:13:34.600]  回來吃飯照顧她們
[00:13:34.600 --> 00:13:38.600]  因為她們夫妻都是相織的人
[00:13:38.600 --> 00:13:40.600]  生活會辛苦
[00:13:40.600 --> 00:13:43.600]  所以叫她們每晚回來吃飯
[00:13:43.600 --> 00:13:46.600]  但她說了一個原因
[00:13:46.600 --> 00:13:50.600]  她說我要招呼到她們很周到
[00:13:50.600 --> 00:13:53.600]  以致她們不可以離開我
[00:13:53.600 --> 00:13:54.600]  不可以失去我
[00:13:54.600 --> 00:13:56.600]  其實是不是很可怕
[00:13:56.600 --> 00:13:58.600]  我聽到之後很害怕
[00:13:58.600 --> 00:14:00.600]  你這麼用心
[00:14:00.600 --> 00:14:01.600]  好像很愛她們
[00:14:01.600 --> 00:14:04.600]  但原來你是想保持住她們
[00:14:04.600 --> 00:14:06.600]  永遠不能離開你
[00:14:06.600 --> 00:14:09.600]  這個絕對不是聖經的教導
[00:14:09.600 --> 00:14:13.600]  所以彼得這個提醒其實很重要
[00:14:13.600 --> 00:14:15.600]  我們牧養我們的弟兄姊妹
[00:14:15.600 --> 00:14:18.600]  不是要牠圍著我們
[00:14:18.600 --> 00:14:21.600]  然後知道我們對牠們多好
[00:14:21.600 --> 00:14:22.600]  我們牧養牠們
[00:14:22.600 --> 00:14:25.600]  是要牠們跟隨主耶穌
[00:14:25.600 --> 00:14:29.600]  並且從主那裡領受牠們的獨特和使命
[00:14:29.600 --> 00:14:36.600]  以致牠們可以發揮牠們生命當作的功
[00:14:36.600 --> 00:14:42.600]  彼得說當我們如果真心按住
[00:14:42.600 --> 00:14:46.600]  耶穌所交託的吩咐來做好
[00:14:46.600 --> 00:14:49.600]  到大牧人主耶穌顯現的時候
[00:14:49.600 --> 00:14:54.600]  就能夠得永不衰殘榮耀的冠冕
[00:14:54.600 --> 00:14:56.600]  所以原來在牧養的過程中
[00:14:56.600 --> 00:14:58.600]  服侍的弟兄姊妹
[00:14:58.600 --> 00:15:01.600]  最要的是效法主的榜樣
[00:15:01.600 --> 00:15:04.600]  並且定徵榮幸
[00:15:04.600 --> 00:15:07.600]  如何效法主的榜樣呢?
[00:15:07.600 --> 00:15:10.600]  我記得在《約翰福音》13章
[00:15:10.600 --> 00:15:17.600]  耶穌用一個為門徒洗腳的片段來教我們
[00:15:17.600 --> 00:15:19.600]  服侍是什麼
[00:15:19.600 --> 00:15:23.600]  13章的15節
[00:15:23.600 --> 00:15:27.600]  耶穌在為門徒洗完腳之後
[00:15:27.600 --> 00:15:31.600]  他這樣來總結他的示範
[00:15:31.600 --> 00:15:33.600]  他說:我給你們作了榜樣
[00:15:33.600 --> 00:15:38.600]  為要你們照著我為你們所做的去做
[00:15:38.600 --> 00:15:40.600]  人世間很有趣的
[00:15:40.600 --> 00:15:43.600]  在高位的人可以指指點點
[00:15:43.600 --> 00:15:45.600]  什麼都不用做
[00:15:45.600 --> 00:15:47.600]  但是跟隨耶穌
[00:15:47.600 --> 00:15:53.600]  你越是得著從神而來的慰訓和吩咐
[00:15:53.600 --> 00:15:57.600]  我們更加以作僕人的心態
[00:15:57.600 --> 00:16:00.600]  來愛我們服侍的對象
[00:16:00.600 --> 00:16:02.600]  和帶領他們
[00:16:02.600 --> 00:16:06.600]  在《約翰福音》13章34節
[00:16:06.600 --> 00:16:11.600]  耶穌在示範完為門徒洗腳
[00:16:11.600 --> 00:16:16.600]  吩咐跟隨他的人要學好他的榜樣之後
[00:16:16.600 --> 00:16:20.600]  然後他說:他賜給我們一條新命令
[00:16:20.600 --> 00:16:22.600]  要我們彼此相愛
[00:16:22.600 --> 00:16:24.600]  我怎樣愛你們
[00:16:24.600 --> 00:16:27.600]  你們也要怎樣彼此相愛
[00:16:27.600 --> 00:16:28.600]  為什麼?
[00:16:28.600 --> 00:16:32.600]  因為當你們彼此相愛的時候
[00:16:32.600 --> 00:16:36.600]  眾人因此就認出你們是我們的門徒了
[00:16:36.600 --> 00:16:41.600]  主耶穌以身作則來教我們
[00:16:41.600 --> 00:16:45.600]  怎樣來親身服侍
[00:16:45.600 --> 00:16:48.600]  是親自身先試卒的
[00:16:48.600 --> 00:16:50.600]  去實踐信仰
[00:16:50.600 --> 00:16:56.600]  並且帶領身邊信耶穌的人彼此相愛
[00:16:56.600 --> 00:17:03.600]  如果你留意我們現在身處的社會和世界
[00:17:03.600 --> 00:17:06.600]  你會發覺真是亂到無論
[00:17:06.600 --> 00:17:12.600]  還有很多鬥爭和仇恨
[00:17:12.600 --> 00:17:15.600]  也不知道為什麼要搞到這麼亂
[00:17:15.600 --> 00:17:23.600]  原來神的心意是要我們活出彼此相愛的美麗圖畫
[00:17:23.600 --> 00:17:28.600]  以致人知道我們與別不同
[00:17:28.600 --> 00:17:31.600]  是因為耶穌在我們中間
[00:17:31.600 --> 00:17:40.600]  還有一個主的榜樣
[00:17:40.600 --> 00:17:44.600]  在彼得前書2:21-23
[00:17:44.600 --> 00:17:48.600]  也提醒我們
[00:17:48.600 --> 00:17:54.600]  說到我們夢神所召其實是為了什麼
[00:17:54.600 --> 00:17:59.600]  基督也為你們受過苦給你們留下榜樣
[00:17:59.600 --> 00:18:02.600]  為要使你們跟隨他的腳踪
[00:18:02.600 --> 00:18:05.600]  耶穌在受苦的時候怎樣
[00:18:05.600 --> 00:18:08.600]  他並沒有犯罪口裡也沒有詭詐
[00:18:08.600 --> 00:18:14.600]  他被辱罵不還口受害也不說威嚇的話
[00:18:14.600 --> 00:18:19.600]  只將自己交給公義的審判者
[00:18:19.600 --> 00:18:23.600]  其實跟耶穌的言行
[00:18:23.600 --> 00:18:27.600]  我們發覺我們與世界的標準很不一樣
[00:18:27.600 --> 00:18:31.600]  耶穌也在人間活過
[00:18:31.600 --> 00:18:33.600]  不過他沒有犯罪
[00:18:33.600 --> 00:18:39.600]  甚至口裡也沒有詭詐
[00:18:39.600 --> 00:18:45.600]  所以跟隨耶穌
[00:18:45.600 --> 00:18:50.600]  以他的榜樣成為我們行事為人的方向
[00:18:50.600 --> 00:18:54.600]  在聖經裡有一個很明顯的教導
[00:18:54.600 --> 00:18:56.600]  在這段經文的25節
[00:18:56.600 --> 00:18:59.600]  說到因著耶穌的擺上
[00:18:59.600 --> 00:19:05.600]  以至迷路的羊可以得著真神的模樣和照顧
[00:19:05.600 --> 00:19:09.600]  作為跟隨主的侍奉者
[00:19:09.600 --> 00:19:17.600]  其實我們也應該以跟隨的主成為我們行事的方向
[00:19:18.600 --> 00:19:24.600]  模樣更加需要定徵永恆
[00:19:24.600 --> 00:19:28.600]  在第四節
[00:19:28.600 --> 00:19:32.600]  彼得告訴我們
[00:19:32.600 --> 00:19:37.600]  原來耶穌給我們一個很大的應許
[00:19:37.600 --> 00:19:40.600]  就是到了大目人顯現的時候
[00:19:40.600 --> 00:19:45.600]  我們忠心跟隨主來做服事
[00:19:45.600 --> 00:19:50.600]  必得到那永不需殘榮耀的冠冕
[00:19:50.600 --> 00:19:54.600]  模樣真的很艱難
[00:19:54.600 --> 00:19:57.600]  所以我在讀神學的時候
[00:19:57.600 --> 00:20:01.600]  我經常會約不同的老師來聊天
[00:20:01.600 --> 00:20:05.600]  去認識他們如何夢照
[00:20:05.600 --> 00:20:07.600]  如何擺上
[00:20:07.600 --> 00:20:09.600]  然後如何堅持
[00:20:09.600 --> 00:20:11.600]  到了木會的時候
[00:20:11.600 --> 00:20:18.600]  我又喜歡跟木會內的牧者來談
[00:20:18.600 --> 00:20:21.600]  透過他們的分享
[00:20:21.600 --> 00:20:26.600]  我學習如何做木樣
[00:20:26.600 --> 00:20:30.600]  如何繼續向前走
[00:20:30.600 --> 00:20:34.600]  其實木樣為何要效法主的榜樣
[00:20:34.600 --> 00:20:37.600]  為何要定徵永恆呢?
[00:20:37.600 --> 00:20:40.600]  因為如果你只看著羊
[00:20:40.600 --> 00:20:42.600]  你會很失望
[00:20:42.600 --> 00:20:45.600]  我記得在教會
[00:20:45.600 --> 00:20:49.600]  我今年已經踏入第20年了
[00:20:49.600 --> 00:20:51.600]  在木樣的過程中
[00:20:51.600 --> 00:20:54.600]  一羊米養八羊人
[00:20:54.600 --> 00:20:56.600]  羊仔也有很多款式
[00:20:56.600 --> 00:20:59.600]  有些時候真的沒辦法處理
[00:20:59.600 --> 00:21:01.600]  要教的不聽
[00:21:01.600 --> 00:21:03.600]  然後他自以為是
[00:21:03.600 --> 00:21:05.600]  在搗亂
[00:21:05.600 --> 00:21:07.600]  也挺難處理的
[00:21:07.600 --> 00:21:10.600]  我問過一位資深的牧者
[00:21:10.600 --> 00:21:14.600]  其實可以祈禱叫上帝把牧羊帶走嗎?
[00:21:14.600 --> 00:21:19.600]  讓牧羊有別的樣子吧
[00:21:19.600 --> 00:21:22.600]  牧者提醒
[00:21:22.600 --> 00:21:25.600]  其實每一隻羊都是主耶穌給你的
[00:21:25.600 --> 00:21:28.600]  可能這隻就是黑羊
[00:21:28.600 --> 00:21:31.600]  要鍛鍊更有愛心
[00:21:31.600 --> 00:21:32.600]  更有耐性
[00:21:32.600 --> 00:21:35.600]  更向上帝求智慧
[00:21:35.600 --> 00:21:42.600]  不過當羊仔能夠接受教導的時候
[00:21:42.600 --> 00:21:44.600]  你看到牠健壯
[00:21:44.600 --> 00:21:46.600]  牠行得正確
[00:21:46.600 --> 00:21:48.600]  並且能夠有好發揮
[00:21:48.600 --> 00:21:51.600]  又會叫你很得安慰
[00:21:51.600 --> 00:21:55.600]  牧羊要靠孝主的榜樣
[00:21:55.600 --> 00:21:57.600]  因為你靠自己
[00:21:57.600 --> 00:21:59.600]  只會困難重重
[00:21:59.600 --> 00:22:02.600]  我們都會怕困難
[00:22:02.600 --> 00:22:04.600]  我們會逃避
[00:22:04.600 --> 00:22:08.600]  甚至會因著身邊不同的狀況
[00:22:08.600 --> 00:22:10.600]  我們的心會惹
[00:22:10.600 --> 00:22:12.600]  我們會不專注
[00:22:12.600 --> 00:22:14.600]  會犯罪
[00:22:14.600 --> 00:22:17.600]  會為了得利益得好處
[00:22:17.600 --> 00:22:19.600]  我們走歪了
[00:22:19.600 --> 00:22:23.600]  又會為了成為帶領的人
[00:22:23.600 --> 00:22:24.600]  教導的人
[00:22:24.600 --> 00:22:26.600]  我們會專權
[00:22:26.600 --> 00:22:28.600]  甚至我們會自以為高
[00:22:28.600 --> 00:22:30.600]  自視過高
[00:22:30.600 --> 00:22:32.600]  自以為是
[00:22:32.600 --> 00:22:37.600]  所以我們要有一個孝法的對象
[00:22:37.600 --> 00:22:40.600]  並且如果我們服事
[00:22:40.600 --> 00:22:43.600]  只為今生得名利
[00:22:43.600 --> 00:22:45.600]  其實你在服事的過程
[00:22:45.600 --> 00:22:48.600]  就會非常艱難
[00:22:48.600 --> 00:22:51.600]  當我們看著世界
[00:22:51.600 --> 00:22:53.600]  看著外面的環境的時候
[00:22:53.600 --> 00:22:55.600]  我們會懼怕
[00:22:55.600 --> 00:22:58.600]  甚至會對末世的艱難
[00:22:58.600 --> 00:23:00.600]  來逃避
[00:23:00.600 --> 00:23:03.600]  所以只有孝法主的榜樣
[00:23:03.600 --> 00:23:06.600]  在世卻不受污染
[00:23:06.600 --> 00:23:08.600]  能夠專心按著
[00:23:08.600 --> 00:23:10.600]  耶穌喜悅的樣式
[00:23:10.600 --> 00:23:13.600]  完成祂所教堂
