
[00:00:00.000 --> 00:00:12.000]  主持人:今天要和大家一起來思想的一個主題叫做在基督裡有份
[00:08:00.000 --> 00:08:02.000]  試煉的
[00:08:02.000 --> 00:08:04.000]  受到各樣的困境
[00:08:04.000 --> 00:08:08.000]  當中的人性的其中一部分
[00:08:08.000 --> 00:08:12.000]  所以在這個經文三章七到八節就這裡
[00:08:12.000 --> 00:08:14.000]  就引用了十篇
[00:08:14.000 --> 00:08:16.000]  九十五篇其中的記載
[00:08:16.000 --> 00:08:20.000]  你們今日若聽他的話
[00:08:20.000 --> 00:08:22.000]  就不可映著心
[00:08:22.000 --> 00:08:24.000]  像在曠野惹他發怒
[00:08:24.000 --> 00:08:27.000]  試探他的時候一樣
[00:08:27.000 --> 00:08:29.000]  當時的以色列民
[00:08:29.000 --> 00:08:31.000]  經歷了很多的恩典
[00:08:31.000 --> 00:08:33.000]  經歷了很多的神蹟
[00:08:33.000 --> 00:08:37.000]  但是恩典過後
[00:08:37.000 --> 00:08:39.000]  神蹟過後
[00:08:39.000 --> 00:08:41.000]  就忘記了
[00:08:41.000 --> 00:08:44.000]  還在曠野不斷的去試探神
[00:08:44.000 --> 00:08:47.000]  去惹神去發怒
[00:08:47.000 --> 00:08:49.000]  還映著心
[00:08:49.000 --> 00:08:55.000]  總是接納不了神那麼對他們的愛
[00:08:55.000 --> 00:08:59.000]  領袖對他們的這樣一個領導
[00:08:59.000 --> 00:09:01.000]  一個引導
[00:09:01.000 --> 00:09:03.000]  甚至摸西在當中
[00:09:03.000 --> 00:09:05.000]  受了很多的苦
[00:09:05.000 --> 00:09:07.000]  差點用那些以色列民
[00:09:07.000 --> 00:09:09.000]  大家看這幅圖可以看得到
[00:09:09.000 --> 00:09:12.000]  差點要石頭發起怒來的時候
[00:09:12.000 --> 00:09:17.000]  把他們神給他們選派的這樣一個領袖
[00:09:17.000 --> 00:09:19.000]  用石頭去打他
[00:09:19.000 --> 00:09:21.000]  打死他一樣
[00:09:21.000 --> 00:09:25.000]  這裡就讓我們好像旅行一樣
[00:09:25.000 --> 00:09:27.000]  看到了自己
[00:09:27.000 --> 00:09:30.000]  真的是如果當年的我們
[00:09:30.000 --> 00:09:33.000]  回到同樣的處境當中的時候
[00:09:33.000 --> 00:09:37.000]  也可能會有這樣一個的處境
[00:09:37.000 --> 00:09:41.000]  就是映著心
[00:09:41.000 --> 00:09:44.000]  如果大家對比這個心映
[00:09:44.000 --> 00:09:46.000]  映著心這個詞
[00:09:46.000 --> 00:09:48.000]  大家可以想到
[00:09:48.000 --> 00:09:52.000]  同樣也有一個人也是心映的
[00:09:52.000 --> 00:09:55.000]  但他們不是神的選民
[00:09:55.000 --> 00:10:00.000]  他是奴役以色列民的法老
[00:10:00.000 --> 00:10:02.000]  他也是心映
[00:10:02.000 --> 00:10:04.000]  他幾次以後
[00:10:04.000 --> 00:10:06.000]  經歷了埃及時代以後
[00:10:06.000 --> 00:10:08.000]  還是心映
[00:10:08.000 --> 00:10:10.000]  神就任憑他的心
[00:10:10.000 --> 00:10:12.000]  任憑他的心映
[00:10:12.000 --> 00:10:18.000]  以至於他遭受了很多的這樣一個禍患
[00:10:18.000 --> 00:10:20.000]  神的懲罰
[00:10:20.000 --> 00:10:22.000]  但是以色列民
[00:10:22.000 --> 00:10:24.000]  神也願意他們悔改
[00:10:24.000 --> 00:10:26.000]  願意他們悔轉
[00:10:26.000 --> 00:10:30.000]  願意他們跟隨神進入到應許之地去
[00:10:30.000 --> 00:10:34.000]  但是因著他們心映沒有辦法
[00:10:34.000 --> 00:10:36.000]  最後他們的絕大部分
[00:10:36.000 --> 00:10:42.000]  全部都死在了曠野當中
[00:10:42.000 --> 00:10:48.000]  其中有一個詞特別的值得我們注意
[00:10:48.000 --> 00:10:53.000]  它叫做安息
[00:10:53.000 --> 00:10:58.000]  在十一節裡面就這樣說了
[00:10:58.000 --> 00:11:00.000]  我就在怒中啟示說
[00:11:00.000 --> 00:11:05.000]  他們斷不可進入我的安息
[00:11:05.000 --> 00:11:09.000]  大家如果以前理解安息
[00:11:09.000 --> 00:11:12.000]  可能會理解成好好的休息
[00:11:12.000 --> 00:11:14.000]  但這裡絕對不是
[00:11:14.000 --> 00:11:16.000]  休息不是
[00:11:16.000 --> 00:11:20.000]  也不是喘一口氣
[00:11:20.000 --> 00:11:24.000]  更加不是說死掉了
[00:11:24.000 --> 00:11:26.000]  那叫做安息
[00:11:26.000 --> 00:11:28.000]  那麼透過這段經文
[00:11:28.000 --> 00:11:32.000]  讓我們再來去思想安息的重點的時候
[00:11:32.000 --> 00:11:35.000]  它指的是我們要完成
[00:11:35.000 --> 00:11:38.000]  神之所以創造了我們
[00:11:38.000 --> 00:11:40.000]  救贖了我們
[00:11:40.000 --> 00:11:44.000]  讓我們成為神的兒女的目的
[00:11:44.000 --> 00:11:47.000]  我們就真的可以享受到那一份的安息
[00:11:47.000 --> 00:11:51.000]  甚至我們要走入神的心計和計劃當中
[00:11:51.000 --> 00:11:54.000]  那種的生命的狀態和表徵
[00:11:54.000 --> 00:11:56.000]  那才叫安息
[00:11:56.000 --> 00:12:02.000]  它可以每一天達成我們內心當中的安靜
[00:12:02.000 --> 00:12:06.000]  我們每一天都走在主的計劃和旨意當中
[00:12:06.000 --> 00:12:08.000]  我們是那樣的愛神
[00:12:08.000 --> 00:12:11.000]  我們每一天都可以活出這樣一種
[00:12:11.000 --> 00:12:17.000]  平安的、喜樂的這種安息的心態來
[00:12:17.000 --> 00:12:20.000]  剛剛經歷了這個日益門行的弟兄姊妹
[00:12:20.000 --> 00:12:24.000]  可能就會想到瑪達瑪利亞的故事
[00:12:24.000 --> 00:12:26.000]  不論在哪裡
[00:12:26.000 --> 00:12:29.000]  如果我們活出那種全然讚美神的
[00:12:29.000 --> 00:12:31.000]  那種愛神的
[00:12:31.000 --> 00:12:37.000]  每時每刻和主在談戀愛的那種的生命來的時候
[00:12:37.000 --> 00:12:41.000]  你就活出了那種的心態來了
[00:12:41.000 --> 00:12:44.000]  反觀當時的以色列民
[00:12:44.000 --> 00:12:48.000]  他們再怎麼樣很難活出
[00:12:48.000 --> 00:12:53.000]  有安息的這樣一種的生命當中
[00:12:53.000 --> 00:12:57.000]  不可進入主的安息裡面去
[00:12:57.000 --> 00:13:00.000]  雖然除了埃及
[00:13:00.000 --> 00:13:05.000]  絕大部分進入不了主的這個應許地
[00:13:05.000 --> 00:13:07.000]  迦南地當中
[00:13:07.000 --> 00:13:10.000]  就算後來有一些的以色列民
[00:13:10.000 --> 00:13:13.000]  進入到了應許地當中
[00:13:13.000 --> 00:13:17.000]  但是他們沒有走在主的旨意
[00:13:17.000 --> 00:13:18.000]  神要他們做的
[00:13:18.000 --> 00:13:21.000]  吩咐他們把當時的那些原住民
[00:13:21.000 --> 00:13:24.000]  要趕出去的吩咐和計劃裡面
[00:13:24.000 --> 00:13:25.000]  你們就可以看到
[00:13:25.000 --> 00:13:27.000]  大家可以看到
[00:13:27.000 --> 00:13:32.000]  他們的生命不斷的在掙扎
[00:13:32.000 --> 00:13:35.000]  一直的被追究裹挾
[00:13:35.000 --> 00:13:40.000]  永遠活出不了那種的永美平安
[00:13:40.000 --> 00:13:42.000]  甚至這種生命
[00:13:42.000 --> 00:13:46.000]  安息的這種的生命狀態和表徵當中
[00:13:46.000 --> 00:13:49.000]  非常的可惜
[00:13:49.000 --> 00:13:52.000]  那麼如果說今年我們的生命
[00:13:52.000 --> 00:13:54.000]  我們的處境受到了一個
[00:13:54.000 --> 00:13:57.000]  非常大的衝擊的話
[00:13:57.000 --> 00:14:01.000]  大家可能都會想到
[00:14:01.000 --> 00:14:03.000]  今年就是這個病毒
[00:14:03.000 --> 00:14:05.000]  這個新冠病毒
[00:14:05.000 --> 00:14:08.000]  對於我們有一個很大的衝擊
[00:14:08.000 --> 00:14:12.000]  它的影響可能是對人的一個身體
[00:14:12.000 --> 00:14:16.000]  做出很大的一個傷害或破壞
[00:14:16.000 --> 00:14:19.000]  那麼如果說這個病毒給大家
[00:14:19.000 --> 00:14:22.000]  會造成這樣一個很大的傷害和破壞的話
[00:14:22.000 --> 00:14:25.000]  有另外的一種東西
[00:14:25.000 --> 00:14:29.000]  對我們破壞更加大
[00:14:29.000 --> 00:14:33.000]  傳染力更加的強
[00:14:33.000 --> 00:14:39.000]  它就是罪的影響
[00:14:39.000 --> 00:14:42.000]  如果說病毒只是對身體
[00:14:42.000 --> 00:14:44.000]  有一個破壞傷害的話
[00:14:44.000 --> 00:14:49.000]  罪對於我們是有一個人的永恆
[00:14:49.000 --> 00:14:52.000]  作為一個更加大的破壞
[00:14:52.000 --> 00:14:58.000]  讓我們可以和神隔開 遠離 分隔
[00:14:58.000 --> 00:15:02.000]  永遠是在做這樣一個破壞的工作
[00:15:02.000 --> 00:15:05.000]  甚至這個罪 傳染力
[00:15:05.000 --> 00:15:08.000]  透過這個新聞
[00:15:08.000 --> 00:15:10.000]  大家如果心態
[00:15:10.000 --> 00:15:13.000]  活不出那種對神的愛的話
[00:15:13.000 --> 00:15:16.000]  很容易透過新聞也會影響
[00:15:16.000 --> 00:15:20.000]  最近又有多少例 怎麼辦
[00:15:20.000 --> 00:15:23.000]  活在那種空白裡面
[00:15:23.000 --> 00:15:27.000]  透過別人的怨言也會傳播
[00:15:27.000 --> 00:15:29.000]  透過我們的這樣一個
[00:15:29.000 --> 00:15:33.000]  別人的一些的生命埋怨
[00:15:33.000 --> 00:15:36.000]  又有人感染了
[00:15:36.000 --> 00:15:38.000]  又有人出現了這樣的一種的思想
[00:15:38.000 --> 00:15:39.000]  自己的心思意念
[00:15:39.000 --> 00:15:43.000]  有的時候也會慢慢的被它所影響
[00:15:43.000 --> 00:15:47.000]  以至於影響到我們和真正的永恆
[00:15:47.000 --> 00:15:50.000]  有一個很大的衝擊
[00:15:50.000 --> 00:15:53.000]  那麼同樣在今天的經文裡面
[00:15:53.000 --> 00:15:55.000]  也是這樣提醒我們
[00:15:55.000 --> 00:15:57.000]  我們也看到
[00:15:57.000 --> 00:16:00.000]  罪有這樣一個很大的影響
[00:16:00.000 --> 00:16:03.000]  我們從第十三節可以看到
[00:16:03.000 --> 00:16:08.000]  中間就有人被罪迷惑
[00:16:08.000 --> 00:16:11.000]  心裡又出現了問題了
[00:16:11.000 --> 00:16:15.000]  心裡就乾硬了
[00:16:15.000 --> 00:16:17.000]  我們屬於神的心
[00:16:17.000 --> 00:16:19.000]  本來應該是柔和謙卑的
[00:16:19.000 --> 00:16:21.000]  柔軟的心
[00:16:21.000 --> 00:16:24.000]  又被罪迷惑 乾硬了
[00:16:24.000 --> 00:16:28.000]  神的話語又到不了我們心裡邊了
[00:16:28.000 --> 00:16:31.000]  神的感動又沒辦法觸動了
[00:16:31.000 --> 00:16:33.000]  自己乾硬了起來
[00:16:33.000 --> 00:16:39.000]  以至於這樣一個不幸的惡心
[00:16:39.000 --> 00:16:43.000]  把永生神離棄了
[00:16:43.000 --> 00:16:45.000]  很多時候我們以為
[00:16:45.000 --> 00:16:47.000]  這個是對神的影響
[00:16:47.000 --> 00:16:49.000]  但是反思來說
[00:16:49.000 --> 00:16:52.000]  不是神需要我們
[00:16:52.000 --> 00:16:56.000]  反而是我們非常非常的需要神
[00:16:56.000 --> 00:16:59.000]  神當然愛我們沒有錯
[00:16:59.000 --> 00:17:03.000]  但是我們是更加的需要神
[00:17:03.000 --> 00:17:06.000]  我們把永生神離棄了
[00:17:06.000 --> 00:17:11.000]  也就是我們把真正的永恆離棄了
[00:17:11.000 --> 00:17:13.000]  和小朋友接觸
[00:17:13.000 --> 00:17:16.000]  就讓我經常會有一些的反思
[00:17:16.000 --> 00:17:21.000]  特別現在和很多弟兄姊妹也有交流
[00:17:21.000 --> 00:17:23.000]  和一些家長也有交流
[00:17:23.000 --> 00:17:28.000]  從小朋友的這樣一個對話
[00:17:28.000 --> 00:17:30.000]  在陪伴他們成長
[00:17:30.000 --> 00:17:32.000]  在管教他們當中
[00:17:32.000 --> 00:17:37.000]  也經常會給予我一些的提醒
[00:17:37.000 --> 00:17:40.000]  小朋友在他們的成長過程當中
[00:17:40.000 --> 00:17:44.000]  也同樣會應對各樣的衝擊
[00:17:44.000 --> 00:17:46.000]  這些的衝擊很有可能
[00:17:46.000 --> 00:17:51.000]  是他們生命裡面的隱憂 試探
[00:17:51.000 --> 00:17:53.000]  或者是各種的兇惡
[00:17:53.000 --> 00:17:55.000]  也會在他們的生命當中
[00:17:55.000 --> 00:17:58.000]  這個時候作為父母有責任
[00:17:58.000 --> 00:18:02.000]  去引導孩子 去教養他們
[00:18:02.000 --> 00:18:04.000]  這個時候就會發現一些
[00:18:04.000 --> 00:18:06.000]  很奇妙的事情就會發生了
[00:18:06.000 --> 00:18:09.000]  你去和他約定
[00:18:09.000 --> 00:18:12.000]  當小朋友遇到好玩的事情的時候
[00:18:12.000 --> 00:18:14.000]  你跟他約定了
[00:18:14.000 --> 00:18:19.000]  好 那在玩完這五分鐘
[00:18:19.000 --> 00:18:21.000]  玩完這一局
[00:18:21.000 --> 00:18:24.000]  要記得去做功課了
[00:18:24.000 --> 00:18:25.000]  那個時候小朋友
[00:18:25.000 --> 00:18:27.000]  好的 好的 那好
[00:18:27.000 --> 00:18:28.000]  我待會兒就去
[00:18:28.000 --> 00:18:31.000]  好好好 你讓我先玩玩
[00:18:31.000 --> 00:18:33.000]  當遇到衝擊的時候
[00:18:33.000 --> 00:18:36.000]  你受到教訓的時候
[00:18:36.000 --> 00:18:38.000]  你也會去給管教了
[00:18:38.000 --> 00:18:41.000]  孩子 以後要留意了我
[00:18:41.000 --> 00:18:45.000]  以後要記得 注意要按時回家
[00:18:45.000 --> 00:18:46.000]  你要注意了
[00:18:46.000 --> 00:18:49.000]  一定要按時完成功課
[00:18:49.000 --> 00:18:50.000]  把那個老師提醒你的
[00:18:50.000 --> 00:18:52.000]  好好的記下來
[00:18:52.000 --> 00:18:54.000]  那個時候的孩子
[00:18:54.000 --> 00:18:56.000]  他總是跟你說
[00:18:56.000 --> 00:18:59.000]  好的 好的 爸爸 媽媽
[00:18:59.000 --> 00:19:01.000]  我會了 我以後記住了
[00:19:01.000 --> 00:19:04.000]  當這個事情過去以後
[00:19:04.000 --> 00:19:06.000]  當他快樂的時間
[00:19:06.000 --> 00:19:08.000]  玩耍的時間過去以後
[00:19:08.000 --> 00:19:11.000]  教訓的時候過去以後
[00:19:11.000 --> 00:19:13.000]  很多家長們在和大家交流的時候
[00:19:13.000 --> 00:19:14.000]  就會發現
[00:19:14.000 --> 00:19:16.000]  很奇妙的事情就發生了
[00:19:16.000 --> 00:19:18.000]  孩子就把他當時的
[00:19:18.000 --> 00:19:21.000]  和你的約定忘了
[00:19:21.000 --> 00:19:24.000]  拋到九霄雲外
[00:19:24.000 --> 00:19:27.000]  有的時候家長還跟我們開玩笑說
[00:19:27.000 --> 00:19:31.000]  這個小孩子沒有契約精神
[00:19:31.000 --> 00:19:36.000]  不管你當時和他拉手指勾
[00:19:36.000 --> 00:19:39.000]  和他寫下這個什麼約定
[00:19:39.000 --> 00:19:42.000]  到時候他都不遵守的
[00:19:42.000 --> 00:19:44.000]  很大的一個挑戰
[00:19:44.000 --> 00:19:46.000]  會在這個當中
[00:19:46.000 --> 00:19:49.000]  這個時候我就想到了
[00:19:49.000 --> 00:19:52.000]  其實我們人在這樣一些
[00:19:52.000 --> 00:19:54.000]  各樣的衝擊的時候
[00:19:54.000 --> 00:19:58.000]  同樣也是會像小孩子那樣
[00:19:58.000 --> 00:20:01.000]  他當時對你的約定
[00:20:01.000 --> 00:20:04.000]  他當時和你的契約
[00:20:04.000 --> 00:20:08.000]  其實不是為了最後他生命的改變
[00:20:08.000 --> 00:20:11.000]  他只是為了他當時那個環境
[00:20:11.000 --> 00:20:13.000]  可以度過過去
[00:20:13.000 --> 00:20:16.000]  幫助我過完這個難關
[00:20:16.000 --> 00:20:19.000]  我過完以後我什麼都答應你
[00:20:19.000 --> 00:20:20.000]  什麼都好
[00:20:20.000 --> 00:20:21.000]  我什麼都答應你
[00:20:21.000 --> 00:20:23.000]  你讓我過去就可以了
[00:20:23.000 --> 00:20:25.000]  你讓我經歷現在的甜頭
[00:20:25.000 --> 00:20:27.000]  我過完了什麼都可以
[00:20:27.000 --> 00:20:29.000]  我們人有的時候也是會
[00:20:29.000 --> 00:20:32.000]  面臨這樣的一個衝擊
[00:20:32.000 --> 00:20:35.000]  在苦難當中
[00:20:35.000 --> 00:20:39.000]  在享受的這個平安的那個過程裡面
[00:20:39.000 --> 00:20:41.000]  什麼都願意答應
[00:20:41.000 --> 00:20:42.000]  主啊
[00:20:42.000 --> 00:20:45.000]  你讓我們度過吧
[00:20:45.000 --> 00:20:48.000]  你讓我們平安的去完成吧
[00:20:48.000 --> 00:20:49.000]  經歷吧
[00:20:49.000 --> 00:20:51.000]  之後我什麼都答應你
[00:20:51.000 --> 00:20:53.000]  什麼都好
[00:20:53.000 --> 00:20:56.000]  小孩子他忘記了
[00:20:56.000 --> 00:20:59.000]  大人父母和他約定
[00:20:59.000 --> 00:21:02.000]  是為了他們的生命得到建立
[00:21:02.000 --> 00:21:05.000]  完完全全是為了他好
[00:21:05.000 --> 00:21:08.000]  完完全全是為了小孩子在著想
[00:21:08.000 --> 00:21:11.000]  我們人很多時候也會忘記
[00:21:11.000 --> 00:21:12.000]  我們和神
[00:21:12.000 --> 00:21:14.000]  神卻和我們有一些的約定
[00:21:14.000 --> 00:21:17.000]  神為了帶領我們幫助我們
[00:21:17.000 --> 00:21:20.000]  也是為了建立我們的生命
[00:21:20.000 --> 00:21:22.000]  為了我們好
[00:21:22.000 --> 00:21:25.000]  我們卻很多時候忘記了
[00:21:25.000 --> 00:21:29.000]  就好像跨野當中的以色列民一樣
[00:21:29.000 --> 00:21:32.000]  雖然經歷了很多的恩典
[00:21:32.000 --> 00:21:34.000]  一件又一件
[00:21:34.000 --> 00:21:36.000]  一件又一件
[00:21:36.000 --> 00:21:40.000]  但是如果生命的這樣一個層次
[00:21:40.000 --> 00:21:43.000]  永遠得不到提升的話
[00:21:43.000 --> 00:21:45.000]  你再經歷一百件
[00:21:45.000 --> 00:21:49.000]  你的生命都永遠建立不起來
[00:21:49.000 --> 00:21:52.000]  永遠就像今天的經文一樣
