
[00:00:00.000 --> 00:00:01.340]   - Hey everyone.
[00:03:11.720 --> 00:03:14.800]   because it allows you to prove how much you know,
[00:03:14.800 --> 00:03:16.200]   whether you're good or whether
[00:03:16.200 --> 00:03:18.480]   maybe physical examination's bad
[00:03:18.480 --> 00:03:20.600]   'cause you're worried about what it might reveal.
[00:03:20.600 --> 00:03:21.560]   The word examination.
[00:03:21.560 --> 00:03:23.140]   But you know, as I was thinking about this
[00:03:23.140 --> 00:03:24.280]   and looking at the sermon title,
[00:03:24.280 --> 00:03:29.280]   I was wondering how often do we examine our faith?
[00:03:29.280 --> 00:03:33.680]   How often do we examine our theology?
[00:03:33.680 --> 00:03:37.680]   How often do we examine our lives?
[00:03:37.680 --> 00:03:40.660]   2 Peter is talking about this in chapter two.
[00:03:40.660 --> 00:03:42.680]   And it's not a very nice chapter.
[00:03:42.680 --> 00:03:45.100]   I, you know what, I don't think you'll meet anyone
[00:03:45.100 --> 00:03:48.180]   who thinks 2 Peter two is their favorite chapter
[00:03:48.180 --> 00:03:49.020]   in the Bible.
[00:03:49.020 --> 00:03:50.960]   I have no friends who like that chapter.
[00:03:50.960 --> 00:03:52.360]   In fact, if there is someone,
[00:03:52.360 --> 00:03:54.240]   I don't think I'd want to be their friend.
[00:03:54.240 --> 00:03:57.160]   2 Peter two isn't a passage of scripture
[00:03:57.160 --> 00:04:00.940]   where children will learn in Sunday school to memorize.
[00:04:00.940 --> 00:04:01.780]   It's not like that.
[00:04:01.780 --> 00:04:03.600]   But I want to take us there today
[00:04:03.600 --> 00:04:05.600]   because it is oh so important.
[00:04:05.600 --> 00:04:07.520]   And it's interesting, it starts off,
[00:04:07.520 --> 00:04:11.540]   but false prophets also arose among the people
[00:04:11.540 --> 00:04:13.480]   just as there will be false teachers among you
[00:04:13.480 --> 00:04:17.120]   who will secretly bring in destructive heresies,
[00:04:17.120 --> 00:04:19.300]   even denying the master.
[00:04:19.300 --> 00:04:21.680]   It's interesting because Peter here
[00:04:21.680 --> 00:04:23.600]   is talking about false prophets.
[00:04:23.600 --> 00:04:26.360]   And it wasn't that long ago when he was following a guy
[00:04:26.360 --> 00:04:28.280]   who was warning about false prophets.
[00:04:28.280 --> 00:04:31.560]   In Matthew 24, Jesus himself was telling Peter
[00:04:31.560 --> 00:04:33.640]   and the people that were there,
[00:04:33.640 --> 00:04:35.100]   there will be false prophets.
[00:04:35.100 --> 00:04:36.440]   And when that happens,
[00:04:36.440 --> 00:04:38.860]   when people are starting to spread false teaching,
[00:04:38.860 --> 00:04:40.320]   that is when the followers,
[00:04:40.320 --> 00:04:44.440]   their love for me will grow cold, Matthew 24.
[00:04:44.440 --> 00:04:46.880]   And now we fast forward.
[00:04:46.880 --> 00:04:49.960]   Peter himself is saying the very same words.
[00:04:49.960 --> 00:04:53.760]   Beware, there are false prophets among you.
[00:04:53.760 --> 00:04:57.000]   This is an internal thing, false prophets among you.
[00:04:57.000 --> 00:05:01.520]   And they are going to bring about destructive heresies,
[00:05:01.520 --> 00:05:02.640]   even denying the master.
[00:05:02.640 --> 00:05:03.760]   This is chapter two, verse one,
[00:05:03.760 --> 00:05:04.920]   if you want to follow in your scripture.
[00:05:04.920 --> 00:05:07.160]   I think they'll come up on the slides as well.
[00:05:07.160 --> 00:05:10.440]   They will be denying the master,
[00:05:10.440 --> 00:05:14.800]   bringing upon themselves swift destruction.
[00:05:14.800 --> 00:05:18.460]   Brothers and sisters, how often do you protect yourself
[00:05:18.460 --> 00:05:21.160]   or examine yourself and examine your heart and your mind
[00:05:21.160 --> 00:05:24.640]   against destructive heresies?
[00:05:24.640 --> 00:05:26.560]   Sounds pretty hardcore, right?
[00:05:26.560 --> 00:05:28.000]   Sounds pretty deep.
[00:05:28.000 --> 00:05:29.480]   Maybe not something that we think about.
[00:05:29.480 --> 00:05:32.320]   Maybe not something that we are generally used
[00:05:32.320 --> 00:05:33.680]   to talking about in church.
[00:05:33.680 --> 00:05:36.440]   And if you just have a glance at 2 Peter chapter two,
[00:05:36.440 --> 00:05:38.720]   now you can do on your phone, you can just scroll through.
[00:05:38.720 --> 00:05:41.360]   At first glance, this chapter doesn't seem
[00:05:41.360 --> 00:05:43.440]   to have much to do with us at all.
[00:05:43.440 --> 00:05:45.200]   In fact, it's not something that we like to talk about
[00:05:45.200 --> 00:05:47.240]   'cause it doesn't make us warm and fuzzy.
[00:05:47.240 --> 00:05:51.740]   It's just a hard to read, hard to understand passage.
[00:05:51.740 --> 00:05:52.900]   But that's the first glance.
[00:05:52.900 --> 00:05:55.340]   But if you dig deeper, there are actually so many truths
[00:05:55.340 --> 00:05:57.120]   here that apply to us today.
[00:05:57.120 --> 00:05:59.900]   But as I look at this chapter, all 22 verses of it,
[00:05:59.900 --> 00:06:02.460]   we must at least have a glance at this.
[00:06:02.460 --> 00:06:04.380]   So what I'm gonna do now is I'm gonna go through this
[00:06:04.380 --> 00:06:07.380]   very quickly just to show you what Peter is talking about.
[00:06:07.380 --> 00:06:08.500]   So feel free to follow.
[00:06:08.500 --> 00:06:09.740]   The slides will be up there as well.
[00:06:09.740 --> 00:06:12.380]   So verse one, but false prophets, they will be there.
[00:06:12.380 --> 00:06:13.940]   And then they'll bring in destruction,
[00:06:13.940 --> 00:06:18.600]   destructive heresies, denying the master, denying Jesus.
[00:06:18.600 --> 00:06:21.720]   And they will bring upon themselves swift destruction.
[00:06:21.720 --> 00:06:24.760]   Verse two, and many will follow their sensuality.
[00:06:24.760 --> 00:06:28.000]   Because of them, the way of truth will be blasphemed.
[00:06:28.000 --> 00:06:31.200]   So it's not just a truth that you can have in your mind,
[00:06:31.200 --> 00:06:33.960]   but there is a way of truth.
[00:06:33.960 --> 00:06:35.760]   That means when you have truth in your mind,
[00:06:35.760 --> 00:06:37.640]   you may believe the right thing.
[00:06:37.640 --> 00:06:40.720]   But if it doesn't drop down into the way you live,
[00:06:40.720 --> 00:06:42.680]   then it's still not good enough.
[00:06:42.680 --> 00:06:45.460]   There is a way of truth that has been blasphemed.
[00:06:45.460 --> 00:06:47.380]   And verse three, and in their greed,
[00:06:47.380 --> 00:06:49.500]   they will exploit you with false words.
[00:06:49.500 --> 00:06:52.060]   In their greed, their condemnation for long ago
[00:06:52.060 --> 00:06:54.620]   is not idle, and their destruction is not asleep.
[00:06:54.620 --> 00:06:57.660]   He's saying they will face condemnation.
[00:06:57.660 --> 00:06:59.700]   They will face judgment.
[00:06:59.700 --> 00:07:01.340]   Then he goes on in verse four,
[00:07:01.340 --> 00:07:03.780]   and he gives three examples.
[00:07:03.780 --> 00:07:06.340]   Three examples of how people who have strayed away,
[00:07:06.340 --> 00:07:07.900]   who have followed false heresies,
[00:07:07.900 --> 00:07:11.380]   or who have led others astray, what their fate will be.
[00:07:11.600 --> 00:07:15.000]   The first example is, "For God," verse four,
[00:07:15.000 --> 00:07:18.240]   "For if God did not spare angels when they sinned,"
[00:07:18.240 --> 00:07:19.180]   who's he talking about?
[00:07:19.180 --> 00:07:22.100]   Likely scholars believe he's talking about Genesis 6,
[00:07:22.100 --> 00:07:23.960]   when the sons of God, angels,
[00:07:23.960 --> 00:07:26.440]   found the daughters of man attractive,
[00:07:26.440 --> 00:07:29.140]   and seeped into mankind, and brought about sin
[00:07:29.140 --> 00:07:31.600]   into the world, or furthered sin into the world.
[00:07:31.600 --> 00:07:32.440]   That was one example.
[00:07:32.440 --> 00:07:34.720]   Number two were the, verse five,
[00:07:34.720 --> 00:07:36.900]   "He did not spare the ancient world,"
[00:07:36.900 --> 00:07:38.960]   the people who were around when Noah was around,
[00:07:38.960 --> 00:07:40.880]   the people who didn't believe in God,
[00:07:40.880 --> 00:07:43.920]   who were so wicked that God saw and said,
[00:07:43.920 --> 00:07:45.000]   "We need to start over."
[00:07:45.000 --> 00:07:47.600]   But there is a righteous man, Noah,
[00:07:47.600 --> 00:07:50.880]   a herald of righteousness, a teacher of righteousness.
[00:07:50.880 --> 00:07:52.480]   So those are the second people he didn't spare.
[00:07:52.480 --> 00:07:53.860]   And then the third, verse six,
[00:07:53.860 --> 00:07:57.320]   "If by turning the cities of Sodom and Gomorrah to ashes."
[00:07:57.320 --> 00:07:59.560]   So you see here, the three different examples,
[00:07:59.560 --> 00:08:03.000]   the angels, the ancient people from Noah's time,
[00:08:03.000 --> 00:08:05.800]   and the people of Sodom and Gomorrah.
[00:08:05.800 --> 00:08:08.240]   He's saying here, these people weren't spared.
[00:08:08.240 --> 00:08:10.440]   They met their destruction.
[00:08:10.440 --> 00:08:12.280]   The false heresies led them down a path
[00:08:12.280 --> 00:08:14.080]   that eventually led to their demise.
[00:08:14.080 --> 00:08:18.360]   But he also rescues those who follow the truth.
[00:08:18.360 --> 00:08:23.360]   Noah is an example, and verse seven, Lot.
[00:08:23.360 --> 00:08:26.420]   Both examples of the fact that if you remain righteous,
[00:08:26.420 --> 00:08:28.920]   if you don't follow the ways of the wicked,
[00:08:28.920 --> 00:08:30.000]   then God will save you.
[00:08:30.000 --> 00:08:32.160]   And then he carries on in verse 10,
[00:08:32.160 --> 00:08:34.340]   and he starts to describe these people,
[00:08:34.340 --> 00:08:36.040]   these false prophets, these false teachers.
[00:08:36.040 --> 00:08:37.720]   They're bold and they're willful.
[00:08:37.720 --> 00:08:40.320]   Verse 12, "They're like irrational animals,
[00:08:40.320 --> 00:08:42.320]   "creatures of instinct."
[00:08:42.320 --> 00:08:45.000]   This is just really painting a terrible picture.
[00:08:45.000 --> 00:08:48.080]   Verse 14, "They have eyes full of adultery,
[00:08:48.080 --> 00:08:49.700]   "insatiable for sin.
[00:08:49.700 --> 00:08:52.860]   "They entice unsteady souls.
[00:08:52.860 --> 00:08:56.320]   "They have hearts trained in greed."
[00:08:56.320 --> 00:08:57.960]   They have eyes full of adultery.
[00:08:57.960 --> 00:08:59.520]   Whoever they see in the streets,
[00:08:59.520 --> 00:09:00.560]   whoever they see anywhere,
[00:09:00.560 --> 00:09:03.440]   all they're thinking about is adultery, is about sin,
[00:09:03.440 --> 00:09:05.320]   is about sexual immorality.
[00:09:05.320 --> 00:09:07.640]   Their hearts are insatiable for sin.
[00:09:07.640 --> 00:09:11.080]   They are trained, their hearts are trained in greed.
[00:09:11.080 --> 00:09:13.120]   The word trained there is the same train
[00:09:13.120 --> 00:09:15.560]   that the Apostle Paul uses when he talks about
[00:09:15.560 --> 00:09:18.480]   in 1 Corinthians 9, disciplining your body,
[00:09:18.480 --> 00:09:20.060]   training it to do what it should.
[00:09:20.060 --> 00:09:21.420]   There's an almost expertise in it.
[00:09:21.420 --> 00:09:23.680]   There's a diligence, there's a perseverance
[00:09:23.680 --> 00:09:25.480]   in training for greed.
[00:09:25.480 --> 00:09:29.160]   Verse 15, "Forsaking the right way, they have gone astray.
[00:09:29.160 --> 00:09:31.560]   "They followed the way of Balaam,
[00:09:31.560 --> 00:09:34.120]   "who loved gain from wrongdoing."
[00:09:34.120 --> 00:09:35.840]   The story of Balaam is very interesting
[00:09:35.840 --> 00:09:37.640]   'cause it ended up being a donkey,
[00:09:37.640 --> 00:09:39.320]   a donkey that had to speak to him.
[00:09:39.320 --> 00:09:40.720]   And we'll talk about that a little bit later.
[00:09:40.720 --> 00:09:43.040]   Verse 17, "These are waterless springs
[00:09:43.040 --> 00:09:44.660]   "and mists driven by a storm."
[00:09:44.660 --> 00:09:47.360]   These are springs where from afar you think they're good.
[00:09:47.360 --> 00:09:49.800]   So you walk towards them to get drinks,
[00:09:49.800 --> 00:09:51.360]   but then you realize they are waterless.
[00:09:51.360 --> 00:09:55.200]   "They promise a lot, but deliver nothing."
[00:09:55.200 --> 00:09:56.280]   And that is what he's saying here.
[00:09:56.280 --> 00:09:58.420]   Verse 19, "They promise them freedom,
[00:09:58.420 --> 00:10:00.600]   "but they themselves are slaves of corruption.
[00:10:00.600 --> 00:10:04.120]   "For whatever overcomes a person, to that he is enslaved."
[00:10:04.120 --> 00:10:05.560]   These people, they make big promises.
[00:10:05.560 --> 00:10:07.980]   "Hey, come and do this, you'll enjoy it, you deserve it.
[00:10:07.980 --> 00:10:11.680]   "I can give you this, but soon those promises come empty."
[00:10:11.680 --> 00:10:14.320]   Verse 21, "For it would have been better for them
[00:10:14.320 --> 00:10:16.340]   "never to have known the way of righteousness."
[00:10:16.340 --> 00:10:20.080]   Because it's worse because they know the truth now.
[00:10:20.080 --> 00:10:23.920]   So what they're doing is they're turning away from the truth
[00:10:23.920 --> 00:10:25.800]   that Hebrews talks about, it's in Hebrews 6,
[00:10:25.800 --> 00:10:28.460]   that they're crucifying Christ again.
[00:10:28.460 --> 00:10:33.280]   And that is just a worse state than we were in before.
[00:10:33.280 --> 00:10:36.080]   And finally, verse 22, "Just like a dog
[00:10:36.080 --> 00:10:39.080]   "who returns to its own vomit."
[00:10:39.080 --> 00:10:39.920]   It's disgusting.
[00:10:39.920 --> 00:10:41.600]   For those of us who have dogs,
[00:10:41.600 --> 00:10:43.880]   and my dog, Walter, has been vomiting his food recently,
[00:10:43.880 --> 00:10:45.920]   it's pretty disgusting.
[00:10:45.920 --> 00:10:48.640]   But that is what he's describing here.
[00:10:48.640 --> 00:10:50.440]   These false prophets, these people
[00:10:50.440 --> 00:10:52.800]   who are enticing and steady souls.
[00:10:52.800 --> 00:10:54.160]   That is what it looks like.
[00:10:54.160 --> 00:10:57.520]   It's a grim passage, right?
[00:10:57.520 --> 00:10:59.600]   It's a grim passage, and even at first glance,
[00:10:59.600 --> 00:11:02.080]   it does not really look that fun.
[00:11:02.080 --> 00:11:04.000]   But the question that I really had is,
[00:11:04.000 --> 00:11:08.080]   I don't think I have destructive heresies in my life.
[00:11:08.080 --> 00:11:08.920]   Surely not.
[00:11:08.920 --> 00:11:11.040]   Wait, do I?
[00:11:11.040 --> 00:11:15.280]   Are there things in my life that have actually caused me
[00:11:15.280 --> 00:11:17.880]   to blaspheme the way of truth?
[00:11:17.880 --> 00:11:21.360]   And that's the question I wanted to ask you guys is,
[00:11:21.360 --> 00:11:25.720]   are there any destructive heresies in your lives?
[00:11:25.720 --> 00:11:29.360]   Are there things that you have bought into,
[00:11:29.360 --> 00:11:33.320]   that you have believed in, which actually are not true,
[00:11:33.320 --> 00:11:37.280]   and actually have caused you to go astray?
[00:11:37.280 --> 00:11:40.360]   And we look here at scripture,
[00:11:40.360 --> 00:11:43.600]   and we see all these very, very, very serious things,
[00:11:43.600 --> 00:11:46.560]   all these terrible things that people are doing.
[00:11:46.560 --> 00:11:48.520]   And then we look, oh, they're so bad.
[00:11:48.520 --> 00:11:50.760]   We're not like that at all.
[00:11:50.760 --> 00:11:53.000]   But then I look, and I'm thinking,
[00:11:53.000 --> 00:11:54.600]   I don't know, I think a lot of these things
[00:11:54.600 --> 00:11:55.800]   exist right now, right?
[00:11:55.800 --> 00:11:58.720]   We see them in society right now.
[00:11:58.720 --> 00:12:01.240]   And as I was looking at this passage of scripture,
[00:12:01.240 --> 00:12:03.880]   I was also influenced by the book I've been reading,
[00:12:03.880 --> 00:12:05.480]   which is actually a book by Richard Foster
[00:12:05.480 --> 00:12:08.240]   called "Money, Sex, and Power."
[00:12:08.240 --> 00:12:13.240]   And I realized this chapter two is basically talking
[00:12:13.240 --> 00:12:18.640]   about the battle with money, sex, and power.
[00:12:18.640 --> 00:12:21.680]   So you may think that you do not have
[00:12:21.680 --> 00:12:24.120]   any destructive heresies in your life.
[00:12:24.120 --> 00:12:26.600]   And I may think that, but my goodness,
[00:12:26.600 --> 00:12:28.800]   I think we all battle with money, sex, and power
[00:12:28.800 --> 00:12:29.720]   to some degree.
[00:12:29.720 --> 00:12:31.720]   There's a pastor in town recently emailed me
[00:12:31.720 --> 00:12:34.480]   and just talking about just the situation in Hong Kong,
[00:12:34.480 --> 00:12:35.760]   this city itself.
[00:12:35.760 --> 00:12:37.960]   And he mentioned those three key words again this week.
[00:12:37.960 --> 00:12:40.000]   He was like, those are the three things
[00:12:40.000 --> 00:12:42.200]   that really chain this city down.
[00:12:42.200 --> 00:12:43.920]   And nowhere else in the world will you see
[00:12:43.920 --> 00:12:46.760]   these three things at play the most.
[00:12:46.760 --> 00:12:48.560]   And verse one there where he's saying
[00:12:48.560 --> 00:12:51.240]   they're even denying the master.
[00:12:51.240 --> 00:12:55.280]   These are the three things that cause followers of Christ
[00:12:55.280 --> 00:12:58.000]   to deny their master.
[00:12:58.000 --> 00:13:00.040]   My question to all of us today is,
[00:13:00.040 --> 00:13:02.920]   are any of those three things affecting you?
[00:13:02.920 --> 00:13:05.640]   Money, sex, and power.
[00:13:05.640 --> 00:13:07.240]   It's interesting, but let's rewind a little bit
[00:13:07.240 --> 00:13:08.560]   and talk about the word heresy.
[00:13:08.560 --> 00:13:10.920]   What does the word heresy actually mean?
[00:13:10.920 --> 00:13:12.760]   What is a heretic?
[00:13:12.760 --> 00:13:16.000]   Now, usually it's to do with the Christian faith.
[00:13:16.000 --> 00:13:17.200]   So I think I'll get a definition.
[00:13:17.200 --> 00:13:20.480]   Belief or opinion contrary to Orthodox Christian faith.
[00:13:20.480 --> 00:13:25.120]   A false view of ultimate reality.
[00:13:25.120 --> 00:13:27.200]   That leads to destruction.
[00:13:27.200 --> 00:13:31.680]   An opinion held by someone
[00:13:31.680 --> 00:13:34.640]   that is against the core tenets of the faith.
[00:13:34.640 --> 00:13:35.760]   That is a heresy.
[00:13:35.760 --> 00:13:39.120]   And I think the three that I want to address briefly today
[00:13:39.120 --> 00:13:41.840]   are money, sex, and power.
[00:13:41.840 --> 00:13:43.360]   It's gonna be one of those sermons.
[00:13:43.360 --> 00:13:46.920]   And I really battled with God for a long time about this.
[00:13:46.920 --> 00:13:49.840]   Because actually we don't talk about these things.
[00:13:49.840 --> 00:13:51.800]   Someone recently told me last week,
[00:13:51.800 --> 00:13:53.840]   the church doesn't talk about money.
[00:13:53.840 --> 00:13:54.960]   We don't have to talk about money.
[00:13:54.960 --> 00:13:56.400]   And actually, you pastors don't have any money,
[00:13:56.400 --> 00:13:58.600]   so you don't even know how to talk about money.
[00:13:58.600 --> 00:13:59.720]   Which is so true.
[00:13:59.720 --> 00:14:01.760]   And I'm like, yeah, so I'm not qualified
[00:14:01.760 --> 00:14:02.680]   to talk about money.
[00:14:02.680 --> 00:14:06.640]   But yet, it's the biggest thing that holds us back.
[00:14:06.640 --> 00:14:08.800]   And they're all linked.
[00:14:08.800 --> 00:14:10.280]   They're all intertwined.
[00:14:10.280 --> 00:14:12.120]   People use money to buy sex.
[00:14:12.120 --> 00:14:13.920]   People use sex to get money.
[00:14:13.920 --> 00:14:15.760]   People use money to buy more power.
[00:14:15.760 --> 00:14:18.600]   And then to have power, to then get more money.
[00:14:18.600 --> 00:14:20.960]   These are all linked.
[00:14:20.960 --> 00:14:24.320]   And they are all so, so serious.
[00:14:24.320 --> 00:14:28.560]   But I would also say that they're not supposed to be bad.
[00:14:28.560 --> 00:14:31.360]   In fact, in their proper place,
[00:14:31.360 --> 00:14:34.040]   in our Christian life, in our Christian way,
[00:14:34.040 --> 00:14:37.600]   that actually they can be used for enormous, enormous good.
[00:14:37.600 --> 00:14:40.160]   I was speaking to a banker recently
[00:14:40.160 --> 00:14:42.920]   who is a follower of Jesus.
[00:14:42.920 --> 00:14:44.560]   And he was saying, you know, as bankers,
[00:14:44.560 --> 00:14:46.840]   we get paid way too much.
[00:14:46.840 --> 00:14:49.480]   And I was like, you know what?
[00:14:49.480 --> 00:14:53.680]   This might be bordering heresy.
[00:14:53.680 --> 00:14:54.880]   I don't agree with that.
[00:14:54.880 --> 00:14:57.240]   Actually, if you're a follower of Jesus,
[00:14:57.240 --> 00:15:01.200]   I don't think you can be paid too much.
[00:15:01.200 --> 00:15:03.640]   You are entrusted with a lot.
[00:15:03.640 --> 00:15:08.320]   God has chosen to give you X amount of money
[00:15:08.320 --> 00:15:10.080]   for you to use, for you to steward.
[00:15:10.080 --> 00:15:13.360]   So I don't think you can be paid too much, technically.
[00:15:13.360 --> 00:15:17.360]   It all depends on the matter of the heart.
[00:15:17.360 --> 00:15:19.640]   And actually, we were singing about revivals.
[00:15:19.640 --> 00:15:20.560]   We were singing about revivals,
[00:15:20.560 --> 00:15:23.120]   and I realized in the history of the church,
[00:15:23.120 --> 00:15:25.160]   spiritual revivals have often come
[00:15:25.160 --> 00:15:27.520]   when there have been bold and clear responses
[00:15:27.520 --> 00:15:29.960]   to these three things, money, sex, and power.
[00:15:29.960 --> 00:15:31.520]   If we are seeking revival,
[00:15:31.520 --> 00:15:34.360]   if we are nearing revival on the verge of it,
[00:15:34.360 --> 00:15:35.880]   we need to address these three things
[00:15:35.880 --> 00:15:38.840]   because these are the three strongholds in our lives,
[00:15:38.840 --> 00:15:42.760]   in this city, in our churches.
[00:15:42.760 --> 00:15:44.240]   And that's what Peter's talking about here.
[00:15:44.240 --> 00:15:46.120]   These things are happening within the church.
[00:15:46.120 --> 00:15:48.320]   And we've seen recent prominent pastors
[00:15:48.320 --> 00:15:50.360]   fall to this very thing.
[00:15:50.360 --> 00:15:52.040]   So no one is exempt.
[00:15:52.040 --> 00:15:54.600]   So why aren't we talking about it?
[00:15:54.600 --> 00:15:55.840]   Now, this sermon is not gonna be able
[00:15:55.840 --> 00:15:58.880]   to cover all three of those issues at length,
[00:15:58.880 --> 00:16:00.840]   but I wanted to at least start this conversation.
[00:16:00.840 --> 00:16:03.600]   I wanted to at least bring this up to the surface.
[00:16:03.600 --> 00:16:05.920]   And if there is anything that's happening in our lives,
[00:16:05.920 --> 00:16:08.720]   then we need to find the right people
[00:16:08.720 --> 00:16:10.160]   and the right places and the right times
[00:16:10.160 --> 00:16:13.000]   to talk about these things, money, sex, and power.
[00:16:13.000 --> 00:16:15.760]   And I wanted to start with the first one, money.
[00:16:15.760 --> 00:16:19.000]   Verse three, "And in their greed,
[00:16:19.000 --> 00:16:22.720]   "they will exploit you with false words."
[00:16:22.720 --> 00:16:25.040]   In their greed, they will exploit you,
[00:16:25.040 --> 00:16:29.080]   they will manipulate you, they will lie for personal gain.
[00:16:29.080 --> 00:16:34.200]   And then verse 15, what I talked about earlier,
[00:16:34.200 --> 00:16:37.760]   "They have hearts trained in greed."
[00:16:37.760 --> 00:16:39.560]   They're trained, they're experts in it,
