
[00:00:00.000 --> 00:00:02.000]  (字幕組: 張宇)
[00:02:02.160 --> 00:02:04.160]  他就會表演出來
[00:02:04.160 --> 00:02:06.640]  之後Prisoners of War
[00:02:06.640 --> 00:02:08.960]  可能捕捉了一個皇帝
[00:02:08.960 --> 00:02:10.000]  一個Prince
[00:02:10.000 --> 00:02:10.960]  一個Queen
[00:02:10.960 --> 00:02:13.040]  他會一起這樣
[00:02:13.040 --> 00:02:15.360]  Parade出來
[00:02:15.360 --> 00:02:18.320]  他會有Intense Praise
[00:02:18.320 --> 00:02:20.000]  and Worship
[00:02:20.000 --> 00:02:21.040]  他會哭
[00:02:21.040 --> 00:02:22.800]  Caesar
[00:02:22.800 --> 00:02:25.040]  他贏了一個Battle
[00:02:25.040 --> 00:02:27.040]  Caesar
[00:02:27.040 --> 00:02:31.760]  今天我們看耶穌的Triumph of entry
[00:02:31.760 --> 00:02:34.080]  Jesus' Triumph of entry
[00:02:34.080 --> 00:02:36.880]  What it was like
[00:02:36.880 --> 00:02:38.240]  我們一起讀
[00:02:38.240 --> 00:02:40.000]  Mark 11
[00:02:40.000 --> 00:02:42.480]  Let's read together Mark 11
[00:02:42.480 --> 00:02:44.480]  我們一起讀
[00:02:44.480 --> 00:02:46.480]  Ready? 1, 2, 3
[00:02:46.480 --> 00:02:48.880]  As they approached Jerusalem
[00:02:48.880 --> 00:02:50.880]  and came to Bethesda
[00:02:50.880 --> 00:02:53.520]  and Bethany in the Mount of Olives
[00:02:53.520 --> 00:02:55.920]  Jesus sent two of his disciples
[00:02:55.920 --> 00:02:57.280]  saying to them
[00:02:57.280 --> 00:02:59.840]  Go to the village ahead of you
[00:02:59.840 --> 00:03:01.760]  just as you enter it
[00:03:01.760 --> 00:03:04.160]  and you will find a colt there
[00:03:04.160 --> 00:03:06.400]  which no one has ever ridden
[00:03:06.400 --> 00:03:08.640]  Untie it and bring it here
[00:03:08.640 --> 00:03:10.400]  If anyone asks you
[00:03:10.400 --> 00:03:11.840]  why are you doing this
[00:03:11.840 --> 00:03:13.920]  say the Lord needs it
[00:03:13.920 --> 00:03:16.560]  and will send it back here shortly
[00:03:16.560 --> 00:03:17.840]  繼續讀
[00:03:17.840 --> 00:03:19.120]  1, 2, 3
[00:03:19.120 --> 00:03:21.040]  They went and found a colt
[00:03:21.040 --> 00:03:22.800]  outside in the street
[00:03:22.800 --> 00:03:24.480]  tied at the doorway
[00:03:24.480 --> 00:03:25.840]  As they untied it
[00:03:25.840 --> 00:03:28.000]  some people standing there asked
[00:03:28.000 --> 00:03:29.200]  What are you doing
[00:03:29.200 --> 00:03:30.880]  untying that colt
[00:03:30.880 --> 00:03:31.920]  They answered
[00:03:31.920 --> 00:03:34.000]  as Jesus had told them to
[00:03:34.000 --> 00:03:36.080]  and the people let them go
[00:03:36.080 --> 00:03:38.240]  When they brought the colt to Jesus
[00:03:38.240 --> 00:03:40.240]  and threw their cloaks over it
[00:03:40.240 --> 00:03:41.680]  he sat on it
[00:03:41.680 --> 00:03:43.760]  Many people spread their cloaks
[00:03:43.760 --> 00:03:44.720]  on the road
[00:03:44.720 --> 00:03:46.880]  while others spread branches
[00:03:46.880 --> 00:03:49.600]  they cut in the fields
[00:03:49.600 --> 00:03:52.080]  耶穌知道
[00:03:52.080 --> 00:03:54.800]  他是最後一次
[00:03:54.800 --> 00:03:58.240]  enter Jerusalem
[00:03:58.240 --> 00:03:59.440]  最後一次
[00:03:59.440 --> 00:04:01.920]  他就準備他自己
[00:04:01.920 --> 00:04:03.600]  他怎麼準備
[00:04:03.600 --> 00:04:07.520]  他就叫門徒拿些什麼
[00:04:07.520 --> 00:04:08.480]  這些小孩
[00:04:08.480 --> 00:04:09.920]  Owen
[00:04:10.000 --> 00:04:14.880]  耶穌叫門徒準備些什麼
[00:04:14.880 --> 00:04:16.880]  是不是蛋糕
[00:04:16.880 --> 00:04:17.680]  是不是蛋糕
[00:04:17.680 --> 00:04:20.640]  生日蛋糕
[00:04:20.640 --> 00:04:22.080]  是一隻小狗
[00:04:22.080 --> 00:04:22.800]  OK
[00:04:22.800 --> 00:04:25.520]  It's a donkey
[00:04:25.520 --> 00:04:28.640]  I'm not joking
[00:04:28.640 --> 00:04:29.520]  OK
[00:04:29.520 --> 00:04:31.760]  我們
[00:04:31.760 --> 00:04:33.840]  So why a donkey
[00:04:33.840 --> 00:04:37.120]  Why a donkey
[00:04:37.120 --> 00:04:40.000]  在舊約
[00:04:40.000 --> 00:04:42.080]  是預言
[00:04:42.080 --> 00:04:44.000]  那個 Messiah 會來
[00:04:44.000 --> 00:04:48.000]  我們看幾節
[00:04:48.000 --> 00:04:49.680]  在 Daniel 第七章
[00:04:49.680 --> 00:04:51.040]  我們一起看
[00:04:51.040 --> 00:04:52.560]  Daniel 第七章
[00:04:52.560 --> 00:04:54.480]  下一頁
[00:04:54.480 --> 00:04:55.760]  下一頁
[00:04:55.760 --> 00:04:57.360]  下一頁
[00:04:57.360 --> 00:04:58.720]  對,這一頁
[00:04:58.720 --> 00:04:59.680]  在我的視覺中
[00:04:59.680 --> 00:05:02.800]  我看到一個像男人的兒子
[00:05:02.800 --> 00:05:07.040]  He was coming with the clouds of heaven
[00:05:07.040 --> 00:05:09.520]  所以以色列就以為
[00:05:09.520 --> 00:05:12.480]  什麼 Messiah 會來
[00:05:12.480 --> 00:05:14.800]  What kind of Messiah would come
[00:05:14.800 --> 00:05:16.880]  One that would come with the clouds
[00:05:16.880 --> 00:05:17.840]  Mighty
[00:05:17.840 --> 00:05:19.600]  Strong
[00:05:19.600 --> 00:05:20.480]  平時
[00:05:20.480 --> 00:05:25.200]  那些皇帝是用什麼去入
[00:05:25.200 --> 00:05:25.840]  entry
[00:05:25.840 --> 00:05:28.000]  What would they ride
[00:05:28.000 --> 00:05:30.240]  What would they ride
[00:05:30.240 --> 00:05:31.680]  They would ride a horse
[00:05:31.680 --> 00:05:34.880]  The horse symbolize 什麼
[00:05:34.880 --> 00:05:36.320]  Victory
[00:05:36.320 --> 00:05:39.040]  Would symbolize war
[00:05:39.040 --> 00:05:40.000]  Power
[00:05:40.000 --> 00:05:40.640]  是嗎
[00:05:40.640 --> 00:05:45.280]  但耶穌是用什麼入去 Jerusalem
[00:05:45.280 --> 00:05:46.880]  一個 Colt
[00:05:46.880 --> 00:05:48.320]  A donkey
[00:05:48.320 --> 00:05:50.080]  我們看下一個 前一部
[00:05:50.080 --> 00:05:51.520]  我們一起讀
[00:05:51.520 --> 00:05:52.560]  1,2,3
[00:05:52.560 --> 00:05:55.760]  Behold, your king is coming to you
[00:05:55.760 --> 00:05:58.320]  He is just and having salvation
[00:05:58.320 --> 00:06:00.720]  Lowly and riding on a donkey
[00:06:00.720 --> 00:06:01.760]  A colt
[00:06:01.760 --> 00:06:04.480]  The fall of a donkey
[00:06:04.480 --> 00:06:06.000]  都有 Prophecy
[00:06:06.000 --> 00:06:09.520]  是說耶穌會 enter Jerusalem
[00:06:09.520 --> 00:06:11.760]  On a donkey
[00:06:11.760 --> 00:06:13.680]  On a donkey
[00:06:13.680 --> 00:06:14.960]  And so
[00:06:14.960 --> 00:06:18.080]  The Israelites as we see in the next slide
[00:06:18.080 --> 00:06:24.240]  They were expecting a mighty prophesied mighty king
[00:06:24.240 --> 00:06:26.400]  但有什麼來了
[00:06:26.400 --> 00:06:29.920]  一個 very lowly king
[00:06:29.920 --> 00:06:31.440]  他是騎什麼
[00:06:31.440 --> 00:06:34.880]  騎一個 donkey
[00:06:34.880 --> 00:06:41.280]  以色列覺得有一個很厲害的皇帝會來
[00:06:41.280 --> 00:06:43.680]  King of war
[00:06:43.680 --> 00:06:45.600]  但有什麼來
[00:06:45.600 --> 00:06:47.840]  It's a king of peace
[00:06:47.840 --> 00:06:51.520]  A colt symbolizes peace
[00:06:51.520 --> 00:06:56.800]  為什麼以色列想有一個 mighty messiah
[00:06:56.800 --> 00:06:58.800]  為什麼
[00:06:58.800 --> 00:07:03.360]  為什麼以色列想要一個 mighty
[00:07:03.360 --> 00:07:04.800]  mighty king
[00:07:04.800 --> 00:07:06.800]  你知不知道 有沒有人知道
[00:07:06.800 --> 00:07:09.600]  Why do they want a mighty king
[00:07:09.600 --> 00:07:12.480]  Why do they want a mighty king
[00:07:12.480 --> 00:07:13.280]  因為
[00:07:13.280 --> 00:07:15.200]  As we see in the next slide
[00:07:15.200 --> 00:07:20.240]  There is a history of oppression in Israel
[00:07:20.240 --> 00:07:22.320]  OK
[00:07:22.320 --> 00:07:24.720]  What was the first country
[00:07:24.720 --> 00:07:28.160]  To enslave Israel
[00:07:28.160 --> 00:07:29.760]  Egypt 埃及
[00:07:29.760 --> 00:07:30.320]  是不是
[00:07:30.320 --> 00:07:31.840]  知不知道多少年
[00:07:31.840 --> 00:07:34.480]  How many years
[00:07:34.480 --> 00:07:36.240]  400 years
[00:07:36.240 --> 00:07:38.400]  你們幾多歲
[00:07:38.400 --> 00:07:40.560]  十幾歲
[00:07:40.560 --> 00:07:43.200]  Times how much
[00:07:43.200 --> 00:07:46.000]  Times how much is 400 years
[00:07:46.000 --> 00:07:48.400]  Imagine
[00:07:48.400 --> 00:07:50.160]  Imagine
[00:07:50.160 --> 00:07:54.320]  Your life times 20 times
[00:07:54.320 --> 00:07:55.200]  是什麼
[00:07:55.200 --> 00:07:57.520]  每天這麼熱
[00:07:57.520 --> 00:07:58.880]  要做pyramid
[00:07:58.880 --> 00:07:59.680]  喜不喜歡做
[00:07:59.680 --> 00:08:01.200]  有沒有人喜歡做pyramid
[00:08:01.200 --> 00:08:02.880]  天天做pyramid
[00:08:02.880 --> 00:08:03.520]  有沒有人喜歡
[00:08:03.520 --> 00:08:05.600]  有沒有人試過
[00:08:05.600 --> 00:08:06.640]  沒有
[00:08:06.640 --> 00:08:08.560]  OK
[00:08:08.560 --> 00:08:11.600]  OK imagine 你們自己
[00:08:11.600 --> 00:08:15.200]  每天400 years
[00:08:15.200 --> 00:08:18.640]  要被人做hard labor
[00:08:18.640 --> 00:08:21.840]  你的心理會怎麼樣
[00:08:21.840 --> 00:08:24.400]  Gabe would go crazy
[00:08:24.400 --> 00:08:29.120]  Maybe he is a bit crazy already
[00:08:29.120 --> 00:08:32.160]  你們覺得你的心理會怎麼樣
[00:08:32.160 --> 00:08:33.600]  Lucas how would you feel
[00:08:33.600 --> 00:08:35.520]  If you had to do hard labor
[00:08:35.520 --> 00:08:38.000]  For 400 years
[00:08:38.000 --> 00:08:41.840]  你的心理會怎麼樣
[00:08:41.840 --> 00:08:42.960]  是不是很強
[00:08:42.960 --> 00:08:44.960]  Oh yeah I think I am
[00:08:44.960 --> 00:08:46.160]  King of the Egyptians
[00:08:46.160 --> 00:08:47.920]  是不是這樣的心理
[00:08:47.920 --> 00:08:48.480]  不是
[00:08:48.480 --> 00:08:51.760]  是什麼心理
[00:08:51.760 --> 00:08:53.760]  Jealous
[00:08:53.760 --> 00:08:55.760]  OK jealous 誰
[00:08:55.760 --> 00:08:57.760]  Jealous
[00:08:57.760 --> 00:08:59.760]  OK
[00:08:59.760 --> 00:09:01.760]  Jealous 可能那些Egyptians
[00:09:01.760 --> 00:09:03.760]  是不是不用做
[00:09:03.760 --> 00:09:05.760]  有這麼漂亮的Palace
[00:09:05.760 --> 00:09:07.760]  這麼漂亮的Pyramid
[00:09:07.760 --> 00:09:09.760]  Mentality
[00:09:09.760 --> 00:09:11.760]  Is you are low
[00:09:11.760 --> 00:09:13.760]  Put down
[00:09:13.760 --> 00:09:15.760]  Look down upon
[00:09:15.760 --> 00:09:17.760]  有沒有人試過被人put down
[00:09:17.760 --> 00:09:19.760]  Bullied
[00:09:19.760 --> 00:09:23.760]  他的見證是這樣
[00:09:23.760 --> 00:09:25.760]  Not my words
[00:09:25.760 --> 00:09:27.760]  我被人bullied
[00:09:27.760 --> 00:09:31.760]  Imagine
[00:09:31.760 --> 00:09:33.760]  Egyptians bullying you
[00:09:33.760 --> 00:09:35.760]  For 400 years
[00:09:35.760 --> 00:09:37.760]  你的心理會怎麼樣
[00:09:37.760 --> 00:09:39.760]  你覺得you are worthless
[00:09:39.760 --> 00:09:41.760]  You are so lowly
[00:09:41.760 --> 00:09:43.760]  是不是
[00:09:43.760 --> 00:09:45.760]  然後
[00:09:45.760 --> 00:09:47.760]  神free了他
[00:09:47.760 --> 00:09:49.760]  Through Moses through the opening of the Red Sea
[00:09:49.760 --> 00:09:51.760]  They escaped
[00:09:51.760 --> 00:09:53.760]  然後去回Israel
[00:09:53.760 --> 00:09:55.760]  但是他們做什麼
[00:09:55.760 --> 00:09:57.760]  他們犯罪
[00:09:57.760 --> 00:09:59.760]  他們犯罪 神就怎麼樣
[00:09:59.760 --> 00:10:01.760]  給他生日蛋糕
[00:10:01.760 --> 00:10:03.760]  犯罪就怎麼樣
[00:10:03.760 --> 00:10:05.760]  Punishment
[00:10:05.760 --> 00:10:09.760]  你們爸爸媽媽有沒有punish過你
[00:10:09.760 --> 00:10:11.760]  舉手有沒有punish過你
[00:10:11.760 --> 00:10:13.760]  Uncle Paul
[00:10:13.760 --> 00:10:15.760]  他都記得
[00:10:15.760 --> 00:10:19.760]  他犯罪
[00:10:19.760 --> 00:10:21.760]  神就怎麼樣
[00:10:21.760 --> 00:10:23.760]  Punish他們
[00:10:23.760 --> 00:10:25.760]  他send什麼人過來
[00:10:25.760 --> 00:10:27.760]  What people
[00:10:27.760 --> 00:10:29.760]  Was it
[00:10:29.760 --> 00:10:31.760]  Was it the Americans
[00:10:31.760 --> 00:10:33.760]  是不是
[00:10:33.760 --> 00:10:37.760]  是不是美國人去punish以色列
[00:10:37.760 --> 00:10:39.760]  誰覺得是美國人
[00:10:39.760 --> 00:10:41.760]  (Not me)
[00:10:41.760 --> 00:10:43.760]  (Not me)
[00:10:43.760 --> 00:10:45.760]  OK
[00:10:45.760 --> 00:10:47.760]  太
[00:10:47.760 --> 00:10:49.760]  That's a lot later
[00:10:49.760 --> 00:10:51.760]  The Assyrians
[00:10:51.760 --> 00:10:55.760]  Now a day it's Iraq or Iran
[00:10:55.760 --> 00:10:57.760]  The Assyrians came
[00:10:57.760 --> 00:10:59.760]  and destroyed them
[00:10:59.760 --> 00:11:01.760]  And then what did they do
[00:11:01.760 --> 00:11:03.760]  They enslave them
[00:11:03.760 --> 00:11:05.760]  and intermarried with them
[00:11:05.760 --> 00:11:07.760]  然後是The Babylonians
[00:11:07.760 --> 00:11:11.760]  你知道他們的方法去punish是怎麼樣
[00:11:11.760 --> 00:11:13.760]  他們的方法punish
[00:11:13.760 --> 00:11:15.760]  記不記得Daniel
[00:11:15.760 --> 00:11:17.760]  What happened with Daniel
[00:11:17.760 --> 00:11:19.760]  Lion King
[00:11:19.760 --> 00:11:21.760]  Lion Den
[00:11:21.760 --> 00:11:23.760]  不是Lion King
[00:11:23.760 --> 00:11:25.760]  Babylonians過來就怎麼樣
[00:11:25.760 --> 00:11:27.760]  如果Babylonians過來
[00:11:27.760 --> 00:11:29.760]  他們會怎麼樣
[00:11:29.760 --> 00:11:31.760]  他們會怎樣enslave我們
[00:11:31.760 --> 00:11:33.760]  They will take the best of us
[00:11:33.760 --> 00:11:35.760]  Who is the best of us
[00:11:35.760 --> 00:11:37.760]  They will take the best of us
[00:11:37.760 --> 00:11:39.760]  Who is the best
[00:11:39.760 --> 00:11:41.760]  OK
[00:11:41.760 --> 00:11:43.760]  就會拿走Owen和這個小孩
[00:11:43.760 --> 00:11:45.760]  打機的小孩就會拿走
[00:11:45.760 --> 00:11:47.760]  The best gamers
[00:11:47.760 --> 00:11:49.760]  They will take away the best gamers
[00:11:49.760 --> 00:11:51.760]  Away
[00:11:51.760 --> 00:11:53.760]  他們之前
[00:11:53.760 --> 00:11:55.760]  為什麼拿Daniel
[00:11:55.760 --> 00:11:57.760]  He was unblemished
[00:11:57.760 --> 00:11:59.760]  Perfect, talented
[00:11:59.760 --> 00:12:01.760]  帥哥
[00:12:01.760 --> 00:12:03.760]  是嗎
[00:12:03.760 --> 00:12:05.760]  帥哥
[00:12:05.760 --> 00:12:07.760]  OK,又是他們,Gamers
[00:12:07.760 --> 00:12:09.760]  OK
[00:12:09.760 --> 00:12:11.760]  所以以色列的人
[00:12:11.760 --> 00:12:13.760]  是很oppress
[00:12:13.760 --> 00:12:15.760]  他們這麼多年
[00:12:15.760 --> 00:12:17.760]  都是multiple enemies
[00:12:17.760 --> 00:12:19.760]  attacking them
[00:12:19.760 --> 00:12:21.760]  所以他們很害怕
[00:12:21.760 --> 00:12:23.760]  Think they are lowly
[00:12:23.760 --> 00:12:25.760]  但是神就
[00:12:25.760 --> 00:12:27.760]  為什麼跟他們說他們是什麼人
[00:12:27.760 --> 00:12:29.760]  他們是什麼人
[00:12:29.760 --> 00:12:31.760]  They are
[00:12:31.760 --> 00:12:33.760]  God's chosen people
[00:12:33.760 --> 00:12:35.760]  所以很conflicting
[00:12:35.760 --> 00:12:37.760]  是不是
[00:12:37.760 --> 00:12:39.760]  為什麼這麼多國家
[00:12:39.760 --> 00:12:41.760]  come and humiliate us
[00:12:41.760 --> 00:12:43.760]  enslave us
[00:12:43.760 --> 00:12:45.760]  但是神為什麼跟我們說
[00:12:45.760 --> 00:12:47.760]  我們是God's chosen people
[00:12:47.760 --> 00:12:49.760]  Do you see the conflict
[00:12:49.760 --> 00:12:51.760]  明白嗎
[00:12:51.760 --> 00:12:53.760]  再說一次,不明白就
[00:12:53.760 --> 00:12:55.760]  Do you understand
[00:12:55.760 --> 00:12:57.760]  Nod your head, yes
[00:12:57.760 --> 00:12:59.760]  OK
[00:12:59.760 --> 00:13:01.760]  所以耶穌來的時候
[00:13:01.760 --> 00:13:03.760]  他們就很有希望
[00:13:03.760 --> 00:13:05.760]  他們的希望是什麼
[00:13:05.760 --> 00:13:07.760]  They would be free
[00:13:07.760 --> 00:13:09.760]  They would be free
[00:13:09.760 --> 00:13:11.760]  They would restore Israel
[00:13:11.760 --> 00:13:13.760]  to the prominence
[00:13:13.760 --> 00:13:15.760]  Israel
[00:13:15.760 --> 00:13:17.760]  最prominent是什麼
[00:13:17.760 --> 00:13:19.760]  什麼king
[00:13:19.760 --> 00:13:21.760]  是不是Lion King
[00:13:21.760 --> 00:13:23.760]  是King David
[00:13:23.760 --> 00:13:25.760]  King Solomon
[00:13:25.760 --> 00:13:27.760]  The prominence of Israel
[00:13:27.760 --> 00:13:29.760]  Restore Israel
[00:13:29.760 --> 00:13:31.760]  但是耶穌來的時候
[00:13:31.760 --> 00:13:33.760]  是What happened
[00:13:33.760 --> 00:13:35.760]  為什麼這個皇帝
[00:13:35.760 --> 00:13:37.760]  不是Horse
[00:13:37.760 --> 00:13:39.760]  是什麼
[00:13:39.760 --> 00:13:41.760]  Donkey
[00:13:41.760 --> 00:13:43.760]  為什麼他來不是
[00:13:43.760 --> 00:13:45.760]  Defeat Romans
[00:13:45.760 --> 00:13:47.760]  他帶什麼
[00:13:47.760 --> 00:13:49.760]  平安
[00:13:49.760 --> 00:13:51.760]  They were so confused
[00:13:51.760 --> 00:13:53.760]  They were so confused
[00:13:53.760 --> 00:13:55.760]  They were so confused
[00:13:55.760 --> 00:13:57.760]  They were expecting a mighty king
[00:13:57.760 --> 00:13:59.760]  As you see in the next slide
[00:13:59.760 --> 00:14:01.760]  Next slide
[00:14:01.760 --> 00:14:03.760]  They were expecting a mighty king
[00:14:03.760 --> 00:14:05.760]  A king of war
[00:14:05.760 --> 00:14:07.760]  A conquering king
[00:14:07.760 --> 00:14:09.760]  To defeat the Romans
[00:14:09.760 --> 00:14:11.760]  但是耶穌不是這樣的皇帝
[00:14:11.760 --> 00:14:13.760]  他是什麼皇帝
[00:14:13.760 --> 00:14:15.760]  他是一個Lowly king
[00:14:15.760 --> 00:14:17.760]  On a donkey
[00:14:17.760 --> 00:14:19.760]  這個Donkey symbolize peace
[00:14:19.760 --> 00:14:21.760]  還有他來
[00:14:21.760 --> 00:14:23.760]  不是Conquer
[00:14:23.760 --> 00:14:25.760]  Conquer
[00:14:25.760 --> 00:14:27.760]  他來是侍奉
[00:14:27.760 --> 00:14:29.760]  He came to seek
[00:14:29.760 --> 00:14:31.760]  and serve those who were lost
[00:14:31.760 --> 00:14:33.760]  How did
[00:14:33.760 --> 00:14:35.760]  How did Jesus serve
[00:14:35.760 --> 00:14:37.760]  He touched
[00:14:37.760 --> 00:14:39.760]  the lepers
[00:14:39.760 --> 00:14:41.760]  He healed the blind people
[00:14:41.760 --> 00:14:43.760]  He ate with prostitutes
[00:14:43.760 --> 00:14:45.760]  and sinners and tax collectors
[00:14:45.760 --> 00:14:51.760]  Jesus was a servant
[00:14:51.760 --> 00:14:53.760]  King
[00:14:53.760 --> 00:14:55.760]  He washed the disciples feet
[00:14:55.760 --> 00:14:57.760]  He washed the disciples feet
[00:14:57.760 --> 00:14:59.760]  我們繼續讀
[00:14:59.760 --> 00:15:01.760]  Mark chapter 11
[00:15:01.760 --> 00:15:03.760]  Let's read the next verse
[00:15:03.760 --> 00:15:05.760]  第九節
[00:15:05.760 --> 00:15:07.760]  OK
[00:15:07.760 --> 00:15:09.760]  Let's read together
[00:15:09.760 --> 00:15:11.760]  1,2,3
[00:15:11.760 --> 00:15:13.760]  Those who went ahead
[00:15:13.760 --> 00:15:15.760]  and those who followed
[00:15:15.760 --> 00:15:17.760]  shouted Hosanna
[00:15:17.760 --> 00:15:19.760]  Blessed is he who comes in the name of the Lord
[00:15:19.760 --> 00:15:21.760]  Blessed is the coming king
[00:15:21.760 --> 00:15:23.760]  of our father David
[00:15:23.760 --> 00:15:25.760]  Hosanna in the highest heaven
[00:15:25.760 --> 00:15:27.760]  Jesus entered Jerusalem
[00:15:27.760 --> 00:15:29.760]  and went to the temple courts
[00:15:29.760 --> 00:15:31.760]  He looked around
[00:15:31.760 --> 00:15:33.760]  at everything
[00:15:33.760 --> 00:15:35.760]  but since it was already late
[00:15:35.760 --> 00:15:37.760]  He walked out in Bethany
[00:15:37.760 --> 00:15:39.760]  with the twelve
[00:15:39.760 --> 00:15:41.760]  耶穌進來的時候
[00:15:41.760 --> 00:15:43.760]  那些人怎樣
[00:15:43.760 --> 00:15:45.760]  那些人的反應是怎樣
[00:15:45.760 --> 00:15:47.760]  那些人的反應是怎樣
[00:15:47.760 --> 00:15:51.760]  What was their response?
[00:15:51.760 --> 00:15:53.760]  Happy or sad?
[00:15:53.760 --> 00:15:55.760]  Happy
[00:15:55.760 --> 00:15:57.760]  Happy
[00:15:57.760 --> 00:15:59.760]  他們有些
[00:15:59.760 --> 00:16:01.760]  Palm olive branch
[00:16:01.760 --> 00:16:03.760]  和他擺什麼在地上
[00:16:03.760 --> 00:16:05.760]  他擺他們的衣服
[00:16:05.760 --> 00:16:07.760]  是不是
[00:16:07.760 --> 00:16:09.760]  如果有皇帝來
[00:16:09.760 --> 00:16:11.760]  你會不會擺你的衣服
[00:16:11.760 --> 00:16:13.760]  你擺什麼衣服
[00:16:13.760 --> 00:16:15.760]  是不是
[00:16:15.760 --> 00:16:17.760]  Rita會擺兒子的衣服
[00:16:17.760 --> 00:16:19.760]  OK
[00:16:19.760 --> 00:16:21.760]  你會擺什麼衣服
[00:16:21.760 --> 00:16:23.760]  睡衣
[00:16:23.760 --> 00:16:25.760]  是不是
[00:16:25.760 --> 00:16:27.760]  你擺LV的衣服
[00:16:27.760 --> 00:16:29.760]  Gucci的衣服
[00:16:29.760 --> 00:16:31.760]  擺在地上
[00:16:31.760 --> 00:16:33.760]  紅色的地毯
[00:16:33.760 --> 00:16:35.760]  是不是
[00:16:35.760 --> 00:16:37.760]  之前的衣服貴不貴
[00:16:37.760 --> 00:16:39.760]  值不值錢
[00:16:39.760 --> 00:16:41.760]  是否很貴
[00:16:41.760 --> 00:16:43.760]  是否很貴
[00:16:43.760 --> 00:16:47.760]  那時候哪有中國的工業運動
[00:16:47.760 --> 00:16:49.760]  那麼便宜嗎
[00:16:49.760 --> 00:16:51.760]  做衣服
[00:16:51.760 --> 00:16:53.760]  那些底衣那麼便宜嗎
[00:16:53.760 --> 00:16:55.760]  不便宜的
[00:16:55.760 --> 00:16:57.760]  是不是
[00:16:57.760 --> 00:16:59.760]  他們擺他們的衣服
[00:16:59.760 --> 00:17:01.760]  是一種尊敬
[00:17:01.760 --> 00:17:03.760]  是一種尊敬
[00:17:03.760 --> 00:17:05.760]  是一種尊敬
[00:17:05.760 --> 00:17:07.760]  他們希望
[00:17:07.760 --> 00:17:09.760]  這是皇帝的禮物
[00:17:09.760 --> 00:17:11.760]  他們有Palm olive tree
[00:17:11.760 --> 00:17:13.760]  一樣是symbolize
[00:17:13.760 --> 00:17:15.760]  Victory
[00:17:15.760 --> 00:17:17.760]  Promise, Hope
[00:17:17.760 --> 00:17:19.760]  和他們說什麼
[00:17:19.760 --> 00:17:21.760]  What was that word
[00:17:21.760 --> 00:17:23.760]  they used
