
[00:00:00.000 --> 00:00:03.000]  大家好,我叫Parsif Gavin
[00:04:27.000 --> 00:04:31.000]  本來很開朗,可能比現在更多話說
[00:04:31.000 --> 00:04:33.000]  但慢慢變得很沉靜
[00:04:33.000 --> 00:04:36.000]  所謂有些孤僻的性格
[00:04:36.000 --> 00:04:41.000]  最慘的是,我不懂得怎樣處理
[00:04:41.000 --> 00:04:45.000]  學校面對這些受氣,不開心
[00:04:45.000 --> 00:04:46.000]  便取笑我
[00:04:46.000 --> 00:04:48.000]  我便將他帶回家
[00:04:48.000 --> 00:04:50.000]  怎樣將他帶回家呢?
[00:04:50.000 --> 00:04:54.000]  我將心裡的壓力,去到和我妹妹
[00:04:54.000 --> 00:04:56.000]  我和不到我爸媽出氣
[00:04:56.000 --> 00:04:58.000]  和我妹妹出氣
[00:04:58.000 --> 00:05:01.000]  我又取笑她,又罵她
[00:05:01.000 --> 00:05:05.000]  有沒有一些妹妹,被哥哥糟蹋?
[00:05:05.000 --> 00:05:07.000]  有沒有?
[00:05:07.000 --> 00:05:09.000]  你妹妹
[00:05:09.000 --> 00:05:11.000]  Chester妹妹
[00:05:11.000 --> 00:05:13.000]  我以前就是這樣
[00:05:13.000 --> 00:05:16.000]  很壞吧,這個歌
[00:05:16.000 --> 00:05:18.000]  真的,我也覺得很壞
[00:05:18.000 --> 00:05:21.000]  當時和家人的關係,不是很好
[00:05:21.000 --> 00:05:23.000]  不是很好,已經說得很好
[00:05:23.000 --> 00:05:25.000]  是差
[00:05:25.000 --> 00:05:27.000]  回到家,我會裝作訪問
[00:05:27.000 --> 00:05:29.000]  會追小說
[00:05:29.000 --> 00:05:31.000]  不想理會其他東西
[00:05:31.000 --> 00:05:35.000]  內心有很多不開心或負面的事
[00:05:35.000 --> 00:05:37.000]  又不懂得表達
[00:05:37.000 --> 00:05:40.000]  其實是的,除了學校,除了教會
[00:05:40.000 --> 00:05:43.000]  我在家也面對不少挑戰
[00:05:43.000 --> 00:05:46.000]  雖然全家人都是基督徒
[00:05:46.000 --> 00:05:49.000]  但父母關係之間,他們的關係不是很好
[00:05:49.000 --> 00:05:51.000]  經常會吵架
[00:05:51.000 --> 00:05:56.000]  令我會想,為何基督徒會這樣
[00:05:56.000 --> 00:05:58.000]  甚至到了一個地步
[00:05:58.000 --> 00:06:00.000]  我也試過去想,很誇張
[00:06:00.000 --> 00:06:04.000]  我在初中時,我會想,將來不要結婚
[00:06:04.000 --> 00:06:06.000]  不要結婚,不要拍拖
[00:06:06.000 --> 00:06:09.000]  覺得婚姻的意義在哪裡
[00:06:09.000 --> 00:06:13.000]  我也問了他們批准,他們也分享了
[00:06:13.000 --> 00:06:16.000]  有很多衝擊
[00:06:16.000 --> 00:06:18.000]  你想想,教會可能會有
[00:06:18.000 --> 00:06:22.000]  或者家庭,學校的成長
[00:06:22.000 --> 00:06:27.000]  所以小時候,我不覺得在教會成長是福氣
[00:06:27.000 --> 00:06:31.000]  也不覺得身為基督徒,好像很自豪
[00:06:31.000 --> 00:06:35.000]  相反,我會面對教會的規條
[00:06:35.000 --> 00:06:36.000]  會覺得不明白
[00:06:36.000 --> 00:06:39.000]  又常常覺得要滿足父母的期望
[00:06:39.000 --> 00:06:41.000]  覺得很有壓力
[00:06:41.000 --> 00:06:43.000]  我曾和大家分享過
[00:06:43.000 --> 00:06:46.000]  我的中文名叫成熙
[00:06:46.000 --> 00:06:49.000]  原來我的名字,問我媽媽
[00:06:49.000 --> 00:06:51.000]  就叫做承擔天父的希望
[00:06:51.000 --> 00:06:54.000]  連名字也有點壓力
[00:06:54.000 --> 00:06:59.000]  叫做承擔,繼承上帝的期望
[00:06:59.000 --> 00:07:00.000]  上帝的希望
[00:07:00.000 --> 00:07:02.000]  我是誰?我怎樣做到?
[00:07:02.000 --> 00:07:05.000]  大概就是這樣的成長
[00:07:05.000 --> 00:07:08.000]  不過,雖然如此
[00:07:08.000 --> 00:07:11.000]  即使在這麼多不同的包袱
[00:07:11.000 --> 00:07:15.000]  好像很困難的環境中成長
[00:07:15.000 --> 00:07:19.000]  但我發現上帝的手,他的工作從來沒有離開過
[00:07:19.000 --> 00:07:21.000]  無論經歷多少風浪
[00:07:21.000 --> 00:07:23.000]  例如在家中
[00:07:23.000 --> 00:07:26.000]  我們會吵架
[00:07:26.000 --> 00:07:30.000]  但在神的裡面,我們會一起祈禱
[00:07:30.000 --> 00:07:32.000]  不知何故會有這樣的執著
[00:07:32.000 --> 00:07:35.000]  然後我們見證著大家會復和
[00:07:35.000 --> 00:07:37.000]  甚至會抱著一起哭
[00:07:37.000 --> 00:07:39.000]  有很多這樣的片段
[00:07:39.000 --> 00:07:43.000]  今天也想拿出來和大家分享
[00:07:43.000 --> 00:07:46.000]  想聽聽上帝在我的生命中是怎樣工作
[00:07:46.000 --> 00:07:50.000]  當中經歷了很多祈禱的大能
[00:07:50.000 --> 00:07:52.000]  神是聽祈禱的
[00:07:52.000 --> 00:07:56.000]  也告訴我父母是有軟弱的
[00:07:56.000 --> 00:07:58.000]  但上帝是厲害的
[00:07:58.000 --> 00:08:00.000]  後來到了中三那一年
[00:08:00.000 --> 00:08:03.000]  我祖母突然離世
[00:08:03.000 --> 00:08:07.000]  那段日子中三也有不少人
[00:08:07.000 --> 00:08:11.000]  我開始去想,究竟人生是為了什麼?
[00:08:11.000 --> 00:08:13.000]  究竟人生的意義在哪裡?
[00:08:13.000 --> 00:08:16.000]  好像一晚之間我突然長大了
[00:08:16.000 --> 00:08:18.000]  當然我們家人很傷心
[00:08:18.000 --> 00:08:21.000]  但我開始看到生命的脆弱
[00:08:21.000 --> 00:08:24.000]  生命有很多限制
[00:08:24.000 --> 00:08:26.000]  我不知道你們有沒有想過
[00:08:26.000 --> 00:08:30.000]  或者是初中或高中時會想
[00:08:30.000 --> 00:08:34.000]  長話短說,我在中三某一晚
[00:08:34.000 --> 00:08:39.000]  和上帝去做決志祈禱
[00:08:39.000 --> 00:08:41.000]  信了耶穌
[00:08:41.000 --> 00:08:45.000]  當時我看到有天使在我面前
[00:08:45.000 --> 00:08:47.000]  他戴著一個光環
[00:08:47.000 --> 00:08:50.000]  說笑而已,沒有這些事情發生
[00:08:50.000 --> 00:08:51.000]  怎會看到天使呢?
[00:08:51.000 --> 00:08:54.000]  其實當時是很平凡
[00:08:54.000 --> 00:08:57.000]  我看不到有什麼光圈出現在我頭上
[00:08:57.000 --> 00:09:00.000]  也沒有眼淚流下來
[00:09:00.000 --> 00:09:01.000]  很平淡
[00:09:01.000 --> 00:09:03.000]  但很奇妙的是
[00:09:03.000 --> 00:09:05.000]  在那一年之後
[00:09:05.000 --> 00:09:07.000]  大概讀中四的時候
[00:09:07.000 --> 00:09:11.000]  上帝帶我去英國學習
[00:09:11.000 --> 00:09:15.000]  很多恩典和經歷接著來
[00:09:15.000 --> 00:09:19.000]  所以總結我頭一個階段
[00:09:19.000 --> 00:09:21.000]  我覺得是很模糊的
[00:09:21.000 --> 00:09:24.000]  好像很多包袱和創傷
[00:09:24.000 --> 00:09:27.000]  好像生活都是混亂
[00:09:27.000 --> 00:09:31.000]  就像想起薩姆爾
[00:09:31.000 --> 00:09:34.000]  在舊約的一個小朋友
[00:09:34.000 --> 00:09:37.000]  薩姆爾在小時候
[00:09:37.000 --> 00:09:39.000]  他還未懂得和上帝建立關係
[00:09:39.000 --> 00:09:43.000]  直至以利的祭司
[00:09:43.000 --> 00:09:46.000]  和他講你要怎樣怎樣
[00:09:46.000 --> 00:09:48.000]  和上帝溝通
[00:09:48.000 --> 00:09:50.000]  當時的我就是這樣
[00:09:50.000 --> 00:09:52.000]  來到第二個階段
[00:09:52.000 --> 00:09:54.000]  我會說去到一個很特別的
[00:09:54.000 --> 00:09:57.000]  投學讀書的路程
[00:09:57.000 --> 00:09:59.000]  就是成為一個留學生
[00:09:59.000 --> 00:10:01.000]  剛才我說我在中四的時候
[00:10:01.000 --> 00:10:03.000]  有機會去到英國讀書
[00:10:03.000 --> 00:10:05.000]  我給大家看一些照片
[00:10:05.000 --> 00:10:07.000]  我一去就去了十年
[00:10:07.000 --> 00:10:09.000]  可以放下鏡頭
[00:10:09.000 --> 00:10:12.000]  說笑而已
[00:10:12.000 --> 00:10:16.000]  這些青春的照片我都拿了出來
[00:10:16.000 --> 00:10:18.000]  大家應該看過了
[00:10:18.000 --> 00:10:22.000]  左邊可以放下鏡頭
[00:10:22.000 --> 00:10:24.000]  我剛去到英國的時候
[00:10:24.000 --> 00:10:26.000]  大概是中四五
[00:10:26.000 --> 00:10:29.000]  我終於感覺到
[00:10:29.000 --> 00:10:31.000]  正呀 釋放了
[00:10:31.000 --> 00:10:33.000]  自由了
[00:10:33.000 --> 00:10:36.000]  去到一個很自由的環境
[00:10:36.000 --> 00:10:37.000]  場景
[00:10:37.000 --> 00:10:39.000]  很興奮
[00:10:39.000 --> 00:10:41.000]  不過都面對很多衝擊
[00:10:41.000 --> 00:10:43.000]  例如我去到第一個階段
[00:10:43.000 --> 00:10:45.000]  就染頭髮
[00:10:45.000 --> 00:10:47.000]  阿Sam 是不是這樣
[00:10:47.000 --> 00:10:49.000]  第一年就去到染頭髮
[00:10:49.000 --> 00:10:53.000]  踢球就學人家踢球
[00:10:53.000 --> 00:10:55.000]  踢到弄到碎骨
[00:10:55.000 --> 00:10:57.000]  腳又斷骨
[00:10:57.000 --> 00:10:59.000]  很奇怪
[00:10:59.000 --> 00:11:01.000]  人家說一句說話
[00:11:01.000 --> 00:11:03.000]  我應該分享過了
[00:11:03.000 --> 00:11:04.000]  我不再說了
[00:11:04.000 --> 00:11:06.000]  總之別人說了一句說話
[00:11:06.000 --> 00:11:09.000]  我就很認真地
[00:11:09.000 --> 00:11:11.000]  很認真地
[00:11:11.000 --> 00:11:12.000]  人家笑我
[00:11:12.000 --> 00:11:13.000]  覺得笑得不漂亮
[00:11:13.000 --> 00:11:15.000]  我就不笑
[00:11:15.000 --> 00:11:17.000]  很介意人家怎麼看
[00:11:17.000 --> 00:11:19.000]  不過我想說
[00:11:19.000 --> 00:11:21.000]  去到這麼自由的環境
[00:11:21.000 --> 00:11:22.000]  去到一個這樣的地方
[00:11:22.000 --> 00:11:24.000]  我發現上帝沒有放棄過我
[00:11:24.000 --> 00:11:26.000]  我不知道為什麼
[00:11:26.000 --> 00:11:31.000]  可能是孤單 寂寞 冷的原因
[00:11:31.000 --> 00:11:34.000]  我學會自己去追求神
[00:11:34.000 --> 00:11:36.000]  我開始去祈禱
[00:11:36.000 --> 00:11:40.000]  然後我開始對罪敏感
[00:11:40.000 --> 00:11:42.000]  原來這麼自由
[00:11:42.000 --> 00:11:44.000]  未必是好事
[00:11:44.000 --> 00:11:46.000]  我未必一定要學會別人所做的事
[00:11:46.000 --> 00:11:49.000]  我發現上帝當時
[00:11:49.000 --> 00:11:51.000]  讓我學習另一個功課
[00:11:51.000 --> 00:11:54.000]  就是原來我們這個信仰
[00:11:54.000 --> 00:11:56.000]  基督教信仰
[00:11:56.000 --> 00:11:58.000]  不只是一個宗教
[00:11:58.000 --> 00:12:00.000]  不只是星期日的教會
[00:12:00.000 --> 00:12:02.000]  是一個關係
[00:12:02.000 --> 00:12:05.000]  不是限制在香港
[00:12:05.000 --> 00:12:07.000]  能夠在世界各地去到不同的場景
[00:12:07.000 --> 00:12:10.000]  我能夠和神建立這個關係
[00:12:10.000 --> 00:12:13.000]  而關係是需要時間去經營
[00:12:13.000 --> 00:12:15.000]  這是我當時
[00:12:15.000 --> 00:12:18.000]  在這個階段裡很深刻的學習
[00:12:18.000 --> 00:12:19.000]  最特別的是
[00:12:19.000 --> 00:12:23.000]  當我慢慢看重和神的關係
[00:12:23.000 --> 00:12:25.000]  我身邊的人的關係
[00:12:25.000 --> 00:12:26.000]  包括我剛才說的
[00:12:26.000 --> 00:12:28.000]  和家人的關係
[00:12:28.000 --> 00:12:29.000]  越來越好
[00:12:29.000 --> 00:12:31.000]  我很想打電話回家
[00:12:31.000 --> 00:12:33.000]  和父母去聊天
[00:12:33.000 --> 00:12:35.000]  不知道為什麼
[00:12:35.000 --> 00:12:37.000]  我不知道是不是孤單 寂寞 冷的原因
[00:12:37.000 --> 00:12:41.000]  但我開始學會這樣做
[00:12:41.000 --> 00:12:43.000]  也很感恩
[00:12:43.000 --> 00:12:45.000]  在我上高中的時候
[00:12:45.000 --> 00:12:48.000]  神也派一些不同的人在我身邊
[00:12:48.000 --> 00:12:51.000]  左邊這個就是我讀A級的時候
[00:12:51.000 --> 00:12:53.000]  有一個教會的家庭
[00:12:53.000 --> 00:12:55.000]  他們關心我 做我的保護
[00:12:55.000 --> 00:12:58.000]  右邊就是我的同學
[00:12:58.000 --> 00:13:00.000]  當時年紀比較小
[00:13:00.000 --> 00:13:04.000]  他們成為了我的祈禱夥伴
[00:13:04.000 --> 00:13:06.000]  成為了一個很好的朋友
[00:13:06.000 --> 00:13:08.000]  一起去到
[00:13:08.000 --> 00:13:10.000]  經常去到祈禱
[00:13:10.000 --> 00:13:11.000]  我又發現
[00:13:11.000 --> 00:13:13.000]  原來另一個發現就是這樣
[00:13:13.000 --> 00:13:16.000]  人是需要同伴的
[00:13:16.000 --> 00:13:18.000]  人是需要同伴的
[00:13:18.000 --> 00:13:20.000]  雖然聽起來很奇怪
[00:13:20.000 --> 00:13:22.000]  我不明白
[00:13:22.000 --> 00:13:24.000]  但到了那個時刻
[00:13:24.000 --> 00:13:26.000]  上帝提醒我
[00:13:26.000 --> 00:13:29.000]  你需要為你自己去找一些支持的網絡
[00:13:29.000 --> 00:13:32.000]  讓一些人在你身邊包圍著你
[00:13:32.000 --> 00:13:34.000]  無論是同輩的同伴
[00:13:34.000 --> 00:13:37.000]  無論是長輩的老人
[00:13:37.000 --> 00:13:39.000]  你需要這樣的人
[00:13:39.000 --> 00:13:40.000]  所以我鼓勵大家
[00:13:40.000 --> 00:13:41.000]  去想想
[00:13:41.000 --> 00:13:43.000]  你有沒有被一些人
[00:13:43.000 --> 00:13:46.000]  一些可以和你躺開自己
[00:13:46.000 --> 00:13:48.000]  講到心事
[00:13:48.000 --> 00:13:51.000]  在信仰上可以幫到你的人
[00:13:51.000 --> 00:13:52.000]  如果沒有
[00:13:52.000 --> 00:13:54.000]  你就快點去祈禱
[00:13:54.000 --> 00:13:56.000]  很快就到了大學生活
[00:13:56.000 --> 00:13:58.000]  到了後來大學的生涯
[00:13:58.000 --> 00:14:01.000]  就是一個很特別的生涯
[00:14:01.000 --> 00:14:04.000]  是我學習到侍奉的開始
[00:14:04.000 --> 00:14:05.000]  很感恩
[00:14:05.000 --> 00:14:09.000]  我這個教堂就在英國Southampton一個城市
[00:14:09.000 --> 00:14:11.000]  我在那裏一留就留了七年的時間
[00:14:11.000 --> 00:14:13.000]  十年裏面的七年
[00:14:13.000 --> 00:14:14.000]  就在那裏
[00:14:14.000 --> 00:14:17.000]  回顧這個大學的生活
[00:14:17.000 --> 00:14:19.000]  我想最寶貴的
[00:14:19.000 --> 00:14:21.000]  不是一個學位的學位
[00:14:21.000 --> 00:14:22.000]  只是一張紙
[00:14:22.000 --> 00:14:24.000]  但我想在當中
[00:14:24.000 --> 00:14:26.000]  在讀書的當中
[00:14:26.000 --> 00:14:28.000]  我去經歷神
[00:14:28.000 --> 00:14:30.000]  最後一年很辛苦
[00:14:30.000 --> 00:14:31.000]  怎樣去抓住神
[00:14:31.000 --> 00:14:32.000]  而且在侍奉
[00:14:32.000 --> 00:14:34.000]  在教會侍奉的當中
[00:14:34.000 --> 00:14:35.000]  我怎樣去學習
[00:14:35.000 --> 00:14:37.000]  去突破自己
[00:14:37.000 --> 00:14:38.000]  大家我不說
[00:14:38.000 --> 00:14:40.000]  可能你看不出我很害羞
[00:14:40.000 --> 00:14:43.000]  我真的有點膽小
[00:14:43.000 --> 00:14:45.000]  但在那七年
[00:14:45.000 --> 00:14:48.000]  上帝就要去塑造我的性格
[00:14:48.000 --> 00:14:50.000]  要去更新我的體見
[00:14:50.000 --> 00:14:53.000]  去廣闊我的視線
[00:14:53.000 --> 00:14:54.000]  要去看得更遠
[00:14:54.000 --> 00:14:56.000]  去試不同的東西
[00:14:56.000 --> 00:14:59.000]  當時我有機會去試不同的崗位
[00:14:59.000 --> 00:15:01.000]  試教小朋友
[00:15:01.000 --> 00:15:04.000]  試大敬拜
[00:15:04.000 --> 00:15:06.000]  試做侍奉的領導
[00:15:06.000 --> 00:15:10.000]  當然身邊有人給機會也是很好
[00:15:10.000 --> 00:15:11.000]  其中一個片段就是
[00:15:11.000 --> 00:15:14.000]  我去到一個大學的營會
[00:15:14.000 --> 00:15:16.000]  所以去營會是很好的
[00:15:16.000 --> 00:15:18.000]  大家快點報名
[00:15:18.000 --> 00:15:20.000]  去到大學營會的其中一個營會
[00:15:20.000 --> 00:15:22.000]  我記得是2010年
[00:15:22.000 --> 00:15:24.000]  它叫SEC
[00:15:24.000 --> 00:15:28.000]  它叫South England Easter Conference
[00:15:28.000 --> 00:15:30.000]  成為我生命的另一個轉捩點
[00:15:30.000 --> 00:15:33.000]  當時的講員是講這一節的經文
[00:15:33.000 --> 00:15:35.000]  彼得前書二章九節
[00:15:35.000 --> 00:15:39.000]  他說上帝給了我們四個身份
[00:15:39.000 --> 00:15:40.000]  有四個
[00:15:40.000 --> 00:15:41.000]  不如我們一起讀
[00:15:41.000 --> 00:15:43.000]  讀下面中文
[00:15:43.000 --> 00:15:44.000]  如果看到的話
[00:15:44.000 --> 00:15:47.000]  唯有你們是被揀選的族類
[00:15:47.000 --> 00:15:49.000]  是有君尊的祭司
[00:15:49.000 --> 00:15:51.000]  是聖潔的國度
[00:15:51.000 --> 00:15:53.000]  是屬神的子民
[00:15:53.000 --> 00:15:54.000]  要叫你們宣揚
[00:15:54.000 --> 00:15:56.000]  那召你們出黑暗
[00:15:56.000 --> 00:15:59.000]  入奇妙光明者的美德
[00:15:59.000 --> 00:16:03.000]  他分了四晚去講四個sermon
[00:16:03.000 --> 00:16:05.000]  即是講了四篇道
[00:16:05.000 --> 00:16:06.000]  去到最後一晚
[00:16:06.000 --> 00:16:08.000]  他竟然這個教師
[00:16:08.000 --> 00:16:11.000]  突然轉身
[00:16:11.000 --> 00:16:13.000]  突然在我面前
[00:16:13.000 --> 00:16:14.000]  跪下
[00:16:14.000 --> 00:16:16.000]  哎呀 拍了聲
[00:16:16.000 --> 00:16:18.000]  他就這樣跪下
[00:16:18.000 --> 00:16:21.000]  無端端我就呆了
[00:16:21.000 --> 00:16:22.000]  就好像你看著
[00:16:22.000 --> 00:16:24.000]  在這個營會就是這個時刻
[00:16:24.000 --> 00:16:25.000]  他在跪下
[00:16:25.000 --> 00:16:28.000]  他帶頭代我們
[00:16:28.000 --> 00:16:29.000]  或者和我們一起
[00:16:29.000 --> 00:16:31.000]  向神去認罪
[00:16:31.000 --> 00:16:32.000]  去repent
[00:16:32.000 --> 00:16:35.000]  當時不知為何有種衝動
[00:16:35.000 --> 00:16:36.000]  有種感動
[00:16:36.000 --> 00:16:37.000]  我便立即撲了出去
[00:16:37.000 --> 00:16:39.000]  我不想的
[00:16:39.000 --> 00:16:40.000]  這麼難看
[00:16:40.000 --> 00:16:41.000]  要在面前跪下 要哭
[00:16:41.000 --> 00:16:43.000]  但我控制不了自己
[00:16:43.000 --> 00:16:44.000]  我便走了出去
[00:16:44.000 --> 00:16:46.000]  跪下 流眼淚
[00:16:46.000 --> 00:16:48.000]  我不知道你有沒有試過
[00:16:48.000 --> 00:16:49.000]  這些經歷
[00:16:49.000 --> 00:16:50.000]  但當時回想起來
[00:16:50.000 --> 00:16:52.000]  都是很深刻的
[00:16:52.000 --> 00:16:54.000]  我問上帝
[00:16:54.000 --> 00:16:56.000]  我一個這麼軟弱
[00:16:56.000 --> 00:16:58.000]  一個這麼骯髒
[00:16:58.000 --> 00:17:01.000]  自己才會知道自己的不堪
[00:17:01.000 --> 00:17:02.000]  一個這麼差的人
[00:17:02.000 --> 00:17:04.000]  或者這麼不完全的人
[00:17:04.000 --> 00:17:05.000]  為什麼你會愛我呢
[00:17:05.000 --> 00:17:07.000]  為什麼你會接納我呢
[00:17:07.000 --> 00:17:10.000]  我怎樣配得起你去使用呢
[00:17:10.000 --> 00:17:12.000]  當時我說我開始
[00:17:12.000 --> 00:17:13.000]  試不同的崗位
[00:17:13.000 --> 00:17:14.000]  做很多侍奉
[00:17:14.000 --> 00:17:16.000]  但那節的經文
[00:17:16.000 --> 00:17:18.000]  我們今早一開始看的經文
[00:17:18.000 --> 00:17:19.000]  又再出來
[00:17:19.000 --> 00:17:20.000]  他說
[00:17:20.000 --> 00:17:24.000]  你的受造仍然是奇妙可畏
[00:17:24.000 --> 00:17:26.000]  縱使你犯很多的錯
[00:17:26.000 --> 00:17:28.000]  縱使你讀書不好
[00:17:28.000 --> 00:17:30.000]  縱使你這麼不堪
[00:17:30.000 --> 00:17:32.000]  你改不了也好
[00:17:32.000 --> 00:17:35.000]  你的受造仍然是奇妙可畏
[00:17:35.000 --> 00:17:38.000]  You are fearfully, wonderfully made
[00:17:38.000 --> 00:17:40.000]  這是一個事實
[00:17:40.000 --> 00:17:42.000]  這是一個神跟我們說的話
[00:17:42.000 --> 00:17:44.000]  當時我覺得很感動
[00:17:44.000 --> 00:17:48.000]  結果真的經歷了一些改變
[00:17:48.000 --> 00:17:50.000]  我就下決心
[00:17:50.000 --> 00:17:52.000]  無論其他人不跟我一起
[00:17:52.000 --> 00:17:54.000]  我怎樣都要跟隨神
[00:17:54.000 --> 00:17:57.000]  那一次我回到這間教堂
[00:17:57.000 --> 00:17:58.000]  回到這間聖堂的教堂
[00:17:58.000 --> 00:18:00.000]  我就受洗了
[00:18:00.000 --> 00:18:02.000]  當時只有我一個
[00:18:02.000 --> 00:18:04.000]  但我決意受洗
[00:18:04.000 --> 00:18:05.000]  我不理會了
[00:18:05.000 --> 00:18:07.000]  我一定要改變
