
[00:00:00.000 --> 00:00:15.000]  非常想念大家,真的時不時都會想到大家的臉孔,大家的生活,不知道怎樣。
[00:09:21.000 --> 00:09:23.000]  才能夠走到你的應許之地。
[00:09:23.000 --> 00:09:29.000]  不過,你至少要知道,有這兩個概念,埃及跟應許之地。
[00:09:29.000 --> 00:09:33.000]  然後呢,那個分別是什麼呢?
[00:09:33.000 --> 00:09:40.000]  聖經說,大部分的人沒有辦法進入應許之地,只有兩個人。
[00:09:40.000 --> 00:09:44.000]  這兩個人,一個是加勒,一個是約蘇亞,
[00:09:44.000 --> 00:09:48.000]  Caleb and Joshua,他們能夠進入應許之地。
[00:09:48.000 --> 00:09:53.000]  那分別在什麼地方呢?
[00:09:53.000 --> 00:09:57.000]  聖經給的答案是什麼呢?
[00:09:57.000 --> 00:10:00.000]  他們專心跟從神。
[00:10:00.000 --> 00:10:06.000]  因為這裡說,那些人進不了應許之地,因為他們沒有專心跟從神。
[00:10:06.000 --> 00:10:11.000]  但是加勒和約蘇亞,他們專心跟從神。
[00:10:11.000 --> 00:10:18.000]  所以,我心裡面很希望祝福我們每一個人,
[00:10:18.000 --> 00:10:25.000]  在新的一年,是一個全新的人,去到這個心。
[00:10:25.000 --> 00:10:33.000]  很多事情,其實最重要的關係,是一個講心的關係。
[00:10:33.000 --> 00:10:38.000]  那麼,我分成三個重點跟大家分享。
[00:10:38.000 --> 00:10:42.000]  專心跟從到底是包括什麼呢?是怎樣的呢?
[00:10:42.000 --> 00:10:50.000]  第一,就是專心跟從,是緊緊的跟隨主。
[00:10:50.000 --> 00:10:55.000]  大家很熟悉聖經,所以你回想一下,
[00:10:55.000 --> 00:11:04.000]  加勒和約蘇亞,他跟第一代的基督徒一起經歷過很多事情。
[00:11:04.000 --> 00:11:10.000]  很多事情,有很大的祝福,就是很多的恩典。
[00:11:10.000 --> 00:11:15.000]  上帝的介入,天上掉下瑪納,
[00:11:15.000 --> 00:11:20.000]  讓他們能夠看見不能喝的水也變成甜水。
[00:11:20.000 --> 00:11:24.000]  所以,經歷很多很多上帝的祝福。
[00:11:24.000 --> 00:11:28.000]  但是,他們也經歷過什麼呢?很多的失敗。
[00:11:28.000 --> 00:11:32.000]  加勒和約蘇亞有沒有在當中?也在當中。
[00:11:32.000 --> 00:11:37.000]  他們看見失敗,不只是包括一般人的失敗,
[00:11:37.000 --> 00:11:42.000]  一般信徒的失敗,他們也經歷過領袖的失敗。
[00:11:42.000 --> 00:11:50.000]  他們經歷過什麼領袖的失敗?記不記得?亞倫。
[00:11:50.000 --> 00:11:56.000]  亞倫建了一個金牛堵來拜偶像,他們經歷過。
[00:11:56.000 --> 00:12:02.000]  他們有沒有經歷過另外一個更大的失敗?
[00:12:02.000 --> 00:12:11.000]  他們的領袖摩西,沒有敬畏神,就敲打磐石,都經歷過很多失敗。
[00:12:11.000 --> 00:12:16.000]  他們經歷過當中有不同的人背叛上帝,
[00:12:16.000 --> 00:12:24.000]  但是他們怎麼樣?不受影響,緊緊的跟隨神。
[00:12:24.000 --> 00:12:34.000]  庸姐妹,很多人可能會在你身邊,不是那麼的忠心的跟隨神,
[00:12:34.000 --> 00:12:40.000]  但這不是你的問題。
[00:12:40.000 --> 00:12:48.000]  你的問題是,你有沒有對上帝是專心跟從,緊緊跟隨祂,
[00:12:48.000 --> 00:12:58.000]  而不是看人怎樣?上帝要你是看祂,還有看你自己。
[00:12:58.000 --> 00:13:06.000]  當你願意看人的時候,我願意你是一個想要幫助建立別人的生命來看人。
[00:13:06.000 --> 00:13:16.000]  看到別人的軟弱是正常的,但是看到別人的軟弱不是讓你去變成一個批評者、論斷者、破壞者,
[00:13:16.000 --> 00:13:25.000]  而是怎樣呢?看看你要怎麼樣用溫柔、用愛的方法來輓回祂。
[00:13:25.000 --> 00:13:33.000]  如果他真的是執迷不悟,聖經有清楚的教導,讓教會給他警告,
[00:13:33.000 --> 00:13:41.000]  讓他知道上帝是愛他的,不要執迷不悟,因為你會自己遭受很多的禍患。
[00:13:41.000 --> 00:13:45.000]  所以,現在聽清楚沒有?
[00:13:45.000 --> 00:13:53.000]  迦勒和約束亞他們就是忠心的跟隨,緊緊的跟隨。
[00:13:53.000 --> 00:14:00.000]  我們再看,他們能夠緊緊跟隨是因為什麼?
[00:14:00.000 --> 00:14:04.000]  因為他們知道他們跟從的是誰。
[00:14:04.000 --> 00:14:09.000]  你看聖經講什麼?專心跟從我。
[00:14:09.000 --> 00:14:13.000]  耶和華說的,專心跟從我。
[00:14:13.000 --> 00:14:19.000]  我們再一次談回我們以前去短宣的經歷,
[00:14:19.000 --> 00:14:24.000]  有一個姐妹就說,我對那次短宣的經歷印象很深刻,
[00:14:24.000 --> 00:14:31.000]  就是我們整個群體都有一個信念,就是我們這次去服事,
[00:14:31.000 --> 00:14:35.000]  不看一人,只看耶穌。
[00:14:35.000 --> 00:14:39.000]  什麼意思呢?什麼叫做不看一人,只見耶穌呢?
[00:14:39.000 --> 00:14:48.000]  基本上就是什麼呢?我們侍奉的對象,我們很清楚,是耶穌,是主。
[00:14:48.000 --> 00:14:52.000]  知道你自己侍奉的是誰嗎?
[00:14:52.000 --> 00:14:57.000]  弟兄姐妹,你知道你自己要忠心的是誰嗎?
[00:14:57.000 --> 00:15:00.000]  上帝是一位怎樣的神呢?
[00:15:00.000 --> 00:15:07.000]  上帝是一位在你生命中怎樣眷顧你的上帝呢?
[00:15:07.000 --> 00:15:14.000]  有一些人,他是很熱心的服事,但是很可惜的是什麼呢?
[00:15:14.000 --> 00:15:21.000]  很可惜的是,他不是完全的為了上帝。
[00:15:21.000 --> 00:15:26.000]  我不是以批評的角度來講這些弟兄姐妹,
[00:15:26.000 --> 00:15:32.000]  我是以一個覺得惋惜、痛心的角度來提出這一點,
[00:15:32.000 --> 00:15:35.000]  因為我不希望你變成這樣。
[00:15:35.000 --> 00:15:40.000]  如果你要侍奉,你也應該侍奉,因為主要我們侍奉。
[00:15:40.000 --> 00:15:47.000]  你就應該以正確的心態是,只為了主,不是因為家人,
[00:15:47.000 --> 00:15:52.000]  不是因為朋友,家人希望你能夠侍奉主,你才侍奉主;
[00:15:52.000 --> 00:15:56.000]  朋友因為希望你侍奉主,你才侍奉主;
[00:15:56.000 --> 00:16:01.000]  傳道人因為希望你侍奉主,你才侍奉主。千萬不要。
[00:16:01.000 --> 00:16:10.000]  不是因為人,你侍奉主,因為單單為了主。
[00:16:10.000 --> 00:16:18.000]  我在那邊寫,主說,在小事上忠心,在大事上也忠心。
[00:16:18.000 --> 00:16:23.000]  我們不要說得很複雜,不要說得很困難的一些侍奉。
[00:16:23.000 --> 00:16:29.000]  我跟大家說,大家都能夠做到,忠心的來參加崇拜。
[00:16:29.000 --> 00:16:35.000]  比如說,你就已經是緊緊的在跟隨主了。
[00:16:35.000 --> 00:16:42.000]  當然,你的心態要正確,但是這個簡單的行動本身,
[00:16:42.000 --> 00:16:47.000]  你不要小看它,就已經能夠不斷的祝福你的生命了。
[00:16:47.000 --> 00:16:51.000]  我算了算,如果是不間斷的參加崇拜,
[00:16:51.000 --> 00:17:00.000]  我就發現,原來三十多年信主,參加了超過一千七百多次的崇拜,
[00:17:00.000 --> 00:17:05.000]  就是能夠風雨不改的去參加。
[00:17:05.000 --> 00:17:12.000]  上帝就在這你風雨不改的參加崇拜當中,祝福你。
[00:17:12.000 --> 00:17:16.000]  有些時候是通過詩歌,有些時候是通過講道,
[00:17:16.000 --> 00:17:24.000]  有些時候是通過弟兄姐妹的問候、關懷、崇拜後的禱告,都祝福。
[00:17:24.000 --> 00:17:31.000]  關鍵是,你願不願意就這樣緊緊的跟隨神,風雨不改的。
[00:17:31.000 --> 00:17:35.000]  我發現我掉了幾次崇拜,是因為以前剛信主的時候,
[00:17:35.000 --> 00:17:41.000]  沒有人告訴我一個秘訣,我就參加了那些旅行團的時候,
[00:17:41.000 --> 00:17:47.000]  就參加團嘛。團一參加,有些時候就橫跨了週六禮拜,
[00:17:47.000 --> 00:17:50.000]  就沒有得去崇拜,就錯過了。
[00:17:50.000 --> 00:17:57.000]  後來我就發現我聰明瞭,後來也比較懂得搞自由行了。
[00:17:57.000 --> 00:18:01.000]  現在大家都自由行了,所以每次去旅行的時候,
[00:18:01.000 --> 00:18:06.000]  肯定禮拜天之前就已經上網搜查了,
[00:18:06.000 --> 00:18:14.000]  星期天哪裡有崇拜,哪裡有教會,就去到當地參加崇拜。
[00:18:14.000 --> 00:18:20.000]  我們能不能夠緊緊跟隨神呢?專心跟從我,
[00:18:20.000 --> 00:18:27.000]  包括了在小事上忠心,在大事上就忠心了。
[00:18:27.000 --> 00:18:33.000]  包括你怎麼樣對你的家人,怎麼樣在你的工作上盡責,
[00:18:33.000 --> 00:18:39.000]  發揮出你最好的潛能,也是一種專心跟隨神。
[00:18:39.000 --> 00:18:43.000]  如果你認定工作是上帝給你的,那份工作上帝,
[00:18:43.000 --> 00:18:48.000]  家人是上帝給你的祝福,你就專心跟從神,
[00:18:48.000 --> 00:18:53.000]  好好用祂的原則、價值觀,在你的生活中、工作中、
[00:18:53.000 --> 00:18:57.000]  家庭中來活出美好的信仰。
[00:18:57.000 --> 00:19:04.000]  第二,專心跟從是以信心來看挑戰。
[00:19:04.000 --> 00:19:10.000]  這裡講到加勒和約束亞,他們是唯一兩個能夠進入迦南帝的。
[00:19:10.000 --> 00:19:14.000]  我們知道聖經說他們是專心跟從神。
[00:19:14.000 --> 00:19:22.000]  同時,有沒有人可以告訴我,他們最著名的一個事件,
[00:19:22.000 --> 00:19:26.000]  是什麼事件?也是他們跟其他人分別出來的。
[00:19:26.000 --> 00:19:33.000]  是什麼事情呢?十二探子,對嗎?
[00:19:33.000 --> 00:19:38.000]  大家都記得,當時候摩西說,我們要派人去看看上帝
[00:19:38.000 --> 00:19:42.000]  要給我們應許之地是怎樣的。這是一個很負責任的做法,
[00:19:42.000 --> 00:19:46.000]  瞭解一下裡面有什麼危險,我們能不能夠進去。
[00:19:46.000 --> 00:19:50.000]  是上帝的應許之地,派了十二個探子去,
[00:19:50.000 --> 00:19:54.000]  我們都知道這個故事,這個歷史。
[00:19:54.000 --> 00:20:01.000]  回來之後,有十個人說,裡面很好,很肥沃,
[00:20:01.000 --> 00:20:08.000]  果子很多,土地很美,但是別去了,很危險,
[00:20:08.000 --> 00:20:14.000]  裡面的人很高大,像巨人一樣。
[00:20:14.000 --> 00:20:19.000]  我們進去,肯定變成他們的食物,被他們打死,
[00:20:19.000 --> 00:20:24.000]  所以去不了,不能去。上帝的應許之地,
[00:20:24.000 --> 00:20:29.000]  他們去窺探,回來之後的報告是這樣子的。
[00:20:29.000 --> 00:20:33.000]  但是只有兩個人,只有兩個人回來,
[00:20:33.000 --> 00:20:38.000]  他給的是怎樣的?他說什麼呢?
[00:20:38.000 --> 00:20:46.000]  他們回來之後,你看聖經說,我們不如立一個首領回埃及吧,
[00:20:46.000 --> 00:20:50.000]  摩西,這個是十個人跟以色列人講了之後,
[00:20:50.000 --> 00:20:53.000]  其他人就哭了,其他以色列人就哭了。
[00:20:53.000 --> 00:20:57.000]  回去吧,回去吧,我們不要你這些首領了,這些領導,
[00:20:57.000 --> 00:21:01.000]  怎麼帶我們來這個地方,這麼危險的,走了曠野這麼多年,
[00:21:01.000 --> 00:21:07.000]  還這麼危險,我們不去了,不如我們就立另外一個領袖,
[00:21:07.000 --> 00:21:11.000]  帶我們回埃及吧,回埃及做奴隸吧。
[00:21:11.000 --> 00:21:16.000]  第五節說,摩西亞倫就俯伏在以色列權貴眾面前。
[00:21:16.000 --> 00:21:20.000]  但是第六節,窺探的人當中,
[00:21:20.000 --> 00:21:28.000]  約束亞跟迦勒他們說什麼呢?他們說出了幾個重點,
[00:21:28.000 --> 00:21:35.000]  他們是以信心的眼睛來看挑戰,人生肯定會有挑戰,
[00:21:35.000 --> 00:21:37.000]  第六節,人生肯定會有挑戰,
[00:21:37.000 --> 00:21:41.000]  但是約束亞他們以信心的角度,他們說什麼?
[00:21:41.000 --> 00:21:46.000]  他們說,是的,上帝給我們的地是極美之地。
[00:21:46.000 --> 00:21:51.000]  他們說什麼呢?上帝喜悅我們,如果上帝喜悅我們,
[00:21:51.000 --> 00:21:54.000]  他一定會把這個地賜給我們。
[00:21:54.000 --> 00:21:57.000]  他們用的是一種,如果上帝喜悅我們,
[00:21:57.000 --> 00:22:02.000]  但是他們的意思是說,上帝既然喜悅我們,
[00:22:02.000 --> 00:22:05.000]  肯定會把這個地賜給我們。
[00:22:05.000 --> 00:22:11.000]  弟兄姐妹,你有沒有這樣的信念?上帝既然愛你,
[00:22:11.000 --> 00:22:15.000]  豈不會把好的東西賜給你嗎?
[00:22:15.000 --> 00:22:20.000]  那麼他說什麼呢?他還說,只要我們不要背叛上帝,
[00:22:20.000 --> 00:22:25.000]  只要我們不要背叛上帝,很有意思。
[00:22:25.000 --> 00:22:29.000]  然後他還說了兩次,不要怕裡面的人,
[00:22:29.000 --> 00:22:36.000]  不要怕這些裡面的人,當時候裡面的迦勒人是非常邪惡的人,
[00:22:36.000 --> 00:22:40.000]  不要怕這些罪人,不要怕他們。
[00:22:40.000 --> 00:22:45.000]  這裡很有意思,我發現,原來不要背叛上帝,
[00:22:45.000 --> 00:22:51.000]  也包括了什麼呢?你不要怕。
[00:22:51.000 --> 00:22:55.000]  怕就是忘記了對上帝的信心。
[00:22:55.000 --> 00:22:58.000]  怕就是不夠信靠上帝。
[00:22:58.000 --> 00:23:01.000]  我們人都會怕,但是當我們怕的時候,
[00:23:01.000 --> 00:23:03.000]  我們要想起什麼呢?真理。
[00:23:03.000 --> 00:23:08.000]  想起上帝做過的事情,他行過的神跡,
[00:23:08.000 --> 00:23:12.000]  他在你生命中給你看過的應許,不要怕。
[00:23:12.000 --> 00:23:15.000]  然後他還說什麼呢?最重要的是,
[00:23:15.000 --> 00:23:19.000]  他們說有耶和華與我們同在。
[00:23:19.000 --> 00:23:24.000]  所以十二個探子進去了,窺探回來了之後,
[00:23:24.000 --> 00:23:27.000]  十個說不要去,我們會死。
[00:23:27.000 --> 00:23:31.000]  只有迦勒跟約束亞說,既然上帝與我們同在,
[00:23:31.000 --> 00:23:35.000]  既然上帝喜悅我們,我們能去,我們不要怕,
[00:23:35.000 --> 00:23:38.000]  上帝會賜給我們。
[00:23:38.000 --> 00:23:42.000]  弟兄姐妹,在新的一年裡面,
[00:23:42.000 --> 00:23:47.000]  有什麼是你的挑戰嗎?
[00:23:47.000 --> 00:23:50.000]  可能這挑戰是累積過往這麼多年,
[00:23:50.000 --> 00:23:53.000]  還沒有移除的。
[00:23:53.000 --> 00:23:58.000]  今年你可以不可以憑信心去仰望神,
[00:23:58.000 --> 00:24:01.000]  跟神說,神啊,我今年我要試試看,
[00:24:01.000 --> 00:24:05.000]  靠著相信你,勇往直前。
[00:24:05.000 --> 00:24:08.000]  聖經說,如果你願意這樣做的話,
[00:24:08.000 --> 00:24:13.000]  你一定是能夠得勝有餘。
[00:24:13.000 --> 00:24:19.000]  那麼第三呢,專心地跟從,
[00:24:19.000 --> 00:24:21.000]  是可以看見應許。
[00:24:21.000 --> 00:24:23.000]  新聞裡面有一個很奇怪的細節,
[00:24:23.000 --> 00:24:25.000]  我跟大家看一下。
[00:24:25.000 --> 00:24:32.000]  它說,加勒和約束人,他們可以看見,
[00:24:32.000 --> 00:24:37.000]  因為他們跟從我,看見應許之地。
[00:24:37.000 --> 00:24:39.000]  明明就是要進入,
[00:24:39.000 --> 00:24:43.000]  可是聖經是特別用看見這個詞。
[00:24:43.000 --> 00:24:46.000]  當然這裡的他們兩個的看見,
[00:24:46.000 --> 00:24:49.000]  包括了他們一定會進入。
[00:24:49.000 --> 00:24:54.000]  但是這裡,它為什麼要特別用看見呢?
[00:24:54.000 --> 00:24:57.000]  在我們的信仰呢,
[00:24:57.000 --> 00:24:59.000]  有一樣東西很重要的,
[00:24:59.000 --> 00:25:07.000]  就是信心的眼睛是專心跟從神的關鍵。
[00:25:07.000 --> 00:25:08.000]  請你記住,
[00:25:08.000 --> 00:25:11.000]  今年我希望你能夠用信心的眼睛,
[00:25:11.000 --> 00:25:13.000]  看不同的事情。
[00:25:13.000 --> 00:25:16.000]  困難也用信心的眼睛來看,
[00:25:16.000 --> 00:25:19.000]  你的希望,目標也用信心的眼睛來看。
[00:25:19.000 --> 00:25:23.000]  如果你願意堅持一年這樣做的話,
[00:25:23.000 --> 00:25:25.000]  你就會很不一樣。
[00:25:25.000 --> 00:25:27.000]  到了年底,你很多事情要感恩了。
[00:25:27.000 --> 00:25:29.000]  我跟你說,
[00:25:29.000 --> 00:25:35.000]  而且從神而來的看見,
[00:25:35.000 --> 00:25:36.000]  如果你願意去看見,
[00:25:36.000 --> 00:25:39.000]  你會看見很多人看不見的東西。
[00:25:39.000 --> 00:25:42.000]  明明在一起的時候,
[00:25:42.000 --> 00:25:43.000]  你看見的東西,
[00:25:43.000 --> 00:25:46.000]  你覺得太美好了,太喜樂了。
[00:25:46.000 --> 00:25:48.000]  那一個沒有信心在你旁邊的人,
[00:25:48.000 --> 00:25:52.000]  他們說,有嗎?在哪裡啊?
[00:25:52.000 --> 00:25:55.000]  你有沒有發現這樣的人生是兩個不同的人生?
[00:25:55.000 --> 00:25:57.000]  兩個人可以走,
[00:25:57.000 --> 00:25:59.000]  或者一家人可以走同一條路,
[00:25:59.000 --> 00:26:05.000]  但是一個人可以因看見而每天平安喜樂,
[00:26:05.000 --> 00:26:07.000]  另外一個人因看不見,
[00:26:07.000 --> 00:26:12.000]  可以非常非常苦惱跟悲觀。
[00:26:12.000 --> 00:26:15.000]  從神而來的看見是莫大的恩典。
[00:26:15.000 --> 00:26:18.000]  我要跟大家舉一個例子。
[00:26:18.000 --> 00:26:21.000]  比如說教會,這是神的家。
[00:26:21.000 --> 00:26:24.000]  你知道什麼是教會嗎?
[00:26:24.000 --> 00:26:31.000]  教會就是上帝造的人的心意。
[00:26:31.000 --> 00:26:35.000]  整個世界都是上帝的心意。
[00:26:35.000 --> 00:26:39.000]  祂造人,祂讓人有人際關係,
[00:26:39.000 --> 00:26:41.000]  祂讓人有恩賜可以發揮,
[00:26:41.000 --> 00:26:44.000]  祂讓人能夠有夢想。
[00:26:44.000 --> 00:26:50.000]  但是教會是一個真正的樣板,
[00:26:50.000 --> 00:26:53.000]  讓全世界能夠看見,
[00:26:53.000 --> 00:26:59.000]  如果一間教會的弟兄姐妹都好好地跟隨神,
[00:26:59.000 --> 00:27:00.000]  是多麼美好,
[00:27:00.000 --> 00:27:02.000]  人際關係可以是多麼美好,
[00:27:02.000 --> 00:27:04.000]  世界可以是多麼美好。
[00:27:04.000 --> 00:27:06.000]  所以教會的使命很重要。
[00:27:06.000 --> 00:27:08.000]  我們怎麼樣活出愛,
[00:27:08.000 --> 00:27:10.000]  我們怎麼樣活出我們的恩賜,
[00:27:10.000 --> 00:27:12.000]  就是可以讓世界看到,
[00:27:12.000 --> 00:27:18.000]  創造主原本造這個世界的人的群眾,
[00:27:18.000 --> 00:27:20.000]  可以是怎樣的?
[00:27:20.000 --> 00:27:22.000]  在這個時候,
[00:27:22.000 --> 00:27:24.000]  我要跟大家分享,
[00:27:24.000 --> 00:27:27.000]  2024年,去年,
[00:27:27.000 --> 00:27:32.000]  上帝怎麼樣大大的祝福我們這個家。
[00:27:32.000 --> 00:27:35.000]  看看這個視頻。
[00:27:35.000 --> 00:27:37.000]  有聲音了嗎?
[00:27:37.000 --> 00:27:39.000]  有聲音了嗎?
[00:27:40.000 --> 00:27:44.000]  謝謝你牽著我手,
[00:27:44.000 --> 00:27:47.000]  高山低谷陪我走,
