
[00:00:00.000 --> 00:00:02.000]  等子每晚安
[00:04:49.000 --> 00:04:52.000]  人須聖潔了侍奉神
[00:04:52.000 --> 00:04:57.000]  頭四節我們看到耶和華在西奈山和摩西說話的日子
[00:04:57.000 --> 00:05:01.000]  阿倫和摩西的後代 記載如下
[00:05:01.000 --> 00:05:03.000]  這四個兒子的名字
[00:05:03.000 --> 00:05:07.000]  包括拿達 阿比胡 以利亞撒和以他馬
[00:05:07.000 --> 00:05:14.000]  然後再看下去 後文在第三第四節
[00:05:14.000 --> 00:05:17.000]  我請大家一起讀出來
[00:05:17.000 --> 00:05:20.000]  這些是阿倫兒子的名字
[00:05:20.000 --> 00:05:27.000]  都是受高的祭司 是摩西受聖職 是他們擔任祭司職份的
[00:05:27.000 --> 00:05:34.000]  拿達 阿比胡在西奈的曠野 向耶和華獻上梵火的時候
[00:05:34.000 --> 00:05:38.000]  死在耶華面前 他們沒有兒子
[00:05:38.000 --> 00:05:46.000]  以利亞撒和以他馬 在他們的父親阿倫面前擔任祭司的職份
[00:05:46.000 --> 00:05:54.000]  這件事如果沒有讀過 或者你有看過的時候
[00:05:54.000 --> 00:05:57.000]  你會要很小心 要留心
[00:05:57.000 --> 00:06:06.000]  發生這個獻梵火 而上帝擊殺這兩個是大祭司阿倫的兩個兒子
[00:06:06.000 --> 00:06:09.000]  這件事是非常嚴重的
[00:06:09.000 --> 00:06:11.000]  為什麼這麼嚴重呢
[00:06:11.000 --> 00:06:15.000]  其實這兩個大兒子和次子
[00:06:15.000 --> 00:06:18.000]  他們可以說在這個群體裏面
[00:06:18.000 --> 00:06:23.000]  是一個很重要的宗教領袖
[00:06:23.000 --> 00:06:25.000]  因為摩西阿倫死了之後
[00:06:25.000 --> 00:06:32.000]  李英可以說是跟著到他們這兩個兒子接續做大祭司
[00:06:32.000 --> 00:06:38.000]  但是我們看到他們在利未記十章的記載
[00:06:38.000 --> 00:06:42.000]  就是他們獻上所謂的梵火
[00:06:42.000 --> 00:06:48.000]  在祭壇上所獻的並沒有耶和華所吩咐他們
[00:06:48.000 --> 00:06:51.000]  究竟這個梵火是發生什麼事呢
[00:06:51.000 --> 00:06:54.000]  這個梵火有幾種的推斷
[00:06:54.000 --> 00:06:59.000]  第一 既然沒有上帝吩咐的
[00:06:59.000 --> 00:07:02.000]  即是上帝要他們獻在祭壇裏面
[00:07:02.000 --> 00:07:09.000]  其實那個火種是在祭壇裏面拿那些火的
[00:07:09.000 --> 00:07:14.000]  他們不可以在聖所以外的地方拿火種
[00:07:14.000 --> 00:07:20.000]  因為晝夜 神的聖壇都會有自己點燃的火
[00:07:20.000 --> 00:07:23.000]  所以我們有合理的原因相信
[00:07:23.000 --> 00:07:27.000]  他們有機會可能在當時
[00:07:27.000 --> 00:07:29.000]  而且發生在很早期
[00:07:29.000 --> 00:07:32.000]  初初他們在這個會幕建成之後
[00:07:32.000 --> 00:07:35.000]  他們開始有這個倫班祭
[00:07:35.000 --> 00:07:40.000]  因為他們是大祭司的兒子
[00:07:40.000 --> 00:07:43.000]  他們先來執行這些聖職
[00:07:43.000 --> 00:07:47.000]  但竟然就出了這個很嚴重的事
[00:07:47.000 --> 00:07:49.000]  我細心一想
[00:07:49.000 --> 00:07:51.000]  其實這兩個兒子
[00:07:51.000 --> 00:07:55.000]  他們沒有理由會犯了這些錯誤
[00:07:55.000 --> 00:07:59.000]  這個錯誤就是明知故犯
[00:07:59.000 --> 00:08:03.000]  上帝明明是很清楚已經講明
[00:08:03.000 --> 00:08:06.000]  你們要怎樣來獻祭
[00:08:06.000 --> 00:08:08.000]  你們的規矩是怎樣
[00:08:08.000 --> 00:08:10.000]  那些香是怎樣
[00:08:10.000 --> 00:08:15.000]  那些時間地方都很清楚講明
[00:08:15.000 --> 00:08:19.000]  你可以說是一個非常低級的錯誤
[00:08:19.000 --> 00:08:23.000]  如果我們再來看看背景
[00:08:23.000 --> 00:08:25.000]  阿倫這兩個兒子
[00:08:25.000 --> 00:08:29.000]  其實他們是經歷過很深的一種
[00:08:29.000 --> 00:08:35.000]  他們面對神認識上帝的聖潔和榮耀
[00:08:35.000 --> 00:08:38.000]  在《出拉及》的24章第一節
[00:08:38.000 --> 00:08:41.000]  上帝說神呼召摩西
[00:08:41.000 --> 00:08:45.000]  祂說你叫阿倫拿達阿比胡
[00:08:45.000 --> 00:08:47.000]  沒有叫其他人
[00:08:47.000 --> 00:08:49.000]  只是叫阿倫和他這兩個兒子
[00:08:49.000 --> 00:08:52.000]  並以色列長老中70人
[00:08:52.000 --> 00:08:55.000]  來朝見我
[00:08:55.000 --> 00:08:59.000]  他們遠遠的下拜
[00:08:59.000 --> 00:09:02.000]  他們不可以去到神的面前
[00:09:02.000 --> 00:09:03.000]  只有一個人
[00:09:03.000 --> 00:09:08.000]  祂說唯獨你摩西可以親近耀和
[00:09:08.000 --> 00:09:11.000]  摩西真的很有福氣
[00:09:11.000 --> 00:09:15.000]  因為他和上帝的關係非常密切
[00:09:15.000 --> 00:09:20.000]  上帝揀選摩西作為他們當中的一個領袖
[00:09:20.000 --> 00:09:28.000]  但他們的團隊都同樣必須經歷上帝的恩典
[00:09:28.000 --> 00:09:34.000]  他們要體會上帝是一個聖潔不可冒犯
[00:09:34.000 --> 00:09:37.000]  當我們如果不認識上帝的聖潔
[00:09:37.000 --> 00:09:40.000]  我們如果是互作互為的時候
[00:09:40.000 --> 00:09:42.000]  這就很大件事
[00:09:42.000 --> 00:09:47.000]  在《出拉及》的24章這一個章節裏
[00:09:47.000 --> 00:09:50.000]  講到在第9到11節
[00:09:50.000 --> 00:09:56.000]  講到他們見證神在西乃山出現的時候
[00:09:56.000 --> 00:10:02.000]  就如同一個很巨大的火吞滅了山頂
[00:10:02.000 --> 00:10:05.000]  神的榮耀在當中出現
[00:10:05.000 --> 00:10:10.000]  是叫人目擊的人心裏頭心存敬畏
[00:10:10.000 --> 00:10:13.000]  如果我們有第一身的經驗
[00:10:13.000 --> 00:10:17.000]  去看到上帝這一種的榮耀
[00:10:17.000 --> 00:10:20.000]  你轉頭你再下山去侍奉
[00:10:20.000 --> 00:10:22.000]  你真是醒醒定定
[00:10:22.000 --> 00:10:24.000]  不知道大家明白我的意思
[00:10:24.000 --> 00:10:32.000]  等於你如果說你今天要去北京
[00:10:32.000 --> 00:10:36.000]  你要見習近平主席的話
[00:10:36.000 --> 00:10:39.000]  我想你都會想想你要穿什麼衣服
[00:10:39.000 --> 00:10:44.000]  你今天要去到美國或白宮
[00:10:44.000 --> 00:10:46.000]  要見美國的總統
[00:10:46.000 --> 00:10:49.000]  你同樣你不會說隨便
[00:10:49.000 --> 00:10:52.000]  如果在地上人的這一種
[00:10:52.000 --> 00:10:55.000]  可以認知的一種場合
[00:10:55.000 --> 00:11:00.000]  何況你在這一種神聖的一個境域
[00:11:00.000 --> 00:11:02.000]  我不知道有多少電影姊妹
[00:11:02.000 --> 00:11:05.000]  曾經去過以色列的西乃山
[00:11:05.000 --> 00:11:07.000]  西乃山都有
[00:11:07.000 --> 00:11:09.000]  聖地
[00:11:09.000 --> 00:11:11.000]  我們今天不在這裡說地點
[00:11:11.000 --> 00:11:13.000]  是否一定在那裡
[00:11:13.000 --> 00:11:16.000]  雖然地點有爭議性
[00:11:16.000 --> 00:11:20.000]  但那種經歷和體驗是很深刻
[00:11:20.000 --> 00:11:24.000]  我上過西乃山已經有兩次
[00:11:24.000 --> 00:11:26.000]  都是和電影姊妹一起
[00:11:26.000 --> 00:11:30.000]  天未亮半夜三更坐駱駝上去
[00:11:30.000 --> 00:11:34.000]  為了要看日出
[00:11:34.000 --> 00:11:36.000]  在日頭未出來之前
[00:11:36.000 --> 00:11:40.000]  當時到處都是非常黑暗的時候
[00:11:40.000 --> 00:11:42.000]  但我們在那裡安靜
[00:11:42.000 --> 00:11:44.000]  我們可以默想
[00:11:44.000 --> 00:11:47.000]  看神的創造那個偉大
[00:11:47.000 --> 00:11:49.000]  然後我們一起來
[00:11:49.000 --> 00:11:52.000]  甚至可以唱聖詩
[00:11:52.000 --> 00:11:53.000]  我們去讚美神
[00:11:53.000 --> 00:11:55.000]  到日頭一出來的時候
[00:11:55.000 --> 00:12:01.000]  西乃山除非是那天烏雲密佈
[00:12:01.000 --> 00:12:03.000]  否則的話
[00:12:03.000 --> 00:12:06.000]  其實那個日出是漂亮到不得了
[00:12:06.000 --> 00:12:08.000]  因為日出出來之後
[00:12:08.000 --> 00:12:14.000]  太陽光直射西乃山的土壤
[00:12:14.000 --> 00:12:17.000]  產生一種橙紅色
[00:12:17.000 --> 00:12:21.000]  很美麗的一個圖像
[00:12:21.000 --> 00:12:23.000]  我們覺得神在大自然裡
[00:12:23.000 --> 00:12:25.000]  祂是掌權的
[00:12:25.000 --> 00:12:27.000]  祂是偉大的
[00:12:27.000 --> 00:12:30.000]  所以每逢去到西乃山
[00:12:30.000 --> 00:12:33.000]  我們會在那裡有敬拜
[00:12:33.000 --> 00:12:35.000]  我們去唱詩
[00:12:35.000 --> 00:12:37.000]  然後禱告讚美
[00:12:37.000 --> 00:12:38.000]  然後下山
[00:12:38.000 --> 00:12:40.000]  在山上很冷
[00:12:40.000 --> 00:12:41.000]  但到下山的時候
[00:12:41.000 --> 00:12:44.000]  你就會發覺那種熱力
[00:12:44.000 --> 00:12:47.000]  一路走一路就會流汗
[00:12:47.000 --> 00:12:54.000]  所以我們叫人千萬不要穿雨泳
[00:12:54.000 --> 00:12:57.000]  然後脫衣服都脫不及
[00:12:57.000 --> 00:12:59.000]  最好是一層一層的
[00:12:59.000 --> 00:13:02.000]  衣服可以就這樣脫下來
[00:13:02.000 --> 00:13:08.000]  我講這件事是想大家明白
[00:13:08.000 --> 00:13:10.000]  在這裡講的梵火
[00:13:10.000 --> 00:13:16.000]  聖經說是上帝沒有吩咐的
[00:13:16.000 --> 00:13:18.000]  NIV的翻譯是
[00:13:18.000 --> 00:13:21.000]  Unauthorized fire
[00:13:21.000 --> 00:13:25.000]  不經准許的火
[00:13:25.000 --> 00:13:27.000]  而NIV的翻譯是
[00:13:27.000 --> 00:13:29.000]  不聖潔的火
[00:13:29.000 --> 00:13:32.000]  Unholy fire
[00:13:32.000 --> 00:13:35.000]  兩個的翻譯其實都要表達
[00:13:35.000 --> 00:13:37.000]  其實重點是
[00:13:37.000 --> 00:13:40.000]  耶和華沒有吩咐
[00:13:40.000 --> 00:13:45.000]  所以火種如果不是從祭壇裡拿
[00:13:45.000 --> 00:13:48.000]  在聖火以外的地方
[00:13:48.000 --> 00:13:52.000]  在聖所院子外去拿
[00:13:52.000 --> 00:13:55.000]  這個就犯規了
[00:13:55.000 --> 00:13:58.000]  所以我們在當中要明白
[00:13:58.000 --> 00:14:04.000]  親近神是一件喜悅的事
[00:14:04.000 --> 00:14:06.000]  但同樣是要敬畏的
[00:14:06.000 --> 00:14:09.000]  在利未記十章第三節裡
[00:14:09.000 --> 00:14:15.000]  解釋神為什麼要擊殺這兩個大祭司的兒子
[00:14:15.000 --> 00:14:18.000]  他說在親近我的人之中
[00:14:18.000 --> 00:14:19.000]  我要顯為聖
[00:14:19.000 --> 00:14:21.000]  在全體百姓面前
[00:14:21.000 --> 00:14:23.000]  我要得榮耀
[00:14:23.000 --> 00:14:27.000]  聖所就是關乎神和祂自己的本質
[00:14:27.000 --> 00:14:30.000]  所以絕對沒有任何一個人
[00:14:30.000 --> 00:14:33.000]  可以或者事情去模糊了
[00:14:33.000 --> 00:14:37.000]  上帝本上真實的面貌
[00:14:37.000 --> 00:14:40.000]  上帝是完全聖潔的
[00:14:40.000 --> 00:14:43.000]  所以連摩西這麼親近神的人
[00:14:43.000 --> 00:14:48.000]  他不可能面對面見神
[00:14:48.000 --> 00:14:51.000]  神說我只有背部讓你看一看
[00:14:51.000 --> 00:14:53.000]  太榮耀了
[00:14:53.000 --> 00:14:55.000]  這件事比我們今天說
[00:14:55.000 --> 00:14:57.000]  我們在神的面前都要學習
[00:14:57.000 --> 00:14:58.000]  我們要謹慎
[00:14:58.000 --> 00:15:00.000]  每一次來到神的面前
[00:15:00.000 --> 00:15:01.000]  我們有沒有
[00:15:01.000 --> 00:15:03.000]  無論我們的衣著
[00:15:03.000 --> 00:15:05.000]  無論我們的內心
[00:15:05.000 --> 00:15:07.000]  我們的態度
[00:15:07.000 --> 00:15:09.000]  我們唱詩
[00:15:09.000 --> 00:15:10.000]  我們聽道
[00:15:10.000 --> 00:15:12.000]  在每一個環節裡
[00:15:12.000 --> 00:15:15.000]  我們是不是敬畏上主
[00:15:15.000 --> 00:15:17.000]  但是在唱詩的時候
[00:15:17.000 --> 00:15:18.000]  你就在想
[00:15:18.000 --> 00:15:20.000]  待會晚飯去哪裡吃飯呢
[00:15:20.000 --> 00:15:22.000]  或者在聽道的時候
[00:15:22.000 --> 00:15:24.000]  你游魂障礙了
[00:15:24.000 --> 00:15:28.000]  這個我沒可能知道
[00:15:28.000 --> 00:15:30.000]  因為在禮堂裡
[00:15:30.000 --> 00:15:31.000]  各個弟兄姊妹
[00:15:31.000 --> 00:15:33.000]  你們的眼神都可能很專注
[00:15:33.000 --> 00:15:34.000]  在看著我
[00:15:34.000 --> 00:15:36.000]  不過現在看著我
[00:15:36.000 --> 00:15:37.000]  就不代表一定
[00:15:37.000 --> 00:15:39.000]  你是不是在聽道
[00:15:39.000 --> 00:15:42.000]  等於做老師就明白了
[00:15:42.000 --> 00:15:44.000]  現在那些Zoom的教學
[00:15:44.000 --> 00:15:45.000]  突然間看到
[00:15:45.000 --> 00:15:48.000]  為什麼每個學生都這麼專注
[00:15:48.000 --> 00:15:51.000]  原來眼睛不會眨
[00:15:51.000 --> 00:15:54.000]  因為他用了相片放在那裡
[00:15:54.000 --> 00:15:57.000]  根本他有沒有在專心上課
[00:15:57.000 --> 00:15:58.000]  沒有人知道
[00:15:58.000 --> 00:16:00.000]  我們今天來到親近神
[00:16:00.000 --> 00:16:04.000]  我們需要百分百的去投入
[00:16:04.000 --> 00:16:05.000]  因為我們知道
[00:16:05.000 --> 00:16:08.000]  上帝是配受我們這種
[00:16:08.000 --> 00:16:10.000]  聖潔莊重
[00:16:10.000 --> 00:16:13.000]  和我們全人的一種敬拜
[00:16:13.000 --> 00:16:18.000]  第二方面在第五到第十三節
[00:16:18.000 --> 00:16:21.000]  神吩咐摩西
[00:16:21.000 --> 00:16:23.000]  他要將利美之派
[00:16:23.000 --> 00:16:25.000]  帶他們來到前面
[00:16:25.000 --> 00:16:29.000]  然後站在大祭司亞倫面前
[00:16:29.000 --> 00:16:31.000]  來侍候他
[00:16:31.000 --> 00:16:33.000]  然後上帝這樣說
[00:16:33.000 --> 00:16:36.000]  他說他們利美人
[00:16:36.000 --> 00:16:39.000]  要代替亞倫
[00:16:39.000 --> 00:16:43.000]  也要代替傳會眾
[00:16:43.000 --> 00:16:45.000]  在會幕前去執行任務
[00:16:45.000 --> 00:16:47.000]  辦理帳幕的事
[00:16:47.000 --> 00:16:49.000]  他們要看守會幕
[00:16:49.000 --> 00:16:50.000]  一切的器具
[00:16:50.000 --> 00:16:52.000]  為以色列人執行任務
[00:16:52.000 --> 00:16:54.000]  辦理帳幕的事
[00:16:54.000 --> 00:16:57.000]  這件事一直再讀下去
[00:16:57.000 --> 00:16:59.000]  我們在第九節你會看到
[00:16:59.000 --> 00:17:05.000]  你要擺利美人和比亞倫和他的兒子
[00:17:05.000 --> 00:17:07.000]  他們是從以色列中選出來
[00:17:07.000 --> 00:17:09.000]  完全給他的
[00:17:09.000 --> 00:17:13.000]  你要指派亞倫和他的兒子
[00:17:13.000 --> 00:17:16.000]  謹守祭司的職份
[00:17:16.000 --> 00:17:20.000]  近前來的愛人必被處死
[00:17:20.000 --> 00:17:23.000]  這裡就很清楚了
[00:17:23.000 --> 00:17:25.000]  上帝的祝福就是
[00:17:25.000 --> 00:17:29.000]  透過摩西跟他們說
[00:17:29.000 --> 00:17:32.000]  亞倫和他餘下那兩個兒子
[00:17:32.000 --> 00:17:35.000]  他們要在以色列當中
[00:17:35.000 --> 00:17:38.000]  分別出來的利美人
[00:17:38.000 --> 00:17:42.000]  利美人原本是十二支派
[00:17:42.000 --> 00:17:43.000]  其中一個支派
[00:17:43.000 --> 00:17:46.000]  上帝將他們抽調出來
[00:17:46.000 --> 00:17:48.000]  專心去服事
[00:17:48.000 --> 00:17:51.000]  在會幕上所有的事情
[00:17:51.000 --> 00:17:53.000]  所以上一堂
[00:17:53.000 --> 00:17:57.000]  如果大家聽過楊牧師和Jenny傳道
[00:17:57.000 --> 00:17:59.000]  分享的時候
[00:17:59.000 --> 00:18:01.000]  利美人有沒有被數點文
[00:18:01.000 --> 00:18:04.000]  數字在第一第二章
[00:18:04.000 --> 00:18:05.000]  是沒有的
[00:18:05.000 --> 00:18:07.000]  為什麼沒有
[00:18:07.000 --> 00:18:11.000]  因為一二章數點其他十一個支派
[00:18:11.000 --> 00:18:13.000]  是全部
[00:18:13.000 --> 00:18:15.000]  十二個支派
[00:18:15.000 --> 00:18:17.000]  都是減了利美
[00:18:17.000 --> 00:18:19.000]  為什麼會有十二個支派
[00:18:19.000 --> 00:18:21.000]  是因為約瑟那兩個兒子
[00:18:21.000 --> 00:18:23.000]  馬拿西 以法連
[00:18:23.000 --> 00:18:25.000]  他們是放在裡面
[00:18:25.000 --> 00:18:27.000]  所以他們數點
[00:18:27.000 --> 00:18:29.000]  就是他們當中的藍丁
[00:18:29.000 --> 00:18:32.000]  那些是二十歲以上到五十歲
[00:18:32.000 --> 00:18:34.000]  這班能夠去作戰的
[00:18:34.000 --> 00:18:36.000]  他們要打仗的
[00:18:36.000 --> 00:18:39.000]  因為他們要進入這個應許之地
[00:18:39.000 --> 00:18:40.000]  迦南地
[00:18:40.000 --> 00:18:43.000]  不是上帝雙手奉送給你們
[00:18:43.000 --> 00:18:46.000]  你們要進入上帝的應許之地
[00:18:46.000 --> 00:18:48.000]  要憑信心聽神的話
[00:18:48.000 --> 00:18:50.000]  然後信服神
[00:18:50.000 --> 00:18:53.000]  你們要將迦南裡頭
[00:18:53.000 --> 00:18:57.000]  那些拜偶像那些的外族人要驅趕
[00:18:57.000 --> 00:18:59.000]  他們如果聽神 信服神
[00:18:59.000 --> 00:19:02.000]  他們其實一早不用在曠野
[00:19:02.000 --> 00:19:05.000]  走了四十年的冤枉路
[00:19:05.000 --> 00:19:09.000]  如果是的話就不會有民訴機
[00:19:09.000 --> 00:19:11.000]  我們看到這件事
[00:19:11.000 --> 00:19:14.000]  讓我們看到上帝是有心意在這裡
[00:19:14.000 --> 00:19:16.000]  我們再看到最後這個段落
[00:19:16.000 --> 00:19:21.000]  十一到十三節
[00:19:21.000 --> 00:19:23.000]  我們一起讀出來
[00:19:23.000 --> 00:19:25.000]  「而胡華吩咐摩西說
[00:19:25.000 --> 00:19:29.000]  漢娜:我從以色列人中選了利美人
[00:19:29.000 --> 00:19:34.000]  代替以色列人中所有投胎的長子
[00:19:34.000 --> 00:19:36.000]  利美人要歸我
[00:19:36.000 --> 00:19:39.000]  因為凡投生的是我的
[00:19:39.000 --> 00:19:43.000]  我在埃及地擊殺所有投生的
[00:19:43.000 --> 00:19:47.000]  那日就把以色列中所有投生的
[00:19:47.000 --> 00:19:50.000]  無論是人或牲畜
[00:19:50.000 --> 00:19:52.000]  都分別為姓歸我
[00:19:52.000 --> 00:19:54.000]  他們定要屬我
[00:19:54.000 --> 00:19:56.000]  我是耶和華」
[00:19:56.000 --> 00:19:59.000]  這裡我們要問一個很重要的問題
[00:19:59.000 --> 00:20:03.000]  就是究竟為什麼利美這個支派
[00:20:03.000 --> 00:20:07.000]  他們原屬於大祭司亞倫
[00:20:07.000 --> 00:20:09.000]  都是利美的支派
[00:20:09.000 --> 00:20:15.000]  但為什麼他們要代替以色列的投生的長子呢?
[00:20:15.000 --> 00:20:20.000]  上帝其實在這裡是要講明那個意義
[00:20:20.000 --> 00:20:23.000]  那個意義就在這個段落最後那裡
[00:20:23.000 --> 00:20:25.000]  無論是人或牲畜
[00:20:25.000 --> 00:20:28.000]  他們都分別為姓歸我
[00:20:28.000 --> 00:20:31.000]  他們定要屬我
[00:20:31.000 --> 00:20:35.000]  他要他們記住一件事
[00:20:35.000 --> 00:20:37.000]  凡投生的
[00:20:37.000 --> 00:20:40.000]  他們在埃及地擊殺所有投生的那一天
[00:20:40.000 --> 00:20:41.000]  就是什麼時候?
[00:20:41.000 --> 00:20:43.000]  就是雨節那一天
[00:20:43.000 --> 00:20:45.000]  就是雨節那一晚
[00:20:45.000 --> 00:20:49.000]  原來原初以色列每個家庭
[00:20:49.000 --> 00:20:52.000]  他們的投生都要被擊殺
[00:20:52.000 --> 00:20:55.000]  但是神是拯救他們的
[00:20:55.000 --> 00:20:58.000]  神是叫他們聽話
[00:20:58.000 --> 00:21:00.000]  就是說你們將那個羔羊的血
[00:21:00.000 --> 00:21:02.000]  塗在門尾上
[00:21:02.000 --> 00:21:06.000]  滅命的天使走過你的門口的時候
[00:21:06.000 --> 00:21:07.000]  他就不會進去
[00:21:07.000 --> 00:21:11.000]  那些門口是沒有羔羊的血遮蓋在門尾上
[00:21:11.000 --> 00:21:12.000]  就怎樣呢?
[00:21:12.000 --> 00:21:14.000]  他們那一晚就哀哭了
[00:21:14.000 --> 00:21:17.000]  所以整個埃及地
[00:21:17.000 --> 00:21:21.000]  所有的家庭他們的投生的長子
[00:21:21.000 --> 00:21:23.000]  包括那些生畜
[00:21:23.000 --> 00:21:26.000]  他們都被擊殺
[00:21:26.000 --> 00:21:28.000]  但是只有以色列
[00:21:28.000 --> 00:21:30.000]  他們出埃及之後
[00:21:30.000 --> 00:21:34.000]  他們那些投生的長子個個健在
[00:21:34.000 --> 00:21:36.000]  你可以說他們是倖存者
[00:21:36.000 --> 00:21:38.000]  但是這件事有什麼重要性呢?
[00:21:38.000 --> 00:21:40.000]  這件事是要說明
[00:21:40.000 --> 00:21:43.000]  神是用一個羔羊的贖價
[00:21:43.000 --> 00:21:45.000]  去買贖他們的
[00:21:45.000 --> 00:21:49.000]  叫他們全族的人都可以得以
[00:21:49.000 --> 00:21:51.000]  去蒙救贖
[00:21:51.000 --> 00:21:53.000]  所以重要性就是
[00:21:53.000 --> 00:21:55.000]  上帝要告訴他們
[00:21:55.000 --> 00:21:57.000]  是一個公開的宣認
[00:21:57.000 --> 00:21:59.000]  利未人如今
[00:21:59.000 --> 00:22:02.000]  他就要取代以色列的長子
[00:22:02.000 --> 00:22:07.000]  如果你看到出埃及記的時候
[00:22:07.000 --> 00:22:09.000]  有經文料記載
[00:22:09.000 --> 00:22:12.000]  就是神呼召他們離開埃及
[00:22:12.000 --> 00:22:15.000]  他們所有這些投生的怎樣呢?
[00:22:15.000 --> 00:22:18.000]  他說你要歸耶和華為聖
[00:22:18.000 --> 00:22:21.000]  要被上帝分別出來
[00:22:21.000 --> 00:22:23.000]  來侍奉
[00:22:23.000 --> 00:22:25.000]  是一個侍奉上帝的民族
[00:22:25.000 --> 00:22:29.000]  而在這個民族每一個家庭裡面的長子
[00:22:29.000 --> 00:22:31.000]  就要確保這個長子
[00:22:31.000 --> 00:22:34.000]  是要帶領他們的後代
[00:22:34.000 --> 00:22:36.000]  都是要敬拜耶和華
[00:22:36.000 --> 00:22:39.000]  還有一個很重要的原因
[00:22:39.000 --> 00:22:42.000]  當我來研究這段經文的時候
[00:22:42.000 --> 00:22:46.000]  會發現在古代文化裡面
[00:22:46.000 --> 00:22:48.000]  他們是有崇拜祖先
[00:22:48.000 --> 00:22:50.000]  這些的祭祀
[00:22:50.000 --> 00:22:53.000]  他們會為死去的先人來奠酒
[00:22:53.000 --> 00:22:55.000]  以求他們的亡魂
[00:22:55.000 --> 00:23:00.000]  是對他們的家族提供保護和幫助
[00:23:00.000 --> 00:23:03.000]  但是神要以色列的長子
[00:23:03.000 --> 00:23:07.000]  就要負起一個屬靈的責任
[00:23:07.000 --> 00:23:12.000]  他們如果是學校其他那些古代民族
[00:23:12.000 --> 00:23:14.000]  他們去祭祖
[00:23:14.000 --> 00:23:18.000]  他們將先人的像成為他們膜拜的對象的時候
[00:23:18.000 --> 00:23:23.000]  這個是絕對不能夠容許的
[00:23:23.000 --> 00:23:25.000]  不可以容許的
[00:23:25.000 --> 00:23:28.000]  雖然是這樣說
