
[00:00:00.000 --> 00:00:03.400]  各位姐妹平安 新年快樂
[00:06:45.800 --> 00:06:46.440]  很奇妙
[00:06:46.440 --> 00:06:48.120]  那天發生一件事情
[00:06:48.120 --> 00:06:49.400]  對我來說就是
[00:06:49.400 --> 00:06:51.560]  我是忙碌的時候
[00:06:51.560 --> 00:06:53.320]  我就掉分了
[00:06:53.320 --> 00:06:54.120]  我忙碌的時候
[00:06:54.120 --> 00:06:55.720]  我經過地鐵站
[00:06:55.720 --> 00:06:58.040]  看到有人在賣旗
[00:06:58.040 --> 00:06:59.840]  我就因為忙碌
[00:06:59.840 --> 00:07:01.040]  我就沒時間停下來
[00:07:01.040 --> 00:07:03.280]  我就說趕時間
[00:07:03.280 --> 00:07:03.880]  我就走了
[00:07:03.880 --> 00:07:07.080]  一走了心裡有點難受
[00:07:07.080 --> 00:07:08.680]  那短短的時間
[00:07:08.680 --> 00:07:11.200]  其實我是可以停下來
[00:07:11.200 --> 00:07:12.840]  他錢包拿出來
[00:07:12.840 --> 00:07:15.160]  拿一些現金就給他
[00:07:15.160 --> 00:07:16.720]  然後我就跟大家分享
[00:07:16.720 --> 00:07:17.840]  我掉分的時候
[00:07:17.840 --> 00:07:20.840]  我想到的一個情況就是忙碌的時候
[00:07:20.840 --> 00:07:23.600]  忙碌的時候就沒有活出
[00:07:23.600 --> 00:07:25.000]  一種恩慈的生命
[00:07:25.000 --> 00:07:27.040]  奇妙的是什麼呢
[00:07:27.040 --> 00:07:29.280]  星期五講完了之後
[00:07:29.280 --> 00:07:30.280]  第二天星期六
[00:07:30.280 --> 00:07:31.960]  我趕來教會開會
[00:07:31.960 --> 00:07:33.680]  早上的時候
[00:07:33.680 --> 00:07:34.680]  一出地鐵
[00:07:34.680 --> 00:07:37.440]  就看到一個人在賣旗
[00:07:37.440 --> 00:07:40.320]  我就馬上停下來
[00:07:40.320 --> 00:07:41.720]  不能
[00:07:41.720 --> 00:07:42.560]  我就停下來
[00:07:42.560 --> 00:07:43.160]  哇 快點
[00:07:43.160 --> 00:07:46.280]  我就說感謝神給我機會彌補
[00:07:46.280 --> 00:07:47.400]  然後我就很開心的
[00:07:47.400 --> 00:07:52.040]  還發到分享的群組裡面去分享
[00:07:52.040 --> 00:07:54.040]  我說感謝神給我機會
[00:07:54.040 --> 00:07:56.080]  一整天忙碌完了之後
[00:07:56.080 --> 00:07:57.040]  你知道星期六
[00:07:57.040 --> 00:08:00.720]  在香港星期六都是壽旗日
[00:08:00.720 --> 00:08:02.080]  所以那個不一樣
[00:08:02.080 --> 00:08:02.840]  反而是什麼呢
[00:08:02.840 --> 00:08:06.520]  反而是下午回家的時候
[00:08:06.520 --> 00:08:08.960]  竟然又給我碰到
[00:08:08.960 --> 00:08:11.680]  我說上帝你真的是太喜歡
[00:08:11.680 --> 00:08:14.840]  因為早上我就覺得沒有什麼驚喜
[00:08:14.840 --> 00:08:16.120]  早上我想想
[00:08:16.120 --> 00:08:17.800]  星期六都是壽旗日
[00:08:17.800 --> 00:08:18.840]  早上的時候
[00:08:18.840 --> 00:08:19.640]  上午的時候
[00:08:19.640 --> 00:08:22.880]  但是到了下午黃昏的時候又碰到
[00:08:22.880 --> 00:08:25.200]  我就很高興
[00:08:25.200 --> 00:08:28.320]  幾乎是追上去
[00:08:28.320 --> 00:08:29.320]  給我操練
[00:08:29.320 --> 00:08:30.600]  這是很小的事情
[00:08:30.600 --> 00:08:32.440]  但是我是想說的是什麼呢
[00:08:32.440 --> 00:08:36.120]  我想說的上帝是又真又活的
[00:08:36.120 --> 00:08:38.680]  有些弟兄姐妹
[00:08:38.680 --> 00:08:41.160]  忘記了其實屬靈不屬靈
[00:08:41.160 --> 00:08:42.760]  不只是你有沒有靈修
[00:08:42.760 --> 00:08:43.800]  有沒有禱告
[00:08:43.800 --> 00:08:45.240]  是你怎麼樣
[00:08:45.240 --> 00:08:47.360]  帶你的員工
[00:08:47.360 --> 00:08:49.080]  帶你的同事
[00:08:49.080 --> 00:08:50.400]  帶你的父母
[00:08:50.400 --> 00:08:51.480]  帶你的家人
[00:08:51.480 --> 00:08:53.600]  新春要到了
[00:08:53.600 --> 00:08:57.680]  你們很多機會會看到自己的親戚朋友
[00:08:57.680 --> 00:08:59.640]  你的言談
[00:08:59.640 --> 00:09:01.600]  你的態度
[00:09:01.600 --> 00:09:03.640]  會帶來一個怎樣的情況
[00:09:03.640 --> 00:09:07.120]  不要以為我們已經屬靈了
[00:09:07.120 --> 00:09:10.160]  我每個星期會教會你沒有
[00:09:10.160 --> 00:09:12.360]  你不是基督徒
[00:09:12.360 --> 00:09:13.240]  千萬不要這樣
[00:09:13.240 --> 00:09:15.000]  我們不要有屬靈的驕傲
[00:09:15.000 --> 00:09:19.640]  不要以為自己已經達到頂峰了
[00:09:19.640 --> 00:09:20.880]  所以我們要了解
[00:09:20.880 --> 00:09:21.640]  不要假設
[00:09:21.640 --> 00:09:22.840]  勿要追求
[00:09:22.840 --> 00:09:26.400]  因為我們永遠都有追求的空間
[00:09:26.400 --> 00:09:32.200]  我們永遠都有追求成長的空間
[00:09:32.200 --> 00:09:35.360]  聖經有幾段經文提醒我們
[00:09:35.360 --> 00:09:37.600]  比如說這一段
[00:09:37.600 --> 00:09:38.560]  保羅他說什麼呢
[00:09:38.560 --> 00:09:39.800]  論道濟偶像的事情
[00:09:39.800 --> 00:09:42.520]  我們曉得我們都有知識
[00:09:42.520 --> 00:09:44.600]  他要強調的是我們有知識
[00:09:44.600 --> 00:09:46.040]  然後後面這句
[00:09:46.040 --> 00:09:49.040]  是我們特別特別需要學的
[00:09:49.040 --> 00:09:53.280]  因為我們現代社會是很強調知識的
[00:09:53.280 --> 00:09:54.280]  聖經說什麼
[00:09:54.280 --> 00:09:57.680]  知識是叫人自高自大
[00:09:57.680 --> 00:09:59.240]  知識不是不好
[00:09:59.240 --> 00:10:01.200]  知識也是我們應該追求的
[00:10:01.200 --> 00:10:03.040]  但是知識會有一個
[00:10:03.040 --> 00:10:07.320]  讓我們不小心陷入自高自大的狀態
[00:10:07.320 --> 00:10:09.960]  唯有愛心能造就人
[00:10:09.960 --> 00:10:11.080]  這兩句話
[00:10:11.080 --> 00:10:14.160]  是我剛剛信主常常提醒自己的
[00:10:14.160 --> 00:10:17.440]  不要以為有知識就自高自大
[00:10:17.440 --> 00:10:20.400]  如果另外一個人比我有愛心
[00:10:20.400 --> 00:10:24.120]  那我不如他
[00:10:24.120 --> 00:10:26.240]  愛心能造就人
[00:10:26.240 --> 00:10:31.080]  你的愛心才能夠使另外一個人的生命得造就
[00:10:31.080 --> 00:10:33.440]  若有人以為自己知道什麼
[00:10:33.440 --> 00:10:34.640]  按他所知道的
[00:10:34.640 --> 00:10:37.400]  他還是不知道
[00:10:37.400 --> 00:10:39.360]  所以我不知道這句話對你有沒有幫助
[00:10:39.360 --> 00:10:43.560]  對我從我剛剛信主三十多年前到現在
[00:10:43.560 --> 00:10:45.000]  我覺得很有幫助
[00:10:45.000 --> 00:10:49.040]  因為我們不斷的要讀經不斷的要研究
[00:10:49.040 --> 00:10:50.800]  不斷的要累積知識
[00:10:50.800 --> 00:10:52.320]  不斷的要求長進
[00:10:52.320 --> 00:10:54.160]  知識會不斷的來的
[00:10:54.160 --> 00:10:58.400]  但是如果一不小心就看不起人了
[00:10:58.400 --> 00:11:00.640]  那就有問題了
[00:11:00.640 --> 00:11:03.440]  我曾經犯過這個錯誤
[00:11:03.440 --> 00:11:06.200]  因為我信主了幾年之後
[00:11:06.200 --> 00:11:07.920]  我就發現
[00:11:07.920 --> 00:11:10.160]  有一天上帝給我發現
[00:11:10.160 --> 00:11:13.160]  原來我在知識上
[00:11:13.160 --> 00:11:16.440]  開始看不起我的媽媽
[00:11:16.440 --> 00:11:17.720]  我就怎麼發現呢
[00:11:17.720 --> 00:11:19.720]  我就發現為什麼我講話
[00:11:19.720 --> 00:11:22.120]  總是教她做這樣東西
[00:11:22.120 --> 00:11:23.600]  教她做那樣東西
[00:11:23.600 --> 00:11:25.400]  我跟你說你這樣做嘛
[00:11:25.400 --> 00:11:27.360]  我跟你說不不不不是這樣做
[00:11:27.360 --> 00:11:28.360]  你要這樣教她
[00:11:28.360 --> 00:11:31.680]  你不要這樣教她等等等等
[00:11:31.680 --> 00:11:34.120]  原來不知不覺中
[00:11:34.120 --> 00:11:38.760]  我就以為自己比她更有智慧了
[00:11:38.760 --> 00:11:40.920]  當然我們可以進步
[00:11:40.920 --> 00:11:42.520]  但是那個態度
[00:11:42.520 --> 00:11:44.240]  那個態度很重要
[00:11:44.240 --> 00:11:45.840]  我們當然希望
[00:11:45.840 --> 00:11:48.440]  下一代比上一代更加聰明
[00:11:48.440 --> 00:11:50.080]  更加有成就
[00:11:50.080 --> 00:11:52.320]  社會是在進步中的
[00:11:52.320 --> 00:11:54.520]  但是那個態度
[00:11:54.520 --> 00:11:57.360]  那個態度才是很重要的
[00:11:57.360 --> 00:11:58.880]  不要假設
[00:11:58.880 --> 00:12:00.600]  聖經還有一句話是這麼說的
[00:12:00.600 --> 00:12:03.720]  所以自己以為站得穩的
[00:12:03.720 --> 00:12:05.840]  需要謹慎
[00:12:05.840 --> 00:12:08.160]  免得跌倒
[00:12:08.160 --> 00:12:09.640]  聖經給我們提醒
[00:12:09.640 --> 00:12:12.120]  不要假設你已經得著了
[00:12:12.120 --> 00:12:13.880]  自己以為站得穩的
[00:12:13.880 --> 00:12:15.680]  我不會犯錯的
[00:12:15.680 --> 00:12:18.440]  我不會犯這個錯誤的
[00:12:18.440 --> 00:12:19.120]  千萬不要
[00:12:19.120 --> 00:12:23.320]  你一旦以為自己已經得著了
[00:12:23.320 --> 00:12:24.240]  需要謹慎
[00:12:24.240 --> 00:12:26.000]  免得跌倒
[00:12:26.000 --> 00:12:28.400]  好不好
[00:12:28.400 --> 00:12:31.640]  在這裡我們要做一個簡單的反省
[00:12:31.640 --> 00:12:33.240]  在新的一年
[00:12:33.240 --> 00:12:35.640]  你是不是在不知不覺中
[00:12:35.640 --> 00:12:37.000]  已經陷入了
[00:12:37.000 --> 00:12:39.880]  自以為已經得著的狀態呢
[00:12:39.880 --> 00:12:41.120]  想想一下
[00:12:41.120 --> 00:12:44.960]  在你的家庭
[00:12:44.960 --> 00:12:46.600]  在你的工作
[00:12:46.600 --> 00:12:48.200]  有哪一方面
[00:12:48.200 --> 00:12:50.440]  其實是你不知不覺中
[00:12:50.440 --> 00:12:52.440]  已經在口頭禪上
[00:12:52.440 --> 00:12:55.080]  已經反映出你這種心態
[00:12:55.080 --> 00:12:56.320]  哎呀 我知道的啦
[00:12:56.320 --> 00:12:59.320]  我已經做這行做了多少年了
[00:12:59.320 --> 00:13:00.720]  哎呀 我知道的啦
[00:13:00.720 --> 00:13:03.920]  我吃的鹽比你吃的米還多
[00:13:03.920 --> 00:13:05.080]  哎呀 我知道的啦
[00:13:05.080 --> 00:13:06.840]  我很多事情都已經懂了
[00:13:06.840 --> 00:13:11.080]  我聖經已經看了十幾二十遍了
[00:13:11.080 --> 00:13:13.680]  我們有沒有跌入這種的
[00:13:13.680 --> 00:13:17.080]  以為自己已經得著的狀態呢
[00:13:17.080 --> 00:13:19.440]  希望在新的一年的來臨
[00:13:19.440 --> 00:13:21.240]  我們變成一個
[00:13:21.240 --> 00:13:23.280]  不是隨便假設的一個人
[00:13:23.280 --> 00:13:24.800]  而是懂得怎麼樣呢
[00:13:24.800 --> 00:13:27.240]  懂得去追求
[00:13:27.240 --> 00:13:28.640]  還有什麼新的事情
[00:13:28.640 --> 00:13:30.200]  我需要成長的嗎
[00:13:30.200 --> 00:13:31.080]  還有什麼新的事情
[00:13:31.080 --> 00:13:33.840]  我可以再進步的嗎
[00:13:33.840 --> 00:13:34.680]  好
[00:13:34.680 --> 00:13:36.120]  第二點
[00:13:36.120 --> 00:13:37.800]  不要眷戀
[00:13:37.800 --> 00:13:39.880]  人要奔跑
[00:13:39.880 --> 00:13:41.680]  人要奔跑 不要眷戀
[00:13:41.680 --> 00:13:43.160]  人要奔跑
[00:13:43.160 --> 00:13:43.720]  好
[00:13:43.720 --> 00:13:44.520]  那麼
[00:13:44.520 --> 00:13:47.680]  聖經在這段經文也告訴我們
[00:13:47.680 --> 00:13:51.160]  要忘記背後努力什麼
[00:13:51.160 --> 00:13:51.960]  面前
[00:13:51.960 --> 00:13:53.840]  忘記背後努力面前
[00:13:53.840 --> 00:13:56.960]  我們都很熟悉保羅在寫這段話的時候
[00:13:56.960 --> 00:13:58.600]  他在想什麼
[00:13:58.600 --> 00:14:01.560]  因為我們很清楚他的背景 對嗎
[00:14:01.560 --> 00:14:02.360]  好
[00:14:02.360 --> 00:14:04.200]  我們要討論一個問題
[00:14:04.200 --> 00:14:07.600]  你覺得知足跟自滿
[00:14:07.600 --> 00:14:09.920]  有什麼分別呢
[00:14:09.920 --> 00:14:12.160]  什麼叫做知足
[00:14:12.160 --> 00:14:13.840]  什麼叫自滿呢
[00:14:13.840 --> 00:14:17.160]  我們當然不要提倡一種緊緊張張的生活
[00:14:17.160 --> 00:14:19.080]  好像不能夠享受一下
[00:14:19.080 --> 00:14:19.840]  不是不是
[00:14:19.840 --> 00:14:21.760]  你如果去看傳道書
[00:14:21.760 --> 00:14:23.400]  聖經告訴我們
[00:14:23.400 --> 00:14:25.480]  上帝很喜歡他的兒女
[00:14:25.480 --> 00:14:30.760]  去享受他賜給蒼生的各種的美好的祝福
[00:14:30.760 --> 00:14:31.560]  對嗎
[00:14:31.560 --> 00:14:33.760]  他說你要快樂的度日
[00:14:33.760 --> 00:14:34.400]  對嗎
[00:14:34.400 --> 00:14:36.160]  你要享受美酒
[00:14:36.160 --> 00:14:37.400]  但是不要喝醉
[00:14:37.400 --> 00:14:38.920]  新約跟我們說
[00:14:38.920 --> 00:14:40.400]  基督徒不可以喝醉
[00:14:40.400 --> 00:14:43.120]  所以我們每次去喝酒
[00:14:43.120 --> 00:14:44.760]  真的要懂得怎麼樣呢
[00:14:44.760 --> 00:14:46.120]  適可而止
[00:14:46.120 --> 00:14:46.840]  對嗎
[00:14:46.840 --> 00:14:48.040]  適可而止
[00:14:48.040 --> 00:14:49.400]  你有這樣的紀律
[00:14:49.400 --> 00:14:52.280]  你才是真正的成熟的基督徒
[00:14:52.280 --> 00:14:54.440]  那麼我們千萬不要掉入那種
[00:14:54.440 --> 00:14:56.200]  勸酒的文化
[00:14:56.200 --> 00:14:58.760]  不斷的再來一杯再來一杯再來一杯
[00:14:58.760 --> 00:14:59.680]  這樣子
[00:14:59.680 --> 00:15:03.280]  那麼我們是以享受
[00:15:03.280 --> 00:15:06.320]  開心為主
[00:15:06.320 --> 00:15:08.600]  那麼在這裡我們看到什麼呢
[00:15:08.600 --> 00:15:10.080]  看到到底
[00:15:10.080 --> 00:15:11.960]  上帝要我們享受這個人生
[00:15:11.960 --> 00:15:13.680]  但是我們的努力
[00:15:13.680 --> 00:15:15.680]  其實應該帶著喜樂的心
[00:15:15.680 --> 00:15:18.400]  去追求上進的
[00:15:18.400 --> 00:15:19.200]  對嗎
[00:15:19.200 --> 00:15:20.120]  當你發現
[00:15:20.120 --> 00:15:22.840]  哦原來我還有這些伎倆啊
[00:15:22.840 --> 00:15:24.840]  原來我還有這個才華啊
[00:15:24.840 --> 00:15:25.840]  沒想到哦
[00:15:25.840 --> 00:15:27.000]  很不錯哦
[00:15:27.000 --> 00:15:28.000]  那麼
[00:15:28.000 --> 00:15:31.600]  應該以這種心態來享受上帝給你的人生
[00:15:31.600 --> 00:15:32.480]  那想問了
[00:15:32.480 --> 00:15:36.280]  知足和自滿到底有什麼分別呢
[00:15:36.280 --> 00:15:37.960]  到底有什麼分別呢
[00:15:37.960 --> 00:15:40.320]  知足跟自滿到底有什麼分別呢
[00:15:40.320 --> 00:15:41.640]  有些人說
[00:15:41.640 --> 00:15:43.000]  我很知足啦
[00:15:43.000 --> 00:15:44.880]  不要再來叫我進步了啊
[00:15:44.880 --> 00:15:46.520]  我太知足了啊
[00:15:46.520 --> 00:15:48.960]  那聖經不是叫我們要知足嗎
[00:15:48.960 --> 00:15:52.280]  那個我們的中國智慧也告訴我們
[00:15:52.280 --> 00:15:53.880]  知足常樂啊
[00:15:53.880 --> 00:15:55.560]  我們要知足
[00:15:55.560 --> 00:15:57.800]  那知足跟自滿到底
[00:15:57.800 --> 00:15:59.280]  有什麼分別呢
[00:15:59.280 --> 00:16:00.760]  你想到嗎
[00:16:00.760 --> 00:16:02.760]  想到了啊
[00:16:02.760 --> 00:16:03.560]  好
[00:16:03.560 --> 00:16:04.760]  我自己呢
[00:16:04.760 --> 00:16:06.480]  看到呢知足呢
[00:16:06.480 --> 00:16:07.800]  它是一個
[00:16:07.800 --> 00:16:11.160]  焦點是在感謝上帝啊
[00:16:11.160 --> 00:16:12.840]  有很多不同的分別
[00:16:12.840 --> 00:16:14.800]  但是我看到其中一個就是
[00:16:14.800 --> 00:16:16.360]  知足的人
[00:16:16.360 --> 00:16:18.680]  他為他擁有的
[00:16:18.680 --> 00:16:20.880]  他是感謝上帝的
[00:16:20.880 --> 00:16:23.080]  自滿的焦點在哪裡呢
[00:16:23.080 --> 00:16:25.080]  自滿的焦點
[00:16:25.080 --> 00:16:26.480]  是在自己
[00:16:26.480 --> 00:16:28.880]  孤芳自賞
[00:16:28.880 --> 00:16:30.120]  焦點在自己
[00:16:30.120 --> 00:16:31.800]  一種驕傲
[00:16:31.800 --> 00:16:32.920]  對嗎
[00:16:32.920 --> 00:16:36.720]  所以聖經裡面也有給我們這樣的教導的
[00:16:36.720 --> 00:16:38.160]  我們看一下
[00:16:38.160 --> 00:16:40.440]  知足呢比如說
[00:16:40.440 --> 00:16:43.640]  在保羅他的生命裡面呢
[00:16:43.640 --> 00:16:45.280]  他經歷了很多
[00:16:45.280 --> 00:16:47.280]  他就寫了這段話
[00:16:47.280 --> 00:16:49.600]  我無論在什麼景況
[00:16:49.600 --> 00:16:51.480]  都可以知足
[00:16:51.480 --> 00:16:53.840]  這事我已經學會了
[00:16:53.840 --> 00:16:56.240]  我知道怎樣處悲見
[00:16:56.240 --> 00:16:58.800]  就是怎麼樣被人家丟進監獄裡面
[00:16:58.800 --> 00:17:01.160]  怎麼樣三餐沒有著落
[00:17:01.160 --> 00:17:04.000]  為了主去傳福音的那種狀況
[00:17:04.000 --> 00:17:05.920]  我知道怎麼樣處悲見
[00:17:05.920 --> 00:17:08.840]  也知道怎麼樣處豐富
[00:17:08.840 --> 00:17:10.560]  當有人救濟他
[00:17:10.560 --> 00:17:12.360]  有人真的是供應他
