
[00:00:00.000 --> 00:00:07.000]  敬請各位協會的同仁賞賞神話
[00:04:31.000 --> 00:04:33.000]  所以你可以從一個衛生的角度
[00:04:33.000 --> 00:04:35.000]  或者從一個群體
[00:04:35.000 --> 00:04:40.000]  如果要繼續去好好發展的時候
[00:04:40.000 --> 00:04:42.000]  這三個群體
[00:04:42.000 --> 00:04:46.000]  很容易導致一些傳染性的病
[00:04:46.000 --> 00:04:49.000]  或者一些死亡會出現
[00:04:49.000 --> 00:04:51.000]  所以需要將這三個群體
[00:04:51.000 --> 00:04:55.000]  踢離或者趕出營
[00:04:55.000 --> 00:04:57.000]  當然其實經文裏面
[00:04:57.000 --> 00:04:59.000]  給我們看到一個更重要的地方
[00:04:59.000 --> 00:05:01.000]  就是在第三節那裏
[00:05:01.000 --> 00:05:03.000]  其實更加給我們看到
[00:05:03.000 --> 00:05:06.000]  那個重心不只是衛生的問題
[00:05:06.000 --> 00:05:08.000]  特別在第三節那裏
[00:05:08.000 --> 00:05:11.000]  特別提到一個很重要的字眼
[00:05:11.000 --> 00:05:13.000]  在中文可能沒有翻譯出來
[00:05:13.000 --> 00:05:15.000]  但在原來的文字裏面
[00:05:15.000 --> 00:05:17.000]  是特別有提到一個原因
[00:05:17.000 --> 00:05:21.000]  這個原因就是說神在營中
[00:05:21.000 --> 00:05:23.000]  這個很重要
[00:05:23.000 --> 00:05:25.000]  因為當他講神在營中的時候
[00:05:25.000 --> 00:05:28.000]  我們知道神是生命的源頭
[00:05:28.000 --> 00:05:32.000]  他不能夠與生死或者傳染病
[00:05:32.000 --> 00:05:35.000]  傳染病可以代表罪的蔓延
[00:05:35.000 --> 00:05:37.000]  不能夠和罪的蔓延
[00:05:37.000 --> 00:05:40.000]  或者和死亡拉上這個關係
[00:05:40.000 --> 00:05:42.000]  就是不可以共存
[00:05:42.000 --> 00:05:45.000]  這裏不是在講限制上帝的能力
[00:05:45.000 --> 00:05:48.000]  而是在講他要透過這個儀式感
[00:05:48.000 --> 00:05:50.000]  來教導以色列人
[00:05:50.000 --> 00:05:53.000]  上帝的聖潔
[00:05:53.000 --> 00:05:57.000]  無論是一種分別為聖的聖潔
[00:05:57.000 --> 00:06:00.000]  又或者是一種至高完美的聖潔也好
[00:06:00.000 --> 00:06:01.000]  這裏都給我們看到
[00:06:01.000 --> 00:06:03.000]  神要教導以色列人
[00:06:03.000 --> 00:06:07.000]  他是那一位聖潔的神
[00:06:07.000 --> 00:06:12.000]  在條例裏面幫助我們更加的認識這位神
[00:06:12.000 --> 00:06:14.000]  當然放在我們今天
[00:06:14.000 --> 00:06:16.000]  我們怎樣來應用呢
[00:06:16.000 --> 00:06:18.000]  或者我們今天有什麼學習呢
[00:06:18.000 --> 00:06:22.000]  我深信這裏給我們一個很重要的訊息
[00:06:22.000 --> 00:06:28.000]  就是聖潔是意味著對環境和群體
[00:06:28.000 --> 00:06:32.000]  是一種屬靈的維生要求
[00:06:32.000 --> 00:06:36.000]  簡單來說就是今天一間正如一本書
[00:06:36.000 --> 00:06:39.000]  寫關於健康教會的理論
[00:06:39.000 --> 00:06:41.000]  裏面提到如果一間教會
[00:06:41.000 --> 00:06:46.000]  他失去了這種聖潔的要求的時候
[00:06:46.000 --> 00:06:49.000]  他就不再是一間教會
[00:06:49.000 --> 00:06:51.000]  甚至提到一個健康的教會
[00:06:51.000 --> 00:06:54.000]  必須是有一定的教會的紀律
[00:06:54.000 --> 00:06:59.000]  來維持一些聖潔的要求
[00:06:59.000 --> 00:07:01.000]  這個我們都不難想像
[00:07:01.000 --> 00:07:03.000]  今天你想像一下如果一間教會裏面
[00:07:03.000 --> 00:07:05.000]  如果我們有些肢體
[00:07:05.000 --> 00:07:07.000]  是公開犯罪
[00:07:07.000 --> 00:07:12.000]  無論是奸淫或者是其他很大的問題的時候
[00:07:12.000 --> 00:07:15.000]  如果教會都保持沉默
[00:07:15.000 --> 00:07:20.000]  甚至讓他有帶領性的服事的時候
[00:07:20.000 --> 00:07:23.000]  這個會帶來一些怎樣的影響呢
[00:07:23.000 --> 00:07:25.000]  在台下跟隨的人
[00:07:25.000 --> 00:07:28.000]  在台下聽的人都會覺得原來他都可以這樣
[00:07:28.000 --> 00:07:30.000]  那我們有可能可以怎樣怎樣
[00:07:30.000 --> 00:07:32.000]  你發現那個罪
[00:07:32.000 --> 00:07:34.000]  就好像在那個群體裏面
[00:07:34.000 --> 00:07:37.000]  來傳染出去
[00:07:37.000 --> 00:07:39.000]  而這樣的教會
[00:07:39.000 --> 00:07:41.000]  還是不是教會呢
[00:07:41.000 --> 00:07:44.000]  這個很值得我們去思考
[00:07:44.000 --> 00:07:46.000]  所以很重要的一個地方就是你看到
[00:07:46.000 --> 00:07:49.000]  教會今天我們沒有可能是在一個
[00:07:49.000 --> 00:07:52.000]  面對這些罪的時候
[00:07:52.000 --> 00:07:55.000]  或者面對一些不聖潔的情況裏面
[00:07:55.000 --> 00:07:58.000]  我們不可能站在一個無所謂
[00:07:58.000 --> 00:08:01.000]  或者是隨波逐流
[00:08:01.000 --> 00:08:04.000]  因為當教會失去了聖潔的時候
[00:08:04.000 --> 00:08:07.000]  他就不再是教會
[00:08:07.000 --> 00:08:10.000]  所以你看到在這裏包括是我們自己的播道會
[00:08:10.000 --> 00:08:12.000]  在1994年的時候
[00:08:12.000 --> 00:08:17.000]  所以我們都有一本的播道會的教會紀律手冊
[00:08:17.000 --> 00:08:19.000]  在當中是要協助
[00:08:19.000 --> 00:08:22.000]  堂會來挽回失腳的肢體
[00:08:22.000 --> 00:08:24.000]  保持教會的聖潔
[00:08:24.000 --> 00:08:30.000]  甚至乎曾經在我翻查我們教會的一些港島的視頻裏面
[00:08:30.000 --> 00:08:34.000]  曾經有一年其實李文耀博士都講過
[00:08:34.000 --> 00:08:35.000]  紀律的執行
[00:08:35.000 --> 00:08:40.000]  教愛與教務的一個教導
[00:08:40.000 --> 00:08:42.000]  透過利美基的信息
[00:08:42.000 --> 00:08:44.000]  我記得有一次我上課的時候
[00:08:44.000 --> 00:08:46.000]  剛好那一年應該很久了
[00:08:46.000 --> 00:08:49.000]  應該是2009年
[00:08:49.000 --> 00:08:52.000]  我記得那時候我都上過一次李文耀的課
[00:08:52.000 --> 00:08:54.000]  那課都是講教會紀律
[00:08:54.000 --> 00:08:58.000]  從一個教會歷史的角度來看教會紀律
[00:08:58.000 --> 00:09:00.000]  所以你看到教會紀律
[00:09:00.000 --> 00:09:02.000]  其實對我們今天教會的要求
[00:09:02.000 --> 00:09:04.000]  或者教會的
[00:09:04.000 --> 00:09:06.000]  作為一個聖潔的代表
[00:09:06.000 --> 00:09:09.000]  是一個非常重要的核心
[00:09:09.000 --> 00:09:12.000]  但是在歷史裏面我們又見到
[00:09:12.000 --> 00:09:16.000]  其實譬如有一位帶來英國復興的領袖
[00:09:16.000 --> 00:09:17.000]  John Wesley
[00:09:17.000 --> 00:09:22.000]  他都提出在一個聖潔群體的維生的一個要求
[00:09:22.000 --> 00:09:25.000]  在他的木會的實設裏面
[00:09:25.000 --> 00:09:27.000]  給我們有一定的學習
[00:09:27.000 --> 00:09:30.000]  當時的英國教會是一個極度
[00:09:30.000 --> 00:09:32.000]  你可以說是有一點混亂
[00:09:32.000 --> 00:09:36.000]  當中整個社會很多人淤走
[00:09:36.000 --> 00:09:38.000]  甚至乎有些淫亂的情況
[00:09:38.000 --> 00:09:41.000]  在教會裏面都有出現
[00:09:41.000 --> 00:09:45.000]  但是John Wesley當時很有名的一個做法
[00:09:45.000 --> 00:09:47.000]  就是他組織教會的群體
[00:09:47.000 --> 00:09:49.000]  一定要12個12個12個
[00:09:49.000 --> 00:09:52.000]  所以有人說小組其實是從John Wesley開始
[00:09:52.000 --> 00:09:56.000]  12個12個組成一個群體
[00:09:56.000 --> 00:09:59.000]  而這個群體叫做群體或者一個小組
[00:09:59.000 --> 00:10:03.000]  這個小組他們每次聚會有一個要求
[00:10:03.000 --> 00:10:06.000]  這個要求就是一定要回答以下幾題的問題
[00:10:06.000 --> 00:10:08.000]  大家當我開到一個問題的時候
[00:10:08.000 --> 00:10:10.000]  你就想一下今天如果在小組裏面
[00:10:10.000 --> 00:10:14.000]  每個人回來小組是一定要回答這個問題
[00:10:14.000 --> 00:10:16.000]  他說如果你不回答這個問題
[00:10:16.000 --> 00:10:17.000]  你就會被踢出這個小組
[00:10:17.000 --> 00:10:20.000]  或者你就不可以加入這個小組
[00:10:20.000 --> 00:10:21.000]  這個問題是什麼呢
[00:10:21.000 --> 00:10:24.000]  第一個他就說上次聚會之後
[00:10:24.000 --> 00:10:26.000]  你犯了什麼罪
[00:10:26.000 --> 00:10:28.000]  一定要回答
[00:10:28.000 --> 00:10:30.000]  如果不回答就踢你出小組
[00:10:30.000 --> 00:10:35.000]  第二個就是你如何勝過這些試探
[00:10:35.000 --> 00:10:39.000]  第三個就是上帝有沒有在其他的地方
[00:10:39.000 --> 00:10:42.000]  或者第三個問題就是
[00:10:42.000 --> 00:10:47.000]  你有沒有什麼地方可以幫助你
[00:10:47.000 --> 00:10:50.000]  成為一個得勝的基督徒
[00:10:50.000 --> 00:10:52.000]  最後一個就是
[00:10:52.000 --> 00:10:55.000]  你是什麼想法或者行為
[00:10:55.000 --> 00:10:57.000]  是自己不確定是否犯罪
[00:10:57.000 --> 00:11:02.000]  你對上帝的旨意有什麼不清楚的地方
[00:11:02.000 --> 00:11:04.000]  你發現這些問題我們想像一下
[00:11:04.000 --> 00:11:06.000]  如果今天在你的小組裏面
[00:11:06.000 --> 00:11:09.000]  每個星期你都要去問的時候
[00:11:09.000 --> 00:11:11.000]  我不知道大家的感覺是怎樣
[00:11:11.000 --> 00:11:13.000]  有些人感覺我們今時今日這個年代
[00:11:13.000 --> 00:11:16.000]  是不適宜去到這麼嚴格
[00:11:16.000 --> 00:11:18.000]  或者是問這些問題
[00:11:18.000 --> 00:11:21.000]  當然的確當我們真的要問這些問題
[00:11:21.000 --> 00:11:23.000]  如果對方不回答的時候
[00:11:23.000 --> 00:11:26.000]  我們要趕他出小組或者趕他出教會
[00:11:26.000 --> 00:11:30.000]  這個縱然是一個非常大的挑戰
[00:11:30.000 --> 00:11:31.000]  或者是嚴厲的要求
[00:11:31.000 --> 00:11:32.000]  不過無論如何
[00:11:32.000 --> 00:11:35.000]  如果從這些聖潔的要求的問題
[00:11:35.000 --> 00:11:39.000]  去看我們今天自己的狀態
[00:11:39.000 --> 00:11:42.000]  或者我們自己在神面前的實踐
[00:11:42.000 --> 00:11:45.000]  我相信是一個很好的凡事
[00:11:45.000 --> 00:11:47.000]  如果神是一個聖潔的神
[00:11:47.000 --> 00:11:50.000]  而他對我們教會對我們聖潔群體
[00:11:50.000 --> 00:11:52.000]  是有這種衛生的要求的時候
[00:11:52.000 --> 00:11:58.000]  我們又有多少是符合這個衛生的情況
[00:11:58.000 --> 00:12:03.000]  當然我們又要避免另一個極端
[00:12:03.000 --> 00:12:05.000]  另一個極端是什麼呢
[00:12:05.000 --> 00:12:07.000]  就是在說當一個人
[00:12:07.000 --> 00:12:11.000]  特別在教會有時候我們有另一種極端
[00:12:11.000 --> 00:12:13.000]  就是教會站在一個律法主義
[00:12:13.000 --> 00:12:16.000]  或者道德主義的高位上
[00:12:16.000 --> 00:12:19.000]  我們站在一個好像自己很聖潔
[00:12:19.000 --> 00:12:21.000]  或者我們站在一個很高位的裡面
[00:12:21.000 --> 00:12:24.000]  然後見到有人可能有稍微的承認犯罪
[00:12:24.000 --> 00:12:26.000]  或者有些類似的情況
[00:12:26.000 --> 00:12:28.000]  我們就去隔離他
[00:12:28.000 --> 00:12:31.000]  或者完全趕他出去之後
[00:12:31.000 --> 00:12:33.000]  就不再理會他
[00:12:33.000 --> 00:12:34.000]  不再關心他
[00:12:34.000 --> 00:12:36.000]  或者覺得這個是從此
[00:12:36.000 --> 00:12:41.000]  就跟我們教會完全的一刀兩斷
[00:12:41.000 --> 00:12:44.000]  甚至乎是用不同的群體壓力
[00:12:44.000 --> 00:12:51.000]  來令到他成為一個好像完全被忽略
[00:12:51.000 --> 00:12:55.000]  或者是完全被丟棄的一個人
[00:12:55.000 --> 00:12:58.000]  但是我們看到在耶穌基督的教導又是怎麼樣呢
[00:12:58.000 --> 00:13:00.000]  耶穌基督對到罪人的時候
[00:13:00.000 --> 00:13:02.000]  又是一個怎麼樣的
[00:13:02.000 --> 00:13:06.000]  給我們可以學習的一個機會呢
[00:13:06.000 --> 00:13:08.000]  如果你看耶穌基督在聖經裡面
[00:13:08.000 --> 00:13:15.000]  當法利塞人來指責耶穌和一些罪人去吃飯的時候
[00:13:15.000 --> 00:13:18.000]  法利塞人就好像站在那個高位上
[00:13:18.000 --> 00:13:21.000]  他們就隔離了這些罪人
[00:13:21.000 --> 00:13:26.000]  但是耶穌基督卻沒有忽略這些罪人
[00:13:26.000 --> 00:13:28.000]  他和他們一起去吃飯
[00:13:28.000 --> 00:13:30.000]  耶穌基督很恨惡罪
[00:13:30.000 --> 00:13:34.000]  在教導裡面他講了很多關於罪的很可惡的地方
[00:13:34.000 --> 00:13:37.000]  但是耶穌基督沒有隔離罪人
[00:13:37.000 --> 00:13:41.000]  甚至我們看到耶穌基督甚至完全的收服了
[00:13:41.000 --> 00:13:46.000]  舊約對這些的集定的隔離的要求
[00:13:46.000 --> 00:13:52.000]  在聖經裡面講耶穌基督醫治那些大麻瘋的病人
[00:13:52.000 --> 00:13:56.000]  耶穌基督守去碰那些患流症的人
[00:13:56.000 --> 00:13:59.000]  耶穌基督在叫死人復活的時候
[00:13:59.000 --> 00:14:02.000]  都是碰這些的屍體
[00:14:02.000 --> 00:14:05.000]  所以看到從某個角度來看
[00:14:05.000 --> 00:14:09.000]  聖經從來沒有叫我們去遠離或者隔離
[00:14:09.000 --> 00:14:14.000]  或者是凋棄這些罪人
[00:14:14.000 --> 00:14:17.000]  聖經叫我們凋棄是那個罪
[00:14:17.000 --> 00:14:20.000]  但不是隔離這個人
[00:14:20.000 --> 00:14:23.000]  這個我相信是很值得我們今天去思考
[00:14:23.000 --> 00:14:27.000]  不是去指責或者去隔離一個人
[00:14:27.000 --> 00:14:29.000]  正如在教會歷史裡面
[00:14:29.000 --> 00:14:32.000]  有一位弟兄叫做紐頓
[00:14:32.000 --> 00:14:34.000]  不知道有沒有聽過John Newton
[00:14:34.000 --> 00:14:38.000]  這個弟兄他曾經在他很年輕的時候
[00:14:38.000 --> 00:14:40.000]  大概是1748年左右
[00:14:40.000 --> 00:14:43.000]  很久很久以前的歷史
[00:14:43.000 --> 00:14:47.000]  當時我們知道有這些奴隸
[00:14:47.000 --> 00:14:51.000]  這個紐頓他以前就形容自己
[00:14:51.000 --> 00:14:53.000]  在他年輕的時候他曾經做過奴隸
[00:14:53.000 --> 00:14:55.000]  但後來他有機會的時候
[00:14:55.000 --> 00:14:59.000]  他就做回這個手段
[00:14:59.000 --> 00:15:05.000]  他就去搶了很多無辜的良民
[00:15:05.000 --> 00:15:06.000]  搶了他們來做什麼呢?
[00:15:06.000 --> 00:15:09.000]  就在非洲那裡販賣這些奴隸
[00:15:09.000 --> 00:15:13.000]  他形容自己當時是很殘忍的
[00:15:13.000 --> 00:15:15.000]  所以從我們今天的角度去看
[00:15:15.000 --> 00:15:17.000]  這些人就是十惡不赦
[00:15:17.000 --> 00:15:21.000]  我們要遠遠隔離這些人
[00:15:21.000 --> 00:15:24.000]  但很奇妙在某一次的大風浪裡面
[00:15:24.000 --> 00:15:27.000]  這一位約翰紐頓
[00:15:27.000 --> 00:15:31.000]  他竟然大叫
[00:15:31.000 --> 00:15:33.000]  主啊 如果祢救我
[00:15:33.000 --> 00:15:36.000]  我就會改過了
[00:15:36.000 --> 00:15:38.000]  怎知道那一次大風浪裡面
[00:15:38.000 --> 00:15:40.000]  他真的安全
[00:15:40.000 --> 00:15:44.000]  後來當他安全回到自己的
[00:15:44.000 --> 00:15:47.000]  英國的國家的時候
[00:15:47.000 --> 00:15:51.000]  他就保持他自己的承諾
[00:15:51.000 --> 00:15:55.000]  他就真的來到去所謂信主
[00:15:55.000 --> 00:15:57.000]  不單止這樣
[00:15:57.000 --> 00:15:58.000]  後來神又感動他
[00:15:58.000 --> 00:16:00.000]  他放棄他本來的行業
[00:16:00.000 --> 00:16:03.000]  去進修神學
[00:16:03.000 --> 00:16:06.000]  39歲就成為了一位牧者
[00:16:06.000 --> 00:16:08.000]  不過我想說在他的墓碑上
[00:16:08.000 --> 00:16:10.000]  在他死了之後
[00:16:10.000 --> 00:16:12.000]  在他的墓碑上有一句這樣的說話
[00:16:12.000 --> 00:16:15.000]  他說約翰紐頓牧師
[00:16:15.000 --> 00:16:17.000]  曾是犯罪不忠
[00:16:17.000 --> 00:16:21.000]  在非洲作奴隸的僕人
[00:16:21.000 --> 00:16:25.000]  靠著我們救主耶穌基督豐富的恩典
[00:16:25.000 --> 00:16:28.000]  夢保守得瑤書
[00:16:28.000 --> 00:16:31.000]  被接納並委派傳揚
[00:16:31.000 --> 00:16:35.000]  他一道智力破壞的信仰
[00:16:35.000 --> 00:16:37.000]  曾經一個十惡不赦的人
[00:16:37.000 --> 00:16:40.000]  但在他的墓碑上他知道
[00:16:40.000 --> 00:16:44.000]  他也有機會來經歷神的恩典
[00:16:44.000 --> 00:16:47.000]  所以他作了一首你和我都很熟悉的詩歌
[00:16:47.000 --> 00:16:48.000]  奇異恩典
[00:16:48.000 --> 00:16:50.000]  Amazing Grace的作者
[00:16:50.000 --> 00:16:53.000]  就是約翰紐頓
[00:16:53.000 --> 00:16:55.000]  有人這樣說
[00:16:55.000 --> 00:17:00.000]  每個聖人都有一個的過去
[00:17:00.000 --> 00:17:04.000]  每個罪人都有一個的將來
[00:17:04.000 --> 00:17:07.000]  今天如果我們將這些有罪的人
[00:17:07.000 --> 00:17:10.000]  來到徹底隔離的時候
[00:17:10.000 --> 00:17:14.000]  可能我們就見不到他的將來
[00:17:14.000 --> 00:17:16.000]  說回剛才的約翰維斯利
[00:17:16.000 --> 00:17:19.000]  雖然他對這些小組很嚴格
[00:17:19.000 --> 00:17:21.000]  但在我看他的傳記裏面
[00:17:21.000 --> 00:17:24.000]  他提出如果有一些跌倒的弟兄
[00:17:24.000 --> 00:17:27.000]  他真的有一個小組是他個人自己帶
[00:17:27.000 --> 00:17:28.000]  你可以想像一下
[00:17:28.000 --> 00:17:31.000]  他那時候的樂隊有幾百個小組
[00:17:31.000 --> 00:17:33.000]  其他不同的人帶
[00:17:33.000 --> 00:17:35.000]  而他自己是專門
[00:17:35.000 --> 00:17:37.000]  他是主任牧師
[00:17:37.000 --> 00:17:40.000]  他是專門帶這些復和小組
[00:17:40.000 --> 00:17:43.000]  用一年的時間將這些跌倒的弟兄
[00:17:43.000 --> 00:17:44.000]  或者姐妹
[00:17:44.000 --> 00:17:48.000]  來到一起去高呼一年的小組
[00:17:48.000 --> 00:17:49.000]  然後一年之後
[00:17:49.000 --> 00:17:53.000]  他會在所有小組一起的情況下
[00:17:53.000 --> 00:17:55.000]  舉辦一個慶典
[00:17:55.000 --> 00:17:56.000]  在慶典裏面
[00:17:56.000 --> 00:18:00.000]  他會很隆重的來介紹這班弟兄
[00:18:00.000 --> 00:18:03.000]  他們是從罪中得到釋放的弟兄
[00:18:03.000 --> 00:18:06.000]  他們是更珍貴的弟兄
[00:18:06.000 --> 00:18:10.000]  是迷途知返的弟兄
[00:18:10.000 --> 00:18:13.000]  再一次的來到去被更新
[00:18:13.000 --> 00:18:16.000]  我深信這個都是我們今天學習的地方
[00:18:16.000 --> 00:18:21.000]  我們既是對罪有一定的不忠義的地方
[00:18:21.000 --> 00:18:27.000]  但我們又要對罪人有一定的願意去容許
[00:18:27.000 --> 00:18:30.000]  他有一個改過的可能性
[00:18:30.000 --> 00:18:35.000]  不過今天我們和文素記的處境可能有少少不同
[00:18:35.000 --> 00:18:37.000]  在文素記裏面
[00:18:37.000 --> 00:18:39.000]  可能我們大部分都是一個叫做基督
[00:18:39.000 --> 00:18:44.000]  或者是神在的一個價值觀
[00:18:44.000 --> 00:18:47.000]  一個神都在的一個營
[00:18:47.000 --> 00:18:48.000]  但我們今天活在世界上
[00:18:48.000 --> 00:18:53.000]  是一個不是由基督價值觀主導的世界
[00:18:53.000 --> 00:18:55.000]  不過你和我一個特色
[00:18:55.000 --> 00:18:58.000]  我們是神住在我們裏面
[00:18:58.000 --> 00:19:00.000]  所以從某個角度來說
[00:19:00.000 --> 00:19:02.000]  我們就好像那個營一樣
[00:19:02.000 --> 00:19:05.000]  因為我們神在營中
[00:19:05.000 --> 00:19:07.000]  神在你和我的生命裏面
[00:19:07.000 --> 00:19:09.000]  所以我們都是這個營
[00:19:09.000 --> 00:19:12.000]  而我們周邊就有很多不潔淨
[00:19:12.000 --> 00:19:14.000]  我們周邊有很多大麻風
[00:19:14.000 --> 00:19:15.000]  很多流政
[00:19:15.000 --> 00:19:16.000]  很多碰過屍體
[00:19:16.000 --> 00:19:19.000]  他們就在我們的周邊
[00:19:19.000 --> 00:19:21.000]  所以面對這個處境的時候
[00:19:21.000 --> 00:19:22.000]  或者我們簡單來說
[00:19:22.000 --> 00:19:25.000]  在一個充滿妥協的環境裏面
[00:19:25.000 --> 00:19:28.000]  就好像這些不同的大麻風
[00:19:28.000 --> 00:19:35.000]  我們可不可以能夠勇於劃清界線
[00:19:35.000 --> 00:19:38.000]  我想在我們的社會裏面
[00:19:38.000 --> 00:19:40.000]  有很多不同的潛規則
[00:19:40.000 --> 00:19:43.000]  上班那些你相信比我更加清楚
[00:19:43.000 --> 00:19:46.000]  有不同的所謂的規則
[00:19:46.000 --> 00:19:48.000]  或者有不同的價值觀
[00:19:48.000 --> 00:19:51.000]  有不同的衝擊我們的思想
