
[00:00:00.000 --> 00:00:02.880]  好 各位弟兄姐妹 大家逐內平安
[00:02:39.960 --> 00:02:42.960]  父親節快樂啊 為你感恩啊
[00:02:42.960 --> 00:02:45.960]  我當然很開心啊
[00:02:45.960 --> 00:02:48.960]  但是過了那麼多的父親節呢
[00:02:48.960 --> 00:02:51.960]  其實我內心當中也心懷感激
[00:02:51.960 --> 00:02:55.960]  因為若不是真的是成為這樣一種的身份
[00:02:55.960 --> 00:02:59.960]  熱切地去關愛一個群體的成長
[00:02:59.960 --> 00:03:03.960]  孩子 或者是我們屬靈孩子的成長
[00:03:03.960 --> 00:03:06.960]  有很多事情自己不會去想到
[00:03:06.960 --> 00:03:09.960]  經歷到
[00:03:09.960 --> 00:03:13.960]  也不會有一些的道理自己那麼深切地去體會
[00:03:13.960 --> 00:03:16.960]  那麼往往當我想到這樣一個身份的時候
[00:03:16.960 --> 00:03:21.960]  我都歸榮耀給我們在天上的父
[00:03:21.960 --> 00:03:24.960]  那麼今天呢 藉著經文呢 要透過記載呢
[00:03:24.960 --> 00:03:27.960]  也要介紹一個人給大家詳細地
[00:03:27.960 --> 00:03:30.960]  再來認識啊
[00:03:30.960 --> 00:03:33.960]  這個人呢 他有一個太太啦 當然
[00:03:33.960 --> 00:03:36.960]  太太以下呢 有三個兒子
[00:03:36.960 --> 00:03:39.960]  有三個兒媳
[00:03:39.960 --> 00:03:42.960]  而且呢 按照聖經的描述呢 我們知道
[00:03:42.960 --> 00:03:46.960]  他是一位義人 是一位完全人
[00:03:46.960 --> 00:03:50.960]  而且呢 他與上帝同行
[00:03:50.960 --> 00:03:55.960]  而且呢 他也是一位蒙福的父親 爸爸
[00:03:55.960 --> 00:04:00.960]  剛才透過主席帶領我們讀經文啊
[00:04:00.960 --> 00:04:03.960]  這位記載的人是誰啊
[00:04:03.960 --> 00:04:06.960]  諾亞 對了 諾亞
[00:04:06.960 --> 00:04:10.960]  那麼按照經文 在六章八節裡邊呢
[00:04:10.960 --> 00:04:15.960]  就講到了 諾亞呢 在耶和華眼前蒙恩的
[00:04:15.960 --> 00:04:18.960]  也是我取字這個題目的用意
[00:04:18.960 --> 00:04:21.960]  他是一個蒙福的爸爸
[00:04:21.960 --> 00:04:24.960]  那麼這樣一個蒙恩蒙福的標準呢
[00:04:24.960 --> 00:04:28.960]  不是按照世人的標準來定義的
[00:04:28.960 --> 00:04:32.960]  不是說 哎呀 他有很多賞賜啊
[00:04:32.960 --> 00:04:36.960]  很多錢啊 他僅僅只是
[00:04:36.960 --> 00:04:40.960]  保存了性命啊 一家得盡方舟啊
[00:04:40.960 --> 00:04:44.960]  他有在神裡面的標準啊
[00:04:44.960 --> 00:04:47.960]  所以今天呢 也願意仔細地在透過經文
[00:04:47.960 --> 00:04:50.960]  當中的分享 透過三點
[00:04:50.960 --> 00:04:53.960]  而且這三點呢 每一點呢 包含了一個
[00:04:53.960 --> 00:04:57.960]  特別的祝願 願意和大家一起來分享
[00:04:57.960 --> 00:05:00.960]  我們一起來禱告
[00:05:00.960 --> 00:05:04.960]  天父我們感謝你
[00:05:04.960 --> 00:05:08.960]  謝謝你的恩典放在我們的生命當中
[00:05:08.960 --> 00:05:12.960]  讓我們不但有原生家庭的爸爸
[00:05:12.960 --> 00:05:16.960]  也讓我們更加有天父上帝
[00:05:16.960 --> 00:05:18.960]  或者藉著主你的恩典
[00:05:18.960 --> 00:05:21.960]  讓我們可以在生命當中
[00:05:21.960 --> 00:05:23.960]  為父為母
[00:05:23.960 --> 00:05:26.960]  甚至成為很多屬靈下一輩
[00:05:26.960 --> 00:05:29.960]  屬靈後輩的 屬靈的長輩
[00:05:29.960 --> 00:05:32.960]  來帶領他們成長的時候
[00:05:32.960 --> 00:05:34.960]  我們就更多的精力
[00:05:34.960 --> 00:05:36.960]  主你的這份愛
[00:05:36.960 --> 00:05:41.960]  主啊 我們願意成為主你恩典和祝福的管道
[00:05:41.960 --> 00:05:44.960]  也求主今天透過挪亞
[00:05:44.960 --> 00:05:47.960]  這份經文的記載
[00:05:47.960 --> 00:05:51.960]  把你的話語放在我們的心中
[00:05:51.960 --> 00:05:54.960]  也讓我們去學習去思考
[00:05:54.960 --> 00:05:58.960]  如何在主你的眼前蒙恩
[00:05:58.960 --> 00:06:02.960]  也讓我們更好地成為我們後代的祝福
[00:06:02.960 --> 00:06:05.960]  主啊 願我口中的言語
[00:06:05.960 --> 00:06:08.960]  眾弟兄姊妹的心懷意念
[00:06:08.960 --> 00:06:11.960]  都得蒙天父上帝你的悅納
[00:06:11.960 --> 00:06:15.960]  同心禱告 奉主明求 阿們
[00:06:15.960 --> 00:06:19.960]  好 首先呢 做一個蒙福的父親
[00:06:19.960 --> 00:06:22.960]  第一點呢 就像挪亞一樣
[00:06:22.960 --> 00:06:25.960]  就要不受環境的影響
[00:06:25.960 --> 00:06:27.960]  那麼在當時呢
[00:06:27.960 --> 00:06:30.960]  我們透過聖經就可以看到啊
[00:06:30.960 --> 00:06:32.960]  挪亞時代的罪惡
[00:06:32.960 --> 00:06:35.960]  首先呢 我們看啊
[00:06:35.960 --> 00:06:38.960]  在思想方面 當時的人呢
[00:06:38.960 --> 00:06:41.960]  人在地上罪惡很大
[00:06:41.960 --> 00:06:45.960]  終日所思想的竟都是惡
[00:06:45.960 --> 00:06:49.960]  腦子裡面已經不想到神的旨意了
[00:06:49.960 --> 00:06:52.960]  不往好的成就別人的方面去著想
[00:06:52.960 --> 00:06:55.960]  想的都是如何利己
[00:06:55.960 --> 00:06:59.960]  如何害人 如何的享樂
[00:06:59.960 --> 00:07:02.960]  那麼思想呢 是直接影響行為的
[00:07:02.960 --> 00:07:05.960]  那麼我們在十一節就可以看到了啊
[00:07:05.960 --> 00:07:10.960]  當時的世界在上帝面前敗壞
[00:07:10.960 --> 00:07:13.960]  地上滿了強暴
[00:07:13.960 --> 00:07:16.960]  強暴的意思呢 就是無法無天
[00:07:16.960 --> 00:07:18.960]  任意妄為
[00:07:18.960 --> 00:07:22.960]  心中呢 眼裡呢 已經沒有神了
[00:07:22.960 --> 00:07:24.960]  把自己當成神
[00:07:24.960 --> 00:07:27.960]  自己想做什麼就做什麼
[00:07:27.960 --> 00:07:29.960]  按照自己的標準來行
[00:07:29.960 --> 00:07:33.960]  所以呢 滿是罪惡 滿了強暴
[00:07:33.960 --> 00:07:37.960]  然後呢 罪惡的後果又是怎樣呢
[00:07:37.960 --> 00:07:39.960]  自己作惡敗壞以後呢
[00:07:39.960 --> 00:07:42.960]  十二節和三節我們分別看到啊
[00:07:42.960 --> 00:07:45.960]  上帝就觀看這個世界
[00:07:45.960 --> 00:07:47.960]  見事敗壞了
[00:07:47.960 --> 00:07:49.960]  那麼三節呢 我們就明白
[00:07:49.960 --> 00:07:53.960]  人即屬夫血氣 血氣的都敗壞了
[00:07:53.960 --> 00:07:57.960]  因為其中已經沒有上帝的靈了
[00:07:57.960 --> 00:07:59.960]  那麼神就說啊
[00:07:59.960 --> 00:08:02.960]  人即屬夫血氣
[00:08:02.960 --> 00:08:07.960]  我的靈就不永遠住在他裡邊
[00:08:07.960 --> 00:08:10.960]  所以呢 罪惡的後果呢
[00:08:10.960 --> 00:08:12.960]  就是和神的隔絕
[00:08:12.960 --> 00:08:15.960]  沒有辦法和神再親近
[00:08:15.960 --> 00:08:17.960]  與神隔絕以後呢
[00:08:17.960 --> 00:08:19.960]  在這個罪惡的一個漩渦裡邊
[00:08:19.960 --> 00:08:22.960]  我們看到當時的世界
[00:08:22.960 --> 00:08:24.960]  罪又繼續的影響罪
[00:08:24.960 --> 00:08:27.960]  互相之間的影響互相之間
[00:08:27.960 --> 00:08:29.960]  以至於越來越敗壞
[00:08:29.960 --> 00:08:32.960]  越來越墮落
[00:08:32.960 --> 00:08:34.960]  那麼我們再來看啊
[00:08:34.960 --> 00:08:37.960]  在這裡呢 我們也可以看到
[00:08:37.960 --> 00:08:43.960]  這個挪亞與當時世界罪惡的一個對比
[00:08:43.960 --> 00:08:47.960]  但是就算是這樣在一個罪惡裡邊呢
[00:08:47.960 --> 00:08:51.960]  第八節的前兩個字是什麼啊
[00:08:51.960 --> 00:08:56.960]  唯有有一個人卻與眾不同
[00:08:56.960 --> 00:09:02.960]  只有挪亞在耶和華的眼前蒙恩
[00:09:02.960 --> 00:09:04.960]  蒙恩啊
[00:09:04.960 --> 00:09:06.960]  他不受這個世界的影響
[00:09:06.960 --> 00:09:08.960]  他卻特立獨行
[00:09:08.960 --> 00:09:11.960]  遵求上帝的旨意
[00:09:11.960 --> 00:09:14.960]  所以呢 他是單獨的分別出來
[00:09:14.960 --> 00:09:16.960]  那麼這樣的一個唯有呢
[00:09:16.960 --> 00:09:22.960]  不是說挪亞卻不故意要顯示出來給別人看的
[00:09:22.960 --> 00:09:24.960]  一個的相貌
[00:09:24.960 --> 00:09:28.960]  經文沒有記載說別人都知道啊等等啊
[00:09:28.960 --> 00:09:31.960]  在一個罪惡的世界裡邊呢
[00:09:31.960 --> 00:09:34.960]  99.9%的人都是惡的時候呢
[00:09:34.960 --> 00:09:37.960]  可能你成為其中的一人
[00:09:37.960 --> 00:09:40.960]  都會被這個世界所排擠
[00:09:40.960 --> 00:09:44.960]  被他們覺得你是另類和不對的存在的
[00:09:44.960 --> 00:09:46.960]  那麼作為挪亞呢
[00:09:46.960 --> 00:09:48.960]  他的一個行為呢
[00:09:48.960 --> 00:09:50.960]  他不是做給別人看
[00:09:50.960 --> 00:09:53.960]  來顯示我多麼的敬虔
[00:09:53.960 --> 00:09:56.960]  多麼的義 多麼的聖潔
[00:09:56.960 --> 00:09:58.960]  而是他就是這樣行了
[00:09:58.960 --> 00:10:00.960]  行出來以後呢
[00:10:00.960 --> 00:10:02.960]  上帝知道
[00:10:02.960 --> 00:10:06.960]  他是一個義人
[00:10:06.960 --> 00:10:11.960]  他不是像那些上帝所斥責的文士法利賽人那樣
[00:10:11.960 --> 00:10:15.960]  假冒為上 故意給別人知道
[00:10:15.960 --> 00:10:19.960]  而是我刻意 我心裡邊就是這樣想的
[00:10:19.960 --> 00:10:21.960]  就是這樣行出來的
[00:10:21.960 --> 00:10:23.960]  我就是這樣敬畏神的
[00:10:23.960 --> 00:10:26.960]  所以我有這樣一種的生命表徵
[00:10:26.960 --> 00:10:32.960]  所以挪亞就在耶和華上帝的面前蒙悶啊
[00:10:32.960 --> 00:10:35.960]  那麼我們看挪亞的世代
[00:10:35.960 --> 00:10:37.960]  是這樣一個敗壞的世代
[00:10:37.960 --> 00:10:41.960]  耶穌的世代也是這樣一個敗壞的世代
[00:10:41.960 --> 00:10:44.960]  因為罪已經進入了這個世界
[00:10:44.960 --> 00:10:47.960]  哪怕神有潔淨 神有介入
[00:10:47.960 --> 00:10:49.960]  我們現在的世界
[00:10:49.960 --> 00:10:54.960]  也是一個有罪惡介入和敗壞的世界
[00:10:54.960 --> 00:10:56.960]  那麼同樣啊
[00:10:56.960 --> 00:11:01.960]  有這幾點也是這樣顯現在了我們的一個世界當中
[00:11:01.960 --> 00:11:05.960]  世人呢 敗壞邪惡
[00:11:05.960 --> 00:11:08.960]  我們在世界當中見的還少嗎
[00:11:08.960 --> 00:11:12.960]  腐敗奢靡 恃強凌弱
[00:11:12.960 --> 00:11:14.960]  好意勿勞
[00:11:14.960 --> 00:11:19.960]  對別人的傷害 只追求對自己的益處
[00:11:19.960 --> 00:11:22.960]  還有呢 照常的吃喝嫁娶啊
[00:11:22.960 --> 00:11:25.960]  按著自己的喜好來了
[00:11:25.960 --> 00:11:28.960]  按照怎麼樣來滿足自己的生命的快樂
[00:11:28.960 --> 00:11:30.960]  就怎麼樣來了
[00:11:30.960 --> 00:11:33.960]  就是聖經裡面記載的強暴啊
[00:11:33.960 --> 00:11:35.960]  任意妄為
[00:11:35.960 --> 00:11:38.960]  就是把自己當成了神了
[00:11:38.960 --> 00:11:40.960]  自己的享樂和生活為主了
[00:11:40.960 --> 00:11:42.960]  還有當時呢
[00:11:42.960 --> 00:11:46.960]  不以為洪水神的審判和潔淨的工作
[00:11:46.960 --> 00:11:48.960]  會突然的臨到
[00:11:48.960 --> 00:11:51.960]  他們以為那樣的生活是持續到永遠的
[00:11:51.960 --> 00:11:54.960]  所以自己快樂就可以了
[00:11:54.960 --> 00:11:56.960]  不以為審判會來的
[00:11:56.960 --> 00:12:00.960]  還有呢 不幸從方舟的拯救
[00:12:00.960 --> 00:12:02.960]  諾亞去和身邊的人說了
[00:12:02.960 --> 00:12:05.960]  啊 上帝有這樣一個豐富了
[00:12:05.960 --> 00:12:07.960]  他們還恥笑諾亞
[00:12:07.960 --> 00:12:10.960]  怎麼會啊 不合禪理啊
[00:12:10.960 --> 00:12:14.960]  我們修這個船都不會修在山上的
[00:12:14.960 --> 00:12:17.960]  你卻修在山上 都是修在海邊的
[00:12:17.960 --> 00:12:19.960]  怎麼會這樣修呢
[00:12:19.960 --> 00:12:21.960]  不符合他們禪理
[00:12:21.960 --> 00:12:23.960]  他們就覺得是錯誤的
[00:12:23.960 --> 00:12:25.960]  所以呢 罪惡敗壞
[00:12:25.960 --> 00:12:27.960]  在不同的時代
[00:12:27.960 --> 00:12:30.960]  都充滿了世界當中
[00:12:30.960 --> 00:12:33.960]  甚至包括我們現在的世界
[00:12:33.960 --> 00:12:35.960]  也是這樣
[00:12:35.960 --> 00:12:37.960]  當然我們基督徒的生命啊
[00:12:37.960 --> 00:12:38.960]  就講的是一個
[00:12:38.960 --> 00:12:41.960]  在世而不屬世的一種的生命
[00:12:41.960 --> 00:12:45.960]  我們雖然也會和這個世界相連
[00:12:45.960 --> 00:12:48.960]  但是我們卻勝過這個世界
[00:12:48.960 --> 00:12:50.960]  不屬於這個世界
[00:12:50.960 --> 00:12:52.960]  對於世代的泡影
[00:12:52.960 --> 00:12:54.960]  這樣的一種的認知啊
[00:12:54.960 --> 00:12:56.960]  其實不同的時代
[00:12:56.960 --> 00:12:58.960]  都有自己的發現
[00:12:58.960 --> 00:13:00.960]  還有看到啊
[00:13:00.960 --> 00:13:02.960]  就比如說在清初的時候
[00:13:02.960 --> 00:13:04.960]  有一個戲曲家
[00:13:04.960 --> 00:13:06.960]  他叫做孫善任啊
[00:13:06.960 --> 00:13:07.960]  他就寫了啊
[00:13:07.960 --> 00:13:09.960]  在他的一個著作裡面
[00:13:09.960 --> 00:13:10.960]  他就寫了
[00:13:10.960 --> 00:13:12.960]  啊 他的桃花扇裡面
[00:13:12.960 --> 00:13:14.960]  他就這樣寫了
[00:13:14.960 --> 00:13:17.960]  眼見他起朱樓
[00:13:17.960 --> 00:13:20.960]  眼看他宴賓客
[00:13:20.960 --> 00:13:21.960]  最後呢
[00:13:21.960 --> 00:13:24.960]  眼看他樓塌了
[00:13:24.960 --> 00:13:26.960]  他這樣一個著作的背後呢
[00:13:26.960 --> 00:13:28.960]  就表達
[00:13:28.960 --> 00:13:30.960]  世上的無常
[00:13:30.960 --> 00:13:32.960]  世界上的虛無呢
[00:13:32.960 --> 00:13:34.960]  轉眼即過
[00:13:34.960 --> 00:13:37.960]  世界上你不要羨慕有一些人啊
[00:13:37.960 --> 00:13:40.960]  他雖然一刻之間的飛環騰達
[00:13:40.960 --> 00:13:41.960]  但是呢
[00:13:41.960 --> 00:13:42.960]  轉眼呢
[00:13:42.960 --> 00:13:45.960]  卻就樓塌了
[00:13:45.960 --> 00:13:48.960]  那麼我們生命當中見的還少嗎
[00:13:48.960 --> 00:13:50.960]  有一些的惡人呢
[00:13:50.960 --> 00:13:53.960]  看著他卻有短暫的飛環騰達
[00:13:53.960 --> 00:13:55.960]  覺得 哎呦 為什麼
[00:13:55.960 --> 00:13:58.960]  他卻好像很蒙祝福一樣啊
[00:13:58.960 --> 00:14:01.960]  卻過著很多很富足的生活一樣
[00:14:01.960 --> 00:14:03.960]  但是在時間的長河當中
[00:14:03.960 --> 00:14:05.960]  慢慢我們也看到啊
[00:14:05.960 --> 00:14:07.960]  他既屬於這樣一種的罪惡
[00:14:07.960 --> 00:14:08.960]  後來呢
[00:14:08.960 --> 00:14:10.960]  也被罪惡所吞噬
[00:14:10.960 --> 00:14:12.960]  所侵害
[00:14:12.960 --> 00:14:13.960]  那麼各位基督徒
[00:14:13.960 --> 00:14:14.960]  我們的弟兄姊妹
[00:14:14.960 --> 00:14:16.960]  在這樣一個世代當中呢
[00:14:16.960 --> 00:14:19.960]  就好像諾亞這樣一個提醒啊
[00:14:19.960 --> 00:14:23.960]  不要被這個世界所欺騙了
[00:14:23.960 --> 00:14:25.960]  這種的欺騙是什麼呢
[00:14:25.960 --> 00:14:27.960]  第一
[00:14:27.960 --> 00:14:31.960]  不是因為謊言說了一百次一千次
[00:14:31.960 --> 00:14:34.960]  就把它當作是真理了
[00:14:34.960 --> 00:14:36.960]  它還是謊言 對嗎
[00:14:36.960 --> 00:14:38.960]  它還是謊言
[00:14:38.960 --> 00:14:40.960]  世界上的價值觀
[00:14:40.960 --> 00:14:42.960]  它說了一萬遍了
[00:14:42.960 --> 00:14:45.960]  它也成不了真理 對嗎
[00:14:45.960 --> 00:14:47.960]  對
[00:14:47.960 --> 00:14:48.960]  還有呢
[00:14:48.960 --> 00:14:50.960]  不要被一些的謊言欺騙
[00:14:50.960 --> 00:14:51.960]  覺得說
[00:14:51.960 --> 00:14:53.960]  哎 那樣一種的義人啊
[00:14:53.960 --> 00:14:55.960]  那樣一種的完全人
[00:14:55.960 --> 00:14:58.960]  是一種理想化的狀態
[00:14:58.960 --> 00:15:00.960]  我們是成為不到的
[00:15:00.960 --> 00:15:02.960]  不是
[00:15:02.960 --> 00:15:04.960]  那是來自於惡者的謊言啊
[00:15:04.960 --> 00:15:07.960]  把你拉入到罪惡當中
[00:15:07.960 --> 00:15:10.960]  你如果要尋取到
[00:15:10.960 --> 00:15:13.960]  其中的改變有一種方法怎麼樣呢
[00:15:13.960 --> 00:15:16.960]  找到屬靈的群體
[00:15:16.960 --> 00:15:18.960]  大家一起在經歷的生活當中
[00:15:18.960 --> 00:15:20.960]  你就會發現
[00:15:20.960 --> 00:15:23.960]  我們雖然都經歷了各樣的辛苦
[00:15:23.960 --> 00:15:26.960]  都有各樣的挑戰和拉扯
[00:15:26.960 --> 00:15:29.960]  但是按照神的恩典
[00:15:29.960 --> 00:15:33.960]  大家都在勝過各樣的邪惡和挑戰
[00:15:33.960 --> 00:15:37.960]  我們是有方法在這罪惡的世代當中
[00:15:37.960 --> 00:15:40.960]  活出屬神的見證出來的
[00:15:40.960 --> 00:15:42.960]  所以給大家的提醒
[00:15:42.960 --> 00:15:45.960]  不要被這個世界所欺騙
[00:15:45.960 --> 00:15:48.960]  所以第一點在這裡
[00:15:48.960 --> 00:15:51.960]  不受環境的影響
[00:15:51.960 --> 00:15:53.960]  就是一個祝願
[00:15:53.960 --> 00:15:55.960]  願上帝的大能
[00:15:55.960 --> 00:15:57.960]  潔淨你的家庭
[00:15:57.960 --> 00:16:01.960]  活出這份聖潔的生命出來
[00:16:01.960 --> 00:16:03.960]  好 那麼就講到了
[00:16:03.960 --> 00:16:06.960]  不受外在環境的影響
[00:16:06.960 --> 00:16:10.960]  當然我們和外在屬世的一個罪惡撇開以後
[00:16:10.960 --> 00:16:14.960]  不是按照我們自己的標準去活
[00:16:14.960 --> 00:16:16.960]  很多人落入一種的誤區
[00:16:16.960 --> 00:16:19.960]  甚至說我要忠於己心
[00:16:19.960 --> 00:16:21.960]  那個是錯誤的
[00:16:21.960 --> 00:16:26.960]  我們要看到創造這個世界的神
[00:16:26.960 --> 00:16:29.960]  祂有標準告訴我們一種活的方法
[00:16:29.960 --> 00:16:33.960]  祂也願意介入到你的生命當中
[00:16:33.960 --> 00:16:36.960]  讓你活出得勝的生命來
[00:16:36.960 --> 00:16:39.960]  所以第二點就像挪亞一樣
[00:16:39.960 --> 00:16:42.960]  跟隨上帝的帶領
[00:16:42.960 --> 00:16:47.960]  在經文的分別六章的九節和二十二節
[00:16:47.960 --> 00:16:48.960]  是這樣說的
[00:16:48.960 --> 00:16:50.960]  當然定義了
[00:16:50.960 --> 00:16:53.960]  首先祂是個一人
[00:16:53.960 --> 00:16:56.960]  然後祂也是個完全的人
[00:16:56.960 --> 00:16:59.960]  祂有一個行動上面的表徵
[00:16:59.960 --> 00:17:03.960]  挪亞就與上帝怎麼樣
[00:17:03.960 --> 00:17:06.960]  同行啊 同行
[00:17:06.960 --> 00:17:09.960]  神要祂怎麼樣走 祂就怎麼樣走
[00:17:09.960 --> 00:17:12.960]  神到哪裡 祂也就到哪裡啊
[00:17:12.960 --> 00:17:14.960]  祂不與世界為伍
[00:17:14.960 --> 00:17:17.960]  反而與上帝同行
[00:17:17.960 --> 00:17:19.960]  到了第二十二節呢
[00:17:19.960 --> 00:17:21.960]  神豐富了他很多啊
[00:17:21.960 --> 00:17:24.960]  告訴了他很多詳細的方法
[00:17:24.960 --> 00:17:27.960]  因為神知道他是個一人
[00:17:27.960 --> 00:17:30.960]  他在神的眼前矇矇啊
[00:17:30.960 --> 00:17:32.960]  那麼挪亞就這樣行了
[00:17:32.960 --> 00:17:35.960]  他所有的行為有一個描述就是
[00:17:35.960 --> 00:17:38.960]  凡上帝所吩咐的
[00:17:38.960 --> 00:17:41.960]  他都照樣行了
[00:17:41.960 --> 00:17:43.960]  他都照樣行了
[00:17:43.960 --> 00:17:46.960]  看到上帝的帶領並且去跟隨了
[00:17:46.960 --> 00:17:49.960]  這裡我們看到挪亞他有一種
[00:17:49.960 --> 00:17:51.960]  他生命的特質啊
[00:17:51.960 --> 00:17:53.960]  這裡要和大家解釋
[00:17:53.960 --> 00:17:56.960]  什麼是一人 什麼是完全人啊
[00:17:56.960 --> 00:17:59.960]  大家看到其中的定義呢
[00:17:59.960 --> 00:18:02.960]  有一些的重點可以看得到啊
[00:18:02.960 --> 00:18:06.960]  首先呢 這兩個特質的標準底下呢
[00:18:06.960 --> 00:18:09.960]  第一 不可少的
[00:18:09.960 --> 00:18:12.960]  對神的信心 對神的信心
[00:18:12.960 --> 00:18:15.960]  有了信心以後呢
[00:18:15.960 --> 00:18:18.960]  對神的敬畏
[00:18:18.960 --> 00:18:21.960]  敬畏信心都有了以後呢
[00:18:21.960 --> 00:18:24.960]  完完全全的對神的順服
[00:18:24.960 --> 00:18:28.960]  他叫你做什麼 你就做什麼
[00:18:28.960 --> 00:18:31.960]  接下來就成就了很特別啊
[00:18:31.960 --> 00:18:34.960]  上帝在挪亞生命當中
[00:18:34.960 --> 00:18:37.960]  他的使命啊 他要做的事情啊
[00:18:37.960 --> 00:18:39.960]  這個完全人呢
[00:18:39.960 --> 00:18:41.960]  不單是在挪亞那個時代
[00:18:41.960 --> 00:18:44.960]  神對挪亞的一種的描述啊
[00:18:44.960 --> 00:18:48.960]  包括呢 主耶穌基督也告訴我們啊
[00:18:48.960 --> 00:18:51.960]  所以你們要完全
[00:18:51.960 --> 00:18:54.960]  像你們的天父完全一樣
[00:18:54.960 --> 00:18:57.960]  在《瑪太福音》就這樣告訴我們
[00:18:57.960 --> 00:19:00.960]  完全 無可指責
[00:19:00.960 --> 00:19:03.960]  成為了這樣一種聖潔的生命
[00:19:03.960 --> 00:19:05.960]  有一個榜樣在我們的前面
[00:19:05.960 --> 00:19:08.960]  當我們看到挪亞的時候
[00:19:08.960 --> 00:19:11.960]  我們也就看到了天父
[00:19:11.960 --> 00:19:17.960]  他願意我們活出屬天的樣式來
[00:19:17.960 --> 00:19:20.960]  那麼當我們在看挪亞做的一些事情的時候呢
[00:19:20.960 --> 00:19:24.960]  經文用了幾章的時間呢
[00:19:24.960 --> 00:19:26.960]  就已經短短的段落呢
