
[00:00:00.000 --> 00:00:08.000]  各位網上的訂閲姊妹早安
[00:04:41.000 --> 00:04:44.000]  港福堂的一個會友
[00:04:44.000 --> 00:04:46.000]  不過當時這個入會呢
[00:04:46.000 --> 00:04:48.000]  入耶和華的會呢
[00:04:48.000 --> 00:04:51.000]  他是說成為上帝納約的群體
[00:04:51.000 --> 00:04:53.000]  成為上帝的子民
[00:04:53.000 --> 00:04:55.000]  而大家都知道
[00:04:55.000 --> 00:04:56.000]  那個的對象
[00:04:56.000 --> 00:04:57.000]  按當時來說
[00:04:57.000 --> 00:05:00.000]  只是給以色列民族
[00:05:00.000 --> 00:05:02.000]  雖然是這樣
[00:05:02.000 --> 00:05:05.000]  但也不是每個人都可以入會
[00:05:05.000 --> 00:05:07.000]  至少第一節告訴他們
[00:05:07.000 --> 00:05:10.000]  愛臣損傷的和被閹割的
[00:05:10.000 --> 00:05:11.000]  就不可以
[00:05:11.000 --> 00:05:14.000]  那我們再問
[00:05:14.000 --> 00:05:15.000]  為什麼是愛臣呢
[00:05:15.000 --> 00:05:17.000]  為什麼是愛臣呢
[00:05:17.000 --> 00:05:19.000]  解經家就告訴我們
[00:05:19.000 --> 00:05:20.000]  愛臣這個詞呢
[00:05:20.000 --> 00:05:24.000]  原來是說男性的性器官
[00:05:24.000 --> 00:05:27.000]  如果是這樣的話
[00:05:27.000 --> 00:05:28.000]  愛臣受損傷
[00:05:28.000 --> 00:05:30.000]  和後面的被閹割的
[00:05:30.000 --> 00:05:32.000]  都是很類似的
[00:05:32.000 --> 00:05:36.000]  意思都是指向一些身體不完全的人
[00:05:36.000 --> 00:05:38.000]  身體不完全的人
[00:05:38.000 --> 00:05:41.000]  說完這句之後
[00:05:41.000 --> 00:05:42.000]  可能大家會更加疑惑
[00:05:42.000 --> 00:05:44.000]  為什麼聖經要在這裡
[00:05:44.000 --> 00:05:47.000]  好像要歧視一些身體不完全的人
[00:05:47.000 --> 00:05:50.000]  上帝的群體不是應該接納
[00:05:50.000 --> 00:05:53.000]  應該包容所有陷不爛的人嗎
[00:05:53.000 --> 00:05:58.000]  原來在當時的文化裡
[00:05:58.000 --> 00:06:00.000]  有不少的人呢
[00:06:00.000 --> 00:06:03.000]  會因著宗教或信義教的緣故
[00:06:03.000 --> 00:06:04.000]  去受閹割
[00:06:04.000 --> 00:06:08.000]  為的是要模仿他們所信的神明
[00:06:08.000 --> 00:06:12.000]  而這些行為確實是上帝所珍惡的
[00:06:12.000 --> 00:06:14.000]  我相信大家都知道為什麼
[00:06:14.000 --> 00:06:15.000]  意思就是說
[00:06:15.000 --> 00:06:18.000]  原來我們剛才說的這些行為的背後
[00:06:18.000 --> 00:06:20.000]  是帶有宗教的意味
[00:06:20.000 --> 00:06:22.000]  簡直等同於拜偶像的行為
[00:06:22.000 --> 00:06:26.000]  所以他們是和上帝的國無分的
[00:06:26.000 --> 00:06:29.000]  又或者這樣說
[00:06:29.000 --> 00:06:33.000]  這些禁令會令我們回想之前我們所說的律例
[00:06:33.000 --> 00:06:35.000]  上帝如何禁止他的人
[00:06:35.000 --> 00:06:38.000]  用殘疾的動物去做獻祭
[00:06:38.000 --> 00:06:41.000]  又禁止有缺憾的人做祭祀
[00:06:41.000 --> 00:06:43.000]  從中我們看見
[00:06:43.000 --> 00:06:46.000]  上帝喜悅完全的敬拜
[00:06:46.000 --> 00:06:51.000]  至於他會不會接納那些有殘缺的祭物
[00:06:51.000 --> 00:06:55.000]  那些會不會憐憫那些有缺憾的人
[00:06:55.000 --> 00:06:57.000]  就是之後的事了
[00:06:57.000 --> 00:06:59.000]  反正那些其實都是上帝的主權
[00:06:59.000 --> 00:07:01.000]  我們都不可以決定
[00:07:01.000 --> 00:07:03.000]  不過我們要知道的是
[00:07:03.000 --> 00:07:06.000]  上帝確實是配授完全的敬拜
[00:07:06.000 --> 00:07:09.000]  皆因他是聖潔完全的上帝
[00:07:09.000 --> 00:07:10.000]  Amen
[00:07:10.000 --> 00:07:13.000]  所以在新命紀這裡
[00:07:13.000 --> 00:07:15.000]  上帝不是要去歧視殘疾人士
[00:07:15.000 --> 00:07:19.000]  而是藉著當時身體的整全性
[00:07:19.000 --> 00:07:22.000]  來象徵完全的敬拜
[00:07:22.000 --> 00:07:23.000]  然後再重複一次
[00:07:23.000 --> 00:07:25.000]  藉著當時的整全
[00:07:25.000 --> 00:07:26.000]  那就是完全
[00:07:26.000 --> 00:07:28.000]  去象徵著完全的敬拜
[00:07:30.000 --> 00:07:33.000]  當我們回想剛才我說的第一點
[00:07:33.000 --> 00:07:37.000]  我們說真正的敬虔是由內到外流露出來的
[00:07:37.000 --> 00:07:42.000]  其實不是說外表是不重要的嗎
[00:07:42.000 --> 00:07:45.000]  我們中國人的傳統有句說話
[00:07:45.000 --> 00:07:47.000]  相信大家都很熟悉
[00:07:47.000 --> 00:07:50.000]  他說相由心生
[00:07:50.000 --> 00:07:53.000]  意思就是說我們一個人的外表
[00:07:53.000 --> 00:07:56.000]  是會受著我們內心的影響
[00:07:56.000 --> 00:07:58.000]  當然我不是在標榜佛教
[00:07:58.000 --> 00:08:00.000]  或者什麼的信息
[00:08:00.000 --> 00:08:01.000]  大家不用怕
[00:08:01.000 --> 00:08:02.000]  就好像說
[00:08:02.000 --> 00:08:03.000]  大家今天見到我
[00:08:03.000 --> 00:08:05.000]  如果有一對熊貓眼
[00:08:05.000 --> 00:08:08.000]  你就知道我最近睡眠不足
[00:08:08.000 --> 00:08:09.000]  是不是
[00:08:09.000 --> 00:08:11.000]  所以我想說的是
[00:08:11.000 --> 00:08:13.000]  外表不是不重要
[00:08:13.000 --> 00:08:17.000]  因為外表往往會反映一個人的內心
[00:08:17.000 --> 00:08:21.000]  我還記得昔日在英國讀書的時候
[00:08:21.000 --> 00:08:24.000]  我就回到一間橫架會
[00:08:24.000 --> 00:08:27.000]  當時有一位很有心侍奉的弟兄
[00:08:27.000 --> 00:08:30.000]  他跟我一樣都是大學生
[00:08:30.000 --> 00:08:34.000]  每個星期日當我回到這個橫架會的時候
[00:08:34.000 --> 00:08:36.000]  他就已經站在那裡
[00:08:36.000 --> 00:08:37.000]  做什麼呢
[00:08:37.000 --> 00:08:38.000]  他就是做私事
[00:08:38.000 --> 00:08:39.000]  好像後面那樣
[00:08:39.000 --> 00:08:42.000]  他負責招待我們弟兄姊妹
[00:08:42.000 --> 00:08:44.000]  他差不多每個星期都很準時
[00:08:44.000 --> 00:08:46.000]  或者早到
[00:08:46.000 --> 00:08:48.000]  但最特別的地方是
[00:08:48.000 --> 00:08:50.000]  他每一次
[00:08:50.000 --> 00:08:53.000]  都是穿到整套西裝扣好鈕扣
[00:08:53.000 --> 00:08:54.000]  好像我們這樣
[00:08:54.000 --> 00:08:56.000]  整個man in black
[00:08:56.000 --> 00:08:58.000]  暴露了自己的年齡
[00:08:58.000 --> 00:09:00.000]  但回想起來都挺有趣的
[00:09:00.000 --> 00:09:01.000]  其實他的衣著
[00:09:01.000 --> 00:09:04.000]  跟我們所有人都是格格不入的
[00:09:04.000 --> 00:09:07.000]  因為當時沒有人會這樣穿的
[00:09:07.000 --> 00:09:09.000]  而且都不是那些敬拜
[00:09:09.000 --> 00:09:13.000]  或者侍奉人員的那些dress code
[00:09:13.000 --> 00:09:15.000]  當時我們這間教會很小
[00:09:15.000 --> 00:09:17.000]  你知道外國的橫架會
[00:09:17.000 --> 00:09:20.000]  有些地方都請不到牧者的
[00:09:20.000 --> 00:09:22.000]  但我很記得弟兄
[00:09:22.000 --> 00:09:24.000]  這個弟兄所說的一句話
[00:09:24.000 --> 00:09:26.000]  有一次當我問他
[00:09:26.000 --> 00:09:28.000]  為什麼你要這樣穿
[00:09:28.000 --> 00:09:29.000]  其實你不會覺得
[00:09:29.000 --> 00:09:31.000]  跟其他人會不同嗎
[00:09:31.000 --> 00:09:34.000]  我記得他說了這句話
[00:09:34.000 --> 00:09:36.000]  他說我尊重上帝
[00:09:36.000 --> 00:09:39.000]  我要來到敬拜神
[00:09:39.000 --> 00:09:41.000]  他說這句話直到今天
[00:09:41.000 --> 00:09:43.000]  我都還記得
[00:09:43.000 --> 00:09:45.000]  原來他這樣穿
[00:09:45.000 --> 00:09:49.000]  是單單因為他要來敬拜上帝
[00:09:49.000 --> 00:09:51.000]  所以我都挺欣賞他的
[00:09:51.000 --> 00:09:55.000]  不論他本身是一個怎樣的人
[00:09:55.000 --> 00:09:56.000]  他性格好不好
[00:09:56.000 --> 00:09:59.000]  他可不可以跟別人相處
[00:09:59.000 --> 00:10:01.000]  但透過他的衣著
[00:10:01.000 --> 00:10:02.000]  我確實看得出
[00:10:02.000 --> 00:10:05.000]  他對上帝那份敬重
[00:10:05.000 --> 00:10:08.000]  所以我想在這裡說什麼呢
[00:10:08.000 --> 00:10:11.000]  外表其實不是不重要
[00:10:11.000 --> 00:10:15.000]  因為他同時都能夠反映我們那一刻的內心
[00:10:15.000 --> 00:10:17.000]  就好像我們這樣說
[00:10:17.000 --> 00:10:19.000]  從一個人的屬靈的果子
[00:10:19.000 --> 00:10:22.000]  就看得見他裡面是一個怎樣的狀態
[00:10:22.000 --> 00:10:24.000]  他的屬靈是怎樣的狀態
[00:10:24.000 --> 00:10:28.000]  所以我們畢竟都看不到人的內心
[00:10:28.000 --> 00:10:29.000]  但我們剛才說
[00:10:29.000 --> 00:10:35.000]  我們真正的敬虔是由內到外展露出來
[00:10:35.000 --> 00:10:37.000]  而更重要的是
[00:10:37.000 --> 00:10:39.000]  我們能夠表裡一致
[00:10:39.000 --> 00:10:43.000]  從內到外活出敬虔的生命
[00:10:43.000 --> 00:10:45.000]  散發出基督的氣息
[00:10:47.000 --> 00:10:49.000]  第二個我想分享的向導是
[00:10:49.000 --> 00:10:50.000]  下一頁
[00:10:50.000 --> 00:10:54.000]  真正的敬虔是由小事開始
[00:10:54.000 --> 00:10:57.000]  真正的敬虔是由小事開始
[00:10:57.000 --> 00:11:01.000]  我們一起看23章的9到14節
[00:11:01.000 --> 00:11:02.000]  9到14節
[00:11:02.000 --> 00:11:04.000]  我就不用請大家讀了
[00:11:04.000 --> 00:11:08.000]  不過這裡說的是一個軍事的場景
[00:11:08.000 --> 00:11:12.000]  經文說每一個出兵打仗的士兵
[00:11:12.000 --> 00:11:14.000]  都要遠離一切罪惡
[00:11:16.000 --> 00:11:17.000]  出兵打仗
[00:11:17.000 --> 00:11:20.000]  我們知道當然是大事
[00:11:20.000 --> 00:11:23.000]  不過聖經在第10和12節
[00:11:23.000 --> 00:11:27.000]  再特別加了兩個情景
[00:11:27.000 --> 00:11:29.000]  很直白的
[00:11:29.000 --> 00:11:34.000]  就是夜間夢為以及大小方便
[00:11:34.000 --> 00:11:36.000]  聖經真的這樣說
[00:11:36.000 --> 00:11:37.000]  不是我們作出來的
[00:11:37.000 --> 00:11:39.000]  不過大家要明白
[00:11:39.000 --> 00:11:43.000]  這些現象其實是非常自然的生理現象
[00:11:43.000 --> 00:11:47.000]  甚至自然都沒有人可以控制得到
[00:11:47.000 --> 00:11:50.000]  不過特別的就是
[00:11:50.000 --> 00:11:55.000]  連這麼普通的身體狀況
[00:11:55.000 --> 00:11:57.000]  日間夜間也好
[00:11:57.000 --> 00:12:00.000]  竟然一一都包攬在這段經文裡
[00:12:00.000 --> 00:12:03.000]  所以我們看得見什麼
[00:12:03.000 --> 00:12:05.000]  上帝告訴我們
[00:12:05.000 --> 00:12:07.000]  連這麼小的事情裡
[00:12:07.000 --> 00:12:09.000]  上帝都要求他的子民
[00:12:09.000 --> 00:12:11.000]  要小心處理
[00:12:11.000 --> 00:12:12.000]  要小心處理
[00:12:12.000 --> 00:12:16.000]  為的是上帝的同在
[00:12:16.000 --> 00:12:18.000]  第14節
[00:12:18.000 --> 00:12:19.000]  不如我們一起讀
[00:12:19.000 --> 00:12:20.000]  第14節
[00:12:20.000 --> 00:12:21.000]  預備起
[00:12:21.000 --> 00:12:24.000]  因為耶和華你的神
[00:12:24.000 --> 00:12:28.000]  手動要拯救你
[00:12:28.000 --> 00:12:30.000]  將仇敵交給你
[00:12:30.000 --> 00:12:33.000]  所以你的刑應當聖結
[00:12:33.000 --> 00:12:37.000]  免得他見你那裡有污穢之物
[00:12:37.000 --> 00:12:39.000]  就轉身離開你
[00:12:39.000 --> 00:12:44.000]  原來那些不潔會影響上帝的同在
[00:12:44.000 --> 00:12:47.000]  雖然我這裡所說的不潔
[00:12:47.000 --> 00:12:50.000]  並非是道德上的犯罪
[00:12:50.000 --> 00:12:51.000]  是有些不一樣
[00:12:51.000 --> 00:12:53.000]  但這種禮儀上的不潔
[00:12:53.000 --> 00:12:55.000]  確實會影響上帝的同在
[00:12:55.000 --> 00:13:00.000]  更加會影響整個軍隊的勝敗
[00:13:00.000 --> 00:13:02.000]  正正因為這個緣故
[00:13:02.000 --> 00:13:05.000]  這群意識的人就要怎樣做
[00:13:05.000 --> 00:13:06.000]  我們可以回到上一頁
[00:13:06.000 --> 00:13:07.000]  經文這樣說
[00:13:07.000 --> 00:13:09.000]  在第一種情況
[00:13:09.000 --> 00:13:10.000]  他們就要走到營外
[00:13:10.000 --> 00:13:12.000]  然後等到傍晚
[00:13:12.000 --> 00:13:13.000]  用水洗澡
[00:13:13.000 --> 00:13:14.000]  再等到日落
[00:13:14.000 --> 00:13:16.000]  然後他們就可以入營了
[00:13:16.000 --> 00:13:18.000]  就結證了
[00:13:18.000 --> 00:13:19.000]  第二個情況
[00:13:19.000 --> 00:13:21.000]  他們就要用一些工具
[00:13:21.000 --> 00:13:24.000]  同樣在營外
[00:13:24.000 --> 00:13:29.000]  將那些排泄物要去遮蓋
[00:13:29.000 --> 00:13:31.000]  我們再次看一見
[00:13:31.000 --> 00:13:33.000]  這群的意識裂人
[00:13:33.000 --> 00:13:36.000]  要按著上帝的指示
[00:13:36.000 --> 00:13:40.000]  連這些小事都要按照上帝的指示去做
[00:13:40.000 --> 00:13:44.000]  否則他們就會打敗仗
[00:13:44.000 --> 00:13:46.000]  既然當時這個軍營
[00:13:46.000 --> 00:13:50.000]  都容不下任何污染的雜質
[00:13:50.000 --> 00:13:52.000]  同樣我們今天的教會群體
[00:13:52.000 --> 00:13:54.000]  豈不是更加要警醒
[00:13:54.000 --> 00:13:57.000]  保持內外的純潔
[00:13:57.000 --> 00:13:58.000]  求主幫助我們
[00:13:58.000 --> 00:14:01.000]  讓我們在日常生活的小事上
[00:14:01.000 --> 00:14:03.000]  都能夠敬畏上帝
[00:14:03.000 --> 00:14:05.000]  保持聖潔
[00:14:05.000 --> 00:14:08.000]  接下來我們都想和大家
[00:14:08.000 --> 00:14:10.000]  再分享多幾節經文
[00:14:10.000 --> 00:14:13.000]  看看有什麼類似的場景
[00:14:13.000 --> 00:14:16.000]  提醒我們同樣要在小事上
[00:14:16.000 --> 00:14:18.000]  去顯出敬見的生命
[00:14:18.000 --> 00:14:20.000]  這次我們讀第17 18節
[00:14:20.000 --> 00:14:23.000]  17 18節 預備起
[00:14:23.000 --> 00:14:25.000]  以色列的女子中
[00:14:25.000 --> 00:14:28.000]  不可作神廟娼妓
[00:14:28.000 --> 00:14:35.000]  妓女和男娼的獎金
[00:14:35.000 --> 00:14:40.000]  都不可帶進耶和華女神的殿中還願
[00:14:40.000 --> 00:14:45.000]  因為兩者都是耶和華女神所珍惚的
[00:14:45.000 --> 00:14:47.000]  讓我問問大家
[00:14:47.000 --> 00:14:52.000]  作神廟娼妓是小事還是大事
[00:14:53.000 --> 00:14:55.000]  非常大
[00:14:55.000 --> 00:14:57.000]  簡直是大事
[00:14:57.000 --> 00:14:59.000]  他們將身體獻上
[00:14:59.000 --> 00:15:02.000]  卻選擇作娼妓
[00:15:02.000 --> 00:15:04.000]  在寺廟或節慶的時候
[00:15:04.000 --> 00:15:07.000]  為其他人提供聖服務
[00:15:07.000 --> 00:15:09.000]  相信大家都知道
[00:15:09.000 --> 00:15:11.000]  當時的古近東文化
[00:15:11.000 --> 00:15:13.000]  作神廟娼妓這件事
[00:15:13.000 --> 00:15:17.000]  其實都是很普遍
[00:15:17.000 --> 00:15:19.000]  否則我相信上帝都不會在
[00:15:19.000 --> 00:15:21.000]  再次提醒他的百姓
[00:15:21.000 --> 00:15:24.000]  因為昔日的家男人相信
[00:15:24.000 --> 00:15:27.000]  和廟宇工作者行淫
[00:15:27.000 --> 00:15:29.000]  會促進繁殖
[00:15:29.000 --> 00:15:32.000]  又可以帶來田產的豐收
[00:15:32.000 --> 00:15:36.000]  其實今日新聞都告訴我們
[00:15:36.000 --> 00:15:39.000]  同樣有很多人會相信
[00:15:39.000 --> 00:15:42.000]  仍然相信透過一些性行為
[00:15:42.000 --> 00:15:44.000]  能夠轉運
[00:15:44.000 --> 00:15:46.000]  帶來轉運
[00:15:46.000 --> 00:15:48.000]  確實今時今日
[00:15:48.000 --> 00:15:52.000]  我們的性道德或性價值觀
[00:15:52.000 --> 00:15:54.000]  都不會放月下
[00:15:54.000 --> 00:15:56.000]  如果大家有留意到
[00:15:56.000 --> 00:15:58.000]  最近兩個星期的國際新聞
[00:15:58.000 --> 00:16:00.000]  知道英國的巡道會
[00:16:00.000 --> 00:16:02.000]  Methodist Church
[00:16:02.000 --> 00:16:05.000]  近日都正式通過同性戀合法化
[00:16:05.000 --> 00:16:07.000]  相信我們看到的
[00:16:07.000 --> 00:16:10.000]  都可能會感到痛心
[00:16:10.000 --> 00:16:13.000]  所以求主憐憫我們這個世代
[00:16:13.000 --> 00:16:15.000]  一方面我們要求
[00:16:15.000 --> 00:16:17.000]  神保守教會的聖潔
[00:16:17.000 --> 00:16:19.000]  讓我們在以上所說的
[00:16:19.000 --> 00:16:24.000]  性倫理等大事上不妥協
[00:16:24.000 --> 00:16:26.000]  當然這些例子
[00:16:26.000 --> 00:16:29.000]  和我們今日所看的經文
[00:16:29.000 --> 00:16:31.000]  不是等同的
[00:16:31.000 --> 00:16:33.000]  這裡所說的是妓女
[00:16:33.000 --> 00:16:35.000]  男妓等等
[00:16:35.000 --> 00:16:38.000]  但我們都願意為這些事
[00:16:38.000 --> 00:16:40.000]  去站穩去發聲
[00:16:40.000 --> 00:16:42.000]  因為我們所看的
[00:16:42.000 --> 00:16:44.000]  在我們眼中這些是大事
[00:16:44.000 --> 00:16:46.000]  但另一邊
[00:16:46.000 --> 00:16:50.000]  除了這些大是大非的事
[00:16:50.000 --> 00:16:52.000]  讓我們不要忘記
[00:16:52.000 --> 00:16:55.000]  其實我們都要在其他小事上
[00:16:55.000 --> 00:16:59.000]  站立得穩
[00:16:59.000 --> 00:17:01.000]  其實在17節之後
[00:17:01.000 --> 00:17:03.000]  經文還有下文
[00:17:03.000 --> 00:17:05.000]  第18節就這樣說
[00:17:05.000 --> 00:17:07.000]  妓女和男妓的上金
[00:17:07.000 --> 00:17:11.000]  都不可帶進耶和華女神的殿中還願
[00:17:11.000 --> 00:17:20.000]  因為兩者都是耶和華女神所珍護的
[00:17:20.000 --> 00:17:22.000]  其實在當時的文化
[00:17:22.000 --> 00:17:25.000]  許願還願
[00:17:25.000 --> 00:17:27.000]  那些都是再普通不過的事情
[00:17:27.000 --> 00:17:29.000]  一般人在困難的時候
[00:17:29.000 --> 00:17:32.000]  他是會向上帝許下諾言的
[00:17:32.000 --> 00:17:34.000]  今日都一樣
[00:17:34.000 --> 00:17:36.000]  不過當時他們更加會獻祭
[00:17:36.000 --> 00:17:38.000]  獻牛羊
[00:17:38.000 --> 00:17:40.000]  就好像舊約當中
[00:17:40.000 --> 00:17:42.000]  有一個叫做哈娜
[00:17:42.000 --> 00:17:44.000]  她曾經許願說
[00:17:44.000 --> 00:17:46.000]  如果神給我一個兒子的話
[00:17:46.000 --> 00:17:49.000]  我就會將他獻作拿西爾人
[00:17:49.000 --> 00:17:51.000]  一生侍奉神
[00:17:51.000 --> 00:17:53.000]  當時有許願
[00:17:53.000 --> 00:17:55.000]  當然要還願
[00:17:55.000 --> 00:17:57.000]  為的是要表示敬虔
[00:17:57.000 --> 00:17:59.000]  表示誠信
[00:17:59.000 --> 00:18:00.000]  如果有人不還願
[00:18:00.000 --> 00:18:01.000]  那就犯罪了
[00:18:01.000 --> 00:18:04.000]  所以在剛剛的18節說什麼呢
[00:18:04.000 --> 00:18:06.000]  上帝說你不可以
[00:18:06.000 --> 00:18:08.000]  你不單止不可以
[00:18:08.000 --> 00:18:11.000]  在名義立願和人發生的關係
[00:18:11.000 --> 00:18:14.000]  就是經文當中的妓女男妓
[00:18:14.000 --> 00:18:16.000]  而且那些污糟錢
[00:18:16.000 --> 00:18:19.000]  更加不可以帶入上帝的殿中
[00:18:19.000 --> 00:18:24.000]  因為兩者都是耶和華所珍護的
[00:18:24.000 --> 00:18:26.000]  各位弟兄姊妹
[00:18:26.000 --> 00:18:28.000]  這裡提醒我們什麼
[00:18:28.000 --> 00:18:32.000]  我們不單止要在那些大事上不妥協
[00:18:32.000 --> 00:18:34.000]  即是那些聖倫理
[00:18:34.000 --> 00:18:36.000]  剛才所說很多的不同的例子上
[00:18:36.000 --> 00:18:40.000]  但另一邊廂連那些小事
[00:18:40.000 --> 00:18:42.000]  看似是小事上
[00:18:42.000 --> 00:18:46.000]  願我們都能夠站立得穩
[00:18:46.000 --> 00:18:48.000]  因為在上帝的眼中
