
[00:00:00.000 --> 00:00:11.420]  頂姐妹,今天是我剛剛昨日完結半年的安息年假
[00:06:03.120 --> 00:06:07.120]  其實是要幫助我們過一個豐盛的人生
[00:06:07.120 --> 00:06:09.120]  更加有意義積極
[00:06:09.120 --> 00:06:10.120]  能夠自由
[00:06:10.120 --> 00:06:12.120]  能夠有生命
[00:06:12.120 --> 00:06:14.120]  我們是走向光明
[00:06:14.120 --> 00:06:16.120]  不是走向黑暗
[00:06:16.120 --> 00:06:18.120]  今天很多人迷失在這個世代
[00:06:18.120 --> 00:06:21.120]  是因為他們偏離了上帝的話
[00:06:21.120 --> 00:06:23.120]  他們不再尊重上帝
[00:06:23.120 --> 00:06:28.120]  在我們今天這個所謂的現代和後真理的時代
[00:06:28.120 --> 00:06:32.120]  甚至有人形容為後基督教的時代
[00:06:32.120 --> 00:06:35.120]  人再不尊重上帝的主權
[00:06:35.120 --> 00:06:37.120]  人想怎樣就怎樣
[00:06:37.120 --> 00:06:38.120]  自以為是
[00:06:38.120 --> 00:06:41.120]  這是很悲哀的一件事
[00:06:41.120 --> 00:06:43.120]  我們今天是有責任
[00:06:43.120 --> 00:06:47.120]  我們要帶領我們新一代的年青人
[00:06:47.120 --> 00:06:50.120]  由孩童的時候就要認識上帝的話
[00:06:50.120 --> 00:06:52.120]  他們要有前車可鑑
[00:06:52.120 --> 00:06:54.120]  不要重蹈覆轍
[00:06:54.120 --> 00:06:59.120]  他們必須要很清晰知道上帝的心意和要求
[00:06:59.120 --> 00:07:03.120]  而正正這就是我們今天要看的生命記
[00:07:03.120 --> 00:07:06.120]  在過去童宮已經很努力
[00:07:06.120 --> 00:07:08.120]  我想大家看到這個圖表
[00:07:08.120 --> 00:07:10.120]  我想大家特別highlight一下
[00:07:10.120 --> 00:07:14.120]  這個生命記其實有三十多章
[00:07:14.120 --> 00:07:19.120]  裏面可以看到它是照著黑人盟約的結構
[00:07:19.120 --> 00:07:21.120]  這個黑人就是Hittites
[00:07:21.120 --> 00:07:23.120]  是古代的一個民族
[00:07:23.120 --> 00:07:27.120]  他們的盟約條文是有前言
[00:07:27.120 --> 00:07:29.120]  有特殊的條文
[00:07:29.120 --> 00:07:32.120]  還有呼喚神明作證
[00:07:32.120 --> 00:07:35.120]  最後是一個祝福與奏奏
[00:07:35.120 --> 00:07:38.120]  生命記我們今天看到26、27章
[00:07:38.120 --> 00:07:39.120]  很長的篇幅
[00:07:39.120 --> 00:07:43.120]  我沒有打算逐節跟大家這樣看
[00:07:43.120 --> 00:07:45.120]  因為我們是不夠時間的
[00:07:45.120 --> 00:07:48.120]  但我要highlight給大家知道
[00:07:48.120 --> 00:07:50.120]  我們在看的這26章
[00:07:50.120 --> 00:07:53.120]  是真的承先啟後的一個作用
[00:07:53.120 --> 00:07:56.120]  因為這總結了由12章到26章
[00:07:56.120 --> 00:08:00.120]  都是在顯示神的律法
[00:08:00.120 --> 00:08:02.120]  這些誡命裏的精義
[00:08:02.120 --> 00:08:06.120]  而27章是接續到28章所要說的
[00:08:06.120 --> 00:08:08.120]  這些祝福與奏奏
[00:08:08.120 --> 00:08:11.120]  是要告訴我們禍福都是基於你
[00:08:11.120 --> 00:08:14.120]  是否真的定義跟隨神
[00:08:14.120 --> 00:08:17.120]  進行神的律例典章
[00:08:17.120 --> 00:08:19.120]  當你有這樣的明白
[00:08:19.120 --> 00:08:22.120]  你更加看到這是歷史的進程
[00:08:22.120 --> 00:08:25.120]  他們由埃及遺奴之家
[00:08:25.120 --> 00:08:28.120]  在西乃山神與他們納約
[00:08:28.120 --> 00:08:31.120]  而之後他們現在在摩亞地
[00:08:31.120 --> 00:08:34.120]  約旦河以東神與他們納約
[00:08:34.120 --> 00:08:37.120]  這就是生命記所講述的
[00:08:37.120 --> 00:08:40.120]  而當他們日後進入迦南地後
[00:08:40.120 --> 00:08:43.120]  他們就會在約書亞記出現
[00:08:43.120 --> 00:08:45.120]  就是這個事件
[00:08:45.120 --> 00:08:48.120]  這就是更新了在西乃山的約
[00:08:48.120 --> 00:08:51.120]  所以無論在摩亞或是在事件
[00:08:51.120 --> 00:08:57.120]  都是在更新在西乃山摩西領袖的律法
[00:08:57.120 --> 00:09:00.120]  這給我們看到一個重要性
[00:09:00.120 --> 00:09:02.120]  這就是一個地圖
[00:09:02.120 --> 00:09:06.120]  大家可以看到摩亞地在約旦河
[00:09:06.120 --> 00:09:09.120]  在死海東南邊
[00:09:09.120 --> 00:09:12.120]  他們後來要由約書亞帶領他們
[00:09:12.120 --> 00:09:16.120]  經過約旦河進入迦南地
[00:09:16.120 --> 00:09:23.120]  經過艾城、聖像、耶利哥城等等
[00:09:23.120 --> 00:09:25.120]  他們打一連串聖像之後
[00:09:25.120 --> 00:09:28.120]  他們要在這個事件地
[00:09:28.120 --> 00:09:33.120]  在那裏神要與他們再一次更新約
[00:09:33.120 --> 00:09:37.120]  我們看到在這個大框架裏
[00:09:37.120 --> 00:09:39.120]  需要你明白
[00:09:39.120 --> 00:09:42.120]  上帝在亞當夏娃犯罪的時候
[00:09:42.120 --> 00:09:44.120]  祂沒有離棄人
[00:09:44.120 --> 00:09:47.120]  論盡的地方就是人往往失敗、軟弱
[00:09:47.120 --> 00:09:49.120]  我們不聽神的話
[00:09:49.120 --> 00:09:52.120]  但神沒有丟棄我們的始祖亞當夏娃
[00:09:52.120 --> 00:09:53.120]  祂與他們納約
[00:09:53.120 --> 00:09:55.120]  讓他們知道神要預備
[00:09:55.120 --> 00:10:01.120]  將來女人的後裔要擊敗蛇的頭
[00:10:01.120 --> 00:10:04.120]  這就是預表耶穌在十字架要成就的救恩
[00:10:04.120 --> 00:10:06.120]  而羅亞的永約就說
[00:10:06.120 --> 00:10:09.120]  神不再用洪水毀滅地上的人
[00:10:09.120 --> 00:10:12.120]  我們需要好好跟隨他
[00:10:12.120 --> 00:10:14.120]  最後在族長的時期
[00:10:14.120 --> 00:10:18.120]  有阿伯拉罕的永約
[00:10:18.120 --> 00:10:20.120]  其實就是要解釋給我們知道
[00:10:20.120 --> 00:10:24.120]  神揀選這個人去成立以色列民族
[00:10:24.120 --> 00:10:26.120]  在歷史上要讓我們看見
[00:10:26.120 --> 00:10:30.120]  神是怎樣與人交往的
[00:10:30.120 --> 00:10:33.120]  神不會因為我們的軟弱失敗
[00:10:33.120 --> 00:10:34.120]  祂就丟棄我們
[00:10:34.120 --> 00:10:37.120]  神往往仍然用心良苦
[00:10:37.120 --> 00:10:39.120]  來到西乃山
[00:10:39.120 --> 00:10:41.120]  祂告訴摩西
[00:10:41.120 --> 00:10:45.120]  如英將我們放在字旁上
[00:10:45.120 --> 00:10:47.120]  祂焦聚神的選民
[00:10:47.120 --> 00:10:51.120]  要成為祂的聖傑的子民
[00:10:51.120 --> 00:10:55.120]  我們必須好好跟隨神
[00:10:55.120 --> 00:10:58.120]  一生一世在歷世歷代裏
[00:10:58.120 --> 00:11:00.120]  要彰顯上帝祂奇妙的作為
[00:11:00.120 --> 00:11:02.120]  這很重要
[00:11:02.120 --> 00:11:05.120]  盟約與選民的權責
[00:11:05.120 --> 00:11:08.120]  而摩亞之約、事件之約
[00:11:08.120 --> 00:11:11.120]  就是後來要接受的挑戰
[00:11:11.120 --> 00:11:13.120]  和得以進入應許之地
[00:11:13.120 --> 00:11:15.120]  而得到的實現
[00:11:15.120 --> 00:11:17.120]  最後我們也看到大衛
[00:11:17.120 --> 00:11:19.120]  大衛王國時期
[00:11:19.120 --> 00:11:22.120]  第六樣的大衛的永約
[00:11:22.120 --> 00:11:24.120]  盟約與受高的君王
[00:11:24.120 --> 00:11:26.120]  其實就是預言將來的
[00:11:26.120 --> 00:11:28.120]  理賽亞耶穌基督
[00:11:28.120 --> 00:11:31.120]  是一個永遠的永約
[00:11:31.120 --> 00:11:34.120]  耶穌基督要成為萬王之王
[00:11:34.120 --> 00:11:35.120]  萬主之主
[00:11:35.120 --> 00:11:37.120]  直到永遠
[00:11:37.120 --> 00:11:40.120]  所以在舊約也有預告
[00:11:40.120 --> 00:11:42.120]  新約的出現
[00:11:42.120 --> 00:11:44.120]  而黎米書也跟我們說
[00:11:44.120 --> 00:11:49.120]  神的律法再不是記在石板上
[00:11:49.120 --> 00:11:50.120]  記在哪裡呢?
[00:11:50.120 --> 00:11:52.120]  在心板上
[00:11:52.120 --> 00:11:53.120]  這很重要
[00:11:53.120 --> 00:11:55.120]  神要他的子民
[00:11:55.120 --> 00:12:01.120]  進行律例的禮儀表面的儀式
[00:12:01.120 --> 00:12:03.120]  是你們的生命
[00:12:03.120 --> 00:12:05.120]  你們裡面有沒有這種
[00:12:05.120 --> 00:12:06.120]  是永留不息的
[00:12:06.120 --> 00:12:09.120]  有被聖靈充滿而帶出的
[00:12:09.120 --> 00:12:11.120]  這種愛與真理
[00:12:11.120 --> 00:12:15.120]  你們帶著上帝的公義、權柄和恩典
[00:12:15.120 --> 00:12:16.120]  來到世上
[00:12:16.120 --> 00:12:18.120]  彰顯上帝的聖潔和榮耀
[00:12:18.120 --> 00:12:20.120]  去祝福萬民
[00:12:20.120 --> 00:12:22.120]  但很可惜
[00:12:22.120 --> 00:12:24.120]  今天世上很多的教會
[00:12:24.120 --> 00:12:26.120]  都離棄了上帝的真理
[00:12:26.120 --> 00:12:29.120]  跌落一個很嚴重的陷阱
[00:12:29.120 --> 00:12:31.120]  扭曲了上帝的說話
[00:12:31.120 --> 00:12:35.120]  這件事帶來一個極其失敗的見證
[00:12:35.120 --> 00:12:37.120]  上帝有沒有放棄我們?
[00:12:37.120 --> 00:12:39.120]  上帝沒有
[00:12:39.120 --> 00:12:41.120]  上帝已經留下了這本聖經
[00:12:41.120 --> 00:12:44.120]  「神的聖言由始至終」
[00:12:44.120 --> 00:12:47.120]  在歷世歷代這個大框架裡
[00:12:47.120 --> 00:12:49.120]  再一次提醒我們
[00:12:49.120 --> 00:12:52.120]  所以今天我們讀新聞記是很有意思的
[00:12:52.120 --> 00:12:53.120]  如果你明白這個意義
[00:12:53.120 --> 00:12:56.120]  我們一起進入神的話語
[00:12:56.120 --> 00:12:57.120]  我們一起祈禱
[00:12:57.120 --> 00:13:00.120]  天父再次求祢張開我們的眼
[00:13:00.120 --> 00:13:05.120]  看見祢自己話語的精密奇妙可畏
[00:13:05.120 --> 00:13:08.120]  叫我們各人都尊祢為大
[00:13:08.120 --> 00:13:10.120]  求真理的聖靈指教我們
[00:13:10.120 --> 00:13:11.120]  同心祈禱
[00:13:11.120 --> 00:13:13.120]  奉主耶穌基督的聖名求
[00:13:13.120 --> 00:13:14.120]  Amen
[00:13:14.120 --> 00:13:16.120]  新聞記26章
[00:13:16.120 --> 00:13:20.120]  其實與前文12章是一脈相承的
[00:13:20.120 --> 00:13:26.120]  12到26章是要將約書裡的不同禮儀
[00:13:26.120 --> 00:13:28.120]  這些律例都陳明
[00:13:28.120 --> 00:13:32.120]  12章和26章有相似的地方都提及
[00:13:32.120 --> 00:13:34.120]  你們進入這個島地
[00:13:34.120 --> 00:13:37.120]  是神應許給你們的地方
[00:13:37.120 --> 00:13:41.120]  你在那裡要為神的名字立名
[00:13:41.120 --> 00:13:43.120]  要建立神的居所
[00:13:43.120 --> 00:13:45.120]  以往他們在曠野路只有回眸
[00:13:45.120 --> 00:13:47.120]  去到這個應許之地
[00:13:47.120 --> 00:13:49.120]  他們要建立什麼?
[00:13:49.120 --> 00:13:51.120]  建立聖殿
[00:13:51.120 --> 00:13:53.120]  所以後來就是鎖羅門來建的
[00:13:53.120 --> 00:13:55.120]  大衛都沒有資格
[00:13:55.120 --> 00:13:56.120]  因為他流過人的血
[00:13:56.120 --> 00:13:58.120]  而每家人和利未人
[00:13:58.120 --> 00:14:00.120]  他們有份參與
[00:14:00.120 --> 00:14:03.120]  就去到神的聖所裡
[00:14:03.120 --> 00:14:05.120]  就要透過祭司來獻祭
[00:14:05.120 --> 00:14:08.120]  這些禮儀在26章是說什麼呢?
[00:14:08.120 --> 00:14:11.120]  26章在這個總結的一章裡
[00:14:11.120 --> 00:14:14.120]  提出兩樣的禮儀
[00:14:14.120 --> 00:14:16.120]  這兩樣的禮儀第一樣是什麼?
[00:14:16.120 --> 00:14:18.120]  就是獻初熟之果
[00:14:18.120 --> 00:14:22.120]  獻初熟之果對於摩西來說
[00:14:22.120 --> 00:14:25.120]  其實當時他們是一個遊牧民族
[00:14:25.120 --> 00:14:28.120]  所以這是一個新的提示
[00:14:28.120 --> 00:14:31.120]  當他們進入了應許之地
[00:14:31.120 --> 00:14:34.120]  他們不同以前所立的如意節
[00:14:34.120 --> 00:14:37.120]  或者其他的禮儀
[00:14:37.120 --> 00:14:39.120]  這個獻初熟之果
[00:14:39.120 --> 00:14:42.120]  是一個完全新的律例
[00:14:42.120 --> 00:14:44.120]  是要以色列人
[00:14:44.120 --> 00:14:47.120]  他們去到流馬與密之地
[00:14:47.120 --> 00:14:51.120]  得到這些很豐盛的農產品
[00:14:51.120 --> 00:14:54.120]  他們第一站收割的農產品
[00:14:54.120 --> 00:14:56.120]  他說將這些初熟之果
[00:14:56.120 --> 00:14:58.120]  傳言獻給神
[00:14:58.120 --> 00:14:59.120]  這個用意是什麼呢?
[00:14:59.120 --> 00:15:02.120]  就是要我們不要忘恩負義
[00:15:02.120 --> 00:15:04.120]  你要忘記神的恩典
[00:15:04.120 --> 00:15:07.120]  你就不懂得怎樣去生活
[00:15:07.120 --> 00:15:10.120]  生命記住的重心很重要的一樣
[00:15:10.120 --> 00:15:12.120]  就是如果你有一個正確的態度
[00:15:12.120 --> 00:15:14.120]  去敬畏神的時候
[00:15:14.120 --> 00:15:16.120]  你就有一個正確的性格
[00:15:16.120 --> 00:15:20.120]  如果你今天對神有一個誤解和偏見
[00:15:20.120 --> 00:15:24.120]  你往往就沒有辦法去揣摩神給你的
[00:15:24.120 --> 00:15:27.120]  這些律例典範的正義所在
[00:15:27.120 --> 00:15:31.120]  第二件事就是每三年獻十一
[00:15:31.120 --> 00:15:33.120]  這個和我們今天說的十一奉獻
[00:15:33.120 --> 00:15:34.120]  有相似的地方
[00:15:34.120 --> 00:15:36.120]  但不是完全相同
[00:15:36.120 --> 00:15:38.120]  都是針對他們作為一個
[00:15:38.120 --> 00:15:42.120]  遊牧民族進入了應許之地之後
[00:15:42.120 --> 00:15:45.120]  他們要有收成農作物
[00:15:45.120 --> 00:15:48.120]  在收成期結束的時候
[00:15:48.120 --> 00:15:50.120]  你要總算一下
[00:15:50.120 --> 00:15:54.120]  全年的收成十分之一歸給神
[00:15:54.120 --> 00:15:56.120]  但神在這裡提醒他們
[00:15:56.120 --> 00:16:00.120]  每三年你將這些收成總結了
[00:16:00.120 --> 00:16:02.120]  你要做一個清單
[00:16:02.120 --> 00:16:03.120]  像accounting一樣
[00:16:03.120 --> 00:16:05.120]  計算一下十分之一拿出來
[00:16:05.120 --> 00:16:07.120]  是給什麼人呢?
[00:16:07.120 --> 00:16:09.120]  他說是給城中的利尾人
[00:16:09.120 --> 00:16:11.120]  因為他們在聖所侍奉
[00:16:11.120 --> 00:16:13.120]  他們沒有自己的產業
[00:16:13.120 --> 00:16:15.120]  還有寄居者
[00:16:15.120 --> 00:16:19.120]  還有孤兒和寡婦
[00:16:19.120 --> 00:16:23.120]  這個和我們今天一脈相承都是一樣
[00:16:23.120 --> 00:16:25.120]  教會今天在這個地上存留的
[00:16:25.120 --> 00:16:28.120]  除了我們要講解神的話之外
[00:16:28.120 --> 00:16:30.120]  我們還要活出神的話
[00:16:30.120 --> 00:16:33.120]  帶給人間真正的愛
[00:16:33.120 --> 00:16:36.120]  我們去關顧貧窮人
[00:16:36.120 --> 00:16:39.120]  關顧我們社區裏面有需要的人
[00:16:39.120 --> 00:16:41.120]  關顧我們國家裏面
[00:16:41.120 --> 00:16:47.120]  仍然有很多活在水深火熱的民族
[00:16:47.120 --> 00:16:49.120]  或者一些群體
[00:16:49.120 --> 00:16:52.120]  我們要幫助他們脫貧
[00:16:52.120 --> 00:16:54.120]  我們看到這些所有的東西
[00:16:54.120 --> 00:16:56.120]  都是有聖經的根據
[00:16:56.120 --> 00:16:57.120]  我們要感恩
[00:16:57.120 --> 00:16:59.120]  這是第一段的聖經
[00:16:59.120 --> 00:17:00.120]  我們一起來讀
[00:17:00.120 --> 00:17:02.120]  第五到第九節
[00:17:02.120 --> 00:17:06.120]  「你要在耶和華你神面前告白說
[00:17:06.120 --> 00:17:09.120]  我的祖先原是一個流亡的阿蘭人
[00:17:09.120 --> 00:17:12.120]  帶著稀少的人丁下到埃及
[00:17:12.120 --> 00:17:16.120]  寄居在那裏他卻成了又大又強
[00:17:16.120 --> 00:17:18.120]  人數眾多的國
[00:17:18.120 --> 00:17:21.120]  埃及人惡待我們迫害我們
[00:17:21.120 --> 00:17:24.120]  又將苦功加在我們身上
[00:17:24.120 --> 00:17:28.120]  於是我們哀求耶和華我們列祖的神
[00:17:28.120 --> 00:17:31.120]  耶和華聽見我們的聲音
[00:17:31.120 --> 00:17:34.120]  看見我們所受的困苦
[00:17:34.120 --> 00:17:36.120]  奴役和欺壓
[00:17:36.120 --> 00:17:40.120]  耶和華就用大能的手和伸出來的膀臂
[00:17:40.120 --> 00:17:44.120]  以及大而可為的事和神蹟騎士
[00:17:44.120 --> 00:17:46.120]  領我們出了埃及
[00:17:46.120 --> 00:17:49.120]  將我們領進這地方
[00:17:49.120 --> 00:17:52.120]  擺這流乃與物之地
[00:17:52.120 --> 00:17:54.120]  賜給我們」
[00:17:54.120 --> 00:17:55.120]  很感恩
[00:17:55.120 --> 00:17:57.120]  我們看到這段經文的時候
[00:17:57.120 --> 00:17:59.120]  要給我們看見就是
[00:17:59.120 --> 00:18:02.120]  神祂自己的信實
[00:18:02.120 --> 00:18:07.120]  摩西要新一代的年輕人去看一看
[00:18:07.120 --> 00:18:10.120]  他們過往還未出生之前
[00:18:10.120 --> 00:18:14.120]  他們的父母他們的祖父母
[00:18:14.120 --> 00:18:17.120]  他們活在埃及地的時候
[00:18:17.120 --> 00:18:20.120]  他們有很多的欺壓
[00:18:20.120 --> 00:18:22.120]  但是他們哀求神的時候
[00:18:22.120 --> 00:18:24.120]  神聽見 神看見
[00:18:24.120 --> 00:18:28.120]  神就出手將他們從埃及維勞之家
[00:18:28.120 --> 00:18:31.120]  領進這個流乃與物應去之地
[00:18:31.120 --> 00:18:33.120]  這是上主的恩典
[00:18:33.120 --> 00:18:36.120]  每一次我們回顧我們的人生頂智媒
[00:18:36.120 --> 00:18:38.120]  不知道你有沒有感受到這件事
[00:18:38.120 --> 00:18:40.120]  你有沒有審查一下
[00:18:40.120 --> 00:18:43.120]  你自己今天有沒有心存感恩
[00:18:43.120 --> 00:18:46.120]  還是你只是在數算
[00:18:46.120 --> 00:18:50.120]  是你自己以為是靠你自己的努力
[00:18:50.120 --> 00:18:52.120]  就得到這一切成就嗎
[00:18:52.120 --> 00:18:53.120]  其實全部都不是
[00:18:53.120 --> 00:18:56.120]  我們今天要負我們的責任
[00:18:56.120 --> 00:18:57.120]  我們要努力
[00:18:57.120 --> 00:18:59.120]  無論你是讀書的
[00:18:59.120 --> 00:19:00.120]  你是工作的
[00:19:00.120 --> 00:19:02.120]  但是最終極的
[00:19:02.120 --> 00:19:04.120]  叫你能夠得到承傳
[00:19:04.120 --> 00:19:07.120]  完全是神的恩典
[00:19:07.120 --> 00:19:09.120]  當你有這一份體會的時候
[00:19:09.120 --> 00:19:11.120]  你再看下文
[00:19:11.120 --> 00:19:13.120]  在12-15節
[00:19:13.120 --> 00:19:14.120]  你就會看見
[00:19:14.120 --> 00:19:17.120]  上主不是叫我們去擁有那些恩典之後
[00:19:17.120 --> 00:19:19.120]  據為己有
[00:19:19.120 --> 00:19:21.120]  上主是要神的子民
[00:19:21.120 --> 00:19:24.120]  學習將這些的豐富與別人去分享
[00:19:24.120 --> 00:19:27.120]  所以祂在第12-15節
[00:19:27.120 --> 00:19:31.120]  每逢第三年你們捐十分之一的那一年
[00:19:31.120 --> 00:19:35.120]  將那些一切土產當中的十分之一
[00:19:35.120 --> 00:19:38.120]  分給利微人、寄居孤兒和寡婦
[00:19:38.120 --> 00:19:42.120]  這個重複在13節再一次提到
