
[00:00:00.000 --> 00:00:06.600]  各位早晨,我是KOLA,很高興可以跟大家分享訊息
[00:02:42.000 --> 00:02:48.000]  而是他們透過聖經,他們怎樣接觸呢?就是透過「聽」
[00:02:48.000 --> 00:02:53.000]  今天我們已經不需要只靠「聽」才能了解聖經
[00:02:53.000 --> 00:02:58.000]  更加理想地隨時都可以看你們的聖經
[00:02:58.000 --> 00:03:06.000]  而今天的經文是記載在以色列民即將要進入迦南地的一個時期
[00:03:06.000 --> 00:03:14.000]  裡面的內容將會成為他們進入迦南地之後很重要的生活指導
[00:03:14.000 --> 00:03:20.000]  雖然我們不是以色列民,但我們也是神的子民
[00:03:20.000 --> 00:03:30.000]  我們今天就去看看究竟這一節的經文是教我們怎樣去做我們的生活指南
[00:03:30.000 --> 00:03:39.000]  經文一開始就提到,將這一份生活指南給我們的是一位獨一的上帝
[00:03:39.000 --> 00:03:43.000]  獨一這個字其實可以有兩種解釋
[00:03:43.000 --> 00:03:50.000]  第一種解釋就是一種數量上的獨一,即是只有一個真神
[00:03:50.000 --> 00:03:53.000]  對於我們來說,這一句解釋很合理
[00:03:53.000 --> 00:04:04.000]  我們相信只有上帝才是真實的神,而其他都是假的神,都是人所造的神,不是真實的
[00:04:04.000 --> 00:04:10.000]  不過如果我們看多一點舊約,他的獨一除了是數量上的獨一之外
[00:04:10.000 --> 00:04:14.000]  其實說的是一種關係上的獨一
[00:04:14.000 --> 00:04:24.000]  即是縱使有很多其他的神也好,我們只會獨一和上帝有一種關係
[00:04:24.000 --> 00:04:32.000]  就好像一個比喻,例如有一個男人要結婚,他只會有一個老婆
[00:04:32.000 --> 00:04:38.000]  當他結婚之後,其他的女人不是會消失,也會存在
[00:04:38.000 --> 00:04:45.000]  但他只會和他的老婆產生這種愛和文約的關係
[00:04:45.000 --> 00:04:55.000]  而這一位我們要獨一關係的上帝,是要我們盡心盡性,盡力去愛的對象
[00:04:55.000 --> 00:05:00.000]  這一句經文,我想大家也不會是第一次聽
[00:05:00.000 --> 00:05:04.000]  因為在新約裏,其實耶穌也有用過
[00:05:04.000 --> 00:05:09.000]  就是在馬可福音12章,有一個文士問耶穌
[00:05:09.000 --> 00:05:12.000]  誡命裏面這一條是最大的
[00:05:12.000 --> 00:05:18.000]  耶穌就是用了生命記錄4-5節的經文來回答
[00:05:18.000 --> 00:05:25.000]  經文裏面說到,愛是其中一個信仰的核心
[00:05:25.000 --> 00:05:33.000]  經文提到我們要盡心盡性盡力去愛我們的上帝
[00:05:33.000 --> 00:05:37.000]  究竟什麼是盡心盡性盡力去愛呢?
[00:05:37.000 --> 00:05:40.000]  有些英文譯本會翻譯成
[00:05:40.000 --> 00:05:47.000]  You shall love the Lord your God with all your heart and with all your soul and with all your might
[00:05:47.000 --> 00:05:51.000]  All your heart 是盡心
[00:05:51.000 --> 00:05:56.000]  盡心不是一種感受,即是你不是去查漏
[00:05:56.000 --> 00:06:00.000]  我愛燒賣,我愛吃蝦餃
[00:06:00.000 --> 00:06:05.000]  它是在說你的思想意念,你在想的東西
[00:06:05.000 --> 00:06:10.000]  盡性,俞文是有性命的意思
[00:06:10.000 --> 00:06:15.000]  即是用盡你的命去愛上帝
[00:06:15.000 --> 00:06:21.000]  還有All your might,用盡你的力量,你的資源去愛上帝
[00:06:21.000 --> 00:06:25.000]  大家究竟有沒有用盡我們的思想
[00:06:25.000 --> 00:06:30.000]  我們整條命,我們的全部力量去愛上帝呢?
[00:06:30.000 --> 00:06:36.000]  大家現在可以拿出電話
[00:06:36.000 --> 00:06:41.000]  你可以打開設定,我不是叫大家打機或看影片
[00:06:41.000 --> 00:06:48.000]  打開設定,你可以看看你平時常用的App頭三位是什麼App
[00:06:48.000 --> 00:06:54.000]  我想有些人可能是YouTube,或者可能是Facebook,WhatsApp
[00:06:54.000 --> 00:07:00.000]  大家可以計算一下,一天有24小時,人人都只有24小時
[00:07:00.000 --> 00:07:07.000]  假設每天有8小時睡眠時間,每天三餐,每餐1小時
[00:07:07.000 --> 00:07:14.000]  剩下的13小時裡,你有多少時間真的去愛上帝呢?
[00:07:14.000 --> 00:07:21.000]  雖然時間沒有辦法完全去衡量我們愛的對象
[00:07:21.000 --> 00:07:28.000]  但是如果我們真的愛那樣東西,我們都會花時間和心機去愛
[00:07:28.000 --> 00:07:33.000]  但是如果透過我們手機,我們經常用的App來統計
[00:07:33.000 --> 00:07:38.000]  我們愛什麼?我們可能愛打機,我們愛看劇集
[00:07:38.000 --> 00:07:44.000]  我們愛買東西,我們很多東西都愛,就是可能我們不愛上帝
[00:07:44.000 --> 00:07:49.000]  又或者是我們不夠愛上帝
[00:07:49.000 --> 00:07:58.000]  而經文也提到,我們除了看聖經之外,其實也有很多我們可以做的事
[00:07:58.000 --> 00:08:04.000]  裡面說到,在六章的第一節提到
[00:08:04.000 --> 00:08:09.000]  「上帝所吩咐教訓你們的誡命、律例、典章
[00:08:09.000 --> 00:08:14.000]  使你們在所要過去得遺孽的地上遵行」
[00:08:14.000 --> 00:08:21.000]  愛上帝除了我們去靈修讀經之外,也是去遵行上帝的命令
[00:08:21.000 --> 00:08:26.000]  耶穌在約翰福音14章21節也這樣說
[00:08:26.000 --> 00:08:31.000]  「有了我的命令,有遵守的,這人就是愛我的」
[00:08:31.000 --> 00:08:37.000]  不過我們要遵守命令,第一步當然要知道命令的內容
[00:08:37.000 --> 00:08:44.000]  所以「事買而聽」這個字來命名其實相當有意思
[00:08:44.000 --> 00:08:48.000]  因為「聽」就是門徒生活的起點
[00:08:48.000 --> 00:08:51.000]  我們去接觸聖經,去了解上帝的真理
[00:08:51.000 --> 00:08:56.000]  是我們盡心盡力去愛上帝的開始
[00:08:56.000 --> 00:09:02.000]  在我洗禮之前,其實我自己也不是經常有這個靈修的習慣
[00:09:02.000 --> 00:09:05.000]  更加不要說盡心盡力去愛
[00:09:05.000 --> 00:09:11.000]  如果將聖經的教導成為我的生活指南的話
[00:09:11.000 --> 00:09:14.000]  我可能一星期也有一天能做到
[00:09:14.000 --> 00:09:20.000]  因為我至少有一天會回教會去敬拜,去讀經,去靈修
[00:09:20.000 --> 00:09:26.000]  但很明顯,一星期才有一天,就很明顯不是真的愛
[00:09:26.000 --> 00:09:28.000]  盡心盡力去愛
[00:09:28.000 --> 00:09:33.000]  如果你去表白,你跟你的對象說
[00:09:33.000 --> 00:09:37.000]  我真的很愛你,我會盡心盡力去愛你
[00:09:37.000 --> 00:09:44.000]  但是我很忙,一星期只能跟你一天聊一次電話,見一次面
[00:09:44.000 --> 00:09:48.000]  如果你這樣說,我想你也很難真的拍到拖
[00:09:48.000 --> 00:09:55.000]  盡心盡力的愛,不是說一星期只有一天的愛
[00:09:55.000 --> 00:10:01.000]  而是說你每時每分每刻都要去想,去愛
[00:10:02.000 --> 00:10:06.000]  其實我們聽到這裡,可能也會覺得很難
[00:10:06.000 --> 00:10:08.000]  我們怎樣可以做到呢?
[00:10:08.000 --> 00:10:12.000]  我們平時又要讀書,又要上班,又要工作
[00:10:12.000 --> 00:10:17.000]  但是經文裡面就是叫我們要這樣去愛
[00:10:17.000 --> 00:10:20.000]  有時我們不夠愛上帝
[00:10:20.000 --> 00:10:25.000]  其實是我們還未明白上帝有多愛我們
[00:10:25.000 --> 00:10:30.000]  而我們透過去聽聖經,即是去了解聖經裡面的內容
[00:10:30.000 --> 00:10:35.000]  是對於我們去了解上帝有多愛我們,是非常有幫助的
[00:10:35.000 --> 00:10:40.000]  要看完整本聖經很厚,可能一年我們也未必做到
[00:10:40.000 --> 00:10:44.000]  但是大家有沒有想過,為什麼聖經要這麼厚呢?
[00:10:44.000 --> 00:10:47.000]  為什麼不可以薄一點?為什麼是66卷書呢?
[00:10:47.000 --> 00:10:51.000]  其實聖經是不需要這麼厚的
[00:10:51.000 --> 00:10:54.000]  其實原先只要有頭兩章就足夠
[00:10:54.000 --> 00:10:57.000]  就是創世紀的頭兩章
[00:10:57.000 --> 00:11:00.000]  裡面就是講到神的創造
[00:11:00.000 --> 00:11:06.000]  而去到第三章,內容就是講到人類犯罪
[00:11:06.000 --> 00:11:09.000]  如果我們完整看聖經的話
[00:11:09.000 --> 00:11:13.000]  我們就會發現,其實人是不停地在歷史裡面
[00:11:13.000 --> 00:11:15.000]  不停地犯罪
[00:11:15.000 --> 00:11:20.000]  一次又一次地令到我們愛我們的神傷心
[00:11:20.000 --> 00:11:23.000]  但是同樣我們也會發現
[00:11:23.000 --> 00:11:27.000]  神的恩典和憐憫從來沒有離開過
[00:11:27.000 --> 00:11:31.000]  聖經之所以這麼厚,其實就是讓我們看到
[00:11:31.000 --> 00:11:36.000]  神的恩典和憐憫,如何在人的身上不停地出現
[00:11:36.000 --> 00:11:40.000]  我不知道大家有沒有聽過一首詩歌
[00:11:40.000 --> 00:11:43.000]  叫做《冥冥我緣不可愛》
[00:11:43.000 --> 00:11:46.000]  我很喜歡裡面的歌詞
[00:11:46.000 --> 00:11:50.000]  因為我唱歌不好聽,我就不唱,讀給大家聽
[00:11:50.000 --> 00:11:53.000]  裡面是這樣說
[00:12:18.000 --> 00:12:21.000]  我每一次聽這首詩歌的時候
[00:12:21.000 --> 00:12:24.000]  都被詩歌的歌詞裡面再次提醒
[00:12:24.000 --> 00:12:29.000]  其實神愛我們不是在我們有多好
[00:12:29.000 --> 00:12:31.000]  多可愛才愛我們
[00:12:31.000 --> 00:12:34.000]  其實我們明明緣不可愛
[00:12:34.000 --> 00:12:37.000]  但是當我們在最污穢、最噁心
[00:12:37.000 --> 00:12:40.000]  最不令人喜愛的時候
[00:12:40.000 --> 00:12:43.000]  神就已經愛我們
[00:12:43.000 --> 00:12:47.000]  要去愛那些可愛的人
[00:12:47.000 --> 00:12:49.000]  要去愛那些愛我們的人
[00:12:49.000 --> 00:12:52.000]  可能我們都會做到,也不算很難
[00:12:52.000 --> 00:12:55.000]  但是就是愛那些不可愛的人
[00:12:55.000 --> 00:12:58.000]  愛那些甚至不愛我們的人
[00:12:58.000 --> 00:13:01.000]  是非常難,是很難才做到
[00:13:01.000 --> 00:13:06.000]  但是神就在我們明明緣不可愛的時候
[00:13:06.000 --> 00:13:08.000]  就愛我們
[00:13:08.000 --> 00:13:11.000]  祂甚至安排祂的愛子耶穌
[00:13:11.000 --> 00:13:14.000]  來為我們死
[00:13:15.000 --> 00:13:18.000]  每一次想到耶穌的犧牲的愛
[00:13:18.000 --> 00:13:22.000]  其實就是令我可以去愛身邊的人
[00:13:22.000 --> 00:13:25.000]  也令我更加愛上帝
[00:13:25.000 --> 00:13:29.000]  因為我知道,其實不是我有多好才愛我
[00:13:29.000 --> 00:13:35.000]  而是我很噁心、很骯髒、很不值得被愛的時候
[00:13:35.000 --> 00:13:37.000]  祂已經愛我
[00:13:37.000 --> 00:13:42.000]  今天的經文也有說到
[00:13:42.000 --> 00:13:45.000]  在六章六至七節這樣說
[00:13:45.000 --> 00:13:50.000]  我今天所吩咐你的話都要記在心上
[00:13:50.000 --> 00:13:53.000]  也要殷勤教訓你的兒女
[00:13:53.000 --> 00:13:57.000]  無論坐在家裡
[00:13:57.000 --> 00:14:00.000]  走在路上、躺在床上、起來
[00:14:00.000 --> 00:14:02.000]  都要談論
[00:14:02.000 --> 00:14:05.000]  簡單來說
[00:14:05.000 --> 00:14:10.000]  聖經除了叫我們要將上帝的話語放在心裡之外
[00:14:10.000 --> 00:14:15.000]  同時也要將這些話語交給下一代
[00:14:15.000 --> 00:14:18.000]  可能對我們在座的人來說都很遙遠
[00:14:18.000 --> 00:14:20.000]  我們可能連拍拖都還沒拍
[00:14:20.000 --> 00:14:23.000]  更加不要說要交給下一代
[00:14:23.000 --> 00:14:28.000]  不過在第七節的內容對我們密切很多
[00:14:28.000 --> 00:14:34.000]  它說,無論坐在家裡、走在路上、躺在床上、起來
[00:14:34.000 --> 00:14:37.000]  都要談論上帝的話
[00:14:38.000 --> 00:14:42.000]  我不知道大家有多著緊
[00:14:42.000 --> 00:14:46.000]  有多多時間將上帝的話放在心裡
[00:14:46.000 --> 00:14:49.000]  不停思想、不停去想
[00:14:49.000 --> 00:14:53.000]  可能大家都未必做到
[00:14:53.000 --> 00:14:56.000]  大家可能都覺得,怎麼可能做到呢?
[00:14:56.000 --> 00:15:00.000]  我平時又忙,又要做項目,又要溫習
[00:15:00.000 --> 00:15:04.000]  我沒可能可以每時每分都做到
[00:15:05.000 --> 00:15:09.000]  不過,我不知道大家有沒有看過一個views
[00:15:09.000 --> 00:15:12.000]  叫做...可不可以幫我下一頁
[00:15:12.000 --> 00:15:19.000]  有一個views叫做,如果煲劇是聖經
[00:15:19.000 --> 00:15:22.000]  我截圖了,大家可以先看一看
[00:15:22.000 --> 00:15:28.000]  這段片沒有聲音,大家想看有聲音可以再找這段片
[00:15:29.000 --> 00:15:32.000]  裡面當然用了一種誇張的方法
[00:15:32.000 --> 00:15:35.000]  來講我們如何看聖經多一點
[00:15:35.000 --> 00:15:40.000]  可能一開始覺得很難,怎麼做到呢?
[00:15:40.000 --> 00:15:43.000]  但其實我們經常都拿著電話
[00:15:43.000 --> 00:15:46.000]  如果我們計算每天用多少電話
[00:15:46.000 --> 00:15:49.000]  其實可能用八個小時、六個小時
[00:15:49.000 --> 00:15:52.000]  其實很多很多時間我們都拿著電話
[00:15:52.000 --> 00:15:57.000]  如果我們肯,其實一樣可以將上帝的話
[00:15:57.000 --> 00:16:01.000]  放在我們心裡,不停思想,不停去想
[00:16:01.000 --> 00:16:04.000]  大家不知道有沒有試過
[00:16:04.000 --> 00:16:07.000]  好像煲劇一樣來煲我們的聖經
[00:16:07.000 --> 00:16:13.000]  大家可以試試右上角看一次我們的聖經
[00:16:13.000 --> 00:16:17.000]  你可以看到的是,神不停在歷史舞台裡
[00:16:17.000 --> 00:16:21.000]  將他的恩典和憐憫不停地給我們
[00:16:21.000 --> 00:16:26.000]  其實聖經裡面有很多東西叫我們去做
[00:16:26.000 --> 00:16:28.000]  我們偏偏又沒有做
[00:16:28.000 --> 00:16:31.000]  很多東西叫我們不要做,我們又偏偏去做
[00:16:31.000 --> 00:16:36.000]  很多時間因為我們都沒有將這本聖經放在我們心裡
[00:16:36.000 --> 00:16:41.000]  聖經不是像小說一樣,我們看完就算了
[00:16:41.000 --> 00:16:45.000]  而是真的需要將裡面的內容放在我們心裡
[00:16:45.000 --> 00:16:50.000]  也需要我們多拿一點時間去看這本聖經
[00:16:50.000 --> 00:16:55.000]  各位,我們今天可以多看這本聖經
[00:16:55.000 --> 00:16:58.000]  將裡面的內容記在我們心裡
[00:16:58.000 --> 00:17:03.000]  為了大家可以培養閱讀聖經的習慣
[00:17:03.000 --> 00:17:06.000]  我也有一點點的方法希望可以幫到大家
[00:17:06.000 --> 00:17:10.000]  有一本書叫做《原子習慣》
[00:17:10.000 --> 00:17:13.000]  它是這幾年在書店裡很暢銷的書
[00:17:13.000 --> 00:17:18.000]  這本書就是教人們怎樣可以培養習慣
[00:17:18.000 --> 00:17:22.000]  書裡面提到我們有時候很難有習慣
[00:17:22.000 --> 00:17:25.000]  可以養成習慣主要有兩個原因
[00:17:25.000 --> 00:17:30.000]  第一個原因就是我們改變的對象不對
[00:17:30.000 --> 00:17:34.000]  而第二個就是我們改變的方式不對
[00:17:34.000 --> 00:17:38.000]  我們先說說改變的對象不對是怎樣
[00:17:38.000 --> 00:17:43.000]  書裡面提到改變可以分三個層面
[00:17:43.000 --> 00:17:47.000]  第一個層面就是關注你改變的目標
[00:17:47.000 --> 00:17:53.000]  假如我想減肥,減肥可能瘦十公斤就是我的目標
[00:17:53.000 --> 00:17:58.000]  第二層就是關注這個過程
[00:17:58.000 --> 00:18:04.000]  如果我想減肥的話,過程就是我去做運動
[00:18:04.000 --> 00:18:08.000]  第三層就是身份認同
[00:18:08.000 --> 00:18:12.000]  我相信我是一個愛做運動健康的人
[00:18:14.000 --> 00:18:22.000]  但我們經常把目標放在目標,然後到過程
[00:18:22.000 --> 00:18:24.000]  最後到我們的身份認同
[00:18:24.000 --> 00:18:29.000]  但書裡面就說其實我們很難去做到
[00:18:29.000 --> 00:18:33.000]  我們正確培養習慣就是應該調轉
[00:18:33.000 --> 00:18:36.000]  先由我們的身份認同開始著手
[00:18:36.000 --> 00:18:43.000]  假設我想每個星期都可以準時回教會早起
[00:18:44.000 --> 00:18:50.000]  我的身份認同就是我要相信自己是一個早起健康的人
[00:18:50.000 --> 00:18:54.000]  過程就是我們會多點教鬧鐘
[00:18:54.000 --> 00:19:00.000]  最後成功令我們的目標可以準時回到教會
[00:19:00.000 --> 00:19:06.000]  如果我們將這個方法放在培養靈修的習慣裡
[00:19:06.000 --> 00:19:11.000]  我們的目標就是要去改變我們的身份認同
[00:19:11.000 --> 00:19:15.000]  就是要相信自己是一個愛神的基督徒
[00:19:15.000 --> 00:19:19.000]  而為了建立這種身份認同
[00:19:19.000 --> 00:19:22.000]  我們就要多點去看聖經
[00:19:22.000 --> 00:19:25.000]  慢慢就可以培養靈修的習慣
[00:19:25.000 --> 00:19:32.000]  而本書也有提到除了改變的對象之外
[00:19:32.000 --> 00:19:34.000]  就是改變的過程
[00:19:34.000 --> 00:19:37.000]  它裡面就說了四個步驟
[00:19:38.000 --> 00:19:44.000]  但因為時間關係我今天就只著手在第一個步驟
[00:19:44.000 --> 00:19:46.000]  就是提示
[00:19:46.000 --> 00:19:54.000]  裡面就說提示就是觸發行動的訊號
[00:19:54.000 --> 00:19:58.000]  就是你每次看到的提示就會令你很想去做
[00:19:58.000 --> 00:20:03.000]  本書裡面就有一個例子
[00:20:03.000 --> 00:20:06.000]  它說到有一間很繁忙的醫院裡面
[00:20:06.000 --> 00:20:09.000]  它為了令病人可以更加健康
[00:20:09.000 --> 00:20:13.000]  喝少點可樂喝多點水
[00:20:13.000 --> 00:20:15.000]  它做了一個方法
[00:20:15.000 --> 00:20:18.000]  就是將水放在一些當眼的位置
[00:20:18.000 --> 00:20:21.000]  就是可能你一進去就看到的地方
[00:20:21.000 --> 00:20:25.000]  而經過六個月的實驗之後
[00:20:25.000 --> 00:20:29.000]  水的銷量上升了25%
[00:20:29.000 --> 00:20:33.000]  而汽水的銷量是跌了10%
[00:20:33.000 --> 00:20:39.000]  研究證實了環境的提示是幫助我們培養習慣
[00:20:39.000 --> 00:20:44.000]  也就是說如果聖經有一個YouTube的頻道
[00:20:44.000 --> 00:20:47.000]  又或者好像IG帳號那樣
[00:20:47.000 --> 00:20:50.000]  那你有沒有跟蹤它呢?
[00:20:50.000 --> 00:20:55.000]  我們平時有多少時間真的有跟蹤我們的聖經
[00:20:55.000 --> 00:20:58.000]  又等我們的聖經提醒我們去讀呢?
[00:20:58.000 --> 00:21:02.000]  可能現在大家都喜歡用手機的聖經APP
[00:21:02.000 --> 00:21:04.000]  而不是用紙本的聖經
[00:21:04.000 --> 00:21:07.000]  手機APP其實就可以開很多通知提示
[00:21:07.000 --> 00:21:10.000]  不知道大家有沒有開呢?
[00:21:10.000 --> 00:21:18.000]  經文是在六章的八節九節這樣說
[00:21:18.000 --> 00:21:21.000]  也要繫在手上為記號
[00:21:21.000 --> 00:21:24.000]  戴在額上為經文
[00:21:24.000 --> 00:21:27.000]  又要寫在你們房屋的門框上
[00:21:27.000 --> 00:21:30.000]  並你的城門上
[00:21:31.000 --> 00:21:38.000]  經文提醒我們要將經文戴在手上
[00:21:38.000 --> 00:21:41.000]  也要戴在額頭上
[00:21:41.000 --> 00:21:44.000]  又說要寫在房屋的門框上
[00:21:44.000 --> 00:21:45.000]  城門上
[00:21:45.000 --> 00:21:50.000]  這些地方都是我們平時很容易看到的地方
[00:21:50.000 --> 00:21:52.000]  你每一次回到家裡
[00:21:52.000 --> 00:21:55.000]  你出入都會看到自己的門框
[00:21:55.000 --> 00:21:57.000]  聖經其實早就提醒我們
[00:21:57.000 --> 00:22:02.000]  要將這些經文放在我們很容易著緊的地方
[00:22:02.000 --> 00:22:05.000]  我們要去改變我們的習慣
[00:22:05.000 --> 00:22:07.000]  改變我們的方式
[00:22:07.000 --> 00:22:09.000]  放多些提示在我們心裡
[00:22:09.000 --> 00:22:13.000]  就好像我們很喜歡用手機來靈修
[00:22:13.000 --> 00:22:16.000]  如果我們要去多些靈修
[00:22:16.000 --> 00:22:17.000]  多些提示
[00:22:17.000 --> 00:22:19.000]  大家不妨試一下
[00:22:19.000 --> 00:22:22.000]  將你經常用的下面的四個APP
[00:22:22.000 --> 00:22:24.000]  你試一下改掉四個都是聖經APP
[00:22:24.000 --> 00:22:27.000]  將四個聖經APP放在最底
[00:22:27.000 --> 00:22:30.000]  你就會經常看到
[00:22:30.000 --> 00:22:32.000]  經常提醒你
[00:22:32.000 --> 00:22:35.000]  雖然這種方法好像很搞笑
[00:22:35.000 --> 00:22:38.000]  但其實也真的有用
[00:22:38.000 --> 00:22:42.000]  就好像剛剛提到書中的實驗
[00:22:42.000 --> 00:22:45.000]  你每一次看到聖經APP
[00:22:45.000 --> 00:22:46.000]  就提醒自己
[00:22:46.000 --> 00:22:48.000]  我靈修了沒有?
[00:22:48.000 --> 00:22:52.000]  我今天放了多少時間在聖經的話語上?
[00:22:52.000 --> 00:22:55.000]  我們透過很多不同的方法
[00:22:55.000 --> 00:22:57.000]  再多些再多些
[00:22:57.000 --> 00:23:01.000]  將聖經在我們心裡擺出來
[00:23:01.000 --> 00:23:05.000]  就好像大家喜歡用紙本的聖經
[00:23:05.000 --> 00:23:07.000]  大家可以放在我們書桌上
[00:23:07.000 --> 00:23:11.000]  你不要再放在櫃桶或書櫃的角落
[00:23:11.000 --> 00:23:14.000]  可能你甚至要擔一張椅子才能拿到的地方
[00:23:14.000 --> 00:23:17.000]  我們越容易看到我們的聖經
[00:23:17.000 --> 00:23:19.000]  就越多提醒我們
[00:23:19.000 --> 00:23:22.000]  要多些著緊神的話語
[00:23:22.000 --> 00:23:27.000]  神的話是我們要多些去接觸
[00:23:27.000 --> 00:23:29.000]  多些去思想
[00:23:29.000 --> 00:23:33.000]  今天我們也透過
[00:23:33.000 --> 00:23:37.000]  《生命記》六章的經文
[00:23:37.000 --> 00:23:40.000]  四至九節經文去提醒我們
[00:23:40.000 --> 00:23:44.000]  我們真的要多些聽聖經的內容
[00:23:44.000 --> 00:23:48.000]  而且我們要盡心盡力去愛我們的上帝
[00:23:48.000 --> 00:23:50.000]  我們的思想意念
[00:23:50.000 --> 00:23:53.000]  都要多些在上帝的話語上
[00:23:53.000 --> 00:23:58.000]  我們也要多些去養成靈修的習慣
[00:23:58.000 --> 00:24:01.000]  做完我們今天開始
[00:24:01.000 --> 00:24:03.000]  多些去看聖經
[00:24:03.000 --> 00:24:05.000]  多些去靈修
[00:24:05.000 --> 00:24:08.000]  我們也一起有禱告的時間
[00:24:08.000 --> 00:24:12.000]  所謂的天父
[00:24:12.000 --> 00:24:15.000]  感謝祢將祢寶貴的話語
[00:24:15.000 --> 00:24:17.000]  交到給我們
[00:24:17.000 --> 00:24:19.000]  主啊
[00:24:19.000 --> 00:24:23.000]  我們也需要盡心盡力地去愛祢
[00:24:23.000 --> 00:24:26.000]  有時真的很難做到
[00:24:26.000 --> 00:24:30.000]  主也求祢幫助我們
[00:24:30.000 --> 00:24:32.000]  透過多些去靈修讀經
[00:24:32.000 --> 00:24:35.000]  多些去看到主有多麼愛我們
[00:24:35.000 --> 00:24:37.000]  祢的恩典和憐憫
[00:24:37.000 --> 00:24:40.000]  是怎樣一次又一次地出現
[00:24:40.000 --> 00:24:42.000]  主也求祢幫助我們
[00:24:42.000 --> 00:24:44.000]  有靈修的習慣
[00:24:44.000 --> 00:24:47.000]  讓我們可以更多去閱讀聖經
[00:24:47.000 --> 00:24:51.000]  更多放多些時間在祢的話語裏
[00:24:51.000 --> 00:24:53.000]  更多著緊祢的話
[00:24:53.000 --> 00:24:55.000]  更多談論祢的話
[00:24:55.000 --> 00:24:57.000]  更多的思想
[00:24:57.000 --> 00:24:59.000]  求祢幫助我們
[00:24:59.000 --> 00:25:00.000]  願上禱告
[00:25:00.000 --> 00:25:01.000]  交上
[00:25:01.000 --> 00:25:03.000]  奉我主耶穌基督的聖名祈求
[00:25:03.000 --> 00:25:04.000]  阿門
[00:25:04.000 --> 00:25:04.500]  阿姆
[00:25:04.500 --> 00:25:07.500]  (字幕由 Amara.org 社群提供)

