
[00:00:00.000 --> 00:00:02.800]  在過去這兩三年的時間裡
[00:02:43.200 --> 00:02:46.400]  神的心意還是旨意很難明白
[00:02:46.400 --> 00:02:48.000]  但這裡呢
[00:02:48.000 --> 00:02:50.000]  保羅特別指出來說
[00:02:50.000 --> 00:02:52.000]  每一位信徒
[00:02:52.000 --> 00:02:56.000]  就是神對每一位信徒的旨意是什麼
[00:02:56.000 --> 00:02:58.400]  他這裡說的特別清楚是什麼
[00:02:58.400 --> 00:03:01.400]  其實就是常常喜樂不住的禱告
[00:03:01.400 --> 00:03:02.800]  凡事謝恩
[00:03:02.800 --> 00:03:05.400]  這個就是向我們所定的旨意
[00:03:05.400 --> 00:03:06.600]  那可以
[00:03:06.600 --> 00:03:08.000]  我可能
[00:03:08.000 --> 00:03:09.200]  我不知道
[00:03:09.200 --> 00:03:10.600]  特別也把那個
[00:03:10.600 --> 00:03:12.000]  原來的這個文字
[00:03:12.000 --> 00:03:13.200]  希臘文字也寫出來
[00:03:13.200 --> 00:03:14.400]  就是
[00:03:14.400 --> 00:03:16.000]  想大家
[00:03:16.000 --> 00:03:17.400]  我跟大家說是什麼意思
[00:03:17.400 --> 00:03:19.800]  就是這三節的經文
[00:03:19.800 --> 00:03:22.800]  它是把這個副詞跟藉詞短語
[00:03:22.800 --> 00:03:23.400]  都放在前面
[00:03:23.400 --> 00:03:28.600]  就是將這個常常不住的凡事
[00:03:28.600 --> 00:03:30.400]  都放在最前面
[00:03:30.400 --> 00:03:31.800]  就表示強調
[00:03:31.800 --> 00:03:39.800]  先說一下這個談到凡事謝恩的這個凡事
[00:03:39.800 --> 00:03:41.800]  這裡說的指的是什麼
[00:03:41.800 --> 00:03:44.800]  就是說任何的事情
[00:03:44.800 --> 00:03:46.800]  或者說所有的處境當中
[00:03:46.800 --> 00:03:48.800]  都應當向神感恩
[00:03:48.800 --> 00:03:50.200]  他說凡事嘛
[00:03:50.200 --> 00:03:50.800]  對吧
[00:03:50.800 --> 00:03:51.400]  好嘛
[00:03:51.400 --> 00:03:53.200]  那如果說假設
[00:03:53.200 --> 00:03:55.000]  假設我今天出門
[00:03:55.000 --> 00:03:57.800]  遇到一個車禍
[00:03:57.800 --> 00:04:01.000]  完了我被撞成重傷了
[00:04:01.000 --> 00:04:02.400]  那我要感恩嗎
[00:04:02.400 --> 00:04:05.400]  要啊
[00:04:05.400 --> 00:04:06.800]  你們都很有信心
[00:04:06.800 --> 00:04:13.400]  或者我今日出門被人搶劫了
[00:04:13.400 --> 00:04:14.800]  我也要感恩嗎
[00:04:14.800 --> 00:04:16.800]  大家都要還是不要
[00:04:16.800 --> 00:04:18.800]  有的要有的不要
[00:04:18.800 --> 00:04:20.800]  要抑或不要呢
[00:04:20.800 --> 00:04:22.400]  那給大家講一個故事
[00:04:22.400 --> 00:04:23.600]  要是因為什麼
[00:04:23.600 --> 00:04:24.800]  不要是因為什麼
[00:04:24.800 --> 00:04:25.800]  OK
[00:04:25.800 --> 00:04:27.800]  好
[00:04:27.800 --> 00:04:31.800]  我知道大家心裡可能在想著各自的一個回應
[00:04:31.800 --> 00:04:33.800]  那給大家看一個故事吧
[00:04:33.800 --> 00:04:36.800]  據說這個羅斯福總統
[00:04:36.800 --> 00:04:39.800]  他還未擔上美國總統的時候
[00:04:39.800 --> 00:04:42.800]  有一次他家裡遇到這個竊賊
[00:04:42.800 --> 00:04:44.800]  就家中的很多的財物呢
[00:04:44.800 --> 00:04:46.800]  就被人偷去
[00:04:46.800 --> 00:04:49.800]  那當這個是一個不太好的事情
[00:04:49.800 --> 00:04:50.800]  什麼東西被偷了
[00:04:50.800 --> 00:04:52.800]  那當然朋友呢
[00:04:52.800 --> 00:04:54.800]  就會寫信去安慰他
[00:04:54.800 --> 00:04:56.800]  那羅斯福的回信呢
[00:04:56.800 --> 00:04:57.800]  就很有意思
[00:04:57.800 --> 00:04:59.800]  他說
[00:04:59.800 --> 00:05:01.800]  謝謝你的來信
[00:05:01.800 --> 00:05:04.800]  我現在心中很平靜
[00:05:04.800 --> 00:05:06.800]  因為第一
[00:05:06.800 --> 00:05:09.800]  竊賊只偷去我的財物
[00:05:09.800 --> 00:05:11.800]  並沒有傷害我的生命
[00:05:11.800 --> 00:05:13.800]  第二
[00:05:13.800 --> 00:05:15.800]  竊賊只偷走部分的東西
[00:05:15.800 --> 00:05:17.800]  而非全部
[00:05:17.800 --> 00:05:18.800]  好
[00:05:18.800 --> 00:05:19.800]  第三
[00:05:19.800 --> 00:05:21.800]  最值得慶幸的是什麼
[00:05:21.800 --> 00:05:23.800]  做賊的是他不是我
[00:05:23.800 --> 00:05:27.800]  好
[00:05:27.800 --> 00:05:30.800]  所以羅斯福總統在家中被盜這件事情上
[00:05:30.800 --> 00:05:32.800]  他看見的是什麼
[00:05:32.800 --> 00:05:34.800]  以至於他可以感恩呢
[00:05:34.800 --> 00:05:38.800]  他看見的是
[00:05:38.800 --> 00:05:41.800]  神所保守於他的
[00:05:41.800 --> 00:05:43.800]  為他所存留的這一切
[00:05:43.800 --> 00:05:46.800]  那麼我們在我們的日常生活中
[00:05:46.800 --> 00:05:48.800]  我們可以看見什麼
[00:05:48.800 --> 00:05:52.800]  以至於我們可以凡事謝恩呢
[00:05:52.800 --> 00:05:54.800]  當然可能我們會說
[00:05:54.800 --> 00:05:56.800]  我所遭受的太沉重
[00:05:56.800 --> 00:05:59.800]  我感恩不出來
[00:05:59.800 --> 00:06:00.800]  是的
[00:06:00.800 --> 00:06:03.800]  如果我們只是定精在我們自己所遭遇
[00:06:03.800 --> 00:06:06.800]  所經歷的不好啊
[00:06:06.800 --> 00:06:07.800]  困境啊
[00:06:07.800 --> 00:06:09.800]  只看見我們所沒有
[00:06:09.800 --> 00:06:11.800]  所缺失的東西
[00:06:11.800 --> 00:06:14.800]  確實很多時候我們感恩不出來
[00:06:14.800 --> 00:06:16.800]  如果我們把我們的眼光
[00:06:16.800 --> 00:06:19.800]  放在周圍的環境
[00:06:19.800 --> 00:06:23.800]  我們的心緒只會被環境牽著走
[00:06:23.800 --> 00:06:25.800]  在環境好的時候啊
[00:06:25.800 --> 00:06:27.800]  比如說我工作啊
[00:06:27.800 --> 00:06:28.800]  順利啦
[00:06:28.800 --> 00:06:29.800]  不錯啦
[00:06:29.800 --> 00:06:32.800]  家人及跟自己的身體狀況都還好
[00:06:32.800 --> 00:06:34.800]  我覺得日子還不錯的時候
[00:06:34.800 --> 00:06:37.800]  相對來說可能容易感恩一些
[00:06:37.800 --> 00:06:39.800]  如果環境變換
[00:06:39.800 --> 00:06:43.800]  突然被裁員失去了工作
[00:06:43.800 --> 00:06:45.800]  同時家中老人又疾病纏身
[00:06:45.800 --> 00:06:47.800]  經常出入醫院
[00:06:47.800 --> 00:06:52.800]  那個時候我們心中還有平安嗎
[00:06:52.800 --> 00:06:55.800]  我們是否失去了內心的平安
[00:06:55.800 --> 00:06:57.800]  當然我相信作為一個
[00:06:57.800 --> 00:06:58.800]  一般普通人
[00:06:58.800 --> 00:07:00.800]  我們的正常反應
[00:07:00.800 --> 00:07:03.800]  可能心裡會有很多的不安焦慮
[00:07:03.800 --> 00:07:06.800]  但如果作為神的兒女
[00:07:06.800 --> 00:07:10.800]  我們可以有什麼不一樣呢
[00:07:10.800 --> 00:07:12.800]  我們不一樣
[00:07:12.800 --> 00:07:15.800]  是因為我們不是被周圍的環境
[00:07:15.800 --> 00:07:16.800]  牽著鼻子走
[00:07:16.800 --> 00:07:19.800]  我們可以超越這一切的環境
[00:07:19.800 --> 00:07:23.800]  我們的感恩是因為我們可以仰望
[00:07:23.800 --> 00:07:27.800]  那位篡始成中的耶穌
[00:07:27.800 --> 00:07:31.800]  而不是被外在的環境所左右
[00:07:31.800 --> 00:07:35.800]  當我們可以定睛看耶穌的時候
[00:07:35.800 --> 00:07:38.800]  我們才有力量感恩
[00:07:38.800 --> 00:07:43.800]  接著跟感恩相關的金門
[00:07:43.800 --> 00:07:46.800]  是什麼
[00:07:46.800 --> 00:07:51.800]  就是而且還要常常的喜樂
[00:07:51.800 --> 00:07:53.800]  就是相聯繫的是喜樂
[00:07:53.800 --> 00:07:54.800]  保羅用命
[00:07:54.800 --> 00:07:56.800]  其實要常常喜樂
[00:07:56.800 --> 00:07:59.800]  這裡是用的是一個命令的語氣
[00:07:59.800 --> 00:08:01.800]  就要常常喜樂
[00:08:01.800 --> 00:08:03.800]  在今日的社會當中
[00:08:03.800 --> 00:08:05.800]  我想我們要保持不鬱悶
[00:08:05.800 --> 00:08:07.800]  已經都很不容易了
[00:08:07.800 --> 00:08:08.800]  是吧
[00:08:08.800 --> 00:08:10.800]  有人偷笑
[00:08:10.800 --> 00:08:13.800]  那如何才能有喜樂呢
[00:08:13.800 --> 00:08:15.800]  而且還要常常的喜樂
[00:08:15.800 --> 00:08:19.800]  如何才能得到那樣喜樂的心呢
[00:08:19.800 --> 00:08:21.800]  之前就是我
[00:08:21.800 --> 00:08:23.800]  今天已經到貼前第五章
[00:08:23.800 --> 00:08:25.800]  在貼前第一章六節的時候
[00:08:25.800 --> 00:08:26.800]  大家如果還有印象
[00:08:26.800 --> 00:08:28.800]  裡面說什麼
[00:08:28.800 --> 00:08:30.800]  貼前信徒在大難之中
[00:08:30.800 --> 00:08:32.800]  在艱難的困境中
[00:08:32.800 --> 00:08:36.800]  悶了聖靈所賜的喜樂
[00:08:36.800 --> 00:08:38.800]  這喜樂是從聖靈
[00:08:38.800 --> 00:08:40.800]  靈裡面而生發出來的
[00:08:40.800 --> 00:08:44.800]  在任何的處境中都可以感恩喜樂
[00:08:44.800 --> 00:08:46.800]  是因為我們在各樣的處境中
[00:08:46.800 --> 00:08:49.800]  能夠看見神的作為
[00:08:49.800 --> 00:08:52.800]  在烏雲密布的環境中
[00:08:52.800 --> 00:08:56.800]  看見雲上面的太陽還在
[00:08:56.800 --> 00:08:59.800]  我不知道大家可能應該是聽過
[00:08:59.800 --> 00:09:00.800]  海倫·凱勒的故事
[00:09:00.800 --> 00:09:02.800]  是不是大家都聽過
[00:09:02.800 --> 00:09:04.800]  我看很多人點頭
[00:09:04.800 --> 00:09:09.800]  他是先天失聰且失明的海倫·凱勒
[00:09:09.800 --> 00:09:12.800]  在他的自傳中有下面幾段話
[00:09:12.800 --> 00:09:14.800]  我給大家讀
[00:09:14.800 --> 00:09:16.800]  或者你可以閉上眼睛也好
[00:09:16.800 --> 00:09:18.800]  或者傾聽去想像那幅畫面
[00:09:18.800 --> 00:09:20.800]  他說的幾段話
[00:09:20.800 --> 00:09:23.800]  我想跟大家讀一下
[00:09:23.800 --> 00:09:27.800]  他說我早在很久以前就知道
[00:09:27.800 --> 00:09:30.800]  也相信很多看得見的人
[00:09:30.800 --> 00:09:33.800]  其實什麼也看不見
[00:09:33.800 --> 00:09:34.800]  我心想
[00:09:34.800 --> 00:09:37.800]  怎麼可能在樹林裡走了一個小時
[00:09:37.800 --> 00:09:42.800]  卻看不到任何值得注意的東西
[00:09:42.800 --> 00:09:45.800]  看不見的我是用手摸
[00:09:45.800 --> 00:09:50.800]  就能得到許多好玩又有趣的事物
[00:09:50.800 --> 00:09:56.800]  我感覺到樹葉精緻細膩的對稱美
[00:09:56.800 --> 00:10:00.800]  我帶著愛意撫過光滑的白華樹皮
[00:10:00.800 --> 00:10:03.800]  和粗糙的松樹皮
[00:10:03.800 --> 00:10:08.800]  春日時分我滿懷希望地撫摸樹枝
[00:10:08.800 --> 00:10:12.800]  尋找青綠的葉芽
[00:10:12.800 --> 00:10:17.800]  這是大自然冬眠後甦醒的第一個象徵
[00:10:17.800 --> 00:10:22.800]  我如絲綢柔滑美妙的質地
[00:10:22.800 --> 00:10:26.800]  發現其中的構造複雜到令人驚嘆
[00:10:26.800 --> 00:10:31.800]  大自然的奇蹟就這樣展現在我面前
[00:10:31.800 --> 00:10:34.800]  有時我會把手輕輕地放在小樹上
[00:10:34.800 --> 00:10:36.800]  夠幸運的話
[00:10:36.800 --> 00:10:40.800]  我會感覺到一隻鳥兒歡快地抖動翅膀
[00:10:40.800 --> 00:10:44.800]  嘰嘰喳喳地高聲地在歌唱
[00:10:44.800 --> 00:10:48.800]  有時我喜歡濫冰涼的溪水
[00:10:48.800 --> 00:10:52.800]  從我張開的指尖奔湧而過
[00:10:52.800 --> 00:10:55.800]  我覺得一層鬆厚充裕的松針
[00:10:55.800 --> 00:11:00.800]  或柔軟的草地比豪華的波士地毯更棒
[00:11:00.800 --> 00:11:01.800]  對我來說
[00:11:01.800 --> 00:11:05.800]  繽紛的世紀就像一場扣人心弦
[00:11:05.800 --> 00:11:09.800]  遠無止境的戲劇表演
[00:11:09.800 --> 00:11:13.800]  萬物的一舉一動都流進我的指尖
[00:11:13.800 --> 00:11:15.800]  有時我的心會放聲地吶喊
[00:11:15.800 --> 00:11:18.800]  渴望能親眼看到這一切
[00:11:18.800 --> 00:11:22.800]  如果我能從觸覺中得到這麼多快樂
[00:11:22.800 --> 00:11:28.800]  視覺想必可以呈現更多的美
[00:11:28.800 --> 00:11:34.800]  不過那些有眼睛的人顯然視而不見
[00:11:34.800 --> 00:11:37.800]  一連串充滿色彩和動作的景象
[00:11:37.800 --> 00:11:41.800]  被認為是理所當然的存在
[00:11:41.800 --> 00:11:44.800]  或許這就是人性吧
[00:11:44.800 --> 00:11:48.800]  我們很少珍惜自己所擁有的
[00:11:48.800 --> 00:11:51.800]  卻渴求自己所沒有的
[00:11:51.800 --> 00:11:53.800]  在光明的世界裡
[00:11:53.800 --> 00:11:58.800]  視覺這個禮物只是一種方便的工具
[00:11:58.800 --> 00:12:02.800]  而非讓生活更充實的方法
[00:12:02.800 --> 00:12:06.800]  這點真的很可惜
[00:12:06.800 --> 00:12:08.800]  假如我是大學校長
[00:12:08.800 --> 00:12:12.800]  我會開設一門如何使用眼睛的必修課
[00:12:12.800 --> 00:12:15.800]  請教授好好教導學生
[00:12:15.800 --> 00:12:20.800]  喚醒他們沉睡遲鈍的感官感知
[00:12:20.800 --> 00:12:21.800]  讓他們明白
[00:12:21.800 --> 00:12:26.800]  只要真正看見眼前所忽視的一切
[00:12:26.800 --> 00:12:30.800]  就能為生活增添不少的樂趣
[00:12:30.800 --> 00:12:33.800]  這就是他自傳當中的一段話
[00:12:33.800 --> 00:12:35.800]  我自己看了也很感觸
[00:12:35.800 --> 00:12:38.800]  所以其實我們回頭來看
[00:12:38.800 --> 00:12:41.800]  我們今天的眼睛可以看見
[00:12:41.800 --> 00:12:43.800]  耳朵能夠聽見
[00:12:43.800 --> 00:12:45.800]  口舌可以言語
[00:12:45.800 --> 00:12:48.800]  已經是值得我們感恩喜樂的事
[00:12:48.800 --> 00:12:49.800]  對嗎
[00:12:49.800 --> 00:12:51.800]  可我們又有多少時候
[00:12:51.800 --> 00:12:54.800]  會為這一切去感恩呢
[00:12:54.800 --> 00:12:58.800]  我們只不過把這當成是理所當然的事情
[00:12:58.800 --> 00:13:00.800]  並自然而然地選擇
[00:13:00.800 --> 00:13:03.800]  視而不見 聽而不聞
[00:13:03.800 --> 00:13:05.800]  我們所擁有的
[00:13:05.800 --> 00:13:08.800]  正是海倫凱勒所夢寐以求的
[00:13:08.800 --> 00:13:10.800]  哪怕只有三天這樣的時光
[00:13:10.800 --> 00:13:14.800]  對他而言都是難以企及的
[00:13:14.800 --> 00:13:20.800]  而我們卻擁有這些他所沒有的視覺 聽覺
[00:13:20.800 --> 00:13:24.800]  但我們沒有用好這樣寶貴的資源
[00:13:24.800 --> 00:13:26.800]  好不好弟兄姊妹們
[00:13:26.800 --> 00:13:29.800]  我想邀請大家一起踏上
[00:13:29.800 --> 00:13:32.800]  就是每日感恩的旅程
[00:13:32.800 --> 00:13:34.800]  我們可以學習寫感恩日記
[00:13:34.800 --> 00:13:38.800]  或者在每日臨睡之前看一看
[00:13:38.800 --> 00:13:43.800]  並數算一下我們一天所經歷到的恩典
[00:13:43.800 --> 00:13:47.800]  至少可以為我們可以看見每日的太陽
[00:13:47.800 --> 00:13:51.800]  燃天或者花草樹木而感恩
[00:13:51.800 --> 00:13:53.800]  為我們可以聽見音樂聲
[00:13:53.800 --> 00:13:57.800]  聽到輕快的鳥叫聲 鳥鳴聲而感恩
[00:13:57.800 --> 00:14:01.800]  甚至為我們今天還有生命氣息而感恩
[00:14:01.800 --> 00:14:03.800]  好不好
[00:14:03.800 --> 00:14:07.800]  當然我們可以凡事感恩 常常喜樂
[00:14:07.800 --> 00:14:09.800]  還有一個不可或缺的要素
[00:14:09.800 --> 00:14:11.800]  這裡是什麼
[00:14:11.800 --> 00:14:14.800]  就是不住的禱告
[00:14:14.800 --> 00:14:17.800]  那不住的表達就是不停止的意思
[00:14:17.800 --> 00:14:19.800]  那不停止的禱告是什麼意思
[00:14:19.800 --> 00:14:22.800]  我們無時無刻都在禱告當中
[00:14:22.800 --> 00:14:27.800]  那我們還要不要吃飯睡覺呢
[00:14:27.800 --> 00:14:28.800]  顯然
[00:14:28.800 --> 00:14:32.800]  這裡不是說我們無時無刻都進行禱告的行為
[00:14:32.800 --> 00:14:37.800]  這裡使用常常不停止表達的是一種狀態
[00:14:37.800 --> 00:14:41.800]  就是我們處於禱告跟神交流的狀態
[00:14:41.800 --> 00:14:44.800]  其實我們在吃飯的時候 走路的時候
[00:14:44.800 --> 00:14:47.800]  我們也可以與神處於相聯繫的狀態
[00:14:47.800 --> 00:14:50.800]  內在充滿平安跟喜樂
[00:14:50.800 --> 00:14:51.800]  用一個比喻
[00:14:51.800 --> 00:14:55.800]  我們禱告就好像我們每天的呼吸
[00:14:55.800 --> 00:14:58.800]  就像我們每天都被空氣所包圍一樣
[00:14:58.800 --> 00:15:03.800]  我們也是每天都活在天賦的世界當中
[00:15:03.800 --> 00:15:06.800]  我們莫關思想 神在那裡
[00:15:06.800 --> 00:15:10.800]  我們起立行走 神也在那裡
[00:15:10.800 --> 00:15:12.800]  只要我們願意與主相連
[00:15:12.800 --> 00:15:15.800]  我們就在祂愛的包圍當中
[00:15:15.800 --> 00:15:19.800]  這兩天我自己在早上靈修的時候
[00:15:19.800 --> 00:15:21.800]  也有一個很好的提醒
[00:15:21.800 --> 00:15:25.800]  就是我們可以操練我們的心識轉向神
[00:15:25.800 --> 00:15:27.800]  很簡單 簡單的默想
[00:15:27.800 --> 00:15:29.800]  就是幾句話 可能五個字
[00:15:29.800 --> 00:15:31.800]  主啊 憐憫我
[00:15:31.800 --> 00:15:32.800]  簡單的五個字
[00:15:32.800 --> 00:15:35.800]  其實一天可以在心裡默念幾千下
[00:15:35.800 --> 00:15:38.800]  慢慢的都可以調整我們的眼光
[00:15:38.800 --> 00:15:41.800]  我們的心思轉向神
[00:15:41.800 --> 00:15:44.800]  轉向我們的主耶穌基督身上
[00:15:44.800 --> 00:15:46.800]  Amen
[00:15:46.800 --> 00:15:48.800]  好
[00:15:48.800 --> 00:15:51.800]  所以這部分就是我們要常常喜樂
[00:15:51.800 --> 00:15:53.800]  不住的禱告 凡事謝恩
[00:15:53.800 --> 00:15:58.800]  因為我們所要看見 所要專注的
[00:15:58.800 --> 00:16:01.800]  不是這個環境是否滿足了我們的期待
[00:16:01.800 --> 00:16:02.800]  我們的期望
[00:16:02.800 --> 00:16:07.800]  而是看見神在我們每天的生命中
[00:16:07.800 --> 00:16:11.800]  在這個世界中所彰顯出來的那份美好
[00:16:11.800 --> 00:16:13.800]  好 第二個方面
[00:16:13.800 --> 00:16:18.800]  讓我們在心靈深處看見上主
[00:16:18.800 --> 00:16:22.800]  我再給大家讀19到22節
[00:16:22.800 --> 00:16:26.800]  或者你們幫我讀 你們能看到嗎
[00:16:26.800 --> 00:16:27.800]  可以 那你們幫我讀
[00:16:27.800 --> 00:16:30.800]  不要消滅聖靈的感動
[00:16:30.800 --> 00:16:33.800]  不要滿足心智的感動
[00:16:33.800 --> 00:16:36.800]  但要把持持好念念
[00:16:36.800 --> 00:16:38.800]  上來要有信心
[00:16:38.800 --> 00:16:42.800]  各樣的惡事要敬見主
[00:16:42.800 --> 00:16:44.800]  好 謝謝大家
[00:16:44.800 --> 00:16:47.800]  那怎麼理解這幾節的經文呢
[00:16:47.800 --> 00:16:49.800]  其實我剛讀的時候
[00:16:49.800 --> 00:16:50.800]  不知道大家會不會有個感覺
[00:16:50.800 --> 00:16:54.800]  好像每一個小節之間的關聯性不是太大
[00:16:54.800 --> 00:16:56.800]  譬如不要消滅聖靈感動
[00:16:56.800 --> 00:17:00.800]  跟不要藐視先知的講論之間有什麼關係
[00:17:00.800 --> 00:17:02.800]  與凡事察業又有什麼關係
[00:17:02.800 --> 00:17:05.800]  與上面16到18節要常常喜樂
[00:17:05.800 --> 00:17:09.800]  這個不住的禱告 凡事謝恩又有什麼關係
[00:17:09.800 --> 00:17:12.800]  乍一看 書這部分的經文
[00:17:12.800 --> 00:17:14.800]  沒有什麼內在的邏輯
[00:17:14.800 --> 00:17:18.800]  也不是很清晰如何跟上文相聯繫
[00:17:18.800 --> 00:17:20.800]  當然也有一部分原因
[00:17:20.800 --> 00:17:22.800]  可能跟這個翻譯也有關係
[00:17:22.800 --> 00:17:27.800]  其實如果我們在原來的文字當中
[00:17:27.800 --> 00:17:29.800]  我們可以看到
[00:17:29.800 --> 00:17:32.800]  其實19節是將這個靈
[00:17:32.800 --> 00:17:34.800]  或者說這個就是靈
[00:17:34.800 --> 00:17:37.800]  當然從上下我們知道它指的是聖靈
[00:17:37.800 --> 00:17:39.800]  就將靈放在前面
[00:17:39.800 --> 00:17:43.800]  然後20節是將這個prophecy
[00:17:43.800 --> 00:17:47.800]  是將先知的講論放在前面
[00:17:47.800 --> 00:17:50.800]  明顯其實這兩節是互相平行的
[00:17:50.800 --> 00:17:54.800]  如果我們將聖靈跟先知的講論相互平行
[00:17:54.800 --> 00:17:58.800]  我們去想想它背後可能表達的什麼含義呢
[00:17:58.800 --> 00:18:00.800]  就是不要消滅聖靈的感動
[00:18:00.800 --> 00:18:03.800]  具體表現在是什麼
[00:18:03.800 --> 00:18:10.800]  不要拒絕神透過聖靈向你所傳達的信息
[00:18:10.800 --> 00:18:13.800]  清晰嗎這個 我再說一遍
[00:18:13.800 --> 00:18:15.800]  就不要消滅聖靈的感動
[00:18:15.800 --> 00:18:19.800]  具體表現在不要拒絕神透過聖靈
[00:18:19.800 --> 00:18:21.800]  向你所傳達的信息
[00:18:21.800 --> 00:18:24.800]  其實在4章9節的時候提過
[00:18:24.800 --> 00:18:27.800]  你們自己蒙了神的教訓
[00:18:27.800 --> 00:18:29.800]  其實也有類似
[00:18:29.800 --> 00:18:31.800]  什麼叫做我們蒙了神的教訓
[00:18:31.800 --> 00:18:32.800]  就是教導的意思
[00:18:32.800 --> 00:18:36.800]  我們神怎麼教導我們
[00:18:36.800 --> 00:18:42.800]  其實就是神透過聖靈親自向我們闡明他的心意
[00:18:42.800 --> 00:18:43.800]  那你可能會問
[00:18:43.800 --> 00:18:47.800]  那我怎麼知道什麼是出於聖靈
[00:18:47.800 --> 00:18:49.800]  什麼是不是
[00:18:49.800 --> 00:18:53.800]  可能大家就滿常會有這個疑問的
[00:18:53.800 --> 00:18:57.800]  實際上當你細心的去經歷的時候
[00:18:57.800 --> 00:19:00.800]  你應該會知道的
[00:19:00.800 --> 00:19:01.800]  譬如雅各書4章8節說
[00:19:01.800 --> 00:19:06.800]  你們親近神 神就必親近你們
[00:19:06.800 --> 00:19:10.800]  當我們跟神關係夠親近的時候
[00:19:10.800 --> 00:19:14.800]  你會看見神藉著聖靈向你所說的話
[00:19:14.800 --> 00:19:17.800]  一會兒我會再跟他再說一下這一點
[00:19:17.800 --> 00:19:19.800]  那接下來我們再看
[00:19:19.800 --> 00:19:21.800]  21到22節說到
[00:19:21.800 --> 00:19:25.800]  防事查驗就是要查驗各種信息
[00:19:25.800 --> 00:19:28.800]  特別是那些宣稱從聖靈而來的信息
