
[00:00:00.000 --> 00:00:05.000]  大型姊妹,新年快樂
[00:04:07.000 --> 00:04:10.000]  他們很多都不知道耶穌是誰
[00:04:10.000 --> 00:04:16.000]  所以馬學引用了以色列書四十章三至五節
[00:04:16.000 --> 00:04:19.000]  這段經文是在主前七八年
[00:04:19.000 --> 00:04:23.000]  預言主耶和華來到之前
[00:04:23.000 --> 00:04:27.000]  將會有使者來預備主的道路
[00:04:27.000 --> 00:04:30.000]  這個使者會在曠野呼喊
[00:04:30.000 --> 00:04:33.000]  預備主的道,修直他的路
[00:04:33.000 --> 00:04:35.000]  這個使者是誰呢?
[00:04:35.000 --> 00:04:38.000]  這個就是司祭約翰
[00:04:38.000 --> 00:04:41.000]  他在曠野宣講人要悔改
[00:04:41.000 --> 00:04:45.000]  他在約旦河施行赦罪的洗禮
[00:04:45.000 --> 00:04:49.000]  那時候很多猶太人來受他的洗
[00:04:49.000 --> 00:04:52.000]  他告訴那些人聽
[00:04:52.000 --> 00:04:55.000]  將來會有一位在他耳後來
[00:04:55.000 --> 00:04:58.000]  他的身份比他更加尊貴
[00:04:58.000 --> 00:05:01.000]  約翰的自己就算是彎腰
[00:05:01.000 --> 00:05:04.000]  被這個人去解鞋帶也不配
[00:05:04.000 --> 00:05:08.000]  這個人的能力比約翰更大
[00:05:08.000 --> 00:05:11.000]  約翰用水跟他廝殺
[00:05:11.000 --> 00:05:16.000]  但這個人會用聖靈跟他們廝殺
[00:05:16.000 --> 00:05:21.000]  約翰的宣講就是預備主耶和華的到來
[00:05:21.000 --> 00:05:23.000]  這個主耶和華是誰呢?
[00:05:23.000 --> 00:05:25.000]  就是主耶穌
[00:05:25.000 --> 00:05:27.000]  讓我們一起讀
[00:05:27.000 --> 00:05:32.000]  那時耶穌從加利利的拿撒勒來
[00:05:32.000 --> 00:05:36.000]  在約旦河裡受了約翰的洗
[00:05:36.000 --> 00:05:38.000]  他從水裡一上來
[00:05:38.000 --> 00:05:40.000]  就看見天裂開了
[00:05:40.000 --> 00:05:44.000]  聖靈彷彿甲子降在他身上
[00:05:44.000 --> 00:05:47.000]  又有聲音從天上來說
[00:05:47.000 --> 00:05:51.000]  你是我的愛子,我喜愛你
[00:05:51.000 --> 00:05:57.000]  耶穌就是以創亞書預言的主耶和華
[00:05:57.000 --> 00:05:59.000]  他受約翰洗的時候
[00:05:59.000 --> 00:06:03.000]  聖父和聖靈都同時宣告
[00:06:03.000 --> 00:06:09.000]  耶穌是聖父、聖子所喜悅的獨生愛子
[00:06:09.000 --> 00:06:11.000]  這個重要的宣告之後
[00:06:11.000 --> 00:06:15.000]  耶穌被聖靈帶到曠野四十天
[00:06:15.000 --> 00:06:19.000]  在那裡受魔鬼撒旦的試探
[00:06:19.000 --> 00:06:21.000]  什麼試探呢?
[00:06:21.000 --> 00:06:26.000]  馬特福音和路各福音記載有三個試探
[00:06:26.000 --> 00:06:30.000]  都是和耶穌是神的兒子的身份有關
[00:06:30.000 --> 00:06:36.000]  第一,耶穌禁食了四十天就夜之後
[00:06:36.000 --> 00:06:38.000]  非常肚餓
[00:06:38.000 --> 00:06:41.000]  撒旦就在這時候
[00:06:41.000 --> 00:06:44.000]  以他將石頭變成食物
[00:06:44.000 --> 00:06:47.000]  去證明他是神的兒子
[00:06:47.000 --> 00:06:50.000]  這是用肉體誘惑
[00:06:50.000 --> 00:06:55.000]  要耶穌聽撒旦放棄神的兒子身份
[00:06:55.000 --> 00:07:01.000]  第二,撒旦帶耶穌到聖殿頂上
[00:07:01.000 --> 00:07:05.000]  要他跳下去證明他是神的兒子
[00:07:05.000 --> 00:07:09.000]  這是以名譽引誘
[00:07:09.000 --> 00:07:14.000]  要耶穌聽從撒旦放棄神的兒子身份
[00:07:14.000 --> 00:07:19.000]  第三,撒旦將世上的萬國和榮華都給耶穌看
[00:07:19.000 --> 00:07:22.000]  要耶穌敬拜撒旦
[00:07:22.000 --> 00:07:25.000]  耶穌就會得到世上的一切
[00:07:25.000 --> 00:07:28.000]  這是以世上的一切的引誘
[00:07:28.000 --> 00:07:32.000]  要耶穌放棄神的兒子身份
[00:07:32.000 --> 00:07:37.000]  這些試探,耶穌都一一勝過
[00:07:37.000 --> 00:07:45.000]  為什麼聖靈讓耶穌被撒旦試探呢?
[00:07:45.000 --> 00:07:48.000]  這就要證明給我們看
[00:07:48.000 --> 00:07:51.000]  耶穌是神的兒子
[00:07:51.000 --> 00:07:55.000]  有神兒子的屬性,他是沒有罪的
[00:07:55.000 --> 00:08:00.000]  世上的一切誘惑都不能使耶穌犯罪
[00:08:00.000 --> 00:08:04.000]  彼得和耶穌生活了三年多
[00:08:04.000 --> 00:08:08.000]  他是耶穌最親近的門徒
[00:08:08.000 --> 00:08:11.000]  彼得也看不到耶穌有任何的罪
[00:08:11.000 --> 00:08:15.000]  所以在彼得前書22章22節這樣說
[00:08:15.000 --> 00:08:21.000]  他並沒有犯罪,口裡也沒有詭詐
[00:08:21.000 --> 00:08:25.000]  希伯來書第四章15節也說
[00:08:25.000 --> 00:08:31.000]  耶穌也曾凡事受過試探,與我們一樣
[00:08:31.000 --> 00:08:35.000]  只是他沒有犯罪
[00:08:35.000 --> 00:08:38.000]  因為耶穌是聖見無罪的
[00:08:38.000 --> 00:08:41.000]  才能夠除去世人的罪
[00:08:41.000 --> 00:08:44.000]  好像在約翰一書3章5節所說的
[00:08:44.000 --> 00:08:48.000]  基督顯然是要除掉我們的罪
[00:08:48.000 --> 00:08:51.000]  在他並沒有罪
[00:08:51.000 --> 00:08:56.000]  除去世人的罪是耶穌來世上最主要的目的
[00:08:56.000 --> 00:08:59.000]  所以耶穌給世人最主要的訊息
[00:08:59.000 --> 00:09:03.000]  就是與除去世人的罪有密切的關係
[00:09:03.000 --> 00:09:05.000]  讓我們一起讀
[00:09:05.000 --> 00:09:09.000]  約翰下監以後,耶穌來到加利利
[00:09:09.000 --> 00:09:12.000]  宣講神的福音,說:
[00:09:12.000 --> 00:09:17.000]  日期滿了,神的國近了,你不要悔改,信福音
[00:09:17.000 --> 00:09:20.000]  日期滿了,神的國近了
[00:09:20.000 --> 00:09:24.000]  是指神審判世界的時候快到了
[00:09:24.000 --> 00:09:30.000]  人要做什麼?人要認罪悔改,相信福音
[00:09:30.000 --> 00:09:32.000]  福音就是好消息
[00:09:32.000 --> 00:09:34.000]  這個好消息是什麼?
[00:09:34.000 --> 00:09:38.000]  耶穌在約翰福音3章16到17節
[00:09:38.000 --> 00:09:40.000]  這段經文大家應該很熟悉了,我們一起讀
[00:09:40.000 --> 00:09:45.000]  神愛世人,甚至將他的獨生子賜給他們
[00:09:45.000 --> 00:09:49.000]  叫一切信他,不致滅亡,凡得永生
[00:09:49.000 --> 00:09:53.000]  因為神差他的兒子降世,不是要定世人的罪
[00:09:53.000 --> 00:09:56.000]  乃是要叫世人因他得救
[00:09:56.000 --> 00:10:00.000]  這個好消息就是可以靠著相信
[00:10:00.000 --> 00:10:05.000]  耶穌獨生兒子,神獨生兒子的耶穌
[00:10:05.000 --> 00:10:11.000]  就不會被判定罪而滅亡
[00:10:11.000 --> 00:10:14.000]  反而會得到永生
[00:10:14.000 --> 00:10:18.000]  認罪悔改和信福音是分不開的
[00:10:18.000 --> 00:10:22.000]  悔改在先,相信在後
[00:10:22.000 --> 00:10:27.000]  要相信福音就必須先要悔改
[00:10:27.000 --> 00:10:34.000]  悔改和相信都只是思想、看法上的改變
[00:10:34.000 --> 00:10:38.000]  這是內心的改變,是非常困難
[00:10:38.000 --> 00:10:43.000]  想問一下,這裡有多少人想自己的父母
[00:10:43.000 --> 00:10:47.000]  或者小孩子信主的請舉手
[00:10:47.000 --> 00:10:50.000]  上,很多人想
[00:10:50.000 --> 00:10:54.000]  難不難?應該是難的請舉手
[00:10:54.000 --> 00:10:57.000]  差不多,全部都覺得難
[00:10:57.000 --> 00:11:02.000]  很難,因為真正的悔改和相信
[00:11:02.000 --> 00:11:06.000]  不是外面的行為,而是內心的改變
[00:11:06.000 --> 00:11:10.000]  耶穌要拯救世上所有的人
[00:11:10.000 --> 00:11:14.000]  要那麼多人悔改,那麼困難的事
[00:11:14.000 --> 00:11:17.000]  耶穌怎麼做呢?
[00:11:17.000 --> 00:11:22.000]  首先,他呼召一些門徒跟從他
[00:11:22.000 --> 00:11:27.000]  耶穌在加利海邊看見西門和他弟弟安德烈
[00:11:27.000 --> 00:11:31.000]  在海上打魚,對他們說
[00:11:31.000 --> 00:11:36.000]  跟從我吧,我要叫你們得人與得魚一樣
[00:11:36.000 --> 00:11:40.000]  他們聽到之後,馬上就跟從了耶穌
[00:11:40.000 --> 00:11:46.000]  耶穌後來又呼召在船上保望的雅各和約翰兩兄弟
[00:11:46.000 --> 00:11:49.000]  他們也跟從了耶穌
[00:11:49.000 --> 00:11:53.000]  耶穌最先呼召的都是漁夫
[00:11:53.000 --> 00:11:57.000]  沒有什麼學問、學識和學歷
[00:11:57.000 --> 00:12:03.000]  可見這些都不是耶穌呼召最重要的條件
[00:12:03.000 --> 00:12:08.000]  不單是這樣,耶穌呼召的門徒都有不完全的地方
[00:12:08.000 --> 00:12:12.000]  例如彼得,我們知道他是一個時時犯錯的人
[00:12:12.000 --> 00:12:17.000]  甚至在危難的時候,他會三次不認耶穌
[00:12:17.000 --> 00:12:21.000]  但耶穌也選了他們,為什麼呢?
[00:12:21.000 --> 00:12:24.000]  因為他聽到耶穌的呼召之後
[00:12:24.000 --> 00:12:28.000]  立刻就放棄了本來的職業,去跟從耶穌
[00:12:28.000 --> 00:12:38.000]  可見,只要甘心願意去回應主的呼召
[00:12:38.000 --> 00:12:46.000]  耶穌就會用一些不完全的人去幫助他除掉世人的罪
[00:12:46.000 --> 00:12:50.000]  之後,耶穌就帶著這些門徒
[00:12:50.000 --> 00:12:54.000]  讓他們體會他神兒子的權柄
[00:12:54.000 --> 00:12:56.000]  第一個權柄是教導
[00:12:56.000 --> 00:13:00.000]  在安息日,耶穌進了加勃隆的會堂教導人
[00:13:00.000 --> 00:13:03.000]  聽到的人感到很驚奇
[00:13:03.000 --> 00:13:07.000]  因為他的教導滿了神以來的權柄
[00:13:07.000 --> 00:13:10.000]  和當時教導人的民事很不同
[00:13:10.000 --> 00:13:13.000]  那耶穌教導了什麼呢?
[00:13:13.000 --> 00:13:16.000]  使人們知道他的權柄呢?
[00:13:16.000 --> 00:13:21.000]  在馬第福音7章28-29節
[00:13:21.000 --> 00:13:23.000]  也有同樣一句
[00:13:23.000 --> 00:13:30.000]  耶穌說完了這些話,眾人都欺其他的教訓
[00:13:30.000 --> 00:13:36.000]  因為他教訓他們,將有權柄的人不像他們的民事
[00:13:36.000 --> 00:13:39.000]  那麼這個「這些話」是什麼呢?
[00:13:39.000 --> 00:13:43.000]  就是馬第福音第5-7章的教訓
[00:13:43.000 --> 00:13:45.000]  稱為登山補訓
[00:13:45.000 --> 00:13:50.000]  當中,耶穌重新解釋舊約的律法
[00:13:50.000 --> 00:13:52.000]  以下就是一個例子
[00:13:52.000 --> 00:13:56.000]  在馬第福音5章22節
[00:13:56.000 --> 00:13:57.000]  這樣說
[00:13:57.000 --> 00:14:03.000]  「你不聽有古人說不可殺人,凡殺人的必須受審判
[00:14:03.000 --> 00:14:08.000]  但是我告訴你們,凡向弟兄動怒的必須受審判
[00:14:08.000 --> 00:14:13.000]  凡罵弟兄是廢物的必須受議會的審判
[00:14:13.000 --> 00:14:18.000]  凡罵弟兄是白痴的必遭受地獄的火
[00:14:18.000 --> 00:14:24.000]  不可殺人是舊約出埃及的20章,十誡的其中一誡
[00:14:24.000 --> 00:14:31.000]  從字面來看,不殺人就遵守了這一誡
[00:14:31.000 --> 00:14:35.000]  我想問一下這裡的人,誰殺了人?
[00:14:35.000 --> 00:14:37.000]  殺過人了嗎?
[00:14:37.000 --> 00:14:39.000]  殺過人請舉手
[00:14:39.000 --> 00:14:41.000]  我想沒有吧?
[00:14:41.000 --> 00:14:45.000]  我想不殺人也不難,是吧?
[00:14:45.000 --> 00:14:50.000]  但耶穌卻用一句「但是我告訴你們」
[00:14:50.000 --> 00:14:58.000]  就是說,他的權柄凌駕於那時候對舊約律法的解釋
[00:14:58.000 --> 00:15:02.000]  他說,不可以和人發怒
[00:15:02.000 --> 00:15:04.000]  不然就犯了罪
[00:15:04.000 --> 00:15:08.000]  就會受到神的審判,甚至下地獄
[00:15:08.000 --> 00:15:11.000]  頂門,頂之門
[00:15:11.000 --> 00:15:18.000]  請問,這裡有誰沒有生氣過?
[00:15:18.000 --> 00:15:22.000]  沒有生氣過的人,請舉手,我們向你學習
[00:15:22.000 --> 00:15:24.000]  我看不到
[00:15:24.000 --> 00:15:28.000]  難道有人發怒難嗎?
[00:15:28.000 --> 00:15:30.000]  很難
[00:15:30.000 --> 00:15:34.000]  耶穌這樣的教導,其實是告訴我們
[00:15:34.000 --> 00:15:36.000]  所有人都是罪人
[00:15:36.000 --> 00:15:39.000]  時時有機會犯罪
[00:15:39.000 --> 00:15:41.000]  要認罪悔改
[00:15:41.000 --> 00:15:44.000]  這就是和耶穌宣告的訊息
[00:15:44.000 --> 00:15:48.000]  悔改和信福音息息相關
[00:15:48.000 --> 00:15:51.000]  然後福音十六章八節也這麼說
[00:15:51.000 --> 00:15:54.000]  耶穌會猜保衛司就是聖靈來
[00:15:54.000 --> 00:15:58.000]  叫世人為罪,為義,為審判
[00:15:58.000 --> 00:16:00.000]  自己責備自己
[00:16:00.000 --> 00:16:04.000]  在四本福音書裡面,耶穌有很多教導
[00:16:04.000 --> 00:16:07.000]  都是要讓人知道自己有罪
[00:16:07.000 --> 00:16:11.000]  因為耶穌有神,而此的權柄
[00:16:11.000 --> 00:16:15.000]  耶穌的另一個權柄就是講鬼
[00:16:15.000 --> 00:16:17.000]  然後經文記載
[00:16:17.000 --> 00:16:19.000]  一個被污鬼附身的人
[00:16:19.000 --> 00:16:22.000]  來到耶穌那裡就叫
[00:16:22.000 --> 00:16:25.000]  那撒冷耶穌,你為什麼要干擾我?
[00:16:25.000 --> 00:16:27.000]  你來消滅我們嗎?
[00:16:27.000 --> 00:16:30.000]  我知道你是誰,你是神的聖者
[00:16:30.000 --> 00:16:34.000]  馬克福音第三和第五章都有記載
[00:16:34.000 --> 00:16:38.000]  這些污靈其實知道耶穌是神的兒子
[00:16:38.000 --> 00:16:40.000]  可以消滅他們
[00:16:40.000 --> 00:16:44.000]  所以叫耶穌不要干擾他們
[00:16:44.000 --> 00:16:48.000]  耶穌就命令這些污鬼不要作聲
[00:16:48.000 --> 00:16:50.000]  和離開這個人
[00:16:50.000 --> 00:16:52.000]  這些污鬼聽到之後
[00:16:52.000 --> 00:16:55.000]  就遵從耶穌的吩咐
[00:16:55.000 --> 00:16:59.000]  周圍人看到之後就非常驚訝
[00:16:59.000 --> 00:17:02.000]  耶穌有講鬼的權柄
[00:17:02.000 --> 00:17:06.000]  其實耶穌不單止有講鬼的權柄
[00:17:06.000 --> 00:17:09.000]  在希伯來書第一章更加這樣說
[00:17:09.000 --> 00:17:12.000]  耶穌是神榮耀所發的光輝
[00:17:12.000 --> 00:17:15.000]  是神本體的真相
[00:17:15.000 --> 00:17:19.000]  常用他權能的命令托住萬有
[00:17:19.000 --> 00:17:22.000]  耶穌有神同等的權柄
[00:17:22.000 --> 00:17:26.000]  這個權柄就顯在他所傳的道
[00:17:26.000 --> 00:17:29.000]  和他講鬼的能力
[00:17:29.000 --> 00:17:33.000]  但是耶穌沒有用他神兒子的權能
[00:17:33.000 --> 00:17:38.000]  去強迫人悔改和信福音
[00:17:38.000 --> 00:17:40.000]  為什麼呢?
[00:17:40.000 --> 00:17:46.000]  因為悔改和信福音不是可以威迫你有而來
[00:17:46.000 --> 00:17:48.000]  還記得我在美國的時候
[00:17:48.000 --> 00:17:51.000]  有一年去了福音營
[00:17:51.000 --> 00:17:53.000]  在福音營最後一天
[00:17:53.000 --> 00:17:57.000]  講完就呼召叫人接受福音
[00:17:57.000 --> 00:18:02.000]  突然在後面有兩個婆婆吵起來
[00:18:02.000 --> 00:18:07.000]  因為有位婆婆非常想她的朋友信主
[00:18:07.000 --> 00:18:10.000]  呼召的時候就拉她的朋友出來
[00:18:10.000 --> 00:18:12.000]  那個朋友不願意
[00:18:12.000 --> 00:18:15.000]  兩個就吵起來了
[00:18:15.000 --> 00:18:18.000]  這個是一個非常不好的見證
[00:18:18.000 --> 00:18:22.000]  最後不單止那個朋友沒有信主
[00:18:22.000 --> 00:18:25.000]  更影響其他沒有道的朋友
[00:18:25.000 --> 00:18:30.000]  使他們不願意回應講完的呼召
[00:18:30.000 --> 00:18:31.000]  為什麼呢?
[00:18:31.000 --> 00:18:36.000]  因為世上的權力和方法不能使人去悔改
[00:18:36.000 --> 00:18:41.000]  耶穌卻用了另一個方法去改變人的心
[00:18:41.000 --> 00:18:42.000]  什麼方法呢?
[00:18:42.000 --> 00:18:46.000]  以僕人的形象去服侍人
[00:18:46.000 --> 00:18:49.000]  耶穌到了彼得的家
[00:18:49.000 --> 00:18:52.000]  醫好他有病的媽媽
[00:18:52.000 --> 00:18:55.000]  他有病的岳母
[00:18:55.000 --> 00:18:58.000]  到了日落的時候
[00:18:58.000 --> 00:19:00.000]  全城的人因為知道耶穌在那裡
[00:19:00.000 --> 00:19:04.000]  聚集在彼得的家面前
[00:19:04.000 --> 00:19:08.000]  他帶了各種有病和被鬼附的人
[00:19:08.000 --> 00:19:13.000]  耶穌就趕出很多的鬼和醫好了很多的人
[00:19:13.000 --> 00:19:15.000]  有多少人呢?
[00:19:15.000 --> 00:19:17.000]  其實經文沒有跟我們說
[00:19:17.000 --> 00:19:19.000]  但大家想想一城這麼多人
[00:19:19.000 --> 00:19:21.000]  最少也有100人
[00:19:21.000 --> 00:19:23.000]  如果耶穌需要5分鐘去醫治一個人
[00:19:23.000 --> 00:19:26.000]  起碼也要7-8個小時
[00:19:26.000 --> 00:19:28.000]  一直要到深夜
[00:19:28.000 --> 00:19:30.000]  耶穌沒有休息
[00:19:30.000 --> 00:19:34.000]  用他的能力去幫助人
[00:19:34.000 --> 00:19:37.000]  好像一個僕人服侍人一樣
[00:19:37.000 --> 00:19:40.000]  沒有怨言沒有計較
[00:19:40.000 --> 00:19:43.000]  不知道大家有沒有想過
[00:19:43.000 --> 00:19:46.000]  耶穌是創天造地的神
[00:19:46.000 --> 00:19:50.000]  如果祂來的目的是要使人得到醫治
[00:19:50.000 --> 00:19:53.000]  祂說一聲就行了
[00:19:53.000 --> 00:19:55.000]  祂說一聲
[00:19:55.000 --> 00:19:59.000]  全加里和加伯隆城的人都會得到醫治
[00:19:59.000 --> 00:20:02.000]  所有的鬼都會被趕走
[00:20:02.000 --> 00:20:06.000]  為什麼耶穌要來到彼得的家
[00:20:06.000 --> 00:20:10.000]  要一個個去醫治這些人呢?
[00:20:10.000 --> 00:20:13.000]  不是太沒效率嗎?
[00:20:13.000 --> 00:20:15.000]  原因只有一個
[00:20:15.000 --> 00:20:17.000]  就是醫病趕鬼
[00:20:17.000 --> 00:20:19.000]  不是耶穌來的目的
[00:20:19.000 --> 00:20:22.000]  那麼耶穌來的目的是什麼呢?
[00:20:22.000 --> 00:20:25.000]  再回到耶穌先前宣講的訊息
[00:20:25.000 --> 00:20:27.000]  日期滿了
[00:20:27.000 --> 00:20:29.000]  神的國近了
[00:20:29.000 --> 00:20:31.000]  你不要悔改信服人
[00:20:31.000 --> 00:20:35.000]  所以耶穌所做的離不開這個使命
[00:20:35.000 --> 00:20:40.000]  身體的醫治不能使人認罪和相信服人
[00:20:40.000 --> 00:20:45.000]  耶穌有更重要的工作去完成這個使命
[00:20:45.000 --> 00:20:47.000]  什麼工作呢?
[00:20:47.000 --> 00:20:49.000]  繼續看下面的經文
[00:20:49.000 --> 00:20:52.000]  經過一晚的工作
[00:20:52.000 --> 00:20:55.000]  耶穌在第二天天未亮的時候
[00:20:55.000 --> 00:20:58.000]  就去了曠野禱告
[00:20:58.000 --> 00:21:02.000]  那時候有很多人來找耶穌去醫治和趕鬼
[00:21:02.000 --> 00:21:04.000]  耶穌沒有回去
[00:21:04.000 --> 00:21:06.000]  反而到了鄰近的鄉村
[00:21:06.000 --> 00:21:08.000]  和在全加里傳道
[00:21:08.000 --> 00:21:10.000]  為什麼呢?
[00:21:10.000 --> 00:21:14.000]  因為我是為這事傳道出來的
[00:21:14.000 --> 00:21:18.000]  可見耶穌主要的工作是傳道
[00:21:18.000 --> 00:21:20.000]  為什麼呢?
[00:21:20.000 --> 00:21:23.000]  因為傳道能使人悔改
[00:21:23.000 --> 00:21:26.000]  治病就不行
[00:21:26.000 --> 00:21:28.000]  試想一下
[00:21:28.000 --> 00:21:31.000]  如果耶穌要吸引很多人來
[00:21:31.000 --> 00:21:33.000]  醫病容易嗎?
[00:21:33.000 --> 00:21:36.000]  還是傳叫人悔改容易呢?
[00:21:36.000 --> 00:21:38.000]  當然是醫病
[00:21:38.000 --> 00:21:40.000]  是不是?
[00:21:40.000 --> 00:21:43.000]  耶穌確實有能力去醫好很多人
[00:21:43.000 --> 00:21:46.000]  但是叫人認罪悔改呢?
[00:21:46.000 --> 00:21:48.000]  剛好相反
[00:21:48.000 --> 00:21:52.000]  因為很多人不願意聽
[00:21:52.000 --> 00:21:54.000]  甚至會起反感
[00:21:54.000 --> 00:21:57.000]  路加福音第四章記載
[00:21:57.000 --> 00:22:00.000]  耶穌因為傳道而被趕出這個回堂
[00:22:00.000 --> 00:22:05.000]  甚至要將他從山崖裡面推下去
[00:22:05.000 --> 00:22:07.000]  但是耶穌沒有停止
[00:22:07.000 --> 00:22:11.000]  繼續在其他地方傳要人悔改的道
[00:22:11.000 --> 00:22:12.000]  為什麼呢?
[00:22:12.000 --> 00:22:15.000]  因為傳道是他的工作
[00:22:15.000 --> 00:22:17.000]  是他分內的事
[00:22:17.000 --> 00:22:19.000]  好像僕人一樣
[00:22:19.000 --> 00:22:22.000]  不知道大家有沒有想過
[00:22:22.000 --> 00:22:28.000]  為什麼耶穌沒有用神而是權能
[00:22:28.000 --> 00:22:30.000]  叫人屈服
[00:22:30.000 --> 00:22:33.000]  這不是更加有效率嗎?
[00:22:33.000 --> 00:22:35.000]  耶穌沒有
[00:22:35.000 --> 00:22:40.000]  因為權力只能使人服從
[00:22:40.000 --> 00:22:42.000]  不能使人悔改
[00:22:42.000 --> 00:22:48.000]  我想請問這裡有多少個父母
[00:22:48.000 --> 00:22:52.000]  曾經有或現在有反叛期的兒女性舉手
[00:22:52.000 --> 00:22:54.000]  曾經有
[00:22:54.000 --> 00:22:56.000]  都很多
[00:22:56.000 --> 00:23:00.000]  我曾經有三個
[00:23:00.000 --> 00:23:02.000]  他們都長大了
[00:23:02.000 --> 00:23:05.000]  還記得當時看到他們
[00:23:05.000 --> 00:23:08.000]  我就想起叉燒
[00:23:08.000 --> 00:23:10.000]  為什麼呢?
[00:23:10.000 --> 00:23:14.000]  因為覺得生一塊叉燒比生他們好
[00:23:14.000 --> 00:23:16.000]  不知道大家有沒有同感
[00:23:16.000 --> 00:23:18.000]  很激氣的
[00:23:18.000 --> 00:23:20.000]  當時一言九鼎
[00:23:20.000 --> 00:23:22.000]  說話不聽
[00:23:22.000 --> 00:23:24.000]  他們不聽話的時候
[00:23:24.000 --> 00:23:27.000]  你怎樣使他們聽話呢?
[00:23:27.000 --> 00:23:30.000]  是不是用父母的權力呢?
[00:23:31.000 --> 00:23:33.000]  你想啊
[00:23:33.000 --> 00:23:35.000]  但沒用
[00:23:35.000 --> 00:23:40.000]  但當他們看到你愛他們
[00:23:40.000 --> 00:23:43.000]  他們就會願意改過
[00:23:43.000 --> 00:23:46.000]  還記得很多年前
[00:23:46.000 --> 00:23:50.000]  有一次我兒子做了一件不好的事
[00:23:50.000 --> 00:23:52.000]  我很生氣
[00:23:52.000 --> 00:23:56.000]  但如果是以前的話
