
[00:00:00.000 --> 00:00:03.080]  感恩神的恩典帶領我們相聚
[00:11:00.920 --> 00:11:02.680]  對不對
[00:11:02.680 --> 00:11:06.180]  啊 好啦 貪心 我要去佔有
[00:11:06.460 --> 00:11:09.860]  但是 這裡的約束亞 還有加勒呢
[00:11:09.860 --> 00:11:12.760]  他們更是因為 心裡面
[00:11:12.760 --> 00:11:15.860]  有神 有神的信心
[00:11:15.860 --> 00:11:19.060]  因著神已經 允許了那個地方
[00:11:19.060 --> 00:11:20.660]  就是給你們的
[00:11:20.660 --> 00:11:24.320]  不關乎於外界 究竟
[00:11:24.320 --> 00:11:26.120]  有沒有巨人在那裡
[00:11:26.120 --> 00:11:30.020]  究竟 別的探子 怎麼樣的回饋
[00:11:30.020 --> 00:11:33.100]  以至於 他們有這樣一種的
[00:11:33.100 --> 00:11:34.600]  生命態度
[00:11:34.960 --> 00:11:38.100]  就是一顆的 專心的生命態度
[00:11:38.100 --> 00:11:42.700]  有一個心理學家 做了一場心理測試
[00:11:42.700 --> 00:11:45.220]  很有意思啊 他找了10個人
[00:11:45.220 --> 00:11:48.260]  來做測試 各行各業都有啊
[00:11:48.260 --> 00:11:51.460]  來到測試的房間呢 欸 很昏暗
[00:11:51.460 --> 00:11:55.060]  只有一個獨木橋在當中
[00:11:55.060 --> 00:11:58.060]  我們今天要測試的內容呢 第一項
[00:11:58.060 --> 00:12:01.160]  心理學家就邀請這10個人 一起過這獨木橋了
[00:12:01.160 --> 00:12:04.060]  於是呢 他們很快
[00:12:04.060 --> 00:12:07.060]  在心理學家的引領下 全部人就過了
[00:12:07.060 --> 00:12:10.060]  這獨木橋 好像也很容易啊
[00:12:10.060 --> 00:12:13.060]  大家依次 還很有次序的過了
[00:12:13.060 --> 00:12:14.060]  這個時候呢 來到第二步了
[00:12:14.060 --> 00:12:17.560]  心理學家就開了其中的一盞燈
[00:12:17.560 --> 00:12:21.300]  不開不得了啊 一開 嚇一跳啊
[00:12:21.300 --> 00:12:22.300]  其他的人看
[00:12:22.300 --> 00:12:25.860]  哇 原來這獨木橋的下面
[00:12:25.860 --> 00:12:29.260]  有十幾隻鱷魚在下面
[00:12:29.260 --> 00:12:32.260]  那個糖水在下面 哇 你有沒有搞錯啊
[00:12:32.260 --> 00:12:35.260]  你帶我們冒險啊 有鱷魚你怎麼早不說啊
[00:12:35.260 --> 00:12:38.260]  嚇死我了 竟然剛才過了這個獨木橋啊
[00:12:38.260 --> 00:12:41.260]  鱷魚靜靜的趴在那裡
[00:12:41.260 --> 00:12:44.260]  心理學家還吩咐他的助手啊
[00:12:44.260 --> 00:12:47.260]  食物 從側邊啊 食物一扔
[00:12:47.260 --> 00:12:50.260]  鱷魚啊
[00:12:50.260 --> 00:12:53.260]  紛紛地拼命去爭搶那個食物啊
[00:12:53.260 --> 00:12:56.260]  一石激起千層浪 哇 紛紛地去爭搶啊
[00:12:56.260 --> 00:12:59.260]  爭搶以後呢 鱷魚又恢復平靜了
[00:12:59.260 --> 00:13:02.260]  好像看著上面
[00:13:02.260 --> 00:13:05.260]  會不會還有食物再下來啊
[00:13:05.260 --> 00:13:08.260]  這個時候心理學家又吩咐了
[00:13:08.260 --> 00:13:11.260]  各位 我們現在進行第二步了
[00:13:11.260 --> 00:13:14.260]  我們再從這個獨木橋上 再過去一次
[00:13:14.260 --> 00:13:17.260]  哈哈哈哈
[00:13:17.260 --> 00:13:20.260]  於是呢 只有三個人願意
[00:13:20.260 --> 00:13:23.260]  三個比較勇敢的 啊
[00:13:23.260 --> 00:13:26.260]  第一個呢 顫顫巍巍的 還是走過了
[00:13:26.260 --> 00:13:29.260]  但是呢 速度比第一次慢了很多
[00:13:29.260 --> 00:13:32.260]  第二第三位呢
[00:13:32.260 --> 00:13:35.260]  啊 還是去了
[00:13:35.260 --> 00:13:38.260]  走到中間 越想越害怕啊
[00:13:38.260 --> 00:13:41.260]  看看前面的路
[00:13:41.260 --> 00:13:44.260]  看看獨木橋 又看看下面的鱷魚
[00:13:44.260 --> 00:13:47.260]  走不過去了 走不過去了
[00:13:47.260 --> 00:13:50.260]  渾身的顫抖啊
[00:13:50.260 --> 00:13:53.260]  接下來 回來回來回來 趕快啊 助手用個
[00:13:53.260 --> 00:13:56.260]  長長的竿 又把他們拉回來
[00:13:56.260 --> 00:13:59.260]  於是呢 心理學家又把
[00:13:59.260 --> 00:14:02.260]  其餘的燈又再打開
[00:14:02.260 --> 00:14:05.260]  一看 原來呢 在這個獨木橋
[00:14:05.260 --> 00:14:08.260]  還有下面的這個鱷魚之間呢
[00:14:08.260 --> 00:14:11.260]  鋪了一張很淺色的網啊
[00:14:11.260 --> 00:14:14.260]  就算他們掉下去啊 也未至於喪命啊
[00:14:14.260 --> 00:14:17.260]  啊 原來有個保護措施
[00:14:17.260 --> 00:14:20.260]  這個時候呢 又多了五個人了
[00:14:20.260 --> 00:14:23.260]  第三步 我們再過一次
[00:14:23.260 --> 00:14:26.260]  又多了五個人說 啊 好吧 我們也願意了
[00:14:26.260 --> 00:14:29.260]  看到那保護措施 那另外兩個
[00:14:29.260 --> 00:14:32.260]  為什麼還不願意呢 就問 為什麼
[00:14:32.260 --> 00:14:35.260]  你們還是不願意呢 另外兩個就說
[00:14:35.260 --> 00:14:38.260]  誰知道那個網到底牢不牢固啊
[00:14:38.260 --> 00:14:41.260]  萬一掉下去
[00:14:41.260 --> 00:14:44.260]  我再摔下去 那不就慘了
[00:14:44.260 --> 00:14:47.260]  所以呢 這樣一個心理實驗呢
[00:14:47.260 --> 00:14:50.260]  是在探求 外在因素
[00:14:50.260 --> 00:14:53.260]  對於一個人行為的影響
[00:14:53.260 --> 00:14:56.260]  當然 在我們來
[00:14:56.260 --> 00:14:59.260]  行走我們這樣一條人生道路
[00:14:59.260 --> 00:15:02.260]  一條誠實的道路的時候
[00:15:02.260 --> 00:15:05.260]  也會有各樣的影響
[00:15:05.260 --> 00:15:08.260]  在阻礙 或是牽涉著
[00:15:08.260 --> 00:15:11.260]  我們 在影響著我們呢
[00:15:11.260 --> 00:15:14.260]  我們也會容易 啊 看著標杆的時候
[00:15:14.260 --> 00:15:17.260]  直跑的時候
[00:15:17.260 --> 00:15:20.260]  受到周圍的環境所影響
[00:15:20.260 --> 00:15:23.260]  周圍影響的可能是什麼呢
[00:15:23.260 --> 00:15:26.260]  有可能是亞納族人的那些巨人
[00:15:26.260 --> 00:15:29.260]  明明神應許了
[00:15:29.260 --> 00:15:32.260]  但因著他 就影響了我們去奪得
[00:15:32.260 --> 00:15:35.260]  神要在我們 在以色列民中的
[00:15:35.260 --> 00:15:38.260]  賜予 這塊應許之地
[00:15:38.260 --> 00:15:41.260]  可能呢 是探子當中的同伴
[00:15:41.260 --> 00:15:44.260]  以前大家都經常聚在一起的
[00:15:44.260 --> 00:15:47.260]  突然考驗來的時候
[00:15:47.260 --> 00:15:50.260]  10個人 絕大部分人
[00:15:50.260 --> 00:15:53.260]  卻要退縮了
[00:15:53.260 --> 00:15:56.260]  也可能是影響我們朝標杆直跑的那段路的
[00:15:56.260 --> 00:15:59.260]  有可能呢 也會有一些
[00:15:59.260 --> 00:16:02.260]  潛在的危險的存在 就好像
[00:16:02.260 --> 00:16:05.260]  池子裡面的鱷魚 影響做心理
[00:16:05.260 --> 00:16:08.260]  測試的人一樣 有可能也會是
[00:16:08.260 --> 00:16:11.260]  外在的吸引啊 我們要專注的
[00:16:11.260 --> 00:16:14.260]  來實踐我們使命的時候
[00:16:14.260 --> 00:16:17.260]  各樣的吸引
[00:16:17.260 --> 00:16:20.260]  世界的美好 享樂主義
[00:16:20.260 --> 00:16:23.260]  吸引著我們 讓我們分心啊
[00:16:23.260 --> 00:16:26.260]  有的時候呢 還會是我們自己
[00:16:26.260 --> 00:16:29.260]  所以呢 在箴言的三章裡面
[00:16:29.260 --> 00:16:32.260]  他就這樣說啊 我特別想邀請弟兄姊妹
[00:16:32.260 --> 00:16:35.260]  我們一起來讀啊 三章的第五節是這樣說的
[00:16:35.260 --> 00:16:38.260]  你要專心
[00:16:38.260 --> 00:16:41.260]  仰賴耶和華 不可以
[00:16:41.260 --> 00:16:44.260]  靠自己的聰明
[00:16:44.260 --> 00:16:47.260]  有的時候 自己的聰明
[00:16:47.260 --> 00:16:50.260]  也會成為 阻礙我們
[00:16:50.260 --> 00:16:53.260]  有專心 這個倚靠
[00:16:53.260 --> 00:16:56.260]  跟隨耶和華的一個生命的態度的
[00:16:56.260 --> 00:16:59.260]  接下來第六節這樣說
[00:16:59.260 --> 00:17:02.260]  在你一切所行的事上
[00:17:02.260 --> 00:17:05.260]  都要認定他
[00:17:05.260 --> 00:17:08.260]  他必指引你的路
[00:17:08.260 --> 00:17:11.260]  我們在走這樣一條
[00:17:11.260 --> 00:17:13.260]  生命道路的時候
[00:17:13.260 --> 00:17:16.260]  確實 也要有這樣一種
[00:17:16.260 --> 00:17:19.260]  專注的生命態度
[00:17:19.260 --> 00:17:22.260]  才可以讓我們的這條人生之旅啊
[00:17:22.260 --> 00:17:25.260]  緊緊的跟隨於神
[00:17:25.260 --> 00:17:28.260]  才能把神所賜予的恩典
[00:17:28.260 --> 00:17:31.260]  承接得到
[00:17:31.260 --> 00:17:34.260]  使命 可以活得出來啊
[00:17:34.260 --> 00:17:37.260]  所以呢 就講到了今天的第一點啊
[00:17:37.260 --> 00:17:40.260]  這個 專心
[00:17:40.260 --> 00:17:43.260]  生命的態度 接下來我們要看
[00:17:43.260 --> 00:17:46.260]  第二點啊 加勒除了專心以外
[00:17:46.260 --> 00:17:49.260]  他還有 跟從
[00:17:49.260 --> 00:17:52.260]  跟從呢 是一種 積極的行動
[00:17:52.260 --> 00:17:55.260]  積極的行動 在第九節的時候
[00:17:55.260 --> 00:17:58.260]  丹日摩西經啟示說了
[00:17:58.260 --> 00:18:01.260]  要在你腳的所踏之地
[00:18:01.260 --> 00:18:04.260]  把這些地啊 都要歸於你和你的子孫為業
[00:18:04.260 --> 00:18:07.260]  因為你專心跟從耶和華
[00:18:07.260 --> 00:18:10.260]  你的上帝 跟從
[00:18:10.260 --> 00:18:13.260]  是要有行動的 對嗎
[00:18:13.260 --> 00:18:16.260]  是 這種行動
[00:18:16.260 --> 00:18:19.260]  是來自於我們的內心的
[00:18:19.260 --> 00:18:22.260]  信心的 對嗎 對 是
[00:18:22.260 --> 00:18:25.260]  所以我們內在的信心
[00:18:25.260 --> 00:18:28.260]  會促成我們
[00:18:28.260 --> 00:18:31.260]  外在的行動
[00:18:31.260 --> 00:18:34.260]  所以大家熟悉的雅各書二章裡面也是這樣說啊
[00:18:34.260 --> 00:18:37.260]  信心若沒有行為
[00:18:37.260 --> 00:18:40.260]  就是死的 你信心再大
[00:18:40.260 --> 00:18:43.260]  你沒有行動
[00:18:43.260 --> 00:18:46.260]  他也是婉然啊 也是死的
[00:18:46.260 --> 00:18:49.260]  所以在這裡 在明述記的第十三章
[00:18:49.260 --> 00:18:52.260]  的時候 加勒在摩西
[00:18:52.260 --> 00:18:55.260]  面前安撫百姓
[00:18:55.260 --> 00:18:58.260]  做神的僕人不容易啊
[00:18:58.260 --> 00:19:01.260]  不但要承接使命 還要在
[00:19:01.260 --> 00:19:04.260]  同伴影響了百姓 心裡面消化如水的時候
[00:19:04.260 --> 00:19:07.260]  還要安撫百姓
[00:19:07.260 --> 00:19:10.260]  我們立刻上去得那地吧
[00:19:10.260 --> 00:19:13.260]  有行動
[00:19:13.260 --> 00:19:16.260]  這個行動不是冒險啊
[00:19:16.260 --> 00:19:19.260]  不是去試探神啊 而是
[00:19:19.260 --> 00:19:22.260]  建立在神清清楚楚的應許之上
[00:19:22.260 --> 00:19:25.260]  我們會有這樣一種的行動
[00:19:25.260 --> 00:19:28.260]  我們足能得勝
[00:19:28.260 --> 00:19:31.260]  信心 引致的行動
[00:19:31.260 --> 00:19:34.260]  還有這裡呢 加勒
[00:19:34.260 --> 00:19:37.260]  也有這樣一些的特質
[00:19:37.260 --> 00:19:40.260]  就講到了 耶和華
[00:19:40.260 --> 00:19:43.260]  照著他所應許的使我存活
