
[00:00:00.000 --> 00:00:03.680]  早安,我們今天討論「真正的祝福」
[00:01:56.080 --> 00:01:58.080]  下一頁,我們害怕甚麼…
[00:01:58.080 --> 00:02:01.680]  冷死了,有甚麼?嚇死了
[00:02:01.680 --> 00:02:04.080]  還有甚麼?我們中國人害怕甚麼
[00:02:04.080 --> 00:02:06.560]  害怕甚麼
[00:02:06.560 --> 00:02:11.160]  害怕死了,對吧
[00:02:11.160 --> 00:02:15.240]  我們的單位有四樓嗎
[00:02:15.240 --> 00:02:19.000]  有人想住四樓嗎
[00:02:19.000 --> 00:02:21.200]  14樓呢?一定死
[00:02:21.200 --> 00:02:24.080]  14樓,對吧
[00:02:24.720 --> 00:02:27.040]  我們中國人非常害怕
[00:02:27.040 --> 00:02:28.800]  我們中國人非常害怕
[00:02:28.800 --> 00:02:31.840]  我們還害怕甚麼?害怕甚麼
[00:02:31.840 --> 00:02:34.920]  害怕甚麼?有甚麼?沒甚麼害怕
[00:02:34.920 --> 00:02:40.960]  好,有人知道我們新年有一個故事
[00:02:40.960 --> 00:02:42.120]  我們有一個故事
[00:02:42.120 --> 00:02:44.320]  「中國新年故事」,你知道是甚麼意思嗎
[00:02:44.320 --> 00:02:46.920]  你知道「中國新年故事」是甚麼意思嗎
[00:02:46.920 --> 00:02:49.680]  好,我們請我們的演員上來
[00:02:49.680 --> 00:02:51.600]  我們現在請我們的演員上來
[00:02:51.600 --> 00:02:52.400]  掌聲鼓勵
[00:02:55.720 --> 00:03:01.560]  很久以前,有一種名為「年」的怪獸
[00:03:01.560 --> 00:03:05.760]  每年除夕,就會從山上下來
[00:03:05.760 --> 00:03:10.200]  傷人,毀壞村落,吃光山畜
[00:03:10.200 --> 00:03:13.840]  每逢年尾,村民都很害怕
[00:03:13.840 --> 00:03:17.480]  家家戶戶都準備上山躲避
[00:03:21.440 --> 00:03:24.840]  老婆婆,我可以要點乾糧和水嗎
[00:03:24.840 --> 00:03:27.440]  我很肚餓和渴
[00:03:27.440 --> 00:03:30.880]  你做甚麼?天快黑了,為何不上山
[00:03:30.880 --> 00:03:33.920]  年壽快來了,你跟我上去躲避吧
[00:03:33.920 --> 00:03:36.840]  我不用怕,我有上帝的同在
[00:03:36.840 --> 00:03:39.680]  你知道年壽有多恐怖嗎
[00:03:39.680 --> 00:03:43.320]  我有上帝的同在,上帝比一切大
[00:03:43.320 --> 00:03:46.320]  我不怕,不過我可以借用你的房子嗎
[00:03:46.320 --> 00:03:49.760]  那你住吧,我上山了 好
[00:03:52.440 --> 00:03:58.160]  到了半夜,年壽好像預言般現身
[00:03:58.160 --> 00:04:00.840]  他看見村裡一片漆黑
[00:04:00.840 --> 00:04:03.480]  只有老婆婆的家燈火通明
[00:04:03.480 --> 00:04:05.920]  就大喊一聲,衝了過去
[00:04:05.920 --> 00:04:12.520]  我奉上帝的名,趕你這個年壽走
[00:04:12.520 --> 00:04:19.320]  年壽聽到上帝的名,嚇得魂飛魄散
[00:04:19.400 --> 00:04:22.120]  就魂飛魄散,落荒而逃
[00:04:22.120 --> 00:04:32.200]  為何我的房子完全沒事?很神奇
[00:04:32.200 --> 00:04:34.200]  因為我有上帝的同在
[00:04:34.200 --> 00:04:37.640]  你看到嗎?二馬內利主必同在
[00:04:37.640 --> 00:04:44.520]  從此之後,村民每年除夕
[00:04:44.520 --> 00:04:47.680]  都過得很平安、很快樂
[00:04:47.760 --> 00:04:50.080]  年壽再沒有出現
[00:04:50.080 --> 00:04:52.360]  好,給他們一點掌聲
[00:04:52.360 --> 00:04:57.320]  這是中國新年的故事
[00:04:57.320 --> 00:05:01.920]  每年都有怪獸叫年
[00:05:01.920 --> 00:05:05.560]  每年都會下來吃人
[00:05:05.560 --> 00:05:10.400]  所以中國的文化充滿恐懼
[00:05:10.400 --> 00:05:14.880]  但我們基督教的信仰不是說恐懼
[00:05:14.960 --> 00:05:20.000]  而是說有信仰,是恐懼對信仰
[00:05:20.000 --> 00:05:24.360]  中國人很怕死、怕冷、怕嚇死
[00:05:24.360 --> 00:05:26.560]  怕年壽下來
[00:05:26.560 --> 00:05:29.480]  但主耶穌跟我們說甚麼
[00:05:29.480 --> 00:05:31.040]  我們要有信心
[00:05:31.040 --> 00:05:33.360]  我們今天會看耶穌說甚麼
[00:05:33.360 --> 00:05:35.560]  我們看祂的慈悲
[00:05:35.560 --> 00:05:39.480]  我們會讀5章,讀在一起
[00:05:39.480 --> 00:05:42.040]  好,讀在一起,1、2、3
[00:05:42.120 --> 00:05:45.120]  當耶穌看到群眾
[00:05:45.120 --> 00:05:48.120]  祂上到山頂坐下
[00:05:48.120 --> 00:05:51.560]  祂的徒弟們來教導祂們
[00:05:51.560 --> 00:05:52.840]  然後祂說
[00:05:52.840 --> 00:05:55.000]  「祝福貧民和靈魂
[00:05:55.000 --> 00:05:57.760]  因為他們是天堂的王國
[00:05:57.760 --> 00:05:59.320]  祝福貧民
[00:05:59.320 --> 00:06:01.520]  因為他們會繼承地球
[00:06:01.520 --> 00:06:03.720]  祝福善良和善良
[00:06:03.720 --> 00:06:05.320]  因為他們會看到神
[00:06:05.320 --> 00:06:07.440]  祝福被迫害的人
[00:06:07.440 --> 00:06:09.000]  因為他們是正義的
[00:06:09.000 --> 00:06:11.320]  因為他們是天堂的王國
[00:06:11.400 --> 00:06:15.400]  當人們侮辱你、迫害你
[00:06:15.400 --> 00:06:18.040]  或者因為我而對你
[00:06:18.040 --> 00:06:19.720]  說出各種邪惡的說話
[00:06:19.720 --> 00:06:21.280]  請憐憫而高興
[00:06:21.280 --> 00:06:23.680]  因為天堂是你的獎勵
[00:06:23.680 --> 00:06:25.160]  因為同樣地
[00:06:25.160 --> 00:06:28.640]  他們也迫害了在你面前的聖徒」
[00:06:28.640 --> 00:06:30.480]  好,我們讀在一起
[00:06:30.480 --> 00:06:32.920]  「神父,我們來到你面前
[00:06:32.920 --> 00:06:34.880]  我們想慶祝新年
[00:06:34.880 --> 00:06:40.200]  我們也想學習你的祝福
[00:06:40.280 --> 00:06:42.520]  請教導我們透過你的靈魂
[00:06:42.520 --> 00:06:43.920]  我們在祂的名下祈禱」
[00:06:43.920 --> 00:06:49.040]  今天我們會學四件事
[00:06:49.040 --> 00:06:52.200]  第一是「信仰國王」
[00:06:52.200 --> 00:06:53.920]  「信仰祂的王國」
[00:06:53.920 --> 00:06:55.240]  「信仰祂的寬恕」
[00:06:55.240 --> 00:06:57.880]  「信仰永遠」
[00:06:57.880 --> 00:07:01.480]  第一,我們會看「祝福貧民」
[00:07:01.480 --> 00:07:03.440]  「祝福貧民
[00:07:03.440 --> 00:07:05.640]  因為他們會繼承地球」
[00:07:05.640 --> 00:07:08.000]  我們左邊,這是甚麼
[00:07:08.000 --> 00:07:10.160]  這是甚麼?竹,是嗎?
[00:07:10.240 --> 00:07:11.200]  竹,是嗎?竹
[00:07:11.200 --> 00:07:13.440]  竹,竹是用來做甚麼的
[00:07:13.440 --> 00:07:15.760]  給熊貓吃
[00:07:15.760 --> 00:07:17.280]  給熊貓吃,對了
[00:07:17.280 --> 00:07:20.680]  竹的特徵是甚麼
[00:07:20.680 --> 00:07:23.760]  它們很柔軟、很強壯
[00:07:23.760 --> 00:07:26.640]  很甚麼?是很甚麼
[00:07:26.640 --> 00:07:31.200]  在樹上來說,它們是最強壯的嗎
[00:07:31.200 --> 00:07:32.800]  它們不是最強壯的
[00:07:32.800 --> 00:07:35.720]  它們是最弱的嗎?它不是最弱的
[00:07:35.720 --> 00:07:39.760]  這些竹有甚麼強度特徵
[00:07:39.840 --> 00:07:43.160]  有甚麼?它們有甚麼
[00:07:43.160 --> 00:07:45.160]  它們可以旋轉
[00:07:45.160 --> 00:07:49.280]  這就是為何我們在建築上使用竹
[00:07:49.280 --> 00:07:54.040]  它們很容易建造、結合
[00:07:54.040 --> 00:07:56.400]  而且它們在大風的時候
[00:07:56.400 --> 00:07:58.440]  它們可以旋轉、移動
[00:07:58.440 --> 00:08:02.440]  它們很像穩固的東西,是嗎
[00:08:02.440 --> 00:08:06.560]  弱勢是甚麼?弱勢是甚麼
[00:08:06.560 --> 00:08:08.920]  弱勢不是弱勢
[00:08:09.000 --> 00:08:12.960]  弱勢在控制之下
[00:08:12.960 --> 00:08:16.320]  所以為何說「Blessed are the meek」
[00:08:16.320 --> 00:08:17.920]  「Blessed are the meek」,為甚麼
[00:08:17.920 --> 00:08:23.120]  因為它們懂得如何控制自己
[00:08:23.120 --> 00:08:28.040]  它們可以投靠力量
[00:08:28.040 --> 00:08:30.600]  但卻不會被毀壞
[00:08:30.600 --> 00:08:37.440]  中國人拜年時會怎樣
[00:08:37.520 --> 00:08:41.800]  叫甚麼?鞠躬,是嗎
[00:08:41.800 --> 00:08:43.280]  恭喜,是嗎
[00:08:43.280 --> 00:08:44.560]  好,下一頁
[00:08:44.560 --> 00:08:48.280]  我們這樣做,叫甚麼
[00:08:48.280 --> 00:08:52.080]  恭喜,為何我們會恭喜
[00:08:52.080 --> 00:08:54.360]  為何中國人會恭喜
[00:08:54.360 --> 00:08:59.520]  你們今天見婆婆、媽媽會恭喜嗎
[00:08:59.520 --> 00:09:02.240]  恭喜,為何中國人會恭喜
[00:09:02.240 --> 00:09:05.680]  為甚麼?有人知道嗎
[00:09:05.760 --> 00:09:11.040]  這是代表尊敬、榮耀,是嗎
[00:09:11.040 --> 00:09:15.640]  我們向婆婆、媽媽、公公
[00:09:15.640 --> 00:09:20.920]  祝你們身體健康、新年快樂,是嗎
[00:09:20.920 --> 00:09:25.560]  為甚麼?因為這是一種榮耀、尊敬
[00:09:25.560 --> 00:09:28.400]  我們要尊敬我們的長輩
[00:09:28.400 --> 00:09:30.000]  為何耶穌說
[00:09:30.000 --> 00:09:31.240]  「Blessed are the meek」
[00:09:31.240 --> 00:09:33.000]  「for they will inherit the earth」
[00:09:33.080 --> 00:09:38.120]  「It's because those who respect authority」
[00:09:38.120 --> 00:09:43.000]  「they will be blessed」
[00:09:43.000 --> 00:09:46.120]  誰建立了地球上的權力
[00:09:46.120 --> 00:09:47.960]  誰建立了你的主導人
[00:09:47.960 --> 00:09:50.440]  誰建立了你的長輩
[00:09:50.440 --> 00:09:55.640]  誰建立了香港的管治系統
[00:09:55.640 --> 00:10:00.120]  誰建立了,甚至允許中國擁有總統
[00:10:00.120 --> 00:10:02.400]  誰?究竟是誰
[00:10:02.480 --> 00:10:04.800]  就是主人
[00:10:04.800 --> 00:10:10.000]  主人建立了國王和權力
[00:10:10.000 --> 00:10:13.840]  所以最終,我們要向主人報仇
[00:10:13.840 --> 00:10:15.160]  我們要向主人報仇
[00:10:15.160 --> 00:10:20.480]  因為每個老師、主席、教師、國務卿
[00:10:20.480 --> 00:10:24.840]  每個人有一天會負責任
[00:10:24.840 --> 00:10:27.720]  最終他們會負責任於誰
[00:10:27.720 --> 00:10:30.000]  他們會負責任於主人
[00:10:30.080 --> 00:10:33.960]  所以我們都要向主人報仇
[00:10:33.960 --> 00:10:38.440]  所以第一個教訓是「信仰國王」
[00:10:38.440 --> 00:10:40.000]  正如中國文化
[00:10:40.000 --> 00:10:45.200]  我們要尊重我們的長輩、父母
[00:10:45.200 --> 00:10:48.960]  我們要信仰國王、尊重國王
[00:10:48.960 --> 00:10:51.440]  他就是最強的人
[00:10:51.440 --> 00:10:55.240]  他就是宇宙上的權力
[00:10:55.240 --> 00:10:56.720]  第二個教訓是
[00:10:56.800 --> 00:11:01.640]  Blessed are the poor in spirit
[00:11:01.640 --> 00:11:04.600]  我們今天很希望有甚麼
[00:11:04.600 --> 00:11:08.480]  這個新年是利是
[00:11:08.480 --> 00:11:11.920]  利是是我們期望的
[00:11:11.920 --> 00:11:14.560]  我們期望的是富貴和錢
[00:11:14.560 --> 00:11:16.280]  是嗎?
[00:11:16.280 --> 00:11:17.640]  但耶穌這樣說
[00:11:17.640 --> 00:11:22.200]  Blessed are the poor in spirit
[00:11:22.200 --> 00:11:23.920]  為甚麼?
[00:11:23.920 --> 00:11:25.200]  Poor in spirit
[00:11:25.280 --> 00:11:28.280]  Why are they blessed? 為甚麼這些人有福?
[00:11:28.280 --> 00:11:30.000]  這些人不是很慘嗎?
[00:11:30.000 --> 00:11:32.400]  Why are the poor in spirit blessed?
[00:11:32.400 --> 00:11:35.240]  有人知道嗎?
[00:11:35.240 --> 00:11:38.600]  我們中國文化很喜歡甚麼?
[00:11:38.600 --> 00:11:39.800]  下一頁
[00:11:39.800 --> 00:11:42.560]  很喜歡甚麼?
[00:11:42.560 --> 00:11:43.960]  給面子,是嗎?
[00:11:43.960 --> 00:11:45.960]  Save face,是嗎?
[00:11:45.960 --> 00:11:47.680]  Save face,是嗎?
[00:11:47.680 --> 00:11:49.160]  給面子
[00:11:49.160 --> 00:11:50.720]  我們怎樣給面子?
[00:11:50.720 --> 00:11:52.680]  我們怎樣save face?
[00:11:52.760 --> 00:11:56.200]  How do we save face?
[00:11:56.200 --> 00:12:00.880]  How do we save face?
[00:12:00.880 --> 00:12:04.120]  How do we save face?
[00:12:04.120 --> 00:12:05.480]  我們怎樣給面子?
[00:12:05.480 --> 00:12:06.800]  Auntie Winnie,我們怎樣給面子?
[00:12:06.800 --> 00:12:09.480]  在我們的中國文化
[00:12:09.480 --> 00:12:15.880]  稱讚別人?
[00:12:15.880 --> 00:12:17.320]  OK
[00:12:17.320 --> 00:12:20.440]  好的,不好的事情就不說
[00:12:20.520 --> 00:12:23.480]  是嗎?哪個家庭是這樣的?
[00:12:23.480 --> 00:12:25.400]  Whose family is like that?
[00:12:25.400 --> 00:12:26.320]  No?
[00:12:26.320 --> 00:12:27.360]  只是說好的事情
[00:12:27.360 --> 00:12:31.160]  不,是Stanley的叔叔
[00:12:31.160 --> 00:12:33.920]  Stanley叔叔和Fiona叔叔
[00:12:33.920 --> 00:12:35.200]  只是說好的事情
[00:12:35.200 --> 00:12:36.480]  怎樣給面子?
[00:12:36.480 --> 00:12:38.240]  有人給面子嗎?
[00:12:38.240 --> 00:12:39.960]  Save face
[00:12:39.960 --> 00:12:46.040]  有人嗎?No?
[00:12:46.040 --> 00:12:47.840]  Snatch for the bill
[00:12:47.920 --> 00:12:52.760]  哪個家庭很搶費用?
[00:12:52.760 --> 00:12:56.400]  OK…
[00:12:56.400 --> 00:12:58.720]  We like to save face,是嗎?
[00:12:58.720 --> 00:13:00.640]  有些事情不想說
[00:13:00.640 --> 00:13:02.640]  不好的事情我們不會說
[00:13:02.640 --> 00:13:06.240]  有些事情是負面的
[00:13:06.240 --> 00:13:08.080]  我們不會說
[00:13:08.080 --> 00:13:11.320]  We like to save face
[00:13:11.320 --> 00:13:16.600]  Jesus says, "Blessed are the poor in spirit"
[00:13:16.680 --> 00:13:19.920]  我們中國人只展示我們好的一面
[00:13:19.920 --> 00:13:21.960]  We only show the good side
[00:13:21.960 --> 00:13:23.520]  不展示我們不好的一面
[00:13:23.520 --> 00:13:25.440]  我們不展示我們的弱點
[00:13:25.440 --> 00:13:27.200]  我們不會哭
[00:13:27.200 --> 00:13:29.080]  我們是很大男人的
[00:13:29.080 --> 00:13:32.680]  We don't show weakness
[00:13:32.680 --> 00:13:34.000]  But Jesus is saying here
[00:13:34.000 --> 00:13:35.920]  Blessed are the poor in spirit
[00:13:35.920 --> 00:13:36.720]  What does it mean?
[00:13:36.720 --> 00:13:37.800]  是否你很窮
[00:13:37.800 --> 00:13:40.000]  然後才可以有神的blessing?
[00:13:40.000 --> 00:13:41.080]  是不是這樣?
[00:13:41.080 --> 00:13:42.280]  No, it means
[00:13:42.360 --> 00:13:46.760]  those who are poor in spirit
[00:13:46.760 --> 00:13:48.840]  meaning they are longing
[00:13:48.840 --> 00:13:51.040]  they are longing for the Lord
[00:13:51.040 --> 00:13:53.320]  they are poor spiritually
[00:13:53.320 --> 00:13:55.600]  so they desire the Lord more
[00:13:55.600 --> 00:13:57.040]  明白嗎?
[00:13:57.040 --> 00:13:58.200]  Do you understand?
[00:13:58.200 --> 00:14:02.400]  So the next faith is faith in His kingdom
[00:14:02.400 --> 00:14:05.880]  Blessed are those who are poor spiritually
[00:14:05.880 --> 00:14:08.320]  that they will seek the Lord
[00:14:08.320 --> 00:14:11.000]  and that is what the blessing is
[00:14:11.080 --> 00:14:13.840]  That those who have faith in His kingdom
[00:14:13.840 --> 00:14:16.400]  they will be blessed
[00:14:16.400 --> 00:14:18.200]  OK, the next blessing is
[00:14:18.200 --> 00:14:20.440]  Blessed are the pure in heart
[00:14:20.440 --> 00:14:25.120]  for they will see God
[00:14:25.120 --> 00:14:29.920]  我們新年的時候會怎樣?
[00:14:29.920 --> 00:14:31.200]  Right side,我們會怎樣?
[00:14:31.200 --> 00:14:32.880]  我們家樂會怎樣?
[00:14:32.880 --> 00:14:37.240]  We need to clean our house
[00:14:37.320 --> 00:14:41.360]  有沒有人新年會整理家居?
[00:14:41.360 --> 00:14:44.400]  OK,兩個,三個
[00:14:44.400 --> 00:14:46.640]  OK,為甚麼我們會整理家居?
[00:14:46.640 --> 00:14:48.280]  中國人
[00:14:48.280 --> 00:14:51.920]  今天是年廿八,所以要洗垃圾
[00:14:51.920 --> 00:14:54.680]  OK,你解釋一下
[00:14:54.680 --> 00:14:58.680]  你的理論是甚麼?
[00:14:58.680 --> 00:15:02.080]  洗垃圾就是令大家乾淨
[00:15:02.080 --> 00:15:04.240]  乾淨就自然有福
[00:15:04.240 --> 00:15:05.840]  OK, all right
[00:15:05.920 --> 00:15:11.040]  Blessing is connected with being clean
[00:15:11.040 --> 00:15:13.720]  你乾淨就會有Blessing
[00:15:13.720 --> 00:15:14.840]  But Jesus is saying
[00:15:14.840 --> 00:15:18.600]  Not only is our house need to be clean
[00:15:18.600 --> 00:15:23.120]  But our hearts need to be clean
[00:15:23.120 --> 00:15:25.840]  And so上個星期我們學了甚麼?
[00:15:25.840 --> 00:15:30.600]  上個星期我們學了誰被醫治?
[00:15:30.600 --> 00:15:31.440]  誰被醫治?
[00:15:31.440 --> 00:15:33.440]  一個paralyzed person
[00:15:33.520 --> 00:15:38.240]  他四個朋友帶他去見耶穌
[00:15:38.240 --> 00:15:41.120]  然後耶穌就叫他起立
[00:15:41.120 --> 00:15:43.440]  Pick up your mat and walk
[00:15:43.440 --> 00:15:44.960]  So the most important thing
[00:15:44.960 --> 00:15:47.400]  is not just that our house is clean
[00:15:47.400 --> 00:15:51.280]  But our hearts need to be clean as well
[00:15:51.280 --> 00:15:55.720]  We need to seek the forgiveness of Jesus
[00:15:55.720 --> 00:15:58.200]  Faith in His forgiveness
[00:15:58.200 --> 00:16:00.600]  OK, the fourth blessing is
[00:16:00.680 --> 00:16:04.640]  Blessed are those who are persecuted
[00:16:04.640 --> 00:16:07.480]  Blessed are those who insult you, persecute you
[00:16:07.480 --> 00:16:10.840]  Or falsely say bad things because of me
[00:16:10.840 --> 00:16:13.280]  For yours is the kingdom
[00:16:13.280 --> 00:16:14.720]  我們右邊吃甚麼?
[00:16:14.720 --> 00:16:19.080]  我們新年的時候吃年糕
[00:16:19.080 --> 00:16:21.200]  好吃嗎?喜歡吃嗎?
[00:16:21.200 --> 00:16:22.560]  喜歡吃,OK
[00:16:22.560 --> 00:16:24.520]  我們這個sweetness
[00:16:24.520 --> 00:16:29.520]  The sweetness of年糕會多久?
[00:16:29.600 --> 00:16:32.000]  How long will it last?
[00:16:32.000 --> 00:16:32.960]  How long will it last?
[00:16:32.960 --> 00:16:34.840]  It will be temporary
[00:16:34.840 --> 00:16:37.840]  The sweetness of年糕 is temporary
[00:16:37.840 --> 00:16:39.600]  However, Jesus is saying
[00:16:39.600 --> 00:16:43.080]  Those who persecute you, right?
[00:16:43.080 --> 00:16:48.600]  These things, they are also temporary
[00:16:48.600 --> 00:16:50.240]  They are also temporary
[00:16:50.240 --> 00:16:54.240]  However, what is eternal?
[00:16:54.240 --> 00:16:56.160]  His kingdom is eternal
[00:16:56.160 --> 00:16:59.000]  他們神之前說
[00:16:59.080 --> 00:17:00.040]  Blessed are you
[00:17:00.040 --> 00:17:01.320]  Rejoice and be glad
[00:17:01.320 --> 00:17:04.280]  Because great is your reward in heaven
[00:17:04.280 --> 00:17:07.720]  Great is your reward in heaven
[00:17:07.720 --> 00:17:08.920]  The next slide says
[00:17:08.920 --> 00:17:10.120]  Rejoice and be glad
[00:17:10.120 --> 00:17:15.080]  Because great is your reward in heaven
[00:17:15.080 --> 00:17:18.160]  中國人是很寄望
[00:17:18.160 --> 00:17:20.080]  有年糕,有食物,是嗎?
[00:17:20.080 --> 00:17:22.640]  但是食物是temporary
[00:17:22.640 --> 00:17:24.240]  These things are temporary
[00:17:24.240 --> 00:17:27.480]  And what Jesus is asking us to look for
[00:17:27.560 --> 00:17:29.760]  Is not just temporary things
[00:17:29.760 --> 00:17:31.120]  But eternal things
[00:17:31.120 --> 00:17:33.680]  And the only thing that lasts forever
[00:17:33.680 --> 00:17:36.080]  What are the only things that last forever?
[00:17:36.080 --> 00:17:37.480]  It is heaven
[00:17:37.480 --> 00:17:39.880]  It is our relationship with the Lord
[00:17:39.880 --> 00:17:42.600]  It is us bringing people to the Lord
[00:17:42.600 --> 00:17:44.600]  我們帶人去認識主耶穌
[00:17:44.600 --> 00:17:46.440]  他們也會上天堂
[00:17:46.440 --> 00:17:49.800]  所以這些東西是會last forever
[00:17:49.800 --> 00:17:52.480]  These are the only things that last forever
[00:17:52.480 --> 00:17:56.640]  我們中國人是很seek temporary blessing
[00:17:56.720 --> 00:17:57.840]  But God is telling us
[00:17:57.840 --> 00:17:59.080]  Jesus is telling us
[00:17:59.080 --> 00:18:02.040]  to seek eternal blessing
[00:18:02.040 --> 00:18:03.240]  eternal blessing
[00:18:03.240 --> 00:18:05.880]  The next slide is this
[00:18:05.880 --> 00:18:06.880]  What does this mean?
[00:18:06.880 --> 00:18:08.640]  What is this saying?
[00:18:08.640 --> 00:18:10.800]  你猜一下
[00:18:10.800 --> 00:18:13.960]  Faith over fear
[00:18:13.960 --> 00:18:15.440]  Faith over fear
[00:18:15.440 --> 00:18:17.160]  We need to have faith
[00:18:17.160 --> 00:18:20.520]  More faith in Jesus
[00:18:20.520 --> 00:18:21.880]  And our faith in Jesus
[00:18:21.880 --> 00:18:24.600]  has to be greater than our fear of death
[00:18:24.680 --> 00:18:27.320]  and our fear of death
[00:18:27.320 --> 00:18:28.880]  So four things today
[00:18:28.880 --> 00:18:29.560]  第一
[00:18:29.560 --> 00:18:31.800]  我們要有faith in the King
[00:18:31.800 --> 00:18:34.000]  He is the one and only one
[00:18:34.000 --> 00:18:36.040]  that is worthy of our respect
[00:18:36.040 --> 00:18:39.840]  our worship
[00:18:39.840 --> 00:18:41.840]  We need to have faith in His kingdom
[00:18:41.840 --> 00:18:44.160]  that we belong in His kingdom
[00:18:44.160 --> 00:18:47.640]  我們不是每個東西都要perfect
[00:18:47.640 --> 00:18:50.240]  everything is great
[00:18:50.240 --> 00:18:50.760]  No
[00:18:50.760 --> 00:18:54.000]  God is wanting us to go to Him
[00:18:54.080 --> 00:18:57.640]  just as we are
[00:18:57.640 --> 00:18:59.560]  We are sinners
[00:18:59.560 --> 00:19:01.360]  We are weak
[00:19:01.360 --> 00:19:02.520]  We need Him
[00:19:02.520 --> 00:19:05.440]  God is accepting us into His kingdom
[00:19:05.440 --> 00:19:08.240]  And next thing is faith in His forgiveness
[00:19:08.240 --> 00:19:11.480]  神是要恕我們的
[00:19:11.480 --> 00:19:13.680]  He forgives us of our sin
[00:19:13.680 --> 00:19:16.200]  And lastly, faith in eternity
[00:19:16.200 --> 00:19:19.720]  這個字是福
[00:19:19.720 --> 00:19:22.160]  What does it mean?
[00:19:22.240 --> 00:19:24.480]  Blessing means God
[00:19:24.480 --> 00:19:27.760]  plus one, plus mouth, plus field
[00:19:27.760 --> 00:19:29.800]  What is it?
[00:19:29.800 --> 00:19:32.320]  有沒有人看過?
[00:19:32.320 --> 00:19:34.960]  這個福這個字
[00:19:34.960 --> 00:19:36.960]  這個福是remind you of what?
[00:19:36.960 --> 00:19:37.960]  什麼story?
[00:19:37.960 --> 00:19:39.280]  這個什麼story?
[00:19:39.280 --> 00:19:40.320]  What story is it?
[00:19:40.320 --> 00:19:41.920]  Creation, right?
[00:19:41.920 --> 00:19:43.400]  God spoke
[00:19:43.400 --> 00:19:47.760]  And then the world began
[00:19:47.760 --> 00:19:50.280]  And all the world was created
[00:19:50.280 --> 00:19:52.040]  And the Garden of Eden
[00:19:52.120 --> 00:19:53.760]  was created
[00:19:53.760 --> 00:19:55.240]  So true blessing
[00:19:55.240 --> 00:19:58.280]  comes with that relationship
[00:19:58.280 --> 00:19:59.600]  with the Lord
[00:19:59.600 --> 00:20:03.600]  當下和神的關係之前是怎樣的?
[00:20:03.600 --> 00:20:04.920]  之前是怎樣的?
[00:20:04.920 --> 00:20:05.760]  They had peace
[00:20:05.760 --> 00:20:07.000]  They had blessing
[00:20:07.000 --> 00:20:07.440]  是不是?
[00:20:07.440 --> 00:20:08.920]  沒有罪的
[00:20:08.920 --> 00:20:10.400]  但是為什麼有罪?
