
[00:00:00.000 --> 00:00:02.000]  大家好, 平安
[00:01:34.000 --> 00:01:38.000]  所以有些人時時計算
[00:01:38.000 --> 00:01:40.000]  計算耶穌什麼時候來
[00:01:40.000 --> 00:01:42.000]  但是耶穌怎麼說?
[00:01:42.000 --> 00:01:44.000]  耶穌在馬達福音24章說
[00:01:44.000 --> 00:01:47.000]  他來的時候沒有人知道
[00:01:47.000 --> 00:01:49.000]  連天上的使者都不知道
[00:01:49.000 --> 00:01:51.000]  耶穌自己都不知道
[00:01:51.000 --> 00:01:54.000]  唯獨天父知道
[00:01:54.000 --> 00:01:59.000]  這個日子可能是災難的日子
[00:01:59.000 --> 00:02:00.000]  很多災難的日子
[00:02:00.000 --> 00:02:03.000]  也可能是太平盛世的日子
[00:02:03.000 --> 00:02:05.000]  既然我們不知道
[00:02:05.000 --> 00:02:07.000]  就不用浪費時間
[00:02:07.000 --> 00:02:10.000]  去猜測主耶穌什麼時候來
[00:02:10.000 --> 00:02:13.000]  但是正因為我們不知道
[00:02:13.000 --> 00:02:16.000]  我們更需要時時去準備
[00:02:16.000 --> 00:02:18.000]  主耶穌來
[00:02:18.000 --> 00:02:22.000]  另一個沒有準備好
[00:02:22.000 --> 00:02:24.000]  見主耶穌的原因
[00:02:24.000 --> 00:02:28.000]  是因為不知道怎麼去準備
[00:02:28.000 --> 00:02:30.000]  今天, 避得前書的經文
[00:02:30.000 --> 00:02:34.000]  給了我一些很重要的答案
[00:02:34.000 --> 00:02:35.000]  我們一起讀
[00:02:35.000 --> 00:02:37.000]  在看經文之前
[00:02:37.000 --> 00:02:39.000]  請開闊食
[00:02:39.000 --> 00:02:41.000]  感謝祢賜下祢的話語
[00:02:41.000 --> 00:02:43.000]  在以下的信息裡
[00:02:43.000 --> 00:02:46.000]  求祢的聖靈與我們同在
[00:02:46.000 --> 00:02:48.000]  幫助說的、聽的
[00:02:48.000 --> 00:02:51.000]  都能夠更多明白您的心意
[00:02:51.000 --> 00:02:54.000]  讓我們更好的準備主耶穌的再來
[00:02:54.000 --> 00:02:56.000]  禱告是奉靠祢獨生愛子
[00:02:56.000 --> 00:02:59.000]  耶穌基督寶貴的名次
[00:02:59.000 --> 00:03:01.000]  阿門
[00:03:01.000 --> 00:03:05.000]  避得前書的主題是苦難中的盼望
[00:03:05.000 --> 00:03:07.000]  為什麼彼得會寫這本書呢?
[00:03:07.000 --> 00:03:09.000]  就是因為在當時
[00:03:09.000 --> 00:03:13.000]  在主後54到68年的時候
[00:03:13.000 --> 00:03:19.000]  基督徒正受到羅馬暴君尼祿王的迫害
[00:03:19.000 --> 00:03:22.000]  處境非常危險
[00:03:22.000 --> 00:03:26.000]  彼得在那時候寫這封書信
[00:03:26.000 --> 00:03:28.000]  勸領信徒
[00:03:28.000 --> 00:03:32.000]  叫他們在苦難中有盼望
[00:03:32.000 --> 00:03:35.000]  這個盼望從何而來呢?
[00:03:35.000 --> 00:03:40.000]  就是在主將如再來的信息
[00:03:40.000 --> 00:03:45.000]  全書共有八節提到主將要顯現
[00:03:45.000 --> 00:03:51.000]  好像在這書其中的一個約節
[00:03:51.000 --> 00:03:54.000]  是在第一章第七節
[00:03:54.000 --> 00:03:57.000]  使你們信心既被考驗
[00:03:57.000 --> 00:03:59.000]  就比那被火試煉
[00:03:59.000 --> 00:04:04.000]  仍然能為這禁字更顯寶貴
[00:04:04.000 --> 00:04:07.000]  可以在耶穌基督顯現的時候
[00:04:07.000 --> 00:04:11.000]  得到稱讚榮譽和尊貴
[00:04:11.000 --> 00:04:13.000]  他們當時所受的苦難
[00:04:13.000 --> 00:04:17.000]  就好像煉金時的火一樣
[00:04:17.000 --> 00:04:21.000]  使他們的生命能煉得更純正
[00:04:21.000 --> 00:04:24.000]  這些是外來的環境
[00:04:24.000 --> 00:04:28.000]  使他們可以準備主耶穌的再來
[00:04:28.000 --> 00:04:33.000]  這是彼得前書第一章十一到十二節
[00:04:33.000 --> 00:04:36.000]  其中一個主的信息
[00:04:36.000 --> 00:04:38.000]  在今天接著的經文
[00:04:38.000 --> 00:04:41.000]  第一章十三到二十五節
[00:04:41.000 --> 00:04:44.000]  彼得繼續告訴信徒
[00:04:44.000 --> 00:04:46.000]  他們要如何準備自己的生命
[00:04:46.000 --> 00:04:49.000]  去見主耶穌
[00:04:49.000 --> 00:04:51.000]  我將今天的經文所說到
[00:04:51.000 --> 00:04:53.000]  應該如何去預備
[00:04:53.000 --> 00:04:55.000]  分為五個要
[00:04:55.000 --> 00:04:57.000]  要盼望見主
[00:04:57.000 --> 00:04:58.000]  要聖潔
[00:04:58.000 --> 00:05:00.000]  要依靠神的救贖
[00:05:00.000 --> 00:05:02.000]  要彼此相愛
[00:05:02.000 --> 00:05:05.000]  和要依靠神的道
[00:05:05.000 --> 00:05:07.000]  第一個要
[00:05:07.000 --> 00:05:09.000]  是要盼望見主耶穌
[00:05:09.000 --> 00:05:11.000]  讓我們一起讀十三節
[00:05:11.000 --> 00:05:14.000]  所以要準備你們的心
[00:05:14.000 --> 00:05:16.000]  謹慎自守
[00:05:16.000 --> 00:05:20.000]  專心盼望耶穌基督的顯現的時候
[00:05:20.000 --> 00:05:22.000]  大給你們的恩惠
[00:05:22.000 --> 00:05:24.000]  要準備好見主
[00:05:24.000 --> 00:05:26.000]  第一件要做的事
[00:05:26.000 --> 00:05:30.000]  是要專心盼望耶穌基督的顯現
[00:05:30.000 --> 00:05:33.000]  這樣怎樣才算盼望呢?
[00:05:33.000 --> 00:05:37.000]  盼望就是我們有一些東西
[00:05:37.000 --> 00:05:38.000]  我們未得到
[00:05:38.000 --> 00:05:41.000]  但非常希望能夠得到的東西
[00:05:41.000 --> 00:05:45.000]  就是如果嘟嘟嘟就好了
[00:05:45.000 --> 00:05:49.000]  我想大家都有一些不同的盼望
[00:05:49.000 --> 00:05:52.000]  我現在的盼望
[00:05:52.000 --> 00:05:55.000]  就是希望能夠抱到孫子
[00:05:55.000 --> 00:05:58.000]  想問一下這裡有多少人是有孫子的
[00:05:58.000 --> 00:06:00.000]  證據說有孫子的
[00:06:00.000 --> 00:06:02.000]  真的很羨慕你們
[00:06:02.000 --> 00:06:06.000]  每當我們
[00:06:06.000 --> 00:06:09.000]  我每次見到在教會
[00:06:09.000 --> 00:06:10.000]  有些公公婆婆
[00:06:10.000 --> 00:06:12.000]  爺爺奶奶帶著孫子
[00:06:12.000 --> 00:06:15.000]  牽著孫子來教會的時候
[00:06:15.000 --> 00:06:18.000]  面上那些滿足的笑容
[00:06:18.000 --> 00:06:21.000]  使我更加羨慕
[00:06:21.000 --> 00:06:26.000]  但是能不能夠抱到孫子
[00:06:26.000 --> 00:06:28.000]  不一定的
[00:06:28.000 --> 00:06:33.000]  我也不能夠對兒子或媳婦說話
[00:06:33.000 --> 00:06:35.000]  但另一方面
[00:06:35.000 --> 00:06:38.000]  主耶穌的再來是肯定的
[00:06:38.000 --> 00:06:43.000]  我就一定要好好地準備
[00:06:43.000 --> 00:06:45.000]  這節經文提醒我
[00:06:45.000 --> 00:06:50.000]  我有沒有自己的渴望去見主耶穌
[00:06:50.000 --> 00:06:52.000]  如果沒有這個渴望的話
[00:06:52.000 --> 00:06:57.000]  我怎樣可以去準備去見主呢?
[00:06:57.000 --> 00:06:59.000]  你可能會問
[00:06:59.000 --> 00:07:01.000]  主耶穌的面容
[00:07:01.000 --> 00:07:03.000]  我們沒有看過
[00:07:03.000 --> 00:07:05.000]  祂顯現的時候
[00:07:05.000 --> 00:07:10.000]  怎知道是祂在我們眼前顯現呢?
[00:07:10.000 --> 00:07:14.000]  還記得在楊福音20節
[00:07:14.000 --> 00:07:16.000]  耶穌復活之後
[00:07:16.000 --> 00:07:19.000]  就顯現了美多瑪
[00:07:19.000 --> 00:07:20.000]  對祂說什麼?
[00:07:20.000 --> 00:07:22.000]  把你的指頭伸到這裡來
[00:07:22.000 --> 00:07:24.000]  看見我的手
[00:07:24.000 --> 00:07:26.000]  把你的手伸過來
[00:07:26.000 --> 00:07:27.000]  探認我的肋旁
[00:07:27.000 --> 00:07:30.000]  不要疑惑總要信
[00:07:30.000 --> 00:07:36.000]  為什麼耶穌要多瑪摸祂的手
[00:07:36.000 --> 00:07:38.000]  和祂的肋旁呢?
[00:07:38.000 --> 00:07:40.000]  因為這兩個部位
[00:07:40.000 --> 00:07:42.000]  就是耶穌被釘十字架的時候
[00:07:42.000 --> 00:07:45.000]  被大鐵釘刺透
[00:07:45.000 --> 00:07:48.000]  被槍刺穿的地方
[00:07:48.000 --> 00:07:50.000]  這個是祂為我們
[00:07:50.000 --> 00:07:53.000]  最犧牲的時候的傷痕
[00:07:53.000 --> 00:07:59.000]  是祂對我們毫無保留的愛的證據
[00:07:59.000 --> 00:08:01.000]  所以當主耶穌向我們顯現的時候
[00:08:01.000 --> 00:08:03.000]  一定會讓我們看到
[00:08:03.000 --> 00:08:06.000]  祂有釘痕的雙手
[00:08:06.000 --> 00:08:07.000]  弟兄姊妹
[00:08:07.000 --> 00:08:10.000]  想不想見到主耶穌
[00:08:10.000 --> 00:08:14.000]  這對有釘痕的雙手?
[00:08:14.000 --> 00:08:16.000]  想見到的請舉手
[00:08:16.000 --> 00:08:18.000]  也不是很多
[00:08:19.000 --> 00:08:21.000]  主耶穌顯現的時候
[00:08:21.000 --> 00:08:25.000]  更加會帶給我們一些恩惠
[00:08:25.000 --> 00:08:29.000]  好像剛才獻師小組所唱的
[00:08:29.000 --> 00:08:31.000]  榮耀歸真實最後一節
[00:08:31.000 --> 00:08:33.000]  將來得見主面
[00:08:33.000 --> 00:08:36.000]  何等大恩福
[00:08:36.000 --> 00:08:38.000]  這些恩福是什麼呢?
[00:08:38.000 --> 00:08:40.000]  這些恩福
[00:08:40.000 --> 00:08:41.000]  不同的聖衣作者
[00:08:41.000 --> 00:08:44.000]  馬太、彼得和保羅、約翰等等
[00:08:44.000 --> 00:08:45.000]  都有記載
[00:08:45.000 --> 00:08:47.000]  這些包括了
[00:08:47.000 --> 00:08:50.000]  創世以來為我們所預備的國
[00:08:50.000 --> 00:08:51.000]  天上的基業
[00:08:51.000 --> 00:08:53.000]  公義的冠冕
[00:08:53.000 --> 00:08:55.000]  成為天上的國民和祭司
[00:08:55.000 --> 00:08:59.000]  可以在地上執掌皇權等等
[00:08:59.000 --> 00:09:03.000]  不知道大家對這些恩惠有什麼盼望呢?
[00:09:03.000 --> 00:09:06.000]  還記得在幾個星期前
[00:09:06.000 --> 00:09:08.000]  我們呼喚團體小組
[00:09:08.000 --> 00:09:10.000]  回鄉的時候
[00:09:10.000 --> 00:09:12.000]  有一個弟兄
[00:09:12.000 --> 00:09:20.000]  討論將來會得到什麼榮耀
[00:09:20.000 --> 00:09:23.000]  有位弟兄很誠實地分享
[00:09:23.000 --> 00:09:28.000]  他不知道怎樣去掌權皇權
[00:09:28.000 --> 00:09:30.000]  和當祭司
[00:09:30.000 --> 00:09:33.000]  但是能夠與主同在
[00:09:33.000 --> 00:09:36.000]  能夠成為天上的國民
[00:09:36.000 --> 00:09:39.000]  不在地獄的流亡火湖裡面
[00:09:39.000 --> 00:09:42.000]  已經是他最盼望的了
[00:09:42.000 --> 00:09:44.000]  我也很有同感
[00:09:44.000 --> 00:09:48.000]  或者將來得見主面
[00:09:48.000 --> 00:09:52.000]  已經是非常大的恩福
[00:09:52.000 --> 00:09:53.000]  弟兄姊妹
[00:09:53.000 --> 00:09:57.000]  你盼望得到這些主耶穌應許的恩惠嗎?
[00:09:57.000 --> 00:10:01.000]  想得到的請舉手
[00:10:01.000 --> 00:10:02.000]  多些了
[00:10:02.000 --> 00:10:04.000]  多些就舉手
[00:10:04.000 --> 00:10:05.000]  準備好見主
[00:10:05.000 --> 00:10:08.000]  除了又盼望見他之外
[00:10:08.000 --> 00:10:11.000]  十四到十七節更加告訴我們第二個要
[00:10:11.000 --> 00:10:13.000]  就是要聖潔
[00:10:13.000 --> 00:10:14.000]  讓我們一起讀
[00:10:14.000 --> 00:10:16.000]  作為信服的兒女
[00:10:16.000 --> 00:10:20.000]  不要效法從前蒙昧無知的時候
[00:10:20.000 --> 00:10:23.000]  放縱私欲的樣子
[00:10:23.000 --> 00:10:26.000]  但那照你們的既是聖潔
[00:10:26.000 --> 00:10:30.000]  你們在一切所行的事上也要聖潔
[00:10:30.000 --> 00:10:32.000]  因為經上記著
[00:10:32.000 --> 00:10:34.000]  你們要成為聖
[00:10:34.000 --> 00:10:36.000]  因為我是神聖的
[00:10:36.000 --> 00:10:39.000]  既然你們稱那不偏待人
[00:10:39.000 --> 00:10:43.000]  按各人行為審判人的主為父
[00:10:43.000 --> 00:10:45.000]  就當傳敬畏的心
[00:10:45.000 --> 00:10:49.000]  到你們在世既居的日子
[00:10:49.000 --> 00:10:52.000]  彼得要信徒在一切的事上
[00:10:52.000 --> 00:10:54.000]  要成為聖潔
[00:10:54.000 --> 00:10:55.000]  為什麼呢?
[00:10:55.000 --> 00:10:59.000]  因為揀選他的主耶穌是聖潔的神
[00:10:59.000 --> 00:11:01.000]  因為神是聖潔的
[00:11:01.000 --> 00:11:03.000]  只有聖潔的人
[00:11:03.000 --> 00:11:07.000]  才能親近神與主同在
[00:11:07.000 --> 00:11:09.000]  另一個原因就是
[00:11:09.000 --> 00:11:12.000]  將來主耶穌再來的時候
[00:11:12.000 --> 00:11:15.000]  會審判所有人的行為
[00:11:15.000 --> 00:11:18.000]  《約翰福音》第五章這樣說
[00:11:18.000 --> 00:11:20.000]  所有人都復活
[00:11:20.000 --> 00:11:23.000]  行善的復活得生
[00:11:23.000 --> 00:11:27.000]  作惡的復活定罪
[00:11:27.000 --> 00:11:32.000]  那些仍然陷在罪中和不聖潔的
[00:11:32.000 --> 00:11:34.000]  就不能夠承受神的國
[00:11:34.000 --> 00:11:36.000]  這些是哪些人呢?
[00:11:36.000 --> 00:11:39.000]  在《國人多前書》第六章
[00:11:39.000 --> 00:11:42.000]  司徒保羅告訴我們
[00:11:42.000 --> 00:11:50.000]  淫亂的、拜偶像的、穿槍技的、偷竊的、貪婪的、醉酒的、辱罵的、勒索的
[00:11:50.000 --> 00:11:52.000]  都不能夠承受神的國
[00:11:52.000 --> 00:11:54.000]  你可能會問
[00:11:54.000 --> 00:11:57.000]  神不是慈愛的神嗎?
[00:11:57.000 --> 00:12:01.000]  當我們接受了主耶穌洗罪得到赦免的救恩之後
[00:12:01.000 --> 00:12:04.000]  我們的罪不是得到洗淨嗎?
[00:12:04.000 --> 00:12:07.000]  為什麼神還要我們成為聖潔呢?
[00:12:07.000 --> 00:12:10.000]  答案也在這段經文裏
[00:12:10.000 --> 00:12:16.000]  保羅責備戈林多教會的基督徒
[00:12:16.000 --> 00:12:18.000]  因為他們信了主之後
[00:12:18.000 --> 00:12:21.000]  他們的行為和生命
[00:12:21.000 --> 00:12:24.000]  和那些未信主的人沒有分別
[00:12:24.000 --> 00:12:29.000]  如果他們還不離開他們罪惡的行為
[00:12:29.000 --> 00:12:32.000]  包括姦淫和醉酒
[00:12:32.000 --> 00:12:36.000]  和離開罪惡的思想
[00:12:36.000 --> 00:12:38.000]  好像貪婪等等
[00:12:38.000 --> 00:12:40.000]  他們都是不義的人
[00:12:40.000 --> 00:12:42.000]  都不能夠承受神的國
[00:12:42.000 --> 00:12:45.000]  所以要準備好見主耶穌
[00:12:45.000 --> 00:12:47.000]  就一定要遠離罪惡
[00:12:47.000 --> 00:12:49.000]  成為聖潔
[00:12:49.000 --> 00:12:57.000]  那聖潔是什麼呢?
[00:12:57.000 --> 00:13:01.000]  聖潔不單止是沒有犯罪
[00:13:01.000 --> 00:13:03.000]  不然的話
[00:13:03.000 --> 00:13:05.000]  你整天在家裏睡覺
[00:13:05.000 --> 00:13:07.000]  躺平
[00:13:07.000 --> 00:13:09.000]  什麼事都不做
[00:13:09.000 --> 00:13:11.000]  就會成為聖潔
[00:13:11.000 --> 00:13:15.000]  聖潔在希臘語文的意思是分別出來
[00:13:15.000 --> 00:13:19.000]  獻給神的純潔和完全
[00:13:19.000 --> 00:13:21.000]  今天的經文
[00:13:21.000 --> 00:13:23.000]  你們要成為聖
[00:13:23.000 --> 00:13:24.000]  因為我是聖的
[00:13:24.000 --> 00:13:27.000]  是引用了利美記十一章四十五節
[00:13:27.000 --> 00:13:28.000]  你不要成為聖
[00:13:28.000 --> 00:13:31.000]  因為我是神聖的
[00:13:31.000 --> 00:13:33.000]  當中的成為聖
[00:13:33.000 --> 00:13:36.000]  英文的翻譯更加清楚
[00:13:36.000 --> 00:13:39.000]  英文就說You shall be holy
[00:13:39.000 --> 00:13:42.000]  就是說成為聖
[00:13:42.000 --> 00:13:45.000]  是一個將來事態的動詞
[00:13:45.000 --> 00:13:50.000]  就是說成為聖是信徒在生命中
[00:13:50.000 --> 00:13:52.000]  不斷要達成的目標
[00:13:52.000 --> 00:13:55.000]  這是一生的功課
[00:13:55.000 --> 00:13:56.000]  舉個例子
[00:13:56.000 --> 00:13:59.000]  在這一季的一人一班
[00:13:59.000 --> 00:14:01.000]  一人一的風音班
[00:14:01.000 --> 00:14:03.000]  有一位同學問
[00:14:03.000 --> 00:14:04.000]  上主之後
[00:14:04.000 --> 00:14:07.000]  是不是就不會再犯罪呢?
[00:14:07.000 --> 00:14:10.000]  這個就是一個很好的問題
[00:14:10.000 --> 00:14:12.000]  不知道大家會怎麼回答呢?
[00:14:12.000 --> 00:14:14.000]  我想了一下
[00:14:14.000 --> 00:14:16.000]  就對這位同學這樣說
[00:14:16.000 --> 00:14:18.000]  不是不會犯罪
[00:14:18.000 --> 00:14:20.000]  而是每次做了一些
[00:14:20.000 --> 00:14:22.000]  神不喜歡的事的時候
[00:14:22.000 --> 00:14:26.000]  就會覺得很不舒服
[00:14:26.000 --> 00:14:27.000]  舉個例子
[00:14:27.000 --> 00:14:29.000]  就好像說謊話
[00:14:29.000 --> 00:14:33.000]  信主之前會說
[00:14:33.000 --> 00:14:37.000]  信主之後也會說
[00:14:37.000 --> 00:14:41.000]  你不要認為信主之後
[00:14:41.000 --> 00:14:42.000]  你就不會說謊話
[00:14:42.000 --> 00:14:47.000]  不然你就多說一個謊話
[00:14:47.000 --> 00:14:51.000]  但是你每次信主之後說謊話
[00:14:51.000 --> 00:14:55.000]  之後就會覺得很不舒服
[00:14:55.000 --> 00:14:57.000]  因為我們信主之後
[00:14:57.000 --> 00:14:59.000]  住在我們心裡面的聖靈
[00:14:59.000 --> 00:15:04.000]  就會提醒我們說謊話是神不喜悅的
[00:15:04.000 --> 00:15:08.000]  我們就不想再說
[00:15:08.000 --> 00:15:13.000]  這樣就會遠離說謊這個罪
[00:15:13.000 --> 00:15:15.000]  我們是不是盡了自己的力
[00:15:15.000 --> 00:15:16.000]  去遠離罪惡
[00:15:16.000 --> 00:15:18.000]  不偏待人的神
[00:15:18.000 --> 00:15:20.000]  在審判我們的時候
[00:15:20.000 --> 00:15:22.000]  非常清楚
[00:15:22.000 --> 00:15:24.000]  弟兄姊妹
[00:15:24.000 --> 00:15:26.000]  大家願意去遠離罪惡
[00:15:26.000 --> 00:15:28.000]  成為聖潔媽
[00:15:28.000 --> 00:15:30.000]  願意的請舉手
[00:15:30.000 --> 00:15:32.000]  大部分的同學
[00:15:32.000 --> 00:15:34.000]  你可能會問
[00:15:34.000 --> 00:15:36.000]  我信主這麼多年
[00:15:36.000 --> 00:15:39.000]  現在還時時犯罪
[00:15:39.000 --> 00:15:41.000]  有些事我不想做
[00:15:41.000 --> 00:15:43.000]  就做出來
[00:15:43.000 --> 00:15:45.000]  有些事我想做
[00:15:45.000 --> 00:15:47.000]  但做不到
[00:15:47.000 --> 00:15:51.000]  那怎樣能夠成為聖潔呢?
[00:15:51.000 --> 00:15:54.000]  士徒保羅也有同樣的問題
[00:15:54.000 --> 00:15:56.000]  他在羅馬書第七章這樣說
[00:15:56.000 --> 00:15:58.000]  我們一起讀
[00:15:58.000 --> 00:16:00.000]  在我所願意的事
[00:16:00.000 --> 00:16:02.000]  我反不做
[00:16:02.000 --> 00:16:04.000]  我想不言得惡
[00:16:04.000 --> 00:16:05.000]  我道去做
[00:16:05.000 --> 00:16:07.000]  我真是苦
[00:16:07.000 --> 00:16:10.000]  順便救我脫離這取死的身體
[00:16:10.000 --> 00:16:13.000]  他接著給我們一個解決的方法
[00:16:13.000 --> 00:16:15.000]  感謝神
[00:16:15.000 --> 00:16:17.000]  靠著我們的主耶穌基督
[00:16:17.000 --> 00:16:19.000]  就能脫離了
[00:16:19.000 --> 00:16:21.000]  靠著主耶穌
[00:16:21.000 --> 00:16:23.000]  就能夠脫離罪惡
[00:16:23.000 --> 00:16:25.000]  成為聖潔
[00:16:25.000 --> 00:16:27.000]  那怎樣去靠著主耶穌呢?
[00:16:27.000 --> 00:16:29.000]  答案
[00:16:29.000 --> 00:16:34.000]  就在今天的經文十八到二十一節
[00:16:34.000 --> 00:16:36.000]  是要依靠神的救贖
[00:16:36.000 --> 00:16:39.000]  這是準備好建主的第三個要
[00:16:39.000 --> 00:16:41.000]  我們一起讀
[00:16:41.000 --> 00:16:43.000]  你們知道
[00:16:43.000 --> 00:16:46.000]  你們得以從你們祖先傳下來
[00:16:46.000 --> 00:16:49.000]  虛妄的行為中救贖出來
[00:16:49.000 --> 00:16:53.000]  不是靠著會扭壞的金銀等物
[00:16:53.000 --> 00:16:56.000]  乃是憑著基督的補血
[00:16:56.000 --> 00:17:00.000]  如同無瑕疵無玷污的羔羊的血
[00:17:00.000 --> 00:17:04.000]  基督是神在創世以前所預知
[00:17:04.000 --> 00:17:07.000]  而在這末世才為你們顯現的
[00:17:07.000 --> 00:17:10.000]  你們也因著祂而信
[00:17:10.000 --> 00:17:13.000]  也使祂從死人中復活
[00:17:13.000 --> 00:17:15.000]  又給祂榮耀的神
[00:17:15.000 --> 00:17:19.000]  好在你們的信心和盼望都在於神
[00:17:19.000 --> 00:17:21.000]  神怎樣救贖我們呢?
[00:17:21.000 --> 00:17:25.000]  不是靠著能夠扭壞的金銀
[00:17:25.000 --> 00:17:28.000]  而是靠著基督的補血
[00:17:28.000 --> 00:17:31.000]  那怎樣去憑著基督的補血呢?
[00:17:31.000 --> 00:17:34.000]  答案就在羅馬書第三章
[00:17:34.000 --> 00:17:36.000]  我們一起讀
[00:17:36.000 --> 00:17:38.000]  因為世人都犯了罪
[00:17:38.000 --> 00:17:40.000]  虧缺了神的榮耀
[00:17:40.000 --> 00:17:42.000]  如今卻蒙神的恩典
[00:17:42.000 --> 00:17:46.000]  藉著主耶穌基督裡的救贖
[00:17:46.000 --> 00:17:48.000]  就白白地稱義
[00:17:48.000 --> 00:17:52.000]  我們要靠著耶穌被釘十字架上所流的血
[00:17:52.000 --> 00:17:54.000]  流的補血
[00:17:54.000 --> 00:17:56.000]  遮蓋我們的罪
[00:17:56.000 --> 00:17:59.000]  我們才能夠得稱為義
[00:17:59.000 --> 00:18:01.000]  我們信了主之後
[00:18:01.000 --> 00:18:03.000]  不是成了義人
[00:18:03.000 --> 00:18:05.000]  完全沒有罪惡
[00:18:05.000 --> 00:18:09.000]  而是被神稱為義
[00:18:09.000 --> 00:18:11.000]  神在審判我們的時候
[00:18:11.000 --> 00:18:14.000]  不再追究我們的過犯
[00:18:14.000 --> 00:18:18.000]  所以主耶穌在十字架上的犧牲
[00:18:18.000 --> 00:18:22.000]  撫清了我們欠下神的罪債
[00:18:22.000 --> 00:18:25.000]  這就顯出神的公義
[00:18:25.000 --> 00:18:27.000]  因為神在舊約
[00:18:27.000 --> 00:18:29.000]  很多次告訴我們
[00:18:29.000 --> 00:18:32.000]  神是萬不以有罪的為無罪
[00:18:32.000 --> 00:18:35.000]  必追討我們的罪
[00:18:35.000 --> 00:18:37.000]  只不過這些罪債
[00:18:37.000 --> 00:18:42.000]  被主耶穌在十字架上的犧牲償還了
[00:18:42.000 --> 00:18:45.000]  因為耶穌基督是神的兒子
[00:18:45.000 --> 00:18:49.000]  只有祂的犧牲才能夠補償我們的罪
[00:18:49.000 --> 00:18:53.000]  這是信耶穌的核心中的核心
[00:18:53.000 --> 00:18:56.000]  如果偏離了這個真理
[00:18:56.000 --> 00:18:58.000]  就會有很多問題
[00:18:58.000 --> 00:19:04.000]  上個月我去醫院探訪一個信了主幾年的弟兄
[00:19:04.000 --> 00:19:07.000]  他在幾年前決志信了主
[00:19:07.000 --> 00:19:08.000]  信主之後
[00:19:08.000 --> 00:19:12.000]  不久他的太太患了癌症
[00:19:12.000 --> 00:19:16.000]  不久之後他自己也患了癌症
[00:19:16.000 --> 00:19:20.000]  這幾年他做了很多治療
[00:19:20.000 --> 00:19:22.000]  病情反反覆覆
[00:19:22.000 --> 00:19:24.000]  我去那天
[00:19:24.000 --> 00:19:27.000]  那時候的醫生告訴他們
[00:19:27.000 --> 00:19:30.000]  他的身體的癌細胞變異
[00:19:30.000 --> 00:19:33.000]  已經沒有藥物可以治療
[00:19:33.000 --> 00:19:36.000]  遇到這個情況很多人都很沮喪
[00:19:36.000 --> 00:19:39.000]  這個弟兄也不例外
[00:19:39.000 --> 00:19:42.000]  我到醫院看他的時候
[00:19:42.000 --> 00:19:45.000]  他對神說了一些很沮喪的話
[00:19:45.000 --> 00:19:47.000]  說神已經離開了他
[00:19:47.000 --> 00:19:52.000]  那時候和我一起去的一位弟兄對他說
[00:19:52.000 --> 00:19:55.000]  只要你傳言交託給神
[00:19:55.000 --> 00:19:57.000]  神就會醫治你的病
[00:19:57.000 --> 00:19:59.000]  你的病不能夠醫好
[00:19:59.000 --> 00:20:04.000]  因為你沒有完全信靠神
[00:20:04.000 --> 00:20:09.000]  不知道你聽了之後會有什麼反應
[00:20:09.000 --> 00:20:13.000]  因為患病的弟兄更加沮喪
