
[00:00:00.000 --> 00:00:04.000]  Explorer的各位Mentor,各位大兄姐妹,早安
[00:04:26.000 --> 00:04:29.000]  可以在耶和華向你列祖
[00:04:29.000 --> 00:04:30.000]  阿伯拉罕
[00:04:30.000 --> 00:04:31.000]  以撒
[00:04:31.000 --> 00:04:32.000]  阿國
[00:04:32.000 --> 00:04:33.000]  起的誓
[00:04:33.000 --> 00:04:36.000]  要給他們的地上居住
[00:04:36.000 --> 00:04:38.000]  多謝大家
[00:04:38.000 --> 00:04:39.000]  很齊心
[00:04:39.000 --> 00:04:41.000]  在這段經文裏
[00:04:41.000 --> 00:04:44.000]  其實我只想說一點
[00:04:44.000 --> 00:04:45.000]  就是
[00:04:45.000 --> 00:04:49.000]  今日你們要選擇生命
[00:04:49.000 --> 00:04:51.000]  你們要選擇生命
[00:04:51.000 --> 00:04:52.000]  什麼意思
[00:04:52.000 --> 00:04:54.000]  很簡單的幾粒字
[00:04:54.000 --> 00:04:55.000]  什麼意思
[00:04:55.000 --> 00:04:56.000]  在這段經文當中
[00:04:56.000 --> 00:04:58.000]  摩西給了兩條路
[00:04:58.000 --> 00:05:00.000]  這班以色列人選擇
[00:05:00.000 --> 00:05:01.000]  是哪兩條
[00:05:01.000 --> 00:05:05.000]  一條就是走向生命和祝福的道路
[00:05:05.000 --> 00:05:07.000]  另一條就是走向
[00:05:07.000 --> 00:05:08.000]  什麼
[00:05:08.000 --> 00:05:10.000]  死亡和詛咒的道路
[00:05:10.000 --> 00:05:14.000]  生命的道路記載在16節
[00:05:14.000 --> 00:05:17.000]  死亡的道路記載在17 18節
[00:05:17.000 --> 00:05:19.000]  我們先看生命
[00:05:19.000 --> 00:05:21.000]  在16節這樣說
[00:05:21.000 --> 00:05:23.000]  我今日所吩咐你的
[00:05:23.000 --> 00:05:26.000]  就是要愛耶和華你的神
[00:05:26.000 --> 00:05:28.000]  遵行他的道
[00:05:28.000 --> 00:05:31.000]  謹守他的誡命律例典章
[00:05:31.000 --> 00:05:34.000]  使你們可以存活增多
[00:05:34.000 --> 00:05:36.000]  而且耶和華你的神
[00:05:36.000 --> 00:05:39.000]  必在你所進去得為業的地
[00:05:39.000 --> 00:05:41.000]  去賜福給你
[00:05:41.000 --> 00:05:43.000]  在這裏摩西說得很清楚
[00:05:43.000 --> 00:05:46.000]  他將那個條件
[00:05:46.000 --> 00:05:48.000]  條件就是要做什麼
[00:05:48.000 --> 00:05:50.000]  和結果
[00:05:50.000 --> 00:05:51.000]  有什麼結果
[00:05:51.000 --> 00:05:53.000]  他講得很清楚
[00:05:53.000 --> 00:05:55.000]  如果你留意那個動詞
[00:05:55.000 --> 00:05:58.000]  你會發現摩西寫得很工整
[00:05:58.000 --> 00:05:59.000]  很工整
[00:05:59.000 --> 00:06:00.000]  什麼意思
[00:06:00.000 --> 00:06:02.000]  三種的馴服
[00:06:02.000 --> 00:06:05.000]  就對應三種的結果
[00:06:05.000 --> 00:06:07.000]  大家都看到顏色字
[00:06:07.000 --> 00:06:08.000]  愛上帝
[00:06:08.000 --> 00:06:09.000]  遵行
[00:06:09.000 --> 00:06:10.000]  謹守
[00:06:10.000 --> 00:06:11.000]  對應
[00:06:11.000 --> 00:06:12.000]  存活
[00:06:12.000 --> 00:06:13.000]  增多
[00:06:13.000 --> 00:06:15.000]  和得福
[00:06:15.000 --> 00:06:16.000]  很特別
[00:06:16.000 --> 00:06:18.000]  他是專門這樣寫
[00:06:18.000 --> 00:06:20.000]  不過相反
[00:06:20.000 --> 00:06:23.000]  如果他們的心偏離又怎樣
[00:06:23.000 --> 00:06:25.000]  第17 18節這樣說
[00:06:25.000 --> 00:06:27.000]  如果他不肯聽從
[00:06:27.000 --> 00:06:29.000]  去敬拜別的神
[00:06:29.000 --> 00:06:30.000]  侍奉他們
[00:06:30.000 --> 00:06:32.000]  他們就會自取滅亡
[00:06:32.000 --> 00:06:35.000]  並且在神所應許的地上
[00:06:35.000 --> 00:06:36.000]  不會長久
[00:06:36.000 --> 00:06:40.000]  在這裏我們看到摩西很清楚
[00:06:40.000 --> 00:06:42.000]  很清楚的告訴以色列人
[00:06:42.000 --> 00:06:45.000]  原來生命可以是一種選擇
[00:06:45.000 --> 00:06:47.000]  生命是一種選擇
[00:06:47.000 --> 00:06:50.000]  你可以選擇生命
[00:06:50.000 --> 00:06:52.000]  或者這樣說
[00:06:52.000 --> 00:06:55.000]  上帝竟然給機會他的兒女
[00:06:55.000 --> 00:06:57.000]  去選擇自己的未來
[00:06:57.000 --> 00:06:59.000]  去選擇生命
[00:06:59.000 --> 00:07:01.000]  做對的選擇
[00:07:01.000 --> 00:07:02.000]  會帶來什麼
[00:07:02.000 --> 00:07:04.000]  會帶來好的結果
[00:07:04.000 --> 00:07:06.000]  就是生命和祝福
[00:07:06.000 --> 00:07:08.000]  按當時來說
[00:07:08.000 --> 00:07:10.000]  就是能夠在應許之地
[00:07:10.000 --> 00:07:11.000]  能夠生存
[00:07:11.000 --> 00:07:12.000]  能夠成長
[00:07:12.000 --> 00:07:14.000]  相反錯誤的選擇
[00:07:14.000 --> 00:07:17.000]  就會帶來死亡和詛咒
[00:07:17.000 --> 00:07:18.000]  就是這樣
[00:07:18.000 --> 00:07:19.000]  就是兩條路
[00:07:19.000 --> 00:07:21.000]  大家會怎樣選擇
[00:07:21.000 --> 00:07:22.000]  很簡單
[00:07:22.000 --> 00:07:24.000]  很清楚的兩條路
[00:07:24.000 --> 00:07:25.000]  大家會怎樣選擇
[00:07:25.000 --> 00:07:26.000]  就這樣聽下去
[00:07:26.000 --> 00:07:28.000]  其實大家不難選擇
[00:07:28.000 --> 00:07:30.000]  這個不難選擇
[00:07:30.000 --> 00:07:31.000]  如果是你
[00:07:31.000 --> 00:07:32.000]  你會怎樣選擇
[00:07:32.000 --> 00:07:34.000]  誰覺得選生命的舉手
[00:07:34.000 --> 00:07:36.000]  選這邊的舉手
[00:07:36.000 --> 00:07:39.000]  不是每個人都舉手
[00:07:39.000 --> 00:07:40.000]  放下手
[00:07:40.000 --> 00:07:42.000]  選這邊的舉手
[00:07:42.000 --> 00:07:51.000]  選一邊是生命一邊是詛咒和死亡
[00:07:51.000 --> 00:07:52.000]  其實不難選擇
[00:07:52.000 --> 00:07:53.000]  正常來說
[00:07:53.000 --> 00:07:54.000]  當然選生命
[00:07:54.000 --> 00:07:55.000]  當然選祝福
[00:07:55.000 --> 00:07:59.000]  不過當我們看回以色列人的歷史
[00:07:59.000 --> 00:08:01.000]  我們知道他最終選了哪邊
[00:08:01.000 --> 00:08:03.000]  他竟然選了這邊
[00:08:03.000 --> 00:08:06.000]  他沒有做對的決定
[00:08:06.000 --> 00:08:08.000]  他們因著背叛神
[00:08:08.000 --> 00:08:09.000]  結果
[00:08:09.000 --> 00:08:10.000]  真的
[00:08:10.000 --> 00:08:12.000]  他們的國家就分裂
[00:08:12.000 --> 00:08:13.000]  就被擄
[00:08:13.000 --> 00:08:15.000]  最終被亡國
[00:08:15.000 --> 00:08:19.000]  原來不是人人能夠選擇對的決定
[00:08:19.000 --> 00:08:20.000]  我們知道的
[00:08:20.000 --> 00:08:22.000]  我們有很多頭腦的知識
[00:08:22.000 --> 00:08:23.000]  我們知道的
[00:08:23.000 --> 00:08:24.000]  不過不知道為什麼
[00:08:24.000 --> 00:08:25.000]  就選不到
[00:08:25.000 --> 00:08:27.000]  他們都不知道為什麼
[00:08:27.000 --> 00:08:29.000]  他們很熟悉的說話
[00:08:29.000 --> 00:08:30.000]  但是他選錯了
[00:08:30.000 --> 00:08:34.000]  或許可能是這樣
[00:08:34.000 --> 00:08:36.000]  我想到有一個原因
[00:08:36.000 --> 00:08:40.000]  當然人人都想有生命和祝福的結局
[00:08:40.000 --> 00:08:43.000]  不過不是人人都願意付出
[00:08:43.000 --> 00:08:44.000]  是不是
[00:08:44.000 --> 00:08:45.000]  剛才在十六節
[00:08:45.000 --> 00:08:47.000]  神藉著摩西說得很清楚
[00:08:47.000 --> 00:08:50.000]  你怎樣就能夠蒙福得著生命
[00:08:50.000 --> 00:08:52.000]  就是要三樣東西
[00:08:52.000 --> 00:08:53.000]  記不記得
[00:08:53.000 --> 00:08:54.000]  他要愛神
[00:08:54.000 --> 00:08:55.000]  遵行神的道
[00:08:55.000 --> 00:08:57.000]  和謹守
[00:08:57.000 --> 00:08:58.000]  就是keep commandment
[00:08:58.000 --> 00:09:00.000]  Obey commandment
[00:09:00.000 --> 00:09:01.000]  律例
[00:09:01.000 --> 00:09:02.000]  典章
[00:09:02.000 --> 00:09:03.000]  各位弟兄姊妹
[00:09:03.000 --> 00:09:04.000]  各位explorer
[00:09:04.000 --> 00:09:06.000]  今天比賽是你
[00:09:06.000 --> 00:09:07.000]  你會怎樣選擇
[00:09:07.000 --> 00:09:09.000]  如果上帝說得這麼清楚
[00:09:09.000 --> 00:09:13.000]  叫你選擇一條生命和祝福的道路的時候
[00:09:13.000 --> 00:09:16.000]  你會怎樣選擇
[00:09:16.000 --> 00:09:19.000]  可能有人站在中間
[00:09:19.000 --> 00:09:20.000]  不懂得選擇
[00:09:20.000 --> 00:09:23.000]  或許我的心很想選擇這邊
[00:09:23.000 --> 00:09:24.000]  不過不知道為什麼
[00:09:24.000 --> 00:09:28.000]  我的生活就好像選擇了一個這樣的道路
[00:09:28.000 --> 00:09:30.000]  不知道怎樣選擇
[00:09:30.000 --> 00:09:32.000]  其實在生命裏面
[00:09:32.000 --> 00:09:34.000]  有很多東西是不能選擇的
[00:09:34.000 --> 00:09:36.000]  你在哪個家庭出生
[00:09:36.000 --> 00:09:38.000]  你有怎樣的成長
[00:09:38.000 --> 00:09:39.000]  有哪個父母
[00:09:39.000 --> 00:09:41.000]  你是不能選擇的
[00:09:41.000 --> 00:09:43.000]  出生的時候有沒有病
[00:09:43.000 --> 00:09:44.000]  有沒有痛
[00:09:44.000 --> 00:09:45.000]  你都不能選擇
[00:09:45.000 --> 00:09:47.000]  長大了的時候
[00:09:47.000 --> 00:09:49.000]  你讓你的中學選擇
[00:09:49.000 --> 00:09:50.000]  你讓你的大學選擇
[00:09:50.000 --> 00:09:53.000]  或者甚至你讓你的異象選擇
[00:09:53.000 --> 00:09:55.000]  I mean異性對象
[00:09:55.000 --> 00:09:56.000]  你讓他選擇
[00:09:56.000 --> 00:09:58.000]  或許有些人說我不用選擇
[00:09:58.000 --> 00:09:59.000]  我選擇的人
[00:10:00.000 --> 00:10:03.000]  不過同樣你亦都有很多東西可以選擇
[00:10:03.000 --> 00:10:04.000]  有什麼
[00:10:04.000 --> 00:10:07.000]  譬如今早你起不起身
[00:10:07.000 --> 00:10:09.000]  你回不回教會
[00:10:09.000 --> 00:10:11.000]  起身第一個message誰
[00:10:11.000 --> 00:10:14.000]  進來聽到的時候
[00:10:14.000 --> 00:10:16.000]  打機還是做其他事
[00:10:16.000 --> 00:10:18.000]  今早有沒有吃早餐
[00:10:18.000 --> 00:10:20.000]  或者待會去哪裏吃等等
[00:10:20.000 --> 00:10:23.000]  這些選擇都是你有得選擇
[00:10:23.000 --> 00:10:25.000]  不過今天摩西提出了一個
[00:10:25.000 --> 00:10:29.000]  有關乎生和死的一個抉擇
[00:10:29.000 --> 00:10:31.000]  他讓你選擇
[00:10:31.000 --> 00:10:33.000]  你怎樣選擇
[00:10:33.000 --> 00:10:37.000]  他告訴你我們可以選擇
[00:10:37.000 --> 00:10:39.000]  亦都需要去選擇
[00:10:39.000 --> 00:10:41.000]  因為原來今天我要告訴大家的就是
[00:10:41.000 --> 00:10:44.000]  沒有人能夠為你的生命負責
[00:10:44.000 --> 00:10:46.000]  原來我們成長裏面
[00:10:46.000 --> 00:10:48.000]  我們父母很愛我們
[00:10:48.000 --> 00:10:49.000]  想我們好
[00:10:49.000 --> 00:10:50.000]  帶我們回來教會
[00:10:50.000 --> 00:10:51.000]  但at some point
[00:10:51.000 --> 00:10:53.000]  你要為你自己的生命負責
[00:10:53.000 --> 00:10:55.000]  去選擇這兩條道路
[00:10:55.000 --> 00:10:57.000]  生命的道路
[00:10:57.000 --> 00:11:00.000]  還是看似很蒙福
[00:11:00.000 --> 00:11:02.000]  但其實是邁向滅亡的道路
[00:11:02.000 --> 00:11:04.000]  你需要去選擇
[00:11:04.000 --> 00:11:07.000]  或者你每一天都需要去選擇
[00:11:07.000 --> 00:11:11.000]  今天很想正正和大家分享一個訊息
[00:11:11.000 --> 00:11:14.000]  就是你要堅持
[00:11:14.000 --> 00:11:17.000]  去認真去選擇生命
[00:11:17.000 --> 00:11:19.000]  選擇生命的道路
[00:11:19.000 --> 00:11:22.000]  因此第一點
[00:11:22.000 --> 00:11:23.000]  各位explorer
[00:11:23.000 --> 00:11:26.000]  我想說的是生命是一種選擇
[00:11:26.000 --> 00:11:28.000]  可以是一種選擇
[00:11:28.000 --> 00:11:29.000]  如果上帝今天問你
[00:11:29.000 --> 00:11:31.000]  你選擇跟隨神
[00:11:31.000 --> 00:11:35.000]  還是選擇走另一條道路
[00:11:35.000 --> 00:11:37.000]  看似很bless很祝福
[00:11:37.000 --> 00:11:40.000]  但其實是走向滅亡的道路
[00:11:40.000 --> 00:11:42.000]  我相信你生命裏面
[00:11:42.000 --> 00:11:44.000]  心裏面有一個答案
[00:11:44.000 --> 00:11:47.000]  不過說完第一點
[00:11:47.000 --> 00:11:48.000]  好沉重
[00:11:48.000 --> 00:11:50.000]  要逼你選擇
[00:11:50.000 --> 00:11:55.000]  其實我們仍然會有另一個的想法
[00:11:55.000 --> 00:11:57.000]  或者有些原因
[00:11:57.000 --> 00:11:59.000]  為什麼我們會選擇生命
[00:11:59.000 --> 00:12:00.000]  在我開頭說的時候
[00:12:00.000 --> 00:12:02.000]  在這張是第幾張
[00:12:02.000 --> 00:12:04.000]  生命記30張
[00:12:04.000 --> 00:12:08.000]  其實這30張和29張
[00:12:08.000 --> 00:12:10.000]  就是摩西的一篇sermon
[00:12:10.000 --> 00:12:11.000]  你可以說
[00:12:11.000 --> 00:12:13.000]  是他的剛才說的遺言
[00:12:13.000 --> 00:12:15.000]  生命記有34張
[00:12:15.000 --> 00:12:18.000]  他去到最後的一篇道
[00:12:18.000 --> 00:12:20.000]  所以其實我們可以整體
[00:12:20.000 --> 00:12:22.000]  29和30一起去看
[00:12:22.000 --> 00:12:24.000]  在29張裏面
[00:12:24.000 --> 00:12:25.000]  他都說了一些原因
[00:12:25.000 --> 00:12:27.000]  為什麼我們應該
[00:12:27.000 --> 00:12:29.000]  或者以色列人為什麼要選擇生命
[00:12:29.000 --> 00:12:31.000]  第一個是這樣的
[00:12:31.000 --> 00:12:35.000]  是因為他們經歷過上帝的大能
[00:12:35.000 --> 00:12:37.000]  是經歷過上帝的大能
[00:12:37.000 --> 00:12:40.000]  因此我們都去簡單去go through
[00:12:40.000 --> 00:12:43.000]  很快的說這三個原因
[00:12:43.000 --> 00:12:45.000]  因為我相信大家
[00:12:45.000 --> 00:12:49.000]  我們的決定其實是很理性的
[00:12:49.000 --> 00:12:50.000]  我們有感性的一面
[00:12:50.000 --> 00:12:52.000]  亦都有理性的一面
[00:12:52.000 --> 00:12:54.000]  我們的信仰同樣都有foundation
[00:12:54.000 --> 00:12:57.000]  所以很簡單的說這三個原因
[00:12:57.000 --> 00:12:59.000]  第一是上帝的大能
[00:12:59.000 --> 00:13:01.000]  怎麼說呢
[00:13:01.000 --> 00:13:03.000]  時間關係我不讀了
[00:13:03.000 --> 00:13:05.000]  他說在第一個原因
[00:13:05.000 --> 00:13:08.000]  他們經歷過上帝很多的保守
[00:13:08.000 --> 00:13:10.000]  經歷過上帝的作為
[00:13:10.000 --> 00:13:13.000]  摩西提醒了這班以色列人
[00:13:13.000 --> 00:13:15.000]  昔日他是怎樣帶領他們
[00:13:15.000 --> 00:13:18.000]  怎樣拯救他們離開埃及
[00:13:18.000 --> 00:13:20.000]  本來在埃及他們是做什麼的
[00:13:20.000 --> 00:13:22.000]  做什麼職業
[00:13:22.000 --> 00:13:23.000]  做奴隸
[00:13:23.000 --> 00:13:24.000]  做servant
[00:13:24.000 --> 00:13:25.000]  做slave
[00:13:25.000 --> 00:13:28.000]  但昔日上帝就因為他的慈愛
[00:13:28.000 --> 00:13:30.000]  帶領他們離開埃及
[00:13:30.000 --> 00:13:32.000]  藉著十災
[00:13:32.000 --> 00:13:34.000]  藉著過紅海
[00:13:34.000 --> 00:13:35.000]  記不記得
[00:13:35.000 --> 00:13:37.000]  這些我們在主一學的故事
[00:13:37.000 --> 00:13:39.000]  藉著這些大能去拯救他們
[00:13:39.000 --> 00:13:40.000]  不單止是這樣
[00:13:40.000 --> 00:13:42.000]  在哈拉的經文
[00:13:42.000 --> 00:13:43.000]  在第五節
[00:13:43.000 --> 00:13:45.000]  摩西說你們記不記得
[00:13:45.000 --> 00:13:47.000]  在這四十年來
[00:13:47.000 --> 00:13:50.000]  你身上的衣服沒有穿破
[00:13:50.000 --> 00:13:53.000]  你腳上的鞋都沒有穿破
[00:13:53.000 --> 00:13:56.000]  是上帝這麼多年來對他們的看顧
[00:13:56.000 --> 00:14:00.000]  以致他們今天能夠去回應
[00:14:00.000 --> 00:14:02.000]  能夠踏入離開這個
[00:14:02.000 --> 00:14:04.000]  礦野走進去
[00:14:04.000 --> 00:14:07.000]  這個英雄之地
[00:14:07.000 --> 00:14:09.000]  最後摩西都提及
[00:14:09.000 --> 00:14:14.000]  上帝如何在礦野施展大能的手
[00:14:14.000 --> 00:14:16.000]  去打敗他們很多的敵人
[00:14:16.000 --> 00:14:19.000]  你想想他們是什麼出身
[00:14:19.000 --> 00:14:21.000]  他們是做奴隸的出身
[00:14:21.000 --> 00:14:23.000]  要打敗在礦野當中
[00:14:23.000 --> 00:14:26.000]  有些本土很厲害的敵人
[00:14:26.000 --> 00:14:29.000]  上帝都是這樣帶領他們渡過
[00:14:29.000 --> 00:14:33.000]  剛剛說的純粹是以色列人的歷史
[00:14:33.000 --> 00:14:35.000]  你的歷史又是怎樣
[00:14:35.000 --> 00:14:37.000]  你的上帝怎樣拯救你
[00:14:37.000 --> 00:14:40.000]  你的故事又是怎樣
[00:14:40.000 --> 00:14:42.000]  在你經歷人生的低谷
[00:14:42.000 --> 00:14:45.000]  在你經歷人生的絕望的時候
[00:14:45.000 --> 00:14:47.000]  在你考公開試
[00:14:47.000 --> 00:14:48.000]  考DSE的時候
[00:14:48.000 --> 00:14:50.000]  考大考的時候
[00:14:50.000 --> 00:14:52.000]  上帝怎樣曾經拯救過你
[00:14:52.000 --> 00:14:53.000]  幫助你
[00:14:53.000 --> 00:14:56.000]  在你不懂回答的那條問題
[00:14:56.000 --> 00:14:58.000]  明明你溫習了你不懂回答
[00:14:58.000 --> 00:15:00.000]  上帝你可能做了一個祈禱
[00:15:00.000 --> 00:15:01.000]  上帝幫你
[00:15:01.000 --> 00:15:03.000]  上帝你怎樣拯救過你
[00:15:03.000 --> 00:15:05.000]  很想你去記得
[00:15:05.000 --> 00:15:07.000]  今天你要去想起來
[00:15:07.000 --> 00:15:08.000]  因為這個是你第一個原因
[00:15:08.000 --> 00:15:11.000]  要去選擇生命的原因
[00:15:11.000 --> 00:15:13.000]  又或者你可能曾經經歷過
[00:15:13.000 --> 00:15:15.000]  關係的破裂
[00:15:15.000 --> 00:15:17.000]  被人欺凌
[00:15:17.000 --> 00:15:19.000]  到你想死的時候
[00:15:19.000 --> 00:15:21.000]  或者你分手
[00:15:21.000 --> 00:15:23.000]  你經歷過一些很沉重的打擊的時候
[00:15:23.000 --> 00:15:25.000]  上帝怎樣去介入你的生命
[00:15:25.000 --> 00:15:27.000]  拯救過你
[00:15:27.000 --> 00:15:28.000]  又或者今天
[00:15:28.000 --> 00:15:30.000]  他怎樣帶領你回來這個教會
[00:15:30.000 --> 00:15:32.000]  很想你去想起來
[00:15:32.000 --> 00:15:36.000]  這個是你繼續選擇生命的第一個原因
[00:15:36.000 --> 00:15:37.000]  上帝的帶領
[00:15:37.000 --> 00:15:39.000]  上帝的拯救
[00:15:39.000 --> 00:15:41.000]  第二個原因
[00:15:41.000 --> 00:15:44.000]  就是他們經歷過偶像的無能
[00:15:44.000 --> 00:15:46.000]  我看那個highlight的經文
[00:15:46.000 --> 00:15:48.000]  原來他們經文說
[00:15:48.000 --> 00:15:50.000]  摩西告訴他們
[00:15:50.000 --> 00:15:53.000]  他們經歷過在埃及和其他地方
[00:15:53.000 --> 00:15:55.000]  拜過很多偶像
[00:15:55.000 --> 00:15:57.000]  那些偶像是木造的
[00:15:57.000 --> 00:15:58.000]  石造的
[00:15:58.000 --> 00:15:59.000]  石頭造的
[00:15:59.000 --> 00:16:01.000]  金的銀的偶像
[00:16:01.000 --> 00:16:02.000]  大家還記得
[00:16:02.000 --> 00:16:04.000]  他在出哈及記的經文是怎樣說的
[00:16:04.000 --> 00:16:06.000]  他們在曠野做了一隻什麼
[00:16:06.000 --> 00:16:10.000]  做了一隻金牛犢
[00:16:10.000 --> 00:16:12.000]  他想著這個就是神
[00:16:12.000 --> 00:16:13.000]  這個就是上帝
[00:16:13.000 --> 00:16:15.000]  我們拜祂吧
[00:16:15.000 --> 00:16:17.000]  他們經歷過這些偶像
[00:16:17.000 --> 00:16:19.000]  拜過這些偶像
[00:16:19.000 --> 00:16:21.000]  結果神的懲罰淋到他們
[00:16:21.000 --> 00:16:23.000]  消滅了一大群人
[00:16:23.000 --> 00:16:25.000]  所以這裡告訴我們
[00:16:25.000 --> 00:16:28.000]  我們的上帝是勝過那些偶像
[00:16:28.000 --> 00:16:31.000]  我們看此為很真實的偶像
[00:16:31.000 --> 00:16:33.000]  是我們所能夠依靠的偶像
[00:16:33.000 --> 00:16:35.000]  上帝告訴我們
[00:16:35.000 --> 00:16:38.000]  這些和上帝來比是沒得比的
[00:16:38.000 --> 00:16:41.000]  那些偶像是虛假的
[00:16:41.000 --> 00:16:43.000]  我記得我們在這幾年
[00:16:43.000 --> 00:16:46.000]  在成人那邊都教過一些
[00:16:46.000 --> 00:16:48.000]  成人主義學
[00:16:48.000 --> 00:16:50.000]  Alpha course 初信班
[00:16:50.000 --> 00:16:52.000]  我們都聽過不少的見證
[00:16:52.000 --> 00:16:54.000]  他們說以前在微信主義的時候
[00:16:54.000 --> 00:16:56.000]  會拜很多風水
[00:16:56.000 --> 00:16:59.000]  不是每個人都像我們在教會成像
[00:16:59.000 --> 00:17:01.000]  仍然會拜很多風水
[00:17:01.000 --> 00:17:02.000]  很多偶像
[00:17:02.000 --> 00:17:04.000]  黃大仙等等
[00:17:04.000 --> 00:17:05.000]  但他告訴我們
[00:17:05.000 --> 00:17:07.000]  他自己寫的見證要交
[00:17:07.000 --> 00:17:08.000]  他告訴我們
[00:17:08.000 --> 00:17:12.000]  這些偶像不能夠給他們平安
[00:17:12.000 --> 00:17:14.000]  那些偶像做了很多
[00:17:14.000 --> 00:17:16.000]  甚至要給錢都好
[00:17:16.000 --> 00:17:19.000]  那些東西不能夠帶給他們平安
[00:17:19.000 --> 00:17:21.000]  我不知道你有沒有聽過這些見證
[00:17:21.000 --> 00:17:23.000]  同樣有人告訴我們
[00:17:23.000 --> 00:17:25.000]  在信耶穌之前
