
[00:00:00.000 --> 00:00:02.000]  (字幕製作:MG)
[00:05:11.880 --> 00:05:15.960]  (並不是重複之前已講過的重點)
[00:05:15.960 --> 00:05:19.560]  (而是用心地給我們)
[00:05:19.560 --> 00:05:22.840]  (一些有智慧的秘訣)
[00:05:22.840 --> 00:05:27.320]  (讓我們可以更好地活出我們的人生)
[00:05:27.320 --> 00:05:31.640]  (我們先看第一個錦囊有關的經文)
[00:05:31.640 --> 00:05:33.640]  (這裡所顯示出來)
[00:05:33.640 --> 00:05:36.040]  (第十一章七至八節)
[00:05:36.040 --> 00:05:38.040]  (讓我們一起讀一讀)
[00:05:38.040 --> 00:05:40.040]  (預備 一二三)
[00:05:40.040 --> 00:05:42.040]  (光是短短的一天)
[00:05:42.040 --> 00:05:44.040]  (眼睛一光就多光火)
[00:05:44.040 --> 00:05:48.840]  (人們多少年 就當買了多少年)
[00:05:48.840 --> 00:05:52.040]  (然而也都尚到剛剛的日子)
[00:05:52.040 --> 00:05:54.040]  (因為這兩天日子變多)
[00:05:54.040 --> 00:05:56.040]  (所以來臨的全是)
[00:05:56.040 --> 00:05:58.040]  (好 謝謝大家)
[00:05:58.040 --> 00:06:02.040]  (傳道者給我們的第一個錦囊)
[00:06:02.040 --> 00:06:04.040]  (我會以這個作為標題)
[00:06:04.040 --> 00:06:06.040]  (重點是)
[00:06:06.040 --> 00:06:10.040]  (平凡的日常中操練喜樂)
[00:06:10.040 --> 00:06:14.040]  (讓我們先集中看第八節)
[00:06:14.040 --> 00:06:16.040]  (稍後我們會回到第七節)
[00:06:16.040 --> 00:06:20.040]  (在平凡的日常中操練喜樂)
[00:06:20.040 --> 00:06:24.040]  (傳道者鼓勵不單年輕人)
[00:06:24.040 --> 00:06:28.040]  (甚至是吩咐我們每一個人)
[00:06:28.040 --> 00:06:32.040]  (無論在地上我們能活上多少年)
[00:06:32.040 --> 00:06:36.040]  (也要讓自己在整段年歲中)
[00:06:36.040 --> 00:06:38.040]  (過得快快樂樂)
[00:06:38.040 --> 00:06:42.040]  (這個我們可以在下一張slide)
[00:06:42.040 --> 00:06:46.040]  (集中看第八節的經文)
[00:06:46.040 --> 00:06:50.040]  (和見見Millian 開心一點)
[00:06:50.040 --> 00:06:54.040]  (能夠在七十歲甚至九十歲的人生)
[00:06:54.040 --> 00:06:58.040]  (整段人生多年都過得快樂)
[00:06:58.040 --> 00:07:02.040]  (是很難自然發生的)
[00:07:02.040 --> 00:07:04.040]  (七十年八十年九十年)
[00:07:04.040 --> 00:07:08.040]  (我整段人生多年都過得快樂)
[00:07:08.040 --> 00:07:12.040]  (很難很難自然發生)
[00:07:12.040 --> 00:07:14.040]  (實在需要刻意地)
[00:07:14.040 --> 00:07:18.040]  (持續操練用心去經營)
[00:07:18.040 --> 00:07:20.040]  (怎樣活得快樂)
[00:07:20.040 --> 00:07:22.040]  (黑暗的日子在這裡)
[00:07:22.040 --> 00:07:24.040]  (不一定是指死亡)
[00:07:24.040 --> 00:07:27.040]  (由上文下理我們可以見得到)
[00:07:27.040 --> 00:07:29.040]  (更加可能是指)
[00:07:29.040 --> 00:07:33.040]  (充滿受煩病痛困苦的日子)
[00:07:33.040 --> 00:07:37.040]  (尤其是我們稍後有機會看到)
[00:07:37.040 --> 00:07:42.040]  (第十二章的二至七節)
[00:07:42.040 --> 00:07:45.040]  (裡面描述一個人去到年老的時候)
[00:07:45.040 --> 00:07:49.040]  (身體經歷很多的衰殘衰敗的日子)
[00:07:49.040 --> 00:07:51.040]  (很大機會黑暗的日子)
[00:07:51.040 --> 00:07:54.040]  (都是包括這些日子)
[00:07:54.040 --> 00:07:56.040]  (我們注意到)
[00:07:56.040 --> 00:08:00.040]  (傳道者用年來計算)
[00:08:00.040 --> 00:08:04.040]  (活在世上尋常的生活)
[00:08:04.040 --> 00:08:06.040]  (我們可以下下一張slide)
[00:08:06.040 --> 00:08:09.040]  (然後他用日來計算)
[00:08:09.040 --> 00:08:13.040]  (遭遇這些受煩苦困的日子)
[00:08:13.040 --> 00:08:18.040]  (如果傳道者用的字眼不是偶然的話)
[00:08:18.040 --> 00:08:21.040]  (這裡的用字看來是)
[00:08:21.040 --> 00:08:24.040]  (傳道者有心提示我們)
[00:08:24.040 --> 00:08:28.040]  (要注意這個操練喜樂的方法)
[00:08:28.040 --> 00:08:30.040]  (就是要想起)
[00:08:30.040 --> 00:08:32.040]  (要想到要記得)
[00:08:32.040 --> 00:08:35.040]  (黑暗的日子的數量)
[00:08:35.040 --> 00:08:38.040]  (和尋常歲月的數量)
[00:08:38.040 --> 00:08:41.040]  (是相差甚遠的)
[00:08:41.040 --> 00:08:44.040]  (尋常的日子用年來計算)
[00:08:44.040 --> 00:08:47.040]  (黑暗的日子用日來計算)
[00:08:47.040 --> 00:08:50.040]  (尋常總比困苦多)
[00:08:50.040 --> 00:08:52.040]  (我應該按一下按鈕)
[00:08:52.040 --> 00:08:53.040]  (就會說)
[00:08:53.040 --> 00:08:55.040]  (我的powerpoint有點不順暢)
[00:08:55.040 --> 00:08:58.040]  (所以辛苦後面的K的弟兄姊妹)
[00:08:58.040 --> 00:09:01.040]  (尋常總比困苦多)
[00:09:01.040 --> 00:09:06.040]  (沒錯,當我們遇到不幸的黑暗日子時)
[00:09:06.040 --> 00:09:08.040]  (難免都會感到度日如年)
[00:09:08.040 --> 00:09:11.040]  (但客觀的事實我們要記得)
[00:09:11.040 --> 00:09:13.040]  (不是這樣的)
[00:09:13.040 --> 00:09:16.040]  (只是我們覺得度日如年)
[00:09:16.040 --> 00:09:19.040]  (尋常生活才是以年計算)
[00:09:19.040 --> 00:09:20.040]  (我們要記得)
[00:09:20.040 --> 00:09:22.040]  (這才是事實)
[00:09:22.040 --> 00:09:25.040]  (尋常生活才是以年計算)
[00:09:25.040 --> 00:09:28.040]  (苦困灰暗的遭遇)
[00:09:28.040 --> 00:09:30.040]  (往往只是以日來計算)
[00:09:30.040 --> 00:09:33.040]  (我活了幾十年)
[00:09:33.040 --> 00:09:35.040]  (我不會說多少十)
[00:09:35.040 --> 00:09:37.040]  (我不會年復一年)
[00:09:37.040 --> 00:09:39.040]  (幾十年我都多災多劫)
[00:09:39.040 --> 00:09:41.040]  (我不會禍患年年)
[00:09:41.040 --> 00:09:43.040]  (我真的超級黑仔)
[00:09:43.040 --> 00:09:45.040]  (應該都活不到這個時刻)
[00:09:45.040 --> 00:09:47.040]  (傳導者提醒我們)
[00:09:47.040 --> 00:09:49.040]  (小心)
[00:09:49.040 --> 00:09:53.040]  (不要困在黑暗日子中的借痰)
[00:09:53.040 --> 00:09:55.040]  (而是要提醒自己)
[00:09:55.040 --> 00:09:58.040]  (要想到黑暗的日子)
[00:09:58.040 --> 00:10:00.040]  (始終是日子)
[00:10:00.040 --> 00:10:02.040]  (雖然你覺得多)
[00:10:02.040 --> 00:10:05.040]  (反而我們要記住)
[00:10:05.040 --> 00:10:07.040]  (尋常總比困苦多的時候)
[00:10:07.040 --> 00:10:09.040]  (提醒自己)
[00:10:09.040 --> 00:10:10.040]  (我們就知道)
[00:10:10.040 --> 00:10:12.040]  (我們更值得花心思)
[00:10:12.040 --> 00:10:14.040]  (好好經營)
[00:10:14.040 --> 00:10:16.040]  (是怎樣讓自己)
[00:10:16.040 --> 00:10:19.040]  (在年復年的尋常生活中)
[00:10:19.040 --> 00:10:21.040]  (落在其中)
[00:10:21.040 --> 00:10:24.040]  (另一個操練喜樂的方向)
[00:10:24.040 --> 00:10:26.040]  (我們可以拿到下面)
[00:10:26.040 --> 00:10:28.040]  (這是第一個方向)
[00:10:28.040 --> 00:10:29.040]  (我們要記住)
[00:10:29.040 --> 00:10:31.040]  (尋常總比困苦多)
[00:10:31.040 --> 00:10:33.040]  (另一個操練喜樂的方向)
[00:10:33.040 --> 00:10:35.040]  (是要銳意積極地)
[00:10:35.040 --> 00:10:37.040]  (在平凡不過)
[00:10:37.040 --> 00:10:39.040]  (甚至看似千篇一律的)
[00:10:39.040 --> 00:10:41.040]  (日常生活中)
[00:10:41.040 --> 00:10:43.040]  (發現其中美好的事物)
[00:10:43.040 --> 00:10:45.040]  (我們接下來)
[00:10:45.040 --> 00:10:47.040]  (會一起看到)
[00:10:47.040 --> 00:10:50.040]  (第八節對上的那一節)
[00:10:50.040 --> 00:10:52.040]  (就是第七節)
[00:10:52.040 --> 00:10:54.040]  (這一節可以說是提供了)
[00:10:54.040 --> 00:10:56.040]  (一個實踐的基礎)
[00:10:56.040 --> 00:11:00.040]  (讓我們能夠活多少年)
[00:11:00.040 --> 00:11:02.040]  (快樂多少年)
[00:11:02.040 --> 00:11:04.040]  (經文提到光是甜美的)
[00:11:04.040 --> 00:11:07.040]  (眼見日光是多麼美好)
[00:11:07.040 --> 00:11:09.040]  (正如你在螢光幕上)
[00:11:09.040 --> 00:11:11.040]  (能夠看到顯示)
[00:11:11.040 --> 00:11:12.040]  (其實眼見日光)
[00:11:12.040 --> 00:11:14.040]  (也可以代表的意思是)
[00:11:14.040 --> 00:11:16.040]  (活著的意思)
[00:11:16.040 --> 00:11:18.040]  (如果是這樣的話)
[00:11:18.040 --> 00:11:21.040]  (傳道者其實就是在讚嘆)
[00:11:21.040 --> 00:11:23.040]  (光是甜美的)
[00:11:23.040 --> 00:11:25.040]  (活著是多麼美好)
[00:11:25.040 --> 00:11:27.040]  (這一節的光)
[00:11:27.040 --> 00:11:29.040]  (太陽和好)
[00:11:29.040 --> 00:11:33.040]  (這三個字的組合)
[00:11:33.040 --> 00:11:35.040]  (其實會令人聯想到)
[00:11:35.040 --> 00:11:38.040]  (上帝創造天地的技術)
[00:11:38.040 --> 00:11:41.040]  (上帝創造光)
[00:11:41.040 --> 00:11:44.040]  (然後一樣又一樣)
[00:11:44.040 --> 00:11:46.040]  (來到六日的創造)
[00:11:46.040 --> 00:11:48.040]  (創造了天地萬物)
[00:11:48.040 --> 00:11:51.040]  (每一樣他都看著是好的)
[00:11:51.040 --> 00:11:53.040]  (然後他創造人)
[00:11:53.040 --> 00:11:55.040]  (讓人活在這個)
[00:11:55.040 --> 00:11:58.040]  (樣樣都是好的世界裏面)
[00:11:58.040 --> 00:12:01.040]  (在這裏傳道者他讚嘆)
[00:12:01.040 --> 00:12:03.040]  (活著是多麼美好)
[00:12:03.040 --> 00:12:07.040]  (是因為人能夠享受到)
[00:12:07.040 --> 00:12:09.040]  (神創造的美好)
[00:12:09.040 --> 00:12:15.040]  (沒錯,傳道者在這本書之前)
[00:12:15.040 --> 00:12:19.040]  (一再感慨人間現實的虛空)
[00:12:19.040 --> 00:12:21.040]  (但是當他來到)
[00:12:21.040 --> 00:12:25.040]  (要為他探究過人生的意義問題)
[00:12:25.040 --> 00:12:27.040]  (作一個總結的時候)
[00:12:27.040 --> 00:12:30.040]  (他清楚指出)
[00:12:30.040 --> 00:12:32.040]  (人間現實的虛空)
[00:12:32.040 --> 00:12:35.040]  (並不足以更加不應該)
[00:12:35.040 --> 00:12:38.040]  (去抵消人活人生在世)
[00:12:38.040 --> 00:12:41.040]  (的那份美好)
[00:12:41.040 --> 00:12:44.040]  (值得留意的是)
[00:12:44.040 --> 00:12:47.040]  (我們下一張slide)
[00:12:47.040 --> 00:12:50.040]  (那種視覺效果我們會看到)
[00:12:50.040 --> 00:12:54.040]  (雖然人間的現實虛空)
[00:12:54.040 --> 00:12:56.040]  (但是人生在世)
[00:12:56.040 --> 00:12:58.040]  (這才是常數)
[00:12:58.040 --> 00:13:00.040]  (這份美好才是常數)
[00:13:00.040 --> 00:13:03.040]  (並且是一個)
[00:13:03.040 --> 00:13:06.040]  (好得無比的常數)
[00:13:06.040 --> 00:13:08.040]  (值得留意的是)
[00:13:08.040 --> 00:13:11.040]  (傳道者是因為注意到光)
[00:13:11.040 --> 00:13:15.040]  (然後他就讚歎創造)
[00:13:15.040 --> 00:13:18.040]  (讚歎生命的美好)
[00:13:18.040 --> 00:13:20.040]  (他說光是甜美的)
[00:13:20.040 --> 00:13:22.040]  (雖然大自然)
[00:13:22.040 --> 00:13:25.040]  (真的有很多其他東西)
[00:13:25.040 --> 00:13:27.040]  (更加吸睛閱目得多)
[00:13:27.040 --> 00:13:29.040]  (有崇山峻嶺)
[00:13:29.040 --> 00:13:31.040]  (有鮮艷的花朵)
[00:13:31.040 --> 00:13:33.040]  (但是很特別)
[00:13:33.040 --> 00:13:35.040]  (傳道者他留意到)
[00:13:35.040 --> 00:13:40.040]  (讓他讚歎創造生命美好的)
[00:13:40.040 --> 00:13:42.040]  (竟然是光)
[00:13:42.040 --> 00:13:49.040]  (這是我們一般都不會留意到的)
[00:13:49.040 --> 00:13:51.040]  (我們什麼時候會留意到)
[00:13:51.040 --> 00:13:53.040]  (有光真是好事)
[00:13:53.040 --> 00:13:55.040]  (往往是我們發現)
[00:13:55.040 --> 00:13:57.040]  (為什麼沒有光的時候)
[00:13:57.040 --> 00:13:59.040]  (就會覺得應該要有光)
[00:13:59.040 --> 00:14:01.040]  (什麼時候我們會留意到)
[00:14:01.040 --> 00:14:02.040]  (有光真是好事)
[00:14:02.040 --> 00:14:04.040]  (就是我們家裡停電)
[00:14:04.040 --> 00:14:07.040]  (或者在北歐地區)
[00:14:07.040 --> 00:14:10.040]  (當日照時間很短)
[00:14:10.040 --> 00:14:12.040]  (就留意到有光真是好事)
[00:14:12.040 --> 00:14:15.040]  (但是對於大部分人來說)
[00:14:15.040 --> 00:14:18.040]  (光是我們每天拉開窗簾)
[00:14:18.040 --> 00:14:21.040]  (踏出門口都預料到會有的)
[00:14:21.040 --> 00:14:24.040]  (我不知道你今天出門口)
[00:14:24.040 --> 00:14:28.040]  (有沒有讚歎有光多麼甜美)
[00:14:28.040 --> 00:14:29.040]  (大概沒有)
[00:14:29.040 --> 00:14:31.040]  (因為這件事真的尋常到)
[00:14:31.040 --> 00:14:33.040]  (我們沒有刻意想起)
[00:14:33.040 --> 00:14:36.040]  (也不會留意它的存在)
[00:14:36.040 --> 00:14:38.040]  (更莫說讚歎)
[00:14:38.040 --> 00:14:41.040]  (當我用心細想這節經文時)
[00:14:41.040 --> 00:14:43.040]  (我不禁意識到)
[00:14:43.040 --> 00:14:46.040]  (操練喜樂的另一個重要方向)
[00:14:46.040 --> 00:14:51.040]  (尤其是讚歎光甜美的這位傳道者)
[00:14:51.040 --> 00:14:56.040]  (是同一位去享盡人生榮華富貴)
[00:14:56.040 --> 00:15:00.040]  (達至種種很輝煌的成就)
[00:15:00.040 --> 00:15:02.040]  (要飛殯有飛殯)
[00:15:02.040 --> 00:15:04.040]  (要美食有美食)
[00:15:04.040 --> 00:15:07.040]  (然後轉頭來說那些是虛空)
[00:15:07.040 --> 00:15:10.040]  (現在說光是甜美的)
[00:15:10.040 --> 00:15:15.040]  (這就沒辦法不令我留心)
[00:15:15.040 --> 00:15:18.040]  (操練喜樂另一個重要的方向)
[00:15:18.040 --> 00:15:21.040]  (就是在尋常平淡)
[00:15:21.040 --> 00:15:24.040]  (甚至千篇一律的日子)
[00:15:24.040 --> 00:15:29.040]  (積極地發現在這些尋常日子裡的美好)
[00:15:29.040 --> 00:15:31.040]  (令我更加驚訝的是)
[00:15:31.040 --> 00:15:35.040]  (當我仔細翻看傳道書時)
[00:15:35.040 --> 00:15:37.040]  (我發現這個重要的提醒)
[00:15:37.040 --> 00:15:40.040]  (發現美好,要去見到這美好)
[00:15:40.040 --> 00:15:45.040]  (原來總已經蘊含在傳道書前幾處論述)
[00:15:45.040 --> 00:15:49.040]  (只不過在翻譯裡沒有把它表達出來)
[00:15:49.040 --> 00:15:56.040]  (其中一處是三章的十二至十三節)
[00:15:56.040 --> 00:15:58.040]  (這裡提到)
[00:15:58.040 --> 00:16:02.040]  (我用了不是和合本翻譯)
[00:16:02.040 --> 00:16:08.040]  (我認為世人最好是在人生中歡樂和享福)
[00:16:08.040 --> 00:16:13.040]  (享福這個字在傳道書中有幾處出現)
[00:16:13.040 --> 00:16:17.040]  (例如第二章一節,五章十八節等等)
[00:16:17.040 --> 00:16:21.040]  (至少包括這裡有四處)
[00:16:21.040 --> 00:16:27.040]  (享福原來都是在說看到美好或製造美好)
[00:16:27.040 --> 00:16:31.040]  (這裡的享福是製造美好)
[00:16:31.040 --> 00:16:37.040]  (Make goodness,make一些pleasant的東西)
[00:16:37.040 --> 00:16:39.040]  (然後傳道者繼續說)
[00:16:39.040 --> 00:16:41.040]  (並且人人有吃有喝)
[00:16:41.040 --> 00:16:45.040]  (在自己一切的勞碌中自得其樂)
[00:16:45.040 --> 00:16:48.040]  (原來這裡自得其樂,直接的翻譯是)
[00:16:48.040 --> 00:16:52.040]  (看到美好,見到那個goodness)
[00:16:52.040 --> 00:16:55.040]  (這就是神的恩賜)
[00:16:55.040 --> 00:17:03.040]  (原來這個真的獲得操練喜樂的秘訣)
[00:17:03.040 --> 00:17:08.040]  (傳道者就在挑戰我們有沒有留心)
[00:17:08.040 --> 00:17:14.040]  (原來就蘊含了在他先前提及的內容中)
[00:17:14.040 --> 00:17:19.040]  (我們發現積極在周遭的事物和人當中)
[00:17:19.040 --> 00:17:21.040]  (發現其中的好)
[00:17:21.040 --> 00:17:27.040]  (這實在是讓我們每天都活得快樂的不義法門)
[00:17:27.040 --> 00:17:30.040]  (這令我想起多年前)
[00:17:30.040 --> 00:17:34.040]  (我有一位神學院老師曾經說過的話)
[00:17:34.040 --> 00:17:37.040]  (他那次說Good Will Hunting)
[00:17:37.040 --> 00:17:39.040]  (這部電影不知道大家有沒有看過)
[00:17:39.040 --> 00:17:43.040]  (是奧斯卡最佳編劇獎的一部電影)
[00:17:43.040 --> 00:17:46.040]  (是一部九幾年的電影)
[00:17:46.040 --> 00:17:50.040]  (中文翻譯叫做《心靈報仇》或《捕魚驕陽》)
[00:17:50.040 --> 00:17:55.040]  (電影中描述一個叫做Will Hunting的年青人)
[00:17:55.040 --> 00:17:57.040]  (他是一個數學天才)
[00:17:57.040 --> 00:18:04.040]  (不過他在一間很出名的大學當校工)
[00:18:04.040 --> 00:18:10.040]  (後來有機會被教授發現他有這個數學天才)
[00:18:10.040 --> 00:18:16.040]  (誰知道時機偏偏是他出去犯事)
[00:18:16.040 --> 00:18:19.040]  (以至要面對法庭的審訊)
[00:18:19.040 --> 00:18:22.040]  (教授如何幫助這個年青人)
[00:18:22.040 --> 00:18:27.040]  (讓他不用面對審判時)
[00:18:27.040 --> 00:18:30.040]  (可以順利通過,為他作補)
[00:18:30.040 --> 00:18:33.040]  (就幫這個Will Hunting年青人)
[00:18:33.040 --> 00:18:36.040]  (找到他的自我,找到真愛)
[00:18:36.040 --> 00:18:38.040]  (我那位老師說)
[00:18:38.040 --> 00:18:41.040]  (其實Good Will Hunting可以這樣讀)
[00:18:41.040 --> 00:18:46.040]  (但也可以理解為Good Will Hunting)
[00:18:46.040 --> 00:18:50.040]  (一個良好意願來捕捉)
[00:18:50.040 --> 00:18:54.040]  (電影中文名為《心靈報仇》翻譯得不錯)
[00:18:54.040 --> 00:18:58.040]  (就變成良好意願報仇)
[00:18:58.040 --> 00:19:03.040]  (他就說,他其實想起這套電影時)
[00:19:03.040 --> 00:19:07.040]  (他就發現,當他在生命當中實踐)
[00:19:07.040 --> 00:19:11.040]  (在每一個人和他的交流互動當中)
[00:19:11.040 --> 00:19:13.040]  (就算對方激親他)
[00:19:13.040 --> 00:19:17.040]  (對方會覺得他有點難以支持)
[00:19:17.040 --> 00:19:19.040]  (他都會嘗試積極地)
[00:19:19.040 --> 00:19:24.040]  (在對方的表達中找出良好意願)
[00:19:24.040 --> 00:19:26.040]  (他就發現,他的人生中)
[00:19:26.040 --> 00:19:29.040]  (他沒有什麼敵人)
[00:19:29.040 --> 00:19:32.040]  (或者他會很憤怒,很討厭他)
[00:19:32.040 --> 00:19:36.040]  (並且他自己說,人生苦短)
[00:19:36.040 --> 00:19:39.040]  (我真心愛惜,我珍惜的人)
[00:19:39.040 --> 00:19:42.040]  (都不夠時間,還有時間去生你的氣)
[00:19:42.040 --> 00:19:46.040]  (好意願,主動去尋找)
[00:19:46.040 --> 00:19:50.040]  (我估計這裏可以套用傳道書)
[00:19:50.040 --> 00:19:52.040]  (去提醒我們)
[00:19:52.040 --> 00:19:56.040]  (在人的生命,在我們遭遇的事物當中)
[00:19:56.040 --> 00:19:58.040]  (我們Goodness Hunting)
